"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"CAMKK2",27.52743,27.52743,14.279087,18.559089,13.452171,15.4301156666667,1.73628905473114
"CAMKMT",19.0861,19.0861,7.373008,7.107232,8.804205,7.76148166666667,2.29254602864926
"CAMKV",12.07235,12.07235,54.740307,44.557354,47.014308,48.7706563333333,0.262651750309448
"CAMLG",69.1134,69.1134,44.018066,39.278546,43.045388,42.114,1.62623277821589
"CAMP",2.29654,2.29654,0,0,0,0,3.29654
"CAMSAP1",15.70336,15.70336,76.319827,82.073546,52.230737,70.2080366666667,0.234571275686064
"CAMSAP2",10.33442,10.33442,20.332606,21.27713,19.383292,20.3310093333333,0.531358822401715
"CAMSAP3",2.2655,2.2655,44.179552,59.170191,41.476158,48.2753003333333,0.0662705245408922
"CAMTA1",286.16734,286.16734,67.00103,77.473252,67.472331,70.648871,4.00798136791297
"CAMTA2",64.61343,64.61343,139.521108,161.050061,146.962503,149.177890666667,0.436904724848179
"CAND1",20.42057,20.42057,39.842304,38.797017,35.676049,38.1051233333333,0.54776888995875
"CAND2",4.31377,4.31377,6.77578,7.16571,5.986417,6.64263566666667,0.695279774119809
"CANT1",16.94473,16.94473,23.052531,21.682751,16.35645,20.3639106666667,0.839955300318612
"CANX",251.99857,251.99857,379.43194,307.12197,304.476491,330.343467,0.763553820121041
"CAP1",204.11264,204.11264,257.914739,252.214363,235.545741,248.558281,0.82190276026144
"CAP2",8.87581,8.87581,12.143482,15.253136,12.732848,13.3764886666667,0.686941730277857
"CAPG",180.93001,180.93001,2.130043,1.811289,1.652725,1.86468566666667,63.5078438506982
"CAPN1",31.03431,31.03431,121.851792,142.869381,134.378072,133.033081666667,0.239003010314033
"CAPN10",35.22394,35.22394,15.643943,19.672964,15.030038,16.782315,2.03707672482464
"CAPN11",0.18621,0.18621,0.023179,0.052921,0.01606,0.03072,1.15085571251164
"CAPN12",21.10333,21.10333,1.12877,0.447978,1.6233,1.06668266666667,10.6950768768242
"CAPN13",1.70689,1.70689,0.454904,0.096935,0.326694,0.292844333333333,2.09374781650691
"CAPN14",0.34138,0.34138,0.064998,0.095701,0.112972,0.0912236666666667,1.22924386720596
"CAPN2",53.0066,53.0066,69.522276,64.690623,64.311081,66.17466,0.803972807603343
"CAPN3",529.44527,529.44527,1.887527,1.356072,1.99393,1.745843,193.181208830949
"CAPN5",6.57927,6.57927,30.007398,41.444493,32.513329,34.6550733333333,0.212571993027266
"CAPN6",0,0,0.017822,0.026232,0.012296,0.0187833333333333,0.981562975444566
"CAPN7",10.52063,10.52063,17.476224,22.567749,17.73022,19.2580643333333,0.568693524239804
"CAPN8",4.1586,4.1586,0.441521,0.730372,0.702859,0.624917333333333,3.17468457882575
"CAPN9",15.70336,15.70336,0.216781,0.044018,0.020737,0.0938453333333333,15.2703124390529
"CAPNS1",608.45862,608.45862,439.956392,444.212726,453.503532,445.890883333333,1.36377501249093
"CAPNS2",0.83793,0.83793,0.079223,0,0,0.0264076666666667,1.79064328890762
"CAPRIN1",53.62728,53.62728,209.025685,211.66994,185.252957,201.982860666667,0.269122623558388
"CAPRIN2",8.06892,8.06892,44.915546,49.495045,42.387502,45.5993643333333,0.194614671889695
"CAPS",87.73399,87.73399,1.805839,2.707682,1.636654,2.05005833333333,29.0925550604223
"CAPS2",6.61031,6.61031,2.372886,0.698213,1.31232,1.46113966666667,3.09218940439382
"CAPSL",0,0,0,0,0,0,1
"CAPZA1",38.73081,38.73081,129.814958,96.958565,95.437562,107.403695,0.366507894403415
"CAPZA2",33.05154,33.05154,435.591832,415.768999,370.633123,407.331318,0.0833919381123737
"CAPZA3",0.58965,0.58965,0,0,0,0,1.58965
"CAPZB",217.27118,217.27118,157.938492,160.662576,155.430267,158.010445,1.37268454282988
"CARD10",4.40687,4.40687,4.395004,4.18574,3.107855,3.89619966666667,1.10429932766222
"CARD11",3.87929,3.87929,0.367475,0,0.159905,0.175793333333333,4.14978539312464
"CARD14",8.16202,8.16202,1.366417,0.860695,0.818732,1.01528133333333,4.54627344006891
"CARD16",8.99995,8.99995,0,0,0,0,9.99995
"CARD17",0,0,0,0,0,0,1
"CARD18",0,0,0.040883,0,0,0.0136276666666667,0.986555549818918
"CARD6",1.89309,1.89309,0.377362,0.235174,0.334312,0.315616,2.19903832121227
"CARD8",24.5171,24.5171,11.255285,9.047101,9.603867,9.968751,2.32634508705686
"CARD9",3.56895,3.56895,0.516302,0.360455,0.354994,0.410583666666667,3.23904927298416
"CARHSP1",48.9411,48.9411,51.191785,54.724664,54.886402,53.6009503333333,0.914656241239659
"CARM1",23.08952,23.08952,45.396785,54.359038,48.861538,49.5391203333333,0.476650955559106
"CARNS1",363.4738,363.4738,1.085895,2.066664,1.144748,1.43243566666667,149.839029658475
"CARS2",67.62375,67.62375,93.321605,151.202664,136.998424,127.174231,0.535394279057543
"CARTPT",4.81032,4.81032,115.864992,18.884138,18.655832,51.1349873333333,0.111447615069911
"CASC1",1.76896,1.76896,0.961597,1.933827,2.206423,1.70061566666667,1.02530694544096
"CASC2",27.93088,27.93088,0.828749,1.091331,0.700101,0.873393666666667,15.4430328845281
"CASC3",175.96452,175.96452,49.750298,48.667752,40.155998,46.1913493333333,3.7499355814139
"CASC4",46.21008,46.21008,170.587408,162.981851,146.701867,160.090375333333,0.293065801742105
"CASD1",24.57917,24.57917,31.602508,37.934094,25.892444,31.809682,0.779622612617824
"CASK",27.21709,27.21709,23.473799,13.855188,15.041635,17.456874,1.52881197541902
"CASKIN1",42.26873,42.26873,180.337169,184.429395,183.803795,182.856786333333,0.235339314163544
"CASKIN2",20.54471,20.54471,7.297188,5.570867,3.591137,5.48639733333333,3.32152177747154
"CASP1",17.16197,17.16197,0,0,0,0,18.16197
"CASP10",7.13789,7.13789,0.145886,0.295153,0.627769,0.356269333333333,6.00020202476991
"CASP12",0.68275,0.68275,0,0,0,0,1.68275
"CASP14",0.62069,0.62069,0.132625,0,0.027932,0.053519,1.5383585867934
"CASP2",5.86548,5.86548,5.633823,6.260388,4.744052,5.54608766666667,1.04879133149403
"CASP3",8.68961,8.68961,23.044008,18.879558,16.886992,19.6035193333333,0.470289072620894
"CASP4",20.29644,20.29644,0.40552,0.019121,0.027326,0.150655666666667,18.508091183954
"CASP5",0,0,0,0,0,0,1
"CASP6",10.7689,10.7689,4.949627,2.728443,1.700443,3.126171,2.8522569714149
"CASP7",5.05859,5.05859,0.532004,0.078434,0.073493,0.227977,4.933797619988
"CASP8",7.66547,7.66547,4.166531,0.993986,0.593993,1.91817,2.96948772689734
"CASP8AP2",14.05854,14.05854,2.432846,1.692523,2.072314,2.06589433333333,4.91163046171519
"CASP9",23.27573,23.27573,9.765525,9.64988,9.402695,9.60603333333333,2.28886042849824
"CASQ1",6.14479,6.14479,1.662796,1.11476,1.083507,1.287021,3.12405963915504
"CASQ2",7.88271,7.88271,5.474257,0,0,1.82475233333333,3.14459780957788
"CASR",0,0,0.088155,0.040109,0.159905,0.0960563333333333,0.91236186461219
"CASS4",0.55862,0.55862,0.223902,0.327581,0.262023,0.271168666666667,1.22613154404372
"CAST",73.70648,73.70648,68.598127,40.142968,49.258078,52.666391,1.3920533616654
"CASZ1",7.97582,7.97582,2.507,1.556398,1.997421,2.020273,2.97185717979798
"CAT",35.65842,35.65842,15.08357,16.74808,16.614454,16.1487013333333,2.13767907478475
"CATSPER1",0.06207,0.06207,0.024316,0.088211,0,0.037509,1.02367304765549
"CATSPER2",10.98614,10.98614,22.953911,10.173131,6.198988,13.1086766666667,0.849558061552194
"CATSPER2P1",12.47579,12.47579,0.982294,1.850622,0.853728,1.22888133333333,6.04598809208326
"CATSPER3",0.37241,0.37241,0.242283,0.240996,0.455669,0.312982666666667,1.04526132358183
"CATSPER4",0.24827,0.24827,0.135657,0.052975,0.031357,0.0733296666666667,1.16298844499158
"CATSPERB",0,0,1.11897,0.12289,0.200178,0.480679333333333,0.675365676745674
"CATSPERD",0,0,0,0,0,0,1
"CATSPERG",8.81374,8.81374,8.801064,8.686641,6.476481,7.988062,1.09186385229652
"CAV1",33.67222,33.67222,2.997032,0.127022,0.805938,1.30999733333333,15.0096363747606
"CAV2",44.00665,44.00665,5.144571,4.458116,4.885223,4.82930333333333,7.72075965624251
"CAV3",0.49655,0.49655,0,0,0,0,1.49655
"CBFA2T2",8.56547,8.56547,10.218654,9.234917,7.524864,8.99281166666667,0.95723509249232
"CBFA2T3",2.85516,2.85516,12.313006,13.155529,11.957808,12.4754476666667,0.286087712658056
"CBFB",30.81707,30.81707,22.163375,24.198415,29.237488,25.1997593333333,1.21440313993724
"CBL",2.73102,2.73102,6.252108,4.953612,5.001203,5.40230766666667,0.5827617468972
"CBLB",7.60341,7.60341,8.734033,10.351131,7.037789,8.707651,0.886250443078351
"CBLC",0.12414,0.12414,0.515439,0.545062,0.362227,0.474242666666667,0.762520326820912
"CBLL1",8.03789,8.03789,9.731404,12.083641,8.636993,10.1506793333333,0.810523711589709
"CBLN1",13.77923,13.77923,29.805105,2.067723,2.619561,11.497463,1.18257841611533
"CBLN2",2.32757,2.32757,0.612968,0.296499,0.019142,0.309536333333333,2.54102915306665
"CBLN3",10.4896,10.4896,0.938831,0.443732,0.538365,0.640309333333333,7.00453247842683
"CBLN4",0.27931,0.27931,0,0,0,0,1.27931
"CBR1",134.81303,134.81303,16.404237,10.95112,17.340518,14.898625,8.54243873290929
"CBR3",6.4241,6.4241,0.405532,0.05898,0.053134,0.172548666666667,6.33159220683377
"CBR4",26.81364,26.81364,9.751167,8.913361,7.343365,8.66929766666667,2.8764902021667
"CBS",51.95143,51.95143,85.263853,90.822958,69.514108,81.866973,0.638993172828939
"CBWD1",8.78271,8.78271,58.386112,51.813705,44.281827,51.4938813333333,0.18635905274141
"CBWD2",6.98272,6.98272,21.030491,25.78667,23.992487,23.603216,0.324458396008067
"CBWD3",1.30344,1.30344,13.639273,17.62453,17.659242,16.3076816666667,0.13308772626875
"CBWD5",3.04136,3.04136,91.727758,77.965018,104.088766,91.260514,0.0438037880430625
"CBWD6",4.62411,4.62411,39.489537,33.2172,39.112343,37.2730266666667,0.146947092765418
"CBX1",71.84442,71.84442,84.182702,85.923971,74.373105,81.4932593333333,0.88303481507083
"CBX2",0.80689,0.80689,2.102406,1.801468,1.537224,1.81369933333333,0.642175934931688
"CBX3",82.83056,82.83056,128.497355,122.015268,104.707963,118.406862,0.702058144698585
"CBX3P2",0,0,1.619722,1.644027,0.704139,1.32262933333333,0.430546530024593
"CBX4",26.56537,26.56537,9.724747,10.940767,9.806447,10.1573203333333,2.47060845942071
"CBX5",17.31714,17.31714,26.894687,21.650951,17.587229,22.044289,0.79486678890375
"CBX6",25.32399,25.32399,19.242251,16.23287,15.254745,16.9099553333333,1.46979651875551
"CBX7",39.66184,39.66184,2.074717,1.527409,1.704548,1.76889133333333,14.6852422521938
"CBX8",4.37584,4.37584,3.027309,3.765686,1.766683,2.853226,1.39515304838076
"CBY1",30.63086,30.63086,22.772855,18.322403,18.756903,19.9507203333333,1.50977434172868
"CBY3",0.58965,0.58965,0.196358,0.070014,0.062592,0.109654666666667,1.4325628033226
"CC2D1A",63.43412,63.43412,42.527598,46.532755,32.307873,40.4560753333333,1.55427448165096
"CC2D1B",105.82699,105.82699,203.206761,110.01318,160.213433,157.811124666667,0.672666919425338
"CC2D2A",11.88614,11.88614,13.440897,13.244529,9.231564,11.97233,0.993355858199722
"CC2D2B",1.11724,1.11724,0.899684,1.471149,1.008751,1.126528,0.995632317091522
"CCAR1",51.82729,51.82729,72.085696,69.933935,55.765914,65.928515,0.78930916067688
"CCBE1",0.68275,0.68275,0.203293,0.257727,0.101058,0.187359333333333,1.41722051005059
"CCDC102A",10.21029,10.21029,0.273034,0.022815,0.187469,0.161106,9.65483771507511
"CCDC102B",21.59988,21.59988,2.002478,2.272881,2.326518,2.20062566666667,7.06108191138045
"CCDC103",0,0,0.618681,1.143537,0.428369,0.730195666666667,0.577969312526695
"CCDC105",0,0,0,0,0.02579,0.00859666666666667,0.991476606109479
"CCDC106",46.27215,46.27215,20.810979,21.79507,22.932934,21.8463276666667,2.06913560418601
"CCDC107",57.59967,57.59967,9.337507,11.344663,12.431131,11.037767,4.86798506733018
"CCDC110",1.52068,1.52068,0.539967,0.437111,0.798019,0.591699,1.58364112812787
"CCDC112",9.65167,9.65167,36.932936,42.50725,33.494519,37.6449016666667,0.275629372585198
"CCDC113",3.0724,3.0724,5.030072,3.524195,4.740115,4.43146066666667,0.749779893462667
"CCDC114",0.31034,0.31034,1.012321,1.449317,0.776709,1.079449,0.630138079847113
"CCDC115",29.38949,29.38949,18.569905,21.769847,19.8635,20.0677506666667,1.4424648592449
"CCDC116",1.39654,1.39654,0.447462,0.092436,0.094447,0.211448333333333,1.97824367251871
"CCDC117",6.331,6.331,5.414243,6.267674,4.579831,5.42058266666667,1.14179668428847
"CCDC12",171.1542,171.1542,14.082216,18.087426,15.477071,15.8822376666667,10.1973567366553
"CCDC120",2.88619,2.88619,6.171752,5.792616,4.417319,5.46056233333333,0.601525037526403
"CCDC121",2.85516,2.85516,0.357708,0.646002,0.495612,0.499774,2.57049395442247
"CCDC122",1.42758,1.42758,5.358451,2.708469,6.645683,4.904201,0.411161476379276
"CCDC124",112.90281,112.90281,40.292837,39.330036,42.262431,40.6284346666667,2.73617806943882
"CCDC125",3.91032,3.91032,7.040026,7.327461,6.98438,7.117289,0.604921175037627
"CCDC126",6.39307,6.39307,6.397439,5.842241,5.749596,5.99642533333333,1.05669247476664
"CCDC127",25.44813,25.44813,11.443555,9.535724,7.006289,9.32852266666667,2.56068857604934
"CCDC13",6.4241,6.4241,1.33228,2.086023,1.003253,1.473852,3.00102835577876
"CCDC130",64.20998,64.20998,17.787594,16.114819,13.398308,15.766907,3.88920747279149
"CCDC134",1.67585,1.67585,2.650406,2.567793,1.139452,2.119217,0.857859520514283
"CCDC136",51.1135,51.1135,99.070661,98.518774,75.640006,91.0764803333334,0.565980582786612
"CCDC137",18.27921,18.27921,10.744674,18.703351,15.635893,15.0279726666667,1.20284769639612
"CCDC138",1.64482,1.64482,2.817903,2.842621,1.420549,2.36035766666667,0.78706502770092
"CCDC14",19.14817,19.14817,23.715546,23.095856,21.676613,22.8293383333333,0.84551949022504
"CCDC140",0.12414,0.12414,0,0,0,0,1.12414
"CCDC141",0.80689,0.80689,0.046152,0.033008,0.037006,0.038722,1.73953184778988
"CCDC142",4.93445,4.93445,4.982024,3.386886,2.558994,3.64263466666667,1.27825048191027
"CCDC144A",0.65172,0.65172,0.455686,0.466089,0.217497,0.379757333333333,1.19710905685831
"CCDC144B",1.45861,1.45861,0.983693,0.213549,0.031256,0.409499333333333,1.74431441140566
"CCDC144NL",1.33448,1.33448,0.053013,0.038151,0.019109,0.0367576666666667,2.25171230949823
"CCDC146",11.5758,11.5758,2.264503,3.093299,2.677186,2.67832933333333,3.41888908261613
"CCDC148",9.27926,9.27926,1.946993,0.870435,1.210593,1.34267366666667,4.38783264876414
"CCDC149",11.54476,11.54476,10.533892,6.966521,6.773824,8.09141233333333,1.3798472162576
"CCDC15",0.52758,0.52758,0.229933,0.453707,0.572838,0.418826,1.07665069571604
"CCDC150",5.74135,5.74135,1.35826,0.732457,0.635424,0.908713666666667,3.53188124427952
"CCDC151",2.94826,2.94826,0.675032,0.967791,0.946995,0.863272666666667,2.11899206736248
"CCDC152",3.75515,3.75515,1.644273,3.095701,1.683957,2.14131033333333,1.51374728868452
"CCDC153",4.93445,4.93445,0.308984,0.495357,0.539996,0.448112333333333,4.09805915148848
"CCDC154",8.16202,8.16202,1.022913,1.404873,1.264099,1.23062833333333,4.10737183917536
"CCDC155",0.93103,0.93103,0.50156,0.279768,0.626584,0.469304,1.31424810658652
"CCDC157",2.54481,2.54481,4.079466,7.066336,5.540505,5.56210233333333,0.540194257866648
"CCDC158",0.40345,0.40345,0.224991,0.086901,0.195139,0.169010333333333,1.20054541861763
"CCDC159",138.94059,138.94059,6.70286,5.648336,4.663554,5.67158333333333,20.9756189810015
"CCDC160",2.20344,2.20344,2.392049,2.813643,2.719977,2.64188966666667,0.879609294405679
"CCDC162P",1.92413,1.92413,0.800792,0.833711,0.567382,0.733961666666667,1.68638676172195
"CCDC166",0,0,0,0,0.036926,0.0123086666666667,0.987840994479286
"CCDC167",45.96181,45.96181,33.413118,27.435912,31.190519,30.6798496666667,1.48238740063886
"CCDC168",0.03103,0.03103,0.002733,0.006038,0.00572,0.00483033333333333,1.02607372189866
"CCDC169",2.82412,2.82412,7.945668,8.388065,7.709158,8.014297,0.424228311980402
"CCDC17",2.1724,2.1724,0.295291,0.644042,0.055496,0.331609666666667,2.38237982151426
"CCDC170",0.34138,0.34138,0.144737,0.288184,0.263354,0.232091666666667,1.08870146295933
"CCDC171",20.35851,20.35851,4.856039,1.548732,1.79345,2.73274033333333,5.72193833288341
"CCDC172",0.12414,0.12414,0,0,0,0,1.12414
"CCDC173",1.76896,1.76896,1.790157,2.135989,1.331156,1.752434,1.00600414033543
"CCDC18",9.43443,9.43443,3.162353,1.643507,1.591811,2.132557,3.3309625331638
"CCDC22",13.09648,13.09648,3.628891,4.27452,3.155289,3.68623333333333,3.00806191184107
"CCDC24",12.22752,12.22752,10.184581,9.668305,9.544954,9.79928,1.22485202717218
"CCDC25",29.45156,29.45156,20.303186,16.079681,19.428929,18.603932,1.55333940150374
"CCDC27",0.0931,0.0931,0.195607,0.172496,0.104953,0.157685333333333,0.944211668340505
"CCDC28A",18.89989,18.89989,2.960665,1.876473,2.332431,2.38985633333333,5.87042282716209
"CCDC28B",18.77576,18.77576,24.622032,30.429335,34.213062,29.7548096666667,0.643013571351533
"CCDC3",14.24475,14.24475,5.786897,4.144643,4.953672,4.96173733333333,2.55709856835916
"CCDC30",6.92065,6.92065,10.626542,7.77791,9.079008,9.16115333333333,0.779503048538454
"CCDC33",0.06207,0.06207,1.552046,0.715027,1.554987,1.27402,0.467045144721682
"CCDC34",12.7551,12.7551,7.253462,5.967887,6.378421,6.53325666666667,1.82591681242774
"CCDC36",3.94136,3.94136,0.27103,0.268412,0.097884,0.212442,4.07554340743722
"CCDC38",0.80689,0.80689,0.950793,0.543937,0.206495,0.567075,1.15303351785971
"CCDC39",7.5103,7.5103,3.925358,4.312573,3.136,3.79131033333333,1.77619469580033
"CCDC40",3.84825,3.84825,11.941338,12.543703,8.571275,11.018772,0.403389797227204
"CCDC42",0.18621,0.18621,0,0,0,0,1.18621
"CCDC43",16.63439,16.63439,13.444771,13.908145,12.054475,13.135797,1.24749881453448
"CCDC47",33.05154,33.05154,20.545273,20.407904,20.015268,20.322815,1.59695331033918
"CCDC50",9.80684,9.80684,13.109247,10.498528,10.170225,11.2593333333333,0.881519386589809
"CCDC51",14.71026,14.71026,8.716214,8.054659,8.909829,8.560234,1.64329241313549
"CCDC54",0.31034,0.31034,0,0,0.042271,0.0140903333333333,1.29213340954833
"CCDC57",89.22363,89.22363,44.895987,75.530814,66.176753,62.2011846666667,1.42756232301426
"CCDC58",36.21704,36.21704,24.765224,26.875759,25.422842,25.6879416666667,1.39452642938306
"CCDC59",26.5964,26.5964,12.644795,15.631376,8.123372,12.133181,2.1012731035992
"CCDC6",7.78961,7.78961,11.842909,7.86114,7.485619,9.06322266666667,0.873438886442872
"CCDC60",0,0,0.809494,0.233106,0.732016,0.591538666666667,0.62832278030317
"CCDC61",11.69993,11.69993,2.941999,1.140898,3.64262,2.57517233333333,3.55225673503664
"CCDC62",0.65172,0.65172,1.823738,2.579725,0.592558,1.66534033333333,0.619703224891481
"CCDC63",0,0,0,0,0.057101,0.0190336666666667,0.981321847070149
"CCDC65",3.04136,3.04136,13.310699,12.092919,9.586082,11.6632333333333,0.319141240915301
"CCDC66",19.36541,19.36541,15.478172,16.939517,14.372372,15.596687,1.22707682563394
"CCDC68",1.9862,1.9862,1.36502,2.509745,4.143539,2.672768,0.813065241256731
"CCDC69",15.0206,15.0206,1.482846,0.735517,0.29634,0.838234333333333,8.71521095515026
"CCDC7",7.04479,7.04479,3.548172,1.366698,3.285076,2.73331533333333,2.15486485381269
"CCDC70",0.18621,0.18621,0,0,0,0,1.18621
"CCDC71",7.01375,7.01375,5.32425,4.437175,4.244081,4.668502,1.41373329320515
"CCDC71L",2.23447,2.23447,2.84721,2.637191,2.824924,2.769775,0.858000809066854
"CCDC73",3.2586,3.2586,0.325195,0.244031,0.180541,0.249922333333333,3.40709169396392
"CCDC74A",8.96891,8.96891,11.077386,7.924609,9.907408,9.63646766666667,0.937238781935218
"CCDC74B",13.56199,13.56199,10.681536,6.795772,12.119838,9.86571533333333,1.34017775666618
"CCDC77",9.65167,9.65167,6.47838,3.968361,6.0448,5.49718033333333,1.63942963770797
"CCDC78",22.53091,22.53091,4.511021,5.786089,3.856803,4.717971,4.11525521902787
"CCDC8",1.39654,1.39654,1.513406,0.217641,0.332837,0.687961333333333,1.41978370752569
"CCDC80",32.77223,32.77223,12.079146,0.061088,0.368541,4.16959166666667,6.53286220220488
"CCDC81",0.9931,0.9931,0.959083,0.354125,0.327031,0.546746333333333,1.28857586861366
"CCDC82",23.80331,23.80331,71.03006,94.391914,49.839813,71.753929,0.340920557018989
"CCDC83",0.40345,0.40345,0.027485,0,0,0.00916166666666667,1.39070878963892
"CCDC84",38.01703,38.01703,21.192431,20.738439,18.702385,20.211085,1.83946412925129
"CCDC85A",18.86886,18.86886,4.046164,1.78777,2.467939,2.767291,5.27404439954333
"CCDC85B",92.73051,92.73051,15.487545,11.38428,35.974723,20.9488493333333,4.27040655191218
"CCDC85C",18.34128,18.34128,4.410035,5.934817,6.369014,5.57128866666667,2.94330092331966
"CCDC86",16.41715,16.41715,10.706972,9.984082,9.492308,10.0611206666667,1.57462797169256
"CCDC87",0.06207,0.06207,0.043679,0.127778,0.075148,0.0822016666666667,0.981397490609421
"CCDC88A",42.79631,42.79631,40.303251,43.211454,31.241098,38.2519343333333,1.11577456611629
"CCDC88B",22.2516,22.2516,3.607983,3.630261,3.630513,3.622919,5.02963603731755
"CCDC88C",12.04131,12.04131,5.751091,6.255864,3.555408,5.18745433333333,2.10770202048091
"CCDC89",0.46551,0.46551,0.057467,0.021243,0,0.0262366666666667,1.42804291407765
"CCDC9",13.18958,13.18958,10.373091,4.114073,4.161744,6.21630266666667,1.96632273553936
"CCDC90B",89.3788,89.3788,86.207002,87.139387,64.746585,79.3643246666667,1.12461344477007
"CCDC91",291.97076,291.97076,26.331406,30.444668,26.823889,27.8666543333333,10.1491068766392
"CCDC92",107.81318,107.81318,38.838928,37.304393,43.543401,39.895574,2.6607568828842
"CCDC93",10.89304,10.89304,57.95998,39.64257,41.391208,46.3312526666667,0.251272453821526
"CCDC96",1.45861,1.45861,1.041472,0.681935,0.692757,0.805388,1.3618180690245
"CCDC97",14.15164,14.15164,8.908003,7.631114,8.466953,8.33535666666667,1.62303814851566
"CCER1",0.77586,0.77586,0,0,0,0,1.77586
"CCHCR1",20.1723,20.1723,17.454638,12.076808,8.422205,12.651217,1.55094597060467
"CCIN",0.31034,0.31034,0,0,0,0,1.31034
"CCK",12.13441,12.13441,0.235963,0,0.158431,0.131464666666667,11.6083253741316
"CCKAR",0.12414,0.12414,3.709834,0.084309,0.821465,1.538536,0.442830040621839
"CCKBR",2.32757,2.32757,6.470303,2.62626,8.812658,5.96974033333333,0.477430986070691
"CCL1",0,0,0,0.12478,0,0.0415933333333333,0.960067588758248
"CCL11",0,0,0,0,0,0,1
"CCL13",0.27931,0.27931,0,0,0,0,1.27931
"CCL14",11.14132,11.14132,0,0,0,0,12.14132
"CCL15",0,0,0.1258,0.092219,0,0.072673,0.932250555388268
"CCL16",0.15517,0.15517,0.18461,0.140778,0.120068,0.148485333333333,1.00582041970642
"CCL17",0,0,0,0.276518,0,0.0921726666666667,0.91560614042102
"CCL18",47.91697,47.91697,0,0,0,0,48.91697
"CCL19",8.34823,8.34823,0.131946,0,0,0.043982,8.95439768118607
"CCL2",19.92402,19.92402,9.239175,0.350724,1.923637,3.83784533333333,4.32507005873689
"CCL20",0.55862,0.55862,2.744248,0.862382,1.89077,1.83246666666667,0.550269494198225
"CCL21",3.32067,3.32067,0,0,0,0,4.32067
"CCL22",0.43448,0.43448,0.238295,0.188476,0.120594,0.182455,1.21313707498383
"CCL23",0.65172,0.65172,0,0,0,0,1.65172
"CCL24",0.46551,0.46551,0.152788,0.117178,0.154166,0.141377333333333,1.28398379501725
"CCL25",1.42758,1.42758,0,0.209464,0,0.0698213333333333,2.26914525291451
"CCL26",0,0,0,0,0.1457,0.0485666666666667,0.953682805099024
"CCL27",1.70689,1.70689,0.71335,0.60474,0.673933,0.664007666666667,1.62672928389953
"CCL28",5.49307,5.49307,0.271192,0.146268,0.191609,0.203023,5.39729498106021
"CCL3",1.02413,1.02413,0.575387,0.517403,0.232131,0.441640333333333,1.40404645541502
"CCL3L1",0.40345,0.40345,1.696117,3.903821,2.936395,2.84544433333333,0.364964326185799
"CCL4",9.31029,9.31029,0.038043,0,0,0.012681,10.1811824256602
"CCL4L2",0.74482,0.74482,0,0.148404,0.190566,0.11299,1.56768704121331
"CCL5",51.45488,51.45488,0.548091,0.427439,0.218965,0.398165,37.5169454248962
"CCL7",0,0,0.403608,0.098746,0.073957,0.192103666666667,0.838853220539265
"CCL8",0.31034,0.31034,0,0,0,0,1.31034
"CCM2",63.49619,63.49619,29.643765,20.472319,27.347095,25.8210596666667,2.40468463220922
"CCNA1",3.94136,3.94136,12.581491,5.431869,10.5038,9.50572,0.470349485803924
"CCNA2",1.42758,1.42758,1.093943,0.581353,0.507207,0.727501,1.40525533704467
"CCNB1",7.75858,7.75858,5.420427,5.917998,6.961685,6.10003666666667,1.23359644621554
"CCNB1IP1",23.71021,23.71021,41.959117,56.105802,48.500977,48.8552986666667,0.495638591300252
"CCNB2",2.48274,2.48274,1.589469,0.15918,0.36468,0.704443,2.04333028443896
"CCNB3",1.45861,1.45861,0.055183,0.060924,0.086656,0.0675876666666667,2.30295841434411
"CCNC",16.26198,16.26198,97.146454,118.129854,127.751967,114.342758333333,0.149658116811408
"CCND1",35.93773,35.93773,5.584819,0.27853,0.68411,2.18248633333333,11.6065635893278
"CCND2",13.56199,13.56199,7.296678,6.270172,9.57794,7.71493,1.67092449394315
"CCND3",126.06135,126.06135,26.111834,17.241266,18.170281,20.5077936666667,5.90768871829578
"CCNDBP1",37.086,37.086,44.508435,51.73347,37.152327,44.464744,0.837704046018603
"CCNE1",3.63101,3.63101,4.141052,4.596081,4.410309,4.38248066666667,0.86038581219242
"CCNE2",17.25507,17.25507,1.275912,1.05835,1.453346,1.262536,8.0684108451755
"CCNF",1.05517,1.05517,2.862751,3.19962,2.653687,2.90535266666667,0.526244407461964
"CCNG1",45.27905,45.27905,90.425223,68.341963,79.988026,79.5850706666667,0.574288135719697
"CCNG2",11.29649,11.29649,24.455979,26.815468,22.998832,24.7567596666667,0.477408267155344
"CCNH",39.07219,39.07219,41.303331,41.473136,34.592496,39.1229876666667,0.998733951043509
"CCNI",187.69549,187.69549,590.416923,543.522413,600.419788,578.119708,0.325831580920745
"CCNI2",7.54134,7.54134,1.071758,0.849573,0.480854,0.800728333333333,4.74326962145873
"CCNJ",1.9862,1.9862,4.078659,6.426017,4.221102,4.90859266666667,0.505399537329194
"CCNJL",1.95516,1.95516,0.575015,0.243963,0.350875,0.389951,2.12608933696224
"CCNK",22.4378,22.4378,64.083932,34.059465,40.030321,46.057906,0.498062960982582
"CCNL1",52.60315,52.60315,21.73415,30.515751,26.098835,26.1162453333333,1.97679101000414
"CCNL2",88.47881,88.47881,96.178739,100.031516,74.537579,90.249278,0.980597457439608
