"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"HS3ST3A1",0.27931,0.27931,0.437273,0.07535,0.026247,0.179623333333333,1.08450720145131
"HS3ST3B1",0.24827,0.24827,0.085064,0.049698,0.029168,0.0546433333333333,1.18359445373317
"HS3ST4",2.60688,2.60688,0.031098,0.017503,0.084743,0.044448,3.45338398848004
"HS3ST5",12.97234,12.97234,0.188584,0.194589,0.079984,0.154385666666667,12.1037019112908
"HS3ST6",0.18621,0.18621,0,0,0,0,1.18621
"HS6ST1",13.65509,13.65509,1.829129,1.678665,1.5893,1.69903133333333,5.42975912098835
"HS6ST2",1.30344,1.30344,0.211392,0.151669,0.096791,0.153284,1.99728774525616
"HS6ST3",0.9931,0.9931,0.024983,0.013723,0,0.012902,1.96771257239101
"HSBP1",119.54415,119.54415,52.726955,59.52613,52.856045,55.0363766666667,2.15117673858642
"HSBP1L1",33.20671,33.20671,6.247084,5.605962,4.266997,5.37334766666667,5.36714954040637
"HSCB",21.13436,21.13436,7.360372,6.189734,5.647972,6.39935933333333,2.99138871392379
"HSD11B1",4.40687,4.40687,0,0.315937,0,0.105312333333333,4.8917123576232
"HSD11B1L",24.45503,24.45503,3.648294,3.145957,2.93016,3.24147033333333,6.00146364338593
"HSD11B2",1.1793,1.1793,0.282231,0.301354,0.168825,0.250803333333333,1.74232026884056
"HSD17B1",2.66895,2.66895,0.606914,0.453681,0.352906,0.471167,2.4939044989454
"HSD17B10",49.25144,49.25144,58.193577,57.17046,44.173583,53.1792066666667,0.927504167958163
"HSD17B11",30.35155,30.35155,2.812164,2.046297,2.117669,2.32537666666667,9.42796956334771
"HSD17B12",180.12312,180.12312,23.794951,19.693707,13.609748,19.032802,9.041327319064
"HSD17B13",1.24137,1.24137,0.026304,0.241433,0.083802,0.117179666666667,2.0062753260517
"HSD17B14",27.15502,27.15502,1.257415,1.309557,2.1133,1.56009066666667,10.997665186858
"HSD17B2",0.62069,0.62069,0.043397,0.325309,0.025788,0.131498,1.43234013670373
"HSD17B3",15.64129,15.64129,0.307697,1.101325,0.354624,0.587882,10.4801805171921
"HSD17B4",382.90128,382.90128,262.893645,188.923046,137.628785,196.481825333333,1.9439828417223
"HSD17B6",8.72064,8.72064,0.750485,0.037971,2.354892,1.04778266666667,4.74690999109932
"HSD17B7",13.34475,13.34475,3.134223,2.000544,1.598879,2.24454866666667,4.4211850317959
"HSD17B7P2",6.11376,6.11376,1.419447,0.772608,0.669517,0.953857333333333,3.64087995507007
"HSD17B8",13.49992,13.49992,8.649246,6.848847,6.826273,7.44145533333333,1.7177038114202
"HSD3B1",0,0,0,0,0,0,1
"HSD3B2",3.2586,3.2586,0.197406,0,0,0.065802,3.99567649525897
"HSD3B7",8.72064,8.72064,2.388751,1.100559,1.460172,1.64982733333333,3.66840506085805
"HSDL1",23.4309,23.4309,6.576032,10.436946,6.285289,7.766089,2.78697832066273
"HSDL2",22.49987,22.49987,18.894784,15.330757,12.729939,15.6518266666667,1.41124877591007
"HSF1",94.15809,94.15809,38.100739,33.524409,30.844693,34.1566136666667,2.7066910056307
"HSF2",4.22067,4.22067,14.722175,9.643448,8.590783,10.9854686666667,0.43558330051118
"HSF2BP",2.60688,2.60688,0.230937,0.214708,0.183706,0.209783666666667,2.98142560474311
"HSF4",146.91641,146.91641,1.902132,5.295147,0.767591,2.65495666666667,40.470085828651
"HSF5",0.12414,0.12414,0,0,0,0,1.12414
"HSFX1",0,0,0.521817,0.380164,0.185293,0.362424666666667,0.73398553657034
"HSFX2",0.71379,0.71379,0.042544,0.007632,0.02382,0.0246653333333333,1.67253633381436
"HSFY1",0,0,0,0,0,0,1
"HSFY1P1",0,0,0,0,0,0,1
"HSH2D",2.23447,2.23447,0.06177,0.160807,0.042865,0.0884806666666667,2.97154565905626
"HSP90AA1",510.39021,510.39021,146.258677,116.108024,99.051036,120.472579,4.20992304773574
"HSP90AB1",398.51153,398.51153,148.378841,119.701369,108.606337,125.562182333333,3.15664223415322
"HSP90B1",335.94637,335.94637,207.025603,203.364907,166.467902,192.286137333333,1.74325160949808
"HSP90B2P",0.15517,0.15517,0.044707,0.043095,0.022143,0.0366483333333333,1.11433160393512
"HSPA12A",9.6827,9.6827,2.278427,1.116573,1.171554,1.52218466666667,4.23549478401925
"HSPA12B",6.70341,6.70341,0.043871,0,0.047333,0.0304013333333333,7.47612580729062
"HSPA13",10.86201,10.86201,3.504685,2.319126,1.740326,2.521379,3.36856952915321
"HSPA14",12.38269,12.38269,6.6431,5.195671,4.060471,5.29974733333333,2.12432170560068
"HSPA1A",141.17506,141.17506,22.079049,15.300395,19.361093,18.9135123333333,7.13962748610713
"HSPA1B",276.98119,276.98119,22.984565,17.985452,19.307041,20.0923526666667,13.1792405708875
"HSPA1L",2.97929,2.97929,0.862701,0.787547,0.924529,0.858259,2.14140762939935
"HSPA2",349.35319,349.35319,0.30905,0.373838,0.26921,0.317366,265.949774018762
"HSPA4",30.10328,30.10328,49.15406,41.066233,28.095577,39.4386233333333,0.769147845207721
"HSPA4L",2.20344,2.20344,1.587408,1.28709,1.320072,1.39819,1.33577406293913
"HSPA5",67.90306,67.90306,63.500548,61.417699,59.223769,61.380672,1.10455783483705
"HSPA6",24.48607,24.48607,0.039176,0.041672,0,0.0269493333333333,24.8172613514201
"HSPA8",673.25825,673.25825,482.064165,359.764106,280.059172,373.962481,1.79820191130003
"HSPA9",211.00225,211.00225,437.897786,389.657169,289.73069,372.428548333333,0.567718378646189
"HSPB1",393.60811,393.60811,857.815999,751.242578,918.740633,842.599736666667,0.467766990491514
"HSPB11",32.24464,32.24464,10.571138,9.357433,5.689139,8.53923666666667,3.48504195478953
"HSPB2",19.61368,19.61368,38.861373,35.984584,29.672532,34.8394963333333,0.575166565073287
"HSPB3",0.31034,0.31034,166.399918,170.506216,135.284779,157.396971,0.00827250667564849
"HSPB6",117.58899,117.58899,14.673488,11.993395,13.263613,13.3101653333333,8.28704541405718
"HSPB7",23.27573,23.27573,1351.956729,1058.734095,1039.192608,1149.961144,0.0210917024667168
"HSPB8",136.39578,136.39578,343.267454,324.933768,322.403218,330.20148,0.414840477162119
"HSPB9",1.24137,1.24137,0.272737,0,0,0.0909123333333333,2.05458305998924
"HSPBAP1",7.19996,7.19996,0.995287,0.952912,0.752636,0.900278333333333,4.31513629143801
"HSPBP1",49.22041,49.22041,10.072839,9.343343,6.435722,8.61730133333333,5.22188171706103
"HSPD1",101.79253,101.79253,117.869929,88.684109,89.131082,98.5617066666667,1.03245046154291
"HSPE1",249.671,249.671,160.586524,193.547439,169.682904,174.605622333333,1.42746568514861
"HSPG2",25.44813,25.44813,250.508156,163.090939,141.196008,184.931701,0.142246480066355
"HSPH1",63.89964,63.89964,42.776169,39.573677,33.061739,38.4705283333333,1.64425566974718
"HTATIP2",21.07229,21.07229,12.06241,12.252873,11.814664,12.0433156666667,1.69222999458701
"HTATSF1",64.30308,64.30308,17.382388,13.575349,13.566587,14.8414413333333,4.12229409091647
"HTN1",0.06207,0.06207,0.107847,0.114032,0.134175,0.118684666666667,0.949391755913343
"HTN3",0,0,0.174113,0,0,0.0580376666666667,0.945145935258134
"HTR1A",0.15517,0.15517,0,0,0,0,1.15517
"HTR1B",0.55862,0.55862,0.114624,0.077307,0.019674,0.070535,1.45592624248623
"HTR1D",1.27241,1.27241,0.100636,0.072219,0,0.0576183333333333,2.14861063616207
"HTR1E",0.18621,0.18621,0,0,0,0,1.18621
"HTR1F",0.12414,0.12414,0,0,0,0,1.12414
"HTR2A",0.46551,0.46551,0,0,0,0,1.46551
"HTR2B",0.34138,0.34138,0,0,0,0,1.34138
"HTR2C",0.93103,0.93103,0,0,0,0,1.93103
"HTR3A",0.24827,0.24827,0,0,0.039413,0.0131376666666667,1.23208330029516
"HTR3B",0.21724,0.21724,0,0.058473,0.048437,0.0356366666666667,1.17535429091927
"HTR3C",0,0,0,0,0,0,1
"HTR3D",0,0,0,0,0,0,1
"HTR3E",0,0,0,0,0,0,1
"HTR4",0.55862,0.55862,0.070494,0.016528,0.144701,0.077241,1.44686286541266
"HTR5A",1.55172,1.55172,0,0,0,0,2.55172
"HTR6",0,0,0.011718,0.013189,0.012781,0.0125626666666667,0.987593195877918
"HTR7",0.77586,0.77586,0.079072,0.048464,0,0.042512,1.70344322175668
"HTR7P1",1.30344,1.30344,0.310101,0.18023,0.206829,0.232386666666667,1.86908870592563
"HTRA1",186.51618,186.51618,30.360784,25.891105,21.639525,25.9638046666667,6.95436650421267
"HTRA2",24.36193,24.36193,10.188284,9.066837,7.914677,9.05659933333333,2.52191910598805
"HTRA3",2.45171,2.45171,3.120713,4.072612,3.915567,3.702964,0.733943530080179
"HTRA4",4.09653,4.09653,0.064864,0.052757,0.089045,0.0688886666666667,4.76806440084499
"HTT",14.12061,14.12061,26.093427,6.746973,13.105756,15.3153853333333,0.926770020509884
"HUNK",1.33448,1.33448,0.538297,0.334967,0.284383,0.385882333333333,1.68447201025003
"HUS1",10.83097,10.83097,6.880339,4.821771,5.784418,5.82884266666667,1.73250001171502
"HUS1B",0.77586,0.77586,0,0.057903,0,0.019301,1.7422331578209
"HUWE1",48.848,48.848,31.477429,36.901856,26.082298,31.4871943333333,1.53438919620257
"HVCN1",12.662,12.662,0.146199,0.136742,0.188832,0.157257666666667,11.8054953477661
"HYAL1",3.94136,3.94136,2.196668,2.148293,2.795163,2.38004133333333,1.4619229508436
"HYAL2",22.84125,22.84125,14.299588,11.702338,13.329102,13.1103426666667,1.6896294132049
"HYAL3",3.35171,3.35171,2.912576,2.083971,1.46847,2.15500566666667,1.37930338635419
"HYAL4",0,0,0.199675,0,0.092815,0.0974966666666667,0.911164498601363
"HYDIN",9.24822,9.24822,0.362686,0.403582,1.274782,0.68035,6.09886035647335
"HYI",67.0341,67.0341,17.202681,16.924104,7.965008,14.0305976666667,4.5263735686891
"HYLS1",2.42068,2.42068,1.613236,2.286331,2.015475,1.97168066666667,1.15109272620365
"HYOU1",33.48602,33.48602,19.148381,14.968736,15.398012,16.505043,1.97006199870517
"IAH1",69.88926,69.88926,81.455684,89.607206,54.214297,75.0923956666667,0.931620819385688
"IAPP",0.12414,0.12414,0,0.030488,0.031023,0.0205036666666667,1.10155410187976
"IARS2",20.73092,20.73092,30.835342,27.687485,29.712819,29.411882,0.714553607698465
"IBA57",1.42758,1.42758,1.248996,0.944181,0.712812,0.968663,1.23311099969878
"IBSP",0,0,0,0,0,0,1
"IBTK",13.53096,13.53096,9.538422,8.966344,6.056406,8.18705733333333,1.58167729587116
"ICA1",30.87914,30.87914,94.663229,93.11704,74.50352,87.4279296666667,0.360509853845611
"ICA1L",9.03098,9.03098,1.304575,1.009991,0.696142,1.00356933333333,5.00655496823336
"ICAM1",13.40682,13.40682,1.035196,1.020555,0.621293,0.892348,7.61319799529473
"ICAM2",42.20666,42.20666,0.19693,0.100137,0.069404,0.122157,38.5032219199274
"ICAM3",15.23784,15.23784,4.325577,5.600444,5.092039,5.00602,2.70359406062584
"ICAM4",0.80689,0.80689,1.623697,1.783887,1.808613,1.73873233333333,0.659754141727614
"ICAM5",1.24137,1.24137,0.624493,0.476742,0.533568,0.544934333333333,1.45078658143615
"ICK",6.4241,6.4241,2.612512,1.673587,1.682817,1.98963866666667,2.48327668583361
"ICMT",45.74457,45.74457,26.239804,26.92289,24.293881,25.8188583333333,1.74297389616697
"ICOS",0.27931,0.27931,0,0,0,0,1.27931
"ICOSLG",14.05854,14.05854,0.05723,0.082224,0.031544,0.0569993333333333,14.2464990517181
"ID1",81.34092,81.34092,2.40212,3.399924,3.298738,3.033594,20.413784828121
"ID2",91.89258,91.89258,9.261982,15.154305,7.990562,10.802283,7.87072975626834
"ID3",124.10619,124.10619,12.721174,14.877333,10.33239,12.6436323333333,9.16956620813856
"ID4",21.84815,21.84815,0.158365,0.176671,0.127879,0.154305,19.7938586422133
"IDE",3.72412,3.72412,8.832796,5.412341,4.756681,6.33393933333333,0.644144952021692
"IDH1",21.1654,21.1654,13.836616,11.466542,8.388453,11.230537,1.81229981970538
"IDH2",91.86155,91.86155,229.96703,184.294132,164.796162,193.019108,0.47862064183905
"IDH3A",39.1653,39.1653,361.525198,234.981008,223.400252,273.302152666667,0.146427213966524
"IDH3B",85.59262,85.59262,56.658302,64.824632,61.548531,61.0104883333333,1.39641893375403
"IDH3G",162.99218,162.99218,36.470697,34.522398,22.915585,31.3028933333333,5.07670252035215
"IDI1",73.05476,73.05476,11.64325,12.751242,11.001104,11.798532,5.7861917288639
"IDI2",4.77928,4.77928,0,0,0,0,5.77928
"IDNK",37.92392,37.92392,2.557068,3.086941,1.406829,2.35027933333333,11.6181118430125
"IDO1",0,0,0.061068,0,0.139207,0.0667583333333333,0.937419440516831
"IDO2",0,0,0.011498,0.011817,0,0.00777166666666667,0.992288266356632
"IDS",92.01672,92.01672,12.463945,8.389828,6.257498,9.03709033333333,9.26729927806767
"IDUA",26.96881,26.96881,5.055756,3.369179,16.622297,8.34907733333333,2.99161179256477
"IER2",26.5964,26.5964,17.260873,14.726502,15.419112,15.8021623333333,1.64243145926833
"IER3",38.57564,38.57564,86.646979,88.824857,72.451012,82.6409493333333,0.47316105705926
"IER3IP1",19.73782,19.73782,2.654128,3.292733,2.453626,2.80016233333333,5.45708792966476
"IER5",5.98962,5.98962,5.337824,4.624334,4.244023,4.73539366666667,1.2186818213757
"IER5L",8.34823,8.34823,0.847342,1.208512,0.716111,0.923988333333333,4.85877686368507
"IFFO1",28.98604,28.98604,4.186671,4.000174,3.088894,3.75857966666667,6.30146852642795
"IFFO2",4.87239,4.87239,1.138379,0.599034,0.600481,0.779298,3.30039712291027
"IFI16",35.25497,35.25497,2.298937,2.409678,1.522481,2.077032,11.7824481513354
"IFI27",1121.2695,1121.2695,3.649531,4.80632,4.484826,4.313559,211.208626835611
"IFI27L1",26.03778,26.03778,36.631844,39.194907,29.677934,35.1682283333333,0.747556107830736
"IFI27L2",264.66057,264.66057,66.033612,64.531308,63.992699,64.8525396666667,4.0341734934556
"IFI30",63.71343,63.71343,9.524775,6.011418,7.380735,7.638976,7.49086813066734
"IFI35",20.82402,20.82402,10.563842,7.191182,5.196232,7.65041866666667,2.52288598285956
"IFI44",50.46178,50.46178,0,0.256889,0,0.0856296666666667,47.4027023948314
"IFI44L",43.57217,43.57217,0,0.022849,0,0.00761633333333333,44.2352595184212
"IFI6",409.18733,409.18733,7.044085,6.748486,5.243597,6.34538933333333,55.8428302960841
"IFIH1",4.28273,4.28273,0.433119,0.238404,0.320954,0.330825666666667,3.9695131618792
"IFIT1",40.37563,40.37563,6.26741,4.890947,4.296861,5.15173933333333,6.72584252323652
"IFIT1B",0.0931,0.0931,0,0,0,0,1.0931
"IFIT2",18.71369,18.71369,0.415,0.214681,0.386284,0.338655,14.7264903952101
"IFIT3",29.6688,29.6688,0.470086,0.415696,0.334764,0.406848666666667,21.7996439323253
"IFIT5",9.37236,9.37236,1.50454,1.429899,1.122351,1.35226333333333,4.40952331017361
"IFITM1",119.07863,119.07863,0.297541,0,0.155889,0.151143333333333,104.312492217882
"IFITM10",6.331,6.331,0.033442,0,0.10447,0.0459706666666667,7.00880075668151
"IFITM2",211.90225,211.90225,21.685766,24.39385,21.508075,22.5292303333333,9.04841539582305
"IFITM3",388.984,388.984,23.970726,27.363302,21.653041,24.329023,15.3967249348702
"IFITM4P",1.92413,1.92413,0,0,0,0,2.92413
"IFITM5",0,0,0,0,0.089704,0.0299013333333333,0.970966798113994
"IFNA1",0,0,0,0,0,0,1
"IFNA10",0,0,0,0,0,0,1
"IFNA13",0,0,0,0,0,0,1
"IFNA14",0,0,0,0,0,0,1
"IFNA16",0,0,0,0,0,0,1
"IFNA17",0,0,0,0,0,0,1
"IFNA2",0,0,0,0,0,0,1
"IFNA21",0,0,0,0,0,0,1
"IFNA4",0,0,0,0,0,0,1
"IFNA5",0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,1
"IFNA7",0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,1
"IFNAR1",13.90337,13.90337,4.88481,3.407284,1.786474,3.35952266666667,3.41857839482121
"IFNAR2",19.76885,19.76885,3.541272,3.095455,2.997371,3.211366,4.93161838700317
"IFNB1",0,0,0,0,0,0,1
"IFNE",0.83793,0.83793,0,0,0,0,1.83793
"IFNG",0.15517,0.15517,0,0,0,0,1.15517
"IFNGR1",76.15819,76.15819,8.570146,7.705852,7.793776,8.023258,8.55103444897619
"IFNGR2",33.23774,33.23774,12.020386,11.824948,9.706472,11.1839353333333,2.81007236687566
"IFNK",0,0,0,0,0,0,1
"IFNW1",0,0,0,0,0,0,1
"IFRD1",24.424,24.424,25.191766,28.858294,25.174467,26.4081756666667,0.927606430621364
"IFRD2",22.99642,22.99642,21.425453,17.116164,16.876548,18.4727216666667,1.2323095051
"IFT122",14.64819,14.64819,15.526383,10.845808,8.543038,11.6384096666667,1.23814549557382
"IFT140",12.47579,12.47579,2.89552,2.986383,3.573413,3.151772,3.24579239900457
"IFT172",32.55499,32.55499,15.741544,15.241753,14.794485,15.2592606666667,2.06374635894678
"IFT20",56.01692,56.01692,15.341956,12.247394,14.403956,13.9977686666667,3.80169352303207
"IFT27",46.30319,46.30319,23.409391,23.381462,14.835684,20.542179,2.19584054147911
"IFT43",72.34097,72.34097,12.515523,13.212086,12.80928,12.8456296666667,5.29704836585138
"IFT46",18.52748,18.52748,5.452725,3.815149,3.910146,4.39267333333333,3.62111309047708
"IFT52",29.82397,29.82397,24.845077,14.55366,5.731681,15.0434726666667,1.92127793280333
"IFT57",19.58265,19.58265,15.976333,18.0577,8.158792,14.064275,1.36632197699524
"IFT74",4.49997,4.49997,8.088621,4.766486,5.052611,5.96923933333333,0.789177948545126
"IFT80",40.12736,40.12736,15.431257,6.500475,3.0477,8.32647733333333,4.40974212771725
"IFT81",7.69651,7.69651,10.3902,10.201483,6.020558,8.870747,0.881038689371737
"IFT88",14.7413,14.7413,4.122596,5.863124,5.010479,4.998733,2.62410412332071
"IGBP1",43.13769,43.13769,13.623331,11.742057,10.348713,11.9047003333333,3.42028011963909
"IGDCC3",3.01033,3.01033,0.265614,0.32473,0.174737,0.255027,3.19541332576909
"IGDCC4",3.35171,3.35171,0.459569,0.683396,0.220636,0.454533666666667,2.99182487124739
"IGF1",5.2448,5.2448,0.032564,0,0.1337,0.0554213333333333,5.91687869362757
"IGF1R",5.95859,5.95859,22.653019,8.042017,6.862001,12.5190123333333,0.514726211384722
"IGF2",45.62043,45.62043,43.500576,39.688011,28.50593,37.2315056666667,1.21942437754021
"IGF2BP1",0,0,6.067071,4.718304,4.359302,5.04822566666667,0.165337746161037
"IGF2BP2",5.55514,5.55514,33.730401,17.208862,13.345629,21.4282973333333,0.292270960321969
"IGF2BP3",1.33448,1.33448,16.897133,11.99246,5.383876,11.4244896666667,0.187893431652417
"IGF2R",8.65857,8.65857,32.821454,12.851465,10.987811,18.88691,0.485674747861784
"IGFALS",1.39654,1.39654,0.085304,0.117465,0.175864,0.126211,2.12796713937264
"IGFBP1",1.0862,1.0862,0.040764,0.048982,0,0.0299153333333333,2.02560339911436
"IGFBP2",13.37579,13.37579,45.50106,48.012861,39.018415,44.1774453333333,0.318207235799433
"IGFBP3",20.45161,20.45161,4.39106,3.821007,3.664627,3.958898,4.32588248437455
"IGFBP4",43.38596,43.38596,3.498613,3.852141,3.077323,3.47602566666667,9.91637745300388
"IGFBP5",26.16192,26.16192,29.391245,20.252235,21.478902,23.7074606666667,1.09934081719068
"IGFBP6",49.56179,49.56179,2.488061,3.22996,3.624629,3.11421666666667,12.2895302062361
"IGFBP7",465.48357,465.48357,338.02815,320.058192,276.845888,311.644076666667,1.49205951692267
"IGFBPL1",0.52758,0.52758,0.158625,0.16097,0.148348,0.155981,1.32145770561973
"IGFL1",0.31034,0.31034,0,0,0,0,1.31034
"IGFL2",3.38274,3.38274,0,0,0.227216,0.0757386666666667,4.07416795157188
"IGFL3",0,0,0,0,0,0,1
"IGFL4",1.11724,1.11724,0.02049,0.076778,0.037955,0.0450743333333333,2.0259228769373
"IGFLR1",20.20333,20.20333,2.158882,7.289585,4.110194,4.51955366666667,3.84149358453561
"IGFN1",1.45861,1.45861,0,0,0.013107,0.004369,2.44791505910676
"IGHMBP2",11.11028,11.11028,73.640623,24.873188,35.508427,44.6740793333333,0.265145574399391
"IGIP",54.40314,54.40314,0.825689,0.777696,0.734371,0.779252,31.1384446947369
"IGLL1",0,0,0,0,0,0,1
"IGLL5",0.65172,0.65172,0,0,0,0,1.65172
"IGLON5",7.91375,7.91375,0.05228,0.042965,0.0187,0.0379816666666667,8.58757942095959
"IGSF1",11.14132,11.14132,21.13137,17.024678,1.816759,13.324269,0.84760485857952
"IGSF10",0.77586,0.77586,0.182665,0.095893,0.024354,0.100970666666667,1.61299483607193
"IGSF11",43.35493,43.35493,0.111179,0.062852,0.210792,0.128274333333333,39.3121856002515
"IGSF21",29.11018,29.11018,0,0,0,0,30.11018
"IGSF22",2.51378,2.51378,0.507417,0.349501,0,0.285639333333333,2.73309932956832
"IGSF23",0.21724,0.21724,0.18966,0,0.408322,0.199327333333333,1.01493559445267
"IGSF3",1.33448,1.33448,8.994189,6.304647,4.982907,6.760581,0.30081252937119
"IGSF5",3.04136,3.04136,0.773347,0.890006,1.251258,0.971537,2.04985247550515
"IGSF6",10.89304,10.89304,0.194267,0.059654,0.132219,0.128713333333333,10.5368118270361
"IGSF8",152.53362,152.53362,3.385409,3.560194,2.569883,3.17182866666667,36.8024749498342
"IGSF9",0.24827,0.24827,0.405944,0.354867,0.445558,0.402123,0.890271395590829
"IGSF9B",1.02413,1.02413,8.092037,4.809063,6.204438,6.36851266666667,0.274699941706915
"IHH",0,0,0,0,0,0,1
"IK",65.8548,65.8548,71.185331,44.117431,58.102603,57.8017883333333,1.13695181549609
"IKBIP",4.18963,4.18963,2.422276,3.149418,2.091488,2.554394,1.46006042098878
"IKBKB",40.96528,40.96528,26.905777,20.305945,25.045351,24.085691,1.67287717926526
"IKBKE",8.93788,8.93788,1.843064,1.310651,1.417211,1.523642,3.93791195423123
"IKBKG",18.40334,18.40334,15.196225,11.761394,10.580327,12.5126486666667,1.43593905818514
"IKZF1",16.60335,16.60335,0.037005,0.072546,0.052101,0.053884,16.7033089030671
"IKZF2",1.36551,1.36551,0.538761,0.509163,0.027525,0.358483,1.74128789245062
"IKZF3",0.46551,0.46551,0.058532,0.021957,0.048972,0.0431536666666667,1.40488409984978
"IKZF4",9.86891,9.86891,3.017925,2.339455,1.70376,2.35371333333333,3.24085839179258
"IKZF5",15.57922,15.57922,5.358234,3.147371,7.411522,5.305709,2.62923963030961
"IL10",1.42758,1.42758,0.19155,0,0,0.06385,2.28188184424496
"IL10RA",11.5758,11.5758,0,0,0,0,12.5758
"IL10RB",20.79299,20.79299,2.255944,2.132026,2.304689,2.23088633333333,6.74520479880701
"IL11",1.30344,1.30344,0.630614,0.345327,0.423584,0.466508333333333,1.57069683659031
"IL11RA",46.6756,46.6756,24.456327,16.411533,17.079021,19.315627,2.34674519275236
"IL12A",2.76205,2.76205,0,0.1442,0,0.0480666666666667,3.58951402582533
"IL12B",0,0,0.045521,0.02216,0,0.0225603333333333,0.977937406138383
"IL12RB1",2.63792,2.63792,0.222002,0.133133,0.05522,0.136785,3.20018297215393
"IL12RB2",0.27931,0.27931,0.122717,0.128962,0.018209,0.0899626666666667,1.17371909985908
"IL13",0.40345,0.40345,0,0,0,0,1.40345
"IL13RA1",14.46199,14.46199,4.908547,4.60626,3.771395,4.428734,2.84817602041286
"IL13RA2",1.0862,1.0862,0.255994,0,0,0.0853313333333333,1.92217798927148
"IL15",8.5965,8.5965,0.878744,0.515303,0.282075,0.558707333333333,6.15670420917162
"IL15RA",7.35513,7.35513,0.455303,0.560208,0.557404,0.524305,5.48127179271865
"IL16",9.31029,9.31029,0.143336,0.180449,0.311353,0.211712666666667,8.50885716030588
"IL17A",0,0,0,0,0,0,1
"IL17B",1.73792,1.73792,0.978686,0.997994,1.134876,1.03718533333333,1.34397197702189
"IL17C",0,0,0,0.055924,0,0.0186413333333333,0.981699806670585
"IL17D",84.28918,84.28918,0.519649,0.566573,0.586326,0.557516,54.7597456462726
"IL17F",0,0,0,0,0,0,1
"IL17RA",6.54824,6.54824,0.443445,0.337716,0.297984,0.359715,5.55133980282633
"IL17RB",7.57237,7.57237,0.889403,0.461008,0.350049,0.56682,5.47119005373942
"IL17RC",33.61015,33.61015,15.416305,12.947106,8.238216,12.2005423333333,2.62187333868884
"IL17RD",5.58618,5.58618,2.567506,2.219439,1.509384,2.09877633333333,2.12541316039912
"IL17RE",6.70341,6.70341,0.836268,0.516647,0.694523,0.682479333333333,4.57860601754791
"IL17REL",0.06207,0.06207,0,0,0,0,1.06207
"IL18",19.21024,19.21024,0.289899,0.294144,0,0.194681,16.9168506069821
"IL18BP",12.56889,12.56889,1.118932,0.950323,0.521441,0.863565333333333,7.28114531714835
"IL18R1",1.9862,1.9862,0.043124,0.013885,0,0.019003,2.93051149015263
"IL18RAP",1.36551,1.36551,0,0,0,0,2.36551
"IL19",0,0,0,0,0.057658,0.0192193333333333,0.981143084020515
"IL1A",0.46551,0.46551,0.202953,0.10879,0.08392,0.131887666666667,1.29474862493716
"IL1B",1.61378,1.61378,0.688158,0.530629,0.48103,0.566605666666667,1.66843517524193
"IL1F10",0,0,0,0,0,0,1
"IL1R1",10.86201,10.86201,2.304185,2.150536,1.953763,2.13616133333333,3.782334114614
"IL1R2",3.72412,3.72412,0.320598,0,0.113062,0.144553333333333,4.12747913305336
"IL1RAP",6.73444,6.73444,5.873922,5.632174,4.050717,5.18560433333333,1.25039358859735
"IL1RAPL1",4.46894,4.46894,0.040647,0.08323,0.027323,0.0504,5.20653084539223
"IL1RAPL2",0,0,0,0,0,0,1
"IL1RL1",0.71379,0.71379,0.58638,0.248753,0.063769,0.299634,1.31867125667688
"IL1RL2",0.24827,0.24827,0,0,0,0,1.24827
"IL1RN",3.22757,3.22757,0,0,0,0,4.22757
"IL2",0,0,0,0,0,0,1
"IL20",0,0,0,0,0,0,1
"IL20RA",3.63101,3.63101,0.461536,0.164853,0.137939,0.254776,3.6907065484198
"IL20RB",0.86896,0.86896,0.36427,0.062939,0.063866,0.163691666666667,1.6060611702699
"IL21",0,0,0,0,0,0,1
"IL21R",0.06207,0.06207,0.019443,0.028893,0.061136,0.0364906666666667,1.02467878790997
"IL22",0.18621,0.18621,0,0,0,0,1.18621
"IL22RA1",0,0,0.01628,0.017105,0,0.0111283333333333,0.988994143506347
"IL22RA2",0,0,0,0,0,0,1
"IL23A",1.27241,1.27241,0.054214,0,0.097875,0.0506963333333333,2.16276570870937
"IL23R",0.49655,0.49655,0.018346,0.052361,0.037125,0.035944,1.44462441985281
"IL24",0.0931,0.0931,0.116975,0.098274,0.247633,0.154294,0.946985776587247
"IL25",0.31034,0.31034,0.331533,0.52422,0.262874,0.372875666666667,0.954449140453846
"IL26",0,0,0,0,0,0,1
"IL27",0.37241,0.37241,0,0,0,0,1.37241
"IL27RA",2.82412,2.82412,0.417013,0.130897,0.279115,0.275675,2.99772277421757
"IL2RA",0.68275,0.68275,0.03454,0,0.035838,0.0234593333333333,1.6441786646465
"IL2RB",5.74135,5.74135,0,0.40635,0,0.13545,5.93716147782817
"IL2RG",16.47922,16.47922,0.060955,0.320479,0,0.127144666666667,15.507521365196
"IL3",0,0,0,0,0,0,1
"IL31",0,0,0,0,0,0,1
"IL31RA",0,0,0.834812,0.212631,0.214544,0.420662333333333,0.703897032065091
"IL32",22.84125,22.84125,1.225914,1.586254,1.175978,1.329382,10.235010831199
