"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"ERAS",0.49655,0.49655,0,0.075061,0,0.0250203333333333,1.46001981749305
"ERBB2",6.95168,6.95168,60.554459,37.841561,29.773995,42.7233383333333,0.181863515072404
"ERBB3",73.39614,73.39614,42.585532,28.124,26.010327,32.239953,2.23815418752247
"ERBB4",5.58618,5.58618,2.938401,1.707248,1.51221,2.05261966666667,2.15755014354338
"ERC1",58.31346,58.31346,13.51824,5.686449,5.216302,8.14033033333333,6.48920310721082
"ERC2",6.14479,6.14479,2.805276,1.045795,0.477489,1.44285333333333,2.92477239730588
"ERCC1",74.97889,74.97889,99.783639,83.752553,90.953922,91.4967046666667,0.821422668772986
"ERCC2",11.73097,11.73097,8.563605,6.405824,3.628197,6.19920866666667,1.76838463634846
"ERCC3",25.85158,25.85158,18.252146,12.083978,13.44712,14.5944146666667,1.72187161711146
"ERCC4",3.69308,3.69308,2.442281,1.310045,1.345928,1.699418,1.73855253243477
"ERCC5",33.45498,33.45498,12.043337,11.044099,9.766129,10.9511883333333,2.88297523551703
"ERCC6",1.83102,1.83102,2.597095,1.771236,2.006626,2.12498566666667,0.90593055520148
"ERCC6L",0.03103,0.03103,0.4628,0.293396,0.507854,0.42135,0.725387835508495
"ERCC6L2",3.47584,3.47584,4.022937,1.126048,3.768773,2.972586,1.12668171312087
"ERCC8",5.71031,5.71031,4.370795,3.738555,2.908003,3.672451,1.43614347159553
"EREG",0,0,0.523016,0.34319,0.179924,0.34871,0.741449236678011
"ERF",32.36878,32.36878,73.617952,45.272778,37.024691,51.971807,0.629934712251746
"ERG",3.94136,3.94136,0.136707,0.041533,0.063486,0.0805753333333333,4.5728972775614
"ERGIC1",44.81354,44.81354,17.265822,13.827539,12.558952,14.550771,2.94606228848718
"ERGIC2",47.60663,47.60663,26.333801,43.83108,27.209619,32.4581666666667,1.45275832009126
"ERGIC3",142.23023,142.23023,76.165582,92.352052,59.377149,75.9649276666667,1.86098050556647
"ERH",162.68184,162.68184,280.605594,363.982814,244.485273,296.357893666667,0.550453993272782
"ERI1",5.431,5.431,1.501121,1.539507,0.795186,1.27860466666667,2.82234127493814
"ERI2",12.59993,12.59993,7.960785,2.730086,2.776567,4.489146,2.4776039842992
"ERI3",235.39522,235.39522,43.538309,36.675072,23.084578,34.432653,6.67167711094058
"ERICH1",22.4378,22.4378,11.136682,8.607481,10.066313,9.93682533333333,2.14301676086626
"ERLEC1",53.96866,53.96866,8.916099,8.910975,5.895502,7.90752533333333,6.1710360558054
"ERLIN1",3.59998,3.59998,2.067214,1.29447,1.264785,1.54215633333333,1.80947959009602
"ERLIN2",28.64467,28.64467,5.830572,2.99116,3.459616,4.09378266666667,5.81977519260735
"ERMAP",7.29306,7.29306,2.917617,2.0793,1.996444,2.33112033333333,2.48957082607143
"ERMN",371.04617,371.04617,0,0,0,0,372.04617
"ERMP1",22.03436,22.03436,6.500379,4.790355,3.933594,5.074776,3.79180401055117
"ERN1",0.74482,0.74482,1.104904,1.014375,1.024724,1.048001,0.851962474627698
"ERN2",0.12414,0.12414,0.065838,0.08727,0.028584,0.060564,1.05994546298007
"ERP27",1.24137,1.24137,0,0.034912,0,0.0116373333333333,2.21558648158497
"ERP29",50.21351,50.21351,48.10294,51.500342,46.579609,48.7276303333333,1.02988036342586
"ERP44",9.77581,9.77581,4.675023,5.017049,4.0383,4.57679066666667,1.93226008363711
"ERRFI1",15.45508,15.45508,2.314715,2.233369,1.900606,2.14956333333333,5.2245591716947
"ESAM",38.1722,38.1722,1.055422,1.372572,0.884453,1.104149,18.6166473952177
"ESCO1",21.13436,21.13436,3.833325,5.432877,2.949637,4.07194633333333,4.36407614460169
"ESCO2",0.40345,0.40345,1.817873,0.629706,0.315776,0.921118333333333,0.730538028630893
"ESD",94.25119,94.25119,54.942057,55.693066,43.401502,51.3455416666667,1.8196619419196
"ESF1",17.16197,17.16197,2.640001,1.509328,1.484263,1.877864,6.31092018246866
"ESM1",1.24137,1.24137,0.67439,0.377954,0.518047,0.523463666666667,1.47123298641188
"ESPL1",0.37241,0.37241,2.161414,1.095632,1.609577,1.62220766666667,0.523379600115577
"ESPN",3.44481,3.44481,0.009492,0,0.182112,0.063868,4.17797132726992
"ESPNL",0.24827,0.24827,0.259996,0.249297,0.166815,0.225369333333333,1.01868878716295
"ESR1",2.76205,2.76205,8.853204,0.409842,0.310669,3.19123833333333,0.897598681058065
"ESR2",0.12414,0.12414,0.190468,0.787182,0.135728,0.371126,0.819866299669031
"ESRP1",1.11724,1.11724,0.194029,0.360299,0.374627,0.309651666666667,1.61664361134195
"ESRP2",0.52758,0.52758,0.356832,1.138399,0.338891,0.611374,0.947998416258423
"ESRRA",19.39644,19.39644,29.610593,22.267396,18.641774,23.5065876666667,0.832283966965454
"ESRRB",0.31034,0.31034,2.432794,1.911644,1.580902,1.97511333333333,0.44043364174362
"ESRRG",6.39307,6.39307,1.453781,1.392742,1.026971,1.29116466666667,3.22677374854768
"ESX1",0,0,0,0,0.037517,0.0125056666666667,0.98764879340593
"ESYT1",28.64467,28.64467,19.614475,21.17691,14.321514,18.3709663333333,1.53036608963528
"ESYT2",16.0137,16.0137,6.060016,3.624646,3.639056,4.44123933333333,3.12680603769313
"ESYT3",1.92413,1.92413,2.155851,1.352615,0.845971,1.451479,1.19280238582505
"ETAA1",5.36894,5.36894,0.960658,1.032505,0.567801,0.853654666666667,3.43588269947441
"ETF1",18.58955,18.58955,25.41022,16.095805,11.683152,17.7297256666667,1.04590693684657
"ETFA",227.57457,227.57457,181.121798,180.389667,147.820202,169.777222333333,1.33843709879444
"ETFB",183.10241,183.10241,106.464401,100.729293,104.796706,103.9968,1.75340972296299
"ETFDH",21.13436,21.13436,39.903621,35.064397,32.103175,35.6903976666667,0.603273919271503
"ETHE1",22.49987,22.49987,9.850586,7.405148,9.109606,8.78844666666667,2.40077622121862
"ETNK1",4.71721,4.71721,8.899015,5.600391,2.84011,5.77983866666667,0.843266378609992
"ETNK2",6.92065,6.92065,1.283692,0.689241,0.812773,0.928568666666667,4.10700958534706
"ETS1",8.81374,8.81374,3.021208,1.532863,1.249967,1.93467933333333,3.34405871487606
"ETS2",29.32742,29.32742,10.827926,8.417469,7.665034,8.970143,3.04182397383869
"ETV1",8.96891,8.96891,21.988589,11.694795,9.314453,14.3326123333333,0.650176876795315
"ETV2",2.94826,2.94826,0.178386,0,0.214639,0.131008333333333,3.49092034394088
"ETV3",4.90342,4.90342,2.086786,1.140752,1.178963,1.46883366666667,2.39117769645883
"ETV3L",0,0,0,0,0,0,1
"ETV4",1.27241,1.27241,1.108339,1.003629,1.14093,1.08429933333333,1.09025127229006
"ETV5",9.96201,9.96201,49.189902,32.545652,7.270675,29.668743,0.357432647304782
"ETV6",10.21029,10.21029,7.445543,1.318442,7.587987,5.45065733333333,1.73785234910427
"ETV7",1.76896,1.76896,0.037237,0,0,0.0124123333333333,2.73501211792165
"EVC",2.94826,2.94826,1.059791,0.50957,0.300101,0.623154,2.43246173807291
"EVC2",0.31034,0.31034,0.113478,0.093297,0.120678,0.109151,1.18139009025822
"EVI2A",104.18217,104.18217,0.061433,0.187561,0,0.082998,97.1212966228931
"EVI2B",16.54129,16.54129,0.072869,0,0.071113,0.047994,16.7379679654655
"EVI5",11.51373,11.51373,6.444514,3.33598,2.273966,4.01815333333333,2.49369223472645
"EVI5L",42.48597,42.48597,17.891737,10.634826,4.764966,11.0971763333333,3.59472068536986
"EVL",218.72979,218.72979,140.537842,93.916233,84.984306,106.479460333333,2.04438866103846
"EVPL",1.42758,1.42758,0,0.130742,0,0.0435806666666667,2.32620254240049
"EVPLL",0,0,0,0,0,0,1
"EVX1",0.12414,0.12414,0,0,0,0,1.12414
"EVX2",0.03103,0.03103,0,0,0,0,1.03103
"EWSR1",167.24388,167.24388,65.148827,55.555592,49.058079,56.5874993333333,2.92153474187436
"EXD1",1.83102,1.83102,0.030579,0.023938,0,0.0181723333333333,2.78049197303534
"EXD2",17.9999,17.9999,7.851589,6.41252,6.823319,7.02914266666667,2.36636721861711
"EXD3",30.8481,30.8481,6.523545,6.067327,4.318032,5.63630133333333,4.7990738214419
"EXO1",0.46551,0.46551,2.978061,1.854996,1.331047,2.05470133333333,0.479755576759059
"EXOC1",18.68265,18.68265,15.992663,9.840376,9.680768,11.8379356666667,1.53316315886404
"EXOC2",59.71001,59.71001,5.442335,4.265295,4.371204,4.69294466666667,10.6640787070124
"EXOC3",29.48259,29.48259,8.668131,8.465701,8.628667,8.58749966666667,3.17940975851924
"EXOC3L1",1.83102,1.83102,0.142591,0.391248,0.358789,0.297542666666667,2.18183191406936
"EXOC3L2",0.21724,0.21724,0.25988,0.208087,0.156763,0.208243333333333,1.00744607184535
"EXOC3L4",1.92413,1.92413,0.477823,0.346479,0.182111,0.335471,2.18958704457079
"EXOC4",228.53663,228.53663,19.155191,8.185952,9.35106,12.2307343333333,17.3487445380646
"EXOC5",29.79293,29.79293,13.183914,6.874649,6.419803,8.826122,3.13378258482848
"EXOC6",71.50304,71.50304,14.619607,22.711005,15.219128,17.51658,3.91557404229075
"EXOC6B",57.78588,57.78588,17.835486,9.053083,7.753004,11.547191,4.68518252412034
"EXOC7",86.43054,86.43054,45.180678,45.88763,55.155843,48.7413836666667,1.75770221001291
"EXOC8",1.55172,1.55172,1.27982,1.125522,0.739145,1.04816233333333,1.24585827913705
"EXOG",8.47237,8.47237,22.439383,6.10437,5.839263,11.4610053333333,0.760160977915747
"EXOSC1",50.15144,50.15144,28.078788,20.070367,26.695068,24.9480743333333,1.97130004110902
"EXOSC10",56.88588,56.88588,26.236828,24.94481,25.511122,25.5642533333333,2.17908929242757
"EXOSC2",19.14817,19.14817,7.076862,4.062458,3.39318,4.84416666666667,3.44756937116783
"EXOSC3",32.30671,32.30671,50.862895,23.246799,22.654607,32.254767,1.00156197155133
"EXOSC4",21.56884,21.56884,8.483568,8.736576,7.6742,8.29811466666667,2.42724905091871
"EXOSC5",31.53086,31.53086,9.02115,12.818206,10.721165,10.853507,2.74440804733991
"EXOSC6",11.35856,11.35856,3.577692,3.430423,3.228194,3.412103,2.80105881481008
"EXOSC7",29.97914,29.97914,37.459774,14.111463,20.488725,24.0199873333333,1.23817568679291
"EXOSC8",73.33407,73.33407,132.497097,111.565698,110.368844,118.143879666667,0.623901707817197
"EXOSC9",15.88957,15.88957,15.521068,12.777349,7.624608,11.9743416666667,1.30176701322675
"EXPH5",0.86896,0.86896,0.015136,0.040294,0.012015,0.0224816666666667,1.82786651431403
"EXT1",25.6033,25.6033,10.476933,10.990647,6.952159,9.47324633333333,2.54011976356646
"EXT2",30.72396,30.72396,14.119306,11.958473,13.284431,13.1207366666667,2.24662216631285
"EXTL1",6.88962,6.88962,29.200028,18.239561,15.011306,20.816965,0.361627751614397
"EXTL2",7.72754,7.72754,6.041738,3.728835,4.501797,4.75745666666667,1.51586724925416
"EXTL3",14.02751,14.02751,17.734872,8.979706,9.324293,12.012957,1.15481131613668
"EYA1",0.58965,0.58965,0.826882,1.180251,0.603833,0.870322,0.849933861655907
"EYA2",19.79989,19.79989,0.371059,0.43687,0.266001,0.357976666666667,15.3168242949683
"EYA3",3.01033,3.01033,3.629384,3.416693,1.90916,2.985079,1.00633638630501
"EYA4",9.77581,9.77581,1.041521,1.08777,0.595291,0.908194,5.64712497785865
"EYS",0.27931,0.27931,0.104844,0.09261,0.061742,0.0863986666666667,1.1775695601001
"EZH1",46.58249,46.58249,6.991868,5.646521,4.512817,5.71706866666667,7.08381771294482
"EZH2",2.2655,2.2655,5.771156,6.188416,5.140229,5.69993366666667,0.487392885133539
"EZR",82.89263,82.89263,66.886651,56.608004,52.27822,58.5909583333333,1.40780803575486
"F10",2.97929,2.97929,4.928564,4.363612,3.500484,4.26422,0.755912556846029
"F11",0.15517,0.15517,0,0,0,0,1.15517
"F11R",8.81374,8.81374,6.824059,2.988694,3.283431,4.36539466666667,1.82908073118448
"F12",1.83102,1.83102,0.251432,0.425754,0.2426,0.306595333333333,2.16671522373926
"F13A1",3.38274,3.38274,0,0,0,0,4.38274
"F13B",0,0,0,0,0,0,1
"F2",0.55862,0.55862,0.104502,0.148881,0.055872,0.103085,1.41296454942275
"F2R",2.14137,2.14137,1.351572,1.519783,1.12741,1.33292166666667,1.34653899652296
"F2RL1",0.77586,0.77586,0.222836,0.316993,0.22476,0.254863,1.41518237449028
"F2RL2",0.06207,0.06207,0.060124,0.080565,0.045433,0.0620406666666667,1.00002761978355
"F2RL3",0.27931,0.27931,0.42642,0.335811,0.313758,0.358663,0.941594788405955
"F3",19.30334,19.30334,7.887225,6.137553,5.133051,6.385943,2.74891642136962
"F5",1.79999,1.79999,0.133778,0.036931,0.080551,0.0837533333333333,2.58360451025141
"F7",0.31034,0.31034,0.07979,0.03382,0.146059,0.0865563333333333,1.20595680113533
"F8",5.36894,5.36894,0.583392,0.388276,0.973349,0.648339,3.86385324863393
"F8A1",2.01723,2.01723,12.120776,14.940338,11.171448,12.7441873333333,0.219527712102876
"F8A2",0,0,0,0,0,0,1
"F8A3",0,0,0,0,0,0,1
"F9",1.02413,1.02413,0,0,0,0,2.02413
"FA2H",258.48474,258.48474,0.174113,1.109142,0,0.427751666666667,181.743608540701
"FAAH",52.57212,52.57212,3.71647,2.935936,1.913906,2.85543733333333,13.895212233597
"FAAH2",6.95168,6.95168,1.592177,1.491165,3.689694,2.25767866666667,2.4409037273576
"FABP1",3.04136,3.04136,0.174113,0.180186,0,0.118099666666667,3.61448994260798
"FABP12",0,0,0,0,0.172858,0.0576193333333333,0.945519780588983
"FABP2",0,0,0,0,0.027689,0.00922966666666667,0.990854741025251
"FABP3",85.99606,85.99606,1821.133832,1741.137262,1505.228325,1689.166473,0.0514718883552248
"FABP4",35.44118,35.44118,0.336932,0,0,0.112310666666667,32.761692476802
"FABP5",74.63751,74.63751,17.261715,20.667367,19.125388,19.0181566666667,3.77844530140721
"FABP5P3",0,0,0,0,0.189401,0.0631336666666667,0.940615494884463
"FABP6",4.93445,4.93445,4.462898,3.767631,2.455551,3.56202666666667,1.30083632420679
"FABP7",30.19638,30.19638,0.0284,0.187816,0,0.072072,29.099146325993
"FABP9",0,0,0,0,0.139006,0.0463353333333333,0.955716554858449
"FADD",2.73102,2.73102,3.542692,3.027203,3.001383,3.190426,0.890367709631431
"FADS1",37.36531,37.36531,18.424769,10.540742,8.653235,12.539582,2.83356679696611
"FADS2",82.02367,82.02367,46.754264,31.810563,29.862508,36.142445,2.2352774568287
"FADS3",59.58587,59.58587,76.801309,63.109831,57.921171,65.9441036666667,0.905021752202015
"FADS6",1.70689,1.70689,0.147953,0,0.320844,0.156265666666667,2.34106233371396
"FAF1",59.21346,59.21346,19.2686,15.573158,11.493157,15.4449716666667,3.66151193328295
"FAF2",6.17583,6.17583,4.698789,4.178338,3.107193,3.99477333333333,1.43666779673686
"FAH",101.35805,101.35805,44.3673,47.931088,8.087171,33.461853,2.97018416276107
"FAHD1",19.21024,19.21024,16.055644,11.80784,13.403509,13.7556643333333,1.36965978240266
"FAHD2A",48.04111,48.04111,19.951506,17.924846,14.193867,17.3567396666667,2.67155883291476
"FAHD2B",360.80485,360.80485,18.205414,16.263128,14.441075,16.3032056666667,20.9097006051884
"FAHD2CP",147.66123,147.66123,8.034603,7.877231,6.949699,7.620511,17.2450600666248
"FAIM",32.49292,32.49292,3.734202,3.352665,3.29591,3.46092566666667,7.50806503015032
"FAIM2",172.58178,172.58178,0,0,0,0,173.58178
"FAM102A",149.05778,149.05778,32.055122,17.615963,11.983158,20.5514143333333,6.96278108151386
"FAM102B",4.12756,4.12756,1.046954,0.765913,0.743455,0.852107333333333,2.76850045767686
"FAM104A",11.42062,11.42062,8.445456,6.342993,4.631788,6.47341233333333,1.66197440285756
"FAM104B",29.82397,29.82397,3.623075,6.308104,5.065665,4.998948,5.13822923619275
"FAM106A",0.27931,0.27931,0.251233,0.300524,3.630858,1.394205,0.53433603221111
"FAM107A",1490.20534,1490.20534,0.19719,0.113578,0.175445,0.162071,1283.2308352932
"FAM107B",108.4649,108.4649,3.030292,2.064098,1.239032,2.11114066666667,35.1848121728558
"FAM110A",3.72412,3.72412,2.301064,2.645957,2.17527,2.374097,1.40011386750292
"FAM110B",18.993,18.993,2.835097,3.166386,3.315385,3.10562266666667,4.86966329427254
"FAM110C",3.38274,3.38274,2.069107,1.471622,1.14704,1.56258966666667,1.71027771516028
"FAM110D",4.59308,4.59308,0.921667,1.061332,0.843299,0.942099333333333,2.87991448429174
"FAM111A",9.80684,9.80684,1.564778,1.445769,0.722406,1.24431766666667,4.81520070019797
"FAM111B",0.15517,0.15517,1.392901,1.352561,0.992034,1.245832,0.514361715391
"FAM114A1",10.98614,10.98614,7.690839,5.585989,4.589927,5.955585,1.72323966999181
"FAM114A2",7.75858,7.75858,7.839037,6.69093,4.647224,6.392397,1.1848092032936
"FAM117A",3.69308,3.69308,1.138364,1.256207,0.967759,1.12077666666667,2.21290627804594
"FAM117B",6.26893,6.26893,0.368326,0.484343,0.212722,0.355130333333333,5.36400803760327
"FAM118A",33.82739,33.82739,12.848921,8.233824,4.893607,8.658784,3.60577377027999
"FAM118B",12.91027,12.91027,8.161542,5.932829,5.715247,6.603206,1.82952691272603
"FAM120A",29.11018,29.11018,23.933258,14.071039,11.682998,16.5624316666667,1.71446531844157
"FAM120AOS",32.12051,32.12051,16.457669,15.564568,12.139494,14.720577,2.10682534108004
"FAM120B",22.31367,22.31367,7.639644,6.913221,5.12592,6.559595,3.08398399649717
"FAM120C",5.92755,5.92755,1.033052,1.551694,1.750443,1.445063,2.83328077845029
"FAM122A",5.46204,5.46204,1.512011,1.301655,1.022963,1.27887633333333,2.83562556926813
"FAM122B",17.03783,17.03783,8.399697,4.164856,4.140614,5.568389,2.74615739110458
"FAM122C",19.33437,19.33437,2.381044,2.139782,2.192639,2.23782166666667,6.28026250158929
"FAM124A",19.92402,19.92402,0.907126,0.7508,0.614677,0.757534333333333,11.9053264582977
"FAM124B",1.95516,1.95516,0,0,0.019719,0.006573,2.9358625752926
"FAM126A",5.2448,5.2448,3.301163,1.987273,2.146413,2.478283,1.79536857696743
"FAM126B",2.66895,2.66895,1.403445,1.171052,0.988552,1.187683,1.67709398482321
"FAM131A",19.24127,19.24127,3.028902,1.953482,2.88984,2.62407466666667,5.58522432944722
"FAM131B",52.23074,52.23074,0.023555,0.128195,0.02517,0.0589733333333333,50.2663649068909
"FAM131C",38.82392,38.82392,1.307943,1.190655,1.199295,1.232631,17.8372153750441
"FAM133A",1.24137,1.24137,0.270542,0.214392,0.059004,0.181312666666667,1.89735542777554
"FAM133B",18.86886,18.86886,16.99169,18.539202,3.325033,12.951975,1.42408942103179
"FAM135A",14.18268,14.18268,2.636771,2.854086,1.484191,2.325016,4.56619757619212
"FAM135B",0.9931,0.9931,0.010666,0.010446,0,0.00703733333333333,1.97917190756251
"FAM136A",9.09305,9.09305,14.695039,13.534043,12.916048,13.7150433333333,0.685900120806078
"FAM138A",0,0,0,0,0.215594,0.0718646666666667,0.932953600485633
"FAM138C",0,0,0.339178,0,0,0.113059333333333,0.89842470212729
"FAM138D",0,0,0,0,0,0,1
"FAM13A",11.6689,11.6689,20.412282,4.496183,3.457296,9.45525366666667,1.21172574132667
"FAM13B",7.85168,7.85168,3.723051,3.393984,1.815814,2.97761633333333,2.22537300187072
"FAM13C",70.47891,70.47891,5.751977,3.347362,4.560951,4.55343,12.8711282936852
"FAM149A",17.06887,17.06887,0.317641,0.575008,0.983226,0.625291666666667,11.1173092009127
"FAM149B1",31.00327,31.00327,9.495154,9.510561,7.127374,8.71102966666667,3.2955588746528
"FAM151A",0.37241,0.37241,1.327834,1.200166,0.557058,1.02835266666667,0.676613107056662
"FAM151B",3.63101,3.63101,0.720107,1.044888,0.919096,0.894697,2.4441955626678
"FAM153A",3.84825,3.84825,0.579986,0.501226,0.37563,0.485614,3.26346547622734
"FAM153B",2.57585,2.57585,0,0.016902,0,0.005634,3.55581652967183
"FAM155A",7.10686,7.10686,0.048779,0.052441,0.045867,0.049029,7.72796557578485
"FAM155B",0.65172,0.65172,0.388929,0.411717,0.320803,0.373816333333333,1.20228589508205
"FAM156A",1.95516,1.95516,22.352413,17.077512,17.431239,18.9537213333333,0.148100695135163
"FAM156B",0.40345,0.40345,5.854899,5.900545,4.69454,5.483328,0.216470615091509
"FAM157A",0.24827,0.24827,2.625016,2.395111,1.951056,2.32372766666667,0.37556326064821
"FAM160A1",0.06207,0.06207,0.79142,0.303977,0.215756,0.437051,0.739062148803348
"FAM160A2",18.46541,18.46541,10.93085,9.617462,9.8496,10.1326373333333,1.74849942714982
"FAM160B1",7.29306,7.29306,10.510119,7.679661,9.371434,9.18707133333333,0.81407695388017
"FAM160B2",61.13758,61.13758,30.890707,20.69352,19.488949,23.6910586666667,2.51660250128873
"FAM161A",5.431,5.431,0.844612,0.858447,0.822173,0.841744,3.49179907739621
"FAM161B",16.47922,16.47922,0.723695,0.421278,0.370949,0.505307333333333,11.611728457666
"FAM162A",44.47216,44.47216,88.421186,66.819589,90.934675,82.0584833333333,0.547471590800779
"FAM162B",2.01723,2.01723,0,0,0,0,3.01723
"FAM163A",0.31034,0.31034,0,0,0,0,1.31034
"FAM163B",9.5896,9.5896,0,0,0,0,10.5896
"FAM166A",2.29654,2.29654,0.196868,0.155879,0,0.117582333333333,2.94970661371109
"FAM166B",2.54481,2.54481,0.098027,0.206472,0,0.101499666666667,3.21816711095994
"FAM167A",11.23442,11.23442,0.011057,0,0.011731,0.007596,12.1421879404047
"FAM167B",5.39997,5.39997,0.057282,0.125745,0.12379,0.102272333333333,5.80616042556936
"FAM168A",40.71701,40.71701,7.562873,5.972988,4.157206,5.897689,6.04796910965397
"FAM168B",57.01002,57.01002,13.281078,11.433147,9.909739,11.5413213333333,4.62551101739306
"FAM169A",8.81374,8.81374,0.848445,0.3863,0.131367,0.455370666666667,6.74312065288293
"FAM169B",0,0,0.014096,0.079974,0,0.0313566666666667,0.969596680100967
"FAM170A",0.55862,0.55862,0,0,0,0,1.55862
"FAM170B",0.27931,0.27931,0,0,0,0,1.27931
"FAM171A1",71.2858,71.2858,7.734737,6.16512,5.181278,6.36037833333333,9.82093538217125
"FAM171A2",6.08272,6.08272,1.574731,1.21722,1.279923,1.35729133333333,3.00460104351407
"FAM171B",11.85511,11.85511,0.135501,0.138334,0.069773,0.114536,11.5340464552065
"FAM172A",59.05829,59.05829,3.567879,0.701396,3.718641,2.66263866666667,16.397547087182
"FAM174A",42.88941,42.88941,7.114945,7.687537,6.41325,7.07191066666667,5.43730125523358
"FAM174B",25.47917,25.47917,6.456674,2.308804,0.889925,3.21846766666667,6.27696407613412
"FAM177A1",106.97526,106.97526,33.895598,27.004363,27.670765,29.5235753333333,3.5374381546347
"FAM177B",1.36551,1.36551,0,0,0,0,2.36551
"FAM178B",42.33079,42.33079,0.198451,0.450195,0,0.216215333333333,35.6275643074171
"FAM180A",1.27241,1.27241,0,0,0,0,2.27241
"FAM180B",4.00343,4.00343,0,0.038062,0,0.0126873333333333,4.94074511975068
"FAM181A",4.93445,4.93445,0.078573,0.072919,0.028013,0.059835,5.59940934202022
"FAM181B",63.93067,63.93067,0.03729,0.040338,0,0.025876,63.292902845958
"FAM182A",3.53791,3.53791,0.138201,0.055426,0.028962,0.0741963333333333,4.2244698284516
"FAM183A",3.1655,3.1655,0.954081,0,0.391328,0.448469666666667,2.87579374001389
"FAM184A",10.30339,10.30339,2.058518,1.496687,1.882817,1.812674,4.01873448540428
"FAM184B",4.56204,4.56204,0.021193,0.01473,0.023843,0.019922,5.4533974166652
"FAM185A",8.75167,8.75167,2.248342,3.294036,1.531884,2.35808733333333,2.90393579202129
"FAM186A",0.93103,0.93103,0.235413,0.29152,0.346753,0.291228666666667,1.49549808631882
"FAM186B",0.12414,0.12414,0.244076,0.174212,0.358833,0.259040333333333,0.892854637169421
"FAM187B",0.24827,0.24827,0,0,0,0,1.24827
"FAM189A1",2.45171,2.45171,0.108775,0.23191,0.029762,0.123482333333333,3.07233135545523
"FAM189A2",10.61373,10.61373,54.756613,51.336774,41.068762,49.0540496666667,0.232023783836498
"FAM189B",27.7757,27.7757,5.063454,4.214884,3.504375,4.26090433333333,5.46972500862177
"FAM193A",21.47574,21.47574,5.911241,2.739465,2.611513,3.754073,4.72768087490453
"FAM193B",84.07194,84.07194,22.441886,19.402592,18.062149,19.9688756666667,4.05705777230752
"FAM199X",10.61373,10.61373,1.882922,1.268233,0.938992,1.36338233333333,4.91402928599365
"FAM200A",3.19653,3.19653,1.40222,0.849899,1.346225,1.199448,1.9079923689944
"FAM200B",60.64104,60.64104,18.813444,18.040717,16.677386,17.843849,3.27114911608557
"FAM204A",38.32737,38.32737,14.064679,11.89564,8.744121,11.5681466666667,3.12913041540996
"FAM205A",0.03103,0.03103,0,0,0,0,1.03103
"FAM207A",28.33432,28.33432,11.987067,12.817493,13.233661,12.679407,2.14441459341037
"FAM209A",0.49655,0.49655,0,0.110388,0,0.036796,1.44343728177964
"FAM209B",0,0,0.097221,0,0,0.032407,0.968610247702699
"FAM20A",4.28273,4.28273,7.436579,5.784429,5.721509,6.31417233333333,0.722259438149233
"FAM20B",15.36198,15.36198,5.465887,4.181348,3.094014,4.247083,3.11830020603829
"FAM20C",47.48249,47.48249,1.931364,0.855159,0.940013,1.24217866666667,21.6229378687634
"FAM210A",3.35171,3.35171,7.935772,5.472905,4.713672,6.040783,0.618071882061981
"FAM210B",20.35851,20.35851,13.209708,14.226121,10.72475,12.720193,1.55672081289236
"FAM214A",25.63434,25.63434,20.455744,23.930367,15.201804,19.8626383333333,1.27665252948592
"FAM214B",22.3447,22.3447,7.750265,6.953521,6.342066,7.015284,2.91252312457051
"FAM215A",2.54481,2.54481,0.163342,0.431071,0.260635,0.285016,2.75857265590467
"FAM216A",13.90337,13.90337,6.263743,6.73025,5.982484,6.32549233333333,2.03445301992672
"FAM216B",0.06207,0.06207,0.031936,0,0,0.0106453333333333,1.05088300016887
"FAM217A",0,0,2.808267,1.439866,0.027652,1.42526166666667,0.412326642417279
"FAM217B",7.29306,7.29306,3.159853,1.352392,1.131973,1.881406,2.87812963532387
"FAM218A",3.0724,3.0724,0.225951,0.142255,0.174399,0.180868333333333,3.44864866390693
"FAM219A",105.70285,105.70285,7.149842,6.985275,6.417964,6.851027,13.59094166916
"FAM219B",27.96191,27.96191,170.933409,143.710647,153.099893,155.914649666667,0.184571103217728
"FAM220A",10.5827,10.5827,3.470357,1.673568,1.652887,2.265604,3.54687831102608
"FAM221A",18.89989,18.89989,1.98507,1.343118,0.988004,1.43873066666667,8.15993757408225
"FAM221B",0.49655,0.49655,0.092334,0.275223,0,0.122519,1.3332068321338
"FAM222A",66.63066,66.63066,2.445483,3.081555,2.01774,2.514926,19.2409911332415
"FAM222B",9.06202,9.06202,7.37013,5.481205,5.055924,5.96908633333333,1.44380762681517
"FAM225A",1.67585,1.67585,0,0,0,0,2.67585
"FAM225B",0.21724,0.21724,0,0.008235,0,0.002745,1.21390782302579
"FAM227A",2.0793,2.0793,1.53452,0.721863,0.847895,1.03475933333333,1.51334850739105
"FAM227B",10.64477,10.64477,5.835029,7.066216,4.103853,5.668366,1.74627037568124
"FAM228A",2.91722,2.91722,0.027275,0,0,0.00909166666666667,3.88192681537026
"FAM228B",103.62355,103.62355,17.786722,18.885185,15.258941,17.3102826666667,5.71392325856684
"FAM24A",0,0,0,0,0,0,1
"FAM24B",5.46204,5.46204,0.204868,0.398895,0.501826,0.368529666666667,4.72188521549527
"FAM25A",4.96549,4.96549,0,0,0,0,5.96549
