"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"PLP1","Plp1",0.859466,0.405192,0.850323,51,33,41,0.704993666666667,84.432586,118.208201,142.631647,3067,3395,3832,0,1.70499366666667
"PLP2","Plp2",9.182296,9.808314,9.934836,297,295,232,9.64181533333333,11.704696,7.049792,6.660417,177,81,76,15.7722026666667,0.634491220075884
"PLPBP","Plpbp",20.162982,28.091193,35.711208,630,590,487,27.988461,84.586822,47.323261,71.683103,413,225,264,0,28.988461
"PLPP1","Plpp1",9.185413,9.506217,10.504179,364,372,289,9.73193633333333,29.866991,27.915808,37.021918,426,320,343,0,10.7319363333333
"PLPP2","Plpp2",0.195473,0.418568,0.522622,8,12,13,0.378887666666667,2.341616,2.418478,1.62441,44,37,30,0,1.37888766666667
"PLPP3","Plpp3",8.998947,8.345341,8.541267,923,799,629,8.62851833333333,9.839669,4.795057,9.256207,431,185,268,0,9.62851833333333
"PLPP4","Plpp4",0,0,0,0,0,0,0,1.073618,0.643338,1.991765,25,12,18,0,1
"PLPP5","Plpp5",4.071093,4.066142,4.728757,70,59,42,4.288664,20.282558,13.456692,22.209464,342,147,212,5.52197966666667,0.810898572258658
"PLPP6","Plpp6",1.21094,1.073158,1.419363,104,91,86,1.234487,4.717211,6.278277,7.061342,246,249,252,9.72210233333333,0.208400081488994
"PLPP7","Plpp7",4.042647,5.705302,5.656467,235,265,229,5.13480533333333,2.482744,1.981557,3.079273,90,52,73,77.1221113333333,0.0785284118494596
"PLPPR1","Plppr1",0,0,0,0,0,0,0,21.240278,48.34528,60.479233,600,1190,1279,0,1
"PLPPR2","Plppr2",0.363162,0.368745,0.324382,32,33,20,0.352096333333333,26.900512,40.255089,38.118608,940,852,911,15.6816703333333,0.0810528146352091
"PLPPR3","Plppr3",0.099606,0.055717,0.046486,10,5,3,0.0672696666666667,57.209421,92.415331,115.130504,769,947,983,0,1.06726966666667
"PLPPR4","Plppr4",0,0.015799,0.020625,0,1,1,0.0121413333333333,3.311805,1.957676,1.947216,279,127,112,0,1.01214133333333
"PLPPR5","Plppr5",0,0,0,0,0,0,0,3.238573,2.874257,3.267527,181,155,145,5.52197966666667,0.153327678267831
"PLRG1","Plrg1",4.622889,3.636116,4.046077,230,184,149,4.101694,74.489642,51.59788,80.505145,763,609,699,42.652957,0.116869379547415
"PLS1","Pls1",0,0.009414,0.011793,0,1,1,0.007069,2.805741,2.94629,3.079869,69,38,45,17.3748426666667,0.0548069454671793
"PLS3","Pls3",7.874524,8.126639,7.400035,652,634,469,7.80039933333333,314.982129,298.365966,166.055441,4649,3544,3521,9.61370533333333,0.829154292205085
"PLSCR1","Plscr1",2.761107,3.197458,2.700428,104,125,85,2.886331,56.88026,23.351481,31.481913,372,144,134,0,3.886331
"PLSCR2","Plscr2",5.895887,4.729365,3.545611,220,157,100,4.723621,0,0,0,0,0,0,12.1952656666667,0.433763225734725
"PLSCR3","Plscr3",2.839373,3.652606,4.190554,170,175,180,3.56084433333333,13.394729,15.468881,15.953407,345,278,235,0,4.56084433333333
"PLSCR4","Plscr4",1.785806,1.368065,1.277517,177,134,93,1.47712933333333,3.129086,1.512685,3.353878,120,45,89,19.3199113333333,0.121906503069715
"PLTP","Pltp",4.018503,5.648997,5.220057,220,225,192,4.962519,38.972098,21.730199,26.167828,1142,482,511,6.36219633333333,0.809883182957767
"PLVAP","Plvap",0.548971,0.708133,0.7512,34,46,32,0.669434666666667,0.024144,2.137541,0.036656,1,1,1,5.942488,0.2404663381005
"PLXDC1","Plxdc1",0.474736,0.6108,1.005402,46,52,55,0.696979333333333,11.267141,0.786371,1.545759,131,26,15,6.48140166666667,0.226826390152826
"PLXDC2","Plxdc2",2.768255,3.014485,3.61951,285,284,260,3.13408333333333,10.278308,6.615293,6.331811,1547,888,808,0,4.13408333333333
"PLXNA1","Plxna1",2.686656,5.27708,4.216359,408,395,352,4.06003166666667,40.468739,37.796835,44.440494,3446,2694,2341,40.5379856666667,0.121816972716788
"PLXNA2","Plxna2",2.896803,2.474038,2.049745,882,816,537,2.47352866666667,4.123409,1.395267,2.00324,561,88,164,11.7312826666667,0.272834148578064
"PLXNA3","Plxna3",0.246719,0.143522,0.02864,8,20,5,0.139627,353.548934,315.738065,297.149856,2677,2020,1941,61.8982036666667,0.0181185937525264
"PLXNA4","Plxna4",0.627194,0.67814,0.609772,275,281,192,0.638368666666667,17.529711,39.812305,35.085392,4462,7747,5964,0,1.63836866666667
"PLXNB1","Plxnb1",2.73331,3.192878,5.164534,604,622,487,3.69690733333333,66.518164,71.821331,72.225415,1103,838,836,0,4.69690733333333
"PLXNB2","Plxnb2",10.619103,14.224722,15.127972,1438,1648,1509,13.3239323333333,182.714026,70.977027,122.774424,2551,1062,1159,0,14.3239323333333
"PLXNB3","Plxnb3",0.267734,0.315843,0.175264,37,38,25,0.252947,53.577376,55.839161,75.540103,1671,1281,1420,0,1.252947
"PLXNC1","Plxnc1",0.200114,0.215109,0.135753,42,31,22,0.183658666666667,7.503847,8.101753,7.817224,469,685,614,0,1.18365866666667
"PLXND1","Plxnd1",28.15577,25.359322,31.321578,1338,1254,1163,28.27889,58.821603,43.026554,45.299333,1289,729,693,91.3883106666667,0.316911195677525
"PM20D1","Pm20d1",5.953429,3.470258,2.272249,129,133,108,3.89864533333333,0,0.035674,0.040595,0,1,1,0,4.89864533333333
"PM20D2","Pm20d2",5.985895,6.593133,8.44076,204,240,199,7.006596,3.765111,2.76447,3.613261,302,171,201,11.0439596666667,0.664781037266288
"PMAIP1","Pmaip1",0.014152,0.013107,0.051144,1,1,3,0.0261343333333333,1.760358,0.132307,0.435757,48,3,7,0,1.02613433333333
"PMCH","Pmch",0,0,0,0,0,0,0,0,0,0,0,0,0,4.20012266666667,0.192303155925553
"PMEL","Pmel",0.014436,0.046571,0.101546,1,3,2,0.0541843333333333,17.704588,109.378792,76.172502,266,1083,708,0,1.05418433333333
"PMEPA1","Pmepa1",2.651938,2.92697,3.636663,265,236,217,3.071857,30.549084,13.623439,16.319572,1701,621,653,0,4.071857
"PMFBP1","Pmfbp1",0,0,0,0,0,0,0,12.836184,16.752188,8.409421,317,259,133,0,1
"PML","Pml",1.532407,2.116184,0.988923,97,103,75,1.545838,14.032133,11.45133,10.99832,519,342,284,0,2.545838
"PMM1","Pmm1",3.807117,6.585323,4.409807,106,135,76,4.93408233333333,27.541254,20.463243,23.860736,554,311,316,0,5.93408233333333
"PMM2","Pmm2",9.452485,8.712877,5.609459,250,230,165,7.92494033333333,14.92477,15.367943,15.134335,335,241,244,0,8.92494033333333
"PMP2","Pmp2",0,0,0,0,0,0,0,8.315513,12.272569,16.931368,510,583,746,4.20012266666667,0.192303155925553
"PMP22","Pmp22",8.524549,9.709953,9.864257,409,417,330,9.366253,72.333766,87.654322,121.666374,1913,1757,2171,0,10.366253
"PMPCA","Pmpca",18.99826,22.024776,18.747648,1641,1500,1308,19.9235613333333,38.795215,39.063176,45.915357,753,550,604,0,20.9235613333333
"PMPCB","Pmpcb",138.515694,133.667245,159.683784,1445,1423,1226,143.955574333333,30.292425,31.810867,34.873263,873,662,729,16.6550813333333,8.21041668381628
"PMS2","Pms2",0.049748,0.123168,0.119712,3,3,2,0.0975426666666667,10.492925,13.394743,12.880727,760,742,771,0,1.09754266666667
"PMVK","Pmvk",2.548706,2.284489,3.400944,52,55,61,2.744713,22.684701,24.871167,26.200897,348,290,265,0,3.744713
"PNCK","Pnck",1.289838,1.267248,1.826939,55,44,52,1.46134166666667,101.097439,105.274699,104.846571,608,484,437,0,2.46134166666667
"PNISR","Pnisr",11.901765,6.856936,6.447239,709,448,330,8.40198,111.483033,55.156445,65.744495,3491,1289,1421,0,9.40198
"PNKD","Pnkd",20.559576,21.17295,23.725793,479,453,429,21.8194396666667,41.928505,18.302372,27.867952,372,204,261,0,22.8194396666667
"PNKP","Pnkp",11.674475,12.288439,12.925729,130,143,121,12.2962143333333,157.373052,156.593952,123.37778,479,355,384,0,13.2962143333333
"PNLDC1","Pnldc1",0.231065,0,0.279819,4,0,3,0.170294666666667,0.157701,0.435942,0.662326,3,3,3,4.20012266666667,0.225051357762843
"PNLIP","Pnlip",0,0,0,0,0,0,0,0,0.054004,0,0,1,0,8.40024533333333,0.106380202275572
"PNLIPRP1","Pnliprp1",0,0.022066,0.117236,0,1,1,0.046434,0.08607,0.766329,0.386099,1,2,2,0,1.046434
"PNLIPRP2","Pnliprp2",0,0,0,0,0,0,0,0,0.057395,0.408907,0,1,2,0,1
"PNMA1","Pnma1",0.067383,0.041927,0,5,3,0,0.0364366666666667,42.029823,64.301318,73.65671,1878,2172,2183,0,1.03643666666667
"PNMA2","Pnma2",0,0,0.007686,0,0,1,0.002562,34.68549,38.230307,37.299157,2294,1957,2046,0,1.002562
"PNMA3","Pnma3",0,0,0,0,0,0,0,11.833022,19.487611,19.800584,622,787,782,23.0097936666667,0.0416496707086793
"PNMA5","Pnma5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNMT","Pnmt",1.531836,0.030427,0.082414,4,1,2,0.548225666666667,0.434991,1.152584,2.122839,5,10,16,0,1.54822566666667
"PNN","Pnn",5.860971,5.066532,2.930645,429,321,227,4.61938266666667,61.605132,42.363628,46.586443,2042,1207,1278,0,5.61938266666667
"PNO1","Pno1",5.673549,7.515282,7.191214,250,273,204,6.79334833333333,7.892728,10.27633,10.7362,237,236,248,4.20012266666667,1.49868547972714
"PNOC","Pnoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNP","Pnp",3.784704,3.529521,2.816557,114,112,81,3.37692733333333,11.538801,9.162421,8.57563,260,133,131,0,4.37692733333333
"PNPLA1","Pnpla1",0.028593,0.00705,0.009182,4,1,1,0.0149416666666667,0.047876,0.032467,0.110286,2,1,3,0,1.01494166666667
"PNPLA2","Pnpla2",56.960661,68.164682,53.441811,2418,2474,1800,59.5223846666667,16.898597,17.115625,15.691263,254,173,196,0,60.5223846666667
"PNPLA3","Pnpla3",0.319058,0.159076,0.846518,7,6,3,0.441550666666667,14.832506,11.69671,12.094752,334,250,250,0,1.44155066666667
"PNPLA5","Pnpla5",0,0,0,0,0,0,0,0.228492,0.100574,0.114232,9,3,1,27.2099163333333,0.0354485276802605
"PNPLA6","Pnpla6",1.641465,4.599346,1.792246,114,80,67,2.67768566666667,45.980982,52.261892,72.826336,890,806,799,0,3.67768566666667
"PNPLA7","Pnpla7",3.423108,3.877758,3.552124,285,215,178,3.61766333333333,2.156305,2.121352,3.336902,165,123,128,0,4.61766333333333
"PNPLA8","Pnpla8",26.428212,39.791838,33.806414,1714,1542,1372,33.3421546666667,23.737197,28.88938,25.123449,926,835,782,0,34.3421546666667
"PNPO","Pnpo",2.312397,3.437703,3.107167,142,190,142,2.95242233333333,25.967734,27.86741,27.581871,488,485,463,17.712567,0.211217538103315
"PNPT1","Pnpt1",5.201348,5.054599,4.233747,292,288,174,4.829898,39.307322,27.009931,41.051895,543,440,453,0,5.829898
"PNRC2","Pnrc2",103.728844,187.456018,94.915093,473,448,351,128.699985,273.607991,198.791274,447.069821,781,414,579,0,129.699985
"POC1A","Poc1a",0.69878,1.085336,1.216726,33,40,39,1.00028066666667,2.54526,1.893359,2.299776,86,50,52,0,2.00028066666667
"POC1B","Poc1b",0.908443,1.823758,2.620077,62,60,43,1.78409266666667,11.860606,5.97724,6.277259,334,124,115,0,2.78409266666667
"POC5","Poc5",1.469504,1.365697,3.317385,118,114,87,2.050862,18.195492,14.940216,19.349727,213,194,191,0,3.050862
"PODN","Podn",1.700438,2.530771,3.603436,131,150,107,2.61154833333333,1.320239,0.14952,0.263051,24,4,4,0,3.61154833333333
"PODNL1","Podnl1",0,0,0.013702,0,0,1,0.00456733333333333,1.102899,1.416576,1.935544,16,19,12,4.20012266666667,0.193181468539717
"PODXL","Podxl",16.168261,11.615098,16.022102,1803,1829,1548,14.6018203333333,6.071339,2.573828,5.623569,385,111,294,9.72210233333333,1.45510832188476
"PODXL2","Podxl2",3.632658,4.783716,5.599503,83,93,79,4.671959,29.746248,46.563832,53.256536,1091,1288,1268,78.3351706666667,0.0714936257442643
"POF1B","Pof1b",0,0,0,0,0,0,0,0.058624,0.056884,0.062219,4,3,3,0,1
"POFUT1","Pofut1",1.231625,1.566795,1.432987,227,203,179,1.410469,19.371178,19.00023,18.184825,967,581,606,33.4531586666667,0.0699636577104938
"POFUT2","Pofut2",6.611036,7.986692,7.628726,386,368,307,7.408818,38.62187,28.0092,29.284447,991,592,577,0,8.408818
"POGK","Pogk",1.22268,1.169966,1.831003,229,220,185,1.407883,9.030641,12.567617,13.544966,1040,910,939,0,2.407883
"POGLUT1","Poglut1",1.880166,1.795465,1.653546,143,135,101,1.77639233333333,10.630227,11.733656,9.260199,396,300,308,0,2.77639233333333
"POGLUT2","Poglut2",2.465978,2.367856,2.460643,137,123,108,2.43149233333333,7.23792,7.547753,11.862213,207,120,151,31.2282773333333,0.106474581245588
"POGLUT3","Poglut3",2.372883,1.261802,1.161173,119,136,96,1.59861933333333,12.263305,6.284321,7.66222,565,199,231,0,2.59861933333333
"POGZ","Pogz",4.566616,1.970457,3.362831,207,192,170,3.299968,83.258043,48.628739,33.628719,2376,1566,1637,0,4.299968
"POLA1","Pola1",1.067688,2.101346,1.835754,98,88,66,1.66826266666667,4.784084,2.762657,3.841232,336,148,191,0,2.66826266666667
"POLA2","Pola2",2.446949,3.661962,2.365574,105,113,86,2.82482833333333,11.863378,7.384407,6.562308,196,80,85,0,3.82482833333333
"POLB","Polb",6.382315,7.715647,6.685636,223,244,160,6.927866,35.191828,49.333951,67.173591,289,243,317,5.52197966666667,1.21556128739847
"POLD1","Pold1",1.20262,2.463625,1.821646,78,93,64,1.829297,15.936975,7.255413,8.996549,289,100,144,38.941199,0.0708365565089821
"POLD2","Pold2",7.829958,7.74645,7.214159,137,120,101,7.59685566666667,222.981262,92.707524,163.10448,633,313,327,0,8.59685566666667
"POLD3","Pold3",1.593436,1.211818,2.902774,91,82,64,1.902676,6.551193,4.746959,6.987397,233,113,141,0,2.902676
"POLD4","Pold4",2.925329,2.575125,2.310604,43,39,24,2.603686,12.491841,15.242634,9.365198,142,123,76,0,3.603686
"POLDIP2","Poldip2",18.989594,21.076163,20.322349,1069,1092,847,20.1293686666667,26.986006,27.591191,32.299559,969,759,770,0,21.1293686666667
"POLDIP3","Poldip3",1.973206,2.062588,2.471814,178,159,156,2.16920266666667,25.288891,19.208424,21.658253,1358,766,833,0,3.16920266666667
"POLE","Pole",0.250129,0.258621,0.260552,26,36,35,0.256434,35.38381,22.852456,16.43544,937,425,535,0,1.256434
"POLE2","Pole2",0.19843,0.107064,0.255722,9,4,8,0.187072,11.882021,8.771143,8.955572,66,25,18,0,1.187072
"POLE3","Pole3",3.037776,4.150151,3.226748,159,173,122,3.47155833333333,15.237476,12.061678,15.378594,496,322,334,0,4.47155833333333
"POLE4","Pole4",4.44019,6.860208,7.051573,145,175,142,6.11732366666667,36.063192,38.800233,42.728329,161,143,134,0,7.11732366666667
"POLG","Polg",57.318727,49.986736,31.941213,641,621,471,46.4155586666667,116.380363,55.381758,80.985238,1021,514,579,0,47.4155586666667
"POLG2","Polg2",0.585467,0.427691,0.802001,29,20,28,0.605053,13.211719,7.008038,13.161206,177,83,123,0,1.605053
"POLH","Polh",0.684836,0.763231,0.969742,66,74,64,0.805936333333333,11.678389,6.464757,5.452071,337,196,243,0,1.80593633333333
"POLI","Poli",0.260223,0.13671,0.208759,13,11,12,0.201897333333333,12.447111,5.097919,8.235156,484,173,220,0,1.20189733333333
"POLK","Polk",0.829064,0.672913,0.83734,66,61,45,0.779772333333333,9.455532,8.958246,8.135672,601,401,371,0,1.77977233333333
"POLL","Poll",1.279932,1.077256,1.630514,100,79,90,1.329234,17.047615,13.831901,19.201746,348,231,253,0,2.329234
"POLM","Polm",0.424954,0.398676,0.565457,24,20,25,0.463029,6.249414,6.602022,8.053723,172,130,132,0,1.463029
"POLN","Poln",2.217438,2.552505,1.871645,18,26,13,2.21386266666667,5.250544,7.300953,4.640598,105,82,63,83.133368,0.0381996197592692
"POLQ","Polq",1.095622,0.975394,0.875594,173,129,110,0.982203333333333,1.766265,0.85119,1.820118,110,26,39,0,1.98220333333333
"POLR1A","Polr1a",6.700858,8.459739,6.041007,613,603,486,7.06720133333333,20.96436,36.838225,38.844577,1270,1321,1151,0,8.06720133333333
"POLR1B","Polr1b",1.312334,1.454067,1.442037,132,130,94,1.40281266666667,14.843957,10.783249,11.603021,500,453,404,0,2.40281266666667
"POLR1C","Polr1c",7.272919,4.966698,5.034372,100,83,72,5.75799633333333,12.458281,14.324491,17.234635,200,178,223,0,6.75799633333333
"POLR1D","Polr1d",8.583784,8.365359,8.935563,283,276,202,8.62823533333333,59.258198,39.091976,70.891608,894,572,677,0,9.62823533333333
"POLR1E","Polr1e",6.457855,6.237343,7.890152,149,157,157,6.86178333333333,11.410077,9.225319,10.00547,362,222,213,0,7.86178333333333
"POLR2A","Polr2a",3.080563,2.5215,2.840268,537,531,458,2.81411033333333,272.041946,315.819979,306.839956,3343,2905,2678,0,3.81411033333333
"POLR2B","Polr2b",27.24977,25.152286,20.893097,703,580,559,24.4317176666667,87.868412,99.608088,134.384948,2342,1957,2068,4.20012266666667,4.89059956790763
"POLR2C","Polr2c",17.54265,17.340081,22.187282,470,421,423,19.0233376666667,29.586889,31.849225,33.631997,710,515,560,0,20.0233376666667
"POLR2D","Polr2d",3.595435,4.661448,4.923087,89,99,90,4.39332333333333,13.416272,12.48471,18.640629,651,512,585,0,5.39332333333333
"POLR2E","Polr2e",13.172251,13.19431,16.452449,407,417,389,14.2730033333333,79.908167,82.110965,91.621877,1226,948,991,4.20012266666667,2.93704674146148
"POLR2F","Polr2f",26.811939,29.039859,28.431352,196,200,160,28.0943833333333,45.811361,38.527983,50.638755,537,326,358,0,29.0943833333333
"POLR2G","Polr2g",20.740108,16.386387,11.873293,189,206,154,16.3332626666667,106.665784,90.304216,107.477839,725,514,538,0,17.3332626666667
"POLR2H","Polr2h",2.394436,4.127703,4.483213,37,59,52,3.66845066666667,45.584136,37.51757,43.916291,428,268,282,0,4.66845066666667
"POLR2I","Polr2i",15.638856,19.939681,11.461428,96,99,75,15.6799883333333,46.999688,45.529544,66.204867,209,159,187,27.8444503333333,0.578273745575853
"POLR2J","Polr2j",13.025455,13.109202,17.491446,169,142,135,14.5420343333333,13.177813,10.53572,14.526295,180,108,130,0,15.5420343333333
"POLR2K","Polr2k",4.092749,4.12896,7.925603,39,37,49,5.38243733333333,41.619734,40.041686,51.657415,534,400,478,0,6.38243733333333
"POLR2L","Polr2l",4.608277,5.672425,5.632075,228,261,200,5.304259,40.402237,42.525984,37.310002,358,290,257,0,6.304259
"POLR2M","Polr2m",43.837104,60.85451,45.905231,2101,1926,1650,50.1989483333333,62.572192,50.532426,44.609748,887,573,608,0,51.1989483333333
"POLR3B","Polr3b",1.560167,1.832671,1.965052,132,154,136,1.78596333333333,3.41105,5.684738,5.124468,265,294,273,15.9314053333333,0.164544128410211
"POLR3C","Polr3c",3.58105,3.964277,4.761087,217,195,177,4.102138,11.22412,14.44978,12.621664,401,348,336,0,5.102138
"POLR3D","Polr3d",2.863449,4.017737,3.67646,123,122,83,3.51921533333333,21.409832,17.993894,21.168222,912,523,531,0,4.51921533333333
"POLR3E","Polr3e",1.080925,0.955584,0.744392,114,87,52,0.926967,28.910912,22.162398,27.459809,546,326,365,0,1.926967
"POLR3F","Polr3f",1.4464,2.426542,2.029488,153,153,140,1.96747666666667,8.750086,7.878472,8.800445,241,195,197,0,2.96747666666667
"POLR3G","Polr3g",0.505941,1.115216,0.453675,38,43,26,0.691610666666667,10.143462,6.113341,7.088096,401,160,175,0,1.69161066666667
"POLR3GL","Polr3gl",10.580689,11.940518,9.152226,219,215,132,10.557811,16.949818,14.967617,17.61771,311,198,209,0,11.557811
"POLR3H","Polr3h",2.320524,2.357025,1.981483,66,73,37,2.21967733333333,17.900809,23.081767,23.927865,485,498,514,0,3.21967733333333
"POLR3K","Polr3k",1.994785,1.997046,1.644469,159,124,113,1.87876666666667,5.086919,6.781187,7.848159,107,107,114,0,2.87876666666667
"POLRMT","Polrmt",7.666994,7.455392,9.261097,247,259,235,8.12782766666667,28.301895,27.612749,30.076272,456,353,347,0,9.12782766666667
"POM121C","Pom121",1.212771,0.961177,1.106925,228,176,146,1.09362433333333,31.381057,41.693284,30.1862,1290,1000,1037,5.52197966666667,0.321010558195035
"POM121L2","Pom121l2",0,0.010816,0,0,1,0,0.00360533333333333,0,0,0,0,0,0,0,1.00360533333333
"POMC","Pomc",0,0,0.049313,0,0,1,0.0164376666666667,0.084353,0,0,1,0,0,0,1.01643766666667
"POMGNT1","Pomgnt1",12.893729,13.30759,13.691631,522,523,461,13.29765,56.676003,62.004524,69.554395,1272,1064,1026,0,14.29765
"POMGNT2","Pomgnt2",1.476246,1.435647,1.5657,120,91,82,1.492531,9.730463,7.795261,9.174447,450,273,279,0,2.492531
"POMK","Pomk",0.890018,0.820715,0.914555,105,90,78,0.875096,68.207116,36.587509,15.582251,989,1037,1324,0,1.875096
"POMP","Pomp",69.890938,90.928913,78.805285,541,531,394,79.8750453333333,37.595212,41.108791,51.866331,709,605,683,0,80.8750453333333
"POMT1","Pomt1",2.803093,3.501452,2.424317,125,111,94,2.90962066666667,55.098035,53.404611,56.435158,1012,769,739,0,3.90962066666667
"POMT2","Pomt2",0.956718,1.090339,1.18445,130,145,107,1.077169,51.308333,51.511326,59.13529,661,508,509,0,2.077169
"PON1","Pon1",0.052669,0,0,1,0,0,0.0175563333333333,0.188264,0,0.298047,3,0,1,0,1.01755633333333
"PON2","Pon2",9.468858,9.648275,4.795412,327,374,251,7.97084833333333,144.130477,78.369255,91.242073,2229,945,1199,0,8.97084833333333
"PON3","Pon3",4.863229,6.338533,6.821696,189,198,143,6.00781933333333,0,0.212818,0.269791,0,2,1,0,7.00781933333333
"POP4","Pop4",1.598495,2.056218,2.609042,78,90,89,2.08791833333333,26.785574,28.335091,33.4324,216,171,189,0,3.08791833333333
"POP5","Pop5",12.205007,14.663072,11.753306,98,118,67,12.873795,22.052422,22.407594,27.230274,206,135,151,0,13.873795
"POP7","Pop7",1.410298,1.655328,2.215773,34,37,38,1.76046633333333,19.122331,20.693828,26.89164,200,160,155,0,2.76046633333333
"POPDC2","Popdc2",89.024047,119.710186,139.714789,3626,4413,4003,116.149674,8.148155,7.056456,3.921665,14,14,8,5.60016366666667,17.7495104540589
"POPDC3","Popdc3",3.589692,3.821969,3.088247,167,170,117,3.49996933333333,5.291081,6.220123,8.719535,97,87,92,0,4.49996933333333
"POR","Por",8.013331,9.30423,9.946687,392,363,370,9.08808266666667,89.273379,96.41475,74.030455,701,595,596,0,10.0880826666667
"PORCN","Porcn",0.483047,0.457991,0.619973,22,24,19,0.520337,5.955942,8.420926,7.845977,134,139,120,0,1.520337
"POSTN","Postn",5.508839,8.965307,7.930282,358,477,390,7.46814266666667,201.497252,58.647084,55.487211,8451,1951,1551,0,8.46814266666667
"POU1F1","Pou1f1",0,0.05997,0.079065,0,2,2,0.046345,0.129332,0,0.124275,3,0,2,0,1.046345
"POU2AF1","Pou2af1",0.036574,0.039089,0.139369,3,3,6,0.0716773333333333,0.420277,0.276531,0.20998,20,9,7,48.6633016666667,0.0215788579769884
"POU2F1","Pou2f1",2.337468,0.600455,3.264189,199,140,176,2.06737066666667,2.805802,1.898951,1.65863,706,365,284,0,3.06737066666667
"POU2F2","Pou2f2",0.077247,0.052167,0.12631,11,11,22,0.0852413333333333,0.407112,1.044574,10.127569,31,45,70,0,1.08524133333333
"POU2F3","Pou2f3",0.028742,0,0.019989,2,0,1,0.0162436666666667,0.07354,0.278491,0.084885,4,4,3,0,1.01624366666667
"POU3F1","Pou3f1",0,0.008802,0.016759,0,1,1,0.00852033333333333,3.996679,2.243582,3.900735,178,75,111,6.209303,0.139891517020901
"POU3F2","Pou3f2",0,0,0,0,0,0,0,5.434904,2.257597,6.592743,463,147,384,0,1
"POU3F3","Pou3f3",0.004772,0,0,1,0,0,0.00159066666666667,3.430441,0.149439,2.498407,218,7,101,0,1.00159066666667
"POU3F4","Pou3f4",0,0,0,0,0,0,0,1.120231,0,0.35887,79,0,17,0,1
"POU4F1","Pou4f1",0.00783,0.015702,0,1,2,0,0.007844,14.647264,25.140975,29.433149,1131,1475,1542,0,1.007844
"POU4F2","Pou4f2",0,0,0,0,0,0,0,4.63024,3.351395,3.02135,252,139,112,0,1
"POU4F3","Pou4f3",0,0,0,0,0,0,0,0.10733,0.028305,0.257669,5,1,8,0,1
"POU5F1","Pou5f1",0,0,0,0,0,0,0,0.330421,0.309953,0.369257,9,7,5,0,1
"POU5F2","Pou5f2",0,0,0,0,0,0,0,0.146045,0.050139,0.095172,23,6,10,0,1
"POU6F1","Pou6f1",1.553347,1.288883,1.511318,148,109,106,1.45118266666667,22.485854,17.607148,23.526795,208,101,74,0,2.45118266666667
"POU6F2","Pou6f2",0,0,0,0,0,0,0,0.683165,0.569969,0.398947,50,38,19,0,1
"PP2D1","Pp2d1",0.027103,0,0,2,0,0,0.00903433333333333,0.606888,1.169244,0.694083,21,30,16,0,1.00903433333333
"PPA1","Ppa1",13.032598,16.473408,13.027562,283,307,218,14.177856,48.457617,53.34412,67.445694,992,843,912,0,15.177856
"PPA2","Ppa2",34.308224,32.769182,38.30169,780,772,662,35.1263653333333,79.74723,72.219602,80.100528,593,385,429,0,36.1263653333333
"PPAN","Ppan",1.186059,0.751947,0.822295,56,32,32,0.920100333333333,34.030142,22.917803,24.485088,384,209,202,0,1.92010033333333
"PPARA","Ppara",5.423134,12.578516,8.480705,438,544,367,8.82745166666667,4.496709,2.804943,2.848805,331,205,166,0,9.82745166666667
"PPARD","Ppard",3.579196,3.386871,3.41761,296,265,224,3.46122566666667,8.124858,6.054809,7.422054,557,315,337,0,4.46122566666667
"PPARG","Pparg",2.764235,2.922766,2.531672,107,88,62,2.73955766666667,0.34537,0.231644,0.428098,7,4,3,0,3.73955766666667
"PPARGC1A","Ppargc1a",9.115629,10.621178,7.928629,1388,1140,744,9.221812,22.023681,25.348344,8.334363,797,602,587,6.209303,1.41786411252239
"PPARGC1B","Ppargc1b",1.098496,1.641319,1.896472,140,140,172,1.545429,1.185944,1.134385,1.625423,205,152,136,0,2.545429
"PPCDC","Ppcdc",3.244604,2.085558,1.881912,81,70,43,2.40402466666667,5.90671,6.268764,4.187776,71,46,49,0,3.40402466666667
"PPCS","Ppcs",2.277669,2.498289,3.48987,64,70,73,2.755276,28.878077,32.818403,42.858883,362,315,367,0,3.755276
"PPDPF","Ppdpf",10.240604,13.149321,14.991074,144,172,141,12.7936663333333,153.054215,105.428023,160.34844,1035,577,643,0,13.7936663333333
"PPEF1","Ppef1",0,0.06231,0,0,2,0,0.02077,5.510093,8.769822,11.553107,94,100,140,0,1.02077
"PPEF2","Ppef2",0.058845,0.014793,0,1,1,0,0.024546,8.07622,0.154169,0.215124,6,8,4,0,1.024546
"PPFIA2","Ppfia2",0.016684,0.084983,0.057202,3,10,6,0.0529563333333333,28.48987,32.681813,22.920594,949,1024,906,0,1.05295633333333
"PPFIA3","Ppfia3",0.033841,0.022415,0.065906,1,3,2,0.0407206666666667,29.96218,29.054999,35.711908,975,789,851,16.6187286666667,0.0590689990382583
