"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"NDUFV2","Ndufv2",140.453527,150.993248,153.8311,3168,3191,2474,148.425958333333,119.837696,169.811509,213.244977,523,491,552,1.69704866666667,55.403508353452
"NDUFV3","Ndufv3",156.039025,169.476626,161.339722,1473,1501,1094,162.285124333333,10.477143,12.506362,10.169644,401,324,374,0.912313666666667,85.3861618935945
"NEBL","Nebl",73.010517,73.844143,87.075636,4111,3677,3415,77.9767653333333,12.146955,37.061131,41.986186,251,335,250,0.101095,71.7256597599057
"NECAB1","Necab1",0.085901,0.352462,0.153523,14,19,11,0.197295333333333,1.127585,1.10134,1.07185,79,34,67,0,1.19729533333333
"NECAB2","Necab2",0,0,0,0,0,0,0,11.555189,7.392588,7.7967,95,61,89,0.0354296666666667,0.965782642889956
"NECAB3","Necab3",0.096143,0.103384,0.173004,3,1,1,0.124177,12.167392,9.855321,9.272714,147,85,120,10.058892,0.101653673803849
"NECAP1","Necap1",2.89169,2.615402,2.873326,189,175,157,2.79347266666667,32.05384,28.070047,35.332541,749,473,681,0,3.79347266666667
"NECAP2","Necap2",2.836501,5.50585,4.538458,103,100,103,4.293603,24.412482,31.900433,22.490811,557,538,490,0,5.293603
"NECTIN1","Nectin1",0.216677,0.368559,0.825497,24,28,17,0.470244333333333,16.550083,10.961976,17.162661,1116,589,1080,0.297548,1.13309436979082
"NECTIN2","Nectin2",5.863131,6.517309,6.052799,276,255,216,6.144413,74.80011,75.323837,84.00189,1575,1219,1321,0.463241,4.88259486988131
"NECTIN3","Nectin3",0.928817,1.093233,0.929721,91,83,62,0.983923666666667,12.602705,16.476115,10.432468,394,501,333,0,1.98392366666667
"NECTIN4","Nectin4",0.054273,0.029481,0.090459,6,3,7,0.058071,0.07942,0.163399,0.085461,4,7,4,0.068384,0.990347103663102
"NEDD1","Nedd1",5.350079,4.710697,5.423271,481,370,397,5.161349,5.703061,9.705387,4.512076,214,260,159,19.817044,0.295976172217343
"NEDD4","Nedd4",52.229377,54.083031,56.565899,6016,5741,4864,54.292769,48.232964,86.384551,56.511712,360,488,338,2.42142433333333,16.1607458219398
"NEDD4L","Nedd4l",11.324343,10.752612,11.827115,345,313,273,11.3013566666667,47.06715,37.810816,21.494194,772,566,751,0.415440333333333,8.69083378293822
"NEDD8","Nedd8",39.301278,46.146146,50.36652,310,324,262,45.2713146666667,264.960289,288.530729,332.12502,544,466,560,31.580041,1.420235004206
"NEDD9","Nedd9",2.285504,2.803896,1.986881,284,258,194,2.35876033333333,4.076915,5.792243,2.35945,187,305,143,214.938444,0.0155542490309569
"NEFH","Nefh",0.008412,0.02419,0.012231,1,3,1,0.0149443333333333,2.708866,2.432495,2.856919,153,108,139,0.882634333333333,0.539108585965446
"NEFL","Nefl",0.017587,0.018403,0.037001,2,2,3,0.0243303333333333,258.997193,198.868376,277.659526,14051,8702,13309,0,1.02433033333333
"NEFM","Nefm",0.027437,0.038363,0.038723,3,4,3,0.034841,1013.341876,736.720675,1134.316833,34379,18808,31924,0.204017333333333,0.859490118082464
"NEGR1","Negr1",0.100447,0.180224,0.058999,13,19,7,0.113223333333333,0.514398,0.870459,0.766674,60,89,56,0.159001666666667,0.960501926226738
"NEIL1","Neil1",0.784194,0.685314,1.062454,42,34,32,0.843987333333333,23.259319,16.150791,19.683849,260,169,213,0.012617,1.82101162960264
"NEIL2","Neil2",0.177345,0.348186,0.28772,19,27,15,0.271083666666667,7.091389,8.067836,8.768099,184,166,186,1.42795133333333,0.523521064535341
"NEIL3","Neil3",0.106544,0.073806,0.044996,8,6,2,0.0751153333333333,0.087327,0.324881,0.22843,3,9,7,0.899169333333333,0.566097669367029
"NEK1","Nek1",2.014353,1.282912,1.305633,224,208,168,1.53429933333333,4.283992,5.018399,4.571241,297,282,251,55.1864863333333,0.0451051400206499
"NEK10","Nek10",0,0,0,0,0,0,0,1.375596,1.549454,0.958565,51,36,28,13.2485366666667,0.0701826456564779
"NEK11","Nek11",0.010108,0,0,1,0,0,0.00336933333333333,1.973401,3.178517,1.013149,28,23,18,0.996225333333333,0.502633303254342
"NEK2","Nek2",0.164026,0.05889,0.075194,7,5,2,0.09937,0.28757,1.523224,0.340657,8,27,7,1.553164,0.430591219365462
"NEK3","Nek3",0.584691,0.495207,0.422661,36,18,9,0.500853,38.293389,56.597647,18.047597,231,134,209,2.79632366666667,0.395343793570113
"NEK4","Nek4",0.544128,0.589479,0.729717,70,55,61,0.621108,7.820814,6.977342,7.371763,217,162,166,0.0376706666666667,1.56225674684197
"NEK5","Nek5",0,0,0,0,0,0,0,0.408526,0.600327,0.449935,22,29,22,8.26088166666667,0.10798107955524
"NEK6","Nek6",0.671508,0.230641,0.988821,41,36,38,0.630323333333333,37.65204,40.272745,34.161388,1345,1186,1077,50.5191323333333,0.0316450075825229
"NEK7","Nek7",9.723265,9.275929,10.707908,1247,1052,987,9.90236733333333,5.867062,12.808474,4.949897,320,503,220,29.681376,0.355341537919725
"NEK8","Nek8",0.50984,0.338214,0.50768,35,18,28,0.451911333333333,3.518284,3.070772,3.267203,106,84,89,2.33262766666667,0.435665630413959
"NEK9","Nek9",11.841464,13.728625,13.99992,2100,2314,1776,13.190003,20.54454,22.844503,14.681585,651,463,570,76.330743,0.183497564480921
"NELFA","Nelfa",1.060819,1.179113,1.024239,88,94,60,1.088057,10.169593,9.648703,10.361178,206,164,192,0.168981,1.78621979313607
"NELFB","Nelfb",11.963506,10.119126,13.361121,307,288,243,11.8145843333333,11.372695,10.745181,13.035338,429,323,425,0.0138226666666667,12.6398676560135
"NELFCD","Nelfcd",3.096679,4.0918,5.490049,212,239,219,4.226176,30.889361,34.83132,36.061851,583,528,564,0.419462333333333,3.68179970491174
"NELFE","Nelfe",3.024111,4.068402,4.073329,57,78,68,3.72194733333333,22.000651,23.263669,19.905256,341,290,287,0.185034333333333,3.98465023376257
"NELL1","Nell1",0,0,0,0,0,0,0,30.639309,10.430764,44.664839,398,80,370,1.12109,0.471455713807524
"NELL2","Nell2",0,0,0,0,0,0,0,34.078551,22.908868,36.492386,756,357,768,0.0754466666666667,0.929846203437951
"NEMF","Nemf",3.964699,4.480108,4.024823,505,516,426,4.15654333333333,39.1784,51.334635,42.090985,690,677,643,0.0368883333333333,4.97309417761154
"NEMP2","Nemp2",0.257331,0.238257,0.285475,23,21,13,0.260354333333333,1.084329,2.123039,2.784508,60,73,80,6.59138266666667,0.166024344796565
"NENF","Nenf",18.627834,18.771228,20.984195,296,325,223,19.4610856666667,14.621074,8.346795,18.004205,154,74,172,0,20.4610856666667
"NEO1","Neo1",5.492977,5.937306,7.219383,898,870,759,6.21655533333333,36.631344,45.083821,26.360959,1147,971,865,6.29026566666667,0.989889211627724
"NEPRO","Nepro",0.619416,0.753951,0.854746,41,52,50,0.742704333333333,15.725499,22.680805,19.428064,589,452,538,0.0633363333333333,1.63890227268951
"NES","Nes",3.184679,2.897791,4.045244,640,571,573,3.37590466666667,163.073984,187.943201,154.591992,13996,12820,11479,0,4.37590466666667
"NET1","Net1",3.6017,3.039063,5.144294,149,129,127,3.92835233333333,5.456803,12.768004,4.074206,166,276,166,1.37330433333333,2.07657832335873
"NETO1","Neto1",0,0,0,0,0,0,0,0.38094,2.409125,0.431556,7,17,6,15.538849,0.0604636997411368
"NETO2","Neto2",0.214454,0.206651,0.178345,22,12,13,0.199816666666667,32.674802,29.046457,26.708681,722,567,645,8.02846633333333,0.132892633407394
"NEU1","Neu1",2.97424,2.864867,4.218027,182,167,140,3.352378,39.954892,26.599736,43.086294,1264,685,1185,0.233933333333333,3.527239180939
"NEU2","Neu2",0.020783,0,0.115532,1,0,4,0.0454383333333333,0,0,0,0,0,0,8.85533033333333,0.106078466979172
"NEU3","Neu3",0.667793,0.459107,0.495142,73,46,39,0.540680666666667,6.436049,5.314295,4.876978,369,269,336,13.2533376666667,0.10809262382591
"NEU4","Neu4",0,0,0.009288,0,0,1,0.003096,0.257565,0.134636,0.348384,5,1,3,0.0541263333333333,0.951589926444617
"NEURL1B","Neurl1b",0.353986,0.274801,0.245534,72,56,35,0.291440333333333,0.24895,0.461706,0.289917,24,35,24,0,1.29144033333333
"NEURL2","Neurl2",6.364024,7.266448,6.810754,184,203,140,6.813742,2.271823,1.04266,1.219612,27,14,17,9.18517166666667,0.76716841460535
"NEURL3","Neurl3",0.524702,0.627985,0.851165,42,47,46,0.667950666666667,0.103873,0.201112,0.184196,2,3,3,19.3679553333333,0.0818909232355282
"NEURL4","Neurl4",7.853676,7.844428,7.378209,479,426,366,7.69210433333333,27.01317,29.655931,31.222121,687,549,635,87.9284476666667,0.0977426747165792
"NEUROD1","Neurod1",0,0,0,0,0,0,0,0.203855,0.142774,0.23397,7,4,7,0.827313333333333,0.547251520447141
"NEUROD2","Neurod2",0,0,0,0,0,0,0,0.067487,0.143088,0.107219,3,5,6,8.82670566666667,0.101763503855836
"NEUROD4","Neurod4",0,0,0,0,0,0,0,0.016809,0.020868,0.037659,1,1,2,0,1
"NEUROD6","Neurod6",0,0,0.02104,0,0,1,0.00701333333333333,0,0,0,0,0,0,0.0677486666666667,0.943118324349738
"NEUROG1","Neurog1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NEUROG2","Neurog2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.518074,0.397128916783224
"NEUROG3","Neurog3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.073711,0.931349310941212
"NEXMIF","Nexmif",0.00633,0.013128,0.022134,2,2,6,0.013864,0.186339,0.176014,0.129243,30,26,21,0,1.013864
"NEXN","Nexn",371.96763,331.031591,347.735737,5385,4514,3624,350.244986,2.676883,7.811825,2.210195,61,177,58,0,351.244986
"NF1","Nf1",2.03815,1.557681,1.996217,443,386,332,1.864016,17.225946,18.260629,14.080146,1000,938,907,0.333800666666667,2.14725938558535
"NF2","Nf2",18.260751,19.705501,13.567428,1203,1093,919,17.1778933333333,6.799225,6.107471,5.041289,429,293,353,0,18.1778933333333
"NFAM1","Nfam1",0.245162,0.264506,0.461722,32,33,43,0.323796666666667,0.517898,0.174878,0.025334,11,10,2,8.60638733333333,0.13780379873641
"NFASC","Nfasc",0.002878,0.010211,0.0117,1,1,2,0.008263,25.875627,18.702173,21.969366,3085,1505,2314,0,1.008263
"NFAT5","Nfat5",5.720525,3.506444,2.401617,820,612,515,3.87619533333333,8.865007,5.283518,6.654606,758,845,702,7.864014,0.550111420552058
"NFATC1","Nfatc1",1.989239,1.956191,1.291281,218,183,141,1.74557033333333,1.545281,2.863983,2.341869,52,38,52,0.312332666666667,2.09212984106164
"NFATC2","Nfatc2",0.93643,1.390925,1.541341,131,194,164,1.28956533333333,3.56049,7.447678,4.138568,389,648,426,0.412351666666667,1.62110144900172
"NFATC2IP","Nfatc2ip",0.447373,0.404904,0.82454,45,42,32,0.558939,20.023982,19.526166,17.331554,637,493,508,3.53758866666667,0.343561110210812
"NFATC3","Nfatc3",1.891869,1.962158,2.383973,342,323,302,2.07933333333333,4.501963,6.965783,4.526989,400,376,340,9.06623333333333,0.305907207926169
"NFATC4","Nfatc4",0.849692,1.036865,1.940025,48,44,46,1.27552733333333,12.412454,36.046457,8.34442,220,574,173,56.7097546666667,0.0394305494188435
"NFE2","Nfe2",0.244693,0.262991,0.338901,1,4,4,0.282195,0.1867,0,0.047958,4,0,1,10.3860383333333,0.11261116135946
"NFE2L1","Nfe2l1",82.553621,91.97268,98.684676,5523,5274,4463,91.0703256666667,265.790383,260.74025,207.488869,5193,4125,4070,9.43820566666667,8.82051270178396
"NFE2L2","Nfe2l2",8.755062,9.865194,9.822472,668,693,542,9.48090933333333,39.909548,50.894905,41.641089,1007,1059,904,31.07306,0.326782331755477
"NFE2L3","Nfe2l3",0.040503,0,0.080264,3,0,4,0.0402556666666667,56.131535,49.548235,55.895535,656,465,557,0.107441,0.93933281020539
"NFIA","Nfia",3.078042,3.693035,4.584121,538,475,417,3.785066,0.524718,0.956803,0.365409,66,86,66,0.0734593333333333,4.45761273987091
"NFIB","Nfib",7.372219,8.487956,6.914907,1584,1422,1264,7.591694,0.493094,0.501966,0.604352,30,47,27,0.0620306666666667,8.08987373873699
"NFIC","Nfic",15.774133,17.420003,18.727684,1377,1483,1249,17.3072733333333,2.999457,3.583355,2.466582,162,154,138,36.1639773333333,0.492608021179506
"NFIL3","Nfil3",1.140049,0.661092,0.897532,73,40,41,0.899557666666667,3.668216,3.215859,3.790821,108,76,99,0,1.89955766666667
"NFIX","Nfix",20.652465,24.490197,16.865999,1293,1282,1082,20.6695536666667,0.040336,1.054887,0.175378,3,27,13,3.36021766666667,4.96983300451438
"NFKB1","Nfkb1",4.139845,4.495696,5.143532,413,384,346,4.59302433333333,8.182376,6.165067,5.245634,237,182,219,8.42122066666667,0.593662385291757
"NFKB2","Nfkb2",1.861469,1.745292,2.144447,189,174,157,1.91706933333333,15.198826,21.73482,15.032949,247,245,192,21.703311,0.128486516056329
"NFKBIA","Nfkbia",7.722994,9.417014,8.164551,293,310,183,8.434853,6.100704,17.622385,7.668444,89,84,96,0.0552123333333333,8.94118908769388
"NFKBIB","Nfkbib",2.886964,4.050121,3.872324,108,129,91,3.60313633333333,4.690561,5.335347,5.53233,106,115,93,3.195449,1.09717370735131
"NFKBID","Nfkbid",0.102381,0.108997,0.043052,3,3,2,0.08481,5.454947,2.797021,3.674822,42,32,34,7.688988,0.124848831647598
"NFKBIE","Nfkbie",0.161701,0.135894,0.139204,13,11,8,0.145599666666667,11.558663,11.191113,12.19969,186,119,165,6.69872066666667,0.14880390083859
"NFKBIL1","Nfkbil1",0.930896,1.134742,1.040194,32,38,29,1.03527733333333,8.128188,7.658989,8.470739,158,106,132,99.9378676666667,0.0201636648403804
"NFKBIZ","Nfkbiz",3.515962,0.218763,4.885336,34,25,20,2.87335366666667,2.897579,5.414979,2.261164,60,89,50,0.030379,3.75915431765075
"NFRKB","Nfrkb",1.003606,0.919706,0.963765,128,123,98,0.962359,9.420514,10.042668,8.181897,496,416,427,0.501884,1.30659824593644
"NFS1","Nfs1",22.295872,20.080702,20.911266,943,851,714,21.0959466666667,12.921257,12.09243,11.895235,232,161,216,1.31431266666667,9.54752008443688
"NFU1","Nfu1",11.938237,14.737118,14.271936,273,265,246,13.649097,16.310509,19.38404,14.829964,127,109,111,16.04717,0.859327207976456
"NFX1","Nfx1",4.752097,4.154661,3.462259,386,356,268,4.12300566666667,14.498458,12.508967,12.310162,644,471,616,12.7522313333333,0.372521777920451
"NFYA","Nfya",2.100033,3.3513,2.829406,156,169,126,2.76024633333333,14.156219,13.456679,13.508134,799,615,649,119.064971333333,0.0313184294434541
"NFYB","Nfyb",3.477658,3.985309,2.831871,116,123,94,3.43161266666667,14.96279,16.743566,12.34414,275,249,211,3.87704133333333,0.908668260893695
"NFYC","Nfyc",12.798822,11.880603,10.455713,391,348,296,11.7117126666667,66.432783,44.934037,72.338646,327,262,322,0.149969333333333,11.0539579606181
"NGB","Ngb",0.080681,0.020729,0.028967,2,1,1,0.043459,0.156957,0.099617,0.228704,4,2,5,0.05656,0.987600325584917
"NGDN","Ngdn",13.445852,8.002491,9.838559,128,143,105,10.4289673333333,18.258006,21.703828,14.222995,181,148,132,0,11.4289673333333
"NGEF","Ngef",0.033248,0.011518,0.015748,3,1,1,0.0201713333333333,0.685136,2.305168,0.217041,3,9,1,5.704956,0.152151831172842
"NGF","Ngf",1.40752,0.935963,1.86552,34,23,31,1.403001,4.03004,10.435175,5.244576,52,117,59,11.7622096666667,0.188290355883773
"NGFR","Ngfr",0.033421,0.043365,0.070589,4,5,6,0.049125,170.681446,116.014973,222.170617,8947,4819,10022,56.9990823333333,0.0180886482646475
"NGLY1","Ngly1",4.313528,5.554723,5.647653,315,307,228,5.171968,13.16919,10.86627,12.858166,314,219,276,3.72137,1.3072409067707
"NGRN","Ngrn",3.975728,3.706492,4.172076,156,134,116,3.951432,69.692614,72.774371,83.816994,1502,1152,1443,0.230203333333333,4.02488911047225
"NHEJ1","Nhej1",0.759277,0.817055,14.076884,22,22,23,5.21773866666667,6.113808,6.125675,4.189589,216,152,170,2.72044433333333,1.67123550565152
"NHLH1","Nhlh1",0,0,0,0,0,0,0,1.57418,1.508262,1.381327,60,46,46,0.264103666666667,0.791074360726217
"NHLH2","Nhlh2",0,0,0,0,0,0,0,1.042375,0.896835,0.771128,40,29,33,1.09655633333333,0.476972635602923
"NHLRC1","Nhlrc1",0.76576,0.972412,0.976058,51,66,45,0.904743333333333,0.406667,0.547229,0.569239,13,14,16,1.55339366666667,0.745965402123005
"NHLRC2","Nhlrc2",2.126982,3.11271,2.461662,623,470,412,2.567118,1.763076,2.11575,1.660582,298,238,246,0.0634443333333333,3.35430627461146
"NHLRC3","Nhlrc3",0.616137,0.605403,0.619555,102,95,75,0.613698333333333,7.714978,7.638518,8.11026,347,265,328,7.87525466666667,0.181819947025745
"NHLRC4","Nhlrc4",0.014349,0.030748,0.040302,1,2,2,0.0284663333333333,1.062144,0.63176,1.328622,32,15,34,0,1.02846633333333
"NHP2","Nhp2",2.433334,2.919897,2.928364,71,77,55,2.76053166666667,44.63732,51.922577,44.774075,299,285,298,4.713057,0.658234578556921
"NHSL1","Nhsl1",1.189109,1.704,2.812199,205,185,201,1.90176933333333,1.370348,2.71127,1.512429,87,150,77,0,2.90176933333333
"NHSL2","Nhsl2",0.188205,0.21528,0.416491,83,89,79,0.273325333333333,0.238647,0.887055,0.178441,49,119,32,0.154060333333333,1.10334381709102
"NICN1","Nicn1",3.588385,3.022147,3.295167,203,171,156,3.30189966666667,22.557174,19.476417,17.214808,404,274,302,0.545152666666667,2.78412596986101
"NID1","Nid1",13.688344,14.069198,12.38895,1785,1837,1418,13.382164,46.747766,35.010041,38.324442,4279,2582,3097,0,14.382164
"NID2","Nid2",2.700992,2.137075,3.846634,232,240,201,2.89490033333333,260.383575,155.680228,273.644795,9150,4666,7334,17.068786,0.215559602805265
"NIF3L1","Nif3l1",3.472564,4.184894,3.847516,118,129,88,3.83499133333333,16.031892,17.5177,19.609757,139,157,148,0.594854333333333,3.0316193976336
"NIFK","Nifk",6.916888,7.764598,6.217357,159,164,118,6.966281,69.069659,63.754732,85.417537,501,394,463,0.549708333333333,5.14050342806442
"NIM1K","Nim1k",0.316028,0.260613,0.355235,43,33,34,0.310625333333333,1.82385,1.158822,2.020948,43,26,35,11.3111213333333,0.106458648066827
"NIN","Nin",2.184677,2.555214,2.295821,260,243,261,2.34523733333333,4.060314,4.681651,4.089581,470,522,425,2.984669,0.839527030559711
"NINJ1","Ninj1",9.286813,9.808565,8.989879,279,270,203,9.36175233333333,9.889357,10.691765,11.250816,167,133,152,48.03255,0.211323953849705
"NINJ2","Ninj2",0,0,0,0,0,0,0,0.073476,0,0.247762,1,0,2,0.606432666666667,0.622497301474198
"NINL","Ninl",0.230523,0.714163,0.450379,12,21,17,0.465021666666667,25.640526,19.136391,27.260969,573,457,486,6.168142,0.204379554236881
"NIP7","Nip7",2.877252,4.749692,3.651591,88,114,75,3.75951166666667,11.175142,14.732374,14.851095,231,199,232,1.589491,1.83801050734166
"NIPA1","Nipa1",1.009387,0.972542,1.34376,103,96,97,1.108563,7.764592,6.341044,5.827205,621,485,548,0.337447666666667,1.57655738803986
"NIPA2","Nipa2",5.36834,6.323262,5.955085,317,292,274,5.882229,27.280902,26.200166,27.455905,859,711,795,9.025859,0.686447814596236
"NIPAL1","Nipal1",0,0,0.04029,0,0,4,0.01343,0.404407,0.71293,0.169541,20,30,12,0,1.01343
"NIPAL2","Nipal2",0.120609,0.115022,0.189732,13,12,15,0.141787666666667,3.67087,3.432936,3.638799,115,101,116,0.035787,1.10233828641088
"NIPAL3","Nipal3",3.630377,5.45896,6.186488,351,342,306,5.09194166666667,5.727979,3.930878,5.323672,415,238,343,0,6.09194166666667
"NIPAL4","Nipal4",0,0,0,0,0,0,0,0.835884,0.758847,0.322904,33,24,14,0.110001666666667,0.900899548198877
"NIPBL","Nipbl",2.212202,2.391301,2.628107,714,721,606,2.41053666666667,20.923589,26.253292,24.120936,723,791,573,0.092867,3.12072435773673
"NIPSNAP1","Nipsnap1",0.084044,0.067806,0.117411,1,3,2,0.0897536666666667,51.591135,44.217724,52.378323,1403,936,1318,0,1.08975366666667
"NIPSNAP2","Nipsnap2",464.128005,446.535588,579.937451,7055,6698,5569,496.867014666667,72.674071,87.575669,65.379773,496,383,423,8.81451333333333,50.7276313921492
"NIPSNAP3B","Nipsnap3b",1.432153,1.529362,1.541875,33,37,30,1.50113,0.75879,0.886867,1.108371,44,20,49,0,2.50113
"NISCH","Nisch",40.363521,40.322524,44.219326,1685,1617,1284,41.6351236666667,81.949068,83.990608,71.315294,3100,2298,2581,0.885139,22.6164350038202
"NIT1","Nit1",5.252957,6.761025,7.028134,209,231,175,6.347372,30.730574,37.573313,36.947802,176,155,173,5.250164,1.1755486736028
"NIT2","Nit2",5.355508,5.191552,8.139651,149,150,144,6.22890366666667,20.442184,14.133685,20.38203,406,256,373,7.821252,0.81948726401498
"NKAIN1","Nkain1",2.23237,1.400814,2.159922,66,42,45,1.93103533333333,17.230262,11.380559,20.975684,485,265,477,0,2.93103533333333
"NKAIN2","Nkain2",0.008677,0.026164,0.024864,1,3,2,0.0199016666666667,145.344855,55.439398,99.02935,507,289,482,0.116164,0.913756102747147
"NKAIN3","Nkain3",0,0,0,0,0,0,0,3.093178,2.843199,3.956341,590,458,550,8.52952066666667,0.104937072385802
"NKAIN4","Nkain4",0.527869,1.529309,0.859241,4,7,3,0.972139666666667,57.904663,34.327379,60.749686,755,419,663,0.898459666666667,1.03881041103674
"NKAP","Nkap",1.376316,2.028205,1.376154,143,131,126,1.59355833333333,6.86954,8.840504,9.633924,207,194,214,0.0804723333333333,2.40039309968449
"NKAPL","Nkapl",0.139469,0.048847,0.064682,6,2,2,0.0843326666666667,0.087304,0.054037,0.147626,2,1,3,3.30234666666667,0.252032844091287
"NKD1","Nkd1",0.110118,0.133629,0.187647,8,12,6,0.143798,0.110367,0.671176,0.608304,31,109,34,0.134415666666667,1.0082706309592
"NKD2","Nkd2",0.1273,0.270645,0.197388,17,15,13,0.198444333333333,1.47299,2.328235,1.545384,21,14,17,2849.60313633333,0.000420417811956408
"NKG7","Nkg7",0.061681,0.066338,0.086498,1,1,1,0.0715056666666667,1.223811,0.129182,0.694719,2,1,5,0.228019666666667,0.872547643780949
"NKIRAS1","Nkiras1",6.053946,8.010641,8.235003,216,243,207,7.43319666666667,6.266336,6.701376,8.817953,179,179,172,0.739311,4.84858467902903
"NKIRAS2","Nkiras2",7.020609,8.050608,8.075416,392,407,325,7.71554433333333,24.847513,20.853202,24.648539,693,568,613,0.156103333333333,7.53872433548328
"NKPD1","Nkpd1",0,0,0,0,0,0,0,0.315242,0.150646,0.293609,24,9,19,0,1
"NKRF","Nkrf",0.391779,0.274558,0.449114,41,27,34,0.371817,9.450538,5.869326,10.219606,266,202,295,2.84366133333333,0.356903712640656
"NKTR","Nktr",7.448195,6.653003,7.277064,642,524,398,7.12608733333333,28.806996,30.399851,21.420581,1813,1775,1433,0,8.12608733333333
"NLE1","Nle1",1.628153,2.514031,1.72572,33,55,36,1.955968,10.79063,8.001843,7.883724,316,232,290,24.608258,0.115430264721638
"NLGN1","Nlgn1",0.007193,0.007908,0.003454,2,1,1,0.006185,5.550317,2.958998,3.653815,325,181,260,0.364698333333333,0.737294811185378
"NLGN2","Nlgn2",0.759994,2.180332,0.715507,61,72,45,1.218611,77.472166,64.350924,51.687479,2904,2179,2401,11.717738,0.174450126272455
"NLGN3","Nlgn3",0.116421,0.077801,0.099557,3,6,8,0.0979263333333333,31.866405,18.65123,26.467517,1664,756,1271,0,1.09792633333333
"NLK","Nlk",2.012304,1.951242,2.521095,201,168,164,2.161547,28.564674,19.705096,19.85307,763,581,656,0.062314,2.97609463868498
"NLN","Nln",2.009078,3.132071,7.827005,184,145,163,4.322718,8.582919,11.678342,10.910349,586,491,556,7.666621,0.614163005397375
"NLRC3","Nlrc3",0.169916,0.193532,0.250531,24,23,23,0.204659666666667,0.323681,0.386904,0.548938,33,33,30,0.195186333333333,1.0079262396742
"NLRC4","Nlrc4",0.095415,0.056807,0.03628,15,8,4,0.062834,0.826301,0.433281,0.730368,42,18,33,5.25265566666667,0.169981213849027
"NLRC5","Nlrc5",0.311833,0.726091,0.586472,22,81,28,0.541465333333333,0.748077,1.084009,2.914171,7,11,9,0,1.54146533333333
"NLRP1","Nlrp1a",0.032856,0.017666,0,4,2,0,0.0168406666666667,0.110283,0.136848,0.495097,5,5,5,0,1.01684066666667
"NLRP10","Nlrp10",2.440222,2.436428,3.152585,365,338,339,2.67641166666667,0.107635,0.854184,0.120818,7,19,7,0.207838,3.04379533237625
"NLRP12","Nlrp12",0,0.004637,0,0,1,0,0.00154566666666667,0.288667,0.168727,0.27447,6,5,5,6.35750133333333,0.136125787993968
"NLRP14","Nlrp14",0,0,0,0,0,0,0,0,0.021347,0.019316,0,1,1,0.538881333333333,0.649822685050006
"NLRP3","Nlrp3",0.132544,0.071344,0.182823,5,5,5,0.128903666666667,0.089333,0.083568,0,5,4,0,0.071376,1.05369512352962
"NLRP4","Nlrp4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0.046641,0.95543744225575
"NLRP5","Nlrp5",0,0.01337,0,0,1,0,0.00445666666666667,0,0,0,0,0,0,96.0203813333333,0.0103530480179793
"NLRP6","Nlrp6",0,0.11929,0.012887,0,1,1,0.044059,0,0,0,0,0,0,0.345797666666667,0.775791952876522
"NLRP9","Nlrp9b",0,0,0,0,0,0,0,0.112784,0,0.025385,5,0,1,0.294847,0.77229201596791
"NLRX1","Nlrx1",2.034471,1.340804,1.959187,174,147,159,1.778154,3.857142,3.099867,3.383522,125,73,111,40.783956,0.066488534498744
"NMB","Nmb",1.296158,1.76863,1.617561,21,20,16,1.560783,2.235564,1.679199,2.015319,15,9,13,0.0924043333333333,2.34417140417788
"NMBR","Nmbr",0,0,0.056927,0,0,1,0.0189756666666667,0,0,0,0,0,0,41.0558986666667,0.0242290784163959
"NMD3","Nmd3",7.412657,8.465499,9.190562,191,150,128,8.35623933333333,15.784116,25.759896,20.328792,699,682,635,4.445011,1.7183141289032
"NME1","Nme1",8.088021,8.609563,8.563955,187,167,150,8.420513,80.003774,80.348244,88.533412,826,653,802,0.784852333333333,5.27803495228457
"NME2","Nme2",153.337114,165.268301,169.4939,2873,2989,2243,162.699771666667,182.544386,183.073194,209.555389,1350,1087,1356,0.082596,151.210397661424
"NME3","Nme3",4.976394,6.887744,5.68787,66,72,49,5.85066933333333,11.883671,6.001578,11.921404,104,45,89,0.651566666666667,4.14798231981755
"NME4","Nme4",0.759153,1.533847,1.525463,19,33,25,1.272821,103.943211,100.863752,114.708498,1469,1093,1357,7.03344566666667,0.282919819751898
"NME5","Nme5",0.683258,0.387299,0.481453,12,7,6,0.517336666666667,6.418472,5.652659,4.149535,31,26,36,0.0512406666666667,1.4433770636727
"NME6","Nme6",5.229116,7.156779,6.206537,73,85,65,6.19747733333333,9.782705,13.265336,12.332871,283,255,269,0.767429666666667,4.07228500747507
"NME7","Nme7",1.879343,1.15634,1.578251,29,24,18,1.537978,18.106594,19.068816,14.185001,110,95,110,5.34873333333333,0.399761317218133
"NME8","Nme8",0,0,0,0,0,0,0,0,0.307078,0,0,1,0,0,1
