"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"CDC20","Cdc20",0.26361,0.247104,0.363089,8,10,10,0.291267666666667,0.557157,0.165236,0.077797,12,2,2,112.435805,0.0113832459395573
"CDC23","Cdc23",5.849472,5.388416,7.985523,358,329,292,6.40780366666667,10.971543,15.692507,12.633177,400,658,629,3.094589,1.80916904399115
"CDC25A","Cdc25a",0.510645,0.730481,0.52126,36,48,42,0.587462,8.994199,9.719856,5.241179,302,485,375,54.7326403333333,0.0284835240265936
"CDC25B","Cdc25b",1.452915,1.176559,0.628501,62,37,32,1.08599166666667,20.205395,10.94195,12.79124,501,639,591,34.3338833333333,0.0590365810343518
"CDC25C","Cdc25c",0.145615,0.205892,0,1,4,0,0.117169,0.302552,0.08343,0.06531,7,2,1,52.429458,0.0209092332548086
"CDC26","Cdc26",6.170746,5.630519,5.728647,169,125,106,5.843304,8.487023,7.729131,8.00579,87,108,116,9.497461,0.651900873935135
"CDC27","Cdc27",2.452559,2.084741,2.81102,300,273,281,2.44944,41.271466,40.85053,37.769008,1181,1440,1384,49.3692436666667,0.0684830612670638
"CDC34","Cdc34",56.257706,74.057895,78.85971,619,721,546,69.7251036666667,98.908504,111.450163,110.497438,550,905,987,0.101271,64.2213439441034
"CDC37","Cdc37",21.455499,22.1383,25.503368,972,935,779,23.032389,85.854011,97.332452,89.483847,1297,1939,1888,8.71644333333333,2.4733730415073
"CDC37L1","Cdc37l1",34.653984,26.505383,30.371855,1387,1206,919,30.5104073333333,11.151362,10.389011,9.127224,379,543,552,1.21418933333333,14.2311259741714
"CDC40","Cdc40",2.719477,2.615127,3.042967,300,270,231,2.79252366666667,12.27829,12.730887,7.013383,287,374,349,22.0894393333333,0.164253605811534
"CDC42","Cdc42",20.957776,23.062162,26.771144,1277,1304,1170,23.5970273333333,246.259439,252.309767,246.074725,4885,6956,7032,12.6221303333333,1.80566671522328
"CDC42BPA","Cdc42bpa",3.429718,3.602741,4.266922,566,579,443,3.76646033333333,15.251458,13.723172,11.986465,1826,2173,2129,51.164155,0.0913742460379802
"CDC42BPB","Cdc42bpb",7.40748,5.364993,7.820693,720,784,702,6.86438866666667,56.070204,49.086886,43.330505,2963,4198,3561,2.268735,2.40594256391744
"CDC42BPG","Cdc42bpg",7.005489,5.100471,2.485069,199,204,158,4.86367633333333,0.320255,0.472713,0.441021,32,21,29,4.710603,1.02680510855567
"CDC42EP1","Cdc42ep1",5.071919,4.72133,5.963765,445,397,370,5.252338,3.992207,2.793649,4.351107,111,125,202,2.033121,2.06135462449404
"CDC42EP2","Cdc42ep2",1.106656,1.355888,1.542758,124,141,124,1.33510066666667,3.560142,5.165964,5.91853,101,194,254,0.318456666666667,1.7710863964686
"CDC42EP3","Cdc42ep3",5.886341,5.512386,8.671832,236,227,226,6.69018633333333,8.235498,7.533534,6.584771,449,550,417,25.3087896666667,0.292304831608306
"CDC42EP4","Cdc42ep4",2.193682,2.353521,2.085988,179,218,118,2.21106366666667,24.173325,37.738918,51.826639,397,578,755,5.84983666666667,0.468779596204484
"CDC42EP5","Cdc42ep5",2.385773,1.583548,0.467487,23,16,9,1.478936,5.525832,0.314157,3.669578,9,3,12,0.033385,2.39885038006164
"CDC42SE1","Cdc42se1",3.135203,3.017549,3.151386,211,170,145,3.10137933333333,34.335538,41.628669,33.593394,1271,2061,1861,0.0597416666666667,3.870168987725
"CDC42SE2","Cdc42se2",3.086486,3.809371,5.268845,293,339,315,4.05490066666667,10.179478,7.284782,12.536816,443,448,473,272.454764,0.0184853267601755
"CDC45","Cdc45",0.407408,0.649952,0.269675,18,26,13,0.442345,0.331344,0,0.031366,3,0,1,33.538143,0.0417609308062683
"CDC5L","Cdc5l",5.37198,6.833393,6.371318,449,447,349,6.19223033333333,6.053824,6.012114,4.501904,613,826,646,33.709357,0.207213009832862
"CDC6","Cdc6",0.087166,0.026783,0.068715,8,2,7,0.060888,1.067217,1.073372,0.819315,39,41,15,0,1.060888
"CDC7","Cdc7",0.167524,0.16961,0.239011,15,15,10,0.192048333333333,8.985978,8.064321,8.345911,363,500,423,0,1.19204833333333
"CDC73","Cdc73",4.053026,4.286931,4.544272,573,479,431,4.294743,6.549327,5.146712,4.556887,227,250,238,64.5646006666667,0.0807561236728751
"CDCA2","Cdca2",0.064306,0.232224,0.044439,5,5,2,0.113656333333333,0.134768,0.063848,0.018719,5,3,1,0.027018,1.08435911866524
"CDCA3","Cdca3",0.264935,0.16012,0.541153,10,4,11,0.322069333333333,4.620984,4.31235,2.986786,149,189,158,0.0174393333333333,1.29940851510229
"CDCA4","Cdca4",0.867404,0.90861,0.714926,58,52,32,0.830313333333333,1.029917,0.817709,0.709488,24,31,31,15.3924806666667,0.111655665213331
"CDCA5","Cdca5",0.019082,0.020551,0,1,1,0,0.013211,1.287001,0.562441,0.606012,23,23,29,0.0639666666666667,0.952295811272283
"CDCA7","Cdca7",0.510429,0.311164,0.979155,14,17,15,0.600249333333333,0.457804,0.994058,0.905425,20,51,49,2.297767,0.485252394524335
"CDCA7L","Cdca7l",0.011002,0.084517,0.015597,1,4,1,0.0370386666666667,0.955459,0.143318,0.455774,12,2,7,15.766907,0.0618503261613288
"CDCA8","Cdca8",0.313318,0.354523,0.112635,10,8,4,0.260158666666667,0.393702,0.33029,0.175065,14,16,9,219.507784666667,0.00571480353209117
"CDCP1","Cdcp1",0.023087,0.009279,0.023884,4,1,2,0.01875,0.434047,0.052006,0.129866,43,7,3,453.308643333333,0.0022424182655326
"CDCP2","Cdcp2",0,0,0,0,0,0,0,0.046418,0.016959,0,2,1,0,23.7344083333333,0.0404295096338468
"CDH1","Cdh1",0,0,0,0,0,0,0,5.050048,0.060303,0.138856,20,4,14,32.9658823333333,0.0294413079038027
"CDH10","Cdh10",0.070365,0.010266,0.022071,1,1,1,0.034234,5.529278,6.426117,6.125062,261,349,342,0.059725,0.975945646276157
"CDH11","Cdh11",0.195312,0.60851,0.555499,36,33,36,0.453107,35.124405,7.713265,7.017357,1238,404,242,0.0673646666666667,1.36139694837191
"CDH12","Cdh12",0,0,0,0,0,0,0,3.884961,4.00853,3.57391,179,235,220,18.1551656666667,0.0522052389105762
"CDH13","Cdh13",27.768786,30.983359,38.534786,1826,1711,1571,32.428977,22.815378,19.57272,13.550863,1266,1619,1045,0,33.428977
"CDH15","Cdh15",0.017615,0,0,2,0,0,0.00587166666666667,0.088188,0.043098,0.231165,3,2,9,50.071601,0.0196953227815722
"CDH16","Cdh16",0.493581,1.436011,1.107318,7,16,9,1.01230333333333,0,0,0,0,0,0,61.3341416666667,0.0322825225394804
"CDH17","Cdh17",0,0,0.01349,0,0,1,0.00449666666666667,0.427139,0.239197,0.017045,15,4,1,35.91811,0.0272087782030734
"CDH2","Cdh2",23.761126,26.142062,30.069062,3049,3113,2787,26.6574166666667,51.213903,104.238624,61.639658,2931,8057,5005,12.4020296666667,2.06367373857228
"CDH20","Cdh20",0.068398,0.120376,0.191112,9,15,18,0.126628666666667,0.071775,0,0,4,0,0,30.8305856666667,0.0353945314881996
"CDH22","Cdh22",0.119147,0.191448,0.069369,13,21,4,0.126654666666667,4.412983,3.634469,6.864698,228,265,594,56.6761696666667,0.0195341450928182
"CDH23","Cdh23",0.58995,0.417775,0.925095,102,113,87,0.644273333333333,0.829487,0.340354,0.123652,10,2,11,44.450518,0.0361772187796261
"CDH24","Cdh24",0.102549,0.11929,0.013066,3,1,1,0.0783016666666667,4.484001,4.584526,3.514862,193,283,259,2.363735,0.320566770767218
"CDH26","Cdh26",0,0,0,0,0,0,0,0.496293,0.367307,0.6624,11,9,19,127.937407666667,0.00775570114287728
"CDH3","Cdh3",0.006624,0.014219,0,1,2,0,0.00694766666666667,7.430874,3.76408,8.161599,174,115,226,0.233835,0.816112094945164
"CDH4","Cdh4",0.372118,0.501652,0.321418,70,105,51,0.398396,2.134181,1.761047,1.385133,235,256,224,6.23834466666667,0.193192789843203
"CDH5","Cdh5",13.495733,14.279516,16.409184,1838,1809,1558,14.7281443333333,0.042505,0.099255,0.11539,1,6,1,0.366915333333333,11.5063047065095
"CDH6","Cdh6",0.035426,0.026882,0.052249,10,7,8,0.0381856666666667,13.951492,2.974183,4.254564,997,348,437,30.2210413333333,0.0332527559085046
"CDH7","Cdh7",0,0,0,0,0,0,0,0.209932,0.784253,0.240623,34,89,19,6.915854,0.126328757453081
"CDH8","Cdh8",0.055693,0,0,2,0,0,0.0185643333333333,4.354975,2.959591,1.111126,187,96,45,5.84255733333333,0.148857259605473
"CDH9","Cdh9",0,0,0,0,0,0,0,0.709905,0.798398,0.406488,17,24,15,0.053519,0.949199777127892
"CDHR1","Cdhr1",0,0.007477,0,0,1,0,0.00249233333333333,18.936529,14.196474,10.687594,925,993,864,22.51468,0.0426326164478246
"CDHR2","Cdhr2",0,0,0,0,0,0,0,16.392616,18.782958,14.632308,110,182,133,1.34175966666667,0.427029303747225
"CDHR3","Cdhr3",0.280018,0.183988,0.116715,6,4,2,0.193573666666667,7.194152,2.983228,4.392581,117,82,103,26.1843343333333,0.0439066725721921
"CDHR5","Cdhr5",0,0,0,0,0,0,0,0.185452,1.036467,0.495032,9,5,6,63.640426,0.0154701950757565
"CDIP1","Cdip1",9.340958,8.312057,10.481955,620,520,515,9.37832333333333,47.853716,59.098329,36.772682,743,1044,1040,230.807507333333,0.0447712994834527
"CDIPT","Cdipt",7.660261,9.705931,10.906894,258,258,208,9.424362,55.645349,47.291392,45.990606,930,1000,1224,6.22866266666667,1.44208721318116
"CDK1","Cdk1",1.125181,0.863727,0.302887,13,12,4,0.763931666666667,0.517572,0,0.032577,6,0,1,80.2569213333333,0.0217080789885041
"CDK10","Cdk10",2.847059,4.111337,2.860115,107,89,80,3.272837,69.012804,95.100755,45.125352,611,882,763,0,4.272837
"CDK11B","Cdk11b",9.365645,8.813717,7.487436,506,451,324,8.55559933333333,10.766819,12.836537,10.994409,436,656,614,17.4923433333333,0.516732745065841
"CDK12","Cdk12",1.90649,1.436257,1.636598,196,206,187,1.65978166666667,12.372763,9.753943,9.898939,472,626,519,0.216586,2.18626687029661
"CDK13","Cdk13",3.295506,2.485406,4.184915,338,295,288,3.32194233333333,10.565208,12.581458,8.907966,621,882,697,2.21900366666667,1.34263355400548
"CDK14","Cdk14",1.770778,0.938185,0.625323,97,64,54,1.11142866666667,3.136885,0.992947,12.523782,160,68,91,200.692698666667,0.010468542890371
"CDK15","Cdk15",0.088647,0.052034,0.021663,5,3,1,0.0541146666666667,0.939033,0.994988,1.637194,53,66,73,96.3161516666667,0.0108318572879586
"CDK16","Cdk16",19.987013,24.737754,30.72689,1259,1200,1074,25.1505523333333,202.027209,206.663115,195.526901,2487,3406,3664,1572.938789,0.016614720036189
"CDK17","Cdk17",3.7236,4.687262,7.901835,195,166,147,5.43756566666667,39.555286,38.071184,44.172573,1065,1418,1338,6.99380833333333,0.805318991677934
"CDK18","Cdk18",5.13377,6.977503,5.848967,230,237,189,5.98674666666667,4.634922,1.242531,1.608832,85,45,66,46.401017,0.147396556210316
"CDK19","Cdk19",1.629564,1.515927,1.85877,309,227,227,1.668087,6.919343,7.402206,6.121592,445,651,587,48.7942756666667,0.0535822032608875
"CDK2","Cdk2",2.746478,2.030904,1.943793,125,85,77,2.24039166666667,2.916954,0.688074,0.633057,45,6,12,0.175636333333333,2.75628744603277
"CDK20","Cdk20",0.634683,0.43393,0.776379,30,23,16,0.614997333333333,15.087675,20.650708,19.783786,530,908,930,6.72753066666667,0.20899267864439
"CDK2AP1","Cdk2ap1",27.837227,28.955028,31.505939,638,599,517,29.4327313333333,70.589151,61.237169,54.764152,946,1029,1109,19.2939913333333,1.49959319650181
"CDK2AP2","Cdk2ap2",5.086814,4.406205,6.028973,134,113,110,5.17399733333333,10.320388,7.802962,9.514004,127,135,179,246.310820333333,0.0249645257130757
"CDK3","Cdk3",0.026763,0.104238,0,1,1,0,0.043667,5.516118,6.973828,5.938276,85,144,133,243.339508,0.00427138045968399
"CDK4","Cdk4",18.341766,22.135018,22.719861,277,318,272,21.0655483333333,53.793854,52.330853,44.123843,482,576,653,85.1282006666667,0.256194233277105
"CDK5","Cdk5",4.10225,6.948393,6.735762,117,156,121,5.92880166666667,58.852101,63.164486,55.269641,766,1109,1069,0.122821666666667,6.17088347362968
"CDK5R1","Cdk5r1",0.051231,0.037358,0.114134,7,5,9,0.0675743333333333,49.485916,52.835955,37.60069,2561,3726,2862,140.742201,0.00753180299022825
"CDK5R2","Cdk5r2",0,0,0,0,0,0,0,35.311444,33.115914,38.72689,1159,1522,2137,28.5134393333333,0.0338828690450378
"CDK5RAP1","Cdk5rap1",2.488469,2.989717,4.639987,112,112,87,3.37272433333333,18.972264,18.941694,18.464343,307,408,399,35.5116986666667,0.1197622814883
"CDK5RAP2","Cdk5rap2",0.461778,0.530355,0.637335,104,101,75,0.543156,32.541277,13.050973,10.711488,779,482,413,16.667444,0.0873446096673633
"CDK5RAP3","Cdk5rap3",4.135276,3.258803,4.310284,164,141,129,3.90145433333333,46.34518,42.330513,29.669817,569,716,612,5.00086666666667,0.816791074622555
"CDK6","Cdk6",0.492865,0.527225,0.527701,192,153,137,0.515930333333333,1.614837,0.619012,1.384763,309,161,254,1079.70297766667,0.00140272615571613
"CDK7","Cdk7",3.454674,3.618832,3.212129,138,142,96,3.428545,16.479271,23.021546,19.575899,213,284,297,6.21630266666667,0.61368614989726
"CDK8","Cdk8",2.349868,2.065133,2.345227,194,169,106,2.25340933333333,17.891737,16.668637,17.676342,499,581,697,57.65742,0.0554645828836886
"CDK9","Cdk9",7.996444,8.883223,7.371884,176,186,141,8.08385033333333,48.882857,47.407131,43.789323,622,812,810,47.0884396666667,0.188898837148795
"CDKAL1","Cdkal1",2.408381,1.81242,3.527782,131,109,85,2.582861,3.496132,3.725828,2.813334,159,207,193,3.820406,0.743269550324184
"CDKL1","Cdkl1",1.55312,1.757195,1.588178,77,81,57,1.632831,71.714378,36.930666,46.660414,148,169,172,16.5755816666667,0.149800504468842
"CDKL2","Cdkl2",0.560733,1.229796,0.901306,69,85,76,0.897278333333333,7.843291,6.950325,6.912268,428,675,705,28.263293,0.064834751623248
"CDKL3","Cdkl3",1.803515,2.06678,2.514646,41,45,39,2.12831366666667,8.357225,8.521027,9.281104,81,113,109,32.1623383333333,0.0943333258114137
"CDKL4","Cdkl4",0,0.018007,0,0,1,0,0.00600233333333333,0,0.048201,0.045561,0,1,1,0,1.00600233333333
"CDKL5","Cdkl5",0.408675,0.475686,0.980292,120,116,112,0.621551,1.899711,2.383286,2.724126,360,631,528,23.3332976666667,0.0666391798683869
"CDKN1A","Cdkn1a",2.725737,1.938837,1.067615,145,109,43,1.91072966666667,33.752794,4.051472,8.292849,1063,166,348,2.371726,0.863275861284893
"CDKN1B","Cdkn1b",4.443804,3.926626,4.329353,372,274,244,4.233261,11.719708,18.538916,13.3795,386,533,354,16.4607743333333,0.299715287540799
"CDKN1C","Cdkn1c",5.580309,5.548507,3.828482,114,182,80,4.985766,4.728808,10.587136,10.971329,84,248,289,0.111830666666667,5.3837029139929
"CDKN2A","Cdkn2a",0.043603,0.044082,0,1,1,0,0.0292283333333333,6.371739,0,0.459274,57,0,7,0.94324,0.529645506130655
"CDKN2AIP","Cdkn2aip",0.861358,0.736548,0.812997,91,69,61,0.803634333333333,7.606781,10.414692,8.717769,165,276,227,0,1.80363433333333
"CDKN2AIPNL","Cdkn2aipnl",2.17662,1.841609,2.807171,99,84,84,2.27513333333333,20.421558,19.972988,18.632617,340,452,446,0.120729666666667,2.92232233226627
"CDKN2B","Cdkn2b",0.025773,0.048258,0.078334,1,2,2,0.0507883333333333,8.333263,0.263488,0.43877,326,15,24,509.149272666667,0.00205976640492031
"CDKN2C","Cdkn2c",2.148365,1.684868,1.597424,75,71,47,1.810219,0,0,0.06549,0,0,3,0.437245666666667,1.95528089955394
"CDKN2D","Cdkn2d",2.307343,2.810774,2.951634,83,100,77,2.689917,138.950804,163.097361,165.630428,2157,3421,3952,3.39178166666667,0.840186803457519
"CDKN3","Cdkn3",0.309878,0.250344,0.213686,4,4,3,0.257969333333333,5.312448,14.92693,29.126679,38,49,65,63.619367,0.0194673731999469
"CDNF","Cdnf",5.585399,5.998788,5.862403,265,254,215,5.81553,0.642211,1.095559,0.565703,10,9,11,0.015628,6.71065587006266
"CDO1","Cdo1",0.323834,0.335084,0.196704,14,9,6,0.285207333333333,25.895334,26.798388,27.130075,434,725,620,0.140541333333333,1.12683976965324
"CDON","Cdon",0.760392,0.5293,0.943019,94,85,112,0.744237,3.189546,4.899769,3.320922,312,590,488,0.202654,1.4503232018519
"CDPF1","Cdpf1",4.393529,5.903144,3.341768,79,97,56,4.546147,2.834398,2.306738,2.349523,42,51,57,94.811648,0.0578859367913179
"CDR2","Cdr2",1.071325,1.273972,1.473615,83,95,81,1.27297066666667,10.04738,13.362893,11.180568,262,336,391,59.3624836666667,0.0376553536003994
"CDR2L","Cdr2l",0.396596,0.380537,0.420044,48,46,36,0.399059,13.403,13.705411,14.857039,710,1010,1233,0.0990883333333333,1.27292680448796
"CDRT4","Cdrt4",0,0,0.081872,0,0,1,0.0272906666666667,13.140726,7.979056,10.56559,261,212,396,485.045686666667,0.00211356811684081
"CDS1","Cds1",0.796221,0.643201,0.821291,54,56,43,0.753571,3.648399,3.482139,3.787471,249,323,371,50.9364086666667,0.033763809339506
"CDS2","Cds2",10.721673,16.809347,14.972021,1999,1995,1593,14.1676803333333,37.710331,29.15552,26.693783,4096,4435,4394,0.931568333333333,7.85252070640352
"CDSN","Cdsn",0.055086,0.023354,0.046434,5,2,3,0.0416246666666667,0,0,0,0,0,0,0.0945053333333333,0.951685327557411
"CDT1","Cdt1",0.161688,0.363171,0.371917,7,16,9,0.298925333333333,0.56511,0.267653,0.256441,7,7,10,136.972115333333,0.00941440471645447
"CDV3","Cdv3",12.071915,15.158493,12.241326,1345,1370,890,13.1572446666667,60.133367,64.306991,52.560817,2666,3674,3528,61.4442476666667,0.226718155725719
"CDX1","Cdx1",0,0,0,0,0,0,0,0,0,0,0,0,0,58.8714523333333,0.0167024510184339
"CDX2","Cdx2",0,0,0,0,0,0,0,0,0,0,0,0,0,8.52119533333333,0.105028829363372
"CDX4","Cdx4",0,0,0,0,0,0,0,0,0,0,0,0,0,10.2326276666667,0.0890263640597245
"CDYL","Cdyl",0.756253,0.751829,1.313704,83,74,63,0.940595333333333,4.735772,3.205042,2.319657,133,163,145,11.3232236666667,0.15747464996375
"CDYL2","Cdyl2",0.235274,0.158988,0.331747,19,12,19,0.242003,3.059491,2.264471,2.619067,422,424,518,0.025931,1.21061065510254
"CEACAM1","Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,1.285673,0.496032,0.234922,7,7,8,5.12805366666667,0.164372635770542
"CEACAM16","Ceacam16",0,0,0,0,0,0,0,0,0,0,0,0,0,42.9891786666667,0.0227328636339774
"CEACAM18","Ceacam18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEACAM20","Ceacam20",0,0.011583,0,0,1,0,0.003861,0,0,0,0,0,0,4.83637333333333,0.172000820144016
"CEBPA","Cebpa",0.481665,0.737548,0.639967,31,51,28,0.619726666666667,0.368975,0.24077,0.639114,12,11,36,0.045387,1.54940387307922
"CEBPB","Cebpb",4.43813,6.379074,3.569633,107,237,49,4.79561233333333,1.486073,0.899754,1.523169,29,25,57,18.9782443333333,0.290096178454653
"CEBPD","Cebpd",0.561074,0.656545,0.349692,65,76,28,0.522437,0.244935,0.057159,0.295612,3,1,7,450.861603,0.00336925507697984
"CEBPE","Cebpe",0,0,0,0,0,0,0,0,0.032377,0.029773,0,1,1,163.895923333333,0.00606443130785303
"CEBPG","Cebpg",2.098164,2.676959,2.617246,328,312,235,2.464123,16.172262,15.492885,14.377626,961,1252,1201,81.3726696666667,0.0420542761818707
"CEBPZ","Cebpz",2.255964,4.227969,3.331322,234,270,195,3.27175166666667,20.384816,21.263948,19.350888,593,842,801,52.5657353333333,0.0797478395486229
"CEBPZOS","Cebpzos",13.049136,12.780988,15.330044,150,137,127,13.720056,10.610261,13.181793,14.82462,364,552,507,6.12034,2.06732487493575
"CECR2","Cecr2",0.857743,0.679268,1.320136,160,119,137,0.952382333333333,2.744641,0.479854,0.679558,336,104,151,0.220410333333333,1.59977532146975
"CEL","Cel",0,0,0,0,0,0,0,1.248881,1.077148,1.13771,39,47,56,5.76960266666667,0.147719157126307
"CELA1","Cela1",0.523308,0.170266,0.569474,8,3,4,0.421016,0,0,0,0,0,0,145.008637666667,0.0097324105115215
"CELA2A","Cela2a",0,0,0.172225,0,0,2,0.0574083333333333,0.385141,0.197769,0.56894,2,3,4,2.26883533333333,0.323481676348334
"CELA3B","Cela3b",0,0,0,0,0,0,0,0.920272,0.501905,0.159047,4,3,1,2.097409,0.322850485680128
"CELF1","Celf1",12.474783,9.475001,8.210411,1145,1023,919,10.0533983333333,69.340227,59.632809,47.438069,2087,2892,2427,189.747395333333,0.0579478336467839
"CELF2","Celf2",7.879867,6.880821,7.333819,819,649,640,7.36483566666667,4.208908,7.36876,4.799047,411,1005,680,0.0937446666666667,7.64788704493493
"CELF3","Celf3",0.272023,0.074139,0.06165,5,2,1,0.135937333333333,109.459598,119.781675,98.275738,3672,5576,5305,0.759520666666667,0.645594766150327
"CELF4","Celf4",0.045607,0.01859,0.174122,4,1,4,0.0794396666666667,163.700522,63.741144,53.756714,2427,1298,1473,59.331203,0.0178918969453778
"CELF6","Celf6",0.023745,0,0,2,0,0,0.007915,12.946405,10.324117,9.127036,549,601,584,7.07099933333333,0.12488106594648
"CELSR1","Celsr1",0.651427,1.327936,1.104208,114,112,143,1.027857,3.197154,0.100238,2.520655,308,17,50,1.69481666666667,0.752502767658901
"CELSR2","Celsr2",0.861146,0.878909,0.495032,110,117,104,0.745029,23.79198,23.945489,18.563383,3529,4404,3920,7.25180533333333,0.211472390526582
"CELSR3","Celsr3",0.817463,0.662056,0.347453,19,19,10,0.608990666666667,25.079541,27.975952,19.22921,2144,2975,2197,0.342409666666667,1.19858393947799
"CEMIP","Cemip",0.008111,0,0,1,0,0,0.00270366666666667,21.925767,6.985885,5.855687,896,326,348,0.348269,0.743697041663545
"CEMIP2","Cemip2",0.711127,0.846532,0.814282,158,177,127,0.790647,30.985207,21.597092,27.929471,935,876,1093,256.749116,0.00694724788115277
"CEND1","Cend1",0.369044,0.302925,0.59879,17,11,18,0.423586333333333,35.02183,27.281982,34.588062,608,648,867,1.693367,0.528552675269777
"CENPA","Cenpa",8.983509,13.282115,10.056849,211,244,174,10.7741576666667,0.169831,0,0,3,0,0,0.140224,10.3261794758457
"CENPB","Cenpb",9.875952,10.405155,11.167624,1583,1652,1257,10.4829103333333,8.036419,8.543817,6.756513,328,487,440,42.2918516666667,0.265244148523562
"CENPE","Cenpe",0.312528,0.345053,0.127013,9,11,7,0.261531333333333,4.099482,1.021061,0.95943,65,84,72,349.329416666667,0.00360098602434423
"CENPH","Cenph",0.143104,0.212268,0,2,4,0,0.118457333333333,6.342383,3.920849,3.388961,66,59,55,75.5488476666667,0.0146110276957228
"CENPI","Cenpi",0.074453,0.062039,0.047465,7,4,2,0.061319,0.821533,0.301732,0.28352,25,8,14,0.946366,0.545282336415659
"CENPJ","Cenpj",0.717806,1.470198,1.281282,54,62,47,1.15642866666667,12.208118,15.508388,13.916796,294,463,427,33.2598856666667,0.0629432534494642
"CENPK","Cenpk",0,0.075272,0,0,3,0,0.0250906666666667,4.048204,2.850473,2.787419,25,26,35,277.80013,0.0036767940770568
"CENPL","Cenpl",0.289057,0.295073,0.11155,18,9,7,0.231893333333333,2.989302,3.136144,1.93152,76,87,68,19.9979803333333,0.0586672295991133
"CENPM","Cenpm",0.077374,0.185313,0.080081,1,3,2,0.114256,2.468582,1.007319,1.068462,16,10,17,1.02731866666667,0.549620549704733
