"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"PKIA","Pkia",40.209821,43.378252,46.28718,2921,2483,2608,43.291751,184.100802,204.258014,238.91234,5118,5691,4914,3.36559233333333,10.1456452224849
"PKIB","Pkib",1.591172,0.929757,1.229744,18,16,21,1.25022433333333,86.560619,91.215127,107.245686,984,1134,960,0,2.25022433333333
"PKIG","Pkig",46.655798,48.067394,68.179082,908,930,923,54.300758,20.175408,21.044367,26.709593,257,281,227,0,55.300758
"PKLR","Pklr",0,0,0,0,0,0,0,0,0,0,0,0,0,5.38572933333333,0.156599183554497
"PKM","Pkm",173.629915,169.117893,208.512227,8912,8144,7358,183.753345,503.416572,565.844607,589.435403,4950,6114,4013,0.277488333333333,144.622334450543
"PKMYT1","Pkmyt1",0.241801,0.245804,0.133463,17,17,7,0.207022666666667,1.311508,0.642237,2.612599,13,7,17,0,1.20702266666667
"PKN1","Pkn1",9.687315,6.530787,9.280225,670,749,590,8.49944233333333,46.873632,73.96515,75.159212,662,1000,572,21.7923826666667,0.41678145160427
"PKN2","Pkn2",3.356999,5.441602,4.059603,480,505,446,4.286068,3.92335,5.932199,12.114087,222,192,231,1.00223066666667,2.6400894202666
"PKN3","Pkn3",0.977626,2.135789,1.39697,82,85,47,1.50346166666667,0,0,0.568502,0,0,6,72.857017,0.033896057116234
"PKNOX1","Pknox1",2.17267,2.751745,4.734298,124,115,94,3.219571,8.438657,6.48524,7.806796,189,202,146,0,4.219571
"PKNOX2","Pknox2",1.24739,1.970611,1.674683,121,101,98,1.63089466666667,3.952747,3.976395,5.353505,165,173,187,0.138314,2.31122051267635
"PKP1","Pkp1",0,0,0,0,0,0,0,0.055137,0.063673,0.098304,4,5,5,151.907481,0.00653990238711735
"PKP3","Pkp3",0.172535,0,0.03195,2,0,1,0.0681616666666667,0,0,0.046202,0,0,1,0.0341793333333333,1.03285922686523
"PKP4","Pkp4",28.180727,28.772854,25.560901,1172,1029,961,27.5048273333333,70.25166,110.224902,57.786235,405,568,272,19.4186576666667,1.39601867070171
"PLA1A","Pla1a",4.656548,6.435551,5.986966,130,164,110,5.69302166666667,0.145806,0.399692,0.205346,2,7,1,0.242657,5.38605718767662
"PLA2G10","Pla2g10",0,0,0,0,0,0,0,0.183176,0.541405,0.31489,1,3,1,0.0208506666666667,0.979575203947558
"PLA2G12A","Pla2g12a",12.176526,11.55016,8.857404,316,273,189,10.8613633333333,82.848401,130.274788,134.538223,520,596,481,0,11.8613633333333
"PLA2G12B","Pla2g12b",0,0,0,0,0,0,0,0,0,0.075341,0,0,1,0.0117423333333333,0.988393948788674
"PLA2G15","Pla2g15",0.717529,0.80473,1.063323,61,57,69,0.861860666666667,14.0899,16.50245,14.171468,347,372,267,0,1.86186066666667
"PLA2G1B","Pla2g1b",0,0,0,0,0,0,0,1.217237,0.371754,0,3,1,0,25.694893,0.0374603486891669
"PLA2G2A","Pla2g2a",0,0,0,0,0,0,0,0,0.19635,0,0,1,0,58.3758236666667,0.0168418716279871
"PLA2G2C","Pla2g2c",0.01994,0.119362,0.077596,1,2,1,0.0722993333333333,0.093698,0.124797,0.033093,4,6,1,0.147463,0.934495781853823
"PLA2G2D","Pla2g2d",0.17863,0.219369,0.206282,12,14,10,0.201427,0.029098,0.053014,0.163458,1,2,4,0,1.201427
"PLA2G2E","Pla2g2e",0,0.052519,0,0,1,0,0.0175063333333333,0,0,0,0,0,0,0.166621333333333,0.872182176221705
"PLA2G2F","Pla2g2f",0.036405,0.013024,0.034056,3,1,2,0.0278283333333333,0,0.016447,0,0,1,0,0.00923,1.01842824067193
"PLA2G3","Pla2g3",0.101024,0.023706,0.032812,9,2,2,0.052514,0.725112,0.708911,0.340268,24,26,8,9.52693433333333,0.0999829548349356
"PLA2G4A","Pla2g4a",1.682349,9.222574,0.546653,28,43,34,3.817192,0.115336,0.074896,0.162879,3,3,4,0,4.817192
"PLA2G4B","Pla2g4b",0.55117,0.314618,0.413663,40,22,25,0.426483666666667,32.510228,49.840374,31.841254,209,193,129,0,1.42648366666667
"PLA2G4C","Pla2g4c",0.188644,0.016661,0.268265,2,1,2,0.157856666666667,22.708876,38.170343,22.331634,82,146,58,0,1.15785666666667
"PLA2G4D","Pla2g4d",0,0,0,0,0,0,0,0.140134,0.114885,0,6,5,0,0,1
"PLA2G4E","Pla2g4e",0.679341,0.491107,0.96499,92,69,87,0.711812666666667,0.018371,0.051874,0,1,3,0,0.109953333333333,1.54223841242575
"PLA2G4F","Pla2g4f",0,0,0,0,0,0,0,0.013112,0.011954,0.018457,1,1,1,0.010198,0.989904949326766
"PLA2G5","Pla2g5",7.622987,10.609899,10.377215,274,317,286,9.53670033333333,0,0.091081,0,0,1,0,5.03616966666667,1.74559379792119
"PLA2G6","Pla2g6",2.095303,0.840137,1.415533,91,57,55,1.45032433333333,9.310721,7.146696,11.974276,96,112,90,0.0341593333333333,2.36938763143526
"PLA2G7","Pla2g7",1.172229,1.193428,0.777157,56,52,34,1.04760466666667,3.415137,2.816013,5.350678,74,67,82,34.3667823333333,0.0578962668237079
"PLA2R1","Pla2r1",0.659585,0.668246,0.384993,54,51,50,0.570941333333333,1.011246,1.382552,1.29084,104,156,92,0,1.57094133333333
"PLAA","Plaa",7.838322,10.758992,11.472506,550,524,469,10.0232733333333,34.193117,33.517276,31.961323,690,722,455,53.756818,0.201313256247529
"PLAAT1","Plaat1",5.573059,7.932221,6.146714,315,314,259,6.55066466666667,5.378117,5.218153,5.303497,30,43,26,0,7.55066466666667
"PLAAT3","Plaat3",16.438928,15.485738,20.444462,1177,1062,1089,17.456376,59.65153,51.114348,28.301807,615,735,301,0.00844866666666667,18.3017506096823
"PLAAT5","Plaat5",0,0,0,0,0,0,0,0.360525,0.639562,0.696558,12,23,11,0.330112333333333,0.751816199985114
"PLAC1","Plac1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.262605666666667,0.79201291931474
"PLAC8","Plac8",0.117477,0.266273,0.162099,2,3,2,0.181949666666667,0.645715,1.160653,0.328651,4,5,5,0,1.18194966666667
"PLAC8L1","Plac8l1",0,0,0,0,0,0,0,0.504061,1.210896,0.651002,12,10,11,0.011643,0.988490999295206
"PLAG1","Plag1",0.422563,0.239743,0.268892,62,31,30,0.310399333333333,0.132951,0.115262,0.227951,13,12,16,0.922395666666667,0.681649129809732
"PLAT","Plat",2.035248,1.798853,2.57449,168,138,153,2.136197,1.209875,4.180846,2.808635,30,82,52,32.1793946666667,0.0945224297039616
"PLAU","Plau",0.640381,0.53608,0.785621,45,34,38,0.654027333333333,1.003954,0.734486,0.91094,30,24,20,0,1.65402733333333
"PLAUR","Plaur",0.509723,0.459899,0.852042,18,18,20,0.607221333333333,0.87789,2.396769,2.021634,12,32,11,6.326766,0.219362994987602
"PLB1","Plb1",0.176165,0.379065,0.486153,13,9,13,0.347127666666667,4.822221,6.028079,5.482535,94,112,64,0,1.34712766666667
"PLBD1","Plbd1",6.846273,7.320539,7.815428,385,399,342,7.32741333333333,0.226666,0.451136,0.059457,2,3,1,0,8.32741333333333
"PLBD2","Plbd2",3.241487,3.916507,4.25854,433,441,358,3.80551133333333,23.964471,35.533046,29.564071,1409,1790,1046,9.502312,0.457566994137418
"PLCB1","Plcb1",0.459704,1.28929,0.355826,84,98,60,0.701606666666667,104.690416,138.394671,126.159836,1331,1778,1525,1.16579866666667,0.78567167523728
"PLCB2","Plcb2",0.121101,0.102262,0.404277,17,17,18,0.209213333333333,4.063451,4.896772,9.273822,41,50,51,4.26215833333333,0.229794175077083
"PLCB3","Plcb3",2.147251,1.494476,2.621126,213,192,174,2.08761766666667,5.523072,4.888657,9.037895,130,169,201,0,3.08761766666667
"PLCD1","Plcd1",2.603331,2.264954,2.025432,186,156,131,2.29790566666667,5.999869,6.237602,20.520554,66,96,99,0.0113896666666667,3.26076662176695
"PLCD3","Plcd3",1.242492,1.51123,1.542815,74,74,55,1.432179,32.31092,23.482814,33.561053,100,116,73,4.15319166666667,0.471975264520532
"PLCD4","Plcd4",0.031251,0.022479,0.032457,3,2,2,0.028729,2.041526,3.523883,4.801885,55,67,43,0.221493333333333,0.842189614897612
"PLCE1","Plce1",1.489397,1.728853,2.977918,439,462,461,2.06538933333333,0.684289,0.675502,0.789789,53,67,55,17.8429253333333,0.162681180289487
"PLCG1","Plcg1",7.739962,6.473344,6.279115,802,705,540,6.830807,189.141263,170.885062,199.276071,1701,1753,1352,33.0058116666667,0.23027849112262
"PLCG2","Plcg2",0.859957,0.985416,1.075451,127,136,114,0.973608,0.844143,2.94741,1.186777,19,11,9,13.544601,0.13569351266494
"PLCH1","Plch1",0,0,0,0,0,0,0,0.132743,0.265006,0.356602,11,24,21,7.86460766666667,0.11280815097551
"PLCH2","Plch2",0.013651,0,0,1,0,0,0.00455033333333333,2.672046,3.349311,6.350121,146,208,200,0,1.00455033333333
"PLCL1","Plcl1",0.345702,0.31038,1.021769,70,59,67,0.559283666666667,6.902404,8.223281,8.793395,458,547,371,0,1.55928366666667
"PLCL2","Plcl2",1.209364,1.11926,1.47796,158,142,137,1.26886133333333,4.465642,4.864594,5.232756,238,274,183,0,2.26886133333333
"PLCXD1","Plcxd1",0.045127,0.046624,0.037862,5,5,3,0.0432043333333333,39.825503,31.537043,48.441338,451,561,444,19.9666556666667,0.0497553997126898
"PLCXD2","Plcxd2",0.004217,0.027409,0.017531,1,6,3,0.0163856666666667,11.17002,11.113409,13.997619,1145,1230,1055,5.74698833333333,0.150642867076743
"PLCXD3","Plcxd3",0,0.018936,0,0,1,0,0.006312,1.924379,3.448338,4.902539,197,379,361,0,1.006312
"PLCZ1","Plcz1",0,0,0,0,0,0,0,0,0,0,0,0,0,6.62881466666667,0.131081962754895
"PLD1","Pld1",0.871902,1.07408,1.541206,120,110,93,1.162396,0.44619,0.828655,0.619865,14,25,7,11.766626,0.169378816298057
"PLD2","Pld2",1.546472,1.14474,1.708067,91,109,73,1.46642633333333,23.031672,22.208014,27.749865,157,166,138,0,2.46642633333333
"PLD3","Pld3",7.986687,9.825194,7.913808,197,181,139,8.57522966666667,2155.851113,2145.571505,1590.543616,6935,8538,4713,22.7511416666667,0.403148185508276
"PLD4","Pld4",1.460684,1.692696,1.069273,63,65,44,1.407551,0,0.174359,0,0,1,0,0,2.407551
"PLD5","Pld5",0.009504,0.053787,0.070796,1,6,4,0.0446956666666667,12.949124,10.221394,12.439025,1044,834,843,0,1.04469566666667
"PLD6","Pld6",0.082297,0.07768,0,4,2,0,0.0533256666666667,5.612246,7.676805,6.204024,175,266,136,21.3890183333333,0.0470465319642197
"PLEC","Plec",11.254603,25.389463,15.93511,2798,2887,2296,17.526392,33.70603,32.862975,45.290797,2927,4241,2650,0,18.526392
"PLEK","Plek",0.30712,0.57351,0.75159,41,47,62,0.544073333333333,0,0.026028,0,0,1,0,11.5732763333333,0.122805965000531
"PLEK2","Plek2",0,0.046452,0,0,2,0,0.015484,0.374386,0.342728,0.403999,2,2,2,0,1.015484
"PLEKHA1","Plekha1",9.326865,7.419186,7.783247,603,484,400,8.17643266666667,17.666564,18.255399,19.946231,811,906,638,4.264629,1.74303501095076
"PLEKHA2","Plekha2",4.344418,5.487348,6.688449,410,384,338,5.50673833333333,1.614666,3.14184,1.314078,49,68,56,26.736859,0.234588146168005
"PLEKHA3","Plekha3",2.882761,2.769647,3.021336,210,207,161,2.891248,16.151655,15.659596,10.619266,286,335,202,0,3.891248
"PLEKHA4","Plekha4",0.397907,0.850304,0.658219,16,21,24,0.635476666666667,0.576478,0.904162,3.06578,22,8,19,11.0291256666667,0.135959729076458
"PLEKHA6","Plekha6",11.987837,10.388376,12.085948,1081,960,901,11.487387,21.572972,25.284885,28.899833,1507,1634,1330,0,12.487387
"PLEKHA7","Plekha7",0.168487,0.880354,0.856953,22,12,27,0.635264666666667,7.202807,8.667535,3.391338,112,170,68,0,1.63526466666667
"PLEKHA8","Plekha8",0.869644,1.123751,1.138773,125,113,106,1.044056,10.976658,10.028847,11.618946,962,1000,740,1.813009,0.726643960257504
"PLEKHB1","Plekhb1",0.21093,0.12732,0.423756,10,5,13,0.254002,1.283948,2.933572,2.93021,25,42,15,8.53300266666667,0.131543233947136
"PLEKHB2","Plekhb2",41.178404,39.860334,34.496033,1086,1120,934,38.5115903333333,53.801935,62.721271,51.881665,2939,3706,2069,17.2623816666667,2.16355079280003
"PLEKHD1","Plekhd1",0,0,0.02373,0,0,2,0.00791,22.891102,19.552515,19.386769,1498,1405,897,0,1.00791
"PLEKHF1","Plekhf1",0.656885,1.044577,0.86924,120,179,114,0.856900666666667,1.213064,0.837054,1.137559,22,14,15,11.335465,0.150533495629607
"PLEKHF2","Plekhf2",1.25706,0.823111,1.263985,98,67,77,1.11471866666667,0.752184,1.594455,1.505532,26,37,38,0,2.11471866666667
"PLEKHG2","Plekhg2",2.607739,1.622193,2.799184,236,186,132,2.34303866666667,195.183655,133.270632,225.771892,902,805,706,0,3.34303866666667
"PLEKHG3","Plekhg3",1.370267,1.216936,1.218341,199,140,137,1.26851466666667,0.876219,3.213667,24.351702,42,67,61,8.60938733333333,0.23607276801067
"PLEKHG5","Plekhg5",4.144806,2.120508,1.256004,201,163,112,2.507106,95.675209,100.316776,100.65338,942,985,717,0,3.507106
"PLEKHG6","Plekhg6",0.035142,0.018233,0.025149,4,2,2,0.0261746666666667,3.298324,0.17414,0.153726,7,3,2,0,1.02617466666667
"PLEKHH1","Plekhh1",0.21588,0.195556,0.427051,39,33,52,0.279495666666667,46.454897,35.933781,36.141223,601,663,490,0,1.27949566666667
"PLEKHH2","Plekhh2",0.360199,0.302984,0.365435,63,65,61,0.342872666666667,0.511431,0.697504,1.034649,25,35,16,0,1.34287266666667
"PLEKHH3","Plekhh3",2.652894,2.27324,4.556252,158,151,149,3.16079533333333,10.088248,10.740442,14.143154,200,236,184,0,4.16079533333333
"PLEKHJ1","Plekhj1",6.3221,5.802764,5.630098,80,80,51,5.91832066666667,49.691001,49.529636,60.514631,313,355,301,0,6.91832066666667
"PLEKHM1","Plekhm1",0.840203,1.026131,1.424628,178,172,189,1.09698733333333,11.193836,18.148772,13.468329,218,287,174,0,2.09698733333333
"PLEKHM2","Plekhm2",22.417247,25.308497,18.602873,1128,1071,893,22.109539,21.178368,26.117992,24.705519,810,1045,713,0,23.109539
"PLEKHM3","Plekhm3",0.586247,0.413595,0.458166,115,90,92,0.486002666666667,10.350631,12.268163,10.690889,806,978,714,71.848088,0.0203986502249265
"PLEKHN1","Plekhn1",1.357149,1.137386,1.319915,140,113,93,1.27148333333333,0.192356,0.436947,0.464636,5,5,5,0,2.27148333333333
"PLEKHO1","Plekho1",10.860721,12.99392,14.078816,287,320,271,12.6444856666667,27.219935,28.611601,31.127727,379,441,319,22.1589386666667,0.589167140301881
"PLEKHO2","Plekho2",1.343713,1.107262,2.299441,153,117,160,1.583472,2.262683,2.226445,2.427543,110,120,84,2.00799133333333,0.85886949585626
"PLEKHS1","Plekhs1",0.013658,0.013005,0.033423,1,1,2,0.0200286666666667,0,0.062244,0.031493,0,3,1,0,1.02002866666667
"PLET1","Plet1",0.113752,0.062514,0.157059,2,3,2,0.111108333333333,0.111282,0,0,2,0,0,14.119951,0.0734862390316829
"PLG","Plg",0,0,0,0,0,0,0,0.488576,1.434601,0.425541,5,16,7,0,1
"PLGRKT","Plgrkt",10.539645,8.810569,7.346969,167,118,95,8.899061,8.644868,9.247704,5.046211,39,40,36,13.7153446666667,0.672703305578934
"PLIN1","Plin1",0.017323,0.021761,0.045809,1,2,1,0.0282976666666667,1.449148,0.870389,0.941183,48,13,10,0,1.02829766666667
"PLIN2","Plin2",20.329289,19.465503,25.113063,454,374,346,21.6359516666667,1.069987,1.38712,2.060063,22,35,34,7.41788,2.68903235335579
"PLIN3","Plin3",16.896861,16.750924,16.674613,1329,1307,932,16.7741326666667,9.29487,4.578251,6.73636,136,108,68,169.274135333333,0.104385393776169
"PLIN4","Plin4",16.36729,14.840657,11.828625,3409,2905,1770,14.345524,0.070739,0.094677,0.083313,6,9,5,4.57547066666667,2.75232799479051
"PLIN5","Plin5",13.997787,13.732205,15.615992,913,867,725,14.4486613333333,0.342233,0.33223,0.404419,7,9,7,2.307604,4.6706502148786
"PLK1","Plk1",0.163652,0.175794,0.0579,2,8,3,0.132448666666667,2.663007,2.975744,4.153264,28,39,35,0,1.13244866666667
"PLK2","Plk2",2.433317,3.116999,3.485387,214,204,201,3.011901,93.931718,114.981903,103.851791,509,663,454,10.94441,0.335881052308151
"PLK3","Plk3",0.32817,0.178773,0.492404,25,13,25,0.333115666666667,16.530412,23.516528,19.653778,254,343,180,0,1.33311566666667
"PLK4","Plk4",0.627183,0.57721,0.816957,20,22,23,0.673783333333333,2.99644,0.76151,4.803899,32,28,47,0,1.67378333333333
"PLK5","Plk5",0.203871,0.264859,0.553298,14,16,16,0.340676,8.439329,3.596331,12.463719,20,29,25,0,1.340676
"PLLP","Pllp",0.020568,0.077076,0.107336,1,1,3,0.0683266666666667,0.684186,0.519375,0.802785,56,53,39,0,1.06832666666667
"PLN","Pln",1525.853333,1577.415425,1838.769097,59049,53518,49008,1647.34595166667,0,0,0,0,0,0,0,1648.34595166667
"PLOD1","Plod1",9.771237,9.864691,11.729174,861,891,743,10.455034,13.687136,24.8439,21.238531,426,539,312,0,11.455034
"PLOD2","Plod2",4.436866,5.077485,5.583849,360,340,248,5.03273333333333,2.778783,5.664843,6.325674,49,97,69,12.9467863333333,0.432553649934027
"PLOD3","Plod3",4.778992,4.301656,5.1567,252,258,187,4.74578266666667,24.887432,26.959789,25.673178,232,314,211,0,5.74578266666667
"PLP1","Plp1",0.859466,0.405192,0.850323,51,33,41,0.704993666666667,0.282399,0.106574,1.582965,1,1,31,0,1.70499366666667
"PLP2","Plp2",9.182296,9.808314,9.934836,297,295,232,9.64181533333333,2.878168,3.310178,1.739047,35,44,15,10.4055153333333,0.933041166691694
"PLPBP","Plpbp",20.162982,28.091193,35.711208,630,590,487,27.988461,74.953011,87.081345,61.590264,270,387,218,0,28.988461
"PLPP1","Plpp1",9.185413,9.506217,10.504179,364,372,289,9.73193633333333,14.92884,19.334601,21.154947,185,290,160,0,10.7319363333333
"PLPP2","Plpp2",0.195473,0.418568,0.522622,8,12,13,0.378887666666667,2.41593,2.74809,1.802606,46,52,23,0,1.37888766666667
"PLPP3","Plpp3",8.998947,8.345341,8.541267,923,799,629,8.62851833333333,1.070472,0.263193,1.226589,17,10,34,0,9.62851833333333
"PLPP4","Plpp4",0,0,0,0,0,0,0,2.464558,1.966963,0.560141,41,39,10,4.13674133333333,0.194675950200335
"PLPP5","Plpp5",4.071093,4.066142,4.728757,70,59,42,4.288664,11.915481,16.055484,11.067398,137,144,83,0,5.288664
"PLPP6","Plpp6",1.21094,1.073158,1.419363,104,91,86,1.234487,8.603036,8.659116,8.430311,320,355,221,5.39449433333333,0.349439202463911
"PLPP7","Plpp7",4.042647,5.705302,5.656467,235,265,229,5.13480533333333,1.713643,3.302239,2.386663,43,93,37,16.7327,0.345960024888107
"PLPPR1","Plppr1",0,0,0,0,0,0,0,82.831521,68.562819,80.488418,1944,1389,1225,0,1
"PLPPR2","Plppr2",0.363162,0.368745,0.324382,32,33,20,0.352096333333333,110.350477,113.159286,124.509571,2371,2712,1832,26.9819176666667,0.0483203599353025
"PLPPR3","Plppr3",0.099606,0.055717,0.046486,10,5,3,0.0672696666666667,157.995039,165.708578,240.195013,1356,1765,1067,0,1.06726966666667
"PLPPR4","Plppr4",0,0.015799,0.020625,0,1,1,0.0121413333333333,10.24611,12.585089,9.680712,624,820,416,0,1.01214133333333
"PLPPR5","Plppr5",0,0,0,0,0,0,0,11.215261,13.828367,14.582322,564,675,490,0,1
"PLRG1","Plrg1",4.622889,3.636116,4.046077,230,184,149,4.101694,58.826749,59.781232,59.68435,539,639,468,15.6510603333333,0.306388536097431
"PLS1","Pls1",0,0.009414,0.011793,0,1,1,0.007069,2.190821,4.781377,3.47631,35,34,24,18.1402166666667,0.0526153396034353
"PLS3","Pls3",7.874524,8.126639,7.400035,652,634,469,7.80039933333333,26.827861,33.505922,11.340167,369,357,250,4.11735833333333,1.71971528278751
"PLSCR1","Plscr1",2.761107,3.197458,2.700428,104,125,85,2.886331,7.312541,10.55748,4.696177,33,61,23,0,3.886331
"PLSCR2","Plscr2",5.895887,4.729365,3.545611,220,157,100,4.723621,0,0,0,0,0,0,0,5.723621
"PLSCR3","Plscr3",2.839373,3.652606,4.190554,170,175,180,3.56084433333333,14.637066,10.405884,14.91042,209,198,148,4.70665033333333,0.799215663642963
"PLSCR4","Plscr4",1.785806,1.368065,1.277517,177,134,93,1.47712933333333,0,0.026859,0.079732,0,1,2,0,2.47712933333333
"PLTP","Pltp",4.018503,5.648997,5.220057,220,225,192,4.962519,3.672114,4.764534,7.259705,72,115,104,6.21051266666667,0.826920258744431
"PLVAP","Plvap",0.548971,0.708133,0.7512,34,46,32,0.669434666666667,0,0.171419,0,0,1,0,0,1.66943466666667
"PLXDC1","Plxdc1",0.474736,0.6108,1.005402,46,52,55,0.696979333333333,6.728498,11.513071,8.768039,82,144,74,0,1.69697933333333
"PLXDC2","Plxdc2",2.768255,3.014485,3.61951,285,284,260,3.13408333333333,1.55633,1.747105,2.684018,266,311,327,0,4.13408333333333
"PLXNA1","Plxna1",2.686656,5.27708,4.216359,408,395,352,4.06003166666667,62.427568,56.037757,47.635132,3347,3636,2422,4.31559533333333,0.951921910785032
"PLXNA2","Plxna2",2.896803,2.474038,2.049745,882,816,537,2.47352866666667,7.802255,9.104842,9.034341,1091,1330,756,13.6805126666667,0.236608131169261
"PLXNA3","Plxna3",0.246719,0.143522,0.02864,8,20,5,0.139627,325.62885,362.077188,303.697959,1765,2218,1647,11.2778073333333,0.0928200752023529
"PLXNA4","Plxna4",0.627194,0.67814,0.609772,275,281,192,0.638368666666667,45.949248,40.63945,71.503096,8240,7909,9256,0,1.63836866666667
"PLXNB1","Plxnb1",2.73331,3.192878,5.164534,604,622,487,3.69690733333333,127.941582,90.842152,153.881306,1436,1329,1183,0,4.69690733333333
"PLXNB2","Plxnb2",10.619103,14.224722,15.127972,1438,1648,1509,13.3239323333333,55.796989,62.136172,74.453562,755,934,669,0,14.3239323333333
"PLXNB3","Plxnb3",0.267734,0.315843,0.175264,37,38,25,0.252947,1.519948,1.412634,2.557086,36,44,37,0,1.252947
"PLXNC1","Plxnc1",0.200114,0.215109,0.135753,42,31,22,0.183658666666667,4.697845,6.133669,6.816313,296,456,422,0,1.18365866666667
"PLXND1","Plxnd1",28.15577,25.359322,31.321578,1338,1254,1163,28.27889,6.530216,5.890769,5.661805,60,105,85,108.996670333333,0.266179784454142
"PM20D1","Pm20d1",5.953429,3.470258,2.272249,129,133,108,3.89864533333333,0.116483,0.034888,0.528108,1,1,3,5.883313,0.711669705174432
"PM20D2","Pm20d2",5.985895,6.593133,8.44076,204,240,199,7.006596,3.297994,3.032911,3.582854,194,192,150,17.1611203333333,0.440864652237589
"PMAIP1","Pmaip1",0.014152,0.013107,0.051144,1,1,3,0.0261343333333333,0.139258,0,0,3,0,0,0,1.02613433333333
"PMCH","Pmch",0,0,0,0,0,0,0,0,0,0,0,0,0,5.883313,0.145278879516303
"PMEL","Pmel",0.014436,0.046571,0.101546,1,3,2,0.0541843333333333,1.353934,12.368169,1.350955,12,117,9,0,1.05418433333333
"PMEPA1","Pmepa1",2.651938,2.92697,3.636663,265,236,217,3.071857,7.009789,10.37372,5.037266,331,642,166,0,4.071857
"PMFBP1","Pmfbp1",0,0,0,0,0,0,0,26.507706,30.368658,32.155362,422,548,393,0,1
"PML","Pml",1.532407,2.116184,0.988923,97,103,75,1.545838,5.531779,11.588239,14.318172,232,332,167,0,2.545838
"PMM1","Pmm1",3.807117,6.585323,4.409807,106,135,76,4.93408233333333,24.053103,24.825157,26.786658,340,405,268,0,5.93408233333333
"PMM2","Pmm2",9.452485,8.712877,5.609459,250,230,165,7.92494033333333,10.621281,9.551341,9.166609,148,162,92,0,8.92494033333333
"PMP2","Pmp2",0,0,0,0,0,0,0,0.070709,0.047738,0.060309,3,2,2,16.5720366666667,0.0569085996671606
"PMP22","Pmp22",8.524549,9.709953,9.864257,409,417,330,9.366253,4.569881,3.812161,3.097183,76,81,45,0,10.366253
"PMPCA","Pmpca",18.99826,22.024776,18.747648,1641,1500,1308,19.9235613333333,36.253725,37.87819,39.773361,484,528,374,0,20.9235613333333
"PMPCB","Pmpcb",138.515694,133.667245,159.683784,1445,1423,1226,143.955574333333,26.55132,26.561136,26.073932,553,641,423,10.94441,12.1358505219876
"PMS2","Pms2",0.049748,0.123168,0.119712,3,3,2,0.0975426666666667,11.940088,12.031088,13.469692,682,806,549,0,1.09754266666667
"PMVK","Pmvk",2.548706,2.284489,3.400944,52,55,61,2.744713,22.185453,22.281036,17.30984,240,264,133,0,3.744713
"PNCK","Pnck",1.289838,1.267248,1.826939,55,44,52,1.46134166666667,117.299304,172.482092,155.640104,520,716,428,0,2.46134166666667
"PNISR","Pnisr",11.901765,6.856936,6.447239,709,448,330,8.40198,64.476384,59.352935,63.243765,1281,1269,1157,0,9.40198
"PNKD","Pnkd",20.559576,21.17295,23.725793,479,453,429,21.8194396666667,59.843729,54.805997,38.207763,290,389,240,0,22.8194396666667
"PNKP","Pnkp",11.674475,12.288439,12.925729,130,143,121,12.2962143333333,50.186839,116.289558,75.051547,167,167,134,0,13.2962143333333
"PNLDC1","Pnldc1",0.231065,0,0.279819,4,0,3,0.170294666666667,0.218048,0.287707,0.063634,3,6,1,8.28601833333333,0.126027606737082
"PNLIP","Pnlip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNLIPRP1","Pnliprp1",0,0.022066,0.117236,0,1,1,0.046434,0,0.666609,0,0,3,0,0,1.046434
"PNLIPRP2","Pnliprp2",0,0,0,0,0,0,0,0.193891,0.056057,0,1,1,0,0,1
"PNMA1","Pnma1",0.067383,0.041927,0,5,3,0,0.0364366666666667,83.342808,91.180676,98.239757,2604,3176,2155,0,1.03643666666667
"PNMA2","Pnma2",0,0,0.007686,0,0,1,0.002562,48.222217,46.867262,48.079579,2837,3118,2124,0,1.002562
"PNMA3","Pnma3",0,0,0,0,0,0,0,22.696933,25.258275,28.878896,848,1065,793,22.4553496666667,0.0426341970685323
"PNMA5","Pnma5",0,0,0,0,0,0,0,0.218978,0.177436,0.102738,9,8,3,13.6805126666667,0.0681175121540942
"PNMT","Pnmt",1.531836,0.030427,0.082414,4,1,2,0.548225666666667,1.403754,2.367116,2.703283,11,22,15,0,1.54822566666667
"PNN","Pnn",5.860971,5.066532,2.930645,429,321,227,4.61938266666667,49.908192,38.587801,46.836136,1280,1210,1048,0,5.61938266666667
"PNO1","Pno1",5.673549,7.515282,7.191214,250,273,204,6.79334833333333,8.517673,6.945312,13.954651,181,203,148,8.28601833333333,0.839256186406409
"PNOC","Pnoc",0,0,0,0,0,0,0,0.231377,0,0,1,0,0,0,1
"PNP","Pnp",3.784704,3.529521,2.816557,114,112,81,3.37692733333333,14.246577,10.631577,11.045239,228,207,142,0,4.37692733333333
"PNPLA1","Pnpla1",0.028593,0.00705,0.009182,4,1,1,0.0149416666666667,0.135636,0.072991,0.047692,4,2,1,0,1.01494166666667
"PNPLA2","Pnpla2",56.960661,68.164682,53.441811,2418,2474,1800,59.5223846666667,9.155329,13.562265,8.306561,120,179,122,0,60.5223846666667
