UniqueCount	AmbigCount
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2
0	0
0	0
0	0
0	0
0	0
0	0
17	2
0	2
0	2
1	2
0	0
0	0
7	65
0	50
0	56
0	40
3	21
1	7
3	21
0	24
0	2
0	0
2	1
0	2
0	0
1	0
0	3
0	13
0	6
0	0
0	0
1	1038
0	223
9	427
0	108
0	313
3	79
0	160
0	77
4	1
0	262
257	407
0	262
0	169
0	137
1	317
0	226
8	99
0	233
9	376
0	366
0	127
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	7
0	0
0	134
0	181
3	43
2	133
0	23
0	26
4	174
0	56
0	0
70	137
3	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
1	0
1	0
0	0
0	27
0	54
3	931
1	19
0	14
0	395
0	853
1	161
0	387
4	15
0	134
0	19
0	43
0	152
4	36
0	162
24	8
0	0
0	7
0	0
0	27
0	0
0	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
2	283
0	0
0	0
0	0
0	0
182	777
0	110
0	10
0	545
0	200
0	76
5	742
1	745
1	5
13	0
0	89
0	0
0	0
0	0
5	4
0	0
0	0
0	0
0	0
0	2
0	0
0	1
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	3
0	10
0	1
0	0
0	0
0	153
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
182	5
4	670
6	628
0	95
0	143
3	558
6	6
1	13
3	6
0	10
0	7
0	776
0	0
1	0
4	8
0	7
0	0
0	0
0	5
243	21
0	40
0	10
0	0
0	0
0	19
0	0
0	0
1	130
0	131
0	134
0	4
0	112
0	122
0	130
0	8
0	19
0	116
4	19
1	17
0	15
0	0
0	1
0	11
0	0
0	1
0	1
0	11
0	39
0	35
0	20
0	23
3	20
0	0
1	4
0	4
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
17	457
0	280
0	306
0	188
8	257
0	142
0	68
0	1
0	1
3	25
0	2
0	2
0	6
0	2
0	6
2	7
0	3
0	7
0	3
0	2
0	20
0	2
7	2
0	4
0	2
0	1
0	1
0	2
0	2
0	3
3	0
0	1
0	1
1	6
0	0
529	1073
0	123
0	153
2	104
0	28
0	665
0	43
0	84
0	0
0	0
0	0
0	0
6	28
0	0
0	0
5	13
0	0
0	0
0	0
0	1
1	20
0	0
347	227
0	11
0	65
0	29
0	42
0	38
0	128
0	32
0	0
0	4
0	1
0	2
0	0
0	0
0	0
0	0
0	2
0	0
0	0
