"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"OGFOD1",12.83853,11.05331,18.22157,14.0378033333333,21.948604,28.504868,20.256696,23.570056,0.612037812747897
"OGFOD2",31.65732,35.26005,33.82133,33.5795666666667,10.892425,12.580675,10.633822,11.368974,2.79566976748974
"OGFR",49.5153,51.39788,120.55949,73.8242233333333,15.708542,15.254769,13.691019,14.8847766666667,4.71043596667921
"OGFRL1",7.81908,8.75975,7.29737,7.95873333333333,2.912614,1.448546,1.494637,1.95193233333333,3.03487083093707
"OGG1",27.88031,28.10304,34.73896,30.24077,12.693219,14.017832,12.750934,13.153995,2.20720510357676
"OGN",1.45779,3.12256,0.78654,1.78896333333333,0.498037,0.016293,0,0.171443333333333,2.38079235586869
"OGT",67.6549,43.90927,39.89519,50.4864533333333,30.253682,29.874466,26.453624,28.8605906666667,1.72422755825817
"OIP5",0.0994,0,0.85209,0.317163333333333,0.509604,0.049981,0.185737,0.248440666666667,1.05504680238441
"OIT3",0,0.05527,0,0.0184233333333333,0,0,0.020159,0.00671966666666667,1.0116255468669
"OLA1",130.35661,118.40857,218.78992,155.8517,126.786337,156.007788,120.118866,134.304330333333,1.15925114601715
"OLAH",2.40205,3.42653,2.01005,2.61287666666667,0,0.065105,0.181744,0.082283,3.3381995898177
"OLFM1",145.71314,138.13872,1269.98217,517.944676666667,234.878373,142.68741,179.778112,185.781298333333,2.77835458526768
"OLFM2",177.73491,233.86037,249.8365,220.47726,123.725173,123.454298,136.632752,127.937407666667,1.71771143850333
"OLFM3",9.69102,8.59395,16.84512,11.71003,6.233297,6.979483,8.989494,7.400758,1.51296228268925
"OLFM4",0.99395,1.0777,1.17981,1.08382,0,0,0,0,2.08382
"OLFML1",0.94425,3.09493,0.32773,1.45563666666667,0.161704,0.294351,0.120468,0.192174333333333,2.05979662370408
"OLFML2A",1.259,2.79096,0.74285,1.59760333333333,0.789561,0.084527,0.166877,0.346988333333333,1.92845273344362
"OLFML2B",5.31764,1.96196,2.40332,3.22764,2.125157,3.190165,2.328587,2.54796966666667,1.19156599328311
"OLFML3",8.58111,4.72529,3.64868,5.65169333333333,1.526767,0.112013,0.112966,0.583915333333333,4.19952581640517
"OLIG1",189.79485,295.04044,310.24733,265.02754,0,0.09936,0.529487,0.209615666666667,219.927326779002
"OLIG2",28.26133,36.66935,54.94874,39.9598066666667,0.354273,0.128181,0.040012,0.174155333333333,34.8844871746101
"OLIG3",0,0,0,0,0,0,0,0,1
"OLR1",12.17589,4.08972,28.51217,14.9259266666667,0.747833,0.186089,0.17784,0.370587333333333,11.6197824679541
"OMA1",26.7207,33.27046,48.45976,36.1503066666667,7.642404,5.336325,5.303568,6.094099,5.23678999498973
"OMD",2.83276,5.44375,1.46384,3.24678333333333,0,0,0,0,4.24678333333333
"OMG",60.2334,48.57929,47.65137,52.1546866666667,0.337219,0.305751,0.721002,0.454657333333333,36.5410364686116
"OMP",0,0,0.69915,0.23305,0.707417,0.171036,0,0.292817666666667,0.953769453954966
"ONECUT1",0,0,0,0,4.016732,2.003979,1.396376,2.47236233333333,0.287988379092927
"ONECUT2",5.36733,4.78056,0.89578,3.68122333333333,16.397712,14.998611,11.243585,14.2133026666667,0.307705922632447
"ONECUT3",0,0.02763,0,0.00921,25.982064,21.666078,16.043645,21.2305956666667,0.0453973440537738
"OOEP",0,0,0,0,0,0.181968,0,0.060656,0.942812749845379
"OPA1",45.47323,38.02338,24.12064,35.8724166666667,54.729932,43.147598,56.056393,51.3113076666667,0.704865129765475
"OPA3",9.90637,10.50064,10.02842,10.1451433333333,5.208199,4.916413,4.028663,4.71775833333333,1.94921552881301
"OPALIN",74.08244,82.09845,77.49629,77.8923933333333,0,0,0,0,78.8923933333333
"OPCML",71.38221,36.00615,122.19812,76.5288266666667,22.289299,38.090014,35.254439,31.8779173333333,2.35808204883051
"OPHN1",65.02093,17.21553,117.95953,66.7319966666667,3.626443,3.462144,7.995256,5.02794766666667,11.2363279199007
"OPLAH",10.83406,11.63361,10.9242,11.1306233333333,2.085,1.109862,1.30785,1.500904,4.85049539419879
"OPN1LW",0,0,0,0,0,0,0,0,1
"OPN1MW",0,0,0,0,0,0,0,0,1
"OPN1MW2",0,0,0,0,0,0,0,0,1
"OPN1SW",1.27557,1.29876,0.6773,1.08387666666667,0.202295,0.253666,0.283895,0.246618666666667,1.67162318549163
"OPN3",7.80251,6.85305,21.49883,12.0514633333333,2.522133,1.010478,0.946164,1.492925,5.2354015196339
"OPN4",8.08413,4.42132,1.63863,4.71469333333333,0,0.029569,0,0.00985633333333333,5.65891715950355
"OPN5",0.0497,0,0,0.0165666666666667,0.43814,0.147655,0,0.195265,0.850494799619052
"OPRD1",0.48041,0.4974,0.89578,0.62453,0.406242,0.49662,0.469368,0.45741,1.11466917339664
"OPRK1",7.9516,6.05169,1.02687,5.01005333333333,1.486324,2.649001,2.538629,2.22465133333333,1.86378392950804
"OPRL1",14.59451,11.63361,12.49729,12.90847,7.175076,5.528943,5.915159,6.20639266666667,1.93001833834755
"OPRM1",1.07678,0.5803,0.24033,0.63247,1.794101,0.848695,0.647986,1.09692733333333,0.778505756518029
"OPTC",0.19879,0,0,0.0662633333333333,0.191648,0.140202,0.232354,0.188068,0.897476687641897
"OPTN",63.01646,61.09716,73.86945,65.9943566666667,75.911266,59.508096,62.983841,66.134401,0.997913970613467
"OR10A2",0,0,0,0,0.072528,0.008486,0.02413,0.035048,0.966138768443589
"OR10A3",0,0,0,0,0.123137,0.071709,0.101698,0.098848,0.910043973324791
"OR10A4",0.28162,0,0,0.0938733333333333,0,0,0,0,1.09387333333333
"OR10A5",0,0,0,0,4.4e-05,0,0,1.46666666666667e-05,0.999985333548441
"OR10A6",0,0,0,0,0.084341,0.038991,0.015111,0.0461476666666667,0.955887999240388
"OR10A7",0,0,0,0,0,0,0,0,1
"OR10AD1",0.21536,0.63557,0,0.283643333333333,0.108867,0,0.037753,0.0488733333333333,1.22383065003083
"OR10AG1",0,0,0,0,0,0.033991,0,0.0113303333333333,0.988796604867977
"OR10C1",0,0,0,0,0,0,0,0,1
"OR10D3",0,0,0,0,0,0,0,0,1
"OR10G2",0,0,0,0,0,0,0,0,1
"OR10G3",0,0,0,0,0.459091,0.380317,0.291297,0.376901666666667,0.72626827623856
"OR10G4",0,0,0,0,0.064939,0.047453,0.058427,0.0569396666666667,0.946127798527762
"OR10G6",0,0,0,0,0,0,0,0,1
"OR10G7",0,0,0,0,0,0,0,0,1
"OR10G8",0,0,0,0,0,0,0,0,1
"OR10G9",0,0,0,0,0,0,0,0,1
"OR10H1",0,0,0,0,0.323572,0.125633,0.084125,0.177776666666667,0.849057404771137
"OR10H2",0,0,0,0,0,0,0,0,1
"OR10H3",0,0,0,0,0,0,0,0,1
"OR10H4",0,0,0,0,0,0,0,0,1
"OR10H5",0,0,0,0,0.129111,0.064702,0.09548,0.096431,0.912050097087733
"OR10J1",0,0,0.37142,0.123806666666667,0,0.014212,0.038486,0.017566,1.10440665928959
"OR10J3",0.11596,0.1658,0,0.09392,0,0,0,0,1.09392
"OR10J4",0,0,0,0,0,0,0,0,1
"OR10J5",0,0,0,0,0,0,0,0,1
"OR10K1",0,0,0,0,0.433696,0.266409,0.253365,0.317823333333333,0.75882705572573
"OR10K2",0,0,0,0,0.022761,0.077605,0.014674,0.0383466666666667,0.963069495094766
"OR10P1",0,0,0,0,0,0,0,0,1
"OR10Q1",0,0,0,0,0,0,0,0,1
"OR10R2",0,0,0,0,0,0,0,0,1
"OR10S1",0,0,0,0,0,0,0,0,1
"OR10T2",0,0,0,0,0,0,0,0,1
"OR10V1",0,0,0,0,0,0,0,0,1
"OR10V2P",0,0,0,0,0,0.080787,0,0.026929,0.973777154993188
"OR10W1",0,0,0,0,0,0,0,0,1
"OR10X1",0,0,0,0,0,0,0,0,1
"OR10Z1",0,0,0,0,0.048331,0.066933,0.074886,0.0633833333333333,0.940394652289077
"OR11A1",0,0.11053,0,0.0368433333333333,0.122008,0.044799,0,0.0556023333333333,0.98222910332079
"OR11G2",0,0,0,0,0,0.038363,0.025088,0.0211503333333333,0.979287737913875
"OR11H1",0,0,0,0,0,0,0,0,1
"OR11H12",0,0,0,0,0,0,0,0,1
"OR11H2",0,0,0,0,0,0,0,0,1
"OR11H4",0,0.13817,0,0.0460566666666667,0,0.05237,0,0.0174566666666667,1.0281093052284
"OR11H6",0,0,0,0,0,0,0,0,1
"OR11L1",0,0,0,0,0,0,0,0,1
"OR12D2",0,0.13817,0,0.0460566666666667,0,0,0,0,1.04605666666667
"OR12D3",0,0,0,0,0,0,0,0,1
"OR13A1",0.23192,0.13817,0,0.123363333333333,0.130571,0.109858,0.138119,0.126182666666667,0.997496557692831
"OR13C2",0,0,0,0,8e-06,0,0,2.66666666666667e-06,0.999997333340444
"OR13C3",0,0,0,0,0,0,0,0,1
"OR13C4",0,0,0,0,0,0,0,0,1
"OR13C5",0.49698,0,0,0.16566,3.8e-05,0.121849,0.171155,0.0976806666666667,1.06192997234776
"OR13C8",0,0,0,0,0,0,0,0,1
"OR13C9",0,0,0,0,0.083144,0,0,0.0277146666666667,0.973032722441767
"OR13D1",0,0,0,0,0,0,0,0,1
"OR13F1",0,0,0,0,0,0,0,0,1
"OR13G1",0,0,0,0,0,0,0,0,1
"OR13H1",0,0,0,0,0,0,0,0,1
"OR13J1",0.69577,0.4145,0.21848,0.442916666666667,0.156739,0.228225,0.397862,0.260942,1.14431644490125
"OR14A16",0,0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,0,1
"OR14I1",2.15356,2.95676,5.28731,3.46587666666667,0,0,0,0,4.46587666666667
"OR14J1",0,0,0,0,0.37542,0.152219,0.166385,0.231341333333333,0.812122498391997
"OR14K1",0,0,0,0,0,0,0,0,1
"OR1A1",0,0,0,0,0.433391,0.362426,0.297585,0.364467333333333,0.732886728447389
"OR1A2",0,0,0,0,0,0,0,0,1
"OR1B1",0,0,0,0,0.152581,0,0,0.0508603333333333,0.951601243552505
"OR1C1",0,0,0,0,0,0.041005,0.038425,0.0264766666666667,0.974206265445228
"OR1D2",0,0,0,0,0.129606,0.061689,0.144293,0.111862666666667,0.899391651486934
"OR1D4",0,0,0,0,0,0.10617,0,0.03539,0.965819642839896
"OR1D5",0,0,0,0,0,0,0,0,1
"OR1E1",0.08283,0.11053,0,0.0644533333333333,0,0,0,0,1.06445333333333
"OR1E2",0,0,0,0,0,0,0,0,1
"OR1F1",2.60084,1.21586,0,1.27223333333333,1.604579,1.238539,1.454858,1.43265866666667,0.934053496476283
"OR1F12",0,0,0,0,0,0.062717,0.176188,0.079635,0.926238960389391
"OR1F2P",0.31475,0.1658,0,0.160183333333333,0.248032,0.245169,0.230683,0.241294666666667,0.934655859312481
"OR1G1",0.11596,0,0,0.0386533333333333,0,0,0,0,1.03865333333333
"OR1I1",0,0,0,0,0.202826,0.130473,0.121949,0.151749333333333,0.868244479122772
"OR1J1",0,0,0,0,0,0,0,0,1
"OR1J2",0,0,0,0,0,0,0,0,1
"OR1J4",0,0,0,0,0,0,0,0,1
"OR1K1",0,0,0,0,0,0,0,0,1
"OR1L1",0,0,0,0,0,0,0,0,1
"OR1L3",0,0,0,0,0,0,0,0,1
"OR1L4",0,0,0,0,0,0,0,0,1
"OR1L6",0,0,0,0,0,0,0,0,1
"OR1L8",0.64607,0.13817,0,0.261413333333333,0,0,0.100233,0.033411,1.22063083645649
"OR1M1",0,0,0,0,0.20229,0.056651,0.035029,0.09799,0.910755107059263
"OR1N1",0,0,0,0,0,0,0,0,1
"OR1N2",0,0,0,0,0,0,0,0,1
"OR1Q1",0,0.13817,0,0.0460566666666667,0,0,0,0,1.04605666666667
"OR1S1",0,0,0,0,0,0,0,0,1
"OR1S2",0,0,0,0,0,0,0,0,1
"OR2A1",0,0,0,0,0.166788,0.04035,0,0.069046,0.935413443387843
"OR2A12",0,0,0,0,0.030932,0.012237,0.011186,0.0181183333333333,0.982204098737704
"OR2A14",0,0,0,0,0,0.092526,0,0.030842,0.970080768924821
"OR2A2",0,0,0,0,0,0,0,0,1
"OR2A20P",0,0,0,0,0.359646,0.198787,0.237136,0.265189666666667,0.790395326761284
"OR2A25",0,0,0,0,0,0.028917,0.158563,0.0624933333333333,0.941182376046281
"OR2A4",0,0,0,0,0.382996,0,0,0.127665333333333,0.886787924076765
"OR2A42",0,0,0,0,0.166718,0,0.060423,0.0757136666666667,0.929615408809222
"OR2A5",0,0,0,0,0.374562,0.550031,0.56177,0.495454333333333,0.668693103968627
"OR2A7",0,0.30397,0,0.101323333333333,0.277513,0.347116,0.289594,0.304741,0.844093450986313
"OR2AE1",0,0,0,0,0,0,0.049623,0.016541,0.98372815262739
"OR2AG1",0,0,0,0,0.076555,0.022508,0.032198,0.0437536666666667,0.95808046662351
"OR2AG2",0.26505,0,0,0.08835,0.353412,0.141802,0.214079,0.236431,0.880235128365432
"OR2AJ1",0,0,0,0,0.073234,0,0.051847,0.0416936666666667,0.959975117444956
"OR2AK2",0.0994,0,0,0.0331333333333333,0,0,0,0,1.03313333333333
"OR2AP1",0,0,0,0,0.093413,0.21014,0.06413,0.122561,0.890820187054423
"OR2AT4",0.11596,0,0,0.0386533333333333,0.189329,0.143591,0.084135,0.139018333333333,0.911884649208163
"OR2B11",0,0,0,0,0.101137,0.082668,0.029445,0.0710833333333333,0.933634171010659
"OR2B2",0,0,0,0,0,0,0,0,1
"OR2B3",0,0,0,0,0,0,0,0,1
"OR2B6",0,0,0,0,0,0,0,0,1
"OR2C1",0,0.44213,0.24033,0.227486666666667,0.049308,0.036201,0,0.028503,1.19346921366945
"OR2C3",0,0,0,0,0.030154,0.065243,0.023539,0.0396453333333333,0.961866482672296
"OR2D2",0,0,0,0,0.138344,0.101575,0.285,0.174973,0.851083386596969
"OR2D3",0,0,0,0,0,0,0,0,1
"OR2F1",0,0,0,0,1.856774,1.931887,2.573468,2.12070966666667,0.320439934121822
"OR2F2",0.0994,0,0,0.0331333333333333,0,0,0,0,1.03313333333333
"OR2G2",0,0,0,0,0,0,0,0,1
"OR2G3",0,0,0,0,0,0,0,0,1
"OR2G6",0,0,0,0,0.172726,0.105107,0.056893,0.111575333333333,0.899624137035547
"OR2H1",3.51196,3.84102,2.88399,3.41232333333333,0,0.015394,0.216809,0.077401,4.09533992759737
"OR2H2",3.54509,3.12256,3.03693,3.23486,0.226661,0.1671,0.25911,0.217623666666667,3.47797116295648
"OR2J1",0,0,0,0,0,0,0,0,1
"OR2J2",0,0.13817,0,0.0460566666666667,0.056628,0.020625,0.040085,0.0391126666666667,1.00668262472661
"OR2J3",0,0,0,0,0.03933,0.01448,0.027832,0.027214,0.973506981018561
"OR2K2",0.13253,0,0,0.0441766666666667,0.209992,0.163026,0.152797,0.175271666666667,0.888455576937531
"OR2L13",3.9261,1.79616,4.98144,3.5679,0.121057,0.178987,0.341501,0.213848333333333,3.76315547384421
"OR2L1P",0,0,0,0,0,0,0,0,1
"OR2L2",0,0.30397,0.43697,0.24698,0.328668,0.262148,0.337329,0.309381666666667,0.952342645192578
"OR2L3",0,0,0.28403,0.0946766666666667,0.064022,0.085849,0.064974,0.071615,1.02152047765911
"OR2L5",0,0,0,0,0.058165,0.063885,0,0.0406833333333333,0.960907096298906
"OR2L8",0,0,0,0,0.022246,0,0,0.00741533333333333,0.992639249088261
"OR2M2",0,0,0,0,0,0,0,0,1
"OR2M3",0,0,0.45882,0.15294,0.434819,0.269362,0.270997,0.325059333333333,0.87010443305935
"OR2M4",0,0.1658,0,0.0552666666666667,0.064502,0.063674,0.076988,0.068388,0.987718569159019
"OR2M5",0,0,0,0,0,0,0,0,1
"OR2M7",0,0,0,0,0,0,0,0,1
"OR2S2",0,0,0,0,0,0,0,0,1
"OR2T1",0,0,0,0,0,0,0,0,1
"OR2T10",0,0,0,0,0.01825,0,0,0.00608333333333333,0.993953449846765
"OR2T11",0,0,0,0,0,0,0,0,1
"OR2T12",0,0,0,0,0.128012,0.092559,0.072166,0.097579,0.911096148887688
"OR2T2",0,0,0,0,0,0,0,0,1
"OR2T27",0,0,0,0,0,0,0,0,1
"OR2T29",0,0,0,0,0,0,0,0,1
"OR2T3",0,0,0,0,0,0,0,0,1
"OR2T33",0.91112,0.44213,0.24033,0.531193333333333,0.082703,0.025455,0.311834,0.139997333333333,1.34315518866711
"OR2T34",0,0,0,0,0,0,0,0,1
"OR2T35",0,0,0,0,0,0,0,0,1
"OR2T4",0,0,0,0,0,0,0,0,1
"OR2T5",0,0.1658,0,0.0552666666666667,0,0,0,0,1.05526666666667
"OR2T6",0,0,0.45882,0.15294,0.026587,0,0,0.00886233333333333,1.14281201895072
"OR2T7",0,0,0,0,0.018286,0.013484,0.01272,0.01483,0.985386715016308
"OR2T8",1.85537,0.3316,0.28403,0.823666666666667,0.805305,0.85574,1.095295,0.91878,0.950430308147191
"OR2V1",0,0,0,0,0.294089,0.279061,0.245743,0.272964333333333,0.78556796432893
"OR2V2",0,0,0,0,0.061048,0.010267,0,0.0237716666666667,0.976780304201946
"OR2W1",0,0,0,0,0,0,0,0,1
"OR2W3",4.7047,5.77535,3.10247,4.52750666666667,3.597601,3.044813,3.963547,3.53532033333333,1.2187687440821
"OR2W5",0,0,0,0,0,0,0,0,1
"OR2Y1",0,0,0,0,0,0,0,0,1
"OR2Z1",0,0,0,0,0,0,0,0,1
"OR3A1",0,0,0,0,0,0,0,0,1
"OR3A2",0.21536,0.4145,0,0.209953333333333,0.130192,0.095753,0.038218,0.0880543333333333,1.11203392722729
"OR3A3",0.13253,0,0,0.0441766666666667,0.016629,0.012093,0.016691,0.0151376666666667,1.02860597232625
"OR3A4P",0,0,0,0,0,0,0,0,1
"OR4A15",0,0,0,0,0,0,0,0,1
"OR4A16",0,0,0,0,0,0,0,0,1
"OR4A47",0,0,0,0,0,0,0,0,1
"OR4A5",0,0,0,0,0,0,0,0,1
"OR4B1",0,0,0,0,0,0,0,0,1
"OR4C11",0,0,0,0,0,0,0,0,1
"OR4C12",0,0,0,0,0,0,0,0,1
"OR4C13",0,0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,0,1
"OR4C16",0,0,0,0,0,0,0,0,1
"OR4C3",0,0,0,0,0,0,0,0,1
"OR4C46",0,0,0,0,0,0,0,0,1
"OR4C5",0,0,0,0,0,0,0,0,1
"OR4C6",0,0,0,0,0,0,0,0,1
"OR4D1",0,0,0,0,0.028616,0.114096,0.112248,0.0849866666666667,0.921670312384791
"OR4D10",0,0,0,0,0,0.019579,0,0.00652633333333333,0.993515983519557
"OR4D11",0,0,0,0,0,0,0,0,1
"OR4D2",0,0,0,0,0.034096,0,0,0.0113653333333333,0.988762385896821
"OR4D5",0,0,0,0,0,0,0,0,1
"OR4D6",0,0,0,0,0,0,0,0,1
"OR4D9",0,0,0,0,0.121199,0.078088,0.105839,0.101708666666667,0.907680977971793
"OR4E1",0,0,0,0,0.033204,0.025368,0.011637,0.023403,0.977132175692274
"OR4E2",0,0,0,0,0.09137,0.033613,0.04843,0.0578043333333333,0.945354418098117
"OR4F13P",0,0,0,0,0.097753,0.120173,0.136576,0.118167333333333,0.894320528054537
"OR4F15",0,0,0,0,0.062781,0,0.08803,0.0502703333333333,0.952135815191708
"OR4F17",0,0,0,0,7.512554,3.681361,3.579125,4.92434666666667,0.1687949838632
"OR4F21",0,0,0,0,0,0.117063,0,0.039021,0.962444454924395
"OR4F29",0,0,0,0,0,0,0,0,1
"OR4F4",0,0,0,0,0,0,0,0,1
"OR4F5",0,0,0,0,0,0,0,0,1
"OR4F6",0,0,0,0,0,0,0,0,1
"OR4K1",0,0,0,0,0,0,0,0,1
"OR4K13",0,0,0,0,0.034137,0.00807,0.023261,0.0218226666666667,0.978643391482149
"OR4K14",0,0,0,0,0,0,0,0,1
"OR4K15",0,0,0,0,0,0,0,0,1
"OR4K17",0,0,0,0,0.116022,0.097119,0.096129,0.10309,0.906544343616568
"OR4K2",0,0,0,0,0.010766,0.015877,0.023319,0.016654,0.983618812299957
"OR4K3",0,0,0,0,0,0,0,0,1
"OR4K5",0,0,0,0,0,0,0,0,1
"OR4L1",0,0,0,0,0,0,0,0,1
"OR4M1",0,0,0,0,0.019943,0,0,0.00664766666666667,0.993396232975258
"OR4M2",0,0,0,0,0,0,0,0,1
"OR4N2",0,0,0.93948,0.31316,0,0,0,0,1.31316
"OR4N3P",0.16566,0,0,0.05522,0,0,0,0,1.05522
"OR4N4",0,0,0,0,0,0,0,0,1
"OR4N5",0,0,0,0,0,0,0,0,1
"OR4P4",0,0,0,0,0.158515,0.046665,0.044297,0.083159,0.923225491363687
"OR4Q3",0,0,0,0,0,0,0,0,1
"OR4S1",0,0,0,0,0,0,0,0,1
"OR4S2",0,0,0,0,0,0,0,0,1
"OR4X1",0,0,0,0,0,0,0,0,1
"OR4X2",0,0,0,0,0,0,0,0,1
"OR51A2",0,0,0,0,0,0,0,0,1
"OR51A4",0,0,0,0,0,0,0,0,1
"OR51A7",0,0,0,0,0,0,0,0,1
"OR51B2",0,0,0,0,0,0,0,0,1
"OR51B4",0,0,0,0,0,0,0,0,1
"OR51B5",0,0,0,0,0.137854,0.081457,0.072217,0.097176,0.911430800527901
"OR51B6",0,0,0,0,0,0,0,0,1
"OR51D1",0,0,0,0,0.07138,0.077522,0.060583,0.0698283333333333,0.934729403627062
"OR51E1",0,0.19343,0,0.0644766666666667,0,0,0,0,1.06447666666667
"OR51E2",0.26505,0.0829,0.30588,0.217943333333333,0.126067,0.109154,0.017161,0.0841273333333333,1.12343199538062
"OR51F1",0,0,0,0,0,0,0,0,1
"OR51F2",0,0,0,0,0,0,0,0,1
"OR51G1",0,0,0,0,0,0,0,0,1
"OR51G2",0,0,0,0,0,0,0,0,1
"OR51I1",0,0,0,0,0,0,0,0,1
"OR51I2",0,0,0,0,0,0,0.049425,0.016475,0.983792026365626
"OR51J1",0,0,0,0,0.85133,0.062395,0.233559,0.382428,0.72336497813991
"OR51L1",0,0,0,0,0.031225,0.030986,0.021683,0.0279646666666667,0.972796081836795
"OR51M1",0,0,0,0,0.155205,0.110172,0.106099,0.123825333333333,0.889817990696063
"OR51Q1",0,0,0,0,0,0.100994,0.047432,0.0494753333333333,0.952857078425855
"OR51S1",0,0,0,0,0,0,0,0,1
"OR51T1",0,0,0,0,0,0,0,0,1
"OR51V1",0,0,0,0,0,0,0,0,1
"OR52A1",0,0,0,0,0.086398,0.060156,0.063658,0.0700706666666667,0.934517720325013
"OR52A5",0,0,0.26218,0.0873933333333333,0,0,0,0,1.08739333333333
"OR52B2",0,0,0,0,0,0,0,0,1
"OR52B4",0,0,0,0,0,0,0,0,1
"OR52B6",0,0.1658,0,0.0552666666666667,0,0,0,0,1.05526666666667
"OR52D1",0,0,0,0,0,0.053069,0,0.0176896666666667,0.982617818332963
"OR52E1",0,0,0,0,0,0,0,0,1
"OR52E2",0,0,0,0,0,0,0,0,1
"OR52E4",0,0,0,0,0.187655,0.063968,0.016061,0.089228,0.918081430150529
"OR52E6",0,0,0,0,0,0,0,0,1
"OR52E8",0,0,0,0,0,0,0,0,1
"OR52H1",0,0,0.24033,0.08011,0,0,0,0,1.08011
"OR52I1",0,0.1658,0,0.0552666666666667,0.154353,0.245501,0.150793,0.183549,0.891612148433792
"OR52I2",0,0,0,0,0,0.006773,0,0.00225766666666667,0.997747418910573
"OR52J3",0,0,0,0,0,0,0,0,1
"OR52K1",0,0,0,0,0.06034,0.079758,0.041943,0.0606803333333333,0.942791120541816
"OR52K2",0,0,0,0,0,0,0,0,1
"OR52L1",0,0,0,0,0,0,0,0,1
"OR52M1",0,0,0,0,0,0,0,0,1
"OR52N1",0,0,0,0,0.086051,0.022892,0.065083,0.0580086666666667,0.945171841692538
"OR52N2",0,0,0,0,0,0.053861,0,0.0179536666666667,0.982362982467113
"OR52N4",0,0,0,0,0,0,0,0,1
"OR52N5",0,0,0,0,0,0,0,0,1
"OR52R1",0,0,0,0,0,0,0,0,1
"OR52W1",0,0,0,0,0,0.048219,0,0.016073,0.984181254693314
"OR52Z1",0,0,0,0,0,0,0,0,1
"OR56A1",0,0,0,0,0.035749,0,0.025038,0.0202623333333333,0.980140075085264
"OR56A3",0,0,0,0,0,0,0,0,1
"OR56A4",0,0,0,0,0.15699,0.01414,0.058712,0.076614,0.928838005078886
"OR56B1",0,0,0,0,0,0,0,0,1
"OR56B4",0.0994,0,0,0.0331333333333333,0,0,0,0,1.03313333333333
"OR5A1",0,0,0,0,0.074195,0.049181,0.010156,0.0445106666666667,0.957386106157525
"OR5A2",0,0,0,0,0.140819,0.095494,0.078556,0.104956333333333,0.905013139282427
"OR5AC2",0,0,0,0,0,0,0,0,1
"OR5AK2",0,0,0,0,0.077301,0.057153,0.053694,0.062716,0.940985173837601
"OR5AK4P",0,0,0,0,0.529589,0.065212,0.429691,0.341497333333333,0.745435697225886
"OR5AN1",0,0,0,0,0.023474,0.005766,0,0.00974666666666667,0.990347413872787
"OR5AP2",0,0,0,0,0,0,0,0,1
"OR5AR1",0,0,0,0,0,0,0,0,1
"OR5AS1",0,0,0,0,0.390682,0.209136,0.198253,0.266023666666667,0.789874649526036
"OR5AU1",0,0,0,0,0.072939,0.035288,0.029058,0.0457616666666667,0.956240826064575
"OR5B12",0,0,0.39327,0.13109,0.037611,0,0,0.012537,1.11708510405052
"OR5B17",0,0,0,0,0,0,0,0,1
"OR5B2",0,0,0,0,0.091035,0.022264,0,0.0377663333333333,0.963608056919686
"OR5B21",0,0,0,0,0,0,0,0,1
"OR5B3",0,0,0,0,0,0,0,0,1
"OR5C1",0,0,0,0,0.079976,0,0,0.0266586666666667,0.974033563897901
"OR5D13",0,0,0,0,0,0,0,0,1
"OR5D14",0,0,0,0,0,0,0,0,1
"OR5D16",0,0,0,0,0,0,0,0,1
"OR5D18",0,0,0,0,0,0,0,0,1
"OR5F1",0,0,0,0,0,0,0,0,1
"OR5H1",0,0,0,0,0.041031,0.097558,0.015004,0.0511976666666667,0.951295871090531
"OR5H14",0,0,0,0,0.034198,0.074499,0.077505,0.0620673333333333,0.941559888544418
"OR5H15",0,0,0,0,0,0,0,0,1
"OR5H2",0,0,0,0,0,0,0,0,1
"OR5H6",0,0,0,0,0,0,0,0,1
"OR5I1",0,0,0,0,0,0,0,0,1
"OR5J2",0,0,0,0,0,0,0,0,1
"OR5K1",0,0,0,0,0,0,0,0,1
"OR5K2",0.11596,0.13817,0,0.08471,0.145165,0.106802,0,0.083989,1.00066513590083
"OR5K3",0,0,0,0,0,0,0,0,1
"OR5K4",0,0,0,0,0,0,0,0,1
"OR5L1",0,0,0,0,0,0,0,0,1
"OR5L2",0,0,0,0,0,0,0,0,1
"OR5M1",0,0,0,0,0,0,0,0,1
"OR5M10",0,0,0,0,0,0,0,0,1
"OR5M11",0,0,0,0,0,0,0,0,1
"OR5M3",0,0,0,0,0,0,0,0,1
"OR5M8",0,0,0,0,0,0,0,0,1
"OR5M9",0,0,0,0,0,0,0,0,1
"OR5P2",0,0,0,0,0,0,0,0,1
"OR5P3",0,0,0,0,0,0,0,0,1
"OR5R1",0,0,0,0,0,0,0,0,1
"OR5T1",0,0,0,0,0,0,0,0,1
"OR5T2",0,0,0,0,0,0,0.044743,0.0149143333333333,0.985304835252105
"OR5T3",0,0,0,0,0,0,0,0,1
"OR5V1",0,0,0,0,0,0,0,0,1
"OR5W2",0,0,0,0,0,0,0,0,1
"OR6A2",0,0,0,0,0.014614,0,0,0.00487133333333333,0.995152281519292
