"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"NCBP1",36.36202,22.57638,11.25193,23.3967766666667,59.951658,61.328496,42.609315,54.629823,785,679,724,0.438555712583638
"NCBP2",69.21209,68.61341,52.78574,63.53708,43.83477,53.103005,47.000025,47.9792666666667,1150,1010,1116,1.31764079767085
"NCBP2L",0,0.4974,0,0.1658,0,0,0,0,0,0,0,1.1658
"NCCRP1",0,0.3316,0,0.110533333333333,0.144084,0.135706,0.042533,0.107441,4,3,1,1.00279232332317
"NCDN",1911.99629,1435.82477,605.87809,1317.89971666667,23.301692,21.936157,24.294638,23.1774956666667,996,637,921,54.5507167016071
"NCEH1",60.89603,29.04257,34.91375,41.61745,2.849428,2.465912,3.125631,2.813657,131,86,114,11.1749562165659
"NCF1",1.14304,0.52503,1.59493,1.08766666666667,0.297559,1.557744,0.801728,0.885677,1,5,3,1.10711785033527
"NCF1B",1.02708,0.6632,1.00503,0.898436666666667,0.0607,0,0,0.0202333333333333,1,0,0,1.86078674812951
"NCF1C",0.71233,0.30397,1.20166,0.73932,0.15576,0.137789,0,0.0978496666666667,3,2,0,1.58429706070868
"NCF2",3.2966,2.01723,3.16802,2.82728333333333,0.471669,0.659835,0.134517,0.422007,3,12,1,2.69146588823637
"NCF4",10.00577,3.59233,3.27726,5.62512,0,0,0,0,0,0,0,6.62512
"NCK1",31.27631,31.19796,20.62489,27.69972,20.878392,23.063195,13.818022,19.253203,183,183,156,1.41704598526959
"NCK2",48.58761,53.02825,121.783,74.4662866666667,38.827343,47.246767,36.802985,40.9590316666667,765,657,642,1.798570740769
"NCKAP1",101.51548,87.81854,56.30334,81.87912,111.416349,108.806349,92.353199,104.191965666667,1771,1920,1582,0.787884506908333
"NCKAP1L",4.04207,1.93433,2.20669,2.72769666666667,0.670215,0.304463,1.507101,0.827259666666667,17,10,20,2.04004758309301
"NCKAP5",10.53588,11.71651,19.64172,13.9647033333333,1.57759,2.180738,1.942859,1.90039566666667,53,70,49,5.15953857789748
"NCKAP5L",17.37757,14.14823,14.79137,15.4390566666667,23.695796,24.406235,20.019722,22.707251,1497,1241,1151,0.693418931898374
"NCKIPSD",55.06486,31.61246,50.73199,45.8031033333333,9.463715,8.633352,7.825714,8.640927,184,136,160,4.85462687699361
"NCL",257.01903,236.1263,152.43631,215.19388,376.413848,421.630587,355.244768,384.429734333333,5566,4933,4825,0.560916454393287
"NCLN",45.4401,43.4395,55.25461,48.0447366666667,60.522273,54.108251,53.75858,56.1297013333333,1235,922,1035,0.858480536779047
"NCMAP",0.03313,0.13817,0.10924,0.0935133333333333,0.065542,0.123367,0.092666,0.0938583333333333,4,6,5,0.999684602667926
"NCOA1",36.41172,35.64692,36.48683,36.1818233333333,5.029428,5.192088,3.847027,4.68951433333333,493,415,369,6.53514889935245
"NCOA2",8.69707,6.77015,5.4621,6.97644,5.989166,7.105708,5.179808,6.09156066666667,699,618,560,1.12477920939077
"NCOA3",4.62187,3.48179,7.31922,5.14096,18.902906,6.090948,26.391291,17.1283816666667,437,527,344,0.338748384324433
"NCOA4",37.75355,32.46909,27.3542,32.5256133333333,32.335475,33.214139,35.262424,33.6040126666667,1618,1377,1531,0.968836003392978
"NCOA5",14.7436,19.84069,13.6771,16.08713,11.427769,10.708254,12.838969,11.6583306666667,516,407,467,1.34987230543722
"NCOA6",23.10935,24.51071,34.1709,27.2636533333333,8.278101,9.221534,10.77576,9.42513166666667,744,598,642,2.71110756554793
"NCOA7",32.56844,22.18952,38.03807,30.93201,7.533341,7.622272,5.822989,6.99286733333333,294,248,251,3.99506318174846
"NCOR1",73.22102,52.22688,59.77723,61.74171,35.693357,37.903512,30.172061,34.5896433333333,1072,1105,957,1.76292044886092
"NCOR1P1",0,0,1.00503,0.33501,0,0,0,0,0,0,0,1.33501
"NCOR2",196.33835,152.67382,290.8241,213.278756666667,105.967292,116.158252,75.063082,99.0628753333333,2312,2015,1544,2.14144112841904
"NCR1",0.14909,0,0,0.0496966666666667,0,0,0.137648,0.0458826666666667,0,0,2,1.00364668057092
"NCR2",0,0,0,0,0,0,0,0,0,0,0,1
"NCR3",0.51354,0.4145,0.30588,0.411306666666667,0,0,0,0,0,0,0,1.41130666666667
"NCR3LG1",2.36892,1.5751,1.3983,1.78077333333333,1.559085,1.785562,1.314845,1.553164,155,143,116,1.08914794871514
"NCS1",293.53014,255.63539,358.09534,302.42029,36.341611,30.09363,13.723471,26.7195706666667,869,998,833,10.9460674426992
"NCSTN",56.12507,40.62091,35.89693,44.2143033333333,227.234675,146.634718,205.23897,193.036121,3561,1896,2971,0.233020033075869
"NCSTNP1",0,0,0,0,0,0,0,0,0,0,0,1
"NDC80",0,0,0,0,2.204751,4.278888,0.743604,2.409081,18,37,13,0.293334185958034
"NDE1",14.13066,10.44538,13.54601,12.70735,22.451866,25.863258,24.402132,24.2390853333333,272,287,280,0.543100109174585
"NDEL1",48.62074,53.16641,53.55044,51.7791966666667,45.83232,62.280322,47.735638,51.9494266666667,744,741,732,0.996785045453435
"NDFIP1",87.13633,73.61503,110.37814,90.3765,41.765591,40.389801,45.04606,42.400484,2181,1664,2127,2.10542582889168
"NDFIP2",17.14565,19.78542,24.12064,20.35057,18.262526,20.690685,23.156732,20.7033143333333,556,476,519,0.983746983160467
"NDN",70.98463,52.17162,34.49863,52.5516266666667,18.925253,16.165021,19.370739,18.153671,502,341,447,2.7958936261705
"NDNF",0.46384,0.60793,0.48066,0.517476666666667,0.047693,0.089294,0.221146,0.119377666666667,2,3,4,1.35564315052441
"NDOR1",13.50116,11.38491,16.14597,13.6773466666667,9.743132,6.573481,6.750351,7.688988,254,150,165,1.68918942766024
"NDP",16.26766,17.0221,14.79137,16.0270433333333,0,0.46841,0.215293,0.227901,0,2,1,13.8667883920066
"NDRG1",411.36297,394.90708,204.17333,336.81446,94.926123,48.766809,40.215065,61.3026656666667,114,75,86,5.42215098479708
"NDRG2",1747.53061,2333.68501,6772.08755,3617.76772333333,5.537758,5.746262,6.78022,6.02141333333333,59,64,66,515.390214410774
"NDRG3",93.44791,68.28181,87.54655,83.09209,10.582799,10.409453,11.65111,10.8811206666667,468,361,458,7.0777910905262
"NDRG4",1212.4705,1028.95248,1431.90069,1224.44122333333,310.318632,204.487809,286.840535,267.215658666667,2806,1718,2686,4.56886532809141
"NDST1",32.18743,39.76428,27.55084,33.1675166666667,44.128934,37.490358,32.443501,38.020931,3370,2645,2653,0.875620232297037
"NDST2",15.70442,16.1931,13.19644,15.03132,28.687205,21.633611,23.922704,24.74784,411,305,367,0.622627762173448
"NDST3",6.85826,4.08972,3.34281,4.76359666666667,1.889695,2.233915,2.166359,2.09665633333333,148,109,151,1.86123226030141
"NDST4",0,0.22107,0,0.07369,1.544773,2.537276,1.20475,1.76226633333333,60,67,46,0.388698941533395
"NDUFA1",189.3807,173.01191,143.91544,168.76935,134.872454,132.971854,160.772066,142.872124666667,383,304,403,1.18000168825847
"NDUFA10",178.28159,139.29932,201.92295,173.167953333333,46.349344,43.263535,57.541228,49.051369,1202,841,1061,3.4797840061744
"NDUFA11",311.2059,254.64059,276.68819,280.844893333333,72.470453,86.237804,95.278461,84.6622393333333,381,330,420,3.29018825011805
"NDUFA12",144.20565,110.17385,147.08345,133.820983333333,77.496108,70.766418,86.918347,78.3936243333333,189,139,188,1.69813362805165
"NDUFA12P1",0,0,0,0,0,0,0,0,0,0,0,1
"NDUFA13",386.49765,375.78485,283.17716,348.486553333333,176.41002,141.350753,175.430476,164.397083,850,552,725,2.11301521764645
"NDUFA2",130.20751,124.40499,101.20181,118.60477,28.717449,24.405126,34.131022,29.0845323333333,188,128,197,3.97562337598578
"NDUFA3",1107.07862,919.71816,637.53642,888.111066666667,167.832043,129.038947,152.860295,149.910428333333,170,137,165,5.89164762492612
"NDUFA4",1142.44669,1046.88648,724.55862,971.297263333333,382.681357,304.327902,405.828716,364.279325,1174,770,1153,2.66179111925739
"NDUFA4L2",105.7232,183.01515,106.68576,131.808036666667,0.490912,7.823369,0.774433,3.02957133333333,7,10,10,32.9583535519163
"NDUFA5",168.39178,150.26973,147.52042,155.393976666667,38.280498,41.128973,37.161274,38.856915,571,484,464,3.9238856461085
"NDUFA6",90.71455,89.00677,66.09142,81.93758,41.38626,36.451725,42.908433,40.248806,326,254,294,2.01066619964709
"NDUFA7",190.27525,137.64132,201.70446,176.540343333333,26.88683,23.259238,30.830781,26.992283,143,98,141,6.34247457891639
"NDUFA8",184.74226,154.35945,113.6554,150.919036666667,27.211458,22.828292,29.754952,26.598234,248,168,240,5.50466514149661
"NDUFA9",79.74796,58.94177,58.96884,65.88619,59.758912,56.696606,69.970477,62.1419983333333,457,387,458,1.05929795960686
"NDUFA9P1",0,0,0,0,0.139788,0.086373,0,0.075387,2,1,0,0.929897794933359
"NDUFAB1",126.19858,94.78212,103.34295,108.107883333333,62.984236,58.045665,59.558608,60.1961696666667,352,266,305,1.78292013908125
"NDUFAF1",25.87584,20.89075,18.02493,21.5971733333333,6.938478,7.905875,10.802722,8.549025,139,105,148,2.36643776022508
"NDUFAF2",324.17695,293.24427,466.24494,361.222053333333,17.203582,14.339654,18.797398,16.7802113333333,94,58,79,20.3722018002261
"NDUFAF3",151.19643,144.30094,116.05872,137.185363333333,16.585641,18.64373,19.174485,18.1346186666667,149,132,151,7.22174639278588
"NDUFAF4",30.28236,20.06175,25.34415,25.22942,12.068249,11.652447,11.267757,11.6628176666667,191,159,181,2.0713731090866
"NDUFAF5",26.7704,25.09101,23.3341,25.06517,20.214886,25.946958,19.332812,21.831552,197,191,171,1.14162935572667
"NDUFAF6",19.51456,22.10662,19.42323,20.3481366666667,14.010417,11.936574,14.373152,13.4400476666667,152,101,118,1.47839793603636
"NDUFB1",264.3577,237.0382,269.63115,257.009016666667,141.999865,133.742506,159.152312,144.964894333333,237,174,207,1.76761006709917
"NDUFB10",235.76506,221.9228,168.88816,208.858673333333,46.538701,35.888311,45.702436,42.709816,308,204,274,4.80117951842518
"NDUFB11",144.15595,141.12312,192.57183,159.283633333333,72.544338,62.736534,76.722537,70.667803,438,320,406,2.23648035273711
"NDUFB11P1",0,0,0,0,0,0.342101,0,0.114033666666667,0,1,0,0.897638940295341
"NDUFB1P2",0,0,0,0,0,0,0,0,0,0,0,1
"NDUFB2",563.50366,468.68791,381.1454,471.112323333333,99.800213,84.214104,100.198913,94.7377433333333,385,271,333,4.93130824788259
"NDUFB3",94.01115,101.7457,94.88762,96.88149,48.129169,44.602835,54.99935,49.2437846666667,194,145,197,1.94813130916345
"NDUFB4",365.34307,387.14213,495.76213,416.082443333333,88.115769,91.770375,148.019275,109.301806333333,296,254,295,3.78128389006528
"NDUFB5",438.59722,384.10247,316.53967,379.746453333333,213.402156,209.424578,236.741011,219.855915,486,382,481,1.72395859686771
"NDUFB6",78.47239,64.30262,52.91683,65.2306133333333,24.395947,20.887709,24.229395,23.171017,236,190,225,2.74008385056092
"NDUFB7",343.55899,291.58628,355.93235,330.359206666667,52.531055,54.342894,63.620169,56.8313726666667,249,208,261,5.72974825578813
"NDUFB8",380.61677,385.1249,477.97753,414.573066666667,121.658479,99.204683,141.281092,120.714751333333,610,396,605,3.41431964584605
"NDUFB8P1",0,0,0,0,0,0,0,0,0,0,0,1
"NDUFB9",328.36811,291.69681,327.85715,315.974023333333,68.135276,63.162768,81.682655,70.9935663333333,501,366,480,4.40281041038764
"NDUFC1",183.53296,206.42054,176.25107,188.734856666667,17.940218,21.97317,17.441269,19.118219,142,136,121,9.43099668348708
"NDUFC2",319.58821,237.6185,288.96699,282.0579,73.714451,70.838683,95.888944,80.1473593333333,442,336,524,3.48819607101776
"NDUFS1",33.99311,29.01493,32.02976,31.6792666666667,33.215263,31.106671,26.253845,30.1919263333333,1603,1275,1399,1.04768350365536
"NDUFS2",186.81299,148.2525,170.04613,168.37054,70.718039,76.00661,81.942047,76.222232,795,604,760,2.19328729063413
"NDUFS3",314.61846,307.42014,260.62961,294.222736666667,173.552703,251.260291,256.393023,227.068672333333,378,285,392,1.29444668417758
"NDUFS4",158.65106,183.65072,358.31382,233.538533333333,37.316883,38.543015,38.334946,38.064948,240,214,237,6.00381020175256
"NDUFS5",663.41225,524.34132,431.02531,539.59296,142.948309,168.675813,174.539553,162.054558333333,589,558,642,3.31541151333447
"NDUFS5P1",0,0,0,0,0,0,0,0,0,0,0,1
"NDUFS5P2",0,0,0,0,0,0,0,0,0,0,0,1
"NDUFS5P6",0,0,0,0,0,0,0,0,0,0,0,1
"NDUFS6",93.29882,83.53538,90.49609,89.1100966666667,55.983215,52.999536,55.940527,54.974426,229,163,207,1.60984405032875
"NDUFS7",187.95604,169.06035,146.29691,167.7711,28.593839,22.016092,24.654473,25.0881346666667,316,191,267,6.46926666687451
"NDUFS8",308.87011,318.44582,197.61881,274.978246666667,82.931813,77.44096,89.533597,83.3021233333333,416,317,333,3.27368084876628
"NDUFV1",460.44756,357.87849,421.93637,413.420806666667,119.615591,105.961393,134.305625,119.960869666667,898,634,875,3.42607330625756
"NDUFV2",126.16545,100.83381,219.59831,148.865856666667,119.837696,169.811509,213.244977,167.631394,523,491,552,0.88871860163041
"NDUFV3",47.27891,45.0146,54.86134,49.0516166666667,10.477143,12.506362,10.169644,11.0510496666667,401,324,374,4.15329934330202
"NEAT1",63.23182,96.99278,100.96147,87.0620233333333,127.066083,118.151676,148.713944,131.310567666667,4012,4182,3976,0.66557059565484
"NEB",13.60056,10.77698,6.0957,10.1577466666667,6.319994,5.480828,7.908837,6.56988633333333,174,122,121,1.47396488868459
"NEBL",120.56619,124.26682,90.56163,111.798213333333,12.146955,37.061131,41.986186,30.3980906666667,251,335,250,3.59251823720236
"NECAB1",55.72749,27.43984,67.18384,50.1170566666667,1.127585,1.10134,1.07185,1.10025833333333,79,34,67,24.3384615384615
"NECAB2",349.42329,275.22738,185.34001,269.996893333333,11.555189,7.392588,7.7967,8.91482566666667,95,61,89,27.3324920118784
"NECAB3",39.12852,42.96974,79.00383,53.7006966666667,12.167392,9.855321,9.272714,10.431809,147,85,120,4.78495544026905
"NECAP1",64.65648,53.33221,63.09819,60.3622933333333,32.05384,28.070047,35.332541,31.8188093333333,749,473,681,1.86972941979979
"NECAP1P2",0,0,0,0,0,0.319826,0.144793,0.154873,0,2,1,0.865896076884644
"NECAP2",23.24188,26.14107,24.81979,24.7342466666667,24.412482,31.900433,22.490811,26.2679086666667,557,538,490,0.943755789314536
"NEDD1",3.396,3.23309,3.49574,3.37494333333333,5.703061,9.705387,4.512076,6.64017466666667,214,260,159,0.572623470562889
"NEDD4",34.47352,33.54679,41.99263,36.67098,48.232964,86.384551,56.511712,63.7097423333333,360,488,338,0.582153144822443
"NEDD4L",68.68198,101.13777,68.77878,79.5328433333333,47.06715,37.810816,21.494194,35.4573866666667,772,566,751,2.20895820289185
"NEDD8",291.77417,309.3821,254.31542,285.15723,264.960289,288.530729,332.12502,295.205346,544,466,560,0.966077195649264
"NEDD9",6.65947,6.21749,15.68715,9.52137,4.076915,5.792243,2.35945,4.07620266666667,187,305,143,2.07268517253842
"NEFH",23.98734,12.73894,50.33872,29.0216666666667,2.708866,2.432495,2.856919,2.66609333333333,153,108,139,8.18900773575505
"NEFHP1",0,0,0,0,0.025243,0,0,0.00841433333333333,1,0,0,0.991655876899806
"NEFL",106.303,65.26979,192.98695,121.519913333333,258.997193,198.868376,277.659526,245.175031666667,14051,8702,13309,0.497694313285319
"NEFM",173.65972,101.71807,256.30362,177.227136666667,1013.341876,736.720675,1134.316833,961.459794666667,34379,18808,31924,0.185178786328828
"NEGR1",325.83354,160.63221,226.72089,237.72888,0.514398,0.870459,0.766674,0.717177,60,89,56,139.024037708402
"NEIL1",102.45973,87.23824,152.26153,113.9865,23.259319,16.150791,19.683849,19.6979863333333,260,169,213,5.55544380734364
"NEIL2",46.30153,39.46031,45.07326,43.6117,7.091389,8.067836,8.768099,7.97577466666667,184,166,186,4.9702339526943
"NEIL3",0.18222,0.22107,0,0.13443,0.087327,0.324881,0.22843,0.213546,3,9,7,0.934805932366799
"NEK1",6.6429,7.51625,4.56632,6.24182333333333,4.283992,5.018399,4.571241,4.624544,297,282,251,1.28753963580574
"NEK10",6.67603,4.08972,4.91589,5.22721333333333,1.375596,1.549454,0.958565,1.29453833333333,51,36,28,2.71392865521968
"NEK11",28.04597,39.84718,54.20589,40.69968,1.973401,3.178517,1.013149,2.05502233333333,28,23,18,13.6495499705567
"NEK2",0.84486,0.4145,0.6773,0.645553333333333,0.28757,1.523224,0.340657,0.717150333333333,8,27,7,0.958304757242183
"NEK3",17.01312,12.13101,18.44005,15.8613933333333,38.293389,56.597647,18.047597,37.646211,231,134,209,0.436301331929625
"NEK4",20.17719,18.12743,9.43851,15.9143766666667,7.820814,6.977342,7.371763,7.389973,217,162,166,2.01602277702999
"NEK4P1",0,0,0,0,0,0,0,0,0,0,0,1
"NEK4P2",2.56771,1.38166,2.16299,2.03745333333333,0,0,0,0,0,0,0,3.03745333333333
"NEK5",1.15961,4.11736,0.74285,2.00660666666667,0.408526,0.600327,0.449935,0.486262666666667,22,29,22,2.02293089512217
"NEK6",33.09855,58.41674,46.95222,46.1558366666667,37.65204,40.272745,34.161388,37.3620576666667,1345,1186,1077,1.22923116054958
"NEK7",33.76118,74.14007,38.23471,48.7119866666667,5.867062,12.808474,4.949897,7.87514433333333,320,503,220,5.60125951754475
"NEK8",2.68367,1.93433,1.83527,2.15109,3.518284,3.070772,3.267203,3.28541966666667,106,84,89,0.735304881458907
"NEK9",35.03675,35.17715,29.58274,33.2655466666667,20.54454,22.844503,14.681585,19.356876,651,463,570,1.6832419014915
"NELL1",25.412,6.38329,86.12641,39.3072333333333,30.639309,10.430764,44.664839,28.578304,398,80,370,1.36272969989535
"NELL2",461.6403,227.89159,948.41736,545.983083333333,34.078551,22.908868,36.492386,31.159935,756,357,768,17.0082148279632
"NEMF",42.35886,39.62611,38.84646,40.2771433333333,39.1784,51.334635,42.090985,44.20134,690,677,643,0.913184063422309
"NENF",218.91759,233.22481,201.1801,217.774166666667,14.621074,8.346795,18.004205,13.657358,154,74,172,14.9258936478639
"NEO1",62.75141,42.96974,55.18907,53.63674,36.631344,45.083821,26.360959,36.0253746666667,1147,971,865,1.47565664066564
"NES",15.05835,13.4574,10.98975,13.1685,163.073984,187.943201,154.591992,168.536392333333,13996,12820,11479,0.0835720272503066
"NET1",22.34732,35.56402,13.06535,23.6588966666667,5.456803,12.768004,4.074206,7.43300433333333,166,276,166,2.92409391623302
"NETO1",34.70544,27.16351,40.09182,33.9869233333333,0.38094,2.409125,0.431556,1.07387366666667,7,17,6,16.870325273751
"NETO2",39.04569,24.45544,6.40158,23.3009033333333,32.674802,29.046457,26.708681,29.4766466666667,722,567,645,0.797361455120719
"NEU1",21.78408,19.34329,22.54755,21.2249733333333,39.954892,26.599736,43.086294,36.546974,1264,685,1185,0.591924487265827
"NEU2",0,0.13817,0,0.0460566666666667,0,0,0,0,0,0,0,1.04605666666667
"NEU3",5.40046,3.15019,1.85711,3.46925333333333,6.436049,5.314295,4.876978,5.54244066666667,369,269,336,0.683117136408115
"NEU4",12.44095,19.03932,27.85671,19.7789933333333,0.257565,0.134636,0.348384,0.246861666666667,5,1,3,16.6650350145766
"NEURL1B",3.16408,3.75812,3.88902,3.60374,0.24895,0.461706,0.289917,0.333524333333333,24,35,24,3.4523104565271
"NEURL2",2.86589,4.22789,5.11253,4.06877,2.271823,1.04266,1.219612,1.511365,27,14,17,2.01833265972887
"NEURL3",0.34788,0.1658,2.57811,1.03059666666667,0.103873,0.201112,0.184196,0.163060333333333,2,3,3,1.74590828048187
"NEURL4",59.02409,55.37708,80.48952,64.9635633333333,27.01317,29.655931,31.222121,29.297074,687,549,635,2.17722554109791
"NEUROD1",0.29819,0.05527,4.36968,1.57438,0.203855,0.142774,0.23397,0.193533,7,4,7,2.15694078002033
"NEUROD2",0.21536,0.4974,33.51545,11.4094033333333,0.067487,0.143088,0.107219,0.105931333333333,3,5,6,11.2207719948858
"NEUROD4",0,0.02763,0,0.00921,0.016809,0.020868,0.037659,0.025112,1,1,2,0.984487548677608
"NEUROD6",0,0.05527,25.62818,8.56115,0,0,0,0,0,0,0,9.56115
"NEUROG1",0,0,0,0,0,0,0,0,0,0,0,1
"NEUROG2",1.4081,3.09493,0,1.50101,0,0,0,0,0,0,0,2.50101
"NEUROG3",0,0,0,0,0,0,0,0,0,0,0,1
"NEXN",5.2845,3.64759,3.69238,4.20815666666667,2.676883,7.811825,2.210195,4.23296766666667,61,177,58,0.995258713299904
"NF1",27.56556,21.55395,19.79465,22.9713866666667,17.225946,18.260629,14.080146,16.5222403333333,1000,938,907,1.36805489541568
"NF1P1",0,0,0,0,0,0,0,0,0,0,0,1
"NF1P8",0,0,0,0,0.045247,0,0,0.0150823333333333,1,0,0,0.985141763541676
"NF2",27.20111,33.76786,36.18096,32.38331,6.799225,6.107471,5.041289,5.98266166666667,429,293,353,4.7808860852249
"NFAM1",1.60689,1.05006,1.04872,1.23522333333333,0.517898,0.174878,0.025334,0.23937,11,10,2,1.80351576472993
"NFASC",58.06327,40.04061,50.73199,49.6119566666667,25.875627,18.702173,21.969366,22.1823886666667,3085,1505,2314,2.18320714894407
"NFAT5",4.32368,4.78056,3.49574,4.19999333333333,8.865007,5.283518,6.654606,6.934377,758,845,702,0.655375126910825
"NFATC1",5.73178,5.96879,5.39656,5.69904333333333,1.545281,2.863983,2.341869,2.25037766666667,52,38,52,2.06100460325995
"NFATC2",2.31922,2.54226,1.72602,2.19583333333333,3.56049,7.447678,4.138568,5.048912,389,648,426,0.528331927019823
"NFATC2IP",14.66077,15.39173,19.07366,16.3753866666667,20.023982,19.526166,17.331554,18.9605673333333,637,493,508,0.870485611781709
"NFATC3",3.49539,4.22789,2.33778,3.35368666666667,4.501963,6.965783,4.526989,5.33157833333333,400,376,340,0.687614752193173
"NFATC4",36.84243,84.83414,53.72522,58.4672633333333,12.412454,36.046457,8.34442,18.9344436666667,220,574,173,2.98314135712608
"NFE2",1.49093,0.85663,1.83527,1.39427666666667,0.1867,0,0.047958,0.0782193333333333,4,0,1,2.22058406174625
"NFE2L1",255.95882,242.95172,196.439,231.78318,265.790383,260.74025,207.488869,244.673167333333,5193,4125,4070,0.947531969106565
"NFE2L2",41.59683,55.40471,38.58428,45.1952733333333,39.909548,50.894905,41.641089,44.148514,1007,1059,904,1.02318480146065
"NFE2L3",2.45174,1.7409,1.44199,1.87821,56.131535,49.548235,55.895535,53.858435,656,465,557,0.0524661339682767
"NFIA",18.05677,21.49868,13.58971,17.7150533333333,0.524718,0.956803,0.365409,0.615643333333333,66,86,66,11.5836539830367
"NFIB",11.28134,16.55233,15.94933,14.5943333333333,0.493094,0.501966,0.604352,0.533137333333333,30,47,27,10.1715175765946
"NFIC",43.5019,42.19601,69.32499,51.6743,2.999457,3.583355,2.466582,3.01646466666667,162,154,138,13.1145931488339
"NFIL3",7.45463,5.02926,7.90912,6.79767,3.668216,3.215859,3.790821,3.55829866666667,108,76,99,1.71065359473301
"NFIX",72.17737,91.57666,131.52739,98.42714,0.040336,1.054887,0.175378,0.423533666666667,3,27,13,69.8453028039847
"NFKB1",7.91847,5.44375,7.23182,6.86468,8.182376,6.165067,5.245634,6.53102566666667,237,182,219,1.04430396975144
"NFKB2",6.26189,10.52828,15.29388,10.6946833333333,15.198826,21.73482,15.032949,17.3221983333333,247,245,192,0.63827948593141
"NFKBIA",81.23889,61.40113,86.58522,76.4084133333333,6.100704,17.622385,7.668444,10.4638443333333,89,84,96,6.75239571321232
"NFKBIB",32.23713,43.08027,39.89519,38.4041966666667,4.690561,5.335347,5.53233,5.18607933333333,106,115,93,6.3698175441009
"NFKBID",6.75886,5.19505,25.84666,12.60019,5.454947,2.797021,3.674822,3.97559666666667,42,32,34,2.73337871035903
"NFKBIE",6.27845,4.39369,15.51237,8.72817,11.558663,11.191113,12.19969,11.649822,186,119,165,0.769036117662367
"NFKBIL1",23.19218,26.38977,33.12218,27.5680433333333,8.128188,7.658989,8.470739,8.085972,158,106,132,3.1441923146289
"NFKBIZ",4.67157,5.74772,10.68387,7.03438666666667,2.897579,5.414979,2.261164,3.524574,60,89,50,1.77572223742316
"NFRKB",16.33392,16.16546,6.92594,13.1417733333333,9.420514,10.042668,8.181897,9.21502633333333,496,416,427,1.38440889644957
"NFS1",51.18845,45.65016,50.51351,49.1173733333333,12.921257,12.09243,11.895235,12.302974,232,161,216,3.76738113848327
"NFU1",43.25341,37.69178,48.19758,43.04759,16.310509,19.38404,14.829964,16.8415043333333,127,109,111,2.46882713346687
"NFX1",20.87296,19.45382,18.94257,19.75645,14.498458,12.508967,12.310162,13.1058623333333,644,471,616,1.47147685901845
"NFXL1",4.72126,4.17262,4.28229,4.39205666666667,4.08136,9.176739,6.454285,6.57079466666667,149,154,127,0.712218056897946
"NFYA",10.0886,10.30721,7.71249,9.36943333333333,14.156219,13.456679,13.508134,13.7070106666667,799,615,649,0.70506737013767
"NFYB",27.58213,30.53476,28.14074,28.7525433333333,14.96279,16.743566,12.34414,14.6834986666667,275,249,211,1.897060341298
"NFYC",61.34331,53.60855,73.38879,62.7802166666667,66.432783,44.934037,72.338646,61.2351553333333,327,262,322,1.02482618264641
"NGB",3.9758,4.11736,35.19778,14.4303133333333,0.156957,0.099617,0.228704,0.161759333333333,4,2,5,13.2818501135347
"NGDN",26.1409,26.44504,27.57269,26.7195433333333,18.258006,21.703828,14.222995,18.0616096666667,181,148,132,1.45420789839207
"NGEF",399.70062,284.73323,163.42606,282.61997,0.685136,2.305168,0.217041,1.069115,3,9,1,137.073081969828
"NGF",1.97134,0.7461,1.74787,1.48843666666667,4.03004,10.435175,5.244576,6.56993033333333,52,117,59,0.328726495105129
"NGFR",2.88246,0.96716,1.24536,1.69832666666667,170.681446,116.014973,222.170617,169.622345333333,8947,4819,10022,0.015814614793831
"NGLY1",14.1141,10.30721,15.16279,13.1947,13.16919,10.86627,12.858166,12.2978753333333,314,219,276,1.06744119975457
"NGRN",339.10277,313.22313,401.46442,351.26344,69.692614,72.774371,83.816994,75.427993,1502,1152,1443,4.60908923776135
"NHEJ1",7.81908,14.9496,7.82173,10.1968033333333,6.113808,6.125675,4.189589,5.47635733333333,216,152,170,1.72887361784443
"NHLH1",3.59479,2.32119,0.83024,2.24874,1.57418,1.508262,1.381327,1.487923,60,46,46,1.30580407834165
"NHLH2",0.64607,0.6632,1.37645,0.89524,1.042375,0.896835,0.771128,0.903446,40,29,33,0.995688871656984
"NHLRC1",2.63397,2.79096,3.01508,2.81333666666667,0.406667,0.547229,0.569239,0.507711666666667,13,14,16,2.52922143601728
"NHLRC2",1.54062,1.54746,0.96133,1.34980333333333,1.763076,2.11575,1.660582,1.84646933333333,298,238,246,0.82551507083395
"NHLRC3",14.27976,10.74934,14.28886,13.1059866666667,7.714978,7.638518,8.11026,7.821252,347,265,328,1.59909122499467
"NHLRC4",0.11596,1.658,0.45882,0.74426,1.062144,0.63176,1.328622,1.00750866666667,32,15,34,0.868867979980493
"NHP2",207.17241,184.23102,140.9222,177.441876666667,44.63732,51.922577,44.774075,47.111324,299,285,298,3.70893714474926
"NHS",1.32527,1.54746,1.33275,1.40182666666667,0.757117,1.157446,0.73334,0.882634333333333,95,113,83,1.27577970089076
