"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"EGFL8",26.33969,42.30654,32.00791,33.55138,5.467852,9.37486,6.312299,7.05167033333333,4.29120649127421
"EGFLAM",5.06915,4.33842,0,3.13585666666667,0.318029,0.660451,0.096335,0.358271666666667,3.04494069055896
"EGFR",11.01628,10.63881,8.32424,9.99311,0.350274,0.166,0.218692,0.244988666666667,8.82988760807997
"EGLN1",25.01442,30.3137,19.70726,25.0117933333333,18.906069,11.356202,12.585816,14.2826956666667,1.70204222479337
"EGLN2",81.53707,75.4941,61.37217,72.8011133333333,36.361437,29.379196,22.549404,29.4300123333333,2.42527385545917
"EGLN3",33.33047,38.82475,47.47658,39.8772666666667,27.482751,17.241627,18.337493,21.0206236666667,1.85631739070787
"EGOT",0,0,0.15294,0.05098,0,0,0,0,1.05098
"EGR1",34.83796,31.2256,171.94694,79.3368333333333,67.863164,57.255359,56.995018,60.7045136666667,1.30196040061705
"EGR2",4.32368,3.75812,3.03693,3.70624333333333,0.919241,0.363167,0.627467,0.636625,2.87557829883653
"EGR3",26.7207,18.79062,17.21654,20.9092866666667,0.487707,0.490568,0.235626,0.404633666666667,15.5978652559707
"EGR4",15.75412,13.09817,6.57637,11.8095533333333,0.04059,0.022923,0.066598,0.0433703333333333,12.2770917708669
"EHBP1",43.05462,59.52207,86.9348,63.1704966666667,11.036031,8.798921,5.199583,8.344845,6.86694072150653
"EHBP1L1",35.96444,27.4951,71.02916,44.8295666666667,8.148376,2.873457,3.556554,4.85946233333333,7.8214627997438
"EHD1",29.3878,38.54841,24.77609,30.9041,16.050191,9.643273,10.769313,12.154259,2.42538177178965
"EHD2",18.83536,25.33971,23.00637,22.3938133333333,2.177909,2.600976,1.90176,2.22688166666667,7.24966569892812
"EHD3",26.95262,21.60922,46.79928,31.78704,31.114795,25.706226,22.599665,26.473562,1.19340331625
"EHD4",2.48488,2.84623,3.16802,2.83304333333333,9.878271,7.867954,7.268768,8.338331,0.410463425780617
"EHF",0.48041,1.38166,0.96133,0.941133333333333,0,0.044053,0.009343,0.0177986666666667,1.9071879310774
"EHHADH",3.03155,3.84102,7.99652,4.95636333333333,3.957103,1.152143,4.250057,3.11976766666667,1.44580078666248
"EHMT1",36.04727,34.37579,27.24496,32.5560066666667,107.257863,17.263859,43.760914,56.094212,0.587730445717802
"EHMT2",136.90011,108.62639,94.16662,113.23104,9.332097,7.923329,9.237996,8.83114066666667,11.6193068406915
"EI24",62.68514,74.8309,67.05275,68.1895966666667,27.07175,18.402615,16.864743,20.7797026666667,3.17679252676666
"EID1",243.53443,221.0938,218.94285,227.857026666667,104.717502,82.767426,76.723537,88.0694883333333,2.56942114464824
"EID2",14.26319,10.94278,15.88379,13.6965866666667,9.201219,9.236603,7.573913,8.67057833333333,1.51972158852271
"EID2B",14.47855,9.14661,17.63166,13.7522733333333,2.661382,1.219251,1.230484,1.70370566666667,5.45631631253747
"EID3",2.21982,2.21066,1.33275,1.92107666666667,0.504122,0.304115,0.309273,0.372503333333333,2.12828384144787
"EIF1",856.58653,779.56221,534.30271,723.483816666667,238.806968,244.792132,218.446108,234.015069333333,3.08271217978408
"EIF1AD",21.88348,17.07736,11.36117,16.7740033333333,7.75351,7.905749,8.645286,8.101515,1.9528620601442
"EIF1AX",34.83796,36.64172,34.76081,35.4134966666667,17.198421,11.519114,10.287969,13.0018346666667,2.60062324213513
"EIF1AY",0,0,0,0,0.023509,0.060567,0.020733,0.0349363333333333,0.966243012050017
"EIF1B",102.45973,89.89103,116.03687,102.795876666667,108.633757,116.700045,97.091444,107.475082,0.956863776942493
"EIF2A",106.05452,95.83218,77.53999,93.14223,83.428873,81.470142,67.642794,77.5139363333333,1.19905120538494
"EIF2AK1",97.68877,66.09878,126.43671,96.74142,22.144717,15.519676,14.732228,17.4655403333333,5.29317952443345
"EIF2AK2",11.3476,10.30721,10.2469,10.6339033333333,3.625839,1.249074,1.000351,1.95842133333333,3.93247006511581
"EIF2AK3",5.01945,3.95156,2.05375,3.67492,12.993197,9.772556,9.041097,10.6022833333333,0.402931032253709
"EIF2AK4",31.4254,30.03737,29.40795,30.29024,12.952294,10.504843,12.129499,11.862212,2.4327261904873
"EIF2B1",38.05174,42.03021,44.24302,41.4416566666667,9.694668,9.583329,7.079205,8.785734,4.33709486346826
"EIF2B2",23.57319,20.03412,21.49883,21.7020466666667,16.807685,14.083941,14.552148,15.1479246666667,1.40588014468072
"EIF2B3",19.46486,15.3641,18.26527,17.6980766666667,17.896947,16.13696,12.558191,15.5306993333333,1.13111225905385
"EIF2B4",38.10144,36.36538,40.33215,38.2663233333333,17.189446,16.832087,12.875289,15.632274,2.36085115801563
"EIF2B5",107.57857,72.89657,86.58522,89.02012,17.441681,15.451029,13.801594,15.564768,5.43443288792213
"EIF2D",34.98706,41.97494,18.98626,31.9827533333333,18.955243,19.900433,14.992097,17.9492576666667,1.74058287208542
"EIF2S1",53.50767,37.00095,33.07848,41.1957,46.821989,39.724053,36.900956,41.1489993333333,1.00110798992634
"EIF2S2",22.47985,20.17229,20.71229,21.1214766666667,20.516104,18.327824,17.692462,18.8454633333333,1.11468683270853
"EIF2S3",110.3285,87.76327,52.37062,83.4874633333333,70.549837,91.822458,50.929166,71.100487,1.17180156263485
"EIF3A",83.52497,67.97785,49.85806,67.1202933333333,26.287281,14.04503,13.032868,17.788393,3.62565831645811
"EIF3B",56.96993,50.84522,57.52685,55.114,43.025232,31.175808,30.302348,34.8344626666667,1.56592274096515
"EIF3C",8.38232,9.25715,3.88902,7.17616333333333,213.848266,192.802932,165.402952,190.684716666667,0.0426542265628376
"EIF3CL",0.03313,0.05527,0,0.0294666666666667,5.355349,3.284417,2.91783,3.852532,0.21215041274672
"EIF3D",70.13977,70.79644,64.62758,68.5212633333333,47.49843,50.147591,38.34697,45.330997,1.50053458451009
"EIF3E",170.94292,107.29999,101.68247,126.641793333333,89.478037,210.130785,70.684364,123.431062,1.02580329446464
"EIF3F",91.27779,85.49734,57.26467,78.0132666666667,54.903466,53.655413,40.778142,49.779007,1.55602228823944
"EIF3G",185.75278,215.15265,199.56332,200.15625,122.454205,117.724515,109.029841,116.402853666667,1.71338467266842
"EIF3H",662.4183,596.51942,694.51706,651.151593333333,77.507332,61.612698,53.54598,64.2220033333333,9.9989506608736
"EIF3I",138.63953,122.19432,115.29403,125.37596,67.654369,52.306634,42.048463,54.0031553333333,2.2976129139161
"EIF3IP1",0,0,0,0,0.060376,0.127873,0,0.0627496666666667,0.940955364527676
"EIF3J",48.90236,49.10432,35.87508,44.6272533333333,27.554591,24.480254,17.667007,23.2339506666667,1.88278229831064
"EIF3K",315.87746,281.44487,247.60796,281.64343,269.373939,260.696748,233.083029,254.384572,1.10673651030102
"EIF3L",428.02821,318.39055,206.70775,317.708836666667,350.398025,318.623372,238.185956,302.402451,1.05044911673
"EIF3M",87.5836,77.76002,52.37062,72.5714133333333,129.009362,117.702993,91.53093,112.747761666667,0.64679438307482
"EIF4A1",220.65701,194.37243,191.21723,202.082223333333,566.110973,425.248912,387.1467,459.502195,0.441001640249149
"EIF4A2",724.67273,565.12803,474.85321,588.21799,159.537406,145.42611,123.117081,142.693532333333,4.10051851626252
"EIF4A3",35.4509,34.15472,39.30528,36.3036333333333,23.283319,24.292783,20.859347,22.8118163333333,1.56660175818311
"EIF4B",141.67108,108.81982,112.82516,121.105353333333,52.091288,34.168718,46.584149,44.281385,2.69659051580099
"EIF4E",36.90869,33.27046,31.13398,33.7710433333333,38.800872,28.859923,29.955605,32.5388,1.0367408295268
"EIF4E1B",1.52406,1.46456,12.10402,5.03088,0.022143,0,0.023512,0.0152183333333333,5.94047585823082
"EIF4E2",46.08617,49.93332,33.99612,43.3385366666667,126.794344,82.688551,157.15508,122.212658333333,0.359853746087642
"EIF4E3",35.36807,31.08743,19.68541,28.7136366666667,3.266008,3.502478,2.667884,3.14545666666667,7.16775956328093
"EIF4EBP1",8.23322,9.20188,4.8285,7.4212,34.036934,34.719326,25.569227,31.441829,0.259578459648499
"EIF4EBP2",27.81405,36.33775,23.42149,29.1910966666667,8.823223,7.063713,5.74257,7.20983533333333,3.67743023347687
"EIF4EBP3",17.51009,12.96,14.98801,15.1527,1.815399,4.894878,3.380496,3.363591,3.70169889891147
"EIF4ENIF1",30.31549,41.03541,33.10033,34.8170766666667,16.341541,16.74959,11.147505,14.746212,2.27464717651881
"EIF4G1",135.52515,127.55518,129.53919,130.873173333333,105.862049,84.090138,81.163393,90.37186,1.4432580592464
"EIF4G2",867.88443,701.38769,343.15103,637.474383333333,2840.844624,2160.762481,2096.22896,2365.945355,0.269746144322514
"EIF4G3",40.58631,36.39302,45.35729,40.7788733333333,21.784084,15.324042,11.456089,16.1880716666667,2.4306899658998
"EIF4H",216.96283,177.04637,156.01945,183.342883333333,54.926612,53.658895,42.612377,50.3992946666667,3.58648663427833
"EIF5",177.53612,228.52715,125.49723,177.186833333333,97.646072,61.076301,54.511502,71.0779583333333,2.4721404081576
"EIF5A",278.85281,262.23974,440.57306,327.22187,140.521395,127.646039,100.897056,123.021496666667,2.64649176813407
"EIF5A2",5.4336,5.88589,5.35286,5.55745,3.710615,3.633528,3.598135,3.647426,1.41098534973983
"EIF5AL1",2.18669,0.9948,0.52436,1.23528333333333,0.042401,0.027222,0.177621,0.0824146666666667,2.06508965756808
"EIF5B",32.56844,46.0094,33.69024,37.4226933333333,16.627884,14.864391,11.426351,14.3062086666667,2.51026849104762
"EIF6",71.21655,66.81725,129.75767,89.2638233333333,40.251104,37.653365,32.931397,36.9452886666667,2.37878868510562
"ELAC1",5.83118,3.78576,4.36968,4.66220666666667,1.566096,1.218616,0.730926,1.17187933333333,2.60705398304817
"ELAC2",32.12117,35.95089,29.49535,32.52247,36.886134,19.29175,17.255081,24.477655,1.31575963329435
"ELANE",0,0,2.05375,0.684583333333333,0.101966,0.133994,0.262298,0.166086,1.44464759317352
"ELAVL1",14.97552,15.2812,12.9998,14.41884,15.976816,13.626366,11.219156,13.607446,1.05554660273945
"ELAVL2",17.01312,9.28478,37.6885,21.3288,0.530326,0.520715,0.718885,0.589975333333333,14.0434883056886
"ELAVL3",77.37905,96.02562,122.5477,98.65079,0.170196,0.17973,0.045299,0.131741666666667,88.0508272647615
"ELAVL4",1.90507,2.51463,37.22968,13.8831266666667,0,0.022793,0,0.00759766666666667,14.7709022748167
"ELF1",7.96817,7.32282,7.12258,7.47119,5.252178,2.840636,2.369156,3.48732333333333,1.88780468237561
"ELF2",19.92871,17.32606,22.70049,19.9850866666667,13.20522,10.168709,10.992332,11.4554203333333,1.68481561481359
"ELF3",1.78911,1.27113,4.87219,2.64414333333333,7.606907,6.318448,6.999992,6.97511566666667,0.456939245228084
"ELF4",1.54062,0.3316,0.48066,0.784293333333333,0.270776,0.308852,0.227722,0.269116666666667,1.40593326066687
"ELF5",0.19879,0.22107,0,0.139953333333333,0.023308,0,0,0.00776933333333333,1.13116493589141
"ELFN1",2.78306,2.04486,4.1512,2.99304,0.35278,0.227405,0.154247,0.244810666666667,3.20774886247761
"ELFN2",17.92424,17.74056,23.46519,19.7099966666667,0.176821,0.184987,0.005365,0.122391,18.4516774160401
"ELK1",86.73875,65.68429,46.60265,66.3418966666667,4.303038,4.013386,2.911068,3.74249733333333,14.1996699066849
"ELK3",3.18064,3.73049,4.30414,3.73842333333333,3.231754,1.309661,1.903857,2.148424,1.50501436062402
"ELK4",3.18064,2.84623,3.49574,3.17420333333333,1.233335,0.97144,0.781966,0.995580333333333,2.0917240281482
"ELL",11.49669,10.27958,10.64017,10.80548,2.126699,1.075364,1.060002,1.42068833333333,4.87691035538789
"ELL2",6.92452,8.40051,9.37297,8.23266666666667,4.440473,2.066332,4.440091,3.64896533333333,1.98596160751468
"ELL3",2.0873,2.92913,3.51759,2.84467333333333,0.477312,1.069999,1.198131,0.915147333333333,2.00750786449502
"ELMO1",526.90972,324.11064,675.09383,508.70473,1.06345,0.472969,0.452802,0.663073666666667,306.483555248405
"ELMO2",76.1863,71.48727,41.31533,62.9963,9.108897,9.104496,6.777126,8.330173,6.85906895831406
"ELMO3",1.54062,1.43693,3.49574,2.15776333333333,0.161055,0.106357,0.170696,0.146036,2.75537883044977
"ELMOD1",86.07611,58.49963,35.6129,60.06288,0.204173,0.163298,0.422386,0.263285666666667,48.3365572896286
"ELMOD2",5.71522,3.89629,2.92769,4.17973333333333,9.342492,8.445958,3.870071,7.219507,0.630175670308856
"ELMOD3",25.5114,27.77144,24.645,25.9759466666667,7.266149,6.716167,5.438907,6.473741,3.60943022599615
"ELN",21.41963,22.54875,22.80973,22.25937,0.376176,0.188083,0.593501,0.38592,16.782620930501
"ELOF1",97.70533,108.43296,159.5152,121.884496666667,17.959382,15.125373,14.216016,15.7669236666667,7.32898288974537
"ELOVL1",50.39329,37.71942,44.72368,44.2787966666667,13.208245,14.917255,10.980409,13.035303,3.22606477869888
"ELOVL2",11.79488,15.22593,11.05529,12.6920333333333,0,0.013202,0,0.00440066666666667,13.6320432549826
"ELOVL3",0.48041,0.2487,0.52436,0.417823333333333,0,0.039049,0,0.0130163333333333,1.39960560030457
"ELOVL4",11.08255,7.54388,12.03847,10.2216333333333,0.285401,0.437202,0.32003,0.347544333333333,8.32746875612998
"ELOVL5",50.40986,89.1173,78.82904,72.7854,10.253408,9.191596,8.716182,9.387062,7.10358713561159
"ELOVL6",43.26998,65.40795,105.30931,71.32908,40.437864,27.385242,14.40779,27.4102986666667,2.54587538303012
"ELOVL7",16.13513,22.18952,6.03016,14.7849366666667,0.261971,0.182746,0.394185,0.279634,12.3355089554253
"ELP2",59.32228,38.76948,33.75578,43.94918,31.687062,23.31889,20.02592,25.010624,1.7281084836719
"ELP3",26.91949,25.28444,19.77281,23.9922466666667,10.074834,10.067852,6.386711,8.84313233333333,2.53905421773428
"ELP4",22.8443,37.41545,50.36057,36.87344,5.644074,9.165046,5.631672,6.81359733333333,4.84711950005785
"ELP5",41.76249,50.32019,39.28343,43.7887033333333,29.369127,33.535955,27.377928,30.0943366666667,1.44041353296811
"ELP6",36.87556,41.42227,33.16588,37.15457,18.155262,17.450319,13.723221,16.442934,2.18739404735465
"ELSPBP1",0,0,0,0,0,0,0,0,1
"EMB",1.04365,0.93953,2.29408,1.42575333333333,1.09776,0.57392,0.357296,0.676325333333333,1.44706596332931
"EMBP1",0,0,1.04872,0.349573333333333,0.918101,0.353725,0.108483,0.460103,0.924300089331597
"EMC1",25.99181,23.07378,42.25481,30.4401333333333,14.784383,11.711666,12.09916,12.8650696666667,2.26757846077898
"EMC10",82.19971,93.78732,90.69272,88.89325,285.263116,311.09649,229.998227,275.452611,0.325166941541384
"EMC2",45.34071,41.39464,38.25656,41.66397,38.132023,37.055119,30.081382,35.089508,1.18217100659837
"EMC3",75.04326,58.91413,43.34723,59.10154,31.682333,28.193418,25.522737,28.4661626666667,2.03967990945727
"EMC4",131.51622,107.85266,170.78897,136.719283333333,55.214089,55.752907,43.369511,51.4455023333333,2.62595031425224
"EMC6",33.69492,38.38261,42.91027,38.3292666666667,29.836234,29.356981,25.583423,28.2588793333333,1.34418226407806
"EMC7",81.91809,71.37674,58.68481,70.65988,34.361651,37.433843,22.21377,31.3364213333333,2.21607330203021
"EMC8",12.62317,15.2812,13.65525,13.8532066666667,18.949113,13.471165,14.991175,15.8038176666667,0.883918580962148
"EMC9",34.73857,31.17033,32.1827,32.6972,13.432404,15.443875,12.078189,13.6514893333333,2.29991635890122
"EMCN",8.59767,24.31728,2.92769,11.9475466666667,0.645819,0.374246,0.082468,0.367511,9.46796527901177
"EMD",117.99849,97.62835,186.8257,134.150846666667,32.779681,34.848112,24.675146,30.7676463333333,4.25435505194651
"EME1",1.77255,1.21586,0.32773,1.10538,3.148809,1.399454,1.797327,2.11519666666667,0.675841760659306
"EME2",27.23424,19.01169,29.27686,25.1742633333333,3.049472,2.393435,2.120101,2.52100266666667,7.43375277193769
"EMG1",22.46328,19.92359,26.85169,23.07952,9.454325,8.75152,6.824093,8.34331266666667,2.57719299985608
"EMID1",25.49483,33.35336,41.51197,33.4533866666667,3.164685,2.006721,1.620875,2.26409366666667,10.5552689919744
"EMILIN1",7.23927,11.38491,9.39481,9.33966333333333,1.062393,1.143622,0.827617,1.01121066666667,5.14101456635075
"EMILIN2",2.31922,3.09493,2.09745,2.50386666666667,49.482472,51.092826,41.21423,47.263176,0.0725991730562172
"EMILIN3",3.23034,3.53706,6.20495,4.32411666666667,0.047472,0.012806,0,0.0200926666666667,5.21924805524204
"EML1",106.18704,70.65827,14.61658,63.82063,14.91548,7.446341,5.054589,9.13880333333333,6.3933215655628
"EML2",103.48681,107.82502,234.41152,148.57445,114.118094,101.89221,81.97579,99.328698,1.49084412517742
"EML3",59.47137,51.92292,59.88647,57.0935866666667,5.851487,5.556889,4.489022,5.29913266666667,9.22247390884184
"EML4",16.53271,14.83907,7.20997,12.8605833333333,3.145717,2.300322,1.540726,2.32892166666667,4.16368563794182
"EML5",5.48329,6.05169,6.27049,5.93515666666667,0.234289,0.067266,0.04007,0.113875,6.22615344330977
"EML6",9.85668,10.69408,15.55606,12.0356066666667,0.287368,0.075832,2.149243,0.837481,7.09428106558199
"EMP1",15.40623,21.41579,9.6133,15.47844,5.731108,5.74937,1.824374,4.43495066666667,3.03193920435463
"EMP2",17.21191,17.10499,12.56283,15.6265766666667,39.759893,31.276739,21.159646,30.7320926666667,0.523967229054901
"EMP3",21.20428,33.46389,29.14577,27.93798,127.04062,115.680876,118.566091,120.429195666667,0.238311551362303
"EMX1",0.71233,0.0829,61.10999,20.6350733333333,0.127771,0,0,0.0425903333333333,20.7512698340128
"EMX2",38.31679,49.65699,40.63803,42.8706033333333,0,0,0,0,43.8706033333333
"EMX2OS",194.93026,249.63897,175.50823,206.692486666667,0.027261,0.038963,0.006577,0.024267,202.771822841766
"EN1",0,0.05527,0.45882,0.171363333333333,0,0,0,0,1.17136333333333
"EN2",0.14909,0.6632,0.41512,0.409136666666667,0,0.0161,0.015749,0.0106163333333333,1.39433395264738
"ENAH",26.68757,39.59848,40.11367,35.4665733333333,31.472889,16.644399,13.924289,20.6805256666667,1.6819967326438
"ENAM",0,0.02763,0,0.00921,0.181852,0.147735,0.087123,0.138903333333333,0.886124371105537
"ENC1",42.50795,32.93886,161.52525,78.9906866666667,0.936798,0.815816,0.360441,0.704351666666667,46.9332052950731
"ENDOD1",30.067,21.27762,22.76604,24.7035533333333,1.617361,1.542186,1.375077,1.51154133333333,10.2341749236591
"ENDOG",16.102,18.59719,29.75753,21.4855733333333,24.012966,26.407034,21.903268,24.107756,0.895562842546874
"ENDOU",2.28609,4.97399,1.94451,3.06819666666667,0.105691,0.070844,0.112786,0.0964403333333333,3.71036758042161
"ENDOV",43.4025,40.81434,35.94062,40.0524866666667,8.649986,8.070685,4.044337,6.92166933333333,5.18230248439218
"ENG",56.95336,50.84522,21.82656,43.20838,5.039852,3.33312,3.462429,3.94513366666667,8.93977452985598
"ENGASE",21.50246,26.25161,39.06495,28.9396733333333,20.989266,13.699056,4.949586,13.212636,2.10655316391226
"ENHO",312.69682,597.43132,425.08254,445.070226666667,0.104741,0.169356,0.111654,0.128583666666667,395.247813557465
"ENKUR",7.45463,14.92197,6.68561,9.68740333333333,0.049852,0.04744,0,0.0324306666666667,10.3516910901523
"ENO1",881.79974,827.3954,660.73943,789.97819,286.585849,189.306046,208.443172,228.111689,3.45236942494017
"ENO2",617.558,364.64865,641.11956,541.108736666667,36.604176,22.071855,36.006219,31.56075,16.6491477213107
"ENO3",50.1448,45.23566,50.6446,48.67502,427.032355,375.344758,345.711882,382.696331666667,0.12946441208918
"ENO4",2.70023,4.00682,1.85711,2.85472,0.087447,0.017694,0,0.035047,3.72419803158697
"ENOPH1",51.17188,46.23046,49.26815,48.8901633333333,7.06941,5.731568,5.378725,6.059901,7.06669446686764
"ENOSF1",56.17477,31.8059,20.82153,36.2674,31.345871,25.133807,16.701897,24.3938583333333,1.46757532907399
"ENOX1",18.27212,15.447,19.75096,17.82336,5.042894,2.732045,2.776093,3.51701066666667,4.16721619430904
"ENOX2",14.90926,15.9444,9.41666,13.42344,3.169123,2.104214,2.105739,2.459692,4.16899539034111
"ENPEP",3.69418,1.10533,0.61176,1.80375666666667,0.626154,0.795709,1.536092,0.985985,1.41177132086429
"ENPP1",0.5798,0.77373,1.50754,0.95369,0.747396,0.526962,0.45599,0.576782666666667,1.23903569039741
"ENPP2",99.56071,58.3062,51.67147,69.8461266666667,0.257423,0.179821,0.122953,0.186732333333333,59.6984885948727
"ENPP3",0.31475,0.63557,0.76469,0.57167,0,0,0.031233,0.010411,1.55547593998878
"ENPP4",10.93346,8.20708,8.76121,9.30058333333333,1.066917,1.089518,0.852893,1.00310933333333,5.14229710876158
"ENPP5",9.29344,5.25032,10.64017,8.39464333333333,1.09393,0.643901,0.641719,0.793183333333333,5.23908691247409
"ENPP6",4.96975,2.59753,2.7966,3.45462666666667,0.050716,0.012805,0.077058,0.0468596666666667,4.2552280964752
"ENPP7",0.13253,0,0.10924,0.08059,0,0,0,0,1.08059
"ENSA",188.98312,181.10846,277.12515,215.73891,30.101678,19.278929,19.875597,23.0854013333333,8.99876680485457
"ENTHD1",2.25295,0.63557,0,0.96284,0,0,0,0,1.96284
"ENTPD1",15.10805,12.96,12.82501,13.63102,0.441818,0.604126,0.606987,0.550977,9.43342164326099
"ENTPD2",16.51614,24.89758,18.19972,19.8711466666667,0,0,0.034543,0.0115143333333333,20.6335649222964
"ENTPD3",26.671,14.89433,4.98144,15.51559,0.031231,0.017063,0,0.016098,16.2539341677673
"ENTPD4",16.56584,15.5299,15.49052,15.8620866666667,23.666025,8.509779,8.488088,13.5546306666667,1.1585375852432
"ENTPD5",16.0523,12.37971,10.2032,12.8784033333333,3.046976,2.769094,2.131258,2.64910933333333,3.80323034077357
"ENTPD6",241.91098,161.40594,112.45373,171.92355,27.91065,14.699583,12.534747,18.38166,8.92201957933428
"ENTPD7",0.99395,0.88426,0.28403,0.720746666666667,1.783365,0.455151,0.382088,0.873534666666667,0.918449333915003
"ENTPD8",0,0.19343,0.69915,0.297526666666667,0.174113,0.309395,0.103203,0.195570333333333,1.08527840687471
"ENY2",72.34303,66.54092,62.2898,67.0579166666667,90.540365,79.727473,75.395401,81.8877463333333,0.82108537965276
"EOGT",7.09018,8.20708,8.04021,7.77915666666667,5.687789,5.250453,4.637392,5.191878,1.41785039476984
"EOMES",0,0.13817,0.34957,0.16258,0,0.015807,0,0.005269,1.15648647277495
"EP300",15.4725,15.1154,15.46867,15.35219,10.644957,15.998761,4.645524,10.4297473333333,1.43066942103882
"EP400",10.50274,8.23471,6.64191,8.45978666666667,3.749181,3.284288,3.564432,3.53263366666667,2.08703975709192
"EPAS1",151.2627,128.10784,65.82924,115.066593333333,3.866476,4.493615,1.612715,3.32426866666667,26.840745171091
"EPB41",27.59869,18.79062,5.81168,17.40033,26.526877,9.710905,4.7289,13.6555606666667,1.25551866752192
"EPB41L1",166.73519,151.59613,127.85686,148.729393333333,13.010986,5.076168,5.584334,7.890496,16.8415118046657
"EPB41L2",174.65367,161.0467,96.72288,144.141083333333,3.55745,5.091433,5.144509,4.59779733333333,25.9282490398604
"EPB41L3",71.13372,60.98663,113.87388,81.9980766666667,34.496644,16.662675,15.350524,22.1699476666667,3.58214346707703
"EPB41L4A",16.0026,17.79583,11.95108,15.2498366666667,30.916502,5.715238,4.197134,13.6096246666667,1.11226927709802
"EPB41L4B",8.92899,6.88068,10.90235,8.90400666666667,0.102038,0.100393,0.067529,0.0899866666666667,9.08635579640118
"EPB41L5",9.29344,11.19147,15.20649,11.8971333333333,8.206943,4.555306,4.744489,5.83557933333333,1.88676521833946
"EPB42",2.02103,1.76853,5.96461,3.25139,0.174112,0.03659,0,0.070234,3.97239295331675
"EPC1",17.37757,16.74576,19.11735,17.7468933333333,7.581838,5.185516,4.562432,5.77659533333333,2.76641770847957
"EPC2",20.11093,21.80265,20.55935,20.82431,2.993711,2.451441,2.240722,2.561958,6.12705427745077
"EPCAM",15.85351,10.58354,2.0756,9.50421666666667,3.080131,3.235201,3.455642,3.25699133333333,2.46752127128283
"EPDR1",10.32052,11.13621,34.52048,18.65907,9.118037,7.668957,5.490122,7.42570533333333,2.33322543600306
"EPG5",8.86273,7.84785,8.06206,8.25754666666667,8.234773,4.146819,2.714286,5.03195933333333,1.53474951588423
"EPGN",0,0,0,0,0.020657,3.470178,0.025998,1.17227766666667,0.460346306250291
"EPHA1",0.94425,2.10013,6.11755,3.05397666666667,0.661355,0.996938,0.961461,0.873251333333333,2.16413921321111
"EPHA10",24.28552,12.29681,15.09725,17.2265266666667,0.069511,0.008629,0.121505,0.0665483333333333,17.0892645902905
"EPHA2",8.76333,5.36085,5.00328,6.37582,16.419162,8.940693,9.694542,11.684799,0.581469205779295
"EPHA3",0.97738,0.93953,1.20166,1.03952333333333,0.382216,0.291969,0.242868,0.305684333333333,1.56203400873054
"EPHA4",20.90609,21.60922,45.46653,29.32728,4.776212,2.140653,3.665542,3.527469,6.69850638403046
"EPHA5",0.5798,0.44213,3.67053,1.56415333333333,0.068412,0.029024,0.048567,0.0486676666666667,2.44515342165917
"EPHA6",7.22271,9.64401,7.20997,8.02556333333333,0.158469,0.025577,0.219345,0.134463666666667,7.95579761479066
"EPHA7",14.59451,8.70448,2.57811,8.6257,1.64209,0.958257,0.694811,1.098386,4.58719225156859
"EPHA8",1.92164,1.10533,1.52939,1.51878666666667,0.288045,0.319429,0.197115,0.268196333333333,1.98611729151296
"EPHB1",27.53243,53.19405,35.72214,38.8162066666667,0.189569,0,0.355477,0.181682,33.6945190556061
"EPHB2",5.51643,6.79778,5.59319,5.96913333333333,1.029111,0.564761,0.561601,0.718491,4.05537959368617
"EPHB3",4.80409,6.10695,8.10576,6.33893333333333,18.621564,14.98945,11.28982,14.9669446666667,0.459632915785976
"EPHB4",5.4336,5.72009,4.61001,5.25456666666667,6.42465,3.721976,4.979302,5.041976,1.03518561918595
"EPHB6",242.06008,238.58566,309.48264,263.376126666667,0.041255,0.360898,0.364224,0.255459,210.581250894427
"EPHX1",184.84166,162.17967,117.7192,154.91351,6.667589,6.095942,5.646246,6.13659233333333,21.847052867482
"EPHX2",22.46328,27.9925,19.96944,23.4750733333333,13.779162,9.097652,7.410297,10.0957036666667,2.20581533795468
"EPHX3",0.21536,1.2435,0.21848,0.559113333333333,0.136398,0.200337,0.147161,0.161298666666667,1.34256016827138
"EPHX4",15.85351,13.40214,14.15777,14.47114,0.388007,0.489867,0.630116,0.502663333333333,10.295812546168
"EPM2A",18.98445,52.14398,37.07674,36.06839,10.230181,3.602922,3.225882,5.68632833333333,5.54390812895069
"EPM2AIP1",10.85063,8.64921,13.30568,10.9351733333333,14.234796,5.471261,3.5841,7.76338566666667,1.36193633229349
"EPN1",303.61874,291.77971,303.93315,299.7772,62.761879,57.916273,45.817862,55.4986713333333,5.3236154568213
"EPN2",98.11948,98.89948,71.11655,89.3785033333333,10.982511,8.382844,5.242376,8.202577,9.82099941498271
"EPN3",1.3584,1.71326,4.28229,2.45131666666667,7.645769,5.451504,2.882459,5.32657733333333,0.545526670239601
"EPO",0.19879,0,0.30588,0.168223333333333,0,0,0,0,1.16822333333333
"EPOR",15.62159,16.88393,12.10402,14.8698466666667,3.819717,3.290653,2.279906,3.130092,3.84249228992155
"EPPIN",0,0.13817,0,0.0460566666666667,0.026434,0.052103,0.028194,0.035577,1.01011964022633
