"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"SFTPC",150.40127,99.53504,24.71054,91.54895,0,0,0,0,92.54895
"SFTPD",7.07361,8.28998,7.93097,7.76485333333333,0.200746,0.317082,0.528664,0.348830666666667,6.49811243912011
"SFXN1",36.39515,35.17715,36.09356,35.88862,27.438836,19.292161,19.90092,22.210639,1.58929790773964
"SFXN2",5.35077,4.11736,1.63863,3.70225333333333,2.355886,2.178313,1.623217,2.052472,1.54047386293251
"SFXN3",52.46402,37.19438,59.95202,49.87014,3.078446,2.644279,2.248554,2.657093,13.9099935385838
"SFXN4",31.29287,26.27924,38.08177,31.8846266666667,106.614526,93.789166,93.328271,97.9106543333333,0.332467992334213
"SFXN5",148.06549,254.64059,355.8668,252.857626666667,5.336,5.125651,5.243853,5.235168,40.7138390924938
"SGCA",2.50144,6.13459,5.06883,4.56828666666667,83.775822,84.595788,61.058587,76.4767323333333,0.0718704377297413
"SGCB",20.72387,21.88555,17.41318,20.0075333333333,16.135098,11.686582,9.611945,12.477875,1.5586680640185
"SGCD",3.77701,3.42653,8.91415,5.37256333333333,0.158209,0.135648,0.105785,0.133214,5.62344211537568
"SGCE",82.96173,78.72719,62.59568,74.7615333333333,27.801721,24.054644,21.537799,24.4647213333333,2.97515658395058
"SGCG",1.3584,0.52503,1.33275,1.07206,0.847772,0.77288,0.170062,0.596904666666667,1.29754771418206
"SGCZ",2.45174,0.93953,2.1193,1.83685666666667,0,0,0,0,2.83685666666667
"SGIP1",85.39691,53.74671,70.35186,69.8318266666667,6.190999,5.989164,3.941594,5.373919,11.1127591465575
"SGK1",191.468,91.07926,91.7196,124.75562,10.726912,9.825034,5.130742,8.560896,13.1531207953732
"SGK2",7.23927,4.36606,4.19489,5.26674,0.155917,0.157261,0.09663,0.136602666666667,5.51357143862646
"SGK3",27.18455,29.51233,12.10402,22.9336333333333,1.044902,1.324998,1.30343,1.22444333333333,10.7593809986918
"SGMS1",17.4604,18.54192,14.11407,16.7054633333333,14.289694,6.297007,5.360101,8.648934,1.83496574163875
"SGMS2",18.60344,18.15506,10.09396,15.6174866666667,0.73289,0.431559,0.235994,0.466814333333333,11.3289639247685
"SGPL1",13.21954,15.97203,12.40989,13.8671533333333,6.174687,4.981423,3.618098,4.924736,2.50933599966873
"SGPP1",8.23322,7.70968,8.8923,8.2784,0.633651,0.347677,0.532619,0.504649,6.16648799819759
"SGPP2",12.50721,9.17425,4.54447,8.74197666666667,3.349934,3.102147,2.622744,3.02494166666667,2.42040195199516
"SGSH",59.00753,30.5624,55.53864,48.3695233333333,18.557683,13.845946,10.853568,14.4190656666667,3.20184921710669
"SGSM1",20.54164,8.51105,13.6771,14.2432633333333,1.382245,0.015946,0.012967,0.470386,10.3668447151519
"SGSM2",223.53946,238.08826,349.81479,270.480836666667,43.598208,23.277446,38.625993,35.1672156666667,7.50626863756271
"SGSM3",103.13893,90.91346,208.56486,134.20575,60.108735,51.571687,43.235225,51.638549,2.5685690918266
"SGTA",74.72851,65.26979,77.12487,72.37439,24.316146,21.052916,17.462454,20.9438386666667,3.34373539263474
"SGTB",18.83536,17.46423,29.82307,22.0408866666667,1.822946,0.953359,0.451241,1.07584866666667,11.0995021152794
"SH2B1",133.98453,132.28047,160.30174,142.188913333333,37.452469,33.564927,26.655957,32.5577843333333,4.26693585938277
"SH2B2",9.65789,16.16546,34.34569,20.0563466666667,0.527069,0.185228,0.188998,0.300431666666667,16.1918132312476
"SH2B3",8.44858,6.10695,5.61504,6.72352333333333,1.801053,1.468992,1.095855,1.4553,3.14565362006001
"SH2D1A",0.84486,0.19343,0.08739,0.375226666666667,0,0,0,0,1.37522666666667
"SH2D1B",0,0,0.43697,0.145656666666667,0.022048,0,0,0.00734933333333333,1.13729828248923
"SH2D2A",0.49698,0.2487,2.73105,1.15891,0.063968,0.28897,0,0.117646,1.9316581457814
"SH2D3A",0.0994,0.55267,0.30588,0.319316666666667,0.236659,0.232521,0.288062,0.252414,1.05341897061728
"SH2D3C",9.37627,8.17945,16.99806,11.5179266666667,0.18844,0.126605,0.203125,0.172723333333333,10.6742368902014
"SH2D4A",2.25295,2.56989,3.08062,2.63448666666667,0.591569,0.318136,0.884899,0.598201333333333,2.27411064605127
"SH2D4B",0,0.22107,0.30588,0.17565,0,0,0,0,1.17565
"SH2D5",87.30198,61.31823,30.28189,59.6340333333333,0.029015,0.047096,0.140458,0.0721896666666667,56.5515927063899
"SH2D6",2.6174,7.59915,3.34281,4.51978666666667,0.421096,0.015267,0.194275,0.210212666666667,4.56100553125924
"SH2D7",0.43071,0.13817,0.50251,0.35713,0.021865,0.022992,0.093298,0.0460516666666667,1.29738333511251
"SH3BGR",169.02128,244.49918,159.58074,191.033733333333,2663.449781,2464.705465,2606.428704,2578.19465,0.0744549207766592
"SH3BGRL",209.74012,251.5733,290.29974,250.53772,21.555851,16.570007,14.649086,17.591648,13.5296085640176
"SH3BGRL2",20.62447,15.97203,18.63669,18.4110633333333,0.579049,0.398932,0.490051,0.489344,13.033297433859
"SH3BGRL3",192.24659,180.52816,157.89841,176.891053333333,32.680445,36.573748,36.112202,35.1221316666667,4.92471083863222
"SH3BP1",8.23322,5.05689,10.00657,7.76556,4.398319,1.644367,1.671482,2.57138933333333,2.4543837654963
"SH3BP2",24.25239,40.45511,22.50386,29.0704533333333,16.319693,9.96182,7.426287,11.2359333333333,2.45755289066629
"SH3BP4",9.24374,8.70448,12.21326,10.0538266666667,9.018366,8.042039,6.991227,8.01721066666667,1.22585875780064
"SH3BP5",40.71884,31.41903,38.14731,36.7617266666667,7.217121,6.328605,4.786453,6.11072633333333,5.31053016196798
"SH3BP5L",23.17561,17.51949,24.6013,21.7654666666667,7.877628,6.676432,5.888528,6.814196,2.91334728059888
"SH3D19",8.94555,13.67847,10.2906,10.97154,22.712135,13.246738,11.327147,15.7620066666667,0.714206851128803
"SH3D21",7.2724,5.44375,7.42846,6.71487,18.131692,10.854822,11.972348,13.652954,0.526506122929206
"SH3GL1",28.62577,30.3966,48.00094,35.6744366666667,16.699202,13.416231,13.525914,14.5471156666667,2.35892222409443
"SH3GL2",70.48766,54.60334,340.48552,155.192173333333,0.150556,0.095372,0.038744,0.0948906666666667,142.655498022329
"SH3GL3",111.33902,111.69368,106.22694,109.753213333333,13.71105,14.275992,11.193294,13.060112,7.87712169955213
"SH3GLB1",25.26291,22.82508,18.89887,22.3289533333333,48.455107,44.099778,32.126693,41.560526,0.548135926076979
"SH3GLB2",171.53929,132.08704,254.5339,186.05341,25.182335,23.004629,16.335788,21.507584,8.3106836344585
"SH3KBP1",23.29157,34.18236,42.08003,33.1846533333333,4.653867,4.057859,3.527198,4.07964133333333,6.72973761139566
"SH3PXD2A",25.71019,30.70056,18.02493,24.8118933333333,13.458138,8.997827,8.445779,10.3005813333333,2.28412084050897
"SH3PXD2B",7.75281,20.42099,12.47544,13.5497466666667,2.16219,5.439072,3.959601,3.853621,2.99770968245495
"SH3RF1",11.26477,16.0273,14.55104,13.9477033333333,0.935352,0.827777,0.901851,0.888326666666667,7.91584612831819
"SH3RF2",10.41991,14.56273,2.09745,9.02669666666667,8.809521,10.152475,7.005202,8.65573266666667,1.03841904211792
"SH3RF3",6.34472,8.06892,13.93928,9.45097333333333,0.378441,0.441661,0.269887,0.363329666666667,7.66577122823558
"SH3TC1",11.33104,6.90832,4.63186,7.62374,4.476947,1.247583,1.754367,2.49296566666667,2.4688877083151
"SH3TC2",6.16249,4.22789,4.54447,4.97828333333333,3.126877,2.119452,0.818846,2.021725,1.97843395190937
"SH3YL1",42.27603,41.86441,42.99766,42.3793666666667,11.35265,8.384929,5.862248,8.53327566666667,4.55031074139015
"SHANK1",22.61237,15.1154,149.74896,62.4922433333333,0.423524,0.829442,0.598595,0.617187,39.2609162288179
"SHANK2",27.41647,14.39693,33.38436,25.06592,0.023658,0.054614,0.433435,0.170569,22.2677347512193
"SHANK3",62.30413,68.72395,78.7635,69.9305266666667,2.421423,1.279429,7.193213,3.631355,15.3152860591915
"SHARPIN",82.9286,91.68719,112.2571,95.6242966666667,30.199968,28.023737,23.851678,27.358461,3.40724754656702
"SHB",12.77226,12.73894,6.24864,10.5866133333333,4.055139,3.659201,3.290703,3.66834766666667,2.48195167983419
"SHBG",4.40651,4.58712,1.28906,3.42756333333333,0.554406,1.280513,0.636449,0.823789333333333,2.42767256744566
"SHC1",23.4241,27.63327,22.91898,24.6587833333333,23.751558,19.100029,12.981625,18.6110706666667,1.30838258499298
"SHC2",73.03879,60.2958,128.84004,87.3915433333333,6.557821,6.690122,4.474852,5.90759833333333,12.7962772396291
"SHC3",10.75123,11.21911,12.34435,11.43823,0.661821,0.139497,0.044395,0.281904333333333,9.70293155001426
"SHC4",11.59609,7.23992,6.62007,8.48536,0.991418,0.286288,0.450724,0.576143333333333,6.01808211182147
"SHCBP1",2.40205,1.7409,1.79157,1.97817333333333,13.850024,5.285927,2.981018,7.372323,0.355716487924956
"SHCBP1L",0,0,0,0,0.095384,0.196443,0.28531,0.192379,0.838659520169342
"SHD",1.97134,1.9896,10.94605,4.96899666666667,136.059516,95.837478,106.295994,112.730996,0.052483464285028
"SHE",9.77385,7.98602,5.72428,7.82805,0.102314,0.234539,0.032287,0.123046666666667,7.86080424084485
"SHF",49.11772,32.38619,23.90215,35.1353533333333,2.010502,1.049715,1.025866,1.36202766666667,15.2984462643184
"SHH",1.88851,1.71326,1.92266,1.84147666666667,0,0,0,0,2.84147666666667
"SHISA2",2.36892,2.45936,0.32773,1.71867,0.789205,0.824859,0.603051,0.739038333333333,1.56331804071791
"SHISA3",1.9879,2.32119,0.10924,1.47277666666667,0,0.025712,0.098975,0.0415623333333333,2.37410339019556
"SHISA4",163.98526,166.71152,191.23908,173.97862,6.739609,8.614248,7.296091,7.54998266666667,20.4653771617783
"SHISA5",117.03767,102.13257,113.63355,110.934596666667,30.221956,29.768525,27.983159,29.3245466666667,3.69122077560049
"SHISA6",16.48301,6.16222,37.73219,20.1258066666667,0,0.012901,0.012977,0.008626,20.9451339412891
"SHISA7",44.24736,30.45186,23.00637,32.56853,0.042012,0.048341,0.016166,0.0355063333333333,32.4175033212416
"SHISA8",0,0.44213,6.24864,2.23025666666667,0,0,0,0,3.23025666666667
"SHISA9",22.13196,16.22073,16.05858,18.13709,0.096745,0.081454,0.01831,0.065503,17.9606157842822
"SHKBP1",8.58111,9.75454,8.49903,8.94489333333333,57.853486,27.312687,30.523898,38.563357,0.251366266349272
"SHMT1",11.14881,13.1258,19.99129,14.7553,3.641569,1.793915,2.988577,2.80802033333333,4.13739912628268
"SHMT2",20.85639,16.8563,19.29214,19.00161,14.881493,10.376831,10.174035,11.8107863333333,1.56131009288293
"SHOC2",16.61554,18.79062,28.0315,21.1458866666667,14.470805,11.714125,6.891016,11.0253153333333,1.84160548416388
"SHOX",0,0,0,0,0.142535,0.045778,0.167183,0.118498666666667,0.894055603106068
"SHOX2",0,0.02763,0.08739,0.03834,0.035329,0,0,0.0117763333333333,1.02625448509865
"SHPK",4.12489,6.10695,7.95282,6.06155333333333,3.174828,2.151566,1.435594,2.253996,2.17011739821848
"SHPRH",4.30712,5.69245,3.03693,4.3455,3.410993,1.539789,1.279617,2.07679966666667,1.737357182501
"SHQ1",4.25742,3.53706,3.97641,3.92363,12.790973,2.931304,18.929362,11.5505463333333,0.392304037548007
"SHROOM1",34.65574,46.11993,38.80277,39.85948,2.213845,1.542093,2.252789,2.002909,13.6066327684256
"SHROOM2",7.38837,4.83582,6.99149,6.40522666666667,1.531773,1.181049,1.192523,1.30178166666667,3.21717162574788
"SHROOM3",6.46068,6.46619,7.79988,6.90891666666667,5.941846,2.886268,2.287464,3.70519266666667,1.6808911402707
"SHROOM4",11.13225,4.58712,9.35112,8.35683,0.554433,0.184078,0.225264,0.321258333333333,7.08175665874072
"SI",0.03313,0,0.06555,0.0328933333333333,0,0,0,0,1.03289333333333
"SIAE",27.89688,24.40018,23.9677,25.4215866666667,7.025833,6.45733,6.072415,6.518526,3.51419768537964
"SIAH1",61.39301,56.53767,52.74205,56.89091,6.220785,7.864739,5.337082,6.474202,7.74543021448979
"SIAH2",11.48013,14.01007,11.97293,12.48771,14.077945,11.150595,11.036461,12.0883336666667,1.03051391747068
"SIAH3",2.60084,1.71326,0.96133,1.75847666666667,0,0.006745,0.013657,0.00680066666666667,2.73984390157337
"SIDT1",1.72285,1.18823,9.02339,3.97815666666667,0.4314,0.033167,0.549984,0.338183666666667,3.72008476165828
"SIDT2",48.62074,37.66415,26.69875,37.6612133333333,16.379534,11.021588,10.685063,12.695395,2.82293525183708
"SIGIRR",151.29583,131.3962,102.42532,128.37245,9.920277,10.737871,13.435118,11.364422,10.4632832816609
"SIGLEC1",1.50749,0.69083,0.91763,1.03865,0,0,0,0,2.03865
"SIGLEC10",6.27845,1.85143,1.46384,3.19790666666667,0.034978,0.083494,0.117913,0.078795,3.89129229062673
"SIGLEC11",2.10386,0.60793,1.15797,1.28992,0.024165,0.01979,0.030326,0.0247603333333333,2.23459078724424
"SIGLEC12",0.28162,0,0.17479,0.152136666666667,0,0,0,0,1.15213666666667
"SIGLEC14",2.89902,1.38166,1.02687,1.76918333333333,0,0,0,0,2.76918333333333
"SIGLEC15",0.31475,0.0829,0,0.13255,0.10827,0.019485,0.056384,0.0613796666666667,1.06705454755587
"SIGLEC16",0.46384,0.22107,0.10924,0.264716666666667,0.056455,0.037247,0.062167,0.0519563333333333,1.202252057991
"SIGLEC5",4.47278,1.8238,1.11427,2.47028333333333,0,0,0.041938,0.0139793333333333,3.42243990508682
"SIGLEC6",0,0,0,0,0.014417,0.014451,0,0.00962266666666667,0.990469046521671
"SIGLEC7",0.33132,0.52503,0.65545,0.503933333333333,0,0,0,0,1.50393333333333
"SIGLEC8",6.0134,2.18303,1.79157,3.32933333333333,0.067107,0.023938,0.058345,0.0497966666666667,4.12397321386046
"SIGLEC9",1.67315,0.7461,1.42015,1.2798,0,0,0,0,2.2798
"SIGLECL1",0,0,0,0,0,0,0,0,1
"SIGMAR1",53.42484,41.94731,50.22948,48.5338766666667,12.351961,14.73094,11.138772,12.7405576666667,3.60493932402986
"SIK1",9.85668,6.43855,48.89673,21.7306533333333,39.847895,12.867008,4.479209,19.064704,1.13286761336391
"SIK2",16.84746,14.06534,11.86368,14.2588266666667,3.454067,1.879122,1.32393,2.21903966666667,4.74017975754467
"SIK3",114.51966,72.86894,42.36405,76.5842166666667,43.21581,23.812541,21.047628,29.3586596666667,2.55558768135778
"SIKE1",10.32052,9.17425,15.7964,11.7637233333333,27.35726,17.356857,20.25832,21.657479,0.563333781897506
"SIL1",336.48537,309.9624,349.94588,332.131216666667,78.784134,87.114619,65.935441,77.2780646666667,4.25574160635227
"SIM1",0,0,0,0,0,0.006318,0,0.002106,0.997898425915023
"SIM2",2.50144,2.70806,2.55626,2.58858666666667,0.259878,0.257403,0.159384,0.225555,2.92813188038617
"SIN3A",21.80065,15.00487,11.77629,16.1939366666667,5.240391,3.236191,3.487551,3.98804433333333,3.44702964080846
"SIN3B",34.53978,25.94764,49.68327,36.7235633333333,13.297267,7.178886,5.521925,8.666026,3.90269624076465
"SIPA1",43.98231,53.69145,55.10167,50.9251433333333,19.910541,16.346161,14.863691,17.040131,2.87831298638205
"SIPA1L1",161.16907,127.74861,100.15308,129.690253333333,20.43838,16.582156,12.908755,16.643097,7.40744401809576
"SIPA1L2",8.16696,10.83224,11.44856,10.1492533333333,46.884475,43.368629,37.540412,42.5978386666667,0.255729496560059
"SIPA1L3",7.38837,8.20708,7.18812,7.59452333333333,9.383669,1.935802,1.849476,4.389649,1.59463507425685
"SIRPA",104.18258,117.57957,145.59776,122.453303333333,31.368743,27.336004,24.285229,27.6633253333333,4.30701259877082
"SIRPB1",25.59423,3.84102,47.95725,25.7975,0.80522,0.206951,0.381413,0.464528,18.2977041067156
"SIRPB2",2.78306,1.0777,0.69915,1.51997,0.017601,0.037049,0.018719,0.0244563333333333,2.45981201736596
"SIRPD",0.46384,0.0829,0,0.182246666666667,0,0,0,0,1.18224666666667
"SIRPG",0.19879,0.3316,0.54621,0.358866666666667,0,0,0,0,1.35886666666667
"SIRT1",7.38837,7.84785,6.40158,7.2126,3.484043,3.005756,1.708151,2.73265,2.20020628775803
"SIRT2",177.9337,167.48526,162.74876,169.38924,19.182822,16.79361,14.652775,16.8764023333333,9.53151740617757
"SIRT3",72.79031,56.81401,35.15408,54.9194666666667,15.379404,9.299345,12.627159,12.4353026666667,4.1621292838757
"SIRT4",0.97738,2.10013,3.34281,2.14010666666667,3.765725,3.313535,2.89051,3.32325666666667,0.726328994268981
"SIRT5",18.98445,16.1931,15.44682,16.87479,7.936879,6.817082,5.309331,6.687764,2.32509608775712
"SIRT6",21.28711,16.57996,25.93406,21.2670433333333,11.400142,10.215446,9.421475,10.3456876666667,1.96259971079173
"SIRT7",28.1288,20.31045,27.85671,25.4319866666667,5.573753,3.46056,3.065245,4.033186,5.25154180009773
"SIT1",0,0,0.28403,0.0946766666666667,0,0,0,0,1.09467666666667
"SIVA1",69.85815,83.09325,68.4292,73.7935333333333,24.015382,27.454082,16.107491,22.5256516666667,3.17923322138225
"SIX1",0.7289,2.01723,1.74787,1.498,0.202911,0.115693,0.195907,0.171503666666667,2.13230233167573
"SIX2",0.14909,0.27633,0.19664,0.207353333333333,0.043942,0,0,0.0146473333333333,1.18992411813366
"SIX3",52.69594,69.19371,1.13612,41.00859,0,0.018937,0,0.00631233333333333,41.7450811328623
"SIX4",0.91112,1.02243,1.09242,1.00865666666667,0.322073,0.179949,0.171251,0.224424333333333,1.64049064689719
"SIX5",5.68208,11.02568,6.94779,7.88518333333333,9.295029,9.909627,10.083114,9.76259,0.825561814891521
"SIX6",0,0,0,0,0,0,0,0,1
"SKA1",1.82224,0.88426,1.63863,1.44837666666667,1.839016,1.79842,2.523338,2.05359133333333,0.801802336789446
"SKA2",28.808,36.14432,36.07171,33.6746766666667,101.006698,83.848966,56.519934,80.4585326666667,0.42567273840492
"SKA3",0.53011,0.7461,0.08739,0.454533333333333,1.592526,1.581248,1.607895,1.59388966666667,0.560753740617855
"SKAP1",0.81173,0.22107,0,0.344266666666667,0.180887,0.146936,0.296183,0.208002,1.11280168962193
"SKAP2",16.56584,8.81501,16.40815,13.9296666666667,0.51548,0.437037,0.776239,0.576252,9.47162424959122
"SKI",142.05209,114.04251,164.45294,140.182513333333,8.262138,2.872811,6.051391,5.72878,20.9818887425853
"SKIDA1",1.57375,1.85143,2.38148,1.93555333333333,1.087069,0.751382,0.419519,0.752656666666667,1.67491636506104
"SKIL",4.63844,4.67002,6.1394,5.14928666666667,9.882256,4.992648,3.955843,6.27691566666667,0.84504025446312
"SKIV2L",69.57653,50.15439,59.75538,59.8287666666667,38.405619,25.856454,15.266767,26.5096133333333,2.2111821758309
"SKOR1",0.6792,0.69083,1.90081,1.09028,0.025006,0.018902,0.013751,0.0192196666666667,2.05086309493635
"SKOR2",0,0,0,0,0,0,0,0,1
"SKP1",479.94556,447.41029,368.95399,432.10328,288.642879,275.513366,231.50067,265.218971666667,1.62686857848091
"SKP2",4.34025,4.08972,4.34783,4.25926666666667,4.050689,3.454805,3.952228,3.81924066666667,1.09130608542618
"SLA",6.49381,4.69766,3.56129,4.91758666666667,0.058013,0.077733,0.156239,0.0973283333333333,5.39272202030082
"SLA2",1.75598,1.79616,2.1193,1.89048,0.090339,0.116632,0.18708,0.131350333333333,2.55489384219624
"SLAIN1",76.81581,49.15959,39.82964,55.2683466666667,4.661457,2.807578,1.597014,3.02201633333333,13.9900840780607
"SLAIN2",15.30684,26.50031,10.02842,17.2785233333333,29.958243,18.150905,10.196648,19.4352653333333,0.894459799526948
"SLAMF1",0,0,0,0,0,0,0,0,1
"SLAMF6",0.08283,0.05527,0.39327,0.177123333333333,0.036239,0.036585,0,0.0242746666666667,1.1492262492092
"SLAMF7",0.06626,0.77373,0.76469,0.534893333333333,0,0,0.022,0.00733333333333333,1.5237193911317
"SLAMF8",1.12648,1.27113,0.52436,0.97399,0,0,0,0,1.97399
"SLAMF9",0,0,0,0,0,0,0,0,1
"SLBP",33.71149,34.92845,25.12566,31.2552,8.1708,6.604804,6.24828,7.00796133333333,4.02789157656605
"SLC10A1",0.18222,0.05527,0.32773,0.188406666666667,0.02647,0,0,0.00882333333333333,1.17801266822404
"SLC10A2",0,0,0,0,0,0,0,0,1
"SLC10A3",5.81461,7.26755,10.55278,7.87831333333333,5.247101,3.18742,3.659054,4.03119166666667,1.76465416576258
"SLC10A4",1.85537,1.38166,1.68233,1.63978666666667,0.03371,0.06519,0.03328,0.04406,2.5283859803715
"SLC10A5",1.32527,0.9948,0.34957,0.88988,0,0.079858,0.041391,0.0404163333333333,1.81646513943617
"SLC10A6",0.6295,0.0829,0,0.237466666666667,0,0,0,0,1.23746666666667
"SLC10A7",4.78753,8.64921,6.66376,6.70016666666667,1.108289,0.181221,0.551854,0.613788,4.77148588703514
"SLC11A1",23.00995,6.30039,12.30065,13.87033,0.337098,1.706192,2.158895,1.40072833333333,6.19409109874295
"SLC11A2",22.51298,15.25357,16.18967,17.9854066666667,18.15235,9.423092,4.984987,10.8534763333333,1.60167415303117
"SLC12A1",0.92769,1.18823,1.46384,1.19325333333333,0,0.010494,0,0.003498,2.1856080762825
"SLC12A2",16.35049,17.46423,18.57114,17.4619533333333,3.737169,1.940112,1.281965,2.31974866666667,5.5612503195523
"SLC12A3",0.21536,0.2487,0.37142,0.278493333333333,0.030386,0,0.024813,0.0183996666666667,1.25539449312467
"SLC12A4",37.83638,32.55199,30.17265,33.52034,65.475925,54.771012,35.606166,51.9510343333333,0.651929474742461
"SLC12A5",91.49314,64.38552,73.12661,76.33509,10.673315,25.996616,26.091478,20.9204696666667,3.52798508316633
"SLC12A6",13.65025,19.06696,9.02339,13.9135333333333,1.936135,1.113703,0.735183,1.26167366666667,6.59402528009862
"SLC12A7",14.29632,29.9821,31.39616,25.22486,52.849238,30.196703,26.310329,36.45209,0.700224206446156
"SLC12A8",11.79488,6.88068,8.04021,8.90525666666667,0.986493,0.699703,0.83204,0.839412,5.38501252936627
"SLC12A9",29.3878,17.85109,19.96944,22.4027766666667,5.179667,3.081895,2.074949,3.44550366666667,5.26437011899139
"SLC13A1",0,0,0,0,0,0,0,0,1
"SLC13A2",0,0,0,0,0.042255,0,0,0.014085,0.986110631751776
"SLC13A3",8.66394,5.55429,10.94605,8.38809333333333,0.208208,0.195502,0.33711,0.24694,7.52890542715234
"SLC13A4",1.80568,5.44375,1.59493,2.94812,1.281106,0.612999,0.759116,0.884407,2.09515248032936
"SLC13A5",23.73885,25.25681,11.16453,20.0533966666667,0.05628,0.062857,0.018139,0.0457586666666667,20.132175173622
"SLC14A1",38.66467,64.66185,35.15408,46.1602,0.286822,0.180449,0.081229,0.182833333333333,39.8705368465549
"SLC14A2",2.26952,1.85143,1.22351,1.78148666666667,0.046191,0.018412,0.029304,0.0313023333333333,2.69706232281707
"SLC15A1",0.71233,0.55267,0.30588,0.523626666666667,0.158884,0.119149,0.11667,0.131567666666667,1.34647419818464
"SLC15A2",20.17719,25.64368,13.45862,19.75983,0.463414,0.510224,0.113227,0.362288333333333,15.2389398720046
"SLC15A3",19.69679,32.74543,14.98801,22.4767433333333,0.009889,0.010279,0,0.00672266666666667,23.3199709420138
"SLC15A4",14.13066,12.07574,13.02165,13.0760166666667,4.313106,3.688005,2.402209,3.46777333333333,3.15056642682559
"SLC15A5",0.18222,0.69083,0,0.291016666666667,0,0,0,0,1.29101666666667
"SLC16A1",30.89529,57.28377,16.01488,34.7313133333333,59.62404,41.138525,35.231862,45.3314756666667,0.771210345001818
"SLC16A10",2.96529,3.17783,0.39327,2.17879666666667,0.587301,1.071159,0.318429,0.658963,1.91613475807879
"SLC16A11",3.79358,5.30559,6.29234,5.13050333333333,0.026569,0.064535,0,0.030368,5.94981922316428
"SLC16A12",0.31475,0.35923,0.06555,0.24651,1.119032,0.83811,0.777516,0.911552666666667,0.652092940851922
"SLC16A13",1.06021,0.85663,1.70418,1.20700666666667,0.183076,0.168269,0.19571,0.182351666666667,1.86662456601321
"SLC16A14",7.09018,5.58192,4.0638,5.57863333333333,0.936431,0.600485,0.406089,0.647668333333333,3.99269270413443
"SLC16A2",15.60502,12.8771,9.6133,12.6984733333333,2.786514,2.385886,1.697348,2.289916,4.16377601535521
"SLC16A3",15.68785,12.10337,18.00308,15.2647666666667,81.568141,44.793192,78.08694,68.1494243333333,0.235211888218515
"SLC16A4",5.26794,6.02405,4.98144,5.42447666666667,0.499761,0.164191,0.141864,0.268605333333333,5.06420436510856
"SLC16A5",0.7289,1.68563,0.50251,0.972346666666667,3.187553,2.514519,1.264955,2.32234233333333,0.593661479997997
"SLC16A6",3.72731,2.98439,3.32096,3.34422,0.63031,0.464732,0.266222,0.453754666666667,2.98827587598458
"SLC16A7",3.84328,0.0829,2.62181,2.18266333333333,1.085075,0.830816,0.578121,0.831337333333333,1.73789027035252
"SLC16A8",22.41358,14.7838,5.19992,14.1324333333333,1.243979,0.805189,0.957587,1.00225166666667,7.55770794713618
"SLC16A9",8.1007,11.88231,7.36291,9.11530666666667,1.25325,0.939331,0.363501,0.852027333333333,5.46174804475528
"SLC17A1",0,0,0,0,0,0,0,0,1
"SLC17A2",0,0,0,0,0,0,0,0,1
"SLC17A3",0,0,0,0,0,0,0,0,1
"SLC17A4",0,0,0.08739,0.02913,0,0,0,0,1.02913
"SLC17A5",7.9516,8.23471,7.60324,7.92985,3.998987,2.893411,3.060004,3.31746733333333,2.06830748458857
"SLC17A6",0.03313,0.02763,2.42517,0.828643333333333,0,0.015715,0,0.00523833333333333,1.81911420674699
"SLC17A7",1.83881,3.59233,456.28206,153.9044,0.235152,0.08668,0.050718,0.124183333333333,137.792827385806
"SLC17A8",0.54667,1.02243,0.56806,0.712386666666667,0.013926,0,0,0.004642,1.70447449605597
"SLC17A9",1.47436,1.05006,3.62684,2.05042,0.409389,0.473395,0.253186,0.378656666666667,2.21260308948082
"SLC18A1",0.13253,0,0,0.0441766666666667,0,0,0,0,1.04417666666667
"SLC18A2",3.3463,3.64759,3.3865,3.46013,0.015105,0,0.014481,0.009862,4.41657374968065
"SLC18A3",1.88851,1.18823,0,1.02558,0.018721,0.020913,0.020385,0.0200063333333333,1.98585041465429
"SLC18B1",20.17719,26.63847,30.67516,25.8302733333333,3.583194,2.847639,1.657704,2.696179,7.25892153311118
"SLC19A1",50.95653,92.73726,71.59722,71.76367,5.055597,3.103892,2.161673,3.44038733333333,16.3867844261634
"SLC19A2",3.18064,3.39889,3.16802,3.24918333333333,1.396175,1.549865,1.279806,1.40861533333333,1.76416021044456
"SLC19A3",6.60977,15.66806,3.95456,8.74413,0.260515,0.19719,0.117434,0.191713,8.17657439333128
"SLC1A1",17.07938,13.8719,10.9679,13.97306,0.184614,0.557137,0.183028,0.308259666666667,11.445021490382
"SLC1A2",414.06321,604.8923,243.76264,420.90605,0.809079,0.342188,0.278538,0.476601666666667,285.727735193761
"SLC1A3",532.84029,590.96514,509.52663,544.44402,13.235227,8.409101,4.483812,8.70938,56.1770185119956
"SLC1A4",66.57812,66.54092,41.44642,58.1884866666667,6.426462,4.967062,4.022831,5.138785,9.64172660659506
"SLC1A5",10.91689,3.61996,2.09745,5.54476666666667,7.862119,15.037434,15.175973,12.691842,0.478004834314234
"SLC1A6",35.76565,28.2412,12.58468,25.53051,0.080969,0.079054,0.061544,0.0738556666666667,24.7058434606513
