UniqueCount	AmbigCount
0	0
0	0
11	42
5	34
14	24
0	0
1	0
1	0
0	0
1	0
0	0
0	3
4	4
1	0
0	0
1	0
0	0
0	0
11	1
4	1
0	1
0	1
0	1
0	0
1	0
3	34
0	24
0	28
0	15
1	10
1	5
0	10
0	15
1	0
0	0
1	1
0	2
0	0
1	0
0	2
0	7
0	5
0	0
0	0
0	286
0	87
10	172
1	50
0	125
9	64
0	71
0	31
8	8
0	124
280	204
0	122
0	77
1	65
0	170
0	107
11	63
0	138
12	687
1	673
0	56
3	0
0	19
0	19
0	6
0	4
0	2
1	0
0	0
0	0
0	4
1	13
0	0
0	1192
3	1642
4	291
11	1274
1	130
0	122
33	1620
3	484
0	0
178	165
0	0
1	4
27	23
0	8
0	21
1	10
0	0
0	6
0	1
0	0
0	0
0	42
0	77
42	1560
0	13
0	15
0	524
0	1457
3	198
0	729
6	43
0	220
2	40
1	55
0	237
10	36
1	362
37	5
1	0
0	1
0	0
0	9
0	0
5	74
0	1
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	4
0	176
0	0
0	0
0	0
0	0
151	917
0	84
0	12
0	664
0	182
4	62
6	902
2	900
0	1
21	13
0	189
0	0
0	0
0	0
4	1
0	0
0	0
1	0
0	0
0	5
0	0
0	2
0	2
0	0
0	53
0	56
0	59
0	45
0	16
0	11
0	27
2	14
0	13
1	0
0	0
1	10
0	4
1	0
0	0
0	0
0	3
0	11
0	0
0	0
0	0
0	36
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
93	0
0	13
0	12
0	2
0	1
0	12
1	2
0	2
2	0
0	0
0	0
0	1014
0	0
0	0
31	30
0	30
0	9
1	1
0	8
925	30
0	55
0	16
0	0
0	0
0	24
0	0
0	1
0	97
0	94
0	99
2	1
0	71
2	88
0	97
0	2
0	4
0	83
2	21
3	17
0	12
0	0
0	3
0	30
0	3
0	3
0	3
0	27
0	17
0	15
0	7
0	9
3	6
0	0
2	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	1013
2	571
0	658
0	399
11	584
1	296
2	155
0	4
0	8
27	84
6	6
0	6
0	19
0	3
0	22
6	25
0	6
0	19
0	7
0	6
0	75
0	6
15	4
0	10
4	3
0	5
0	4
0	9
0	6
0	24
4	1
0	7
0	2
1	16
0	0
765	1282
0	179
0	161
4	140
0	31
0	771
0	44
0	101
1	0
0	0
0	4
0	4
13	59
0	0
1	5
5	25
0	0
0	0
0	0
0	0
0	6
0	0
229	127
2	5
0	43
0	11
0	20
0	18
0	66
1	17
0	0
0	3
0	5
6	486
17	209
1	29
1	69
3	168
12	514
