UniqueCount	AmbigCount
0	0
0	0
146	596
52	475
161	304
0	0
3	0
2	0
2	0
0	0
0	0
3	1
8	19
15	5
6	0
2	0
0	0
0	1
35	3
4	0
0	0
0	0
0	0
0	1
0	0
4	86
0	65
0	76
1	48
3	27
0	12
2	28
0	33
0	5
0	0
0	6
0	16
0	0
7	0
0	3
0	24
0	6
0	0
0	0
0	307
0	204
16	378
0	94
0	288
26	102
0	153
0	83
9	21
0	160
269	237
0	145
0	92
0	63
2	184
0	130
30	69
0	207
45	1646
1	1618
1	116
58	0
7	665
6	651
12	362
0	293
0	200
5	19
0	0
0	0
1	6
18	61
2	0
2	2055
1	2814
33	564
23	2179
4	285
0	232
68	2797
15	882
0	2
183	258
2	2
32	22
136	161
0	71
0	159
33	83
0	0
0	14
1	4
19	3
0	0
0	89
0	134
60	2603
0	32
0	37
0	952
0	2389
2	322
0	1142
8	51
4	338
5	67
3	85
0	398
43	77
0	604
83	23
0	7
0	5
1	0
0	15
1	0
20	249
2	164
0	161
1	162
0	4
0	4
0	102
1	88
0	13
0	163
0	8
0	9
0	24
0	26
11	0
0	3
2	536
0	0
0	0
0	0
0	0
526	2718
0	316
0	49
0	1916
0	673
12	222
44	2632
17	2635
0	2
111	22
0	196
0	0
0	0
0	0
19	4
0	0
3	0
1	0
0	0
2	14
0	0
0	2
0	12
0	0
0	437
0	471
0	505
5	408
0	110
1	33
0	202
9	181
1	165
2	2
6	15
4	15
0	27
0	0
0	0
0	0
0	10
0	32
0	0
0	0
0	0
0	114
0	0
0	0
0	0
0	4
0	0
0	0
0	0
1	0
315	4
4	266
2	256
0	33
0	46
2	218
3	11
1	15
4	555
0	9
1	8
0	2253
6609	550
0	0
57	48
1	48
0	5
1	5
0	15
1956	84
0	133
0	35
1	0
1	0
0	49
0	0
0	0
1	395
0	396
0	402
2	4
0	317
2	354
0	394
0	21
3	56
0	337
33	65
63	61
0	19
0	0
6	25
0	103
0	43
4	47
1	27
1	61
1	121
8	105
0	65
0	80
9	62
2	0
3	10
0	10
0	0
0	3
0	10
0	10
0	6
1	9
0	4
0	0
1	0
33	954
0	634
7	584
0	355
18	478
2	267
4	98
1	0
0	16
63	372
27	32
0	32
0	93
0	25
3	108
6	113
0	29
0	92
0	32
0	27
0	336
0	35
102	12
0	38
4	24
0	32
2	24
0	14
0	17
1	106
7	16
15	27
5	10
3	62
0	0
1121	1865
0	253
0	242
12	188
5	36
1	1148
1	62
0	174
0	0
3	2
0	9
1	9
26	175
0	1
3	5
2	35
0	0
0	0
0	0
0	7
0	26
0	0
1446	818
1	14
0	238
3	121
0	137
0	141
0	467
0	152
0	0
0	8
6	3
3	1644
16	464
1	96
