"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"DNAJC27",616,3.78139,589,3.88085,609,3.93031,3.86418333333,"Dnajc27",36.501676,27.957905,36.073073,3788,4319,1186,33.5108846666667,0.140946353022014
"DNAJC28",115,3.2451,117,3.54369,68,2.01733,2.93537333333,"Dnajc28",3.104344,2.271022,7.909701,195,231,72,4.42835566666667,0.724966007200953
"DNAJC3",1786,2.64754,1785,2.84014,2303,3.58916,3.02561333333,"Dnajc3",13.058849,12.459804,13.317871,1433,2079,456,12.945508,0.288667385464194
"DNAJC30",233,16.0508,262,19.3724,231,16.7298,17.3843333333,"Dnajc30",7.773185,7.035635,10.021098,261,354,105,8.27663933333333,1.98178808862822
"DNAJC4",274,11.94,272,12.7222,290,13.2859,12.6493666667,"Dnajc4",25.444369,15.156146,36.11686,153,190,72,25.5724583333333,0.513665935438792
"DNAJC5",2855,12.193,2554,11.7075,2451,11.0049,11.6351333333,"Dnajc5",58.492601,45.34261,47.366327,6308,7228,1823,50.4005126666667,0.245817262859596
"DNAJC5B",10,0.0219215,7,0.0164706,6,0.013828,0.0174067,"Dnajc5b",0,0,0,0,0,0,0,1.0174067
"DNAJC5G",5,0.143975,2,0.061814,3,0.0908188,0.0988692666667,"Dnajc5g",0,0,0,0,0,0,0,1.0988692666667
"DNAJC6",5922,6.17089,6847,7.65808,4695,5.14343,6.32413333333,"Dnajc6",35.514275,27.775061,27.40499,3740,4429,940,30.231442,0.234511532747351
"DNAJC7",2747,10.6782,2991,12.4794,2786,11.3856,11.5144,"Dnajc7",198.632713,168.893015,188.326845,2567,3285,797,185.284191,0.0671790769405655
"DNAJC8",1665,8.66367,1755,9.80178,1772,9.69369,9.38638,"Dnajc8",60.68493,56.351967,63.745381,1146,1611,391,60.2607593333333,0.169543768523753
"DNAJC9",1264,3.45603,1467,4.30528,1458,4.19108,3.98413,"Dnajc9",19.419395,16.067308,21.470315,414,521,149,18.9856726666667,0.249385151209488
"DNAL1",679,2.01537,833,2.65381,844,2.6337,2.43429333333,"Dnal1",13.93412,8.706351,7.130695,1122,1138,255,9.923722,0.314388569512296
"DNALI1",205,3.60331,269,5.07505,299,5.52532,4.73456,"Dnali1",0.767,0.346161,1.139145,34,23,16,0.750768666666667,3.27545272495548
"DNASE1",1790,4.57073,1820,4.98821,1442,3.87112,4.47668666667,"Dnase1",9.846262,5.907228,12.794789,178,186,42,9.516093,0.520791007332286
"DNASE1L1",298,4.78628,339,5.84415,523,8.83123,6.48722,"Dnase1l1",1.434363,2.953405,3.003991,37,57,23,2.46391966666667,2.16148777122333
"DNASE1L2",61,3.67978,38,2.46046,22,1.39525,2.51183,"Dnase1l2",3.240563,2.294621,3.817695,67,69,20,3.11762633333333,0.852877292815707
"DNASE1L3",78,0.607216,18,0.150405,15,0.122766,0.293462333333,"Dnase1l3",0.028426,0.025452,0.090079,3,4,3,0.0479856666666667,1.23423666417798
"DNASE2",446,12.4506,559,16.7497,599,17.58,15.5934333333,"Dnase2a",2.858568,3.987549,6.358163,66,135,27,4.40142666666667,3.07204639761224
"DNASE2B",2,0.0211923,3,0.0341201,2,0.0222801,0.0258641666667,"Dnase2b",0,0,0,0,0,0,0,1.0258641666667
"DND1",185,11.6131,266,17.9225,222,14.651,14.7288666667,"Dnd1",0.458851,0.401305,0.449399,14,23,4,0.436518333333333,10.9492975493061
"DNER",3548,1.73658,3980,2.09091,2967,1.52675,1.78474666667,"Dner",36.560719,28.414603,28.969786,2128,2755,605,31.315036,0.0861749517057632
"DNHD1",915,1.65649,1188,2.30847,1236,2.35247,2.10581,"Dnhd1",2.416148,1.80536,1.590846,242,260,54,1.93745133333333,1.05731453820398
"DNLZ",112,4.58764,128,5.62758,138,5.94277,5.38599666667,"Dnlz",8.34091,6.824938,10.157056,519,642,200,8.440968,0.676413336711871
"DNM1",6837,18.7819,6451,19.0214,5057,14.6051,17.4694666667,"Dnm1",274.186942,209.86879,303.671714,14535,16772,4262,262.575815333333,0.0700726910143195
"DNM1L",5761,15.1456,6064,17.1115,5492,15.1795,15.8122,"Dnm1l",58.902954,45.824014,47.218915,4524,5477,1159,50.6486276666667,0.325511068919463
"DNM2",2237,3.3862,2374,3.85717,3012,4.79336,4.01224333333,"Dnm2",35.848167,35.893761,33.556918,1255,2066,429,35.0996153333333,0.138844785105005
"DNM3",1746,0.528667,2282,0.741642,1780,0.566626,0.612311666667,"Dnm3",49.216139,47.66825,36.086407,6493,8639,1623,44.3235986666667,0.0355733373804843
"DNMBP",515,0.669564,628,0.876365,792,1.08255,0.876159666667,"Dnmbp",1.794355,1.318193,1.359909,183,215,44,1.490819,0.753230028623918
"DNMT1",1083,1.93175,966,1.84944,1371,2.57097,2.11738666667,"Dnmt1",8.220783,6.969049,7.208197,853,991,198,7.46600966666667,0.368223849181761
"DNMT3A",950,1.44649,859,1.40386,987,1.57996,1.47677,"Dnmt3a",21.688505,19.642027,7.152259,1835,2201,407,16.1609303333333,0.144326091411788
"DNMT3B",183,0.680617,127,0.506986,132,0.516135,0.567912666667,"Dnmt3b",0.521376,0.196733,0.728641,14,26,10,0.48225,1.0577923202341
"DNMT3L",17,0.187044,6,0.0708576,5,0.0578366,0.105246066667,"Dnmt3l",0,0.375657,0,0,4,0,0.125219,0.982249736866335
"DNPEP",647,4.26594,720,5.09546,668,4.63047,4.66395666667,"Dnpep",21.149354,21.075312,23.472753,542,753,222,21.8991396666667,0.247343644744645
"DNPH1",181,8.20035,241,11.7196,262,12.4794,10.7997833333,"Dnph1",1.734189,1.139822,1.282038,39,39,9,1.38534966666667,4.94677300279805
"DNTT",5,0.0255737,4,0.0219596,4,0.0215091,0.0230141333333,"Dntt",0.0507,0.034158,0.238487,1,1,3,0.107781666666667,0.923479927603033
"DNTTIP1",349,3.13084,339,3.26419,374,3.52732,3.30745,"Dnttip1",8.45351,8.806737,11.6367,223,314,90,9.63231566666667,0.405128114612348
"DNTTIP2",1290,16.5282,1362,18.7307,1328,17.8884,17.7157666667,"Dnttip2",17.60014,15.149319,12.433887,441,632,102,15.0611153333333,1.16528437024901
"DOC2A",462,4.5453,399,4.21342,241,2.49274,3.75048666667,"Doc2a",49.086156,35.923429,41.059142,562,563,159,42.022909,0.110417607202479
"DOC2B",284,1.27669,322,1.55368,267,1.26187,1.36408,"Doc2b",1.818088,1.283992,1.256724,170,180,37,1.45293466666667,0.963776178846454
"DOCK1",2370,0.756772,2748,0.941833,2740,0.919825,0.87281,"Dock1",5.913826,7.357376,5.105814,883,1331,245,6.125672,0.262825737698844
"DOCK10",1543,0.971894,1753,1.18516,1683,1.11449,1.09051466667,"Dock10",17.677439,20.375945,14.009103,1933,3064,467,17.3541623333333,0.113898669342887
"DOCK11",1931,1.77301,1833,1.80648,1921,1.85436,1.81128333333,"Dock11",4.161759,3.088769,3.522842,326,431,78,3.59112333333333,0.612330170465906
"DOCK2",897,0.351266,752,0.316084,1823,0.750531,0.472627,"Dock2",1.484462,0.563433,2.334321,74,120,23,1.46073866666667,0.598449164857815
"DOCK3",2266,0.558133,2296,0.607002,1585,0.410436,0.525190333333,"Dock3",63.16968,59.979719,39.203026,3367,3855,666,54.117475,0.0276716292488544
"DOCK4",1645,0.598332,2242,0.875291,2385,0.912017,0.795213333333,"Dock4",6.304959,6.065655,4.817298,1069,1517,263,5.729304,0.266775484260036
"DOCK5",3700,2.76951,4429,3.55834,4267,3.35785,3.22856666667,"Dock5",5.183767,6.628256,5.472546,1169,2030,294,5.761523,0.625386716375882
"DOCK6",545,1.50579,594,1.76155,603,1.75155,1.67296333333,"Dock6",9.086142,9.047079,9.130741,422,508,101,9.08798733333333,0.264964977156329
"DOCK7",1868,1.39408,2374,1.90165,2524,1.98033,1.75868666667,"Dock7",25.919935,21.675759,19.803472,913,1164,217,22.4663886666667,0.117559063128816
"DOCK8",1124,0.784173,1283,0.960756,1883,1.38113,1.04201966667,"Dock8",0.5822,0.759,0.728609,103,130,27,0.689936333333333,1.20834118208595
"DOCK9",5399,3.21695,5049,3.22907,5458,3.41903,3.28835,"Dock9",47.449976,45.898291,48.647943,4614,7090,1197,47.33207,0.0887268018936495
"DOHH",258,4.45379,309,5.72544,224,4.06533,4.74818666667,"Dohh",27.792273,27.132778,21.731225,543,738,195,25.552092,0.216487147855242
"DOK1",328,6.71841,286,6.2878,465,10.0134,7.67320333333,"Dok1",0.867861,1.726728,0.347311,19,32,4,0.980633333333333,4.37900503205877
"DOK2",30,1.08779,14,0.544869,70,2.66846,1.43370633333,"Dok2",1.410073,1.803693,1.288281,11,7,6,1.50068233333333,0.973216909996698
"DOK3",275,5.12833,232,4.64379,603,11.8222,7.19810666667,"Dok3",2.048505,1.494376,2.370132,89,94,31,1.97100433333333,2.75937216741522
"DOK4",2144,24.3123,2445,29.7591,979,11.6714,21.9142666667,"Dok4",7.09034,1.642727,1.956353,165,129,33,3.56314,5.02160062297015
"DOK5",295,0.293525,304,0.324666,312,0.326374,0.314855,"Dok5",5.962504,4.420563,6.578317,213,237,74,5.65379466666667,0.197609794992171
"DOK6",2734,1.06566,3042,1.27268,1735,0.710978,1.01643933333,"Dok6",5.784903,5.526508,3.269855,1116,1724,195,4.860422,0.344077497035196
"DOK7",110,0.503482,127,0.623929,152,0.73143,0.619613666667,"Dok7",15.050825,8.340882,15.88402,496,709,212,13.091909,0.114932168996195
"DOLK",242,20.2283,317,28.4409,266,23.3757,24.0149666667,"Dolk",8.953327,8.970477,10.872396,395,599,151,9.59873333333333,2.36018455035822
"DOLPP1",421,7.88468,488,9.80985,314,6.18258,7.95903666667,"Dolpp1",14.842428,10.761959,12.050384,256,336,80,12.5515903333333,0.661105925304806
"DONSON",3171,18.9944,3413,21.9435,3696,23.2755,21.4044666667,"Donson",29.449523,18.005636,9.844468,236,270,58,19.0998756666667,1.1146569778964
"DONSON",3171,18.9944,3413,21.9435,3696,23.2755,21.4044666667,"Atp5o",279.01523,258.033566,356.808939,2232,3272,885,297.952578333333,0.0749432127048556
"DOP1A",1979,3.33442,2522,4.561,2447,4.33458,4.07666666667,"Dop1a",21.129417,19.51915,26.605633,1351,1704,359,22.4180666666667,0.216784192261957
"DOP1B",1830,2.3252,1701,2.31982,1602,2.13998,2.26166666667,"Dop1b",48.227919,38.244967,54.526579,1806,2347,480,46.9998216666667,0.0679516413481814
"DOT1L",731,1.86034,612,1.67173,962,2.57388,2.03531666667,"Dot1l",12.481489,11.418827,13.303617,1289,1616,373,12.401311,0.226494009927088
"DPAGT1",571,8.43293,566,8.97221,507,7.87206,8.42573333333,"Dpagt1",6.324887,8.203489,7.273804,264,360,104,7.26739333333333,1.14010945811981
"DPEP1",6,0.0416794,7,0.0521925,8,0.0584249,0.0507656,"Dpep1",0.057894,0,0.182158,2,0,2,0.0800173333333333,0.972915496417959
"DPEP2",81,1.07259,56,0.795931,149,2.0743,1.31427366667,"Dpep2",0.031635,0.056737,0.049963,2,4,1,0.0461116666666667,2.21226255323603
"DPEP2",81,1.07259,56,0.795931,149,2.0743,1.31427366667,"Dpep2",0.031635,0.056737,0.049963,2,4,1,0.0461116666666667,2.21226255323603
"DPEP3",2,0.0714954,4,0.153479,3,0.112748,0.112574133333,"Dpep3",0,0,0,0,0,0,0,1.112574133333
"DPF1",55,0.513574,40,0.400904,35,0.343594,0.419357333333,"Dpf1",18.371367,14.37096,11.236301,191,232,59,14.6595426666667,0.0906384920393801
"DPF2",939,8.03696,1007,9.25116,928,8.3505,8.54620666667,"Dpf2",57.569493,52.972767,41.758642,869,1268,266,50.7669673333333,0.18440729983661
"DPF3",119,0.0756463,187,0.127592,158,0.105593,0.102943766667,"Dpf3",3.819964,3.632622,2.205615,109,148,23,3.21940033333333,0.261398227125719
"DPH1",756,9.91461,829,11.6694,783,10.7958,10.79327,"Dph1",10.624881,7.832633,8.975343,152,175,59,9.14428566666667,1.16255302615854
"DPH2",376,19.4916,388,21.589,323,17.6036,19.5614,"Dph2",3.117182,3.509679,4.952022,141,210,49,3.85962766666667,4.23106489022513
"DPH3",2128,47.0046,2312,54.8147,2312,53.6902,51.8365,"Dph3",20.025622,19.198941,21.551349,532,731,155,20.2586373333333,2.48541330149853
"DPH5",395,1.89234,481,2.47336,520,2.61905,2.32825,"Dph5",6.118673,5.291295,4.037626,182,214,41,5.149198,0.541249444236468
"DPH6",491,0.260841,612,0.348968,655,0.365825,0.325211333333,"Dph6",6.430891,4.363076,4.505494,253,290,74,5.09982033333333,0.217254158469422
"DPH7",539,3.84621,527,4.03641,438,3.28591,3.72284333333,"Dph7",10.932438,8.36999,6.459231,218,321,61,8.58721966666667,0.492618662921704
"DPM1",657,4.84517,885,7.00531,942,7.30353,6.38467,"Dpm1",40.924627,44.298,66.45605,530,801,209,50.559559,0.143226011688735
"DPM2",385,19.8639,384,21.2655,374,20.2868,20.4720666667,"Dpm2",24.942544,23.20842,30.012928,373,517,145,26.0546306666667,0.79365587840588
"DPM3",116,28.7448,118,31.3851,88,22.9257,27.6852,"Dpm3",31.990724,28.101829,45.324662,120,164,54,35.1390716666667,0.793744794127021
"DPP10",815,0.10145,1052,0.140556,1024,0.134008,0.125338,"Dpp10",15.961334,10.992297,11.151047,1513,1578,333,12.7015593333333,0.0821321115810711
"DPP3",694,4.08977,623,3.94065,637,3.94654,3.99232,"Dpp3",15.637025,15.423162,15.11539,588,786,192,15.391859,0.304560940891451
"DPP4",85,0.181155,62,0.141828,88,0.197175,0.173386,"Dpp4",3.297429,0.972378,0.34682,35,26,12,1.53887566666667,0.462167571025862
"DPP6",3568,0.618877,3221,0.599668,1948,0.355228,0.524591,"Dpp6",57.923947,39.976571,45.747555,5068,5105,1341,47.882691,0.0311887698653906
"DPP7",1039,39.1866,1117,45.2184,1005,39.8498,41.4182666667,"Dpp7",21.989891,14.927884,17.139727,419,436,126,18.0191673333333,2.23029041825385
"DPP8",1983,4.60419,2530,6.30509,2588,6.31732,5.7422,"Dpp8",66.879595,51.949895,50.540065,3712,4531,801,56.4565183333333,0.117344388340505
"DPP9",800,2.82627,879,3.33314,835,3.10134,3.08691666667,"Dpp9",13.073181,12.0129,14.997765,1008,1378,363,13.361282,0.284578818706436
"DPPA2",0,0,5,0.0412479,7,0.0565623,0.0326034,"Dppa2",0.020414,0.03927,0,1,3,0,0.0198946666666667,1.01246082928825
"DPPA3",1,0.028513,2,0.0612087,1,0.0299765,0.0398994,"Dppa3",0,0,0,0,0,0,0,1.0398994
"DPPA4",7,0.106971,5,0.0820123,18,0.289187,0.1593901,"Dppa4",0,0,0,0,0,0,0,1.1593901
"DPT",2,0.0103559,3,0.0166732,1,0.00544373,0.0108242766667,"Dpt",0.692181,0.427257,1.096588,24,22,12,0.738675333333333,0.581376095517948
"DPY19L2",674,1.07017,940,1.60199,788,1.31539,1.32918333333,"Dpy19l2",0.171594,0.083549,0.046066,12,9,1,0.100403,2.11666392524375
"DPY19L3",778,1.69148,1000,2.33361,1387,3.17032,2.39847,"Dpy19l3",14.328221,14.265896,13.79495,431,504,107,14.129689,0.224622594687835
"DPY19L4",747,1.76033,1068,2.70137,904,2.23965,2.23378333333,"Dpy19l4",10.554401,8.138626,7.483924,931,1317,197,8.72565033333333,0.332500472718688
"DPY30",1551,1.57537,1758,1.91659,1741,1.85912,1.78369333333,"Dpy30",33.292703,25.999169,31.33069,294,345,95,30.2075206666667,0.0891994389129193
"DPYD",1619,0.308351,1660,0.33935,2650,0.530619,0.392773333333,"Dpyd",1.688195,1.672611,1.161646,104,193,35,1.507484,0.555446548545474
"DPYS",41,0.0523847,38,0.0521128,34,0.0456707,0.0500560666667,"Dpys",0.130508,0.150746,0.722528,6,7,1,0.334594,0.786798132365873
"DPYSL2",12759,15.4632,11965,15.5645,7942,10.1193,13.7156666667,"Dpysl2",28.75319,30.741651,35.550631,2855,4585,1112,31.681824,0.450270666248616
"DPYSL3",16694,24.4541,15108,23.7542,12374,19.0564,22.4215666667,"Dpysl3",29.345316,22.271141,19.087168,2170,2874,644,23.567875,0.953341168770193
"DPYSL4",406,3.77035,239,2.38229,233,2.27483,2.80915666667,"Dpysl4",8.482335,5.670416,8.758467,519,467,147,7.63707266666667,0.441024038314602
"DPYSL5",2839,4.83379,2885,5.2724,1984,3.55142,4.55253666667,"Dpysl5",11.644512,17.899595,9.100883,840,1759,284,12.8816633333333,0.399990731178228
"DQX1",158,3.38639,235,5.40615,140,3.15461,3.98238333333,"Dqx1",0.529016,0.193839,0.173694,27,21,4,0.298849666666667,3.83599692958821
"DR1",701,5.19201,825,6.55862,1082,8.42526,6.72529666667,"Dr1",7.385537,6.316801,6.858888,403,552,100,6.853742,0.983645333227142
"DRAM1",350,0.454435,326,0.45432,668,0.911839,0.606864666667,"Dram1",1.900831,0.231634,0.343244,19,13,6,0.825236333333333,0.880359785372269
"DRAM2",1027,7.84023,1044,8.5546,1426,11.445,9.27994333333,"Dram2",20.35601,19.489444,20.792441,461,758,159,20.2126316666667,0.484614238104356
"DRAP1",532,40.5851,562,46.0184,525,42.1068,42.9034333333,"Drap1",97.769126,81.000215,110.275458,1105,1421,400,96.3482663333333,0.450993479256927
"DRAXIN",57,0.291608,43,0.236121,69,0.371118,0.299615666667,"Draxin",0.250065,0.165087,0.189781,29,29,7,0.201644333333333,1.08153105758165
"DRC1",43,0.137101,44,0.15058,55,0.184363,0.157348,"Drc1",5.099724,13.654263,3.057418,63,74,23,7.27046833333333,0.139937419908304
"DRC3",336,1.33174,390,1.65914,323,1.34592,1.4456,"Drc3",4.17336,3.553568,5.416338,169,202,57,4.38108866666667,0.454480524572909
"DRD1",0,0,3,0.13565,4,0.177156,0.104268666667,"Drd1",0.272512,0.080102,0.214712,9,9,5,0.189108666666667,0.928652441633033
"DRD2",28,0.0740172,48,0.136193,35,0.0972704,0.102493533333,"Drd2",4.348601,3.083136,1.984354,235,251,34,3.138697,0.266386626837625
"DRD3",5,0.0123452,6,0.0159008,8,0.0207661,0.0163373666667,"Drd3",0.07047,0.046776,0,2,2,0,0.039082,0.978110838862284
"DRD4",11,0.558956,23,1.25445,25,1.33556,1.04965533333,"Drd4",0.067141,0.044333,0,3,3,0,0.037158,1.97622284486067
"DRD5",5,0.367633,5,0.394598,5,0.386502,0.382911,"Drd5",0.475877,0.448491,0.283343,32,45,6,0.402570333333333,0.985983352944154
"DRG1",2172,2.89585,2558,3.66064,2206,3.09215,3.21621333333,"Drg1",107.079201,76.264897,70.108471,1086,1191,309,84.4841896666667,0.0493215570010141
"DRG2",704,6.12521,597,5.57524,541,4.94862,5.54969,"Drg2",23.651122,22.84446,32.549248,654,876,264,26.3482766666667,0.239491872918745
"DRGX",1334,7.32028,1145,6.74401,708,4.08454,6.04961,"Prrxl1",3.431043,2.271525,2.263868,194,190,38,2.65547866666667,1.92850530473164
"DROSHA",1311,1.73903,1344,1.91357,1464,2.04166,1.89808666667,"Drosha",20.757374,16.070269,15.348492,1609,2158,484,17.392045,0.157572834704896
"DRP2",4979,19.4466,4065,17.0413,5408,22.2063,19.5647333333,"Drp2",16.345116,5.199036,13.497722,2437,1117,666,11.6806246666667,1.62174450185866
"DSCAM",335,0.0699916,289,0.0648096,276,0.0606245,0.0651419,"Dscam",9.274804,8.2145,9.40704,1102,1416,260,8.965448,0.106883493847943
"DSCAML1",55,0.0246526,67,0.0322341,38,0.017907,0.0249312333333,"Dscaml1",8.147938,6.463145,6.065052,612,849,138,6.892045,0.129868903856136
"DSCC1",140,1.11583,150,1.28322,110,0.921724,1.10692466667,"Dscc1",0.124066,0.080131,0.127252,5,6,1,0.110483,1.89730474637613
"DSE",4162,3.81302,4161,4.09171,5703,5.49299,4.46590666667,"Dse",3.513456,2.843102,4.877064,92,112,27,3.74454066666667,1.15204127241892
"DSEL",368,6.34392,298,5.514,511,9.26123,7.03971666667,"Dsel",2.620578,2.24104,1.554594,303,393,45,2.13873733333333,2.56144933865232
"DSN1",221,1.7527,211,1.79613,285,2.37628,1.97503666667,"Dsn1",4.619155,2.546713,4.828732,75,111,19,3.9982,0.595221613114721
"DSP",186,0.72052,116,0.482316,124,0.505002,0.569279333333,"Dsp",0.045563,0.01522,0.090258,9,4,5,0.050347,1.49405799543675
"DST",31450,11.0624,40786,15.3986,31904,11.7981,12.7530333333,"Dst",86.897543,78.862107,107.291616,18375,25289,3224,91.0170886666667,0.149461730778297
"DSTN",7443,32.6336,7910,37.2249,7784,35.8804,35.2463,"Dstn",61.250418,61.359435,64.281636,2364,3555,774,62.297163,0.572637039040754
"DSTYK",1514,3.82228,1827,4.95081,1764,4.68203,4.48504,"Dstyk",12.883191,11.527442,11.219421,1645,2105,402,11.8766846666667,0.425966787413758
"DTD1",850,0.830728,846,0.887463,884,0.908302,0.875497666667,"Dtd1",33.11697,27.775174,36.868229,652,826,232,32.586791,0.0558403351682809
"DTD2",522,7.94987,516,8.43489,510,8.16578,8.18351333333,"Dtd2",4.183879,3.213013,3.871685,157,193,47,3.75619233333333,1.93085407185243
"DTHD1",16,0.0435828,16,0.0467795,33,0.0945034,0.0616219,"Dthd1",0.082028,0.106649,0,5,9,0,0.0628923333333333,0.998804739395053
"DTL",1240,3.01507,1210,3.15792,1544,3.94695,3.37331333333,"Dtl",0.142561,0.18815,0.388581,10,21,7,0.239764,3.52753696133296
"DTNA",2021,0.885867,2103,0.989423,1848,0.851613,0.908967666667,"Dtna",46.483464,39.50712,35.6137,2696,3385,744,40.5347613333333,0.0459607231481784
"DTNBP1",315,0.39235,370,0.494658,393,0.514628,0.467212,"Dtnbp1",38.727553,36.2007,46.302528,852,1201,314,40.4102603333333,0.0354311223399618
"DTWD1",854,4.23892,973,5.18383,1119,5.83936,5.08737,"Dtwd1",2.412757,2.249102,1.985422,58,80,15,2.21576033333333,1.89298000130814
"DTWD2",2695,3.08783,2683,3.29956,4502,5.42299,3.93679333333,"Dtwd2",1.934642,1.789247,2.05342,75,106,27,1.92576966666667,1.68734859396997
"DTX1",219,0.925922,276,1.25251,130,0.577846,0.918759333333,"Dtx1",30.296871,27.062019,27.336457,1169,1467,396,28.2317823333333,0.0656394916824834
"DTX2",319,1.25742,298,1.2608,324,1.34268,1.28696666667,"Dtx2",3.441896,2.841627,3.959729,149,209,42,3.41441733333333,0.518067616625433
"DTX3",923,31.1108,857,31.0049,721,25.5495,29.2217333333,"Dtx3",131.02125,85.036038,159.877235,1871,2049,624,125.311507666667,0.239263499356325
"DTX3L",1069,17.1869,1013,17.4812,1834,30.9998,21.8893,"Dtx3l",1.336982,0.837413,1.028176,144,141,38,1.06752366666667,11.0708768992729
"DTX4",2541,11.9462,2246,11.3338,1714,8.4718,10.5839333333,"Dtx4",5.063881,4.265535,4.405992,584,736,160,4.57846933333333,2.07654333852512
"DTYMK",233,3.63501,224,3.75093,273,4.47766,3.95453333333,"Dtymk",17.547172,16.128312,20.474006,278,397,106,18.04983,0.260082810887551
"DUOX1",229,1.12238,209,1.09949,237,1.22121,1.14769333333,"Duox1",0.050925,0.044846,0.107147,6,8,4,0.0676393333333333,2.01162814658071
"DUOX2",9,0.0724725,16,0.13829,20,0.169316,0.126692833333,"Duox2",0.007719,0.023535,0,1,3,0,0.010418,1.11507597185818
"DUOXA1",19,0.264022,15,0.223727,34,0.49671,0.328153,"Duoxa1",0.019302,0.094853,0,1,3,0,0.0380516666666667,1.27946714277228
"DUS1L",666,13.8809,730,16.3308,810,17.7487,15.9868,"Dus1l",13.733085,13.758031,18.385425,423,534,121,15.2921803333333,1.04263515701735
"DUS2",401,0.764994,417,0.853867,473,0.948665,0.855842,"Dus2",10.427612,8.423019,8.142292,269,361,94,8.997641,0.185627989642757
"DUS3L",196,5.35518,218,6.39315,269,7.72695,6.49176,"Dus3l",17.950095,13.966573,19.138891,910,1070,296,17.0185196666667,0.415781104030392
"DUS4L",132,1.53326,178,2.21923,208,2.54006,2.09751666667,"Dus4l",2.472468,3.129588,1.797072,74,54,20,2.466376,0.893589347107758
"DUSP1",6900,388.846,5012,303.166,5600,331.784,341.265333333,"Dusp1",7.770629,7.283816,6.712799,235,342,69,7.255748,41.4578222752196
"DUSP10",109,0.468258,123,0.567159,128,0.578106,0.537841,"Dusp10",2.918021,2.567047,3.599208,170,227,66,3.028092,0.381779015970837
"DUSP11",407,3.95585,430,4.48595,486,4.96615,4.46931666667,"Dusp11",44.658137,40.59629,37.583851,1891,2345,527,40.9460926666667,0.130389180945483
"DUSP12",407,9.50441,436,10.9284,464,11.3917,10.60817,"Dusp12",20.712395,31.397405,22.435851,202,264,67,24.8485503333333,0.449083985380431
