"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"SECISBP2L",7691,23.1769,9061,29.3082,9659,30.6015,27.6955333333,"Secisbp2l",23.84973,12.335,11.524279,2384,2204,2054,15.903003,1.6976588913402
"SECTM1",234,3.13229,79,1.13505,245,3.44787,2.57173666667,"Sectm1a",0,0,0,0,0,0,0,3.57173666667
"SECTM1",234,3.13229,79,1.13505,245,3.44787,2.57173666667,"Sectm1b",0,0,0,0,0,0,0,3.57173666667
"SEH1L",867,3.74874,834,3.87055,983,4.46846,4.02925,"Seh1l",11.504891,10.811732,10.457636,463,824,722,10.924753,0.421748777521849
"SEL1L",3597,10.0854,4050,12.1885,3955,11.6584,11.3107666667,"Sel1l",46.771846,19.819253,18.746836,3163,2002,1979,28.4459783333333,0.418079729847658
"SEL1L2",39,0.0462867,36,0.0458601,23,0.0286984,0.0402817333333,"Sel1l2",0,0,0.018517,0,0,1,0.00617233333333333,1.03390015693133
"SEL1L3",1357,2.03792,1728,2.78542,1304,2.05884,2.29406,"Sel1l3",11.595562,5.902695,6.386845,776,707,747,7.96170066666667,0.367570857644505
"SELE",324,1.34556,546,2.43384,98,0.427882,1.40242733333,"Sele",0,0,0,0,0,0,0,2.40242733333
"SELENBP1",267,5.55029,433,9.66124,609,13.3094,9.50697666667,"Selenbp2",0.437804,0,0,2,0,0,0.145934666666667,9.1689142254794
"SELENBP1",267,5.55029,433,9.66124,609,13.3094,9.50697666667,"Selenbp1",7.226103,8.714694,8.304118,116,272,283,8.08163833333333,1.15694726887605
"SELENOF",2298,7.72333,2423,8.74074,3031,10.7097,9.05792333333,"Selenof",103.814624,132.433319,146.836726,1289,2845,3046,127.694889666667,0.0781532457068115
"SELENOI",3511,7.02236,3396,7.29056,3233,6.79824,7.03705333333,"Selenoi",14.228505,6.05242,7.08933,1125,780,746,9.12341833333333,0.793907064658825
"SELENOK",822,19.0303,762,18.9352,859,20.9076,19.6243666667,"Selenok",97.683221,103.718885,103.563345,897,1717,1547,101.655150333333,0.200909224717223
"SELENOM",709,8.09659,938,11.4974,861,10.3371,9.97703,"Selenom",66.397839,116.708516,128.973498,481,1623,1834,104.026617666667,0.104516647721046
"SELENON",1624,15.7216,1863,19.3581,2087,21.2408,18.7735,"Selenon",5.767012,5.553013,4.662998,289,441,412,5.32767433333333,3.12492378058015
"SELENOO",1049,11.0145,888,10.0079,950,10.487,10.5031333333,"Selenoo",8.416716,9.545933,10.746466,263,551,638,9.569705,1.08831167315455
"SELENOP",8601,17.1699,9536,20.4326,9659,20.2716,19.2913666667,"Selenop",135.754079,165.592649,188.398212,3582,7818,7943,163.248313333333,0.123540791712848
"SELENOS",920,24.046,908,25.473,916,25.1703,24.8964333333,"Selenos",24.407128,31.882099,32.713007,309,726,780,29.6674113333333,0.844428408117785
"SELENOT",3710,23.5078,4699,31.9583,5184,34.5335,29.9998666667,"Selenot",60.740679,41.260384,38.403423,2736,3184,2803,46.8014953333333,0.648512487957315
"SELENOV",2,0.0626836,3,0.100922,4,0.131802,0.0984692,"Selenov",0.252559,1.041059,2.102507,4,27,17,1.13204166666667,0.515219386738064
"SELENOW",4671,133.73,4813,147.902,3296,99.2073,126.946433333,"Selenow",425.979326,570.944477,568.428308,3308,8161,8238,521.784037,0.244740512864971
"SELL",246,2.04278,225,2.00544,501,4.37383,2.80735,"Sell",0.031807,0.098696,0.107141,2,5,5,0.0792146666666667,3.5278894158839
"SELP",189,0.7986,255,1.15651,107,0.475324,0.810144666667,"Selp",0,0.10274,0,0,2,0,0.0342466666666667,1.750205947002
"SELPLG",746,11.1551,696,11.1708,584,9.18094,10.50228,"Selplg",15.417617,17.063892,12.809085,274,495,469,15.0968646666667,0.714566484727854
"SEMA3A",136,0.0442484,189,0.0660025,109,0.037284,0.0491783,"Sema3a",8.987307,3.321476,2.122593,384,268,201,4.81045866666667,0.180567208234164
"SEMA3B",3311,57.9066,3551,66.6591,5214,95.8689,73.4782,"Sema3b",1.780254,1.579864,3.73016,55,100,104,2.363426,22.1435524373065
"SEMA3C",909,0.883104,2202,2.29618,1740,1.7772,1.65216133333,"Sema3c",6.663715,5.334895,6.011375,435,683,562,6.00332833333333,0.378700127581719
"SEMA3D",245,0.223735,434,0.425401,281,0.269782,0.306306,"Sema3d",1.608445,0.929468,0.724581,151,149,110,1.087498,0.625775928887117
"SEMA3E",611,0.373349,721,0.472878,592,0.380306,0.408844333333,"Sema3e",6.530417,2.651772,2.307725,679,476,394,3.82997133333333,0.29168792858253
"SEMA3F",291,1.49386,277,1.52629,244,1.31687,1.44567333333,"Sema3f",6.998009,2.464296,7.624938,121,174,214,5.69574766666667,0.365257691161998
"SEMA3G",943,13.6499,1355,21.0523,777,11.8244,15.5088666667,"Sema3g",1.690313,0.991129,0.812527,116,125,104,1.16465633333333,7.62655319113781
"SEMA4A",66,0.379443,44,0.271516,141,0.852236,0.501065,"Sema4a",18.060864,7.368572,8.256551,420,486,513,11.2286623333333,0.122749730026345
"SEMA4B",1912,4.83561,1590,4.31619,2501,6.6499,5.26723333333,"Sema4b",3.36441,2.269777,2.102925,189,232,218,2.57903733333333,1.75109470777524
"SEMA4C",2186,34.5917,1763,29.9443,1722,28.6479,31.0613,"Sema4c",3.762651,1.592998,1.972576,180,121,149,2.44274166666667,9.3127231445868
"SEMA4D",1376,1.75025,1697,2.31688,1465,1.9591,2.00874333333,"Sema4d",31.477158,27.823698,29.04971,884,1198,1252,29.4501886666667,0.0988086926575802
"SEMA4F",1186,6.99362,1178,7.45596,892,5.52994,6.65984,"Sema4f",10.287074,6.831094,7.915708,531,523,508,8.34462533333333,0.819705416404068
"SEMA4G",379,4.04861,244,2.79767,203,2.27982,3.04203333333,"Sema4g",6.430166,2.740685,3.513892,367,328,353,4.22824766666667,0.773114357053221
"SEMA5A",1103,0.377058,1436,0.5269,1150,0.413304,0.439087333333,"Sema5a",7.85365,1.69146,2.114521,1303,509,638,3.88654366666667,0.294500045737782
"SEMA5B",36,0.0526184,107,0.167865,60,0.0921987,0.104227366667,"Sema5b",10.89673,4.349597,3.533396,147,109,126,6.25990766666667,0.152099367838654
"SEMA6A",1720,2.28819,1365,1.94911,2795,3.90916,2.71548666667,"Sema6a",6.605873,2.621676,2.800959,491,252,353,4.00950266666667,0.741687731078162
"SEMA6B",156,1.59449,158,1.73339,272,2.92284,2.08357333333,"Sema6b",23.375755,18.820247,18.522778,1069,1730,1757,20.2395933333333,0.145180431891351
"SEMA6C",655,7.63871,566,7.08493,413,5.06369,6.59577666667,"Sema6c",11.338422,4.315975,5.537006,159,178,186,7.063801,0.941959835897488
"SEMA6D",2386,0.706348,1927,0.612308,2950,0.918138,0.745598,"Sema6d",13.397737,4.349591,5.161467,1199,722,870,7.636265,0.202124182155133
"SEMA7A",1402,9.92818,1665,12.6554,1078,8.02562,10.2030666667,"Sema7a",44.819478,34.084267,31.463043,2090,2939,2864,36.7889293333333,0.296464251947405
"SENP1",338,0.93456,389,1.15446,446,1.29647,1.12849666667,"Senp1",7.06194,1.879207,3.707894,207,181,184,4.216347,0.408043534425528
"SENP2",1314,4.49613,1401,5.14544,1381,4.96793,4.86983333333,"Gm5415",0.039124,0.011536,0.036019,2,1,3,0.028893,5.70499880291731
"SENP2",1314,4.49613,1401,5.14544,1381,4.96793,4.86983333333,"AF366264",0.044001,0,0,2,0,0,0.014667,5.78498495893727
"SENP2",1314,4.49613,1401,5.14544,1381,4.96793,4.86983333333,"Senp2",27.69726,19.941745,18.116098,1414,1823,1643,21.9183676666667,0.256119171256132
"SENP3",904,15.7127,924,17.2383,869,15.8796,16.2768666667,"Senp3",204.217437,306.242129,360.297001,719,1285,1310,290.252189,0.0593192680405914
"SENP3-EIF4A1",5652,63.9963,5183,62.9904,7844,93.3745,73.4537333333,"Senp3",204.217437,306.242129,360.297001,719,1285,1310,290.252189,0.255633214599805
"SENP5",1802,4.70853,2138,5.99624,2001,5.49688,5.40055,"Senp5",10.013129,7.711282,7.562693,975,1264,1247,8.42903466666667,0.678812861153973
"SENP6",2504,3.74613,3391,5.44523,3669,5.77077,4.98737666667,"Senp6",66.847324,29.674731,25.758855,1123,909,840,40.7603033333333,0.143374836597292
"SENP7",903,0.83451,1373,1.36193,1508,1.46515,1.22053,"Senp7",19.223648,14.827044,16.26035,555,579,551,16.7703473333333,0.124957039856771
"SENP8",193,1.14547,209,1.33141,190,1.18555,1.22081,"Senp8",2.863708,3.163925,2.542656,118,185,139,2.856763,0.575822263385124
"SEPHS1",606,3.42936,753,4.57378,724,4.30741,4.10351666667,"Sephs1",7.408013,5.066216,7.190075,300,458,469,6.554768,0.675535855855534
"SEPHS2",806,62.7484,822,68.6879,876,71.6985,67.7116,"Sephs2",12.028092,14.294838,14.146511,352,772,774,13.4898136666667,4.74206236054427
"SEPSECS",451,1.94849,521,2.41602,693,3.1477,2.50407,"Sepsecs",2.74799,2.481408,2.174533,193,297,271,2.467977,1.01040750846964
"SEPTIN1",65,0.635838,75,0.787472,101,1.03871,0.820673333333,"Septin1",1.845437,4.724147,7.06254,13,36,38,4.54404133333333,0.32840183250191
"SEPTIN10",1555,3.80765,1941,5.10144,2352,6.05484,4.98797666667,"Septin10",2.268873,2.761033,2.658348,72,133,133,2.56275133333333,1.68071698146489
"SEPTIN11",2272,4.37701,2595,5.36596,2735,5.53943,5.09413333333,"Septin11",33.154175,20.893551,19.425481,1343,1374,1173,24.491069,0.239069351439518
"SEPTIN12",4,0.0643874,4,0.0691101,2,0.0338461,0.0557812,"Septin12",0,0,0,0,0,0,0,1.0557812
"SEPTIN14",10,0.0252397,7,0.0189637,8,0.0212282,0.0218105333333,"Septin14",0,0,0,0,0,0,0,1.0218105333333
"SEPTIN2",6211,27.8734,9346,45.0189,10458,49.3418,40.7447,"Septin2",16.309672,15.859973,14.494731,124,179,185,15.554792,2.52160824491181
"SEPTIN2",6211,27.8734,9346,45.0189,10458,49.3418,40.7447,"Septin2",16.309672,15.859973,14.494731,124,179,185,15.554792,2.52160824491181
"SEPTIN3",2939,17.8607,3307,21.5711,2102,13.4298,17.6205333333,"Septin3",230.411,179.584101,169.197447,6026,7010,6783,193.064182666667,0.0959503865032295
"SEPTIN5",3222,57.8976,2610,50.3403,1772,33.4763,47.2380666667,"Septin5",308.237276,362.818125,310.561899,5934,12531,10730,327.205766666667,0.146975073462654
"SEPTIN6",1160,2.6099,1076,2.59848,1166,2.75805,2.65547666667,"Septin6",22.500163,25.243193,25.016033,1075,1878,1853,24.2531296666667,0.144753411356182
"SEPTIN7",6451,10.6145,7786,13.7508,7861,13.5984,12.6545666667,"Septin7",163.319441,156.007142,147.858111,5700,9146,8118,155.728231333333,0.0871225723058097
"SEPTIN8",2275,7.04394,2504,8.32164,1807,5.88208,7.08255333333,"Septin8",113.945603,90.834854,87.808966,4078,5521,4992,97.5298076666667,0.0820315549653142
"SEPTIN9",2780,2.20728,2867,2.44332,3197,2.66866,2.43975333333,"Septin9",31.95402,24.491512,18.435564,851,1052,958,24.9603653333333,0.132500189776348
"SERAC1",457,1.35866,496,1.58276,436,1.36276,1.43472666667,"Serac1",5.488374,2.259115,2.056221,194,150,125,3.26790333333333,0.570473714260164
"SERBP1",2598,20.0773,3045,25.2577,3565,28.9644,24.7664666667,"Serbp1",150.110887,134.652925,134.530718,3018,3252,2826,139.764843333333,0.183046178694524
"SERF1A",833,8.14532,875,9.18357,706,7.25782,8.19557,"Serf1",13.674521,13.383938,15.927386,56,100,123,14.328615,0.599895685291855
