"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ANAPC16",2001,17.601,2269,21.4222,2065,19.0962,19.3731333333,"Anapc16",34.690904,37.109748,40.232404,239,746,438,37.344352,0.531320318916851
"ANAPC2",888,11.2603,967,13.1614,960,12.7981,12.4066,"Anapc2",58.90041,58.254561,58.752653,456,1917,1056,58.6358746666667,0.224807635922771
"ANAPC4",1207,5.10734,1264,5.74084,1466,6.52169,5.78995666667,"Anapc4",41.951503,52.131449,51.734811,243,1073,626,48.605921,0.136877947829454
"ANAPC5",3147,5.99854,3312,6.77609,3411,6.83547,6.5367,"Anapc5",111.845333,124.368071,109.756294,728,2879,1636,115.323232666667,0.0647910123130519
"ANAPC7",1287,7.29259,1327,8.07076,1394,8.30432,7.88922333333,"Anapc7",9.024752,17.807449,17.644197,134,701,458,14.825466,0.561703733294805
"ANG",234,2.76307,179,2.26866,221,2.74351,2.59174666667,"Ang2",0,0,0,0,0,0,0,3.59174666667
"ANG",234,2.76307,179,2.26866,221,2.74351,2.59174666667,"Ang",2.917092,1.166046,1.077217,10,17,9,1.72011833333333,1.32043765252982
"ANG",234,2.76307,179,2.26866,221,2.74351,2.59174666667,"Ang6",0,0,0,0,0,0,0,3.59174666667
"ANG",234,2.76307,179,2.26866,221,2.74351,2.59174666667,"Ang4",0,0,0,0,0,0,0,3.59174666667
"ANGEL1",1318,5.74499,1250,5.84823,1250,5.72825,5.77382333333,"Angel1",7.295709,12.020304,8.567106,70,439,216,9.294373,0.658012229917257
"ANGEL2",659,4.86054,856,6.77662,1086,8.42106,6.68607333333,"Angel2",11.53181,14.216294,17.27563,231,873,617,14.3412446666667,0.501007154265015
"ANGPT1",126,0.0885534,171,0.128995,466,0.344317,0.187288466667,"Angpt1",2.265231,2.340271,2.355161,65,248,142,2.320221,0.357593204388202
"ANGPT2",205,0.561698,208,0.61172,206,0.593409,0.588942333333,"Angpt2",0.795261,0.631852,0.478794,19,26,21,0.635302333333333,0.97165050213936
"ANGPT4",38,0.142965,42,0.169604,26,0.102839,0.138469333333,"Angpt4",0.066017,0.052014,0.030744,1,3,1,0.0495916666666667,1.08467832728569
"ANGPTL1",194,1.57321,382,3.32497,236,2.01203,2.30340333333,"Angptl1",0.128973,0.358922,0.166421,1,16,6,0.218105333333333,2.71191927572492
"ANGPTL2",246,1.21786,479,2.5453,527,2.74291,2.16869,"Angptl2",4.318634,2.632432,2.767146,44,219,110,3.239404,0.747437611513316
"ANGPTL3",3,0.0595971,17,0.362488,6,0.125312,0.1824657,"Angptl3",0,0.086192,0.182755,0,3,2,0.089649,1.08518036542042
"ANGPTL4",1238,19.5161,241,4.07784,197,3.26495,8.95296333333,"Angptl4",0.510882,1.377657,0.637874,6,33,16,0.842137666666667,5.40294219776734
"ANGPTL6",319,5.32833,382,6.84864,434,7.62129,6.59942,"Angptl6",1.141213,1.9274,2.008064,11,65,38,1.69222566666667,2.82272771339005
"ANGPTL7",2244,59.1557,4372,123.707,3528,97.7778,93.5468333333,"Angptl7",0.510551,0.241286,0.033783,7,13,1,0.261873333333333,74.9257717361753
"ANGPTL8",28,1.08847,21,0.876228,36,1.47129,1.14532933333,"Angptl8",0,0.174411,0,0,3,0,0.058137,2.02745895222452
"ANK1",3112,2.23231,2563,1.97335,2035,1.53468,1.91344666667,"Ank1",109.496223,132.98045,144.128852,2505,9410,5705,128.868508333333,0.0224338194382895
"ANK2",816,0.251778,763,0.252693,1077,0.349367,0.284612666667,"Ank2",400.45001,395.780077,418.925635,4333,19258,12623,405.051907333333,0.00316366613102114
"ANKAR",580,1.16595,712,1.53628,715,1.51111,1.40444666667,"Ankar",0,0,0.017686,0,0,1,0.00589533333333333,2.39035472875906
"ANKDD1A",1676,6.25765,1482,5.93918,2682,10.5277,7.57484333333,"Ankdd1a",0,0.644312,0.537826,0,21,9,0.394046,6.15104762205121
"ANKEF1",224,0.542168,220,0.571543,223,0.567451,0.560387333333,"Ankef1",2.054747,1.009813,0.893553,12,28,13,1.319371,0.672763147134719
"ANKFY1",2415,4.21161,2621,4.90613,2927,5.36651,4.82808333333,"Ankfy1",8.092973,8.410172,8.358685,382,1491,866,8.28727666666667,0.627534156944824
"ANKH",2899,3.03303,2928,3.28806,3991,4.38984,3.57031,"Ank",72.504542,68.181548,70.294675,1217,4744,2749,70.3269216666667,0.0640755256669916
"ANKHD1",2406,3.04489,2757,3.74501,3264,4.34275,3.71088333333,"Ankhd1",22.173127,32.01823,30.424458,369,1561,931,28.2052716666667,0.161302500010871
"ANKHD1-EIF4EBP3",2612,3.09026,2984,3.78932,3484,4.33349,3.73769,"Ankhd1",22.173127,32.01823,30.424458,369,1561,931,28.2052716666667,0.162220370831453
"ANKIB1",1315,1.47821,1764,2.12839,1550,1.83181,1.81280333333,"Ankib1",11.022559,10.870272,10.317469,341,1521,877,10.7367666666667,0.239657429785886
"ANKK1",6,0.0829399,10,0.148372,12,0.174394,0.1352353,"Ankk1",0,0,0,0,0,0,0,1.1352353
"ANKLE1",14,0.407495,23,0.71856,17,0.520214,0.548756333333,"Ankle1",0,0.039651,0.041695,0,2,1,0.0271153333333333,1.50786993735822
"ANKLE2",1330,6.39553,1350,6.96786,1590,8.03823,7.13387333333,"Ankle2",10.170078,14.587032,15.94452,212,885,527,13.56721,0.558368646661235
"ANKMY1",493,0.959222,501,1.04629,523,1.06982,1.02511066667,"Ankmy1",0.046401,0.121014,0.042897,1,10,2,0.070104,1.89244285290962
"ANKMY2",671,2.54617,832,3.38866,721,2.87633,2.93705333333,"Ankmy2",14.092466,13.084731,14.699004,224,790,500,13.9587336666667,0.263194293117414
"ANKRA2",528,6.84383,711,9.8918,601,8.18988,8.30850333333,"Ankra2",12.027515,10.368411,9.910276,106,420,230,10.768734,0.790951969288285
"ANKRD1",5,0.0951416,2,0.040848,9,0.180045,0.105344866667,"Ankrd1",0,0.049345,0,0,2,0,0.0164483333333333,1.08745799507796
"ANKRD10",3759,17.9768,5148,26.4253,5159,25.9385,23.4468666667,"Ankrd10",10.945831,11.786779,10.270117,184,786,427,11.000909,2.03708457973475
"ANKRD11",3415,2.67614,3502,2.94561,3676,3.02853,2.88342666667,"Ankrd11",32.769665,34.986533,36.45651,1211,4632,2811,34.7375693333333,0.108665103394366
"ANKRD12",1565,1.82564,2285,2.86106,1829,2.24312,2.30994,"Ankrd12",25.454094,23.669363,22.136675,594,2391,1395,23.7533773333333,0.133716702792826
"ANKRD13A",977,4.20624,1172,5.41587,1405,6.35937,5.32716,"Ankrd13a",25.657748,24.184164,23.901382,376,1539,774,24.581098,0.247337311322602
"ANKRD13B",507,3.54389,391,2.93352,274,2.01354,2.83031666667,"Ankrd13b",17.859895,14.638781,16.440658,189,857,469,16.3131113333333,0.221237915757834
"ANKRD13C",722,1.31751,919,1.79999,1103,2.11606,1.74452,"Ankrd13c",26.423042,28.812196,33.965311,386,1492,975,29.7335163333333,0.0893005528633024
"ANKRD13D",1051,13.1723,1122,15.0936,1023,13.4795,13.9151333333,"Ankrd13d",26.479993,34.372492,25.517634,148,657,372,28.7900396666667,0.500675175333491
"ANKRD16",292,1.80312,358,2.37283,256,1.66196,1.94597,"Ankrd16",8.585736,13.371511,10.262558,72,393,188,10.739935,0.250935801603672
"ANKRD17",3483,3.28156,3758,3.80036,3633,3.59857,3.56016333333,"Ankrd17",22.025281,18.984593,21.476747,829,3828,2219,20.8288736666667,0.208905113610763
"ANKRD2",44,0.675106,33,0.543468,8,0.129047,0.449207,"Ankrd2",0.325331,0.127344,0.150864,2,3,2,0.201179666666667,1.20648645678595
"ANKRD22",160,0.87489,41,0.240634,185,1.06351,0.726344666667,"Ankrd22",0,0,0,0,0,0,0,1.726344666667
"ANKRD23",1646,8.6071,1444,8.10466,1348,7.41063,8.04079666667,"Ankrd23",1.654999,1.996811,1.43656,15,64,30,1.69612333333333,3.35325782574363
"ANKRD24",353,1.48739,262,1.18493,187,0.828382,1.16690066667,"Ankrd24",19.033249,22.22365,17.729646,132,699,343,19.6621816666667,0.104872791345444
"ANKRD27",1316,2.88853,1169,2.75408,1107,2.55451,2.73237333333,"Ankrd27",12.466471,9.612347,10.509503,151,643,347,10.8627736666667,0.314629060471552
"ANKRD28",1161,1.05344,1680,1.63617,2007,1.91454,1.53471666667,"Ankrd28",12.836922,19.595696,17.128835,526,2057,1140,16.5204843333333,0.144671609439906
"ANKRD29",940,2.56645,1250,3.66316,873,2.50587,2.91182666667,"Ankrd29",33.486358,27.496251,27.265044,232,772,439,29.4158843333333,0.128611307953422
"ANKRD31",35,0.0362653,58,0.0645047,31,0.0337693,0.0448464333333,"Ankrd31",0,0.007561,0,0,1,0,0.00252033333333333,1.04221969230213
"ANKRD33",3,0.140924,3,0.151261,1,0.0493859,0.113856966667,"Ankrd33",0.227609,0.119269,0.106066,2,4,2,0.150981333333333,0.967745465898375
"ANKRD33B",517,0.963438,690,1.38014,932,1.82594,1.38983933333,"Ankrd33b",1.501572,2.077852,2.032755,78,249,161,1.87072633333333,0.832485948096295
"ANKRD34A",370,12.5879,299,10.9185,170,6.08047,9.86229,"Ankrd34a",10.093146,12.550169,12.112979,178,820,447,11.5854313333333,0.863084443616209
"ANKRD34B",5,0.064579,2,0.0277263,3,0.0407362,0.0443471666667,"Ankrd34b",11.722832,12.771148,10.702088,313,1198,605,11.7320226666667,0.0820252362101801
"ANKRD34C",55,1.94071,66,2.49967,55,2.04032,2.16023333333,"Ankrd34c",1.222704,1.937398,1.542689,46,244,109,1.567597,1.23081361028619
"ANKRD35",519,4.69616,389,3.77803,284,2.70167,3.72528666667,"Ankrd35",5.473791,6.272114,4.042795,68,347,169,5.2629,0.754488602192275
"ANKRD37",385,14.5962,346,14.0797,287,11.4393,13.3717333333,"Ankrd37",12.312765,9.342139,7.567599,19,75,34,9.74083433333333,1.33804627157301
"ANKRD39",497,4.05613,401,3.51269,405,3.47495,3.68125666667,"Ankrd39",6.610237,5.509511,6.941695,65,202,127,6.35381433333333,0.636575313772993
"ANKRD40",2487,29.5221,2571,32.7577,2396,29.9017,30.7271666667,"Ankrd40",80.733254,72.27896,84.238179,1304,4162,2630,79.0834643333333,0.396176251000347
"ANKRD40CL",0,0,1,0.02872,0,0,0.00957333333333,"Gm21885",0,0,0,0,0,0,0,1.00957333333333
"ANKRD42",679,1.77091,606,1.69644,538,1.47518,1.64751,"Ankrd42",4.03561,3.778322,4.782793,47,207,129,4.19890833333333,0.509243446941585
"ANKRD44",1342,0.681219,1691,0.921336,1693,0.903502,0.835352333333,"Ankrd44",4.941973,7.753067,7.210615,63,342,204,6.63521833333333,0.240379810138544
"ANKRD45",48,0.136315,56,0.170699,52,0.155254,0.154089333333,"Ankrd45",11.746974,10.777851,8.896207,152,635,356,10.4736773333333,0.100585827874045
"ANKRD46",1760,6.14535,1925,7.21448,1421,5.21634,6.19205666667,"Ankrd46",54.834182,57.649349,59.27335,885,3458,2058,57.2522936666667,0.123463922430671
"ANKRD49",227,7.08155,269,9.00731,289,9.47848,8.52244666667,"Ankrd49",3.606888,3.082139,3.968066,52,165,119,3.55236433333333,2.09175847305206
"ANKRD50",2280,8.18145,2527,9.73287,2337,8.81642,8.91024666667,"Ankrd50",15.931524,16.419718,18.393795,444,1668,1032,16.9150123333333,0.553181124426614
"ANKRD53",10,0.245364,19,0.500385,13,0.335345,0.360364666667,"Ankrd53",0.416365,0.911018,0.64525,4,35,15,0.657544333333333,0.820710878924908
"ANKRD54",307,2.9033,306,3.1061,318,3.16168,3.05702666667,"Ankrd54",5.9251,9.242042,10.066091,65,259,157,8.41107766666667,0.431090552045881
"ANKRD55",69,0.0901919,94,0.131882,55,0.0755821,0.0992186666667,"Ankrd55",6.61087,5.555163,4.103555,74,333,150,5.423196,0.171132667704162
"ANKRD6",1007,0.876616,1146,1.07079,1047,0.958219,0.968541666667,"Ankrd6",4.887384,5.811361,5.566855,148,657,361,5.42186666666667,0.306537299642939
"ANKRD61",33,1.11359,35,1.26771,69,2.44793,1.60974333333,"Ankrd61",0.222991,0.342711,0.556996,2,14,13,0.374232666666667,1.89905493926307
"ANKRD62",5,0.0243164,4,0.02088,4,0.0204516,0.0218826666667,"Ccdc144b",0.587599,0.065248,0.062992,1,8,5,0.238613,0.825021751480648
"ANKRD62",5,0.0243164,4,0.02088,4,0.0204516,0.0218826666667,"Ankrd26",3.702242,5.825182,5.003788,176,590,346,4.84373733333333,0.174868001139915
"ANKRD65",113,5.89283,163,9.12376,145,7.94972,7.65543666667,"Ankrd65",0,0.040352,0,0,1,0,0.0134506666666667,8.5405604351108
"ANKRD66",1,0.013876,3,0.0446814,1,0.0145882,0.0243818666667,"Ankrd66",0.657708,0.275886,0.304658,5,8,5,0.412750666666667,0.725097422239192
"ANKRD9",367,7.9814,422,9.85067,275,6.28758,8.03988333333,"Ankrd9",9.545396,8.839167,9.178894,73,216,116,9.187819,0.887322726614008
"ANKS1A",5039,4.35469,4616,4.28173,3720,3.37982,4.00541333333,"Anks1",20.71514,19.701043,23.811431,320,1273,736,21.4092046666667,0.223364166992302
"ANKS3",426,1.96524,427,2.11434,371,1.79936,1.95964666667,"Anks3",17.580715,25.376635,23.305475,142,658,285,22.0876083333333,0.128191999099228
"ANKS4B",1,0.00866907,3,0.0279148,0,0,0.0121946233333,"Anks4b",0,0.010124,0,0,1,0,0.00337466666666667,1.00879029236002
"ANKS6",482,1.28289,465,1.32842,491,1.37392,1.32841,"Anks6",2.646523,3.08342,2.808382,45,219,110,2.84610833333333,0.605393763826205
"ANKUB1",9247,7.7933,10401,9.40884,8977,7.95408,8.38540666667,"Ankub1",1.915478,1.556227,1.234903,27,82,35,1.56886933333333,3.6535165665634
"ANKZF1",763,19.3266,740,20.1188,820,21.8365,20.4273,"Ankzf1",3.65087,7.483163,6.871995,71,424,195,6.00200933333333,3.06016444422525
"ANLN",201,0.548913,133,0.389852,157,0.45076,0.463175,"Anln",30.30487,27.888886,26.726715,592,2052,1039,28.3068236666667,0.0499260860420095
"ANO1",375,0.588995,468,0.788981,403,0.665462,0.681146,"Ano1",2.283437,1.715798,2.568008,32,129,63,2.189081,0.527156883127145
"ANO10",1653,0.857578,1717,0.956119,1466,0.799601,0.871099333333,"Ano10",9.646615,9.808436,12.978823,156,569,343,10.8112913333333,0.158416152859803
"ANO2",352,0.148406,334,0.151146,161,0.0713629,0.1236383,"Ano2",0.833779,1.004441,1.067457,14,82,27,0.968559,0.570792290198059
"ANO3",835,0.30746,839,0.331592,337,0.130458,0.256503333333,"Ano3",7.125596,6.884099,7.787073,330,1183,760,7.26558933333333,0.152016182108854
"ANO4",402,0.170825,511,0.233071,416,0.185848,0.196581333333,"Ano4",8.438637,14.008551,17.561361,158,726,413,13.336183,0.083465824434091
"ANO5",8162,2.94957,6201,2.40527,8976,3.41023,2.92169,"Ano5",0.356715,0.662079,0.4849,14,79,43,0.501231333333333,2.61231557916679
"ANO6",1750,1.36229,1697,1.41793,2052,1.67938,1.48653333333,"Ano6",5.187239,4.649363,5.181362,138,572,357,5.005988,0.41400904119855
"ANO7",27,0.127936,31,0.157664,34,0.169374,0.151658,"Ano7",0,0.071998,0.254444,0,6,3,0.108814,1.03863948326771
"ANO8",951,14.2817,840,13.54,722,11.3992,13.0736333333,"Ano8",10.258864,12.007846,11.857396,215,941,535,11.374702,1.13729068653936
"ANO9",40,0.29021,56,0.436094,76,0.579701,0.435335,"Ano9",0.753489,0.013201,0,3,1,0,0.255563333333333,1.14318008649504
"ANP32A",1570,6.47446,1567,6.93607,1807,7.8343,7.08161,"Anp32a",290.587831,255.690982,312.777901,987,3098,2107,286.352238,0.0281244024972584
"ANP32B",1612,8.6377,1491,8.57534,1744,9.82466,9.01256666667,"Anp32b",31.641017,26.073608,28.740108,317,950,596,28.8182443333333,0.335786592756473
"ANP32D",3,0.547074,2,0.391467,8,1.53375,0.824097,"Anp32a",290.587831,255.690982,312.777901,987,3098,2107,286.352238,0.00634794777551028
"ANP32E",1124,11.0689,1184,12.5149,1563,16.1821,13.2553,"Anp32e",63.036975,53.283163,67.602374,638,2282,1463,61.307504,0.22878945688468
"ANPEP",563,3.22403,551,3.38675,758,4.5635,3.72476,"Anpep",1.122799,1.213086,2.371403,19,93,49,1.569096,1.83907491195347
"ANTKMT",169,14.6886,163,15.2063,117,10.691,13.5286333333,"Antkmt",33.968832,44.96933,44.092128,280,1067,641,41.0100966666667,0.345836703223487
"ANTXR1",1974,1.46033,2498,1.98352,2691,2.09293,1.84559333333,"Antxr1",2.994589,4.594215,4.529232,104,576,327,4.03934533333333,0.564675199873185
"ANTXR2",1548,1.20563,1736,1.45122,2326,1.90455,1.52046666667,"Antxr2",0.472615,0.376386,0.442411,8,43,28,0.430470666666667,1.76198416745118
"ANTXRL",4,0.0159313,8,0.0341997,3,0.0125618,0.0208976,"Antxrl",0,0,0,0,0,0,0,1.0208976
"ANTXRL",4,0.0159313,8,0.0341997,3,0.0125618,0.0208976,"Gm30083",0,0.020998,0,0,1,0,0.00699933333333333,1.01380166421825
"ANXA1",2129,20.0731,2454,24.8344,4286,42.4843,29.1306,"Anxa1",0.947533,1.210283,1.702741,7,24,15,1.28685233333333,13.1755774348934
"ANXA10",46,0.0844134,65,0.128029,114,0.219936,0.144126133333,"Anxa10",0,0.038063,0,0,1,0,0.0126876666666667,1.12979171267976
"ANXA11",2534,8.09537,2272,7.79075,2765,9.28675,8.39095666667,"Anxa11",3.696508,4.515472,4.621662,54,268,150,4.27788066666667,1.77930447082295
"ANXA2",23699,74.2636,22876,76.9425,23726,78.1643,76.4568,"Anxa2",21.971505,13.571474,13.529045,98,363,189,16.3573413333333,4.46248065948041
"ANXA3",487,1.44925,572,1.82706,464,1.45168,1.57599666667,"Anxa3",19.926802,22.920365,18.251876,58,185,110,20.3663476666667,0.120563266443931
"ANXA4",1364,1.30435,1596,1.63815,1816,1.82572,1.58940666667,"Anxa4",5.161227,4.209108,4.958598,48,163,94,4.776311,0.448280341323381
"ANXA5",7357,44.2431,8128,52.4649,9625,60.8532,52.5204,"Anxa5",112.095171,111.106297,120.356363,483,1884,1143,114.519277,0.463302761148687
"ANXA6",15210,46.5517,14951,49.1154,10733,34.5355,43.4008666667,"Anxa6",44.670607,48.487376,48.967067,721,2995,1708,47.3750166666667,0.917847056728663
"ANXA7",2832,12.6937,3229,15.5347,3145,14.8201,14.3495,"Anxa7",25.671719,30.159359,36.795306,294,1330,828,30.8754613333333,0.481545971664054
"ANXA8",66,0.480482,96,0.750145,80,0.612296,0.614307666667,"Anxa8",0.085523,0.151768,0.236736,1,6,6,0.158009,1.39403723690144
"ANXA8L1",60,0.648715,95,1.10247,76,0.863883,0.871689333333,"Anxa8",0.085523,0.151768,0.236736,1,6,6,0.158009,1.61629947032622
"ANXA9",521,6.79951,408,5.71532,537,7.36804,6.62762333333,"Anxa9",0.260658,0.211209,0.719303,3,9,8,0.397056666666667,5.45978092036114
"AOAH",645,0.532496,462,0.409392,1383,1.20037,0.714086,"Aoah",0,0.25352,0.073258,0,11,2,0.108926,1.54571720746019
"AOC2",37,1.05481,32,0.979179,29,0.869176,0.967721666667,"Aoc2",0.487346,0.653665,0.661481,7,42,24,0.600830666666667,1.22918788828821
"AOC3",117,2.94225,188,5.07448,166,4.38874,4.13515666667,"Aoc3",0.616168,0.223303,0.325618,11,26,21,0.388363,3.69871328079904
"AOPEP",1800,0.87224,2118,1.10162,2206,1.12385,1.03257,"Aopep",42.880232,35.206009,34.270368,116,566,265,37.452203,0.0528596502000158
"AOX1",348,0.667706,303,0.624006,1426,2.87649,1.38940066667,"Aox1",0.853057,1.227917,1.196633,26,147,81,1.09253566666667,1.14186854959382
"AP1AR",772,3.25996,946,4.28772,901,3.99998,3.84922,"Ap1ar",70.6024,113.319105,71.407992,345,1214,779,85.1098323333333,0.0563143588670403
"AP1B1",3808,6.96601,3510,6.89183,4291,8.25247,7.37010333333,"Ap1b1",84.726633,99.586167,104.072897,841,4093,2355,96.1285656666667,0.0861755064113185
"AP1G1",3073,6.69373,3153,7.37174,3655,8.3701,7.47852333333,"Ap1g1",32.454942,27.27687,29.110422,770,2939,1797,29.614078,0.276948511509313
"AP1G2",814,16.7182,761,16.7761,754,16.2808,16.5917,"Ap1g2",4.267543,9.011428,3.546345,21,137,53,5.60843866666667,2.66200548833623
"AP1M1",1608,5.81246,1792,6.95268,1555,5.90939,6.22484333333,"Ap1m1",28.664642,29.231706,30.546837,259,1157,654,29.4810616666667,0.237027286396356
"AP1M2",13,0.155076,7,0.0896272,15,0.188118,0.144273733333,"Ap1m2",0.397174,0.400294,0.087888,3,9,2,0.295118666666667,0.883528098840621
"AP1S1",1402,34.2988,1362,35.7642,932,23.971,31.3446666667,"Ap1s1",89.837835,89.902694,84.771229,333,1324,726,88.170586,0.362727981474743
"AP1S2",4263,25.5697,5094,32.7951,4901,30.9053,29.7567,"Ap1s2",36.200479,40.432732,38.02332,422,1706,922,38.2188436666667,0.78423270867981
"AP1S3",102,0.20638,126,0.27364,83,0.176557,0.218859,"Ap1s3",3.210267,2.812302,3.834128,59,168,110,3.28556566666667,0.284410296050377
"AP2A1",2716,11.8189,2711,12.6625,2400,10.9799,11.8204333333,"Ap2a1",96.951255,99.508656,91.819863,1014,4676,2532,96.093258,0.132042467184488
"AP2A2",3572,7.1438,3163,6.78981,3389,7.1257,7.01977,"Ap2a2",37.265455,36.815987,38.706816,1181,4386,2633,37.596086,0.207787131575984
"AP2B1",8809,10.3723,9030,11.4124,7497,9.2806,10.3551,"Ap2b1",58.287404,50.018786,53.102128,1573,6405,3913,53.8027726666667,0.207199370533065
"AP2M1",8089,150.286,7574,151.039,6729,131.436,144.253666667,"Ap2m1",681.047159,626.744748,667.738382,1972,8572,4733,658.510096333333,0.22024479606084
"AP2S1",1454,19.7567,1327,19.3536,1250,17.8566,18.9889666667,"Ap2s1",237.635526,210.851457,224.492849,392,1282,787,224.326610666667,0.0887110785874748
"AP3B1",1298,0.770685,1443,0.919621,1684,1.05119,0.913832,"Ap3b1",10.045997,15.066802,16.772583,207,782,471,13.961794,0.12791460703175
"AP3B2",2533,8.73392,2195,8.12361,1586,5.7493,7.53561,"Ap3b2",38.336751,40.822288,39.749073,639,2565,1466,39.6360373333333,0.210050254900183
"AP3D1",3896,10.7218,3637,10.7431,3341,9.66633,10.3770766667,"Ap3d1",63.270434,57.276931,72.845331,872,3220,1995,64.464232,0.173790729977555
"AP3M1",2091,11.8568,2108,12.8299,2051,12.2269,12.3045333333,"Ap3m1",35.443462,37.372175,36.970929,311,1309,705,36.595522,0.35388611796107
"AP3M2",1605,14.9718,1774,17.7621,1305,12.7982,15.1773666667,"Ap3m2",25.832292,25.37877,27.652826,561,2071,1285,26.2879626666667,0.592838932840571
"AP3S1",1408,3.39324,1749,4.52421,1465,3.71183,3.87642666667,"Ap3s1",39.138678,37.746567,36.659181,223,835,470,37.848142,0.125525351165314
"AP3S2",2584,7.04907,2604,7.62466,2355,6.75411,7.14261333333,"Ap3s2",32.69702,23.995317,24.075063,552,2225,1243,26.9224666666667,0.291615115187889
"AP4B1",720,11.4265,659,11.2256,753,12.5636,11.7385666667,"Ap4b1",4.481084,5.272025,8.630852,58,306,182,6.127987,1.78711979506977
"AP4E1",583,1.04758,695,1.34042,752,1.4206,1.26953333333,"Ap4e1",3.80958,4.654371,4.301168,97,358,152,4.25503966666667,0.431877488523239
"AP4M1",563,11.1806,582,12.4056,504,10.5226,11.3696,"Ap4m1",8.356982,8.193883,8.669319,96,338,222,8.406728,1.31497370817993
"AP4S1",3295,5.43609,3650,6.46346,3531,6.12445,6.008,"Ap4s1",22.017781,24.896805,25.195012,123,501,282,24.0365326666667,0.27991096424188
"AP5B1",287,7.08273,264,6.99299,373,9.67755,7.91775666667,"Ap5b1",2.930051,1.783786,1.630964,30,101,65,2.11493366666667,2.86290419667685
"AP5M1",1302,7.62796,1787,11.2373,1458,8.98035,9.28187,"Ap5m1",15.928544,11.581393,12.058392,212,761,467,13.189443,0.724614066951042
"AP5S1",212,4.45414,208,4.69064,236,5.21289,4.78589,"Ap5s1",22.823344,29.653656,22.057712,59,226,138,24.844904,0.223869664983085
"AP5Z1",684,6.36182,686,6.84842,646,6.31679,6.50901,"Ap5z1",6.348273,5.358805,6.350517,80,436,227,6.01919833333333,1.06978171058946
"APBA1",3196,2.28042,3220,2.46607,2588,1.94138,2.22929,"Apba1",24.215157,29.179944,31.216614,1086,4540,2695,28.203905,0.110577335462501
"APBA2",1227,0.916704,1136,0.910969,977,0.767392,0.865021666667,"Apba2",56.890283,72.463616,79.026482,687,2904,1862,69.460127,0.026469178329284
"APBA3",258,4.12713,251,4.30965,219,3.68307,4.03995,"Apba3",18.81401,21.427225,15.920416,72,313,138,18.7205503333333,0.255568425566758
"APBB1",2824,20.31,2603,20.0937,2122,16.0446,18.8161,"Apbb1",178.676133,202.564258,196.376514,1461,6224,3668,192.538968333333,0.102388165911222
"APBB1IP",950,1.28194,889,1.28762,1781,2.52666,1.69874,"Apbb1ip",0.990623,0.823693,1.158352,18,57,45,0.990889333333333,1.35554495913719
"APBB2",2647,1.13706,3769,1.73778,3941,1.77981,1.55155,"Apbb2",16.342057,30.36333,25.67478,366,1544,906,24.1267223333333,0.101547267731577
"APBB3",1353,36.2861,1312,37.7674,994,28.0264,34.0266333333,"Apbb3",82.124724,216.130367,232.341361,123,645,334,176.865484,0.196927658731696
"APC",5983,7.53358,7038,9.51201,6326,8.37433,8.47330666667,"Apc",36.968927,28.856052,34.530598,1506,6391,3844,33.451859,0.274972292980475
"APC2",2975,19.29,2796,19.4591,2831,19.2985,19.3492,"Apc2",21.590064,20.449548,24.110255,807,4050,2286,22.0499556666667,0.882830331401794
"APCDD1",405,2.00349,544,2.88849,583,3.03206,2.64134666667,"Apcdd1",5.016304,6.965754,7.417934,139,648,421,6.466664,0.487680531314922
"APEH",1178,20.6663,1313,24.7243,1072,19.772,21.7208666667,"Apeh",33.281688,35.981753,26.960853,154,677,376,32.0747646666667,0.686954749207891
"APEX1",1392,94.1832,1493,108.426,1720,122.349,108.3194,"Apex1",19.203018,16.901116,17.048662,85,403,241,17.7175986666667,5.84046073146562
"APEX2",282,5.66592,259,5.58549,292,6.16797,5.80646,"Apex2",4.548416,2.588604,3.196422,23,135,54,3.44448066666667,1.5314410187557
"APH1A",1100,45.9515,1243,55.7337,1553,68.205,56.6300666667,"Aph1a",34.50422,44.756023,72.009165,232,1017,598,50.423136,1.1207030754931
"APH1B",938,4.94934,1073,6.07694,1087,6.02993,5.68540333333,"Aph1b",10.011012,8.508501,9.667717,308,1074,656,9.39574333333333,0.643090457215662
"APH1B",938,4.94934,1073,6.07694,1087,6.02993,5.68540333333,"Aph1c",1.309735,3.342097,3.414504,46,216,127,2.68877866666667,1.81236228504087
"API5",2815,15.1005,3312,19.0697,3438,19.3891,17.8531,"Api5",30.83043,28.184702,31.961929,778,2635,1705,30.325687,0.601841549396826
"APIP",783,2.16145,660,1.95554,1000,2.90216,2.33971666667,"Apip",46.38215,36.151515,68.823641,52,207,125,50.4524353333333,0.0649088161723294
"APLF",260,0.241232,301,0.299756,236,0.230203,0.257063666667,"Aplf",1.955906,1.985317,2.081934,25,113,67,2.007719,0.41794584755657
"APLN",11,0.198153,21,0.406039,9,0.170447,0.258213,"Apln",10.464334,9.736487,10.083269,217,755,443,10.0946966666667,0.11340670572637
