"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"TNFRSF19",1335,2.20573,1727,3.0627,1856,3.22395,2.83079333333,"Tnfrsf19",6.728337,7.216762,9.02725,180,735,453,7.65744966666667,0.442485198392721
"TNFRSF1A",1619,21.1737,1390,19.5121,2315,31.8301,24.1719666667,"Tnfrsf1a",49.921747,49.664743,44.25162,42,222,152,47.9460366666667,0.514279978134423
"TNFRSF1B",1175,4.85987,880,3.9067,1970,8.56627,5.77761333333,"Tnfrsf1b",0.46641,1.912852,0.795189,12,78,44,1.05815033333333,3.29306038706761
"TNFRSF21",2618,5.83564,1970,4.7133,2204,5.16498,5.23797333333,"Tnfrsf21",14.611568,18.83325,17.278565,354,1679,879,16.9077943333333,0.348338450688967
"TNFRSF25",534,17.2439,357,12.3738,266,9.03053,12.8827433333,"Tnfrsf25",0.288244,0.751293,0.667046,1,11,3,0.568861,8.84893137970795
"TNFRSF4",7,0.434575,2,0.133271,4,0.261075,0.276307,"Tnfrsf4",0,0.787974,0.229385,0,9,3,0.339119666666667,0.953094060052886
"TNFRSF8",88,0.190019,44,0.101978,130,0.295119,0.195705333333,"Tnfrsf8",0.131561,0.145329,0.162405,3,12,8,0.146431666666667,1.04298002933712
"TNFRSF9",30,0.192174,26,0.178767,46,0.309792,0.226911,"Tnfrsf9",0.238666,0.035515,0.03712,3,1,1,0.103767,1.11156702456225
"TNFSF10",870,8.45883,1207,12.5962,1167,11.9289,10.9946433333,"Tnfsf10",0.944422,0.693222,0.906572,23,86,65,0.848072,6.49035499336606
"TNFSF11",0,0,1,0.00414137,3,0.0121692,0.00543685666667,"Tnfsf11",0,0.020131,0.035202,0,1,1,0.0184443333333333,0.987228092649806
"TNFSF12",521,10.3043,562,11.9305,638,13.266,11.8336,"Tnfsf12",18.939005,22.178709,13.24432,42,222,155,18.120678,0.671189588570029
"TNFSF12-TNFSF13",1394,19.4778,1327,19.9016,2016,29.6145,22.9979666667,"Tnfsfm13",1.216085,1.256282,0.966301,13,54,24,1.14622266666667,11.1814897118628
"TNFSF13",870,45.821,760,42.9634,1376,76.1906,54.9916666667,"Tnfsf13",1.360251,0.934208,0.960436,11,30,18,1.084965,26.854967189713
"TNFSF13B",156,0.476077,205,0.671502,730,2.34215,1.163243,"Tnfsf13b",1.587617,2.226713,1.408183,29,119,46,1.74083766666667,0.789263452669518
"TNFSF14",21,0.392961,12,0.241019,36,0.708224,0.447401333333,"Tnfsf14",0,0,0,0,0,0,0,1.447401333333
"TNFSF15",7,0.0571766,16,0.140275,37,0.317731,0.171727533333,"Tnfsf15",0.044748,0.071794,0.021129,1,6,1,0.0458903333333333,1.12031586485613
"TNFSF18",33,0.523907,20,0.340809,19,0.317126,0.393947333333,"Tnfsf18",0,0.020858,0,0,1,0,0.00695266666666667,1.38432259973789
"TNFSF4",82,0.606979,80,0.63561,54,0.420235,0.554274666667,"Tnfsf4",0,0,0,0,0,0,0,1.554274666667
"TNFSF8",94,0.440816,89,0.447981,309,1.52344,0.804079,"Tnfsf8",0,0.020959,0.036938,0,2,2,0.019299,1.76992128904276
"TNFSF9",113,4.0296,76,2.90896,70,2.62434,3.18763333333,"Tnfsf9",0.395467,1.04315,1.355529,3,30,22,0.931382,2.16820563375345
"TNIK",1706,0.741394,2172,1.01314,1492,0.681674,0.812069333333,"Tnik",19.777464,26.596942,28.57428,718,3154,1918,24.9828953333333,0.0697408549003507
"TNIP1",1791,4.91704,1885,5.55469,1562,4.50845,4.99339333333,"Tnip1",7.282411,13.955033,10.820044,130,605,317,10.6858293333333,0.512877020737767
"TNIP2",470,5.58752,413,5.27001,490,6.12428,5.66060333333,"Tnip2",1.794009,4.403837,3.358445,21,104,46,3.18543033333333,1.59137837757902
"TNIP3",28,0.0509226,12,0.0234247,28,0.0535363,0.0426278666667,"Tnip3",0.107494,0.094391,0.027964,1,3,1,0.0766163333333333,0.968430288846352
"TNK1",80,1.51238,84,1.70448,105,2.08689,1.76791666667,"Tnk1",0,0.023745,0,0,1,0,0.007915,2.74618064685018
"TNK2",2999,10.7843,2374,9.16297,2238,8.46084,9.46937,"Tnk2",345.033256,354.139381,395.922018,1241,5403,3096,365.031551666667,0.0286023703484833
"TNKS",2972,2.29296,3199,2.64912,3260,2.64425,2.52877666667,"Tnks",16.041006,21.469802,20.898468,979,3866,2342,19.4697586666667,0.172389754277676
"TNKS1BP1",2488,17.1697,2312,17.1254,2923,21.207,18.5007,"Tnks1bp1",9.971722,13.295342,13.25629,199,935,477,12.1744513333333,1.48019067410119
"TNKS2",3783,9.85662,4954,13.8544,5082,13.9208,12.54394,"Tnks2",73.319235,80.049598,50.636165,951,3502,2162,68.001666,0.196284246238344
"TNMD",8,0.0934844,8,0.100341,6,0.0737121,0.0891791666667,"Tnmd",0.502072,0.501772,0.472591,4,15,8,0.492145,0.729941906896917
"TNN",10,0.0217713,6,0.0140209,6,0.0137332,0.0165084666667,"Tnn",0.099337,0.039149,0.188707,4,6,15,0.109064333333333,0.916545989367043
"TNNC1",154,9.14468,130,8.28575,282,17.605,11.6784766667,"Tnnc1",0.830762,1.672961,2.570703,2,20,16,1.69147533333333,4.71060481576028
"TNNC2",18,0.298574,23,0.409494,23,0.401094,0.369720666667,"Tnnc2",0.308063,0.755384,0.142061,1,2,1,0.401836,0.977090520336901
"TNNI1",14,0.0937119,6,0.0431081,10,0.0703728,0.0690642666667,"Tnni1",10.228065,9.059953,7.873352,25,116,62,9.05379,0.106334453640538
"TNNI2",1,0.0647034,3,0.208348,6,0.408147,0.227066133333,"Tnni2",0.539185,0.075015,0,1,1,0,0.204733333333333,1.0185375463447
"TNNI3",1,0.0290826,1,0.0312157,0,0,0.0200994333333,"Tnni3",3.739119,2.574997,1.570673,8,18,8,2.628263,0.281153663153222
"TNNI3K",150,0.0847938,527,0.31976,337,0.200282,0.201611933333,"Tnni3k",0.055431,0.029176,0,1,2,0,0.0282023333333333,1.16865318661308
"TNNT1",14,0.148149,27,0.306672,8,0.0890016,0.1812742,"Tnnt1",2.41576,2.093902,3.407013,4,29,15,2.63889166666667,0.324624723187234
"TNNT2",113,1.05246,74,0.739775,224,2.19338,1.32853833333,"Tnnt2",0.854521,2.209681,2.959419,5,32,18,2.00787366666667,0.774147650925277
"TNNT3",25,0.229819,21,0.207207,9,0.0869814,0.174669133333,"Tnnt3",0.623197,0.722359,0.6961,1,4,1,0.680552,0.698978153209779
"TNPO1",3560,6.19315,4412,8.2383,4290,7.84616,7.42587,"Tnpo1",13.382641,13.010031,12.789714,735,2613,1563,13.0607953333333,0.599245618775571
"TNPO3",1816,3.14131,1839,3.41442,1908,3.46986,3.34186333333,"Tnpo3",33.285262,31.501218,24.689907,423,1675,1002,29.8254623333333,0.140853145570988
"TNR",458,0.18676,187,0.0818465,300,0.128611,0.132405833333,"Tnr",8.118385,10.173959,12.841717,554,2878,1745,10.3780203333333,0.0995257347199034
"TNRC18",1697,2.49917,1712,2.70619,2294,3.55178,2.91904666667,"Tnrc18",10.488896,17.372229,19.965257,381,1668,1054,15.9421273333333,0.231319632391107
"TNRC6A",2486,1.99749,2351,2.02757,3026,2.55617,2.19374333333,"Tnrc6a",27.29158,26.544961,30.295645,582,2802,1615,28.044062,0.109962006462113
"TNRC6B",1786,1.07224,1929,1.24303,1966,1.24088,1.18538333333,"Tnrc6b",4.50785,52.96247,48.390546,516,3007,1853,35.2869553333333,0.0602250399146191
"TNRC6C",1269,1.48195,1313,1.6458,1553,1.90669,1.67814666667,"Tnrc6c",9.087114,9.56504,10.707367,405,1726,1111,9.786507,0.248286740709481
"TNS1",11504,8.57415,11768,9.41424,10549,8.26593,8.75144,"Tns1",13.135117,17.937946,13.301972,482,2012,1201,14.7916783333333,0.617504979151994
"TNS2",3739,37.5316,4102,44.1955,4258,44.9351,42.2207333333,"Tns2",17.145672,23.659488,21.375629,144,717,360,20.7269296666667,1.98927018204551
"TNS3",5259,2.9887,4766,2.90719,4999,2.98676,2.96088333333,"Tns3",17.504054,17.424023,19.100276,699,2587,1472,18.009451,0.208363899269369
"TNS4",9,0.060951,3,0.0218072,13,0.0925592,0.0584391333333,"Tns4",0,0.099772,0.150499,0,9,6,0.0834236666666667,0.976939276755662
"TNXB",1186,2.79304,1604,4.0545,2718,6.72945,4.52566333333,"Tnxb",0.206094,0.549327,0.55165,18,173,98,0.435690333333333,3.84878493992553
"TOB1",778,23.6129,676,22.022,860,27.4414,24.3587666667,"Tob1",18.271636,15.261404,18.472838,254,774,536,17.3352926666667,1.38305764340495
"TOB2",1524,20.0061,1384,19.5009,1275,17.5965,19.0345,"Tob2",12.837478,12.452708,11.55448,268,1235,668,12.2815553333333,1.50844532113784
"TOE1",114,5.07794,128,6.11975,164,7.68007,6.29258666667,"Toe1",9.012535,9.226872,8.578646,86,253,151,8.939351,0.733708535564344
"TOGARAM1",955,1.48641,1217,2.03313,1062,1.73779,1.75244333333,"Togaram1",11.992745,11.58461,11.160443,312,1122,674,11.579266,0.21880794422584
"TOGARAM2",107,0.178429,105,0.187937,431,0.755611,0.373992333333,"Togaram2",0.188736,0.446972,0.33906,4,37,15,0.324922666666667,1.03703587228211
"TOLLIP",2641,13.0762,2714,14.4232,1814,9.44253,12.3139766667,"Tollip",40.178302,37.520165,45.468043,1020,3609,2433,41.0555033333333,0.316581080035423
"TOM1",1091,3.91224,1035,3.98366,1036,3.9057,3.93386666667,"Tom1",66.349057,56.83813,55.744488,221,885,559,59.6438916666667,0.0813580153099234
"TOM1L1",1213,3.38677,1471,4.40836,1517,4.45295,4.08269333333,"Tom1l1",10.474811,8.994722,11.790574,159,523,324,10.4200356666667,0.445068078742136
"TOM1L2",6829,9.25453,6995,10.1748,5618,8.00418,9.14450333333,"Tom1l2",58.807747,67.19356,72.36146,1654,7059,4188,66.1209223333333,0.151137722496582
"TOMM20",5291,47.409,5835,56.1182,5503,51.8395,51.7889,"Tomm20",82.39288,78.979205,70.129972,1764,6518,4072,77.1673523333333,0.675331815959294
"TOMM20L",47,0.642728,62,0.910043,94,1.35144,0.968070333333,"Tomm20l",0,0.244131,0,0,2,0,0.081377,1.81996688789664
"TOMM22",616,31.0576,675,36.5285,602,31.9096,33.1652333333,"Tomm22",58.040839,53.592344,55.87479,271,1028,639,55.835991,0.60111969074842
"TOMM34",1900,18.1699,1777,18.2401,1373,13.8041,16.7380333333,"Tomm34",17.438441,19.037647,18.370341,213,890,485,18.282143,0.91992022532454
"TOMM40",694,9.24024,711,10.1609,583,8.16075,9.18729666667,"Tomm40",33.261339,33.665529,34.822594,244,1014,588,33.9164873333333,0.291761784895945
"TOMM40L",923,33.5373,951,37.0892,751,28.6883,33.1049333333,"Tomm40l",37.63936,48.769249,38.098459,278,1036,617,41.502356,0.802424536966845
"TOMM6",817,63.8038,865,72.5072,895,73.4828,69.9312666667,"Tomm6",56.96977,70.988586,66.852403,178,867,466,64.9369196666667,1.07574431783106
"TOMM7",1556,26.585,1705,31.2674,1626,29.2069,29.0197666667,"Tomm7",34.114791,28.462677,32.03562,216,673,429,31.537696,0.922615008349085
"TOMM70",2903,13.4669,2878,14.3302,3157,15.3969,14.398,"Tomm70a",29.338472,26.794001,27.513055,1194,3988,2328,27.8818426666667,0.533137728700782
"TONSL",124,1.38278,115,1.37648,107,1.25445,1.33790333333,"Tonsl",3.605006,4.576101,3.609353,25,144,56,3.93015333333333,0.474204994299704
"TOP1",1387,2.53285,1456,2.85387,1712,3.28681,2.89117666667,"Top1",28.908786,21.557411,22.688328,642,1792,1125,24.3848416666667,0.153287411352247
"TOP1MT",246,0.773005,350,1.18047,308,1.0175,0.990325,"Top1mt",5.678853,5.286331,4.548893,41,173,116,5.171359,0.322510001443766
"TOP2A",166,0.987336,66,0.421348,180,1.12556,0.844748,"Top2a",0.494976,0.562783,0.457241,4,22,12,0.505,1.22574617940199
"TOP2B",2608,6.79992,3012,8.4293,3304,9.05679,8.09533666667,"Top2b",56.527737,62.044954,63.002075,915,3316,2096,60.524922,0.147831746404652
"TOP3A",547,2.19276,571,2.45686,627,2.64246,2.43069333333,"Top3a",2.063617,1.843616,2.364653,45,154,94,2.09062866666667,1.11003090417527
"TOP3B",488,3.30541,446,3.24251,374,2.66327,3.07039666667,"Top3b",25.067106,25.83869,30.578371,125,665,374,27.161389,0.144538206786249
"TOPAZ1",5,0.00968259,5,0.0103928,6,0.0122155,0.01076363,"Topaz1",0,0,0,0,0,0,0,1.01076363
"TOPBP1",941,2.56038,1029,3.00518,1150,3.28966,2.95174,"Topbp1",19.387432,14.925001,12.057456,137,501,285,15.4566296666667,0.24013057837744
"TOPORS",469,6.80344,491,7.64501,562,8.57098,7.67314333333,"Topors",6.462914,5.697259,6.46492,165,539,348,6.20836433333333,1.20320546135871
"TOR1A",723,11.1747,658,10.916,718,11.667,11.2525666667,"Tor1a",33.83151,22.164479,20.469897,104,342,215,25.4886286666667,0.46255949376944
"TOR1AIP1",1150,4.67664,1591,6.9446,1701,7.27242,6.29788666667,"Tor1aip1",28.48378,22.420795,26.176192,361,1336,819,25.693589,0.273394734094018
"TOR1AIP2",1317,6.08079,1309,6.48715,1576,7.65012,6.73935333333,"Tor1aip2",21.619697,24.697747,22.384129,347,1431,809,22.9005243333333,0.323815211138952
"TOR1B",666,14.3199,575,13.2701,655,14.8063,14.1321,"Tor1b",12.385344,9.641004,11.668326,165,643,377,11.231558,1.23713593967343
"TOR2A",108,4.97823,97,4.79914,110,5.33067,5.03601333333,"Tor2a",4.790927,7.91517,9.658982,50,225,151,7.45502633333333,0.713896455831657
"TOR3A",501,5.48604,518,6.08823,499,5.7446,5.77295666667,"Tor3a",5.714791,6.060044,8.220447,54,180,99,6.665094,0.883610385817839
"TOR4A",49,1.7413,46,1.7546,113,4.22178,2.57256,"Tor4a",1.233928,1.298167,1.38195,15,96,65,1.30468166666667,1.55013165231062
"TOX",235,0.130856,299,0.178705,389,0.227727,0.179096,"Tox",1.478818,1.813076,1.838686,39,136,60,1.71019333333333,0.435059737435706
"TOX2",344,0.388308,483,0.585201,423,0.501991,0.491833333333,"Tox2",11.466411,10.869815,8.884732,130,589,295,10.406986,0.130782428709301
"TOX3",62,0.0972415,119,0.200331,49,0.0807968,0.1261231,"Tox3",0.959208,1.449193,1.51071,20,111,46,1.30637033333333,0.488266382776631
"TOX4",1943,15.0335,1855,15.4053,1907,15.5122,15.317,"Tox4",15.972728,16.021662,19.424986,418,1498,922,17.139792,0.899514173040132
"TP53",384,2.603,350,2.54654,514,3.66306,2.93753333333,"Trp53",9.064844,11.73532,9.950779,76,301,159,10.2503143333333,0.349993183893854
"TP53BP1",2634,4.27385,2735,4.76323,2817,4.80539,4.61415666667,"Trp53bp1",54.1097,61.040159,55.083126,680,2996,1826,56.7443283333333,0.0972243825274384
"TP53BP2",525,1.38835,634,1.79957,776,2.15744,1.78178666667,"Trp53bp2",8.692718,10.487568,9.03823,234,902,459,9.406172,0.26732084254133
"TP53I11",2187,5.84164,2308,6.61702,2242,6.29593,6.25153,"Trp53i11",14.709534,16.502019,17.983482,225,983,611,16.398345,0.416794241061434
"TP53I13",550,13.5216,508,13.4051,545,14.0864,13.6710333333,"Trp53i13",7.276721,4.796569,4.195112,30,121,54,5.42280066666667,2.2842112179256
"TP53INP1",941,7.02319,1228,9.83747,1467,11.511,9.45722,"Trp53inp1",3.613626,4.208318,4.166344,125,540,292,3.996096,2.09307827551752
"TP53INP2",1107,21.2495,836,17.2246,1174,23.6923,20.7221333333,"Trp53inp2",65.751714,69.193782,68.324269,1701,6403,3627,67.7565883333333,0.315928027551202
"TP53RK",248,8.52862,224,8.26828,302,10.9187,9.23853333333,"Trp53rka",6.258894,6.563514,7.596096,72,265,166,6.806168,1.31159530941814
"TP53RK",248,8.52862,224,8.26828,302,10.9187,9.23853333333,"Trp53rkb",1.285066,1.275236,0.84949,35,82,46,1.13659733333333,4.79198076942122
"TP53TG5",197,0.974039,250,1.32675,213,1.1072,1.13599633333,"Trp53tg5",0.40811,0.053995,0.190656,2,1,2,0.217587,1.7542864151227
"TP63",115,0.0755596,66,0.0465453,162,0.111904,0.0780029666667,"Trp63",0.344128,0.191507,0.250437,7,24,18,0.262024,0.854185789388078
"TP73",25,0.0521889,21,0.0470541,31,0.0680358,0.0557596,"Trp73",0.560487,0.749406,1.393826,19,95,70,0.901239666666667,0.55530063805738
"TPBG",150,3.4376,143,3.51756,149,3.58996,3.51504,"Tpbg",7.747113,7.012456,4.742446,109,413,220,6.50067166666667,0.601951425239029
"TPBGL",680,40.5307,498,31.8599,300,18.799,30.3965333333,"Tpbgl",1.216248,1.597649,1.472969,23,104,55,1.42895533333333,12.9259410012343
"TPCN1",3905,8.79849,3682,8.90454,2968,7.03055,8.24452666667,"Tpcn1",9.410679,10.102076,10.440757,298,1243,726,9.984504,0.841597095933508
"TPCN2",666,1.33146,705,1.51281,873,1.83487,1.55971333333,"Tpcn2",1.105731,3.404377,2.69896,20,143,77,2.40302266666667,0.752188152727555
"TPD52",5594,4.97367,5337,5.09322,4433,4.14372,4.73687,"Tpd52",32.335918,27.991317,33.15602,420,1380,821,31.161085,0.178379243113222
"TPD52L1",1041,1.25112,929,1.19841,569,0.718951,1.05616033333,"Tpd52l1",11.931704,9.42181,10.108824,70,202,116,10.487446,0.178991947673138
"TPD52L2",3356,22.2772,3287,23.4195,3633,25.3537,23.6834666667,"Tpd52l2",54.103106,49.892259,48.775954,328,1172,671,50.923773,0.475378911056791
"TPGS1",172,2.47148,172,2.65276,156,2.35663,2.49362333333,"Tpgs1",45.012434,22.003339,29.745286,117,381,234,32.2536863333333,0.105059730771202
"TPGS2",4189,14.1907,4036,14.6752,3491,12.4332,13.7663666667,"Tpgs2",8.753012,10.072475,9.867816,240,1014,563,9.56443433333333,1.39774323932409
"TPH1",25,0.175662,45,0.339383,58,0.428453,0.314499333333,"Tph1",0.032282,0,0.01509,1,0,1,0.0157906666666667,1.29406518140844
"TPH2",303,0.213637,359,0.271688,218,0.161596,0.215640333333,"Tph2",4.131029,6.141734,4.360534,71,398,160,4.87776566666667,0.206820142597213
"TPI1",8796,401.215,8626,422.32,7426,356.111,393.215333333,"Tpi1",605.324185,657.477961,657.918119,2145,8870,5135,640.240088333333,0.614770256110495
"TPK1",699,0.317631,687,0.335075,952,0.4548,0.369168666667,"Tpk1",5.56057,3.715614,6.160178,27,88,72,5.145454,0.222793737723364
"TPM1",4139,24.692,4381,28.0526,6176,38.7352,30.4932666667,"Tpm1",67.728947,58.755924,59.283269,786,2655,1592,61.9227133333333,0.500507130070254
"TPMT",531,3.46566,567,3.97205,724,4.96784,4.13518333333,"Tpmt",14.607351,15.638615,17.489931,72,274,190,15.9119656666667,0.303642015040948
"TPO",47,0.0483999,42,0.0464234,30,0.0324793,0.0424342,"Tpo",0.231921,0.181705,0.295843,4,6,10,0.236489666666667,0.843059370492111
"TPP1",3231,84.4863,2813,78.9513,3743,102.898,88.7785333333,"Tpp1",34.295852,42.114876,45.246174,393,1645,895,40.5523006666667,2.16061522209095
"TPP2",1299,2.73504,1488,3.36277,2018,4.46697,3.52159333333,"Tpp2",14.702836,21.150398,19.779816,434,1619,920,18.54435,0.231350407321297
"TPPP",1318,6.87508,1060,5.93484,750,4.11303,5.64098333333,"Tppp",63.745786,73.987538,90.068644,1936,7553,4362,75.9339893333333,0.0863205377867055
"TPPP3",6862,323.123,6158,311.241,3826,189.409,274.591,"Tppp3",94.246873,94.803719,90.749683,435,1710,930,93.2667583333333,2.92352261680085
"TPR",2390,6.51964,2955,8.65214,3534,10.1352,8.43566,"Tpr",215.096041,258.533788,297.312473,899,3351,2061,256.980767333333,0.0365750520766857
"TPRA1",435,2.81085,340,2.35813,379,2.57469,2.58122333333,"Tpra1",106.296739,130.115857,89.039126,158,668,362,108.483907333333,0.0327100431520648
"TPRG1",158,0.0730048,180,0.0892703,342,0.166134,0.1094697,"Tprg",0,0,0.069264,0,0,1,0.023088,1.08443232644699
"TPRG1L",5170,176.647,4913,180.178,3207,115.2,157.341666667,"Tprgl",121.60656,131.181413,138.918601,733,2514,1482,130.568858,1.20348894923904
"TPRKB",330,6.94838,331,7.48063,419,9.27517,7.90139333333,"Tprkb",115.177533,70.189325,85.951468,525,1616,1011,90.439442,0.0973474152798308
"TPRN",305,4.23656,302,4.50257,235,3.43178,4.05697,"Tprn",63.319152,63.570204,55.59395,288,1218,704,60.8277686666667,0.0817912421724896
"TPSAB1",101,9.53762,62,6.28421,87,8.63726,8.15303,"Tpsab1",0,0,0,0,0,0,0,9.15303
"TPSAB1",101,9.53762,62,6.28421,87,8.63726,8.15303,"Tpsb2",0,0,0,0,0,0,0,9.15303
"TPSB2",108,6.477,70,4.50597,98,6.17894,5.72063666667,"Tpsb2",0,0,0,0,0,0,0,6.72063666667
"TPSB2",108,6.477,70,4.50597,98,6.17894,5.72063666667,"Tpsab1",0,0,0,0,0,0,0,6.72063666667
"TPSG1",8,0.387467,17,0.883759,16,0.814709,0.695311666667,"Tpsg1",0,0.057796,0,0,1,0,0.0192653333333333,1.66326824941919
"TPST1",1204,0.977283,1511,1.31643,1622,1.38415,1.22595433333,"Tpst1",17.198999,12.818347,14.005615,168,549,339,14.6743203333333,0.142012813697334
"TPST2",1968,4.60116,2032,5.09925,2102,5.1667,4.95570333333,"Tpst2",16.659083,30.597055,21.85656,60,283,158,23.037566,0.247766489058418
"TPT1",20828,460.586,21175,502.606,25447,591.614,518.268666667,"Tpt1",494.13787,485.531805,503.249834,1454,5372,3207,494.306503,1.04837845560651
"TPTE",107,0.220986,60,0.133007,98,0.212787,0.188926666667,"Tpte",0,0.032222,0.056876,0,2,2,0.0296993333333333,1.1546347833578
"TPTE2",107,0.164136,96,0.158064,131,0.211266,0.177822,"Tpte",0,0.032222,0.056876,0,2,2,0.0296993333333333,1.14385040552291
"TPTEP2-CSNK1E",2274,3.72652,1877,3.30155,1966,3.38715,3.47174,"Csnk1e",46.152301,68.624435,64.024481,325,1485,807,59.6004056666667,0.0737905951421656
"TPX2",119,0.332441,93,0.278863,113,0.331882,0.314395333333,"Tpx2",0.5785,0.9957,0.679573,10,56,20,0.751257666666667,0.750543656910757
"TRA2A",2164,13.8672,2217,15.2489,2566,17.2873,15.4678,"Tra2a",23.102789,26.493795,24.089077,288,1325,686,24.561887,0.644232563894833
"TRA2B",1885,13.9857,2050,16.3255,2618,20.4212,16.9108,"Tra2b",35.111831,41.760057,39.6308,485,1915,1092,38.8342293333333,0.449633400714802
"TRABD",473,6.03863,428,5.86492,657,8.81822,6.90725666667,"Trabd",11.924184,11.148704,12.833732,124,565,316,11.9688733333333,0.6097103783369
"TRABD2B",229,0.168903,242,0.191584,387,0.30009,0.220192333333,"Trabd2b",1.651212,1.689352,2.277805,76,294,224,1.87278966666667,0.424741270650978
"TRADD",211,6.43869,226,7.40225,232,7.44288,7.09460666667,"Tradd",6.936941,5.431374,4.947901,32,98,52,5.772072,1.19529246981869
"TRAF1",1057,6.89507,1218,8.52808,1050,7.20097,7.54137333333,"Traf1",3.035111,3.995682,6.45096,16,70,53,4.49391766666667,1.55469627532884
"TRAF2",265,1.03578,286,1.19985,233,0.95745,1.06436,"Traf2",4.549751,4.464022,4.185731,74,272,156,4.39983466666667,0.382300593894727
"TRAF3",737,0.960666,650,0.909408,684,0.937344,0.935806,"Traf3",8.807636,8.590722,10.005429,333,1574,867,9.13459566666667,0.191009692312343
"TRAF3IP1",730,1.58507,701,1.63375,717,1.63676,1.61852666667,"Traf3ip1",4.919122,5.046723,4.539394,93,373,226,4.83507966666667,0.448755941007718
"TRAF3IP2",530,1.79697,582,2.11801,621,2.21357,2.04285,"Traf3ip2",19.33415,17.607007,15.357681,23,151,70,17.432946,0.165076705590089
"TRAF3IP3",158,1.04996,177,1.2625,324,2.2636,1.52535333333,"Traf3ip3",0.328567,0.788185,0.334354,1,8,6,0.483702,1.70206236382373
"TRAF4",241,6.05617,154,4.15377,164,4.33274,4.84756,"Traf4",3.912231,2.883988,3.521674,46,152,105,3.43929766666667,1.31722638107995
"TRAF5",569,2.05669,543,2.10667,931,3.53788,2.56708,"Traf5",1.407928,2.536762,1.528437,10,47,27,1.82437566666667,1.2629623042355
"TRAF6",712,4.69309,654,4.62698,671,4.64986,4.65664333333,"Traf6",3.537355,3.822503,4.956495,148,580,380,4.105451,1.10796153627368
"TRAF7",843,6.56523,819,6.84616,991,8.11399,7.17512666667,"Traf7",42.132939,38.209743,39.083223,197,837,515,39.808635,0.200328353709209
"TRAFD1",554,3.44829,542,3.62105,835,5.46411,4.17781666667,"Trafd1",29.549334,22.111094,22.355187,189,831,509,24.6718716666667,0.201692215273617
"TRAIP",52,0.324743,32,0.2145,37,0.242927,0.260723333333,"Traip",1.518785,1.697141,0.565972,14,43,22,1.26063266666667,0.557686063694706
"TRAK1",3326,2.73965,3585,3.16958,3112,2.69495,2.86806,"Trak1",40.807641,43.739685,51.648826,818,3405,1966,45.3987173333333,0.0833656666026227
"TRAK2",3186,7.49174,3645,9.19972,3987,9.85647,8.84931,"Trak2",28.10187,29.561442,30.578574,1156,4310,2486,29.413962,0.323841727690723
"TRAM1",2123,10.5368,2562,13.6483,3902,20.3604,14.8485,"Tram1",12.065781,10.59558,12.324332,196,687,441,11.6618976666667,1.25166862165711
"TRAM1L1",161,13.9034,188,17.4258,225,20.4275,17.2522333333,"Tram1l1",4.555358,5.688211,5.709289,119,547,312,5.31761933333333,2.8890998919477
"TRAM2",690,1.51334,698,1.64318,1171,2.70012,1.95221333333,"Tram2",0.245344,0.3276,0.299053,11,56,28,0.290665666666667,2.28735714412744
"TRANK1",689,1.01766,657,1.04157,840,1.30437,1.1212,"Trank1",14.483872,21.885749,19.479034,470,2852,1290,18.6162183333333,0.108135011751755
"TRAP1",1933,5.12316,1971,5.60704,1569,4.37187,5.03402333333,"Trap1",27.857446,27.288773,27.493438,345,1372,884,27.5465523333333,0.211374854058442
"TRAPPC1",1363,133.848,1362,143.56,1047,108.093,128.500333333,"Trappc1",29.919887,28.886574,32.140569,103,372,225,30.3156766666667,4.13531965831171
"TRAPPC10",2442,4.52671,2597,5.16713,2856,5.56587,5.08657,"Trappc10",20.727918,26.348189,28.286974,666,2527,1526,25.121027,0.233014191976449
"TRAPPC11",1240,3.98739,1348,4.65262,1708,5.77421,4.80474,"Trappc11",11.75749,12.406814,12.458815,337,1318,779,12.2077063333333,0.439496446506394
"TRAPPC12",2999,4.96986,2967,5.27747,2643,4.60472,4.95068333333,"Trappc12",14.183021,15.783023,16.15637,302,1266,746,15.374138,0.363419639759357
"TRAPPC13",982,4.16091,1237,5.62584,1234,5.49706,5.09460333333,"Trappc13",22.021025,19.67811,19.449041,430,1395,834,20.3827253333333,0.285024627979913
"TRAPPC2B",157,14.7859,162,16.3758,190,18.8121,16.6579333333,"Trappc2",24.801754,24.260193,27.349106,208,727,470,25.470351,0.667083460030432
"TRAPPC2L",424,11.4539,488,14.1497,394,11.1898,12.2644666667,"Trappc2l",37.941203,32.2297,33.902145,98,414,239,34.691016,0.371647214153276
"TRAPPC3",757,6.78748,881,8.47869,895,8.43672,7.90096333333,"Trappc3",44.754615,46.957263,50.005232,326,1311,800,47.2390366666667,0.184517850031624
"TRAPPC3L",4833,16.6546,4483,16.5816,2936,10.6368,14.6243333333,"Trappc3l",0,0,0,0,0,0,0,15.6243333333
"TRAPPC4",1283,33.4936,1136,31.8312,840,23.0543,29.4597,"Trappc4",84.581806,97.972791,84.110225,189,741,410,88.888274,0.338861774117501
