"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"PRKCD",1638,7.79528,1451,7.41184,1607,8.0403,7.74914,"Prkcd",11.238889,7.272795,8.883105,275,162,384,9.13159633333333,0.86354999865273
"PRKCE",2555,0.831751,2626,0.917567,1776,0.607832,0.785716666667,"Prkce",57.773957,67.203365,58.640114,5066,5594,9412,61.205812,0.0287065888098527
"PRKCG",81,0.497159,93,0.612679,39,0.251659,0.453832333333,"Prkcg",68.209962,77.19367,76.929835,2211,2388,4663,74.1111556666667,0.0193557444354194
"PRKCH",566,0.272082,785,0.405037,817,0.412899,0.363339333333,"Prkch",3.794121,3.554209,3.449525,177,166,318,3.599285,0.296424190571578
"PRKCI",1242,2.59684,1388,3.11497,1540,3.38518,3.03233,"Prkci",19.656452,19.319019,21.386896,788,750,1346,20.120789,0.19091758361868
"PRKCQ",105,0.119767,144,0.176299,260,0.311788,0.202618,"Prkcq",3.876885,3.176397,2.963463,142,144,263,3.338915,0.277170214212539
"PRKCSH",1908,21.2567,1847,22.0864,1708,20.0052,21.1161,"Prkcsh",21.747978,20.436072,21.119392,564,522,1049,21.1011473333333,1.00067655612811
"PRKCZ",1636,2.11733,1659,2.30458,1120,1.52392,1.98194333333,"Prkcz",100.679261,100.51775,103.974238,2601,2778,5159,101.723749666667,0.0290287625111647
"PRKD1",906,0.257186,1158,0.352832,1241,0.370364,0.326794,"Prkd1",2.756538,2.228685,2.406777,135,108,229,2.464,0.383023672055427
"PRKD2",368,1.50023,397,1.73716,448,1.92011,1.71916666667,"Prkd2",3.31068,1.447617,1.940978,41,47,92,2.23309166666667,0.841042242849079
"PRKD3",1579,3.7123,2179,5.49868,2343,5.79124,5.00074,"Prkd3",3.629622,4.005751,3.473913,276,300,512,3.70309533333333,1.2759128987817
"PRKDC",3081,2.87716,3667,3.67556,4173,4.09693,3.54988333333,"Prkdc",2.17302,2.473207,2.590074,401,447,911,2.41210033333333,1.33345531750092
"PRKG1",3095,0.413521,2948,0.422771,2394,0.336279,0.390857,"Prkg1",1.671507,2.991452,2.143738,152,152,283,2.268899,0.425481790657955
"PRKG2",183,0.250258,290,0.425672,205,0.294733,0.323554333333,"Prkg2",2.985337,2.482038,4.514512,149,102,250,3.32729566666667,0.305861774948357
"PRKN",767,0.0970723,979,0.132991,864,0.114961,0.1150081,"Prkn",5.2119,4.032637,5.109617,86,84,194,4.784718,0.192750640567094
"PRKRA",1256,10.9171,1438,13.4158,1669,15.2514,13.1947666667,"Prkra",5.759367,6.684278,5.080824,111,121,193,5.84148966666667,2.07480641765202
"PRKRIP1",963,2.67869,1151,3.43647,1042,3.04721,3.05412333333,"Prkrip1",21.940489,20.125311,18.714133,179,155,272,20.2599776666667,0.190692737165309
"PRKX",1763,2.81762,2111,3.62126,1927,3.2378,3.22556,"Prkx",2.762434,2.563759,3.069656,154,141,329,2.79861633333333,1.11239452190004
"PRLHR",0,0,5,0.165882,9,0.292462,0.152781333333,"Prlhr",0.209306,0.20664,0.158364,4,4,6,0.191436666666667,0.967555696064135
"PRLR",125,0.120163,146,0.150644,169,0.170798,0.147201666667,"Prlr",0.468646,0.833513,0.62232,60,62,91,0.641493,0.69887697764596
"PRMT1",1070,14.1142,1130,15.9989,1044,14.478,14.8637,"Prmt1",76.73678,78.381921,87.677939,478,489,957,80.9322133333333,0.193619815144747
"PRMT2",4005,23.6935,4296,27.2792,4123,25.6436,25.5387666667,"Prmt2",17.283247,16.043436,18.384696,421,418,812,17.2371263333333,1.45520550670273
"PRMT3",353,0.506391,439,0.675952,548,0.826475,0.669606,"Prmt3",10.621235,11.09411,9.855739,217,222,424,10.5236946666667,0.144884609345776
"PRMT5",912,17.934,941,19.8615,1038,21.4594,19.7516333333,"Prmt5",22.854554,23.419914,27.754606,469,506,922,24.676358,0.80820003106749
"PRMT6",198,3.1552,309,5.28518,260,4.35585,4.26541,"Prmt6",2.515125,3.049689,2.70616,86,110,195,2.75699133333333,1.4014964456488
"PRMT7",545,2.00065,523,2.06071,585,2.25771,2.10635666667,"Prmt7",14.090413,11.936796,10.325912,356,354,597,12.117707,0.236806376805794
"PRMT8",73,0.059979,98,0.0864257,56,0.0483729,0.0649258666667,"Prmt8",22.711616,24.669206,22.642676,739,812,1485,23.341166,0.0437499940087792
"PRMT9",457,1.72141,470,1.90024,471,1.86521,1.82895333333,"Prmt9",3.755485,5.853933,5.615487,143,211,397,5.07496833333333,0.465673757969658
"PRND",5,0.133317,4,0.114477,3,0.0840961,0.110630033333,"Prn",0,0,0,0,0,0,0,1.110630033333
"PRND",5,0.133317,4,0.114477,3,0.0840961,0.110630033333,"Prnd",0.022828,0.081735,0.083908,1,3,7,0.0628236666666667,1.04498052514795
"PRNP",16462,188.695,15750,193.775,15849,190.993,191.154333333,"Prnp",235.61037,261.422374,240.53937,6540,7163,12308,245.857371333333,0.778402250235147
"PROB1",39,1.5097,44,1.82818,31,1.26161,1.53316333333,"Prob1",1.294154,2.111285,1.893045,45,55,114,1.76616133333333,0.915768470480873
"PROCA1",174,3.51093,130,2.81551,156,3.3093,3.21191333333,"Proca1",2.373169,1.640582,2.156282,32,23,57,2.05667766666667,1.37793833457197
"PROCR",358,1.41598,367,1.55804,495,2.05834,1.67745333333,"Procr",0.198793,0.539957,0.277782,4,5,8,0.338844,1.99982472441151
"PRODH",4007,29.441,4211,33.2093,3870,29.8939,30.8480666667,"Prodh",12.743209,21.103596,20.603293,210,256,510,18.1500326666667,1.66308158430121
"PRODH2",2,0.0262469,2,0.028172,0,0,0.0181396333333,"Prodh2",0.255805,0,0.41597,2,0,6,0.223925,0.83186439800911
"PROK1",2,0.0562638,1,0.0301953,2,0.0591517,0.0485369333333,"Prok1",0,0,0.01252,0,0,1,0.00417333333333333,1.04417922536611
"PROK2",14,0.180474,9,0.124529,9,0.121974,0.142325666667,"Prok2",0.585766,0.395257,0.685323,7,6,15,0.555448666666667,0.734402678241391
"PROKR2",11,0.155855,12,0.182494,7,0.104271,0.14754,"Prokr2",0.814919,0.739814,0.773234,45,26,73,0.775989,0.646141389389236
"PROM1",21,0.0302439,39,0.0602871,52,0.0787337,0.0564215666667,"Prom1",10.969313,13.141039,11.378854,235,225,474,11.8297353333333,0.0823416492405715
"PROM2",51,0.528449,36,0.400383,39,0.42485,0.451227333333,"Prom2",0.102827,0.034742,0.832041,6,2,5,0.323203333333333,1.09675308153673
"PRORP",723,0.810822,755,0.908813,953,1.12362,0.947751666667,"Prorp",1.891084,2.897427,2.364275,47,84,95,2.384262,0.575532174124521
"PROS1",2651,4.32947,2586,4.53308,7182,12.3313,7.06461666667,"Pros1",4.365033,4.44383,4.433313,157,150,288,4.41405866666667,1.48956950103299
"PROSER1",517,3.19998,519,3.44798,734,4.77629,3.80808333333,"Proser1",4.038153,3.573669,4.032664,205,182,402,3.88149533333333,0.984961165587512
"PROSER2",149,0.53189,152,0.582398,293,1.09962,0.737969333333,"Proser2",0.867144,0.911239,0.529358,34,38,51,0.769247,0.982321481021587
"PROSER3",318,4.31121,267,3.8853,333,4.7463,4.31427,"Proser3",2.647247,0.646267,2.701879,28,17,62,1.99846433333333,1.77233056965938
"PROX1",98,0.293511,158,0.507921,135,0.42508,0.408837333333,"Prox1",1.934595,1.915316,1.42636,213,211,291,1.758757,0.510678299441741
"PROX2",203,1.85967,195,1.91741,188,1.81066,1.86258,"Prox2",1.126179,1.048948,1.420384,36,30,82,1.19850366666667,1.30205832421476
"PROZ",8,0.101724,3,0.0409446,7,0.0935775,0.0787487,"Proz",3.340942,3.958223,3.642703,131,141,262,3.64728933333333,0.2321242820546
"PRPF18",431,1.71433,452,1.92973,425,1.77724,1.8071,"Prpf18",22.359755,18.515661,18.245293,585,560,1036,19.706903,0.1355634881759
"PRPF19",1661,18.0918,1672,19.5474,1680,19.238,18.9590666667,"Prpf19",414.57777,442.707779,442.152377,1623,1614,3007,433.145975333333,0.0459731698569257
"PRPF3",1225,6.7393,1296,7.65286,1436,8.3056,7.56592,"Prpf3",17.553077,17.120047,15.324808,218,187,384,16.6659773333333,0.484882315785454
"PRPF31",718,7.69061,731,8.40416,665,7.48853,7.8611,"Prpf31",14.659157,18.366061,14.827896,278,306,539,15.951038,0.522746748606192
"PRPF38A",848,9.12503,905,10.4527,995,11.2564,10.2780433333,"Prpf38a",10.238964,10.871017,9.599645,215,220,383,10.236542,1.00369342572653
"PRPF39",1652,8.96951,1888,11.0027,1800,10.2747,10.0823033333,"Prpf39",21.715602,18.768405,24.427184,588,406,1080,21.6370636666667,0.48956452552717
"PRPF4",465,4.62535,481,5.13544,506,5.29152,5.01743666667,"Prpf4",4.213166,2.952318,3.447312,233,192,410,3.53759866666667,1.32612800485734
"PRPF40A",1340,3.52529,1776,5.01503,2134,5.90231,4.81421,"Prpf40a",15.33514,19.001424,16.923541,611,605,1125,17.0867016666667,0.321463255553965
"PRPF40B",1355,3.09641,1820,4.46407,1653,3.97127,3.84391666667,"Prpf40b",28.315485,31.185691,36.831799,470,480,1012,32.1109916666667,0.146293312970944
"PRPF4B",1643,6.56565,2102,9.01599,2322,9.7553,8.44564666667,"Prpf4b",29.772975,26.100708,32.485702,1182,989,2275,29.4531283333333,0.31016999512431
"PRPF6",1632,5.48613,1777,6.41171,1450,5.12451,5.67411666667,"Prpf6",17.658937,16.814704,23.747575,543,571,1048,19.407072,0.327049204641901
"PRPF8",4764,24.3076,5117,28.0237,5299,28.4251,26.9188,"Prpf8",25.400787,26.68984,23.186147,2670,2747,4661,25.092258,1.07000321704622
"PRPH",28,6.55707,27,6.78666,16,3.93922,5.76098333333,"Prph",0.909532,0.132093,0.236929,3,3,4,0.426184666666667,4.74060862618305
"PRPH2",52,0.349398,55,0.396662,93,0.656959,0.467673,"Prph2",0,0,0.030947,0,0,1,0.0103156666666667,1.45268755936676
"PRPS1",1754,13.5567,1702,14.1197,1880,15.2764,14.3176,"Prps1l3",3.66926,3.122837,4.262871,79,66,177,3.68498933333333,3.26950584305848
"PRPS1",1754,13.5567,1702,14.1197,1880,15.2764,14.3176,"Prps1",32.052277,27.883252,22.843412,624,693,1103,27.5929803333333,0.535711906259137
"PRPS1L1",5,0.811045,0,0,5,0.852674,0.554573,"Prps1l1",0,0,0,0,0,0,0,1.554573
"PRPS2",335,1.78058,392,2.23637,667,3.72719,2.58138,"Prps2",6.508855,6.819659,6.40939,322,343,600,6.57930133333333,0.472521125957784
"PRPSAP1",1237,2.87968,1400,3.49819,1334,3.26489,3.21425333333,"Prpsap1",22.816556,18.480633,23.237382,299,261,588,21.5115236666667,0.187204269054882
"PRPSAP2",743,1.42321,840,1.72704,787,1.58487,1.57837333333,"Prpsap2",13.939852,14.957707,14.969225,288,332,591,14.6222613333333,0.165044821509195
"PRR11",103,0.36568,94,0.358205,142,0.530017,0.417967333333,"Prr11",0.263237,0.17255,0.189306,14,9,19,0.208364333333333,1.17346010157505
"PRR12",578,2.86392,626,3.32926,683,3.55788,3.25035333333,"Prr12",9.86043,10.130801,10.01435,528,680,1225,10.0018603333333,0.386330420906392
"PRR14",407,12.4218,380,12.4484,366,11.7438,12.2046666667,"Prr14",16.524322,11.835438,11.921253,192,174,340,13.4270043333333,0.915274325952121
"PRR14L",1035,2.44723,998,2.53283,1085,2.69713,2.55906333333,"Prr14l",5.853369,17.007803,28.96239,757,792,1509,17.2745206666667,0.194755495821122
"PRR15",9,0.454551,14,0.758942,36,1.91153,1.04167433333,"Prr15",0.816936,0.32517,0.301275,15,6,11,0.481127,1.37846000601569
"PRR15L",8,0.2362,23,0.728882,10,0.310404,0.425162,"Prr15l",0.060634,0.393703,0.306002,3,3,7,0.253446333333333,1.13699482945554
"PRR16",23,0.0180156,23,0.019337,36,0.0296457,0.0223327666667,"Prr16",2.674363,3.502532,2.603331,101,125,182,2.926742,0.260351397333133
"PRR18",0,0,2,0.119094,3,0.174976,0.0980233333333,"Prr18",11.169128,11.498527,10.715272,426,458,865,11.1276423333333,0.09053889479535
"PRR19",89,1.78223,113,2.42881,75,1.57897,1.93000333333,"Prr19",0.271066,0,0.035477,4,0,1,0.102181,2.65836857406361
"PRR22",22,2.15074,13,1.36411,32,3.28893,2.26792666667,"Prr22",0.520401,0.372815,0.567241,8,6,18,0.486819,2.19793173659336
"PRR27",4,0.0161818,0,0,3,0.0127593,0.00964703333333,"Prr27",0,0,0,0,0,0,0,1.00964703333333
"PRR29",147,4.31319,213,6.70814,137,4.22611,5.08248,"Prr29",0.289913,0.199902,0.102799,2,1,2,0.197538,5.07915406442217
"PRR3",297,7.58784,372,10.201,328,8.80995,8.86626333333,"Prr3",14.1255,14.616678,17.249033,207,212,424,15.3304036666667,0.60416530630341
"PRR33",84,4.42143,85,4.80223,43,2.37952,3.86772666667,"Prr33",0.169877,0.141017,0.233769,5,3,6,0.181554333333333,4.11976540506389
"PRR36",38,1.17041,46,1.52073,36,1.16572,1.28562,"Prr36",4.697495,6.728593,5.468996,224,295,529,5.63169466666667,0.344650970058734
"PRR5",444,1.12196,364,0.987267,330,0.876687,0.995304666667,"Prr5",2.769493,1.957682,2.854781,59,42,120,2.52731866666667,0.565671790735191
"PRR5-ARHGAP8",702,0.764228,641,0.749004,570,0.652377,0.721869666667,"Arhgap8",0.16489,0.106917,0.278297,3,2,2,0.183368,1.45505849969494
"PRR5L",99,0.102389,97,0.107679,141,0.153311,0.121126333333,"Prr5l",10.549852,13.300718,8.348908,149,141,222,10.7331593333333,0.095551956764785
"PRR7",101,1.79279,102,1.94334,63,1.17567,1.63726666667,"Prr7",7.655319,11.142895,12.11353,67,132,322,10.3039146666667,0.233305606459225
"PRRC1",726,3.38389,986,4.93284,1220,5.9783,4.76501,"Prrc1",2.691709,3.85756,4.562788,198,206,439,3.704019,1.22554989680101
"PRRC2A",3954,40.4972,3686,40.5213,3979,42.845,41.2878333333,"Prrc2a",84.918356,81.594121,78.612896,3944,4062,7790,81.7084576666667,0.511287896380916
"PRRC2B",5930,8.18544,5010,7.42276,6039,8.76376,8.12398666667,"Prrc2b",82.398023,62.517783,80.193761,6236,6729,12417,75.0365223333333,0.119994791801126
"PRRC2C",4182,6.76718,4311,7.48759,4643,7.89879,7.38452,"Prrc2c",26.653175,26.268587,26.502884,2389,2343,4548,26.474882,0.305170373434179
"PRRG1",507,0.819956,711,1.23422,714,1.214,1.089392,"Prrg1",2.281779,1.321775,1.932574,87,60,129,1.845376,0.734311388020423
"PRRG4",782,4.84552,1104,7.34249,1327,8.64456,6.94419,"Prrg4",0.105,0.137437,0.284787,4,5,21,0.175741333333333,6.75674978396609
"PRRT1",144,5.32416,144,5.71468,98,3.80937,4.94940333333,"Prrt1",42.35622,36.925815,40.595752,758,758,1626,39.9592623333333,0.145251720719791
"PRRT1B",18,0.239916,32,0.457802,12,0.168154,0.288624,"Gm13420",0.23559,0.504047,0.047509,2,5,1,0.262382,1.02078768550249
"PRRT2",734,28.4259,842,35.0002,363,14.7796,26.0685666667,"Prrt2",473.281974,474.497092,399.444802,1924,2099,3792,449.074622666667,0.0601423970681135
"PRRT3",441,11.2192,503,13.7351,280,7.48893,10.81441,"Prrt3",10.500471,10.535381,8.807053,406,431,728,9.947635,1.07917463452152
"PRRT4",2,0.0307542,5,0.0825248,9,0.145497,0.0862586666667,"Prrt4",0.621177,1.045219,0.734486,24,44,63,0.800294,0.603378485217803
"PRRX1",535,1.21866,664,1.62345,1515,3.62811,2.15674,"Prrx1",1.522739,2.2777,1.336517,114,120,183,1.71231866666667,1.16385291993714
"PRRX2",9,0.0275705,20,0.0657617,34,0.109501,0.0676110666667,"Prrx2",0.316756,0.930862,0.658853,2,5,14,0.635490333333333,0.652777362792952
"PRSS12",820,1.96329,762,1.95824,473,1.19061,1.70404666667,"Prss12",5.816744,6.564662,6.898878,178,208,440,6.42676133333333,0.364094999866698
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Gm5771",0,0,0,0,0,0,0,1.00822093333333
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Prss2",0,0,0.062067,0,0,1,0.020689,0.987784656573481
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Prss1",0,0,0,0,0,0,0,1.00822093333333
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Try5",0,0.12575,0,0,1,0,0.0419166666666667,0.967659857634165
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Gm10334",0.423944,0.652237,0.615074,4,6,11,0.563751666666667,0.644744913674484
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Prss3",0,0,0,0,0,0,0,1.00822093333333
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Try10",0,0,0,0,0,0,0,1.00822093333333
"PRSS2",2,0.0246628,0,0,0,0,0.00822093333333,"Try4",0,0,0,0,0,0,0,1.00822093333333
"PRSS23",2687,2.90028,2769,3.20801,2638,2.99354,3.03394333333,"Prss23",15.708825,17.472446,14.981927,280,264,434,16.0543993333333,0.236533885156866
"PRSS27",32,0.687369,28,0.645562,24,0.541987,0.624972666667,"Prss27",0,0.068292,0,0,1,0,0.022764,1.58880510720655
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Try5",0,0.12575,0,0,1,0,0.0419166666666667,1.77663632728145
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Gm10334",0.423944,0.652237,0.615074,4,6,11,0.563751666666667,1.18376020915512
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Prss2",0,0,0.062067,0,0,1,0.020689,1.81358572493678
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Try4",0,0,0,0,0,0,0,1.851107
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Try10",0,0,0,0,0,0,0,1.851107
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Prss3",0,0,0,0,0,0,0,1.851107
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Prss1",0,0,0,0,0,0,0,1.851107
"PRSS3",277,0.992323,261,1.00359,148,0.557408,0.851107,"Gm5771",0,0,0,0,0,0,0,1.851107
"PRSS35",149,1.97632,153,2.17823,99,1.38053,1.84502666667,"Prss35",0.877552,0.96261,0.895998,41,45,82,0.912053333333333,1.48794315360973
"PRSS36",92,1.44043,49,0.823457,94,1.54728,1.270389,"Prss36",39.378652,48.931608,40.074761,47,38,80,42.795007,0.0518412749654316
"PRSS37",3,0.100749,5,0.180231,5,0.176534,0.152504666667,"Prss37",0,0,0,0,0,0,0,1.152504666667
"PRSS38",5,0.0283805,5,0.0304622,14,0.0835442,0.0474623,"Prss38",0.067172,0.068767,0.035244,1,1,1,0.057061,0.990919445519227
"PRSS45P",5,0.0992608,4,0.0852331,8,0.166969,0.1171543,"Prss45",0,0.213801,0.14292,0,3,4,0.118907,0.998433560608701
"PRSS48",21,0.256856,18,0.236311,10,0.128591,0.207252666667,"Prss48",0.094605,0,0,1,0,0,0.031535,1.17034581150131
"PRSS50",6,0.1822,7,0.228157,3,0.0957758,0.168710933333,"Prss50",0.571986,0.468223,0.400866,6,6,10,0.480358333333333,0.789478403314288
"PRSS53",148,4.16755,114,3.44559,116,3.43412,3.68242,"Prss53",0.647742,0.533569,0.648419,18,12,32,0.60991,2.9084979905709
"PRSS54",232,2.69286,220,2.74087,198,2.41618,2.61663666667,"Prss54",0.112036,0.09437,0.077513,2,2,2,0.0946396666666667,3.30395177226052
"PRSS55",1,0.00610089,10,0.0654838,8,0.0513123,0.0409656633333,"Prss55",0.084574,0.340183,0.465457,1,2,5,0.296738,0.802757120816464
"PRSS56",0,0,1,0.0356895,0,0,0.0118965,"Prss56",0.154768,0.145473,0.236888,4,4,13,0.179043,0.858235450276199
"PRSS57",5,0.087762,4,0.0753593,1,0.0184533,0.0605248666667,"Prss57",0.297513,0.151461,0.429372,7,3,9,0.292782,0.820343156593068
"PRSS8",13,0.528775,5,0.218292,2,0.0855255,0.277530833333,"Prss8",0.124847,0,0.048194,1,0,2,0.0576803333333333,1.2078610077837
"PRTG",105,0.139378,138,0.196619,125,0.174443,0.170146666667,"Prtg",0.503279,0.28747,0.789579,40,36,73,0.526776,0.766416728234528
"PRTN3",1,0.0243415,0,0,0,0,0.00811383333333,"Prtn3",0.391449,1.083849,3.134815,3,9,26,1.53670433333333,0.397410853163414
"PRUNE1",602,3.85319,680,4.67168,603,4.05769,4.19418666667,"Prune1",6.902954,8.132693,6.816513,297,344,555,7.28405333333333,0.627010288039752
"PRUNE2",63384,37.5693,69708,44.3482,42691,26.6028,36.1734333333,"Prune2",15.683325,18.580275,16.333797,934,1147,1864,16.865799,2.08070365805078
"PRX",8601,76.6665,7871,75.3056,7194,67.4163,73.1294666667,"Prx",0.283546,0.225351,0.236812,20,17,35,0.248569666666667,59.3715101734011
"PRXL2A",6754,40.2881,7484,47.917,5731,35.9405,41.3818666667,"Prxl2a",52.311668,56.526473,59.086933,729,835,1557,55.9750246666667,0.743867456217102
"PRXL2B",1032,36.21,1131,42.5943,657,24.2355,34.3466,"Prxl2b",38.087925,52.142913,50.443269,295,371,689,46.891369,0.7380578325084
"PRXL2C",306,3.39609,374,4.45523,477,5.56564,4.47232,"Prxl2c",5.492947,7.175355,6.58322,136,140,268,6.417174,0.737790430695033
"PSAP",47765,238.224,47819,255.986,45944,240.903,245.037666667,"Psap",409.166751,438.432362,399.427933,14526,15211,26957,415.675682,0.590477623954546
"PSAT1",1385,7.33896,1659,9.43565,1347,7.50396,8.09285666667,"Psat1",51.573462,51.228461,50.871056,1197,1158,2216,51.2243263333333,0.174111516702634
"PSD",787,7.26566,750,7.43194,428,4.15415,6.28391666667,"Psd",154.97421,179.812767,175.064116,3161,3851,7395,169.950364333333,0.0426083717052934
"PSD2",279,1.00169,227,0.87477,173,0.652998,0.843152666667,"Psd2",12.937764,11.154453,11.237103,580,513,1049,11.77644,0.144261834021605
"PSD4",348,1.16752,346,1.24596,489,1.72478,1.37942,"Psd4",0.152497,0.304138,3.470277,14,16,34,1.30897066666667,1.03051114262748
"PSEN1",1489,2.98058,1618,3.47636,1989,4.1858,3.54758,"Psen1",15.75272,16.854634,18.979798,547,562,1123,17.1957173333333,0.24992584335596
"PSEN2",454,3.05969,448,3.24071,373,2.64283,2.98107666667,"Psen2",9.47738,20.337553,5.984019,106,106,207,11.932984,0.307823520594319
"PSENEN",508,46.2225,487,47.5619,450,43.0467,45.6103666667,"Psenen",162.89326,298.103576,200.511435,163,206,394,220.502757,0.210427930098857
"PSG1",0,0,2,0.0280729,0,0,0.00935763333333,"Ceacam2",0.495364,0.808161,0.365935,7,10,29,0.556486666666667,0.648484599932324
"PSG1",0,0,2,0.0280729,0,0,0.00935763333333,"Ceacam10",0,0,0.044348,0,0,1,0.0147826666666667,0.994653994878375
"PSG1",0,0,2,0.0280729,0,0,0.00935763333333,"Ceacam1",0.925724,0.650403,1.061759,45,21,75,0.879295333333333,0.537093673054047
"PSG11",1,0.00928312,0,0,0,0,0.00309437333333,"Ceacam1",0.925724,0.650403,1.061759,45,21,75,0.879295333333333,0.53376090257944
"PSG11",1,0.00928312,0,0,0,0,0.00309437333333,"Ceacam10",0,0,0.044348,0,0,1,0.0147826666666667,0.98848197380851
"PSG11",1,0.00928312,0,0,0,0,0.00309437333333,"Ceacam2",0.495364,0.808161,0.365935,7,10,29,0.556486666666667,0.644460627138896
"PSG2",1,0.00927425,0,0,0,0,0.00309141666667,"Ceacam10",0,0,0.044348,0,0,1,0.0147826666666667,0.988479060212568
"PSG2",1,0.00927425,0,0,0,0,0.00309141666667,"Ceacam2",0.495364,0.808161,0.365935,7,10,29,0.556486666666667,0.644458727561647
"PSG2",1,0.00927425,0,0,0,0,0.00309141666667,"Ceacam1",0.925724,0.650403,1.061759,45,21,75,0.879295333333333,0.533759329294705
"PSG3",0,0,6,0.0597048,1,0.00974666,0.0231504866667,"Ceacam10",0,0,0.044348,0,0,1,0.0147826666666667,1.00824592326505
"PSG3",0,0,6,0.0597048,1,0.00974666,0.0231504866667,"Ceacam2",0.495364,0.808161,0.365935,7,10,29,0.556486666666667,0.657346129959374
"PSG3",0,0,6,0.0597048,1,0.00974666,0.0231504866667,"Ceacam1",0.925724,0.650403,1.061759,45,21,75,0.879295333333333,0.544433048131889
"PSG4",1,0.0119673,2,0.0256902,0,0,0.0125525,"Ceacam2",0.495364,0.808161,0.365935,7,10,29,0.556486666666667,0.650537214153243
"PSG4",1,0.0119673,2,0.0256902,0,0,0.0125525,"Ceacam1",0.925724,0.650403,1.061759,45,21,75,0.879295333333333,0.538793707428636
"PSG4",1,0.0119673,2,0.0256902,0,0,0.0125525,"Ceacam10",0,0,0.044348,0,0,1,0.0147826666666667,0.997802320891041
"PSG5",0,0,1,0.00924574,2,0.0181121,0.00911928,"Ceacam1",0.925724,0.650403,1.061759,45,21,75,0.879295333333333,0.536966841826883
