"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,"Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,1.5094499557637
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot10",0.019903,0,0.102498,1,0,2,0.0408003333333333,4.07817573720031
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,0.152289276648599
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,"Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,0.187236871157687
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,"Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,1.83054037458093
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,"Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,0.0607101033951815
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,"Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,0.839947654317088
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,"Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,0.829267176483814
"ACP4",2,0.0727155,7,0.273172,3,0.114672,0.153519833333,"Acp4",0.036404,0,0,2,0,0,0.0121346666666667,1.13969007417952
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,"Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,1.65676785592244
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,"Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,0.770510549354362
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,"Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,0.981569151296339
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,"Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,0.613001663428595
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,"Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,0.321508648503544
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,"Acsbg2",0,0,0,0,0,0,0,1.151760333333
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,"Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,0.422164970404998
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,"Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,0.269428572822294
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,"Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,0.335309718078873
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,"Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,0.12407984318804
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,"Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,0.141189559582673
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,"Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,0.0367406594842875
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,"Acsl6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.155053117451224
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,"Acsm1",0,0,0,0,0,0,0,1.0344135666667
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.975472996801117
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.965141022833179
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,"Acsm3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,0.794784487639896
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,"Acsm4",0.011681,0,0,1,0,0,0.00389366666666667,1.16847003384522
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,"Acsm5",0.010922,0,0.067589,1,0,1,0.0261703333333333,3.82879905252897
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,"Acss1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,1.18290326187767
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,"Acss2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,0.326045281165357
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,"Acss3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,0.893349910998787
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,"Acta1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,0.411832635374668
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,"Acta2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,0.908752765321657
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,"Actb",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,0.117524036420338
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,"Actbl2",0,0,0,0,0,0,0,1.0223709
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,"Actc1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,3.54078031173653
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,"Actg1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,0.306123252841913
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,"Actg2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,0.926912919604068
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,"Actl10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,1.13267452255234
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,"Actl6a",15.588001,15.09347,14.716698,542,125,207,15.132723,0.428184793519978
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,"Actl6b",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,0.143405718150254
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,"Actn1",26.457163,22.758434,23.531673,2408,540,957,24.24909,0.122207704647177
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,"Actn2",0.779912,0.277064,1.615409,32,6,43,0.890795,0.609759210632036
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,"Actn3",0.298521,0.370089,4.380687,36,4,187,1.683099,0.400942964335904
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,"Actr10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,0.103591650272304
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,"Actr1a",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,0.181211355275246
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,"Actr1b",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,0.197713103981798
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,"Actr2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,0.330741682182882
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,"Actr3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,0.0809113974087286
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,"Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.0943186966508312
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,"Actr5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,0.796487659716015
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,"Actr8",24.912195,25.178437,23.250779,1393,346,585,24.447137,0.324401523047563
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,"Actrt3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,4.34044237568303
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,"Acvr1",6.331841,5.288368,7.568124,673,151,282,6.396111,0.265702385122803
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,"Acvr1b",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,0.415652965202867
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,"Acvr1c",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,1.01652460044664
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,"Acvr2a",7.64131,6.40039,7.648165,1424,353,587,7.229955,0.298739584035393
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,"Acvr2b",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,1.25923985987858
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,"Acvrl1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,0.483176655686057
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,"Acy1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,1.59756002726981
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,"Acy3",1.653723,1.194308,1.348363,53,11,18,1.398798,0.5571954787356
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,"Acyp2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,0.0314926235422782
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,"Ada",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,0.342742393823749
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,"Adad1",0,0,0,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,"Adal",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,0.309176704467876
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,"Adam10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,0.221809376090911
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,"Adam11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,0.0967557007278783
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,"Adam12",0.563817,0.709663,0.437105,105,22,29,0.570195,0.66008701679301
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,"Adam15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,0.323883509869288
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,"Adam17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,0.682199034278488
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,"Adam2",0,0.078051,0,0,1,0,0.026017,0.984563585853548
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,"Adam21",0.204589,0.03484,0.152023,24,1,7,0.130484,1.82090502828877
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,"Adam22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,0.0694552451864586
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,"Adam23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,0.0764843586002278
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,"Adam28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,3.62337662337662
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,"Adam29",0,0,0,0,0,0,0,1.01435349
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,"Adam33",1.08604,1.806548,0.918762,72,23,28,1.27045,8.39121466374507
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,"Adam7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0.849518470609085
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,"Adam8",7.150305,7.312317,5.429994,379,89,132,6.630872,0.296107268824585
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,"Adamdec1",0,0,0.052747,0,0,2,0.0175823333333333,1.04613487459003
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,"Adamts1",1.972872,2.418183,2.902107,371,102,193,2.431054,18.2003936205318
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,"Adamts10",6.12289,6.497636,5.084381,491,119,180,5.90163566666667,0.610961932840848
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,"Adamts12",0.178758,0.087886,0.199341,55,8,29,0.155328333333333,0.925607092933178
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,"Adamts13",0.247012,0,0.680334,5,0,3,0.309115333333333,1.89311051279923
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,"Adamts14",0.192023,0.34364,0.261029,43,18,23,0.265564,1.08459364099089
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,"Adamts15",3.714761,5.700539,6.051831,943,226,410,5.15571033333333,0.287228319331194
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,"Adamts16",0.211167,0.245886,0.270788,42,11,23,0.242613666666667,1.23271700697535
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,"Adamts17",9.208173,8.081907,4.724541,140,28,59,7.338207,0.125959637765445
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,"Adamts18",0.220331,0.258775,0.412392,37,12,28,0.297166,0.780704273778375
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,"Adamts19",0.154421,0.135047,0.096842,31,6,8,0.12877,0.912464954478503
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,"Adamts2",6.094016,1.726416,1.766584,414,103,172,3.195672,0.333194698409933
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,"Adamts20",1.574943,1.493663,1.521023,361,75,147,1.52987633333333,0.399097803067846
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,"Adamts3",2.699881,3.257766,2.563263,416,85,142,2.84030333333333,0.273798423909222
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,"Adamts4",0.058826,0.154843,0.136769,11,7,10,0.116812666666667,4.25281709436199
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,"Adamts5",4.137986,4.408364,4.740094,1902,504,861,4.42881466666667,0.288621997533593
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,"Adamts6",0.376293,0.30588,0.157867,52,20,19,0.280013333333333,0.850091170925277
"ADAMTS7",329,1.09983,467,1.67566,358,1.2582,1.34456333333,"Adamts7",1.506469,1.401897,1.187099,135,33,69,1.365155,0.991293734799622
"ADAMTS8",526,3.87942,457,3.61774,393,3.04727,3.51481,"Adamts8",1.705504,1.753598,1.893282,241,60,111,1.784128,1.6216244368075
"ADAMTS9",2388,2.42059,1539,1.67443,2427,2.58639,2.22713666667,"Adamts9",1.969646,2.202028,1.971447,560,151,217,2.047707,1.05887366031905
"ADAMTSL1",1161,0.20194,1836,0.34277,1358,0.248329,0.264346333333,"Adamtsl1",1.041698,1.147851,1.06388,117,34,53,1.08447633333333,0.606553460509266
"ADAMTSL2",533,2.14768,724,3.13127,749,3.17294,2.81729666667,"Adamtsl2",2.665958,2.016539,2.342673,119,34,44,2.34172333333333,1.14231379617602
"ADAMTSL3",241,0.109143,354,0.172077,572,0.272341,0.184520333333,"Adamtsl3",2.561912,1.950429,2.810193,297,56,132,2.44084466666667,0.344252777467141
"ADAMTSL4",760,11.4765,649,10.5191,1257,19.9558,13.9838,"Adamtsl4",11.314464,7.309392,8.231005,298,67,137,8.95162033333333,1.50566435395563
"ADAMTSL5",89,1.81151,156,3.40813,212,4.53655,3.25206333333,"Adamtsl5",11.286791,5.808438,10.442508,412,101,178,9.17924566666667,0.417718903008104
"ADAP1",1063,3.2292,1090,3.5541,884,2.82327,3.20219,"Adap1",106.404698,100.798629,102.857309,6578,1401,2262,103.353545333333,0.0402687803905183
"ADAP2",562,1.8532,396,1.40159,1016,3.52224,2.25901,"Adap2",0.756104,1.038981,1.135843,42,14,31,0.976976,1.64848232856646
"ADAR",5573,21.185,6126,24.9952,7275,29.0744,25.0848666667,"Adar",17.754365,14.530618,18.285544,3192,734,1207,16.8568423333333,1.46077711724023
"ADARB1",1308,1.49636,1427,1.75224,1792,2.15529,1.80129666667,"Adarb1",11.689801,9.665161,10.36096,2984,649,1040,10.571974,0.242075955810996
"ADARB2",501,0.156234,944,0.315973,485,0.159007,0.210404666667,"Adarb2",0.098649,0.117972,0.093987,21,5,8,0.103536,1.09684203022557
"ADAT1",854,5.66843,860,6.12694,899,6.27339,6.02292,"Adat1",2.988552,2.521812,2.702469,384,77,129,2.737611,1.87898633645931
"ADAT2",387,2.42638,380,2.55724,638,4.20539,3.06300333333,"Adat2",1.887569,1.711842,1.641896,104,23,36,1.74710233333333,1.47901419034505
"ADAT3",46,0.998404,31,0.722189,43,0.981195,0.900596,"Adat3",2.379345,1.291363,1.587192,51,3,15,1.75263333333333,0.690464645975369
"ADCK1",284,0.367771,284,0.394746,329,0.447913,0.403476666667,"Adck1",8.364382,8.074955,7.663834,768,185,269,8.03439033333333,0.155348243200067
"ADCK2",804,6.02385,817,6.57023,656,5.16725,5.92044333333,"Adck2",23.992903,19.824526,20.347792,629,144,245,21.388407,0.309108340460757
"ADCK5",174,1.50917,191,1.77812,151,1.3769,1.55473,"Adck5",23.297127,9.207389,22.120758,283,63,104,18.2084246666667,0.133000495581158
"ADCY1",332,0.389322,413,0.519831,326,0.401908,0.437020333333,"Adcy1",8.226906,7.911924,8.117026,4358,1027,1689,8.08528533333333,0.158170082788778
"ADCY10",49,0.0816584,47,0.0840704,58,0.101618,0.0891156,"Adcy10",0.008435,0.051925,0.226777,2,1,2,0.0957123333333333,0.993979502527579
"ADCY2",314,0.126411,265,0.11451,271,0.1147,0.118540333333,"Adcy2",7.522754,6.030767,7.545049,1277,248,510,7.03285666666667,0.139245648185722
"ADCY3",4737,8.22034,3211,5.98091,5227,9.53623,7.91249333333,"Adcy3",8.456142,10.516189,8.114078,940,226,368,9.028803,0.888689640561291
"ADCY4",682,7.11524,842,9.42883,463,5.07837,7.20748,"Adcy4",0.544269,0.77078,0.996493,76,13,27,0.770514,4.63564817900339
"ADCY5",771,0.804315,832,0.931613,820,0.89934,0.878422666667,"Adcy5",14.862687,15.095945,10.672673,3395,732,1242,13.5437683333333,0.129156531073297
"ADCY6",1216,9.29934,1150,9.43967,1242,9.98569,9.5749,"Adcy6",18.039716,27.817246,12.610773,1083,262,415,19.489245,0.516119554429653
"ADCY7",1701,4.12732,1462,3.80761,2459,6.27279,4.73590666667,"Adcy7",1.977884,1.78601,1.899815,506,112,191,1.887903,1.98618397732542
"ADCY8",97,0.0650239,86,0.0618785,86,0.0606091,0.0625038333333,"Adcy8",1.469716,1.260958,1.237004,430,89,147,1.32255933333333,0.457471125961891
"ADCY9",1169,1.25247,1230,1.41449,1157,1.30324,1.3234,"Adcy9",6.578852,5.795345,6.654467,1267,271,510,6.342888,0.316415012730686
"ADCYAP1",3750,89.7181,2088,53.6191,8078,203.185,115.5074,"Adcyap1",133.941737,113.221038,118.964567,3754,843,1402,122.042447333333,0.94688786288825
"ADCYAP1R1",102,0.301925,116,0.368551,105,0.326758,0.332411333333,"Adcyap1r1",0.666241,0.717749,0.71448,154,34,74,0.69949,0.78400657452118
"ADD1",8996,18.2277,9092,19.7734,8285,17.6487,18.5499333333,"Add1",275.430684,285.43531,265.220373,15049,3535,5787,275.362122333333,0.0707402778942329
"ADD2",6367,6.92561,5742,6.70389,5182,5.92596,6.51848666667,"Add2",60.067129,53.527453,55.233238,19591,4287,7146,56.27594,0.131267800522698
"ADD3",5737,7.20016,7429,10.0076,6888,9.08843,8.76539666667,"Add3",13.770719,11.618171,15.650723,2026,473,829,13.679871,0.665223602214897
"ADGB",309,0.249344,316,0.273696,433,0.367339,0.296793,"Adgb",0.709139,1.1436,0.999638,133,38,67,0.950792333333333,0.664751946089598
"ADGRA1",75,0.215689,82,0.253116,24,0.072563,0.180456,"Adgra1",1.974302,2.719455,1.080129,241,62,87,1.92462866666667,0.403625941800475
"ADGRA2",1605,4.61885,1784,5.51054,1627,4.92249,5.01729333333,"Adgra2",3.760546,2.808438,3.527116,626,138,255,3.36536666666667,1.37841647513305
"ADGRA3",388,0.396402,603,0.661245,564,0.60579,0.554479,"Adgra3",134.829051,87.027523,117.866451,1365,302,543,113.241008333333,0.0136070140020502
"ADGRB1",766,1.40008,581,1.13983,715,1.37394,1.30461666667,"Adgrb1",16.922598,13.512347,14.584145,1414,319,590,15.0063633333333,0.143981279112328
"ADGRB2",536,2.47872,328,1.62809,225,1.09392,1.73357666667,"Adgrb2",10.441854,2.963454,13.030392,510,98,224,8.8119,0.278598096869108
"ADGRB3",1909,0.442176,3346,0.831871,2361,0.574942,0.616329666667,"Adgrb3",5.409408,6.54154,5.561977,842,248,369,5.83764166666667,0.236387009653718
"ADGRD1",279,0.259865,304,0.303919,601,0.588513,0.384099,"Adgrd1",1.412643,1.446831,1.608786,316,76,140,1.48942,0.555992560516104
"ADGRE1",71,0.2345,35,0.124077,287,0.996562,0.451713,"Adgre1",1.472139,3.651292,0.535302,85,22,28,1.88624433333333,0.502976474733659
"ADGRE5",323,1.99921,240,1.59444,349,2.27102,1.95489,"Adgre5",6.939442,5.241608,6.523235,376,84,157,6.23476166666667,0.408429487541285
"ADGRF1",4,0.015653,2,0.00840055,1,0.0041141,0.00938921666667,"Adgrf1",0.018671,0,0,3,0,0,0.00622366666666667,1.00314597052809
"ADGRF2",1,0.00422366,4,0.0181338,2,0.0088809,0.0104127866667,"Adgrf2",0.088196,0,0.075097,9,0,3,0.054431,0.958254059930617
"ADGRF3",59,0.266716,29,0.140713,70,0.332685,0.246704666667,"Adgrf3",0,0,0,0,0,0,0,1.246704666667
"ADGRF4",0,0,4,0.0207437,3,0.0152386,0.0119941,"Adgrf4",0.316947,0.110694,0.091902,16,3,4,0.173181,0.862606963460881
"ADGRF5",957,1.63233,1206,2.20793,1096,1.96538,1.93521333333,"Adgrf5",11.777152,8.448455,9.495035,1843,434,776,9.90688066666667,0.269115746567259
"ADGRG1",3435,10.9249,3158,10.7806,4000,13.3748,11.6934333333,"Adgrg1",248.435093,226.192925,233.872744,6409,1399,2306,236.166920666667,0.0535210951747371
"ADGRG2",1018,1.33385,1562,2.19675,1412,1.94506,1.82522,"Adgrg2",12.237364,10.800596,11.75527,2017,509,869,11.5977433333333,0.224263975320448
"ADGRG3",6,0.0496728,9,0.0799742,4,0.0348149,0.0548206333333,"Adgrg3",0.407077,0.142698,1.031044,28,4,18,0.526939666666667,0.690807015077413
"ADGRG4",4,0.00602785,4,0.00646998,3,0.00475293,0.00575025333333,"Adgrg4",0.129328,0.104851,0.131417,5,1,2,0.121865333333333,0.896498201210124
"ADGRG5",144,0.512993,309,1.18154,148,0.554305,0.749612666667,"Adgrg5",0.01717,0.070882,0.358507,2,2,6,0.148853,1.52292126727005
"ADGRG6",1857,2.24645,2427,3.15133,1778,2.26128,2.55302,"Adgrg6",5.078723,6.043901,6.251455,1213,317,495,5.79135966666667,0.523167697543531
"ADGRG7",86,0.174945,66,0.144108,93,0.198895,0.172649333333,"Adgrg7",0.009349,0,0,1,0,0,0.00311633333333333,1.1690063199712
"ADGRL1",1569,4.68993,1428,4.58154,1122,3.52593,4.2658,"Adgrl1",43.178338,46.878477,38.990555,6354,1454,2402,43.01579,0.119634340312874
"ADGRL2",70,0.0178192,91,0.0248641,124,0.0331857,0.0252896666667,"Adgrl2",5.310789,5.760384,5.240331,833,173,340,5.437168,0.159276512072809
"ADGRL3",1814,0.361318,2586,0.552868,1847,0.386774,0.433653333333,"Adgrl3",49.568299,32.798096,44.86824,2139,494,929,42.411545,0.0330247019158844
"ADGRL4",524,0.233311,711,0.339793,496,0.23218,0.268428,"Adgrl4",9.076113,10.784039,7.773235,398,78,163,9.211129,0.124220152345544
"ADGRV1",2309,0.63515,3095,0.913805,1742,0.503778,0.684244333333,"Adgrv1",0.257644,0.05986,0.24198,31,4,17,0.186494666666667,1.41951277207567
