UniqueCount	AmbigCount
0	0
0	0
45	163
21	130
58	83
0	0
2	0
1	0
0	0
1	0
2	0
0	0
10	28
10	4
13	0
3	0
0	0
0	3
27	11
2	0
0	0
0	0
1	0
0	0
2	0
12	111
0	72
0	89
0	61
9	26
0	11
1	32
1	52
2	2
0	0
3	1
0	17
0	0
9	0
0	6
0	35
0	10
0	0
0	0
1	493
0	266
23	508
0	147
0	375
26	185
0	225
0	99
18	17
1	282
411	441
0	268
0	174
0	127
1	345
1	226
51	132
0	312
49	1608
3	1569
0	138
19	0
1	149
0	145
0	69
0	56
0	42
5	8
0	0
0	0
2	8
13	77
0	0
1	2477
1	3268
26	678
50	2486
1	321
0	305
78	3225
19	1032
0	0
264	339
1	5
7	7
110	92
1	47
0	91
9	53
0	0
0	24
1	4
19	1
0	0
1	80
0	154
78	2497
2	26
0	30
0	926
0	2320
4	315
0	1104
11	53
2	353
2	65
1	108
0	394
27	69
0	564
87	15
1	1
0	7
0	0
0	17
0	0
17	173
2	816
0	815
1	803
0	5
1	21
0	568
0	521
0	71
0	803
0	54
0	48
0	129
0	63
33	0
0	4
2	631
0	0
0	0
0	0
0	0
467	2454
0	279
0	29
0	1751
0	575
5	194
27	2391
16	2392
0	5
69	40
0	232
0	0
0	0
0	0
21	8
0	0
0	0
3	0
0	0
0	21
0	0
0	4
0	8
0	0
0	264
0	286
0	305
1	248
0	78
1	22
0	113
10	95
0	93
2	1
0	14
10	12
0	11
2	0
0	0
0	0
0	10
0	26
0	2
0	0
0	0
0	114
0	0
0	0
2	0
0	11
0	0
0	1
0	0
1	0
399	17
7	358
3	340
0	43
0	68
0	302
2	4
2	8
2	84
0	4
0	4
3	1999
964	81
3	0
108	107
0	107
0	19
2	15
1	29
2110	90
0	164
0	30
1	1
0	1
0	73
0	0
0	0
1	595
0	593
0	608
4	11
0	429
5	522
0	595
0	24
3	51
1	479
35	89
88	73
0	21
0	0
2	6
0	72
0	10
4	12
0	9
1	62
1	97
9	91
0	57
0	61
5	51
3	0
0	4
0	4
0	0
0	0
0	3
0	3
0	3
0	1
0	3
0	0
1	0
53	1499
0	981
4	920
0	559
41	752
7	414
6	195
0	7
1	12
68	342
27	34
0	33
0	81
0	26
0	84
7	89
0	27
0	77
0	28
0	22
0	308
0	28
71	7
0	39
4	32
1	45
0	21
1	20
0	14
0	88
7	14
5	27
4	16
7	70
0	0
1147	1807
0	281
2	300
10	174
3	42
0	1015
0	64
0	122
1	0
3	2
0	4
0	4
26	205
0	1
7	4
2	44
0	0
1	0
0	0
0	168
1	20
0	0
846	491
3	14
0	127
0	70
0	101
0	90
0	283
0	87
0	0
0	5
8	4
5	752
2	226
1	38
1	88
