"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"COL26A1",15.317496,21.589623,19.436688,18.781269,465,960,979,"Col26a1",0.85765,1.016045,0.599812,3,3,8,0.824502333333333,10.8420080580878
"COL27A1",17.69815,0.689278,3.042632,7.14335333333333,851,103,234,"Col27a1",0.365261,0.255477,0.414621,62,33,41,0.345119666666667,6.05399916091728
"COL28A1",1.217351,1.134531,0.333184,0.895022,38,35,22,"Col28a1",0.128636,0.20095,0.111867,18,14,7,0.147151,1.6519377135181
"COL2A1",5.434089,0.276491,0.324481,2.011687,297,21,23,"Col2a1",0,0,0,0,0,0,0,3.011687
"COL3A1",118.327246,0.169079,0.879912,39.792079,3462,21,113,"Col3a1",30.318763,45.058675,49.697021,1664,1830,1838,41.6914863333333,0.955508521804492
"COL4A1",60.979345,2.107558,2.65208,21.9129943333333,5147,197,303,"Col4a1",68.854169,80.936991,84.071403,4390,4242,3733,77.9541876666667,0.290206194382858
"COL4A2",92.534832,24.129726,25.677096,47.447218,4121,1343,1314,"Col4a2",19.260396,16.905397,24.717812,3106,3041,2712,20.294535,2.27510100596233
"COL4A3",0.270053,0,0.117045,0.129032666666667,10,0,2,"Col4a3",0.892506,0.50619,0.338743,72,70,53,0.579146333333333,0.714963928823147
"COL4A4",0.106955,0,0.008293,0.038416,18,0,2,"Col4a4",0.352552,0.520802,0.503092,128,136,130,0.458815333333333,0.711821418566572
"COL4A5",7.065375,0.65396,0.2968,2.672045,281,17,12,"Col4a5",3.222584,2.733257,3.717105,521,541,425,3.22431533333333,0.869263942259361
"COL4A6",1.006931,0.079388,0.202782,0.429700333333333,89,12,12,"Col4a6",0.052838,0.110895,0.066269,11,24,11,0.0766673333333333,1.3278942242141
"COL5A1",20.155567,0.560728,0.731308,7.149201,1709,38,66,"Col5a1",2.847848,2.577716,3.924972,466,499,473,3.11684533333333,1.97947708504311
"COL5A2",14.871174,1.53335,1.073955,5.82615966666667,1262,67,83,"Col5a2",2.871,4.196644,5.84414,330,332,306,4.303928,1.28700081650178
"COL5A3",0.429883,0.252852,0.300462,0.327732333333333,34,17,27,"Col5a3",0.573624,0.562668,0.983054,128,128,153,0.706448666666667,0.778067550034711
"COL6A1",70.532879,74.222164,64.574403,69.776482,3558,5217,4416,"Col6a1",4.992715,5.16257,6.241176,717,702,640,5.465487,10.9468137512302
"COL6A2",26.998276,6.442048,16.46222,16.6341813333333,573,178,586,"Col6a2",4.956057,5.286788,6.783474,704,738,687,5.67543966666667,2.64165091947252
"COL6A3",2.23861,0.061098,0.135757,0.811821666666667,118,8,23,"Col6a3",3.098687,1.833206,3.774914,417,376,390,2.902269,0.464299531033526
"COL6A5",1.991852,1.946985,1.605111,1.84798266666667,295,348,318,"Col6a5",0.055987,0.004017,0,2,1,0,0.0200013333333333,2.79213621942978
"COL6A6",0.19711,0.051807,0.088461,0.112459333333333,21,5,11,"Col6a6",0.299922,0.330212,0.481145,92,94,101,0.370426333333333,0.811761498064228
"COL8A1",5.066359,0.849898,0.726443,2.21423333333333,393,54,51,"Col8a1",1.855091,1.914958,2.196411,332,322,281,1.98882,1.07541883864981
"COL8A2",0.190378,0.106687,0.084277,0.127114,13,6,9,"Col8a2",0.033422,0.026162,0.403798,5,4,5,0.154460666666667,0.976312171166796
"COL9A1",6.973681,4.81816,0.262441,4.018094,67,16,10,"Col9a1",0,0,0,0,0,0,0,5.018094
"COL9A2",18.17365,26.480681,30.787269,25.1472,397,536,926,"Col9a2",0.101649,0.095831,0.070889,2,4,1,0.0894563333333333,24.0002276364756
"COLCA2",1.348392,0.424666,1.099705,0.957587666666667,23,8,25,"Colca2",0.358469,0.117913,0.342318,13,4,9,0.2729,1.53789588079713
"COLEC10",0.440188,0.629926,0.443304,0.504472666666667,13,16,21,"Colec10",0.006753,0,0.009375,1,0,1,0.005376,1.49642787043521
"COLEC11",0.354467,0.142282,0.585827,0.360858666666667,5,4,9,"Colec11",3.656179,3.739371,4.439248,146,141,128,3.94493266666667,0.275202668752214
"COLEC12",2.067685,0.77624,0.580097,1.14134066666667,75,17,18,"Colec12",1.519864,2.577039,2.126684,199,211,192,2.074529,0.69647762849746
"COLGALT1",20.890355,19.769162,15.152106,18.6038743333333,515,702,630,"Colgalt1",4.90986,5.126557,5.481493,495,496,395,5.17263666666667,3.17593200312562
"COLGALT2",4.179347,6.140961,5.321221,5.213843,318,639,610,"Colgalt2",0.926378,0.707329,0.972876,113,88,88,0.868861,3.32493588340706
"COLQ",6.103376,1.832793,3.581371,3.83918,96,80,94,"Colq",0.75364,0.694364,1.339589,72,63,92,0.929197666666667,2.50838992997607
"COMMD1",23.489437,27.874471,25.947596,25.7705013333333,164,241,240,"Commd1",42.677187,44.879181,44.727822,413,397,298,44.09473,0.593650329724412
"COMMD10",8.616084,7.16311,6.461092,7.41342866666667,114,157,139,"Commd10",2.421522,3.205592,3.868189,74,66,72,3.165101,2.0199819084019
"COMMD2",15.736121,22.266871,17.341066,18.4480193333333,599,1045,907,"Commd2",1.827752,1.780749,2.603506,55,49,51,2.070669,6.33347955554094
"COMMD3",131.346905,179.848093,90.438081,133.877693,204,385,270,"Commd3",31.086836,33.450104,30.93614,418,444,328,31.82436,4.10907304818738
"COMMD4",14.45724,15.83039,12.445144,14.244258,191,240,242,"Commd4",13.380668,11.852313,23.466659,87,82,69,16.2332133333333,0.884585927484215
"COMMD5",9.223232,10.214486,8.235257,9.224325,183,265,233,"Commd5",2.10733,1.981361,2.91599,62,52,56,2.33489366666667,3.06586236982469
"COMMD6",94.3692,103.748142,106.745627,101.620989666667,393,523,595,"Commd6",5.920524,6.560961,6.130615,90,95,67,6.20403333333333,14.2449354296899
"COMMD7",26.750163,35.779381,26.179435,29.5696596666667,569,939,827,"Commd7",2.362909,1.875514,1.975916,131,98,81,2.07144633333333,9.95285489279263
"COMMD8",3.074686,4.318113,2.186272,3.19302366666667,58,77,56,"Commd8",13.91243,14.379332,11.806348,261,240,179,13.3660366666667,0.291870594789424
"COMMD9",60.393533,66.965508,64.047103,63.802048,457,703,647,"Commd9",6.420133,7.623843,8.803976,127,109,109,7.615984,7.52114302904926
"COMP",0.175095,0.584902,0.267232,0.342409666666667,1,5,3,"Comp",0.324342,0.348283,0.482288,10,10,16,0.384971,0.969269151965396
"COMT",46.927193,46.519567,50.766046,48.0709353333333,365,466,457,"Comt",17.774201,19.516739,18.623233,933,976,674,18.6380576666667,2.49876724909641
"COMTD1",12.354751,16.855129,18.559613,15.9231643333333,89,192,224,"Comtd1",0.697346,0.916565,1.732092,11,25,14,1.11533433333333,8.00023148429019
"COP1",28.68194,29.322178,26.904416,28.3028446666667,585,751,764,"Cop1",53.5876,51.893805,57.537581,822,788,620,54.339662,0.529508920142423
"COPA",102.133547,90.50785,74.837821,89.1597393333333,2816,3772,3252,"Copa",15.059083,12.177879,17.749464,1749,1542,1336,14.9954753333333,5.63657768553132
"COPB1",47.394846,45.833725,46.940198,46.722923,1818,2327,2285,"Copb1",5.474926,6.266944,6.016269,469,486,381,5.91937966666667,6.89699442710158
"COPB2",86.61975,86.382258,77.936798,83.6462686666667,1702,2073,2019,"Copb2",14.058516,15.151899,18.128715,1310,1211,1113,15.77971,5.04456088136605
"COPE",233.410159,293.320515,243.516674,256.749116,1051,1618,1552,"Cope",29.852643,34.722323,39.112827,505,530,433,34.5625976666667,7.24775840100095
"COPG1",87.79923,84.819399,75.81549,82.811373,1765,2328,2103,"Copg1",12.148343,6.620134,7.284048,567,486,394,8.684175,8.65446700415885
"COPG2",15.786818,14.937739,14.696639,15.1403986666667,697,968,969,"Copg2",5.3241,5.503759,7.951241,428,428,392,6.2597,2.22328728000698
"COPRS",50.978201,62.618755,58.452166,57.3497073333333,410,623,697,"Coprs",2.59453,3.44438,3.708766,47,65,52,3.24922533333333,13.731845867435
"COPS2",40.881506,38.764714,33.602003,37.7494076666667,1119,1496,1291,"Cops2",22.423196,17.396487,17.214993,880,749,657,19.0115586666667,1.93635130137123
"COPS3",207.447716,207.451062,187.4653,200.788026,787,1229,1064,"Cops3",15.561457,18.521608,20.68292,540,596,501,18.2553283333333,10.4795941417774
"COPS4",48.666329,51.123474,45.681232,48.490345,797,1006,978,"Cops4",18.154232,19.327923,18.546916,556,590,478,18.676357,2.51521889951478
"COPS5",47.273608,47.50959,45.731618,46.838272,886,1277,1211,"Cops5",18.854715,19.481166,22.042534,509,486,418,20.1261383333333,2.26441156661933
"COPS6",161.725226,170.51678,194.311141,175.517715666667,833,1077,1152,"Cops6",22.394584,23.968439,26.283833,681,678,586,24.2156186666667,7.00033253199578
"COPS7A",36.004531,29.325227,42.30655,35.8787693333333,764,850,1190,"Cops7a",23.769117,21.688026,16.937511,521,502,461,20.798218,1.69182496171629
"COPS7B",159.18597,141.599558,90.356841,130.380789666667,548,698,685,"Cops7b",5.679192,5.227313,4.010814,97,85,81,4.97243966666667,21.9978429250492
"COPS8",86.704399,83.267663,81.376833,83.782965,1704,1992,2139,"Cops8",35.011418,46.257495,39.457544,583,652,527,40.2421523333333,2.05573570251026
"COPZ2",1.781081,0.288143,0.542727,0.870650333333333,13,3,5,"Copz2",8.825454,10.223959,11.575013,142,183,144,10.208142,0.166901020109607
"COQ10B",11.962205,13.903817,11.385169,12.4170636666667,334,490,449,"Coq10b",9.896633,11.091654,12.883555,487,503,414,11.290614,1.09165121178378
"COQ2",4.966648,5.592026,5.258211,5.272295,94,147,143,"Coq2",14.319705,15.708076,14.923567,697,748,519,14.9837826666667,0.392416184003837
"COQ3",4.554442,4.43791,5.092441,4.694931,58,78,71,"Coq3",6.402749,6.572446,6.541722,502,506,392,6.505639,0.758753651754368
"COQ4",18.517756,21.660728,25.107688,21.7620573333333,360,632,623,"Coq4",7.327736,15.911143,12.349526,102,109,77,11.8628016666667,1.76960338215586
"COQ5",15.948528,18.054962,17.379778,17.127756,312,434,427,"Coq5",20.024622,24.227196,27.685343,995,1067,916,23.9790536666667,0.725718285484554
"COQ6",13.097901,15.145845,13.507059,13.916935,203,302,282,"Coq6",23.286205,27.223038,25.355057,464,422,349,25.2881,0.567440590989839
"COQ7",19.596781,17.163056,15.921152,17.5603296666667,281,390,310,"Coq7",22.092462,25.425657,21.904436,535,570,382,23.1408516666667,0.76883491613904
"COQ8A",5.515257,4.873876,2.195171,4.194768,123,179,139,"Coq8a",213.649871,217.42168,278.424186,4852,4734,4719,236.498579,0.0218728382370658
"COQ9",30.236009,26.45601,28.000388,28.2308023333333,372,451,487,"Coq9",353.859201,361.395509,432.055474,3511,3591,3034,382.436728,0.076233704803921
"CORIN",0.460266,0.435455,0.450978,0.448899666666667,21,16,17,"Corin",16.01203,16.88922,19.715846,2452,2398,1847,17.539032,0.0781540086163434
"CORO1A",33.340707,38.555502,41.041043,37.6457506666667,393,608,626,"Coro1a",3.498427,3.848832,6.647225,64,68,63,4.664828,6.82205190813678
"CORO1B",87.122613,128.275291,85.258863,100.218922333333,370,636,666,"Coro1b",17.397729,19.677348,20.077828,329,299,285,19.0509683333333,5.04808150163321
"CORO1C",122.926299,115.599355,107.111998,115.212550666667,2684,3760,3605,"Coro1c",32.430263,34.959956,46.702966,294,262,233,38.0310616666667,2.97743760236772
"CORO2A",3.049074,3.181229,3.157059,3.12912066666667,276,391,412,"Coro2a",0.139504,0.146231,0.033059,10,7,3,0.106264666666667,3.73248897039105
"CORO2B",20.613167,26.74677,20.513056,22.624331,1110,1969,1611,"Coro2b",2.874318,1.293838,1.706281,103,91,64,1.95814566666667,7.98619596938938
"CORO6",8.592875,10.36652,12.23552,10.398305,235,365,491,"Coro6",37.67207,35.36011,30.211278,2220,2058,1400,34.414486,0.321854311255569
"CORO7",46.460881,63.634569,49.670346,53.2552653333333,1011,1848,1658,"Coro7",3.294317,3.135157,2.918289,126,106,90,3.115921,13.1818043478807
"CORT",1.371844,1.295343,1.318863,1.32868333333333,16,20,22,"Cort",0.064031,0,0,1,0,0,0.0213436666666667,2.28001936011744
"COTL1",81.570651,67.625687,74.608663,74.601667,2013,2332,2685,"Cotl1",19.19981,26.962025,17.915515,67,95,60,21.3591166666667,3.38124569619998
"COX10",4.637228,5.401005,4.554327,4.86418666666667,182,285,284,"Cox10",5.854543,6.311216,7.19457,572,577,503,6.453443,0.786775543418883
"COX11",27.888239,39.032279,45.708561,37.5430263333333,617,892,843,"Cox11",4.59351,4.573438,4.399231,127,150,91,4.52205966666667,6.97982793738979
"COX14",42.540096,33.376068,41.801415,39.239193,185,206,265,"Cox14",9.788942,10.1258,11.365578,515,549,442,10.4267733333333,3.52148343422699
"COX15",18.960924,19.304286,22.473098,20.2461026666667,644,782,839,"Cox15",7.887778,10.244386,8.93094,452,476,383,9.02103466666667,2.1201506005501
"COX16",180.166636,222.579148,184.431097,195.725627,511,804,762,"Cox16",12.37403,14.237831,15.790949,122,150,99,14.13427,12.9986862266895
"COX17",47.240077,54.137583,48.270214,49.8826246666667,169,275,260,"Cox17",315.109658,257.983892,309.180703,690,689,462,294.091417666667,0.172430039033339
"COX18",8.143189,6.601742,8.022297,7.589076,391,471,476,"Cox18",2.897477,2.305063,1.564219,55,48,34,2.25558633333333,2.63825778848439
"COX19",6.044223,4.702491,4.773311,5.17334166666667,315,377,353,"Cox19",15.412306,16.910873,13.011844,249,233,202,15.1116743333333,0.383159536305589
"COX20",73.679798,76.209201,64.157627,71.3488753333333,1400,2169,1768,"Cox20",34.643704,39.437395,38.465938,274,292,218,37.515679,1.87842658397203
"COX4I1",438.335464,424.289464,428.938701,430.521209666667,2124,2826,2905,"Cox4i1",898.527906,943.515466,1186.159081,9421,9183,7888,1009.40081766667,0.427079236399655
"COX4I2",0,0,0,0,0,0,0,"Cox4i2",2.751908,3.163723,2.686269,49,53,34,2.8673,0.258578336306984
"COX5A",203.012214,213.105777,268.327758,228.148583,1173,1655,2141,"Cox5a",369.673327,424.340546,369.105153,4970,5346,3561,387.706342,0.589515935914418
"COX5B",87.286929,82.019014,87.227225,85.511056,655,838,954,"Cox5b",695.242642,959.00556,713.545662,2883,3775,2164,789.264621333333,0.109470997011151
"COX6A1",346.0706,329.166703,352.05428,342.430527666667,1740,2257,2557,"Cox6a1",26.202391,31.943167,28.298204,304,379,219,28.8145873333333,11.5188757713478
"COX6A2",0,0.345888,0.369934,0.238607333333333,0,1,1,"Cox6a2",471.556989,499.755709,506.906669,7482,7512,5724,492.739789,0.00250862369395417
"COX6B1",545.811229,533.381802,598.180102,559.124377666667,1021,1262,1461,"Cox6b1",1166.242099,1215.10294,1170.54211,3761,3614,2594,1183.962383,0.472693805054457
"COX6B2",19.517961,30.853527,29.089516,26.4870013333333,110,168,238,"Cox6b2",2.026223,0.962714,1.403551,14,6,8,1.46416266666667,11.1547024492972
"COX6C",496.42801,469.128249,490.834205,485.463488,1585,2055,2290,"Cox6c",438.623791,470.333968,359.461827,3917,3919,2322,422.806528666667,1.14784330843241
"COX7A1",1.703131,0.461107,0.250596,0.804944666666667,5,2,1,"Cox7a1",774.158957,837.17936,703.669333,4148,4167,2680,771.669216666667,0.00233598625095133
"COX7A2",745.696327,715.232543,632.380392,697.769754,1263,1654,1568,"Cox7a2",311.783389,344.575389,283.319959,2100,2104,1522,313.226245666667,2.22377908795454
"COX7A2L",90.860793,97.223464,84.116913,90.7337233333333,1143,1640,1652,"Cox7a2l",67.07166,74.224133,88.346667,1568,1589,1405,76.5474866666667,1.18293612438589
"COX7B",159.766026,137.258092,138.330551,145.118223,1089,1352,1410,"Cox7b",680.739156,763.911331,413.518115,3595,3465,2477,619.389534,0.23552657643641
"COX7B2",0,0,0,0,0,0,0,"Cox7b2",0.094675,0,0,1,0,0,0.0315583333333333,0.96940712675806
"COX7C",967.234193,892.330322,945.490538,935.018351,1885,2390,2660,"Cox7c",295.544222,339.435724,170.152797,762,780,315,268.377581,3.47474480810636
"COX8A",206.394197,209.043578,226.235596,213.891123666667,878,1228,1404,"Cox8a",38.701963,61.478159,47.55706,430,678,373,49.2457273333333,4.27680392087999
"COX8C",0.198429,0.289618,0.957189,0.481745333333333,1,2,7,"Cox8b",535.960019,568.573274,519.807518,2219,2211,1521,541.446937,0.00273159498609784
"CP",4.390805,0.217781,0.186848,1.598478,130,2,4,"Cp",26.730949,30.549495,23.112342,1194,1255,842,26.7975953333333,0.0934785174343498
"CPA1",0,0,0,0,0,0,0,"Cpa1",0,0,0,0,0,0,0,1
"CPA2",0.054642,0.04006,0,0.0315673333333333,1,1,0,"Cpa2",0,0,0,0,0,0,0,1.03156733333333
"CPA3",0,0,0,0,0,0,0,"Cpa3",0.562288,0.200151,0.5246,11,2,6,0.429013,0.699783696859301
"CPA4",3.544021,0.279792,0.097876,1.30722966666667,74,5,6,"Cpa4",0,0,0,0,0,0,0,2.30722966666667
"CPA5",0.04805,0,0,0.0160166666666667,1,0,0,"Cpa5",0,0,0,0,0,0,0,1.01601666666667
"CPA6",0,0,0,0,0,0,0,"Cpa6",0.054812,0.056516,0.073025,8,8,8,0.061451,0.942106606899424
"CPAMD8",11.497592,10.392051,11.326473,11.0720386666667,254,358,336,"Mug1",0,0,0,0,0,0,0,12.0720386666667
"CPAMD8",11.497592,10.392051,11.326473,11.0720386666667,254,358,336,"Gm7298",0,0,0,0,0,0,0,12.0720386666667
"CPAMD8",11.497592,10.392051,11.326473,11.0720386666667,254,358,336,"Mug2",0,0,0,0,0,0,0,12.0720386666667
"CPB1",0.190169,0.351427,0,0.180532,1,2,0,"Cpb1",0.012552,0,0,1,0,0,0.004184,1.17561323422799
"CPB2",0.192782,0.124969,0.072501,0.130084,18,15,9,"Cpb2",0,0,0,0,0,0,0,1.130084
"CPD",11.945445,6.404383,6.513329,8.287719,1084,1168,1306,"Cpd",4.380705,5.262803,6.880878,1076,1027,901,5.50812866666667,1.4270951721606
"CPE",270.025949,227.757076,233.257812,243.680279,5729,6787,7226,"Cpe",61.697415,67.150322,64.502595,2054,1869,1639,64.4501106666667,3.73842422125367
"CPEB1",28.707552,23.136085,22.780659,24.8747653333333,1171,1243,1340,"Cpeb1",9.081623,8.58949,6.372154,200,203,130,8.01442233333333,2.87037420441842
"CPEB2",12.340708,8.191042,9.146538,9.89276266666667,1120,1049,1134,"Cpeb2",2.799484,2.59498,3.346079,410,311,387,2.91351433333333,2.7833710928021
"CPEB3",3.298949,4.015981,3.753629,3.68951966666667,401,667,658,"Cpeb3",9.58484,8.254797,9.427355,1359,847,804,9.08899733333333,0.464815235025668
"CPEB4",12.735364,11.484943,10.164598,11.461635,1205,1597,1521,"Cpeb4",7.38152,7.515599,7.05227,990,935,721,7.316463,1.49842968098337
"CPED1",0.142802,0,0.026874,0.0565586666666667,5,0,1,"Cped1",2.948205,2.626087,3.937985,401,298,271,3.170759,0.25332527404884
"CPHXL",0.052091,0,0,0.0173636666666667,1,0,0,"Cphx1",0,0,0,0,0,0,0,1.01736366666667
"CPLANE1",26.582915,19.215877,14.031696,19.943496,689,824,697,"Cplane1",7.439474,0.343285,0.465717,116,108,69,2.749492,5.58568894132858
"CPLANE2",14.867058,14.009644,13.452683,14.109795,92,109,142,"Cplane2",0.128787,0.032669,0.127737,4,1,3,0.0963976666666667,13.7813089715319
"CPLX1",12.091442,19.69927,30.066771,20.619161,227,536,1042,"Cplx1",0,0.014935,0,0,1,0,0.00497833333333333,21.5120667609749
"CPLX2",34.673157,38.710084,44.062079,39.14844,2465,3986,4503,"Cplx2",0.194149,0.239767,0.289342,33,38,35,0.241086,32.3494423432381
"CPLX3",0.097253,0.118522,0.347702,0.187825666666667,3,5,15,"Cplx3",0,0,0,0,0,0,0,1.18782566666667
"CPLX4",0,0.070758,0.060876,0.043878,0,3,3,"Cplx4",0,0,0,0,0,0,0,1.043878
"CPM",0.811052,1.082266,0.209153,0.700823666666667,29,17,31,"Cpm",0.886615,0.960619,0.59148,126,110,68,0.812904666666667,0.938176009990597
"CPN1",0,0,0,0,0,0,0,"Cpn1",0,0,0,0,0,0,0,1
"CPN2",0.062366,0.045504,0.10022,0.0693633333333333,3,3,7,"Cpn2",0.218949,0.2344,0.333405,34,34,37,0.262251333333333,0.847187327193686
"CPNE1",105.451004,121.033616,93.335899,106.606839666667,656,1081,912,"Cpne1",1.474255,1.913027,2.762246,111,85,104,2.04984266666667,35.2827510883622
"CPNE2",6.675367,15.072046,10.768912,10.838775,177,471,367,"Cpne2",1.614304,1.543032,2.311151,33,35,23,1.822829,4.19393983836782
"CPNE3",33.315103,24.829956,28.133898,28.7596523333333,1764,1647,1962,"Cpne3",1.9015,1.796544,2.38257,351,295,309,2.02687133333333,9.83181941221155
"CPNE4",10.776705,55.644214,47.512087,37.9776686666667,304,1731,1587,"Cpne4",0,0.010017,0,0,1,0,0.003339,38.8479553437738
"CPNE5",3.219393,1.556748,5.009582,3.26190766666667,69,79,230,"Cpne5",0.009598,0.071512,0.094009,2,6,8,0.058373,4.02684844253082
"CPNE6",0.235531,0.545781,0.562322,0.447878,4,7,4,"Cpne6",0.011162,0.11929,0,1,1,0,0.043484,1.38754211851835
"CPNE7",78.940354,73.39193,78.892436,77.0749066666667,767,1078,1117,"Cpne7",0.113865,0.08143,0.266441,11,3,6,0.153912,67.6610579200725
"CPNE8",2.722361,29.753169,14.671331,15.7156203333333,50,641,477,"Cpne8",1.926467,1.324382,1.972898,72,57,61,1.741249,6.09781173958781
"CPNE9",16.792161,12.120935,20.985925,16.633007,312,366,608,"Cpne9",0.010904,0.023294,0,1,2,0,0.0113993333333333,17.43426796801
"CPOX",11.814689,9.795196,12.731904,11.447263,326,410,500,"Cpox",9.178632,8.053602,6.60465,472,348,332,7.945628,1.39143534696502
"CPPED1",5.818327,6.150132,3.88665,5.28503633333333,252,418,306,"Cpped1",6.818897,7.090697,7.599276,569,498,456,7.16962333333333,0.769317761283976
"CPQ",6.296645,2.313109,3.395785,4.00184633333333,93,58,73,"Cpq",6.697917,6.058449,6.364513,332,318,253,6.37362633333333,0.678342800030686
"CPS1",0.52734,0.646115,0.191516,0.454990333333333,6,7,6,"Cps1",0,0,0.007477,0,0,1,0.00249233333333333,1.45137302795666
"CPSF1",49.574088,58.940265,44.112603,50.875652,904,1583,1288,"Cpsf1",16.416727,26.583879,11.154907,361,345,303,18.0518376666667,2.72286867585284
"CPSF2",22.114414,18.433989,12.798912,17.7824383333333,744,877,816,"Cpsf2",1.49241,1.63477,1.945915,280,285,263,1.69103166666667,6.97964225616074
"CPSF3",18.527503,23.717712,16.954774,19.7333296666667,336,541,511,"Cpsf3",36.567122,20.942759,36.094134,290,294,259,31.2013383333333,0.643865464597926
"CPSF4",30.523546,33.320154,20.507133,28.1169443333333,364,550,399,"Cpsf4",0.759016,1.282787,1.232336,43,49,38,1.09137966666667,13.9223617774487
"CPSF4L",0,0.113293,0.099973,0.0710886666666667,0,1,2,"Cpsf4l",0.031096,0.090682,0,1,3,0,0.0405926666666667,1.02930637604596
"CPSF6",117.360847,74.553572,122.593931,104.836116666667,1571,2094,1668,"Cpsf6",4.619648,3.215673,4.153831,435,355,362,3.996384,21.1825425481041
"CPSF7",46.113063,52.191134,32.886287,43.7301613333333,741,1127,918,"Cpsf7",3.699239,4.046563,4.613908,321,297,248,4.11990333333333,8.7365245828209
"CPT1A",2.274025,2.089741,2.88453,2.41609866666667,168,240,273,"Cpt1a",7.671139,5.314495,8.402035,577,486,446,7.129223,0.420224499520639
"CPT1B",42.353935,38.274071,27.316428,35.981478,578,807,639,"Cpt1b",187.517127,187.372896,245.584795,5830,5540,5052,206.824939333333,0.177945332829786
"CPT1C",108.111609,96.958929,88.92212,97.9975526666667,1092,1541,1257,"Cpt1c",0.317504,0.36426,0.246364,25,18,16,0.309376,75.6066650577578
