"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ACOT7",144.140782,166.680788,158.146086,156.322552,2648,4286,4367,"Acot7",251.136288,215.300178,179.593733,1118,4564,2557,215.343399666667,0.727189053340182
"ACOT8",21.302306,21.395702,21.651743,21.449917,347,511,489,"Acot8",10.297145,8.541505,9.081612,50,177,114,9.306754,2.17817530136064
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot9",5.697424,9.097912,8.198204,61,348,179,7.66451333333333,1.4011252026465
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot10",0,0,0,0,0,0,0,12.140068
"ACOX1",32.7541,26.088828,22.676301,27.1730763333333,735,866,739,"Acox1",43.253675,46.046219,46.908816,1058,3903,2410,45.4029033333333,0.607140379362757
"ACOX2",0.363302,0.170177,0,0.177826333333333,2,1,0,"Acox2",0.063548,0.608585,0.661379,1,12,5,0.444504,0.815384611834466
"ACOX3",12.315552,13.017171,11.277513,12.203412,264,352,310,"Acox3",9.973444,19.362258,19.637784,198,866,525,16.3244953333333,0.762123902945436
"ACOXL",0.066887,0.263478,0.058643,0.129669333333333,2,6,3,"Acoxl",0.106043,0.028109,0.049084,1,2,1,0.0610786666666667,1.06464239534863
"ACP1",61.38661,54.776346,47.901782,54.688246,891,1273,1150,"Acp1",70.115091,40.378466,30.815997,259,1021,517,47.1031846666667,1.15768314272526
"ACP2",93.073029,93.19527,67.827959,84.6987526666667,600,764,662,"Acp2",27.545288,17.097309,16.681153,483,1845,1102,20.44125,3.99691028585865
"ACP3",0.058078,0.051093,0.026328,0.0451663333333333,2,3,1,"Acpp",0.164336,0.304189,0.092433,5,17,6,0.186986,0.880521196824001
"ACP4",0.222704,0.198325,0.140824,0.187284333333333,4,5,4,"Acp4",0.146144,0,0,1,0,0,0.0487146666666667,1.1321328585087
"ACP5",5.678997,0.947109,4.648666,3.75825733333333,17,15,26,"Acp5",0,0.131785,0.116811,0,4,2,0.0828653333333333,4.39413580512935
"ACP6",7.807588,6.333138,5.476793,6.539173,192,222,243,"Acp6",3.569569,7.034978,8.482897,33,199,122,6.36248133333333,1.02399892898427
"ACR",0.12567,0.035491,0.308103,0.156421333333333,1,1,3,"Acr",0.262898,0.331001,0.321071,1,11,6,0.30499,0.886153406028654
"ACRBP",0.628518,0.288323,1.583194,0.833345,6,4,18,"Acrbp",4.871569,6.490464,4.630272,25,115,59,5.33076833333333,0.289592811404408
"ACRV1",0.438865,0.108582,0.152571,0.233339333333333,4,3,4,"Acrv1",0,0.036969,0,0,3,0,0.012323,1.21832590322786
"ACSBG1",0.55242,0.59011,0.153687,0.432072333333333,22,36,23,"Acsbg1",94.207837,117.349815,128.950509,1456,5807,3500,113.502720333333,0.0125068848073161
"ACSBG2",0.197015,0.231607,0.314471,0.247697666666667,2,4,3,"Acsbg2",0,0.015367,0.027109,0,1,1,0.0141586666666667,1.23027856259178
"ACSF2",3.790468,0.103387,0.401622,1.43182566666667,28,1,5,"Acsf2",13.151681,17.421665,16.907815,103,469,261,15.8270536666667,0.144518803757307
"ACSF3",15.936521,17.370704,11.494527,14.9339173333333,269,384,286,"Acsf3",6.433811,7.398949,7.850011,91,401,238,7.22759033333333,1.93664447156278
"ACSL1",66.084552,37.18949,48.558232,50.610758,814,835,908,"Acsl1",34.24096,29.027217,22.595622,239,1064,585,28.6212663333333,1.74235488176687
"ACSL3",73.488712,65.270923,63.439938,67.3998576666667,2253,3100,3088,"Acsl3",164.82735,125.218524,133.505579,1233,3872,2280,141.183817666667,0.481066402556599
"ACSL4",54.339586,41.762906,53.930897,50.0111296666667,3694,4075,4130,"Acsl4",15.650734,15.820655,27.954734,343,1313,799,19.8087076666667,2.45143189494565
"ACSL5",0.142479,0.46299,0.406441,0.337303333333333,6,13,6,"Acsl5",23.386902,25.908157,26.057943,121,580,317,25.1176673333333,0.0512030158078691
"ACSL6",11.708049,13.623248,10.446289,11.925862,765,1133,1069,"Acsl6",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.0960725221351009
"ACSM1",0,0,0,0,0,0,0,"Acsm1",0,0,0,0,0,0,0,1
"ACSM2A",2.512588,2.655216,3.553189,2.90699766666667,9,16,15,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,3.80350925128487
"ACSM2B",0.796975,0.262418,0.897249,0.652214,9,2,14,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,1.60845021427
"ACSM3",3.872745,2.186119,2.135456,2.73144,48,24,27,"Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,0.945475479320574
"ACSM4",0.061611,0.022679,0,0.0280966666666667,2,1,0,"Acsm4",0,0,0,0,0,0,0,1.02809666666667
"ACSM5",0.022484,0.016566,0,0.0130166666666667,1,1,0,"Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,0.529473081031395
"ACSS1",0.353285,0.35178,0.113193,0.272752666666667,16,26,8,"Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,0.13700772946957
"ACSS2",146.808707,110.205765,81.323006,112.779159333333,912,903,911,"Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,4.48088347701589
"ACSS3",0.364544,0.348917,0.164893,0.292784666666667,30,34,21,"Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,0.452221472216162
"ACTA1",4.15909,2.452237,3.446297,3.35254133333333,90,68,106,"Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,3.02460825238254
"ACTA2",8.348186,2.056176,1.61452,4.006294,137,28,26,"Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,0.448336479186176
"ACTB",1765.679464,2247.587352,2160.56381,2057.943542,20610,36378,39169,"Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,1.75911024733705
"ACTBL2",0.117374,0,0,0.0391246666666667,5,0,0,"Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,0.98510853854229
"ACTC1",1.111111,1.335114,1.670489,1.372238,22,24,38,"Actc1",0,0.029694,0,0,1,0,0.009898,2.34898771955188
"ACTG1",1443.150928,1808.077082,1625.665986,1625.631332,28017,45544,48114,"Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,3.36669592147506
"ACTG2",2.589937,0.036068,0,0.875335,57,1,0,"Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,1.62448992909538
"ACTL10",0.26036,0.131968,0.19882,0.197049333333333,7,5,9,"Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,0.933236453296702
"ACTL6A",59.834895,86.693273,51.995615,66.1745943333333,108,173,115,"Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,5.2114418533662
"ACTL6B",142.900347,135.126617,106.324192,128.117052,688,989,886,"Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,5.18010761165028
"ACTL7A",0,0.033462,0,0.011154,0,1,0,"Actl7a",0,0,0,0,0,0,0,1.011154
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0.053651,0,0,1,0.0178836666666667,0.982430539704767
"ACTL9",0,0,0,0,0,0,0,"Actl9",0,0.032174,0.056975,0,1,1,0.0297163333333333,0.971141243106111
"ACTN1",60.429453,20.280129,28.820641,36.5100743333333,1218,642,688,"Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,3.30458692965484
"ACTN2",14.750099,6.175347,6.173399,9.03294833333333,325,140,165,"Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,4.24896937363694
"ACTN3",0.021642,0.01576,0.04478,0.027394,1,1,3,"Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,0.551298793635576
"ACTR10",157.59723,204.668492,146.120837,169.462186333333,1359,2145,1819,"Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,1.27735298638265
"ACTR1A",121.577592,133.893846,110.388319,121.953252333333,3612,4992,4748,"Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,1.81492404870469
"ACTR1B",35.74644,38.012808,33.295135,35.6847943333333,1025,1582,1445,"Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,0.257395890397285
"ACTR2",90.042114,90.869445,84.111564,88.341041,4966,6866,6444,"Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,1.39898044524558
"ACTR3",90.295305,79.77323,77.820988,82.629841,2346,3037,2842,"Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,0.991968942650271
"ACTR3B",17.121055,10.72034,9.94134,12.594245,310,443,425,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.639919998104533
"ACTR3C",2.335739,0.036714,0.337758,0.903403666666667,15,4,5,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.089598655222522
"ACTR5",2.258189,2.089738,1.574489,1.97413866666667,87,110,90,"Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,0.643148834438993
"ACTR8",16.878315,19.754835,16.982766,17.871972,349,559,466,"Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,0.74544490694973
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.932933,1.298673,1.10969,1.44709866666667,47,43,39,"Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,1.26641538336804
"ACVR1",10.293467,6.920874,8.64507,8.61980366666667,387,394,432,"Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,0.948967210935351
"ACVR1B",48.344712,56.21844,50.405514,51.656222,1934,3134,2948,"Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,3.03923871746929
"ACVR1C",0.085592,0.01581,0.078937,0.060113,12,3,11,"Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,0.357890078015097
"ACVR2A",21.953394,22.142775,18.03743,20.7111996666667,1579,2187,1704,"Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,3.08119787401998
"ACVR2B",5.621371,6.286207,4.135278,5.34761866666667,1079,1653,1157,"Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,2.11821657785358
"ACVRL1",0.977561,0.665953,0.737498,0.793670666666667,19,12,30,"Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,0.0980055326649836
"ACY1",11.585949,14.971368,6.534318,11.030545,94,148,90,"Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.950484953166969
"ACY3",0,0.060569,0.057567,0.0393786666666667,0,1,1,"Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,0.254664847338023
"ACYP2",18.41451,13.003516,14.903801,15.440609,192,190,228,"Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,0.622725880047818
"ADA",2.258658,0.858817,1.431334,1.51626966666667,50,22,40,"Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,1.64746481725751
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0.178842,0.074922,0.070358,0.108040666666667,7,4,2,"Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,1.08591585506365
"ADAL",8.23178,6.902908,8.197069,7.77725233333333,203,306,300,"Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,0.68436007090672
"ADAM10",48.401335,37.964021,33.127324,39.8308933333333,1280,1456,1284,"Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,1.78571779488547
"ADAM11",12.135299,18.856095,12.260095,14.417163,544,1288,1005,"Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,0.27471798063066
"ADAM12",5.204425,0.663844,0.321587,2.06328533333333,342,35,34,"Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,1.88066261755093
"ADAM15",18.325861,18.913974,21.753602,19.664479,250,395,414,"Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,0.414461846650144
"ADAM17",9.314443,10.543808,8.210981,9.35641066666667,495,521,480,"Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,0.906021441365564
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,0.903169673970801
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam20",0,0,0,0,0,0,0,1.081825
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam39",0,0,0,0,0,0,0,1.081825
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,1.05577206468382
"ADAM21",0.189499,0.210079,0.228701,0.209426333333333,8,12,14,"Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,0.927390735802913
"ADAM22",7.358498,6.092743,6.007486,6.48624233333333,912,1197,1183,"Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.176396462131518
"ADAM23",27.791034,31.634925,27.866773,29.0975773333333,1328,1806,1813,"Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,0.432578842330822
"ADAM28",0.355878,0.070795,0.656699,0.361124,14,11,18,"Adam28",0,0.146549,0,0,7,0,0.0488496666666667,1.2977303070761
"ADAM29",1.590352,2.275208,1.575598,1.81371933333333,35,73,69,"Adam29",0,0,0,0,0,0,0,2.81371933333333
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.444232,0.218073,0.256207,0.306170666666667,18,12,18,"Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,0.575271603412186
"ADAM7",0.036155,0,0,0.0120516666666667,1,0,0,"Adam7",0,0,0.052884,0,0,1,0.017628,0.994520263462352
"ADAM8",5.609723,5.136056,1.568834,4.104871,53,76,60,"Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,2.0960083683692
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,0.988860160669999
"ADAMTS1",55.689489,22.602635,30.236182,36.176102,2055,1298,1715,"Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,6.00804140585456
"ADAMTS10",48.620767,43.508264,28.643638,40.2575563333333,697,851,775,"Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,1.75352795501341
"ADAMTS12",2.080716,0.450845,0.431766,0.987775666666667,207,17,20,"Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,1.89766443826103
"ADAMTS13",10.04404,9.219637,9.619661,9.62777933333333,335,425,492,"Adamts13",0.045027,0,0,1,0,0,0.015009,10.4706257120216
"ADAMTS14",3.928993,0.380792,1.570922,1.96023566666667,344,46,203,"Adamts14",0.027831,0.051349,0.131896,1,7,8,0.0703586666666667,2.76564833719289
"ADAMTS15",1.427798,0.893566,0.827734,1.04969933333333,132,114,114,"Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,0.838881518229932
"ADAMTS16",1.432414,0.115256,0.125197,0.557622333333333,108,7,10,"Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.864966276831516
"ADAMTS17",1.976097,1.195484,3.145809,2.10579666666667,91,71,185,"Adamts17",17.387976,4.829382,11.034687,9,54,33,11.084015,0.257016948974878
"ADAMTS18",1.366388,1.547924,0.38092,1.09841066666667,88,131,52,"Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.638729592859642
"ADAMTS19",0.03761,0.181964,0.167547,0.129040333333333,3,14,11,"Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,1.04546031173791
"ADAMTS2",3.004416,1.513027,3.126211,2.54788466666667,98,158,214,"Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.415687324858098
"ADAMTS20",0.066632,0.128782,0.303561,0.166325,4,9,23,"Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.500590010847387
"ADAMTS3",0.622413,0.414049,0.789348,0.608603333333333,63,57,58,"Adamts3",2.945839,2.973748,5.010465,68,282,188,3.64335066666667,0.346431585467161
"ADAMTS4",0.689029,0.211108,0.171046,0.357061,34,47,41,"Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.11681363261414
"ADAMTS5",1.658729,0.507028,0.635813,0.933856666666667,259,108,142,"Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,1.12645545258828
"ADAMTS6",0.575044,0.43741,0.797161,0.603205,53,69,78,"Adamts6",1.210118,1.102027,0.637601,54,191,66,0.983248666666667,0.808373164165327
"ADAMTS7",5.225607,7.926553,5.892613,6.34825766666667,332,721,451,"Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,7.05675488367999
"ADAMTS8",0.259596,0.126229,0.215574,0.200466333333333,11,8,14,"Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,0.795687766148065
"ADAMTS9",6.259008,1.208773,3.446049,3.63794333333333,369,89,262,"Adamts9",0.388191,0.488374,0.496959,15,97,54,0.457841333333333,3.18137730580648
"ADAMTSL1",0.534643,0.391798,0.357426,0.427955666666667,32,44,21,"Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,0.452934576411611
"ADAMTSL2",1.503801,0.858924,1.307203,1.22330933333333,88,71,118,"Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,1.06948059080221
"ADAMTSL3",1.141787,0.488298,0.557855,0.729313333333333,39,30,28,"Adamtsl3",0.8204,0.296658,0.562892,14,39,21,0.559983333333333,1.1085460314747
"ADAMTSL4",0.717708,0.666369,0.399532,0.594536333333333,29,32,22,"Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.0866516747982313
"ADAMTSL5",2.484078,1.829524,1.172891,1.828831,13,13,16,"Adamtsl5",6.493737,13.686001,5.601469,43,180,91,8.59373566666667,0.294862303724788
"ADAP1",53.265804,60.189014,55.280346,56.2450546666667,693,1149,1327,"Adap1",57.708642,66.610485,62.776251,608,2283,1291,62.365126,0.903415778999109
"ADAP2",4.717453,6.427834,6.170847,5.77204466666667,45,56,89,"Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,2.87154811549891
"ADAR",93.089729,94.857624,66.868309,84.938554,4291,5755,4863,"Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,2.47747177083767
"ADARB1",34.100105,17.143214,24.363699,25.2023393333333,847,781,869,"Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,0.491435853675497
"ADARB2",0.753625,0.498108,0.982045,0.744592666666667,57,72,104,"Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,0.299901545148672
"ADAT1",56.120434,59.301982,46.931663,54.1180263333333,592,751,637,"Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,16.975532531956
"ADAT2",1.034206,0.933793,1.210028,1.05934233333333,88,111,154,"Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,0.710375985947081
"ADAT3",0.640923,0.544088,0.678522,0.621177666666667,10,12,22,"Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,0.906521636615062
"ADCK1",5.533056,5.09672,4.52841,5.05272866666667,112,153,134,"Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,0.579081382488265
"ADCK2",18.274489,18.137657,20.53215,18.981432,419,534,646,"Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,0.769965750154541
"ADCK5",4.64823,6.892405,2.963806,4.83481366666667,75,109,110,"Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,0.24282994467809
"ADCY1",7.782219,24.050607,11.111329,14.3147183333333,1642,6944,3355,"Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.15262654873783
"ADCY10",0.05134,0.113811,0.077332,0.0808276666666667,4,3,9,"Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.985365460822211
"ADCY2",72.342279,68.200436,73.510891,71.351202,1798,2338,2855,"Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,5.11032770535618
"ADCY3",32.320064,33.406767,28.267331,31.3313873333333,529,729,649,"Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,2.37833314027625
"ADCY4",0.230327,0.319736,0.365302,0.305121666666667,2,11,8,"Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,0.357639565077756
"ADCY5",26.717633,28.211033,23.810448,26.2463713333333,1319,1647,1608,"Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,1.73208462819046
"ADCY6",34.684876,31.848539,24.33093,30.288115,1468,2087,1784,"Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,1.85827463208073
"ADCY7",12.07316,11.612199,12.140766,11.9420416666667,1038,1272,1488,"Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,4.60885187300331
"ADCY8",18.344465,20.437146,13.60388,17.4618303333333,987,1474,1224,"Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,3.23148122703129
"ADCY9",5.484777,5.057732,4.294656,4.94572166666667,500,681,550,"Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,0.680204259975728
"ADCYAP1",23.761483,14.864341,12.375151,17.000325,871,688,393,"Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,0.716918274106708
"ADCYAP1R1",9.448235,5.412402,8.491945,7.784194,738,700,1206,"Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.275321464299638
"ADD1",154.741787,190.237059,146.304246,163.761030666667,4090,5785,4997,"Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,0.924366269610812
"ADD2",44.498774,62.72364,41.285624,49.5026793333333,5346,8854,7243,"Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,2.3188185188868
"ADD3",60.690166,38.499272,41.292527,46.8273216666667,654,511,502,"Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,1.3504987868314
"ADGB",0.232085,0.088882,0.281014,0.200660333333333,13,13,13,"Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,1.0562483047008
"ADGRA1",7.07337,6.258642,5.991872,6.44129466666667,416,515,542,"Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,0.796321378486412
"ADGRA2",2.491863,0.646435,0.510239,1.216179,192,64,85,"Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,0.504864241367579
"ADGRA3",21.529329,33.751969,18.355146,24.5454813333333,415,584,415,"Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,0.44982737279028
"ADGRB1",13.774813,14.63682,18.093358,15.5016636666667,608,729,905,"Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,0.349237641708287
"ADGRB2",32.053266,29.109362,31.28533,30.815986,1563,1909,2559,"Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,0.426573935747215
"ADGRB3",9.524438,5.772536,4.978414,6.75846266666667,321,318,264,"Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,0.424098100500373
"ADGRD1",1.832749,0.066885,0.16873,0.689454666666667,33,6,16,"Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,1.52124867898285
"ADGRE1",0.180927,0.132124,0,0.104350333333333,1,1,0,"Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,0.279288979812599
