"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"CLVS2",2.870964,3.464923,2.38038,2.90542233333333,517,845,596,"Clvs2",11.5845,15.227348,13.104893,271,326,520,13.3055803333333,0.272999923270036
"CLYBL",6.340525,3.974832,5.187531,5.16762933333333,56,56,63,"Clybl",8.046706,9.252896,7.585423,117,132,211,8.29500833333333,0.663542098312625
"CMA1",0,0,0,0,0,0,0,"Cma1",0,0.08282,0,0,1,0,0.0276066666666667,0.973134986797802
"CMAS",66.636422,59.129829,55.445842,60.404031,902,1038,1140,"Cmas",29.220381,34.336584,32.062863,612,721,1311,31.873276,1.86790117906107
"CMBL",5.522687,7.165024,5.978336,6.22201566666667,141,179,204,"Cmbl",3.859292,6.065292,4.387371,48,66,101,4.77065166666667,1.25150781641935
"CMC1",11.330841,12.105153,15.338144,12.9247126666667,85,123,151,"Cmc1",11.646435,12.104453,11.051664,101,99,204,11.6008506666667,1.10506131966964
"CMC4",3.271555,2.496548,6.376177,4.04809333333333,36,37,101,"Cmc4",7.849267,7.584115,7.434562,55,48,83,7.622648,0.585445832107878
"CMIP",121.430425,122.085774,113.976347,119.164182,3204,4204,4329,"Cmip",43.695333,46.352296,42.252791,1364,1445,2609,44.10014,2.66438600855784
"CMKLR1",0.057398,0,0.008236,0.021878,5,0,1,"Cmklr1",2.649266,1.781185,2.067722,26,28,62,2.16605766666667,0.322760387708247
"CMPK1",37.516828,39.097926,31.546046,36.0536,1132,1716,1328,"Cmpk1",34.605777,36.056891,37.357532,786,911,1378,36.0067333333333,1.0012664361981
"CMPK2",4.936797,8.580735,6.414222,6.643918,133,249,192,"Cmpk2",20.434812,25.371946,20.3466,283,284,514,22.0511193333333,0.331607237352089
"CMSS1",29.541765,34.381491,33.921663,32.614973,266,386,423,"Cmss1",5.507387,8.280192,5.739751,55,75,109,6.50911,4.47655887315541
"CMTM1",2.85895,3.228396,2.915174,3.00084,33,43,49,"Cmtm1",0.091362,0.187104,0.048002,1,2,1,0.108822666666667,3.60818742281603
"CMTM2",0,0.064531,0.150829,0.0717866666666667,0,1,3,"Cmtm2b",0,0,0,0,0,0,0,1.07178666666667
"CMTM2",0,0.064531,0.150829,0.0717866666666667,0,1,3,"Cmtm2a",0,0,0,0,0,0,0,1.07178666666667
"CMTM3",9.983433,6.782762,6.097989,7.62139466666667,134,168,135,"Cmtm3",4.012615,4.244045,4.300309,65,65,130,4.18565633333333,1.66254647675907
"CMTM4",8.454132,6.364226,4.848887,6.55574833333333,637,700,577,"Cmtm4",16.611816,17.312179,16.954616,1819,1867,3572,16.959537,0.420709527942359
"CMTM5",0,0,0,0,0,0,0,"Cmtm5",27.836123,35.148423,29.091669,246,266,453,30.6920716666667,0.0315536330511264
"CMTM6",5.543601,4.194615,3.661569,4.466595,260,289,251,"Cmtm6",5.749296,6.782599,7.638012,268,262,565,6.72330233333333,0.707805387393225
"CMTM7",0.650998,0.188063,1.228429,0.689163333333333,7,5,17,"Cmtm7",1.469212,1.407731,1.532458,15,14,32,1.46980033333333,0.683927081284978
"CMTM8",0.527142,1.922653,2.356212,1.60200233333333,7,35,46,"Cmtm8",0.884566,0.930598,0.872131,11,11,21,0.895765,1.3725342188158
"CMTR1",23.081545,21.947294,15.613529,20.2141226666667,912,1287,1063,"Cmtr1",180.594095,200.111987,159.636267,1221,1333,2325,180.114116333333,0.117131249049759
"CMTR2",6.195089,4.663254,3.370314,4.74288566666667,269,361,292,"Cmtr2",1.562843,1.496985,1.582259,66,71,141,1.54736233333333,2.25444397584063
"CMYA5",0.273831,0.129639,0.294961,0.232810333333333,22,16,18,"Cmya5",0.788761,0.740201,0.676682,135,125,223,0.735214666666667,0.710465602334697
"CNBD1",0,0,0,0,0,0,0,"Cnbd1",0,0,0,0,0,0,0,1
"CNBD2",1.827902,2.079536,2.36439,2.09060933333333,18,22,28,"Cnbd2",2.61122,1.310979,2.984583,49,33,103,2.30226066666667,0.935907139169914
"CNBP",56.386613,57.869654,54.205092,56.1537863333333,1316,1808,1807,"Cnbp",92.233677,102.651576,98.896648,1813,1977,3687,97.9273003333333,0.577735227189612
"CNDP1",0.129486,0.133211,0.372502,0.211733,8,12,9,"Cndp1",0.158054,0.242904,0.632553,4,4,11,0.344503666666667,0.901249308604836
"CNDP2",88.263335,75.692326,59.761808,74.5724896666667,1131,1462,1415,"Cndp2",47.365824,51.719729,30.509495,354,420,826,43.1983493333333,1.7098486890702
"CNEP1R1",11.796335,11.923313,12.257721,11.9924563333333,199,299,285,"Cnep1r1",14.655406,16.290333,14.644492,310,301,555,15.1967436666667,0.802164719076968
"CNFN",1.228349,0.735765,0.830591,0.931568333333333,6,5,6,"Cnfn",0,0,0,0,0,0,0,1.93156833333333
"CNGA1",0,0.147562,0.512516,0.220026,0,2,5,"Cnga1",0.039998,0.078613,0,1,2,0,0.039537,1.1736244116371
"CNGA3",2.925136,0.449629,0.681968,1.35224433333333,146,35,41,"Cnga3",0.060764,0.165655,0.129806,3,8,12,0.118741666666667,2.1025804289045
"CNGA4",0.418516,0.249038,0.329626,0.332393333333333,10,10,11,"Cnga4",0.208705,0.488619,0.365787,7,16,22,0.354370333333333,0.983773271269232
"CNGB1",9.894388,5.735645,8.443606,8.02454633333333,214,229,326,"Cngb1",0.1943,0.148197,0.163799,13,11,25,0.168765333333333,7.72143566886538
"CNGB3",0.126581,0,0.31981,0.148797,2,0,2,"Cngb3",0,0,0,0,0,0,0,1.148797
"CNIH1",62.550359,59.13058,59.793702,60.491547,1250,1919,1730,"Cnih1",38.072163,40.650901,39.834484,573,619,1050,39.5191826666667,1.51759100142428
"CNIH2",131.843801,138.516992,144.690558,138.350450333333,1677,2385,2697,"Cnih2",64.817507,80.67077,73.931411,928,1195,2172,73.139896,1.87956090919433
"CNIH3",9.046472,9.367389,9.802235,9.40536533333333,118,181,196,"Cnih3",23.811797,31.021789,22.498591,558,695,1132,25.7773923333333,0.38858770128936
"CNIH4",15.625629,12.176772,12.122179,13.3081933333333,513,616,653,"Cnih4",15.162159,14.050115,11.537024,348,359,609,13.5830993333333,0.981149000379389
"CNKSR1",4.594998,6.594973,4.644981,5.27831733333333,67,121,106,"Cnksr1",0.489282,0.340817,0.174455,2,1,3,0.334851333333333,4.70338319822882
"CNKSR2",12.74198,5.222886,7.304857,8.423241,431,477,576,"Cnksr2",38.978681,44.291655,40.680284,2702,3018,5485,41.3168733333333,0.222682827385955
"CNKSR3",2.300438,1.478173,1.945363,1.90799133333333,152,99,138,"Cnksr3",1.215447,1.363207,1.427207,55,62,128,1.335287,1.24523937885722
"CNMD",0.386304,0.36203,0.204325,0.317553,5,10,6,"Cnmd",0.18001,0.83301,0.885853,3,10,14,0.632957666666667,0.806850677696687
"CNN1",18.520973,8.060167,16.671975,14.417705,163,77,167,"Cnn1",0.722108,1.033291,2.315437,7,8,22,1.35694533333333,6.54139270094795
"CNN2",39.340234,35.134861,43.777508,39.4175343333333,644,706,845,"Cnn2",1.204603,2.318015,2.892159,39,53,129,2.138259,12.8789670748441
"CNN3",60.516879,43.359379,35.370373,46.4155436666667,996,930,890,"Cnn3",149.69562,133.517777,150.000535,597,576,1176,144.404644,0.326093736501749
"CNNM1",2.974985,3.093808,3.205727,3.09150666666667,219,359,435,"Cnnm1",41.363479,34.324496,31.126916,1137,1229,2151,35.6049636666667,0.111774640836278
"CNNM2",5.644769,4.698442,3.932841,4.758684,433,681,595,"Cnnm2",9.233534,8.233848,8.324797,357,365,635,8.597393,0.600025861189596
"CNNM3",13.26231,18.451412,13.135774,14.949832,297,427,348,"Cnnm3",7.464414,8.233125,9.615575,227,300,549,8.43770466666667,1.69001177334291
"CNNM4",3.965264,5.000269,5.497231,4.82092133333333,301,409,426,"Cnnm4",2.33021,2.486199,2.185796,147,155,266,2.33406833333333,1.74589143093948
"CNOT1",81.598232,70.909943,62.450078,71.652751,1509,1820,1721,"Cnot1",36.00421,41.888185,41.85364,1347,1444,2626,39.915345,1.77568467282874
"CNOT10",38.855159,43.453165,28.533575,36.9472996666667,257,409,363,"Cnot10",13.021489,15.611002,17.598378,474,460,1106,15.4102896666667,2.31240888719636
"CNOT11",26.263168,23.133894,22.244348,23.88047,421,625,604,"Cnot11",10.51256,11.290852,10.159119,252,260,502,10.654177,2.13489721324809
"CNOT2",44.859934,40.063781,39.760442,41.5613856666667,533,686,669,"Cnot2",47.021794,32.020668,36.042127,615,571,1059,38.3615296666667,1.0812939951038
"CNOT3",34.582946,44.816094,42.774286,40.724442,395,628,478,"Cnot3",21.520265,18.755538,17.368718,328,306,626,19.2148403333333,2.06405004006875
"CNOT4",12.906171,11.733587,13.373403,12.6710536666667,434,647,621,"Cnot4",7.849373,9.413414,8.716031,361,311,598,8.659606,1.4152806715581
"CNOT6",9.636023,8.091559,7.050754,8.25944533333333,543,830,644,"Cnot6",13.827728,12.549705,14.959218,855,768,1544,13.7788836666667,0.626532121246596
"CNOT6L",2.877776,2.30151,1.878494,2.35259333333333,345,446,376,"Cnot6l",9.531705,18.609227,38.797836,844,730,1416,22.3129226666667,0.143808366770201
"CNOT7",50.425293,51.232502,46.24685,49.3015483333333,1494,2226,2058,"Cnot7",185.449334,143.651286,136.866589,1213,1159,1948,155.322403,0.321780802802355
"CNOT8",19.916585,24.701503,16.898726,20.5056046666667,625,1039,871,"Cnot8",63.196525,89.013482,84.761819,452,456,864,78.9906086666667,0.268851619273006
"CNOT9",22.788863,18.658307,14.213921,18.553697,591,771,645,"Cnot9",7.251423,6.751709,7.006551,322,284,577,7.00322766666667,2.44322638495477
"CNP",36.530247,57.450568,41.166209,45.049008,1326,2019,1987,"Cnp",140.848887,160.643253,127.184391,3063,3207,5330,142.892177,0.320024402716487
"CNPPD1",19.331817,22.879628,18.467487,20.2263106666667,590,928,806,"Cnppd1",17.334656,13.553936,15.360836,270,248,517,15.416476,1.29298825561994
"CNPY1",0.079786,0.031145,0.082783,0.0645713333333333,2,1,3,"Cnpy1",0,0.024838,0.012763,0,1,1,0.0125336666666667,1.05139351745012
"CNPY3",15.105685,14.498558,14.739672,14.781305,311,402,434,"Cnpy3",21.510817,21.963418,21.063435,454,478,818,21.5125566666667,0.701000123338575
"CNPY4",10.595713,8.994431,8.903889,9.498011,156,173,192,"Cnpy4",3.943293,3.29351,3.955586,78,66,140,3.73079633333333,2.21907904299974
"CNR1",70.369331,68.666801,51.395382,63.4771713333333,5084,6738,5640,"Cnr1",29.458795,31.87138,28.562864,2346,2484,4362,29.9643463333333,2.08230364817756
"CNR2",0.116182,0.044748,0.060199,0.0737096666666667,10,5,8,"Cnr2",0.133162,0.12959,0.09024,7,7,9,0.117664,0.960673034710491
"CNRIP1",44.668723,46.317617,53.269859,48.0853996666667,1023,1447,1823,"Cnrip1",22.565054,27.543703,23.36128,467,559,938,24.4900123333333,1.92567186805467
"CNST",35.140569,36.41063,36.878723,36.1433073333333,2865,4045,4322,"Cnst",10.474685,13.426833,10.871281,661,676,1258,11.590933,2.95000436689905
"CNTD1",0.391795,0.416072,0.4936,0.433822333333333,17,16,23,"Cntd1",0.084865,0.073603,0.619171,3,2,27,0.259213,1.13866544685715
"CNTF",0.150764,0.332182,0.112225,0.198390333333333,4,13,5,"Cntf",1.061501,0.166698,0.683172,13,2,16,0.637123666666667,0.732009656774045
"CNTFR",27.896667,28.891747,23.617096,26.8018366666667,755,1034,926,"Cntfr",21.377334,26.421703,25.208364,517,564,1003,24.3358003333333,1.09733406092915
"CNTLN",0.98979,1.134317,0.819131,0.981079333333333,83,95,87,"Cntln",2.468937,2.606359,2.605117,172,175,324,2.56013766666667,0.556461440208351
"CNTN1",83.373369,58.150615,82.983798,74.8359273333333,5329,5218,7094,"Cntn1",57.958511,67.026032,56.803163,4463,4960,8190,60.595902,1.23118462220641
"CNTN2",37.296662,36.637462,27.193913,33.7093456666667,2576,3297,3198,"Cntn2",22.03479,21.294307,17.954391,1688,1723,2865,20.4278293333333,1.61982556080342
"CNTN3",2.125957,0.424114,0.77407,1.108047,103,45,30,"Cntn3",4.707577,4.659254,3.979846,344,327,546,4.44889233333333,0.38687624402195
"CNTN4",2.512248,4.226003,4.330123,3.689458,107,216,213,"Cntn4",14.648587,20.969038,13.787162,603,723,1121,16.4682623333333,0.268455895069281
"CNTN5",3.716463,4.014915,1.223395,2.98492433333333,244,253,127,"Cntn5",2.595369,3.02658,2.766378,80,105,168,2.796109,1.04973917591232
"CNTN6",1.187734,0.980148,0.827659,0.998513666666667,66,68,60,"Cntn6",4.449975,4.850859,4.360759,222,234,365,4.55386433333333,0.359842003102585
"CNTNAP1",70.906937,70.212683,61.590981,67.5702003333333,4852,6787,6590,"Cntnap1",33.300228,37.463602,32.678531,2572,2847,4776,34.480787,1.93260088434153
"CNTNAP2",47.413924,34.867997,29.383733,37.2218846666667,4211,3110,2871,"Cntnap2",45.471386,41.981282,45.373012,1523,1806,3032,44.2752266666667,0.844211889828197
"CNTNAP3",1.277245,0.893885,0.516508,0.895879333333333,21,6,6,"Cntnap3",2.362404,3.476451,2.6474,165,210,347,2.82875166666667,0.495169052053955
"CNTNAP3B",1.639937,1.099685,0.276984,1.00553533333333,82,35,25,"Cntnap3",2.362404,3.476451,2.6474,165,210,347,2.82875166666667,0.523809196295921
"CNTNAP3C",0,0,0,0,0,0,0,"Cntnap3",2.362404,3.476451,2.6474,165,210,347,2.82875166666667,0.26118173416836
"CNTNAP4",0.07392,0.124266,0.178555,0.125580333333333,6,10,5,"Cntnap4",7.918281,5.010727,3.812278,315,321,491,5.58042866666667,0.171049697572894
"CNTRL",2.502048,3.266087,2.515873,2.761336,148,218,178,"Cntrl",4.218489,3.201604,4.061845,164,129,312,3.82731266666667,0.779178035425922
"CNTROB",23.89425,27.842686,24.865528,25.5341546666667,378,635,552,"Cntrob",11.160907,12.582841,12.439326,160,152,316,12.0610246666667,2.03155229730061
"COA3",44.346909,44.918032,43.5083,44.257747,409,563,582,"Coa3",126.962443,115.211698,97.226837,350,407,655,113.133659333333,0.396532865627504
"COA4",14.275182,14.492508,15.649725,14.805805,140,197,224,"Coa4",1.951603,2.899063,2.294019,19,26,46,2.38156166666667,4.67411408042734
"COA5",24.260832,24.17115,22.670422,23.7008013333333,301,394,363,"Coa5",20.697169,21.77281,20.020396,1100,1141,2041,20.830125,1.13150068235218
"COA6",17.877738,18.406032,20.123647,18.8024723333333,139,191,226,"Coa6",13.809758,15.18013,17.482234,79,89,184,15.4907073333333,1.20082613395884
"COA7",13.501004,14.031489,12.636917,13.3898033333333,736,1052,958,"Coa7",19.895405,13.253734,10.218571,150,170,277,14.4559033333333,0.931023119321614
"COA8",30.177407,35.224376,37.028651,34.143478,302,473,449,"Coa8",16.80571,14.232306,18.721366,169,166,352,16.5864606666667,1.99832579540071
"COASY",45.151024,34.54995,39.76579,39.8222546666667,682,702,767,"Coasy",7.446069,8.479277,8.482592,151,183,322,8.13597933333333,4.46829542594558
"COBL",2.912951,1.831386,1.641001,2.128446,146,81,150,"Cobl",19.791181,17.837966,18.703334,1267,1250,2446,18.7774936666667,0.158182126245488
"COBLL1",0.888349,0.64984,1.558104,1.03209766666667,20,48,68,"Cobll1",4.237063,3.957917,2.971271,146,156,235,3.72208366666667,0.430339191364038
"COCH",13.480285,22.271908,17.005493,17.5858953333333,309,708,603,"Coch",13.451999,15.701951,12.44528,413,477,715,13.86641,1.25019391590393
"COG1",33.454308,18.572004,27.363079,26.4631303333333,656,760,787,"Cog1",14.115702,20.783312,16.163943,384,356,683,17.0209856666667,1.52395273162731
"COG2",9.109068,5.814323,6.303963,7.07578466666667,215,277,251,"Cog2",7.874916,6.138877,7.435241,251,213,408,7.149678,0.990932975102411
"COG3",14.763324,6.275182,8.423328,9.82061133333333,396,554,470,"Cog3",6.912707,6.54336,7.091814,374,381,753,6.84929366666667,1.37854586576176
"COG4",16.694382,17.202195,15.502883,16.4664866666667,611,799,812,"Cog4",24.749127,22.410834,16.758361,437,415,828,21.3061073333333,0.783036071944542
"COG5",29.053002,21.739552,44.3204,31.704318,716,907,965,"Cog5",19.36369,12.180238,14.482025,523,538,984,15.3419843333333,2.00124521801749
"COG6",32.564721,31.384027,20.338384,28.0957106666667,304,386,405,"Cog6",10.139951,16.406155,12.983491,424,523,933,13.1765323333333,2.05238558926387
"COG7",10.307992,9.066995,8.42619,9.267059,209,260,267,"Cog7",9.423585,11.873487,10.58359,373,450,800,10.6268873333333,0.883044507584174
"COG8",5.059223,6.442825,5.992971,5.831673,191,341,307,"Cog8",10.714371,10.06385,8.531075,270,276,578,9.76976533333333,0.634338148376863
"COIL",7.354715,7.345131,7.077436,7.259094,301,408,414,"Coil",6.170266,5.50536,5.992356,206,165,348,5.88932733333333,1.19882444256048
"COL11A1",26.722373,1.506663,1.073771,9.76760233333333,1034,128,85,"Col11a1",2.959556,3.39099,4.264342,147,179,388,3.538296,2.37260908793374
"COL11A2",2.626247,3.040541,3.179521,2.94876966666667,231,390,349,"Col11a2",8.736042,7.970428,9.433275,221,233,492,8.71324833333333,0.406534408588682
"COL12A1",5.186367,0.390526,0.175912,1.91760166666667,300,37,18,"Col12a1",3.303189,2.278251,2.810111,184,212,450,2.79718366666667,0.768359374417057
"COL13A1",0.404921,0.285877,0.257272,0.316023333333333,9,6,6,"Col13a1",0.444112,0.556649,0.716249,11,14,31,0.572336666666667,0.836985717647408
"COL14A1",0.498308,0.116165,0.18819,0.267554333333333,35,12,6,"Col14a1",0.346791,0.225803,0.328618,22,13,35,0.300404,0.974738876021093
"COL15A1",2.872761,1.695348,1.362852,1.976987,39,34,30,"Col15a1",2.827391,4.885325,4.177745,55,64,140,3.963487,0.599777333958969
"COL16A1",22.602445,2.100257,2.72707,9.14325733333333,239,18,46,"Col16a1",13.897853,13.714136,14.258823,156,135,383,13.9569373333333,0.678164059076979
"COL17A1",0,0,0.14009,0.0466966666666667,0,0,3,"Col17a1",0.17493,0.078598,0.276896,4,6,24,0.176808,0.889437076113237
"COL18A1",31.014195,21.233295,15.356427,22.534639,1651,1326,1198,"Col18a1",0.714499,1.486552,2.502457,49,57,142,1.567836,9.16516436407933
"COL19A1",0.279091,0.123135,1.885475,0.762567,34,16,93,"Col19a1",2.789878,2.751692,3.670122,177,184,450,3.070564,0.433003141579398
"COL1A1",225.814631,1.916891,5.309663,77.680395,13150,156,517,"Col1a1",3.070106,1.201829,4.394658,80,74,188,2.88886433333333,20.2322293235052
"COL1A2",95.495002,0.546278,2.350218,32.797166,5481,47,151,"Col1a2",3.244228,3.014187,4.521945,200,188,515,3.59345333333333,7.3576813668148
"COL20A1",0.044888,0.221741,0.087931,0.118186666666667,6,13,5,"Col20a1",2.628647,1.753627,1.592043,48,48,88,1.991439,0.373795576866741
"COL23A1",0.146242,0.285798,0.484866,0.305635333333333,6,15,26,"Col23a1",3.262925,1.440039,1.279895,112,109,177,1.99428633333333,0.436042244456915
"COL25A1",0.435432,0.136571,0.088503,0.220168666666667,56,24,16,"Col25a1",11.805965,11.060281,9.694373,927,851,1472,10.8535396666667,0.102937072045906
"COL26A1",15.317496,21.589623,19.436688,18.781269,465,960,979,"Col26a1",5.51241,3.379098,4.999094,52,49,92,4.63020066666667,3.51342166489981
"COL27A1",17.69815,0.689278,3.042632,7.14335333333333,851,103,234,"Col27a1",0.89762,0.963792,1.037154,76,66,131,0.966188666666667,4.14169477801893
"COL28A1",1.217351,1.134531,0.333184,0.895022,38,35,22,"Col28a1",0.084723,0.138967,0.150386,5,6,17,0.124692,1.68492529510301
"COL2A1",5.434089,0.276491,0.324481,2.011687,297,21,23,"Col2a1",0.376708,0.675105,0.354061,5,11,16,0.468624666666667,2.05068528968373
"COL3A1",118.327246,0.169079,0.879912,39.792079,3462,21,113,"Col3a1",2.630247,2.338296,2.088125,38,39,107,2.35222266666667,12.168666301801
"COL4A1",60.979345,2.107558,2.65208,21.9129943333333,5147,197,303,"Col4a1",19.569347,11.988642,17.512807,462,392,924,16.356932,1.32010624535104
"COL4A2",92.534832,24.129726,25.677096,47.447218,4121,1343,1314,"Col4a2",10.099132,6.51633,7.525082,539,445,1027,8.046848,5.35514888721464
"COL4A3",0.270053,0,0.117045,0.129032666666667,10,0,2,"Col4a3",0.244612,0.083696,0.146788,4,6,18,0.158365333333333,0.974677534088267
"COL4A4",0.106955,0,0.008293,0.038416,18,0,2,"Col4a4",0.1095,0.069212,0.067467,16,10,19,0.0820596666666667,0.959666118226999
"COL4A5",7.065375,0.65396,0.2968,2.672045,281,17,12,"Col4a5",1.022276,0.542169,0.881734,60,45,131,0.815393,2.02272731028488
"COL4A6",1.006931,0.079388,0.202782,0.429700333333333,89,12,12,"Col4a6",0.240719,0.203137,0.298548,23,19,51,0.247468,1.14608176989978
"COL5A1",20.155567,0.560728,0.731308,7.149201,1709,38,66,"Col5a1",1.167855,2.001774,1.737219,117,152,337,1.635616,3.09195307662421
"COL5A2",14.871174,1.53335,1.073955,5.82615966666667,1262,67,83,"Col5a2",1.887067,1.280454,0.743636,40,48,126,1.303719,2.96310429642967
"COL5A3",0.429883,0.252852,0.300462,0.327732333333333,34,17,27,"Col5a3",0.26086,0.258687,0.372897,21,22,63,0.297481333333333,1.02331517165051
"COL6A1",70.532879,74.222164,64.574403,69.776482,3558,5217,4416,"Col6a1",11.736725,11.014374,15.679095,667,621,1724,12.8100646666667,5.12499280114402
"COL6A2",26.998276,6.442048,16.46222,16.6341813333333,573,178,586,"Col6a2",2.584636,3.199642,3.250157,141,175,353,3.01147833333333,4.39593084345048
"COL6A3",2.23861,0.061098,0.135757,0.811821666666667,118,8,23,"Col6a3",1.309079,0.887452,0.893093,82,59,147,1.02987466666667,0.892578096775761
"COL6A5",1.991852,1.946985,1.605111,1.84798266666667,295,348,318,"Col6a5",0.127389,0.259685,0.399566,9,22,26,0.262213333333333,2.25634018549426
"COL6A6",0.19711,0.051807,0.088461,0.112459333333333,21,5,11,"Col6a6",0.146088,0.062499,0.061674,16,6,15,0.090087,1.0205234383433
"COL8A1",5.066359,0.849898,0.726443,2.21423333333333,393,54,51,"Col8a1",0.289558,0.477662,0.354908,21,34,49,0.374042666666667,2.33925292955483
"COL8A2",0.190378,0.106687,0.084277,0.127114,13,6,9,"Col8a2",0.556004,0.753836,0.421375,31,44,49,0.577071666666667,0.714687876158661
"COL9A1",6.973681,4.81816,0.262441,4.018094,67,16,10,"Col9a1",0.34048,0.105776,0.124513,10,3,11,0.190256333333333,4.21597756673702
"COL9A2",18.17365,26.480681,30.787269,25.1472,397,536,926,"Col9a2",2.494603,2.572918,3.139477,46,54,124,2.735666,6.99934094750441
"COLCA2",1.348392,0.424666,1.099705,0.957587666666667,23,8,25,"Colca2",0.392041,0.201909,0.515354,6,3,15,0.369768,1.42913812168679
"COLEC10",0.440188,0.629926,0.443304,0.504472666666667,13,16,21,"Colec10",0,0.031837,0,0,2,0,0.0106123333333333,1.48867435815316
"COLEC11",0.354467,0.142282,0.585827,0.360858666666667,5,4,9,"Colec11",0.389997,0.428794,0.181302,6,5,7,0.333364333333333,1.02062027057871
"COLEC12",2.067685,0.77624,0.580097,1.14134066666667,75,17,18,"Colec12",3.39049,4.392812,3.567925,197,223,398,3.78374233333333,0.447628763728704
"COLGALT1",20.890355,19.769162,15.152106,18.6038743333333,515,702,630,"Colgalt1",10.524969,12.201908,12.866654,422,470,1012,11.8645103333333,1.52387256299508
"COLGALT2",4.179347,6.140961,5.321221,5.213843,318,639,610,"Colgalt2",1.659384,1.178419,1.374636,87,64,144,1.40414633333333,2.58463593244948
"COLQ",6.103376,1.832793,3.581371,3.83918,96,80,94,"Colq",0.392059,0.343198,0.241491,15,13,18,0.325582666666667,3.65060597251825
"COMMD1",23.489437,27.874471,25.947596,25.7705013333333,164,241,240,"Commd1",29.695395,36.019725,28.379964,126,154,228,31.365028,0.827142844842691
"COMMD10",8.616084,7.16311,6.461092,7.41342866666667,114,157,139,"Commd10",12.153763,18.696158,15.009771,167,216,344,15.286564,0.516587087777794
"COMMD2",15.736121,22.266871,17.341066,18.4480193333333,599,1045,907,"Commd2",7.245121,7.476173,6.877418,93,102,188,7.19957066666667,2.37183385861829
