"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"FGF7",2.255427,1.388556,1.653738,1.765907,186,155,188,"Fgf7",1.28578,1.302033,2.035461,107,31,74,1.54109133333333,1.08847209217457
"FGF8",0.312096,0.413174,0,0.241756666666667,2,6,0,"Fgf8",0,0,0,0,0,0,0,1.24175666666667
"FGF9",14.915528,11.153466,14.175378,13.4147906666667,269,408,411,"Fgf9",11.834529,15.677268,14.821616,698,162,258,14.1111376666667,0.953918294217115
"FGFBP1",0,0,0,0,0,0,0,"Fgfbp1",0.146315,0.19968,0.312104,6,2,5,0.219366333333333,0.820098089198789
"FGFBP3",6.312951,4.404354,3.012575,4.57662666666667,221,213,168,"Fgfbp3",0.63879,0.689,0.695076,35,9,17,0.674288666666667,3.33074384226057
"FGFR1",34.836219,37.34641,31.291408,34.4913456666667,369,530,612,"Fgfr1",149.5878,134.910862,159.830757,8825,2045,3379,148.109806333333,0.238021539558077
"FGFR1OP2",7.310113,8.930723,7.649298,7.963378,296,447,390,"Fgfr1op2",43.36246,44.077259,45.691413,3540,897,1458,44.377044,0.197531112868436
"FGFR2",1.408666,0.06743,0.551022,0.675706,14,3,6,"Fgfr2",2.236026,2.698764,0.577437,59,16,27,1.837409,0.590576120679112
"FGFR3",1.401059,0.055948,0.453162,0.636723,20,5,9,"Fgfr3",1.269868,0.976408,1.783154,99,20,37,1.34314333333333,0.698515953640622
"FGFR4",1.088627,1.607968,1.044309,1.246968,15,22,22,"Fgfr4",0.03613,0,0.108951,5,0,6,0.0483603333333333,2.14331649963864
"FGFRL1",1.838683,1.350378,0.817601,1.335554,57,45,59,"Fgfrl1",2.698727,2.657212,2.757572,152,31,48,2.70450366666667,0.630463406208893
"FGG",0.148747,0,0,0.0495823333333333,1,0,0,"Fgg",0.898588,0.63188,0.91217,58,10,23,0.814212666666667,0.578533240682184
"FGGY",7.563684,4.735591,2.992283,5.097186,78,60,48,"Fggy",53.423162,67.346199,27.323913,454,144,207,49.3644246666667,0.121061365047924
"FGL1",0.110927,0,0,0.0369756666666667,1,0,0,"Fgl1",0.872173,0.424354,0.938714,36,4,15,0.745080333333333,0.594228040313712
"FGL2",0.045658,0.091292,0.011094,0.049348,3,8,1,"Fgl2",4.87571,4.855265,4.433064,728,182,261,4.72134633333333,0.183409277967732
"FGR",0.066326,0,0.091737,0.0526876666666667,2,0,4,"Fgr",0.021245,0,0.109074,3,0,6,0.0434396666666667,1.00886299447437
"FH",54.460772,50.453273,49.247016,51.3870203333333,665,946,816,"Fh1",61.307841,47.351048,56.381538,2206,471,878,55.0134756666667,0.93525744849482
"FHAD1",1.531505,3.269514,1.267311,2.02277666666667,34,59,60,"Fhad1",1.757179,0.360262,3.810062,30,7,11,1.97583433333333,1.01577451164116
"FHDC1",1.826131,1.965833,1.59433,1.79543133333333,199,291,251,"Fhdc1",12.813576,7.63692,11.233712,851,189,271,10.5614026666667,0.241789981192593
"FHIT",75.016359,24.678504,28.668549,42.787804,63,93,73,"Fhit",11.459645,10.711689,9.835434,194,46,62,10.6689226666667,3.75251471372621
"FHL1",165.167804,203.562531,173.86647,180.865601666667,2189,3402,3325,"Fhl4",0.267334,0.460216,0.358455,22,9,12,0.362001666666667,133.528178501984
"FHL2",4.658144,0.918989,1.892348,2.489827,109,44,69,"Fhl2",0.949318,4.796755,2.387137,56,14,36,2.71107,0.940382962326229
"FHL3",10.878062,13.211551,12.628267,12.2392933333333,250,367,431,"Fhl3",1.280116,1.401683,1.383127,82,22,35,1.35497533333333,5.62183949272788
"FHL5",0,0,0,0,0,0,0,"Fhl5",0.158161,0.10754,0.125049,6,1,2,0.13025,0.8847600088476
"FHOD1",7.131938,3.716387,6.213116,5.687147,78,76,88,"Fhod1",1.533185,1.235729,3.909406,186,29,91,2.22610666666667,2.07282265930451
"FHOD3",27.709912,29.143876,31.717,29.523596,1496,2202,2079,"Fhod3",7.92934,9.196826,8.575639,651,177,299,8.56726833333333,3.19041913914473
"FIBCD1",1.40128,1.044759,1.249676,1.231905,33,42,67,"Fibcd1",0.13253,0.081198,0.110547,27,4,9,0.108091666666667,2.0141880560423
"FIBIN",0.403906,0,0,0.134635333333333,19,0,0,"Fibin",1.67209,1.261758,1.42139,150,28,50,1.451746,0.462786656257758
"FIBP",169.386247,177.728657,165.365384,170.826762666667,932,1377,1340,"Fibp",114.616744,86.184308,97.736017,939,203,380,99.5123563333333,1.70950884980579
"FICD",1.359806,1.512889,1.026793,1.29982933333333,44,53,58,"Ficd",4.320713,4.048476,4.128399,563,128,212,4.16586266666667,0.445197536545687
"FIG4",34.964382,41.296552,40.179053,38.813329,1081,1484,1612,"Fig4",22.043248,23.64747,23.47152,2993,782,1249,23.0540793333333,1.65515912907247
"FIGLA",0,0,0.085367,0.0284556666666667,0,0,1,"Figla",0.202726,1.662151,0,1,2,0,0.621625666666667,0.634212745769318
"FIGN",0.765267,2.353986,0.642368,1.25387366666667,121,506,144,"Fign",1.740106,1.561544,1.341454,490,137,168,1.54770133333333,0.884669500768274
"FIGNL1",4.422095,3.295034,3.102132,3.60642033333333,118,158,172,"Fignl1",0.335985,0.328394,0.659238,39,9,21,0.441205666666667,3.19622690909024
"FIGNL2",2.20084,3.525457,2.197203,2.64116666666667,139,312,235,"Fignl2",0.946562,1.337828,1.402855,130,43,88,1.22908166666667,1.63348284682257
"FILIP1",1.964418,1.968236,1.116076,1.68291,138,183,105,"Filip1",13.02781,15.737692,15.588985,1652,336,634,14.784829,0.169967631578397
"FILIP1L",2.851913,0.691643,0.345469,1.29634166666667,124,25,20,"Filip1l",0.757841,0.950008,0.710189,98,31,38,0.806012666666667,1.27149809580516
"FIS1",67.874448,79.788523,76.255419,74.6394633333333,556,848,849,"Fis1",133.266373,136.862612,121.225106,3270,720,1146,130.451363666667,0.575417867289223
"FITM1",0.10479,0.075816,0.142227,0.107611,1,1,2,"Fitm1",0,0,0.226145,0,0,3,0.0753816666666667,1.02997013463437
"FITM2",6.979913,7.148846,7.007797,7.04551866666667,524,731,762,"Fitm2",17.902597,17.554116,16.250678,2996,717,1066,17.235797,0.441193695382037
"FIZ1",5.787607,8.116789,6.56751,6.82396866666667,141,272,278,"Fiz1",7.762867,8.501424,9.981112,453,88,181,8.74846766666667,0.802584460880912
"FJX1",10.825638,11.305387,10.571851,10.9009586666667,212,307,374,"Fjx1",1.016366,0.605249,0.904502,107,15,44,0.842039,6.46075282155626
"FKBP10",60.717835,23.748688,36.364143,40.2768886666667,1161,598,980,"Fkbp10",4.701672,4.097075,5.090268,282,75,100,4.62967166666667,7.33202415889855
"FKBP11",13.260836,16.203134,11.389573,13.6178476666667,388,587,503,"Fkbp11",0.919386,1.130591,0.882058,45,15,11,0.977345,7.39266423748343
"FKBP14",5.649606,2.265362,2.879186,3.59805133333333,230,188,198,"Fkbp14",8.971565,8.916437,7.785249,872,227,322,8.55775033333333,0.481080921029848
"FKBP15",6.585354,5.735305,5.658354,5.99300433333333,446,648,666,"Fkbp15",18.434286,15.955036,18.482882,2580,570,1012,17.624068,0.375482109136056
"FKBP1A",128.64028,111.76914,115.979416,118.796278666667,1657,1951,2139,"Fkbp1a",330.210479,250.965702,326.629941,10801,2345,4218,302.602040666667,0.394583245895222
"FKBP1B",78.163429,72.647899,90.07034,80.2938893333333,976,1196,1597,"Fkbp1b",807.858534,784.272884,974.833388,4534,872,1815,855.654935333333,0.0948968901950014
"FKBP1C",0.057507,0.042437,0.039717,0.0465536666666667,1,1,1,"Fkbp1a",330.210479,250.965702,326.629941,10801,2345,4218,302.602040666667,0.00344712329458848
"FKBP3",93.3837,111.0682,93.068059,99.1733196666667,1586,2518,2294,"Fkbp3",181.10919,163.289772,198.315894,3764,890,1586,180.904952,0.550690448859615
"FKBP4",183.170819,131.518813,336.318669,217.002767,1688,2098,2529,"Fkbp4",180.102,186.115735,172.728071,10567,2293,3791,179.648602,1.20677804636429
"FKBP5",1.423136,0.934447,1.106289,1.154624,87,81,100,"Fkbp5",28.310876,32.440648,34.357323,2580,529,994,31.702949,0.0658847004898549
"FKBP6",0.520495,0.763142,0.307328,0.530321666666667,15,16,14,"Fkbp6",0.064768,0,0,3,0,0,0.0215893333333333,1.49798125013052
"FKBP7",10.239243,13.169415,9.40069,10.9364493333333,155,310,227,"Fkbp7",6.902819,3.933462,6.268136,152,26,44,5.70147233333333,1.78116818806534
"FKBP8",271.324168,274.579061,287.497161,277.80013,2785,3727,4043,"Fkbp8",218.751914,180.75413,195.158631,9647,2081,3603,198.221558333333,1.399447591578
"FKBP9",71.664954,59.346911,56.802289,62.604718,906,968,1170,"Fkbp9",12.927425,15.033877,13.843617,1574,444,669,13.934973,4.25877689902754
"FKBPL",2.361268,2.875389,2.177795,2.471484,45,75,60,"Fkbpl",8.792309,9.580153,7.162727,259,64,86,8.51172966666667,0.364968740876397
"FKRP",16.957213,14.812029,12.447039,14.7387603333333,322,512,500,"Fkrp",9.462937,9.036657,9.035173,991,226,406,9.17825566666667,1.54631214313834
"FKTN",3.138088,2.792637,2.731656,2.88746033333333,295,386,363,"Fktn",11.796038,10.702096,11.765362,2906,658,1128,11.4211653333333,0.312970661689928
"FLACC1",1.022141,0.108322,0.901216,0.677226333333333,4,2,5,"Flacc1",1.387858,1.607889,1.071671,80,24,21,1.355806,0.71195435164582
"FLAD1",20.43672,21.011386,18.629687,20.025931,287,426,426,"Flad1",14.181845,15.944758,13.70704,1139,247,416,14.6112143333333,1.34684788454317
"FLCN",21.08816,46.074652,25.502381,30.8883976666667,595,755,750,"Flcn",8.034694,8.351911,7.511096,969,240,360,7.96590033333333,3.55663084365463
"FLG",0.063819,0.039937,0.031662,0.0451393333333333,14,12,10,"Flg",0,0.022422,0,0,1,0,0.007474,1.03738591103426
"FLG2",0.00664,0,0.004785,0.00380833333333333,1,0,1,"Flg2",0,0,0,0,0,0,0,1.00380833333333
"FLI1",0.040011,0.123011,0.017335,0.060119,2,2,1,"Fli1",1.119919,1.55486,1.585499,150,52,58,1.42009266666667,0.438048928704934
"FLII",141.885341,154.358857,132.139636,142.794611333333,1549,2197,1947,"Flii",38.240467,32.321137,42.84373,5261,1207,1926,37.801778,3.70587686299667
"FLNA",94.105167,48.401049,61.040979,67.849065,3213,2357,1965,"Flna",60.729175,66.97917,60.359392,4380,1055,1816,62.6892456666667,1.08101555104512
"FLNB",29.467248,20.543051,23.171342,24.3938803333333,1110,869,850,"Flnb",28.461907,5.715625,49.500531,2470,559,1098,27.8926876666667,0.878903362203652
"FLNC",3.759638,0.260734,0.613113,1.544495,512,56,121,"Flnc",0.601459,0.363678,0.514609,240,35,81,0.493248666666667,1.70399951247236
"FLOT1",210.965755,207.539995,202.927583,207.144444333333,3084,4509,4657,"Flot1",364.126886,396.237498,340.420167,9742,2332,3692,366.928183666667,0.565720305139513
"FLOT2",230.195812,268.845202,257.290003,252.110339,2057,3316,3028,"Flot2",125.853436,114.910249,117.675466,13349,2954,4866,119.479717,2.1008543620666
"FLRT1",0.70113,0.8304,0.697314,0.742948,45,73,65,"Flrt1",1.765444,1.600843,1.489149,450,99,148,1.61847866666667,0.665633836237734
"FLRT2",22.710719,12.346417,19.473431,18.1768556666667,1011,850,994,"Flrt2",1.691755,1.55568,2.006256,460,108,210,1.75123033333333,6.97028359796847
"FLRT3",4.679784,6.584455,3.784368,5.01620233333333,299,563,321,"Flrt3",4.829822,4.104066,4.501189,780,164,285,4.478359,1.0981759927258
"FLT1",0.098714,0.063135,0.031221,0.0643566666666667,8,9,5,"Flt1",3.372597,4.066278,3.895664,958,240,431,3.77817966666667,0.222753588378392
"FLT3",0.723654,0.674705,0.713862,0.704073666666667,44,56,49,"Flt3",5.661059,6.140777,5.587033,867,228,336,5.79628966666667,0.250735879464427
"FLT4",0.273444,1.047287,1.307771,0.876167333333333,11,23,61,"Flt4",0.249375,0.215856,0.453556,66,14,25,0.306262333333333,1.43628678976428
"FLVCR1",10.397439,8.454093,7.250672,8.70073466666667,716,833,724,"Flvcr1",10.36916,11.102861,11.504105,1291,319,577,10.992042,0.808931011638107
"FLVCR2",19.514085,23.914041,13.704649,19.0442583333333,5,7,6,"Flvcr2",0.375787,0.703099,0.4362,54,21,23,0.505028666666667,13.3181903954875
"FLYWCH1",33.546412,33.392834,37.039475,34.6595736666667,682,1002,1121,"Flywch1",131.075151,121.228962,132.052092,10425,2284,4004,128.118735,0.276176603392735
"FLYWCH2",27.348445,33.809247,31.961506,31.0397326666667,259,434,447,"Flywch2",10.668114,7.25524,11.178235,205,36,81,9.70052966666667,2.99421932042056
"FMC1",32.022528,36.38608,27.388992,31.9325333333333,62,102,90,"Fmc1",14.328766,12.225074,18.870375,150,31,77,15.141405,2.04025196897874
"FMN1",2.886192,0.463637,1.426346,1.59205833333333,267,124,333,"Fmn1",16.554331,19.561789,21.793404,6511,1503,2713,19.3031746666667,0.127667637002056
"FMN2",19.222482,19.838728,17.272136,18.777782,505,665,586,"Fmn2",16.409353,13.299839,13.084146,1544,322,569,14.264446,1.29567637109136
"FMNL1",7.782238,7.533699,7.506968,7.607635,211,294,363,"Fmnl1",56.333022,51.277309,47.014443,4259,906,1448,51.5415913333333,0.163825167482873
"FMNL2",19.200572,21.149254,18.623178,19.657668,1348,2048,1902,"Fmnl2",16.274998,14.19137,16.627599,3517,764,1423,15.697989,1.23713508255395
"FMNL3",3.171173,1.414575,1.490749,2.025499,241,206,214,"Fmnl3",2.190593,2.257541,1.710926,310,73,109,2.05302,0.990985646998709
"FMO1",0,0,0,0,0,0,0,"Fmo1",25.835644,26.428456,32.261516,1028,283,511,28.1752053333333,0.034275679933518
"FMO2",0,0,0,0,0,0,0,"Fmo2",21.959247,18.998471,53.812421,495,172,352,31.5900463333333,0.0306842153512741
"FMO3",0.465435,0.325188,0.297701,0.362774666666667,5,4,4,"Fmo3",0,0,0,0,0,0,0,1.36277466666667
"FMO4",0.028566,0.021043,0.075732,0.0417803333333333,1,1,1,"Fmo4",0.595257,0.45497,0.532866,42,12,21,0.527697666666667,0.681928339660574
"FMO5",1.783974,1.165334,1.172268,1.37385866666667,41,39,42,"Fmo5",3.942195,4.108474,3.793712,458,102,159,3.948127,0.479748936651518
"FMOD",0,0,0,0,0,0,0,"Fmod",0.321398,0.346989,0.372777,42,11,19,0.347054666666667,0.742360369438112
"FMR1",15.822536,13.308571,12.440505,13.857204,627,778,727,"Fmr1",19.319376,20.764002,21.692173,2722,716,1115,20.5918503333333,0.688093135633844
"FMR1NB",0,0,0.053026,0.0176753333333333,0,0,1,"Fmr1nb",0.1619,0,0.289635,4,0,3,0.150511666666667,0.884541515586543
"FN1",1534.308679,17.295702,43.031822,531.545401,42720,520,1741,"Fn1",6.052296,10.295585,7.5342,981,332,399,7.96069366666667,59.4312695880948
"FN3K",25.981934,24.223435,27.791601,25.99899,344,474,522,"Fn3k",6.259791,6.088507,5.384696,284,71,93,5.910998,3.90667020884683
"FN3KRP",16.464679,13.445376,16.966343,15.625466,255,328,327,"Fn3krp",6.697406,5.893854,6.383799,679,146,253,6.32501966666667,2.26968209732679
"FNBP1",46.587316,39.424508,35.08996,40.3672613333333,1732,2468,2466,"Fnbp1",115.567864,85.992931,118.397812,10953,2504,4133,106.652869,0.384265293787324
"FNBP1L",60.139218,63.635302,44.703681,56.1594003333333,3387,4896,3633,"Fnbp1l",13.877643,11.499829,13.064029,1563,399,672,12.8138336666667,4.13783759907731
"FNBP4",53.45267,40.55626,35.570699,43.1932096666667,970,1245,1108,"Fnbp4",13.633515,12.169019,16.080201,1002,212,390,13.9609116666667,2.95391154304656
"FNDC1",1.605467,0.078698,0.037966,0.574043666666667,119,9,6,"Fndc1",0.951429,2.333368,1.39106,133,52,76,1.558619,0.61519267490262
"FNDC10",14.188088,16.086037,15.316703,15.1969426666667,364,584,675,"Fndc10",10.811864,9.950945,10.869676,820,180,352,10.5441616666667,1.40304191281682
"FNDC11",1.958618,3.86636,2.252365,2.69244766666667,63,143,103,"Fndc11",0.02411,0,0.061945,1,0,1,0.028685,3.58948333714078
"FNDC3A",24.929611,18.261577,16.682183,19.9577903333333,1742,2198,2227,"Fndc3a",9.649551,7.455476,10.054197,1843,436,689,9.05307466666667,2.08471448071741
"FNDC3B",2.8687,0.327318,0.497246,1.231088,346,50,71,"Fndc3b",3.00925,2.828331,4.390585,886,185,373,3.40938866666667,0.505985788203746
"FNDC4",39.941062,49.886876,56.540454,48.789464,798,1447,1786,"Fndc4",46.072801,48.552621,36.82524,956,225,391,43.8168873333333,1.1109531911416
"FNDC5",70.239086,90.928766,57.590054,72.919302,388,650,698,"Fndc5",14.111051,11.503533,12.026986,1593,315,534,12.54719,5.45643059557
"FNDC7",0.041494,0,0.01424,0.018578,1,0,1,"Fndc7",0.035791,0.308344,0.128761,6,5,6,0.157632,0.879880652919062
"FNDC8",0.052318,0.075854,0.035854,0.0546753333333333,1,2,1,"Fndc8",0.240497,0.377179,0.382585,21,8,13,0.333420333333333,0.790954890193415
"FNDC9",1.926818,1.483302,1.215804,1.54197466666667,61,64,56,"Fndc9",0.589907,0.538919,0.447222,54,12,16,0.525349333333333,1.66648688999766
"FNIP1",3.695275,3.321676,3.491134,3.502695,382,449,491,"Fnip1",3.425217,3.09761,4.062433,860,198,404,3.52842,0.994319210673921
"FNIP2",10.697837,8.51831,8.094515,9.103554,857,1185,1047,"Fnip2",2.165487,3.015885,2.09116,527,124,193,2.42417733333333,2.95065150441975
"FNTA",52.449373,43.591893,46.95958,47.6669486666667,786,1052,1038,"Fnta",79.910372,74.876085,75.406064,3027,674,1138,76.7308403333333,0.62609574858535
"FNTB",50.477351,52.589974,36.028006,46.3651103333333,400,503,480,"Fntb",20.686904,23.364194,17.000605,1489,305,514,20.3505676666667,2.21844735338263
"FOCAD",71.92377,79.263325,96.129861,82.4389853333333,1175,1240,1237,"Focad",7.531541,10.383248,5.330025,973,265,440,7.74827133333333,9.53776833777522
"FOLH1",0.20094,0,0.13998,0.11364,1,0,1,"Folh1",8.381028,10.1469,10.065191,819,198,366,9.53103966666667,0.105748343492138
"FOLR1",0,0,0,0,0,0,0,"Folr1",0.128143,0.273646,0.097604,3,1,1,0.166464333333333,0.857291535989242
"FOLR2",0,0,0.05631,0.01877,0,0,1,"Folr2",0.352993,0.72536,0,3,1,0,0.359451,0.749398102616424
"FOS",96.24494,146.62399,127.484832,123.451254,480,1152,1131,"Fos",1.893101,1.466523,1.650712,105,30,54,1.670112,46.6090014201651
"FOSB",0.387038,0.092765,0.064099,0.181300666666667,6,5,4,"Fosb",0.192686,0.110392,0.453556,21,4,12,0.252211333333333,0.943371646000116
"FOSL1",0.511299,0.124181,0.271374,0.302284666666667,11,3,10,"Fosl1",0.413791,0,0,4,0,0,0.137930333333333,1.14443268495347
"FOSL2",4.38519,3.761541,5.573559,4.57343,319,470,640,"Fosl2",1.545096,1.465862,1.894823,430,96,209,1.63526033333333,2.11494474739434
"FOXA1",0.119653,0.164901,0.013184,0.099246,6,3,1,"Foxa1",0,0.035395,0.060067,0,1,3,0.0318206666666667,1.0653459806646
"FOXA2",0.507797,0.536563,0.354865,0.466408333333333,17,25,19,"Foxa2",0,0,0,0,0,0,0,1.46640833333333
"FOXA3",0.215727,0.152621,0.264834,0.211060666666667,5,2,4,"Foxa3",0.012343,0,0,1,0,0,0.00411433333333333,1.20609837591536
"FOXB1",0,0,0,0,0,0,0,"Foxb1",0.008498,0,0,1,0,0,0.00283266666666667,0.997175334668662
"FOXB2",0,0,0,0,0,0,0,"Foxb2",0,0,0,0,0,0,0,1
"FOXC1",0,0,0,0,0,0,0,"Foxc1",0.458379,0.446247,0.380793,94,22,35,0.428473,0.700048233323276
"FOXC2",0.437731,0.020728,0.098248,0.185569,15,1,6,"Foxc2",0.297144,0.585061,0.481035,26,12,20,0.454413333333333,0.815152730539691
"FOXD1",1.207426,1.570813,0.455518,1.077919,22,30,22,"Foxd1",0.245368,0.282264,0.144509,43,12,11,0.224047,1.69758105693654
"FOXD2",0,0,0,0,0,0,0,"Foxd2",0.380973,0.10501,0.285904,31,2,11,0.257295666666667,0.7953578672956
"FOXD3",0.034219,0,0,0.0114063333333333,1,0,0,"Foxd3",3.490576,2.430034,3.108632,213,34,100,3.00974733333333,0.252236923989059
"FOXD4",1.095266,1.746019,1.304777,1.38202066666667,31,69,58,"Foxd4",0,0,0,0,0,0,0,2.38202066666667
"FOXD4L1",0.266864,1.105819,0.480643,0.617775333333333,10,58,27,"Foxd4",0,0,0,0,0,0,0,1.61777533333333
"FOXD4L3",0,0,0.147367,0.0491223333333333,0,0,7,"Foxd4",0,0,0,0,0,0,0,1.04912233333333
"FOXD4L4",0.083608,0.29916,0,0.127589333333333,3,14,0,"Foxd4",0,0,0,0,0,0,0,1.12758933333333
"FOXD4L5",0.476618,0.869287,0.769547,0.705150666666667,23,59,56,"Foxd4",0,0,0,0,0,0,0,1.70515066666667
"FOXD4L6",0.225744,0.542157,0,0.255967,7,23,0,"Foxd4",0,0,0,0,0,0,0,1.255967
"FOXE1",0,0,0.012816,0.004272,0,0,1,"Foxe1",0,0,0,0,0,0,0,1.004272
"FOXE3",0.05475,0,0.08691,0.04722,1,0,3,"Foxe3",0.122617,0,0,2,0,0,0.0408723333333333,1.00609841040384
"FOXF1",0.111917,0,0,0.0373056666666667,6,0,0,"Foxf1",0.182791,0.221888,0.179964,17,5,7,0.194881,0.868124664018146
"FOXF2",0.035781,0,0,0.011927,1,0,0,"Foxf2",0.110961,0.10327,0.138389,9,2,5,0.11754,0.905495105320615
"FOXG1",0.139029,0,0,0.046343,7,0,0,"Foxg1",0.007433,0,0.015589,1,0,1,0.007674,1.03837451397972
"FOXH1",0,0.17224,0.161609,0.111283,0,3,3,"Foxh1",0.084726,0.242045,0.434729,1,3,3,0.253833333333333,0.886308387611325
"FOXI1",0,0,0,0,0,0,0,"Foxi1",0,0,0,0,0,0,0,1
"FOXI2",0,0.042148,0,0.0140493333333333,0,0,0,"Foxi2",0.019371,0,0,2,0,0,0.006457,1.00754362415218
"FOXI3",0.350823,0.298206,0.209045,0.286024666666667,14,16,13,"Foxi3",0.027322,0,0.063258,1,0,1,0.0301933333333333,1.24833332254787
"FOXJ1",0.415808,0.09873,0.118073,0.210870333333333,15,5,7,"Foxj1",8.078982,6.896055,7.050374,840,172,308,7.34180366666667,0.145156896723894
"FOXJ2",7.023074,5.916331,6.022771,6.32072533333333,513,606,624,"Foxj2",5.177051,4.882683,4.554064,965,214,369,4.871266,1.24687338869221
"FOXJ3",13.134906,10.942447,11.01779,11.698381,938,1244,1215,"Foxj3",18.395635,21.91203,23.03215,1839,406,752,21.1132716666667,0.574242526904846
"FOXK1",4.934329,3.328967,3.033609,3.765635,796,727,734,"Foxk1",4.963502,4.280091,4.287785,1560,332,543,4.51045933333333,0.864834437879286
"FOXK2",29.537995,22.153504,19.19088,23.6274596666667,1276,1753,1640,"Foxk2",17.323954,16.553892,15.933025,2405,541,915,16.6036236666667,1.39899944085376
"FOXL1",0.399783,0.281254,0.12294,0.267992333333333,14,15,14,"Foxl1",0.028963,0,0.023034,3,0,1,0.0173323333333333,1.2463894951404
"FOXL2",0.051644,0.018349,0,0.023331,2,1,0,"Foxl2",0,0.079933,0.020013,0,2,1,0.0333153333333333,0.99033757362225
"FOXM1",0.707286,0.422454,0.340169,0.489969666666667,29,18,12,"Foxm1",0.702035,1.212357,0.900398,62,21,25,0.938263333333333,0.768713745466302
"FOXN1",0,0,0,0,0,0,0,"Foxn1",0,0,0,0,0,0,0,1
"FOXN2",1.553525,1.721425,1.431185,1.56871166666667,134,201,156,"Foxn2",2.514497,3.656732,2.798825,516,148,225,2.990018,0.643784480838599
"FOXN3",6.720865,5.723642,5.521248,5.988585,621,573,641,"Foxn3",8.907302,8.541875,8.501139,2276,548,782,8.65010533333333,0.724197794594021
"FOXN4",0.103737,0.043402,0.080278,0.0758056666666667,2,1,4,"Foxn4",0,0,0,0,0,0,0,1.07580566666667
"FOXO1",0.790836,0.198143,0.24122,0.410066333333333,70,24,32,"Foxo1",2.083624,1.799326,2.15418,733,154,308,2.01237666666667,0.468090975785454
"FOXO3",5.215781,3.996649,3.978979,4.39713633333333,608,637,684,"Foxo3",13.71999,14.240428,14.025013,3891,965,1617,13.9951436666667,0.359925616806917
"FOXO4",3.019196,2.292591,1.064383,2.12539,62,83,65,"Foxo4",4.843114,5.936951,5.472014,599,182,252,5.41735966666667,0.487021167947628
"FOXO6",4.079182,1.537365,2.696359,2.77096866666667,108,58,134,"Foxo6",0.920545,0.713952,0.711447,67,12,26,0.781981333333333,2.11616620002005
"FOXP1",6.945538,11.800436,4.341941,7.69597166666667,403,492,459,"Foxp1",6.84044,6.329892,8.02165,680,151,236,7.063994,1.07837030467367
"FOXP2",3.469757,0.061135,8.375922,3.968938,13,4,6,"Foxp2",2.155616,2.426431,0.890059,117,39,52,1.82403533333333,1.75951693711103
"FOXP3",0.059818,0.21091,0.289174,0.186634,2,6,7,"Foxp3",0.082372,0.255863,0.069203,6,2,3,0.135812666666667,1.04474446783771
"FOXP4",1.168433,0.694622,0.481896,0.781650333333333,65,39,45,"Foxp4",3.460294,2.220805,3.786634,379,73,163,3.155911,0.428702716043085
"FOXQ1",0,0.022958,0.036173,0.0197103333333333,0,1,2,"Foxq1",0.160784,0.069736,0.138937,29,3,11,0.123152333333333,0.907900293726853
"FOXR1",0.133876,1.109927,0.146938,0.463580333333333,2,8,3,"Foxr1",0.10559,0.159172,0.132335,8,3,4,0.132365666666667,1.29249797694914
"FOXR2",0,0,0,0,0,0,0,"Foxr2",0.064995,0.09832,0.079039,8,3,4,0.0807846666666667,0.925253689140668
"FOXRED1",28.825511,25.701843,21.925533,25.4842956666667,468,576,579,"Foxred1",15.376485,14.612158,15.530664,798,192,323,15.1731023333333,1.63755197492825
"FOXRED2",13.783373,9.548588,10.835079,11.3890133333333,529,553,682,"Foxred2",1.355814,1.402029,1.414197,245,65,93,1.39068,5.18221314995455
"FOXS1",0.221611,0.119625,0.148,0.163078666666667,4,3,4,"Foxs1",1.004725,0.932911,0.629971,49,11,12,0.855869,0.626702998254007
"FPGS",23.79578,28.237753,27.491788,26.5084403333333,291,487,437,"Fpgs",5.565964,7.19493,9.031775,358,97,176,7.264223,3.32861786683797
"FPGT",2.578228,1.290812,1.136059,1.66836633333333,57,71,80,"Fpgt",13.075575,16.492188,15.142441,1086,281,456,14.9034013333333,0.167785889156961
"FPR1",0.401194,0.276811,0.173314,0.283773,6,3,3,"Fpr1",0,0.171912,0.16013,0,2,3,0.110680666666667,1.15584347376174
"FPR2",0.044772,0.432193,0.109394,0.195453,1,4,2,"Fpr2",0.182351,0.148718,0.092761,5,1,1,0.141276666666667,1.04746993863597
"FPR2",0.044772,0.432193,0.109394,0.195453,1,4,2,"Fpr3",0,0,0,0,0,0,0,1.195453
"FRA10AC1",61.834903,41.063229,43.116657,48.6715963333333,252,302,321,"Fra10ac1",8.638218,9.058159,8.096836,431,109,164,8.59773766666667,5.17534423824114
"FRAS1",0.906894,1.588523,0.868569,1.12132866666667,218,468,298,"Fras1",0.428135,5.078795,3.149695,299,54,104,2.88554166666667,0.545954425058711
"FRAT1",4.143393,3.569313,3.181803,3.631503,105,130,154,"Peg12",0.032706,0.045474,0.05078,3,1,2,0.0429866666666667,4.44061573174473
"FRAT1",4.143393,3.569313,3.181803,3.631503,105,130,154,"Frat1",1.56306,1.700085,1.652259,139,36,64,1.638468,1.75537584689297
