"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"PNLIPRP2",0.160463,0.073844,0.330347,0.188218,2,2,4,"Pnliprp2",0.016832,0,0,1,0,0,0.00561066666666667,1.18158850078493
"PNMA1",73.502207,80.223584,67.960757,73.895516,2828,4231,3976,"Pnma1",1.507644,0.973486,1.578277,141,22,59,1.35313566666667,31.8279634535875
"PNMA2",57.036773,55.181635,39.277604,50.4986706666667,3608,4935,4055,"Pnma2",23.852645,23.674842,26.806388,3935,896,1541,24.7779583333333,1.99777926555471
"PNMA3",18.873531,22.210966,14.613843,18.5661133333333,834,1436,1115,"Pnma3",0.818372,0.864897,0.931641,117,30,52,0.871636666666667,10.4540126199708
"PNMA5",0.748387,0.116042,0.164667,0.343032,39,8,12,"Pnma5",0,0,0,0,0,0,0,1.343032
"PNMA8A",37.956302,36.737226,30.971202,35.2215766666667,2233,2929,2631,"Pnmal1",2.736771,2.90018,2.418391,472,122,163,2.685114,9.82916041855602
"PNMA8B",7.445518,3.865867,3.537504,4.94962966666667,499,386,396,"Pnmal2",5.162272,4.949499,5.36292,914,212,375,5.15823033333333,0.966126524118861
"PNMT",3.125124,4.855449,4.862368,4.28098033333333,33,66,82,"Pnmt",0,0,0,0,0,0,0,5.28098033333333
"PNN",34.159047,43.808603,23.109177,33.6922756666667,1259,1729,1365,"Pnn",12.221448,12.883955,15.443939,1606,434,654,13.5164473333333,2.38985992027159
"PNO1",9.426973,13.025728,11.792665,11.415122,199,353,337,"Pno1",17.172061,16.42867,21.306523,961,229,444,18.302418,0.643189987907215
"PNOC",0.563813,0,0,0.187937666666667,5,0,0,"Pnoc",0.194731,0.478164,0.09942,12,6,3,0.257438333333333,0.944728369714618
"PNP",23.014486,13.842643,16.410262,17.755797,430,333,452,"Pnp2",0.352037,0.354462,0.374149,11,4,7,0.360216,13.7888372140895
"PNP",23.014486,13.842643,16.410262,17.755797,430,333,452,"Pnp",7.650077,9.562675,9.617976,358,77,150,8.943576,1.8862225219579
"PNPLA1",0.037274,0.040712,0.076652,0.051546,1,2,4,"Pnpla1",0.017925,0.107397,0.071598,3,5,5,0.06564,0.986774145114673
"PNPLA2",10.567328,8.433584,14.168546,11.056486,187,193,266,"Pnpla2",21.37228,14.550225,23.012738,1012,210,416,19.645081,0.583988311792044
"PNPLA3",6.279043,7.53542,6.847964,6.88747566666667,195,207,254,"Pnpla3",26.853978,29.172611,34.955996,337,102,144,30.3275283333333,0.251774592069371
"PNPLA5",0.088859,0.633926,0.623934,0.448906333333333,3,15,33,"Pnpla5",0.015137,0,0.038826,1,0,1,0.0179876666666667,1.42330440807567
"PNPLA6",76.907173,76.193411,63.925189,72.3419243333333,1211,1602,1562,"Pnpla6",135.856797,114.227406,144.007528,3524,804,1311,131.363910333333,0.554093061686042
"PNPLA7",2.56177,2.724547,2.061172,2.449163,147,225,179,"Pnpla7",3.627682,2.902642,7.692361,245,53,121,4.740895,0.600805797702275
"PNPLA8",37.885449,38.865784,30.293636,35.681623,1216,1747,1628,"Pnpla8",41.339077,45.109464,42.339891,3061,795,1264,42.9294773333333,0.835011596465462
"PNPO",34.127121,21.100637,19.951022,25.0595933333333,581,668,781,"Pnpo",11.338413,9.406595,12.033404,904,181,364,10.9261373333333,2.18508244580559
"PNPT1",23.526928,61.066539,30.448518,38.3473283333333,386,636,521,"Pnpt1",17.843695,15.746612,18.489737,1374,377,600,17.3600146666667,2.14309895976118
"PNRC1",7.15849,4.235748,5.025177,5.47313833333333,118,110,152,"Pnrc1",23.223378,21.624788,25.415269,1115,244,464,23.421145,0.265062851612131
"PNRC2",240.373713,158.021315,119.928845,172.774624333333,404,459,404,"Pnrc2",188.334089,169.776865,194.381139,1036,243,450,184.164031,0.938490177573059
"POC1A",1.427831,1.083194,0.95314,1.15472166666667,42,43,41,"Poc1a",1.694349,1.193977,1.792573,95,23,34,1.56029966666667,0.841589636838084
"POC1B",10.915985,4.576138,6.218543,7.23688866666667,161,175,231,"Poc1b",6.625734,5.963775,5.151721,292,65,116,5.91374333333333,1.1913790069345
"POC5",12.807946,21.145976,13.556492,15.8368046666667,129,254,216,"Poc5",18.80561,19.21542,17.743373,1368,333,522,18.5881343333333,0.859541004781415
"PODN",0.851728,0.401083,0.468187,0.573666,37,21,27,"Podn",0.928104,1.417446,1.498872,85,27,43,1.281474,0.689758463168986
"PODNL1",7.757833,4.61904,5.022185,5.799686,96,73,122,"Podnl1",0.039735,0.147483,0.119086,5,3,5,0.102101333333333,6.16974664156714
"PODXL",6.173031,7.458778,5.109471,6.24709333333333,411,638,435,"Podxl",6.350606,3.849192,4.634421,737,160,307,4.94473966666667,1.21907665258568
"PODXL2",80.72305,88.149028,87.102875,85.3249843333333,2520,3809,4213,"Podxl2",43.760834,39.634147,43.893954,1316,327,529,42.429645,1.98769721312098
"POF1B",0.081611,0.072265,0.046588,0.0668213333333333,5,6,4,"Pof1b",0.033014,0.051913,0.135624,5,2,8,0.073517,0.993762868527777
"POFUT1",8.677804,3.614225,3.369163,5.22039733333333,335,314,272,"Pofut1",7.320843,7.229365,6.196309,1539,334,544,6.91550566666667,0.785849646918746
"POFUT2",33.401478,23.317844,24.290388,27.0032366666667,616,688,727,"Pofut2",12.484003,11.380199,10.828765,806,169,312,11.5643223333333,2.22879005518457
"POGK",12.820859,15.496402,11.437794,13.251685,1202,1908,1570,"Pogk",14.188407,12.948937,13.002363,2975,605,1095,13.3799023333333,0.991083574118851
"POGLUT1",7.547743,6.42725,5.622368,6.53245366666667,269,421,362,"Poglut1",25.747976,25.133648,26.592087,2774,648,1101,25.8245703333333,0.280804261655089
"POGLUT2",4.639115,5.04245,2.159265,3.94694333333333,68,95,60,"Poglut2",2.438014,2.428751,2.357749,183,45,74,2.40817133333333,1.4514949072396
"POGLUT3",3.498509,2.456675,2.198388,2.71785733333333,142,121,125,"Poglut3",7.740329,6.137036,9.263807,801,223,324,7.713724,0.426666868646899
"POGZ",38.397459,53.464209,26.313206,39.3916246666667,1857,2626,2208,"Pogz",13.668632,14.847395,25.49558,1304,295,443,18.003869,2.12544217531002
"POLA1",1.326198,1.010153,1.932092,1.42281433333333,116,106,114,"Pola1",2.399428,3.253641,2.210083,321,73,112,2.62105066666667,0.669091530708583
"POLA2",5.2197,1.531405,4.565329,3.77214466666667,63,55,97,"Pola2",4.268708,4.383288,3.36381,285,70,103,4.00526866666667,0.953424278390384
"POLB",75.987222,105.524493,86.803191,89.438302,488,896,732,"Polb",25.29161,23.667841,22.19877,1136,267,392,23.719407,3.6585951273022
"POLD1",4.123011,5.567651,4.808957,4.83320633333333,76,137,116,"Pold1",4.595566,3.000602,4.425304,243,50,80,4.00715733333333,1.16497364572527
"POLD2",202.933218,169.415235,150.006812,174.118421666667,478,620,639,"Pold2",19.342018,16.341384,16.950816,315,89,160,17.5447393333333,9.44302416545156
"POLD4",14.939631,7.441858,11.911713,11.4310673333333,138,102,162,"Pold4",18.984005,15.860039,20.445095,464,105,193,18.429713,0.639796755275455
"POLDIP2",27.495652,28.484381,29.219431,28.3998213333333,863,1209,1311,"Poldip2",30.170348,27.985777,30.938569,1879,397,783,29.6982313333333,0.957704077935261
"POLDIP3",14.794522,19.523547,14.464688,16.260919,705,1110,957,"Poldip3",15.470744,13.622651,13.933228,1941,439,710,14.3422076666667,1.12506096743183
"POLE",11.413633,15.766587,13.72425,13.6348233333333,354,652,565,"Pole",0.893121,0.790572,1.190395,194,37,61,0.958029333333333,7.47426153642914
"POLE2",4.541414,2.775354,0.979927,2.765565,18,17,21,"Pole2",0.277652,0.862971,0.89085,16,8,12,0.677157666666667,2.24520632427124
"POLE3",9.745839,9.335405,7.886463,8.98923566666667,232,348,364,"Pole3",13.003913,10.205244,11.63712,748,173,287,11.6154256666667,0.791827079847246
"POLE4",41.183783,50.357461,57.922509,49.821251,180,267,330,"Pole4",23.142165,17.743509,20.044976,657,142,259,20.3102166666667,2.38483032786308
"POLG",74.50804,97.012623,34.682018,68.734227,552,672,576,"Polg",83.724096,72.215034,54.922084,1752,383,661,70.2870713333333,0.978217027235242
"POLG2",8.344088,7.265285,7.258812,7.62272833333333,137,110,134,"Polg2",1.719184,1.304356,1.980244,116,21,53,1.667928,3.23199439165275
"POLH",7.075761,5.188316,1.950062,4.73804633333333,174,183,207,"Polh",3.319069,2.81292,2.736956,409,91,143,2.956315,1.45035123172279
"POLI",8.053625,5.991431,5.989467,6.67817433333333,299,355,366,"Poli",2.350738,2.675027,2.312714,260,61,90,2.44615966666667,2.22803789609671
"POLK",5.897331,5.208518,4.545726,5.21719166666667,321,381,355,"Polk",3.830916,3.215732,3.328357,476,118,179,3.458335,1.39450975906177
"POLL",15.309347,12.569052,13.08914,13.6558463333333,222,293,321,"Poll",5.316904,4.869309,5.347484,506,112,198,5.177899,2.37230267657877
"POLM",5.721614,6.144742,6.714763,6.19370633333333,123,168,138,"Polm",3.007787,2.433598,2.978355,208,40,95,2.80658,1.88980826183433
"POLN",5.805801,6.016903,5.352988,5.72523066666667,85,124,122,"Poln",0.584929,0.639289,0.199005,26,5,8,0.474407666666667,4.56131015777409
"POLQ",0.567666,0.078248,0.141437,0.262450333333333,11,2,3,"Polq",0.4575,0.685763,0.731332,96,24,52,0.624865,0.776957060022422
"POLR1A",21.080906,27.952159,22.31086,23.7813083333333,1060,1744,1165,"Polr1a",12.315388,18.884631,13.431423,1480,362,574,14.8771473333333,1.56081617264495
"POLR1B",9.001238,11.505459,9.419195,9.97529733333333,386,633,608,"Polr1b",3.486759,2.910849,2.550305,391,93,140,2.98263766666667,2.75578605234236
"POLR1C",10.245743,13.334158,11.269036,11.6163123333333,151,257,218,"Polr1c",20.497579,25.027241,16.598355,448,97,150,20.707725,0.581189983442914
"POLR1D",40.563548,43.898766,49.391671,44.617995,578,831,810,"Polr1d",29.750338,22.094355,27.621558,1135,217,460,26.4887503333333,1.65951505422503
"POLR1E",7.974634,9.533566,8.007367,8.505189,219,355,320,"Polr1e",7.734626,7.054885,8.826086,272,69,117,7.87186566666667,1.07138558642889
"POLR1G",0.739557,0.813634,0.805372,0.786187666666667,33,48,50,"Cd3eap",3.275081,4.185047,3.56125,287,79,126,3.67379266666667,0.382170924997529
"POLR2A",268.397526,267.975293,211.823587,249.398802,2591,4006,3459,"Polr2a",12.99184,16.42887,15.567346,3494,811,1422,14.9960186666667,15.653820317289
"POLR2B",110.242171,102.621294,81.825858,98.2297743333333,2096,2878,2344,"Polr2b",62.462196,91.437003,99.693635,2859,722,1126,84.5309446666667,1.16016226314411
"POLR2C",22.076637,25.542406,20.125039,22.5813606666667,507,674,639,"Polr2c",27.847777,25.22247,27.568346,1070,223,368,26.879531,0.845830608365208
"POLR2D",13.442668,13.163677,12.419709,13.0086846666667,522,710,750,"Polr2d",12.312529,13.280959,11.549153,425,95,149,12.3808803333333,1.04691801418845
"POLR2E",75.420857,81.727325,84.126339,80.4248403333333,939,1308,1402,"Polr2e",24.796567,23.221146,24.033579,1002,210,368,24.0170973333333,3.25476769940216
"POLR2F",29.457855,36.998321,32.033888,32.8300213333333,258,452,389,"Polr2f",48.888564,39.600854,50.194053,465,89,178,46.2278236666667,0.716315483264805
"POLR2G",121.322716,97.651439,99.892921,106.289025333333,710,891,987,"Polr2g",91.745933,78.424543,83.624338,1458,304,534,84.5982713333333,1.25340177625238
"POLR2H",38.783711,37.4348,32.413216,36.2105756666667,249,391,360,"Polr2h",24.162362,25.489345,23.021975,477,121,179,24.2245606666667,1.47517239877399
"POLR2I",83.869882,83.72856,87.78616,85.1282006666667,312,432,530,"Polr2i",38.199956,39.086695,34.615594,240,59,113,37.3007483333333,2.24873414788371
"POLR2J3",53.961081,51.594199,42.02646,49.1939133333333,722,861,747,"Upk3bl",0.155359,0,0,3,0,0,0.0517863333333333,47.7225380693607
"POLR2K",52.170026,51.382879,49.303775,50.9522266666667,613,817,801,"Polr2k",19.498,23.506178,23.632563,248,74,110,22.212247,2.23813862857252
"POLR2L",27.405941,30.409677,27.98984,28.6018193333333,235,325,308,"Polr2l",10.793066,8.822604,10.522261,682,135,260,10.045977,2.67987334514035
"POLR2M",27.723461,34.297738,81.296375,47.7725246666667,657,781,813,"Polr2m",52.265269,45.864208,81.481426,4074,792,1512,59.870301,0.801253219803639
"POLR3A",20.000821,19.872658,15.902637,18.5920386666667,1460,2103,1670,"Polr3a",5.813702,8.403686,6.002504,1110,256,434,6.739964,2.53128291897309
"POLR3B",2.489636,2.352471,1.655833,2.16598,142,216,161,"Polr3b",13.856224,13.278637,13.619349,1711,380,622,13.5847366666667,0.217074882622724
"POLR3C",10.682105,11.438742,9.147126,10.4226576666667,301,446,397,"Polr3c",11.852187,7.76328,9.253527,721,143,270,9.622998,1.075276270095
"POLR3D",13.919485,10.981791,10.883567,11.928281,534,627,637,"Polr3d",15.227765,13.834911,14.287049,603,155,248,14.4499083333333,0.836786906502682
"POLR3E",18.611428,19.065715,15.153239,17.6101273333333,346,513,452,"Polr3e",7.553489,6.746457,8.158958,1135,232,448,7.48630133333333,2.19296093814565
"POLR3F",8.92349,8.372619,8.47325,8.58978633333333,208,284,279,"Polr3f",7.209897,7.420307,6.353537,811,220,323,6.99458033333333,1.19953592727673
"POLR3H",19.622644,23.32923,24.178897,22.3769236666667,449,723,718,"Polr3h",16.701015,16.862135,17.257785,677,163,282,16.9403116666667,1.30303888254635
"POLR3K",5.945408,5.236894,6.575684,5.91932866666667,103,127,168,"Polr3k",12.023262,10.688352,12.345228,1332,314,571,11.685614,0.545446887053844
"POLRMT",30.585372,25.813317,23.310909,26.569866,294,519,519,"Polrmt",16.971316,9.662455,19.292305,726,133,277,15.308692,1.69050135964307
"POM121",17.62247,18.994578,14.914036,17.177028,1593,2344,1953,"Pom121",6.867906,5.082618,6.193044,1584,283,573,6.047856,2.57908617883226
"POM121C",46.235606,34.063705,29.797513,36.6989413333333,1161,1673,1422,"Pom121",6.867906,5.082618,6.193044,1584,283,573,6.047856,5.34899426624683
"POM121L12",0,0,0,0,0,0,0,"Pom121l12",0,0,0,0,0,0,0,1
"POM121L2",0.020015,0,0,0.00667166666666667,1,0,0,"Pom121l2",0,0,0,0,0,0,0,1.00667166666667
"POMC",0,0.042153,0,0.014051,0,1,0,"Pomc",0.385869,0.243683,0.290425,14,2,4,0.306659,0.776063992212199
"POMGNT1",54.660711,65.546359,45.330965,55.179345,1141,1556,1261,"Pomgnt1",37.510907,34.763265,33.192281,2133,538,823,35.1554843333333,1.55382637062908
"POMGNT2",12.020979,10.283729,10.893866,11.0661913333333,478,563,632,"Pomgnt2",19.943018,21.3552,19.660432,1582,347,603,20.31955,0.565968387387789
"POMK",30.803079,40.551997,27.986554,33.1138766666667,1751,2069,1783,"Pomk",8.843456,8.623421,8.738004,1338,317,516,8.73496033333333,3.50426457823951
"POMP",42.216976,41.996754,44.102645,42.772125,730,975,1032,"Pomp",334.233226,342.275002,372.610143,2939,702,1239,349.706123666667,0.124811407746059
"POMT1",54.178502,51.825098,47.269152,51.0909173333333,868,1199,1033,"Pomt1",9.763049,7.931999,6.020678,461,102,188,7.905242,5.8494667897103
"POMT2",39.319733,41.62507,28.598724,36.514509,582,733,620,"Pomt2",6.224115,6.949474,6.292773,1094,244,400,6.48878733333333,5.0094237331349
"POMZP3",14.826502,15.867249,9.980819,13.55819,194,302,282,"Zp3",0.203767,0.252498,0.157038,10,3,3,0.204434333333333,12.0871595877788
"PON1",0,0.14437,0.018968,0.054446,0,3,1,"Pon1",0.079843,0,0,2,0,0,0.0266143333333333,1.02711014814716
"PON2",25.406107,8.751294,8.047868,14.068423,351,178,148,"Pon2",11.914264,19.316151,13.775167,848,168,352,15.0018606666667,0.941666929483326
"PON3",0,0,0,0,0,0,0,"Pon3",1.866242,1.779283,1.785973,99,24,36,1.81049933333333,0.355808659386505
"POP1",4.425187,4.903625,2.033827,3.78754633333333,135,263,167,"Pop1",3.293249,4.690226,4.789468,200,57,98,4.25764766666667,0.910587136465275
"POP4",24.955957,24.866848,28.730198,26.1843343333333,174,247,271,"Pop4",12.25792,14.167659,13.931471,839,187,338,13.45235,1.88096291145269
"POP5",14.867396,17.258998,12.226591,14.7843283333333,107,150,127,"Pop5",160.727377,126.666546,171.293503,1655,287,673,152.895808666667,0.102565030653445
"POP7",23.854117,26.301901,28.499998,26.218672,211,326,368,"Pop7",11.684293,9.939259,10.952155,344,70,126,10.858569,2.29527458161267
"POPDC2",6.291639,4.80288,2.1432,4.412573,16,17,17,"Popdc2",0.296958,0.274403,1.589565,26,4,11,0.720308666666667,3.14628014429969
"POPDC3",3.65661,1.860517,1.754582,2.423903,72,42,39,"Popdc3",15.217725,12.4298,12.402633,993,198,325,13.3500526666667,0.238598636502101
"POR",114.57577,97.277582,86.120658,99.32467,772,998,1008,"Por",20.64078,23.225941,25.823766,1303,341,547,23.2301623333333,4.14048691130656
"PORCN",12.555904,13.806109,14.340953,13.5676553333333,208,352,356,"Porcn",12.993466,12.758495,14.723984,947,234,404,13.4919816666667,1.00522176113711
"POSTN",22.001443,0.094981,1.447468,7.847964,574,6,41,"Postn",11.699706,14.039966,12.51509,1091,291,392,12.7515873333333,0.643414013635565
"POT1",8.41704,6.91212,4.708532,6.67923066666667,214,238,189,"Pot1b",3.581411,2.610884,2.821138,390,91,152,3.00447766666667,1.91766100497668
"POT1",8.41704,6.91212,4.708532,6.67923066666667,214,238,189,"Pot1a",10.890466,9.374897,13.391262,698,192,303,11.218875,0.628472806757305
"POTEA",0,0,0,0,0,0,0,"A26c3",0.029988,0,0,1,0,0,0.009996,0.990102931100717
"POTEA",0,0,0,0,0,0,0,"A26c2",0.030592,0,0,1,0,0,0.0101973333333333,0.989905602601736
"POTEA",0,0,0,0,0,0,0,"Gm21119",0.260114,0.67978,0.549157,26,17,21,0.496350333333333,0.668292697053341
"POTEA",0,0,0,0,0,0,0,"Gm9495",0,0,0,0,0,0,0,1
"POTEA",0,0,0,0,0,0,0,"Gm7697",0.015013,0,0,1,0,0,0.00500433333333333,0.995020585317543
"POTEA",0,0,0,0,0,0,0,"Ankrd7",0.025311,0,0,1,0,0,0.008437,0.991633587422913
"POTEA",0,0,0,0,0,0,0,"Gm15319",0.309982,0.185764,0.188902,31,5,7,0.228216,0.814189035153426
"POU1F1",0.147722,0.035839,0.068829,0.08413,2,1,2,"Pou1f1",0.022497,0.063963,0.040144,1,1,1,0.0422013333333333,1.04023087029889
"POU2AF1",0.279802,0.230886,0.15032,0.220336,11,11,10,"Pou2af1",0.029162,0.079419,0.104054,3,2,4,0.0708783333333333,1.1395654968585
"POU2F1",3.000317,4.206714,3.554398,3.587143,574,1221,992,"Pou2f1",2.785281,1.329249,2.326279,838,185,350,2.14693633333333,1.45765357608654
"POU2F2",7.656351,1.15331,1.883111,3.56425733333333,65,75,125,"Pou2f2",0.605306,0.564944,0.569406,136,42,46,0.579885333333333,2.88898012851566
"POU2F3",0.043546,0.248987,0.817383,0.369972,2,6,22,"Pou2f3",0.068424,0.093936,0.099838,7,2,4,0.0873993333333333,1.25986098943105
"POU3F1",24.321685,73.750524,66.924619,54.9989426666667,909,3861,4261,"Pou3f1",0.987938,0.781833,0.786021,113,21,43,0.851930666666667,30.238142104672
"POU3F2",6.018087,10.722984,7.173248,7.97143966666667,449,1097,800,"Pou3f2",1.484586,1.27603,1.598517,329,71,145,1.45304433333333,3.65726764280521
"POU3F3",0,0,0,0,0,0,0,"Pou3f3",0.046831,0.070267,0.018459,12,4,2,0.0451856666666667,0.956767808717877
"POU3F4",0.032532,0,0,0.010844,2,0,0,"Pou3f4",0.050473,0.035704,0.042146,6,1,2,0.0427743333333333,0.969379440677961
"POU4F1",0.254057,1.945756,0.305917,0.835243333333333,17,179,31,"Pou4f1",120.741115,128.065464,120.749294,6428,1520,2737,123.185291,0.0147782665608388
"POU4F2",0.042249,0.951593,0.420504,0.471448666666667,2,62,30,"Pou4f2",5.598583,5.705963,4.687861,696,174,244,5.33080233333333,0.232426885123092
"POU4F3",0.099833,0.036339,0.067953,0.0680416666666667,4,2,4,"Pou4f3",8.873761,9.184051,8.763377,818,214,327,8.94039633333333,0.107444575734388
"POU5F1",0.295322,0.362867,0.216203,0.291464,8,9,5,"Pou5f1",0,0,0,0,0,0,0,1.291464
"POU5F1B",0.164928,0.083156,0.062517,0.103533666666667,13,9,7,"Pou5f1",0,0,0,0,0,0,0,1.10353366666667
"POU5F2",0.120705,0.027072,0.066499,0.0714253333333333,17,5,13,"Pou5f2",0.019243,0.079019,0.049447,1,1,1,0.0492363333333333,1.02114776175307
"POU6F1",13.652738,34.769701,32.512646,26.9783616666667,317,370,402,"Pou6f1",20.589021,19.06734,24.571545,1898,464,809,21.409302,1.24851553460553
"POU6F2",0.073122,0.086708,0.050728,0.070186,3,4,6,"Pou6f2",0.674996,0.853931,1.298006,70,23,35,0.942311,0.550985913172504
"PP2D1",0.597705,0.871371,0.557811,0.675629,17,33,23,"Pp2d1",0.060643,0.016743,0.05211,6,0,2,0.0431653333333333,1.60629283437333
"PPA1",87.236288,95.487574,91.475483,91.3997816666667,1562,2256,2333,"Ppa1",83.889865,94.980877,73.334881,2265,575,931,84.068541,1.0861803973653
"PPA2",69.141633,95.996515,83.716618,82.9515886666667,487,827,832,"Ppa2",41.856189,38.318777,37.004963,1301,296,504,39.0599763333333,2.09564748536338
"PPAN",19.688664,16.81957,18.734236,18.4141566666667,184,305,292,"Ppan",4.764985,3.09002,4.980355,300,54,118,4.27845333333333,3.678001005345
"PPARA",2.727983,2.856367,1.262644,2.28233133333333,147,237,182,"Ppara",0.552789,0.366976,0.859008,64,11,29,0.592924333333333,2.06056952276243
"PPARD",2.535127,1.276049,2.023904,1.94502666666667,142,88,152,"Ppard",4.231042,3.487486,4.091954,475,101,177,3.93682733333333,0.596542367763588
"PPARG",1.763111,0.780884,1.508926,1.35097366666667,35,22,33,"Pparg",0.741346,0.85424,1.414186,53,10,22,1.00325733333333,1.17357547008439
"PPARGC1A",1.035466,0.879934,1.066034,0.993811333333333,99,87,64,"Ppargc1a",4.594418,6.145768,9.528487,995,245,451,6.75622433333333,0.257059523763989
"PPARGC1B",2.597652,0.855371,1.109174,1.52073233333333,347,151,227,"Ppargc1b",1.17907,0.713074,0.925937,184,27,57,0.939360333333333,1.29977513204096
"PPAT",9.324255,8.533709,7.164487,8.340817,441,538,535,"Ppat",5.223683,5.532342,5.838198,660,166,283,5.53140766666667,1.43013841375593
"PPBP",0,0,0,0,0,0,0,"Ppbp",0.491069,1.097843,0.277485,18,10,4,0.622132333333333,0.616472515497605
"PPCDC",6.125012,5.007878,1.597318,4.24340266666667,48,33,31,"Ppcdc",16.603593,14.345355,14.736284,648,144,246,15.2284106666667,0.323100195969077
"PPCS",36.584209,36.794181,32.137904,35.172098,396,524,520,"Ppcs",12.415459,12.408574,10.863433,456,105,177,11.895822,2.80494705959806
"PPDPF",150.565405,198.787988,225.560298,191.637897,878,1585,2140,"Ppdpf",71.148427,43.594104,61.570205,1194,201,429,58.770912,3.22293722070026
"PPEF1",0.187425,1.118378,0.309882,0.538561666666667,2,13,10,"Ppef1",300.329288,278.57644,309.915993,4687,1113,1733,296.273907,0.00517556916512914
"PPEF2",1.297105,0.112643,3.407361,1.605703,6,7,8,"Ppef2",0.691116,0.044895,0.900378,29,1,10,0.545463,1.68603389404987
"PPFIA1",28.924404,30.150792,25.226632,28.1006093333333,592,917,769,"Ppfia1",26.779407,29.330112,27.544402,1599,383,680,27.8846403333333,1.00747694960047
"PPFIA2",50.322287,39.641112,42.743269,44.235556,1529,2344,2119,"Ppfia2",12.213093,10.23734,11.572963,2647,566,988,11.341132,3.66543004320835
"PPFIA3",47.798138,46.743854,44.071632,46.2045413333333,1404,2061,2197,"Ppfia3",18.369546,17.459832,15.920265,2995,722,1166,17.249881,2.58656707588029
"PPFIA4",28.978402,14.231762,33.003452,25.4045386666667,844,864,1621,"Ppfia4",19.840189,15.327514,16.939514,3359,744,1212,17.3690723333333,1.43744540755887
"PPFIBP1",39.302103,42.631968,37.641568,39.8585463333333,1402,1840,1529,"Ppfibp1",16.744202,16.556222,17.608883,2059,489,810,16.969769,2.27373798368434
"PPFIBP2",7.002724,3.761484,4.495745,5.086651,38,26,31,"Ppfibp2",2.327183,2.121689,3.882273,326,62,145,2.77704833333333,1.61148348203116
"PPIA",463.088564,434.023348,453.247473,450.119795,5026,6629,7166,"Ppia",901.015964,686.567184,857.0884,19884,3699,7422,814.890516,0.552917071780253
"PPIB",169.149104,152.057457,141.947283,154.384614666667,1462,1708,1716,"Ppib",93.045126,89.699823,95.1811,2855,678,1149,92.6420163333333,1.65934716862088
"PPIC",1.292472,0.767482,1.228468,1.09614066666667,24,19,32,"Ppic",1.72858,1.847648,2.122484,88,23,43,1.89957066666667,0.722914150968557
"PPID",32.745594,39.418897,35.222404,35.7956316666667,498,724,746,"Ppid",57.806546,55.725466,60.030968,2276,538,940,57.8543266666667,0.625198413619888
"PPIE",15.67216,14.941548,16.862481,15.8253963333333,323,430,449,"Ppie",7.049302,9.144253,7.301799,269,71,118,7.83178466666667,1.90509585189917
"PPIF",9.566108,10.500919,8.197273,9.42143333333333,253,338,334,"Ppif",9.479716,7.209186,9.257232,574,108,224,8.64871133333333,1.08008551331933
"PPIG",22.923177,18.514595,14.931108,18.7896266666667,779,901,894,"Ppig",42.619126,42.513147,36.882938,2526,658,976,40.671737,0.474893251190049
"PPIH",18.974557,14.761119,18.093557,17.276411,120,145,163,"Gm7879",0,0,0,0,0,0,0,18.276411
"PPIH",18.974557,14.761119,18.093557,17.276411,120,145,163,"Ppih",14.42485,13.957785,15.169851,329,80,148,14.5174953333333,1.17779387764598
"PPIL1",32.143157,33.843176,29.707198,31.8978436666667,699,992,913,"Ppil1",12.776745,15.928875,12.895882,459,116,183,13.8671673333333,2.2127849192164
"PPIL2",15.09571,15.650142,10.622976,13.7896093333333,608,934,723,"Ppil2",48.247111,48.665624,49.157091,2422,627,941,48.689942,0.29763788682493
"PPIL3",65.639385,72.148364,58.750233,65.5126606666667,265,315,314,"Ppil3",37.400925,27.261925,46.105181,599,137,240,36.922677,1.7539020430089
"PPIL4",6.326108,8.027232,6.848847,7.06739566666667,235,358,286,"Ppil4",6.206749,6.38471,5.92468,819,184,285,6.17204633333333,1.12483875475986
"PPIL6",6.388769,3.867655,4.034011,4.76347833333333,76,90,95,"Ppil6",1.044829,1.801591,1.656482,31,9,11,1.50096733333333,2.30449964560379
"PPIP5K1",60.962923,53.218067,33.031257,49.070749,802,904,886,"Ppip5k1",30.978879,35.259512,36.966701,3873,911,1520,34.4016973333333,1.41436012314739
"PPIP5K2",69.40155,73.510271,61.37236,68.094727,1901,2511,2272,"Ppip5k2",21.205455,22.16427,23.142626,4092,1056,1786,22.1707836666667,2.98197626778585
"PPL",2.758046,4.471697,3.456794,3.562179,191,533,482,"Ppl",0.445805,0.644005,0.409326,113,40,39,0.499712,3.04203673772031
"PPM1B",32.302284,26.49911,24.130071,27.6438216666667,802,1011,880,"Ppm1b",47.838786,46.514847,48.538561,4719,1186,1865,47.6307313333333,0.589006598941133
"PPM1D",3.396374,2.136111,2.177769,2.57008466666667,163,153,138,"Ppm1d",2.540498,1.64595,2.252249,263,44,102,2.14623233333333,1.13471742974692
"PPM1E",10.337787,11.009925,8.574308,9.97400666666667,1101,1600,1324,"Ppm1e",16.630936,15.461284,16.89182,4255,966,1697,16.3280133333333,0.63331014672965
