"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"CSF2RA",4.937863,2.836741,3.385349,3.71998433333333,29,18,22,"Csf2ra",14.515052,18.749624,14.011946,245,347,89,15.758874,0.281640898626801
"CSF2RB",0,0,0,0,0,0,0,"Csf2rb2",0.315989,0.275935,0.261328,18,23,4,0.284417333333333,0.778563146142531
"CSF2RB",0,0,0,0,0,0,0,"Csf2rb",0.201835,0.95118,0.073094,14,42,1,0.408703,0.709872840478085
"CSF3",0,0,0,0,0,0,0,"Csf3",0.073145,0,0,2,0,0,0.0243816666666667,0.976198649917267
"CSF3R",0.264047,0.65416,0.362608,0.426938333333333,11,20,11,"Csf3r",2.179036,2.491757,3.256308,74,153,28,2.642367,0.391761273186731
"CSGALNACT2",13.151303,9.025942,11.682243,11.286496,778,724,976,"Csgalnact2",3.87581,4.214487,4.741352,233,347,81,4.27721633333333,2.32821533625461
"CSH1",0,0,0,0,0,0,0,"Gh",0,0,0,0,0,0,0,1
"CSH2",0,0,0,0,0,0,0,"Gh",0,0,0,0,0,0,0,1
"CSHL1",0,0,0,0,0,0,0,"Gh",0,0,0,0,0,0,0,1
"CSK",41.671026,46.711302,42.921802,43.7680433333333,671,1091,1140,"Csk",47.280145,45.80394,52.559027,795,1236,320,48.547704,0.903534164435416
"CSMD1",0.868812,5.795386,0.498577,2.38759166666667,107,56,50,"Csmd1",2.47883,1.559357,1.992672,561,520,80,2.01028633333333,1.12533868594339
"CSMD2",11.47251,5.914231,3.973188,7.11997633333333,1499,1068,874,"Csmd2",5.537516,3.512868,5.176002,910,961,171,4.74212866666667,1.41410560520355
"CSMD3",2.795676,2.212242,1.407915,2.138611,165,188,92,"Csmd3",4.543161,3.570978,2.51218,720,944,129,3.54210633333333,0.691003417724185
"CSN1S1",0,0,0,0,0,0,0,"Csn1s1",0,0,0,0,0,0,0,1
"CSN2",0.073271,0,0.051823,0.041698,1,0,1,"Csn2",0,0,0,0,0,0,0,1.041698
"CSN3",0.100644,0,0,0.033548,1,0,0,"Csn3",0.164629,0.21541,0,3,5,0,0.126679666666667,0.917339711169013
"CSNK1A1",66.924266,79.425874,75.174156,73.841432,2664,4068,3728,"Csnk1a1",80.998724,71.722026,70.873407,3957,5561,1105,74.5313856666667,0.990865338156094
"CSNK1D",96.404811,81.202286,72.972937,83.526678,2121,3114,2805,"Csnk1d",106.059993,85.196763,113.149744,2295,2869,715,101.468833333333,0.824901340732873
"CSNK1E",162.178609,186.546062,141.398877,163.374516,2574,3779,3505,"Csnk1e",52.395921,46.849634,39.438034,1244,1412,362,46.227863,3.4804563568756
"CSNK1G1",10.424042,8.839515,4.760712,8.00808966666667,646,690,697,"Csnk1g1",3.594777,3.711961,3.094272,464,496,114,3.46700333333333,2.01658449624319
"CSNK1G2",82.651308,93.656475,88.87414,88.3939743333333,759,1046,1182,"Csnk1g2",192.399226,163.269665,164.463806,1508,2072,503,173.377565666667,0.512646073430199
"CSNK1G3",8.482599,11.99751,10.444165,10.3080913333333,410,487,478,"Csnk1g3",16.717364,13.389989,14.06718,749,982,219,14.7248443333333,0.719122624912895
"CSNK2A1",77.454763,78.957556,70.578499,75.663606,2534,3326,3320,"Csnk2a1",31.769843,28.477586,21.906154,2078,3068,531,27.3845276666667,2.70089419490428
"CSNK2A2",21.013476,19.816659,21.928622,20.9195856666667,703,960,890,"Csnk2a2",28.860177,20.622619,16.34617,704,895,187,21.9429886666667,0.955393649237735
"CSNK2A3",0.309079,0.112506,0.103483,0.175022666666667,6,3,3,"Csnk2a1",31.769843,28.477586,21.906154,2078,3068,531,27.3845276666667,0.0413965904405925
"CSNK2B",65.510288,65.858653,65.750881,65.7066073333333,775,1062,1135,"Csnk2b",135.987315,117.571229,142.056704,838,1171,303,131.871749333333,0.502037548749264
"CSNKA2IP",0,0,0,0,0,0,0,"Csnka2ip",0.016555,0.026885,0.125711,1,1,1,0.0563836666666667,0.946625768226254
"CSPG4",0.341167,0.010449,0.034171,0.128595666666667,47,2,7,"Cspg4",3.222749,2.812383,4.082751,409,562,129,3.37262766666667,0.258104680457967
"CSPG5",16.774932,10.534087,11.222306,12.843775,525,445,558,"Cspg5",33.246334,29.254379,36.502712,1688,2197,559,33.0011416666667,0.407156181275286
"CSPP1",5.20622,4.897198,4.052021,4.71847966666667,255,321,268,"Cspp1",27.034886,25.654523,30.873574,473,583,106,27.8543276666667,0.198184471068886
"CSRNP1",5.059338,3.441889,4.407462,4.30289633333333,258,240,326,"Csrnp1",2.945866,2.80633,1.373839,86,146,27,2.375345,1.57106794515326
"CSRNP2",34.59057,30.90633,25.427427,30.308109,2018,2662,2444,"Csrnp2",2.561846,2.357498,2.868529,244,337,86,2.59595766666667,8.70647318521454
"CSRNP3",4.939588,3.121171,2.764298,3.60835233333333,853,760,756,"Csrnp3",7.177827,5.047885,4.428259,1608,1672,319,5.55132366666667,0.703423089410278
"CSRP1",55.169898,43.455214,37.850445,45.4918523333333,874,1019,950,"Csrp1",173.566751,181.983319,220.620137,6409,10135,2582,192.056735666667,0.240819633527869
"CSRP2",123.17319,235.9334,291.119375,216.741988333333,405,861,1155,"Csrp2",19.38505,16.237793,15.689575,113,107,35,17.1041393333333,12.0271935784557
"CSRP3",0.192485,0.088007,0,0.0934973333333333,3,1,0,"Csrp3",0,0.045199,0,0,1,0,0.0150663333333333,1.07726687155749
"CST11",0,0,0,0,0,0,0,"Cst11",0,0,0,0,0,0,0,1
"CST3",108.184013,63.475653,99.982126,90.547264,964,791,1382,"Cst10",0,0,0,0,0,0,0,91.547264
"CST3",108.184013,63.475653,99.982126,90.547264,964,791,1382,"Cst3",1201.81457,1181.511525,1557.669278,8605,12301,3756,1313.66512433333,0.0696354244936889
"CST6",0,0,0.114016,0.0380053333333333,0,0,1,"Cst6",8.085624,9.307215,15.722447,31,55,17,11.0384286666667,0.0862243206380811
"CST7",0.089974,0,0.06188,0.050618,1,0,1,"Cst7",0,0.270421,0,0,7,0,0.0901403333333333,0.963745646202737
"CST8",0,0,0,0,0,0,0,"Cst8",0,0,0,0,0,0,0,1
"CST9L",0,0,0,0,0,0,0,"Cst9",0.097617,0,0,1,0,0,0.032539,0.968486420367657
"CST9L",0,0,0,0,0,0,0,"Cstdc2",0,0.071013,0,0,1,0,0.023671,0.976876359689783
"CSTA",0,0,0,0,0,0,0,"Cstdc5",0,0.203507,0,0,1,0,0.0678356666666667,0.936473683372629
"CSTA",0,0,0,0,0,0,0,"Cstdc4",0.04293,0.09213,0,2,5,0,0.04502,0.956919484794549
"CSTA",0,0,0,0,0,0,0,"Cstdc6",0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,"Csta1",0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,"Stfa2l1",0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,"Stfa2",0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,"Csta2",0.795539,0.606192,0,7,4,0,0.467243666666667,0.681550053831095
"CSTA",0,0,0,0,0,0,0,"Csta3",0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,"Stfa1",0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,"Stfa3",0,0,0,0,0,0,0,1
"CSTB",58.831826,55.70426,64.575706,59.7039306666667,436,574,690,"Cstb",30.872467,30.447844,34.234308,257,377,90,31.8515396666667,1.84782604659047
"CSTF1",8.325654,8.026263,6.646791,7.666236,188,310,303,"Cstf1",5.816366,4.617016,5.382278,285,363,92,5.27188666666667,1.38175902413203
"CSTF2",5.703107,6.393815,4.95958,5.68550066666667,165,218,218,"Cstf2",50.6349,36.453989,32.096889,2390,2823,574,39.7285926666667,0.164147598258121
"CSTF2T",5.956139,7.792785,5.340396,6.36310666666667,394,700,500,"Cstf2t",12.641818,9.760012,10.596404,1122,1330,295,10.9994113333333,0.613622323806218
"CSTF3",27.810205,28.278683,21.791287,25.9600583333333,511,657,607,"Cstf3",33.886267,30.162316,30.473523,487,686,126,31.5073686666667,0.829352218870253
"CSTL1",0.535475,0,0.167017,0.234164,2,0,1,"Cstl1",0.336398,0.426951,0.355649,3,6,1,0.372999333333333,0.898881718320815
"CT45A1",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A10",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A2",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A3",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A5",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A6",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A7",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A8",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CT45A9",0,0,0,0,0,0,0,"Gm648",0,0.036497,0,0,1,0,0.0121656666666667,0.987980557859929
"CTAG1A",0,0,0.053409,0.017803,0,0,1,"Ctag2l2",0,0,0,0,0,0,0,1.017803
"CTAG1A",0,0,0.053409,0.017803,0,0,1,"Ctag2",0,0,0,0,0,0,0,1.017803
"CTAG1A",0,0,0.053409,0.017803,0,0,1,"Ctag2l1",0,0.074148,0,0,1,0,0.024716,0.993253740548601
"CTAG1B",0,0.044994,2e-06,0.0149986666666667,0,0,0,"Ctag2",0,0,0,0,0,0,0,1.01499866666667
"CTAG1B",0,0.044994,2e-06,0.0149986666666667,0,0,0,"Ctag2l1",0,0.074148,0,0,1,0,0.024716,0.990517047324982
"CTAG1B",0,0.044994,2e-06,0.0149986666666667,0,0,0,"Ctag2l2",0,0,0,0,0,0,0,1.01499866666667
"CTAG2",0,0.050122,0,0.0167073333333333,0,1,0,"Ctag2l2",0,0,0,0,0,0,0,1.01670733333333
"CTAG2",0,0.050122,0,0.0167073333333333,0,1,0,"Ctag2",0,0,0,0,0,0,0,1.01670733333333
"CTAG2",0,0.050122,0,0.0167073333333333,0,1,0,"Ctag2l1",0,0.074148,0,0,1,0,0.024716,0.992184501201634
"CTAGE1",0.014674,0,0.040031,0.018235,1,0,1,"Mia2",105.824975,101.681649,98.897379,931,1175,270,102.134667666667,0.00987286838690319
"CTAGE15",0,0.217678,0,0.0725593333333333,0,12,0,"Mia2",105.824975,101.681649,98.897379,931,1175,270,102.134667666667,0.0103996004214593
"CTAGE4",1.049844,0.456869,1.394179,0.966964,42,25,81,"Mia2",105.824975,101.681649,98.897379,931,1175,270,102.134667666667,0.0190718023774243
"CTAGE6",0.12212,0,0.221853,0.114657666666667,5,0,13,"Mia2",105.824975,101.681649,98.897379,931,1175,270,102.134667666667,0.0108077884176566
"CTAGE8",0,0.240862,0,0.0802873333333333,0,13,0,"Mia2",105.824975,101.681649,98.897379,931,1175,270,102.134667666667,0.010474531578701
"CTAGE9",0,0,0,0,0,0,0,"Mia2",105.824975,101.681649,98.897379,931,1175,270,102.134667666667,0.00969606071967983
"CTBP1",102.191647,114.765352,105.268298,107.408432333333,1461,2259,2171,"Ctbp1",138.034548,121.340122,142.436269,2593,3736,918,133.936979666667,0.803400465914781
"CTBP2",25.286528,17.346858,15.679086,19.4374906666667,819,792,728,"Ctbp2",19.745627,16.928417,25.718887,479,535,140,20.7976436666667,0.937600915915514
"CTBS",3.67092,2.525191,2.27793,2.82468033333333,119,104,110,"Ctbs",1.950972,2.571167,2.2852,98,160,35,2.269113,1.16994436513309
"CTC1",27.21256,31.230771,26.337762,28.2603643333333,386,657,524,"Ctc1",18.174719,20.602154,19.203827,473,614,139,19.3269,1.43948975659512
"CTCF",9.402776,11.040251,8.422979,9.622002,517,800,671,"Ctcf",14.067561,15.027255,17.409909,876,1128,239,15.501575,0.643696253236433
"CTCFL",0.366893,0.384941,0.339973,0.363935666666667,10,16,13,"Ctcfl",0.154107,0.111963,0.14629,11,12,3,0.137453333333333,1.19911351674501
"CTDNEP1",73.302258,62.969202,74.278849,70.1834363333333,989,1245,1463,"Ctdnep1",48.465364,42.563145,61.165586,556,721,208,50.731365,1.37602084022591
"CTDP1",3.888456,5.009194,4.445126,4.447592,174,226,262,"Ctdp1",4.09425,3.548234,6.129678,271,344,90,4.59072066666667,0.974398887871462
"CTDSP1",1.524205,0.143246,0.350698,0.672716333333333,28,8,6,"Ctdsp1",20.697615,16.420655,27.157356,598,836,249,21.4252086666667,0.0745908926956696
"CTDSP2",14.194334,9.96448,7.567465,10.5754263333333,531,534,484,"Ctdsp2",16.376763,14.73506,16.428399,1538,2145,493,15.8467406666667,0.687101829509178
"CTDSPL",2.826004,3.515453,2.889021,3.076826,147,309,255,"Ctdspl",6.036555,5.052206,5.647549,378,529,100,5.57877,0.619694258957222
"CTDSPL2",7.463542,3.864337,3.137278,4.821719,246,229,217,"Ctdspl2",4.469556,3.747122,2.838898,284,341,60,3.685192,1.24257853253399
"CTF1",0.663435,0.374735,0.338877,0.459015666666667,13,10,11,"Ctf1",3.721442,6.004494,3.486074,23,24,8,4.40400333333333,0.26998792870224
"CTH",10.000394,9.351912,6.434038,8.595448,130,212,187,"Cth",1.656932,1.766873,3.393247,51,62,25,2.27235066666667,2.93227987383585
"CTHRC1",7.658392,2.550078,2.836145,4.348205,73,32,37,"Cthrc1",10.524708,9.147583,9.345681,147,189,52,9.67265733333333,0.501112781284211
"CTIF",121.261041,144.012641,112.08944,125.787707333333,3677,5493,4337,"Ctif",15.781049,13.963138,13.77116,2148,2883,590,14.5051156666667,8.17715327373566
"CTLA4",0.11688,0,0.081125,0.0660016666666667,1,0,2,"Ctla4",0,0,0.08256,0,0,1,0.02752,1.03745101474099
"CTNNA1",150.560643,111.390134,103.337651,121.762809333333,1421,1290,1448,"Ctnna1",30.014067,27.760078,29.894101,1681,2301,544,29.2227486666667,4.06193396528262
"CTNNA2",67.387788,79.185149,55.613181,67.3953726666667,2903,4309,3941,"Ctnna2",26.468794,23.932529,28.923062,1999,2939,639,26.4414616666667,2.49240997063021
"CTNNA3",0.08503,0.041709,0.337007,0.154582,15,10,6,"Ctnna3",4.80076,5.274837,2.709079,377,593,66,4.26155866666667,0.219437256741919
"CTNNAL1",5.039422,2.725436,4.657012,4.14062333333333,102,86,112,"Ctnnal1",26.719462,13.381402,14.126185,844,857,242,18.075683,0.269485676257743
"CTNNB1",57.956342,45.818263,39.535004,47.7698696666667,2181,2537,2125,"Ctnnb1",275.779395,244.798359,284.451343,6117,7888,1877,268.343032333333,0.181069728235294
"CTNNBIP1",29.38036,29.405464,30.312001,29.699275,789,1182,1090,"Ctnnbip1",15.554071,14.341699,17.311504,672,1059,272,15.735758,1.83435222951957
"CTNNBL1",12.129891,14.749493,15.424212,14.1011986666667,251,358,335,"Ctnnbl1",22.560622,21.324408,28.409499,348,448,133,24.0981763333333,0.60168509720009
"CTNND1",47.135805,56.792572,31.962613,45.2969966666667,2209,3994,2560,"Ctnnd1",19.142528,16.572991,13.35465,1367,1746,357,16.356723,2.66738120246931
"CTNND2",46.784108,68.448486,59.196336,58.1429766666667,1997,3218,2610,"Ctnnd2",28.885315,26.375764,27.979169,1713,2257,449,27.7467493333333,2.05737963555021
"CTNS",8.704742,7.685368,4.173226,6.85444533333333,164,207,175,"Ctns",7.688269,5.465365,4.482946,305,296,69,5.87886,1.14182369365467
"CTPS1",28.961247,34.446198,29.002372,30.8032723333333,859,1336,1270,"Ctps",20.31832,15.295727,22.434738,839,962,237,19.349595,1.56284546858713
"CTPS2",13.181444,16.312457,12.37473,13.9562103333333,475,802,681,"Ctps2",128.997238,95.68382,198.163291,828,850,240,140.948116333333,0.105363922534992
"CTR9",21.839407,14.453631,14.416927,16.9033216666667,736,1004,860,"Ctr9",17.075435,25.142199,15.081376,1152,1813,313,19.09967,0.890727144608178
"CTRB1",0,0.196253,0,0.0654176666666667,0,2,0,"Ctrb1",0.067932,0,0,1,0,0,0.022644,1.04182654635109
"CTRB2",0,0.084277,0.038916,0.0410643333333333,0,4,2,"Ctrb1",0.067932,0,0,1,0,0,0.022644,1.01801245920705
"CTRL",1.007492,1.125569,1.367636,1.166899,16,13,21,"Ctrl",1.17635,0.682033,1.232612,15,14,5,1.03033166666667,1.06726355874533
"CTSA",36.015617,28.783198,25.720207,30.1730073333333,460,457,470,"Ctsa",66.648238,72.973165,93.225748,1329,1976,548,77.615717,0.3965238570976
"CTSB",304.714459,222.371067,266.361643,264.482389666667,4040,4286,5458,"Ctsb",236.185981,198.043532,241.627281,10313,13058,3477,225.285598,1.17321823400651
"CTSC",3.835431,0.617197,0.907671,1.78676633333333,71,36,39,"Ctsc",3.59966,3.258834,4.165626,182,202,58,3.67470666666667,0.596137155129876
"CTSD",93.498355,86.341064,82.482087,87.440502,1320,1465,1632,"Ctsd",119.211989,119.271126,142.957884,4705,7037,1782,127.146999666667,0.690148830874305
"CTSE",0.397751,0.22578,0,0.207843666666667,4,1,0,"Ctse",0.053636,0.096885,0,2,6,0,0.0501736666666667,1.15013707256673
"CTSF",19.651516,15.328775,14.926616,16.6356356666667,257,296,315,"Ctsf",65.860614,54.795995,79.173048,1010,1339,358,66.6098856666667,0.260844039192947
"CTSG",0,0,0,0,0,0,0,"Ctsg",0,0,0,0,0,0,0,1
"CTSH",3.417674,1.035393,1.944425,2.13249733333333,44,20,32,"Ctsh",13.4041,10.604866,9.079022,195,207,56,11.0293293333333,0.260404985725444
"CTSK",5.406315,2.619155,2.859161,3.62821033333333,56,66,70,"Ctsk",2.546924,3.371758,3.391567,76,150,32,3.10341633333333,1.12789197034114
"CTSO",0.575979,0.097932,0.093478,0.255796333333333,26,6,6,"Ctso",11.827898,11.404355,11.994361,797,1136,262,11.7422046666667,0.0985540859046527
"CTSS",1.373482,2.108271,1.201185,1.56097933333333,36,46,32,"Ctss",35.547984,43.262198,39.306,920,1672,320,39.3720606666667,0.0634344467694664
"CTSW",0.583697,0.392035,0.220015,0.398582333333333,4,4,2,"Ctsw",0.205065,0.309201,0,6,14,0,0.171422,1.19391844555876
"CTSZ",7.829265,1.495496,1.653313,3.659358,140,31,52,"Ctsz",14.273983,16.441153,21.485827,401,699,191,17.400321,0.2532215606456
"CTTN",88.878816,103.775675,82.770185,91.8082253333333,2168,3254,3007,"Cttn",89.255837,67.118098,54.988181,1633,2206,539,70.4540386666667,1.29885206022131
"CTTNBP2",5.558918,6.9337,4.476058,5.65622533333333,271,400,242,"Cttnbp2",26.927479,14.652472,12.560354,1028,1143,217,18.0467683333333,0.349467438089454
"CTTNBP2NL",11.916524,12.785395,8.876775,11.192898,798,1119,953,"Cttnbp2nl",7.790208,6.359517,6.090511,682,1015,204,6.74674533333333,1.57393814761606
"CTU2",10.715809,16.689987,22.021108,16.4756346666667,129,222,264,"Ctu2",32.073541,31.997221,17.378347,173,234,73,27.149703,0.620810623354238
"CTXN1",57.993918,72.943183,78.006614,69.647905,683,1242,1860,"Ctxn1",6.899629,7.216869,7.587285,157,248,54,7.23459433333333,8.57940320314504
"CTXN2",0.553307,0.314732,1.00623,0.624756333333333,26,18,61,"Ctxn2",27.710335,16.30351,25.291419,182,155,52,23.1017546666667,0.0674123670995794
"CTXN3",0,0,0,0,0,0,0,"Ctxn3",1.545159,2.484343,2.341058,41,74,15,2.12352,0.320151623809036
"CUBN",0.542431,0.141208,0.093004,0.258881,30,10,11,"Cubn",0.220555,0.217089,0.209069,57,83,17,0.215571,1.03562934620849
"CUEDC2",66.354974,73.038224,60.866927,66.753375,685,990,952,"Cuedc2",101.694926,79.241529,84.864573,1159,1432,367,88.6003426666667,0.756173168355591
"CUL1",30.135044,30.428997,22.617469,27.72717,1073,1501,1339,"Cul1",148.984244,109.078271,154.01036,2270,2748,666,137.357625,0.207629828858366
"CUL2",36.476503,32.135243,30.996144,33.20263,1090,1527,1475,"Cul2",44.108427,35.493978,32.559524,1150,1477,323,37.3873096666667,0.890987940988727
"CUL3",81.468773,75.82421,67.462437,74.9184733333333,1329,1639,1636,"Cul3",90.35998,73.272827,64.573969,2477,2957,575,76.0689253333333,0.985072427116063
"CUL4A",27.526889,20.037979,16.661802,21.40889,707,880,854,"Cul4a",34.711583,25.372406,24.687508,1099,1238,266,28.2571656666667,0.76592826028705
"CUL5",6.261285,4.694212,6.327182,5.760893,543,634,617,"Cul5",12.281354,11.33437,9.101431,1011,1378,278,10.9057183333333,0.567869389373258
"CUL7",10.471789,12.011602,11.58545,11.3562803333333,869,1304,1221,"Cul7",8.011295,6.586028,7.027454,630,745,150,7.208259,1.50534727685047
"CUL9",31.081464,25.264355,24.973385,27.1064013333333,668,861,678,"Cul9",11.979941,12.357949,12.593824,1119,1440,271,12.3105713333333,2.11158489214863
"CUTA",128.262773,120.78059,108.365824,119.136395666667,948,1297,1243,"Cuta",50.135344,48.698162,63.915907,503,724,203,54.2498043333333,2.17442210187495
"CUTC",9.405101,9.00991,11.591974,10.0023283333333,149,201,243,"Cutc",3.676377,4.414976,5.544404,71,87,19,4.54525233333333,1.98409876989667
"CUX1",24.263347,35.683694,31.410322,30.4524543333333,1525,2699,2170,"Cux1",18.194291,15.640765,14.886367,1267,1661,322,16.2404743333333,1.82433810840819
"CUX2",7.437798,5.95557,5.561319,6.318229,744,883,902,"Cux2",13.103408,8.444621,14.372924,694,914,223,11.973651,0.564084003801243
"CUZD1",0.067621,0.038253,0.035951,0.047275,2,1,1,"Cuzd1",0.021227,0.043082,0,1,3,0,0.0214363333333333,1.02529640450751
"CWC15",44.143283,44.556539,41.126895,43.2755723333333,470,651,621,"Cwc15",59.088263,61.661206,62.824475,767,1218,252,61.1913146666667,0.711925331867348
"CWC22",3.067842,3.637292,2.392598,3.03257733333333,161,242,183,"Gm13698",0,0.009916,0,0,1,0,0.00330533333333333,4.01929223274005
"CWC22",3.067842,3.637292,2.392598,3.03257733333333,161,242,183,"Cwc22",6.421264,5.034281,9.089096,294,323,105,6.84821366666667,0.513821043183457
"CWC22",3.067842,3.637292,2.392598,3.03257733333333,161,242,183,"Gm13695",0,0.009916,0,0,1,0,0.00330533333333333,4.01929223274005
"CWC25",5.140374,5.913002,4.055212,5.036196,166,255,208,"Cwc25",3.268673,3.190565,3.182892,206,307,63,3.21404333333333,1.43240007815139
"CWC27",17.812847,16.976443,17.625314,17.4715346666667,304,432,477,"Cwc27",8.819548,5.205088,11.807943,248,284,64,8.61085966666667,1.92194406195852
"CWF19L1",7.6806,5.001745,3.815145,5.49916333333333,182,200,208,"Cwf19l1",10.201577,6.942398,8.7418,231,276,66,8.62859166666667,0.674985871073219
"CWF19L2",1.360587,1.056477,1.309099,1.24205433333333,59,74,97,"Cwf19l2",3.142133,3.279101,2.904587,256,410,79,3.108607,0.545696956008042
"CWH43",0,0,0,0,0,0,0,"Cwh43",0.020651,0.055378,0,1,4,0,0.025343,0.975283392971913
"CX3CL1",10.540924,2.559147,6.123994,6.40802166666667,525,192,452,"Cx3cl1",69.210362,45.22876,52.149354,3061,3312,899,55.529492,0.131047023501762
"CX3CR1",0.129722,0.015062,0.028346,0.05771,2,1,2,"Cx3cr1",7.088867,7.966849,7.598402,527,918,171,7.55137266666667,0.123688914193035
"CXADR",26.009521,20.589714,38.597789,28.399008,1997,2507,2301,"Gm1123",0.033252,0.045122,0,1,2,0,0.0261246666666667,28.6505226460463
"CXCL10",0.06371,0,0,0.0212366666666667,1,0,0,"Cxcl10",0.156684,0.137007,0.16642,3,5,1,0.153370333333333,0.885436912284028
"CXCL11",0.455704,0.215176,0.524743,0.398541,7,6,15,"Cxcl11",0.072104,0.021627,0.038654,6,2,1,0.0441283333333333,1.33943400954863
"CXCL12",8.882591,0.282889,0.965088,3.376856,242,9,36,"Cxcl12",9.938694,8.963746,13.441236,993,1349,358,10.7812253333333,0.371511101448531
"CXCL13",0,0,0.138799,0.0462663333333333,0,0,2,"Cxcl13",0,0,0,0,0,0,0,1.04626633333333
"CXCL14",2.467244,1.604337,3.795841,2.622474,60,53,136,"Cxcl14",21.476141,19.39035,22.499689,749,1038,255,21.12206,0.163749397660073
"CXCL16",5.980211,2.255791,3.56998,3.93532733333333,80,45,82,"Cxcl16",1.156317,1.000424,2.485379,37,52,25,1.54737333333333,1.93741815098428
"CXCL17",0,0,0,0,0,0,0,"Cxcl17",0,0.110371,0,0,2,0,0.0367903333333333,0.964515165554206
