"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"PIPOX",2.782694,1.887201,1.976994,2.21562966666667,77,70,86,"Pipox",1.152821,1.337039,1.104049,16,50,47,1.19796966666667,1.46300002017013
"PIR",3.139362,1.603646,2.330929,2.357979,29,27,25,"Pir",3.254968,4.472005,3.528016,55,122,110,3.751663,0.706695529544077
"PIRT",18.074817,2.82765,8.376145,9.75953733333333,1008,214,674,"Pirt",0.204294,0.098436,0.105684,13,11,12,0.136138,9.47027327079398
"PISD",30.638579,33.654131,23.289623,29.194111,712,1066,876,"Pisd",36.582159,36.059727,32.544687,1048,1995,1792,35.062191,0.837278883027379
"PITHD1",61.683742,57.981043,60.746638,60.137141,1232,1543,1835,"Pithd1",82.194142,95.051123,101.197704,797,1896,1972,92.814323,0.65168237690102
"PITPNA",95.968718,89.206384,87.640799,90.9386336666667,2753,3937,4081,"Pitpna",141.629936,144.152081,136.45838,4229,6805,6716,140.746799,0.64861170986067
"PITPNB",29.029242,29.26312,27.506829,28.5997303333333,1128,1602,1498,"Pitpnb",44.981822,42.123401,43.566833,997,1586,1423,43.557352,0.664306315450104
"PITPNC1",29.106921,22.206735,31.086566,27.4667406666667,2845,3036,4424,"Pitpnc1",21.994269,11.676073,9.564414,1479,1168,1142,14.4115853333333,1.84710009067637
"PITPNM1",209.048551,229.069251,201.298883,213.138895,2566,3736,3616,"Pitpnm1",67.779194,58.683132,57.670484,1938,3072,3018,61.3776033333333,3.43294521682221
"PITPNM2",30.467834,17.454335,16.182935,21.368368,2848,2530,2593,"Pitpnm2",36.727963,10.424094,12.619129,2607,1638,1703,19.9237286666667,1.06904311159582
"PITPNM3",4.911039,3.583609,3.597908,4.030852,549,546,590,"Pitpnm3",18.859064,5.234902,9.176387,1340,925,1045,11.0901176666667,0.416112740893368
"PITRM1",52.408077,59.020415,46.954458,52.7943166666667,1466,2302,1967,"Pitrm1",12.257725,9.488592,8.314694,396,623,614,10.020337,4.88136766295501
"PITX1",0.217678,0.024144,0,0.0806073333333333,4,1,0,"Pitx1",0.034797,0.016676,0.04744,1,1,3,0.032971,1.04611584771822
"PITX3",0.11732,0,0.033553,0.050291,2,0,1,"Pitx3",0.073612,0.065918,0.407151,1,2,3,0.182227,0.888400451013215
"PIWIL1",0.282363,0.442435,0.597735,0.440844333333333,6,21,21,"Piwil1",0.045007,0.0092,0.023469,2,1,1,0.025892,1.4044795488544
"PIWIL2",0.239552,0.336903,0.349983,0.308812666666667,11,18,28,"Piwil2",0.304457,0.045178,0.037106,10,6,5,0.128913666666667,1.15935585272095
"PIWIL4",0.74969,0.455188,0.631001,0.611959666666667,15,8,17,"Piwil4",0,0.037268,0.018981,0,2,1,0.0187496666666667,1.58229221506494
"PJA1",48.551929,53.281706,42.865975,48.2332033333333,1215,1699,1552,"Pja1",79.415857,77.972623,71.855394,2582,4500,4144,76.4146246666667,0.635967732780758
"PJA2",111.043989,107.834329,105.525083,108.134467,8110,10206,10934,"Pja2",141.5199,84.312455,71.245168,9439,9732,8036,99.025841,1.09106272848033
"PJVK",3.99126,2.204472,3.45607,3.21726733333333,36,51,42,"Pjvk",0.064259,0.036897,0.036351,1,1,1,0.0458356666666667,4.03243785591554
"PKD1",188.190878,197.711064,192.342025,192.747989,5017,7644,7672,"Pkd1",103.085906,32.917842,28.781166,1540,786,901,54.9283046666667,3.46422066884988
"PKD1L1",0.088043,0.147252,0.108229,0.114508,9,9,6,"Pkd1l1",0.016776,0.139502,0.028879,2,1,6,0.061719,1.04972031205997
"PKD1L2",0.270517,0.645453,0.60035,0.50544,17,37,30,"Pkd1l2",0.008751,0.039574,0.018788,1,6,4,0.022371,1.47249873089123
"PKD1L3",0.023663,0.02612,0.02448,0.0247543333333333,2,3,3,"Pkd1l3",0.196568,0.233136,0.202846,14,14,15,0.21085,0.846309892499759
"PKD2",4.819864,4.173968,3.409348,4.13439333333333,313,361,272,"Pkd2",7.140565,2.69774,2.734452,530,359,365,4.190919,0.989110662935279
"PKD2L1",0,0,0,0,0,0,0,"Pkd2l1",0.666546,0.328764,0.59167,33,29,53,0.528993333333333,0.654025088402391
"PKD2L2",0.601215,0.498686,0.234662,0.444854333333333,8,8,6,"Pkd2l2",3.560609,2.046795,1.67356,126,126,101,2.426988,0.421610561032993
"PKDCC",10.872848,14.325488,7.803649,11.0006616666667,111,207,132,"Pkdcc",4.6898,4.176428,5.215355,82,134,166,4.693861,2.10764921494688
"PKDREJ",0.057439,0.02408,0.038616,0.040045,7,4,7,"Pkdrej",0.248734,0.094043,0.133516,27,18,26,0.158764333333333,0.897546610714344
"PKHD1",0.007289,0.006509,0,0.00459933333333333,2,2,0,"Pkhd1",0,0.002795,0.002754,0,1,1,0.00184966666666667,1.00274459008986
"PKHD1L1",0.002996,0.002274,0.002102,0.00245733333333333,1,1,1,"Pkhd1l1",0.313977,0.002871,0.002846,6,1,1,0.106564666666667,0.905918437060765
"PKIA",127.042309,146.860184,108.599782,127.500758333333,4410,6253,5067,"Pkia",47.649931,56.134976,70.28305,2388,4487,4274,58.0226523333333,2.17714306716714
"PKIB",58.667598,26.086769,38.103024,40.9524636666667,757,495,785,"Pkib",21.037258,12.371126,16.299149,119,115,136,16.5691776666667,2.38784446617906
"PKIG",29.646636,43.025671,36.306912,36.3264063333333,442,808,738,"Pkig",66.297937,55.510847,50.456069,464,821,743,57.4216176666667,0.638914289335581
"PKLR",0.409395,0.503602,0.617226,0.510074333333333,18,14,35,"Pklr",0,0.040697,0.040093,0,3,3,0.02693,1.47047445622714
"PKM",503.386014,474.300509,590.008943,522.565155333333,6314,8014,10654,"Pkm",529.78288,525.090099,518.589012,12896,23467,23618,524.487330333333,0.996342109715983
"PKMYT1",2.10342,2.135097,1.225455,1.821324,15,19,28,"Pkmyt1",2.330013,1.823454,1.84843,60,84,96,2.00063233333333,0.940243150971401
"PKN1",71.909761,84.003328,89.383531,81.76554,1084,1549,1804,"Pkn1",14.50152,10.250256,11.875759,556,703,696,12.2091783333333,6.2657599065902
"PKN2",6.217687,5.602892,2.21429,4.67828966666667,223,232,236,"Pkn2",5.630932,4.856689,4.581696,415,578,466,5.02310566666667,0.942751128888823
"PKN3",0.196451,0.238426,0.078365,0.171080666666667,5,5,5,"Pkn3",0.366736,0.197809,0.368546,16,12,27,0.311030333333333,0.893252152060555
"PKNOX1",12.599823,11.097756,9.171778,10.9564523333333,399,554,493,"Pknox1",12.933592,6.023388,3.57487,183,164,156,7.51061666666667,1.40488671992041
"PKNOX2",20.880907,10.005984,11.247215,14.044702,932,699,735,"Pknox2",19.515316,12.86524,9.750533,645,738,639,14.0436963333333,1.00006684970531
"PKP1",0.30401,0.103933,0.220078,0.209340333333333,19,11,10,"Pkp1",0.104839,0.076911,0.083464,4,6,2,0.0884046666666667,1.11111277851926
"PKP2",1.051639,0.64087,0.843244,0.845251,42,51,41,"Pkp2",3.466485,2.359403,2.000309,145,179,154,2.60873233333333,0.511329416968858
"PKP3",0.025197,0.017953,0.629866,0.224338666666667,1,1,2,"Pkp3",0,0.057492,0.158085,0,2,3,0.071859,1.14225720609396
"PKP4",98.047071,14.910217,44.34846,52.4352493333333,614,509,734,"Pkp4",158.657553,82.074052,76.668074,3684,3481,3406,105.799893,0.500330551205078
"PLA1A",0.280647,0.087349,0.082424,0.15014,7,1,2,"Pla1a",1.489787,0.828546,1.020463,19,36,42,1.112932,0.544333655792046
"PLA2G10",0.654249,0.107564,0.305722,0.355845,4,1,3,"Pla2g10",0,0.137926,0.04798,0,1,1,0.0619686666666667,1.27672787583814
"PLA2G12A",83.638395,80.926251,99.572499,88.045715,489,716,720,"Pla2g12a",9.201405,14.558232,14.754895,159,307,273,12.8381773333333,6.43478637793629
"PLA2G12B",0,0,0,0,0,0,0,"Pla2g12b",0,0,0,0,0,0,0,1
"PLA2G15",11.020862,15.900686,9.482702,12.13475,351,546,490,"Pla2g15",9.619627,9.024077,8.655913,277,486,434,9.09987233333333,1.3004867355254
"PLA2G1B",0,0.733521,0.264686,0.332735666666667,0,4,2,"Pla2g1b",0,0,0,0,0,0,0,1.33273566666667
"PLA2G2A",0,0,0,0,0,0,0,"Pla2g2a",0,0,0,0,0,0,0,1
"PLA2G2C",0.076617,0.057988,0.03981,0.0581383333333333,4,4,3,"Pla2g2c",0.254152,0.210281,0.074279,3,7,3,0.179570666666667,0.897053786801525
"PLA2G2D",0,0.071299,0.105957,0.0590853333333333,0,4,6,"Pla2g2d",0.161463,0.055502,0.053819,5,3,3,0.0902613333333333,0.971405020936876
"PLA2G2E",0,0,0,0,0,0,0,"Pla2g2e",0.117256,0,0,1,0,0,0.0390853333333333,0.962384866690448
"PLA2G2F",0,0,0.010183,0.00339433333333333,0,0,1,"Pla2g2f",0.112227,0.123163,0.273242,4,8,18,0.169544,0.857936369502416
"PLA2G3",1.175545,0.053429,0.285109,0.504694333333333,48,3,17,"Pla2g3",1.2421,0.606956,0.526282,47,41,37,0.791779333333333,0.839776587072292
"PLA2G4A",0.288077,0.070983,0.015582,0.124880666666667,6,2,1,"Pla2g4a",4.275129,4.671118,9.300932,47,75,102,6.082393,0.158827767206178
"PLA2G4B",29.781571,38.015181,30.585065,32.793939,169,338,246,"Gm28042",0.41004,0.183288,0.085202,22,21,7,0.226176666666667,27.5604159813839
"PLA2G4B",29.781571,38.015181,30.585065,32.793939,169,338,246,"Pla2g4b",1.392357,0.339646,0.725295,23,9,35,0.819099333333333,18.5772917293503
"PLA2G4C",49.912608,37.197825,41.857103,42.9891786666667,227,232,291,"Pla2g4c",0.059399,0.011387,0.018351,3,1,1,0.0297123333333333,42.7198716016803
"PLA2G4D",0.284116,0.056278,0.106607,0.149000333333333,17,5,9,"Pla2g4d",0,0.020158,0.019944,0,2,2,0.0133673333333333,1.13384386444928
"PLA2G4E",0.030101,0.02225,0.062607,0.0383193333333333,2,2,6,"Pla2g4e",1.062112,0.837374,0.904594,72,82,97,0.934693333333333,0.536684194566581
"PLA2G4F",0,0.008032,0.022237,0.0100896666666667,0,1,3,"Pla2g4f",0,0,0,0,0,0,0,1.01008966666667
"PLA2G5",0.081083,0,0,0.0270276666666667,2,0,0,"Pla2g5",4.21849,3.105562,3.258921,30,68,50,3.52765766666667,0.226834213687975
"PLA2G6",10.68581,7.861327,13.580271,10.709136,170,225,229,"Pla2g6",5.24571,8.827458,5.053616,186,368,310,6.37559466666667,1.58755144895887
"PLA2G7",1.863123,1.101128,1.758589,1.57428,48,40,68,"Pla2g7",87.907137,95.772311,114.654216,1943,3822,4463,99.4445546666667,0.0256288656815987
"PLA2R1",1.331534,1.418765,1.37616,1.37548633333333,180,172,239,"Pla2r1",0.182097,0.302028,0,11,11,0,0.161375,2.04540853155383
"PLAA",27.608798,28.818489,29.443739,28.6236753333333,595,893,824,"Plaa",19.066519,16.943257,15.72739,588,798,769,17.245722,1.62359567537713
"PLAAT1",1.637697,2.230139,3.546283,2.471373,15,23,43,"Plaat1",10.345203,9.028141,9.136716,307,535,519,9.50335333333333,0.330501401774544
"PLAAT3",69.364735,75.634134,45.096463,63.3651106666667,847,1113,1032,"Plaat3",14.227542,20.280524,18.938565,530,1118,1094,17.8155436666667,3.42084777389106
"PLAAT5",2.158296,0.977046,1.638863,1.59140166666667,42,37,59,"Plaat5",0.185671,0,0,1,0,0,0.0618903333333333,2.44036656641568
"PLAC1",0,0,0.475908,0.158636,0,0,1,"Plac1",0,0,0,0,0,0,0,1.158636
"PLAC8",0.504532,0.807934,0.34762,0.553362,7,10,2,"Plac8",0.556653,0.311389,0.308838,1,3,2,0.392293333333333,1.11568587079351
"PLAC8L1",0.461503,0.256481,0.427797,0.381927,8,10,13,"Plac8l1",0,0,0,0,0,0,0,1.381927
"PLAC9",1.992359,1.20966,2.841033,2.01435066666667,9,6,17,"Plac9a",0,0.761822,0.907795,0,22,15,0.556539,1.93657252832513
"PLAG1",0.219813,0.105974,0.114883,0.14689,26,17,19,"Plag1",0.527914,0.290843,0.124447,38,16,15,0.314401333333333,0.872556935933317
"PLAGL1",3.343412,2.002682,1.833017,2.393037,87,100,95,"Plagl1",7.800232,0.989069,2.38718,428,117,150,3.72549366666667,0.718028049415084
"PLAGL2",2.772693,2.293867,1.881186,2.31591533333333,259,292,254,"Plagl2",1.365426,0.286451,0.49441,115,43,75,0.715429,1.93299479799708
"PLAT",12.305808,0.961384,2.617741,5.29497766666667,287,33,83,"Plat",11.005271,10.468255,9.910219,399,686,656,10.4612483333333,0.549240142398683
"PLAU",1.511759,0.602913,0.986959,1.033877,55,31,53,"Plau",0.953027,0.741761,0.837338,32,44,50,0.844042,1.10294505222766
"PLAUR",2.691858,1.048842,0.695948,1.47888266666667,33,16,17,"Plaur",0.249646,0.486749,0.690667,5,18,16,0.475687333333333,1.67981564297044
"PLB1",3.265711,3.20618,1.971761,2.81455066666667,78,134,106,"Plb1",0.260752,0.731824,0.713119,9,23,27,0.568565,2.43187286893859
"PLBD1",0.323254,0,0.208611,0.177288333333333,4,0,3,"Plbd1",0.071492,0.079773,0.077047,2,4,3,0.076104,1.09402839626405
"PLBD2",31.546265,31.43383,27.482321,30.1541386666667,1936,2511,2839,"Plbd2",13.077545,9.902315,9.991439,786,995,1083,10.990433,2.59824967677703
"PLCB1",75.098721,37.26607,56.382994,56.2492616666667,799,1513,1271,"Plcb1",47.289574,12.486291,12.868353,3540,2023,1778,24.2147393333333,2.27046811429791
"PLCB2",7.249029,4.879983,6.456518,6.19517666666667,73,83,109,"Plcb2",0.757021,1.127359,0.479171,36,39,42,0.787850333333333,4.02448489815796
"PLCB3",6.80392,6.334733,8.875901,7.33818466666667,273,259,498,"Plcb3",5.112049,3.110399,3.238072,265,323,360,3.82017333333333,1.72985162359307
"PLCB4",5.208535,5.815947,7.025214,6.01656533333333,408,594,632,"Plcb4",37.425779,15.664232,12.258019,1471,1079,1090,21.7826766666667,0.30797809388215
"PLCD1",13.165285,25.518676,24.042921,20.9089606666667,143,358,359,"Plcd1",2.543572,1.989029,2.819092,93,142,165,2.45056433333333,6.34938478179366
"PLCD3",30.776026,23.991914,37.886301,30.884747,144,219,319,"Plcd3",5.548618,5.518039,5.828221,122,265,280,5.631626,4.8079832909757
"PLCD4",2.765471,2.575954,3.187317,2.842914,56,78,82,"Plcd4",8.933699,6.588415,7.10383,219,363,363,7.54198133333333,0.449885553484391
"PLCE1",1.756474,0.827392,0.309895,0.964587,154,128,81,"Plce1",2.860959,1.035221,1.158615,293,234,285,1.68493166666667,0.731708379915318
"PLCG1",166.984581,159.882928,95.168056,140.678521666667,1827,2262,1594,"Plcg1",24.821813,8.889862,11.594228,1171,874,882,15.1019676666667,8.79883282587637
"PLCG2",0.198529,0.041277,0.049804,0.0965366666666667,5,5,4,"Plcg2",0.874241,0.568175,0.826775,57,67,99,0.756397,0.624310259392761
"PLCH1",0.480537,0.329168,0.179612,0.329772333333333,27,46,26,"Plch1",3.002962,3.180909,1.921444,256,320,262,2.70177166666667,0.359225920201273
"PLCH2",2.252689,3.698948,3.492802,3.14814633333333,169,347,365,"Plch2",13.211723,8.78197,7.252421,872,1023,918,9.74870466666667,0.385920579453388
"PLCL1",7.625187,6.816619,6.168279,6.87002833333333,573,752,716,"Plcl1",13.039496,7.522168,8.138771,653,507,549,9.56681166666667,0.744787413800473
"PLCL2",2.036888,2.869972,1.632164,2.17967466666667,130,237,155,"Plcl2",15.78754,11.963077,10.408201,948,1285,1137,12.719606,0.231761368851749
"PLCXD1",40.168552,42.755861,44.513604,42.479339,615,912,1112,"Plcxd1",3.591679,4.932639,3.510404,158,313,250,4.011574,8.67578509266749
"PLCXD2",5.62595,6.092752,5.087919,5.602207,642,1020,896,"Plcxd2",22.335284,10.154079,8.602178,2472,1958,1654,13.6971803333333,0.449215893815097
"PLCXD3",2.725408,1.738185,1.972062,2.14521833333333,337,294,342,"Plcxd3",6.518797,2.114094,2.438056,169,96,112,3.69031566666667,0.670577111831919
"PLCZ1",0,0,0,0,0,0,0,"Plcz1",0.353407,0.371408,0.240511,11,20,13,0.321775333333333,0.75655822497318
"PLD1",0.707005,6.272374,0.239046,2.40614166666667,28,10,10,"Pld1",2.820945,2.188241,1.675054,179,151,158,2.22808,1.05516023972971
"PLD2",26.804178,26.173285,26.308256,26.428573,219,326,296,"Pld2",5.786067,5.556242,3.919916,232,317,340,5.08740833333333,4.50578825964525
"PLD3",1726.05079,1609.708281,1383.057296,1572.938789,7136,8751,8900,"Pld3",627.369875,527.112349,478.324166,5484,8738,7722,544.268796666667,2.88653742635154
"PLD4",0,0.021857,0.094903,0.03892,0,1,2,"Pld4",3.089667,3.520966,4.306468,75,179,190,3.63903366666667,0.223951812952999
"PLD5",7.575086,2.71711,3.316736,4.53631066666667,566,325,231,"Pld5",3.589225,1.731105,2.001616,154,124,134,2.44064866666667,1.60908921631638
"PLD6",6.349574,5.152109,5.106796,5.53615966666667,242,269,294,"Pld6",0.861205,0.626586,0.630119,13,23,22,0.70597,3.83134502169831
"PLEC",34.769313,32.656256,18.906536,28.7773683333333,3931,5450,4752,"Plec",30.757705,2.463777,1.681609,2022,548,754,11.6343636666667,2.35685540791383
"PLEK",0.023377,0.017187,0,0.0135213333333333,1,1,0,"Plek",3.24034,2.334288,2.088841,197,247,217,2.55448966666667,0.285138354132225
"PLEK2",0.527382,0.114659,1.832289,0.824776666666667,4,1,9,"Plek2",0.27945,0.368303,0.440582,6,14,17,0.362778333333333,1.33901209171949
"PLEKHA1",23.835724,19.745236,19.525044,21.0353346666667,1410,1387,1437,"Plekha1",50.6269,31.339822,29.117324,1339,1283,1068,37.0280153333333,0.579450031076212
"PLEKHA3",19.568141,18.535917,19.78329,19.2957826666667,384,478,501,"Plekha3",12.16144,11.696669,9.651248,421,715,570,11.1697856666667,1.66771899050427
"PLEKHA4",2.904097,0.984253,2.188213,2.025521,42,23,45,"Plekha4",1.209892,2.145772,1.256875,15,33,29,1.537513,1.19231743837371
"PLEKHA5",10.441286,6.63767,7.678732,8.25256266666667,381,406,416,"Plekha5",20.389152,8.359758,6.801858,629,573,482,11.850256,0.7200294427338
"PLEKHA6",34.903122,25.21285,20.3627,26.826224,2786,3092,2476,"Plekha6",18.920096,5.515207,6.131923,1399,789,941,10.1890753333333,2.48691005923456
"PLEKHA7",10.894471,13.042854,8.252754,10.7300263333333,261,418,328,"Plekha7",8.466347,4.404701,5.13358,270,243,304,6.00154266666667,1.67534883264774
"PLEKHA8",7.783877,9.298557,8.220944,8.43445933333333,833,1441,1269,"Plekha8",2.429741,1.638516,1.704337,249,249,302,1.924198,3.2263408063795
"PLEKHB1",7.254689,3.46294,3.443164,4.72026433333333,109,67,131,"Plekhb1",162.816246,242.806934,294.403057,3761,9328,11237,233.342079,0.0244098898402849
"PLEKHB2",70.445809,62.766134,64.242727,65.8182233333333,4673,5814,6310,"Plekhb2",266.812904,314.658378,334.556622,3584,6971,7003,305.342634666667,0.218115977901798
"PLEKHD1",7.192478,3.126847,4.896897,5.072074,577,342,570,"Plekhd1",4.376523,2.99035,1.513027,101,122,118,2.95996666666667,1.5333649273142
"PLEKHF1",1.437133,1.918791,1.510916,1.62228,29,60,53,"Plekhf1",0.992555,1.686573,1.235497,80,246,183,1.304875,1.13771028797657
"PLEKHF2",0.419895,0.352122,0.733136,0.501717666666667,18,13,21,"Plekhf2",2.371411,2.303753,2.118056,89,156,133,2.26440666666667,0.460027753895042
"PLEKHG1",1.806883,1.038722,0.705059,1.18355466666667,151,147,102,"Plekhg1",8.551342,2.754748,2.953772,790,506,534,4.75328733333333,0.379531655583341
"PLEKHG2",136.686697,207.21341,117.620294,153.840133666667,1312,2023,1808,"Plekhg2",2.100109,0.873623,0.641709,84,48,56,1.205147,70.2176016685811
"PLEKHG3",14.554222,20.41794,12.491361,15.8211743333333,219,297,262,"Plekhg3",5.2027,3.310768,3.220977,288,328,379,3.91148166666667,3.42486758069272
"PLEKHG4",3.27773,1.27198,1.639175,2.06296166666667,71,54,70,"Plekhg4",1.206452,0.203829,0.197377,22,18,12,0.535886,1.99426368016029
"PLEKHG5",77.097377,94.631168,78.46965,83.3993983333333,1066,1701,1478,"Plekhg5",22.493621,11.275177,6.771976,663,674,677,13.5135913333333,5.81519738257294
"PLEKHG6",6.563417,1.872974,3.060239,3.83221,15,18,38,"Plekhg6",0.020919,0.066675,0.08729,1,6,8,0.0582946666666667,4.56603453858472
"PLEKHH1",32.945529,32.545832,13.947913,26.479758,341,670,514,"Plekhh1",9.981042,6.075942,6.739927,819,788,876,7.59897033333333,3.19570331502093
"PLEKHH2",1.058445,0.113481,0.109001,0.426975666666667,57,14,18,"Plekhh2",1.549789,0.517774,0.536649,140,93,102,0.868070666666667,0.763876705592151
"PLEKHH3",12.591033,12.912571,10.515697,12.0064336666667,280,434,431,"Plekhh3",3.896165,2.866129,3.402128,99,178,187,3.38814066666667,2.96399652031817
"PLEKHJ1",38.037829,60.326612,55.128024,51.164155,370,686,622,"Plekhj1",25.28678,39.686546,43.888946,125,386,428,36.287424,1.39897449070228
"PLEKHM1",12.279471,7.88272,9.53512,9.89910366666667,246,372,300,"Plekhm1",4.227345,1.823301,2.313525,359,286,321,2.788057,2.87722800017705
"PLEKHM2",22.00753,26.623892,20.730268,23.1205633333333,974,1523,1421,"Plekhm2",51.660572,46.729972,53.258146,1356,2496,2589,50.5495633333333,0.467910138779708
"PLEKHM3",8.227156,8.894962,7.7962,8.306106,691,779,825,"Plekhm3",6.699185,1.973952,2.520179,767,381,389,3.73110533333333,1.96700460977547
"PLEKHN1",0.540264,0.102661,0.602413,0.415112666666667,8,7,8,"Plekhn1",7.965724,6.705772,6.377093,354,531,518,7.01619633333333,0.176531687576348
"PLEKHO1",23.239755,32.830552,27.169079,27.746462,454,828,677,"Plekho1",20.838319,28.144624,24.829316,231,593,540,24.6040863333333,1.12272945910886
"PLEKHO2",3.830029,3.424731,2.920893,3.39188433333333,231,280,254,"Plekho2",4.2644,4.205854,4.97967,209,379,450,4.483308,0.800955250613924
"PLEKHS1",0.055208,0,0.025453,0.026887,3,0,2,"Plekhs1",0.239654,5.812583,0.250678,12,13,17,2.10097166666667,0.331150075003373
"PLET1",0,0,0,0,0,0,0,"Plet1",0.086924,0.175603,0.139725,2,4,3,0.134084,0.881768898952811
"PLG",0.497898,0.678028,0.574013,0.583313,10,14,12,"Plg",0,0.013795,0.028339,0,1,1,0.0140446666666667,1.56138388381314
"PLGLB1",5.128515,6.201727,4.658716,5.32965266666667,70,112,92,"Plg",0,0.013795,0.028339,0,1,1,0.0140446666666667,6.24198605321133
"PLGLB2",0.739966,0.736157,0.536216,0.670779666666667,35,47,36,"Plg",0,0.013795,0.028339,0,1,1,0.0140446666666667,1.64763912437782
"PLGRKT",5.13113,4.341245,2.621044,4.03113966666667,36,34,33,"Plgrkt",9.740053,10.098072,12.113722,89,163,169,10.6506156666667,0.431834660983724
"PLIN1",3.52373,1.347436,0.721847,1.86433766666667,106,49,39,"Plin1",0.10201,0.040945,0.13836,4,1,2,0.0937716666666667,2.6187711329147
"PLIN2",3.367843,4.339482,4.154123,3.953816,77,143,149,"Plin2",5.739241,6.930154,9.605394,56,160,170,7.42492966666667,0.587994938355371
"PLIN3",23.125198,22.268964,24.605731,23.3332976666667,455,646,693,"Plin3",5.128263,7.793567,7.338987,174,420,501,6.75360566666667,3.13832024902651
"PLIN4",0.085757,0.103117,0.064035,0.084303,9,15,10,"Plin4",2.530496,1.017318,0.372973,227,168,64,1.306929,0.470020100315181
"PLIN5",0.580821,0.417804,0.542709,0.513778,14,17,17,"Plin5",0.188172,0.289062,0.245684,5,15,13,0.240972666666667,1.21983186307085
"PLK1",4.750746,2.485112,2.105545,3.113801,51,72,61,"Plk1",0.256593,0.121939,0.154221,8,7,9,0.177584333333333,3.49342368402206
"PLK2",114.936454,147.311657,155.360525,139.202878666667,965,1346,1561,"Plk2",49.726517,34.639859,28.640546,1934,2475,2031,37.668974,3.62572016176759
"PLK3",33.30744,24.562282,21.830453,26.566725,605,626,703,"Plk3",4.677988,4.041859,3.801115,152,238,225,4.173654,5.3282892516585
"PLK4",1.825054,1.841256,2.183867,1.950059,26,39,29,"Plk4",1.629811,1.834062,1.211608,69,81,61,1.55849366666667,1.15304526191909
"PLK5",3.998308,5.678428,3.855761,4.51083233333333,28,38,52,"Plk5",5.64239,5.663137,5.664965,144,291,307,5.65683066666667,0.827846254363688
"PLLP",0.453973,0.563506,0.466319,0.494599333333333,52,86,75,"Pllp",39.579657,68.962841,98.113512,532,1631,2242,68.8853366666667,0.0213864510728789
"PLN",0.023201,0,0,0.00773366666666667,1,0,0,"Pln",1.765969,1.260956,2.232387,38,46,56,1.753104,0.366035451863303
"PLOD1",31.913219,16.453773,25.475038,24.61401,777,681,943,"Plod1",7.747014,5.89593,6.235877,324,469,471,6.62627366666667,3.35865340263819
"PLOD2",10.413479,2.574364,4.064576,5.68413966666667,197,59,127,"Plod2",1.377358,1.989337,1.240338,61,100,97,1.53567766666667,2.63603680962078
"PLOD3",26.843327,28.039839,20.676667,25.186611,347,431,375,"Plod3",14.190486,7.877596,7.70882,289,363,360,9.925634,2.39680470716848
"PLP1",1.203242,0.170176,0,0.457806,19,1,0,"Plp1",579.265719,531.713596,643.161152,23216,37302,45069,584.713489,0.00248894045873681
"PLP2",13.41434,3.347986,9.507515,8.75661366666667,181,65,186,"Gm6169",0,0,0,0,0,0,0,9.75661366666667
"PLP2",13.41434,3.347986,9.507515,8.75661366666667,181,65,186,"Plp2",3.347069,3.64751,3.647241,49,95,97,3.54727333333333,2.14559648199434
"PLPBP",115.121763,81.056778,78.021402,91.399981,425,558,546,"Plpbp",74.612437,67.47972,68.873762,746,1376,1252,70.321973,1.29553315918504
"PLPP1",26.952284,13.047438,19.183565,19.7277623333333,388,297,423,"Plpp1",11.85391,11.914469,12.942529,224,387,449,12.2369693333333,1.56589939973168
"PLPP2",3.146923,3.373348,4.716885,3.74571866666667,63,86,82,"Plpp2",2.138688,3.479136,3.700232,33,116,131,3.10601866666667,1.15579568724156
"PLPP3",2.807668,1.063243,1.467188,1.77936633333333,111,28,72,"Plpp3",67.958867,56.543613,58.607297,3085,4613,4749,61.0365923333333,0.0448020471272716
"PLPP4",9.736648,2.303455,3.728943,5.25634866666667,148,61,89,"Plpp4",2.772593,5.162825,5.843269,37,133,147,4.59289566666667,1.11862424038305
"PLPP5",19.089132,9.992593,7.366976,12.149567,217,157,129,"Plpp5",13.132782,16.640601,11.340563,153,276,208,13.7046486666667,0.894245574857438
"PLPP6",7.342513,7.346361,5.926398,6.87175733333333,332,455,400,"Plpp6",19.774827,13.988093,11.989782,772,984,851,15.2509006666667,0.484388988327252
"PLPP7",2.593047,2.370811,2.316108,2.42665533333333,78,100,106,"Plpp7",9.806614,11.017224,11.880829,212,528,509,10.9015556666667,0.287916590847913
"PLPPR1",70.738161,70.941355,62.737595,68.139037,1781,2505,2270,"Plppr1",2.633421,2.885242,2.223402,154,300,227,2.58068833333333,19.3088676153049
"PLPPR2",113.548284,92.969095,109.402981,105.306786666667,2928,3597,4293,"Plppr2",44.343743,28.769191,26.803641,1607,2021,1936,33.305525,3.09882407182711
"PLPPR3",201.48087,269.404484,258.221293,243.035549,2174,3728,5783,"Plppr3",23.010991,20.34565,23.472459,468,781,795,22.2763666666667,10.4842629648671
