"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"DNAJA3","Dnaja3",23.291066,21.666804,24.617899,381,1339,814,23.191923,41.15712,41.15712,0.573851415846244
"DNAJA4","Dnaja4",14.207007,12.784953,13.14572,208,846,529,13.3792266666667,40.66579,40.66579,0.345108701087071
"DNAJB1","Dnajb1",9.575481,9.924628,10.332191,189,736,438,9.9441,64.55302,64.55302,0.16695035560528
"DNAJB11","Dnajb11",29.34035,28.987248,27.421544,273,897,514,28.5830473333333,58.9079,58.9079,0.493808785374439
"DNAJB12","Dnajb12",12.96,13.048529,12.983867,183,771,470,12.9974653333333,33.05533,33.05533,0.411021280173569
"DNAJB13","Dnajb13",0.996527,0.689858,0.86477,6,22,13,0.850385,0.02091,0.02091,1.81248591942483
"DNAJB14","Dnajb14",13.330745,16.593324,16.853345,878,4030,2322,15.5924713333333,12.13701,12.13701,1.26303255712931
"DNAJB2","Dnajb2",62.028013,58.154724,56.121415,588,2427,1353,58.7680506666667,225.95125,225.95125,0.263351934244322
"DNAJB4","Dnajb4",24.144847,28.779652,30.837007,393,1380,847,27.920502,19.13069,19.13069,1.43663739295573
"DNAJB5","Dnajb5",16.651397,19.888001,21.406987,192,863,535,19.3154616666667,7.11913,7.11913,2.50217223602365
"DNAJB6","Dnajb6",161.214194,61.635148,70.239857,687,2289,1371,97.6963996666667,85.12635,85.12635,1.14594894206787
"DNAJB7","Dnajb7",0,0.065369,0,0,2,0,0.0217896666666667,0.36589,0.36589,0.748076101784673
"DNAJB8","Dnajb8",0.343866,0.268552,0.476178,1,3,3,0.362865333333333,0.01045,0.01045,1.34877067973015
"DNAJB9","Dnajb9",18.009206,17.065136,19.356333,286,985,637,18.1435583333333,25.12079,25.12079,0.732885886427376
"DNAJC1","Dnajc1",8.122895,6.033285,6.67358,112,438,279,6.94325333333333,18.04348,18.04348,0.417111438315546
"DNAJC10","Dnajc10",25.155435,32.248031,32.860826,512,1974,1066,30.0880973333333,16.83083,16.83083,1.74350253652429
"DNAJC11","Dnajc11",30.858713,30.586376,35.020032,278,1237,718,32.1550403333333,36.78738,36.78738,0.877410403508614
"DNAJC12","Dnajc12",20.278218,17.071739,20.492684,96,338,201,19.2808803333333,25.21488,25.21488,0.773640021748462
"DNAJC14","Dnajc14",14.103384,14.122321,18.997849,236,973,601,15.7411846666667,12.83743,12.83743,1.20984783060631
"DNAJC15","Dnajc15",43.780086,39.597557,44.445568,512,2040,1196,42.607737,18.59754,18.59754,2.22516382158169
"DNAJC16","Dnajc16",9.653723,8.381032,8.906019,318,1304,775,8.980258,3.74251,3.74251,2.10442529377903
"DNAJC17","Dnajc17",12.333712,6.631143,8.555447,37,110,72,9.173434,26.08256,26.08256,0.375645212269446
"DNAJC18","Dnajc18",31.018522,23.541632,27.032281,661,2449,1438,27.1974783333333,8.51995,8.51995,2.96193554938139
"DNAJC19","Dnajc19",33.474155,30.65709,31.778175,103,327,192,31.9698066666667,43.81242,43.81242,0.735729216736491
"DNAJC2","Dnajc2",16.142308,9.564134,9.74657,115,368,215,11.8176706666667,26.53208,26.53208,0.46555402521955
"DNAJC21","Dnajc21",15.664394,14.379499,12.909424,156,555,287,14.3177723333333,18.72299,18.72299,0.776645545798752
"DNAJC22","Dnajc22",0.105563,0.468842,0.292496,1,8,6,0.288967,0.75268,0.75268,0.73542631855216
"DNAJC24","Dnajc24",22.283683,19.580197,12.219646,38,137,62,18.027842,7.11913,7.11913,2.34358139357296
"DNAJC25","Dnajc25",3.200474,1.560439,1.766666,40,91,60,2.17585966666667,21.04376,21.04376,0.144070687880229
"DNAJC27","Dnajc27",32.136569,33.495584,33.676768,1024,4022,2303,33.1029736666667,4.62064,4.62064,6.06745382494995
"DNAJC28","Dnajc28",3.260842,3.716828,6.567549,73,279,172,4.515073,2.63439,2.63439,1.51746868112668
"DNAJC3","Dnajc3",16.679939,15.692567,16.513132,585,2054,1227,16.2952126666667,4.01431,4.01431,3.44917100591441
"DNAJC30","Dnajc30",7.787199,9.76527,11.452589,81,374,249,9.66835266666667,22.00552,22.00552,0.463730125059841
"DNAJC4","Dnajc4",24.768045,29.019243,35.203044,60,257,129,29.663444,71.75578,71.75578,0.421457154331931
"DNAJC5","Dnajc5",69.764948,67.665338,78.221499,2266,8375,4933,71.8839283333333,53.24187,53.24187,1.34368391674795
"DNAJC5B","Dnajc5b",0,0.105657,0,0,2,0,0.035219,0.24044,0.24044,0.8345578988101
"DNAJC6","Dnajc6",54.107773,51.073639,53.352467,1632,6151,3535,52.8446263333333,35.50155,35.50155,1.4751325993919
"DNAJC7","Dnajc7",171.936812,185.971209,194.385017,675,2729,1585,184.097679333333,138.69229,138.69229,1.32503862119615
"DNAJC8","Dnajc8",75.730867,64.493131,67.06471,352,1369,812,69.096236,138.06506,138.06506,0.504053541558174
"DNAJC9","Dnajc9",20.431192,26.440339,27.129486,156,582,359,24.6670056666667,11.07071,11.07071,2.12638740112774
"DNAL1","Dnal1",17.40107,13.391042,15.82387,364,1342,830,15.5386606666667,5.09106,5.09106,2.71523522452031
"DNAL4","Dnal4",11.528847,18.929674,21.043559,81,396,257,17.16736,13.38103,13.38103,1.26328642663286
"DNALI1","Dnali1",1.033963,0.713825,0.785066,14,37,23,0.844284666666667,5.86465,5.86465,0.268664049393147
"DNASE1","Dnase1",17.583104,6.60317,4.478672,54,126,64,9.554982,5.76012,5.76012,1.56136015337006
"DNASE1L1","Dnase1l1",2.284732,2.106317,2.291686,9,44,22,2.22757833333333,21.19012,21.19012,0.145451143722221
"DNASE1L2","Dnase1l2",1.810435,2.491696,2.503239,12,75,41,2.26845666666667,1.94443,1.94443,1.11004733230767
"DNASE1L3","Dnase1l3",0,0.024442,0.014408,0,3,1,0.01295,4.21293,4.21293,0.194314905437057
"DNASE2B","Dnase2b",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"DND1","Dnd1",1.017895,0.627266,0.802268,9,21,15,0.815809666666667,4.58928,4.58928,0.324873627133847
"DNER","Dner",136.631219,135.624962,158.537246,2684,9716,6529,143.597809,81.54066,81.54066,1.7518373247803
"DNLZ","Dnlz",7.149146,7.183702,6.870822,136,523,284,7.06789,55.60446,55.60446,0.142530994907468
"DNM1","Dnm1",317.135122,342.093492,351.776063,5202,20842,12399,337.001559,179.51489,179.51489,1.87243035186737
"DNM1L","Dnm1l",64.171479,65.99136,68.155673,1608,6220,3596,66.1061706666667,61.84545,61.84545,1.06779680417065
"DNM2","Dnm2",21.197274,23.566174,21.278266,273,1158,599,22.0139046666667,52.97007,52.97007,0.426419766857198
"DNM3","Dnm3",47.565926,51.290537,53.149354,1930,8320,4815,50.6686056666667,26.06165,26.06165,1.9092925104961
"DNMBP","Dnmbp",2.51182,2.431269,2.230153,75,307,164,2.39108066666667,2.16396,2.16396,1.07178367193854
"DNMT1","Dnmt1",12.615203,11.049447,15.968727,348,1392,921,13.2111256666667,21.44101,21.44101,0.63326586756419
"DNMT3A","Dnmt3a",14.085539,13.972461,20.738423,502,2247,1546,16.2654743333333,4.11885,4.11885,3.37292054530477
"DNMT3B","Dnmt3b",0.797081,0.743956,0.284631,9,28,10,0.608556,0.4077,0.4077,1.14268381047098
"DNMT3L","Dnmt3l",0,0.563725,0,0,6,0,0.187908333333333,0,0,1.18790833333333
"DNPEP","Dnpep",23.163161,23.949667,24.310842,160,587,357,23.80789,66.27792,66.27792,0.368737469886108
"DNTT","Dntt",0,0.039034,0.038197,0,2,1,0.0257436666666667,0.04182,0.04182,0.984568991444459
"DNTTIP1","Dnttip1",9.858702,9.792178,10.252261,76,325,172,9.96771366666667,43.03883,43.03883,0.249046436217008
"DNTTIP2","Dnttip2",18.325368,15.479696,20.69389,192,531,376,18.166318,61.70955,61.70955,0.305636350444231
"DOC2A","Doc2a",9.975391,42.176507,24.221334,83,332,150,25.457744,19.72657,19.72657,1.27651338354585
"DOC2B","Doc2b",14.741887,12.227479,15.467753,425,1314,942,14.1457063333333,1.9967,1.9967,5.0541283189286
"DOC2GP","Doc2g",5.503151,3.212899,3.707279,28,106,64,4.14110966666667,0.43907,0.43907,3.5725223002819
"DOCK1","Dock1",6.765291,7.730722,9.905633,307,1057,656,8.133882,7.4432,7.4432,1.08180334470343
"DOCK10","Dock10",7.110956,10.426778,9.689729,247,1329,647,9.075821,19.04706,19.04706,0.50260841240561
"DOCK11","Dock11",2.877243,3.326725,3.301091,113,359,232,3.168353,8.96947,8.96947,0.418111795311085
"DOCK2","Dock2",1.177149,1.557115,1.234741,22,54,28,1.32300166666667,7.93453,7.93453,0.260002671283959
"DOCK3","Dock3",41.170444,73.241035,76.491831,1065,4217,2666,63.6344366666667,5.79148,5.79148,9.51698844238173
"DOCK4","Dock4",11.816289,11.586247,13.20925,636,2292,1466,12.2039286666667,4.99698,4.99698,2.20176299848702
"DOCK5","Dock5",2.513858,2.563725,2.848976,176,679,380,2.64218633333333,5.55104,5.55104,0.555970705923538
"DOCK6","Dock6",7.485352,6.254925,6.736985,85,401,201,6.825754,10.30758,10.30758,0.692080356716468
"DOCK7","Dock7",29.839778,24.969402,29.669162,198,1028,638,28.1594473333333,9.47126,9.47126,2.78471237781636
"DOCK8","Dock8",0.331069,0.971294,1.24743,18,62,60,0.849931,4.36974,4.36974,0.344510348731968
"DOCK9","Dock9",37.163408,40.099344,35.110368,1136,4837,2700,37.4577066666667,21.65009,21.65009,1.69790524746995
"DOHH","Dohh",21.120129,33.714397,35.431284,126,578,327,30.0886033333333,48.95576,48.95576,0.622322697789671
"DOK1","Dok1",0.088199,2.220443,1.307824,1,31,17,1.20548866666667,18.23165,18.23165,0.114680158315416
"DOK2","Dok2",1.299306,1.286248,0.416415,2,9,4,1.00065633333333,5.70785,5.70785,0.29825597372233
"DOK3","Dok3",1.611608,1.310875,0.864725,23,63,27,1.26240266666667,15.59726,15.59726,0.136311816930425
"DOK4","Dok4",5.041097,5.648219,7.542207,39,185,88,6.07717433333333,132.22131,132.22131,0.0531234404866108
"DOK5","Dok5",5.399411,6.523796,6.866085,59,271,161,6.26309733333333,14.71913,14.71913,0.462054664178828
"DOK6","Dok6",5.961469,6.355759,6.180703,410,1582,879,6.165977,10.39121,10.39121,0.62907952710906
"DOK7","Dok7",5.697507,6.242051,4.820095,71,359,190,5.586551,1.92352,1.92352,2.25295226302539
"DOLK","Dolk",6.824614,9.271421,8.286304,93,477,241,8.12744633333333,19.52794,19.52794,0.444635279201582
"DOLPP1","Dolpp1",22.316006,13.756836,22.662709,124,394,263,19.578517,23.55271,23.55271,0.838136279050255
"DONSON","Donson",19.43425,16.180043,29.506322,84,288,180,21.7068716666667,6.3769,6.3769,3.078104849824
"DPAGT1","Dpagt1",8.469826,5.083105,6.163191,70,249,169,6.57204066666667,21.95325,21.95325,0.329889696085159
"DPCD","Dpcd",37.309645,40.51513,37.030374,145,575,325,38.2850496666667,83.88234,83.88234,0.462817703501891
"DPEP1","Dpep1",0.523655,0.443211,0.348669,2,12,10,0.438511666666667,0.30316,0.30316,1.10386419677297
"DPEP2","Dpep2",0,0.031921,0.024343,0,2,1,0.0187546666666667,1.87125,1.87125,0.354812247859527
"DPEP3","Dpep3",0,0.025012,0,0,1,0,0.00833733333333333,0.09409,0.09409,0.921621926288818
"DPF1","Dpf1",20.835477,26.435076,16.779712,75,290,179,21.3500883333333,3.063,3.063,5.50088317335302
"DPF2","Dpf2",77.455517,68.149834,64.207285,301,1241,684,69.9375453333333,41.87845,41.87845,1.65438688509807
"DPF3","Dpf3",13.256221,13.987268,17.074912,100,388,234,14.7728003333333,1.76671,1.76671,5.70092287711156
"DPH1","Dph1",5.918402,8.055779,8.278333,28,124,70,7.41750466666667,25.54941,25.54941,0.317050535837394
"DPH2","Dph2",5.384866,5.155561,5.715374,49,200,127,5.41860033333333,23.20773,23.20773,0.265146725171395
"DPH3","Dph3",30.803867,23.767701,26.950836,283,847,589,27.1741346666667,36.24378,36.24378,0.756478925250516
"DPH5","Dph5",4.628261,4.416427,4.907962,43,163,97,4.65088333333333,22.71639,22.71639,0.238269118248323
"DPM1","Dpm1",59.558612,44.584185,46.582177,170,632,362,50.241658,40.66579,40.66579,1.22982566753204
"DPM2","Dpm2",28.932921,26.778306,27.911746,116,463,272,27.8743243333333,58.85563,58.85563,0.482399472419442
"DPM3","Dpm3",24.920668,32.102662,31.242165,29,140,79,29.4218316666667,162.83042,162.83042,0.185690982582274
"DPP10","Dpp10",39.832198,30.331471,35.360376,1098,3161,2229,35.1746816666667,9.63852,9.63852,3.40034907737793
"DPP3","Dpp3",18.128957,17.222626,16.386647,161,751,396,17.2460766666667,42.66249,42.66249,0.417889054579037
"DPP4","Dpp4",0.670609,5.445996,0.368728,20,50,28,2.16177766666667,0.41816,0.41816,2.22949291100205
"DPP6","Dpp6",64.034606,74.136796,76.657883,1721,7109,4290,71.6097616666667,39.83993,39.83993,1.77791102155823
"DPP7","Dpp7",15.874808,14.426252,16.745661,111,423,247,15.6822403333333,199.30418,199.30418,0.0832845342185736
"DPP8","Dpp8",70.018811,69.964403,92.708027,1437,4977,3121,77.563747,8.1018,8.1018,8.6316714276297
"DPP9","Dpp9",13.539897,14.274035,13.769043,321,1262,677,13.8609916666667,11.24843,11.24843,1.21329767706283
"DPPA2","Dppa2",0.08119,0.129772,0.11861,1,6,4,0.109857333333333,0.68996,0.68996,0.656735859625869
"DPPA3","Dppa3",0,0,0,0,0,0,0,0,0,1
"DPPA4","Dppa4",0,0,0,0,0,0,0,0.06272,0.06272,0.940981632038542
"DPPA5","Dppa5a",0,0.332012,0,0,3,0,0.110670666666667,0.02091,0.02091,1.08792221318889
"DPT","Dpt",0.189357,0.373045,0.175742,2,15,4,0.246048,1.81898,1.81898,0.442020872797962
"DPY19L1","Dpy19l1",20.861473,22.154332,22.108957,541,2092,1169,21.708254,6.20963,6.20963,3.14971142763221
"DPY19L2","Dpy19l2",0.174341,0.10621,0.062273,4,9,3,0.114274666666667,2.35213,2.35213,0.332407951561147
"DPY19L3","Dpy19l3",43.187932,30.70455,22.393407,338,1065,742,32.0952963333333,3.21981,3.21981,7.84284039644755
"DPY19L4","Dpy19l4",8.731329,11.99369,10.682541,294,1181,709,10.4691866666667,4.77745,4.77745,1.98516415835129
"DPY30","Dpy30",26.506804,30.783808,28.960152,78,332,178,28.7502546666667,99.11371,99.11371,0.297164640753666
"DPYD","Dpyd",0.857233,1.377573,1.275265,26,144,81,1.17002366666667,5.34196,5.34196,0.342169245259615
"DPYS","Dpys",0.14831,0.597642,0.400707,2,6,3,0.382219666666667,3.49161,3.49161,0.30773367827275
"DPYSL2","Dpysl2",25.364874,29.235129,27.502127,782,3410,1814,27.3673766666667,155.02133,155.02133,0.181817298100629
"DPYSL3","Dpysl3",9.699045,17.978151,18.662618,322,1583,786,15.4466046666667,173.49343,173.49343,0.0942534321588307
"DPYSL4","Dpysl4",19.256917,22.517774,26.437165,272,1372,752,22.7372853333333,13.956,13.956,1.5871413033788
"DPYSL5","Dpysl5",7.490485,12.096253,9.949179,167,934,500,9.84530566666667,52.40555,52.40555,0.203074505677157
"DQX1","Dqx1",0.092433,0.149382,0.253595,2,12,9,0.165136666666667,2.87483,2.87483,0.30069362182771
"DR1","Dr1",13.323402,11.549838,12.747695,264,814,521,12.5403116666667,9.83715,9.83715,1.24943473760783
"DRAM1","Dram1",0.056248,0.297864,0.184432,1,9,7,0.179514666666667,8.70812,8.70812,0.121497742783017
"DRAM2","Dram2",20.276835,19.687219,20.654864,145,575,346,20.206306,48.47488,48.47488,0.428627739976327
"DRAP1","Drap1",105.591746,104.459764,108.250653,371,1407,817,106.100721,168.93551,168.93551,0.630243325835783
"DRAXIN","Draxin",0.170336,0.132275,0.14302,6,18,11,0.148543666666667,0.22999,0.22999,0.93378293048453
"DRD1","Drd1",0.882861,0.204286,0.199995,4,18,10,0.429047333333333,0,0,1.42904733333333
"DRD2","Drd2",2.052764,3.341704,2.931501,34,212,105,2.775323,1.74581,1.74581,1.37493963529887
"DRD3","Drd3",0.284363,0.029955,0.087498,3,1,2,0.133938666666667,0.02091,0.02091,1.11071364436304
"DRD4","Drd4",0.10659,0.08713,0.179107,2,6,7,0.124275666666667,0.99312,0.99312,0.564078262556528
"DRD5","Drd5",0.865422,0.671091,0.478418,18,52,21,0.671643666666667,0.35543,0.35543,1.23329398542652
"DRG1","Drg1",104.333895,117.149847,117.991742,347,1304,733,113.158494666667,83.21329,83.21329,1.35558763547495
"DRG2","Drg2",25.436103,26.650326,27.651983,195,890,550,26.5794706666667,45.45369,45.45369,0.593698168362226
"DROSHA","Drosha",26.469162,23.209892,24.761168,618,2350,1377,24.8134073333333,36.27514,36.27514,0.692510003539446
"DRP2","Drp2",4.433255,4.818795,4.454235,195,814,442,4.56876166666667,15.12684,15.12684,0.345310157889994
"DSC1","Dsc1",0,0.021129,0,0,2,0,0.007043,0.02091,0.02091,0.98641702010951
"DSC2","Dsc2",0.078365,0.13581,0.211432,2,14,10,0.141869,1.13948,1.13948,0.533713332211565
"DSC3","Dsc3",0.109347,0.173406,0.226898,4,14,15,0.169883666666667,0.16726,0.16726,1.00224771401973
"DSCAM","Dscam",8.574465,8.699953,8.375511,283,1188,654,8.54997633333333,0.7945,0.7945,5.32180347357667
"DSCAML1","Dscaml1",6.654748,6.125396,8.986627,174,753,491,7.25559033333333,0.06272,0.06272,7.76835886530162
"DSE","Dse",0.762313,0.910177,2.312045,22,97,56,1.32817833333333,8.5095,8.5095,0.24482657693184
"DSEL","Dsel",2.227555,2.689848,2.65287,72,355,164,2.52342433333333,0.80495,0.80495,1.95208971624329
"DSG1","Dsg1c",0,0.01921,0,0,2,0,0.00640333333333333,0.02091,0.02091,0.985790454920937
"DSG2","Dsg2",0.990841,0.591756,0.515756,17,71,36,0.699451,0.70041,0.70041,0.99943601837204
"DSG3","Dsg3",0,0.01241,0.043805,0,2,4,0.0187383333333333,0.03136,0.03136,0.987762113455373
"DSG4","Dsg4",0,0,0.020124,0,0,1,0.006708,0,0,1.006708
"DSN1","Dsn1",1.659355,3.563512,3.785634,25,79,51,3.00283366666667,5.94829,5.94829,0.576089032937121
"DSP","Dsp",0.491323,0.256864,0.453847,10,56,25,0.400678,0.36589,0.36589,1.02546910805409
"DSPP","Dspp",0.099879,0.078842,0.077393,3,9,5,0.0853713333333333,0,0,1.08537133333333
"DST","Dst",64.863627,71.184347,82.390703,3533,16340,9964,72.8128923333333,248.48992,248.48992,0.295855208632611
"DSTN","Dstn",99.942503,84.573669,91.51373,1212,3810,2336,92.0099673333333,357.69168,357.69168,0.259303386499886
"DSTYK","Dstyk",15.071658,12.772568,12.657018,500,1925,1104,13.5004146666667,7.70455,7.70455,1.66584311270159
"DTD1","Dtd1",37.246776,31.307742,39.7444,237,752,483,36.0996393333333,86.25538,86.25538,0.425184548314767
"DTL","Dtl",0,0.118093,0.057578,0,11,2,0.058557,0.58542,0.58542,0.667682380694075
"DTNA","Dtna",72.890479,56.336086,68.367884,1156,4053,2630,65.8648163333333,25.62258,25.62258,2.51158288690778
"DTNB","Dtnb",28.310412,36.915421,30.546937,163,634,338,31.9242566666667,41.18849,41.18849,0.780408511104964
"DTNBP1","Dtnbp1",34.149826,29.943044,30.652669,224,776,446,31.5818463333333,46.72907,46.72907,0.682641550177561
"DTWD1","Dtwd1",3.535776,2.517899,2.539297,26,70,40,2.864324,13.96645,13.96645,0.25819910533226
"DTWD2","Dtwd2",1.531761,1.485915,1.275993,25,70,43,1.431223,0.62724,0.62724,1.49407770212138
"DTX1","Dtx1",33.413807,34.633899,39.403711,431,1641,980,35.817139,5.42559,5.42559,5.72976785011182
"DTX2","Dtx2",2.272884,1.806625,2.801317,39,127,79,2.29360866666667,11.78158,11.78158,0.257684000465253
"DTX3","Dtx3",147.813635,151.69938,138.091667,613,2581,1342,145.868227333333,42.5475,42.5475,3.37259836576918
"DTX3L","Dtx3l",1.134899,1.214928,1.109914,35,158,83,1.153247,6.59643,6.59643,0.283455122998566
"DTX4","Dtx4",3.967392,4.200695,5.237548,141,561,396,4.468545,13.11968,13.11968,0.387299499705376
"DTYMK","Dtymk",21.033114,19.16821,18.325194,101,356,194,19.5088393333333,24.36811,24.36811,0.80844963749106
"DUOXA1","Duoxa1",0.085372,0,0,1,0,0,0.0284573333333333,0.32407,0.32407,0.776739396960382
"DUOXA2","Duoxa2",0,0.027001,0,0,1,0,0.00900033333333333,0.02091,0.02091,0.988334263875693
"DUS1L","Dus1l",9.90634,13.433349,11.021681,100,498,257,11.45379,147.31679,147.31679,0.0839674995662999
"DUS3L","Dus3l",15.119868,18.100959,19.967518,221,1041,631,17.7294483333333,24.88035,24.88035,0.723693780545214
"DUS4L","Dus4l",6.75493,4.005085,4.299076,34,77,40,5.019697,3.21981,3.21981,1.42653271118842
"DUSP1","Dusp1",15.563986,11.594805,19.25566,153,446,401,15.4714836666667,58.7929,58.7929,0.275475577646621
"DUSP10","Dusp10",6.630225,5.635976,7.530613,121,390,295,6.598938,1.55764,1.55764,2.97107411519995
"DUSP11","Dusp11",27.056061,31.576097,26.086905,377,1767,879,28.2396876666667,9.23082,9.23082,2.85800040140152
"DUSP12","Dusp12",11.019225,16.107725,31.799099,47,200,132,19.6420163333333,30.02369,30.02369,0.665363028489949
"DUSP13","Dusp13",0,0.091987,0.319127,0,1,2,0.137038,0.81541,0.81541,0.626325733580844
"DUSP14","Dusp14",5.165842,7.639278,6.704156,40,228,108,6.503092,13.73646,13.73646,0.509151587287585
"DUSP15","Dusp15",9.438392,10.790749,11.004758,134,515,280,10.4112996666667,69.56045,69.56045,0.161723737117134
"DUSP18","Dusp18",2.589084,2.291275,2.586845,73,260,175,2.489068,3.96204,3.96204,0.703151929448372
"DUSP19","Dusp19",10.041079,10.395983,11.50263,83,350,200,10.646564,0.91995,0.91995,6.06607672074794
"DUSP2","Dusp2",0.274724,0.544231,0.214504,2,16,4,0.344486333333333,2.27896,2.27896,0.410034380819935
"DUSP21","Dusp21",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"DUSP22","Dusp22",5.965584,8.925896,8.73853,105,427,261,7.87667,69.59181,69.59181,0.125746456989841
"DUSP23","Dusp23",2.301752,3.265452,3.485981,19,104,62,3.01772833333333,174.13112,174.13112,0.0229412587170877
"DUSP26","Dusp26",42.108989,46.03194,46.845627,320,1206,697,44.9955186666667,76.7423,76.7423,0.591640827022955
"DUSP28","Dusp28",9.646654,12.348299,13.074672,74,342,206,11.689875,13.28695,13.28695,0.888214419452717
"DUSP3","Dusp3",55.849753,52.06488,56.500075,876,3384,1942,54.8049026666667,120.48155,120.48155,0.459369366514229
"DUSP4","Dusp4",3.311199,2.610734,2.503693,61,177,96,2.808542,14.31143,14.31143,0.248738491440708
"DUSP6","Dusp6",7.339211,7.871475,8.689545,110,385,231,7.96674366666667,27.84927,27.84927,0.310813537627353
"DUSP7","Dusp7",16.335158,23.960044,22.058079,134,501,327,20.784427,8.2586,8.2586,2.35288564145767
"DUSP8","Dusp8",20.749222,23.888715,28.493647,590,2427,1600,24.3771946666667,7.63137,7.63137,2.9401120177523
"DVL1","Dvl1",22.415202,29.046648,30.700041,378,1921,956,27.387297,59.85921,59.85921,0.466442088222966
"DVL2","Dvl2",5.869635,4.928985,5.150932,60,266,155,5.31651733333333,11.17525,11.17525,0.518799805616586
"DVL3","Dvl3",10.645456,14.843397,15.648861,265,1363,823,13.7125713333333,35.17748,35.17748,0.406677616388243
"DYDC1","Dydc1",0,0.15018,0.353485,0,3,4,0.167888333333333,0.02091,0.02091,1.14396796322235
"DYM","Dym",19.171474,17.848025,20.600992,302,1071,702,19.2068303333333,40.60307,40.60307,0.485705269667198
"DYNC1H1","Dync1h1",102.531394,207.59792,173.223409,2924,16076,9586,161.117574333333,472.30857,472.30857,0.342519837182186
"DYNC1I1","Dync1i1",51.410036,50.357242,50.241536,745,3175,1795,50.6696046666667,125.75033,125.75033,0.407648679626054
