"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"SULT1D1P","Sult1d1",0,0,0,0,0,0,0,0,0,1
"SULT1E1","Sult1e1",0,0,0,0,0,0,0,0.11386,0.11386,0.897778895013736
"SULT2A1","Sult2a2",0,0,0,0,0,0,0,0,0,1
"SULT2B1","Sult2b1",1.652081,3.091487,6.149501,10,61,56,3.631023,0,0,4.631023
"SULT4A1","Sult4a1",99.421289,109.819873,105.137532,1497,6278,3398,104.792898,0.17711,0.17711,89.8751161743592
"SULT6B1","Sult6b1",0,0.14351,0.253435,0,2,3,0.132315,0,0,1.132315
"SUMF1","Sumf1",9.565088,11.013204,10.21118,138,499,320,10.2631573333333,9.42483,9.42483,1.08041640327308
"SUMF2","Sumf2",11.570766,13.135058,11.763304,39,201,118,12.156376,36.05472,36.05472,0.355052635669626
"SUMO1","Sumo1",55.371064,70.866536,68.468743,299,1366,768,64.9021143333333,150.93643,150.93643,0.433747945330381
"SUMO2","Sumo2",111.349427,104.173052,117.518826,534,1815,1165,111.013768333333,148.96291,148.96291,0.746943149698371
"SUMO3","Sumo3",161.622641,117.656844,139.054201,585,1894,1221,139.444562,88.6693,88.6693,1.56625023279985
"SUN1","Sun1",18.712625,23.249185,24.451968,284,1183,749,22.137926,120.51131,120.51131,0.190417879619601
"SUN2","Sun2",175.099346,132.969617,145.593483,375,1614,892,151.220815333333,13.22006,13.22006,10.7046535199805
"SUN3","Sun3",0,0.080289,0.070832,0,2,1,0.0503736666666667,0,0,1.05037366666667
"SUN5","Sun5",0,0,0,0,0,0,0,0,0,1
"SUOX","Suox",5.05455,5.308862,6.266093,82,328,219,5.54316833333333,37.4716,37.4716,0.170077884292136
"SUPT7L","Supt7l",5.749523,5.974767,6.741294,92,376,225,6.15519466666667,53.27242,53.27242,0.131838504099627
"SUPV3L1","Supv3l1",9.572681,12.040439,10.702824,138,476,275,10.7719813333333,67.45395,67.45395,0.171969350685144
"SURF1","Surf1",90.204684,100.986797,86.373993,233,890,541,92.5218246666667,63.41835,63.41835,1.45178857680563
"SURF2","Surf2",19.365936,25.827437,21.0993,90,394,207,22.0975576666667,6.26213,6.26213,3.18054863609804
"SURF4","Surf4",34.036168,30.686151,30.669512,332,1264,823,31.797277,48.69284,48.69284,0.660000052321421
"SURF6","Surf6",9.107953,10.250469,8.951002,120,445,250,9.43647466666667,8.58988,8.58988,1.0882800062844
"SUSD2","Susd2",5.187909,6.157253,5.855499,91,491,262,5.73355366666667,1.63195,1.63195,2.55838966039122
"SUSD3","Susd3",2.023983,0.27289,0.174013,2,8,3,0.823628666666667,0.29097,0.29097,1.4126034428892
"SUSD4","Susd4",26.265979,29.542037,28.352808,481,2168,1156,28.053608,19.82377,19.82377,1.39521364287062
"SUV39H1","Suv39h1",4.605581,6.140476,7.128716,85,408,262,5.95825766666667,1.34098,1.34098,2.97236954893535
"SUV39H2","Suv39h2",1.476112,1.498886,1.794961,27,91,60,1.58998633333333,7.19829,7.19829,0.315917872304265
"SUZ12","Suz12",28.851395,23.775642,21.768541,413,1318,856,24.798526,18.10326,18.10326,1.35047766716257
"SV2A","Sv2a",165.682525,182.491476,187.402584,2842,11610,6456,178.525528333333,0.32892,0.32892,135.091298447862
"SV2B","Sv2b",47.436108,60.4027,66.073846,1324,5166,3443,57.9708846666667,1.53074,1.53074,23.3018345095374
"SV2C","Sv2c",15.204718,22.809333,22.688546,968,5465,3095,20.234199,0,0,21.234199
"SVEP1","Svep1",2.172622,2.574271,2.900641,164,762,484,2.549178,5.98382,5.98382,0.508200096795164
"SVIL","Svil",3.403269,4.179039,6.074684,94,419,283,4.55233066666667,356.78988,356.78988,0.0155184117188185
"SVIP","Svip",29.922815,23.991434,24.782115,482,1742,1024,26.2321213333333,51.91879,51.91879,0.514602116437911
"SVOP","Svop",25.721663,28.800641,28.416885,480,2206,1264,27.6463963333333,1.36628,1.36628,12.1060890229953
"SVOPL","Svopl",0,0.051774,0.258949,0,3,4,0.103574333333333,0,0,1.10357433333333
"SWAP70","Swap70",1.882177,1.811541,1.706122,51,179,98,1.79994666666667,18.04001,18.04001,0.147055945173698
"SWI5","Swi5",134.667352,153.623631,157.319189,326,1366,795,148.536724,25.73168,25.73168,5.59398900480628
"SWSAP1","Swsap1",4.780839,5.441801,5.923303,55,237,146,5.381981,0.65784,0.65784,3.84957595425373
"SWT1","Swt1",14.94282,14.64533,14.518606,69,271,163,14.702252,4.92115,4.92115,2.65189228443799
"SYAP1","Syap1",15.941795,14.285758,16.909999,184,628,408,15.7125173333333,18.93821,18.93821,0.838215533557593
"SYBU","Sybu",26.017406,29.382762,33.02107,459,1909,1227,29.473746,3.60547,3.60547,6.61685908278634
"SYCE1","Syce1",0,0.030229,0.160198,0,1,3,0.0634756666666667,0.39217,0.39217,0.763897847724536
"SYCE1L","Syce1l",0.298925,0.077892,0.137891,1,1,1,0.171569333333333,0.35422,0.35422,0.865124819699409
"SYCE2","Syce2",1.281508,2.328647,2.10256,6,40,29,1.90423833333333,0.91086,0.91086,1.51985929546557
"SYCE3","Syce3",0,0,0,0,0,0,0,0,0,1
"SYCN","Sycn",0,0,0,0,0,0,0,0,0,1
"SYCP1","Sycp1",4.32573,4.453055,4.965772,65,202,154,4.581519,0,0,5.581519
"SYCP2","Sycp2",0.233081,0.396089,0.231504,4,42,19,0.286891333333333,2.97293,2.97293,0.323914927605906
"SYCP2L","Sycp2l",0.05828,0.088704,0.156681,1,1,4,0.101221666666667,1.65725,1.65725,0.41442155110233
"SYCP3","Sycp3",0.831051,0.944183,1.432554,5,18,18,1.06926266666667,15.50985,15.50985,0.125335037366582
"SYDE1","Syde1",4.782746,5.847287,5.283978,107,493,251,5.30467033333333,3.44101,3.44101,1.41964785788218
"SYF2","Syf2",28.990182,27.261305,29.144256,231,809,495,28.4652476666667,93.69166,93.69166,0.311170462812318
"SYK","Syk",0.171175,0.284183,0.363295,6,32,23,0.272884333333333,2.07473,2.07473,0.41398247434192
"SYMPK","Sympk",21.403036,32.9607,32.229538,625,2634,1509,28.8644246666667,3.45366,3.45366,6.70559150601228
"SYN1","Syn1",64.94118,79.276576,80.157983,1375,5982,3446,74.791913,12.1827,12.1827,5.74934671956428
"SYN2","Syn2",73.732649,78.366332,84.250785,1542,6081,3706,78.7832553333333,0.73375,0.73375,46.0177391973083
"SYN3","Syn3",3.566278,7.19799,8.850907,55,344,220,6.53839166666667,0.39217,0.39217,5.41484995845814
"SYNC","Sync",0.530061,0.370076,0.366484,8,19,11,0.422207,42.70902,42.70902,0.0325380665135022
"SYNCRIP","Syncrip",41.248633,33.103137,35.773535,693,2514,1551,36.708435,72.05883,72.05883,0.516137953482146
"SYNDIG1","Syndig1",46.188749,32.894144,34.898152,385,1325,889,37.9936816666667,14.99117,14.99117,2.43845082421528
"SYNDIG1L","Syndig1l",8.397195,8.879634,10.11065,118,477,320,9.12915966666667,0.0759,0.0759,9.41459212442296
"SYNE1","Syne1",30.02206,54.970994,54.827442,2508,13630,9286,46.606832,90.83258,90.83258,0.518408956821207
"SYNE2","Syne2",15.333582,12.983363,14.963359,272,1088,739,14.426768,99.04294,99.04294,0.154201465890547
"SYNE3","Syne3",0.569195,0.799754,0.612819,20,99,45,0.660589333333333,0.44278,0.44278,1.15096503509429
"SYNE4","Syne4",6.794634,15.868323,6.597848,19,121,44,9.75360166666667,0.15181,0.15181,9.33626350410803
"SYNGAP1","Syngap1",10.941867,25.087447,21.642989,216,1181,665,19.224101,3.65607,3.65607,4.34359900087413
"SYNGR1","Syngr1",89.695612,99.78199,104.133263,2221,10161,6107,97.8702883333333,8.10915,8.10915,10.8539532594516
"SYNGR2","Syngr2",23.770253,18.172551,16.511806,62,222,107,19.48487,10.42424,10.42424,1.79310571206487
"SYNGR3","Syngr3",32.823017,39.317637,36.834668,402,1830,967,36.3251073333333,0.0759,0.0759,34.6919856244385
"SYNGR4","Syngr4",0,0,0.089334,0,0,1,0.029778,0,0,1.029778
"SYNJ1","Synj1",71.990079,98.41503,84.340587,1877,7853,4385,84.915232,13.7514,13.7514,5.82420868527733
"SYNJ2","Synj2",15.31027,13.143532,13.550531,299,1244,736,14.0014443333333,13.23271,13.23271,1.05401180332722
"SYNJ2BP","Synj2bp",10.142898,11.515129,11.55714,232,972,607,11.0717223333333,56.67548,56.67548,0.209304236970951
"SYNM","Synm",7.554672,8.707215,7.098886,263,1200,626,7.78692433333333,343.79753,343.79753,0.0254843018548692
"SYNPO","Synpo",2.491381,4.006274,4.184518,74,382,214,3.56072433333333,203.23474,203.23474,0.0223307960895063
"SYNPO2","Synpo2",1.708775,1.702598,1.673397,52,178,140,1.69492333333333,151.82198,151.82198,0.0176343961342036
"SYNPO2L","Synpo2l",0.039809,0.070211,0.077859,1,8,5,0.0626263333333333,395.48861,395.48861,0.00268009296240145
"SYNPR","Synpr",28.757898,31.205973,37.698908,277,1030,714,32.5542596666667,0.0759,0.0759,31.1871546302321
"SYNRG","Synrg",14.506927,15.233361,15.714821,525,2137,1255,15.151703,12.44837,12.44837,1.20101566212113
"SYP","Syp",387.214681,409.984634,441.704618,4416,17032,10055,412.967977666667,1.23978,1.23978,184.825285370289
"SYPL2","Sypl2",0.439985,0.953756,0.871754,12,55,38,0.755165,28.99558,28.99558,0.0585141210805059
"SYS1","Sys1",13.415841,22.005443,19.940938,131,547,341,18.454074,16.71168,16.71168,1.09837542232019
"SYT1","Syt1",103.343316,93.17844,105.745546,2806,9714,6256,100.755767333333,0.12651,0.12651,90.3283302707773
"SYT10","Syt10",3.238175,2.565461,2.898754,37,111,71,2.90079666666667,0.0253,0.0253,3.80454176013524
"SYT11","Syt11",197.436036,203.683661,204.165019,4359,16774,9639,201.761572,17.66049,17.66049,10.865822494479
"SYT12","Syt12",29.549688,37.116281,38.716442,370,1345,803,35.1274703333333,0.01265,0.01265,35.6761668230221
"SYT13","Syt13",34.375617,31.822939,33.807028,877,3062,1838,33.3351946666667,2.82112,2.82112,8.98563632303269
"SYT14","Syt14",5.509059,2.853133,3.518429,126,540,339,3.960207,0,0,4.960207
"SYT15","Syt15",0.521478,0.477794,0.310315,13,42,16,0.436529,2.84642,2.84642,0.373471695758653
"SYT16","Syt16",6.173067,6.136981,5.069175,59,242,152,5.79307433333333,0,0,6.79307433333333
"SYT17","Syt17",3.545512,2.430478,2.801543,39,155,100,2.92584433333333,0.30362,0.30362,3.01149440276563
"SYT2","Syt2",93.248596,96.593272,107.107091,3091,14293,8413,98.9829863333333,0.25302,0.25302,79.7936077104382
"SYT3","Syt3",22.896786,29.198374,24.035217,284,1408,671,25.3767923333333,0,0,26.3767923333333
"SYT4","Syt4",80.982139,66.624349,79.573899,2107,6421,4360,75.7267956666667,0.0253,0.0253,74.8335079163822
"SYT5","Syt5",9.650231,12.172627,13.230311,75,358,184,11.6843896666667,0,0,12.6843896666667
"SYT6","Syt6",4.351636,4.408818,3.929754,128,483,244,4.23006933333333,0,0,5.23006933333333
"SYT7","Syt7",267.959867,257.48118,253.439627,1482,5570,3463,259.626891333333,6.16093,6.16093,36.3956764461227
"SYT8","Syt8",0,0,0,0,0,0,0,0,0,1
"SYT9","Syt9",11.768978,12.457363,14.362795,275,1026,685,12.8630453333333,0.48073,0.48073,9.36230462902307
"SYTL1","Sytl1",1.154168,0.084127,0.171619,3,5,5,0.469971333333333,0.30362,0.30362,1.12760722705492
"SYTL2","Sytl2",12.539708,18.575454,18.193554,202,982,536,16.4362386666667,8.98205,8.98205,1.74675929960947
"SYTL3","Sytl3",0.281396,0.203144,0.472155,2,8,10,0.318898333333333,9.14651,9.14651,0.129985416989027
"SYTL4","Sytl4",0.045569,0.371861,0.10658,1,17,5,0.17467,13.35922,13.35922,0.08180597553349
"SYTL5","Sytl5",0.352142,0.523673,0.573383,5,29,18,0.483066,1.08797,1.08797,0.710290856669397
"SYVN1","Syvn1",9.498558,13.000185,12.298238,176,941,536,11.5989936666667,14.09297,14.09297,0.834759074368177
"SZRD1","Szrd1",17.808804,19.311163,24.412289,204,864,556,20.510752,28.79317,28.79317,0.722002794600239
"SZT2","Szt2",7.168148,9.513876,8.285938,166,1003,552,8.322654,9.07061,9.07061,0.925728828740265
"TAAR1","Taar1",0,0.04293,0,0,1,0,0.01431,0,0,1.01431
"TAAR2","Taar2",0,0,0,0,0,0,0,0,0,1
"TAAR4P","Taar4",0,0,0,0,0,0,0,0,0,1
"TAAR5","Taar5",0,0,0,0,0,0,0,0,0,1
"TAAR6","Taar6",0,0,0,0,0,0,0,0,0,1
"TAAR7P","Taar7b",0,0,0,0,0,0,0,0,0,1
"TAAR8","Taar8a",0,0,0,0,0,0,0,0,0,1
"TAAR9","Taar9",0,0,0,0,0,0,0,0,0,1
"TAB1","Tab1",10.492492,10.355737,10.453685,152,561,376,10.4339713333333,5.51574,5.51574,1.75482314109116
"TAB2","Tab2",18.14517,17.033204,19.136332,395,1493,932,18.104902,68.70637,68.70637,0.274076845487722
"TAB3","Tab3",3.837221,4.698228,5.253192,170,722,423,4.59621366666667,13.25801,13.25801,0.392496124400717
"TAC1","Tac1",14.723241,14.158886,10.677992,60,239,98,13.1867063333333,0,0,14.1867063333333
"TAC4","Tac4",0,0.108696,0.128429,0,3,2,0.0790416666666667,0,0,1.07904166666667
"TACC1","Tacc1",27.121996,25.850395,26.110385,749,2860,1669,26.3609253333333,78.68784,78.68784,0.343351323531085
"TACC2","Tacc2",20.595466,22.25117,23.650388,412,1719,1073,22.1656746666667,294.5607,294.5607,0.0783787379941469
"TACC3","Tacc3",4.505891,4.601645,4.532805,31,119,72,4.54678033333333,3.61812,3.61812,1.20109055921746
"TACO1","Taco1",5.840104,7.137763,7.250875,48,223,128,6.742914,59.78757,59.78757,0.127376600183228
"TACR1","Tacr1",0.871103,1.024053,0.980747,29,130,71,0.958634333333333,0.0759,0.0759,1.82046131920563
"TACR2","Tacr2",0,0,0,0,0,0,0,3.59282,3.59282,0.217731154279941
"TACR3","Tacr3",1.207548,1.342592,1.295351,31,128,70,1.28183033333333,0,0,2.28183033333333
"TACSTD2","Tacstd2",0,0.072913,0,0,3,0,0.0243043333333333,0.03795,0.03795,0.98685325240458
"TADA1","Tada1",13.125863,13.296354,13.687062,185,653,397,13.3697596666667,17.16711,17.16711,0.790976642221392
"TADA2A","Tada2a",10.047574,13.162858,12.541503,81,358,217,11.9173116666667,16.38276,16.38276,0.743110511027401
"TADA3","Tada3",13.583407,13.33862,11.926972,116,448,255,12.9496663333333,13.7514,13.7514,0.945650333753632
"TAF1","Taf1",18.204461,23.698173,21.957308,491,1926,1129,21.2866473333333,19.95028,19.95028,1.06378756433486
"TAF10","Taf10",40.35712,39.326057,46.93928,138,517,340,42.2074856666667,124.74932,124.74932,0.343600153596589
"TAF11","Taf11",25.990122,35.353341,31.676258,141,594,307,31.0065736666667,44.8217,44.8217,0.698502536280118
"TAF12","Taf12",9.282743,7.84584,7.769335,77,275,157,8.299306,47.69343,47.69343,0.190976606084229
"TAF13","Taf13",25.781288,24.954428,21.530968,174,563,296,24.0888946666667,117.0956,117.0956,0.212445634440798
"TAF1A","Taf1a",8.328613,7.901999,9.785958,62,217,154,8.67219,3.02354,3.02354,2.40390054529096
"TAF1B","Taf1b",6.244815,7.703708,6.661589,57,276,145,6.87003733333333,5.25007,5.25007,1.25919187038438
"TAF1C","Taf1c",5.745551,3.410891,4.021359,47,192,103,4.39260033333333,10.23448,10.23448,0.48000444465016
"TAF1D","Taf1d",12.803134,15.330238,14.543608,88,399,222,14.22566,79.40893,79.40893,0.189352849241993
"TAF2","Taf2",11.751083,13.671119,12.569955,215,806,459,12.6640523333333,14.10562,14.10562,0.904567461205388
"TAF3","Taf3",3.449257,4.524797,5.368821,111,397,314,4.447625,11.70197,11.70197,0.428880323288435
"TAF4B","Taf4b",0.871108,1.208362,1.237271,30,153,89,1.10558033333333,1.15122,1.15122,0.978784286745816
"TAF5","Taf5",1.755799,1.892956,2.193538,36,141,93,1.947431,4.61753,4.61753,0.524684514368415
"TAF5L","Taf5l",3.312626,4.025248,5.0253,59,295,212,4.121058,10.84172,10.84172,0.432458967109508
"TAF6","Taf6",11.655578,11.297536,13.753432,82,415,242,12.2355153333333,21.87319,21.87319,0.578647549088401
"TAF6L","Taf6l",3.12528,5.125628,10.807315,30,152,62,6.352741,6.65431,6.65431,0.960601412798802
"TAF7","Taf7",4.805463,3.613228,4.423642,104,288,201,4.28077766666667,191.59603,191.59603,0.0274189331247724
"TAF7L","Taf7l",0.153947,0.133021,0.145553,1,2,3,0.144173666666667,0.03795,0.03795,1.10233986865135
"TAF8","Taf8",14.085659,6.634673,6.69542,62,331,185,9.138584,26.47808,26.47808,0.368969884358733
"TAF9","Taf9",7.048158,9.266784,6.571101,27,143,57,7.628681,201.95701,201.95701,0.0425148212421931
"TAF9B","Taf9b",9.279423,10.161639,11.68242,154,626,408,10.374494,40.07766,40.07766,0.276902189657347
"TAGAP","Tagap",0.177818,0.410846,0.16687,4,32,7,0.251844666666667,0.44278,0.44278,0.867661505334609
"TAGLN","Tagln",28.688609,16.928774,15.947797,60,190,87,20.5217266666667,165.85169,165.85169,0.128987166187329
"TAGLN2","Tagln2",5.965148,8.777992,12.432888,45,160,123,9.058676,59.54721,59.54721,0.166129471531388
"TAGLN3","Tagln3",147.155046,144.970364,165.146658,1048,3957,2544,152.424022666667,0.69579,0.69579,90.4734800103
"TAL1","Tal1",0.890463,1.713487,1.168494,25,107,57,1.25748133333333,4.61753,4.61753,0.401863689794862
"TAL2","Tal2",0.050847,0.08138,0.095749,1,6,4,0.075992,0,0,1.075992
"TALDO1","Taldo1",58.918114,62.023936,65.323907,408,1508,919,62.0886523333333,64.37981,64.37981,0.964956189584114
"TAMM41","Tamm41",10.035235,12.91235,11.361407,39,184,90,11.4363306666667,16.2183,16.2183,0.722274014662694
"TANC1","Tanc1",24.219032,43.982336,50.908027,549,2150,1211,39.7031316666667,48.64224,48.64224,0.819929392119829
"TANC2","Tanc2",10.227092,13.779664,12.049726,478,2338,1225,12.0188273333333,2.01147,2.01147,4.32308053320582
"TANK","Tank",14.498171,20.887281,14.492603,134,476,258,16.6260183333333,45.28978,45.28978,0.380775590925974
"TAOK1","Taok1",12.501355,13.470232,14.327369,1045,4168,2514,13.4329853333333,21.83524,21.83524,0.632048769066291
"TAOK2","Taok2",23.138101,28.370389,26.857303,597,2488,1495,26.121931,14.53574,14.53574,1.74577657710544
"TAOK3","Taok3",12.623052,12.881104,12.681408,270,1038,580,12.7285213333333,35.06796,35.06796,0.380629271334817
"TAP1","Tap1",2.87515,1.070834,0.76064,11,63,27,1.56887466666667,14.15622,14.15622,0.169493097003519
"TAP2","Tap2",17.479425,9.79157,7.296168,47,235,123,11.5223876666667,8.67843,8.67843,1.29384493834916
"TAPBP","Tapbp",19.110964,28.353492,25.030302,149,659,441,24.1649193333333,21.8985,21.8985,1.09897675975865
"TAPBPL","Tapbpl",2.766368,2.420501,3.320202,42,140,109,2.83569033333333,10.66461,10.66461,0.328831425425568
"TAPT1","Tapt1",27.351435,31.753627,34.294769,399,1579,985,31.133277,48.65489,48.65489,0.647132175703138
"TARBP2","Tarbp2",20.148981,14.428836,18.289483,71,393,220,17.6224333333333,10.39894,10.39894,1.63369868894242
"TARDBP","Tardbp",170.673375,151.722688,183.049875,1232,4505,2644,168.481979333333,154.63045,154.63045,1.08900269409575
"TARM1","Tarm1",0.555755,0.410482,0.104054,5,14,2,0.356763666666667,0,0,1.35676366666667
"TARS2","Tars2",15.372754,18.145426,18.12172,116,466,259,17.2133,27.50279,27.50279,0.639000603098855
"TAS1R1","Tas1r1",0.368315,0.634732,0.661136,7,46,27,0.554727666666667,0,0,1.55472766666667
"TAS1R2","Tas1r2",0,0,0,0,0,0,0,0,0,1
"TAS1R3","Tas1r3",0.211862,0.165796,0.3331,5,15,17,0.236919333333333,0.0506,0.0506,1.17734564375912
"TAS2R1","Tas2r119",0,0,0,0,0,0,0,0,0,1
"TAS2R10","Tas2r114",0,0,0,0,0,0,0,0.27832,0.27832,0.782276738218912
"TAS2R14","Tas2r140",0,0,0,0,0,0,0,1.78376,1.78376,0.359226370089376
"TAS2R31","Tas2r136",0,0,0,0,0,0,0,0.58194,0.58194,0.632135226367625
"TAS2R46","Tas2r120",0,0,0,0,0,0,0,0,0,1
"TAS2R60","Tas2r135",0.166095,0.088576,0,1,2,0,0.0848903333333333,0,0,1.08489033333333
"TASP1","Tasp1",5.509482,6.160715,7.229391,71,307,202,6.29986266666667,6.11033,6.11033,1.02665595924052
"TAT","Tat",0,0,0,0,0,0,0,0.08856,0.08856,0.918644815168663
"TATDN1","Tatdn1",7.932175,9.653806,7.243426,42,154,80,8.276469,67.63106,67.63106,0.135164297331267
"TATDN3","Tatdn3",18.576775,47.988789,29.787439,60,261,124,32.1176676666667,41.79817,41.79817,0.77381036774859
"TAX1BP1","Tax1bp1",90.560225,58.455061,72.952445,1037,3715,2242,73.9892436666667,250.75106,250.75106,0.297870617373634
"TAX1BP3","Tax1bp3",3.506658,5.87478,6.82582,28,158,109,5.40241933333333,63.431,63.431,0.0993686165562126
"TBATA","Tbata",3.267881,7.896211,7.34163,26,185,113,6.168574,0,0,7.168574
"TBC1D1","Tbc1d1",6.825747,7.886654,8.936339,177,704,458,7.88291333333333,194.4045,194.4045,0.0454591032106903
"TBC1D10A","Tbc1d10a",7.213625,7.74877,6.393233,75,285,134,7.11854266666667,1.6446,1.6446,3.06985656305932
"TBC1D10B","Tbc1d10b",36.182244,42.39049,44.042078,347,1514,856,40.871604,12.1574,12.1574,3.18236156079469
"TBC1D10C","Tbc1d10c",0,0.240157,0.356141,0,6,3,0.198766,0.0759,0.0759,1.11419834557115
"TBC1D12","Tbc1d12",7.159815,5.678939,6.173818,171,458,288,6.337524,7.42601,7.42601,0.870818335131337
"TBC1D13","Tbc1d13",12.777159,18.61377,20.598075,217,1022,585,17.329668,8.58988,8.58988,1.911355303716
"TBC1D14","Tbc1d14",24.63841,20.009996,23.429626,404,1663,1013,22.6926773333333,35.27037,35.27037,0.653224031994527
"TBC1D15","Tbc1d15",37.725379,25.045899,28.575496,276,954,615,30.4489246666667,40.19152,40.19152,0.763480557810604
"TBC1D17","Tbc1d17",228.61548,177.73978,156.905212,238,1048,606,187.753490666667,5.86996,5.86996,27.4751950035614
"TBC1D2","Tbc1d2",0.579609,0.679928,0.824039,14,67,50,0.694525333333333,0.94881,0.94881,0.869517979348081
"TBC1D20","Tbc1d20",12.361411,14.067581,15.06816,270,1002,627,13.832384,23.88467,23.88467,0.596045034955256
"TBC1D21","Tbc1d21",0,0,0,0,0,0,0,0,0,1
"TBC1D22A","Tbc1d22a",6.594782,6.770668,6.697169,123,504,311,6.68753966666667,6.12298,6.12298,1.07925891504211
"TBC1D23","Tbc1d23",15.735636,21.201633,20.223304,189,803,453,19.0535243333333,26.1112,26.1112,0.739676751059833
"TBC1D24","Tbc1d24",8.955375,13.5708,19.451694,381,1547,936,13.992623,3.37776,3.37776,3.42472474507511
"TBC1D25","Tbc1d25",3.312717,4.237021,4.47859,51,252,152,4.00944266666667,6.46455,6.46455,0.6710977442266
"TBC1D2B","Tbc1d2b",4.032221,13.497956,20.44335,163,620,339,12.6578423333333,7.84348,7.84348,1.54439681362239
"TBC1D30","Tbc1d30",11.42468,12.717475,10.562574,339,1443,855,11.568243,0.29097,0.29097,9.73550353610076
"TBC1D4","Tbc1d4",14.963477,12.384921,13.740261,371,1217,751,13.6962196666667,87.27771,87.27771,0.166477128446883
"TBC1D5","Tbc1d5",11.975448,7.370047,7.617807,216,910,536,8.98776733333333,12.57487,12.57487,0.735754179106933
"TBC1D7","Tbc1d7",16.68223,19.375729,20.463484,65,274,175,18.840481,41.34274,41.34274,0.468568661357295
"TBC1D8","Tbc1d8",17.766037,12.248238,14.246585,146,458,295,14.75362,50.98263,50.98263,0.303055462949835
"TBC1D8B","Tbc1d8b",1.901848,1.965272,1.912707,67,244,142,1.926609,5.97117,5.97117,0.419816042357309
"TBC1D9","Tbc1d9",43.140711,43.684489,45.622496,1087,3933,2506,44.149232,10.60135,10.60135,3.89172225646153
"TBC1D9B","Tbc1d9b",91.32227,70.534695,83.544449,1185,4447,2652,81.8004713333333,18.49544,18.49544,4.24717120174427
"TBCA","Tbca",96.976479,73.719604,64.941438,183,534,281,78.5458403333333,293.78901,293.78901,0.269839911377067
"TBCB","Tbcb",82.933024,84.578571,83.293426,272,1002,560,83.6016736666667,57.25742,57.25742,1.45220426285041
"TBCC","Tbcc",7.83041,8.131286,6.914967,52,190,92,7.62555433333333,8.76699,8.76699,0.883133322889993
"TBCCD1","Tbccd1",9.185484,44.796165,16.897946,86,340,161,23.6265316666667,7.23624,7.23624,2.99002113423925
"TBCD","Tbcd",26.71237,19.902643,22.57353,258,1152,650,23.0628476666667,31.05766,31.05766,0.750611481520069
"TBCE","Tbce",39.387842,52.565095,46.919378,156,751,385,46.2907716666667,45.85907,45.85907,1.0092127664221
"TBCEL","Tbcel",14.04607,13.50719,14.820417,400,1346,787,14.124559,12.49897,12.49897,1.12042318784322
"TBCK","Tbck",4.430726,3.866298,3.872948,196,608,351,4.05665733333333,16.72433,16.72433,0.285294695671618
"TBK1","Tbk1",24.312415,25.000345,27.539273,264,941,527,25.6173443333333,22.11356,22.11356,1.15158999017604
"TBKBP1","Tbkbp1",19.766381,20.726477,19.815705,258,1287,627,20.1028543333333,5.83201,5.83201,3.08882076187437
"TBL1X","Tbl1x",13.245456,13.176584,13.978009,470,1750,1056,13.466683,5.54104,5.54104,2.21167933539621
"TBL1XR1","Tbl1xr1",27.004826,29.172947,26.014359,321,1431,917,27.3973773333333,45.07472,45.07472,0.616333150442007
"TBL2","Tbl2",6.347137,5.72251,6.252621,166,687,441,6.10742266666667,8.00794,8.00794,0.789017540821394
"TBL3","Tbl3",13.787628,13.283114,15.013384,159,493,297,14.028042,0.8729,0.8729,8.0239425489882
"TBP","Tbp",15.266598,19.983078,14.619335,150,606,320,16.6230036666667,12.80259,12.80259,1.27678962185116
"TBPL1","Tbpl1",27.004551,25.229479,27.882921,305,1039,596,26.7056503333333,47.1368,47.1368,0.57556070061436
"TBPL2","Tbpl2",0,0,0,0,0,0,0,0,0,1
"TBR1","Tbr1",0.155179,0.118428,0.237172,4,11,5,0.170259666666667,0,0,1.17025966666667
"TBRG1","Tbrg1",12.870859,12.619643,12.614201,152,548,311,12.7015676666667,33.84083,33.84083,0.393261804229884
"TBRG4","Tbrg4",21.099152,21.522297,17.171621,148,600,326,19.9310233333333,34.233,34.233,0.594074399947019
"TBX1","Tbx1",0.150556,0.553851,0.892933,2,18,15,0.532446666666667,0.12651,0.12651,1.3603489242587
"TBX10","Tbx10",0.090092,0.023577,0,1,1,0,0.0378896666666667,0,0,1.03788966666667
"TBX15","Tbx15",0.167036,0.144352,0.160664,4,13,7,0.157350666666667,1.05001,1.05001,0.564558546868877
"TBX18","Tbx18",0.356723,0.623687,1.104272,11,62,28,0.694894,3.02354,3.02354,0.421244476257226
"TBX19","Tbx19",0,0,0,0,0,0,0,1.35363,1.35363,0.424875617662929
"TBX2","Tbx2",0.407331,0.619981,0.598979,9,47,26,0.542097,5.02236,5.02236,0.256061909284732
"TBX20","Tbx20",0.062424,0.357437,0.103534,4,28,14,0.174465,4.49103,4.49103,0.213887922666604
"TBX21","Tbx21",0,0.017316,0.060926,0,1,2,0.0260806666666667,0.37952,0.37952,0.743795426428516
"TBX22","Tbx22",0,0.014679,0,0,1,0,0.004893,0.08856,0.08856,0.923139744249283
