"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"PLEKHO2","Plekho2",8.640095,8.612938,11.240417,183,736,541,9.49781666666667,20.55821,27.96487,22.13243,23.5518366666667,0.427577651692317
"PLEKHS1","Plekhs1",0,0.036288,0.026905,0,2,1,0.0210643333333333,0,0,0,0,1.02106433333333
"PLG","Plg",0.055486,0.101411,0.025632,1,7,1,0.060843,1.65658,1.02243,0,0.893003333333333,0.560402077122597
"PLGRKT","Plgrkt",22.114193,17.842936,13.573882,63,212,100,17.8436703333333,54.1206,86.54741,102.40347,81.0238266666667,0.229734104090405
"PLIN1","Plin1",0.053354,0.070287,0.258949,1,4,1,0.12753,3.84328,11.68887,4.67556,6.73590333333333,0.145752855408827
"PLIN2","Plin2",11.736867,15.011731,15.335194,53,250,153,14.0279306666667,18.45435,16.6905,22.54755,19.2308,0.742824340444603
"PLIN3","Plin3",7.226253,9.934925,10.739036,178,589,349,9.30007133333333,30.91186,24.34491,26.32733,27.1947,0.365319415824014
"PLIN4","Plin4",1.939686,1.333628,0.803836,78,210,71,1.35905,10.15486,12.76657,9.46036,10.79393,0.200022384396041
"PLIN5","Plin5",0.077716,0.268332,0.183751,1,13,5,0.176599666666667,16.97999,37.49835,23.53073,26.0030233333333,0.0435728863447019
"PLK1","Plk1",0.417652,0.35136,0.393924,3,10,12,0.387645333333333,10.27082,4.06209,5.39656,6.57649,0.183151476915212
"PLK2","Plk2",5.742417,8.077508,8.681612,106,504,341,7.50051233333333,173.92477,127.52755,63.49146,121.647926666667,0.069308243232159
"PLK3","Plk3",2.740506,3.545252,3.450225,41,201,106,3.24532766666667,10.65184,8.70448,15.00985,11.45539,0.34084261244864
"PLK4","Plk4",1.536362,2.87649,1.999198,27,101,60,2.13735,3.32973,1.658,0,1.66257666666667,1.1783134883127
"PLK5","Plk5",12.511817,15.003738,16.099923,152,695,420,14.5384926666667,15.55533,27.9925,17.41318,20.3203366666667,0.728810848984405
"PLLP","Pllp",47.221293,86.366151,73.577686,339,1838,903,69.0550433333333,106.99877,94.22945,118.81162,106.679946666667,0.650585791523423
"PLN","Pln",0.602502,1.567916,1.845566,8,31,23,1.33866133333333,2.6174,1.76853,0.96133,1.78242,0.840513413982552
"PLOD1","Plod1",9.436765,9.218466,8.501013,193,712,324,9.05208133333333,62.03908,55.37708,39.39267,52.26961,0.188701988494628
"PLOD2","Plod2",4.625295,4.032058,3.267607,60,238,132,3.97498666666667,9.84011,16.4418,13.48047,13.2541266666667,0.349020798187566
"PLOD3","Plod3",13.798243,15.217818,15.911169,118,572,304,14.9757433333333,44.31363,26.91481,44.06823,38.4322233333333,0.405144371350436
"PLP1","Plp1",779.595324,1079.368901,991.410816,15056,70233,36986,950.125013666667,1484.51475,964.48406,606.99235,1018.66372,0.932783029356646
"PLP2","Plp2",1.226994,2.087195,1.987093,8,52,28,1.767094,8.7302,10.52828,8.63012,9.2962,0.268749053048698
"PLPPR3","Plppr3",26.618515,23.344094,15.343742,142,689,338,21.7687836666667,93.51417,98.95474,78.21729,90.2287333333333,0.249579083636661
"PLRG1","Plrg1",17.61838,19.105045,19.858685,183,761,435,18.8607033333333,43.36937,43.82637,40.3977,42.5311466666667,0.45624121701672
"PLS1","Pls1",9.031242,12.132765,7.108248,163,686,368,9.424085,1.88851,0.80136,2.09745,1.59577333333333,4.01579169727198
"PLS3","Pls3",42.636245,48.05283,48.45848,836,3454,1983,46.3825183333333,44.61181,32.35856,27.13572,34.70203,1.32716594359854
"PLSCR1","Plscr1",3.16131,2.792499,2.577559,23,90,49,2.84378933333333,24.36835,29.92683,28.7962,27.6971266666667,0.133943351819892
"PLSCR2","Plscr2",1.458248,2.767936,2.13515,16,81,37,2.12044466666667,0.18222,0,0,0.06074,2.94176204033662
"PLSCR3","Plscr3",3.936642,5.713668,5.17845,47,261,125,4.94292,23.20874,25.28444,23.79291,24.0953633333333,0.236813467135828
"PLSCR4","Plscr4",2.224337,2.145208,2.581244,48,168,117,2.31692966666667,16.26766,19.37092,23.85846,19.8323466666667,0.159220164666999
"PLTP","Pltp",49.003602,58.968151,65.80159,455,2239,1383,57.9244476666667,78.42269,123.60362,92.61538,98.2138966666667,0.593913248510314
"PLVAP","Plvap",3.61591,4.614994,4.334653,46,212,113,4.188519,3.94267,2.68043,2.05375,2.89228333333333,1.33302705781097
"PLXDC1","Plxdc1",13.138622,13.442005,17.120687,248,932,666,14.5671046666667,58.34489,84.58544,59.86463,67.59832,0.226931281504659
"PLXDC2","Plxdc2",13.287169,13.933203,13.099782,352,1375,807,13.4400513333333,9.04495,6.68725,10.2906,8.67426666666667,1.49262490180134
"PLXNA1","Plxna1",33.741422,33.235804,34.135494,497,2312,1291,33.70424,10.41991,13.34687,22.72234,15.4963733333333,2.10374967265532
"PLXNA2","Plxna2",5.905448,7.699248,8.119433,435,1962,1106,7.24137633333333,19.74648,23.32248,23.07191,22.0469566666667,0.35759065513639
"PLXNA3","Plxna3",4.907854,11.15127,8.254966,122,665,348,8.10469666666667,38.33336,38.54841,20.40641,32.4293933333333,0.272356024408859
"PLXNA4","Plxna4",5.669851,6.977282,7.605046,508,2361,1457,6.75072633333333,8.79646,5.27795,7.494,7.18947,0.946425877783707
"PLXNB1","Plxnb1",14.061989,13.637264,19.967264,587,2491,1481,15.888839,202.0867,222.0057,173.8259,199.3061,0.0843151506619119
"PLXNB2","Plxnb2",23.130457,27.908856,27.07328,656,2528,1536,26.037531,45.07565,79.25222,61.28477,61.87088,0.430048553479767
"PLXNB3","Plxnb3",6.131978,5.675152,5.642023,201,797,454,5.81638433333333,178.18219,172.18291,176.66619,175.677096666667,0.0385810298105231
"PLXNC1","Plxnc1",3.519171,4.469354,3.94973,161,635,406,3.97941833333333,5.36733,5.38849,7.40661,6.05414333333333,0.70588561899555
"PLXND1","Plxnd1",12.37788,13.169042,20.082095,123,460,328,15.2096723333333,64.06011,58.02987,76.20723,66.09907,0.241578196737054
"PM20D1","Pm20d1",4.804411,1.491053,3.157848,34,141,89,3.151104,0.36445,0.30397,0.17479,0.28107,3.24034127721358
"PM20D2","Pm20d2",1.82978,1.908508,2.387689,14,51,37,2.04199233333333,5.59925,6.82542,5.22177,5.88214666666667,0.442012133810962
"PMAIP1","Pmaip1",0.8403,0.769912,0.684185,15,48,26,0.764799,0.5798,1.05006,2.16299,1.26428333333333,0.779407317988768
"PMCH","Pmch",0,0.37165,0.131097,0,5,1,0.167582333333333,0.16566,0,0.721,0.295553333333333,0.901222900896914
"PMEL","Pmel",0.7455,0.211565,0.860026,7,11,17,0.605697,0.31475,0.22107,0,0.178606666666667,1.36236884230532
"PMEPA1","Pmepa1",7.105555,9.129254,7.2897,163,689,367,7.841503,58.11297,70.71354,18.44005,49.0888533333333,0.17651637862742
"PMFBP1","Pmfbp1",0.353767,0.392962,0.22076,8,34,11,0.322496333333333,18.7194,18.26559,34.23645,23.74048,0.0534547564692897
"PML","Pml",4.837268,6.835498,6.66871,58,254,166,6.11382533333333,17.54323,16.4418,14.17961,16.05488,0.417113772324011
"PMM1","Pmm1",89.926248,91.192537,93.843871,386,1743,955,91.6542186666667,99.27909,79.22459,64.97715,81.1602766666667,1.12772525149319
"PMM2","Pmm2",10.326232,14.03033,12.646741,59,343,171,12.3344343333333,14.99209,21.00129,27.33235,21.1085766666667,0.603134002445205
"PMP2","Pmp2",0,0.031795,0.056134,0,1,1,0.0293096666666667,93.86206,135.40303,92.76832,107.34447,0.00950034336470211
"PMP22","Pmp22",35.298345,34.709531,33.933768,364,1249,742,34.6472146666667,89.63777,89.31073,58.77221,79.2402366666667,0.444256100773382
"PMPCA","Pmpca",30.060469,34.435635,37.539685,507,1922,1212,34.0119296666667,38.34992,31.52956,35.02299,34.96749,0.973432665628507
"PMPCB","Pmpcb",181.533498,119.316839,160.445611,291,980,614,153.765316,32.27026,26.69374,33.27512,30.7463733333333,4.87505499840822
"PMS2","Pms2",1.669534,6.123224,1.705399,16,98,45,3.16605233333333,16.7812,9.69928,17.36948,14.6166533333333,0.266769854232533
"PMVK","Pmvk",20.820134,30.743732,34.164318,127,619,360,28.5760613333333,79.11846,83.20378,52.43617,71.5861366666667,0.407461571748251
"PNCK","Pnck",22.875412,33.745675,34.813015,201,1020,569,30.478034,506.74909,325.79627,393.33681,408.62739,0.0768455302756976
"PNISR","Pnisr",82.366665,80.641069,76.180785,840,3527,1833,79.7295063333333,148.29741,165.71673,146.90867,153.640936666667,0.522044861299232
"PNKD","Pnkd",98.866074,95.863212,88.596929,1097,5196,2761,94.4420716666667,163.70365,149.02623,149.33384,154.02124,0.615670934296917
"PNKP","Pnkp",21.515106,41.009892,39.715186,74,393,232,34.0800613333333,20.47538,21.66448,31.17767,24.4391766666667,1.37897785738087
"PNLDC1","Pnldc1",0.098304,1.33196,1.168294,1,17,9,0.866186,6.56007,4.67002,2.57811,4.60273333333333,0.333084922835283
"PNLIP","Pnlip",0.112824,0.083793,0.052342,1,2,1,0.0829863333333333,1.44123,3.42653,3.40835,2.75870333333333,0.288127643309617
"PNLIPRP1","Pnliprp1",0,0,0,0,0,0,0,0.36445,4.55949,0.87394,1.93262666666667,0.340991238798438
"PNLIPRP2","Pnliprp2",0.105425,0,0.048961,1,0,1,0.051462,0.16566,0.3316,1.79157,0.762943333333333,0.596424161865668
"PNMA1","Pnma1",0.263173,0.524668,0.432635,4,30,14,0.406825333333333,104.3648,86.65794,125.19135,105.404696666667,0.0132214589901091
"PNMA2","Pnma2",6.057557,6.644756,6.340533,170,701,373,6.34761533333333,88.03088,64.96582,77.75847,76.91839,0.0942988597856467
"PNMA3","Pnma3",3.298546,4.571394,4.855718,75,397,238,4.241886,22.97682,15.30883,64.88976,34.3918033333333,0.148110169765297
"PNMA5","Pnma5",0,0.03859,0.034655,0,2,1,0.024415,6.54351,0.4145,7.10073,4.68624666666667,0.180156623525536
"PNMT","Pnmt",0.300889,0.039644,0,2,1,0,0.113511,53.52423,73.36633,9.87548,45.58868,0.0239008918046186
"PNN","Pnn",17.066213,19.938362,20.23756,389,1300,781,19.0807116666667,47.34517,34.76266,36.9238,39.67721,0.493660004377554
"PNO1","Pno1",14.417208,15.47646,11.59929,133,436,225,13.830986,16.84746,15.47463,8.23685,13.5196466666667,1.02144262463687
"PNOC","Pnoc",3.976057,3.868029,3.344487,33,132,62,3.72952433333333,6.27845,0.71847,4.30414,3.76702,0.992134359271271
"PNP","Pnp",11.150351,10.74589,10.984564,47,231,155,10.9602683333333,13.63369,12.26917,12.3662,12.7563533333333,0.869435964860843
"PNPLA1","Pnpla1",0.468514,0.105719,0.106591,1,12,7,0.226941333333333,0.24849,0.05527,0.26218,0.188646666666667,1.03221703113345
"PNPLA2","Pnpla2",19.893166,15.68385,16.797436,150,484,263,17.4581506666667,118.82678,101.63517,120.34101,113.600986666667,0.16106450043362
"PNPLA3","Pnpla3",13.063732,13.636705,12.139765,25,99,52,12.946734,0.79516,0.4974,3.45205,1.58153666666667,5.40249308874172
"PNPLA5","Pnpla5",0,0.018764,0,0,1,0,0.00625466666666667,6.27845,4.22789,1.79157,4.09930333333333,0.197331792382097
"PNPLA6","Pnpla6",78.381381,76.960819,67.733322,299,1412,763,74.3585073333333,41.16612,32.02696,36.31205,36.50171,2.00946856378905
"PNPLA7","Pnpla7",11.533565,6.275557,7.974831,108,304,187,8.594651,32.93289,38.21681,39.23973,36.7964766666667,0.25385040739688
"PNPLA8","Pnpla8",70.481581,62.310682,68.887433,773,2806,1677,67.2265653333333,27.94657,26.00291,19.96944,24.63964,2.66097984735095
"PNPO","Pnpo",17.855164,20.666832,21.240271,219,992,566,19.9207556666667,24.02047,22.71455,23.50888,23.4146333333333,0.856894116779691
"PNPT1","Pnpt1",11.762021,8.326771,5.424892,140,493,211,8.50456133333333,27.21768,26.88717,34.71711,29.60732,0.310532295324561
"PNRC2","Pnrc2",354.153729,345.437476,295.941835,277,1020,679,331.844346666667,58.37803,121.97326,49.15891,76.5034,4.2945773561762
"POC1A","Poc1a",1.478378,2.078347,2.160842,10,49,37,1.90585566666667,2.00447,1.29876,1.79157,1.69826666666667,1.07693420467461
"POC1B","Poc1b",2.538099,3.572245,3.141103,27,142,84,3.08381566666667,11.23164,11.21911,16.62664,13.0257966666667,0.291164613584635
"POC5","Poc5",18.617042,24.642962,23.240099,269,1095,559,22.166701,8.28292,5.91352,6.92594,7.04079333333333,2.88114618043493
"PODN","Podn",1.100137,0.67073,1.041539,5,29,20,0.937468666666667,4.29055,8.12418,4.87219,5.76230666666667,0.286510027150499
"PODNL1","Podnl1",0,0.019597,0.023206,0,1,1,0.0142676666666667,4.19116,6.82542,4.85035,5.28897666666667,0.161277059913828
"PODXL","Podxl",11.598017,10.028647,12.947455,220,842,523,11.5247063333333,34.47352,26.97007,17.43503,26.2928733333333,0.458900247708132
"PODXL2","Podxl2",189.881705,188.967811,192.423193,972,3725,2140,190.424236333333,70.04038,58.69307,118.09062,82.27469,2.29870848313375
"POF1B","Pof1b",0.039712,0.263079,0.248486,1,24,13,0.183759,0.16566,0.1658,0,0.110486666666667,1.06598218198628
"POFUT1","Pofut1",3.409558,4.596484,4.386874,131,612,352,4.130972,6.42755,6.90832,5.98646,6.44077666666667,0.689574789011721
"POFUT2","Pofut2",14.484348,18.11627,18.637187,154,676,381,17.0792683333333,14.23006,29.78867,24.05509,22.6912733333333,0.763119317352015
"POGK","Pogk",25.746903,21.68017,22.637838,816,2921,1745,23.3549703333333,19.4483,22.76982,12.51914,18.2457533333333,1.26547243495795
"POGLUT1","Poglut1",16.897971,19.454975,20.323369,297,1238,731,18.892105,7.93504,7.10175,7.51585,7.51754666666667,2.33542659388619
"POGZ","Pogz",22.286075,21.833258,24.01207,285,1183,704,22.7104676666667,91.64223,55.68104,99.2136,82.1789566666667,0.285053679642612
"POLA1","Pola1",1.687128,1.560659,2.632909,50,174,119,1.960232,6.67603,7.62678,9.17633,7.82638,0.335384608412509
"POLA2","Pola2",3.229562,3.682847,6.272426,31,158,101,4.394945,19.03415,11.02568,8.91415,12.9913266666667,0.385592097771048
"POLB","Polb",22.266201,25.974939,21.318019,166,740,341,23.1863863333333,45.25788,29.95447,46.23122,40.48119,0.583068767635001
"POLD1","Pold1",2.872304,5.681188,8.310803,62,232,129,5.62143166666667,5.20167,3.84102,2.31593,3.78620666666667,1.38344040026131
"POLD2","Pold2",16.362753,22.294766,28.726563,64,287,173,22.4613606666667,177.2545,147.14717,199.32299,174.574886666667,0.133625947947833
"POLD3","Pold3",6.133444,10.821097,8.528055,80,419,261,8.49419866666667,5.81461,11.79941,3.88902,7.16768,1.16241070495743
"POLD4","Pold4",7.346616,11.038924,12.837804,29,156,85,10.4077813333333,44.28049,37.63652,25.86851,35.9285066666667,0.308915316730923
"POLDIP2","Poldip2",43.72902,48.70611,45.944849,408,1746,1025,46.1266596666667,60.87947,66.62382,57.98566,61.82965,0.75007038343627
"POLDIP3","Poldip3",17.705754,15.811012,19.915388,376,1261,814,17.810718,39.60893,37.49835,23.44334,33.5168733333333,0.544971666997262
"POLE","Pole",0.656922,0.42011,0.504035,15,57,34,0.527022333333333,11.79488,8.37288,15.29388,11.8205466666667,0.119107427556391
"POLE2","Pole2",1.704653,0.45687,0.14178,6,15,3,0.767767666666667,3.67762,0.46977,0.91763,1.68834,0.657568487120925
"POLE3","Pole3",12.54322,11.444089,16.114681,127,485,337,13.36733,26.52191,19.97886,23.26855,23.25644,0.592309918520607
"POLE4","Pole4",18.189734,23.495662,21.95904,127,509,279,21.214812,156.84539,141.86921,82.58697,127.100523333333,0.173417027674386
"POLG","Polg",59.122899,129.988259,119.410427,268,1078,597,102.840528333333,51.56946,53.11115,46.82113,50.50058,2.01629823068659
"POLG2","Polg2",3.094252,2.460363,2.830467,23,92,49,2.79502733333333,23.10935,15.39173,35.78769,24.7629233333333,0.147305772882658
"POLH","Polh",2.006171,2.275016,2.230714,43,171,96,2.17063366666667,4.17459,6.27275,2.22854,4.22529333333333,0.606785775344032
"POLI","Poli",2.703979,2.622794,2.348086,41,159,90,2.55828633333333,10.30395,11.38491,4.95959,8.88281666666667,0.360047793392235
"POLK","Polk",4.147177,4.132735,3.794232,78,301,174,4.02471466666667,6.65947,4.97399,5.52765,5.72037,0.74768422968775
"POLL","Poll",3.60094,4.054949,3.594355,54,233,116,3.75008133333333,31.24318,22.18952,21.2585,24.8970666666667,0.183421597298021
"POLM","Polm",3.262424,2.96265,3.631414,34,138,73,3.285496,10.30395,14.2864,13.61156,12.73397,0.312036213855134
"POLN","Poln",0.871686,0.438096,1.135546,1,7,13,0.815109333333333,15.57189,21.11182,22.91898,19.8675633333333,0.0869823325483298
"POLQ","Polq",0.593247,0.674026,0.473121,10,55,22,0.580131333333333,0.03313,0.27633,0.06555,0.125003333333333,1.40455702353475
"POLR1A","Polr1a",11.484654,12.133143,13.543286,206,906,552,12.3870276666667,16.86403,32.35856,14.33255,21.1850466666667,0.603425715880096
"POLR1B","Polr1b",5.261246,6.250956,7.11404,131,444,284,6.20874733333333,4.22429,5.25032,2.49072,3.98844333333333,1.44508955031396
"POLR1C","Polr1c",31.519641,28.364772,29.8168,91,374,214,29.9004043333333,21.4362,21.77502,21.45513,21.55545,1.36997507623804
"POLR1D","Polr1d",27.188257,21.442172,27.840874,184,534,393,25.4904343333333,47.09669,42.25127,49.81436,46.38744,0.559018050633951
"POLR1E","Polr1e",6.415191,6.058906,5.459912,29,120,70,5.978003,17.49353,12.65604,10.77126,13.6402766666667,0.476630541818085
"POLR2A","Polr2a",13.216425,12.443572,15.967565,471,2200,1379,13.875854,71.71353,54.93494,74.21903,66.9558333333333,0.218904739598023
"POLR2B","Polr2b",63.179281,76.010886,80.269166,548,1768,1116,73.153111,37.96891,42.30654,38.80277,39.69274,1.82226881256952
"POLR2C","Polr2c",53.560251,46.57828,50.607534,221,963,561,50.2486883333333,51.96704,40.09588,33.29697,41.78663,1.19777342439293
"POLR2D","Polr2d",16.926387,12.437384,14.738168,83,251,171,14.7006463333333,10.40335,11.63361,7.82173,9.95289666666667,1.43346977618402
"POLR2E","Polr2e",24.6555,27.776355,29.505494,157,668,393,27.3124496666667,302.57509,302.11455,368.95399,324.547876666667,0.0869686202734973
"POLR2F","Polr2f",53.95605,57.787144,53.515146,82,321,168,55.0861133333333,102.17811,113.51748,91.89439,102.529993333333,0.541737824253055
"POLR2G","Polr2g",65.928853,75.237468,66.591164,156,720,405,69.252495,77.56127,59.4668,55.77897,64.2690133333333,1.07635294931173
"POLR2H","Polr2h",16.068381,16.073728,16.423192,50,194,111,16.1884336666667,69.6428,70.16088,70.06783,69.95717,0.242236741779114
"POLR2I","Polr2i",34.683951,40.337015,39.713604,37,173,92,38.2448566666667,301.92903,256.07752,281.66962,279.892056666667,0.139715081773346
"POLR2J","Polr2j",19.917288,34.036984,34.614534,57,309,174,29.5229353333333,66.2468,79.99832,92.33135,79.52549,0.379046874888105
"POLR2K","Polr2k",11.279321,12.646593,11.295172,20,97,52,11.740362,41.97784,45.06987,52.58911,46.5456066666667,0.267960867327244
"POLR2L","Polr2l",11.213489,8.911404,10.404426,113,342,226,10.1764396666667,322.63633,265.0307,174.32841,253.99848,0.0438294364212158
"POLR2M","Polr2m",110.386306,83.962654,104.650808,967,3257,2023,99.6665893333333,19.63052,23.43301,26.76429,23.27594,4.14676380536998
"POLR3B","Polr3b",4.616529,6.549687,5.063251,125,504,305,5.40982233333333,5.03602,3.89629,2.57811,3.83680666666667,1.32521780899519
"POLR3C","Polr3c",12.243852,9.550737,8.733483,117,396,232,10.176024,13.65025,10.25194,5.89907,9.93375333333333,1.02215805124559
"POLR3D","Polr3d",12.449849,10.541307,13.497458,107,282,179,12.1628713333333,7.60372,7.35045,5.92092,6.95836333333333,1.65396712640664
"POLR3E","Polr3e",7.849857,9.481669,7.574308,196,866,386,8.30194466666667,24.8322,25.47788,20.77783,23.69597,0.376658404859848
"POLR3F","Polr3f",11.105914,8.996687,8.731572,163,589,362,9.611391,14.09753,15.75096,17.19469,15.68106,0.636134094595907
"POLR3G","Polr3g",2.291065,3.240461,3.62152,25,134,79,3.05101533333333,8.1007,4.11736,3.10247,5.10684333333333,0.663356682366722
"POLR3GL","Polr3gl",21.160757,17.795149,17.892561,68,280,151,18.949489,44.8106,56.04027,47.30179,49.38422,0.39594716361591
"POLR3H","Polr3h",29.403839,22.588379,24.147063,143,605,366,25.3797603333333,134.19988,110.67125,137.84158,127.570903333333,0.205176751888731
"POLR3K","Polr3k",14.617244,14.225862,14.486038,286,1032,596,14.443048,18.10646,16.80103,15.94933,16.9522733333333,0.860227989695641
"POLRMT","Polrmt",26.360114,26.015112,26.772289,151,686,371,26.382505,69.11269,79.33512,81.18867,76.5454933333333,0.353115362646477
"POM121C","Pom121",10.06693,10.823917,10.543586,377,1520,836,10.4781443333333,25.18008,25.67131,28.77435,26.5419133333333,0.416751886276601
"POM121L2","Pom121l2",0,0,0,0,0,0,0,0.03313,0,0.06555,0.0328933333333333,0.968154181780629
"POMC","Pomc",0.598811,1.221498,1.749967,1,25,8,1.190092,4.82066,18.92879,4.39153,9.38032666666667,0.210984882299786
"POMGNT1","Pomgnt1",30.38267,33.559349,34.292563,260,1145,709,32.7448606666667,120.33427,107.07893,87.28437,104.89919,0.318650791065226
"POMP","Pomp",256.638588,253.289517,256.536996,376,1346,753,255.488367,52.53028,60.10236,61.35032,57.99432,4.34767901384405
"POMT1","Pomt1",6.239316,7.321327,8.213927,68,300,161,7.25819,79.93018,63.99866,88.90116,77.61,0.105052665055336
"POMT2","Pomt2",4.288844,5.708376,5.179038,145,574,355,5.05875266666667,27.4993,23.18431,36.26835,28.9839866666667,0.202066280712505
"PON1","Pon1",0,0.087852,0.177005,0,3,3,0.0882856666666667,1.14304,2.23829,1.83527,1.73886666666667,0.397348903439379
"PON2","Pon2",17.076664,32.110527,31.088942,265,1030,552,26.758711,270.3711,350.69384,193.11804,271.394326666667,0.101906347829222
"PON3","Pon3",2.210826,3.080954,3.881688,23,93,60,3.05782266666667,1.78911,5.96879,3.56129,3.77306333333333,0.850150602094113
"POP4","Pop4",10.973276,11.630992,13.148277,100,427,218,11.917515,78.15764,78.75482,66.15697,74.3564766666667,0.171418776081313
"POP5","Pop5",82.091503,82.288139,79.12933,128,523,290,81.1696573333333,38.56528,42.11311,42.4733,41.0505633333333,1.95406793202691
"POP7","Pop7",9.970366,9.074207,10.758398,47,166,107,9.93432366666667,51.81795,46.94893,70.94177,56.56955,0.1899324150817
"POPDC2","Popdc2",0.079585,0.219525,0.600905,1,5,2,0.300005,14.18036,9.80981,1.9882,8.65945666666667,0.134583656706709
"POPDC3","Popdc3",0.95648,0.683582,0.578164,11,26,10,0.739408666666667,5.16854,3.01203,11.55781,6.57946,0.22948978775093
"POR","Por",34.730251,34.148883,37.774242,289,1247,712,35.5511253333333,109.86466,74.0019,77.56183,87.1427966666667,0.414680798835556
