"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"PAIP2B","Paip2b",22.82734,30.434947,35.114876,534,2047,1309,29.4590543333333,188.90677,188.90677,0.160389512882207
"PAK1","Pak1",169.960452,150.967109,162.190853,2392,8390,5125,161.039471333333,48.95893,48.95893,3.24345359945326
"PAK1IP1","Pak1ip1",33.61315,23.267948,25.303162,226,665,424,27.3947533333333,9.79179,9.79179,2.6311439838371
"PAK2","Pak2",12.888822,12.257536,12.692443,502,1719,1018,12.6129336666667,15.87016,15.87016,0.806923803133264
"PAK3","Pak3",13.399485,12.505356,11.869371,552,2162,1059,12.591404,2.55167,2.55167,3.82676431087348
"PAK4","Pak4",2.828772,2.445527,2.262246,36,150,87,2.51218166666667,21.015,21.015,0.159535846771141
"PAK6","Pak6",4.483288,4.010476,6.272865,49,236,135,4.92220966666667,20.80754,20.80754,0.271567066558936
"PALB2","Palb2",0.643522,1.08422,0.608789,8,40,23,0.778843666666667,4.81291,4.81291,0.306016034424525
"PALD1","Pald1",4.810642,3.463207,4.445355,81,331,179,4.23973466666667,13.09029,13.09029,0.371868475855832
"PALLD","Palld",3.531447,2.334148,2.598299,62,179,109,2.821298,20.12295,20.12295,0.180907401665014
"PALM","Palm",60.532823,61.122154,67.420455,412,1937,1129,63.025144,305.22571,305.22571,0.209078277588123
"PALM3","Palm3",0.935187,1.272128,0.899129,15,74,30,1.03548133333333,4.33577,4.33577,0.381478462027661
"PALMD","Palmd",2.961859,3.186778,10.460675,46,197,142,5.53643733333333,4.93738,4.93738,1.10089590582603
"PAM","Pam",69.872632,64.859091,55.816106,556,2097,1115,63.515943,99.07959,99.07959,0.644646355965287
"PAM16","Pam16",57.084624,40.867686,59.912244,56,161,126,52.621518,55.78413,55.78413,0.944304649908346
"PAMR1","Pamr1",3.393899,2.030778,2.263956,31,114,74,2.56287766666667,5.89167,5.89167,0.516983208230613
"PAN2","Pan2",5.196133,5.857429,6.470046,157,689,431,5.84120266666667,67.60896,67.60896,0.0997129626606593
"PAN3","Pan3",51.42581,56.332249,76.002442,325,1268,798,61.2535003333333,9.85402,9.85402,5.73552474874133
"PANK1","Pank1",6.891153,7.082572,6.887155,184,654,388,6.95362666666667,2.53093,2.53093,2.25255857993975
"PANK3","Pank3",12.846579,12.218335,13.769294,639,2217,1425,12.944736,8.46409,8.46409,1.4734365374801
"PANK4","Pank4",13.806472,15.112458,13.902685,188,745,424,14.2738716666667,28.67002,28.67002,0.514791417958824
"PANX1","Panx1",4.616493,8.127613,7.512681,42,198,103,6.75226233333333,3.54745,3.54745,1.70474932837818
"PANX2","Panx2",54.632669,72.909803,58.353158,727,2978,1474,61.96521,39.35385,39.35385,1.56032720545871
"PANX3","Panx3",0,0,0,0,0,0,0,0,0,1
"PAOX","Paox",2.706255,2.457573,2.13135,41,170,93,2.431726,8.23589,8.23589,0.37156419143147
"PAPLN","Papln",0.211204,0.324771,0.31808,6,35,19,0.284685,3.83788,3.83788,0.2655470991426
"PAPOLA","Papola",106.590589,107.919769,112.499253,618,2200,1281,109.003203666667,45.82638,45.82638,2.34917163501997
"PAPOLB","Papolb",0.06931,0.084449,0.033078,2,9,2,0.062279,0,0,1.062279
"PAPOLG","Papolg",5.05079,5.022638,4.456635,123,420,226,4.84335433333333,4.66769,4.66769,1.03099399108514
"PAPPA","Pappa",0.343463,0.680072,0.498932,26,192,80,0.507489,0,0,1.507489
"PAPSS1","Papss1",26.821177,27.410194,26.007405,435,1702,935,26.7462586666667,57.52674,57.52674,0.474078321578592
"PAPSS2","Papss2",1.929826,2.998197,3.014172,47,264,145,2.64739833333333,8.11142,8.11142,0.400310635810152
"PAQR3","Paqr3",6.296544,10.836661,8.371926,43,206,124,8.50171033333333,15.10258,15.10258,0.590073785277473
"PAQR4","Paqr4",32.640372,43.879873,42.176961,450,1837,1005,39.5657353333333,123.33085,123.33085,0.326272484530857
"PAQR5","Paqr5",3.032471,3.05857,2.120713,32,119,64,2.73725133333333,3.27776,3.27776,0.873646799571115
"PAQR6","Paqr6",16.785423,16.735544,17.98417,145,577,361,17.168379,2245.18165,2245.18165,0.00808856175990931
"PAQR7","Paqr7",20.197863,24.898819,26.224371,377,1705,954,23.7736843333333,5.26931,5.26931,3.95158068963464
"PAQR8","Paqr8",67.387951,52.011377,54.951659,2378,6824,4051,58.1169956666667,46.32427,46.32427,1.2491898061326
"PAQR9","Paqr9",6.512918,7.541971,8.407551,375,1606,1016,7.48748,1.12025,1.12025,4.00305624336753
"PARD3","Pard3",13.214786,20.16633,19.633638,144,544,350,17.6715846666667,7.13639,7.13639,2.2948241992661
"PARD3B","Pard3b",0.487642,0.607448,1.679346,28,127,98,0.924812,10.37265,10.37265,0.169249207528588
"PARD6A","Pard6a",16.223335,21.800378,25.958937,116,574,318,21.32755,26.22207,26.22207,0.820200300711886
"PARD6B","Pard6b",1.532691,1.408131,1.552856,34,117,73,1.49789266666667,0.6846,0.6846,1.48278087775535
"PARD6G","Pard6g",3.750428,3.897146,4.805353,78,305,213,4.15097566666667,5.45602,5.45602,0.797856212754401
"PARG","Parg",11.378133,26.713956,24.197238,208,824,473,20.763109,6.67999,6.67999,2.83374184080969
"PARK7","Park7",110.653607,114.316452,114.80628,408,1639,888,113.258779666667,297.11429,297.11429,0.383271730002164
"PARL","Parl",56.790077,58.773566,52.722251,89,482,291,56.095298,38.39956,38.39956,1.44913542181689
"PARM1","Parm1",9.939538,10.68063,10.647902,345,1396,788,10.42269,14.91588,14.91588,0.717691387469622
"PARN","Parn",8.776276,7.592881,10.775231,109,536,304,9.04812933333333,118.53869,118.53869,0.0840575493451813
"PARP1","Parp1",21.869099,22.539756,26.037252,346,1392,831,23.4820356666667,57.96239,57.96239,0.415214438672969
"PARP10","Parp10",0.723238,1.407448,1.142421,7,53,26,1.09103566666667,24.29276,24.29276,0.082673289378726
"PARP11","Parp11",9.123467,7.375144,4.896065,126,363,193,7.13155866666667,3.1118,3.1118,1.97761531851419
"PARP12","Parp12",2.842829,3.58782,3.870949,55,221,134,3.433866,13.62967,13.62967,0.303073548480588
"PARP14","Parp14",0.427584,0.553846,0.443786,22,101,47,0.475072,4.14906,4.14906,0.286474036037646
"PARP16","Parp16",1.394636,1.464816,1.698132,15,88,52,1.51919466666667,4.27353,4.27353,0.477705572295344
"PARP2","Parp2",20.984159,80.837992,57.044164,68,275,160,52.9554383333333,38.62776,38.62776,1.361556604091
"PARP3","Parp3",3.16424,4.982598,3.882821,40,155,78,4.00988633333333,22.30121,22.30121,0.215005415312481
"PARP4","Parp4",2.135215,3.621131,3.137921,69,396,264,2.96475566666667,7.5098,7.5098,0.465904682444554
"PARP6","Parp6",52.652052,51.865647,49.900827,414,1707,991,51.472842,51.26165,51.26165,1.00404105113405
"PARP8","Parp8",6.607291,6.431913,6.577647,125,466,250,6.53895033333333,56.51022,56.51022,0.131088880086589
"PARP9","Parp9",1.915071,2.214067,1.258351,28,88,44,1.79582966666667,6.24434,6.24434,0.385932972039781
"PARPBP","Parpbp",0.041247,0.500467,0.220908,1,8,2,0.254207333333333,0.49789,0.49789,0.837316046794714
"PARS2","Pars2",1.384501,2.308482,2.079068,22,138,71,1.924017,1.05801,1.05801,1.42079824685011
"PARVA","Parva",30.220285,39.137342,42.62904,833,3133,1883,37.328889,76.4672,76.4672,0.494775711526943
"PARVB","Parvb",8.541175,14.820663,18.743514,150,591,359,14.0351173333333,45.30775,45.30775,0.324678209011091
"PARVG","Parvg",0.351277,0.488467,1.070713,6,32,16,0.636819,17.13562,17.13562,0.0902543723346652
"PASK","Pask",0.377007,2.130186,0.567056,15,90,32,1.02474966666667,4.06608,4.06608,0.399667922075188
"PATE2","Pate2",0,0.157779,0.840744,0,6,5,0.332841,0.60161,0.60161,0.83218823558794
"PATE3","Pate3",0,0,0,0,0,0,0,0,0,1
"PATE4","Pate4",0,0,0,0,0,0,0,0,0,1
"PATL1","Patl1",6.000194,6.096728,5.831026,166,619,340,5.97598266666667,6.84595,6.84595,0.889118929723828
"PATL2","Patl2",0.063576,0.049908,0.08826,1,3,3,0.067248,1.41068,1.41068,0.442716577895034
"PAWR","Pawr",1.702387,1.114169,1.338648,7,28,19,1.385068,7.90396,7.90396,0.267865983225441
"PAX1","Pax1",0,0.032419,0.056878,0,2,1,0.0297656666666667,0.18671,0.18671,0.867748368739344
"PAX2","Pax2",2.901578,3.678009,3.061803,72,293,133,3.21379666666667,0.14522,0.14522,3.67946478988026
"PAX3","Pax3",0.874407,1.152564,1.328273,21,100,67,1.11841466666667,0,0,2.11841466666667
"PAX4","Pax4",0,0,0,0,0,0,0,0,0,1
"PAX5","Pax5",0.071627,1.179435,0.604533,4,45,13,0.618531666666667,0,0,1.61853166666667
"PAX6","Pax6",24.05181,27.206876,27.281382,215,1000,703,26.1800226666667,18.98196,18.98196,1.36022805904259
"PAX7","Pax7",0.024348,0.200748,0.137454,1,31,12,0.12085,0.31118,0.31118,0.854840677862688
"PAX8","Pax8",7.443151,2.395119,4.423746,31,95,56,4.75400533333333,4.99962,4.99962,0.959061629458755
"PAX9","Pax9",0.047144,0,0.107621,1,0,0,0.0515883333333333,0,0,1.05158833333333
"PAXIP1","Paxip1",22.935235,17.348851,16.55393,177,741,394,18.9460053333333,5.0826,5.0826,3.27919069696073
"PBK","Pbk",0.094344,0.151414,0.640963,1,6,4,0.295573666666667,0,0,1.29557366666667
"PBLD","Pbld1",0.068358,0.3754,0.064269,1,9,2,0.169342333333333,10.70458,10.70458,0.0999046811874782
"PBRM1","Pbrm1",13.186839,12.831741,16.00016,497,1759,1177,14.0062466666667,7.46831,7.46831,1.7720473939507
"PBX1","Pbx1",30.865063,16.545216,21.573567,573,1998,1251,22.9946153333333,42.48639,42.48639,0.551772987671162
"PBX2","Pbx2",20.209152,20.224833,20.023967,198,783,473,20.1526506666667,27.17635,27.17635,0.750723591475357
"PBX3","Pbx3",14.75281,18.155422,15.888278,189,734,422,16.2655033333333,25.6412,25.6412,0.648075286898989
"PBX4","Pbx4",2.328264,7.207963,6.632964,10,55,34,5.38973033333333,2.8836,2.8836,1.64531113743262
"PBXIP1","Pbxip1",12.070194,13.460971,13.627154,305,1343,696,13.052773,48.68924,48.68924,0.282813200604396
"PCBD1","Pcbd1",9.837603,18.771568,13.846133,16,154,62,14.151768,31.96852,31.96852,0.459582899080699
"PCBD2","Pcbd2",10.420721,9.002958,9.006684,22,73,41,9.47678766666667,8.21514,8.21514,1.13691030919407
"PCBP1","Pcbp1",58.707715,61.109623,63.846135,635,2375,1410,61.2211576666667,155.79726,155.79726,0.39682554189191
"PCBP2","Pcbp2",353.432284,348.738749,375.377453,1212,4532,2788,359.182828666667,363.87269,363.87269,0.987146581638288
"PCBP3","Pcbp3",42.071086,69.296712,82.528667,221,1088,674,64.632155,26.20132,26.20132,2.41282978179
"PCBP4","Pcbp4",636.614691,847.511169,730.157215,595,2787,1545,738.094358333333,256.53647,256.53647,2.86986289100465
"PCCA","Pcca",112.41547,75.75103,104.939619,201,773,539,97.7020396666667,137.41692,137.41692,0.71307784963476
"PCCB","Pccb",28.478186,21.593351,21.250678,307,1056,645,23.7740716666667,31.11796,31.11796,0.771346364048858
"PCDH12","Pcdh12",0.450914,0.10363,0.119726,14,9,7,0.224756666666667,0.66385,0.66385,0.736098005629514
"PCDH15","Pcdh15",2.200268,3.066834,1.7882,82,331,164,2.35176733333333,27.92318,27.92318,0.115885159700051
"PCDH18","Pcdh18",1.878337,1.716317,1.552658,28,161,95,1.71577066666667,1.74261,1.74261,0.990213944624524
"PCDH19","Pcdh19",6.405881,6.390229,9.511225,143,529,322,7.43577833333333,5.87092,5.87092,1.22775091739292
"PCDH20","Pcdh20",3.478584,3.513508,3.420552,119,434,245,3.47088133333333,3.60968,3.60968,0.969889739273297
"PCDH8","Pcdh8",1.647667,1.982369,1.956475,34,172,82,1.86217033333333,5.58049,5.58049,0.434947904082117
"PCDHA10","Pcdha9",1.538672,1.741526,2.22385,57,242,174,1.83468266666667,1.45217,1.45217,1.15598945695717
"PCDHA12","Pcdha10",1.122735,0.616044,1.172817,42,86,92,0.970532,0.18671,0.18671,1.66050003791996
"PCDHA4","Pcdha4",0.789993,2.132772,1.529581,23,262,107,1.48411533333333,1.05801,1.05801,1.20704726086527
"PCDHA7","Pcdha7",0.975903,1.086582,1.040186,36,151,82,1.03422366666667,0.12447,0.12447,1.80905107887864
"PCDHGA4","Pcdhga4",5.044583,3.556394,4.91477,78,356,255,4.505249,3.81714,3.81714,1.14284596254209
"PCED1A","Pced1a",3.964902,5.080347,5.211157,76,309,168,4.75213533333333,57.15332,57.15332,0.0989132750001777
"PCED1B","Pced1b",2.151975,3.134217,1.685867,13,63,27,2.32401966666667,2.75913,2.75913,0.884252384638644
"PCGF1","Pcgf1",16.923144,14.593801,15.473679,59,182,127,15.6635413333333,29.83175,29.83175,0.540466932085702
"PCGF2","Pcgf2",4.438966,8.605493,10.164404,51,292,178,7.73628766666667,34.31274,34.31274,0.247397615327122
"PCGF5","Pcgf5",11.195538,11.390204,7.619148,217,821,455,10.0682966666667,45.45297,45.45297,0.238268869927298
"PCGF6","Pcgf6",5.313752,6.349709,4.781819,80,344,147,5.48176,6.28583,6.28583,0.889639203769509
"PCID2","Pcid2",33.660416,31.505869,28.806308,125,644,336,31.3241976666667,18.08991,18.08991,1.69326087271583
"PCIF1","Pcif1",18.140002,20.17489,24.241116,460,1734,1156,20.8520026666667,47.34079,47.34079,0.452040661037328
"PCK1","Pck1",0,0.015103,0,0,1,0,0.00503433333333333,6.65924,6.65924,0.131218545617233
"PCK2","Pck2",10.771307,16.561957,16.962662,158,604,326,14.7653086666667,4.19055,4.19055,3.03730985476812
"PCLO","Pclo",17.503939,21.314086,23.540495,1650,7178,4537,20.7861733333333,16.22283,16.22283,1.26495897209305
"PCM1","Pcm1",21.301529,19.364968,21.591047,917,3227,2049,20.7525146666667,70.86597,70.86597,0.302681709669635
"PCMT1","Pcmt1",85.345063,64.037167,66.155869,863,2984,1761,71.846033,96.81835,96.81835,0.744707235401129
"PCMTD1","Pcmtd1",38.409781,40.605065,47.922672,1045,3743,2239,42.312506,16.59625,16.59625,2.46146230020601
"PCMTD2","Pcmtd2",32.795242,46.920246,40.423968,465,1881,1112,40.0464853333333,23.19325,23.19325,1.6966089852886
"PCNA","Pcna",32.621882,27.230459,34.58515,228,724,482,31.4791636666667,20.64158,20.64158,1.50077599078564
"PCNP","Pcnp",80.4049,78.616116,83.7651,848,3077,1854,80.9287053333333,109.90864,109.90864,0.73870444478747
"PCNT","Pcnt",5.551772,11.530204,13.518047,235,887,612,10.2000076666667,28.83598,28.83598,0.375385949000726
"PCOLCE","Pcolce",5.120266,5.566267,9.119104,37,177,114,6.601879,11.20247,11.20247,0.622978708409035
"PCOLCE2","Pcolce2",5.623267,7.286919,7.487312,78,298,144,6.799166,7.03266,7.03266,0.970931920434825
"PCP2","Pcp2",393.270883,330.071052,406.181029,715,2242,1574,376.507654666667,0,0,377.507654666667
"PCP4","Pcp4",529.781301,395.491892,470.859038,1486,4182,2822,465.377410333333,547.77985,547.77985,0.849844268759746
"PCP4L1","Pcp4l1",82.479319,80.697959,75.932102,793,2922,1557,79.7031266666667,8.69228,8.69228,8.32653685888838
"PCSK1","Pcsk1",7.013847,7.84004,6.191876,208,682,428,7.01525433333333,7.0949,7.0949,0.990161006724399
"PCSK1N","Pcsk1n",60.647366,56.848626,53.507824,815,2643,1424,57.001272,768.80035,768.80035,0.0753458633787319
"PCSK2","Pcsk2",25.962464,28.464775,28.766166,827,3421,1960,27.731135,61.59282,61.59282,0.459016465466806
"PCSK4","Pcsk4",0.711644,1.83612,1.310947,7,57,21,1.286237,9.83328,9.83328,0.211038300496249
"PCSK5","Pcsk5",0.627071,0.671323,0.545219,20,98,45,0.614537666666667,3.21552,3.21552,0.382998459660176
"PCSK7","Pcsk7",9.778472,23.27497,16.284762,82,465,261,16.446068,53.75109,53.75109,0.31864330006946
"PCSK9","Pcsk9",0.041443,0.033375,0.039464,1,3,2,0.038094,0,0,1.038094
"PCTP","Pctp",0.900643,1.005503,1.097916,16,68,42,1.001354,6.45179,6.45179,0.268573591043226
"PCYOX1","Pcyox1",39.843053,42.910612,41.982665,616,2325,1346,41.5787766666667,15.04035,15.04035,2.65447927674064
"PCYOX1L","Pcyox1l",6.187672,6.745488,7.934523,76,327,200,6.95589433333333,7.15713,7.15713,0.975330089545383
"PCYT1A","Pcyt1a",14.506122,12.690924,13.806854,397,1506,903,13.6679666666667,14.56321,14.56321,0.942476948307365
"PCYT1B","Pcyt1b",27.272565,27.931413,19.869857,337,1374,751,25.0246116666667,15.12333,15.12333,1.61409657103506
"PCYT2","Pcyt2",43.258702,52.652888,55.292002,345,1558,832,50.4011973333333,49.10414,49.10414,1.02588722874663
"PDAP1","Pdap1",59.881477,42.190917,39.913808,403,1159,638,47.328734,105.40691,105.40691,0.454187928208798
"PDC","Pdc",0,0,0,0,0,0,0,0.6846,0.6846,0.593612727056868
"PDCD1","Pdcd1",0,0.043154,0,0,2,0,0.0143846666666667,1.53515,1.53515,0.400128066057893
"PDCD10","Pdcd10",46.011574,35.098899,43.441672,214,695,448,41.5173816666667,22.77835,22.77835,1.78807115155874
"PDCD11","Pdcd11",3.827965,4.111027,4.304906,169,701,422,4.08129933333333,14.72917,14.72917,0.32304942557893
"PDCD1LG2","Pdcd1lg2",0,0.051967,0,0,2,0,0.0173223333333333,0.12447,0.12447,0.904712738742104
"PDCD2","Pdcd2",53.584477,28.680948,39.142395,93,197,142,40.4692733333333,28.69076,28.69076,1.3967063602728
"PDCD2L","Pdcd2l",14.346505,21.091226,23.212371,45,208,111,19.550034,23.08953,23.08953,0.853069113428116
"PDCD4","Pdcd4",17.212453,21.062644,24.466266,229,1000,655,20.9137876666667,82.56632,82.56632,0.262232292467428
"PDCD5","Pdcd5",21.498696,20.17818,22.734075,41,140,84,21.470317,129.61668,129.61668,0.172032522951893
"PDCD6","Pdcd6",36.377212,39.409484,41.018811,235,840,513,38.935169,106.92132,106.92132,0.370039664081203
"PDCD6IP","Pdcd6ip",29.358938,38.227052,39.363832,607,2328,1288,35.6499406666667,57.79643,57.79643,0.623336156067072
"PDCD7","Pdcd7",10.277663,7.423557,8.541431,102,351,231,8.74755033333333,16.65848,16.65848,0.552003928612957
"PDCL","Pdcl",15.656778,14.721966,15.608302,229,731,463,15.3290153333333,15.51749,15.51749,0.988589388177824
"PDCL2","Pdcl2",0,0,0,0,0,0,0,0,0,1
"PDCL3","Pdcl3",34.52257,34.283584,33.410695,141,534,308,34.072283,16.59625,16.59625,1.99316803296157
"PDE10A","Pde10a",16.871472,11.482959,15.999923,363,1678,998,14.7847846666667,1.82559,1.82559,5.5863676848611
"PDE11A","Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,4.46024,4.46024,0.414843120448918
"PDE12","Pde12",2.410489,2.618129,2.7149,130,513,303,2.58117266666667,4.83366,4.83366,0.613880936953245
"PDE1A","Pde1a",3.463201,4.419221,3.749443,72,318,165,3.87728833333333,65.03654,65.03654,0.0738574179285186
"PDE1B","Pde1b",19.882848,24.454485,22.980769,362,1786,933,22.4393673333333,11.22321,11.22321,1.91761144031178
"PDE1C","Pde1c",7.616363,8.668539,8.64665,363,1453,842,8.31051733333333,61.01195,61.01195,0.15014069600026
"PDE2A","Pde2a",0,0.000674,1.367049,0,0,83,0.455907666666667,80.51254,80.51254,0.0178611495441887
"PDE3A","Pde3a",2.224548,1.792578,2.106482,189,559,374,2.04120266666667,1.41068,1.41068,1.26155386308704
"PDE3B","Pde3b",5.079387,7.305282,7.815812,144,470,337,6.73349366666667,1.65962,1.65962,2.90774383809216
"PDE4A","Pde4a",14.231171,17.135226,16.652045,377,1583,824,16.0061473333333,18.69152,18.69152,0.863627964389409
"PDE4C","Pde4c",0.510911,0.446232,0.306262,10,36,13,0.421135,1.57664,1.57664,0.551545811599603
"PDE4D","Pde4d",12.102454,12.735248,12.622177,218,1021,569,12.4866263333333,7.19862,7.19862,1.64498736779279
"PDE4DIP","Pde4dip",33.86929,39.940763,48.428608,984,4158,2541,40.7462203333333,617.77451,617.77451,0.0674659664525181
"PDE5A","Pde5a",20.287758,13.093532,17.108669,422,1309,910,16.8299863333333,5.3108,5.3108,2.82531316684625
"PDE6A","Pde6a",0,0.091472,0.161594,0,6,6,0.0843553333333333,0.53938,0.53938,0.704410433637785
"PDE6B","Pde6b",0.109597,0.1292,0.050736,2,9,2,0.096511,71.841,71.841,0.0150534863607035
"PDE6C","Pde6c",0.119693,0.102516,0.111709,2,7,4,0.111306,0.91279,0.91279,0.580986935314384
"PDE6D","Pde6d",25.676975,24.169625,25.615789,171,601,343,25.1541296666667,37.77721,37.77721,0.674471672063737
"PDE6G","Pde6g",0.089515,0.33146,0.133888,1,12,2,0.184954333333333,1.57664,1.57664,0.459883543426064
"PDE6H","Pde6h",0.100107,0.02359,0.936018,4,4,7,0.353238333333333,0,0,1.35323833333333
"PDE7A","Pde7a",8.146975,20.397863,20.545198,139,503,292,16.3633453333333,10.64234,10.64234,1.49139651765309
"PDE7B","Pde7b",4.385469,4.16769,4.36293,106,371,237,4.305363,3.1118,3.1118,1.29027749404154
"PDE8A","Pde8a",8.444309,10.801181,9.960165,157,694,362,9.73521833333333,124.86601,124.86601,0.0852908448701388
"PDE8B","Pde8b",14.145677,19.28051,14.769373,149,644,285,16.0651866666667,21.57512,21.57512,0.755928945966474
"PDE9A","Pde9a",39.041316,38.350721,43.065817,177,650,408,40.152618,14.91588,14.91588,2.58563258833316
"PDGFA","Pdgfa",23.939229,21.812403,23.781039,147,509,291,23.177557,68.02386,68.02386,0.350278251607488
"PDGFB","Pdgfb",3.433789,5.132495,3.64379,53,240,137,4.07002466666667,9.23166,9.23166,0.495523176753984
"PDGFC","Pdgfc",1.194673,1.498309,1.358193,22,106,58,1.35039166666667,5.45602,5.45602,0.364062017569132
"PDGFD","Pdgfd",5.116261,5.69518,6.081663,96,387,227,5.63103466666667,1.16174,1.16174,3.06745245342487
"PDGFRA","Pdgfra",5.112925,6.100877,5.225293,215,935,497,5.47969833333333,16.67923,16.67923,0.366514736972896
"PDGFRB","Pdgfrb",3.794499,4.265708,4.278237,141,608,344,4.11281466666667,16.53401,16.53401,0.291594145701221
"PDGFRL","Pdgfrl",1.561647,0.941394,1.626576,15,34,34,1.376539,3.42298,3.42298,0.537316243799429
"PDHA1","Pdha1",72.45515,71.337017,73.868069,1357,4892,2910,72.553412,103.18716,103.18716,0.705973864725749
"PDHA2","Pdha2",0,0,0,0,0,0,0,0,0,1
"PDHB","Pdhb",77.637412,74.416446,76.754944,685,2399,1392,76.2696006666667,62.3189,62.3189,1.22032443183104
"PDHX","Pdhx",19.977934,21.349343,19.127924,256,961,636,20.1517336666667,20.03997,20.03997,1.00531196891757
"PDIA2","Pdia2",0,0.049054,0.22086,0,2,1,0.0899713333333333,82.6908,82.6908,0.0130237891540448
"PDIA3","Pdia3",112.666378,93.806481,101.503017,1270,3609,2164,102.658625333333,108.99585,108.99585,0.942386693073723
"PDIA4","Pdia4",26.702067,14.083902,13.656411,219,821,451,18.14746,26.92741,26.92741,0.685615314846597
"PDIA5","Pdia5",1.897343,0.760247,0.863453,6,28,17,1.173681,5.37303,5.37303,0.341074967480147
"PDIA6","Pdia6",31.838117,29.494775,29.35141,441,1477,853,30.2281006666667,40.90975,40.90975,0.745127343080469
"PDIK1L","Pdik1l",2.959559,3.318662,5.576531,78,306,226,3.951584,2.80062,2.80062,1.30283585309765
"PDILT","Pdilt",0,0.10563,0.034357,0,1,1,0.0466623333333333,0,0,1.04666233333333
"PDK1","Pdk1",17.003461,15.336119,10.978953,142,689,364,14.439511,5.33154,5.33154,2.43850800910995
"PDK2","Pdk2",70.540699,102.8172,109.442798,709,3131,1864,94.266899,87.93936,87.93936,1.07114441794949
"PDK3","Pdk3",22.151807,24.715819,29.878743,196,648,324,25.582123,1.49366,1.49366,10.6598826624319
"PDK4","Pdk4",8.815528,3.740249,3.202961,81,301,116,5.25291266666667,38.79373,38.79373,0.157133112846337
"PDLIM1","Pdlim1",12.891918,8.911359,8.394992,47,145,69,10.0660896666667,11.88706,11.88706,0.85869776866614
"PDLIM2","Pdlim2",28.104942,39.593769,32.760846,105,550,267,33.486519,43.29546,43.29546,0.778556515724185
"PDLIM3","Pdlim3",0.820246,0.739507,0.672446,5,25,16,0.744066333333333,26.5125,26.5125,0.0633917794941693
"PDLIM4","Pdlim4",4.065142,6.392865,7.341058,28,122,81,5.93302166666667,27.21784,27.21784,0.245696398684898
