"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"GJA6P","Gja6",0.113882,0.117843,0.100822,3,3,5,0.110849,0,0,1.110849
"GJA8","Gja8",0.030051,0.010265,0.02108,3,1,4,0.0204653333333333,0,0,1.02046533333333
"GJB1","Gjb1",5.285414,5.502962,3.683083,104,107,139,4.82381966666667,160.98359,160.98359,0.03595314603576
"GJB2","Gjb2",2.287547,3.083528,2.455233,73,97,151,2.60876933333333,0.66385,0.66385,2.16892708677665
"GJB3","Gjb3",0.048608,0.084907,0.043182,1,2,2,0.058899,0.6846,0.6846,0.628575923067791
"GJB4","Gjb4",0,0,0,0,0,0,0,0.18671,0.18671,0.842665857707443
"GJB5","Gjb5",0,0,0,0,0,0,0,1.63888,1.63888,0.378948644879646
"GJB6","Gjb6",149.55361,127.963582,115.536951,521,381,943,131.018047666667,4.25279,4.25279,25.132938432084
"GJC1","Gjc1",1.837406,1.681211,3.452527,49,43,86,2.32371466666667,3.73416,3.73416,0.702070624285336
"GJC2","Gjc2",3.138279,3.604557,3.387988,73,92,177,3.37694133333333,37.09261,37.09261,0.114902636845659
"GJC3","Gjc3",14.848196,10.906116,11.331323,690,519,1069,12.3618783333333,0.97503,0.97503,6.76540525122825
"GJD2","Gjd2",1.498836,1.6267,1.059258,58,62,79,1.39493133333333,0.35267,0.35267,1.77052151177548
"GJD3","Gjd3",0.222237,0.163199,0.434513,1,1,6,0.273316333333333,0,0,1.27331633333333
"GJD4","Gjd4",0.027998,0.056943,0,1,2,0,0.0283136666666667,0.16596,0.16596,0.881945921529612
"GJE1","Gje1",0.342671,0,0.059674,6,0,2,0.134115,0,0,1.134115
"GK","Gk",11.200383,9.015042,10.67312,316,285,570,10.2961816666667,5.22782,5.22782,1.81382597227708
"GK2","Gk2",0,0,0,0,0,0,0,0,0,1
"GK5","Gk5",0.940657,0.78825,0.660333,40,38,66,0.796413333333333,9.64657,9.64657,0.168731650976167
"GKAP1","Gkap1",13.567628,10.832501,12.142072,94,113,188,12.1807336666667,22.96506,22.96506,0.549997941447535
"GKN1","Gkn1",0,0.136861,0,0,2,0,0.0456203333333333,0,0,1.04562033333333
"GKN2","Gkn2",0,0,0,0,0,0,0,0,0,1
"GLA","Gla",3.057585,6.227659,3.187765,126,103,217,4.15766966666667,15.14407,15.14407,0.319477657534108
"GLB1","Glb1",5.600145,5.500357,6.063187,181,173,372,5.72122966666667,8.56781,8.56781,0.702483605617865
"GLB1L","Glb1l",36.238726,24.344841,33.710756,69,66,159,31.431441,4.16981,4.16981,6.27323654060788
"GLB1L2","Glb1l2",0.264659,0.120972,0.1774,9,5,15,0.187677,4.19055,4.19055,0.228815250792305
"GLB1L3","Glb1l3",0,0,0,0,0,0,0,4.04533,4.04533,0.198203090778998
"GLCCI1","Glcci1",7.095206,6.083407,4.921736,358,179,329,6.03344966666667,7.88322,7.88322,0.791768037565958
"GLCE","Glce",6.967655,9.750553,6.890947,453,490,849,7.86971833333333,10.78756,10.78756,0.752464321143081
"GLDC","Gldc",6.679501,5.989201,6.813835,333,294,661,6.494179,5.02036,5.02036,1.24480579234464
"GLDN","Gldn",0.293986,0.535542,0.249549,19,34,31,0.359692333333333,49.9547,49.9547,0.0266843359559242
"GLE1","Gle1",23.348902,21.700596,21.708953,503,534,902,22.252817,6.90819,6.90819,2.94034627392614
"GLG1","Glg1",28.951704,30.835065,27.791911,2667,2905,4924,29.1928933333333,53.68886,53.68886,0.552084891389825
"GLI1","Gli1",0.31261,0.307753,0.674731,13,17,48,0.431698,0.41491,0.41491,1.01186506562255
"GLI2","Gli2",0.735413,1.741633,0.740117,56,54,100,1.07238766666667,2.21975,2.21975,0.643648626963791
"GLI3","Gli3",1.199551,1.585747,1.316722,139,150,285,1.36734,7.98694,7.98694,0.263420029509488
"GLIPR1","Glipr1",0.653451,3.493923,1.056168,2,7,6,1.734514,3.33999,3.33999,0.630073802013369
"GLIPR1L1","Glipr1l1",0,0,0.054302,0,0,1,0.0181006666666667,0.66385,0.66385,0.611894501707886
"GLIPR1L2","Glipr1l2",0,0,0,0,0,0,0,10.35191,10.35191,0.0880909027643806
"GLIPR2","Glipr2",1.684186,0.70367,1.129676,40,18,55,1.17251066666667,32.81908,32.81908,0.0642392006721255
"GLIS1","Glis1",0,0.13203,0.291666,0,5,9,0.141232,0.99577,0.99577,0.571825410743723
"GLIS2","Glis2",2.131887,7.008088,2.963845,103,124,206,4.03460666666667,4.29428,4.29428,0.950952096728293
"GLIS3","Glis3",1.344681,2.74017,1.298003,65,60,123,1.79428466666667,11.34768,11.34768,0.226300379234534
"GLMN","Glmn",6.465009,7.030782,6.532009,119,141,234,6.67593333333333,5.55974,5.55974,1.17015816683791
"GLO1","Glo1",134.733009,132.726991,112.06737,975,986,1838,126.509123333333,55.30699,55.30699,2.26453453351588
"GLOD4","Glod4",132.546892,135.594928,122.166751,464,531,841,130.102857,36.80218,36.80218,3.46812953644472
"GLOD5","Glod5",0.319488,0.162629,0.667585,2,1,8,0.383234,0,0,1.383234
"GLP1R","Glp1r",1.386029,0.493847,0.637857,105,40,101,0.839244333333333,0,0,1.83924433333333
"GLP2R","Glp2r",0.427546,0.341291,0.425749,24,23,56,0.398195333333333,0.26969,0.26969,1.10121000664204
"GLRA1","Glra1",0.281113,0.15277,0.20419,9,4,10,0.212691,0.14522,0.14522,1.0589153175809
"GLRA2","Glra2",4.57118,4.278983,4.396655,196,179,358,4.415606,5.24856,5.24856,0.866696646907448
"GLRA3","Glra3",1.671704,1.799504,1.320067,149,150,211,1.59709166666667,0.20745,0.20745,2.15088961585711
"GLRA4","Glra4",0.084719,0,0.110959,2,0,5,0.065226,0.26969,0.26969,0.838965416755271
"GLRB","Glrb",69.579059,80.299162,70.304549,2493,2799,4570,73.3942566666667,18.89898,18.89898,3.7385964841749
"GLRX","Glrx",14.130297,16.906662,17.743235,213,234,433,16.2600646666667,34.60317,34.60317,0.484790109045534
"GLRX2","Glrx2",60.768421,65.534038,72.223831,648,639,1344,66.17543,36.65696,36.65696,1.78387819940856
"GLRX3","Glrx3",37.496598,45.869925,40.895418,536,536,1047,41.420647,70.7415,70.7415,0.591298578925726
"GLRX5","Glrx5",10.591489,14.439119,13.522232,132,184,321,12.8509466666667,25.45449,25.45449,0.523576401082261
"GLS","Gls",171.827941,182.692078,162.224743,4276,4285,7690,172.248254,31.30467,31.30467,5.36294764812642
"GLS2","Gls2",12.836794,12.645306,11.808314,178,174,380,12.430138,8.94123,8.94123,1.35095335285473
"GLT1D1","Glt1d1",15.986298,13.619055,12.700334,303,292,482,14.1018956666667,9.79179,9.79179,1.39938746645984
"GLT6D1","Glt6d1",0,0,0,0,0,0,0,0,0,1
"GLT8D1","Glt8d1",45.646321,45.118797,77.918264,248,218,555,56.227794,38.52404,38.52404,1.44792369403533
"GLT8D2","Glt8d2",15.057438,11.306472,10.760094,157,132,282,12.374668,2.48944,2.48944,3.83289811545692
"GLTP","Gltp",15.268196,16.716356,14.566731,320,292,539,15.5170943333333,146.06771,146.06771,0.11230945483093
"GLTPD2","Gltpd2",0,0.134218,0,0,1,0,0.0447393333333333,5.58049,5.58049,0.158763151882813
"GLUD1","Glud1",122.400011,139.902314,134.238662,2514,2650,4807,132.180329,114.45186,114.45186,1.15355724022116
"GLUL","Glul",694.97708,635.886638,617.986128,18819,15205,31118,649.616615333333,966.79357,966.79357,0.672267966538911
"GLYAT","Glyat",0.065712,0.022494,0.040926,3,1,3,0.043044,0,0,1.043044
"GLYATL3","Glyatl3",0,0,0.047111,0,0,1,0.0157036666666667,0,0,1.01570366666667
"GLYCAM1","Glycam1",0,0.274017,0,0,1,0,0.091339,0,0,1.091339
"GLYCTK","Glyctk",2.309359,3.339332,2.455945,53,78,119,2.70154533333333,3.71341,3.71341,0.785322162369353
"GLYR1","Glyr1",44.533771,45.121181,41.065371,2011,1981,3550,43.573441,45.59819,45.59819,0.956548762945513
"GM2A","Gm2a",9.794227,10.971559,9.346658,562,618,1024,10.0374813333333,45.1003,45.1003,0.239423199704413
"GMCL1","Gmcl1",9.350022,9.54342,9.74371,336,334,662,9.54571733333333,7.94545,7.94545,1.17889176434202
"GMDS","Gmds",3.016692,3.191961,3.152149,61,65,127,3.12026733333333,117.3977,117.3977,0.0348002311981849
"GMEB1","Gmeb1",4.394225,4.036929,4.795498,215,215,393,4.408884,5.91241,5.91241,0.782488885931245
"GMEB2","Gmeb2",5.268892,4.56324,4.766089,250,214,443,4.86607366666667,5.78794,5.78794,0.864190559531561
"GMFB","Gmfb",187.563477,174.346582,157.746123,2675,2613,4604,173.218727333333,43.29546,43.29546,3.93310572535726
"GMFG","Gmfg",1.171445,0.698837,1.540855,8,3,14,1.13704566666667,14.7914,14.7914,0.135329715330285
"GMIP","Gmip",4.259301,6.164724,6.58656,68,61,166,5.670195,7.13639,7.13639,0.819797846465079
"GMNC","Gmnc",0.171245,0.3634,0.343091,6,10,21,0.292578666666667,0.66385,0.66385,0.776860093558113
"GMNN","Gmnn",4.504975,5.613144,2.552423,31,36,39,4.223514,4.50173,4.50173,0.949431178920085
"GMPPA","Gmppa",41.189627,34.741796,35.38469,225,219,399,37.105371,31.30467,31.30467,1.17956230476894
"GMPPB","Gmppb",5.676492,4.075623,9.818161,120,92,162,6.52342533333333,13.79563,13.79563,0.50848969143817
"GMPR","Gmpr",31.187536,31.034265,25.440756,294,333,618,29.2208523333333,22.32195,22.32195,1.29581155663799
"GMPR2","Gmpr2",10.225121,12.846096,11.481952,141,156,308,11.517723,86.40421,86.40421,0.143216476643402
"GMPS","Gmps",8.670888,9.025558,7.937617,1019,1026,1756,8.54468766666667,5.9539,5.9539,1.37256613794657
"GNA11","Gna11",51.97211,47.238394,51.619951,1098,1178,2106,50.2768183333333,46.38651,46.38651,1.08209738031632
"GNA12","Gna12",21.84835,22.197816,20.826727,973,983,1809,21.6242976666667,92.79376,92.79376,0.241213249865094
"GNA13","Gna13",8.6995,9.056314,8.635012,671,710,1344,8.796942,10.60085,10.60085,0.844502083899025
"GNA14","Gna14",0.059711,0.060901,0.1562,2,2,5,0.0922706666666667,3.19478,3.19478,0.260388069616682
"GNA15","Gna15",1.327057,0.49695,0.657746,17,9,28,0.827251,3.87937,3.87937,0.374485025730781
"GNAI1","Gnai1",46.252067,47.407784,42.631802,1939,1928,3393,45.430551,493.98726,493.98726,0.0938015071337392
"GNAI2","Gnai2",69.756843,87.773497,121.123462,1233,1420,2634,92.8846006666667,271.51459,271.51459,0.34451219902269
"GNAI3","Gnai3",7.96599,9.481568,8.835187,354,411,746,8.760915,7.55129,7.55129,1.1414552658137
"GNAL","Gnal",66.272857,77.833642,78.696509,4107,4356,7950,74.2676693333333,42.94279,42.94279,1.71285595050595
"GNAO1","Gnao1",905.401072,895.0204,779.120243,7231,7538,14051,859.847238333333,1609.27574,1609.27574,0.534596166947987
"GNAQ","Gnaq",34.815305,35.333839,33.064626,2502,2424,4359,34.40459,144.69852,144.69852,0.242998968005989
"GNAS","Gnas",999.570116,1087.351166,957.860573,8798,9750,16782,1014.927285,962.49929,962.49929,1.05441415011318
"GNAT1","Gnat1",0.529693,0.790204,0.200201,3,4,5,0.506699333333333,2.15751,2.15751,0.47717959193584
"GNAT2","Gnat2",0.186945,0,0.280524,2,0,3,0.155823,0,0,1.155823
"GNAT3","Gnat3",0,0,0,0,0,0,0,0,0,1
"GNAZ","Gnaz",16.550973,16.807682,16.998076,754,765,1340,16.785577,53.2947,53.2947,0.327574827745618
"GNB1","Gnb1",322.008597,344.044729,309.189468,6382,6825,11905,325.080931333333,408.86927,408.86927,0.795573016082258
"GNB1L","Gnb1l",3.710993,4.19863,3.915649,22,31,69,3.94175733333333,7.2816,7.2816,0.596715288511077
"GNB2","Gnb2",311.857733,334.456709,300.713857,2073,2262,4089,315.676099666667,122.08613,122.08613,2.57280084820822
"GNB3","Gnb3",0,0.20607,0,0,1,0,0.06869,3.36074,3.36074,0.245070790737352
"GNB4","Gnb4",10.746761,13.820726,14.823045,419,571,1045,13.1301773333333,3.07031,3.07031,3.47152362678355
"GNB5","Gnb5",65.81723,79.063693,72.474521,1419,1511,2547,72.4518146666667,32.21746,32.21746,2.21124115650825
"GNE","Gne",14.814555,10.18609,14.144985,379,372,675,13.0485433333333,14.66693,14.66693,0.896700459715677
"GNG10","Gng10",15.897965,22.818846,21.732066,204,284,525,20.1496256666667,28.69076,28.69076,0.712330222152167
"GNG11","Gng11",6.248149,5.723944,6.889949,58,55,131,6.28734733333333,20.60009,20.60009,0.337375785625585
"GNG12","Gng12",25.666498,23.709409,22.70431,865,757,1445,24.026739,9.37688,9.37688,2.41177878129072
"GNG13","Gng13",39.833803,74.794757,75.514025,58,107,215,63.3808616666667,3.2985,3.2985,14.9775181264782
"GNG2","Gng2",87.339161,82.166395,81.698459,2032,2051,3651,83.7346716666667,110.92516,110.92516,0.75706545040156
"GNG3","Gng3",54.10139,61.600969,56.64184,1092,1246,2252,57.4480663333333,239.44234,239.44234,0.243085582736108
"GNG4","Gng4",38.472588,37.132145,46.184988,604,556,936,40.5965736666667,11.78333,11.78333,3.25397010533771
"GNG5","Gng5",25.646753,26.337632,26.943349,135,140,281,26.3092446666667,29.6243,29.6243,0.891750820971146
"GNG7","Gng7",87.011171,103.909412,97.454871,3611,4223,7591,96.1251513333333,146.50336,146.50336,0.658460602750563
"GNG8","Gng8",1.386031,1.850766,1.474843,9,12,15,1.57054666666667,152.0631,152.0631,0.0167940324393447
"GNGT1","Gngt1",0.081305,0.149326,0,1,3,0,0.076877,0,0,1.076877
"GNGT2","Gngt2",2.800277,2.415604,2.100711,16,13,25,2.438864,2.98732,2.98732,0.862449966393467
"GNL1","Gnl1",43.605542,48.550038,42.609754,1501,1611,2905,44.921778,61.904,61.904,0.730029537072364
"GNL2","Gnl2",21.889983,17.615926,28.260697,409,394,846,22.5888686666667,17.0319,17.0319,1.30817432808892
"GNL3","Gnl3",29.156474,21.816559,27.987642,261,190,443,26.320225,26.71996,26.71996,0.985579524645779
"GNL3L","Gnl3l",48.584306,41.464759,46.070846,2567,2439,4512,45.3733036666667,4.02459,4.02459,9.22927117768149
"GNMT","Gnmt",0.22211,0,0.580117,2,0,9,0.267409,2.63465,2.63465,0.348701800723591
"GNPAT","Gnpat",36.188621,40.341035,30.536128,494,568,1013,35.6885946666667,29.43759,29.43759,1.20537120930621
"GNPDA1","Gnpda1",27.415384,32.371789,27.426687,180,221,360,29.0712866666667,25.35077,25.35077,1.14119195251853
"GNPDA2","Gnpda2",10.190457,9.73373,8.095289,195,217,375,9.33982533333333,8.11142,8.11142,1.1348204048692
"GNPNAT1","Gnpnat1",7.904336,8.097912,11.045506,132,123,258,9.015918,14.66693,14.66693,0.639303169159497
"GNPTAB","Gnptab",24.059434,19.563348,21.912877,857,779,1521,21.8452196666667,20.74531,20.74531,1.05058146637903
"GNPTG","Gnptg",34.693696,36.170481,35.295145,607,613,1172,35.3864406666667,275.8711,275.8711,0.131420147016668
"GNRH1","Gnrh1",2.86545,0.765411,1.445813,10,2,7,1.69222466666667,2.61391,2.61391,0.744961735811536
"GNRHR","Gnrhr",0,0.034037,0.017459,0,1,1,0.0171653333333333,0,0,1.01716533333333
"GNS","Gns",30.489305,38.802283,32.493897,890,1014,1765,33.928495,10.49713,10.49713,3.03801861855959
"GOLGA1","Golga1",24.649771,23.637658,28.579139,374,388,785,25.6221893333333,8.69228,8.69228,2.74674166793916
"GOLGA2","Golga2",22.70798,27.595696,24.496758,948,936,1791,24.933478,41.73956,41.73956,0.606779246206559
"GOLGA3","Golga3",8.495632,9.587113,8.280673,782,784,1414,8.787806,16.61699,16.61699,0.55558900811092
"GOLGA4","Golga4",44.634183,39.506879,41.644272,1303,1298,2682,41.9284446666667,13.75414,13.75414,2.90958637146365
"GOLGA5","Golga5",7.603153,9.949616,8.836422,226,274,520,8.796397,17.15637,17.15637,0.539557025991429
"GOLGA7","Golga7",35.333194,37.985443,33.217222,827,844,1479,35.511953,238.25986,238.25986,0.152603754762709
"GOLIM4","Golim4",14.354536,10.974116,10.645829,291,262,517,11.9914936666667,24.9566,24.9566,0.500508297183247
"GOLM1","Golm1",5.596912,5.072467,5.582389,286,254,533,5.417256,45.61893,45.61893,0.137653438206325
"GOLPH3","Golph3",26.928968,28.369257,24.103339,887,921,1553,26.467188,22.09375,22.09375,1.18937755886333
"GOLPH3L","Golph3l",7.535672,7.643673,7.006554,205,189,385,7.39529966666667,5.99539,5.99539,1.20011888781993
"GOLT1A","Golt1a",0.190218,1.783479,0.04779,0,8,2,0.673829,5.58049,5.58049,0.254362365112628
"GOLT1B","Golt1b",19.963463,22.509492,19.910025,348,389,702,20.7943266666667,13.96159,13.96159,1.4566851963372
"GON4L","Gon4l",8.258017,8.828394,10.045905,787,773,1616,9.04410533333333,27.1971,27.1971,0.356210579574968
"GOPC","Gopc",12.767888,12.819652,11.713293,685,687,1195,12.433611,10.47638,10.47638,1.17054428312761
"GORAB","Gorab",3.002051,2.79966,3.751955,103,94,222,3.18455533333333,5.35229,5.35229,0.658747527794439
"GORASP1","Gorasp1",6.548633,10.694916,10.946086,246,292,522,9.396545,33.21324,33.21324,0.30387490339997
"GORASP2","Gorasp2",30.647987,30.602462,27.655713,830,887,1481,29.6353873333333,26.82368,26.82368,1.10105447350362
"GOSR1","Gosr1",17.865012,16.91463,14.28591,520,546,922,16.355184,15.0196,15.0196,1.08337186945991
"GOSR2","Gosr2",26.704862,28.531762,25.359541,938,1018,1655,26.8653883333333,44.16676,44.16676,0.616944592291617
"GOT1","Got1",132.602157,143.497,135.035373,2957,2982,5348,137.044843333333,99.30779,99.30779,1.37621258860686
"GOT1L1","Got1l1",0.673696,0.681641,0.781147,5,4,8,0.712161333333333,0.20745,0.20745,1.41799770866979
"GOT2","Got2",82.465439,89.194655,77.764064,2243,2427,3968,83.141386,51.07495,51.07495,1.61577468629351
"GP1BA","Gp1ba",0.354154,0.222261,0.199572,13,8,14,0.258662333333333,0.60161,0.60161,0.785873173452547
"GP1BB","Gp1bb",1.615703,1.031408,1.089683,36,25,53,1.245598,114.09919,114.09919,0.0195101112353614
"GP2","Gp2",0.041703,0,0.043699,1,0,2,0.0284673333333333,0,0,1.02846733333333
"GP5","Gp5",0.245796,0.34435,0.22598,6,9,12,0.272042,0,0,1.272042
"GP6","Gp6",0.01288,0.026115,0.029219,1,2,5,0.022738,1.05801,1.05801,0.496954825292394
"GP9","Gp9",0.217668,0.216883,0.445123,2,2,8,0.293224666666667,0,0,1.29322466666667
"GPA33","Gpa33",0,0,0,0,0,0,0,0.10373,0.10373,0.906018682105225
"GPAA1","Gpaa1",29.967674,35.86902,29.664751,219,246,439,31.833815,147.12572,147.12572,0.221661808631209
"GPAM","Gpam",11.094773,13.38493,12.047074,869,979,1816,12.1755923333333,3.54745,3.54745,2.89735837300758
"GPANK1","Gpank1",11.244327,11.058588,14.198866,86,81,177,12.1672603333333,14.1483,14.1483,0.869223631254552
"GPAT2","Gpat2",0.112503,0.11489,0.162499,4,4,11,0.129964,21.24319,21.24319,0.0508004472380086
"GPATCH1","Gpatch1",6.364214,5.928392,5.987987,251,234,459,6.093531,6.26508,6.26508,0.97638718362358
"GPATCH2","Gpatch2",3.391416,3.804344,3.84001,186,206,387,3.67859,5.43527,5.43527,0.727023108587518
"GPATCH3","Gpatch3",3.378051,2.199678,2.251907,38,39,84,2.60987866666667,25.91089,25.91089,0.134141927920878
"GPATCH4","Gpatch4",7.082719,6.502079,6.423372,146,134,264,6.66939,44.93434,44.93434,0.166964192802161
"GPATCH8","Gpatch8",17.431457,13.764825,16.285715,950,815,1879,15.8273323333333,18.17289,18.17289,0.877662800617608
"GPBAR1","Gpbar1",0,0,0,0,0,0,0,0.18671,0.18671,0.842665857707443
"GPBP1","Gpbp1",44.026759,45.173173,41.182749,1274,1234,2105,43.4608936666667,53.77184,53.77184,0.811747307862337
"GPBP1L1","Gpbp1l1",17.455194,12.236939,20.006459,402,393,769,16.5661973333333,42.71459,42.71459,0.401838318358546
"GPC1","Gpc1",17.11781,13.6209,15.204514,812,688,1341,15.314408,63.31468,63.31468,0.253665384014971
"GPC2","Gpc2",1.068177,0.561695,0.576125,35,20,51,0.735332333333333,6.26508,6.26508,0.238859356446637
"GPC3","Gpc3",1.50884,2.267377,2.051436,44,65,114,1.942551,15.95314,15.95314,0.17356967499826
"GPC4","Gpc4",1.906867,2.646679,2.650404,66,92,181,2.40131666666667,2.90434,2.90434,0.871163030542081
"GPC5","Gpc5",12.142664,14.502008,12.731291,427,486,808,13.125321,6.67999,6.67999,1.83923690004805
"GPC6","Gpc6",2.524078,1.91384,1.877231,101,80,165,2.10504966666667,0.93354,0.93354,1.60588850846978
"GPCPD1","Gpcpd1",36.543312,42.026465,40.901301,1368,1559,2842,39.8236926666667,13.81637,13.81637,2.75531001633104
"GPD1","Gpd1",27.166937,24.37074,23.982786,944,780,1584,25.1734876666667,26.80294,26.80294,0.941392804741753
"GPD1L","Gpd1l",23.904889,26.006527,22.805387,1360,1434,2404,24.2389343333333,12.88284,12.88284,1.81799504520209
"GPD2","Gpd2",19.58473,20.015961,20.454827,1294,1376,2398,20.018506,11.4929,11.4929,1.68243610370691
"GPHA2","Gpha2",0,0,0,0,0,0,0,0,0,1
"GPHB5","Gphb5",0.049517,0,0,1,0,0,0.0165056666666667,0,0,1.01650566666667
"GPHN","Gphn",34.918421,31.017386,31.74754,818,823,1334,32.5611156666667,148.95131,148.95131,0.223813420947551
"GPIHBP1","Gpihbp1",0,0.118599,0,0,1,0,0.039533,37.19634,37.19634,0.0272155133188154
"GPKOW","Gpkow",13.66252,13.027542,11.879812,432,440,783,12.8566246666667,18.60854,18.60854,0.706662743206106
"GPLD1","Gpld1",19.537387,15.686781,14.079621,390,366,676,16.4345963333333,5.49751,5.49751,2.68327348989587
"GPM6A","Gpm6a",303.866704,325.958511,288.66943,13460,13794,23799,306.164881666667,247.13885,247.13885,1.23787501097336
"GPM6B","Gpm6b",246.380282,257.720067,232.527009,12290,12189,21458,245.542452666667,628.97698,628.97698,0.391351526315559
"GPN1","Gpn1",15.304264,12.72149,11.13635,260,257,445,13.0540346666667,16.13985,16.13985,0.819962523981637
"GPN2","Gpn2",3.551227,3.22417,2.488345,41,46,74,3.087914,9.95775,9.95775,0.373061440532956
"GPN3","Gpn3",11.693094,15.53921,13.58288,110,116,209,13.6050613333333,23.08953,23.08953,0.606282535746166
"GPNMB","Gpnmb",0.609285,0.834957,1.270219,26,23,38,0.904820333333333,16.61699,16.61699,0.108124051460172
"GPR1","Gpr1",0.159257,0.646219,0.450323,4,13,17,0.418599666666667,0.20745,0.20745,1.17487238947092
"GPR101","Gpr101",1.388322,1.682803,1.077402,107,126,157,1.38284233333333,0,0,2.38284233333333
"GPR107","Gpr107",22.222343,17.853787,15.929286,592,551,1049,18.668472,28.33809,28.33809,0.670407378258094
"GPR108","Gpr108",6.499192,6.7,5.455731,184,182,291,6.21830766666667,51.07495,51.07495,0.138613818480223
"GPR119","Gpr119",0,0.034622,0,0,1,0,0.0115406666666667,0,0,1.01154066666667
"GPR12","Gpr12",27.83434,23.999188,15.727672,161,174,284,22.5204,3.33999,3.33999,5.41945949184215
"GPR132","Gpr132",0,0,0.015708,0,0,1,0.005236,0.74683,0.74683,0.575462981515087
"GPR135","Gpr135",4.215325,4.632435,3.60742,166,186,289,4.15172666666667,0.78832,0.78832,2.88076332349169
"GPR137","Gpr137",32.758941,36.676377,36.777673,521,596,1119,35.4043303333333,104.66008,104.66008,0.344541953151402
"GPR137B","Gpr137b",8.639531,10.424501,9.029072,184,213,317,9.364368,24.9981,24.9981,0.398658671210588
"GPR137C","Gpr137c",10.301202,11.196034,9.206349,456,475,758,10.2345283333333,6.47254,6.47254,1.50344171236733
"GPR139","Gpr139",0.600153,1.184741,0.693423,40,77,88,0.826105666666667,0,0,1.82610566666667
"GPR141","Gpr141",0,0,0.011409,0,0,1,0.003803,4.12832,4.12832,0.195737200486709
"GPR142","Gpr142",0,0,0,0,0,0,0,0,0,1
