"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"SLC35C2","Slc35c2",23.035609,28.158536,26.024091,384,371,673,25.739412,27.18605,27.18605,0.948675390840504
"SLC35D1","Slc35d1",2.821184,2.572734,3.569533,118,112,285,2.987817,2.45171,2.45171,1.15531635044659
"SLC35D2","Slc35d2",0.303177,0.103829,0.344999,4,3,10,0.250668333333333,39.59978,39.59978,0.0308048056746449
"SLC35D3","Slc35d3",3.590257,3.084298,3.358581,109,98,215,3.34437866666667,0.15517,0.15517,3.76081327135111
"SLC35E1","Slc35e1",13.886969,13.82675,12.950557,821,813,1496,13.5547586666667,8.53443,8.53443,1.52654733074412
"SLC35E3","Slc35e3",11.127243,9.656771,9.186408,378,357,670,9.99014066666667,20.42057,20.42057,0.513064809510983
"SLC35E4","Slc35e4",4.398971,4.797128,3.960014,170,192,314,4.385371,3.81722,3.81722,1.11794167590436
"SLC35F1","Slc35f1",16.340214,16.353517,15.07524,1097,1087,1974,15.9229903333333,3.01033,3.01033,4.21984982117016
"SLC35F2","Slc35f2",1.449939,1.757774,1.282098,44,53,84,1.49660366666667,4.71721,4.71721,0.436682169566391
"SLC35F3","Slc35f3",11.793496,11.619751,9.697987,394,397,667,11.037078,4.87239,4.87239,2.04977496385628
"SLC35F4","Slc35f4",3.759603,5.191212,4.589315,96,132,234,4.51337666666667,0.89999,0.89999,2.90179246557438
"SLC35F5","Slc35f5",6.848339,8.041748,7.623079,161,179,299,7.50438866666667,17.0999,17.0999,0.469858323342486
"SLC35G1","Slc35g1",0.839517,0.972819,0.719357,30,43,57,0.843897666666667,5.21376,5.21376,0.296744268633914
"SLC35G2","Slc35g2",13.192191,13.974868,9.678054,150,166,252,12.2817043333333,10.83097,10.83097,1.12262175741578
"SLC35G6","Slc35g3",0.053966,0.109993,0.113084,1,2,4,0.0923476666666667,0.18621,0.18621,0.920872077175767
"SLC36A1","Slc36a1",12.330045,11.987537,10.911143,853,881,1547,11.7429083333333,5.80342,5.80342,1.87301509142951
"SLC36A2","Slc36a2",0.156106,0.096815,0.131167,5,3,8,0.128029333333333,1.0862,1.0862,0.540710062953376
"SLC36A3","Slc36a3",0,0,0,0,0,0,0,0.31034,0.31034,0.76316070638155
"SLC36A4","Slc36a4",11.879358,12.192264,10.408094,896,953,1577,11.4932386666667,11.51373,11.51373,0.998362491972151
"SLC37A1","Slc37a1",12.162586,14.150692,8.320303,69,72,129,11.544527,9.31029,9.31029,1.21669972425606
"SLC37A2","Slc37a2",0.618253,0.734078,0.810047,34,39,83,0.720792666666667,2.66895,2.66895,0.469015022463284
"SLC37A3","Slc37a3",30.941925,29.117528,28.582895,582,643,1056,29.5474493333333,13.77923,13.77923,2.06691751419616
"SLC38A1","Slc38a1",28.590585,31.675229,27.068319,2620,2511,4353,29.1113776666667,7.13789,7.13789,3.70014557418037
"SLC38A10","Slc38a10",22.771292,22.244528,20.961726,794,696,1313,21.9925153333333,56.94795,56.94795,0.39677875288657
"SLC38A11","Slc38a11",2.370114,1.903276,2.23573,30,24,57,2.16970666666667,4.00343,4.00343,0.633506747704408
"SLC38A2","Slc38a2",28.952014,26.047976,24.969003,1926,1663,3126,26.656331,26.93778,26.93778,0.989925863830269
"SLC38A3","Slc38a3",38.339145,36.914978,34.742482,720,682,1372,36.665535,45.15492,45.15492,0.816067604493735
"SLC38A4","Slc38a4",0.162847,0.260772,0.190853,9,14,19,0.204824,0.34138,0.34138,0.898197378818828
"SLC38A5","Slc38a5",4.810489,1.851466,1.579523,42,27,58,2.74715933333333,80.62713,80.62713,0.0459058077055182
"SLC38A6","Slc38a6",26.072657,19.046496,24.120988,833,632,1573,23.080047,16.82059,16.82059,1.3512485838011
"SLC38A7","Slc38a7",6.545164,6.841145,9.434357,212,230,468,7.60688866666667,8.34823,8.34823,0.920697144450518
"SLC38A8","Slc38a8",0.085062,0.162999,0.103667,3,3,7,0.117242666666667,1.1793,1.1793,0.512661252084002
"SLC38A9","Slc38a9",3.30519,3.330405,3.880072,304,298,641,3.50522233333333,14.71026,14.71026,0.286769431781099
"SLC39A1","Slc39a1",11.088674,11.797506,9.945845,346,364,598,10.9440083333333,23.36883,23.36883,0.490134665198671
"SLC39A10","Slc39a10",54.936469,55.481434,46.628419,3103,3004,5013,52.348774,39.47564,39.47564,1.3180464595495
"SLC39A11","Slc39a11",4.851612,4.722526,4.173678,123,151,251,4.58260533333333,137.45094,137.45094,0.0403219027139385
"SLC39A12","Slc39a12",14.720527,14.719696,15.407136,513,505,948,14.9491196666667,0.46551,0.46551,10.8829824884625
"SLC39A13","Slc39a13",11.73054,15.295459,17.852655,133,156,265,14.9595513333333,38.91702,38.91702,0.3998182062021
"SLC39A14","Slc39a14",8.34769,9.642556,9.966126,422,372,708,9.31879066666667,3.19653,3.19653,2.45888642918475
"SLC39A3","Slc39a3",15.943594,15.913138,19.03917,618,642,1295,16.9653006666667,17.87576,17.87576,0.951765686079218
"SLC39A4","Slc39a4",0.169317,0.602291,0.058122,4,3,3,0.276576666666667,8.90685,8.90685,0.128857978738617
"SLC39A5","Slc39a5",0.121795,0.516304,0.103265,3,8,5,0.247121333333333,0.55862,0.55862,0.800144572335357
"SLC39A6","Slc39a6",14.619907,13.473876,16.242568,410,465,838,14.7787836666667,26.47226,26.47226,0.574353317370565
"SLC39A7","Slc39a7",71.191688,74.092347,65.493284,739,696,1320,70.2591063333333,47.20318,47.20318,1.4783071642438
"SLC39A8","Slc39a8",1.021594,0.935164,0.977684,44,42,83,0.978147333333333,13.37579,13.37579,0.137602687110297
"SLC39A9","Slc39a9",9.650242,10.478025,9.691136,615,674,1081,9.939801,14.43095,14.43095,0.708951879177886
"SLC3A1","Slc3a1",0,0,0.034762,0,0,2,0.0115873333333333,1.11724,1.11724,0.477785859578193
"SLC3A2","Slc3a2",298.16893,285.577343,316.121333,862,947,1791,299.955868666667,127.39583,127.39583,2.3439691823844
"SLC40A1","Slc40a1",5.206439,26.34779,20.989591,138,158,229,17.5146066666667,9.96201,9.96201,1.68897918052133
"SLC41A1","Slc41a1",15.682827,18.525937,21.554816,730,737,1490,18.58786,12.07235,12.07235,1.49841918247293
"SLC41A2","Slc41a2",9.493411,8.801479,6.563158,228,264,494,8.286016,2.14137,2.14137,2.95604019902145
"SLC41A3","Slc41a3",0.869572,1.705565,0.999294,27,53,61,1.191477,62.93757,62.93757,0.0342752625725376
"SLC43A1","Slc43a1",0.071065,0.092837,0.121594,3,5,3,0.0951653333333333,4.65515,4.65515,0.193658052100003
"SLC43A2","Slc43a2",12.169094,17.32306,16.215336,611,645,1215,15.23583,14.55509,14.55509,1.04376316691192
"SLC43A3","Slc43a3",0.518609,0.351304,0.420785,5,6,15,0.430232666666667,12.91027,12.91027,0.102818469135873
"SLC44A1","Slc44a1",32.059799,33.416551,29.571566,1038,1009,1784,31.6826386666667,584.09669,584.09669,0.0558585259928007
"SLC44A2","Slc44a2",15.279914,14.443532,14.472552,368,372,740,14.7319993333333,216.55739,216.55739,0.0723119510366131
"SLC44A3","Slc44a3",0,0.21878,0.112478,0,3,4,0.110419333333333,7.38616,7.38616,0.132410940565567
"SLC44A4","Slc44a4",0.10014,0.136766,0.035134,3,4,2,0.09068,0.96206,0.96206,0.555885141127183
"SLC44A5","Slc44a5",1.811267,1.534488,1.908766,113,94,218,1.751507,0.74482,0.74482,1.57695750851091
"SLC45A1","Slc45a1",13.619475,15.122103,11.387366,396,459,798,13.3763146666667,6.76548,6.76548,1.85131050066019
"SLC45A2","Slc45a2",0.073252,0.074999,0,3,3,0,0.049417,0.96206,0.96206,0.534854693536385
"SLC45A3","Slc45a3",0.206365,0.184679,0.201463,9,8,17,0.197502333333333,41.46183,41.46183,0.0282018540730188
"SLC45A4","Slc45a4",10.911367,12.06425,9.892177,542,600,992,10.9559313333333,3.22757,3.22757,2.8280859532387
"SLC46A1","Slc46a1",4.668325,5.950635,6.27221,114,128,246,5.63039,19.48954,19.48954,0.323598772837262
"SLC46A2","Slc46a2",0,0,0,0,0,0,0,0.27931,0.27931,0.781671369722741
"SLC46A3","Slc46a3",3.744438,2.911927,4.538951,71,64,125,3.731772,10.08615,10.08615,0.426818327372442
"SLC47A2","Slc47a1",0.627419,1.637568,0.869333,9,40,46,1.04477333333333,3.35171,3.35171,0.469878124538017
"SLC48A1","Slc48a1",69.161692,74.361775,70.150249,1219,1298,2346,71.224572,200.97817,200.97817,0.357586030213067
"SLC4A1","Slc4a1",0.031334,1.278555,0.016367,2,2,2,0.442085333333333,1.48965,1.48965,0.579232154452768
"SLC4A10","Slc4a10",69.654455,64.795948,61.090835,3027,2943,5265,65.1804126666667,4.77928,4.77928,11.4513248478473
"SLC4A11","Slc4a11",0.59554,0.522905,1.116299,19,17,53,0.744914666666667,1.64482,1.64482,0.659747985370145
"SLC4A2","Slc4a2",25.94942,19.135981,16.710562,340,351,650,20.5986543333333,57.41347,57.41347,0.369754687289307
"SLC4A3","Slc4a3",53.677316,57.420412,53.018637,1394,1532,3074,54.705455,8.37926,8.37926,5.93921642005872
"SLC4A4","Slc4a4",32.942639,42.492863,32.897707,2622,2554,4433,36.1110696666667,7.88271,7.88271,4.17789949988986
"SLC4A7","Slc4a7",6.825601,4.768893,4.28033,392,327,606,5.291608,2.73102,2.73102,1.68629704477596
"SLC4A8","Slc4a8",14.254959,22.604732,19.58256,1450,1520,2875,18.8140836666667,8.56547,8.56547,2.07141767907554
"SLC50A1","Slc50a1",29.514101,31.511731,29.503549,189,190,289,30.1764603333333,21.56884,21.56884,1.38139400754905
"SLC51A","Slc51a",0,0,0.031793,0,0,1,0.0105976666666667,9.99305,9.99305,0.0919305985751604
"SLC51B","Slc51b",0,0.148572,0,0,1,0,0.049524,1.79999,1.79999,0.374831338683352
"SLC52A2","Slc52a2",2.63498,3.030989,2.358732,116,139,203,2.67490033333333,38.1722,38.1722,0.0938139888322161
"SLC52A3","Slc52a3",0.899837,0.526341,0.576386,31,18,39,0.667521333333333,4.18963,4.18963,0.321317961653014
"SLC5A1","Slc5a1",0,0,0,0,0,0,0,0.27931,0.27931,0.781671369722741
"SLC5A10","Slc5a10",0,0,0,0,0,0,0,0,0,1
"SLC5A11","Slc5a11",1.13142,10.257322,2.551421,7,3,15,4.646721,83.97883,83.97883,0.0664485613652247
"SLC5A12","Slc5a12",0.040917,0.047121,0.12287,2,2,8,0.0703026666666667,0.40345,0.40345,0.762622584820739
"SLC5A2","Slc5a2",0,0.128918,0,0,1,0,0.0429726666666667,0.65172,0.65172,0.631446411417593
"SLC5A3","Slc5a3",3.715896,2.493163,2.939109,579,387,889,3.04938933333333,1.36551,1.36551,1.71184621216285
"SLC5A4","Slc5a4a",0,0,0,0,0,0,0,0.58965,0.58965,0.629069291982512
"SLC5A5","Slc5a5",2.912998,2.974646,3.045223,110,114,230,2.97762233333333,0.9931,0.9931,1.9956963189671
"SLC5A6","Slc5a6",9.047511,5.920327,9.32579,191,202,393,8.097876,16.16887,16.16887,0.529905346129361
"SLC5A7","Slc5a7",5.227877,2.750361,4.104313,159,162,315,4.027517,0,0,5.027517
"SLC5A8","Slc5a8",0.083229,0.043465,0.014882,6,3,2,0.047192,0,0,1.047192
"SLC5A9","Slc5a9",0,0,0,0,0,0,0,0.43448,0.43448,0.697116725224472
"SLC6A1","Slc6a1",87.555814,81.125657,81.373078,4612,4559,8192,83.3515163333333,39.81702,39.81702,2.06657703902277
"SLC6A11","Slc6a11",33.495224,32.997626,29.552261,1939,1874,3272,32.015037,4.18963,4.18963,6.36173233929972
"SLC6A12","Slc6a12",0.795546,1.420629,1.310464,5,8,26,1.17554633333333,10.52063,10.52063,0.188839180959143
"SLC6A13","Slc6a13",3.364951,3.680667,4.555171,73,89,212,3.86692966666667,12.04131,12.04131,0.373193311612612
"SLC6A14","Slc6a14",0,0.022562,0,0,1,0,0.00752066666666667,0.03103,0.03103,0.97719820632442
"SLC6A15","Slc6a15",12.706667,16.9236,13.347096,548,715,1100,14.3257876666667,2.57585,2.57585,4.28591458441117
"SLC6A17","Slc6a17",154.984833,127.277297,129.843067,5858,5734,10245,137.368399,2.88619,2.88619,35.6051554350148
"SLC6A18","Slc6a18",0.109769,0.054356,0.085227,6,3,8,0.0831173333333333,0,0,1.08311733333333
"SLC6A19","Slc6a19",0.039996,0.617155,0.631809,2,3,8,0.429653333333333,0.03103,0.03103,1.38662631866515
"SLC6A2","Slc6a2",0,0.012085,0.006103,0,1,1,0.00606266666666667,0,0,1.00606266666667
"SLC6A20","Slc6a20b",0.262654,0.106356,0.182886,20,8,27,0.183965333333333,0.46551,0.46551,0.807886219359358
"SLC6A3","Slc6a3",0.041628,0.063921,0.043799,2,3,4,0.0497826666666667,0.43448,0.43448,0.73182105478408
"SLC6A4","Slc6a4",0,0.03608,0.042519,0,1,3,0.0261996666666667,0.65172,0.65172,0.621291542553621
"SLC6A5","Slc6a5",0.010077,0.020497,0.019062,1,2,4,0.0165453333333333,0.27931,0.27931,0.794604383091927
"SLC6A6","Slc6a6",30.447344,34.520974,32.86101,1658,1805,3079,32.609776,8.37926,8.37926,3.58341446979826
"SLC6A7","Slc6a7",12.746625,12.873671,12.160322,573,585,1060,12.5935393333333,2.54481,2.54481,3.83477233852684
"SLC6A8","Slc6a8",63.107351,50.644098,50.426342,992,894,1678,54.7259303333333,76.96508,76.96508,0.714754994586465
"SLC6A9","Slc6a9",22.012341,19.025855,22.850821,437,450,805,21.296339,92.97878,92.97878,0.237248653366217
"SLC7A1","Slc7a1",7.108358,6.693815,5.637743,613,615,1020,6.479972,9.86891,9.86891,0.688198908630212
"SLC7A10","Slc7a10",23.568348,23.233705,27.250943,245,219,499,24.684332,2.2655,2.2655,7.86535966926964
"SLC7A11","Slc7a11",5.069764,7.788817,8.051277,641,676,1273,6.96995266666667,3.66205,3.66205,1.70953822174079
"SLC7A13","Slc7a13",0,0,0.01863,0,0,1,0.00621,0,0,1.00621
"SLC7A14","Slc7a14",12.613991,13.429437,12.25859,1631,1693,3007,12.7673393333333,5.39997,5.39997,2.15115685438109
"SLC7A2","Slc7a2",3.985734,4.380698,4.612687,430,463,941,4.326373,2.20344,2.20344,1.6627041555328
"SLC7A3","Slc7a3",6.901413,6.571852,7.233442,83,101,169,6.90223566666667,0,0,7.90223566666667
"SLC7A4","Slc7a4",29.019547,27.854663,26.646785,645,578,1073,27.8403316666667,1.89309,1.89309,9.968694947847
"SLC7A5","Slc7a5",19.421114,17.292401,18.226684,749,757,1460,18.3133996666667,33.79636,33.79636,0.555040805034396
"SLC7A6","Slc7a6",5.903363,7.585358,8.033239,264,251,581,7.17398666666667,7.66547,7.66547,0.943282553244852
"SLC7A6OS","Slc7a6os",11.767842,9.000798,9.326219,202,157,336,10.0316196666667,10.5827,10.5827,0.952422118043864
"SLC7A7","Slc7a7",3.045825,0.75783,1.010949,26,20,33,1.604868,14.18268,14.18268,0.17156839240503
"SLC7A8","Slc7a8",12.106794,13.567878,12.031526,689,761,1294,12.5687326666667,5.2448,5.2448,2.17280500042702
"SLC7A9","Slc7a9",0,0,0,0,0,0,0,0.27931,0.27931,0.781671369722741
"SLC8A1","Slc8a1",16.515868,16.758921,15.153984,4261,3931,6913,16.1429243333333,2.94826,2.94826,4.34189347543813
"SLC8A2","Slc8a2",44.824878,54.11911,50.873566,2747,3327,6153,49.9391846666667,5.92755,5.92755,7.35313128980183
"SLC8A3","Slc8a3",8.224111,7.952485,6.900812,342,398,620,7.69246933333333,4.22067,4.22067,1.66501030199827
"SLC9A1","Slc9a1",17.51296,13.213374,13.065546,515,558,1022,14.5972933333333,10.05512,10.05512,1.41086603612926
"SLC9A3","Slc9a3",0.82599,0.569952,0.347032,13,10,8,0.580991333333333,1.73792,1.73792,0.577442486753935
"SLC9A3R1","Slc9a3r1",13.956525,12.546598,13.748101,332,305,659,13.4170746666667,130.87167,130.87167,0.109326549566459
"SLC9A3R2","Slc9a3r2",16.857403,13.140686,15.144919,313,270,564,15.0476693333333,102.53735,102.53735,0.154994012627649
"SLC9A4","Slc9a4",0.056252,0.125977,0.421854,3,5,7,0.201361,4.2517,4.2517,0.228756593103186
"SLC9A7","Slc9a7",9.083226,10.511085,10.977241,199,246,414,10.1905173333333,1.30344,1.30344,4.85817617708008
"SLC9A8","Slc9a8",7.282785,8.811404,6.940865,330,383,649,7.67835133333333,3.84825,3.84825,1.78999666546348
"SLC9A9","Slc9a9",3.61684,3.925254,4.260282,173,184,389,3.93412533333333,82.45815,82.45815,0.0591209526371401
"SLC9B1","Slc9b1",0.284499,0.160487,1.681158,5,3,11,0.708714666666667,5.77238,5.77238,0.252306377767737
"SLC9B2","Slc9b2",1.328192,2.049577,3.235912,29,29,76,2.20456033333333,11.45166,11.45166,0.257360089605188
"SLC9C1","Slc9c1",0,0,0,0,0,0,0,0.06207,0.06207,0.941557524456957
"SLCO1A2","Slco1a4",26.30569,27.053045,25.955141,787,779,1479,26.4379586666667,48.35145,48.35145,0.555970668879368
"SLCO1B7","Slco1b2",0.74641,0,0.023335,11,0,2,0.256581666666667,0,0,1.25658166666667
"SLCO1C1","Slco1c1",22.169574,20.598328,19.4538,787,723,1299,20.7405673333333,1.73792,1.73792,7.94054148161134
"SLCO2A1","Slco2a1",0.246536,0.210872,0.2806,24,21,53,0.246002666666667,3.69308,3.69308,0.265497853577324
"SLCO2B1","Slco2b1",6.886552,4.866732,5.250892,225,222,414,5.66805866666667,50.24454,50.24454,0.130122324576758
"SLCO3A1","Slco3a1",7.397741,6.272798,6.37553,347,295,584,6.682023,99.30978,99.30978,0.0765829912098302
"SLCO4A1","Slco4a1",0.630209,0.546413,0.632158,24,22,38,0.602926666666667,22.03436,22.03436,0.0695885045934277
"SLCO4C1","Slco4c1",0.782684,0.801155,0.838936,54,53,108,0.807591666666667,0.03103,0.03103,1.75319017552027
"SLFN13","Slfn8",0.500041,0.188221,0.415233,19,8,31,0.367831666666667,3.41377,3.41377,0.30990098411713
"SLFN14","Slfn14",0,0,0.010164,0,0,1,0.003388,0,0,1.003388
"SLFN5","Slfn5",1.965059,1.936072,2.199731,157,108,288,2.03362066666667,5.55514,5.55514,0.462785030779917
"SLFNL1","Slfnl1",0,0,0.023175,0,0,1,0.007725,0.93103,0.93103,0.521858800743645
"SLIRP","Slirp",58.076025,65.594642,52.084439,116,135,230,58.5850353333333,177.36106,177.36106,0.334069753416656
"SLIT1","Slit1",18.378089,11.591308,11.891,623,502,1156,13.9534656666667,13.53096,13.53096,1.02907623905555
"SLIT2","Slit2",11.332462,16.135249,11.189736,488,495,876,12.8858156666667,4.53101,4.53101,2.5105388828924
"SLIT3","Slit3",5.585751,6.447231,5.171595,393,369,676,5.734859,7.38616,7.38616,0.803092118442768
"SLITRK1","Slitrk1",11.898927,12.92294,11.500135,910,964,1670,12.107334,1.76896,1.76896,4.73366679186409
"SLITRK2","Slitrk2",5.335944,5.568234,5.105703,424,410,701,5.336627,10.4896,10.4896,0.551509800167108
"SLITRK3","Slitrk3",10.678154,13.26993,11.059284,622,749,1208,11.6691226666667,0.68275,0.68275,7.52882048234537
"SLITRK4","Slitrk4",9.010766,8.66706,8.391094,753,683,1209,8.68964,0.65172,0.65172,5.86639381977575
"SLITRK5","Slitrk5",11.801118,12.354854,11.745436,703,761,1295,11.967136,1.42758,1.42758,5.34158956656423
"SLITRK6","Slitrk6",0.371571,0.574639,0.429811,22,33,48,0.458673666666667,0.40345,0.40345,1.03934851021887
"SLK","Slk",22.984092,21.320919,26.812647,1380,1339,2608,23.705886,9.96201,9.96201,2.25377334996045
"SLMAP","Slmap",53.47132,58.621962,53.484904,1631,1814,3112,55.1927286666667,22.84125,22.84125,2.35695396284451
"SLN","Sln",0.252698,0.064438,0.331231,4,1,10,0.216122333333333,11.11028,11.11028,0.100420661894963
"SLPI","Slpi",0.565078,0,0.298454,3,0,3,0.287844,26.03778,26.03778,0.0476312774199657
"SLTM","Sltm",17.336282,15.427537,16.938915,816,733,1517,16.567578,77.33749,77.33749,0.224255053359509
"SLU7","Slu7",36.992177,33.921941,29.241439,567,622,1068,33.3851856666667,39.59978,39.59978,0.846930344614347
"SLURP1","Slurp1",0,0.274017,0,0,1,0,0.091339,2.0793,2.0793,0.354411392199526
"SLX1B","Slx1b",3.661531,4.208834,4.325072,132,133,295,4.06514566666667,0.18621,0.18621,4.27002441950975
"SLX4","Slx4",8.96285,9.213761,9.880459,327,303,577,9.35235666666667,2.42068,2.42068,3.02640313232067
"SMAD1","Smad1",5.04545,5.69614,5.190245,193,223,403,5.31061166666667,9.46546,9.46546,0.602994198694244
"SMAD2","Smad2",11.441665,11.543551,11.623954,413,464,748,11.53639,51.57902,51.57902,0.238429510477753
"SMAD3","Smad3",25.2354,24.444132,29.87238,825,798,1598,26.517304,8.90685,8.90685,2.77760377920328
"SMAD4","Smad4",19.682402,28.274934,24.5678,481,540,927,24.1750453333333,28.52053,28.52053,0.852797877725547
"SMAD5","Smad5",8.628399,8.777332,10.552767,529,514,960,9.31949933333333,5.61721,5.61721,1.55949400628563
"SMAD6","Smad6",0.364924,0.29526,1.131143,11,10,34,0.597109,58.81001,58.81001,0.0267030385047587
"SMAD7","Smad7",8.479995,7.664812,6.865956,260,212,402,7.67025433333333,44.6894,44.6894,0.189765116927194
"SMAD9","Smad9",2.423843,2.450569,2.064391,186,184,302,2.31293433333333,21.47574,21.47574,0.147400456373554
"SMAGP","Smagp",1.294093,1.155684,0.829848,13,9,14,1.09320833333333,2.85516,2.85516,0.542962765056011
"SMAP1","Smap1",81.56226,83.252967,66.977025,897,1036,1683,77.264084,47.17215,47.17215,1.6246749210903
"SMAP2","Smap2",42.718465,44.333629,41.395424,1541,1602,2868,42.8158393333333,30.59983,30.59983,1.38658465356723
"SMARCA1","Smarca1",11.473006,9.418313,8.928412,542,490,976,9.93991033333333,13.77923,13.77923,0.740221942099374
"SMARCA2","Smarca2",114.948941,116.844334,115.451515,2554,2547,4992,115.748263333333,77.36853,77.36853,1.48973399569104
"SMARCA4","Smarca4",19.539984,20.505498,18.939994,1458,1515,2721,19.6618253333333,91.61327,91.61327,0.22309789227109
"SMARCA5","Smarca5",22.493393,20.962901,17.254786,1009,875,1664,20.2370266666667,52.13764,52.13764,0.399660705041975
"SMARCAD1","Smarcad1",9.485276,9.078788,8.497367,375,326,664,9.020477,5.46204,5.46204,1.55066774578926
"SMARCAL1","Smarcal1",16.056747,20.058276,15.702387,507,528,887,17.27247,15.9206,15.9206,1.07989492098389
"SMARCB1","Smarcb1",20.955743,26.354012,21.9724,472,530,994,23.0940516666667,46.42732,46.42732,0.508020517850612
"SMARCC1","Smarcc1",18.690777,16.147385,21.103529,758,795,1516,18.6472303333333,16.60335,16.60335,1.11610746439361
"SMARCC2","Smarcc2",45.629017,45.262635,46.409741,2646,2599,4904,45.767131,54.46521,54.46521,0.843179553453417
"SMARCD1","Smarcd1",65.471448,75.888767,64.256959,1639,1809,3095,68.539058,50.64799,50.64799,1.34640395492642
"SMARCD2","Smarcd2",7.583652,5.727235,9.472677,116,95,246,7.59452133333333,21.22747,21.22747,0.38666214973334
"SMARCD3","Smarcd3",35.396023,34.430749,37.988386,539,551,1153,35.938386,75.04095,75.04095,0.485769654377017
"SMARCE1","Smarce1",35.561703,32.228238,36.93264,466,444,930,34.907527,51.73419,51.73419,0.68091549334502
"SMC1A","Smc1a",27.393487,26.85057,26.627641,918,895,1699,26.9572326666667,11.07925,11.07925,2.31448414981614
"SMC1B","Smc1b",0.035222,1.57481,0.009348,2,3,1,0.539793333333333,0,0,1.53979333333333
"SMC2","Smc2",2.091839,2.863117,2.502346,114,133,245,2.48576733333333,4.40687,4.40687,0.644692277294134
"SMC3","Smc3",14.748465,11.402388,11.773887,712,659,1217,12.64158,10.92408,10.92408,1.14403626946481
"SMC4","Smc4",6.831292,4.839755,3.397104,98,111,188,5.022717,10.5827,10.5827,0.519975221666796
"SMC5","Smc5",10.842441,11.960789,15.920702,432,336,769,12.9079773333333,6.45514,6.45514,1.86555548699734
"SMC6","Smc6",27.452984,34.074993,28.236592,626,596,1018,29.921523,3.63101,3.63101,6.67705813634607
"SMCHD1","Smchd1",17.448109,11.931602,14.137708,604,508,1099,14.5058063333333,7.01375,7.01375,1.93490018197889
"SMCP","Smcp",0,0,0,0,0,0,0,0.58965,0.58965,0.629069291982512
"SMCR8","Smcr8",5.307038,6.297907,5.414422,563,629,1083,5.67312233333333,1.30344,1.30344,2.89702459509835
"SMG1","Smg1",30.788193,18.223165,31.146344,2549,2202,5021,26.719234,12.91027,12.91027,1.99271717946524
"SMG5","Smg5",31.269479,32.024226,34.45087,1006,1000,1951,32.581525,80.00644,80.00644,0.414553768811467
"SMG6","Smg6",7.475926,6.204476,8.785413,527,438,891,7.488605,99.83736,99.83736,0.0841811507163615
"SMG7","Smg7",20.364145,18.356733,21.563144,1212,1102,2200,20.094674,16.60335,16.60335,1.1983329309478
"SMG8","Smg8",3.820956,3.731677,3.318907,157,162,281,3.62384666666667,1.83102,1.83102,1.63327940695109
"SMG9","Smg9",22.870487,17.314077,14.615483,227,225,441,18.2666823333333,26.22399,26.22399,0.707709719748403
"SMIM1","Smim1",8.671607,8.434627,9.797605,86,89,166,8.96794633333333,13.68613,13.68613,0.678731996334864
"SMN2","Smn1",64.381942,58.006911,59.783179,121,91,225,60.7240106666667,12.63096,12.63096,4.52822183226029
"SMNDC1","Smndc1",11.604553,11.696403,12.884577,299,275,510,12.0618443333333,10.92408,10.92408,1.09541736832807
"SMO","Smo",2.682128,2.750474,2.590363,128,132,250,2.67432166666667,4.31377,4.31377,0.691471717192627
"SMOC1","Smoc1",2.713506,2.832527,2.440004,125,130,220,2.66201233333333,26.87571,26.87571,0.131369293672998
"SMOC2","Smoc2",5.933156,5.602985,4.248813,88,100,228,5.26165133333333,8.31719,8.31719,0.672053627041343
"SMOX","Smox",26.292352,32.351357,27.632877,351,294,637,28.758862,89.50294,89.50294,0.328816522424575
"SMPD1","Smpd1",40.855327,44.959641,40.190191,958,1007,1795,42.0017196666667,49.15834,49.15834,0.857319434149269
"SMPD2","Smpd2",6.288067,5.202823,7.16352,120,75,160,6.21813666666667,12.662,12.662,0.528336749133851
"SMPD3","Smpd3",16.437141,19.559111,18.35888,1193,1389,2558,18.1183773333333,6.17583,6.17583,2.66427400500476
"SMPD4","Smpd4",34.015415,26.558523,40.711327,588,456,1214,33.761755,36.65152,36.65152,0.923249712096617
"SMPDL3A","Smpdl3a",11.659202,14.683416,13.543463,276,261,459,13.2953603333333,10.05512,10.05512,1.29309861252825
"SMPDL3B","Smpdl3b",1.228001,1.010401,1.056296,32,26,53,1.09823266666667,0.37241,0.37241,1.52886722383739
"SMPX","Smpx",0.511466,0,0,2,0,0,0.170488666666667,1.86206,1.86206,0.40896720078079
"SMR3A","Smr3a",0,0,0,0,0,0,0,0.52758,0.52758,0.654630199400359
"SMS","Sms",59.540538,57.914586,46.243386,1089,1134,1906,54.56617,31.12741,31.12741,1.72955647529633
"SMTN","Smtn",3.193942,2.612207,3.706925,68,58,199,3.17102466666667,40.65494,40.65494,0.100132773367737
"SMTNL1","Smtnl1",0,0,0,0,0,0,0,0.43448,0.43448,0.697116725224472
"SMTNL2","Smtnl2",0.405454,0.412676,0.2663,7,10,17,0.361476666666667,1.24137,1.24137,0.607430574455207
"SMU1","Smu1",36.550089,40.339599,35.501885,592,596,1077,37.4638576666667,20.57575,20.57575,1.78273560208413
"SMUG1","Smug1",5.109027,5.755582,6.081185,186,186,359,5.648598,24.08262,24.08262,0.26506792352633
