"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"EGF","Egf",0.671382,1.120435,0.839587,13,15,37,0.877134666666667,11.3604,11.3604,0.151866822001445
"EGFEM1P","Egfem1",3.89892,4.886241,3.165952,46,42,98,3.98370433333333,0,0,4.98370433333333
"EGFL6","Egfl6",0.602662,0.836005,0.757859,22,30,53,0.732175333333333,0,0,1.73217533333333
"EGFL7","Egfl7",40.92692,46.404013,42.478606,170,183,337,43.2698463333333,0.16446,0.16446,38.0174899381115
"EGFL8","Egfl8",0.695053,1.478509,0.821043,9,11,21,0.998201666666667,22.96116,22.96116,0.0833933610337173
"EGFLAM","Egflam",3.062322,2.244057,0.660783,35,52,81,1.989054,35.89026,35.89026,0.0810255606764496
"EGFR","Egfr",4.007998,4.680164,2.30477,213,239,430,3.66431066666667,7.65372,7.65372,0.538994867717775
"EGLN1","Egln1",26.037278,23.29671,21.456111,1073,974,1791,23.5966996666667,135.66694,135.66694,0.17997549126853
"EGLN2","Egln2",21.163087,24.855911,23.911084,492,564,1062,23.3100273333333,3.2639,3.2639,5.70135963163614
"EGLN3","Egln3",2.54183,3.002111,2.210966,88,105,152,2.584969,185.61221,185.61221,0.0192107954779593
"EGR1","Egr1",65.948475,68.203423,70.520155,2690,2775,5643,68.2240176666667,4.0103,4.0103,13.816341869083
"EGR2","Egr2",10.553793,4.559639,4.552513,93,75,172,6.555315,0.21506,0.21506,6.21805919049265
"EGR3","Egr3",57.206648,31.742504,41.392756,2228,1292,2965,43.4473026666667,0.73375,0.73375,25.6365119923095
"EGR4","Egr4",5.030771,7.739909,10.159605,74,153,452,7.64342833333333,0,0,8.64342833333333
"EHBP1","Ehbp1",8.849746,9.933244,9.216973,563,642,1135,9.333321,17.85025,17.85025,0.548179520165515
"EHBP1L1","Ehbp1l1",10.513121,9.298449,7.23395,210,238,391,9.01517333333333,102.62311,102.62311,0.0966499976051031
"EHD1","Ehd1",31.720166,23.178066,25.558598,320,333,578,26.8189433333333,11.25919,11.25919,2.26923176272929
"EHD2","Ehd2",2.136679,2.174739,2.78297,84,87,205,2.364796,20.31715,20.31715,0.157844552390915
"EHD3","Ehd3",18.559713,18.58358,16.608405,947,928,1614,17.9172326666667,11.80318,11.80318,1.47754172531095
"EHD4","Ehd4",6.002344,8.108171,3.652647,132,142,240,5.921054,29.94439,29.94439,0.223661025471822
"EHF","Ehf",0.107677,0.274017,0.196805,1,1,2,0.192833,0.59459,0.59459,0.748049968957538
"EHHADH","Ehhadh",0.879992,0.978403,0.850021,36,39,66,0.902805333333333,22.55634,22.55634,0.0807767816788743
"EHMT1","Ehmt1",13.200045,9.64214,14.311721,336,338,688,12.3846353333333,16.73698,16.73698,0.754617490313082
"EHMT2","Ehmt2",47.02035,48.247896,51.631901,1457,1663,3372,48.9667156666667,4.55428,4.55428,8.99607431866356
"EI24","Ei24",44.518786,59.612031,49.86603,896,925,1755,51.3322823333333,98.13208,98.13208,0.527904613050925
"EID1","Eid1",96.141755,106.702107,89.446204,1923,2140,3564,97.430022,563.25057,563.25057,0.174443814917192
"EID2","Eid2",17.391961,18.605289,18.761221,202,228,472,18.2528236666667,16.11709,16.11709,1.12477200661249
"EID3","Eid3",0.063862,0.195081,0.100253,1,3,3,0.119732,1.40424,1.40424,0.465732206435298
"EIF1","Eif1",535.91093,588.444194,520.378511,2449,2672,4970,548.244545,1468.94503,1468.94503,0.373649717363921
"EIF1AD","Eif1ad",19.555996,15.813067,12.650164,197,210,378,16.006409,16.3448,16.3448,0.980490348692404
"EIF1AX","Eif1a",16.570003,17.694318,15.681382,453,460,791,16.6485676666667,76.66371,76.66371,0.227243427678985
"EIF1AY","Eif1ax",28.999143,32.845451,32.125801,2138,2341,3918,31.323465,0,0,32.323465
"EIF1B","Eif1b",53.318875,64.645701,68.761582,544,593,1111,62.2420526666667,674.5015,674.5015,0.0936223719217006
"EIF2A","Eif2a",21.358348,21.952685,19.556187,440,430,786,20.95574,156.41421,156.41421,0.139477496980736
"EIF2AK1","Eif2ak1",13.108845,13.101026,12.42093,790,774,1437,12.8769336666667,66.40393,66.40393,0.20587721912753
"EIF2AK2","Eif2ak2",1.804361,2.108833,2.005514,109,108,172,1.97290266666667,13.43513,13.43513,0.205949143974919
"EIF2AK3","Eif2ak3",8.753947,14.679483,6.912548,331,373,548,10.115326,10.98087,10.98087,0.927756164619097
"EIF2AK4","Eif2ak4",4.930786,3.520083,5.59148,244,226,484,4.680783,24.47925,24.47925,0.222957229902764
"EIF2B1","Eif2b1",10.748304,10.01342,11.980965,186,189,389,10.9142296666667,38.86319,38.86319,0.298877979074597
"EIF2B2","Eif2b2",26.709714,34.356737,35.709865,180,203,431,32.258772,34.87819,34.87819,0.926991356029945
"EIF2B4","Eif2b4",87.843093,117.227918,105.488571,225,207,403,103.519860666667,38.1674,38.1674,2.66854222303923
"EIF2B5","Eif2b5",19.616443,18.6527,18.115302,502,495,927,18.794815,65.80934,65.80934,0.296288138754252
"EIF2D","Eif2d",10.292014,8.960129,10.837941,235,216,478,10.030028,41.51985,41.51985,0.259408911367279
"EIF2S1","Eif2s1",19.435632,23.132046,20.320872,416,369,719,20.96285,151.31595,151.31595,0.144192712581972
"EIF2S2","Eif2s2",18.92437,18.185863,18.814784,593,559,1136,18.6416723333333,85.46865,85.46865,0.227153683252061
"EIF2S3","Eif2s3x",23.240719,27.503096,24.454313,1179,1364,2193,25.0660426666667,114.7299,114.7299,0.225231704742393
"EIF3A","Eif3a",48.382269,39.925115,41.80779,2025,1981,3677,43.3717246666667,148.0141,148.0141,0.297768631737981
"EIF3B","Eif3b",47.557436,43.650604,38.758493,921,899,1627,43.3221776666667,85.15238,85.15238,0.514462602967749
"EIF3C","Eif3c",61.300739,64.610036,62.203,1866,1907,3302,62.7045916666667,9.12121,9.12121,6.29416756165188
"EIF3D","Eif3d",197.456149,213.698776,184.762666,639,650,1112,198.639197,89.95968,89.95968,2.19480979924292
"EIF3E","Eif3e",41.588028,44.399398,40.975539,740,783,1422,42.3209883333333,398.20852,398.20852,0.108517193804715
"EIF3F","Eif3f",51.484471,67.083536,67.884383,719,880,1690,62.1507966666667,146.97673,146.97673,0.426761671694372
"EIF3G","Eif3g",39.609374,37.597762,35.241539,431,461,798,37.4828916666667,98.19533,98.19533,0.387950639074104
"EIF3H","Eif3h",95.484558,82.931476,81.098233,855,892,1602,86.5047556666667,346.87167,346.87167,0.251543207489896
"EIF3I","Eif3i",45.745988,45.689387,43.81964,545,547,1043,45.085005,100.8267,100.8267,0.452582721427681
"EIF3J","Eif3j1",5.668778,6.660824,5.940678,438,462,851,6.09009333333333,132.83316,132.83316,0.052977104727508
"EIF3K","Eif3k",63.685337,67.448993,69.185406,475,481,969,66.7732453333333,341.97582,341.97582,0.197603566727629
"EIF3L","Eif3l",108.493375,71.489342,68.316349,572,558,1077,82.7663553333333,528.53683,528.53683,0.158187968405018
"EIF3M","Eif3m",40.379008,48.939573,45.678628,544,600,1045,44.9990696666667,337.35828,337.35828,0.135947817404281
"EIF4A1","Eif4a1",198.936359,187.846137,157.588062,2013,1888,3329,181.456852666667,222.71694,222.71694,0.815570124759737
"EIF4A2","Eif4a2",314.71068,328.551146,305.333416,5828,5911,10602,316.198414,772.17816,772.17816,0.410252682253725
"EIF4A3","Eif4a3",50.9604,55.567302,47.247877,363,387,693,51.2585263333333,51.42541,51.42541,0.996816740838714
"EIF4B","Eif4b",49.109059,46.759609,44.679247,1936,2164,3859,46.849305,199.83168,199.83168,0.238255762238308
"EIF4E","Eif4e",264.792698,260.409634,254.600007,1171,1172,2207,259.934113,87.0753,87.0753,2.96262531038782
"EIF4E1B","Eif4e1b",0.26532,0,0.559894,2,0,6,0.275071333333333,0,0,1.27507133333333
"EIF4E2","Eif4e2",19.230595,17.454571,18.857957,514,513,947,18.5143743333333,52.75374,52.75374,0.363032866798354
"EIF4E3","Eif4e3",4.731207,4.475469,4.5697,157,145,288,4.59212533333333,71.45159,71.45159,0.0771843010392641
"EIF4EBP1","Eif4ebp1",2.190614,1.495185,1.60187,27,20,58,1.76255633333333,3.56752,3.56752,0.604826324424049
"EIF4EBP2","Eif4ebp2",10.324716,10.497088,10.376429,851,848,1635,10.399411,71.99557,71.99557,0.156165791978883
"EIF4EBP3","Eif4ebp3",2.686446,1.583501,2.642226,20,11,37,2.30405766666667,14.90262,14.90262,0.207768132965931
"EIF4ENIF1","Eif4enif1",55.394166,57.296039,63.390958,580,575,1072,58.693721,21.40512,21.40512,2.66428927852205
"EIF4G1","Eif4g1",116.807504,134.859197,127.049354,2892,2881,5504,126.238685,88.36568,88.36568,1.42379809564477
"EIF4G2","Eif4g2",555.026102,508.712603,476.089843,7930,7961,13774,513.276182666667,860.03781,860.03781,0.597274796407218
"EIF4G3","Eif4g3",40.912915,39.758717,40.297524,2821,2789,5230,40.323052,40.14092,40.14092,1.00442702788367
"EIF4H","Eif4h",102.11348,106.992351,98.432635,3175,3280,5845,102.512822,133.491,133.491,0.769663561130485
"EIF5","Eif5",90.101482,101.472879,87.484701,2683,2715,4615,93.0196873333333,242.88228,242.88228,0.385512581452549
"EIF5A","Eif5a",143.479047,169.880026,148.890035,1712,1988,3436,154.083036,158.99497,158.99497,0.969299447351376
"EIF5A2","Eif5a2",10.973121,12.00154,10.75336,778,816,1423,11.2426736666667,7.41336,7.41336,1.45514677449517
"EIF5B","Eif5b",23.230411,22.339545,21.516129,1081,971,1878,22.3620283333333,180.22298,180.22298,0.12891316726683
"EIF6","Eif6",48.644683,57.100453,48.550347,232,244,477,51.4318276666667,15.38335,15.38335,3.20031175960147
"ELAC1","Elac1",4.813431,5.543537,5.216786,338,380,696,5.19125133333333,7.3754,7.3754,0.739218584585015
"ELAC2","Elac2",9.362887,9.754784,11.948933,274,272,484,10.3555346666667,82.73608,82.73608,0.135611013396694
"ELANE","Elane",0,0,0,0,0,0,0,0,0,1
"ELAVL1","Elavl1",11.507108,11.246232,11.308824,847,820,1538,11.3540546666667,22.63224,22.63224,0.522762745582588
"ELAVL2","Elavl2",31.761344,45.248696,36.404055,903,911,1435,37.8046983333333,0.0506,0.0506,36.9357494130338
"ELAVL3","Elavl3",55.975593,62.224541,61.824725,2307,2266,4399,60.0082863333333,0.37952,0.37952,44.2242855002706
"ELAVL4","Elavl4",29.144155,32.715255,28.526511,1140,962,1662,30.1286403333333,0,0,31.1286403333333
"ELF1","Elf1",1.450091,1.370193,1.136081,78,71,115,1.31878833333333,25.74433,25.74433,0.0867020536066274
"ELF2","Elf2",7.52191,8.722973,8.334935,321,273,550,8.19327266666667,36.21918,36.21918,0.247003632714817
"ELF3","Elf3",0,0.082748,0,0,2,0,0.0275826666666667,0.20241,0.20241,0.854602562076718
"ELF4","Elf4",0.224766,0.287454,0.294828,16,19,34,0.269016,1.53074,1.53074,0.501440685333144
"ELF5","Elf5",0.102033,0.389943,0.251524,3,5,13,0.247833333333333,0,0,1.24783333333333
"ELFN1","Elfn1",4.393683,4.714917,5.7119,225,226,456,4.94016666666667,0.16446,0.16446,5.10122002186994
"ELFN2","Elfn2",25.166062,25.649123,31.06517,1806,1641,3524,27.2934516666667,0.01265,0.01265,27.9400105334189
"ELK1","Elk1",12.198054,12.247882,12.166924,590,586,1128,12.2042866666667,12.99235,12.99235,0.94367898649381
"ELK3","Elk3",2.87507,2.973749,2.397842,98,83,169,2.748887,17.05325,17.05325,0.207657180840015
"ELK4","Elk4",37.911298,20.949754,23.804777,342,327,664,27.5552763333333,13.09355,13.09355,2.02612374691496
"ELL","Ell",6.435968,8.57747,6.098334,161,175,322,7.03725733333333,0.70844,0.70844,4.70444225921503
"ELL2","Ell2",14.796505,12.00295,13.411317,320,293,550,13.4035906666667,15.92733,15.92733,0.850907418161439
"ELL3","Ell3",1.83104,1.48758,1.356305,45,32,62,1.55830833333333,4.60488,4.60488,0.45644301632387
"ELMO1","Elmo1",18.143741,18.387065,16.821864,1280,1276,2240,17.7842233333333,18.44483,18.44483,0.966026616500804
"ELMO2","Elmo2",59.535918,49.782451,51.753751,1764,1628,2963,53.6907066666667,31.72815,31.72815,1.67106013223071
"ELMO3","Elmo3",1.903148,1.931741,2.141212,23,28,70,1.99203366666667,0.03795,0.03795,2.8826375708528
"ELMOD1","Elmod1",81.29958,88.829694,80.758924,2517,2721,4778,83.6293993333333,0.58194,0.58194,53.4972245049328
"ELMOD2","Elmod2",4.183596,4.26664,4.544894,249,243,476,4.33171,22.56899,22.56899,0.226217160769299
"ELMOD3","Elmod3",7.792868,10.56374,7.745225,139,191,330,8.700611,13.8273,13.8273,0.65423988183958
"ELN","Eln",1.478278,1.719501,2.063756,61,70,182,1.753845,10.03207,10.03207,0.249621784488315
"ELOF1","Elof1",23.430078,25.025826,23.061398,216,233,407,23.8391006666667,16.40806,16.40806,1.42687356699521
"ELOVL1","Elovl1",10.294512,9.000226,12.616075,135,120,277,10.6369376666667,48.832,48.832,0.233523391930219
"ELOVL2","Elovl2",3.490731,4.048509,3.154387,184,208,316,3.56454233333333,7.38805,7.38805,0.544172046343707
"ELOVL3","Elovl3",0,0,0.021535,0,0,1,0.00717833333333333,0.20241,0.20241,0.837633031439637
"ELOVL4","Elovl4",14.63811,15.765997,12.117281,599,626,939,14.173796,0.54398,0.54398,9.82771538491431
"ELOVL5","Elovl5",32.61189,29.661635,24.220442,842,789,1408,28.8313223333333,41.84877,41.84877,0.696200202090593
"ELOVL6","Elovl6",8.782865,7.981474,7.813412,716,655,1163,8.19258366666667,5.18682,5.18682,1.48583337912961
"ELOVL7","Elovl7",3.216294,3.722411,3.016357,163,178,285,3.318354,0.46808,0.46808,2.94149773854286
"ELP2","Elp2",38.998487,38.183027,38.100809,884,952,1695,38.427441,55.95439,55.95439,0.692263423416527
"ELP3","Elp3",18.850718,21.875993,18.619559,727,822,1364,19.78209,47.42776,47.42776,0.429135892306396
"ELP4","Elp4",8.362805,10.506509,9.628178,125,151,251,9.499164,19.95028,19.95028,0.501146714984239
"ELP5","Elp5",47.911432,54.836898,50.07229,418,444,802,50.9402066666667,39.98911,39.98911,1.26717088189196
"ELP6","Elp6",4.918145,6.231334,4.647769,78,99,165,5.26574933333333,16.193,16.193,0.364436068942787
"EMB","Emb",6.763354,6.455649,5.732617,243,227,392,6.31720666666667,13.09355,13.09355,0.519188328467041
"EMC1","Emc1",12.418868,13.773713,16.147021,647,680,1256,14.1132006666667,25.2383,25.2383,0.575997708184854
"EMC10","Emc10",50.771455,57.087922,58.070696,1029,1205,2331,55.3100243333333,18.43218,18.43218,2.89777185747216
"EMC2","Emc2",33.436643,29.845931,34.037007,494,430,958,32.4398603333333,106.91172,106.91172,0.30988163596441
"EMC3","Emc3",23.970292,24.880991,23.024114,613,614,1103,23.9584656666667,163.41009,163.41009,0.151806167533067
"EMC4","Emc4",54.272738,65.684545,59.575556,584,698,1228,59.8442796666667,192.10206,192.10206,0.315088713536597
"EMC6","Emc6",13.484586,15.706259,16.415945,205,234,427,15.2022633333333,46.3651,46.3651,0.342071764512971
"EMC7","Emc7",16.045476,16.84462,14.767715,1326,1359,2319,15.885937,121.1565,121.1565,0.138231997478644
"EMC8","Emc8",19.979312,23.740877,24.536157,626,669,1199,22.7521153333333,15.07973,15.07973,1.47714640316307
"EMC9","Emc9",23.093228,21.952808,30.545138,123,113,273,25.197058,6.36334,6.36334,3.55776834968914
"EMCN","Emcn",4.536903,3.326992,5.606377,67,54,142,4.49009066666667,74.71549,74.71549,0.0725094781354075
"EMD","Emd",15.529506,15.83594,16.570373,235,228,454,15.9786063333333,24.54251,24.54251,0.664719572717534
"EME1","Eme1",0.15137,0.155199,0.063882,5,5,4,0.123483666666667,0.8476,0.8476,0.608077325539439
"EME2","Eme2",10.584103,8.335414,8.392523,196,185,335,9.10401333333333,1.25243,1.25243,4.48582789846225
"EMG1","Emg1",25.963925,26.835006,24.531776,225,215,398,25.7769023333333,50.31214,50.31214,0.52184341431352
"EMID1","Emid1",3.256779,3.056449,3.075402,47,43,89,3.12954333333333,0.17711,0.17711,3.50820512384852
"EMILIN1","Emilin1",0.847377,0.995896,0.8759,23,22,52,0.906391,0.67049,0.67049,1.14121664900718
"EMILIN2","Emilin2",3.04891,0.596141,1.749774,46,30,90,1.798275,7.23624,7.23624,0.339751512826241
"EMILIN3","Emilin3",0.022409,0.022093,0.033716,1,1,3,0.0260726666666667,6.16093,6.16093,0.14328762697955
"EML1","Eml1",43.250088,43.872481,29.695483,689,673,1221,38.9393506666667,25.89614,25.89614,1.48494730718485
"EML2","Eml2",50.837051,60.487799,60.64593,1082,1363,2385,57.3235933333333,9.7917,9.7917,5.4044861637493
"EML3","Eml3",4.507894,6.280237,7.934619,91,107,170,6.24091666666667,12.17005,12.17005,0.549801759800963
"EML4","Eml4",5.990265,6.620247,6.607309,412,398,821,6.40594033333333,7.41336,7.41336,0.88025953166551
"EML5","Eml5",62.461315,35.058775,47.260192,1440,927,2347,48.260094,3.08679,3.08679,12.0534928391231
"EML6","Eml6",14.236693,11.341509,15.373778,353,330,775,13.65066,0.12651,0.12651,13.0053528153323
"EMP1","Emp1",0.930835,1.368336,1.000494,35,23,68,1.09988833333333,51.07119,51.07119,0.040327258380946
"EMP2","Emp2",5.509857,5.323681,5.215229,263,249,476,5.349589,32.41129,32.41129,0.190043215930902
"EMP3","Emp3",2.568909,3.137599,5.621174,12,16,40,3.775894,24.416,24.416,0.187908954988983
"EMX1","Emx1",4.046619,6.99207,4.520631,57,113,150,5.18644,0,0,6.18644
"EMX2","Emx2",5.05763,9.107502,8.512992,79,80,192,7.55937466666667,0.46808,0.46808,5.83031896536065
"EN1","En1",0,0,0.016174,0,0,1,0.00539133333333333,0,0,1.00539133333333
"EN2","En2",0.104497,0.148066,0.121193,4,6,10,0.124585333333333,0,0,1.12458533333333
"ENAH","Enah",45.203611,33.18147,39.276203,2035,1751,3769,39.220428,55.01823,55.01823,0.717988197770619
"ENAM","Enam",0,0,0,0,0,0,0,5.83201,5.83201,0.14636980917768
"ENC1","Enc1",122.798087,106.097654,107.269926,7983,6825,13516,112.055222333333,6.02177,6.02177,16.1006729547298
"ENDOD1","Endod1",18.994167,19.697756,17.64192,1131,1021,1928,18.7779476666667,17.54663,17.54663,1.06639037208736
"ENDOG","Endog",7.501456,7.391503,9.437542,66,73,194,8.110167,4.1115,4.1115,1.7822883693632
"ENDOU","Endou",0.782639,1.38613,0.874129,24,36,47,1.01429933333333,0.53133,0.53133,1.31539206659135
"ENDOV","Endov",5.546135,7.557847,6.626457,268,329,550,6.576813,7.02118,7.02118,0.944600794396834
"ENG","Eng",11.614215,9.144119,7.738955,235,292,508,9.49909633333333,28.80582,28.80582,0.352249873794223
"ENGASE","Engase",3.050057,4.535676,4.179929,101,107,170,3.92188733333333,6.37599,6.37599,0.667284979146302
"ENHO","Enho",24.827166,25.4643,22.083538,276,303,536,24.1250013333333,0,0,25.1250013333333
"ENKUR","Enkur",2.138304,2.527588,1.652294,26,28,39,2.106062,0,0,3.106062
"ENO1","Eno1",853.983947,774.350924,722.336933,6277,6398,11523,783.557268,74.72814,74.72814,10.360181406806
"ENO2","Eno2",467.488964,523.68092,456.688862,8084,8435,14551,482.619582,23.23948,23.23948,19.9517308952172
"ENO3","Eno3",8.578818,5.877328,6.656939,51,44,104,7.037695,310.76635,310.76635,0.0257811498899737
"ENO4","Eno4",1.35233,1.105215,0.799868,35,31,47,1.08580433333333,0.20241,0.20241,1.73468644915905
"ENOPH1","Enoph1",16.336429,16.969967,15.423267,377,376,659,16.243221,32.90467,32.90467,0.508579526065288
"ENOX1","Enox1",7.937268,7.075578,7.871174,301,263,562,7.62800666666667,4.17476,4.17476,1.6673249902733
"ENOX2","Enox2",3.078663,2.98175,2.449953,122,120,192,2.83678866666667,10.10797,10.10797,0.345408627018858
"ENPEP","Enpep",1.404509,1.113313,1.40091,43,36,89,1.306244,17.33157,17.33157,0.125807227640622
"ENPP1","Enpp1",0.995306,1.144766,1.026769,77,87,148,1.05561366666667,4.65549,4.65549,0.363472248499541
"ENPP2","Enpp2",67.639322,66.395253,60.603909,2616,2505,4542,64.8794946666667,9.23507,9.23507,6.43664329278321
"ENPP3","Enpp3",0.101803,0.051621,0.248969,4,2,7,0.134131,0.36687,0.36687,0.82972850380797
"ENPP4","Enpp4",5.809794,6.670998,6.164729,369,409,734,6.21517366666667,23.85937,23.85937,0.290239602478529
"ENPP5","Enpp5",65.188585,78.687096,63.555588,2859,3324,5322,69.1437563333333,5.59164,5.59164,10.6413208751287
"ENPP6","Enpp6",2.812621,2.59082,2.479089,138,135,231,2.62751,0.29097,0.29097,2.80991037746811
"ENPP7","Enpp7",0.059287,0,0,1,0,0,0.0197623333333333,0,0,1.01976233333333
"ENSA","Ensa",120.137049,124.63098,118.685025,2889,2641,5041,121.151018,195.47981,195.47981,0.621697557626913
"ENTPD1","Entpd1",26.678865,29.073842,17.317772,161,200,338,24.3568263333333,7.51456,7.51456,2.97805480651183
"ENTPD2","Entpd2",2.795033,2.825524,5.421439,69,70,172,3.68066533333333,0.49338,0.49338,3.13427616101283
"ENTPD4","Entpd4",38.010298,46.509386,42.604888,1417,1730,3003,42.3748573333333,31.34863,31.34863,1.3408560836528
"ENTPD5","Entpd5",11.307668,11.107302,7.624693,439,430,730,10.013221,15.72492,15.72492,0.658491699810821
"ENTPD7","Entpd7",1.532242,2.461658,2.261391,121,118,223,2.085097,1.21447,1.21447,1.39315366656582
"ENTPD8","Entpd8",0,0,0,0,0,0,0,0,0,1
"ENY2","Eny2",39.075343,36.196299,31.740132,655,673,1179,35.6705913333333,146.3695,146.3695,0.248834333653391
"EOGT","Eogt",12.109319,11.629118,13.451516,325,311,682,12.396651,21.98705,21.98705,0.582791223754244
"EOMES","Eomes",0.611931,0.298309,0.235626,23,13,20,0.381955333333333,0.26567,0.26567,1.09187650282722
"EP300","Ep300",22.694856,20.415847,20.631147,888,823,1661,21.2472833333333,9.53869,9.53869,2.11101031848677
"EP400","Ep400",14.103182,10.647137,13.491657,977,1034,1884,12.7473253333333,5.6802,5.6802,2.05792121992355
"EPAS1","Epas1",73.093007,61.895475,51.119463,1603,1624,3158,62.0359816666667,253.0029,253.0029,0.248170322727286
"EPB41","Epb41",14.621568,15.296895,17.41242,847,914,1816,15.776961,16.67372,16.67372,0.949260314183997
"EPB41L1","Epb41l1",118.660241,109.973903,106.942512,6507,6068,11556,111.858885333333,17.34422,17.34422,6.15228586079612
"EPB41L2","Epb41l2",40.322334,43.587747,47.938947,1146,1227,2291,43.949676,118.53779,118.53779,0.376029003045815
"EPB41L3","Epb41l3",67.443147,64.490956,64.381563,2240,2209,4009,65.4385553333333,7.09709,7.09709,8.20523858983083
"EPB41L4A","Epb41l4a",1.846033,0.711785,1.068777,25,24,61,1.208865,14.73816,14.73816,0.140350905061329
"EPB41L4B","Epb41l4b",6.102079,8.24303,10.218293,530,536,1041,8.18780066666667,8.53927,8.53927,0.963155531467992
"EPB41L5","Epb41l5",1.326332,1.236028,1.346514,103,89,215,1.302958,15.15563,15.15563,0.142548325258749
"EPB42","Epb42",0.017515,0.048319,0.087175,1,1,4,0.051003,0.97411,0.97411,0.532393331678579
"EPC1","Epc1",8.830523,7.561706,10.859516,411,348,758,9.083915,33.79023,33.79023,0.289849046700755
"EPC2","Epc2",14.541647,18.863029,14.249188,580,538,1011,15.8846213333333,26.87025,26.87025,0.605829561390132
