"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"OTUD1","Otud1",6.599688,7.694338,5.546242,182,224,335,6.61342266666667,5.22697,5.22697,1.22265285791752
"OTUD3","Otud3",4.295483,3.677179,4.321953,83,72,168,4.098205,1.89216,1.89216,1.76276727428635
"OTUD4","Otud4",15.153163,14.789572,13.539548,946,830,1783,14.4940943333333,4.00386,4.00386,3.0964284239234
"OTUD5","Otud5",23.736184,32.480505,32.535854,768,745,1386,29.584181,56.63939,56.63939,0.530612503012263
"OTUD6A","Otud6a",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"OTUD6B","Otud6b",18.357329,17.644661,17.557522,731,685,1308,17.8531706666667,3.57524,3.57524,4.12069545349898
"OTUD7A","Otud7a",14.621642,15.121232,16.242787,374,388,791,15.3285536666667,3.08391,3.08391,3.99826481647898
"OTUD7B","Otud7b",10.028394,10.2098,7.893958,768,690,1274,9.377384,5.12243,5.12243,1.69497797443172
"OTX1","Otx1",0.946404,1.497633,0.898885,36,56,65,1.11430733333333,0.06272,0.06272,1.98952436515106
"OTX2","Otx2",0.412729,0.279081,0.487103,11,6,17,0.392971,0,0,1.392971
"OVCA2","Ovca2",8.651896,8.57022,6.132149,184,206,358,7.784755,0,0,8.784755
"OVCH2","Ovch2",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OVGP1","Ovgp1",3.535094,2.358429,3.260259,41,33,90,3.05126066666667,1.94443,1.94443,1.37590659878709
"OVOL1","Ovol1",0.024839,0,0.012901,1,0,1,0.01258,0.03136,0.03136,0.981791033198883
"OVOL2","Ovol2",2.486399,2.011211,2.427213,44,37,89,2.30827433333333,0.28226,0.28226,2.58003395047286
"OVOL3","Ovol3",0,0,0.073146,0,0,1,0.024382,0.08363,0.08363,0.945324511133874
"OXA1L","Oxa1l",21.408946,21.590778,20.111761,315,369,628,21.0371616666667,75.56101,75.56101,0.287837917324584
"OXCT1","Oxct1",144.631308,164.476283,156.261462,3299,3542,6251,155.123017666667,40.75987,40.75987,3.7385896475891
"OXGR1","Oxgr1",0.038531,0.05926,0.091295,2,3,9,0.0630286666666667,0.06272,0.06272,1.00029044966376
"OXLD1","Oxld1",2.741612,5.569452,3.135931,22,23,43,3.815665,73.96156,73.96156,0.0642417927268323
"OXNAD1","Oxnad1",13.109697,40.523904,21.048254,133,149,251,24.8939516666667,8.92766,8.92766,2.60826334369496
"OXR1","Oxr1",135.493361,140.2233,119.242097,3441,3495,5787,131.652919333333,50.96291,50.96291,2.55283854066936
"OXSM","Oxsm",1.995663,2.483803,2.078515,86,82,187,2.18599366666667,12.37745,12.37745,0.238161508110041
"OXSR1","Oxsr1",13.979335,13.443323,13.215309,646,645,1236,13.545989,11.93839,11.93839,1.12425031244227
"OXT","Oxt",0.807665,8.494975,1.564949,3,32,12,3.62252966666667,0.24044,0.24044,3.72652419034106
"OXTR","Oxtr",1.31877,1.023667,1.304166,69,59,138,1.21553433333333,0.36589,0.36589,1.62204447893559
"P2RX1","P2rx1",0.236956,0.06106,0.135621,7,2,8,0.144545666666667,0.57497,0.57497,0.726709503461442
"P2RX2","P2rx2",0,0.077614,0,0,2,0,0.0258713333333333,0.11499,0.11499,0.920072227852567
"P2RX3","P2rx3",0.716892,0.574394,0.904273,14,13,30,0.731853,53.91092,53.91092,0.0315393185909105
"P2RX4","P2rx4",12.609057,10.046579,9.53839,136,128,218,10.731342,21.38874,21.38874,0.523984020538896
"P2RX6","P2rx6",1.516762,1.864589,1.562041,49,61,99,1.64779733333333,22.02643,22.02643,0.114989485271201
"P2RX7","P2rx7",3.610054,3.043331,4.67979,94,95,175,3.777725,1.46355,1.46355,1.93936595563313
"P2RY1","P2ry1",1.305421,1.330759,1.534543,57,54,133,1.390241,1.27538,1.27538,1.05047991983757
"P2RY10","P2ry10",0.032397,0,0,1,0,0,0.010799,0.05227,0.05227,0.960589012325734
"P2RY12","P2ry12",19.666377,20.76626,19.767255,430,476,836,20.0666306666667,23.36453,23.36453,0.864643424956963
"P2RY14","P2ry14",2.458739,1.831952,2.585781,33,32,66,2.29215733333333,6.42917,6.42917,0.443139318838219
"P2RY2","P2ry2",0.252259,0.435132,0.336098,7,11,8,0.341163,1.48446,1.48446,0.539820725630519
"P2RY4","P2ry4",0.047761,0.016364,0.050915,3,1,6,0.0383466666666667,0,0,1.03834666666667
"P2RY6","P2ry6",0.805783,0.644766,0.828271,16,16,40,0.759606666666667,3.88886,3.88886,0.359921672264427
"P4HA1","P4ha1",14.212179,12.304456,14.163076,600,495,1089,13.5599036666667,9.28309,9.28309,1.41590744286656
"P4HA2","P4ha2",6.264249,4.569098,6.470105,123,99,256,5.76781733333333,28.02699,28.02699,0.23315601560249
"P4HA3","P4ha3",1.187373,0.835951,1.485063,31,24,60,1.16946233333333,0.26135,0.26135,1.7199526961853
"P4HB","P4hb",57.103276,53.075782,59.822487,1063,1141,2060,56.6671816666667,172.08215,172.08215,0.333178098762158
"P4HTM","P4htm",88.833761,78.535071,86.076834,470,535,977,84.4818886666667,101.88401,101.88401,0.830856890848895
"PA2G4","Pa2g4",19.359571,20.565412,18.174997,628,634,1126,19.36666,75.12194,75.12194,0.267553086534579
"PABPC1","Pabpc1",84.36479,82.887954,91.846799,1445,1481,2763,86.3665143333333,320.97748,320.97748,0.271343555870222
"PABPN1L","Pabpn1l",0,0,0,0,0,0,0,0.07318,0.07318,0.931810134367021
"PACRG","Pacrg",9.799177,13.844905,10.577058,91,97,153,11.4070466666667,5.90647,5.90647,1.79643821904195
"PACRGL","Pacrgl",7.084057,8.2279,8.145094,93,94,197,7.819017,6.04237,6.04237,1.25227970129374
"PACS1","Pacs1",16.052717,23.393721,17.063063,796,979,1606,18.8365003333333,16.19314,16.19314,1.15374505956058
"PACS2","Pacs2",24.017283,22.329616,21.646827,1486,1500,2761,22.6645753333333,76.15688,76.15688,0.306707261015911
"PACSIN1","Pacsin1",104.379275,96.938332,98.738418,4201,4094,7576,100.018675,16.30813,16.30813,5.83648695728539
"PACSIN2","Pacsin2",34.596729,34.217071,29.677199,668,623,1071,32.830333,45.31779,45.31779,0.7303960961868
"PACSIN3","Pacsin3",20.846822,18.415308,19.980135,231,211,390,19.7474216666667,34.57115,34.57115,0.583265417808158
"PADI1","Padi1",0.038474,0.039048,0.03012,2,2,3,0.0358806666666667,0.01045,0.01045,1.02516766457189
"PADI2","Padi2",11.411866,12.258656,9.438601,285,315,560,11.0363743333333,7.92408,7.92408,1.34875240174151
"PADI3","Padi3",0,0.024216,0.014121,0,1,1,0.012779,0,0,1.012779
"PADI4","Padi4",0.065232,0.033061,0.033995,2,1,2,0.044096,0.16726,0.16726,0.894484519301612
"PADI6","Padi6",0.498663,2.978446,1.7274,11,3,12,1.73483633333333,0.01045,0.01045,2.70655285598826
"PAF1","Paf1",52.786387,42.34387,52.487011,429,404,860,49.205756,50.62838,50.62838,0.972444922734356
"PAFAH1B1","Pafah1b1",112.294611,135.808367,116.639843,7637,7948,13528,121.580940333333,147.51541,147.51541,0.825375227616672
"PAFAH1B2","Pafah1b2",44.704174,55.468246,52.14924,2330,2372,3933,50.7738866666667,60.25645,60.25645,0.845198940955061
"PAFAH1B3","Pafah1b3",11.410494,8.665344,6.825061,61,56,87,8.96696633333333,144.47332,144.47332,0.0685140500906512
"PAFAH2","Pafah2",3.323881,2.267314,1.700142,80,52,94,2.43044566666667,5.25833,5.25833,0.548140744682154
"PAG1","Pag1",3.673927,3.532895,3.604648,431,407,812,3.60382333333333,4.15021,4.15021,0.893909827625152
"PAH","Pah",0.350476,0,0.092555,4,0,2,0.147677,0,0,1.147677
"PAICS","Paics",52.877847,73.521788,52.52971,951,1019,1710,59.643115,29.56372,29.56372,1.98415359779503
"PAIP1","Paip1",59.065107,66.933411,59.070799,813,734,1338,61.6897723333333,67.50103,67.50103,0.915165397269696
"PAIP2","Paip2",80.302324,83.787166,85.396443,1083,1049,2036,83.1619776666667,172.94982,172.94982,0.483829058671441
"PAIP2B","Paip2b",25.688736,25.793409,24.363892,878,958,1548,25.2820123333333,3.01073,3.01073,6.55292486238997
"PAK1","Pak1",157.866095,151.338082,141.329497,4733,4915,8088,150.177891333333,32.16674,32.16674,4.55811729863512
"PAK1IP1","Pak1ip1",18.153989,20.997845,25.428553,315,329,636,21.5267956666667,15.12684,15.12684,1.39685119134726
"PAK2","Pak2",8.701325,7.806691,8.202386,628,603,1187,8.23680066666667,13.69465,13.69465,0.628582556690133
"PAK3","Pak3",18.108888,22.96172,16.398,1684,1779,2837,19.1562026666667,1.17084,1.17084,9.28497847223502
"PAK4","Pak4",1.362305,1.846562,1.606596,46,68,113,1.60515433333333,17.51033,17.51033,0.140740566663767
"PAK6","Pak6",37.349884,28.253566,30.796634,741,743,1468,32.1333613333333,0.51224,0.51224,21.910120968453
"PALB2","Palb2",0.421396,0.482852,0.646378,12,12,21,0.516875333333333,4.28611,4.28611,0.28695493157224
"PALD1","Pald1",2.16932,3.56905,2.719945,126,144,228,2.81943833333333,26.98159,26.98159,0.13649825951039
"PALLD","Palld",1.521009,0.900005,1.446598,53,50,120,1.289204,20.56288,20.56288,0.106164111658554
"PALM","Palm",120.570123,110.054474,116.287374,1577,1840,3480,115.637323666667,98.87327,98.87327,1.16785325709939
"PALM3","Palm3",0.934797,0.951448,0.495401,18,15,31,0.793882,51.89331,51.89331,0.0339151019287694
"PALMD","Palmd",11.637917,9.636753,9.255618,204,141,323,10.1767626666667,10.25531,10.25531,0.993021308757082
"PAM","Pam",120.423062,110.883473,118.666921,2215,2127,4000,116.657818666667,111.62707,111.62707,1.0446673136988
"PAM16","Pam16",38.846276,63.85673,35.296204,80,147,144,45.9997366666667,122.07054,122.07054,0.381892666325074
"PAMR1","Pamr1",8.97694,10.166101,10.129221,235,288,509,9.75742066666667,1.59945,1.59945,4.13834490629428
"PAN2","Pan2",3.502906,3.463011,3.70218,223,214,451,3.55603233333333,18.79617,18.79617,0.230147161462714
"PAN3","Pan3",35.150238,32.820914,38.799991,475,399,849,35.590381,4.27566,4.27566,6.93569733455151
"PANK1","Pank1",5.022553,4.167419,4.611162,323,287,597,4.600378,5.95874,5.95874,0.804797707630979
"PANK3","Pank3",9.921795,11.40259,9.529902,1017,1124,1836,10.2847623333333,5.3315,5.3315,1.78232051383295
"PANK4","Pank4",12.432434,9.247244,11.537796,313,250,571,11.0724913333333,13.28695,13.28695,0.845001300720821
"PANX1","Panx1",11.798732,11.123789,12.3757,179,183,293,11.7660736666667,13.19286,13.19286,0.899471541794019
"PANX2","Panx2",34.635607,44.970475,44.494352,597,779,1412,41.3668113333333,45.81958,45.81958,0.90489515995943
"PANX3","Panx3",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"PAOX","Paox",1.044683,2.493618,1.934574,50,89,148,1.82429166666667,9.02174,9.02174,0.281816497600882
"PAPLN","Papln",1.298854,0.796497,1.035123,72,45,114,1.04349133333333,13.49602,13.49602,0.140969130377396
"PAPOLA","Papola",101.525114,106.388267,105.636489,1242,1074,2299,104.516623333333,45.7464,45.7464,2.25721388884135
"PAPOLB","Papolb",0.067724,0.086598,0.088618,4,5,10,0.08098,0.02091,0.02091,1.05883966265391
"PAPOLG","Papolg",5.104331,5.263734,5.357972,250,252,483,5.24201233333333,2.61348,2.61348,1.72742407134766
"PAPPA","Pappa",0.057825,0.105454,0.04048,9,16,12,0.0679196666666667,0.48088,0.48088,0.721138557254245
"PAPSS1","Papss1",20.995978,22.271361,20.282803,684,703,1217,21.1833806666667,52.92825,52.92825,0.411349907825058
"PAPSS2","Papss2",3.448791,3.483144,3.655733,160,155,340,3.52922266666667,2.37304,2.37304,1.34277170346829
"PAQR3","Paqr3",5.519713,9.433766,6.671423,112,142,251,7.20830066666667,7.38047,7.38047,0.979455885727968
"PAQR4","Paqr4",23.34291,23.7587,22.70131,451,509,1004,23.26764,17.31171,17.31171,1.32525252966544
"PAQR5","Paqr5",2.993464,1.672551,2.462764,71,46,132,2.37625966666667,3.83659,3.83659,0.698066130614062
"PAQR6","Paqr6",2.72292,2.620746,3.301451,39,45,79,2.88170566666667,56.63939,56.63939,0.0673446694468256
"PAQR7","Paqr7",16.287781,20.506609,17.373897,626,698,1184,18.0560956666667,8.53041,8.53041,1.99950428855282
"PAQR8","Paqr8",30.317619,23.131734,25.17225,2147,1623,3422,26.207201,33.61984,33.61984,0.78588465457957
"PAQR9","Paqr9",8.052249,8.551166,7.585951,930,979,1704,8.063122,2.56121,2.56121,2.54495578749919
"PARD3","Pard3",23.189721,15.760986,21.253787,261,276,528,20.0681646666667,13.62147,13.62147,1.44090605572946
"PARD3B","Pard3b",0.395121,0.822051,0.440558,43,52,92,0.552576666666667,3.30344,3.30344,0.360775720508864
"PARD6A","Pard6a",12.747289,9.986593,11.165325,146,145,262,11.2997356666667,35.81517,35.81517,0.334094224382684
"PARD6B","Pard6b",1.058635,1.358179,1.198722,47,60,104,1.20517866666667,0.60633,0.60633,1.37280550488795
"PARD6G","Pard6g",1.815771,1.671024,1.568254,78,70,128,1.68501633333333,4.99698,4.99698,0.447728078688495
"PARG","Parg",22.641243,29.516393,22.193714,415,443,745,24.7837833333333,10.03577,10.03577,2.33638281092605
"PARK7","Park7",80.059341,85.702494,79.214034,613,656,1167,81.658623,550.27399,550.27399,0.149941090092061
"PARL","Parl",27.385271,41.743492,41.907968,159,194,345,37.0122436666667,66.07929,66.07929,0.566676297060787
"PARM1","Parm1",9.28311,10.50685,9.082718,661,736,1240,9.624226,8.81266,8.81266,1.08270601447518
"PARN","Parn",6.501762,7.528292,7.764179,212,280,437,7.26474433333333,19.65339,19.65339,0.400164057006299
"PARP1","Parp1",22.471715,16.959194,25.947551,775,762,1415,21.79282,63.40309,63.40309,0.353908795369912
"PARP10","Parp10",1.378212,1.590835,1.56152,35,39,69,1.510189,62.6295,62.6295,0.0394500821159997
"PARP11","Parp11",11.613676,9.333849,5.858241,204,202,327,8.93525533333333,3.3348,3.3348,2.29197548522039
"PARP12","Parp12",2.758214,2.97556,2.826848,86,98,171,2.85354066666667,18.07485,18.07485,0.202022069199321
"PARP14","Parp14",0.794097,0.556309,0.837426,81,58,108,0.729277333333333,7.15049,7.15049,0.212168511750009
"PARP16","Parp16",0.611828,0.963167,0.725131,17,30,46,0.766708666666667,3.35571,3.35571,0.405607505244074
"PARP2","Parp2",53.654022,62.385136,52.050513,162,144,293,56.0298903333333,23.16591,23.16591,2.35993142130105
"PARP3","Parp3",2.426413,1.339183,1.646753,36,27,68,1.80411633333333,14.76095,14.76095,0.177915438684428
"PARP4","Parp4",2.773901,2.541009,1.247651,89,97,166,2.18752033333333,19.32932,19.32932,0.156794242666913
"PARP6","Parp6",54.976257,59.581419,61.302457,1238,1285,2329,58.6200443333333,74.54698,74.54698,0.789178393806521
"PARP8","Parp8",4.665475,3.934077,4.028761,171,157,310,4.20943766666667,6.57552,6.57552,0.687667337247696
"PARP9","Parp9",2.408303,1.003058,1.16534,45,35,82,1.525567,21.50373,21.50373,0.112228817178308
"PARPBP","Parpbp",0.452569,0.526253,0.118874,5,11,7,0.365898666666667,0.86768,0.86768,0.731334418458551
"PARS2","Pars2",2.899584,2.632886,2.372939,51,84,129,2.63513633333333,2.78075,2.78075,0.96148550772554
"PARVA","Parva",28.293912,15.764001,15.806261,816,827,1437,19.9547246666667,31.26771,31.26771,0.649402286888864
"PARVB","Parvb",14.233473,6.871985,12.503947,240,243,461,11.203135,62.04408,62.04408,0.193565121419807
"PARVG","Parvg",1.38774,2.087537,3.355301,43,47,105,2.27685933333333,27.60883,27.60883,0.11454013789915
"PASK","Pask",2.864705,2.350737,1.552635,46,35,125,2.25602566666667,1.37992,1.37992,1.36812399856578
"PATE2","Pate2",0.205733,0.034459,0.087503,3,1,4,0.109231666666667,0.32407,0.32407,0.837743976275172
"PATE3","Pate3",0,0,0,0,0,0,0,0,0,1
"PATE4","Pate4",0,0,0,0,0,0,0,0,0,1
"PATL1","Patl1",4.997794,4.702333,4.787155,284,258,520,4.829094,6.59643,6.59643,0.767346503554959
"PATL2","Patl2",0,0.031174,0,0,1,0,0.0103913333333333,1.35901,1.35901,0.428311593987873
"PAWR","Pawr",1.599493,0.698284,1.49529,24,12,51,1.26435566666667,3.90977,3.90977,0.46119383732164
"PAX1","Pax1",0.063848,0.061009,0.060248,2,1,2,0.0617016666666667,0.07318,0.07318,0.989304372674357
"PAX2","Pax2",0.051684,0.074849,0.050202,2,3,4,0.0589116666666667,0.03136,0.03136,1.02671391819216
"PAX3","Pax3",0.046181,0.023015,0.023658,2,1,2,0.0309513333333333,0.9304,0.9304,0.53406098908689
"PAX4","Pax4",0,0,0.096519,0,0,2,0.032173,0.01045,0.01045,1.02149834232273
"PAX5","Pax5",0.034528,0.035318,0.092438,4,4,3,0.0540946666666667,0.01045,0.01045,1.04319329671598
"PAX6","Pax6",4.607586,4.802649,3.478499,87,76,173,4.29624466666667,0.48088,0.48088,3.5764171753732
"PAX7","Pax7",0,0,0,0,0,0,0,0.22999,0.22999,0.813014739957235
"PAX8","Pax8",0,0.022036,0.058178,0,1,3,0.026738,2.9271,2.9271,0.261449415599297
"PAX9","Pax9",0,0,0.023235,0,0,3,0.007745,2.06988,2.06988,0.32826853166899
"PAXIP1","Paxip1",14.916701,18.297537,18.085541,414,416,788,17.0999263333333,2.3835,2.3835,5.3494684005714
"PBK","Pbk",0.367538,0.67826,0.694365,8,11,17,0.580054333333333,0.45997,0.45997,1.08225123347283
"PBLD","Pbld1",0.338424,0,0.253742,4,0,9,0.197388666666667,4.58928,4.58928,0.214229501235699
"PBRM1","Pbrm1",10.239642,11.081303,10.853073,752,774,1404,10.7246726666667,4.7879,4.7879,2.02572136123061
"PBX1","Pbx1",26.471301,38.049278,33.048866,1962,2044,3778,32.5231483333333,4.22339,4.22339,6.41789112689907
"PBX2","Pbx2",16.23344,26.723512,20.280881,347,471,847,21.0792776666667,19.2875,19.2875,1.08831929348942
"PBX3","Pbx3",10.327555,12.226436,8.422548,234,310,454,10.325513,26.17664,26.17664,0.416737058002755
"PBX4","Pbx4",7.648853,9.839359,10.778308,46,52,103,9.42217333333333,2.15351,2.15351,3.30494380335985
"PBXIP1","Pbxip1",10.887164,10.175518,11.626722,565,508,1083,10.896468,21.79644,21.79644,0.521856395121344
"PCBD1","Pcbd1",3.586398,4.941141,6.887849,23,39,73,5.13846266666667,107.12142,107.12142,0.0567737888261796
"PCBD2","Pcbd2",6.403586,6.05568,5.336768,28,26,45,5.93201133333333,4.73563,4.73563,1.20858760647624
"PCBP1","Pcbp1",45.164319,47.893702,46.520722,887,984,1921,46.5262476666667,185.36909,185.36909,0.255011427413562
"PCBP2","Pcbp2",240.70179,257.751301,239.809199,1869,1856,3145,246.08743,383.54425,383.54425,0.642546156911721
"PCBP3","Pcbp3",37.571994,46.130303,39.78882,381,403,760,41.1637056666667,173.023,173.023,0.242288120918882
"PCBP4","Pcbp4",536.546945,404.811659,500.883005,769,863,1730,480.747203,254.65774,254.65774,1.88434429170813
"PCCA","Pcca",53.098214,70.847805,64.88198,252,272,500,62.9426663333333,36.05561,36.05561,1.72558666105708
"PCCB","Pccb",18.642325,17.153208,17.278138,431,502,780,17.6912236666667,36.13924,36.13924,0.503274263734709
"PCDH12","Pcdh12",0.039221,0.100438,0.071573,2,5,7,0.0704106666666667,1.85035,1.85035,0.375536571532151
"PCDH15","Pcdh15",4.457333,2.609489,4.593268,315,237,582,3.88669666666667,0.11499,0.11499,4.38272690039074
"PCDH18","Pcdh18",0.911945,2.134373,1.420103,63,93,130,1.488807,2.33123,2.33123,0.74711352863657
"PCDH19","Pcdh19",9.185039,12.517525,7.517625,459,447,834,9.740063,0.73178,0.73178,6.2017479125524
"PCDH20","Pcdh20",3.853945,4.03988,2.991231,269,266,409,3.628352,0.2718,0.2718,3.63921371284793
"PCDH8","Pcdh8",7.099669,5.470064,4.788962,249,220,472,5.78623166666667,0.86768,0.86768,3.6335087738085
"PCDHA10","Pcdha9",1.743573,1.611591,1.32572,132,120,192,1.56029466666667,1.26493,1.26493,1.13040785660778
"PCDHA12","Pcdha10",0.774699,1.039893,1.46711,59,77,213,1.09390066666667,0.77359,0.77359,1.18060017629027
"PCDHA4","Pcdha4",2.147259,2.678397,1.855109,141,180,236,2.22692166666667,2.44622,2.44622,0.936365544470947
"PCDHA7","Pcdha7",1.154798,1.092633,0.895717,87,81,130,1.047716,0.71087,0.71087,1.19688579494643
"PCDHGA4","Pcdhga4",4.044391,4.238726,4.488479,222,212,395,4.25719866666667,1.73535,1.73535,1.9219473437281
"PCED1A","Pced1a",5.065134,5.164138,4.936796,180,175,328,5.055356,42.35933,42.35933,0.13965520223675
"PCED1B","Pced1b",1.402196,3.545572,3.306054,34,46,68,2.751274,3.66933,3.66933,0.803385924747233
"PCGF1","Pcgf1",12.952916,10.054211,8.587573,81,70,122,10.5315666666667,46.14365,46.14365,0.24460487608971
"PCGF2","Pcgf2",9.312066,8.301648,10.892453,168,172,357,9.50205566666667,25.58077,25.58077,0.395099753192502
"PCGF5","Pcgf5",10.085922,10.981784,10.017391,419,384,684,10.361699,22.97774,22.97774,0.473843614952869
"PCGF6","Pcgf6",6.542773,4.279307,6.092811,191,124,350,5.638297,3.50207,3.50207,1.47449884164395
"PCID2","Pcid2",25.192072,26.649096,19.989757,244,269,497,23.9436416666667,20.34335,20.34335,1.1686844692453
"PCIF1","Pcif1",8.875678,16.74085,14.099176,496,593,1015,13.238568,22.98819,22.98819,0.593565750479715
"PCK1","Pck1",0.055501,0.028402,0.02921,2,1,2,0.0377043333333333,0.5436,0.5436,0.672262460050099
"PCK2","Pck2",9.266703,8.822536,10.044521,186,155,349,9.37792,21.37829,21.37829,0.463749464324575
"PCLO","Pclo",25.313432,24.099603,24.824459,4101,3985,7892,24.7458313333333,1.90262,1.90262,8.86985941436817
"PCM1","Pcm1",15.482201,15.14844,14.538732,1428,1396,2419,15.0564576666667,44.24103,44.24103,0.354909197838039
"PCMT1","Pcmt1",54.334292,68.050904,60.223668,1340,1632,2689,60.8696213333333,353.0815,353.0815,0.174732713607837
"PCMTD1","Pcmtd1",42.220606,35.562856,35.833026,2027,1875,3346,37.8721626666667,9.17855,9.17855,3.81902753011644
"PCMTD2","Pcmtd2",34.72623,40.732733,42.246985,1009,992,1769,39.235316,9.64898,9.64898,3.77832581148617
"PCNA","Pcna",26.308925,26.770456,25.109415,349,352,699,26.062932,46.96951,46.96951,0.564169448468413
"PCNP","Pcnp",75.037269,79.195649,68.217118,1530,1476,2588,74.150012,75.12194,75.12194,0.987231959668921
"PCNT","Pcnt",6.567369,8.056238,7.281196,360,364,641,7.301601,14.25916,14.25916,0.544040497642072
"PCOLCE","Pcolce",3.213393,5.320565,4.328511,46,55,129,4.28748966666667,83.58963,83.58963,0.0625075398327983
"PCOLCE2","Pcolce2",2.88785,1.472161,2.851614,60,36,87,2.403875,3.65888,3.65888,0.730620878837832
"PCP2","Pcp2",0,0,0.051895,0,0,2,0.0172983333333333,0.18817,0.18817,0.856189209737103
"PCP4","Pcp4",399.687728,488.693876,392.529249,2320,2784,4351,426.970284333333,477.431,477.431,0.894528749878945
"PCP4L1","Pcp4l1",69.130922,83.277139,75.248839,1336,1605,2844,75.8856333333333,3.74251,3.74251,16.2120129073704
"PCSK1","Pcsk1",14.039365,7.211502,10.073488,710,473,1148,10.4414516666667,30.82864,30.82864,0.359470328190795
"PCSK1N","Pcsk1n",23.579743,53.729142,72.298976,536,1337,3703,49.869287,991.13714,991.13714,0.0512724349780918
"PCSK2","Pcsk2",65.864839,77.343586,69.637002,4381,4987,8740,70.9484756666667,63.29855,63.29855,1.1189750883444
"PCSK4","Pcsk4",0.754409,2.153479,2.194061,16,32,85,1.70064966666667,3.54388,3.54388,0.594348809094137
"PCSK5","Pcsk5",1.538308,1.190156,1.252597,113,91,190,1.32702033333333,1.60991,1.60991,0.891609416927531
"PCSK7","Pcsk7",19.872222,20.561474,21.986758,231,222,445,20.806818,88.28344,88.28344,0.244242582947073
