"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"SCRG1","Scrg1",22.24218,17.522059,18.414207,149,115,236,19.3928153333333,104.56359,136.64653,74.24088,105.150333333333,0.192112588749918
"SCRIB","Scrib",17.980561,21.61153,18.617024,428,407,826,19.4030383333333,48.7864,65.60139,142.25496,85.5475833333333,0.235743593841923
"SCRN1","Scrn1",78.552533,98.558557,85.223259,3203,3588,6048,87.444783,108.55596,108.43296,83.41721,100.135376666667,0.874518748187454
"SCRN2","Scrn2",2.033133,1.930658,1.153983,36,29,42,1.70592466666667,40.75197,39.79191,30.39113,36.9783366666667,0.0712491621319909
"SCRN3","Scrn3",13.84952,13.50573,11.044329,410,392,609,12.7998596666667,26.20716,21.60922,15.81824,21.21154,0.621292340227948
"SCRT1","Scrt1",21.355492,25.247392,21.886258,1062,1329,2319,22.829714,10.50274,13.40214,48.6127,24.1725266666667,0.946655626411757
"SCRT2","Scrt2",5.034054,4.247745,4.038546,176,165,325,4.440115,0.11596,0.11053,2.55626,0.927583333333333,2.82224633608577
"SCT","Sct",0,0.267288,0.13692,0,1,1,0.134736,0,2.56989,0,0.85663,0.611180472145769
"SCTR","Sctr",0.191311,0.087127,0.13958,5,2,7,0.139339333333333,0.77859,0.2487,0.13109,0.386126666666667,0.821959032123086
"SCUBE1","Scube1",12.268008,12.553239,9.453207,657,588,956,11.424818,1.10991,0.88426,0,0.664723333333333,7.46359334984592
"SCUBE2","Scube2",0.31014,0.103701,0.307614,10,5,29,0.240485,9.19404,6.32802,5.78983,7.10396333333333,0.153071398398068
"SCUBE3","Scube3",2.886037,3.066741,2.187617,115,137,205,2.713465,0.49698,0.69083,0.6773,0.621703333333333,2.28985470009928
"SCYL1","Scyl1",40.230984,30.137885,38.312104,550,517,983,36.226991,117.43525,75.4112,120.73428,104.52691,0.352772491869609
"SCYL2","Scyl2",7.788851,10.808769,10.112653,435,462,811,9.570091,6.89139,6.68725,6.48898,6.68920666666667,1.37466600368829
"SCYL3","Scyl3",11.063179,10.13482,11.831513,323,300,559,11.0098373333333,3.37943,3.67523,2.88399,3.31288333333333,2.78464229266577
"SDAD1","Sdad1",4.110914,4.450541,5.706797,241,222,482,4.756084,20.90609,17.90636,20.16608,19.65951,0.278616675806929
"SDC1","Sdc1",0.52677,0.501131,0.393067,13,15,27,0.473656,1.39153,0.9948,2.62181,1.66938,0.552059279682923
"SDC2","Sdc2",11.319734,12.650381,10.864758,554,597,997,11.6116243333333,216.64807,274.39838,224.18647,238.410973333333,0.0526777204809827
"SDC3","Sdc3",30.669852,32.242565,31.141743,1998,2193,3893,31.3513866666667,170.24715,195.61593,130.01985,165.29431,0.194542956200165
"SDC4","Sdc4",21.135869,18.55998,18.973866,610,462,1007,19.5565716666667,81.95122,155.52005,57.06803,98.1797666666667,0.207265779680197
"SDCBP","Sdcbp",75.468378,83.361086,60.087494,1699,1734,2887,72.9723193333333,138.5567,119.6797,69.17205,109.13615,0.6716443178133
"SDCBP2","Sdcbp2",1.040149,0.710919,0.882523,18,12,29,0.877863666666667,39.17821,32.02696,26.28363,32.4962666666667,0.0560618795328435
"SDCCAG8","Sdccag8",17.909221,18.350205,19.379794,262,270,495,18.5464066666667,91.49314,116.91637,143.84989,117.4198,0.165060291156265
"SDE2","Sde2",5.353004,5.763484,5.476109,216,235,420,5.53086566666667,4.73783,5.55429,6.83855,5.71022333333333,0.973270984025867
"SDF2","Sdf2",33.110449,30.80258,27.834051,307,311,572,30.58236,49.53187,39.40504,27.61638,38.8510966666667,0.792509181470456
"SDF2L1","Sdf2l1",4.228367,4.583602,6.59193,51,57,162,5.134633,19.82931,20.72495,20.42826,20.3275066666667,0.287639483408906
"SDF4","Sdf4",60.17322,74.822004,64.757355,2184,2419,4193,66.584193,110.08002,100.36404,95.91449,102.119516666667,0.655396720084187
"SDHA","Sdha",902.082317,745.334098,663.798304,4131,3959,7210,770.404906333333,181.3794,135.56883,330.21678,215.72167,3.55942673537599
"SDHAF1","Sdhaf1",1.772171,3.046885,2.667155,54,95,165,2.49540366666667,21.58529,17.93399,24.14249,21.22059,0.157304719031613
"SDHAF2","Sdhaf2",16.32894,20.008097,18.147261,323,362,644,18.1614326666667,33.16481,41.14594,31.4617,35.2574833333333,0.528482147823277
"SDHB","Sdhb",62.995933,68.47235,62.148369,817,887,1579,64.538884,171.37363,130.95407,130.65345,144.32705,0.450975121286781
"SDHC","Sdhc",163.076733,171.806302,149.848479,670,701,1196,161.577171333333,144.60323,175.94104,95.95819,138.834153333333,1.16264279832829
"SDHD","Sdhd",44.248517,47.370304,45.279574,647,678,1262,45.6327983333333,45.72172,55.90211,26.87354,42.8324566666667,1.06388739942099
"SDK1","Sdk1",1.083707,1.209745,1.336648,136,120,254,1.21003333333333,1.04365,0.93953,1.79157,1.25825,0.978648658622089
"SDK2","Sdk2",6.592436,5.937386,4.282811,394,376,830,5.604211,0.81173,1.54746,6.31419,2.89112666666667,1.69724904012377
"SDR16C5","Sdr16c5",0,0,0,0,0,0,0,1.70628,1.05006,3.73608,2.16414,0.316041641646703
"SDR16C6P","Sdr16c6",0,0,0,0,0,0,0,0,0,0,0,1
"SDR39U1","Sdr39u1",50.898755,51.24316,50.854686,407,453,820,50.998867,132.74209,119.70733,192.26595,148.238456666667,0.348428067144534
"SDR42E1","Sdr42e1",2.497262,3.314215,2.551695,67,91,152,2.787724,0.18222,0.2487,0,0.14364,3.31198978699591
"SDR9C7","Sdr9c7",0.028683,0.119966,0.015088,1,2,1,0.054579,0.06626,0.2487,0.43697,0.250643333333333,0.843229218029121
"SDS","Sds",0.505878,0.21471,0.37166,3,3,6,0.364082666666667,25.77645,37.60888,20.45011,27.9451466666667,0.0471264727857658
"SDSL","Sdsl",1.780566,1.812282,1.144173,13,13,32,1.579007,8.53141,9.78218,10.22505,9.51288,0.245318789903433
"SEBOX","Sebox",1.400865,1.692875,1.6568,23,26,52,1.58351333333333,0,0,0,0,2.58351333333333
"SEC11A","Sec11a",28.742181,25.177363,26.847989,198,166,351,26.922511,37.91921,44.37903,36.55238,39.6168733333333,0.687460868069445
"SEC11C","Sec11c",64.954804,78.310925,62.768648,370,461,797,68.6781256666667,218.139,160.68747,193.16174,190.662736666667,0.363545501219929
"SEC13","Sec13",29.996593,31.997091,24.827003,370,340,648,28.940229,73.23758,66.78962,59.93017,66.6524566666667,0.442559375892583
"SEC14L1","Sec14l1",58.339109,63.128854,58.70226,2383,2586,4945,60.056741,90.99617,69.02791,56.28149,72.1018566666667,0.835228320922264
"SEC14L2","Sec14l2",11.323794,13.47118,12.125997,350,366,678,12.3069903333333,49.74722,48.44112,33.71209,43.96681,0.295929160492669
"SEC14L4","Sec14l4",0.695236,0.710726,0.507842,8,4,11,0.637934666666667,0.49698,0.5803,0.08739,0.388223333333333,1.17987835770901
"SEC16A","Sec16a",14.812832,15.064805,15.113268,715,791,1432,14.9969683333333,35.13615,27.96487,42.73548,35.2788333333333,0.440944949534393
"SEC16B","Sec16b",0.321263,0.286221,0.493879,15,14,32,0.367121,1.60689,2.40409,7.69064,3.90054,0.278973541691324
"SEC1P","Sec1",0.095886,0.188963,0.127872,3,6,8,0.137573666666667,3.66105,10.50064,18.92072,11.02747,0.0945812932118448
"SEC22A","Sec22a",5.677795,7.833674,5.700971,136,142,249,6.40414666666667,17.84141,15.7786,13.65525,15.75842,0.441816511739571
"SEC22B","Sec22b",23.234598,23.809197,22.425598,605,642,1152,23.1564643333333,53.87212,55.32181,51.86811,53.6873466666667,0.441719443449563
"SEC22C","Sec22c",15.620346,10.05567,9.00763,487,525,969,11.5612153333333,38.8966,30.3966,31.30876,33.5339866666667,0.363734875286143
"SEC23A","Sec23a",33.374574,35.667504,28.400088,1152,1229,2054,32.480722,27.16798,23.70935,20.75598,23.87777,1.34580880842616
"SEC23B","Sec23b",22.490638,25.075045,21.405001,407,377,685,22.990228,36.51111,30.28607,16.45185,27.7496766666667,0.834452097606199
"SEC23IP","Sec23ip",7.666616,11.158484,9.848997,473,486,813,9.55803233333333,14.51168,13.6232,11.77629,13.3037233333333,0.738131749845087
"SEC24A","Sec24a",3.785989,3.31505,3.688975,323,261,536,3.59667133333333,2.40205,2.34883,2.97138,2.57408666666667,1.28611076396208
"SEC31A","Sec31a",31.108289,34.724012,31.512821,914,987,1692,32.448374,64.80557,47.30816,58.02936,56.7143633333333,0.579550255225317
"SEC31B","Sec31b",0.061067,0.041427,0.042611,3,2,4,0.0483683333333333,39.19478,27.38457,28.20629,31.5952133333333,0.0321632603723819
"SEC61A1","Sec61a1",24.409745,19.412414,21.025898,670,593,1210,21.616019,42.8227,42.96974,36.94565,40.9126966666667,0.539598279248555
"SEC61A2","Sec61a2",53.05293,43.016886,58.965904,605,494,1284,51.6785733333333,32.03834,21.49868,42.16742,31.90148,1.60110041655674
"SEC61B","Sec61b",16.93815,27.467985,23.836536,77,117,188,22.747557,91.84102,106.19466,76.51311,91.5162633333333,0.256685215597589
"SEC61G","Sec61g",2.160853,1.991633,2.887169,42,29,82,2.34655166666667,75.34145,80.68915,65.32673,73.7857766666667,0.044748504539611
"SEC62","Sec62",70.96113,69.898447,63.122723,2153,2056,3591,67.9941,126.91091,176.4937,115.6436,139.682736666667,0.490423357085201
"SEC63","Sec63",27.395538,25.315708,24.857547,1142,1171,1975,25.8562643333333,33.09855,30.09263,27.66008,30.2837533333333,0.858473216022886
"SECISBP2L","Secisbp2l",21.419863,20.747997,19.855571,1955,1896,3336,20.674477,31.4254,26.27924,30.19449,29.29971,0.71533612037871
"SECTM1","Sectm1a",0,0,0,0,0,0,0,0.97738,1.4093,1.70418,1.36362,0.423079852091284
"SEH1L","Seh1l",10.637602,11.840285,9.928163,393,443,735,10.8020166666667,21.66812,17.46423,22.5694,20.56725,0.547219356508904
"SEL1L","Sel1l",49.226766,39.537061,39.687537,2366,2224,4147,42.8171213333333,12.45751,12.93237,9.96287,11.78425,3.42742994961248
"SEL1L2","Sel1l2",0,0,0.05396,0,0,3,0.0179866666666667,1.82224,1.10533,0.61176,1.17977666666667,0.467014204819148
"SEL1L3","Sel1l3",10.273872,10.308571,9.658511,629,616,1135,10.080318,12.97105,23.37775,15.97118,17.4399933333333,0.600885141317839
"SELE","Sele",0,0,0.026398,0,0,2,0.00879933333333333,0.21536,0.55267,0.93948,0.56917,0.642887216384033
"SELENBP1","Selenbp1",7.017324,8.63499,5.933333,83,69,152,7.19521566666667,89.81999,106.47099,58.02936,84.7734466666667,0.0955449032905832
"SELL","Sell",0.012346,0.050399,0.019433,1,4,3,0.0273926666666667,3.19721,5.41612,4.12935,4.24756,0.195784834602495
"SELP","Selp",0,0,0,0,0,0,0,0.44728,0.44213,0.6336,0.50767,0.663275119886978
"SELPLG","Selplg",10.156008,13.466697,15.999636,236,239,424,13.207447,17.47696,8.51105,6.62007,10.86936,1.19698509439431
"SEMA3A","Sema3a",5.341698,6.570458,3.820419,302,372,563,5.24419166666667,6.80856,7.32282,1.90081,5.34406333333333,0.984257460649563
"SEMA3B","Sema3b",2.26934,1.388602,2.448413,20,17,59,2.03545166666667,87.07006,85.49734,85.84238,86.1365933333333,0.034835555884711
"SEMA3C","Sema3c",5.480026,6.870663,7.540805,390,431,687,6.630498,3.94267,1.87906,8.32424,4.71532333333333,1.3350947190506
"SEMA3D","Sema3d",1.438864,1.105186,1.330514,126,93,218,1.29152133333333,1.3584,0.6632,0.76469,0.928763333333333,1.1880780258162
"SEMA3E","Sema3e",4.674307,4.672139,3.411685,450,437,618,4.25271033333333,0.46384,1.0777,2.7966,1.44604666666667,2.14742850368077
"SEMA3F","Sema3f",6.070801,7.462249,9.904412,85,111,188,7.81248733333333,9.11121,8.20708,11.27378,9.53069,0.836838548407876
"SEMA3G","Sema3g",1.506829,1.242698,1.375384,96,78,168,1.37497033333333,12.17589,13.65084,5.19992,10.3422166666667,0.209392079443613
"SEMA4A","Sema4a",30.18319,24.580651,27.153671,444,422,885,27.3058373333333,35.26868,36.25485,28.83989,33.4544733333333,0.821543172623352
"SEMA4B","Sema4b",3.189438,2.910535,2.850218,158,146,275,2.983397,44.47928,44.71063,31.94237,40.3774266666667,0.0962698099156803
"SEMA4C","Sema4c",3.109513,3.858913,3.136683,145,120,244,3.36836966666667,31.22661,25.22918,36.77086,31.07555,0.13619001596751
"SEMA4D","Sema4d",28.839736,29.437158,30.758757,730,694,1341,29.6785503333333,93.61357,135.51356,86.80371,105.31028,0.288575576447859
"SEMA4F","Sema4f",18.402751,15.077648,14.264665,399,432,786,15.9150213333333,7.81908,7.35045,8.34609,7.83854,1.91378002852658
"SEMA4G","Sema4g",3.436554,3.072143,3.82095,198,178,392,3.44321566666667,9.3597,11.10857,8.34609,9.60478666666667,0.418982088591441
"SEMA5A","Sema5a",4.974183,4.831608,4.251377,774,740,1261,4.68572266666667,6.0631,5.16742,12.9561,8.06220666666667,0.62741039526061
"SEMA5B","Sema5b",19.783705,7.236235,14.197973,206,214,398,13.7393043333333,8.21666,14.14823,16.16782,12.8442366666667,1.0646527279342
"SEMA6A","Sema6a",5.032771,6.470221,4.86322,290,358,541,5.455404,30.64681,21.60922,21.38959,24.54854,0.252672129209732
"SEMA6B","Sema6b",18.512138,20.580364,19.814196,780,905,1778,19.635566,117.46838,122.77462,98.77663,113.006543333333,0.181003347673348
"SEMA6C","Sema6c",10.871077,10.084866,7.766371,125,136,254,9.57410466666667,33.64522,27.93724,40.55064,34.0443666666667,0.301734791421541
"SEMA6D","Sema6d",9.670587,9.620083,9.232014,833,794,1467,9.50756133333333,25.29604,12.10337,17.28209,18.2271666666667,0.546495566169396
"SEMA7A","Sema7a",43.814644,39.878437,37.693138,1864,1768,3101,40.462073,8.13383,6.05169,24.84164,13.0090533333333,2.95966272762661
"SENP1","Senp1",5.161476,3.660224,5.177385,177,178,382,4.66636166666667,3.71075,2.81859,2.81844,3.11592666666667,1.37669159962358
"SENP2","Senp2",27.063023,26.773111,26.046713,1257,1278,2317,26.6276156666667,26.63787,18.43139,16.40815,20.49247,1.28545558824401
"SENP3","Senp3",282.512314,298.228997,385.648326,643,541,1170,322.129879,79.35038,81.43525,125.10396,95.29653,3.35557136897872
"SENP5","Senp5",9.887782,10.717206,9.647152,831,806,1517,10.0840466666667,12.22559,12.84947,15.59976,13.5582733333333,0.761357230550693
"SENP6","Senp6",50.069166,62.007889,52.728363,873,875,1587,54.9351393333333,28.27789,26.00291,23.26855,25.8497833333333,2.08326222371751
"SENP7","Senp7",19.090089,18.347258,18.220785,569,459,897,18.5527106666667,13.46803,20.83549,13.41492,15.9061466666667,1.15654448362371
"SENP8","Senp8",3.576513,2.53688,2.866077,81,77,180,2.99315666666667,2.05416,1.4922,0.98318,1.50984666666667,1.5909962627199
"SEPHS1","Sephs1",4.386236,5.754142,6.863673,252,265,466,5.668017,32.98259,34.23762,23.05007,30.0900933333333,0.21447401037072
"SEPHS2","Sephs2",11.131753,11.401685,9.944977,296,309,536,10.8261383333333,27.59869,25.20154,18.24342,23.6812166666667,0.479155403603145
"SEPSECS","Sepsecs",3.790788,3.097716,3.121952,229,205,376,3.33681866666667,2.46831,1.68563,1.02687,1.72693666666667,1.59036281248434
"SERAC1","Serac1",7.184545,5.977208,7.991778,224,202,449,7.051177,6.90796,6.88068,9.98472,7.92445333333333,0.902147918677372
"SERBP1","Serbp1",131.286909,151.46603,127.326767,2651,2560,4439,136.693235333333,57.53317,50.01622,34.52048,47.3566233333333,2.84745347879611
"SERF1B","Serf1",17.177527,15.186627,9.746959,60,57,72,14.0370376666667,1.95477,2.62516,4.47892,3.01961666666667,3.74091335409264
"SERF2","Serf2",53.052262,58.48363,46.605716,806,788,1340,52.7138693333333,688.67516,849.58492,598.75551,712.33853,0.0752992682637419
"SERGEF","Sergef",14.130448,11.557868,13.300709,200,172,348,12.9963416666667,362.52687,339.83397,1010.99119,571.117343333333,0.0244641100811935
"SERHL2","Serhl",34.402062,23.384661,8.681904,44,34,48,22.156209,44.14797,35.78509,25.47524,35.1361,0.640805427259721
"SERINC1","Serinc1",281.522116,314.87998,279.174988,10916,11707,19524,291.859028,238.56468,201.58471,186.49797,208.882453333333,1.39534784041658
"SERINC2","Serinc2",2.907381,1.614473,1.442819,64,35,67,1.98822433333333,1.85537,1.79616,3.05878,2.23677,0.923211823309452
"SERINC3","Serinc3",66.253718,85.508697,76.561706,3090,3183,5698,76.1080403333333,67.96965,61.98143,61.26292,63.738,1.1910785061839
"SERINC4","Serinc4",0.269222,0.038043,0.160319,1,1,1,0.155861333333333,14.23006,15.9444,8.06206,12.7455066666667,0.0840901220568564
"SERINC5","Serinc5",15.873026,14.586862,15.142769,1006,929,1799,15.2008856666667,10.30395,8.70448,8.80491,9.27111333333333,1.57732517799109
"SERP1","Serp1",7.964418,8.100371,7.710852,503,500,933,7.92521366666667,65.667,80.63389,51.47484,65.9252433333333,0.133360944572335
"SERP2","Serp2",45.367792,62.283473,58.452478,314,407,735,55.3679143333333,99.47788,95.85982,137.40461,110.914103333333,0.503671232261433
"SERPINA1","Serpina1a",0.202343,0,0,1,0,0,0.0674476666666667,11.72862,8.53868,11.09899,10.45543,0.0931826798877621
"SERPINA10","Serpina10",0.113603,0.058127,0.119444,2,1,6,0.097058,0.0497,0.19343,0.21848,0.15387,0.950763950878349
"SERPINA11","Serpina11",0,0,0.029282,0,0,1,0.00976066666666667,0,0,0,0,1.00976066666667
"SERPINA12","Serpina12",0,0,0.020327,0,0,2,0.00677566666666667,0.5798,0,0,0.193266666666667,0.843713894630985
"SERPINA3","Serpina3n",4.168896,3.975042,3.484284,114,106,181,3.876074,48.57105,18.07216,8.32424,24.98915,0.187619602795782
"SERPINA5","Serpina5",0,0,0,0,0,0,0,1.57375,1.27113,0.54621,1.13036333333333,0.469403497681929
"SERPINA6","Serpina6",0,0,0,0,0,0,0,0,0.4145,0.26218,0.22556,0.815953523287314
"SERPINA7","Serpina7",0.517734,0,0,1,0,0,0.172578,0,0,0,0,1.172578
"SERPINA9","Serpina9",2.40906,4.972596,5.596053,96,136,269,4.325903,0,0,0,0,5.325903
"SERPINB1","Serpinb1a",8.733519,14.742886,11.718523,62,102,152,11.7316426666667,11.56296,12.82184,9.46036,11.28172,1.03663352255764
"SERPINB10","Serpinb10",0,0,0.034533,0,0,1,0.011511,0,0,0.02185,0.00728333333333333,1.00419709780433
"SERPINB11","Serpinb11",0.036759,0,0.038562,1,0,2,0.025107,0,0,0,0,1.025107
"SERPINB12","Serpinb12",0.06724,0,0,1,0,0,0.0224133333333333,0,0,0,0,1.02241333333333
"SERPINB13","Serpinb13",0,0.068955,0.096752,0,1,3,0.0552356666666667,0,0,0,0,1.05523566666667
"SERPINB2","Serpinb2",0.040277,0,0.070127,1,0,1,0.0368013333333333,0,0.55267,0.58991,0.38086,0.750837400846815
"SERPINB5","Serpinb5",0,0.060244,0.086598,0,2,3,0.0489473333333333,0.13253,0.19343,0.13109,0.15235,0.910268003066198
"SERPINB7","Serpinb7",0,0,0,0,0,0,0,0,0.0829,0,0.0276333333333333,0.973109734341042
"SERPINB8","Serpinb8",10.202307,2.224203,7.026951,197,118,298,6.484487,5.9637,3.01203,5.5058,4.82717666666667,1.28441051784369
"SERPINC1","Serpinc1",0.076862,0.729353,0.037507,3,7,3,0.281240666666667,0.39758,2.01723,0.80839,1.0744,0.617643977374984
"SERPIND1","Serpind1",0.860939,0.877224,1.115744,23,23,58,0.951302333333333,1.82224,1.54746,0.13109,1.16693,0.900491632555428
"SERPINE1","Serpine1",0.463458,0.574627,0.573559,17,21,42,0.537214666666667,1.83881,1.76853,2.92769,2.17834333333333,0.483652804448439
"SERPINE2","Serpine2",109.457749,123.86356,109.844953,1653,1756,3150,114.388754,108.12525,108.43296,170.96376,129.17399,0.886419429872281
"SERPINF1","Serpinf1",14.694945,10.675978,15.791164,75,69,168,13.7206956666667,19.21638,13.31924,95.34643,42.62735,0.33741897380122
"SERPINF2","Serpinf2",0.121541,0,0.054488,1,0,3,0.0586763333333333,3.64449,2.29356,2.01005,2.64936666666667,0.290098647253861
"SERPING1","Serping1",2.854043,3.730552,3.669479,65,83,159,3.41802466666667,51.25471,47.08709,61.35032,53.2307066666667,0.0814672154988207
"SERPINH1","Serpinh1",6.943184,5.656314,9.928249,139,152,349,7.509249,16.94686,19.37092,90.84566,42.3878133333333,0.196120715617227
"SERPINI1","Serpini1",61.963283,79.840107,61.910467,2935,3260,5382,67.904619,208.7793,149.5789,540.26733,299.541843333333,0.229267972258949
"SERPINI2","Serpini2",0,0,0,0,0,0,0,3.84328,3.89629,1.26721,3.00226,0.249858829761185
"SERTAD1","Sertad1",5.177338,5.41967,4.951236,70,78,140,5.182748,5.06915,6.96358,6.16125,6.06466,0.875165683840411
"SERTAD2","Sertad2",4.288831,5.15162,5.036281,339,360,668,4.82557733333333,7.3221,4.58712,4.63186,5.51369333333333,0.894358551318556
"SERTAD3","Sertad3",0.866065,1.200881,0.779554,14,19,24,0.948833333333333,7.04048,16.99446,23.31225,15.7823966666667,0.116123660526039
"SERTAD4","Sertad4",5.829747,8.192335,8.169606,250,271,459,7.39722933333333,9.90637,4.22789,2.05375,5.39600333333333,1.31288695388422
"SERTM1","Sertm1",5.939005,6.103668,4.922597,241,247,391,5.65509,0.43071,0.2487,5.98646,2.22195666666667,2.06554298785314
"SESN1","Sesn1",16.170885,17.130356,17.718106,598,617,1236,17.006449,57.79822,46.89366,40.09182,48.2612333333333,0.365529804707826
"SESN2","Sesn2",2.871403,2.946469,2.31638,132,137,212,2.71141733333333,5.54956,6.57672,7.79988,6.64205333333333,0.485657083436563
"SESN3","Sesn3",21.29194,24.353895,23.005222,2736,3093,5629,22.8836856666667,29.05649,30.67293,15.90564,25.2116866666667,0.911184616632835
"SESTD1","Sestd1",9.12374,10.280134,9.364224,836,916,1746,9.589366,43.26998,56.81401,27.13572,42.40657,0.243957677374646
"SET","Set",75.147026,65.570543,66.152645,1577,1416,2620,68.956738,211.46297,225.62566,208.91444,215.334356666667,0.323373222256098
"SETBP1","Setbp1",3.479034,3.036574,3.204328,492,422,871,3.23997866666667,2.86589,2.26593,3.3865,2.83944,1.1043221580925
"SETD1A","Setd1a",15.894752,22.647979,18.6126,538,592,1127,19.051777,8.46514,9.20188,7.60324,8.42342,2.12786620993228
"SETD1B","Setd1b",5.128859,4.443314,5.615742,477,527,1087,5.06263833333333,6.42755,6.24512,5.92092,6.19786333333333,0.842283057147978
"SETD2","Setd2",27.34626,31.032403,27.115211,1000,1087,1885,28.497958,11.23164,9.28478,13.96113,11.4925166666667,2.36125024181143
"SETD3","Setd3",65.002775,212.396264,149.119002,1638,1642,3061,142.172680333333,45.97021,52.64138,33.66839,44.0933266666667,3.17503034077918
"SETD4","Setd4",7.706274,5.118709,6.534694,82,56,159,6.45322566666667,21.60186,17.0221,27.07017,21.8980433333333,0.325496181405893
"SETD5","Setd5",21.552412,24.297756,24.410925,1470,1402,2652,23.4203643333333,60.99543,55.87447,59.84278,58.9042266666667,0.407656783038348
"SETD6","Setd6",14.481299,14.494593,11.061961,79,94,159,13.345951,22.47985,19.61962,17.91569,20.0050533333333,0.682976175891643
"SETD7","Setd7",46.184325,35.832391,44.823799,2717,2400,4540,42.2801716666667,11.33104,10.11378,8.41164,9.95215333333333,3.95174997549949
"SETDB1","Setdb1",7.149809,6.860572,7.686345,481,465,981,7.232242,16.89716,13.23634,14.50734,14.88028,0.518394008166103
"SETDB2","Setdb2",2.366905,1.894677,1.242996,52,54,95,1.83485933333333,3.95924,4.22789,5.70243,4.62985333333333,0.503540530363136
"SETMAR","Setmar",2.72796,2.779739,2.394922,55,55,93,2.634207,20.72387,21.60922,11.99477,18.1092866666667,0.190180149756157
"SETX","Setx",16.291691,13.836911,13.455572,1220,1188,2217,14.528058,19.24951,19.70252,13.15274,17.3682566666667,0.845374620019283
"SEZ6","Sez6",94.117121,99.542697,90.196582,2332,2667,4863,94.6188,158.70076,109.34485,34.14906,100.731556666667,0.939912875935874
"SEZ6L","Sez6l",28.994382,26.838153,26.193369,2259,2097,4033,27.341968,14.29632,9.31241,49.35554,24.3214233333333,1.11928810742208
"SEZ6L2","Sez6l2",105.125949,106.656369,100.018771,2943,3007,5539,103.933696333333,72.60808,49.18722,74.656,65.4837666666667,1.57833560874259
"SF1","Sf1",71.932017,65.570844,79.871782,1217,1142,2435,72.4582143333333,204.93602,191.30514,194.80037,197.013843333333,0.370975145458264
"SF3A1","Sf3a1",13.427079,15.748907,19.609886,692,731,1379,16.2619573333333,80.39403,61.81563,56.43443,66.2146966666667,0.256818198837367
"SF3A2","Sf3a2",22.848127,17.980241,17.12037,201,234,384,19.316246,67.98621,55.95737,83.59199,69.1785233333333,0.289493780077162
"SF3A3","Sf3a3",11.250792,12.782169,11.48451,253,283,498,11.839157,43.07119,28.13067,24.97273,32.0581966666667,0.388380440998042
"SF3B1","Sf3b1",64.771886,51.360202,66.008114,3790,3196,7111,60.7134006666667,167.96107,113.21351,92.92126,124.698613333333,0.490963257510345
"SF3B3","Sf3b3",19.813778,24.398129,13.257823,842,854,1580,19.1565766666667,83.64093,76.84813,82.41218,80.96708,0.245910634692204
"SF3B4","Sf3b4",14.495519,14.172136,13.205237,328,326,601,13.9576306666667,21.3368,21.63685,26.76429,23.24598,0.616911779464747
"SF3B5","Sf3b5",2.048954,2.818503,2.816762,108,146,284,2.56140633333333,132.84148,122.88516,93.38008,116.368906666667,0.0303436952296736
"SFI1","Sfi1",17.0511,9.303899,20.156577,379,276,797,15.5038586666667,95.75056,73.8361,98.55815,89.3816033333333,0.182601968298785
"SFMBT1","Sfmbt1",4.85124,5.21431,4.433815,497,480,785,4.83312166666667,3.74388,10.00324,3.51759,5.75490333333333,0.863538881138689
"SFMBT2","Sfmbt2",0.458968,1.236909,0.580787,42,44,95,0.758888,5.25137,3.67523,5.04698,4.65786,0.310875136535722
"SFN","Sfn",0.954039,0.552737,0.668039,19,11,26,0.724938333333333,5.81461,5.02926,2.05375,4.29920666666667,0.325508786849856
"SFPQ","Sfpq",99.291907,70.243411,95.839677,1947,1411,3605,88.4583316666667,253.55677,220.099,280.18393,251.2799,0.354599520876085
"SFR1","Sfr1",38.483246,37.13709,35.668283,801,749,1399,37.0962063333333,4.38995,3.61996,8.04021,5.35004,5.99936478090427
"SFRP1","Sfrp1",1.900669,2.142412,2.487449,110,124,284,2.17684333333333,8.15039,5.05689,6.42343,6.54357,0.421132611393986
"SFRP2","Sfrp2",2.079545,2.420374,1.054599,9,19,25,1.851506,1.97134,10.00324,4.98144,5.65200666666667,0.428668542124131
"SFRP4","Sfrp4",0.293742,0.299659,0.3575,11,15,25,0.316967,2.68367,5.83062,1.9882,3.50083,0.292605363899547
"SFRP5","Sfrp5",0.559142,0.571824,0.327854,12,13,15,0.486273333333333,1.50749,0.71847,0.93948,1.05514666666667,0.723195749208491
"SFSWAP","Sfswap",58.646709,59.883476,65.926056,552,530,1251,61.4854136666667,38.34992,34.54159,38.56243,37.1513133333333,1.637831262078
"SFT2D1","Sft2d1",41.563891,40.196355,37.077888,199,166,386,39.6127113333333,71.16685,71.01751,75.04927,72.41121,0.553222203166701
"SFT2D2","Sft2d2",6.330391,5.751449,6.53053,490,442,964,6.20412333333333,1.50749,3.03966,0.76469,1.77061333333333,2.60019081214268
"SFT2D3","Sft2d3",1.97744,1.71847,1.560605,61,55,101,1.75217166666667,3.54509,3.64759,3.23356,3.47541333333333,0.614953628119265
