"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"FAM220A","Fam220a",3.009892,4.684075,3.845549,19,23,39,3.84650533333333,30.18296,23.90278,35.00114,29.6956266666667,0.157889115148651
"FAM221A","Fam221a",0.360913,0.423174,0.819712,6,9,11,0.534599666666667,17.11251,10.58354,15.97118,14.5557433333333,0.0986516448480015
"FAM221B","Fam221b",0.481529,0.49337,0.475056,20,17,39,0.483318333333333,0.81173,0.96716,0.21848,0.66579,0.89045938163474
"FAM222A","Fam222a",2.498901,2.496046,2.134666,90,96,157,2.37653766666667,17.07938,16.7734,9.41666,14.4231466666667,0.218926639267733
"FAM222B","Fam222b",7.618484,7.45644,7.339605,336,327,628,7.47150966666667,16.89716,12.93237,14.61658,14.81537,0.535650425293032
"FAM227B","Fam227b",0,0.076766,0.065262,0,2,3,0.0473426666666667,6.87482,12.98764,9.94102,9.93449333333333,0.0957833742029809
"FAM228A","Fam228a",1.405063,0.957801,0.971511,31,23,62,1.11145833333333,1.67315,2.40409,7.27552,3.78425333333333,0.441334976687411
"FAM228B","Fam228b",49.45355,50.55448,38.800087,50,45,95,46.2693723333333,54.98203,95.58348,79.15677,76.5740933333333,0.609344825085076
"FAM24A","Fam24a",0.585664,0.453643,0.36506,4,3,3,0.468122333333333,0,0,0,0,1.46812233333333
"FAM25A","Fam25c",0,0,0,0,0,0,0,8.82959,3.28836,0,4.03931666666667,0.198439603253087
"FAM32A","Fam32a",17.442058,19.987542,17.515374,612,682,1178,18.3149913333333,49.15085,54.21648,49.2463,50.87121,0.372364387361184
"FAM3A","Fam3a",9.987094,10.043766,8.07285,129,147,257,9.36790333333333,73.63517,72.64787,89.18518,78.4894066666667,0.130431258303517
"FAM3B","Fam3b",0,0,0,0,0,0,0,0.34788,0.77373,0.30588,0.47583,0.677584816679428
"FAM3C","Fam3c",21.120702,25.975454,21.621978,549,657,1084,22.9060446666667,30.49771,25.53314,43.28169,33.10418,0.700971102857968
"FAM43A","Fam43a",3.29037,3.264291,3.167146,127,131,253,3.24060233333333,6.65947,7.10175,3.69238,5.81786666666667,0.621983758360386
"FAM50A","Fam50a",9.305272,8.720452,11.167992,164,147,325,9.73123866666667,94.3756,79.66672,95.23719,89.7598366666667,0.118237747673338
"FAM50B","Fam50b",0,0,0,0,0,0,0,34.52321,29.7334,21.2148,28.49047,0.0339092594997638
"FAM53A","Fam53a",8.934844,8.987201,8.384599,193,225,421,8.76888133333333,1.97134,1.79616,1.83527,1.86759,3.40665204346972
"FAM53B","Fam53b",10.928406,11.032795,12.749788,514,448,880,11.5703296666667,21.66812,20.14465,24.62315,22.1453066666667,0.543104908813767
"FAM53C","Fam53c",11.675874,11.671813,11.205145,669,673,1269,11.5176106666667,19.18324,17.16026,21.65177,19.3317566666667,0.615667936218661
"FAM71B","Fam71b",0,0,0,0,0,0,0,0,0,0,0,1
"FAM71E1","Fam71e1",3.313007,28.352378,12.079922,23,27,61,14.581769,12.34155,11.46781,13.80819,12.5391833333333,1.15086476166091
"FAM71F1","Fam71f1",0,0,0,0,0,0,0,1.49093,0.9948,1.24536,1.24369666666667,0.445693045257157
"FAM72A","Fam72a",0.27923,0.355087,0.308754,8,10,17,0.314357,5.63239,3.31599,2.51257,3.82031666666667,0.272670260252611
"FAM76A","Fam76a",22.74458,28.346587,22.490232,573,658,1178,24.527133,6.77543,10.47301,9.5696,8.93934666666667,2.5682908400418
"FAM76B","Fam76b",7.316872,6.211846,7.304672,251,182,386,6.94446333333333,4.73783,9.39531,10.74941,8.29418333333333,0.854777988383415
"FAM78A","Fam78a",1.713205,2.643434,1.58731,88,91,166,1.98131633333333,8.91242,9.72691,6.79485,8.47806,0.314549215064405
"FAM78B","Fam78b",7.633157,7.734939,6.974562,398,413,699,7.44755266666667,9.3597,6.57672,10.72757,8.88799666666667,0.854323980017523
"FAM81A","Fam81a",46.826113,39.711123,41.462516,2032,1932,3448,42.666584,6.56007,8.98081,25.06012,13.5336666666667,3.00451255705144
"FAM83A","Fam83a",0.051968,0,0,2,0,0,0.0173226666666667,0.23192,0.30397,0,0.17863,0.863139973245774
"FAM83B","Fam83b",0,0.04766,0,0,2,0,0.0158866666666667,0,0,0.10924,0.0364133333333333,0.980194516988074
"FAM83C","Fam83c",0.10928,0.01844,0.009465,6,1,1,0.0457283333333333,0.08283,0,0,0.02761,1.01763152687628
"FAM83D","Fam83d",0.869594,0.391129,0.574267,27,11,38,0.611663333333333,2.74993,1.54746,0.83024,1.70921,0.594883133213495
"FAM83E","Fam83e",0,0,0,0,0,0,0,0.46384,0.05527,0,0.173036666666667,0.852488271182202
"FAM83F","Fam83f",0.075988,0.050488,0.102676,3,2,8,0.076384,0.13253,0.2487,0.19664,0.192623333333333,0.902534748327916
"FAM83G","Fam83g",0.015391,0.030544,0.007782,1,2,1,0.0179056666666667,0.71233,0.9948,0.721,0.809376666666667,0.562572561821474
"FAM83H","Fam83h",0.150065,0.40424,0.344531,9,25,42,0.299612,2.25295,4.28316,5.13437,3.89016,0.265760629509055
"FAM89A","Fam89a",0.687811,0.672077,0.60757,10,10,18,0.655819333333333,23.97077,30.4795,17.69721,24.04916,0.0661027888094185
"FAM89B","Fam89b",6.269315,6.753166,7.968812,79,87,209,6.99709766666667,41.96128,50.20965,72.5367,54.9025433333333,0.143054272485992
"FAM91A1","Fam91a1",13.546472,11.353441,12.009472,975,870,1698,12.3031283333333,6.16249,7.46098,6.31419,6.64588666666667,1.73990655542021
"FAM98A","Fam98a",13.87573,13.582072,13.244412,391,343,679,13.5674046666667,42.2429,32.08223,38.10362,37.47625,0.378607703886597
"FAM98B","Fam98b",21.89102,16.89742,18.630748,507,389,820,19.1397293333333,16.01917,18.48666,12.45359,15.65314,1.20936528086195
"FAN1","Fan1",1.856454,2.030587,2.139419,87,94,182,2.00882,24.33522,29.45707,33.31882,29.0370366666667,0.100170334157464
"FANCA","Fanca",2.388793,0.998567,1.786514,18,14,30,1.72462466666667,41.43117,34.12709,35.6566,37.07162,0.0715657664860772
"FANCB","Fancb",0.904149,0.78665,0.934215,35,31,69,0.875004666666667,0.92769,0.1658,0,0.364496666666667,1.37413649477585
"FANCC","Fancc",8.501546,14.502199,6.81152,94,99,181,9.93842166666667,3.26347,3.92392,3.71423,3.63387333333333,2.36053531890528
"FANCD2","Fancd2",1.963543,2.262341,1.150314,67,61,100,1.792066,5.21824,2.92913,1.17981,3.10906,0.679490199705042
"FANCF","Fancf",1.176104,1.172524,1.376277,18,19,46,1.241635,2.81619,4.14499,3.49574,3.48564,0.499735823650583
"FANCG","Fancg",8.059374,7.957676,7.878318,103,101,221,7.96512266666667,26.40595,12.90474,37.73219,25.68096,0.336011997569303
"FANCI","Fanci",0.242157,0.312821,0.619583,12,14,28,0.391520333333333,2.86589,7.76495,5.61504,5.41529333333333,0.216906735363621
"FANCL","Fancl",9.109993,6.055108,5.31869,88,61,111,6.82793033333333,39.49297,25.03574,20.20977,28.24616,0.267656688376639
"FANCM","Fancm",5.297656,11.789849,8.581338,149,171,358,8.556281,3.99237,4.91872,3.08062,3.99723666666667,1.91231307169095
"FANK1","Fank1",1.171251,1.553665,1.558463,26,22,68,1.427793,15.35654,24.62124,13.61156,17.8631133333333,0.128705848133235
"FAP","Fap",2.388295,1.728115,1.312643,34,27,56,1.80968433333333,2.18669,3.45416,4.12935,3.25673333333333,0.660056459569936
"FAR1","Far1",42.414581,37.385718,39.474381,1707,1387,2844,39.7582266666667,13.10358,10.77698,15.97118,13.2839133333333,2.85343558978002
"FAR2","Far2",6.083215,5.224342,5.741481,290,244,520,5.68301266666667,47.56053,44.9317,21.71731,38.0698466666667,0.171052953539447
"FARP1","Farp1",18.459998,19.724692,24.914465,777,740,1513,21.0330516666667,32.12117,34.81792,47.47658,38.1385566666667,0.562950030434609
"FARP2","Farp2",1.857317,1.558568,1.898228,92,78,178,1.771371,39.67519,24.45544,32.92554,32.3520566666667,0.0830944558441523
"FARS2","Fars2",28.439639,25.885757,19.417969,134,125,190,24.5811216666667,54.93233,55.54287,66.65948,59.0448933333333,0.426033260225072
"FARSA","Farsa",11.958831,13.074684,13.467989,217,233,477,12.8338346666667,52.43089,41.44991,65.85109,53.2439633333333,0.255029939122565
"FARSB","Farsb",39.17147,38.512014,34.705466,477,437,833,37.4629833333333,29.70255,23.37775,29.34241,27.4742366666667,1.35079945368158
"FAS","Fas",0.785154,0.835833,1.496837,14,14,52,1.03927466666667,10.07203,7.48862,7.10073,8.22046,0.221168430497683
"FASN","Fasn",47.613637,47.298089,47.024775,2974,3293,5737,47.312167,190.50718,163.4508,205.22206,186.393346666667,0.257811538453055
"FASTK","Fastk",70.487518,82.052725,77.48051,592,553,1099,76.6735843333333,145.21617,130.01454,175.31159,150.180766666667,0.513779537211854
"FASTKD1","Fastkd1",4.047301,4.741439,4.085686,153,173,291,4.29147533333333,21.00549,22.82508,21.8484,21.89299,0.231139546792854
"FASTKD2","Fastkd2",16.546463,22.874648,18.446084,222,202,423,19.289065,6.16249,7.29518,7.31922,6.92563,2.55993088246613
"FASTKD3","Fastkd3",12.02487,9.43071,6.994108,103,101,187,9.48322933333333,7.53746,7.54388,10.11581,8.39905,1.11534988465146
"FASTKD5","Fastkd5",3.104361,2.675837,2.282088,112,95,175,2.68742866666667,5.68208,3.95156,4.8285,4.82071333333333,0.633501163087686
"FAT2","Fat2",0.014122,0.057788,0.02969,3,12,12,0.0338666666666667,4.34025,4.06209,0.30588,2.90274,0.264907902311368
"FAT3","Fat3",10.499301,9.862732,10.105332,1770,1686,3442,10.1557883333333,19.4483,16.9392,8.49903,14.9621766666667,0.698888915108278
"FAT4","Fat4",0.775988,0.747854,0.799183,176,173,348,0.774341666666667,0.89456,0.60793,0.26218,0.588223333333333,1.11718649979957
"FATE1","Fate1",0.097118,0.099316,0.2832,1,1,5,0.159878,0.26505,0,1.15797,0.47434,0.786709985485031
"FAU","Fau",89.352878,103.599848,111.95214,248,318,614,101.634955333333,1191.6638,1110.0285,893.53417,1065.07549,0.0962736281774317
"FAXC","Faxc",11.441009,12.149867,13.2156,615,663,1178,12.2688253333333,25.89241,19.81306,39.6767,28.4607233333333,0.450390344568367
"FBF1","Fbf1",19.359104,19.859696,21.320128,575,563,1264,20.1796426666667,28.808,36.61408,25.91221,30.4447633333333,0.673550709927429
"FBL","Fbl",74.07473,74.024161,62.976029,224,218,426,70.3583066666667,48.85267,55.65341,37.27338,47.25982,1.47862770036578
"FBLIM1","Fblim1",0.785124,0.521493,0.896141,13,18,41,0.734252666666667,6.17906,9.14661,6.48898,7.27155,0.209664774639175
"FBLL1","Fbll1",9.598425,12.427361,12.86072,139,195,413,11.6288353333333,33.76118,28.10304,59.90832,40.5908466666667,0.30364458397657
"FBLN1","Fbln1",3.252409,2.764288,2.753354,75,81,171,2.92335033333333,33.44643,49.85042,20.27532,34.5240566666667,0.110442069444584
"FBLN2","Fbln2",2.652487,1.76731,2.668215,67,53,140,2.36267066666667,26.53848,33.85076,20.75598,27.0484066666667,0.119888117233516
"FBLN5","Fbln5",1.690205,2.154607,2.497155,54,66,157,2.113989,43.38594,18.79062,6.03016,22.7355733333333,0.13119501923414
"FBLN7","Fbln7",0.567093,0.673372,0.757808,22,26,57,0.666091,2.83276,3.53706,14.26701,6.87894333333333,0.211461223861237
"FBN1","Fbn1",0.577594,0.600722,0.57268,83,76,156,0.583665333333333,9.64132,7.43335,6.77301,7.94922666666667,0.176961137796636
"FBN2","Fbn2",0.281612,0.557207,0.384064,43,29,62,0.407627666666667,0.18222,0.60793,0.08739,0.292513333333333,1.08906239522997
"FBP1","Fbp1",0.552665,0.150725,0.193949,3,1,5,0.299113,1.72285,1.76853,0.74285,1.41141,0.538735843344765
"FBP2","Fbp2",0.06022,0.061713,0,1,1,0,0.0406443333333333,0,0.3316,0.17479,0.168796666666667,0.890355322710822
"FBRS","Fbrs",22.683535,21.595295,19.820411,392,389,765,21.3664136666667,53.52423,52.44795,53.57229,53.18149,0.412805437182821
"FBXL12","Fbxl12",6.132678,5.971909,7.097787,104,107,260,6.40079133333333,14.47855,11.60597,18.52745,14.8706566666667,0.466319163017199
"FBXL13","Fbxl13",0.148435,0.211583,0.190016,5,7,12,0.183344666666667,1.06021,0.46977,2.57811,1.36936333333333,0.499435713391361
"FBXL14","Fbxl14",5.767899,7.116046,5.715038,210,268,429,6.199661,15.02522,13.73374,21.76101,16.83999,0.403568667919657
"FBXL15","Fbxl15",5.414737,7.346044,6.703237,70,107,194,6.488006,43.4522,48.82799,60.2579,50.84603,0.14442776042833
"FBXL16","Fbxl16",420.966182,475.440467,446.12119,8299,10773,19463,447.509279666667,2284.81055,2222.90323,1003.65013,1837.12130333333,0.244004179078562
"FBXL17","Fbxl17",31.684897,26.137036,30.37678,605,623,1212,29.399571,153.26716,147.28534,179.06952,159.874006666667,0.188965089077369
"FBXL19","Fbxl19",13.073185,13.002761,13.631305,575,529,1189,13.2357503333333,52.2818,52.00582,84.26929,62.8523033333333,0.222948109781057
"FBXL2","Fbxl2",15.173954,15.656705,16.931845,494,525,919,15.9208346666667,40.86793,30.5624,53.76892,41.7330833333333,0.395965686226713
"FBXL20","Fbxl20",10.140395,12.814129,13.608558,721,722,1440,12.187694,4.17459,3.73049,6.16125,4.68877666666667,2.31819506595736
"FBXL22","Fbxl22",0.074395,0.092801,0.132066,4,5,14,0.099754,2.45174,5.49902,4.1075,4.01942,0.219099816313439
"FBXL3","Fbxl3",39.08439,32.421293,38.203612,1084,929,1760,36.569765,34.68887,36.25485,39.43637,36.7933633333333,0.994083661425917
"FBXL4","Fbxl4",4.905036,6.837147,4.940172,168,228,326,5.560785,3.69418,3.42653,2.29408,3.13826333333333,1.58539572558215
"FBXL5","Fbxl5",43.016952,49.210248,54.185512,1139,1067,2029,48.8042373333333,43.76695,40.78671,30.1508,38.23482,1.26938870455716
"FBXL6","Fbxl6",25.148136,17.91724,18.377996,159,175,358,20.481124,20.06123,19.64726,22.74419,20.81756,0.984579577184616
"FBXL7","Fbxl7",0.080614,0.161655,0.19724,5,10,24,0.146503,12.04337,17.21553,10.18136,13.1467533333333,0.081043542146066
"FBXL8","Fbxl8",0.212758,0.455784,0.483639,5,11,23,0.384060333333333,13.20298,9.22951,10.05027,10.8275866666667,0.117019673779605
"FBXO10","Fbxo10",5.886899,6.514792,6.175158,382,408,759,6.192283,13.03732,6.27275,7.36291,8.89099333333333,0.727154771782275
"FBXO11","Fbxo11",44.836765,42.866876,38.95354,1702,1633,2844,42.2190603333333,37.05779,45.9265,42.95396,41.9794166666667,1.00557577755243
"FBXO15","Fbxo15",0.250069,0.249889,0.094587,3,6,3,0.198181666666667,7.02392,9.17425,6.0957,7.43129,0.142111309973523
"FBXO16","Fbxo16",2.753423,3.158965,3.108024,58,69,146,3.006804,22.6952,22.76982,30.69701,25.3873433333333,0.151845676519412
"FBXO17","Fbxo17",0.655143,0.93932,0.892268,10,18,38,0.828910333333333,33.09855,32.27566,34.67342,33.34921,0.0532446112540386
"FBXO2","Fbxo2",29.458926,30.176508,26.965702,398,432,775,28.8670453333333,239.19418,323.17111,290.45268,284.272656666667,0.104696488202976
"FBXO21","Fbxo21",28.287773,45.173095,34.049027,1078,1208,2190,35.8366316666667,36.27919,27.35694,21.73916,28.45843,1.25046146948994
"FBXO22","Fbxo22",20.911864,21.003939,18.466824,371,365,642,20.1275423333333,29.23871,15.25357,16.03673,20.1763366666667,0.997695808576271
"FBXO24","Fbxo24",0.106135,0.10744,0.110403,3,3,6,0.107992666666667,1.97134,0.71847,2.88399,1.85793333333333,0.38769017238564
"FBXO25","Fbxo25",23.624002,23.716383,23.783897,506,531,941,23.708094,23.02652,23.90278,22.04504,22.9914466666667,1.02987095123067
"FBXO27","Fbxo27",3.533301,3.923486,4.895846,69,82,165,4.11754433333333,10.90032,11.46781,25.21306,15.8603966666667,0.303524551320362
"FBXO28","Fbxo28",10.959591,9.599131,8.918701,572,584,1015,9.82580766666667,8.87929,7.90312,7.07888,7.95376333333333,1.20907905018709
"FBXO3","Fbxo3",19.404294,18.175443,17.436441,1015,909,1741,18.338726,41.26551,32.82833,19.16105,31.0849633333333,0.602734863652122
"FBXO30","Fbxo30",2.158263,2.687015,1.937285,115,132,202,2.26085433333333,2.41861,2.45936,1.68233,2.18676666666667,1.02324853822579
"FBXO31","Fbxo31",23.150356,24.921236,24.199521,1121,1252,2330,24.090371,42.07724,31.33613,31.02473,34.8127,0.700599815149374
"FBXO32","Fbxo32",3.169078,4.876852,3.126901,315,477,597,3.724277,13.88218,11.27437,11.44856,12.2017033333333,0.357853595154767
"FBXO33","Fbxo33",27.854391,29.340302,29.696253,583,591,998,28.9636486666667,9.32657,10.33484,12.9561,10.8725033333333,2.52378523933874
"FBXO34","Fbxo34",20.528627,26.320628,17.178604,515,693,1099,21.3426196666667,26.10777,27.9925,39.54561,31.2152933333333,0.693540780010488
"FBXO36","Fbxo36",2.061419,1.473751,0.901472,21,15,18,1.47888066666667,6.36128,9.50585,5.06883,6.97865333333333,0.310689105429655
"FBXO38","Fbxo38",10.444261,10.8606,9.794833,486,487,918,10.3665646666667,10.51931,12.21391,11.97293,11.5687166666667,0.904353639923461
"FBXO39","Fbxo39",0,0.046797,0,0,1,0,0.015599,0,0.2487,0.13109,0.126596666666667,0.901475239585891
"FBXO4","Fbxo4",2.026201,3.098182,4.757619,32,46,101,3.29400066666667,11.81144,7.46098,9.26372,9.51204666666667,0.408483790343397
"FBXO40","Fbxo40",0.034358,0.014003,0.090307,2,1,8,0.0462226666666667,0.28162,0.0829,1.02687,0.463796666666667,0.714732237400914
"FBXO41","Fbxo41",14.522796,16.052483,14.943708,1208,1388,2572,15.1729956666667,42.57421,37.24965,44.24302,41.3556266666667,0.381838186315742
"FBXO42","Fbxo42",5.741515,5.915484,6.456751,482,474,914,6.03791666666667,15.57189,11.90994,12.67207,13.3846333333333,0.489266323553607
"FBXO43","Fbxo43",0,0.019099,0.041389,0,1,4,0.0201626666666667,0.28162,0.52503,0.21848,0.34171,0.760345131710032
"FBXO44","Fbxo44",44.99807,46.578525,44.711747,755,776,1413,45.4294473333333,263.84416,218.02651,280.88308,254.25125,0.18189704196682
"FBXO45","Fbxo45",14.447686,13.355449,13.480186,774,710,1415,13.761107,9.44253,8.26235,6.1394,7.94809333333333,1.64963712939963
"FBXO46","Fbxo46",2.249472,2.160286,2.17653,112,115,222,2.19542933333333,13.50116,10.80461,11.40487,11.9035466666667,0.247639615361565
"FBXO47","Fbxo47",0.662119,0.675708,0.231253,18,13,9,0.523026666666667,0,0,0.08739,0.02913,1.47991669338827
"FBXO48","Fbxo48",0.184896,0.413729,0.545998,5,8,18,0.381541,1.80568,0.96716,0.89578,1.22287333333333,0.621511347175278
"FBXO5","Fbxo5",0.778873,1.864062,0.477081,9,17,13,1.04000533333333,1.92164,2.18303,1.28906,1.79791,0.729117567517659
"FBXO6","Fbxo6",14.36641,9.035575,10.080542,113,110,224,11.1608423333333,18.6697,16.05493,14.13592,16.28685,0.703473584449066
"FBXO7","Fbxo7",17.728888,17.713466,20.179156,520,544,878,18.5405033333333,55.94285,55.40471,46.05644,52.468,0.365461646841725
"FBXO8","Fbxo8",27.368755,19.900603,18.094175,212,212,343,21.7878443333333,11.66235,12.29681,7.88727,10.6154766666667,1.96185184536838
"FBXO9","Fbxo9",54.945849,62.223558,49.609996,740,877,1461,55.5931343333333,60.56472,78.67192,103.3648,80.8671466666667,0.691280161060945
"FBXW10","Fbxw10",0.317118,0.682231,0.117709,8,6,10,0.372352666666667,0.53011,0.3316,0.21848,0.360063333333333,1.0090358537225
"FBXW11","Fbxw11",31.894662,35.74989,31.667276,1522,1680,2772,33.1039426666667,68.21814,80.05359,74.83078,74.3675033333333,0.45250195586064
"FBXW12","Fbxw15",0.548491,0.613339,0.315433,10,11,11,0.492421,1.32527,1.4093,1.11427,1.28294666666667,0.653725740417355
"FBXW2","Fbxw2",82.888634,81.91059,76.778728,697,721,1392,80.525984,15.3234,11.63361,11.36117,12.7727266666667,5.91937863671633
"FBXW4","Fbxw4",13.41066,23.276702,15.46622,149,186,333,17.3845273333333,135.42575,377.80208,199.8255,237.684443333333,0.0770244054308078
"FBXW5","Fbxw5",40.255955,45.120809,48.162501,631,683,1290,44.5130883333333,100.77001,108.23952,160.80425,123.27126,0.366239855726363
"FBXW7","Fbxw7",49.129804,48.033903,45.937869,2274,2154,3967,47.7005253333333,14.82643,9.72691,71.99049,32.1812766666667,1.46771101734784
"FBXW8","Fbxw8",7.246558,7.432334,6.840464,413,420,775,7.17311866666667,4.57217,5.33322,4.67556,4.86031666666667,1.39465478259138
"FCAMR","Fcamr",0,0,0,0,0,0,0,0,0,0,0,1
"FCER1A","Fcer1a",0,0,0,0,0,0,0,0.19879,0.44213,0.58991,0.410276666666667,0.709080724113236
"FCER1G","Fcer1g",8.199618,9.226213,8.900073,52,54,103,8.77530133333333,39.84085,16.91156,12.91241,23.2216066666667,0.403577742296754
"FCF1","Fcf1",13.525303,11.437607,12.355973,91,77,163,12.4396276666667,22.91056,26.16871,26.82984,25.3030366666667,0.510953462787757
"FCGR1A","Fcgr1",1.32976,0.973502,1.598273,38,31,49,1.30051166666667,7.18958,1.54746,2.20669,3.64791,0.494956155920977
"FCGR2A","Fcgr3",6.940133,6.633988,6.545759,113,105,201,6.70662666666667,10.68497,11.99284,9.83178,10.83653,0.651088339797784
"FCGR3B","Fcgr4",0,0,0.157512,0,0,5,0.052504,4.34025,2.76333,6.0957,4.39976,0.194916811117531
"FCGRT","Fcgrt",13.461078,13.700851,7.439111,157,145,283,11.53368,46.28496,54.90731,44.35226,48.5148433333333,0.253129751731686
"FCHO1","Fcho1",32.186707,28.331885,33.736534,619,753,1580,31.4183753333333,20.82326,17.10499,20.64674,19.5249966666667,1.57945825082554
"FCHO2","Fcho2",13.441475,11.368813,12.569464,689,568,1196,12.4599173333333,4.55561,4.91872,4.12935,4.53456,2.43197604386497
"FCHSD1","Fchsd1",3.582065,3.52792,1.557174,53,55,85,2.889053,30.44802,19.53672,19.57617,23.18697,0.160791244211243
"FCHSD2","Fchsd2",10.340357,15.887706,11.803443,514,601,1100,12.6771686666667,139.58378,250.7443,219.27058,203.199553333333,0.0669794249958039
"FCRL1","Fcrl1",0.153414,0.157301,0.180998,4,4,8,0.163904333333333,0,0,0,0,1.16390433333333
"FCRL5","Fcrl5",0,0.031144,0.031963,0,1,2,0.0210356666666667,0.0497,0.13817,0,0.0626233333333333,0.960863209603905
"FCRL6","Fcrl6",0,0.086634,0.088305,0,2,4,0.058313,0.61294,0,0.54621,0.386383333333333,0.763362465888463
"FCRLA","Fcrla",0.076601,0,0.084725,1,0,1,0.0537753333333333,0.41415,0,0.45882,0.29099,0.816253676119361
"FCRLB","Fcrlb",0,0.209325,0.137255,0,3,4,0.115526666666667,0.99395,1.4922,3.62684,2.03766333333333,0.36723183060664
"FDFT1","Fdft1",31.012936,30.999432,26.393474,788,849,1401,29.468614,81.33828,67.61861,97.05061,82.0025,0.367080678292822
"FDPS","Fdps",51.432228,53.174299,49.998431,420,445,742,51.534986,84.60175,66.95542,78.45762,76.6715966666667,0.676373195023372
"FDX1","Fdx1",7.141045,6.148356,7.50554,82,68,177,6.931647,4.50591,6.05169,5.81168,5.45642666666667,1.22848866865469
"FDXACB1","Fdxacb1",3.246347,1.80361,3.965029,61,64,136,3.00499533333333,2.55114,1.96196,1.48569,1.99959666666667,1.3351779517024
"FDXR","Fdxr",7.156866,6.425829,7.359684,86,85,178,6.980793,8.29949,11.46781,9.98472,9.91734,0.731019918771422
"FECH","Fech",20.438414,24.577222,23.233393,557,579,1077,22.7496763333333,13.23611,16.1102,17.12915,15.49182,1.44008825789593
"FEM1B","Fem1b",22.579117,21.477601,19.594546,2081,1973,3543,21.217088,10.93346,9.92034,12.34435,11.06605,1.84128923715715
"FEM1C","Fem1c",4.660768,5.808653,4.816248,371,450,729,5.095223,8.18353,9.45058,9.74439,9.12616666666667,0.601927975377323
"FEN1","Fen1",3.739651,3.772931,3.420403,105,108,189,3.64432833333333,15.24057,7.43335,11.29562,11.32318,0.376877423954964
"FER","Fer",4.611309,4.837504,4.564837,181,190,306,4.67121666666667,4.00893,10.22431,6.51082,6.91468666666667,0.716543421807391
"FER1L4","Fer1l4",0,0,0,0,0,0,0,8.86273,6.68725,7.73433,7.76143666666667,0.114136532402791
"FER1L5","Fer1l5",2.732382,2.609256,3.125432,66,64,154,2.82235666666667,1.73941,1.43693,0.34957,1.17530333333333,1.7571603040802
"FERD3L","Ferd3l",0.105795,0,0,1,0,0,0.035265,0,0,0,0,1.035265
"FERMT1","Fermt1",0,0.014755,0.037714,0,1,5,0.0174896666666667,7.18958,5.69245,3.67053,5.51752,0.156116078917543
"FERMT2","Fermt2",39.429888,39.779679,35.824312,934,935,1634,38.3446263333333,31.4254,40.12351,24.49206,32.0136566666667,1.1917682046127
"FERMT3","Fermt3",2.110103,0.98407,1.930642,37,34,74,1.67493833333333,17.26161,13.84427,9.24187,13.44925,0.185126448316233
"FES","Fes",1.56723,1.387747,2.47424,36,30,52,1.809739,10.85063,10.74934,18.61484,13.4049366666667,0.195053894718038
"FETUB","Fetub",0,0,0,0,0,0,0,0.76203,0.63557,0,0.465866666666667,0.682190285610333
"FEV","Fev",0,0,0,0,0,0,0,5.05258,1.60273,0,2.21843666666667,0.310709858098808
"FEZ1","Fez1",283.253317,181.811963,218.348487,2144,2157,3692,227.804589,536.63387,500.21747,445.86038,494.23724,0.462010064105842
"FEZ2","Fez2",12.222711,13.712227,12.676134,311,343,626,12.8703573333333,39.79115,40.53801,71.46613,50.59843,0.268813553694043
"FEZF1","Fezf1",0.095594,0.063155,0.032204,3,2,2,0.063651,3.08125,7.68205,0,3.58776666666667,0.231845051695451
"FEZF2","Fezf2",6.226595,5.362803,6.005189,174,152,333,5.86486233333333,3.64449,8.87028,22.67864,11.7311366666667,0.539218336356979
"FFAR1","Ffar1",0.017166,0.017374,0.053439,1,1,6,0.0293263333333333,0.81173,0.52503,0.45882,0.598526666666667,0.643921903085758
"FFAR2","Ffar2",0.137142,0.17523,0.115654,3,1,3,0.142675333333333,0.59637,0.13817,0.54621,0.426916666666667,0.800800327045494
"FFAR3","Ffar3",0.135278,0.099254,0.076605,2,2,3,0.103712333333333,0,0.0829,0,0.0276333333333333,1.07403321547893
"FGA","Fga",0,0,0,0,0,0,0,0.11596,1.7409,1.13612,0.99766,0.500585685251745
"FGB","Fgb",0,0,0,0,0,0,0,0,4.97399,0.98318,1.98572333333333,0.334927214734118
"FGD1","Fgd1",4.641513,5.670082,4.306574,113,150,250,4.872723,8.38232,7.23992,9.67884,8.43369333333333,0.622526384152124
"FGD2","Fgd2",2.134403,2.450322,3.449259,35,37,90,2.67799466666667,12.20903,3.92392,3.01508,6.38267666666667,0.49819257062592
"FGD3","Fgd3",1.760875,1.544518,1.294865,103,89,146,1.53341933333333,3.95924,4.11736,3.08062,3.71907333333333,0.536846782065971
"FGD4","Fgd4",5.835494,5.587922,5.602192,541,464,949,5.67520266666667,5.9637,7.79258,5.68058,6.47895333333333,0.892531664412935
"FGD5","Fgd5",1.65505,1.372004,2.874215,116,91,220,1.96708966666667,4.87036,6.43855,4.1075,5.13880333333333,0.48333355958083
"FGD6","Fgd6",4.746985,8.460768,7.19594,253,260,555,6.801231,2.70023,4.91872,3.88902,3.83599,1.61316111075498
