"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"EFHD2",5.227783,3.799712,4.312571,4.44668866666667,209,99,118,"Efhd2",2.570534,2.963633,3.068184,197,219,165,2.86745033333333,1.40834094745108
"EFL1",10.964844,13.181112,16.038538,13.3948313333333,409,323,322,"Efl1",0.869146,0.870021,1.079638,82,81,81,0.939601666666667,7.42153998974016
"EFNA1",2.141575,3.148406,1.802916,2.364299,53,43,26,"Efna1",3.903541,3.505413,4.789349,176,147,155,4.066101,0.664080522674143
"EFNA2",2.952842,2.168507,3.253445,2.791598,113,62,80,"Efna2",0.174948,0.109736,0.182054,11,7,8,0.155579333333333,3.28112306150623
"EFNA3",9.471015,8.748282,8.261429,8.82690866666667,235,160,139,"Efna3",0,0,0,0,0,0,0,9.82690866666667
"EFNA4",2.988214,1.089118,1.932959,2.00343033333333,61,16,26,"Efna4",0.039926,0.021143,0,2,1,0,0.0203563333333333,2.94351123741412
"EFNA5",2.615667,9.276927,16.306971,9.399855,134,236,278,"Efna5",0.807672,1.071563,0.55213,108,71,53,0.810455,5.74433222587692
"EFNB1",8.734873,3.406844,6.579186,6.240301,520,153,256,"Efnb1",2.348494,1.630635,2.450967,182,159,125,2.14336533333333,2.30335969008163
"EFNB2",21.613968,27.734148,27.584395,25.6441703333333,1699,1650,1455,"Efnb2",2.158729,1.948097,1.717204,245,195,183,1.94134333333333,9.05850399420673
"EFNB3",10.02438,7.93397,10.690444,9.549598,571,341,398,"Efnb3",6.523945,6.467737,7.066953,689,681,515,6.68621166666667,1.3725354514697
"EFR3A",10.62357,9.023765,8.649991,9.432442,790,440,387,"Efr3a",9.64442,10.938026,10.925434,875,782,643,10.5026266666667,0.906961714251933
"EFR3B",5.002211,6.062928,6.917366,5.99416833333333,722,635,663,"Efr3b",0.739968,0.986884,1.982482,162,130,159,1.23644466666667,3.12736033114464
"EFS",23.767411,9.009887,13.746233,15.5078436666667,1122,321,425,"Efs",0.190563,0.298015,0.274474,17,16,18,0.254350666666667,13.1604694806237
"EFTUD2",413.698344,379.407597,381.393419,391.499786666667,1607,1006,1061,"Eftud2",11.857968,12.147992,14.833108,308,276,257,12.946356,28.1435370405478
"EGF",15.685374,0.511222,0.285126,5.49390733333333,360,6,13,"Egf",1.537935,1.685201,2.266709,107,90,118,1.82994833333333,2.29470879621477
"EGFL6",1.653324,0.159723,0.3196,0.710882333333333,68,5,9,"Egfl6",0.03512,0.025028,0.032522,3,2,2,0.03089,1.65961677126884
"EGFL7",7.394404,5.836744,6.536898,6.58934866666667,125,76,82,"Egfl7",54.892808,48.697288,51.612168,642,510,434,51.734088,0.143917320930376
"EGFL8",83.978411,69.09902,98.131791,83.7364073333333,985,554,667,"Egfl8",0.195834,0.04649,0.122393,6,1,3,0.121572333333333,75.5514422163885
"EGFLAM",22.453949,6.326731,10.403952,13.061544,1108,226,377,"Egflam",1.924035,2.65371,1.986097,199,185,141,2.18794733333333,4.41084576679539
"EGFR",1.327427,0.200302,0.139534,0.555754333333333,226,29,18,"Egfr",0.441009,0.712303,0.643377,81,62,41,0.598896333333333,0.973017637791401
"EGLN1",33.602321,17.641493,20.594499,23.9461043333333,1288,590,666,"Egln1",45.909823,44.563594,49.390749,4579,4508,3461,46.6213886666667,0.52384243785807
"EGLN2",63.016084,69.72588,69.873106,67.5383566666667,1180,960,915,"Egln2",5.444727,5.15147,6.026876,308,332,235,5.54102433333333,10.4782298878468
"EGLN3",16.287546,0.218443,0.968161,5.82471666666667,439,6,8,"Egln3",8.948634,6.885137,6.905539,750,559,415,7.57977,0.795442845981497
"EGR1",18.7672,7.700583,10.620172,12.3626516666667,1061,330,401,"Egr1",0.788195,0.584299,1.533185,82,57,110,0.968559666666667,6.78803487287406
"EGR2",2.355659,1.533229,0.625525,1.50480433333333,73,27,16,"Egr2",0.044651,0.196183,0.48157,4,4,9,0.240801333333333,2.0186989375683
"EGR3",1.498887,0.564744,0.217599,0.76041,91,18,12,"Egr3",0.220681,0.346372,0.468526,14,7,19,0.345193,1.30866723213695
"EGR4",0.0267,0,0.041235,0.022645,1,0,1,"Egr4",0,0,0,0,0,0,0,1.022645
"EHBP1",37.013843,53.714661,63.937583,51.5553623333333,1062,950,975,"Ehbp1",12.609068,15.816781,16.588794,855,946,811,15.004881,3.28370840953665
"EHBP1L1",177.09755,12.968548,6.558685,65.5415943333333,1521,153,153,"Ehbp1l1",18.414188,18.554156,21.128062,2750,2792,2187,19.3654686666667,3.26737358331683
"EHD1",44.985862,44.51176,53.283696,47.5937726666667,1311,1009,1114,"Ehd1",28.446265,34.971029,38.190415,1024,1056,710,33.8692363333333,1.39360014088445
"EHD2",13.646609,4.344664,5.15469,7.715321,557,155,108,"Ehd2",16.109885,15.508606,15.605468,1246,1255,1028,15.7413196666667,0.520587455082942
"EHD3",7.29684,9.612776,9.334952,8.74818933333333,668,667,567,"Ehd3",0.55854,0.397561,0.446193,39,45,39,0.467431333333333,6.64302929336387
"EHD4",6.13208,6.036215,8.173798,6.78069766666667,750,563,669,"Ehd4",72.72953,102.886095,109.381706,3791,4271,3419,94.9991103333333,0.081049685144478
"EHF",0,0,0.014321,0.00477366666666667,0,0,1,"Ehf",0,0,0.023487,0,0,2,0.007829,0.996968401054808
"EHHADH",4.955444,5.246471,6.443626,5.54851366666667,58,27,34,"Ehhadh",1.175302,0.920866,1.439588,113,82,100,1.17858533333333,3.00585594076645
"EHMT1",104.312975,59.243235,109.719924,91.0920446666667,963,604,641,"Ehmt1",3.905649,2.341639,4.559569,249,185,202,3.60228566666667,20.0100670268404
"EHMT2",26.578417,21.564129,23.368604,23.83705,1120,719,740,"Ehmt2",4.563343,4.186373,5.200293,403,367,271,4.650003,4.39593571897218
"EI24",41.955495,44.90976,41.147522,42.6709256666667,1184,922,1020,"Ei24",15.246954,18.52609,17.008984,618,653,564,16.9273426666667,2.43599547789459
"EID1",89.683777,91.120075,104.788646,95.1974993333333,2316,1598,1823,"Eid1",6.376696,7.492963,9.557256,317,366,329,7.80897166666667,10.9204005840258
"EID2",17.015001,19.174505,23.557597,19.915701,348,298,323,"Eid2",1.831432,1.818971,2.138371,53,59,42,1.92959133333333,7.13946029332419
"EID2B",5.448808,5.95477,6.17356,5.859046,146,143,132,"Eid2b",1.807029,1.45208,1.878002,90,75,62,1.71237033333333,2.52880143825001
"EID3",1.087966,0.273623,0.181968,0.514519,26,5,3,"Eid3",0.054233,0,0.037855,2,0,1,0.030696,1.46941387179149
"EIF1AD",18.049958,19.982331,18.497649,18.8433126666667,426,359,331,"Eif1ad",3.484371,4.196744,3.340016,181,229,159,3.67371033333333,4.24573010551003
"EIF1AX",31.140822,31.082073,33.320214,31.847703,2209,1857,1831,"Eif1ax",5.309326,12.411787,5.242997,681,737,559,7.65470333333333,3.79535863158799
"EIF1B",59.579208,55.260701,68.035384,60.958431,832,600,666,"Eif1b",11.615104,11.934408,10.056597,245,258,181,11.2020363333333,5.07771238401765
"EIF2A",163.596632,125.586936,162.293867,150.492478333333,970,630,701,"Eif2a",8.279724,7.872659,6.359043,368,348,260,7.50380866666667,17.814662143935
"EIF2AK1",53.409002,50.5759,53.83141,52.6054373333333,1683,1308,1341,"Eif2ak1",2.598318,2.578405,2.936793,362,336,295,2.70450533333333,14.4703361204501
"EIF2AK2",12.260729,7.861453,7.868204,9.33012866666667,2181,1118,1016,"Eif2ak2",1.282731,1.700256,1.551448,143,218,137,1.51147833333333,4.11316654798933
"EIF2AK3",24.31701,15.570733,21.208231,20.3653246666667,663,405,470,"Eif2ak3",0.619939,0.935402,1.595212,89,118,84,1.05018433333333,10.4211725352176
"EIF2AK4",16.171203,13.197599,16.998606,15.4558026666667,1046,654,578,"Eif2ak4",0.780664,0.627623,0.969794,79,87,64,0.792693666666667,9.17937234489403
"EIF2B1",23.468651,19.042116,26.282972,22.9312463333333,612,439,464,"Eif2b1",4.891829,6.092996,4.728894,171,192,142,5.23790633333333,3.83642284037716
"EIF2B2",32.294893,36.501128,36.061622,34.9525476666667,512,437,417,"Eif2b2",11.772369,9.857727,8.907025,171,167,119,10.1790403333333,3.21606744359481
"EIF2B3",19.612482,22.549035,39.537332,27.2329496666667,374,314,337,"Eif2b3",3.971917,2.356529,3.687045,112,96,88,3.338497,6.50754159024811
"EIF2B4",19.427827,20.445354,25.121979,21.6650533333333,465,345,366,"Eif2b4",62.744749,63.348953,56.03993,308,319,245,60.7112106666667,0.367276108967602
"EIF2B5",30.258373,40.64878,37.155191,36.0207813333333,827,644,714,"Eif2b5",8.536192,8.470984,9.371666,508,507,420,8.79294733333333,3.78035131541264
"EIF2D",19.53885,22.134179,13.235153,18.3027273333333,494,279,253,"Eif2d",4.159253,4.314495,4.933484,269,252,223,4.46907733333333,3.52943031463199
"EIF2S1",54.304674,59.06425,67.294815,60.2212463333333,1013,901,957,"Eif2s1",8.215665,10.555866,11.045106,382,368,316,9.938879,5.59666546575141
"EIF2S2",24.431669,20.403821,26.183247,23.6729123333333,1106,703,813,"Eif2s2",9.826053,11.086082,11.025518,720,749,575,10.6458843333333,2.11859500121545
"EIF2S3",179.069525,101.224268,176.064602,152.119465,2232,1274,1517,"Eif2s3y",13.006215,15.024361,14.728512,577,496,419,14.2530293333333,10.0386265346897
"EIF2S3",179.069525,101.224268,176.064602,152.119465,2232,1274,1517,"Eif2s3x",8.101376,8.297875,10.509822,949,905,803,8.969691,15.3584965672457
"EIF2S3B",0.107537,0.096071,0,0.0678693333333333,4,3,0,"Eif2s3x",8.101376,8.297875,10.509822,949,905,803,8.969691,0.107111577814531
"EIF2S3B",0.107537,0.096071,0,0.0678693333333333,4,3,0,"Eif2s3y",13.006215,15.024361,14.728512,577,496,419,14.2530293333333,0.070010311394318
"EIF3A",41.084459,37.906556,38.390562,39.1271923333333,4128,2900,2745,"Eif3a",17.044081,17.94648,18.402319,1949,1799,1438,17.7976266666667,2.13469461038344
"EIF3B",74.426735,60.022113,79.754509,71.401119,1771,1168,1312,"Eif3b",14.821045,16.466882,17.928572,895,921,702,16.4054996666667,4.15966909233038
"EIF3C",282.4734,318.363424,377.662346,326.16639,4898,4203,4000,"Eif3c",19.791741,21.13511,21.920288,1393,1210,1025,20.9490463333333,14.9057223275866
"EIF3CL",1.278101,3.688135,6.940483,3.96890633333333,72,157,259,"Eif3c",19.791741,21.13511,21.920288,1393,1210,1025,20.9490463333333,0.226383700588723
"EIF3D",60.416592,38.392836,48.225831,49.011753,1587,696,788,"Eif3d",53.976779,61.659357,69.446238,428,412,399,61.6941246666667,0.797710363864293
"EIF3E",548.489841,303.928709,281.661991,378.026847,2847,1117,1336,"Eif3e",19.867501,20.106511,20.72662,829,783,625,20.233544,17.8503808408055
"EIF3F",79.26368,46.11318,59.620647,61.6658356666667,2394,1642,1687,"Eif3f",26.176976,26.448239,32.674204,856,879,634,28.4331396666667,2.12909109854958
"EIF3G",141.02479,89.181117,98.948197,109.718034666667,971,542,559,"Eif3g",13.360768,11.894758,14.056579,368,353,306,13.104035,7.8500964203979
"EIF3H",122.849017,97.422879,106.989687,109.087194333333,2018,1148,1247,"Eif3h",46.562507,42.029972,49.05598,1053,1042,787,45.8828196666667,2.34813509759108
"EIF3I",66.953331,62.833837,65.163534,64.9835673333333,1296,824,863,"Eif3i",17.117753,17.224025,18.979737,523,512,436,17.7738383333333,3.51465513667379
"EIF3J",50.222722,48.18964,61.906292,53.4395513333333,1034,818,902,"Eif3j2",5.947972,5.296508,6.09996,464,387,338,5.78148,8.02767999512397
"EIF3J",50.222722,48.18964,61.906292,53.4395513333333,1034,818,902,"Eif3j1",3.325917,3.628468,4.002387,609,624,521,3.65225733333333,11.7017498028914
"EIF3L",493.646558,288.63706,413.633003,398.638873666667,4013,1986,2207,"Eif3l",36.207362,24.819193,15.95728,590,555,462,25.6612783333333,14.9894865756312
"EIF3M",127.4178,82.925045,102.93278,104.425208333333,1397,784,855,"Eif3m",29.980122,30.273656,33.386819,858,821,693,31.2135323333333,3.27269941223563
"EIF4A1",1101.262331,956.999021,1283.771901,1114.01108433333,6718,4963,5352,"Eif4a1",48.192585,48.642812,59.934229,1100,1087,875,52.256542,20.9366031375701
"EIF4A2",490.070755,463.446544,536.53488,496.684059666667,8039,6215,6630,"Eif4a2",76.152427,71.115688,72.145523,3233,2717,2149,73.1378793333333,6.71295246292406
"EIF4A3",29.588619,35.250938,46.09017,36.9765756666667,693,580,656,"Eif4a3l1",0,0,0,0,0,0,0,37.9765756666667
"EIF4A3",29.588619,35.250938,46.09017,36.9765756666667,693,580,656,"Eif4a3l2",0,0,0,0,0,0,0,37.9765756666667
"EIF4A3",29.588619,35.250938,46.09017,36.9765756666667,693,580,656,"Eif4a3",15.109801,17.870904,21.920107,291,339,281,18.3002706666667,1.96767062610452
"EIF4B",197.788214,154.331659,170.370046,174.163306333333,5826,3328,3490,"Eif4b",19.833832,21.617277,25.07681,2015,1653,1518,22.175973,7.55796989983261
"EIF4E",63.502798,73.409007,90.014502,75.6421023333333,1070,968,1088,"Eif4e",135.836513,166.349848,169.375447,1232,1311,1149,157.187269333333,0.484502341157635
"EIF4E1B",1.069713,0.624136,1.599314,1.097721,17,5,8,"Eif4e1b",0.204647,0,0.156331,3,0,1,0.120326,1.8724201705575
"EIF4E2",174.184493,143.018767,145.323246,154.175502,1086,700,830,"Eif4e2",6.366018,7.218889,6.773767,408,430,343,6.78622466666667,19.929491973731
"EIF4E3",9.011662,10.81193,9.058898,9.62749666666667,585,537,461,"Eif4e3",6.667309,8.093938,8.341057,511,573,461,7.700768,1.22144351701674
"EIF4EBP1",27.120324,14.208616,22.602062,21.310334,260,103,146,"Eif4ebp1",14.640883,15.254862,17.434437,350,370,304,15.7767273333333,1.32983826682765
"EIF4EBP2",22.411246,14.837705,16.256255,17.8350686666667,3158,1590,1568,"Eif4ebp2",5.962846,6.222025,6.316412,1183,1156,900,6.16709433333333,2.62799229236693
"EIF4EBP3",1.641657,1.234422,1.637861,1.50464666666667,15,8,10,"Eif4ebp3",0,0.686025,0.900903,0,11,11,0.528976,1.63812032802782
"EIF4ENIF1",41.448808,55.035199,46.173321,47.5524426666667,629,566,578,"Eif4enif1",16.651258,18.622499,19.271217,417,388,328,18.181658,2.53119113408584
"EIF4G1",164.744411,176.030184,185.859311,175.544635333333,5043,4142,4267,"Eif4g1",93.583899,90.895162,110.694266,5018,5117,4331,98.391109,1.7762618518859
"EIF4G2",5195.373049,6582.429218,7573.928757,6450.577008,17248,15929,16935,"Eif4g2",275.047884,305.32575,319.606237,10659,10478,8878,299.993290333333,21.4342884549195
"EIF4G3",88.757932,110.648643,96.794812,98.7337956666667,4563,4034,3588,"Eif4g3",3.894979,4.10654,4.504692,577,589,470,4.168737,19.2955833633374
"EIF4H",92.05946,69.540065,78.351344,79.983623,3658,2081,2152,"Eif4h",17.127061,16.962446,18.541703,1238,1157,1021,17.5437366666667,4.36716851925385
"EIF5",177.374506,164.588592,180.991511,174.318203,3418,2566,2693,"Eif5",27.511255,27.234567,27.674151,1583,1510,1221,27.4733243333333,6.15727903589948
"EIF5A",173.517325,171.710614,203.314707,182.847548666667,2671,2028,2266,"Eif5a",66.005424,76.557856,80.625335,1839,2002,1607,74.396205,2.43841913086563
"EIF5A2",10.224538,3.154312,1.165627,4.848159,225,93,75,"Eif5a2",0.281429,0.265276,0.300305,47,40,36,0.282336666666667,4.56054884182781
"EIF5AL1",0.191166,0.167662,0.112393,0.157073666666667,14,9,5,"Eif5a",66.005424,76.557856,80.625335,1839,2002,1607,74.396205,0.0153465770149395
"EIF5B",27.847365,23.563349,39.134681,30.1817983333333,1685,1276,1337,"Eif5b",16.009894,13.863393,18.338658,1343,1299,1040,16.0706483333333,1.82663234134146
"EIF6",37.756628,49.045633,45.167558,43.9899396666667,606,560,477,"Eif6",18.241164,18.315611,19.485484,182,200,146,18.680753,2.28598670318492
"EIPR1",13.681666,15.269818,16.807613,15.2530323333333,240,261,270,"Eipr1",1.496483,1.620449,2.275,56,69,54,1.79731066666667,5.81023499713773
"ELAC1",4.068181,5.762021,5.838786,5.222996,83,104,83,"Elac1",0.943934,0.592605,0.772343,153,89,90,0.769627333333333,3.51655734672573
"ELAC2",59.124768,75.679004,74.121186,69.6416526666667,987,822,830,"Elac2",3.336306,3.179955,2.761548,197,212,168,3.092603,17.2608124136806
"ELANE",0.077149,0,0,0.0257163333333333,1,0,0,"Elane",0,0,0,0,0,0,0,1.02571633333333
"ELAPOR1",6.959615,6.480959,7.513409,6.984661,435,350,312,"Elapor1",0,0,0,0,0,0,0,7.984661
"ELAPOR2",23.779272,7.372832,5.538006,12.2300366666667,828,285,284,"Elapor2",0.034128,0,0.021213,4,0,2,0.018447,12.9904027079138
"ELAVL1",23.412255,20.047628,20.116835,21.1922393333333,1342,915,990,"Elavl1",3.53647,3.920784,3.880557,288,287,235,3.77927033333333,4.64343671429342
"ELAVL2",99.824011,135.112226,129.107976,121.348071,3076,3295,3386,"Elavl2",0.008177,0,0.022747,1,0,2,0.010308,121.099774524205
"ELAVL3",29.975485,55.268536,53.662368,46.3021296666667,1638,1809,1789,"Elavl3",0,0,0.016894,0,0,2,0.00563133333333333,47.0372472483289
"ELAVL4",53.68126,119.645791,98.875383,90.7341446666667,1762,2770,2594,"Elavl4",0.130499,0,0.011066,2,0,1,0.0471883333333333,87.6004265390021
"ELF1",10.596955,7.160094,7.549018,8.43535566666667,451,222,243,"Elf1",1.299353,1.475358,1.655349,160,169,147,1.47668666666667,3.80966869715722
"ELF2",12.914326,13.954236,14.035721,13.634761,490,365,325,"Elf2",5.439911,5.434678,6.217934,500,460,374,5.69750766666667,2.18510552407978
"ELF3",0.872795,0.443067,0.143937,0.486599666666667,12,7,6,"Elf3",0,0,0,0,0,0,0,1.48659966666667
"ELF4",0.716743,0.359256,1.423789,0.833262666666667,68,26,35,"Elf4",0.749476,0.687463,0.680637,148,123,97,0.705858666666667,1.07468614046963
"ELF5",0.024681,0,0,0.008227,0,0,0,"Elf5",0,0.021066,0.013322,0,2,1,0.0114626666666667,0.996801002376756
"ELFN1",5.246178,5.460821,6.051732,5.58624366666667,343,267,257,"Elfn1",0.014809,0.007574,0.031142,2,1,3,0.0178416666666667,6.47079391850402
"ELFN2",2.022854,1.310934,2.182525,1.838771,243,162,112,"Elfn2",0.03914,0.019012,0.42668,9,5,10,0.161610666666667,2.44382311686761
"ELK1",11.649221,7.884656,7.651372,9.06174966666667,580,273,252,"Elk1",1.063017,1.39635,1.614191,122,152,132,1.35785266666667,4.26733604220111
"ELK3",11.926725,4.952828,6.351641,7.74373133333333,637,226,276,"Elk3",4.363122,4.285442,6.322579,370,290,278,4.990381,1.45962858344625
"ELK4",4.992442,2.641854,2.963409,3.53256833333333,721,328,293,"Elk4",27.649624,21.937921,30.272763,391,358,274,26.6201026666667,0.164103963987196
"ELL",2.889267,2.561813,3.696528,3.04920266666667,192,103,104,"Ell",1.293668,1.530669,1.818973,102,97,71,1.54777,1.5893124837276
"ELL2",1.666974,2.501656,3.725552,2.631394,177,74,66,"Ell2",2.037148,3.703393,3.537999,191,180,101,3.09284666666667,0.887253859172182
"ELL3",0.937591,0.61476,0.779455,0.777268666666667,7,3,5,"Ell3",0.019575,0.042014,0.027237,1,2,1,0.0296086666666667,1.72615938871273
"ELMO1",13.151803,9.021046,14.201388,12.1247456666667,242,135,182,"Elmo1",1.449066,0.718177,1.633656,119,106,112,1.26696633333333,5.78956355622984
"ELMO2",39.132724,41.126934,51.922172,44.06061,1122,917,1018,"Elmo2",2.526607,3.042904,3.965923,183,192,159,3.178478,10.7839768451575
"ELMO3",1.247653,0.733907,0.991848,0.991136,38,25,27,"Elmo3",0.315359,0.380588,0.537543,13,15,18,0.411163333333333,1.41098904213781
"ELMOD1",5.685338,0.04367,1.943815,2.55760766666667,189,1,53,"Elmod1",0.014449,0.031164,0,1,2,0,0.0152043333333333,3.50432671518016
"ELMOD2",17.894933,15.40455,11.243723,14.8477353333333,793,557,586,"Elmod2",1.810719,1.132626,1.328847,191,144,132,1.424064,6.53767199765903
"ELMOD3",13.307968,12.001339,11.01855,12.1092856666667,307,216,204,"Elmod3",3.638185,3.410638,2.801533,171,143,120,3.283452,3.06044883114522
"ELN",4.665435,1.469325,0.716813,2.28385766666667,118,16,11,"Eln",1.542821,1.389006,1.871621,178,172,156,1.60114933333333,1.26246410561075
"ELOA",11.019782,12.402262,13.077503,12.1665156666667,841,646,739,"Eloa",2.7972,2.866505,3.496612,434,413,393,3.053439,3.24823333141727
"ELOB",291.116764,233.484835,233.956586,252.852728333333,1007,656,630,"Elob",89.312223,106.900973,125.08473,592,657,496,107.099308666667,2.34832887892104
"ELOC",74.601688,76.565787,81.01996,77.3958116666667,803,644,612,"Eloc",50.866951,47.374961,49.531503,464,386,334,49.257805,1.55987337024899
"ELOF1",16.312208,21.631573,19.406372,19.1167176666667,233,202,168,"Elof1",4.421569,5.112727,6.032217,105,113,103,5.18883766666667,3.25048397617797
"ELOVL1",24.900589,22.339262,28.348388,25.1960796666667,364,247,267,"Elovl1",3.791953,3.321038,4.532045,126,110,105,3.88167866666667,5.3662031967692
"ELOVL2",3.210915,0.823217,1.833424,1.955852,229,45,91,"Elovl2",0.016765,0,0.023152,2,0,2,0.0133056666666667,2.91703885336343
"ELOVL3",0.173777,0.22925,0.327603,0.243543333333333,4,4,5,"Elovl3",0,0,0,0,0,0,0,1.24354333333333
"ELOVL4",18.334778,32.360036,35.587981,28.7609316666667,936,1276,1278,"Elovl4",0.020393,0.011008,0,2,1,0,0.010467,29.4526507710461
"ELOVL5",34.824008,34.243965,39.036853,36.034942,1581,1240,1279,"Elovl5",4.318608,6.148978,6.043715,261,264,213,5.503767,5.69438327049539
"ELOVL6",53.497802,61.413529,42.156391,52.3559073333333,1080,870,839,"Elovl6",0.030893,0.056151,0.071192,6,6,10,0.0527453333333333,50.6826348632591
"ELOVL7",1.701381,0.412661,0.633302,0.915781333333333,93,17,23,"Elovl7",0.016001,0.030447,0.044333,2,3,4,0.0302603333333333,1.85951188388954
"ELP1",58.193078,53.051424,64.25486,58.4997873333333,2647,2014,1890,"Elp1",4.607552,3.78902,3.394756,281,312,241,3.93044266666667,12.0678388039262
"ELP2",93.887942,66.944215,67.387638,76.073265,1421,1021,957,"Elp2",4.398403,4.274759,4.164092,231,222,175,4.27908466666667,14.5997402706302
"ELP3",26.365879,27.605485,31.575862,28.515742,538,486,447,"Elp3",3.31172,3.383105,3.75216,299,285,245,3.48232833333333,6.58491297491594
"ELP4",10.821441,9.194102,9.732506,9.91601633333333,225,142,128,"Elp4",1.477832,1.523834,1.808803,74,74,64,1.60348966666667,4.19284027630095
"ELP5",22.144815,24.980631,28.899225,25.341557,336,285,297,"Elp5",11.874097,12.440997,16.270993,218,217,195,13.5286956666667,1.81307101506956
"ELP6",22.475554,25.741201,26.426069,24.8809413333333,329,273,272,"Elp6",0.270874,0.30457,0.642581,13,6,15,0.406008333333333,18.4073882919139
"EMB",15.95664,19.41831,14.717465,16.6974716666667,785,814,745,"Emb",0.153665,0.099364,0.377883,7,9,6,0.210304,14.6223359310278
"EMC1",45.0425,45.025627,45.246384,45.104837,1573,1348,1245,"Emc1",3.1179,3.354804,3.279182,449,424,361,3.25062866666667,10.8465924962002
"EMC10",28.574447,31.099847,34.708184,31.460826,1221,782,783,"Emc10",8.85472,9.003173,10.120244,455,478,366,9.32604566666667,3.14358729835819
"EMC2",65.119053,45.846804,48.818277,53.261378,565,337,347,"Emc2",26.401412,28.597943,28.787945,884,896,688,27.9291,1.87566768409664
"EMC3",45.603007,48.713103,62.233678,52.1832626666667,617,553,601,"Emc3",8.370148,8.877076,9.587922,497,493,413,8.94504866666667,5.34771266076593
"EMC4",82.337583,82.17224,99.428651,87.9794913333333,710,532,573,"Emc4",10.299916,11.31136,13.300827,268,281,251,11.6373676666667,7.04098303383487
"EMC6",18.266945,20.874874,23.1991,20.7803063333333,151,131,128,"Emc6",8.068185,12.953486,14.85142,262,366,277,11.957697,1.68087788542465
"EMC7",57.052714,63.889669,72.852915,64.5984326666667,649,556,554,"Emc7",2.44033,2.353954,2.530055,461,411,344,2.44144633333333,19.0612975804068
"EMC8",19.43866,19.768471,21.061184,20.0894383333333,297,217,232,"Emc8",5.395206,5.441768,8.235481,132,157,137,6.357485,2.86639229754914
"EMC9",16.876285,11.873476,13.072452,13.9407376666667,159,90,92,"Emc9",15.883218,12.534342,23.736788,155,146,155,17.3847826666667,0.812668712900024
"EMCN",7.518404,0.637435,0.35826,2.838033,28,5,5,"Emcn",8.661706,9.602516,9.85703,293,280,233,9.37375066666667,0.369975443147339
"EMD",46.008344,29.71969,44.955314,40.2277826666667,548,274,304,"Emd",5.754124,7.204919,6.219698,219,221,143,6.39291366666667,5.57666226410237
"EME1",6.609702,3.573083,4.559543,4.91410933333333,125,40,45,"Eme1",0.056658,0.123686,0,2,1,0,0.0601146666666667,5.57874494079886
"EME2",22.691969,29.214711,36.322706,29.4097953333333,1263,1264,1267,"Eme2",1.700389,1.658463,1.165168,145,178,94,1.50800666666667,12.1250855260884
"EMG1",10.088494,8.104663,12.025698,10.0729516666667,267,203,224,"Emg1",14.482028,17.088821,21.044324,304,276,247,17.538391,0.597298420702566
"EMID1",2.187219,1.436314,1.270659,1.63139733333333,72,24,30,"Emid1",0.516351,0.781451,0.37063,17,25,16,0.556144,1.69097290053705
"EMILIN1",22.488581,5.143687,5.518731,11.050333,1161,205,182,"Emilin1",3.806714,3.452459,4.457815,256,210,207,3.90566266666667,2.45641288828937
"EMILIN2",4.055597,1.536229,1.251244,2.28102333333333,133,32,28,"Emilin2",4.972244,6.3459,6.207232,421,449,400,5.841792,0.479556135780412
"EMILIN3",0.676419,0.367145,0.605873,0.549812333333333,47,19,27,"Emilin3",0,0,0,0,0,0,0,1.54981233333333
"EML1",34.235603,44.791616,33.564762,37.5306603333333,661,660,653,"Eml1",16.758687,27.473471,27.596011,768,843,748,23.942723,1.54476559489248
"EML2",401.957249,230.457375,258.794268,297.069630666667,1400,702,586,"Eml2",6.545011,7.830824,6.454496,233,264,241,6.94344366666667,37.5239811817973
"EML3",18.211358,8.985708,15.946869,14.3813116666667,338,118,173,"Eml3",1.951537,2.763465,4.148402,83,92,73,2.954468,3.88960327069701
"EML4",44.516194,27.003898,29.102406,33.5408326666667,3756,1703,1781,"Eml4",0.426862,0.651129,0.548356,74,89,61,0.542115666666667,22.3983410669368
"EML5",0.960028,1.89325,0.738354,1.19721066666667,73,40,41,"Eml5",1.007141,0.837247,1.054568,75,49,50,0.966318666666667,1.11742348985142
"EML6",18.322484,19.992098,17.642562,18.6523813333333,283,231,187,"Eml6",2.723476,1.984512,2.089983,99,110,97,2.26599033333333,6.01728092479555
"EMP1",64.021438,13.705305,13.332721,30.3531546666667,1007,168,128,"Emp1",7.198621,8.674086,7.542529,629,627,475,7.80507866666667,3.56080346963396
"EMP2",13.094769,4.904723,10.551677,9.51705633333333,872,315,397,"Emp2",5.105073,5.134893,5.268241,578,541,430,5.16940233333333,1.70471234733867
"EMP3",367.827683,263.51439,320.079022,317.140365,616,384,343,"Emp3",10.633817,13.861824,14.157982,83,95,67,12.884541,22.9132792362383
"EMSY",12.226172,11.43714,13.293981,12.3190976666667,435,277,269,"Emsy",5.448486,6.52754,3.540562,338,300,266,5.172196,2.15791878071705
