"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ZDHHC4",31.262705,31.069435,40.263022,34.1983873333333,459,335,401,"Zdhhc4",4.779421,3.582479,4.537196,122,115,82,4.29969866666667,6.64158276671831
"ZDHHC5",26.749507,30.300136,23.653615,26.901086,1255,1022,1020,"Zdhhc5",8.088861,8.801894,8.494642,1159,1122,939,8.461799,2.94881406802237
"ZDHHC6",32.432267,31.874575,35.950701,33.419181,450,328,369,"Zdhhc6",3.203242,4.341257,4.639184,209,223,203,4.06122766666667,6.80055971927233
"ZDHHC7",33.089226,29.933329,30.083658,31.0354043333333,917,628,626,"Zdhhc7",6.947874,9.04872,9.374732,287,281,255,8.45710866666667,3.38744170787083
"ZDHHC8",36.188059,26.80499,30.578319,31.190456,770,520,599,"Zdhhc8",2.842951,3.08462,3.971554,299,299,232,3.29970833333333,7.48666037425019
"ZDHHC9",23.021268,29.584265,34.851659,29.1523973333333,1186,1078,1151,"Zdhhc9",3.708553,3.98302,4.705267,345,347,291,4.13228,5.87504916593275
"ZEB1",22.33698,15.427834,11.389989,16.3849343333333,1691,823,740,"Zeb1",8.370629,5.458753,6.083238,613,581,469,6.63754,2.2762478930825
"ZEB2",67.018295,34.904826,36.39763,46.106917,4063,1306,1405,"Zeb2",5.345721,8.913021,12.875983,332,294,307,9.04490833333333,4.68963134722484
"ZER1",23.289225,24.305223,19.788396,22.460948,1037,809,825,"Zer1",2.621701,3.0122,3.28529,344,353,309,2.97306366666667,5.9050017740298
"ZFAND1",26.308204,19.523967,16.841603,20.891258,446,283,261,"Zfand1",6.087073,6.321785,7.07911,239,221,214,6.49598933333333,2.92039609803785
"ZFAND2A",20.026216,24.57817,29.353772,24.6527193333333,132,158,139,"Zfand2a",3.113293,2.492069,3.259987,170,153,126,2.95511633333333,6.48595823013718
"ZFAND2B",19.988438,15.01264,23.234606,19.4118946666667,237,155,171,"Zfand2b",2.196388,1.813592,2.655374,53,56,62,2.22178466666667,6.33558625995489
"ZFAND3",76.043582,57.253765,77.756693,70.3513466666667,1505,964,1120,"Zfand3",16.291757,18.857703,20.310842,784,722,589,18.4867673333333,3.66152812553038
"ZFAND4",6.089142,6.229775,9.534509,7.28447533333333,154,137,142,"Zfand4",0.868857,0.40038,0.708654,54,15,17,0.659297,4.99276219587773
"ZFAND5",98.283174,119.192934,138.534109,118.670072333333,2595,2416,2580,"Zfand5",20.503964,21.478149,16.930116,1434,1205,1024,19.6374096666667,5.79869636094026
"ZFAND6",53.54249,44.475927,59.027374,52.348597,1073,739,850,"Zfand6",47.063744,119.827637,61.074216,565,532,453,75.9885323333333,0.692942122458177
"ZFAT",6.810279,5.466962,5.75745,6.01156366666667,155,95,106,"Zfat",0.336672,0.179,0.167449,41,21,18,0.227707,5.71110506551373
"ZFC3H1",47.873842,34.336543,41.99557,41.401985,1261,634,563,"Zfc3h1",4.463895,2.675975,2.595744,335,256,196,3.24520466666667,9.98820747865003
"ZFHX2",2.111555,1.061325,1.520645,1.56450833333333,136,88,75,"Zfhx2",0.265864,0.297419,0.222691,95,87,59,0.261991333333333,2.03211247620824
"ZFHX3",7.869433,8.774643,7.46316,8.03574533333333,1971,1708,1272,"Zfhx3",0.312149,0.116931,0.233308,120,65,96,0.220796,7.40151944578237
"ZFHX4",4.170732,0.609243,1.386889,2.05562133333333,396,125,126,"Zfhx4",0.103769,0.018682,0.010967,8,8,3,0.0444726666666667,2.92551584244426
"ZFP1",7.907739,5.739346,9.429528,7.69220433333333,311,229,281,"Zfp1",1.273207,1.094597,1.421156,63,56,46,1.26298666666667,3.84103205792934
"ZFP14",2.935257,3.512275,3.29045,3.245994,332,316,297,"Zfp14",0.933818,0.660872,0.47148,64,51,33,0.688723333333333,2.51432186444592
"ZFP2",1.734063,1.260914,2.012503,1.66916,71,39,41,"Zfp2",0.511638,0.859427,0.936088,50,50,43,0.769051,1.50880896028436
"ZFP28",9.503621,5.43681,9.741319,8.22725,399,271,295,"Zfp28",1.235851,1.497093,1.755426,47,66,64,1.49612333333333,3.69663224440032
"ZFP3",0.862858,0.804716,0.797296,0.821623333333333,80,57,51,"Zfp3",0.81374,0.937228,1.267171,51,57,56,1.00604633333333,0.908066430502852
"ZFP30",8.48203,11.669284,9.549269,9.90019433333333,406,415,416,"Zfp30",0.911396,0.842301,0.993672,105,95,82,0.915789666666667,5.689661304155
"ZFP36",4.744481,1.699072,1.528444,2.65733233333333,103,28,25,"Zfp36",3.008986,2.684222,2.497483,255,224,149,2.73023033333333,0.980457507047599
"ZFP36L1",70.685562,17.433731,26.120416,38.079903,3049,688,827,"Zfp36l1",21.91914,10.444595,28.498303,439,377,313,20.287346,1.83582786694029
"ZFP36L2",12.725966,5.027852,8.417991,8.72393633333333,756,226,331,"Zfp36l2",2.593843,2.612666,2.858081,247,277,179,2.68819666666667,2.63650157845885
"ZFP37",2.814479,3.352387,4.60834,3.59173533333333,148,130,171,"Zfp37",0.296243,0.407875,0.558753,20,25,19,0.420957,3.23143862434495
"ZFP41",6.583562,10.220198,12.080149,9.62796966666667,288,278,287,"Zfp41",0.309929,0.162635,0.460387,48,27,25,0.310983666666667,8.10686657423395
"ZFP42",0.101047,0.108941,0.114134,0.108040666666667,4,3,3,"Zfp42",0,0,0.024418,0,0,1,0.00813933333333333,1.09909476798511
"ZFP57",0,0,0.040737,0.013579,0,0,1,"Zfp57",2.181336,0.370193,0.230094,22,13,5,0.927207666666667,0.525931386394443
"ZFP62",11.68225,9.767553,6.465454,9.30508566666667,416,252,257,"Zfp62",4.312761,4.558958,5.257979,318,318,266,4.70989933333333,1.80477536731821
"ZFP64",5.879574,5.673706,8.414949,6.65607633333333,251,207,240,"Zfp64",0.494574,0.742199,0.93984,41,51,54,0.725537666666667,4.43692217285704
"ZFP69",3.531537,4.526129,4.145516,4.06772733333333,101,102,85,"Zfp69",0.131787,0.095613,0.31234,9,5,10,0.179913333333333,4.29499963274139
"ZFP82",3.400799,3.480009,4.952702,3.94450333333333,214,159,196,"Zfp82",0.26859,0.115425,0.279191,18,4,13,0.221068666666667,4.04932455341032
"ZFP90",24.75208,29.265221,34.216469,29.4112566666667,1158,1088,1056,"Zfp90",0.502804,0.484387,0.548826,41,37,31,0.512005666666667,20.1131896110619
"ZFP91",15.605754,14.754158,17.91186,16.0905906666667,1636,1179,1295,"Gm44505",0,0,0,0,0,0,0,17.0905906666667
"ZFP91",15.605754,14.754158,17.91186,16.0905906666667,1636,1179,1295,"Zfp91",9.467862,9.330895,10.603746,1578,1555,1240,9.80083433333333,1.58233985812763
"ZFP92",0.245713,0.371612,0.185652,0.267659,28,32,14,"Zfp92",0.005297,0.000411,0,1,0,0,0.00190266666666667,1.26525164786466
"ZFPL1",24.897288,22.131197,22.647772,23.225419,267,158,167,"Zfpl1",1.691737,1.765036,3.261933,56,49,58,2.23956866666667,7.47797669772087
"ZFPM1",2.329763,0.843112,2.157816,1.776897,63,39,50,"Zfpm1",6.800856,7.539163,7.537966,105,170,123,7.29266166666667,0.334861967317691
"ZFPM2",1.717831,0.822948,0.365462,0.968747,67,13,12,"Zfpm2",1.522663,1.371699,1.599615,243,203,187,1.49799233333333,0.788131722315134
"ZFR",42.154438,41.836835,50.054858,44.6820436666667,2255,1807,1910,"Zfr",13.411004,11.820658,13.662745,840,674,602,12.9648023333333,3.27122737409793
"ZFR2",13.904454,22.278486,21.216802,19.1332473333333,216,168,147,"Zfr2",0.269169,0.343235,0.512171,25,27,20,0.374858333333333,14.6438704593807
"ZFX",14.041131,4.477383,2.808799,7.10910433333333,387,200,210,"Zfx",2.325808,2.474282,1.466441,292,240,231,2.08884366666667,2.62528803928892
"ZFYVE1",10.566532,14.91157,16.958735,14.1456123333333,545,536,517,"Zfyve1",2.146097,2.902829,4.37749,164,147,125,3.14213866666667,3.65647158440535
"ZFYVE19",15.206999,16.79643,20.566347,17.5232586666667,274,203,200,"Zfyve19",2.598286,3.560915,1.4829,53,62,38,2.547367,5.22169222036137
"ZFYVE21",25.887921,18.964213,23.027495,22.626543,469,273,307,"Zfyve21",10.387535,15.581642,12.936913,221,220,167,12.9686966666667,1.69139208644853
"ZFYVE26",6.789886,11.200151,9.488538,9.159525,502,511,478,"Zfyve26",1.137485,2.561442,1.538253,179,218,135,1.74572666666667,3.70012249337759
"ZFYVE27",19.283137,26.001843,34.101093,26.4620243333333,795,786,826,"Zfyve27",3.181282,2.141694,4.095298,186,187,161,3.13942466666667,6.63426117027213
"ZFYVE28",5.087688,4.883308,5.244807,5.07193433333333,209,148,147,"Zfyve28",0.036587,0.089275,0.25607,3,6,13,0.127310666666667,5.38621208232454
"ZFYVE9",10.402655,14.662086,14.382292,13.149011,900,914,830,"Zfyve9",3.681694,3.674967,3.638107,496,471,381,3.66492266666667,3.03306442807769
"ZG16",0,0,0.026215,0.00873833333333333,0,0,1,"Zg16",0,0,0,0,0,0,0,1.00873833333333
"ZG16B",0,0,0,0,0,0,0,"Sbpl",0,0,0,0,0,0,0,1
"ZGLP1",2.240699,3.503887,8.555874,4.76682,57,58,75,"Zglp1",0.17772,0.037545,0,1,1,0,0.071755,5.380726005477
"ZGPAT",12.186885,13.04253,11.246272,12.1585623333333,258,206,197,"Zgpat",3.78697,3.298278,2.903403,196,204,140,3.32955033333333,3.03924456820035
"ZHX1",11.7001,12.463057,14.225806,12.796321,547,509,511,"Zhx1",2.268998,2.553562,2.706156,325,315,223,2.509572,3.93105512581021
"ZHX2",5.032113,1.518422,2.502499,3.017678,360,92,138,"Zhx2",5.077636,1.713779,10.658914,291,239,203,5.81677633333333,0.589380933675933
"ZHX3",5.988153,10.101258,6.552621,7.547344,628,691,590,"Zhx3",1.477472,1.281752,1.359564,448,358,298,1.37292933333333,3.60202214197136
"ZIC1",24.847218,0.673524,14.524691,13.3484776666667,601,17,229,"Zic1",0.011314,0.005688,0,2,1,0,0.00566733333333333,14.267618317787
"ZIC2",11.991714,0.030068,3.892399,5.304727,213,1,26,"Zic2",0,0,0,0,0,0,0,6.304727
"ZIC3",3.63476,0,3.250729,2.295163,105,0,82,"Zic3",0,0,0,0,0,0,0,3.295163
"ZIC4",4.897723,0.798337,1.974231,2.55676366666667,142,7,46,"Zic4",0,0,0,0,0,0,0,3.55676366666667
"ZIC5",1.236702,0,0.144154,0.460285333333333,90,0,7,"Zic5",0,0,0,0,0,0,0,1.46028533333333
"ZIK1",4.694175,3.496806,3.571214,3.92073166666667,253,160,166,"Zik1",0.208662,0.14013,0.110773,29,18,11,0.153188333333333,4.26706681331324
"ZKSCAN1",34.733876,32.972178,29.034548,32.2468673333333,3905,2748,2358,"Zkscan1",1.069627,1.003402,1.028204,267,232,159,1.03374433333333,16.3476139986786
"ZKSCAN2",4.043732,7.357854,7.665827,6.35580433333333,558,748,731,"Zkscan2",0.023441,0.015614,0.010401,6,3,2,0.0164853333333333,7.23650808537654
"ZKSCAN4",1.502371,1.315791,1.980004,1.59938866666667,148,99,135,"Zkscan3",5.375197,5.98755,6.666383,469,437,289,6.00971,0.370826848281408
"ZKSCAN4",1.502371,1.315791,1.980004,1.59938866666667,148,99,135,"Zkscan4",0.123419,0.12041,0.145403,8,9,6,0.129744,2.30086521076161
"ZKSCAN5",6.579534,8.297459,8.970161,7.94905133333333,507,495,503,"Zkscan5",1.930871,1.269203,3.418131,138,118,89,2.20606833333333,2.79128527620278
"ZKSCAN7",3.670952,6.824667,5.945442,5.48035366666667,153,143,122,"Zkscan7",1.073723,0.668967,1.496044,127,71,79,1.079578,3.11618687381126
"ZKSCAN8",9.012299,5.144759,4.795634,6.317564,1178,531,467,"Zkscan8",0.891463,0.832541,1.032509,269,209,165,0.918837666666667,3.81353989819879
"ZMAT1",5.756792,3.170439,3.702219,4.20981666666667,362,144,143,"Zmat1",0.986642,0.800944,0.981274,109,81,77,0.922953333333333,2.70927878298312
"ZMAT2",51.767514,61.95591,69.93255,61.218658,753,643,678,"Zmat2",8.742408,8.555696,10.338212,288,281,225,9.21210533333333,6.09263770487287
"ZMAT3",8.450621,7.196644,8.70297,8.116745,1314,910,999,"Zmat3",0.535319,0.642582,0.641287,134,119,118,0.606396,5.67527869840313
"ZMAT5",7.327495,6.690613,9.023348,7.68048533333333,109,73,86,"Zmat5",5.13587,4.221391,5.350818,104,82,76,4.902693,1.47059746006329
"ZMIZ1",28.512245,42.405281,46.540589,39.152705,3465,3456,3401,"Zmiz1",3.956308,4.240838,6.579895,725,641,619,4.92568033333333,6.77604979366364
"ZMIZ2",57.57925,47.166442,57.772525,54.172739,1678,1214,1159,"Zmiz2",3.680663,3.485675,4.07514,498,443,382,3.74715933333333,11.6222639953522
"ZMPSTE24",13.764658,15.310721,18.020753,15.6987106666667,694,538,626,"Zmpste24",5.807931,9.426707,9.45976,457,439,379,8.231466,1.80889044780825
"ZMYM1",5.745308,3.655051,3.998678,4.46634566666667,289,151,164,"Zmym1",1.517909,2.911438,0.701468,43,54,44,1.71027166666667,2.01689953590138
"ZMYM2",91.589162,60.510364,87.144743,79.7480896666667,2640,1529,1516,"Zmym2",10.401312,8.77432,12.336584,462,401,351,10.504072,7.01908764711023
"ZMYM3",27.801564,20.295165,30.545128,26.2139523333333,2326,1351,1371,"Zmym3",3.111572,4.535001,2.71531,222,201,185,3.453961,6.11005626976378
"ZMYM4",29.589318,21.151134,20.079381,23.606611,1567,1077,1147,"Zmym4",3.601901,3.052875,5.20546,315,277,271,3.953412,4.96760838791524
"ZMYM5",9.000294,8.392845,8.024341,8.47249333333333,302,206,224,"Zmym5",4.045743,3.152657,3.405173,424,312,266,3.53452433333333,2.08897177234246
"ZMYM6",11.967335,9.408951,10.908661,10.761649,418,339,371,"Zmym6",3.090552,2.314255,1.770117,181,169,133,2.39164133333333,3.46783396121681
"ZMYND10",2.244985,1.827077,0.617068,1.56304333333333,36,15,9,"Zmynd10",0.073314,0.078625,0,1,1,0,0.0506463333333333,2.43949200793543
"ZMYND11",32.798378,33.456104,32.585954,32.946812,1510,1443,1380,"Zmynd11",32.795086,36.699278,32.358041,1119,1009,968,33.9508016666667,0.971274202055737
"ZMYND12",1.573486,0.155168,0.443522,0.724058666666667,12,1,1,"Zmynd12",0.023413,0,0,1,0,0,0.00780433333333333,1.71070773328024
"ZMYND15",0.230885,0.030966,0.073661,0.111837333333333,5,1,2,"Zmynd15",0.712861,0.834957,0.858188,18,19,22,0.802002,0.617001165000557
"ZMYND19",11.88149,12.819461,17.049133,13.9166946666667,257,210,242,"Zmynd19",2.035214,2.189377,2.347934,126,108,97,2.19084166666667,4.67484639632699
"ZMYND8",59.248865,65.140047,46.618273,57.002395,1655,1101,1068,"Zmynd8",4.909698,5.904803,3.871524,448,399,311,4.89534166666667,9.8386825191076
"ZNF101",5.222376,3.376139,8.074752,5.55775566666667,116,75,111,"Zfp955b",3.379339,6.558852,5.570926,224,258,179,5.16970566666667,1.0628960311829
"ZNF101",5.222376,3.376139,8.074752,5.55775566666667,116,75,111,"Zfp952",1.017129,1.47922,0.985457,88,84,65,1.160602,3.03515208569957
"ZNF101",5.222376,3.376139,8.074752,5.55775566666667,116,75,111,"Zfp81",0.793882,0.746111,0.486974,81,63,51,0.675655666666667,3.91354608056906
"ZNF101",5.222376,3.376139,8.074752,5.55775566666667,116,75,111,"Zfp472",0.331076,0.428158,0.29766,23,27,15,0.352298,4.8493421321829
"ZNF101",5.222376,3.376139,8.074752,5.55775566666667,116,75,111,"Zfp101",1.90272,0.650188,0.884997,75,51,53,1.14596833333333,3.05584922424298
"ZNF101",5.222376,3.376139,8.074752,5.55775566666667,116,75,111,"Zfp955a",1.445705,1.719262,1.742865,163,178,141,1.635944,2.48782055562131
"ZNF106",30.951876,9.207422,7.972548,16.0439486666667,5091,915,808,"Zfp106",69.750856,76.729846,88.364493,11164,10218,9155,78.2817316666667,0.214979520607932
"ZNF112",3.412844,2.917355,2.999504,3.109901,132,147,137,"Zfp112",0.657655,0.431635,0.454685,58,37,29,0.514658333333333,2.71341787751913
"ZNF12",8.498087,9.329922,7.744971,8.52432666666667,597,367,342,"Zfp12",0.798672,0.897693,1.510916,87,101,85,1.06909366666667,4.6031394422131
"ZNF121",6.754536,5.441473,5.107896,5.76796833333333,647,389,423,"Zfp560",2.598555,2.171648,0.699515,51,45,26,1.82323933333333,2.39723506733046
"ZNF124",8.815892,7.205005,7.995148,8.00534833333333,154,90,115,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,7.04196971509733
"ZNF131",31.208677,24.19598,31.239133,28.8812633333333,568,375,446,"Zfp131",8.74735,14.6273,3.120922,236,248,194,8.83185733333333,3.03922873575735
"ZNF134",7.31506,7.923678,9.744311,8.327683,516,502,535,"Zfy2",0,0,0,0,0,0,0,9.327683
"ZNF134",7.31506,7.923678,9.744311,8.327683,516,502,535,"Zfy1",0,0,0,0,0,0,0,9.327683
"ZNF142",9.896013,9.180211,8.094978,9.05706733333333,422,377,375,"Zfp142",1.054647,0.73907,1.283049,175,133,122,1.02558866666667,4.96500967784509
"ZNF143",25.563742,33.341322,27.910503,28.9385223333333,215,177,194,"Zfp143",1.139868,1.051877,1.006779,92,66,66,1.06617466666667,14.4898312888681
"ZNF146",34.576851,29.660531,30.472907,31.5700963333333,1655,1074,1240,"Zfp146",4.099129,3.385593,4.417775,198,191,180,3.967499,6.55663872973771
"ZNF148",15.169034,14.045527,14.457482,14.5573476666667,821,450,487,"Zfp148",2.641392,2.488897,3.468742,502,395,436,2.86634366666667,4.02378810781694
"ZNF154",8.584963,8.826855,9.021205,8.81100766666667,695,537,496,"Zfy1",0,0,0,0,0,0,0,9.81100766666667
"ZNF154",8.584963,8.826855,9.021205,8.81100766666667,695,537,496,"Zfy2",0,0,0,0,0,0,0,9.81100766666667
"ZNF160",14.904308,10.175625,10.048312,11.709415,914,470,476,"Zfp160",1.515773,1.515272,1.661747,133,116,100,1.564264,4.95635979758714
"ZNF169",2.328098,2.040747,2.580871,2.316572,99,61,71,"Zfp169",0.98465,0.443662,0.337338,43,29,17,0.58855,2.08779830663183
"ZNF174",5.417332,7.411798,7.640806,6.823312,136,140,155,"Zfp174",0.248416,0.232555,0.230488,48,42,32,0.237153,6.32364145744302
"ZNF18",5.306501,4.182474,5.79215,5.09370833333333,166,111,127,"Zkscan6",0.759126,0.594038,0.729747,55,40,38,0.694303666666667,3.59658569666083
"ZNF180",3.457013,2.974646,4.120661,3.51744,167,124,165,"Zfp180",1.87637,1.787992,1.988175,233,217,156,1.884179,1.56628281393076
"ZNF182",3.633872,3.714792,4.278086,3.87558333333333,236,185,195,"Zfp182",0.608516,0.501591,0.597214,59,41,38,0.569107,3.1072344545868
"ZNF185",0.548666,0.570904,0.457667,0.525745666666667,33,26,18,"Zfp185",0.271135,0.056443,0.060672,6,6,5,0.129416666666667,1.35091477901572
"ZNF189",8.139091,10.431354,11.522236,10.0308936666667,413,406,434,"Zfp189",0.796112,0.817055,0.633046,71,69,40,0.748737666666667,6.30791792098415
"ZNF195",14.482328,17.760747,20.544636,17.5959036666667,587,536,575,"Zfp54",0.326661,0.232914,0.300436,17,17,13,0.286670333333333,14.4527336839196
"ZNF2",2.837717,1.890544,2.874166,2.53414233333333,136,75,107,"Zfp661",0.379938,0.321206,0.205151,29,25,13,0.302098333333333,2.71419004453069
"ZNF20",2.933487,3.752011,3.593362,3.42628666666667,31,35,57,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,3.4612516366114
"ZNF200",4.633577,5.087449,6.464669,5.39523166666667,194,182,209,"Zfp65",0.830795,0.907994,1.234806,60,65,57,0.991198333333333,3.21175021071901
"ZNF202",6.720069,6.59654,5.930364,6.41565766666667,289,219,223,"Zfp202",0.369469,0.421441,0.391474,45,44,34,0.394128,5.31920861403448
"ZNF205",10.37568,8.606564,10.989236,9.99049333333333,196,135,161,"Zfp13",0.397819,1.164416,0.543366,18,24,13,0.701867,6.45790378057353
"ZNF207",89.711193,72.242139,69.696574,77.2166353333333,2726,1535,1742,"Zfp207",9.459761,9.667109,8.21742,637,578,424,9.11476333333333,7.73291798885392
"ZNF212",4.770377,3.314263,5.972957,4.68586566666667,133,108,125,"Zfp212",0.76465,1.060416,0.925803,72,86,62,0.916956333333333,2.96609034217264
"ZNF213",5.062238,5.124775,6.15632,5.44777766666667,298,246,244,"Zfp213",0.620463,0.735132,0.735914,56,65,47,0.697169666666667,3.79913558043401
"ZNF217",7.009999,2.356028,2.95617,4.107399,484,150,138,"Zfp217",0.754786,0.806015,1.052769,140,101,94,0.87119,2.72949246201615
"ZNF219",22.790978,14.669598,19.444559,18.9683783333333,542,251,345,"Zfp219",3.973865,3.769734,3.059777,177,200,141,3.60112533333333,4.33989011094098
"ZNF22",12.268456,7.265888,10.959817,10.1647203333333,438,199,275,"Zfp422",3.186302,2.802119,4.196799,218,185,159,3.39507333333333,2.54028078409006
"ZNF226",15.244904,13.433535,15.379471,14.68597,442,252,236,"Zfp61",0.545502,0.679724,1.083541,17,13,20,0.769589,8.8641882380598
"ZNF23",8.948222,8.514175,11.719206,9.727201,340,280,290,"Zfp612",1.423844,1.358977,1.134415,208,195,124,1.30574533333333,4.65237892707434
"ZNF233",1.137845,2.483986,2.591536,2.07112233333333,51,64,73,"Zfp109",0.322098,0.174038,0.209573,26,15,13,0.235236333333333,2.48626295264955
"ZNF233",1.137845,2.483986,2.591536,2.07112233333333,51,64,73,"Zfp93",0.597579,0.436571,2.752124,46,32,37,1.26209133333333,1.35764736289752
"ZNF233",1.137845,2.483986,2.591536,2.07112233333333,51,64,73,"Zfp108",0.333822,0.18302,0.291207,22,14,17,0.269349666666667,2.41944549558055
"ZNF233",1.137845,2.483986,2.591536,2.07112233333333,51,64,73,"Zfp235",0.647383,0.482082,0.675008,54,32,40,0.601491,1.91766443478817
"ZNF233",1.137845,2.483986,2.591536,2.07112233333333,51,64,73,"Zfp114",0.092577,0.021596,0.014669,1,2,1,0.0429473333333333,2.94465716070035
"ZNF236",30.802969,3.195222,12.928259,15.64215,383,202,185,"Zfp236",5.027624,5.141506,6.613805,291,248,198,5.59431166666667,2.52371298798687
"ZNF239",3.37551,4.710274,5.477383,4.52105566666667,87,99,102,"Zfp239",0.011082,0,0.015423,1,0,1,0.008835,5.47270432396444
"ZNF24",16.145654,12.718391,13.454984,14.106343,1803,1122,1046,"Zfp24",3.843056,4.475989,5.307139,407,356,382,4.54206133333333,2.72576250810168
"ZNF248",20.265717,16.529026,16.532737,17.7758266666667,967,845,813,"Zfp248",0.412797,0.191329,0.188806,27,18,12,0.264310666666667,14.8506432490749
"ZNF25",10.460017,10.730949,9.762637,10.3178676666667,708,522,489,"Zfp9",0.681256,0.589914,0.75039,84,69,68,0.673853333333333,6.76156473287186
"ZNF250",6.657164,6.656725,6.742323,6.685404,310,223,221,"Zfp647",0.180381,0.145178,0.165212,9,6,6,0.163590333333333,6.60490533466675
"ZNF251",11.599364,15.087442,16.681126,14.4559773333333,475,382,396,"Zfp251",1.373368,1.211644,1.808673,175,151,138,1.46456166666667,6.27128853880034
"ZNF256",2.34825,1.525169,2.878527,2.25064866666667,86,42,69,"Zfy2",0,0,0,0,0,0,0,3.25064866666667
"ZNF256",2.34825,1.525169,2.878527,2.25064866666667,86,42,69,"Zfy1",0,0,0,0,0,0,0,3.25064866666667
"ZNF257",0.1764,0.062553,0.369436,0.202796333333333,4,3,4,"Gm10037",0.200091,0.101969,0.725814,2,1,5,0.342624666666667,0.895854488000369
"ZNF260",9.838713,7.061559,7.757126,8.21913266666667,638,446,517,"Zfp260",7.969069,7.055562,6.304345,418,379,301,7.10965866666667,1.13680896392844
"ZNF263",11.81966,12.663766,12.63453,12.372652,468,355,376,"Zfp263",1.098911,1.131916,1.654744,115,85,78,1.29519033333333,5.82638041202393
"ZNF266",12.035706,9.188194,9.056314,10.0934046666667,521,301,344,"Zfp266",2.609666,2.255488,3.838269,293,229,272,2.901141,2.84363079075241
"ZNF273",3.647808,3.6106,2.942363,3.400257,153,119,96,"Gm10037",0.200091,0.101969,0.725814,2,1,5,0.342624666666667,3.27735450513099
"ZNF274",14.497,8.295061,8.651994,10.4813516666667,511,274,290,"Zfp110",2.936181,3.355775,3.419161,273,281,231,3.237039,2.7097583162833
"ZNF274",14.497,8.295061,8.651994,10.4813516666667,511,274,290,"Zfp369",2.260335,2.894067,3.374089,138,157,125,2.84283033333333,2.98773317340491
"ZNF276",26.256896,19.056444,36.727452,27.3469306666667,706,411,516,"Zfp276",1.511637,2.039975,1.217429,123,131,75,1.58968033333333,10.9461118817625
"ZNF277",14.604857,12.483213,8.670782,11.9196173333333,275,170,136,"Zfp277",2.142698,1.762083,2.224648,152,117,112,2.043143,4.24548479428451
"ZNF280B",1.790038,1.385813,1.399437,1.525096,170,91,91,"Zfp280b",0.518693,0.444987,0.483807,86,68,58,0.482495666666667,1.70327378135113
"ZNF280C",2.23144,1.396406,1.434084,1.68731,179,90,85,"Zfp280c",0.913917,0.672072,0.814224,61,50,46,0.800071,1.4928911137394
"ZNF280D",19.019078,17.419585,12.264736,16.2344663333333,430,225,267,"Zfp280d",3.104716,5.160364,2.061558,168,170,102,3.44221266666667,3.87970311792066
"ZNF281",5.772871,6.165356,6.849527,6.26258466666667,475,421,426,"Zfp281",1.140785,0.944656,1.16975,182,143,132,1.08506366666667,3.4831476768655
"ZNF282",58.155543,63.098265,64.483685,61.9124976666667,352,309,317,"Zfp282",0.34919,0.391359,0.398386,64,70,53,0.379645,45.6004969877517
"ZNF286A",41.917869,60.412581,39.585183,47.305211,915,941,862,"Zfp286",0.051785,0.153725,0.200801,4,10,1,0.135437,42.5432771699355
"ZNF287",9.110526,10.669541,10.973446,10.251171,219,223,227,"Zfp287",0.319217,0.317497,0.566604,25,23,36,0.401106,8.03020685087352
"ZNF292",12.759309,10.408999,8.06217,10.4101593333333,1048,520,446,"Zfp292",1.032588,0.814076,0.986646,347,253,238,0.944436666666667,5.8681054152788
"ZNF296",0.188947,0.050419,0.286487,0.175284333333333,5,1,5,"Zfp296",0.020545,0.042567,0.270244,1,2,7,0.111118666666667,1.05774870730879
"ZNF304",3.060819,3.644407,3.531877,3.41236766666667,237,216,192,"Zfy1",0,0,0,0,0,0,0,4.41236766666667
"ZNF304",3.060819,3.644407,3.531877,3.41236766666667,237,216,192,"Zfy2",0,0,0,0,0,0,0,4.41236766666667
"ZNF316",30.954074,26.013246,23.042463,26.6699276666667,1062,698,743,"Zfp316",0.461471,0.357618,0.553738,74,74,53,0.457609,18.9830933169778
"ZNF317",9.73276,12.090877,13.584934,11.802857,508,364,412,"Zfp317",2.061949,2.11823,2.373179,203,183,162,2.18445266666667,4.02042622081157
"ZNF318",10.145336,7.847013,9.560246,9.18419833333333,951,742,651,"Zfp318",2.078172,1.916512,1.431947,204,169,138,1.808877,3.62571886676894
"ZNF319",2.39006,2.452023,4.464646,3.102243,174,149,164,"Zfp319",0.51825,0.710738,0.693358,131,174,125,0.640782,2.50017552606013
"ZNF32",22.524651,23.743869,30.662036,25.6435186666667,331,300,336,"Zfp637",4.482693,5.336481,5.941745,102,112,88,5.25363966666667,4.26048190922843
"ZNF322",10.290451,9.122384,10.867914,10.093583,828,590,654,"Zfp322a",2.222425,2.003978,2.452212,218,186,177,2.226205,3.43858589271296
"ZNF324",5.272256,5.599199,7.926563,6.266006,304,289,288,"Zfp324",0.34713,0.381774,0.769165,52,54,36,0.499356333333333,4.84608350827877
