"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"ANAPC4",18.199523,18.522143,20.17904,18.966902,503,387,424,"Anapc4",102.487717,124.945647,107.457135,3323,876,1371,111.630166333333,0.177278456119004
"ANAPC5",197.714662,208.621078,260.856671,222.397470333333,2268,1761,1699,"Anapc5",197.797995,206.94553,213.56917,7787,1768,3029,206.104231666667,1.07867168398998
"ANAPC7",52.064254,57.218067,73.391981,60.891434,968,855,979,"Anapc7",26.149651,24.300246,20.165712,1234,340,490,23.5385363333333,2.52221376039965
"ANG",16.0725,2.544423,0.603372,6.406765,18,4,4,"Ang",1.297856,1.296611,0.712452,31,9,6,1.10230633333333,3.52316162614424
"ANG",16.0725,2.544423,0.603372,6.406765,18,4,4,"Ang4",0,0,0,0,0,0,0,7.406765
"ANG",16.0725,2.544423,0.603372,6.406765,18,4,4,"Ang6",0,0,0,0,0,0,0,7.406765
"ANG",16.0725,2.544423,0.603372,6.406765,18,4,4,"Ang2",0,0,0,0,0,0,0,7.406765
"ANGEL1",13.148836,6.713613,8.030943,9.29779733333333,709,323,305,"Angel1",46.567495,35.914856,41.574603,3275,665,1224,41.352318,0.243146014660481
"ANGEL2",12.27913,13.588261,13.229685,13.0323586666667,446,325,348,"Angel2",8.40026,7.020294,7.767726,885,211,382,7.72942666666667,1.60747769612972
"ANGPT1",1.026124,1.419732,1.050857,1.165571,58,45,38,"Angpt1",0.653342,0.724228,0.817953,113,29,56,0.731841,1.25044446920936
"ANGPT2",2.904547,2.059222,1.66785,2.21053966666667,139,98,61,"Angpt2",7.726534,8.123599,9.981499,700,165,321,8.610544,0.334064301320161
"ANGPT4",0.223286,0.102478,0.103048,0.142937333333333,20,7,6,"Angpt4",0.09442,0.129908,0.160533,9,3,6,0.128287,1.01298458045988
"ANGPTL1",1.576594,1.447056,0.513941,1.179197,49,15,13,"Angptl1",0.777857,1.618731,1.113912,82,39,42,1.17016666666667,1.00416112433761
"ANGPTL2",6.635537,8.625568,7.115281,7.45879533333333,274,119,128,"Angptl2",6.124026,5.541336,6.513693,666,185,345,6.059685,1.1981831106251
"ANGPTL3",0.33904,0.02774,0.148899,0.171893,5,1,2,"Angptl3",0.158003,0.043142,0,3,1,0,0.0670483333333333,1.09825671751826
"ANGPTL4",16.971192,2.601671,2.693739,7.42220066666667,417,49,53,"Angptl4",4.908968,3.885312,6.708227,349,71,144,5.16750233333333,1.36557721610374
"ANGPTL6",0.234571,0.462086,0.491008,0.395888333333333,6,6,5,"Angptl6",4.235822,3.467921,2.606115,228,44,63,3.43661933333333,0.314628826242925
"ANGPTL7",2.480519,8.903057,9.586087,6.98988766666667,69,178,164,"Angptl7",2.072909,1.905349,1.96431,179,40,66,1.980856,2.68040041741925
"ANGPTL8",0.540102,0,0,0.180034,2,0,0,"Angptl8",0.105953,0,0.089948,3,0,1,0.0653003333333333,1.10770077045566
"ANK1",15.920759,13.698395,8.82602,12.815058,1342,888,689,"Ank1",151.746319,141.699631,147.73996,19406,4309,7482,147.06197,0.0933059177856407
"ANK2",271.958779,358.520741,232.162977,287.547499,12473,12119,8571,"Ank2",447.522145,444.779636,477.185942,51874,11566,19944,456.495907666667,0.630710557547188
"ANKAR",1.424004,1.171466,1.028373,1.20794766666667,30,19,14,"Ankar",0.006167,0.024976,0,1,1,0,0.010381,2.18526245709952
"ANKDD1A",8.746421,9.91912,6.284578,8.31670633333333,293,217,168,"Ankdd1a",0,0,0.059201,0,0,1,0.0197336666666667,9.13641143553496
"ANKDD1B",0.41638,0.727499,0.788263,0.644047333333333,10,13,11,"Ankdd1b",0.805021,0.586995,0.904263,30,5,12,0.765426333333333,0.931246635609642
"ANKEF1",1.698318,2.116308,2.090542,1.96838933333333,136,139,131,"Ankef1",1.303782,4.364274,0.156006,33,14,7,1.941354,1.0091914585369
"ANKFN1",0.634258,0.844044,0.498105,0.658802333333333,38,24,18,"Ankfn1",1.363137,1.129479,1.905323,118,22,76,1.46597966666667,0.672674781449266
"ANKFY1",31.649042,29.223672,28.127039,29.6665843333333,2212,1840,1765,"Ankfy1",14.097121,14.185773,15.339142,4148,965,1552,14.5406786666667,1.97331049634984
"ANKH",19.439347,26.70395,19.834572,21.992623,444,381,338,"Ank",42.472435,37.810814,40.743758,4849,1079,1857,40.3423356666667,0.556152008086432
"ANKHD1",43.135963,38.903865,34.750075,38.9299676666667,1389,1001,803,"Ankhd1",21.716511,25.132244,22.523055,1870,471,789,23.1239366666667,1.65520114807133
"ANKIB1",16.046059,12.477657,8.743622,12.422446,1033,740,626,"Ankib1",11.203126,12.586523,14.305672,2682,669,1057,12.6984403333333,0.979852134504558
"ANKK1",0,0.028297,0.301927,0.110074666666667,0,1,1,"Ankk1",0,0,0.02287,0,0,1,0.00762333333333333,1.10167622160397
"ANKLE1",0.925662,0.696792,0.902702,0.841718666666667,47,29,32,"Ankle1",0.048181,0.064926,0.14948,4,1,1,0.087529,1.69348924641703
"ANKLE2",38.27058,32.6254,41.892631,37.5962036666667,1116,773,847,"Ankle2",9.779786,13.529775,10.862439,1089,305,455,11.3906666666667,3.11494164962875
"ANKMY1",9.026923,4.940652,13.522018,9.16319766666667,128,53,70,"Ankmy1",0.050934,0.238483,0.056497,6,6,3,0.115304666666667,9.11248555701073
"ANKMY2",17.139804,14.010917,17.383562,16.1780943333333,555,458,529,"Ankmy2",10.096566,8.064404,8.183283,990,196,316,8.78141766666667,1.75619679260535
"ANKRA2",30.112035,27.514172,37.19408,31.6067623333333,266,206,216,"Ankra2",15.335889,17.205789,14.90896,928,230,384,15.8168793333333,1.93893062363255
"ANKRD1",12.713637,1.340743,0.76484,4.93974,385,31,16,"Ankrd1",0.015082,0,0.03852,1,0,1,0.0178673333333333,5.83547561208042
"ANKRD10",273.393846,97.802126,99.572529,156.922833666667,1499,780,909,"Ankrd10",12.07238,11.642921,11.37969,1509,353,550,11.6983303333333,12.4365038175229
"ANKRD11",92.693269,81.272173,115.799787,96.5884096666667,2584,2043,1955,"Ankrd11",40.396695,41.696504,44.887754,7638,1818,3163,42.3269843333333,2.25237022996746
"ANKRD12",5.526332,3.90799,3.71793,4.384084,817,473,453,"Ankrd12",20.656559,26.00456,23.585759,3240,876,1369,23.415626,0.220517958458243
"ANKRD13A",32.884326,26.563945,21.996801,27.1483573333333,1152,706,685,"Ankrd13a",14.650144,11.884537,16.02284,1553,325,563,14.1858403333333,1.853592340988
"ANKRD13B",24.473183,30.733574,30.638481,28.6150793333333,616,555,557,"Ankrd13b",38.469307,36.664086,34.996468,3149,712,1172,36.7099536666667,0.785338523486739
"ANKRD13C",23.709471,20.538527,28.004709,24.0842356666667,749,680,625,"Ankrd13c",28.007263,25.665991,23.142474,2061,514,839,25.6052426666667,0.942830553396694
"ANKRD13D",58.201157,61.471405,64.363835,61.3454656666667,759,627,613,"Ankrd13d",73.231504,71.225724,65.132105,2669,551,1026,69.863111,0.879801419763615
"ANKRD16",5.7914,4.465207,5.764845,5.340484,143,79,84,"Ankrd16",12.732216,13.241374,11.872789,579,139,240,12.6154596666667,0.465682698581434
"ANKRD17",40.262998,51.288436,46.747426,46.09962,3393,2772,2014,"Ankrd17",21.007072,20.661069,21.066439,6492,1411,2500,20.9115266666667,2.14953621062156
"ANKRD2",0,0,0,0,0,0,0,"Ankrd2",0.230985,0,0.131931,9,0,2,0.120972,0.892082942303644
"ANKRD22",0.494132,0.075107,0.020465,0.196568,16,4,1,"Ankrd22",0,0.133175,0,0,1,0,0.0443916666666667,1.14570810759054
"ANKRD23",6.942989,6.71802,5.049775,6.236928,151,114,76,"Ankrd23",1.058747,1.974557,2.18077,71,22,61,1.73802466666667,2.64312008876472
"ANKRD24",3.659332,4.484933,6.806828,4.98369766666667,107,157,164,"Ankrd24",21.605152,19.73568,22.335505,1017,266,479,21.2254456666667,0.269227342227873
"ANKRD27",5.136683,4.042674,10.289553,6.48963666666667,299,200,234,"Ankrd27",34.700306,31.260237,31.895312,3324,722,1262,32.6186183333333,0.222782405642191
"ANKRD28",24.691665,16.177338,14.993319,18.620774,1054,667,658,"Ankrd28",6.289702,4.784726,12.359319,1282,275,632,7.811249,2.22678691749603
"ANKRD29",2.708131,3.204936,4.279246,3.39743766666667,79,80,83,"Ankrd29",34.619279,30.310622,37.230859,1774,390,661,34.0535866666667,0.125449007785794
"ANKRD31",0.062023,0.103759,0.08767,0.084484,7,6,7,"Ankrd31",0.057027,0.098511,0.07247,14,6,7,0.0760026666666667,1.00788226051484
"ANKRD33",1.14564,0.474753,0,0.540131,22,6,0,"Ankrd33",0.270112,0.297737,0.578147,15,4,11,0.381998666666667,1.11442292756674
"ANKRD33B",0.129698,0.007438,0.042497,0.0598776666666667,23,1,5,"Ankrd33b",1.957236,1.427628,2.485559,376,90,191,1.95680766666667,0.358453368007366
"ANKRD34A",4.398156,5.915902,8.682734,6.332264,222,260,208,"Ankrd34a",0.930842,0.953887,1.011986,100,25,44,0.965571666666667,3.73034681174179
"ANKRD34B",0.016089,0.166191,0.070379,0.0842196666666667,1,8,3,"Ankrd34b",1.066844,0.828867,0.775304,172,23,49,0.890338333333333,0.573558525237546
"ANKRD34C",0.379556,0.823709,0.625138,0.609467666666667,35,58,40,"Ankrd34c",3.961458,3.012207,4.031699,802,161,317,3.66845466666667,0.344753838600696
"ANKRD35",0.727275,0.251214,0.288979,0.422489333333333,44,11,12,"Ankrd35",3.268257,6.396435,3.769573,350,102,171,4.47808833333333,0.259668929520122
"ANKRD37",11.027817,1.88602,3.902447,5.605428,116,15,22,"Ankrd37",2.679327,2.719475,3.145693,38,8,14,2.848165,1.71651371497844
"ANKRD39",10.458847,10.038347,10.197506,10.2315666666667,330,278,269,"Ankrd39",7.940555,6.686133,4.757649,403,88,161,6.46144566666667,1.50528023233389
"ANKRD40",13.272372,16.224755,20.2604,16.5858423333333,964,863,970,"Ankrd40",56.134329,59.19643,56.690107,5414,1260,2072,57.3402886666667,0.301435641393752
"ANKRD40CL",0.484658,0.443604,0.347864,0.425375333333333,6,4,3,"Gm21885",0.859412,0,0.726852,5,0,3,0.528754666666667,0.93237676679755
"ANKRD42",5.289112,6.948108,8.055569,6.764263,213,200,214,"Ankrd42",6.014462,4.636753,5.232437,519,110,195,5.29455066666667,1.23348963431438
"ANKRD44",44.242776,3.200135,1.935367,16.459426,513,151,133,"Ankrd44",9.9946,10.900751,10.231837,667,176,262,10.3757293333333,1.5347961865478
"ANKRD45",1.340994,0.49997,0.918222,0.919728666666667,55,14,27,"Ankrd45",7.94439,8.207141,7.453184,930,209,358,7.86823833333333,0.216472380929471
"ANKRD46",38.648947,60.960749,59.564231,53.0579756666667,1125,1259,1229,"Ankrd46",119.172768,107.93096,122.422986,11448,2553,4386,116.508904666667,0.460033014689491
"ANKRD49",5.981294,5.035278,5.523989,5.51352033333333,135,79,97,"Ankrd49",5.191937,6.307374,6.312719,444,106,209,5.93734333333333,0.938907016759057
"ANKRD50",20.074692,14.963164,15.481018,16.8396246666667,3148,1880,1763,"Ankrd50",31.739425,27.443232,30.878035,4932,1034,1752,30.0202306666667,0.575096454258045
"ANKRD53",1.302154,1.011757,0.534382,0.949431,16,12,11,"Ankrd53",0.117975,0.121401,0.056496,8,2,1,0.098624,1.77442965018059
"ANKRD54",14.553411,12.835635,15.971317,14.4534543333333,293,238,273,"Ankrd54",7.190078,4.939011,6.900164,313,58,123,6.34308433333333,2.10449092395462
"ANKRD55",3.976059,2.200132,2.346725,2.840972,55,26,17,"Ankrd55",5.705111,5.768799,5.38965,556,128,201,5.62118666666667,0.580103264470216
"ANKRD6",34.75705,40.51268,29.811657,35.027129,886,1011,969,"Ankrd6",7.637366,7.716635,7.652598,1441,334,537,7.66886633333333,4.1559216182016
"ANKRD60",0,0,0,0,0,0,0,"Ankrd60",0.037507,0,0,1,0,0,0.0125023333333333,0.987652044917098
"ANKRD61",0.979502,0.503588,0.570347,0.684479,23,9,9,"Ankrd61",0.138625,0.219142,0.136471,9,3,3,0.164746,1.44622003423922
"ANKRD62",0.024136,0,0,0.00804533333333333,2,0,0,"Ccdc144b",0.058847,0.102994,0.065611,15,5,4,0.0758173333333333,0.937004175430029
"ANKRD62",0.024136,0,0,0.00804533333333333,2,0,0,"Ankrd26",2.776452,3.209908,4.474284,764,167,298,3.48688133333333,0.224665030885595
"ANKRD63",0.173231,0,0,0.0577436666666667,2,0,0,"Ankrd63",0,0,0,0,0,0,0,1.05774366666667
"ANKRD65",1.059784,0.240317,0.261279,0.52046,27,5,5,"Ankrd65",0.024426,0,0.083807,1,0,1,0.0360776666666667,1.46751546618288
"ANKRD66",0.02263,0.029511,0,0.0173803333333333,1,1,0,"Ankrd66",0.50436,0,0.376655,24,0,7,0.293671666666667,0.786428550263269
"ANKRD9",7.268261,4.308667,3.129218,4.90204866666667,397,167,150,"Ankrd9",5.863551,8.124627,9.92835,294,57,167,7.972176,0.657816862561174
"ANKS1A",31.543418,25.627328,22.432231,26.5343256666667,2774,1766,1534,"Anks1",21.942334,18.968527,23.393807,2190,506,888,21.4348893333333,1.22729937543114
"ANKS3",13.667617,17.990906,19.576346,17.0782896666667,332,235,258,"Anks3",20.597733,23.598786,20.695913,919,231,330,21.6308106666667,0.798835266351926
"ANKS4B",0.044495,0.097553,0.054963,0.0656703333333333,4,6,3,"Anks4b",0.024806,0,0,4,0,0,0.00826866666666667,1.05693092383445
"ANKS6",5.576055,4.390001,4.50128,4.82244533333333,369,223,227,"Anks6",4.194916,3.464751,2.468637,422,82,113,3.37610133333333,1.33050971397372
"ANKUB1",0.077356,0.101538,0.037688,0.072194,3,3,1,"Ankub1",0.229487,0.228108,0.214072,20,5,8,0.223889,0.876054936354522
"ANKZF1",53.090348,36.355528,35.384526,41.610134,837,406,399,"Ankzf1",5.010061,5.648863,5.319581,458,113,191,5.32616833333333,6.73553591286563
"ANLN",10.677856,4.136005,11.199776,8.67121233333333,355,127,214,"Anln",3.751712,4.164224,4.20593,398,84,145,4.040622,1.91865454964354
"ANO1",9.248233,1.706175,1.955514,4.30330733333333,362,22,30,"Ano1",3.004125,4.2571,3.886781,488,115,180,3.716002,1.12453458105686
"ANO10",24.464834,25.634994,34.362022,28.15395,443,391,358,"Ano10",24.780054,22.373631,24.899283,2279,534,823,24.017656,1.16533499381397
"ANO2",0.681639,0.200492,0.043686,0.308605666666667,14,3,2,"Ano2",0.183922,0.365673,0.093087,14,2,4,0.214227333333333,1.07772707032895
"ANO3",7.263375,10.811014,10.214138,9.429509,722,852,682,"Ano3",60.107311,58.350845,62.644928,15676,3673,6226,60.3676946666667,0.169951129118511
"ANO4",18.38502,33.13196,34.496304,28.6710946666667,517,705,723,"Ano4",28.859483,29.319997,30.47513,1981,532,829,29.5515366666667,0.971181744158859
"ANO5",7.028247,12.221214,12.80135,10.6836036666667,774,1160,1111,"Ano5",0.242032,0.147648,0.230019,54,6,24,0.206566333333333,9.68334963763562
"ANO6",13.47464,11.23404,11.359296,12.0226586666667,1471,935,873,"Ano6",21.01341,18.490901,18.969206,4207,909,1497,19.4911723333333,0.635525310842391
"ANO7",2.190302,0.607268,0.461953,1.08650766666667,52,16,12,"Ano7",0.357516,0.360415,0.376501,14,5,9,0.364810666666667,1.52878909699807
"ANO8",11.681936,13.135688,13.469814,12.7624793333333,735,578,561,"Ano8",13.935182,14.818824,16.516615,1770,451,907,15.090207,0.855332646331606
"ANO9",0.292501,0.075378,0.264337,0.210738666666667,12,6,7,"Ano9",0.035911,0,0.020568,1,0,1,0.0188263333333333,1.18836609052442
"ANP32A",172.275632,108.302416,157.15237,145.910139333333,2012,1031,1195,"Anp32a",95.900246,99.294846,84.083083,1748,413,627,93.092725,1.56133366669244
"ANP32B",73.720768,46.909576,78.459274,66.363206,1215,550,714,"Anp32b",27.877814,30.480681,27.12668,1647,435,667,28.4950583333333,2.2838810908155
"ANP32D",0.06303,0,0,0.02101,1,0,0,"Anp32a",95.900246,99.294846,84.083083,1748,413,627,93.092725,0.0108511045885854
"ANP32E",43.836276,21.563859,24.788098,30.0627443333333,1183,446,588,"Anp32e",44.848911,47.022952,33.748468,2745,728,1099,41.8734436666667,0.724521794303266
"ANPEP",1.531316,0.200944,0.231066,0.654442,29,2,2,"Anpep",0.756507,0.86773,1.301309,89,27,44,0.975182,0.837614964089385
"ANTKMT",18.948522,19.650748,25.250311,21.2831936666667,112,94,118,"Antkmt",34.709543,24.427465,35.140299,910,182,367,31.425769,0.687206328604471
"ANTXR1",18.416712,24.653996,27.827455,23.632721,1524,1169,1062,"Antxr1",4.451808,4.504475,5.056467,896,214,389,4.67091666666667,4.34369299495966
"ANTXR2",21.883704,5.989464,7.157743,11.6769703333333,805,145,189,"Antxr2",16.519445,18.509462,18.717825,2174,484,901,17.9155773333333,0.670186804766132
"ANTXRL",0,0,0,0,0,0,0,"Antxrl",0.139684,0,0,4,0,0,0.0465613333333333,0.955510172361295
"ANTXRL",0,0,0,0,0,0,0,"Gm30083",0.012769,0.220954,0.032678,1,1,1,0.0888003333333333,0.918442040643509
"ANXA1",89.918974,58.927226,76.524401,75.1235336666667,1893,899,1123,"Anxa1",9.354079,30.728082,5.319915,132,59,64,15.1340253333333,4.71819847148705
"ANXA10",0.04316,0.208324,0.228077,0.159853666666667,1,2,2,"Anxa10",0.046705,0,0,3,0,0,0.0155683333333333,1.14207348594629
"ANXA11",45.830304,24.017576,32.918494,34.255458,673,272,312,"Anxa11",27.071255,25.823164,23.754577,2656,614,909,25.5496653333333,1.32790592865728
"ANXA13",0.118239,0.186414,0.128561,0.144404666666667,4,5,3,"Anxa13",0.01663,0,0,1,0,0,0.00554333333333333,1.13809582215916
"ANXA2",709.818215,868.303304,855.291379,811.137632666667,8274,7674,7490,"Anxa2",909.124165,1109.588431,904.856313,38137,8976,14482,974.522969666667,0.83251513077562
"ANXA3",11.627077,2.367716,1.349662,5.11481833333333,79,17,10,"Anxa3",9.7404,9.780087,7.570152,167,44,60,9.030213,0.609639928218208
"ANXA4",6.705187,4.823083,2.594378,4.70754933333333,138,81,61,"Anxa4",8.771452,10.346332,11.619254,489,128,240,10.2456793333333,0.50753264112872
"ANXA5",286.643193,268.753185,288.700525,281.365634333333,3792,2874,2937,"Anxa5",1216.809254,1264.292899,1119.453427,33610,7916,12198,1200.18519333333,0.235072523288235
"ANXA6",451.37418,401.780576,382.811874,411.988876666667,8436,5168,4722,"Anxa6",218.90424,220.974535,212.054919,22306,5466,8406,217.311231333333,1.89174360908663
"ANXA7",25.043346,25.802725,31.392133,27.4127346666667,669,521,515,"Anxa7",119.484919,143.28434,120.543299,9372,2227,3683,127.770852666667,0.220645697984273
"ANXA8",0.0224,0,0,0.00746666666666667,1,0,0,"Anxa8",0.08146,0.279696,0.069593,6,5,2,0.143583,0.880973804845531
"ANXA8L1",0.008363,0,0,0.00278766666666667,0,0,0,"Anxa8",0.08146,0.279696,0.069593,6,5,2,0.143583,0.876882278476216
"ANXA9",2.238579,2.150148,2.753745,2.380824,59,43,48,"Anxa9",0.767383,0.533637,1.195547,39,9,17,0.832189,1.84523758193068
"AOAH",0.568745,0.502994,0.544123,0.538620666666667,5,3,3,"Aoah",0.169971,0.138186,0.214943,16,3,10,0.174366666666667,1.31017058840226
"AOC1",0.138889,0.122128,0.247963,0.16966,3,2,3,"Doxl1",0,0,0,0,0,0,0,1.16966
"AOC1",0.138889,0.122128,0.247963,0.16966,3,2,3,"Aoc1",0.02722,0,0,3,0,0,0.00907333333333333,1.15914271179498
"AOC1",0.138889,0.122128,0.247963,0.16966,3,2,3,"Doxl2",0,0,0,0,0,0,0,1.16966
"AOC1",0.138889,0.122128,0.247963,0.16966,3,2,3,"Svs1",0,0,0,0,0,0,0,1.16966
"AOC2",1.830383,2.493179,2.452399,2.25865366666667,90,93,79,"Aoc2",0.58922,0.545708,0.784781,62,14,32,0.639903,1.98710147287167
"AOC3",0.803736,0.698034,0.340584,0.614118,32,12,17,"Aoc3",0.343881,0.249237,0.279413,61,11,21,0.290843666666667,1.25043647165123
"AOPEP",31.40603,20.439728,25.6395,25.8284193333333,528,267,290,"Aopep",97.630532,126.64477,101.700512,2466,628,981,108.658604666667,0.244654027970579
"AOX1",0.384894,2.485999,2.299222,1.72337166666667,28,69,69,"Aox1",14.88159,13.5457,15.437785,2878,648,1171,14.6216916666667,0.174332698710074
"AP1AR",24.01844,31.97054,30.468575,28.819185,443,363,370,"Ap1ar",359.653139,311.033603,536.568297,6781,1589,2685,402.418346333333,0.0739162838552742
"AP1B1",28.329696,30.60401,32.34043,30.424712,1622,1424,1297,"Ap1b1",100.696445,103.1198,119.520619,7130,1610,2643,107.778954666667,0.288885953135837
"AP1G1",35.237261,41.889066,39.200878,38.775735,2465,2001,2087,"Ap1g1",29.818605,32.076338,29.659052,5604,1407,2266,30.5179983333333,1.26200066956452
"AP1G2",88.980351,157.27508,174.044606,140.100012333333,729,970,932,"Ap1g2",4.001502,2.754976,5.520046,130,27,56,4.09217466666667,27.7091854796287
"AP1M1",101.402693,109.758883,113.725088,108.295554666667,1212,949,996,"Ap1m1",70.946478,68.468697,79.0773,4650,1106,1885,72.830825,1.48035125798292
"AP1M2",0.201775,0,0,0.0672583333333333,2,0,0,"Ap1m2",0.170283,0.623776,0.227056,8,5,7,0.340371666666667,0.796240594959358
"AP1S1",244.80715,208.257524,170.312313,207.792329,820,585,556,"Ap1s1",128.31237,143.891503,118.570758,3303,722,1157,130.258210333333,1.5906991910812
"AP1S2",57.600564,39.602889,54.724649,50.6427006666667,1802,976,1250,"Ap1s2",79.786191,73.09459,84.630395,5538,1310,2350,79.170392,0.644161758204534
"AP1S3",1.806302,7.48382,5.857464,5.04919533333333,61,131,119,"Ap1s3",2.174507,2.521286,2.72582,218,71,105,2.473871,1.74134138352672
"AP2A1",60.212479,47.834999,71.430586,59.8260213333333,2360,1729,1773,"Ap2a1",113.630775,98.54021,133.267364,8936,1870,3358,115.146116333333,0.523702584757684
"AP2A2",215.635974,207.618447,221.45037,214.901597,1854,1472,1517,"Ap2a2",66.485593,58.151018,60.41472,13127,2798,4697,61.683777,3.4442978284477
"AP2B1",725.745223,1370.859821,805.770168,967.458404,9255,9454,8873,"Ap2b1",77.35445,65.483444,83.01827,15520,3524,5953,75.285388,12.6952019173056
"AP2M1",562.499689,521.49583,508.000478,530.665332333333,4663,3328,3217,"Ap2m1",1108.198791,1459.761154,1054.192051,20447,4658,7500,1207.38399866667,0.439980447374323
"AP2S1",278.270238,293.810899,295.175911,289.085682666667,772,584,593,"Ap2s1",389.611335,353.587079,336.663621,3884,845,1473,359.954011666667,0.803663827774699
"AP3B1",20.269198,11.612724,20.308067,17.396663,764,466,541,"Ap3b1",9.232919,10.967072,12.40224,889,221,338,10.8674103333333,1.55018344215563
"AP3B2",44.032229,64.647465,64.270725,57.6501396666667,939,1154,1085,"Ap3b2",66.363762,70.262492,59.37432,6890,1610,2533,65.3335246666667,0.884170409478317
"AP3D1",68.930328,73.51186,81.841336,74.7611746666667,3028,2434,2394,"Ap3d1",99.372827,89.765106,96.528742,7736,1743,2872,95.222225,0.787356295977012
"AP3M1",26.035177,27.37743,28.436518,27.2830416666667,1555,1325,1314,"Ap3m1",83.732264,74.713766,86.226266,4568,1053,1726,81.557432,0.342586257608723
"AP3M2",17.322917,19.300597,18.987855,18.537123,696,504,524,"Ap3m2",9.045906,8.717064,9.177878,1219,298,482,8.98028266666667,1.95757211018205
"AP3S1",185.914523,153.251785,208.36375,182.510019333333,859,568,612,"Ap3s1",66.967772,60.321142,69.913877,2851,591,1089,65.7342636666667,2.74986205362142
"AP3S2",68.843918,78.356833,84.857432,77.3527276666667,1227,1109,1072,"Ap3s2",50.990797,57.251548,54.257138,7701,1737,2982,54.1664943333333,1.42029557276623
"AP4B1",27.064139,25.422971,28.748413,27.0785076666667,366,332,343,"Ap4b1",12.93163,16.471788,13.209723,968,266,377,14.2043803333333,1.84673804858122
"AP4E1",2.984974,3.681672,2.612517,3.09305433333333,283,257,197,"Ap4e1",5.666135,5.34965,5.582498,727,164,281,5.532761,0.62654279459073
"AP4M1",24.134252,29.72489,29.205094,27.6880786666667,273,229,233,"Ap4m1",10.827692,12.044562,11.837499,884,232,335,11.5699176666667,2.28228055484744
"AP4S1",6.790729,8.387869,10.300507,8.493035,189,173,164,"Ap4s1",19.268299,14.647265,20.263195,611,108,264,18.0595863333333,0.498071407950634
"AP5B1",2.766299,2.408525,2.793437,2.656087,359,236,238,"Ap5b1",3.593721,3.181643,4.22375,378,62,147,3.66637133333333,0.783496798440244
"AP5M1",36.044278,31.814214,53.827724,40.562072,1037,842,914,"Ap5m1",11.89319,9.181439,14.785545,1162,298,481,11.9533913333333,3.20858614786439
"AP5S1",3.11564,3.784053,5.182573,4.027422,165,136,155,"Ap5s1",26.936475,37.623659,14.016359,413,90,130,26.1921643333333,0.184884952090304
"AP5Z1",13.079518,18.827318,21.376094,17.7609766666667,365,367,473,"Ap5z1",7.793382,5.799749,8.755115,963,191,356,7.44941533333333,2.22038755659859
"APBA1",39.886673,76.901821,66.021467,60.9366536666667,2286,2799,2534,"Apba1",87.537513,75.827366,79.413046,21856,4767,8177,80.925975,0.756007525899651
"APBA2",27.210016,33.954908,34.067872,31.7442653333333,1644,1501,1435,"Apba2",37.859714,27.890635,33.627895,2603,567,895,33.1260813333333,0.959508506514333
"APBA3",10.621344,9.601261,9.923693,10.048766,163,106,100,"Apba3",19.891903,22.047163,18.69249,506,104,176,20.2105186666667,0.520909751130398
"APBB1",73.793827,105.73665,116.904229,98.8115686666667,2062,2187,2172,"Apbb1",197.247208,154.585586,165.902805,9642,2070,3339,172.578533,0.575022538453339
"APBB1IP",0,0,0.034424,0.0114746666666667,0,0,1,"Apbb1ip",0.179439,0.30367,0.156358,20,8,7,0.213155666666667,0.83375505259424
"APBB2",17.607537,25.580403,18.621303,20.603081,926,853,775,"Apbb2",48.846776,47.483314,60.268454,3077,746,1203,52.1995146666667,0.406076655686784
"APBB3",50.047448,54.709159,57.169981,53.9755293333333,996,791,810,"Apbb3",466.374333,417.745622,479.872259,1826,435,771,454.664071333333,0.120649251920319
"APC",35.367802,56.51878,59.717213,50.5345983333333,6846,8696,8450,"Apc",39.539953,38.052165,43.798639,14006,3240,5941,40.4635856666667,1.2428881271299
"APC2",24.539121,45.393981,42.213612,37.382238,2063,2788,2759,"Apc2",25.196745,25.005767,26.532012,7772,1856,3071,25.5781746666667,1.44412618554041
"APCDD1",7.088583,0.653652,1.730125,3.15745333333333,131,26,47,"Apcdd1",1.855353,1.710686,2.06988,284,65,120,1.87863966666667,1.44424235567749
"APCS",0,0,0,0,0,0,0,"Apcs",0,0,0,0,0,0,0,1
"APEH",90.563481,85.631576,101.687768,92.6276083333333,1467,1092,1077,"Apeh",34.879475,28.919441,32.881895,1249,289,479,32.226937,2.81782242923365
"APEX1",174.707246,142.146479,165.529639,160.794454666667,1618,1139,1234,"Apex1",21.119227,26.829544,19.070592,822,230,322,22.3397876666667,6.9321305308076
"APEX2",5.130599,4.727131,5.441904,5.099878,191,112,152,"Apex2",2.862513,2.320061,2.431428,200,50,94,2.53800066666667,1.72410312340246
"APH1A",36.438553,36.505307,40.331181,37.758347,1135,705,763,"Aph1a",28.306114,39.053042,45.120027,1264,299,453,37.493061,1.00689178758738
