"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"TACR2",0.777553,1.116146,1.314589,1.06942933333333,23,25,26,"Tacr2",0.065507,0.04505,0.112315,6,1,4,0.0742906666666667,1.92632161624787
"TACR3",0.270862,0.195887,0.373497,0.280082,25,14,24,"Tacr3",0.290059,0.260041,0.228053,45,10,14,0.259384333333333,1.01643474999557
"TACSTD2",0.099773,0.044081,0.050433,0.0647623333333333,3,1,1,"Tacstd2",0.014792,0,0,1,0,0,0.00493066666666667,1.05953810412128
"TADA1",7.301945,6.737393,8.557612,7.53231666666667,263,185,213,"Tada1",8.188711,8.749099,7.953983,663,165,253,8.29726433333333,0.917723360416449
"TADA2A",11.353772,10.523925,6.686367,9.52135466666667,294,224,214,"Tada2a",10.014662,8.329458,9.211421,483,110,170,9.18518033333333,1.03300622299569
"TADA2B",8.380887,8.519375,9.031295,8.64385233333334,403,362,406,"Tada2b",11.461582,12.027644,11.690349,1581,346,585,11.726525,0.757775774088633
"TADA3",33.369463,32.299819,39.105215,34.9248323333333,898,643,746,"Tada3",20.344483,23.787218,15.463963,1230,245,355,19.8652213333333,1.72175659004112
"TAF1",26.848528,21.732368,20.901242,23.1607126666667,1141,727,615,"Taf1",19.6073,25.604996,22.155383,3298,796,1370,22.455893,1.03004872450035
"TAF10",56.836433,38.556102,37.205618,44.1993843333333,393,240,229,"Taf10",63.375529,39.748781,57.569059,856,165,335,53.5644563333333,0.82836680452218
"TAF11",21.854612,22.900461,27.974857,24.24331,628,512,539,"Taf11",33.662942,49.299565,45.516983,945,283,369,42.8264966666667,0.575982839604869
"TAF11L2",0,0,0,0,0,0,0,"Taf11",33.662942,49.299565,45.516983,945,283,369,42.8264966666667,0.0228172470094005
"TAF12",8.24866,8.626036,6.061389,7.64536166666667,150,99,85,"Taf12",6.377068,4.176338,4.53923,347,74,110,5.03087866666667,1.43351610014152
"TAF13",33.357289,46.911729,50.990054,43.753024,420,454,450,"Taf13",41.63027,41.766904,39.989599,1620,375,654,41.1289243333333,1.06228736451717
"TAF15",108.453271,99.834611,106.713317,105.000399666667,1673,1181,1034,"Taf15",21.931399,17.797308,23.610069,937,292,411,21.1129253333333,4.79359460898103
"TAF1A",4.13325,2.945474,2.226114,3.10161266666667,97,54,34,"Taf1a",12.582955,12.270426,13.625917,573,137,241,12.8264326666667,0.296650102419766
"TAF1B",7.467451,7.360535,13.988459,9.60548166666667,225,176,184,"Taf1b",8.095041,8.525934,9.414173,526,136,223,8.67838266666667,1.09579069478137
"TAF1C",94.039116,60.264959,69.54662,74.6168983333333,886,543,563,"Taf1c",2.387377,3.171929,3.187382,315,56,134,2.91556266666667,19.3118856140556
"TAF1D",91.446132,47.604251,53.654737,64.23504,1245,561,582,"Taf1d",24.376662,19.937957,22.062829,589,161,251,22.125816,2.82087516392935
"TAF1L",0.018327,0.01509,0.013736,0.0157176666666667,2,1,1,"Taf1",19.6073,25.604996,22.155383,3298,796,1370,22.455893,0.0433033040637876
"TAF2",13.612478,10.796077,12.627608,12.3453876666667,511,359,366,"Taf2",11.217547,11.99799,11.545659,1177,289,516,11.5870653333333,1.0602461585168
"TAF3",1.909445,2.080744,2.35224,2.114143,166,138,139,"Taf3",3.726199,2.156234,3.789404,475,104,197,3.22394566666667,0.737259246626989
"TAF4",14.046688,8.222808,8.995281,10.4215923333333,241,152,167,"Taf4",16.890632,18.9143,14.006324,466,113,197,16.603752,0.64881579411783
"TAF4B",0.762755,0.424694,0.330974,0.506141,63,26,19,"Taf4b",2.882087,3.012927,2.652678,592,152,220,2.84923066666667,0.391283643519415
"TAF5",2.419764,2.389918,3.527893,2.77919166666667,137,103,137,"Taf5",2.203875,1.93431,1.69166,266,57,84,1.94328166666667,1.28400611788769
"TAF5L",8.540092,10.617535,10.271733,9.80978666666667,450,429,372,"Taf5l",6.071998,5.127528,4.784426,686,145,230,5.327984,1.708251264015
"TAF6",48.439116,36.689863,41.504845,42.2112746666667,758,481,498,"Taf6",14.787069,16.532095,16.7758,862,176,327,16.0316546666667,2.5371154777602
"TAF6L",22.062039,21.875012,22.71758,22.2182103333333,196,171,169,"Taf6l",5.940822,3.661151,3.626462,198,45,70,4.40947833333333,4.29213482384469
"TAF7",44.596653,41.184671,50.36142,45.3809146666667,1790,1231,1381,"Taf7",3.589647,3.415668,3.537835,469,112,181,3.51438333333333,10.2740310784419
"TAF7L",0.076386,0.130386,0.233353,0.146708333333333,3,3,7,"Taf7l",0.101417,0.109428,0.034237,6,2,1,0.081694,1.0601041822672
"TAF7L",0.076386,0.130386,0.233353,0.146708333333333,3,3,7,"Taf7l2",0.026206,0,0.133833,1,0,2,0.0533463333333333,1.08863371622945
"TAF8",7.657825,4.343927,6.128313,6.043355,354,174,221,"Taf8",7.707905,12.015202,5.798301,529,118,192,8.507136,0.740849294677177
"TAF9",48.986171,54.925046,70.02561,57.9789423333333,673,638,711,"Taf9",7.846926,5.236997,7.65241,199,34,78,6.912111,7.45426123740344
"TAF9B",17.99699,16.559033,16.735279,17.0971006666667,794,540,543,"Taf9b",14.39456,12.071445,13.620205,1438,299,536,13.36207,1.26006214053174
"TAFA1",8.400246,11.04396,37.255819,18.9000083333333,25,67,95,"Tafa1",12.055478,11.670503,8.878833,1176,261,428,10.8682713333333,1.67674025765168
"TAFA2",9.178036,12.060538,14.526365,11.9216463333333,267,287,362,"Tafa2",16.171566,17.824752,16.750982,2086,569,882,16.9157666666667,0.721244397392985
"TAFA3",0.062311,0.329465,0.280994,0.224256666666667,1,4,3,"Tafa3",9.377385,8.930085,6.965396,981,255,393,8.42428866666667,0.12990441082273
"TAFA4",0.052822,0.375378,0.214599,0.214266333333333,2,3,3,"Tafa4",23.027651,22.575801,21.477344,2002,483,733,22.3602653333333,0.0519799889259249
"TAFA5",18.394918,24.688802,32.346016,25.1432453333333,619,685,753,"Tafa5",10.708744,8.819404,10.78436,1136,227,452,10.1041693333333,2.35436299182277
"TAGAP",0.245154,0.140467,0.298046,0.227889,10,6,6,"Tagap",0.161744,0.306232,0.142007,21,9,7,0.203327666666667,1.02041117645152
"TAGAP",0.245154,0.140467,0.298046,0.227889,10,6,6,"Tagap1",15.792519,15.938012,14.437487,1460,359,522,15.3893393333333,0.0749199815213214
"TAGLN",119.876753,79.12369,83.01674,94.0057276666667,789,425,402,"Tagln",15.944732,27.941048,24.071847,332,93,157,22.6525423333333,4.01672371315348
"TAGLN2",69.525185,39.526617,44.347919,51.1332403333333,1381,601,595,"Tagln2",121.604078,137.613906,128.659683,3700,904,1652,129.292555666667,0.400124474238637
"TAGLN3",128.405105,213.139841,240.820591,194.121845666667,1841,2409,2334,"Tagln3",172.192953,168.822328,159.997777,7768,1845,2807,167.004352666667,1.1614094668952
"TAL1",0.023856,0.031554,0.05386,0.0364233333333333,2,2,3,"Tal1",0.130407,0.359361,0.26123,22,5,15,0.250332666666667,0.82891806393925
"TAL2",1.059996,0.155369,0,0.405121666666667,9,1,0,"Tal2",0.049956,0.0677,0.106025,6,2,5,0.0745603333333333,1.30762473085892
"TALDO1",198.719391,200.293434,261.043602,220.018809,814,673,711,"Taldo1",96.862779,82.51004,87.221608,3904,882,1394,88.864809,2.45945895239148
"TAMM41",7.60744,8.090172,7.060453,7.58602166666667,140,118,106,"Tamm41",12.144309,16.366261,12.831914,296,73,119,13.780828,0.580889085960994
"TANC1",13.049333,5.893811,7.163279,8.702141,1613,571,536,"Tanc1",56.54692,38.150043,41.715746,4343,959,1637,45.470903,0.208778835220826
"TANC2",32.761249,32.669663,19.48828,28.3063973333333,3447,2995,2168,"Tanc2",17.7714,13.569729,19.149109,4871,1129,2100,16.8300793333333,1.64364929540975
"TANGO2",29.050632,27.415368,47.193291,34.553097,356,272,229,"Tango2",129.945241,158.540873,144.958834,3104,744,1305,144.481649333333,0.244382003936038
"TANGO6",7.349003,12.289092,14.023463,11.2205193333333,200,197,191,"Tango6",1.211867,1.242812,1.23294,226,57,89,1.22920633333333,5.48200458189978
"TANK",35.824336,39.363543,46.26435,40.4840763333333,499,384,451,"Tank",25.253872,26.520283,27.19598,783,231,319,26.3233783333333,1.51826307227626
"TAOK1",17.026603,9.583025,8.80621,11.8052793333333,2550,1507,1440,"Taok1",16.151144,14.360533,16.300527,8084,1803,3225,15.604068,0.771213375742218
"TAOK2",22.054312,22.740762,27.005366,23.93348,1627,1242,1277,"Taok2",22.960621,24.399456,24.807633,3439,861,1439,24.0559033333333,0.995113992431058
"TAOK3",19.746886,20.956508,26.299526,22.3343066666667,579,442,453,"Taok3",10.759314,8.624786,10.28234,1376,288,529,9.88881333333333,2.14296140014033
"TAP1",4.180818,2.974404,3.513548,3.55625666666667,171,83,95,"Tap1",3.609714,4.64217,4.448186,271,77,103,4.23335666666667,0.870618411255491
"TAP2",36.435739,30.823126,36.533339,34.5974013333333,353,353,290,"Tap2",20.199611,36.182995,21.573531,735,205,263,25.985379,1.3191366085069
"TAPBP",21.88259,22.030856,25.117699,23.0103816666667,1082,910,937,"Tapbp",54.131739,78.752858,42.156757,2425,662,910,58.347118,0.404575360620994
"TAPBPL",1.735863,1.803825,1.69947,1.746386,24,13,15,"Tapbpl",7.923072,8.290232,7.291529,757,192,272,7.83494433333333,0.31085492974055
"TAPT1",20.043561,20.576834,20.645537,20.4219773333333,409,327,334,"Tapt1",13.431823,15.162007,12.565961,1201,284,492,13.7199303333333,1.45530426083765
"TARBP1",29.833732,20.01361,25.954205,25.2671823333333,1052,543,514,"Tarbp1",0.620948,0.698035,0.544483,161,44,57,0.621155333333333,16.2027547843452
"TARDBP",164.06837,149.461536,170.770809,161.433571666667,2331,1551,1502,"Tardbp",150.079971,139.577793,143.02565,5171,1370,1958,144.227804666667,1.11847433099668
"TARM1",0.064874,0,0.077129,0.0473343333333333,1,0,1,"Tarm1",0.017361,0.144946,0.18062,1,2,4,0.114309,0.93989578593849
"TARS1",561.079672,613.417654,450.542059,541.679795,1712,1405,1650,"Tars",23.081344,34.061084,21.885442,1257,341,501,26.3426233333333,19.8473931482068
"TARS2",31.250335,35.157345,35.809749,34.0724763333333,365,347,344,"Tars2",17.636709,15.536265,20.654518,938,210,340,17.9424973333333,1.85152336126324
"TARS3",13.804463,17.643619,16.140623,15.8629016666667,374,343,357,"Tarsl2",15.623761,15.95904,14.509822,1409,314,581,15.3642076666667,1.03047468048305
"TAS1R1",0,0.132775,0.152257,0.0950106666666667,0,1,1,"Tas1r1",0.300805,0.310133,0.29894,36,9,14,0.303292666666667,0.840187852408694
"TAS1R2",0,0,0,0,0,0,0,"Tas1r2",0,0,0,0,0,0,0,1
"TAS1R3",0.359501,0.228444,0.239341,0.275762,23,11,10,"Tas1r3",0.214152,0.248531,0.206581,32,9,12,0.223088,1.04306640241749
"TAS2R1",0.045951,0,0,0.015317,1,0,0,"Tas2r119",0,0,0,0,0,0,0,1.015317
"TAS2R10",0.330437,0.343062,0.18334,0.285613,5,4,2,"Tas2r106",0,0,0,0,0,0,0,1.285613
"TAS2R10",0.330437,0.343062,0.18334,0.285613,5,4,2,"Tas2r105",0,0,0,0,0,0,0,1.285613
"TAS2R10",0.330437,0.343062,0.18334,0.285613,5,4,2,"Tas2r114",0,0,0,0,0,0,0,1.285613
"TAS2R10",0.330437,0.343062,0.18334,0.285613,5,4,2,"Tas2r107",0,0,0,0,0,0,0,1.285613
"TAS2R10",0.330437,0.343062,0.18334,0.285613,5,4,2,"Tas2r104",0,0,0,0,0,0,0,1.285613
"TAS2R13",0.03807,0.049385,0,0.0291516666666667,1,1,0,"Tas2r102",0,0,0,0,0,0,0,1.02915166666667
"TAS2R13",0.03807,0.049385,0,0.0291516666666667,1,1,0,"Tas2r121",0,0,0,0,0,0,0,1.02915166666667
"TAS2R13",0.03807,0.049385,0,0.0291516666666667,1,1,0,"Tas2r124",0,0,0,0,0,0,0,1.02915166666667
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r113",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r140",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r123",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r116",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r115",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r103",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r129",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r110",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r117",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r109",0,0,0,0,0,0,0,2.67841533333333
"TAS2R14",1.675543,1.515445,1.844258,1.67841533333333,47,33,35,"Tas2r125",0,0,0,0,0,0,0,2.67841533333333
"TAS2R16",0,0,0,0,0,0,0,"Tas2r118",0,0,0,0,0,0,0,1
"TAS2R19",0.873979,0.70115,0.482132,0.685753666666667,13,8,5,"Tas2r120",0,0,0,0,0,0,0,1.68575366666667
"TAS2R19",0.873979,0.70115,0.482132,0.685753666666667,13,8,5,"Tas2r136",0,0,0,0,0,0,0,1.68575366666667
"TAS2R20",0.715479,0.123509,0.409023,0.416003666666667,15,2,6,"Tas2r120",0,0,0,0,0,0,0,1.41600366666667
"TAS2R20",0.715479,0.123509,0.409023,0.416003666666667,15,2,6,"Tas2r136",0,0,0,0,0,0,0,1.41600366666667
"TAS2R3",0.059895,0,0,0.019965,1,0,0,"Tas2r137",0.055442,0,0,2,0,0,0.0184806666666667,1.00145739961682
"TAS2R30",0.036101,0.234537,0.255393,0.175343666666667,1,5,5,"Tas2r120",0,0,0,0,0,0,0,1.17534366666667
"TAS2R30",0.036101,0.234537,0.255393,0.175343666666667,1,5,5,"Tas2r136",0,0,0,0,0,0,0,1.17534366666667
"TAS2R31",0.459454,0,0.306241,0.255231666666667,7,0,3,"Tas2r136",0,0,0,0,0,0,0,1.25523166666667
"TAS2R31",0.459454,0,0.306241,0.255231666666667,7,0,3,"Tas2r120",0,0,0,0,0,0,0,1.25523166666667
"TAS2R38",0,0,0,0,0,0,0,"Tas2r138",0,0,0,0,0,0,0,1
"TAS2R39",0,0,0,0,0,0,0,"Tas2r139",0,0,0,0,0,0,0,1
"TAS2R4",0.433036,0.264981,0.333377,0.343798,40,19,22,"Tas2r108",0,0,0,0,0,0,0,1.343798
"TAS2R40",0,0,0,0,0,0,0,"Tas2r144",0,0,0,0,0,0,0,1
"TAS2R41",0,0,0,0,0,0,0,"Tas2r126",0,0,0,0,0,0,0,1
"TAS2R42",0.147873,0,0.104842,0.0842383333333333,2,0,1,"Tas2r131",0,0,0,0,0,0,0,1.08423833333333
"TAS2R43",0,0.170944,0.118648,0.0965306666666667,0,2,1,"Tas2r120",0,0,0,0,0,0,0,1.09653066666667
"TAS2R43",0,0.170944,0.118648,0.0965306666666667,0,2,1,"Tas2r136",0,0,0,0,0,0,0,1.09653066666667
"TAS2R46",0,0.097554,0.261226,0.119593333333333,0,1,2,"Tas2r136",0,0,0,0,0,0,0,1.11959333333333
"TAS2R46",0,0.097554,0.261226,0.119593333333333,0,1,2,"Tas2r120",0,0,0,0,0,0,0,1.11959333333333
"TAS2R50",0.067919,0.088795,0.193571,0.116761666666667,1,1,2,"Tas2r120",0,0,0,0,0,0,0,1.11676166666667
"TAS2R50",0.067919,0.088795,0.193571,0.116761666666667,1,1,2,"Tas2r136",0,0,0,0,0,0,0,1.11676166666667
"TAS2R60",0,0,0,0,0,0,0,"Tas2r135",0.027125,0,0,1,0,0,0.00904166666666667,0.991039352520956
"TAS2R7",0,0,0,0,0,0,0,"Tas2r130",0,0,0,0,0,0,0,1
"TASL",0.035487,0.092958,0,0.042815,1,2,0,"Tasl",0.112638,0.211436,0.168725,17,8,10,0.164266333333333,0.895684234907305
"TASOR",32.079374,19.103288,24.802259,25.328307,1221,613,628,"Tasor",5.521006,5.882168,5.212316,1250,326,507,5.53849666666667,4.02666061362729
"TASOR2",10.777758,6.638341,10.426001,9.2807,1104,591,499,"Tasor2",23.573864,41.107813,15.774133,1160,262,475,26.8186033333333,0.369562047267889
"TASP1",2.559973,2.509427,2.724732,2.598044,84,73,63,"Tasp1",6.128161,6.611315,6.971367,495,138,221,6.570281,0.475285395614773
"TAT",0.014259,0.102026,0.020264,0.0455163333333333,1,1,1,"Tat",0.043227,0.042621,0,4,1,0,0.028616,1.0164301676557
"TATDN1",21.217528,25.1884,19.278952,21.89496,218,190,160,"Tatdn1",11.248532,13.027668,11.71024,313,91,131,11.99548,1.76176332078538
"TATDN2",9.945261,16.412465,19.32186,15.2265286666667,703,708,758,"Tatdn2",16.156553,14.090039,16.252493,1236,293,549,15.499695,0.983444158614245
"TATDN3",16.153282,29.133326,35.881246,27.0559513333333,225,223,250,"Tatdn3",42.646691,44.913542,40.070015,366,86,134,42.543416,0.64432132135277
"TAX1BP1",37.831695,32.16657,35.911135,35.3031333333333,1813,1218,1227,"Tax1bp1",102.381566,73.463017,101.801361,9100,2198,3797,92.548648,0.388066894706307
"TAX1BP3",33.54015,32.69195,42.111314,36.1144713333333,700,517,581,"Tax1bp3",20.895329,19.989365,20.003979,870,195,321,20.2962243333333,1.74277236905515
"TAZ",25.14018,18.476054,17.677345,20.431193,383,177,196,"Taz",24.499517,25.372552,28.2764,839,227,363,26.0494896666667,0.792295650087989
"TBATA",0.48463,0,0,0.161543333333333,1,0,0,"Tbata",0.085977,0,0,3,0,0,0.028659,1.1291821034311
"TBC1D1",53.673515,14.18825,19.243741,29.0351686666667,935,160,186,"Tbc1d1",17.340145,15.554544,17.19704,2046,485,790,16.697243,1.69716653982017
"TBC1D10A",15.971071,17.162461,16.877344,16.670292,282,269,249,"Tbc1d10a",13.023066,11.714193,13.270477,799,170,296,12.6692453333333,1.29270428389414
"TBC1D10B",19.200305,20.243559,25.038522,21.4941286666667,834,646,680,"Tbc1d10b",58.120706,50.067071,52.186162,3164,678,1122,53.4579796666667,0.413054777359564
"TBC1D10C",6.778569,3.051564,1.722741,3.850958,162,67,38,"Tbc1d10c",0.308003,0.343116,0.331239,14,5,4,0.327452666666667,3.65433594870175
"TBC1D12",8.375645,8.091747,7.01286,7.82675066666667,386,201,196,"Tbc1d12",3.608353,3.749636,3.158021,484,127,178,3.50533666666667,1.95917670969465
"TBC1D13",12.260683,14.935748,17.669103,14.955178,734,710,723,"Tbc1d13",38.871703,32.984446,38.767564,3550,826,1317,36.874571,0.421263596622652
"TBC1D14",33.058642,37.614634,31.311046,33.994774,1818,1519,1447,"Tbc1d14",18.203842,17.261106,19.657483,2270,483,919,18.3741436666667,1.80626171675441
"TBC1D15",18.009843,24.273705,14.874712,19.0527533333333,564,338,376,"Tbc1d15",24.160839,29.954962,21.293513,1318,368,533,25.136438,0.767233596763772
"TBC1D16",30.306898,22.349377,21.883783,24.846686,3219,2261,2127,"Tbc1d16",8.642594,7.447084,6.880249,2029,535,795,7.65664233333333,2.98576341781785
"TBC1D17",22.535415,15.942388,24.236756,20.904853,580,355,357,"Tbc1d17",165.281871,162.290805,157.323087,1471,315,522,161.631921,0.134689751343465
"TBC1D19",13.800519,15.024204,16.405981,15.0769013333333,413,297,275,"Tbc1d19",117.191509,116.903902,112.784625,2550,533,947,115.626678666667,0.137849259853169
"TBC1D2",2.086295,0.9612,1.658412,1.56863566666667,107,37,40,"Tbc1d2",0.735805,0.632751,0.764842,117,23,43,0.711132666666667,1.50113180392403
"TBC1D20",13.65104,11.827801,13.699772,13.0595376666667,1068,715,771,"Tbc1d20",11.993223,9.982783,10.932601,1602,319,582,10.9695356666667,1.17461011506239
"TBC1D21",0,0,0,0,0,0,0,"Tbc1d21",0.049171,0,0,2,0,0,0.0163903333333333,0.983873977549964
"TBC1D22A",4.645498,5.042542,6.212705,5.30024833333333,264,192,197,"Tbc1d22a",13.705314,11.341034,13.798047,1864,367,714,12.9481316666667,0.451691200219289
"TBC1D22B",5.282079,5.277426,5.156137,5.23854733333333,338,256,220,"Tbc1d22b",6.825806,6.311423,6.729452,1036,232,399,6.622227,0.818467796004151
"TBC1D23",12.247689,13.689399,11.505666,12.480918,621,413,484,"Tbc1d23",19.184319,19.730688,21.90658,1292,341,618,20.2738623333333,0.633684555666095
"TBC1D24",11.607075,15.393044,13.067949,13.3560226666667,763,755,621,"Tbc1d24",7.089956,3.493662,9.101384,915,208,392,6.56166733333333,1.89852608344491
"TBC1D25",8.786847,11.262974,15.33391,11.794577,331,325,349,"Tbc1d25",6.020077,4.705697,5.016025,590,111,193,5.24726633333333,2.04802810018398
"TBC1D2B",28.162935,12.010656,10.777877,16.9838226666667,606,321,241,"Tbc1d2b",10.584343,14.434471,8.951763,961,180,344,11.3235256666667,1.45930824936814
"TBC1D30",5.966429,8.688989,7.249645,7.30168766666667,375,412,389,"Tbc1d30",9.935543,8.978185,11.329973,2094,445,793,10.0812336666667,0.74916637590983
"TBC1D31",5.382395,2.49045,4.667433,4.18009266666667,141,61,80,"Tbc1d31",2.101743,2.365684,2.359988,219,43,81,2.275805,1.58131899385545
"TBC1D32",14.61592,9.260735,7.837405,10.5713533333333,219,107,107,"Tbc1d32",3.351081,3.036831,3.530067,991,219,402,3.305993,2.68726710269462
"TBC1D4",5.425009,2.223731,1.678749,3.109163,334,103,134,"Tbc1d4",7.109686,5.568653,6.048414,967,232,382,6.242251,0.567387542906204
"TBC1D5",17.945677,14.312256,16.372702,16.2102116666667,1332,1021,1021,"Tbc1d5",9.431897,10.408641,7.665902,1780,369,649,9.16881333333333,1.69245034818878
"TBC1D7",28.320809,22.63208,29.750142,26.9010103333333,276,203,234,"Tbc1d7",39.092236,29.719824,37.604958,916,203,384,35.4723393333333,0.764990972428073
"TBC1D8",4.869842,10.669405,11.860723,9.13332333333333,168,297,292,"Tbc1d8",15.3217,14.140785,13.3601,1063,200,370,14.274195,0.663427652542955
"TBC1D8B",4.466775,2.386962,3.93139,3.59504233333333,355,153,151,"Tbc1d8b",1.681388,2.352983,2.062527,356,112,136,2.03229933333333,1.51536567739904
"TBC1D9",37.607038,45.508936,40.55471,41.2235613333333,2578,3051,2785,"Tbc1d9",52.067306,48.954039,50.552502,8275,2038,3272,50.5246156666667,0.81948328555218
"TBC1D9B",220.610303,159.649548,177.015762,185.758537666667,3721,2262,2157,"Tbc1d9b",106.737033,74.953866,97.737791,11146,2449,4120,93.1428966666667,1.98377726073084
"TBCA",427.574507,446.696182,527.228395,467.166361333333,1163,804,751,"Tbca",195.848867,196.964026,194.86714,2383,586,944,195.893344333333,2.37776631261209
"TBCB",173.173731,209.977305,194.047272,192.399436,1241,1170,993,"Tbcb",138.995143,113.04306,133.218769,2694,650,1041,128.418990666667,1.49436674636199
"TBCC",7.984861,10.721211,14.550149,11.085407,218,222,264,"Tbcc",19.039812,16.467532,18.436612,710,145,307,17.9813186666667,0.636700074016635
"TBCCD1",7.153926,6.805575,6.652161,6.870554,199,130,164,"Tbccd1",43.2801,48.170469,50.376324,900,202,344,47.275631,0.163033684634801
"TBCD",40.376385,38.963499,41.626235,40.3220396666667,1189,863,903,"Tbcd",69.19405,61.209875,62.419429,5688,1257,2208,64.2744513333333,0.633050739188136
"TBCE",66.939232,55.11228,62.420071,61.4905276666667,407,259,314,"Tbce",43.611746,51.457401,46.240915,1228,336,495,47.103354,1.29908878425955
"TBCE",66.939232,55.11228,62.420071,61.4905276666667,407,259,314,"Tbce",43.611746,51.457401,46.240915,1228,336,495,47.103354,1.29908878425955
"TBCEL",6.633748,5.938854,4.795537,5.78937966666667,509,358,315,"Tbcel",18.397173,15.323534,19.082585,2651,620,1088,17.6010973333333,0.364998878560785
"TBCK",41.893392,46.283208,46.120605,44.765735,642,591,549,"Tbck",4.983803,3.894419,4.601967,1197,256,446,4.49339633333333,8.33104553594622
"TBK1",9.940217,9.376105,11.130303,10.148875,391,367,349,"Tbk1",39.167225,35.724748,40.639983,2278,568,945,38.510652,0.282173905912765
"TBKBP1",17.682846,22.659657,24.313971,21.552158,663,620,645,"Tbkbp1",9.609759,8.978125,9.075057,950,226,351,9.22098033333333,2.20645743015975
"TBL1X",6.892446,2.59275,2.358758,3.94798466666667,423,107,146,"Tbl1x",12.738482,12.021074,13.299742,2756,636,1130,12.6864326666667,0.361524787881176
"TBL1XR1",47.153482,20.077234,25.235679,30.8221316666667,1724,767,752,"Tbl1xr1",37.667363,32.662976,34.55297,2319,558,894,34.961103,0.884904216276866
"TBL1Y",0.461389,0.161605,0.276548,0.299847333333333,12,5,5,"Tbl1x",12.738482,12.021074,13.299742,2756,636,1130,12.6864326666667,0.0949734211237611
"TBL2",15.428193,16.480912,24.265505,18.72487,475,322,340,"Tbl2",5.448926,5.428834,7.086649,1120,276,434,5.98813633333333,2.82262237871814
"TBL3",16.001133,13.368042,15.118323,14.829166,370,290,285,"Tbl3",15.082733,19.959443,14.582685,924,252,372,16.5416203333333,0.902377642384651
"TBP",10.840626,11.355523,11.528134,11.2414276666667,282,191,205,"Tbp",12.132963,10.636176,12.705178,473,108,199,11.8247723333333,0.954514228283766
"TBPL1",70.280992,67.526805,102.841556,80.216451,349,278,314,"Tbpl1",24.972186,26.019089,21.811424,1888,435,680,24.2675663333333,3.21425696201134
"TBPL2",2.12775,1.643767,1.73393,1.835149,13,8,8,"Tbpl2",0,0,0,0,0,0,0,2.835149
"TBR1",0.201606,0.009767,0,0.0704576666666667,1,1,0,"Tbr1",0.178758,0,0,2,0,0,0.059586,1.01026029663158
"TBRG1",20.814705,24.872357,24.739836,23.4756326666667,1159,1129,1037,"Tbrg1",24.182003,19.817833,20.323406,1737,347,571,21.4410806666667,1.09066194405789
"TBRG4",30.993606,29.591897,32.534526,31.0400096666667,591,439,417,"Tbrg4",25.359431,24.197878,21.250213,1036,200,396,23.6025073333333,1.30230668088274
"TBX1",1.106905,2.245905,2.070926,1.807912,26,29,23,"Tbx1",0.022481,0.097131,0.039972,1,1,1,0.0531946666666667,2.66609021947193
"TBX15",4.736361,0.536458,0.308916,1.86057833333333,318,22,14,"Tbx15",0.196441,1.083227,2.00617,29,13,27,1.09527933333333,1.36524915214169
"TBX18",0.893206,0.114707,0.089486,0.365799666666667,90,10,7,"Tbx18",0.143403,0.520068,0.131548,27,6,10,0.265006333333333,1.07967812545866
"TBX19",0.883532,0.361678,0.299544,0.514918,34,10,6,"Tbx19",0.132621,0,0,3,0,0,0.044207,1.45078322593126
"TBX2",15.107562,16.436065,36.710277,22.7513013333333,677,461,589,"Tbx2",4.871426,5.189678,5.791251,589,148,322,5.28411833333333,3.77957576122453
"TBX20",0,0,0,0,0,0,0,"Tbx20",0.002587,0,0,1,0,0,0.000862333333333333,0.99913840964475
"TBX21",0,0.063128,0.036764,0.0332973333333333,0,2,1,"Tbx21",0.042684,0.089273,0.151209,4,2,6,0.0943886666666667,0.944177662658544
