"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"CASQ2",73.766393,0,6.241189,26.669194,1231,0,2,"Casq2",1.343428,0.896338,2.528342,35,37,11,1.58936933333333,10.6856884585024
"CASR",0.041183,0.382259,0.535089,0.319510333333333,8,39,61,"Casr",0.042002,0.016539,0,4,2,0,0.0195136666666667,1.2942546789466
"CASS4",1.575432,0.257487,0.143254,0.658724333333333,79,10,5,"Cass4",0.100855,0.074784,0.157407,7,7,4,0.111015333333333,1.49298059492728
"CAST",60.393359,38.000996,34.463027,44.285794,1475,771,708,"Cast",41.750374,33.247498,42.047345,835,1172,259,39.0150723333333,1.13171840907248
"CASTOR1",5.258031,2.716106,9.310895,5.76167733333333,69,35,39,"Castor1",4.732892,3.952028,4.592913,146,185,45,4.42594433333333,1.24617521263426
"CASTOR2",9.289219,7.467712,8.753386,8.503439,1090,889,906,"Castor2",18.407896,14.440649,11.158942,2143,2409,532,14.6691623333333,0.606505874266369
"CAT",17.44344,13.985315,17.437362,16.2887056666667,239,128,149,"Cat",30.428324,38.597019,39.187359,1499,2503,543,36.0709006666667,0.46636864375438
"CATIP",0.422559,0.126076,0.073626,0.207420333333333,11,4,2,"Catip",2.718041,4.059448,0.726873,49,60,10,2.501454,0.344833984205799
"CATSPER1",0,0.027708,0,0.009236,0,1,0,"Catsper1",0,0,0,0,0,0,0,1.009236
"CATSPER2",19.003599,46.843384,18.358916,28.068633,194,159,152,"Catsper2",2.05982,2.644988,1.854818,89,162,25,2.186542,9.12231283943535
"CATSPER3",0.194289,0.90698,0.500978,0.534082333333333,4,11,7,"Catsper3",0.240606,0.135277,0.127124,6,5,1,0.167669,1.3137989732821
"CATSPER4",0.031249,0,0,0.0104163333333333,1,0,0,"Catsper4",0.033736,0.250648,0,1,3,0,0.0947946666666667,0.922927708818457
"CATSPERB",0.269862,0.128228,0.208995,0.202361666666667,6,2,3,"Catsperb",0.080478,0.134807,0.429916,3,8,5,0.215067,0.989543512141031
"CATSPERD",0,0,0,0,0,0,0,"Catsperd",0.790222,0.478882,0.175802,27,28,3,0.481635333333333,0.674929908528999
"CATSPERE",0.451995,1.404241,1.290597,1.04894433333333,19,15,21,"Catspere1",0.035134,0.021481,0.107305,2,2,0,0.05464,1.94279027282611
"CATSPERE",0.451995,1.404241,1.290597,1.04894433333333,19,15,21,"Catspere2",0.546697,0.606781,0.438926,34,56,9,0.530801333333333,1.33847827847898
"CATSPERG",6.782958,8.638812,7.060638,7.494136,118,96,76,"Catsperg2",0.02417,0.130589,0,2,6,0,0.0515863333333333,8.07744997319922
"CATSPERG",6.782958,8.638812,7.060638,7.494136,118,96,76,"Catsperg1",0.371771,0.730603,0,16,14,0,0.367458,6.2116247811633
"CATSPERZ",1.865717,4.510659,4.554422,3.64359933333333,12,27,21,"Catsperz",5.698008,2.450305,10.20397,31,31,14,6.11742766666667,0.652426628103421
"CAV1",21.452241,22.813527,24.500769,22.922179,664,517,497,"Cav1",21.91785,22.321466,29.187762,475,522,193,24.4756926666667,0.93901976731336
"CAV2",11.701662,7.669208,5.353432,8.241434,274,129,110,"Cav2",13.694091,14.943646,15.141287,479,762,166,14.593008,0.592665250989418
"CAV3",12.846154,0.156466,0.074038,4.358886,258,1,1,"Cav3",0.047292,0,0,1,0,0,0.015764,5.27571955690495
"CAVIN1",20.034388,12.10718,13.037672,15.0597466666667,1337,612,573,"Cavin1",6.5464,3.257682,7.724061,505,381,186,5.84271433333333,2.34698481981541
"CAVIN2",0.278688,0.103151,0.117903,0.166580666666667,14,4,4,"Cavin2",4.256355,3.642772,3.779869,246,335,68,3.89299866666667,0.238418349592847
"CAVIN3",11.540944,11.517002,18.64692,13.901622,146,116,154,"Cavin3",7.573573,6.484764,10.050123,248,316,103,8.03615333333333,1.64911123686111
"CAVIN4",8.665827,2.709467,2.836929,4.73740766666667,481,115,109,"Cavin4",0.401983,0.57359,0.299929,17,36,4,0.425167333333333,4.02577825948859
"CBARP",11.050155,12.243616,14.038455,12.4440753333333,244,190,189,"Cbarp",161.466797,115.033147,122.44242,2734,2941,879,132.980788,0.100343306932434
"CBFA2T2",8.553967,7.033352,8.522455,8.03659133333333,910,645,582,"Cbfa2t2",20.741362,19.452736,13.423468,966,1179,241,17.872522,0.478822667862479
"CBFA2T3",1.857197,3.817091,7.247271,4.30718633333333,76,78,73,"Cbfa2t3",0.816033,1.018458,0.847011,93,125,29,0.893834,2.80235032919112
"CBFB",228.943768,256.288812,234.14306,239.79188,6074,5175,4912,"Cbfb",16.133736,13.431411,14.892419,372,642,121,14.8191886666667,15.2215063031256
"CBL",12.738834,12.378944,9.72881,11.6155293333333,2498,1722,1422,"Cbl",65.986686,55.677576,40.537485,1658,2262,384,54.067249,0.229093146333374
"CBLB",6.529357,5.841042,6.449317,6.27323866666667,419,208,200,"Cblb",4.347246,2.235921,2.322914,324,443,83,2.96869366666667,1.83265307870827
"CBLC",0,0.146245,0,0.0487483333333333,0,1,0,"Cblc",0.110645,0.107111,0,1,2,0,0.0725853333333333,0.977776127214121
"CBLIF",0.103563,0.137067,0,0.08021,1,1,0,"Cblif",0,0.067147,0,0,3,0,0.0223823333333333,1.05656168419707
"CBLL1",11.839209,12.834364,9.968016,11.5471963333333,488,422,451,"Cbll1",3.493975,2.687746,3.697817,240,328,72,3.29317933333333,2.92258844998943
"CBLN1",2.862877,3.779727,4.50459,3.71573133333333,61,79,97,"Cbln1",10.48899,7.860949,7.753151,389,445,92,8.70103,0.486106251947817
"CBLN2",18.537121,31.244579,39.827379,29.869693,450,662,921,"Cbln2",10.904407,7.064525,7.272607,509,500,102,8.41384633333333,3.27917961553016
"CBLN3",1.309682,1.109385,1.378383,1.26581666666667,46,30,23,"Cbln3",0.278855,0.260729,0.148218,30,42,5,0.229267333333333,1.84322531415732
"CBLN4",0,0,0,0,0,0,0,"Cbln4",4.112906,3.39977,3.190834,249,317,60,3.56783666666667,0.218922013411163
"CBR1",10.687641,6.310879,7.568433,8.18898433333333,213,99,99,"Gm5678",0,0,0,0,0,0,0,9.18898433333333
"CBR1",10.687641,6.310879,7.568433,8.18898433333333,213,99,99,"Cbr1",36.742017,26.844233,31.286345,624,722,197,31.6241983333333,0.281661613243217
"CBR3",1.729907,1.651602,1.785865,1.722458,25,18,17,"Cbr3",1.567828,1.623412,1.469016,34,53,10,1.55341866666667,1.06620118178818
"CBR4",11.373241,8.286422,12.169121,10.6095946666667,441,266,308,"Cbr4",10.436267,7.275668,9.779309,197,238,57,9.163748,1.14225526515087
"CBS",64.044471,80.524782,75.348348,73.305867,1471,1380,1266,"Cbs",119.425767,100.529407,61.892725,538,823,147,93.9492996666667,0.782584676883996
"CBSL",11.746387,9.560695,6.334103,9.21372833333333,83,49,28,"Cbs",119.425767,100.529407,61.892725,538,823,147,93.9492996666667,0.107570338793336
"CBWD3",17.898399,14.719907,10.542945,14.3870836666667,292,159,116,"Cbwd1",5.691041,5.360554,5.906394,147,207,49,5.652663,2.31292095611437
"CBWD5",98.965384,49.792739,60.118285,69.6254693333333,787,387,377,"Cbwd1",5.691041,5.360554,5.906394,147,207,49,5.652663,10.6161200910573
"CBWD6",32.202683,20.189737,35.257674,29.216698,254,169,228,"Cbwd1",5.691041,5.360554,5.906394,147,207,49,5.652663,4.54204549366171
"CBX1",70.691044,67.459049,83.607546,73.919213,2019,1405,1482,"Cbx1",12.950649,11.120494,9.508831,538,685,130,11.1933246666667,6.14428099374811
"CBX2",5.601331,1.858847,3.033248,3.49780866666667,375,81,152,"Cbx2",0.768839,0.491216,0.605217,54,56,16,0.621757333333333,2.77341657362631
"CBX4",12.50977,10.146175,11.379216,11.3450536666667,344,232,235,"Cbx4",7.723361,6.520289,8.967936,452,644,161,7.73719533333333,1.41293094588019
"CBX6",10.098237,10.738713,12.388892,11.0752806666667,1083,853,884,"Npcd",0.678633,0,0,15,0,0,0.226211,9.84763688033028
"CBX6",10.098237,10.738713,12.388892,11.0752806666667,1083,853,884,"Cbx6",52.243299,45.763755,34.611051,4806,6243,1390,44.206035,0.267116562349843
"CBX7",2.351595,1.968886,2.083026,2.13450233333333,150,97,62,"Cbx7",14.32754,11.838386,13.236049,901,1006,273,13.1339916666667,0.221770495360181
"CBX8",5.082621,5.068673,5.362889,5.17139433333333,183,133,156,"Cbx8",2.175861,3.826429,2.376067,98,144,35,2.79278566666667,1.62714028044647
"CBY1",15.506272,19.649044,23.798259,19.6511916666667,243,183,195,"Cby1",16.204947,10.52972,24.38727,309,334,120,17.0406456666667,1.1447035792529
"CBY2",0.040752,0,0,0.013584,1,0,0,"Cby2",0,0,0,0,0,0,0,1.013584
"CC2D1A",24.369615,30.460984,29.491617,28.1074053333333,665,660,605,"Cc2d1a",12.477267,10.306114,11.231679,646,699,203,11.3383533333333,2.35909967456489
"CC2D1B",212.63428,215.991544,142.36519,190.330338,625,589,573,"Cc2d1b",49.877999,84.100779,87.747092,763,1106,275,73.9086233333333,2.55418307647446
"CC2D2A",15.151067,13.535869,17.884152,15.523696,332,254,262,"Cc2d2a",5.259994,4.977817,3.861478,569,792,131,4.699763,2.89901457306207
"CC2D2B",1.180195,2.208925,0.9205,1.43654,16,11,8,"Cc2d2b",0.098555,0.254384,0,8,4,0,0.117646333333333,2.18006352039211
"CCAR1",81.242528,83.28148,100.410472,88.3114933333333,1386,1134,1231,"Ccar1",18.367273,13.633515,9.891624,900,1123,211,13.9641373333333,5.96836899741542
"CCAR2",126.981353,119.819067,111.51823,119.43955,1549,1241,1212,"Ccar2",14.457725,11.2899,10.784348,1145,1352,266,12.1773243333333,9.1399093589384
"CCBE1",0.388681,0.147717,0.139056,0.225151333333333,19,13,11,"Ccbe1",0.5264,0.389743,0.546231,67,67,19,0.487458,0.823654404583749
"CCDC102A",4.028465,0.931097,2.260074,2.40654533333333,82,26,35,"Ccdc102a",0.578807,0.368412,0.481,27,26,7,0.476073,2.30784340160231
"CCDC103",0.727062,0.648729,0.294668,0.556819666666667,5,4,1,"Ccdc103",0.422192,0.593437,0.591508,15,25,7,0.535712333333333,1.01374432755093
"CCDC105",0,0,0,0,0,0,0,"Ccdc105",0.087549,0.232032,0.186183,3,12,2,0.168588,0.855733586174084
"CCDC106",19.277748,20.87328,22.992408,21.047812,398,274,280,"Ccdc106",24.697366,15.640187,25.6158,183,175,59,21.984451,0.959249015780277
"CCDC107",13.460207,11.544707,10.575068,11.859994,203,135,108,"Ccdc107",11.750884,10.784457,17.610571,158,219,75,13.3819706666667,0.894174678704207
"CCDC110",3.556846,0.83736,0.685627,1.69327766666667,51,13,16,"Ccdc110",0,0.012025,0,0,1,0,0.00400833333333333,2.68252521144413
"CCDC112",15.378424,22.993963,25.551661,21.308016,336,367,342,"Ccdc112",1.801326,1.866931,1.647056,63,82,10,1.771771,8.04828970358662
"CCDC113",4.296001,3.646695,1.976086,3.30626066666667,230,144,122,"Ccdc113",0.778189,0.359119,0.779331,19,13,6,0.638879666666667,2.62756366696843
"CCDC115",17.100851,18.066296,23.110899,19.4260153333333,476,385,411,"Ccdc115",4.703999,4.445483,6.178238,165,236,68,5.10924,3.3434625801791
"CCDC116",0.291259,0.039039,0.075384,0.135227333333333,6,1,2,"Ccdc116",0.258176,0.242739,0.507915,15,25,8,0.336276666666667,0.849545129127451
"CCDC117",6.390954,5.368304,6.228837,5.99603166666667,392,220,267,"Ccdc117",4.767269,4.040734,3.752352,344,433,85,4.186785,1.34881851988595
"CCDC12",12.676949,17.022858,14.73582,14.8118756666667,146,123,120,"Ccdc12",31.69156,25.533801,33.389848,235,359,89,30.2050696666667,0.506708552025985
"CCDC120",4.969098,4.84683,5.848731,5.221553,248,180,207,"Ccdc120",15.252167,3.330737,4.302713,114,102,41,7.628539,0.721043620478507
"CCDC122",9.349366,7.239323,4.192816,6.92716833333333,88,72,56,"Ccdc122",2.241928,1.974713,2.854447,48,67,19,2.35702933333333,2.36136403534554
"CCDC124",30.19581,25.215514,30.342686,28.58467,379,239,274,"Ccdc124",24.941569,21.299686,27.791431,612,827,212,24.677562,1.15216039591298
"CCDC125",3.495056,4.086856,4.571175,4.051029,240,209,185,"Ccdc125",0.667125,0.551804,0.579301,33,41,9,0.59941,3.15805765876167
"CCDC126",4.858273,5.868437,6.104575,5.61042833333333,118,90,103,"Ccdc126",5.694425,4.176751,5.398253,241,282,71,5.08980966666667,1.08549013765017
"CCDC127",9.093985,13.524632,12.920962,11.8465263333333,692,695,721,"Ccdc127",28.270304,24.692208,17.016647,1237,1597,360,23.3263863333333,0.528090204492491
"CCDC13",1.770977,1.099891,1.149404,1.34009066666667,13,10,14,"Ccdc13",6.581321,10.493056,6.857218,88,232,34,7.97719833333333,0.260670487581593
"CCDC130",20.41118,13.351965,22.55262,18.7719216666667,365,207,236,"Ccdc130",7.620806,11.584904,9.812473,97,162,45,9.67272766666667,1.85256499408477
"CCDC134",2.854504,3.528823,2.158836,2.84738766666667,46,33,24,"Ccdc134",5.026517,4.199257,2.883935,205,297,42,4.03656966666667,0.763890489221202
"CCDC136",51.991189,59.713696,42.205005,51.3032966666667,747,641,466,"Ccdc136",88.536051,80.390612,81.624671,1630,2099,448,83.5171113333333,0.618848607595967
"CCDC137",28.991597,14.822982,11.905325,18.5733013333333,210,147,146,"Ccdc137",16.897228,10.489536,11.958721,361,478,130,13.1151616666667,1.38668630197529
"CCDC138",4.865862,3.750139,4.536079,4.38402666666667,158,109,128,"Ccdc138",0.79277,0.821855,0.744289,41,65,13,0.786304666666667,3.01405844542383
"CCDC14",63.699439,37.654959,40.681624,47.3453406666667,1793,820,791,"Ccdc14",1.166073,0.938948,0.965081,101,121,26,1.02336733333333,23.8935065671055
"CCDC141",3.002347,0.02628,0.328194,1.11894033333333,158,3,4,"Ccdc141",23.37738,14.897814,12.246608,688,888,152,16.8406006666667,0.118770683393657
"CCDC142",4.461675,6.051953,6.634115,5.71591433333333,149,158,145,"Ccdc142",3.054334,2.007475,2.972519,26,31,6,2.67810933333333,1.82591481783032
"CCDC146",4.735366,0.867418,2.967418,2.856734,90,33,54,"Ccdc146",0.567178,0.450361,1.02151,36,39,10,0.679683,2.29610825375979
"CCDC148",0.635442,0.674097,0.68583,0.665123,17,13,12,"Ccdc148",2.46689,2.44552,3.424021,178,279,43,2.77881033333333,0.440647413634856
"CCDC149",9.856078,9.910785,9.2575,9.67478766666667,361,368,344,"Ccdc149",17.472777,15.985805,19.387756,917,1152,287,17.615446,0.573437115966315
"CCDC15",0.734613,0.399175,0.615139,0.582975666666667,51,11,25,"Ccdc15",0.933306,0.889585,0.828924,66,85,14,0.883938333333333,0.840248132679502
"CCDC150",7.409308,2.182058,6.115763,5.23570966666667,90,34,47,"Ccdc150",0.233111,0.173022,0.166442,13,18,4,0.190858333333333,5.23631526280064
"CCDC152",0.17031,0.065144,0.023761,0.086405,10,3,1,"Ccdc152",0.528186,1.751497,2.288442,4,26,7,1.52270833333333,0.430650260137088
"CCDC153",2.146215,0.896293,0.645343,1.22928366666667,37,14,8,"Ccdc153",9.424234,5.720326,10.92855,71,79,17,8.69103666666667,0.230035623983812
"CCDC154",3.920249,1.527281,3.910468,3.11933266666667,50,27,31,"Ccdc154",0,0,0.07736,0,0,1,0.0257866666666667,4.01577910936647
"CCDC157",2.437192,3.069522,3.890524,3.13241266666667,96,85,82,"Ccdc157",8.119266,7.018405,5.480221,677,820,172,6.87263066666667,0.524908742914059
"CCDC158",0.292104,0.129061,0.136389,0.185851333333333,18,6,6,"Ccdc158",0.079833,0.122779,0,6,13,0,0.0675373333333333,1.11082891090148
"CCDC159",22.827535,12.976643,13.509847,16.4380083333333,174,64,65,"Ccdc159",4.379792,3.924892,3.169561,113,144,23,3.82474833333333,3.61428350839716
"CCDC160",0.859,0.394988,1.576399,0.943462333333333,21,7,26,"Ccdc160",3.085439,2.044769,2.999139,92,91,28,2.70978233333333,0.523875030583555
"CCDC167",27.857491,19.057336,24.202055,23.7056273333333,183,95,105,"Ccdc167",6.582643,2.659859,1.903024,236,376,60,3.71517533333333,5.23959886680778
"CCDC169",6.886129,5.11843,5.364095,5.78955133333333,167,106,109,"Ccdc169",0.158506,0.022957,0.055668,4,2,1,0.0790436666666667,6.29219330326762
"CCDC17",2.683479,0.362298,2.980465,2.00874733333333,25,13,18,"Ccdc17",1.286518,1.606706,1.930998,21,41,13,1.608074,1.15362805400971
"CCDC170",1.571928,1.088728,0.464985,1.04188033333333,54,41,23,"Ccdc170",0.755686,0.472649,0.212035,33,26,4,0.480123333333333,1.37953391271448
"CCDC171",11.799928,2.75046,4.136413,6.22893366666667,294,91,94,"Ccdc171",1.583475,1.399877,0.651531,84,104,15,1.21162766666667,3.26860338004453
"CCDC172",0,0,0,0,0,0,0,"Ccdc172",0.141577,0.143434,0,2,3,0,0.0950036666666667,0.913238951102447
"CCDC173",1.185917,0.846566,0.992724,1.00840233333333,11,6,4,"Ccdc173",1.635094,1.169319,1.572233,48,48,13,1.458882,0.816794922787402
"CCDC174",19.092038,10.046326,11.145249,13.427871,306,207,193,"Ccdc174",13.525303,11.601835,10.707176,392,460,118,11.9447713333333,1.11457132988109
"CCDC175",0.279029,0.150104,0.035914,0.155015666666667,7,5,1,"Ccdc175",0.01861,0.024439,0.059827,1,2,1,0.034292,1.11672106780935
"CCDC177",1.021558,1.544996,2.374525,1.64702633333333,70,79,104,"Ccdc177",1.247008,0.805689,0.818871,147,141,30,0.957189333333333,1.3524630899276
"CCDC178",1.015776,0.317546,0.968964,0.767428666666667,16,5,14,"Ccdc178",0,0,0.051108,0,0,1,0.017036,1.73782311212845
"CCDC18",4.222727,3.825878,4.630353,4.22631933333333,112,58,76,"Ccdc18",0.651915,0.241645,0.559663,32,30,2,0.484407666666667,3.52081133147835
"CCDC180",6.965398,7.469819,8.634472,7.68989633333333,174,166,178,"Ccdc180",0.333529,0.479455,0.153434,38,39,5,0.322139333333333,6.57260253457906
"CCDC181",2.131084,3.374684,3.017912,2.84122666666667,68,81,67,"Ccdc181",6.963988,5.980691,7.115548,270,344,87,6.68674233333333,0.499721013153947
"CCDC182",0,0,0,0,0,0,0,"Ccdc182",0,0.029466,0,0,1,0,0.009822,0.990273533355383
"CCDC184",25.835707,35.1951,40.148296,33.7263676666667,1008,1033,1025,"Ccdc184",13.250189,11.258247,14.104314,857,1105,285,12.8709166666667,2.50353805023701
"CCDC185",0.057319,0,0,0.0191063333333333,2,0,0,"Ccdc185",0,0.015221,0,0,1,0,0.00507366666666667,1.01396182900026
"CCDC186",7.311346,5.012776,4.783087,5.702403,624,421,363,"Ccdc186",20.461101,20.731665,10.689039,1387,1785,345,17.293935,0.366372953659232
"CCDC187",0,0,0.027012,0.009004,0,0,1,"Ccdc187",2.118404,3.148601,2.13604,425,967,147,2.46768166666667,0.290973652425804
"CCDC188",2.118656,4.456634,4.242812,3.606034,29,34,36,"Ccdc188",0.171722,0.102582,0,4,4,0,0.0914346666666667,4.22016465178554
"CCDC189",9.751768,16.827287,12.315924,12.964993,129,108,71,"Ccdc189",3.777566,2.459144,4.870102,48,54,22,3.70227066666667,2.96984031544477
"CCDC190",0.021684,0,0,0.007228,1,0,0,"Ccdc190",7.280988,6.876601,8.445706,186,267,64,7.53443166666667,0.118019340869993
"CCDC191",3.6105,1.436195,1.372996,2.139897,129,52,41,"Ccdc191",28.539969,36.58721,29.359643,138,182,41,31.4956073333333,0.0966252751577029
"CCDC192",0.251716,0.323288,0.810007,0.461670333333333,3,2,5,"Ccdc192",0.072969,0.049822,0,1,1,0,0.0409303333333333,1.404196118152
"CCDC194",0.326995,0.107561,0,0.144852,4,1,0,"Ccdc194",0,0.01811,0,0,1,0,0.00603666666666667,1.1379823797012
"CCDC196",0,0,0,0,0,0,0,"Gm6657",0,0,0.682789,0,0,1,0.227596333333333,0.814600021885587
"CCDC198",0.488924,0.306667,0.615144,0.470245,5,5,8,"ccdc198",0.234931,0.161237,0.248851,4,5,1,0.215006333333333,1.21007188165549
"CCDC200",3.338204,3.836253,3.737851,3.637436,25,29,15,"Gm11634",0,0.087386,0,0,1,0,0.0291286666666667,4.5061770701817
"CCDC22",5.037713,5.445184,6.000494,5.49446366666667,187,151,146,"Ccdc22",5.720844,4.739256,7.205439,282,354,112,5.888513,0.942796169023223
"CCDC24",10.624756,9.64004,10.621409,10.2954016666667,177,132,121,"Ccdc24",1.536218,0.660698,0.689271,25,66,13,0.962062333333333,5.75690255848141
"CCDC25",21.107793,20.214062,17.351748,19.5578676666667,687,467,477,"Ccdc25",16.903838,13.256855,12.946712,772,882,189,14.369135,1.33760733227125
"CCDC27",0.051405,0.094043,0.126767,0.0907383333333333,3,3,4,"Ccdc27",0.530715,0.721287,0.727429,23,47,10,0.659810333333333,0.657146368731688
"CCDC28A",4.172408,3.656659,3.747805,3.85895733333333,81,54,50,"Ccdc28a",29.01569,22.47537,33.712406,401,503,145,28.4011553333333,0.165264163201931
"CCDC28B",14.37763,16.468686,20.850249,17.2321883333333,184,151,166,"Ccdc28b",37.861501,37.702208,40.600147,191,299,56,38.7212853333333,0.459002979896857
"CCDC3",2.210558,1.343694,1.307613,1.62062166666667,110,55,45,"Ccdc3",5.168505,11.523899,6.618298,286,949,115,7.770234,0.298808636880916
"CCDC30",5.286999,3.947758,4.339277,4.524678,152,88,82,"Ccdc30",6.970317,5.406719,5.572376,246,277,63,5.98313733333333,0.791145546232992
"CCDC32",32.802594,61.558604,36.095121,43.4854396666667,364,410,337,"Ccdc32",12.05939,10.018476,14.164318,445,569,165,12.080728,3.40083821532461
"CCDC33",2.877355,0.722131,0.867532,1.489006,25,5,8,"Ccdc33",0.592681,0.607074,0.526026,16,17,6,0.575260333333333,1.5800601001189
"CCDC34",6.522879,3.535356,6.757838,5.60535766666667,126,57,80,"Ccdc34",5.382715,4.961779,3.626793,141,219,23,4.65709566666667,1.16762346898028
"CCDC38",0.460612,0.393368,0.736384,0.530121333333333,11,13,13,"Ccdc38",0.109228,0.28491,0.175254,8,18,4,0.189797333333333,1.28603526875165
"CCDC39",6.250056,6.149101,3.827515,5.40889066666667,134,83,80,"Ccdc39",5.575928,3.318946,5.268924,214,260,50,4.721266,1.12018750162406
"CCDC40",13.798501,16.900769,14.273402,14.9908906666667,197,149,145,"Ccdc40",2.239035,2.332615,1.834473,58,81,17,2.13537433333333,5.10015359144251
"CCDC42",0,0,0,0,0,0,0,"Ccdc42",0.054393,0,0,1,0,0,0.018131,0.982191879041106
"CCDC43",12.87122,12.160281,13.947227,12.9929093333333,444,311,315,"Ccdc43",15.818934,8.747247,6.891779,250,353,58,10.4859866666667,1.21825923531167
"CCDC47",27.833271,28.592399,31.404177,29.2766156666667,1157,839,900,"Ccdc47",69.443348,51.71168,56.439781,2479,3156,684,59.1982696666667,0.502948271342617
"CCDC50",17.834097,18.440735,17.732754,18.0025286666667,2171,1771,1637,"Ccdc50",9.995998,7.559202,6.452337,1277,1573,286,8.00251233333333,2.11080284736813
"CCDC51",7.235962,9.212163,9.596057,8.681394,169,143,139,"Ccdc51",2.856491,2.51518,3.277982,85,113,31,2.88321766666667,2.49313709172282
"CCDC54",0.909093,0,0,0.303031,17,0,0,"Ccdc54",0,0,0,0,0,0,0,1.303031
"CCDC57",62.698739,49.210571,92.277468,68.0622593333333,646,419,383,"Ccdc57",2.549161,1.361803,1.606275,89,115,24,1.83907966666667,24.325579920911
"CCDC59",17.204564,8.605038,15.312559,13.707387,160,72,101,"Ccdc59",11.902017,9.52649,8.195817,365,517,95,9.87477466666667,1.35243142509252
"CCDC6",10.603751,12.326473,12.160169,11.6967976666667,1114,980,879,"Ccdc6",10.604204,9.336648,9.524392,1172,1492,326,9.821748,1.17326680187588
"CCDC60",0.255706,0,0.378232,0.211312666666667,1,0,1,"Ccdc60",0.303024,0.228599,0.166286,22,22,4,0.232636333333333,0.982700764134542
"CCDC61",6.834495,1.719736,4.041435,4.19855533333333,54,16,38,"Ccdc61",12.704591,9.360741,11.472273,144,161,49,11.1792016666667,0.426838759683345
"CCDC62",0.368694,0.468473,0.565916,0.467694333333333,21,18,21,"Ccdc62",5.822934,3.982488,3.545891,116,158,34,4.45043766666667,0.269280087782553
"CCDC65",6.982013,6.397337,11.013164,8.130838,119,98,114,"Ccdc65",2.36156,3.272904,2.962407,92,128,34,2.86562366666667,2.36206076621875
"CCDC66",27.777858,25.767502,25.461246,26.3355353333333,363,251,250,"Ccdc66",3.751814,2.916395,2.340003,236,264,49,3.00273733333333,6.82921037703198
"CCDC68",0.818196,0,0.059742,0.292646,14,0,1,"Ccdc68",0.128972,0.089322,0.145234,4,3,1,0.121176,1.15293762977445
"CCDC69",1.187592,3.443003,1.2409,1.957165,30,23,20,"Ccdc69",0.443659,0.319165,0.848687,12,12,6,0.537170333333333,1.92377183964215
"CCDC70",0,0,0,0,0,0,0,"Ccdc70",0,0,0,0,0,0,0,1
"CCDC71",5.184186,3.977352,5.548312,4.90328333333333,163,95,115,"Ccdc71",6.364315,7.993167,10.110329,348,462,120,8.155937,0.644749230289957
"CCDC71L",3.06641,2.362592,2.461489,2.63016366666667,198,92,109,"Ccdc71l",2.19303,2.220324,1.774874,173,273,43,2.06274266666667,1.18526564643368
"CCDC73",0.075466,0.135931,0.14752,0.119639,5,7,7,"Ccdc73",6.551293,7.121761,14.084858,206,225,52,9.25263733333333,0.109204974641972
"CCDC74A",2.216233,1.461497,1.621023,1.766251,39,22,24,"Ccdc74a",19.534068,19.234813,19.677326,212,330,84,19.482069,0.135057205402443
"CCDC74B",2.263535,2.133841,2.708579,2.36865166666667,68,46,40,"Ccdc74a",19.534068,19.234813,19.677326,212,330,84,19.482069,0.164468329184257
"CCDC77",13.8434,12.232934,10.151203,12.0758456666667,183,120,111,"Ccdc77",3.132639,2.752216,3.196069,146,212,58,3.02697466666667,3.24706429739977
"CCDC78",5.198525,5.616461,6.65496,5.82331533333333,88,97,101,"Ccdc78",0.397713,0.437109,0.768269,13,26,10,0.534363666666667,4.44700007017024
"CCDC8",10.112148,4.871564,6.20743,7.063714,606,221,246,"Ccdc8",0.942694,0.614289,0.926576,101,99,31,0.827853,4.41157686094013
"CCDC80",42.708804,12.225482,10.93303,21.955772,1445,427,336,"Ccdc80",1.411726,1.596915,1.451917,111,166,37,1.48685266666667,9.23085324180845
"CCDC81",0.989289,0.219977,0.639818,0.616361333333333,21,5,8,"Ccdc81",0.876051,0.336845,0.4145,52,28,7,0.542465333333333,1.04790772175107
"CCDC82",112.405968,115.918656,85.281887,104.535503666667,1769,1389,1287,"Ccdc82",11.553315,8.413175,7.72215,1031,1103,229,9.22954666666667,10.3167331950846
"CCDC83",0.029509,0.039637,0,0.0230486666666667,1,1,0,"Ccdc83",0,0.050751,0,0,2,0,0.016917,1.00602966286006
"CCDC85A",19.798163,18.314199,17.172412,18.428258,1384,976,809,"Ccdc85a",18.658965,12.174663,7.201,776,927,206,12.6782093333333,1.42038022130967
"CCDC85B",9.685207,9.37304,12.926891,10.6617126666667,115,82,96,"Ccdc85b",7.567911,6.181256,9.467856,782,959,309,7.73900766666667,1.33444357889147
"CCDC85C",6.559283,2.897694,3.718173,4.39171666666667,342,219,266,"Ccdc85c",17.534603,16.149689,21.01132,1505,2105,544,18.2318706666667,0.280353209530042
