"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"GDAP2",6.10654,3.628795,6.205191,5.31350866666667,231,141,154,"Gdap2",13.647578,16.359003,16.637412,174,741,399,15.5479976666667,0.381527045981172
"GDE1",46.582641,58.857596,79.491238,61.643825,1377,1332,1480,"Gde1",99.193644,96.70419,106.904838,687,2503,1532,100.934224,0.614551448392838
"GDF1",1.3e-05,3e-06,0.000136,5.06666666666667e-05,0,0,0,"Gdf1",11.069135,14.780902,13.786496,202,922,489,13.2121776666667,0.0703657588669323
"GDF10",1.826481,0.308025,0.320853,0.818453,79,10,9,"Gdf10",13.204736,13.138294,15.243097,475,1773,1164,13.8620423333333,0.122355525520304
"GDF15",3.322936,1.409867,0.346946,1.69324966666667,31,11,4,"Gdf15",0.23633,0.168332,0.059207,2,5,1,0.154623,2.33257926324581
"GDF2",0,0.021256,0,0.00708533333333333,0,1,0,"Gdf2",0,0.026456,0,0,2,0,0.00881866666666667,0.99828181873452
"GDF3",0,0,0,0,0,0,0,"Gdf3",0,0.039531,0.363557,0,2,2,0.134362666666667,0.881552284278279
"GDF5",0.191579,0.061503,0.096763,0.116615,9,2,3,"Gdf5",0.066319,0.104434,0.030924,1,6,1,0.0672256666666667,1.04627824730602
"GDF6",0.781813,0.124013,0.18897,0.364932,50,6,8,"Gdf6",0,0.011567,0.040719,0,1,2,0.0174286666666667,1.34155056243091
"GDF7",0.618544,0.828804,0.854345,0.767231,107,109,98,"Gdf7",0,0.230045,0.315795,0,5,4,0.181946666666667,1.49518675405546
"GDF9",0.364157,0.638901,0.715408,0.572822,16,15,20,"Gdf9",0.5392,0.608421,0.124394,6,17,3,0.424005,1.10450595327966
"GDI1",205.680589,253.950032,278.317917,245.982846,6297,6122,5965,"Gdi1",429.797803,470.06588,486.118538,2427,9566,5737,461.994073666667,0.533447100184301
"GDI2",183.044018,192.173787,209.875466,195.031090333333,4366,3564,3864,"Gdi2",228.238759,207.665703,216.028726,1545,5602,3497,217.311062666667,0.897943915158564
"GDNF",5.947792,5.676224,9.636416,7.08681066666667,235,182,183,"Gdnf",0.243267,0.118251,0.0759,6,11,4,0.145806,7.05774857756607
"GDPD1",16.037364,23.115456,27.663864,22.272228,302,391,415,"Gdpd1",18.328849,15.313014,16.465423,276,867,528,16.7024286666667,1.3146347565191
"GDPD2",4.122343,0.151743,0.987003,1.75369633333333,144,5,23,"Gdpd2",2.735299,3.298238,4.044574,33,139,91,3.35937033333333,0.631672953379888
"GDPD3",18.900552,12.424455,13.970933,15.0986466666667,75,28,29,"Gdpd3",2.670895,1.826895,1.444218,7,20,8,1.98066933333333,5.40101731065327
"GDPD4",0,0.250021,0,0.0833403333333333,0,2,0,"Gdpd4",0.049741,0.013225,0.069996,1,1,3,0.0443206666666667,1.03736368331311
"GDPD5",26.522539,26.580261,34.841791,29.3148636666667,500,458,475,"Gdpd5",15.527604,19.880439,26.364179,150,743,442,20.5907406666667,1.40406779622289
"GDPGP1",1.982505,3.450703,2.071311,2.50150633333333,68,69,79,"Gdpgp1",1.413259,1.529158,1.300335,40,164,79,1.41425066666667,1.45034912143892
"GEM",3.035614,0.886809,1.960833,1.96108533333333,82,25,30,"Gem",0.735083,0.655676,0.537164,9,30,14,0.642641,1.80263693243584
"GEMIN2",14.138968,14.532091,12.772497,13.8145186666667,145,117,103,"Gemin2",3.276088,2.97004,3.240114,33,98,61,3.16208066666667,3.5594021003277
"GEMIN4",6.050076,5.084682,5.515627,5.55012833333333,330,216,214,"Gemin4",3.504462,2.692449,7.434425,83,244,161,4.54377866666667,1.1815277497851
"GEMIN5",5.059631,5.454494,7.185762,5.89996233333333,433,311,324,"Gemin5",5.940155,3.925992,4.392846,133,512,318,4.75299766666667,1.19936817866489
"GEMIN6",6.614707,6.961464,8.984257,7.52014266666667,160,140,149,"Gemin6",1.257317,1.967276,2.829451,8,44,36,2.01801466666667,2.82309518266092
"GEMIN7",25.640925,26.376854,29.303119,27.106966,269,205,214,"Gemin7",31.488806,25.444306,28.81825,117,356,232,28.5837873333333,0.950080044968775
"GEMIN8",9.273004,8.852144,8.266899,8.797349,159,94,103,"Gemin8",4.225376,4.225469,4.677218,32,128,86,4.376021,1.82241643029296
"GEN1",3.31076,1.511658,1.739403,2.18727366666667,293,183,196,"Gen1",1.035537,0.481107,1.285919,8,43,15,0.934187666666667,1.64786164320835
"GET3",26.960571,32.006697,32.420863,30.4627103333333,522,468,447,"Get3",49.41764,50.16163,45.016892,275,1365,685,48.1987206666667,0.639502611185784
"GET4",37.038824,31.731078,46.129798,38.2999,682,454,499,"Get4",35.491342,27.304493,30.086648,179,743,448,30.9608276666667,1.22962710508863
"GFAP",11.821341,1.340147,0.823412,4.66163333333333,238,5,4,"Gfap",115.844678,135.035631,129.375984,1666,6991,3975,126.752097666667,0.0443173414506726
"GFER",12.707178,13.54974,14.274138,13.510352,236,196,203,"Gfer",9.341241,8.29587,5.977954,80,273,131,7.87168833333333,1.63557954865036
"GFI1",0.128416,0.391504,0.129393,0.216437666666667,9,6,7,"Gfi1",0,0,0,0,0,0,0,1.21643766666667
"GFI1B",0.311545,0.152224,0.393576,0.285781666666667,14,6,8,"Gfi1b",0,0,0,0,0,0,0,1.28578166666667
"GFM1",23.003188,32.044912,34.031252,29.6931173333333,877,909,975,"Gfm1",17.296308,23.104782,25.830197,325,1234,758,22.0770956666667,1.33002513733422
"GFM2",23.219701,23.747636,30.370231,25.7791893333333,753,611,654,"Gfm2",9.956191,9.144802,8.032943,122,609,321,9.04464533333333,2.66601641418499
"GFOD1",4.900708,6.112187,5.917334,5.64340966666667,698,634,543,"Gfod1",20.400294,18.429172,21.711992,959,3225,2115,20.180486,0.313657092980145
"GFOD2",18.466998,29.903143,40.291487,29.553876,1012,1086,1217,"Gfod2",12.736403,9.177057,11.971409,117,452,272,11.2949563333333,2.48507397437144
"GFPT1",22.798672,20.092233,19.548776,20.813227,2266,1613,1588,"Gfpt1",15.231328,14.011819,14.235119,522,2186,1299,14.4927553333333,1.40796304664206
"GFPT2",2.311229,1.527087,2.522255,2.12019033333333,96,23,74,"Gfpt2",0.879023,0.908437,0.983398,17,67,41,0.923619333333333,1.6220414711296
"GFRA1",15.464811,9.14446,9.879381,11.4962173333333,2323,1195,1156,"Gfra1",10.876198,9.740341,7.842662,192,786,454,9.48640033333333,1.19165938130469
"GFRA2",49.433424,32.287997,42.219524,41.3136483333333,1831,948,1090,"Gfra2",9.414705,9.027111,7.634777,119,501,246,8.69219766666667,4.36574343493407
"GFRA3",27.203816,57.419469,81.661105,55.42813,930,1494,1835,"Gfra3",0,0,0,0,0,0,0,56.42813
"GFRA4",0,0,0,0,0,0,0,"Gfra4",10.59939,11.247895,11.500038,79,299,174,11.1157743333333,0.0825370275549591
"GFRAL",0.062089,0.120583,0.045325,0.075999,2,3,1,"Gfral",0,0,0.044312,0,0,1,0.0147706666666667,1.06033711393576
"GFUS",40.643755,47.809243,57.430275,48.6277576666667,456,372,381,"Gfus",15.195507,21.152832,22.134158,89,343,181,19.4941656666667,2.42155540624838
"GFY",0.075726,0.100006,0,0.0585773333333333,2,2,0,"Gfy",0.085722,0.068817,0.091564,1,3,1,0.0820343333333333,0.978321390294763
"GGA1",43.015585,37.979989,43.335799,41.443791,959,686,666,"Gga1",15.820277,21.334044,24.266615,249,1149,644,20.4736453333333,1.97655266915091
"GGA2",109.514512,51.718619,79.866756,80.366629,1406,581,677,"Gga2",5.298752,6.657131,7.374685,110,537,323,6.44352266666667,10.9311991974409
"GGA3",45.339448,42.229716,35.672222,41.080462,905,616,608,"Gga3",159.123851,148.129932,116.348837,321,1391,729,141.200873333333,0.295922669204423
"GGACT",5.892695,0.691311,3.848276,3.47742733333333,48,25,35,"Ggact",32.707897,31.047598,34.00485,183,669,427,32.5867816666667,0.133309210086567
"GGCT",24.983366,17.00546,22.100893,21.3632396666667,360,178,247,"Ggct",17.118996,19.473984,13.689109,78,265,137,16.7606963333333,1.25914205428394
"GGCX",18.29442,15.27295,19.854293,17.807221,790,536,544,"Ggcx",10.005173,9.005735,12.296809,76,282,167,10.4359056666667,1.64457643742369
"GGH",32.381845,27.761607,37.204036,32.4491626666667,464,307,391,"Ggh",5.090586,6.870047,7.090301,63,314,184,6.35031133333333,4.55071372486989
"GGN",2.191335,4.388435,2.483721,3.02116366666667,28,26,25,"Ggn",0.804098,0.527948,0.946355,5,13,10,0.759467,2.28544420933537
"GGNBP2",50.952042,40.28391,51.567996,47.601316,1334,906,1017,"Ggnbp2",82.658075,70.965643,81.539041,459,1854,1033,78.3875863333333,0.612202968307064
"GGPS1",39.825872,41.457509,48.925025,43.402802,666,556,591,"Ggps1",31.438573,36.583795,37.147128,476,1668,1020,35.0564986666667,1.23147847522558
"GGT1",3.653186,1.462676,1.154255,2.090039,49,11,16,"Ggt1",1.826778,1.98127,3.385014,6,39,27,2.39768733333333,0.909453606776845
"GGT2",0,0,0,0,0,0,0,"Ggt1",1.826778,1.98127,3.385014,6,39,27,2.39768733333333,0.294317840900016
"GGT5",1.501004,0.42815,0.23061,0.719921333333333,47,12,10,"Ggt5",0.479997,1.253926,0.544363,11,62,25,0.759428666666667,0.977545362263432
"GGT6",0,0.12867,0.034446,0.054372,0,4,1,"Ggt6",0.120211,0.057341,0.205032,1,1,3,0.127528,0.935118240966078
"GGT7",61.762007,66.063924,71.974308,66.6000796666667,1253,1035,968,"Ggt7",38.641594,58.530065,50.007065,383,2156,1156,49.0595746666667,1.35039260954168
"GGTLC1",0,0,0,0,0,0,0,"Ggt1",1.826778,1.98127,3.385014,6,39,27,2.39768733333333,0.294317840900016
"GGTLC2",0,0.185527,0.049607,0.078378,0,1,0,"Ggt1",1.826778,1.98127,3.385014,6,39,27,2.39768733333333,0.317385884634078
"GGTLC3",0,0,0,0,0,0,0,"Ggt1",1.826778,1.98127,3.385014,6,39,27,2.39768733333333,0.294317840900016
"GH1",0,0,0,0,0,0,0,"Gh",0,0.355876,0.210642,0,6,2,0.188839333333333,0.841156556619089
"GH2",0,0,0,0,0,0,0,"Gh",0,0.355876,0.210642,0,6,2,0.188839333333333,0.841156556619089
"GHDC",6.621253,4.09063,5.123642,5.27850833333333,185,85,108,"Ghdc",3.831428,4.68245,5.524265,35,167,88,4.679381,1.10549166068157
"GHITM",75.163151,90.168398,102.369541,89.2336966666667,3100,2847,2944,"Ghitm",237.734251,233.913088,238.698965,3025,11742,6714,236.782101333333,0.379480609182493
"GHR",3.410577,2.844206,3.606808,3.287197,198,124,145,"Ghr",1.696271,2.953378,2.811218,41,213,94,2.48695566666667,1.22949570049978
"GHRH",1.157519,2.030896,0.697931,1.29544866666667,3,5,3,"Ghrh",0,0.286819,0.508732,0,2,2,0.265183666666667,1.81432050313644
"GHRHR",3.093529,8.722295,5.576874,5.797566,7,15,8,"Ghrhr",0,0,0,0,0,0,0,6.797566
"GHRL",0.432735,0.84922,6.209303,2.497086,2,4,1,"Ghrl",11.823892,13.821548,31.064114,4,32,24,18.9031846666667,0.175704846162475
"GHSR",0,0,0,0,0,0,0,"Ghsr",0.099142,0.225064,0.12673,3,25,8,0.150312,0.869329364555008
"GID4",8.794328,6.553875,4.023377,6.45719333333333,233,155,137,"Gid4",15.352528,16.367882,17.263316,435,1719,1021,16.3279086666667,0.430357377614679
"GID8",17.449521,15.008739,14.012804,15.4903546666667,981,659,774,"Gid8",54.300712,32.553273,36.870594,236,864,560,41.2415263333333,0.390382547650839
"GIGYF1",35.685764,42.527062,43.823171,40.6786656666667,1236,698,753,"Gigyf1",10.599646,14.075716,12.546292,252,1278,674,12.407218,3.10867367612481
"GIGYF2",27.393505,32.976874,29.429844,29.9334076666667,1387,1116,1106,"Gigyf2",29.723266,31.909251,36.041405,395,1495,965,32.557974,0.921790083831243
"GIMAP1",0,0,0.083581,0.0278603333333333,0,0,5,"Gimap1",0.234673,0.932588,1.01688,2,21,19,0.728047,0.594810403497899
"GIMAP4",0.083126,0.218773,0.374503,0.225467333333333,2,2,5,"Gimap4",0.377413,0.428591,0.341592,4,10,3,0.382532,0.886393467444756
"GIMAP5",0,0,0,0,0,0,0,"Gimap5",0.643582,0.660851,0.260882,1,13,7,0.521771666666667,0.657128807103124
"GIMAP5",0,0,0,0,0,0,0,"Gimap3",0.161455,0.021055,0.136338,2,1,4,0.106282666666667,0.903928109994793
"GIMAP6",0.156971,0,0,0.0523236666666667,2,0,0,"Gimap6",6.260293,2.497999,2.453287,31,84,52,3.737193,0.222140762824455
"GIMAP7",0.056036,0,0.166686,0.0742406666666667,1,0,2,"Gimap7",0,0,0.063332,0,0,1,0.0211106666666667,1.05203157868621
"GIMAP8",0.025601,0,0,0.00853366666666667,2,0,0,"Gimap8",0.743184,0.814346,0.657735,15,61,28,0.738421666666667,0.580143290897011
"GIMD1",0,0,0,0,0,0,0,"Gimd1",0,0,0,0,0,0,0,1
"GIN1",6.973179,8.961367,6.750408,7.56165133333333,124,91,94,"Gin1",4.541982,3.88681,5.336809,43,129,100,4.58853366666667,1.53200317721983
"GINM1",15.386897,10.514499,15.576621,13.8260056666667,419,204,258,"Ginm1",14.778505,14.883294,13.57788,93,337,198,14.4132263333333,0.961901508875094
"GINS1",3.213756,2.185433,3.535023,2.97807066666667,178,72,137,"Gins1",1.530294,1.765192,0.327186,6,11,2,1.20755733333333,1.80202371489936
"GINS2",4.139491,0.923207,3.614313,2.892337,137,33,76,"Gins2",1.31441,2.047539,0.739036,2,18,8,1.366995,1.64442130211513
"GINS3",3.926593,3.605265,2.695256,3.409038,148,67,57,"Gins3",1.402024,1.26484,1.84245,23,70,52,1.50310466666667,1.76142774160196
"GINS4",9.314985,8.066002,6.415084,7.93202366666667,183,71,107,"Gins4",9.47666,8.454095,8.466767,75,254,144,8.799174,0.911507813481694
"GIP",0,0,0,0,0,0,0,"Gip",0,0,0,0,0,0,0,1
"GIPC1",126.936555,114.784814,167.150844,136.290737666667,1051,762,842,"Gipc1",31.870583,32.141969,34.241204,125,551,328,32.751252,4.06772281119132
"GIPC2",0.12143,0.039359,1.164693,0.441827333333333,8,2,2,"Gipc2",11.366345,5.521646,5.386122,15,50,29,7.42470433333333,0.171142781548852
"GIPC3",0.926608,0.381215,0.531253,0.613025333333333,77,24,29,"Gipc3",0.250421,0.373809,0.300587,6,33,15,0.308272333333333,1.23294309008547
"GIPR",3.21762,11.640602,3.201711,6.01997766666667,107,90,69,"Gipr",0.519079,0.744854,0.517961,5,42,21,0.593964666666667,4.40409866885381
"GIT1",68.351153,58.720977,62.580796,63.217642,1440,1027,1017,"Git1",50.617504,46.755845,43.012202,843,3682,1942,46.7951836666667,1.34360069516349
"GIT2",21.668798,16.6388,20.011473,19.4396903333333,1121,869,819,"Git2",56.960438,72.168095,72.930431,316,1326,827,67.352988,0.299031409326734
"GJA1",23.178329,9.749259,13.765833,15.5644736666667,1227,396,501,"Gja6",0,0,0,0,0,0,0,16.5644736666667
"GJA10",0.041127,0.236892,0.269159,0.182392666666667,1,3,3,"Gja10",0,0,0,0,0,0,0,1.18239266666667
"GJA3",0.141563,0.057051,0.095879,0.0981643333333333,13,4,6,"Gja3",0,0.014795,0,0,1,0,0.00493166666666667,1.09277513064736
"GJA4",0.182265,0.080225,0,0.0874966666666667,4,1,0,"Gja4",1.626752,2.005349,1.339751,17,80,30,1.657284,0.409251200348426
"GJA5",0.993831,0.100663,0.115877,0.403457,53,2,2,"Gja5",0.04877,0.234313,0.225814,1,18,10,0.169632333333333,1.19991296410239
"GJA8",0,0,0,0,0,0,0,"Gja8",0.020823,0.022031,0,1,4,0,0.0142846666666667,0.98591651127527
"GJB1",1.633087,1.818437,3.577544,2.34302266666667,48,42,71,"Gjb1",20.406038,19.937,19.159797,197,734,393,19.8342783333333,0.160457809633755
"GJB2",0.099685,0,0,0.0332283333333333,4,0,0,"Gjb2",2.818171,3.102052,2.588567,44,182,86,2.83626333333333,0.269331962786705
"GJB3",0.031725,0.041805,0.048111,0.040547,1,1,1,"Gjb3",0.10118,0.044881,0.187011,1,2,4,0.111024,0.936565726752978
"GJB4",0.041127,0.10837,0,0.0498323333333333,1,2,0,"Gjb4",0,0.030257,0,0,1,0,0.0100856666666667,1.03934979772343
"GJB5",0.088757,0.058426,0.067256,0.0714796666666667,2,1,1,"Gjb5",0,0.024639,0,0,1,0,0.008213,1.06275129031927
"GJB6",0,0,0,0,0,0,0,"Gjb6",380.046304,245.127601,157.922964,450,1453,744,261.032289666667,0.00381632355795581
"GJC1",10.578174,7.154861,6.605009,8.11268133333333,638,219,298,"Gjc1",2.249962,3.856558,2.327968,27,126,61,2.811496,2.39084111155655
"GJC2",1.734597,1.165002,1.488678,1.462759,54,27,29,"Gjc2",13.313622,12.506023,10.244677,183,604,282,12.0214406666667,0.189131069521698
"GJC3",0.635341,0.53407,0.519787,0.563066,11,7,6,"Gjc3",19.579695,22.135837,23.194343,512,2093,1240,21.636625,0.0690503111660859
"GJD2",2.816048,0.075025,0.028091,0.973054666666667,148,3,1,"Gjd2",5.859512,4.731493,5.121612,111,336,206,5.237539,0.316319411656852
"GJD3",0.058877,0.349142,0.347709,0.251909333333333,4,19,16,"Gjd3",0,0.174371,0.14929,0,2,1,0.107887,1.12999731320372
"GJD4",0.615035,0.050632,0.058647,0.241438,16,1,1,"Gjd4",0.057423,0,0.026929,1,0,1,0.0281173333333333,1.2074866941257
"GJE1",0,0,0,0,0,0,0,"Gje1",0,0.031498,0,0,1,0,0.0104993333333333,0.989609757288311
"GK",3.13979,4.176267,3.481851,3.59930266666667,148,137,110,"Gk",10.629443,15.878318,12.28524,224,782,431,12.9310003333333,0.330148772996703
"GK2",0,0,0,0,0,0,0,"Gk2",0,0,0,0,0,0,0,1
"GK3P",0,0.067039,0,0.0223463333333333,0,2,0,"Gk",10.629443,15.878318,12.28524,224,782,431,12.9310003333333,0.0733864265932949
"GK5",7.683452,6.061257,3.718309,5.821006,553,303,309,"Gk5",0.602435,0.833627,0.595148,12,71,28,0.67707,4.06721603749396
"GKAP1",4.777505,6.437031,4.949258,5.38793133333333,122,92,74,"Gkap1",18.279154,14.883973,20.473237,137,311,202,17.878788,0.338365541968761
"GKN1",0,0.133862,0,0.0446206666666667,0,1,0,"Gkn1",0,0.036625,0,0,1,0,0.0122083333333333,1.0320214053431
"GKN2",0,0,0,0,0,0,0,"Gkn2",0,0,0,0,0,0,0,1
"GLA",11.526112,9.369781,10.680161,10.5253513333333,290,186,181,"Gla",4.062479,8.752957,10.299112,81,345,204,7.70484933333333,1.32401502794534
"GLB1",84.207526,91.830102,101.305026,92.4475513333333,978,778,794,"Glb1",6.346625,7.335871,7.702585,99,437,260,7.12836033333333,11.4964823778933
"GLB1L",8.944831,7.217623,5.991813,7.38475566666667,132,66,72,"Glb1l",21.913238,22.259947,5.627129,35,147,82,16.6001046666667,0.476403738811099
"GLB1L2",4.131877,5.785425,4.960387,4.95922966666667,220,226,210,"Glb1l2",0.550906,0.391389,0.775296,2,37,33,0.572530333333333,3.78958010560899
"GLB1L3",4.355585,6.442058,9.3743,6.723981,234,286,302,"Glb1l3",0,0,0,0,0,0,0,7.723981
"GLCCI1",15.59621,12.911269,8.898597,12.468692,678,369,345,"Glcci1",11.959451,9.541531,7.481491,219,447,181,9.66082433333333,1.26338185292926
"GLCE",4.816926,4.361327,5.325392,4.83454833333333,364,265,293,"Glce",9.228061,7.10385,8.252538,209,839,554,8.19481633333333,0.634547567000523
"GLDC",5.13251,5.877015,10.753815,7.25444666666667,116,92,161,"Gldc",3.908761,3.888407,4.107701,97,356,215,3.96828966666667,1.66142620911328
"GLDN",0.260345,0.135473,0.068496,0.154771333333333,9,4,4,"Gldn",0.220954,0.152568,0.119559,7,18,8,0.164360333333333,0.991764576887854
"GLE1",5.428156,3.575395,4.979768,4.66110633333333,317,160,204,"Gle1",35.558259,24.133733,32.93681,324,1198,741,30.8762673333333,0.177596274812687
"GLG1",77.945231,59.928048,64.573309,67.482196,4873,3286,3374,"Glg1",33.804212,32.126381,39.298387,1470,5689,3773,35.0763266666667,1.89825856254027
"GLI1",8.022247,1.76,0.829777,3.53734133333333,129,18,27,"Gli1",1.737626,2.53678,2.363103,40,186,110,2.212503,1.41240065249226
"GLI2",2.719634,0.543688,1.981007,1.74810966666667,228,26,83,"Gli2",1.331054,2.440038,1.097242,17,137,78,1.622778,1.04778584640662
"GLI3",5.122517,3.313807,3.743076,4.0598,717,238,378,"Gli3",0.645065,1.043197,0.940786,37,217,112,0.876349333333333,2.69661939283517
"GLIPR1",2.196883,3.08695,2.462542,2.582125,78,64,41,"Glipr1",1.70323,0.331924,0.934132,3,2,4,0.989762,1.8002781237153
"GLIPR1L1",0,0.079383,0.088438,0.0559403333333333,0,1,1,"Glipr1l1",0,0,0,0,0,0,0,1.05594033333333
"GLIPR1L1",0,0.079383,0.088438,0.0559403333333333,0,1,1,"Glipr1l3",0.217225,0,0,1,0,0,0.0724083333333333,0.984643908958807
"GLIPR1L2",0.518023,0.412869,0.912251,0.614381,15,9,11,"Glipr1l2",0,0,0.225628,0,0,3,0.0752093333333333,1.50145739062285
"GLIPR2",12.10581,1.966558,3.456815,5.843061,343,34,58,"Glipr2",3.651527,2.89453,2.953494,49,138,79,3.166517,1.64239363477936
"GLIS1",0.020201,0,0.03109,0.017097,1,0,1,"Glis1",0.620413,0.162594,0.101694,1,8,4,0.294900333333333,0.785463540179798
"GLIS2",5.305798,2.200917,3.452603,3.653106,379,119,162,"Glis2",6.583183,5.571246,5.881411,52,242,151,6.01194666666667,0.663596889879368
"GLIS3",3.050006,1.666935,1.804219,2.17372,215,67,106,"Glis3",1.628399,0.768307,0.647373,32,90,50,1.014693,1.57528715293099
"GLMN",14.976979,16.789863,19.553924,17.106922,252,247,248,"Glmn",8.308538,7.533699,7.971955,72,224,139,7.938064,2.02582147543361
"GLMP",27.025257,28.708739,34.886651,30.2068823333333,362,339,326,"Glmp",71.3933,66.341381,73.758536,181,731,445,70.497739,0.436473695109902
"GLO1",53.619936,34.645902,46.8279,45.031246,1849,916,1138,"Glo1",172.158063,221.857522,230.671167,821,2842,1817,208.228917333333,0.220004225929561
"GLOD4",82.787512,87.351468,99.213675,89.7842183333333,969,798,879,"Glod4",159.788127,138.41581,138.769259,232,898,576,145.657732,0.619021016453011
"GLOD5",0.143686,0,0,0.0478953333333333,1,0,0,"Glod5",0.330439,0.261868,0.770124,1,3,5,0.454143666666667,0.720627099889947
"GLP1R",0.16404,0.010293,0.092996,0.0891096666666667,21,1,8,"Glp1r",0.598769,0.733297,0.802365,24,111,69,0.711477,0.636356589464344
"GLP2R",0,0.016738,0.018925,0.0118876666666667,0,1,1,"Glp2r",0.030078,0.039659,0.028028,1,5,2,0.0325883333333333,0.979952643276685
"GLRA1",1.137342,0.970413,1.307504,1.13841966666667,35,23,26,"Glra1",14.061508,19.863042,20.365593,203,1079,611,18.0967143333333,0.111978407873759
"GLRA2",6.133874,14.068436,16.027776,12.0766953333333,218,384,319,"Glra2",2.023147,2.762373,3.460049,42,214,152,2.748523,3.48849275656928
"GLRA3",2.136225,3.464083,2.360987,2.653765,320,403,249,"Glra3",2.293243,2.281026,1.865168,96,348,161,2.146479,1.16122338652189
"GLRB",14.319384,19.633869,19.535868,17.829707,369,373,373,"Glrb",120.142032,111.658174,110.339458,2037,6951,4088,114.046554666667,0.163670325065855
"GLRX",22.935302,26.845387,28.154593,25.9784273333333,281,254,253,"Glrx",21.537469,27.590655,31.163988,156,690,377,26.7640373333333,0.971704043235211
"GLRX3",147.225651,153.966227,220.83977,174.010549333333,852,669,718,"Glrx3",61.463042,65.930217,56.638034,416,1545,848,61.3437643333333,2.80718611082906
"GLRX5",26.19047,18.669996,26.01654,23.6256686666667,429,229,278,"Glrx5",18.463904,22.994892,23.620194,108,531,317,21.6929966666667,1.08516601083535
"GLS",86.759881,95.511568,68.486661,83.5860366666667,2918,2603,2456,"Gls",136.851574,143.829173,147.0479,1519,6458,3635,142.576215666667,0.589136830734177
"GLT1D1",3.669172,6.90354,7.438669,6.00379366666667,191,244,243,"Glt1d1",6.286261,9.236982,10.314159,101,340,190,8.61246733333333,0.728615601363812
"GLT6D1",0,0,0,0,0,0,0,"Glt6d1",0,0,0,0,0,0,0,1
"GLT8D1",55.97436,41.696103,50.204327,49.2915966666667,876,540,625,"Glt8d1",30.085954,53.604723,42.963606,105,521,238,42.2180943333333,1.16366992673894
"GLT8D2",14.017386,1.97541,2.761114,6.25130333333333,274,37,36,"Glt8d2",2.154234,1.533837,0.89137,12,46,20,1.52648033333333,2.87012063290683
"GLTP",12.028569,9.200708,9.432686,10.2206543333333,366,220,257,"Gltp",35.723696,35.887887,30.822084,323,1299,671,34.1445556666667,0.319271480901826
"GLTPD2",0.792443,2.052982,2.2373,1.69424166666667,11,21,19,"Gltpd2",0,0,0,0,0,0,0,2.69424166666667
"GLUL",75.517413,53.50265,58.323559,62.447874,1923,1011,1200,"Glul",651.21825,625.675691,645.763484,8984,30152,16737,640.885808333333,0.0988460457861553
"GLYAT",0,0,0,0,0,0,0,"Glyat",0.635271,0.505033,0.149464,4,20,6,0.429922666666667,0.699338519006156
"GLYATL3",0,0,0,0,0,0,0,"Glyatl3",0,0.049087,0,0,1,0,0.0163623333333333,0.983901082520768
"GLYCTK",2.842263,2.503179,3.829579,3.05834033333333,79,51,75,"Glyctk",3.122518,0.464376,1.171549,15,46,21,1.58614766666667,1.56926086845002
"GLYR1",52.090507,55.030333,65.829892,57.650244,1219,1110,1075,"Glyr1",48.408161,49.194102,50.697051,1047,4089,2371,49.4331046666667,1.16293145916048
"GM2A",8.199691,5.555272,7.312878,7.02261366666667,448,256,280,"Gm2a",16.61778,16.822578,17.966508,462,1770,1070,17.135622,0.442367715133601
"GMCL1",6.400615,7.250607,6.095671,6.58229766666667,349,240,270,"Gmcl1",8.639485,9.417409,9.999825,155,618,381,9.35223966666667,0.732430653733899
"GMCL2",0,0,0,0,0,0,0,"Gmcl1",8.639485,9.417409,9.999825,155,618,381,9.35223966666667,0.0965974544831989
"GMDS",34.334126,34.804627,48.006744,39.048499,322,285,268,"Gmds",4.066009,4.150958,3.781481,39,158,82,3.99948266666667,8.01052862269483
"GMEB1",4.090558,4.401803,4.57451,4.35562366666667,284,226,238,"Gmeb1",4.643982,4.800281,3.989489,101,358,217,4.47791733333333,0.977675152941337
"GMEB2",3.377819,2.592988,2.78216,2.91765566666667,268,151,141,"Gmeb2",4.390907,5.769423,5.449129,108,504,281,5.203153,0.631558768043714
"GMFB",46.612095,35.140765,30.201911,37.318257,1419,1122,1147,"Gmfb",210.669297,150.141238,169.840191,1152,3918,2350,176.883575333333,0.215412001519511
"GMFG",1.43429,2.285525,1.366944,1.69558633333333,7,8,6,"Gmfg",0,0.800536,1.181679,0,6,8,0.660738333333333,1.6231252565375
"GMIP",10.53158,19.522808,18.734143,16.2628436666667,382,391,371,"Gmip",3.052171,4.345831,2.040647,15,104,55,3.14621633333333,4.16351735626594
"GML",0,0,0,0,0,0,0,"Gml2",0,0,0,0,0,0,0,1
"GML",0,0,0,0,0,0,0,"Gml",0,0,0,0,0,0,0,1
"GMNC",0.051267,0.324121,0.473645,0.283011,3,4,8,"Gmnc",1.19466,0.874172,0.840854,10,66,31,0.969895333333333,0.651309223535734
