"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"PCOLCE2",24.574364,43.831086,47.107901,38.5044503333333,224,337,375,"Pcolce2",5.623267,7.286919,7.487312,78,298,144,6.799166,5.06521470799997
"PCP2",0.09983,0.132188,0,0.0773393333333333,1,1,0,"Pcp2",393.270883,330.071052,406.181029,715,2242,1574,376.507654666667,0.00285382116101621
"PCP4L1",7.568135,0.346832,0.656824,2.85726366666667,173,6,10,"Pcp4l1",82.479319,80.697959,75.932102,793,2922,1557,79.7031266666667,0.0477957153085106
"PCSK1",27.691665,6.157568,3.824656,12.557963,2316,333,229,"Pcsk1",7.013847,7.84004,6.191876,208,682,428,7.01525433333333,1.69151999876236
"PCSK1N",64.808439,95.195271,129.446823,96.483511,626,660,711,"Pcsk1n",60.647366,56.848626,53.507824,815,2643,1424,57.001272,1.68071332987318
"PCSK2",67.517249,103.84026,96.103503,89.1536706666667,2990,4291,3701,"Pcsk2",25.962464,28.464775,28.766166,827,3421,1960,27.731135,3.13783881725058
"PCSK4",9.524965,3.083818,6.577333,6.395372,108,37,51,"Pcsk4",0.711644,1.83612,1.310947,7,57,21,1.286237,3.23473550642387
"PCSK5",3.51779,3.831824,4.295033,3.881549,164,166,187,"Pcsk5",0.627071,0.671323,0.545219,20,98,45,0.614537666666667,3.02349650973354
"PCSK6",6.449764,5.607253,3.540744,5.19925366666667,129,90,37,"Pcsk6",17.199028,16.072211,22.116133,463,1555,1015,18.4624573333333,0.318523686936963
"PCSK7",36.588604,45.685622,37.262118,39.845448,1419,1233,1069,"Pcsk7",9.778472,23.27497,16.284762,82,465,261,16.446068,2.34124090310779
"PCSK9",2.255493,0.728027,0.764068,1.249196,123,24,34,"Pcsk9",0.041443,0.033375,0.039464,1,3,2,0.038094,2.16665928133676
"PCTP",9.197567,4.653797,6.047642,6.633002,239,126,140,"Pctp",0.900643,1.005503,1.097916,16,68,42,1.001354,3.81391897685267
"PCYOX1",33.800638,39.370542,35.469296,36.213492,2249,1885,1875,"Pcyox1",39.843053,42.910612,41.982665,616,2325,1346,41.5787766666667,0.873991573110015
"PCYOX1L",12.132034,13.387912,13.370914,12.96362,632,519,456,"Pcyox1l",6.187672,6.745488,7.934523,76,327,200,6.95589433333333,1.7551288912292
"PCYT1A",22.654128,27.871138,19.645848,23.3903713333333,884,711,695,"Pcyt1a",14.506122,12.690924,13.806854,397,1506,903,13.6679666666667,1.66283247621234
"PCYT1B",7.815366,5.705038,6.7771,6.76583466666667,586,298,311,"Pcyt1b",27.272565,27.931413,19.869857,337,1374,751,25.0246116666667,0.298403479219382
"PCYT2",24.54931,23.469009,22.50107,23.506463,774,504,496,"Pcyt2",43.258702,52.652888,55.292002,345,1558,832,50.4011973333333,0.476768329754601
"PDAP1",253.606959,152.179007,91.473998,165.753321333333,1176,874,846,"Pdap1",59.881477,42.190917,39.913808,403,1159,638,47.328734,3.4503970522657
"PDC",0.055807,0.145462,0.078599,0.0932893333333333,1,2,1,"Pdc",0,0,0,0,0,0,0,1.09328933333333
"PDCD1",0.064732,0.035852,0,0.033528,1,1,0,"Pdcd1",0,0.043154,0,0,2,0,0.0143846666666667,1.01887186780557
"PDCD10",47.288053,35.818216,51.584979,44.8970826666667,371,290,299,"Pdcd10",46.011574,35.098899,43.441672,214,695,448,41.5173816666667,1.07948986667374
"PDCD11",12.245712,12.730217,18.044639,14.3401893333333,1096,935,918,"Pdcd11",3.827965,4.111027,4.304906,169,701,422,4.08129933333333,3.01895013991828
"PDCD1LG2",0.070433,0.184532,0.136399,0.130454666666667,3,6,4,"Pdcd1lg2",0,0.051967,0,0,2,0,0.0173223333333333,1.1112059861722
"PDCD2",34.147422,38.959102,43.759216,38.9552466666667,645,611,636,"Pdcd2",53.584477,28.680948,39.142395,93,197,142,40.4692733333333,0.963490397950868
"PDCD2L",12.040244,19.402152,22.447324,17.96324,67,90,74,"Pdcd2l",14.346505,21.091226,23.212371,45,208,111,19.550034,0.922783874712811
"PDCD4",66.155398,51.367336,66.699585,61.4074396666667,1050,547,593,"Pdcd4",17.212453,21.062644,24.466266,229,1000,655,20.9137876666667,2.84786184004125
"PDCD5",223.520094,128.885245,180.898376,177.767905,587,404,440,"Pdcd5",21.498696,20.17818,22.734075,41,140,84,21.470317,7.95573578245469
"PDCD6",60.896201,47.471819,65.400033,57.9226843333333,980,581,612,"Pdcd6",36.377212,39.409484,41.018811,235,840,513,38.935169,1.47545849457488
"PDCD7",26.190077,18.076511,9.934885,18.0671576666667,294,172,190,"Pdcd7",10.277663,7.423557,8.541431,102,351,231,8.74755033333333,1.9560973798169
"PDCL",15.608198,17.100325,12.498726,15.069083,377,277,274,"Pdcl",15.656778,14.721966,15.608302,229,731,463,15.3290153333333,0.984081567196356
"PDCL2",0,0,0,0,0,0,0,"Pdcl2",0,0,0,0,0,0,0,1
"PDCL3",15.043231,10.769874,16.747013,14.186706,209,125,174,"Pdcl3",34.52257,34.283584,33.410695,141,534,308,34.072283,0.433011617749549
"PDE10A",8.430267,3.990828,4.408206,5.609767,610,286,273,"Pde10a",16.871472,11.482959,15.999923,363,1678,998,14.7847846666667,0.418742931220221
"PDE11A",0.167512,0.092053,0.0909,0.116821666666667,20,10,11,"Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,0.493046870182883
"PDE11A",0.167512,0.092053,0.0909,0.116821666666667,20,10,11,"Pde11a",1.273856,1.483477,1.038096,22,101,50,1.265143,0.493046870182883
"PDE12",5.467195,5.526793,6.046518,5.68016866666667,552,448,482,"Pde12",2.410489,2.618129,2.7149,130,513,303,2.58117266666667,1.86535788370253
"PDE1A",2.149883,2.750552,2.240314,2.38024966666667,162,187,136,"Pde1a",3.463201,4.419221,3.749443,72,318,165,3.87728833333333,0.693059223824167
"PDE1B",1.658825,2.649674,2.60672,2.305073,86,95,66,"Pde7b",4.385469,4.16769,4.36293,106,371,237,4.305363,0.622968305844482
"PDE1C",3.250899,1.114809,2.747829,2.371179,323,96,187,"Pde1c",7.616363,8.668539,8.64665,363,1453,842,8.31051733333333,0.362082887481512
"PDE2A",30.121271,25.080898,26.198948,27.1337056666667,714,417,373,"Pde2a",0,0.000674,1.367049,0,0,83,0.455907666666667,19.323825480691
"PDE3A",0.765623,0.414585,0.738534,0.639580666666667,168,72,101,"Pde3a",2.224548,1.792578,2.106482,189,559,374,2.04120266666667,0.539122461201753
"PDE3B",1.96912,2.87098,2.736184,2.525428,149,229,201,"Pde3b",5.079387,7.305282,7.815812,144,470,337,6.73349366666667,0.455864859008742
"PDE4A",3.609045,3.096382,4.575251,3.760226,253,167,172,"Pde4a",14.231171,17.135226,16.652045,377,1583,824,16.0061473333333,0.279912075715679
"PDE4B",55.177363,162.369757,176.771429,131.439516333333,1135,1515,1530,"Pde4b",35.023381,30.963438,32.648289,612,2222,1250,32.8783693333333,3.9092647886988
"PDE4C",11.717615,4.489971,1.338028,5.848538,368,93,52,"Pde4c",0.510911,0.446232,0.306262,10,36,13,0.421135,4.81906222843009
"PDE4D",9.92067,7.262879,8.926948,8.703499,1087,744,711,"Pde4d",12.102454,12.735248,12.622177,218,1021,569,12.4866263333333,0.719490461155358
"PDE4DIP",504.636333,858.468227,819.941959,727.682173,8297,10424,8265,"Pde4dip",33.86929,39.940763,48.428608,984,4158,2541,40.7462203333333,17.4550454431959
"PDE5A",7.90067,6.695004,7.106568,7.23408066666667,140,92,78,"Pde5a",20.287758,13.093532,17.108669,422,1309,910,16.8299863333333,0.46181082322385
"PDE6A",0.184053,0.027842,0.068113,0.093336,16,2,5,"Pde6a",0,0.091472,0.161594,0,6,6,0.0843553333333333,1.00828203301132
"PDE6B",5.650447,4.578874,3.440251,4.556524,102,64,42,"Pde6b",0.109597,0.1292,0.050736,2,9,2,0.096511,5.06745851158812
"PDE6C",0.223015,0.107271,0.094883,0.141723,8,5,4,"Pde6c",0.119693,0.102516,0.111709,2,7,4,0.111306,1.02737049921444
"PDE6D",41.451527,40.485791,52.476312,44.8045433333333,689,503,578,"Pde6d",25.676975,24.169625,25.615789,171,601,343,25.1541296666667,1.75133120150089
"PDE6G",0.432993,0.700766,0.265986,0.466581666666667,3,3,2,"Pde6g",0.089515,0.33146,0.133888,1,12,2,0.184954333333333,1.23766935603426
"PDE6H",0,0.14052,0,0.04684,0,1,0,"Pde6h",0.100107,0.02359,0.936018,4,4,7,0.353238333333333,0.773581396723662
"PDE7A",8.587231,6.488456,7.904941,7.66020933333333,445,244,280,"Pde7a",8.146975,20.397863,20.545198,139,503,292,16.3633453333333,0.498763871078914
"PDE8A",32.781772,18.062105,18.895501,23.2464593333333,583,326,360,"Pde8a",8.444309,10.801181,9.960165,157,694,362,9.73521833333333,2.25859023826716
"PDE8B",1.11,1.055538,1.439743,1.20176033333333,80,61,65,"Pde8b",14.145677,19.28051,14.769373,149,644,285,16.0651866666667,0.129020583034935
"PDE9A",15.563028,19.039612,18.964808,17.855816,273,227,252,"Pde9a",39.041316,38.350721,43.065817,177,650,408,40.152618,0.458192380372981
"PDF",1.681256,1.35694,2.249582,1.76259266666667,82,50,72,"Pdf",9.290727,10.156542,8.64092,57,225,114,9.36272966666667,0.266589282508544
"PDGFA",8.537112,5.227116,7.326517,7.03024833333333,215,111,140,"Pdgfa",23.939229,21.812403,23.781039,147,509,291,23.177557,0.332136465786569
"PDGFB",5.046227,3.400366,4.564967,4.33718666666667,166,110,141,"Pdgfb",3.433789,5.132495,3.64379,53,240,137,4.07002466666667,1.05269441818626
"PDGFC",21.404159,3.910266,4.52726,9.94722833333333,543,94,113,"Pdgfc",1.194673,1.498309,1.358193,22,106,58,1.35039166666667,4.65761876566671
"PDGFD",2.030514,1.026952,2.20893,1.75546533333333,139,54,57,"Pdgfd",5.116261,5.69518,6.081663,96,387,227,5.63103466666667,0.415540782373631
"PDGFRA",3.157499,0.263647,0.23227,1.21780533333333,349,24,19,"Pdgfra",5.112925,6.100877,5.225293,215,935,497,5.47969833333333,0.342269843323467
"PDGFRB",71.488427,9.473959,9.34254,30.101642,1940,136,118,"Pdgfrb",3.794499,4.265708,4.278237,141,608,344,4.11281466666667,6.08307635376835
"PDGFRL",1.149967,0.888577,1.361746,1.13343,29,17,20,"Pdgfrl",1.561647,0.941394,1.626576,15,34,34,1.376539,0.897704603206596
"PDHA1",153.010772,145.704333,158.8995,152.538201666667,1423,1047,1077,"Pdha1",72.45515,71.337017,73.868069,1357,4892,2910,72.553412,2.08743819615964
"PDHA2",0,0,0,0,0,0,0,"Pdha2",0,0,0,0,0,0,0,1
"PDHB",46.32931,50.99173,61.371085,52.897375,1153,957,1031,"Pdhb",77.637412,74.416446,76.754944,685,2399,1392,76.2696006666667,0.697523664351624
"PDHX",33.209453,51.275661,45.591962,43.3590253333333,896,797,820,"Pdhx",19.977934,21.349343,19.127924,256,961,636,20.1517336666667,2.0971815375701
"PDIA2",27.600146,47.916529,61.070957,45.5292106666667,392,469,438,"Pdia2",0,0.049054,0.22086,0,2,1,0.0899713333333333,42.6884719292312
"PDIA3",273.376878,299.584958,371.462774,314.808203333333,7164,5870,6637,"Pdia3",112.666378,93.806481,101.503017,1270,3609,2164,102.658625333333,3.04661770612715
"PDIA4",74.624149,65.485923,99.992075,80.034049,3305,2242,2713,"Pdia4",26.702067,14.083902,13.656411,219,821,451,18.14746,4.23210436266742
"PDIA5",35.17856,33.440611,34.510251,34.376474,429,273,302,"Pdia5",1.897343,0.760247,0.863453,6,28,17,1.173681,16.2749152244511
"PDIA6",123.477919,110.790127,148.055097,127.441047666667,4932,3372,4039,"Pdia6",31.838117,29.494775,29.35141,441,1477,853,30.2281006666667,4.11299582506363
"PDIK1L",2.338713,2.993717,3.68619,3.00620666666667,172,167,189,"Pdik1l",2.959559,3.318662,5.576531,78,306,226,3.951584,0.809075775886396
"PDILT",0,0.187327,0,0.0624423333333333,0,1,0,"Pdilt",0,0.10563,0.034357,0,1,1,0.0466623333333333,1.01507649553963
"PDK1",41.920313,6.433654,5.226858,17.860275,1306,134,123,"Pdk1",17.003461,15.336119,10.978953,142,689,364,14.439511,1.22155908953334
"PDK2",30.757184,26.984723,30.162358,29.3014216666667,545,385,381,"Pdk2",70.540699,102.8172,109.442798,709,3131,1864,94.266899,0.318068730952045
"PDK3",3.562592,1.993227,2.465379,2.67373266666667,842,369,414,"Pdk3",22.151807,24.715819,29.878743,196,648,324,25.582123,0.138203132483687
"PDK4",0.589491,0.250745,0.42317,0.421135333333333,37,12,14,"Pdk4",8.815528,3.740249,3.202961,81,301,116,5.25291266666667,0.227275736779308
"PDLIM1",49.20582,106.472745,115.418853,90.365806,800,1279,1325,"Pdlim1",12.891918,8.911359,8.394992,47,145,69,10.0660896666667,8.25637680085067
"PDLIM2",23.258929,13.478664,18.010679,18.249424,298,134,123,"Pdlim2",28.104942,39.593769,32.760846,105,550,267,33.486519,0.558172426738692
"PDLIM3",46.270031,8.812345,11.515028,22.1991346666667,647,90,121,"Pdlim3",0.820246,0.739507,0.672446,5,25,16,0.744066333333333,13.3017501819025
"PDLIM4",70.834212,40.937734,52.040175,54.6040403333333,637,304,338,"Pdlim4",4.065142,6.392865,7.341058,28,122,81,5.93302166666667,8.02017403186153
"PDLIM5",15.282373,3.845232,4.926771,8.01812533333333,1064,192,240,"Pdlim5",7.256428,7.415193,7.438358,181,831,496,7.369993,1.07743523003345
"PDLIM7",126.465082,65.329897,83.837736,91.8775716666667,1547,634,738,"Pdlim7",12.817033,17.147772,15.044336,44,337,176,15.003047,5.80374297886313
"PDP1",18.516298,27.691984,24.297272,23.5018513333333,892,927,872,"Pdp1",20.479594,18.050928,18.055643,393,1293,738,18.862055,1.2336010213109
"PDP2",8.742212,8.899989,6.320245,7.987482,417,356,335,"Pdp2",2.271847,2.335107,3.053278,89,346,256,2.55341066666667,2.52925508563041
"PDPK1",41.228091,45.036319,40.490626,42.2516786666667,1892,1539,1498,"Pdpk1",18.739977,19.110615,17.960624,870,3211,1898,18.6037386666667,2.206297451833
"PDPN",8.532749,4.69477,8.768622,7.332047,273,96,179,"Pdpn",4.89623,6.145721,5.149493,55,211,105,5.397148,1.30246275371462
"PDPR",12.423259,11.857842,10.432757,11.571286,1809,1238,1133,"Pdpr",6.683462,7.398935,7.887579,206,920,570,7.32332533333333,1.51036821180765
"PDRG1",12.838385,15.252752,18.46043,15.517189,438,395,422,"Pdrg1",79.858302,65.033513,65.974937,178,778,452,70.2889173333333,0.231693643526227
"PDS5A",15.538484,11.212032,8.882391,11.8776356666667,1271,729,747,"Pds5a",25.475385,24.160246,21.786086,447,1682,1010,23.807239,0.519107977581329
"PDS5B",17.995022,11.453665,13.879555,14.4427473333333,1158,578,505,"Pds5b",16.996561,16.434481,18.162995,747,2551,1667,17.1980123333333,0.848595277905534
"PDSS1",4.952658,4.886469,8.116154,5.98509366666667,64,48,60,"Pdss1",3.595115,4.667788,5.152885,39,170,105,4.47192933333333,1.27653214088778
"PDSS2",18.667797,7.957438,40.128835,22.2513566666667,243,178,221,"Pdss2",5.443543,6.5275,5.251178,42,222,137,5.74074033333333,3.44937729639094
"PDX1",0,0,0,0,0,0,0,"Pdx1",0,0,0,0,0,0,0,1
"PDXDC1",35.676344,36.665383,36.782523,36.37475,1403,1037,1075,"Pdxdc1",97.002055,88.828367,90.643273,683,2343,1453,92.1578983333333,0.401197865867126
"PDXK",48.550757,35.471049,38.944273,40.988693,1818,1332,1224,"Pdxk",26.03079,29.485008,27.883667,915,3792,2115,27.7998216666667,1.45794975698056
"PDXP",34.915279,36.226717,45.06485,38.7356153333333,949,748,808,"Pdxp",44.105817,49.037829,52.831825,515,2012,1237,48.6584903333333,0.800177674887163
"PDYN",0.232858,0.280764,0.033598,0.182406666666667,3,3,1,"Pdyn",1.301876,3.922526,1.17728,20,102,39,2.133894,0.377296317829086
"PDZD11",37.820581,44.060989,36.586552,39.489374,452,334,306,"Pdzd11",23.537001,22.238449,21.237306,145,501,269,22.3375853333333,1.73494272957916
"PDZD2",2.030539,3.092758,2.915014,2.679437,230,197,166,"Pdzd2",4.662566,3.258859,3.884096,159,732,430,3.93517366666667,0.745553702568116
"PDZD3",0.030128,0,0,0.0100426666666667,1,0,0,"Pdzd3",0.071394,0.074504,0.351833,1,4,2,0.165910333333333,0.866312475144601
"PDZD4",51.197909,52.735717,59.420203,54.4512763333333,1769,1294,1390,"Pdzd4",16.890133,17.28429,19.912864,415,1573,1018,18.0290956666667,2.91402583205609
"PDZD7",11.674309,12.125442,12.299349,12.0330333333333,596,438,370,"Pdzd7",1.618572,1.845203,1.330591,26,106,47,1.598122,5.01632846083954
"PDZD8",29.773329,39.463865,12.209935,27.149043,1033,772,758,"Pdzd8",13.789649,13.784217,13.787057,565,2058,1170,13.7869743333333,1.90363778048532
"PDZD9",0.141344,0.164174,0.205201,0.170239666666667,3,2,3,"Pdzd9",0,0.376077,0.301736,0,13,6,0.225937666666667,0.954567021216141
"PDZK1",0.754663,0.993795,0.373043,0.707167,18,16,5,"Pdzk1",0,0.01849,0.032654,0,1,1,0.017048,1.67855106150349
"PDZK1IP1",0,0,0,0,0,0,0,"Pdzk1ip1",1.093067,0.462357,0.513788,2,3,3,0.689737333333333,0.591807957528705
"PDZRN3",39.169354,8.832581,19.367208,22.456381,835,239,310,"Pdzrn3",1.183142,1.013721,0.748318,21,77,36,0.981727,11.8363331578971
"PDZRN4",0.883733,0.292665,0.358518,0.511638666666667,52,13,14,"Pdzrn4",0.720159,0.928357,1.015269,16,77,46,0.887928333333333,0.800686466735584
"PEA15",139.781546,97.799345,112.901864,116.827585,3566,1714,1768,"Pea15a",166.656126,163.742118,183.146761,2625,9660,6125,171.181668333333,0.684321310976572
"PEAK1",15.986451,24.241003,15.301601,18.509685,2540,2569,1951,"Peak1",6.769557,8.644245,17.14396,345,1673,1157,10.8525873333333,1.64602752557937
"PEAR1",3.722351,1.278832,0.723753,1.908312,185,26,21,"Pear1",1.787553,1.857176,3.022827,19,129,65,2.22251866666667,0.902496556523696
"PEBP1",275.97556,322.95523,345.885174,314.938654666667,5440,4884,4723,"Pbp2",0,0,0,0,0,0,0,315.938654666667
"PEBP4",0.226688,0.287664,0,0.171450666666667,3,1,0,"Pebp4",0,0.08817,0,0,2,0,0.02939,1.13800470829002
"PECAM1",0.042337,0.024913,0.033353,0.0335343333333333,6,2,3,"Pecam1",8.56106,6.93663,7.863415,132,476,277,7.787035,0.11762037289408
"PECR",8.462145,7.001182,6.460645,7.30799066666667,122,61,58,"Pecr",1.839744,2.713625,2.738069,11,57,26,2.43047933333333,2.42181627096233
"PEDS1",15.734814,16.612207,16.486631,16.277884,893,658,735,"Tmem189",24.291381,31.734994,31.890179,271,1244,666,29.305518,0.570123368292203
"PEF1",24.516959,23.41809,29.262142,25.732397,463,334,425,"Pef1",21.887587,26.251176,27.749507,207,949,565,25.29609,1.01659208650412
"PEG10",546.792457,275.346482,336.579589,386.239509333333,31561,11428,10709,"Peg10",11.750024,10.001763,9.03603,533,1709,874,10.2626056666667,34.3827637044441
"PEG3",0,0,0,0,0,0,0,"Peg3",45.791203,64.377762,59.707579,2514,13102,7181,56.6255146666667,0.0173534241869157
"PELI1",13.14837,5.323345,7.110319,8.52734466666667,731,265,290,"Peli1",8.028031,7.130502,8.629387,182,577,401,7.92930666666667,1.06697474085334
"PELI2",6.039424,13.966181,15.447033,11.817546,511,1133,1069,"Peli2",7.108047,9.859392,11.645046,244,1000,616,9.537495,1.21637504928828
"PELI3",8.772364,11.080397,8.58277,9.47851033333333,180,146,122,"Peli3",11.900948,15.273664,15.522235,160,691,409,14.2322823333333,0.687914660720465
"PELO",11.589779,10.163253,12.514417,11.422483,423,311,315,"Pelo",4.866935,5.18413,6.253628,49,195,132,5.43489766666667,1.93048648844092
"PELP1",28.00283,30.802955,25.588581,28.1314553333333,971,810,813,"Pelp1",4.955927,7.273113,7.330573,115,578,364,6.519871,3.87393019552241
"PEMT",31.387656,29.513691,41.222362,34.0412363333333,177,138,144,"Pemt",6.725283,3.124572,6.132533,8,22,20,5.32746266666667,5.53796018709553
"PENK",12.940573,0.83462,2.403601,5.39293133333333,154,12,19,"Penk",78.68714,88.454795,90.63217,547,2169,1266,85.9247016666667,0.0735456229444254
"PEPD",29.148855,45.535109,53.066082,42.5833486666667,407,466,468,"Pepd",13.056702,25.707251,24.10233,154,633,389,20.9554276666667,1.9850831114912
"PER1",27.181757,34.110186,17.723219,26.3383873333333,594,373,290,"Per1",21.067703,25.75925,14.665006,333,1715,784,20.4973196666667,1.2717114392509
"PER2",2.237321,1.499986,1.598154,1.778487,124,120,109,"Per2",18.363527,31.752334,60.421458,150,713,396,36.845773,0.0734160456968338
"PER3",3.48097,1.41212,1.72462,2.20590333333333,257,92,91,"Per3",4.413177,7.258994,6.981563,164,921,505,6.21791133333333,0.444159423035306
"PERCC1",0.127841,0.042835,0.049722,0.073466,4,1,1,"Percc1",0.211684,0.055159,0,1,1,0,0.0889476666666667,0.985782910289843
"PERM1",0,0,0.027951,0.009317,0,0,1,"Perm1",0.530692,0.755208,0.686892,14,76,39,0.657597333333333,0.608903609883542
"PERP",7.275192,5.297225,7.264015,6.612144,548,307,383,"Perp",3.41642,3.267122,3.426205,42,148,88,3.36991566666667,1.74194299859486
"PES1",27.671247,30.285202,36.972366,31.6429383333333,650,482,477,"Pes1",20.30615,17.168753,15.734206,219,787,422,17.7363696666667,1.74222322221831
"PET100",458.295703,322.623326,362.682813,381.200614,252,172,138,"Pet100",38.536389,45.99098,50.941354,36,154,98,45.156241,8.28058363764935
"PET117",3.595709,4.877016,2.268445,3.58039,64,66,28,"Pet117",1.944206,1.053869,0.046179,6,13,0,1.01475133333333,2.27342696054798
"PEX1",16.867856,13.955189,15.251987,15.358344,386,276,276,"Pex1",20.208009,18.660857,18.548437,131,525,261,19.139101,0.812267836583172
"PEX10",6.996494,6.755647,8.14724,7.29979366666667,220,175,171,"Pex10",5.993488,6.302878,6.30137,55,237,124,6.19924533333333,1.15286995822155
"PEX11A",3.688763,1.820031,1.834832,2.44787533333333,107,34,60,"Pex11a",12.260182,2.520536,3.187291,51,128,87,5.98933633333333,0.493305110656906
"PEX11B",19.980302,20.687681,25.41371,22.027231,400,344,361,"Pex11b",25.112311,29.44522,22.657762,190,687,362,25.738431,0.861203523871689
"PEX11G",1.808178,0.839568,2.20269,1.616812,31,11,19,"Pex11g",0.477263,0.402306,0.8062,9,29,18,0.561923,1.67537836372216
"PEX12",2.255746,2.787058,3.000335,2.68104633333333,104,90,95,"Pex12",5.817064,28.495685,19.181416,67,196,139,17.8313883333333,0.195473975055654
"PEX13",6.188474,7.545902,10.110655,7.94834366666667,339,242,272,"Pex13",27.259224,38.46806,31.033907,281,917,544,32.2537303333333,0.26909292813074
"PEX14",9.336858,9.05966,9.554136,9.31688466666667,241,197,209,"Pex14",15.162545,16.093812,16.922366,187,779,460,16.0595743333333,0.604756277330327
"PEX16",31.194254,40.550015,46.167999,39.3040893333333,182,162,141,"Pex16",13.649357,14.313275,14.252681,88,332,173,14.071771,2.67414422189226
"PEX19",47.690468,36.541175,32.831209,39.0209506666667,1148,734,785,"Pex19",38.989042,42.868199,48.636375,480,1860,1171,43.497872,0.899390215034702
"PEX2",24.873009,12.980295,15.326292,17.726532,373,175,206,"Pex2",12.419015,14.858025,14.156517,129,549,293,13.8111856666667,1.26435063481413
"PEX26",12.173921,13.649799,13.959854,13.2611913333333,1394,1242,1193,"Pex26",4.192708,4.281062,4.429843,88,408,236,4.30120433333333,2.69017952084221
"PEX3",21.623533,17.074523,17.77262,18.8235586666667,232,165,149,"Pex3",19.877999,14.800776,13.485442,126,477,281,16.054739,1.16234899089729
"PEX5",22.614099,22.246725,23.78093,22.8805846666667,840,681,638,"Pex5",18.058115,16.847437,15.436827,208,927,508,16.780793,1.34305509696146
"PEX5L",2.612718,6.243781,3.671646,4.17604833333333,281,339,285,"Pex5l",56.207924,65.996853,64.904584,1131,4581,2513,62.369787,0.0816800651915294
"PEX6",8.249425,5.738918,6.342266,6.77686966666667,487,261,253,"Pex6",9.444456,11.66421,12.762249,195,803,483,11.290305,0.632764578801475
"PEX7",3.313642,3.523964,3.991312,3.60963933333333,74,60,61,"Pex7",13.882591,13.077497,16.68986,132,534,362,14.5499826666667,0.29644015894723
"PFAS",38.102076,34.293945,29.501418,33.965813,713,454,437,"Pfas",6.094243,9.745689,11.039497,132,653,408,8.95980966666667,3.51069088368456
"PFDN1",102.281478,83.260224,91.986665,92.5094556666667,875,598,715,"Pfdn1",81.056149,73.054749,72.592616,208,764,418,75.567838,1.22126284493845
"PFDN2",59.80983,51.63043,72.39272,61.27766,382,253,254,"Pfdn2",99.592711,96.546008,99.571641,365,1308,740,98.57012,0.625465350448508
"PFDN4",42.919287,48.380191,47.161214,46.153564,326,234,280,"Pfdn4",49.554074,35.885384,38.707701,88,258,162,41.3823863333333,1.1125745404976
"PFDN5",246.231889,191.063325,245.893578,227.729597333333,1531,911,913,"Pfdn5",327.095986,303.913088,348.385959,373,1315,840,326.465011,0.698485608080227
"PFDN6",54.292807,52.177714,58.031133,54.8338846666667,337,244,230,"Pfdn6",55.166634,67.352116,73.774594,134,561,311,65.4311146666667,0.840477913803283
"PFKFB1",0.181609,0.059915,0,0.080508,4,1,0,"Pfkfb1",0.954854,0.271144,0.525007,3,12,4,0.583668333333333,0.682281748808936
"PFKFB2",5.154874,4.573381,7.168117,5.632124,388,279,255,"Pfkfb2",11.751845,11.109712,10.3231,164,737,400,11.0615523333333,0.549856587005924
"PFKFB3",132.456296,51.538478,54.621074,79.538616,1811,543,483,"Pfkfb3",10.140858,13.895466,12.51188,297,1333,693,12.1827346666667,6.10940127647769
"PFKFB4",40.237709,12.007754,13.0378,21.7610876666667,1468,375,348,"Pfkfb4",5.865213,5.713273,6.083714,74,273,174,5.8874,3.30474310576802
"PFKL",56.740885,27.928463,46.81715,43.8288326666667,2836,1112,1134,"Pfkl",32.462156,31.73087,30.733695,453,1884,1013,31.6422403333333,1.37333811064704
"PFKM",136.858589,154.785833,147.666318,146.436913333333,3235,2826,2820,"Pfkm",181.117945,194.112404,194.706931,2485,10089,6220,189.979093333333,0.772005515158657
"PFKP",245.649576,184.344363,172.019128,200.671022333333,3463,1969,1653,"Pfkp",88.0314,97.736023,96.859691,1227,5405,2842,94.209038,2.11819199699648
"PFN1",277.748396,194.614298,251.39409,241.252261333333,3136,1653,1861,"Pfn1",65.626566,62.620562,62.871731,297,1051,602,63.7062863333333,3.74387520998153
"PFN2",246.35344,260.254478,266.365178,257.657698666667,4215,3125,3356,"Pfn2",135.907896,150.678227,153.37033,1678,6825,3923,146.652151,1.75180447365556
"PFN3",0,0,0,0,0,0,0,"Pfn3",0,0,0,0,0,0,0,1
"PFN4",0.858696,1.23537,0.745807,0.946624333333333,13,16,8,"Pfn4",5.401037,4.247333,5.394773,43,136,94,5.014381,0.323661625915175
"PGAM1",243.40518,126.709942,163.128386,177.747836,7516,2972,3372,"Pgam1",236.397324,262.805706,277.366375,2456,8677,5100,258.856468333333,0.687871412808972
"PGAM2",0.675822,0,0.323962,0.333261333333333,8,0,3,"Pgam2",0.47209,1.659171,1.634734,2,27,15,1.25533166666667,0.591159762902574
