"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"DYTN",0,0,0,0,0,0,0,"Dytn",0.030697,0.086568,0.03167,1,4,4,0.049645,0.952703056747758
"DZANK1",4.423265,7.897783,5.14669,5.82257933333333,146,126,114,"Dzank1",118.218744,108.481473,74.983175,3260,3558,6313,100.561130666667,0.067177071469652
"DZIP1",27.471274,16.911984,20.385968,21.589742,906,477,574,"Dzip1",22.716017,16.997157,25.695744,767,634,1543,21.8029726666667,0.990648996962647
"DZIP1L",6.122013,4.266562,2.306231,4.231602,130,60,52,"Dzip1l",7.516328,5.020945,6.780854,247,203,511,6.43937566666667,0.703231324026429
"DZIP3",18.166137,13.565905,12.9405,14.8908473333333,1412,884,854,"Dzip3",31.993056,22.252653,26.8448,1360,1085,2129,27.0301696666667,0.56691941298631
"E2F1",4.315072,1.511687,3.34513,3.05729633333333,200,53,101,"E2f1",3.070158,3.543464,3.596334,105,123,244,3.40331866666667,0.921417830612002
"E2F2",1.027117,0.262078,0.517468,0.602221,100,19,33,"E2f2",0.376884,0.111055,0.302626,6,7,14,0.263521666666667,1.26805977473015
"E2F3",10.093665,10.680867,11.883589,10.8860403333333,840,679,687,"E2f3",6.309979,6.024664,5.470587,401,380,674,5.93507666666667,1.71390179296264
"E2F4",17.352013,18.161177,28.265552,21.2595806666667,464,313,362,"E2f4",11.62452,8.429866,11.651701,247,174,431,10.5686956666667,1.92412189827104
"E2F5",31.121954,20.547966,33.587755,28.419225,513,252,361,"E2f5",3.91835,4.788696,3.901924,82,100,161,4.20299,5.65429205130127
"E2F6",10.569922,11.468821,12.242999,11.4272473333333,405,364,379,"E2f6",13.234896,9.986045,12.548153,370,305,659,11.9230313333333,0.961635626563778
"E2F7",1.413317,0.308106,0.534652,0.752025,124,25,39,"E2f7",0.531071,0.282215,0.276906,5,8,17,0.363397333333333,1.28504358719591
"E2F8",1.441391,0.427334,0.963104,0.943943,69,13,24,"E2f8",0.082385,0.127394,0.306155,4,6,11,0.171978,1.65868557259607
"E4F1",14.773703,8.19779,18.484822,13.8187716666667,400,257,313,"E4f1",9.962847,7.846523,11.182498,190,149,371,9.663956,1.38961297914833
"EAF1",8.741933,11.235957,11.297993,10.4252943333333,637,643,638,"Eaf1",4.588465,5.233299,4.788283,234,266,433,4.87001566666667,1.94638225553856
"EAF2",2.270573,1.04787,1.755786,1.69140966666667,25,8,14,"Eaf2",1.392183,0.415197,0.560841,22,10,17,0.789407,1.50407909808482
"EAPP",15.10272,15.47432,20.504006,17.0270153333333,288,220,251,"Eapp",16.818441,21.86582,15.956053,419,446,757,18.213438,0.938250371085765
"EARS2",37.58991,36.45611,30.973015,35.006345,577,380,355,"Ears2",1.839562,2.1183,1.818316,82,74,152,1.92539266666667,12.3082092227391
"EBAG9",14.444325,12.525467,17.197554,14.7224486666667,196,132,153,"Ebag9",14.702634,16.959791,14.298519,246,248,395,15.3203146666667,0.96336676024874
"EBF1",27.35417,56.548751,50.716864,44.8732616666667,1218,1846,1661,"Ebf1",6.959726,3.879421,1.597702,71,71,131,4.14561633333333,8.91501788998519
"EBF2",9.661437,2.509485,2.37276,4.847894,856,177,150,"Ebf2",0.158147,0.189984,0.172854,10,10,24,0.173661666666667,4.98260628772914
"EBF3",5.096593,7.786255,8.506553,7.12980033333333,382,436,476,"Ebf3",0.360663,0.224081,0.212193,23,14,27,0.265645666666667,6.42344105261688
"EBF4",25.585932,26.078307,22.833176,24.8324716666667,246,174,179,"Ebf4",1.917914,2.085752,2.078434,63,72,141,2.02736666666667,8.53298411160415
"EBI3",0,0.216905,0.62093,0.279278333333333,0,3,4,"Ebi3",0.461401,0.604411,0.423724,6,8,11,0.496512,0.85484001019259
"EBNA1BP2",23.268046,26.569871,35.941676,28.5931976666667,443,361,406,"Ebna1bp2",20.648809,18.342955,19.671982,375,348,710,19.554582,1.43973726474548
"EBP",31.01865,26.162431,35.378298,30.8531263333333,438,262,303,"Ebp",16.176832,15.76013,12.62173,128,139,202,14.8528973333333,2.00929367443495
"EBPL",15.58175,13.549116,17.753961,15.6282756666667,153,113,136,"Ebpl",1.398559,2.021468,1.674628,100,126,224,1.69821833333333,6.16268723003019
"ECD",18.238488,21.548425,18.983147,19.59002,547,496,456,"Ecd",18.588076,12.015759,14.543332,378,410,712,15.0490556666667,1.28294277418233
"ECE1",41.284191,32.496796,35.443313,36.4081,1825,1068,971,"Ece1",18.579495,9.900851,55.145498,610,599,1107,27.8752813333333,1.29550599241492
"ECE2",0.068136,0.265056,0.025826,0.119672666666667,4,2,1,"Ece2",10.826507,11.803797,12.948413,260,253,555,11.8595723333333,0.087069199320444
"ECEL1",1.56076,6.163551,9.9178,5.88070366666667,63,145,186,"Ecel1",31.540763,13.853012,17.747388,191,180,325,21.0470543333333,0.31209174534775
"ECHDC1",86.301419,127.109336,116.340873,109.917209333333,705,644,711,"Echdc1",13.432993,14.508858,13.19551,416,343,649,13.7124536666667,7.53900143690059
"ECHDC2",11.854353,10.982992,13.153095,11.9968133333333,117,118,110,"Echdc2",8.932122,7.207063,7.900651,63,66,143,8.01327866666667,1.44196288764473
"ECHDC3",3.201708,0.598974,2.159299,1.98666033333333,38,8,22,"Echdc3",0.376416,0.128079,0.358231,9,3,13,0.287575333333333,2.31960045832917
"ECHS1",65.348583,63.069695,80.316965,69.5784143333333,1353,991,1105,"Echs1",28.380111,25.718085,29.263747,393,404,743,27.7873143333333,2.45171930650055
"ECI1",15.239773,10.026726,13.508815,12.9251046666667,218,106,137,"Eci1",17.146439,23.730026,14.338156,91,130,167,18.4048736666667,0.717608622754754
"ECI2",24.971909,11.614966,13.237096,16.6079903333333,473,200,210,"Eci2",31.607665,36.157921,34.289155,308,307,598,34.018247,0.502823294762109
"ECI2",24.971909,11.614966,13.237096,16.6079903333333,473,200,210,"Eci3",0,0.113629,0,0,1,0,0.0378763333333333,16.9654030714642
"ECM1",11.171974,13.726002,13.959616,12.9525306666667,373,318,332,"Ecm1",5.338082,9.967577,5.762748,46,67,123,7.02280233333333,1.73910936440455
"ECM2",1.407048,0.161687,0.204661,0.591132,59,7,8,"Ecm2",1.170087,1.314024,1.245936,64,69,138,1.243349,0.709266369165029
"ECPAS",42.298743,40.709506,41.951412,41.6532203333333,2398,1936,1659,"Ecpas",42.257703,38.563791,37.453905,1460,1481,2909,39.425133,1.05511638844412
"ECRG4",9.671642,6.74924,6.964994,7.795292,82,39,39,"Ecrg4",0.731721,0.945376,0.537495,7,9,10,0.738197333333333,5.06000776283168
"ECSCR",0,0,0,0,0,0,0,"Ecscr",2.542255,3.081265,3.687123,24,29,54,3.10354766666667,0.243691576467614
"ECSIT",105.993121,80.832918,115.653912,100.826650333333,316,225,244,"Ecsit",13.004015,13.011963,13.210765,265,266,524,13.075581,7.23427688941105
"ECT2",11.492383,2.87279,7.99123,7.45213433333333,429,125,215,"Ect2",0.851319,0.251263,0.35137,11,8,30,0.484650666666667,5.69301218333741
"ECT2L",0.039504,0.871891,0.036878,0.316091,3,4,2,"Ect2l",1.030755,0.318961,0.427882,7,2,9,0.592532666666667,0.826413817152469
"EDA",1.653589,1.164755,1.16719,1.32851133333333,120,66,54,"Eda",1.311143,0.907067,1.366184,47,63,119,1.194798,1.06092284270959
"EDA2R",2.438638,1.89946,2.626047,2.32138166666667,154,92,113,"Eda2r",0.138208,0.083909,0.066386,8,3,4,0.0961676666666667,3.02999419492699
"EDAR",0.024684,0,0,0.008228,2,0,0,"Edar",0.17701,0.060422,0.093175,9,3,9,0.110202333333333,0.908147974228121
"EDARADD",0.066809,0.175843,0.099346,0.113999333333333,3,7,3,"Edaradd",0.041963,0.010687,0.010975,4,1,2,0.0212083333333333,1.09086392753682
"EDC3",60.956005,81.586411,97.531218,80.0245446666667,658,551,497,"Edc3",3.965174,4.085746,4.288797,261,277,544,4.113239,15.8460311881895
"EDC4",78.594958,78.989374,100.029429,85.8712536666667,1392,1163,1154,"Edc4",9.826941,11.553635,12.322777,563,524,1094,11.234451,7.10054367512418
"EDDM13",1.658179,2.326499,1.540425,1.841701,8,6,4,"Epp13",0,0,0,0,0,0,0,2.841701
"EDDM3A",0,0,0,0,0,0,0,"Eddm3b",0,0,0,0,0,0,0,1
"EDDM3B",0,0,0,0,0,0,0,"Eddm3b",0,0,0,0,0,0,0,1
"EDEM1",12.245254,10.667388,4.572862,9.16183466666667,644,361,346,"Edem1",9.481131,11.970389,10.778228,255,262,498,10.7432493333333,0.865334148856245
"EDEM2",6.890377,5.377946,6.784339,6.35088733333333,228,135,144,"Edem2",7.718077,7.00129,8.677281,153,166,373,7.79888266666667,0.835434180885391
"EDEM3",14.680904,9.551952,9.770708,11.3345213333333,1011,759,654,"Edem3",8.931624,8.605321,8.119198,749,710,1289,8.55204766666667,1.2912960407826
"EDF1",139.471528,140.12059,141.138096,140.243404666667,1208,921,818,"Edf1",113.402162,160.882764,136.429787,448,577,1071,136.904904333333,1.02420871360212
"EDIL3",45.985823,93.113776,64.575302,67.8916336666667,2874,4236,3322,"Edil3",24.536144,24.953366,21.213177,1737,1661,2740,23.5675623333333,2.80417050466559
"EDN1",0.374554,0.791109,0.678438,0.614700333333333,13,21,16,"Edn1",0.743371,0.837661,0.80465,21,23,43,0.795227333333333,0.899440590810969
"EDN2",0,0,0,0,0,0,0,"Edn2",0,0,0,0,0,0,0,1
"EDN3",5.606972,0.224603,0.216542,2.016039,193,7,6,"Edn3",2.107189,2.32308,2.075583,76,88,154,2.16861733333333,0.951847030650172
"EDNRA",20.309444,3.179614,3.069769,8.85294233333333,704,117,53,"Ednra",0.598234,0.922405,0.966986,30,45,92,0.829208333333333,5.38645169813899
"EDNRB",78.473511,58.488937,76.060917,71.0077883333333,4109,2384,2717,"Ednrb",12.784769,12.638997,11.445702,700,683,1170,12.2898226666667,5.41826555097249
"EDRF1",13.987897,9.00468,15.696858,12.8964783333333,399,261,296,"Edrf1",7.686008,11.138141,9.137534,236,225,550,9.320561,1.34648478249713
"EEA1",5.041964,3.371687,2.936615,3.783422,852,457,362,"Eea1",7.507703,7.341863,6.738138,820,783,1391,7.19590133333333,0.58363586937601
"EED",15.521378,11.175429,9.715753,12.13752,331,187,165,"Eed",16.022293,16.05585,15.648045,125,115,228,15.9087293333333,0.776966721804524
"EEF1A2",198.592686,312.557836,266.216891,259.122471,3626,4152,3769,"Eef1a2",286.741214,285.53202,257.110507,7048,7238,12998,276.461247,0.9375091974556
"EEF1AKMT1",4.408906,2.470162,2.753519,3.21086233333333,58,23,23,"Eef1akmt1",23.71148,17.115329,16.779705,145,147,259,19.2021713333333,0.20843612618934
"EEF1AKMT3",5.308164,2.643313,2.124378,3.35861833333333,149,49,56,"Eef1akmt3",0.084384,0.028288,0.015467,3,1,1,0.042713,4.18007479846644
"EEF1AKMT4",2.433489,2.580897,2.153713,2.38936633333333,36,29,21,"Eef1akmt4",1.198157,0.54165,0.633126,17,8,16,0.790977666666667,1.89246711246911
"EEF1AKNMT",21.358446,15.834347,24.661656,20.6181496666667,371,335,326,"Eef1aknmt",5.392664,4.987711,4.615559,135,163,332,4.99864466666667,3.60383901163452
"EEF1B2",218.656858,175.016642,204.250605,199.308035,2188,1429,1387,"Eef1b2",176.001039,165.262205,182.295999,893,841,1695,174.519747666667,1.14122791117732
"EEF1D",403.58917,234.531323,258.941643,299.020712,2064,996,1078,"Eef1d",51.815249,60.519192,61.682331,454,446,990,58.0055906666667,5.08461501037879
"EEF1E1",26.521097,40.463772,39.337086,35.4406516666667,279,347,310,"Eef1e1",7.959886,9.386227,8.040725,165,153,248,8.46227933333333,3.85114943059174
"EEF1G",700.009732,433.831433,472.877404,535.572856333333,15445,7199,7575,"Eef1g",180.099789,195.645181,184.892562,2080,2147,3924,186.879177333333,2.85594637973825
"EEF2",4863.841421,3594.553454,3979.735681,4146.04351866667,28478,16159,16252,"Eef2",271.411654,260.408191,249.919377,10551,10267,18658,260.579740666667,15.8538406227387
"EEF2K",9.408753,11.002995,9.618931,10.0102263333333,933,557,536,"Eef2k",19.08086,12.971687,17.249639,387,417,848,16.434062,0.631535343474936
"EEF2KMT",6.577938,3.205689,6.217541,5.33372266666667,93,33,56,"Eef2kmt",2.406868,3.839117,2.324884,29,42,50,2.85695633333333,1.64215565831745
"EEFSEC",5.093156,4.267506,5.684691,5.01511766666667,200,126,122,"Eefsec",5.155783,5.366847,5.000725,114,141,216,5.17445166666667,0.974194631588068
"EEPD1",5.057144,3.400816,6.625671,5.027877,85,58,71,"Eepd1",4.873973,5.910166,4.630853,178,213,326,5.13833066666667,0.982005911270556
"EFCAB1",1.334348,0.297412,0.59025,0.74067,22,4,9,"Efcab1",2.478879,2.823785,2.90693,71,78,138,2.73653133333333,0.465851840842764
"EFCAB10",0.584976,1.104884,0.856964,0.848941333333333,12,13,7,"Efcab10",1.282356,1.955395,0.753794,8,12,9,1.330515,0.793361696163008
"EFCAB11",4.968045,5.28515,4.598062,4.950419,80,81,73,"Efcab11",0.268814,0.148139,0.229016,4,2,10,0.215323,4.89616258393859
"EFCAB12",0.205955,0.440618,0.164761,0.270444666666667,18,13,7,"Efcab12",1.161127,1.17458,1.540096,40,39,100,1.29193433333333,0.554311111007689
"EFCAB14",13.60534,8.987929,8.490366,10.3612116666667,964,484,477,"Efcab14",31.504556,29.198009,29.58555,719,708,1291,30.0960383333333,0.365358813392253
"EFCAB2",14.800915,13.968465,17.027446,15.2656086666667,160,148,159,"Efcab2",6.188785,3.660177,4.418698,172,174,316,4.75588666666667,2.82590843229482
"EFCAB3",0.735228,0.746552,0.275852,0.585877333333333,15,9,4,"Efcab3",0.503213,0.459882,0.278176,7,3,6,0.413757,1.12174675940302
"EFCAB5",0.20042,0.448133,0.296258,0.314937,11,5,3,"Efcab5",4.164377,0.896901,1.097992,41,27,87,2.05309,0.430690546298995
"EFCAB6",0.646473,1.246351,0.473445,0.788756333333333,28,26,12,"Efcab6",3.202565,2.600601,4.813748,78,73,177,3.53897133333333,0.394088484365841
"EFCAB7",16.380368,10.50628,22.705277,16.5306416666667,216,146,187,"Efcab7",4.242948,1.017532,6.616166,13,14,35,3.958882,3.53520040740366
"EFCAB8",0.026726,0.234359,0.060594,0.107226333333333,2,3,3,"Efcab8",0,0,0,0,0,0,0,1.10722633333333
"EFCAB9",0.113028,0.148485,0.162988,0.141500333333333,1,1,1,"Efcab9",0.53736,0.461372,0.096427,4,3,1,0.365053,0.836231511401633
"EFCC1",4.143842,0.151479,1.741781,2.01236733333333,155,4,45,"Efcc1",2.107249,5.247523,1.610632,44,61,103,2.988468,0.755269274652156
"EFEMP1",1.212949,0.913578,0.197444,0.774657,41,3,3,"Efemp1",4.714228,9.245601,6.078538,98,139,241,6.67945566666667,0.23109150922025
"EFEMP2",127.897162,49.94228,51.497979,76.445807,1018,364,330,"Efemp2",16.256599,13.206657,9.976643,70,76,145,13.146633,5.47450456939118
"EFHB",0.680395,0.457818,0.034246,0.390819666666667,10,5,1,"Efhb",0.290122,0.260563,0.399126,14,12,39,0.316603666666667,1.05636927944147
"EFHC1",42.311575,26.598336,30.370155,33.0933553333333,808,362,410,"Efhc1",0.603999,0.796882,0.64936,17,22,21,0.683413666666667,20.2525119098277
"EFHC2",0.370598,0.068626,0.129181,0.189468333333333,21,3,4,"Efhc2",0.610435,0.806299,0.690669,21,27,45,0.702467666666667,0.698673082973871
"EFHD1",0.929937,0.488156,0.412364,0.610152333333333,23,6,7,"Efhd1",9.609588,7.857332,8.641677,200,179,392,8.70286566666667,0.165946060540122
"EFHD2",5.227783,3.799712,4.312571,4.44668866666667,209,99,118,"Efhd2",69.223495,66.21914,61.118462,2105,2010,3640,65.5203656666667,0.0818800169253429
"EFL1",10.964844,13.181112,16.038538,13.3948313333333,409,323,322,"Efl1",3.538755,3.352522,3.485432,130,151,305,3.458903,3.22833471222257
"EFNA1",2.141575,3.148406,1.802916,2.364299,53,43,26,"Efna1",1.126083,1.551072,1.50901,20,28,53,1.39538833333333,1.40449001658047
"EFNA2",2.952842,2.168507,3.253445,2.791598,113,62,80,"Efna2",1.724527,1.840891,1.488767,42,46,74,1.68472833333333,1.41228367612614
"EFNA3",9.471015,8.748282,8.261429,8.82690866666667,235,160,139,"Efna3",17.632465,19.785252,18.853428,413,446,782,18.7570483333333,0.497387489308668
"EFNA4",2.988214,1.089118,1.932959,2.00343033333333,61,16,26,"Efna4",0.150573,0.152163,0.078059,3,3,3,0.126931666666667,2.66513970826388
"EFNA5",2.615667,9.276927,16.306971,9.399855,134,236,278,"Efna5",5.257534,5.124521,6.353186,245,257,460,5.57841366666667,1.58090620732729
"EFNB1",8.734873,3.406844,6.579186,6.240301,520,153,256,"Efnb1",4.995723,4.393589,3.389541,123,132,231,4.25961766666667,1.37658313947154
"EFNB2",21.613968,27.734148,27.584395,25.6441703333333,1699,1650,1455,"Efnb2",13.4168,15.777543,15.526947,628,746,1355,14.9070966666667,1.67498638448374
"EFNB3",10.02438,7.93397,10.690444,9.549598,571,341,398,"Efnb3",24.149767,25.635618,23.029517,991,1075,1913,24.271634,0.417448195079115
"EFR3A",10.62357,9.023765,8.649991,9.432442,790,440,387,"Efr3a",50.800712,48.948408,39.211556,1662,1510,2569,46.3202253333333,0.220464757437475
"EFR3B",5.002211,6.062928,6.917366,5.99416833333333,722,635,663,"Efr3b",29.251372,32.835676,34.145726,2250,2483,4496,32.0775913333333,0.2114473288835
"EFS",23.767411,9.009887,13.746233,15.5078436666667,1122,321,425,"Efs",1.571331,1.918882,3.326621,55,68,154,2.272278,5.04475587546861
"EFTUD2",413.698344,379.407597,381.393419,391.499786666667,1607,1006,1061,"Eftud2",75.435573,104.702621,78.617753,890,988,1767,86.2519823333333,4.49846268440273
"EGF",15.685374,0.511222,0.285126,5.49390733333333,360,6,13,"Egf",0.671382,1.120435,0.839587,13,15,37,0.877134666666667,3.45947866642138
"EGFL6",1.653324,0.159723,0.3196,0.710882333333333,68,5,9,"Egfl6",0.602662,0.836005,0.757859,22,30,53,0.732175333333333,0.987707364496974
"EGFL7",7.394404,5.836744,6.536898,6.58934866666667,125,76,82,"Egfl7",40.92692,46.404013,42.478606,170,183,337,43.2698463333333,0.17143381545809
"EGFL8",83.978411,69.09902,98.131791,83.7364073333333,985,554,667,"Egfl8",0.695053,1.478509,0.821043,9,11,21,0.998201666666667,42.4063340286808
"EGFLAM",22.453949,6.326731,10.403952,13.061544,1108,226,377,"Egflam",3.062322,2.244057,0.660783,35,52,81,1.989054,4.70434592349285
"EGFR",1.327427,0.200302,0.139534,0.555754333333333,226,29,18,"Egfr",4.007998,4.680164,2.30477,213,239,430,3.66431066666667,0.333544320804246
"EGLN1",33.602321,17.641493,20.594499,23.9461043333333,1288,590,666,"Egln1",26.037278,23.29671,21.456111,1073,974,1791,23.5966996666667,1.0142053475223
"EGLN2",63.016084,69.72588,69.873106,67.5383566666667,1180,960,915,"Egln2",21.163087,24.855911,23.911084,492,564,1062,23.3100273333333,2.8193451091965
"EGLN3",16.287546,0.218443,0.968161,5.82471666666667,439,6,8,"Egln3",2.54183,3.002111,2.210966,88,105,152,2.584969,1.9037031189577
"EGR1",18.7672,7.700583,10.620172,12.3626516666667,1061,330,401,"Egr1",65.948475,68.203423,70.520155,2690,2775,5643,68.2240176666667,0.193034904894016
"EGR2",2.355659,1.533229,0.625525,1.50480433333333,73,27,16,"Egr2",10.553793,4.559639,4.552513,93,75,172,6.555315,0.331528775879408
"EGR3",1.498887,0.564744,0.217599,0.76041,91,18,12,"Egr3",57.206648,31.742504,41.392756,2228,1292,2965,43.4473026666667,0.0396066778945446
"EGR4",0.0267,0,0.041235,0.022645,1,0,1,"Egr4",5.030771,7.739909,10.159605,74,153,452,7.64342833333333,0.118314742780498
"EHBP1",37.013843,53.714661,63.937583,51.5553623333333,1062,950,975,"Ehbp1",8.849746,9.933244,9.216973,563,642,1135,9.333321,5.0860088768493
"EHBP1L1",177.09755,12.968548,6.558685,65.5415943333333,1521,153,153,"Ehbp1l1",10.513121,9.298449,7.23395,210,238,391,9.01517333333333,6.6440781520839
"EHD1",44.985862,44.51176,53.283696,47.5937726666667,1311,1009,1114,"Ehd1",31.720166,23.178066,25.558598,320,333,578,26.8189433333333,1.74678714731916
"EHD2",13.646609,4.344664,5.15469,7.715321,557,155,108,"Ehd2",2.136679,2.174739,2.78297,84,87,205,2.364796,2.59014840721399
"EHD3",7.29684,9.612776,9.334952,8.74818933333333,668,667,567,"Ehd3",18.559713,18.58358,16.608405,947,928,1614,17.9172326666667,0.515307365781373
"EHD4",6.13208,6.036215,8.173798,6.78069766666667,750,563,669,"Ehd4",6.002344,8.108171,3.652647,132,142,240,5.921054,1.12420704515044
"EHF",0,0,0.014321,0.00477366666666667,0,0,1,"Ehf",0.107677,0.274017,0.196805,1,1,2,0.192833,0.842342278145111
"EHHADH",4.955444,5.246471,6.443626,5.54851366666667,58,27,34,"Ehhadh",0.879992,0.978403,0.850021,36,39,66,0.902805333333333,3.44150478871897
"EHMT1",104.312975,59.243235,109.719924,91.0920446666667,963,604,641,"Ehmt1",13.200045,9.64214,14.311721,336,338,688,12.3846353333333,6.88042986403365
"EHMT2",26.578417,21.564129,23.368604,23.83705,1120,719,740,"Ehmt2",47.02035,48.247896,51.631901,1457,1663,3372,48.9667156666667,0.497071894132299
"EI24",41.955495,44.90976,41.147522,42.6709256666667,1184,922,1020,"Ei24",44.518786,59.612031,49.86603,896,925,1755,51.3322823333333,0.834493045583266
"EID1",89.683777,91.120075,104.788646,95.1974993333333,2316,1598,1823,"Eid1",96.141755,106.702107,89.446204,1923,2140,3564,97.430022,0.977318681624732
"EID2",17.015001,19.174505,23.557597,19.915701,348,298,323,"Eid2",17.391961,18.605289,18.761221,202,228,472,18.2528236666667,1.0863705689162
"EID2B",5.448808,5.95477,6.17356,5.859046,146,143,132,"Eid2b",6.980244,9.509208,7.540487,140,198,315,8.00997966666667,0.761272084261825
"EID3",1.087966,0.273623,0.181968,0.514519,26,5,3,"Eid3",0.063862,0.195081,0.100253,1,3,3,0.119732,1.35257275848149
"EIF1AD",18.049958,19.982331,18.497649,18.8433126666667,426,359,331,"Eif1ad",19.555996,15.813067,12.650164,197,210,378,16.006409,1.16681379747286
"EIF1AX",31.140822,31.082073,33.320214,31.847703,2209,1857,1831,"Eif1ax",28.999143,32.845451,32.125801,2138,2341,3918,31.323465,1.01621849637717
"EIF1B",59.579208,55.260701,68.035384,60.958431,832,600,666,"Eif1b",53.318875,64.645701,68.761582,544,593,1111,62.2420526666667,0.979703035993592
"EIF2A",163.596632,125.586936,162.293867,150.492478333333,970,630,701,"Eif2a",21.358348,21.952685,19.556187,440,430,786,20.95574,6.89990309291936
"EIF2AK1",53.409002,50.5759,53.83141,52.6054373333333,1683,1308,1341,"Eif2ak1",13.108845,13.101026,12.42093,790,774,1437,12.8769336666667,3.86291659389403
"EIF2AK2",12.260729,7.861453,7.868204,9.33012866666667,2181,1118,1016,"Eif2ak2",1.804361,2.108833,2.005514,109,108,172,1.97290266666667,3.47476181527638
"EIF2AK3",24.31701,15.570733,21.208231,20.3653246666667,663,405,470,"Eif2ak3",8.753947,14.679483,6.912548,331,373,548,10.115326,1.92215007159184
"EIF2AK4",16.171203,13.197599,16.998606,15.4558026666667,1046,654,578,"Eif2ak4",4.930786,3.520083,5.59148,244,226,484,4.680783,2.89674903383331
"EIF2B1",23.468651,19.042116,26.282972,22.9312463333333,612,439,464,"Eif2b1",10.748304,10.01342,11.980965,186,189,389,10.9142296666667,2.00862724681962
"EIF2B2",32.294893,36.501128,36.061622,34.9525476666667,512,437,417,"Eif2b2",26.709714,34.356737,35.709865,180,203,431,32.258772,1.08099444160676
"EIF2B3",19.612482,22.549035,39.537332,27.2329496666667,374,314,337,"Eif2b3",9.345614,6.681947,9.490562,118,129,207,8.506041,2.97000083069983
"EIF2B4",19.427827,20.445354,25.121979,21.6650533333333,465,345,366,"Eif2b4",87.843093,117.227918,105.488571,225,207,403,103.519860666667,0.216849249403579
"EIF2B5",30.258373,40.64878,37.155191,36.0207813333333,827,644,714,"Eif2b5",19.616443,18.6527,18.115302,502,495,927,18.794815,1.87022618465155
"EIF2D",19.53885,22.134179,13.235153,18.3027273333333,494,279,253,"Eif2d",10.292014,8.960129,10.837941,235,216,478,10.030028,1.75001616798555
"EIF2S1",54.304674,59.06425,67.294815,60.2212463333333,1013,901,957,"Eif2s1",19.435632,23.132046,20.320872,416,369,719,20.96285,2.78749098287942
"EIF2S2",24.431669,20.403821,26.183247,23.6729123333333,1106,703,813,"Eif2s2",18.92437,18.185863,18.814784,593,559,1136,18.6416723333333,1.2561513049712
"EIF2S3",179.069525,101.224268,176.064602,152.119465,2232,1274,1517,"Eif2s3y",32.211827,26.428295,32.146126,435,374,800,30.2620826666667,4.89792911856331
"EIF2S3",179.069525,101.224268,176.064602,152.119465,2232,1274,1517,"Eif2s3x",23.240719,27.503096,24.454313,1179,1364,2193,25.0660426666667,5.87428889602063
"EIF2S3B",0.107537,0.096071,0,0.0678693333333333,4,3,0,"Eif2s3x",23.240719,27.503096,24.454313,1179,1364,2193,25.0660426666667,0.0409678349333375
"EIF2S3B",0.107537,0.096071,0,0.0678693333333333,4,3,0,"Eif2s3y",32.211827,26.428295,32.146126,435,374,800,30.2620826666667,0.0341586113989761
"EIF3A",41.084459,37.906556,38.390562,39.1271923333333,4128,2900,2745,"Eif3a",48.382269,39.925115,41.80779,2025,1981,3677,43.3717246666667,0.904341506551312
"EIF3B",74.426735,60.022113,79.754509,71.401119,1771,1168,1312,"Eif3b",47.557436,43.650604,38.758493,921,899,1627,43.3221776666667,1.6335189923317
"EIF3C",282.4734,318.363424,377.662346,326.16639,4898,4203,4000,"Eif3c",61.300739,64.610036,62.203,1866,1907,3302,62.7045916666667,5.13567988492719
"EIF3CL",1.278101,3.688135,6.940483,3.96890633333333,72,157,259,"Eif3c",61.300739,64.610036,62.203,1866,1907,3302,62.7045916666667,0.077999186610175
"EIF3D",60.416592,38.392836,48.225831,49.011753,1587,696,788,"Eif3d",197.456149,213.698776,184.762666,639,650,1112,198.639197,0.250510690042497
"EIF3E",548.489841,303.928709,281.661991,378.026847,2847,1117,1336,"Eif3e",41.588028,44.399398,40.975539,740,783,1422,42.3209883333333,8.74926592356523
"EIF3F",79.26368,46.11318,59.620647,61.6658356666667,2394,1642,1687,"Eif3f",51.484471,67.083536,67.884383,719,880,1690,62.1507966666667,0.992320587774058
"EIF3G",141.02479,89.181117,98.948197,109.718034666667,971,542,559,"Eif3g",39.609374,37.597762,35.241539,431,461,798,37.4828916666667,2.87707159913269
"EIF3H",122.849017,97.422879,106.989687,109.087194333333,2018,1148,1247,"Eif3h",95.484558,82.931476,81.098233,855,892,1602,86.5047556666667,1.2580709870523
"EIF3I",66.953331,62.833837,65.163534,64.9835673333333,1296,824,863,"Eif3i",45.745988,45.689387,43.81964,545,547,1043,45.085005,1.43177954159565
"EIF3J",50.222722,48.18964,61.906292,53.4395513333333,1034,818,902,"Eif3j2",7.621885,8.530831,7.115945,247,269,437,7.75622033333333,6.21724320093818
"EIF3J",50.222722,48.18964,61.906292,53.4395513333333,1034,818,902,"Eif3j1",5.668778,6.660824,5.940678,438,462,851,6.09009333333333,7.67825595149664
