"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"OMP",0.608377,0.267659,0.307899,0.394645,3,1,1,"Omp",0.066072,0.071904,0.070888,2,4,4,0.0696213333333333,1.3038679732142
"ONECUT1",5.513309,4.134315,1.729727,3.79245033333333,258,130,56,"Onecut1",0.168806,0.019058,0.036279,5,2,1,0.0747143333333333,4.4592783260544
"ONECUT2",7.110233,6.382479,6.081776,6.52482933333333,2192,1504,1303,"Onecut2",0.3825,0.043257,0.057785,96,19,25,0.161180666666667,6.48032605893656
"ONECUT3",15.126839,40.388012,35.066547,30.1937993333333,1863,3751,2805,"Onecut3",0.052664,0.034474,0.016601,3,4,2,0.0345796666666667,30.1511815265394
"OOEP",0,0.086323,0,0.0287743333333333,0,1,0,"Ooep",0.131397,0.111997,0.203868,4,6,11,0.149087333333333,0.895296905196066
"OOSP2",0,0,0,0,0,0,0,"Oosp2",0,0.171801,0,0,1,0,0.057267,0.945834874255983
"OPA1",70.94345,72.646045,53.722888,65.7707943333333,1974,1785,1643,"Opa1",29.88897,16.588897,15.157986,2434,2562,2272,20.5452843333333,3.09909088691071
"OPA3",4.57207,6.854368,7.355583,6.26067366666667,583,599,561,"Opa3",14.135797,15.230689,13.491346,700,1371,1237,14.285944,0.474990204508578
"OPALIN",0,0,0,0,0,0,0,"Opalin",8.439699,14.258767,19.605518,228,671,936,14.101328,0.0662193417691477
"OPCML",2.238298,22.934162,12.357199,12.5098863333333,238,777,581,"Opcml",32.318086,13.726889,12.273402,3027,2159,1933,19.439459,0.66097083750276
"OPHN1",10.490799,13.808185,5.544134,9.947706,915,644,546,"Ophn1",21.815768,18.247727,13.265155,562,604,537,17.7762166666667,0.58306240252518
"OPLAH",0.654073,0.789723,1.759856,1.067884,49,33,34,"Oplah",10.163234,10.251836,12.621737,287,483,478,11.012269,0.172147660029924
"OPN1LW",0,0,0,0,0,0,0,"Opn1mw",0.139565,0.68298,0.297272,1,10,6,0.373272333333333,0.728187684064608
"OPN1MW",0,0,0,0,0,0,0,"Opn1mw",0.139565,0.68298,0.297272,1,10,6,0.373272333333333,0.728187684064608
"OPN1MW2",0,0,0,0,0,0,0,"Opn1mw",0.139565,0.68298,0.297272,1,10,6,0.373272333333333,0.728187684064608
"OPN1MW3",0,0,0,0,0,0,0,"Opn1mw",0.139565,0.68298,0.297272,1,10,6,0.373272333333333,0.728187684064608
"OPN1SW",0.11727,0,0,0.03909,2,0,0,"Opn1sw",0,0.275097,0.058229,0,3,2,0.111108666666667,0.935183057402726
"OPN3",18.396728,8.159278,9.358292,11.9714326666667,516,182,197,"Opn3",2.710452,1.912449,2.188422,65,85,100,2.270441,3.96626408079726
"OPN4",0.035041,0.060731,0,0.031924,1,2,0,"Opn4",0.03432,0.125649,0.079596,1,4,2,0.079855,0.955613485143839
"OPN5",0,0.228384,0,0.076128,0,1,0,"Opn5",0,0,0,0,0,0,0,1.076128
"OPRD1",2.406492,2.226064,2.914024,2.51552666666667,431,302,346,"Oprd1",3.227561,0.876225,0.856873,190,95,95,1.653553,1.32483755427786
"OPRK1",0.531204,0.044735,0.563114,0.379684333333333,37,3,35,"Oprk1",1.617193,1.539509,1.219039,107,180,118,1.45858033333333,0.561171141991022
"OPRL1",3.094098,5.567682,4.593273,4.418351,187,248,178,"Oprl1",16.824874,18.723894,21.723436,654,1376,1421,19.0907346666667,0.269694020148989
"OPRM1",0.134216,0.187366,0.147776,0.156452666666667,17,19,12,"Oprm1",18.941245,0.34206,5.357561,43,19,27,8.213622,0.125515531966328
"OPTC",0,0,0,0,0,0,0,"Optc",0.450327,0.671603,0.587576,6,16,16,0.569835333333333,0.63700948676995
"OPTN",41.601699,52.928108,47.104479,47.2114286666667,1475,1342,1183,"Optn",7.322143,5.75067,6.164381,229,360,378,6.412398,6.50416082172958
"OR10A2",0.020279,0.013298,0.014566,0.0160476666666667,2,1,1,"Olfr714",0,0,0,0,0,0,0,1.01604766666667
"OR10A2",0.020279,0.013298,0.014566,0.0160476666666667,2,1,1,"Olfr713",0.105093,0.049374,0.045737,10,8,7,0.0667346666666667,0.952483966647126
"OR10A3",0.066298,0.111946,0.091964,0.0900693333333333,3,4,3,"Olfr514",0,0,0,0,0,0,0,1.09006933333333
"OR10A3",0.066298,0.111946,0.091964,0.0900693333333333,3,4,3,"Olfr517",0,0,0,0,0,0,0,1.09006933333333
"OR10A3",0.066298,0.111946,0.091964,0.0900693333333333,3,4,3,"Olfr518",0,0,0,0,0,0,0,1.09006933333333
"OR10A3",0.066298,0.111946,0.091964,0.0900693333333333,3,4,3,"Olfr512",0,0,0,0,0,0,0,1.09006933333333
"OR10A3",0.066298,0.111946,0.091964,0.0900693333333333,3,4,3,"Olfr519",0,0,0,0,0,0,0,1.09006933333333
"OR10A3",0.066298,0.111946,0.091964,0.0900693333333333,3,4,3,"Olfr516",0,0,0,0,0,0,0,1.09006933333333
"OR10A4",0,0,0,0,0,0,0,"Olfr17",0,0,0,0,0,0,0,1
"OR10A5",0,0,0,0,0,0,0,"Olfr713",0.105093,0.049374,0.045737,10,8,7,0.0667346666666667,0.937440238184816
"OR10A5",0,0,0,0,0,0,0,"Olfr714",0,0,0,0,0,0,0,1
"OR10AD1",0.236237,0.187012,0.071276,0.164841666666667,5,3,1,"Olfr288",0.133837,0,0.102479,4,0,5,0.078772,1.07978485413662
"OR10AD1",0.236237,0.187012,0.071276,0.164841666666667,5,3,1,"Olfr287",5.084984,4.22499,3.956685,87,132,134,4.42221966666667,0.214827457808023
"OR10AD1",0.236237,0.187012,0.071276,0.164841666666667,5,3,1,"Olfr286",0.037157,0.275076,0,2,2,0,0.104077666666667,1.05503598327775
"OR10AG1",0,0.026954,0,0.00898466666666667,0,1,0,"Olfr1116",0.076619,0.032536,0.033783,11,8,8,0.047646,0.963096949414847
"OR10AG1",0,0.026954,0,0.00898466666666667,0,1,0,"Olfr1123",0,0.007549,0,0,1,0,0.00251633333333333,1.00645209770481
"OR10AG1",0,0.026954,0,0.00898466666666667,0,1,0,"Olfr1118",0.071324,0.043264,0.017646,5,5,2,0.044078,0.966388207266762
"OR10AG1",0,0.026954,0,0.00898466666666667,0,1,0,"Olfr1122",0.083689,0.436246,0,6,3,0,0.173311666666667,0.859945993320899
"OR10C1",0,0,0,0,0,0,0,"Olfr95",0.058915,0.015739,0.01657,4,2,2,0.030408,0.970489359554662
"OR10D3",0,0,0,0,0,0,0,"Olfr958",0.019398,0.011194,0,1,1,0,0.0101973333333333,0.989905602601736
"OR10G2",0,0,0,0,0,0,0,"Olfr1510",0.036703,0,0,1,0,0,0.0122343333333333,0.987913536490068
"OR10G2",0,0,0,0,0,0,0,"Olfr1511",0,0,0,0,0,0,0,1
"OR10G3",0.546342,0.390338,0.42153,0.452736666666667,17,9,9,"Olfr1512",0,0.019079,0,0,1,0,0.00635966666666667,1.44355613085978
"OR10G3",0.546342,0.390338,0.42153,0.452736666666667,17,9,9,"Olfr1513",0,0,0.049122,0,0,1,0.016374,1.42933277186023
"OR10G4",0.106615,0.030329,0.137007,0.091317,6,1,5,"Olfr979",0,0,0,0,0,0,0,1.091317
"OR10G4",0.106615,0.030329,0.137007,0.091317,6,1,5,"Olfr978",0,0,0,0,0,0,0,1.091317
"OR10G4",0.106615,0.030329,0.137007,0.091317,6,1,5,"Olfr980",0,0,0,0,0,0,0,1.091317
"OR10G6",0,0,0,0,0,0,0,"Olfr981",0.106865,0.028943,0.073176,8,2,5,0.0696613333333333,0.934875337489997
"OR10G7",0,0,0,0,0,0,0,"Olfr979",0,0,0,0,0,0,0,1
"OR10G7",0,0,0,0,0,0,0,"Olfr980",0,0,0,0,0,0,0,1
"OR10G7",0,0,0,0,0,0,0,"Olfr978",0,0,0,0,0,0,0,1
"OR10G8",0,0,0,0,0,0,0,"Olfr979",0,0,0,0,0,0,0,1
"OR10G8",0,0,0,0,0,0,0,"Olfr978",0,0,0,0,0,0,0,1
"OR10G8",0,0,0,0,0,0,0,"Olfr980",0,0,0,0,0,0,0,1
"OR10G9",0,0,0,0,0,0,0,"Olfr980",0,0,0,0,0,0,0,1
"OR10G9",0,0,0,0,0,0,0,"Olfr978",0,0,0,0,0,0,0,1
"OR10G9",0,0,0,0,0,0,0,"Olfr979",0,0,0,0,0,0,0,1
"OR10H1",0.205682,0.091018,0.268966,0.188555333333333,17,6,15,"Olfr239",0,0,0,0,0,0,0,1.18855533333333
"OR10H1",0.205682,0.091018,0.268966,0.188555333333333,17,6,15,"Olfr1564",0.106107,0.035761,0.04093,8,5,4,0.0609326666666667,1.12029289951797
"OR10H1",0.205682,0.091018,0.268966,0.188555333333333,17,6,15,"Olfr55",0.088489,0.017212,0,5,2,0,0.0352336666666667,1.14810343944894
"OR10H2",0,0,0,0,0,0,0,"Olfr239",0,0,0,0,0,0,0,1
"OR10H2",0,0,0,0,0,0,0,"Olfr1564",0.106107,0.035761,0.04093,8,5,4,0.0609326666666667,0.942566886117184
"OR10H2",0,0,0,0,0,0,0,"Olfr55",0.088489,0.017212,0,5,2,0,0.0352336666666667,0.965965493780631
"OR10H3",0,0,0,0,0,0,0,"Olfr63",0.250313,0.060356,0.034312,27,8,6,0.114993666666667,0.896866080853673
"OR10H4",0,0,0,0,0,0,0,"Olfr63",0.250313,0.060356,0.034312,27,8,6,0.114993666666667,0.896866080853673
"OR10H5",0.153368,0.165239,0.106433,0.14168,21,17,10,"Olfr1564",0.106107,0.035761,0.04093,8,5,4,0.0609326666666667,1.07610976254227
"OR10H5",0.153368,0.165239,0.106433,0.14168,21,17,10,"Olfr55",0.088489,0.017212,0,5,2,0,0.0352336666666667,1.10282348493947
"OR10H5",0.153368,0.165239,0.106433,0.14168,21,17,10,"Olfr239",0,0,0,0,0,0,0,1.14168
"OR10J3",0,0,0,0,0,0,0,"Olfr218",0,0,0,0,0,0,0,1
"OR10J3",0,0,0,0,0,0,0,"Olfr1404",0,0,0,0,0,0,0,1
"OR10J5",0,0,0,0,0,0,0,"Olfr16",0,0,0,0,0,0,0,1
"OR10K1",0.439773,0.378162,0.3918,0.403245,30,20,19,"Olfr370",0,0,0.031605,0,0,2,0.010535,1.38861593116518
"OR10Q1",0,0,0,0,0,0,0,"Olfr1494",0,0,0,0,0,0,0,1
"OR10Q1",0,0,0,0,0,0,0,"Olfr1495",0,0,0,0,0,0,0,1
"OR10Q1",0,0,0,0,0,0,0,"Olfr1491",0,0,0,0,0,0,0,1
"OR10S1",0,0,0,0,0,0,0,"Olfr982",0.109003,0.00698,0.02225,9,1,3,0.0460776666666667,0.955951964051108
"OR10V1",0,0,0,0,0,0,0,"Olfr1420",0.069368,0.029925,0.05928,2,1,2,0.0528576666666667,0.949795999649209
"OR10W1",0,0,0,0,0,0,0,"Olfr1490",0,0,0.007728,0,0,1,0.002576,0.997430618726161
"OR10X1",0,0,0,0,0,0,0,"Olfr417",0,0,0.007069,0,0,1,0.00235633333333333,0.997649205921115
"OR10X1",0,0,0,0,0,0,0,"Olfr248",0,0,0,0,0,0,0,1
"OR10Z1",0.051383,0.055806,0.02513,0.0441063333333333,6,5,2,"Olfr419",0,0,0,0,0,0,0,1.04410633333333
"OR11A1",0.026988,0,0.039232,0.0220733333333333,1,0,1,"Olfr96",0,0,0,0,0,0,0,1.02207333333333
"OR11G2",0.015136,0,0.02105,0.012062,1,0,1,"Olfr738",0,0,0,0,0,0,0,1.012062
"OR11H4",0,0,0,0,0,0,0,"Olfr747",0,0,0,0,0,0,0,1
"OR11H4",0,0,0,0,0,0,0,"Olfr749",0,0,0,0,0,0,0,1
"OR11H6",0,0,0,0,0,0,0,"Olfr745",0.077256,0,0,2,0,0,0.025752,0.974894516413324
"OR11L1",0,0,0,0,0,0,0,"Olfr323",0.037356,0,0.020918,1,0,1,0.0194246666666667,0.980945461394237
"OR12D3",0,0,0,0,0,0,0,"Olfr109",0.075246,0.007039,0,6,1,0,0.0274283333333333,0.973303896297714
"OR13A1",0.108262,0.113806,0.22388,0.148649333333333,5,4,7,"Olfr211",0,0,0,0,0,0,0,1.14864933333333
"OR13C3",0,0,0,0,0,0,0,"Olfr273",0,0,0,0,0,0,0,1
"OR13C7",0,0,0,0,0,0,0,"Olfr157",0.022529,0.012308,0,2,2,0,0.0116123333333333,0.988520965046887
"OR13C7",0,0,0,0,0,0,0,"Olfr156",0,0,0,0,0,0,0,1
"OR13C8",0,0,0,0,0,0,0,"Olfr272",0,0,0,0,0,0,0,1
"OR13D1",0.073214,0,0,0.0244046666666667,1,0,0,"Olfr270",0,0,0,0,0,0,0,1.02440466666667
"OR13G1",0,0,0,0,0,0,0,"Olfr309",0,0,0,0,0,0,0,1
"OR13H1",0,0,0,0,0,0,0,"Olfr1325",0.018927,0,0,1,0,0,0.006309,0.993730553935223
"OR13J1",0.044986,0,0.06823,0.0377386666666667,1,0,1,"Olfr71",0.091091,0,0.014713,2,0,1,0.035268,1.00238649959882
"OR14A2",0,0,0,0,0,0,0,"Olfr304",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr298",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr294",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr305",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr307",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr301",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr293",0,0.014734,0,0,1,0,0.00491133333333333,0.995112669973537
"OR14C36",0,0,0,0,0,0,0,"Olfr297",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr295",0.011058,0,0,1,0,0,0.003686,0.996327536699725
"OR14C36",0,0,0,0,0,0,0,"Olfr292",0,0,0.025595,0,0,2,0.00853166666666667,0.991540506908559
"OR14C36",0,0,0,0,0,0,0,"Olfr310",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr299",0,0,0,0,0,0,0,1
"OR14J1",0.520166,0.528325,0.399681,0.482724,62,48,34,"Olfr125",0,0,0,0,0,0,0,1.482724
"OR1A1",0.253424,0.401143,0.337872,0.330813,17,21,16,"Olfr403",0,0,0,0,0,0,0,1.330813
"OR1A1",0.253424,0.401143,0.337872,0.330813,17,21,16,"Olfr43",0,0,0,0,0,0,0,1.330813
"OR1A2",0,0,0,0,0,0,0,"Olfr403",0,0,0,0,0,0,0,1
"OR1A2",0,0,0,0,0,0,0,"Olfr43",0,0,0,0,0,0,0,1
"OR1B1",0,0,0,0,0,0,0,"Olfr362",0,0,0,0,0,0,0,1
"OR1D2",0.177809,0.115772,0.140211,0.144597333333333,16,8,9,"Olfr412",0,0,0,0,0,0,0,1.14459733333333
"OR1F1",0.290704,0.671042,0.876286,0.612677333333333,4,7,8,"Olfr161",0.067269,0.021625,0.026144,7,4,5,0.038346,1.55312134233997
"OR1I1",0.171736,0.130394,0.140329,0.147486333333333,20,11,11,"Olfr1357",0.039473,0,0,1,0,0,0.0131576666666667,1.13258416837393
"OR1J1",0,0,0.314969,0.104989666666667,0,0,3,"Olfr3",0,0,0,0,0,0,0,1.10498966666667
"OR1J4",0,0,0,0,0,0,0,"Olfr350",0,0,0,0,0,0,0,1
"OR1M1",0.043696,0.150201,0.166332,0.120076333333333,2,5,5,"Olfr24",0.019292,0,0,1,0,0,0.00643066666666667,1.11291951888059
"OR1N1",0.072713,0.095943,0,0.0562186666666667,1,1,0,"Olfr353",0,0,0,0,0,0,0,1.05621866666667
"OR1N1",0.072713,0.095943,0,0.0562186666666667,1,1,0,"Olfr351",0.306076,0,0.027272,12,0,2,0.111116,0.950592617392483
"OR1N2",0,0,0,0,0,0,0,"Olfr354",0.044655,0.013138,0.009988,6,3,2,0.0225936666666667,0.977905528458518
"OR1P1",0,0,0,0,0,0,0,"Olfr406",0,0,0,0,0,0,0,1
"OR1P1",0,0,0,0,0,0,0,"Olfr59",0,0,0,0,0,0,0,1
"OR1Q1",0,0,0.217587,0.072529,0,0,2,"Olfr357",0,0,0,0,0,0,0,1.072529
"OR1R1P",0.073664,0,0,0.0245546666666667,1,0,0,"Olfr398",0.048243,0.031735,0.034974,4,4,4,0.0383173333333333,0.986745221114162
"OR1S1",0,0,0,0,0,0,0,"Olfr1496",0,0,0,0,0,0,0,1
"OR1S2",0,0,0,0,0,0,0,"Olfr1496",0,0,0,0,0,0,0,1
"OR2A1",0.194669,0,0,0.0648896666666667,10,0,0,"Olfr434",0,0,0,0,0,0,0,1.06488966666667
"OR2A1",0.194669,0,0,0.0648896666666667,10,0,0,"Olfr47",0,0,0,0,0,0,0,1.06488966666667
"OR2A1",0.194669,0,0,0.0648896666666667,10,0,0,"Olfr435",0,0,0,0,0,0,0,1.06488966666667
"OR2A12",0,0,0,0,0,0,0,"Olfr446",0.036567,0,0,2,0,0,0.012189,0.987957782588034
"OR2A14",0,0,0,0,0,0,0,"Olfr444",0,0,0,0,0,0,0,1
"OR2A14",0,0,0,0,0,0,0,"Olfr237",0.032819,0.028594,0,2,3,0,0.020471,0.979939655316026
"OR2A14",0,0,0,0,0,0,0,"Olfr441",0,0,0,0,0,0,0,1
"OR2A2",0,0,0,0,0,0,0,"Olfr437",0,0,0,0,0,0,0,1
"OR2A25",0,0,0.051655,0.0172183333333333,0,0,1,"Olfr447",0,0,0,0,0,0,0,1.01721833333333
"OR2A4",0.084653,0.230604,0,0.105085666666667,3,5,0,"Olfr13",0.03611,0,0,2,0,0,0.0120366666666667,1.0919423209304
"OR2A42",0.261763,0.056612,0.015686,0.111353666666667,17,4,1,"Olfr435",0,0,0,0,0,0,0,1.11135366666667
"OR2A42",0.261763,0.056612,0.015686,0.111353666666667,17,4,1,"Olfr434",0,0,0,0,0,0,0,1.11135366666667
"OR2A42",0.261763,0.056612,0.015686,0.111353666666667,17,4,1,"Olfr47",0,0,0,0,0,0,0,1.11135366666667
"OR2A5",0.483712,0.434435,1.022972,0.647039666666667,13,7,3,"Olfr448",0,0,0,0,0,0,0,1.64703966666667
"OR2A7",1.409199,0.716999,0.570703,0.898967,38,14,14,"Olfr13",0.03611,0,0,2,0,0,0.0120366666666667,1.87638161990178
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr698",0,0,0,0,0,0,0,1.057335
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr705",0,0,0,0,0,0,0,1.057335
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr704",0.018181,0,0.044176,1,0,4,0.0207856666666667,1.0358051004504
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr703",0,0,0,0,0,0,0,1.057335
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr699",0,0.043268,0.013112,0,4,1,0.0187933333333333,1.03783070167976
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr697",0,0,0,0,0,0,0,1.057335
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr695",0.017179,0,0,1,0,0,0.00572633333333333,1.05131482089727
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr700",0,0.050871,0,0,1,0,0.016957,1.03970472694519
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr693",0,0,0,0,0,0,0,1.057335
"OR2AG1",0.015761,0.090555,0.065689,0.057335,2,2,3,"Olfr694",0,0,0,0,0,0,0,1.057335
"OR2AG2",0.061127,0.197802,0.157085,0.138671333333333,4,11,4,"Olfr701",0,0,0,0,0,0,0,1.13867133333333
"OR2AG2",0.061127,0.197802,0.157085,0.138671333333333,4,11,4,"Olfr706",0,0,0,0,0,0,0,1.13867133333333
"OR2AJ1",0.097428,0.084556,0.047097,0.0763603333333333,3,2,1,"Olfr171",0,0,0,0,0,0,0,1.07636033333333
"OR2AJ1",0.097428,0.084556,0.047097,0.0763603333333333,3,2,1,"Olfr169",0,0,0,0,0,0,0,1.07636033333333
"OR2AJ1",0.097428,0.084556,0.047097,0.0763603333333333,3,2,1,"Olfr170",0,0,0,0,0,0,0,1.07636033333333
"OR2AK2",0,0,0.083131,0.0277103333333333,0,0,1,"Olfr318",0.037949,0.011314,0.011162,2,1,1,0.0201416666666667,1.00741923098916
"OR2AK2",0,0,0.083131,0.0277103333333333,0,0,1,"Olfr320",0,0,0,0,0,0,0,1.02771033333333
"OR2AK2",0,0,0.083131,0.0277103333333333,0,0,1,"Olfr319",0,0,0,0,0,0,0,1.02771033333333
"OR2AK2",0,0,0.083131,0.0277103333333333,0,0,1,"Olfr316",0.807796,0.22514,0.177434,14,14,11,0.403456666666667,0.732270798053378
"OR2AT4",0.112071,0.136856,0.150703,0.13321,17,16,16,"Olfr520",0,0,0,0,0,0,0,1.13321
"OR2B11",0.032973,0.075061,0.135012,0.0810153333333333,4,4,6,"Olfr222",0,0,0,0,0,0,0,1.08101533333333
"OR2B6",0,0,0.217093,0.0723643333333333,0,0,2,"Olfr11",0,0,0,0,0,0,0,1.07236433333333
"OR2C1",0.08532,0,0.064029,0.049783,2,0,1,"Olfr15",0.01055,0,0,1,0,0,0.00351666666666667,1.04610420022919
"OR2D2",0,0,0.264424,0.0881413333333333,0,0,3,"Olfr715b",0.111476,0.023923,0.022972,7,2,2,0.0527903333333333,1.03357838581978
"OR2D2",0,0,0.264424,0.0881413333333333,0,0,3,"Olfr715",0.040237,0.024456,0.008753,3,3,1,0.024482,1.06213806912501
"OR2D3",0,0,0,0,0,0,0,"Olfr716",0.20005,0,0,3,0,0,0.0666833333333333,0.937485351791378
"OR2F1",2.612123,4.557353,1.910555,3.026677,10,11,4,"Olfr452",0,0,0,0,0,0,0,4.026677
"OR2F1",2.612123,4.557353,1.910555,3.026677,10,11,4,"Olfr38",0,0,0,0,0,0,0,4.026677
"OR2F2",0,0,0,0,0,0,0,"Olfr38",0,0,0,0,0,0,0,1
"OR2F2",0,0,0,0,0,0,0,"Olfr452",0,0,0,0,0,0,0,1
"OR2H2",0.559173,0.238705,0.260622,0.352833333333333,24,7,10,"Olfr93",0,0,0,0,0,0,0,1.35283333333333
"OR2H2",0.559173,0.238705,0.260622,0.352833333333333,24,7,10,"Olfr92",0,0,0,0,0,0,0,1.35283333333333
"OR2H2",0.559173,0.238705,0.260622,0.352833333333333,24,7,10,"Olfr90",1.120466,0.629173,0.627707,44,43,44,0.792448666666667,0.754740349607409
"OR2H2",0.559173,0.238705,0.260622,0.352833333333333,24,7,10,"Olfr91",0,0.01042,0,0,1,0,0.00347333333333333,1.34815075637286
"OR2J1",0,0,0,0,0,0,0,"Olfr137",0,0,0,0,0,0,0,1
"OR2J2",0.024794,0.032263,0,0.019019,1,1,0,"Olfr137",0,0,0,0,0,0,0,1.019019
"OR2J3",0,0.068211,0.024571,0.0309273333333333,0,3,1,"Olfr137",0,0,0,0,0,0,0,1.03092733333333
"OR2K2",0.243927,0.3368,0.566005,0.382244,4,4,6,"Olfr267",0,0,0,0,0,0,0,1.382244
"OR2L13",0.753438,1.637273,1.625728,1.338813,21,37,33,"Olfr168",0,0,0,0,0,0,0,2.338813
"OR2L13",0.753438,1.637273,1.625728,1.338813,21,37,33,"Olfr166",0,0,0,0,0,0,0,2.338813
"OR2L2",0.361718,0.490368,0.445989,0.432691666666667,27,28,24,"Olfr167",1.109966,0.005092,0,4,1,0,0.371686,1.04447495029232
"OR2L3",0.062626,0.027084,0.236682,0.108797333333333,3,1,8,"Olfr167",1.109966,0.005092,0,4,1,0,0.371686,0.808346322214657
"OR2L5",0.051275,0,0.080072,0.0437823333333333,2,0,2,"Olfr167",1.109966,0.005092,0,4,1,0,0.371686,0.760948448357229
"OR2L8",0,0,0,0,0,0,0,"Olfr167",1.109966,0.005092,0,4,1,0,0.371686,0.729029821693886
"OR2S2",0,0,0,0,0,0,0,"Olfr155",0.019198,0.02178,0.010725,1,2,1,0.0172343333333333,0.983057656659249
"OR2S2",0,0,0,0,0,0,0,"Olfr159",0,0,0,0,0,0,0,1
"OR2T1",0,0,0,0,0,0,0,"Olfr31",0.163888,0.054022,0.049824,10,6,5,0.0892446666666667,0.918067382473604
"OR2T12",0.274406,0.159024,0.097263,0.176897666666667,28,13,7,"Olfr314",0,0,0,0,0,0,0,1.17689766666667
"OR2T29",0,0,0,0,0,0,0,"Olfr329",0.01672,0.019462,0,1,2,0,0.0120606666666667,0.988083059579432
"OR2T29",0,0,0,0,0,0,0,"Olfr328",0.157832,0.032488,0.091138,6,2,6,0.0938193333333333,0.914227760952601
"OR2T29",0,0,0,0,0,0,0,"Olfr224",0,0,0,0,0,0,0,1
"OR2T29",0,0,0,0,0,0,0,"Olfr330",0,0,0,0,0,0,0,1
"OR2T29",0,0,0,0,0,0,0,"Olfr325",0,0,0,0,0,0,0,1
"OR2T29",0,0,0,0,0,0,0,"Olfr331",0,0,0,0,0,0,0,1
"OR2T33",0.12172,0.106927,0.308072,0.178906333333333,7,4,5,"Olfr314",0,0,0,0,0,0,0,1.17890633333333
"OR2T4",0,0,0,0,0,0,0,"Olfr328",0.157832,0.032488,0.091138,6,2,6,0.0938193333333333,0.914227760952601
"OR2T4",0,0,0,0,0,0,0,"Olfr224",0,0,0,0,0,0,0,1
"OR2T4",0,0,0,0,0,0,0,"Olfr325",0,0,0,0,0,0,0,1
"OR2T4",0,0,0,0,0,0,0,"Olfr331",0,0,0,0,0,0,0,1
"OR2T4",0,0,0,0,0,0,0,"Olfr330",0,0,0,0,0,0,0,1
"OR2T4",0,0,0,0,0,0,0,"Olfr329",0.01672,0.019462,0,1,2,0,0.0120606666666667,0.988083059579432
"OR2T5",0,0,0,0,0,0,0,"Olfr329",0.01672,0.019462,0,1,2,0,0.0120606666666667,0.988083059579432
"OR2T5",0,0,0,0,0,0,0,"Olfr328",0.157832,0.032488,0.091138,6,2,6,0.0938193333333333,0.914227760952601
"OR2T5",0,0,0,0,0,0,0,"Olfr331",0,0,0,0,0,0,0,1
"OR2T5",0,0,0,0,0,0,0,"Olfr224",0,0,0,0,0,0,0,1
"OR2T5",0,0,0,0,0,0,0,"Olfr325",0,0,0,0,0,0,0,1
"OR2T5",0,0,0,0,0,0,0,"Olfr330",0,0,0,0,0,0,0,1
"OR2T6",0.201606,0.030645,0.033728,0.0886596666666667,1,2,2,"Olfr720",0.014873,0.008614,0.008763,1,1,1,0.01075,1.07708104542831
"OR2T8",0.306626,0.68044,0.688097,0.558387666666667,6,10,9,"Olfr314",0,0,0,0,0,0,0,1.55838766666667
"OR2V1",0.117344,0.09237,0.138706,0.11614,5,3,4,"Olfr56",0.182776,0.054296,0.042426,6,4,2,0.093166,1.02101602135449
"OR2V2",0.012219,0,0,0.004073,1,0,0,"Olfr56",0.182776,0.054296,0.042426,6,4,2,0.093166,0.91850002652845
"OR2W1",0,0,0,0,0,0,0,"Olfr263",0.017033,0.009976,0,1,1,0,0.009003,0.99107733079089
"OR2W3",2.117704,3.161437,2.889425,2.72285533333333,30,34,27,"Olfr322",0.085784,0.00818,0,2,1,0,0.0313213333333333,3.60979183985334
"OR2W3",2.117704,3.161437,2.889425,2.72285533333333,30,34,27,"Olfr317",0,0,0.076075,0,0,2,0.0253583333333333,3.63078468502881
