"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"CKS1B",27.775803,13.233541,21.913804,20.9743826666667,296,96,137,"Cks1b",1.696048,4.082299,2.18584,14,39,37,2.654729,6.01258880389399
"CKS1B",27.775803,13.233541,21.913804,20.9743826666667,296,96,137,"Cks1brt",0,0,0,0,0,0,0,21.9743826666667
"CKS2",43.001477,26.75658,40.528721,36.7622593333333,307,146,203,"Cks2",1.453169,1.157471,0.835755,10,15,10,1.14879833333333,17.5736637298831
"CLASP1",26.520357,34.803624,26.123211,29.149064,3658,2837,2608,"Clasp1",30.92896,8.014994,8.525947,1557,848,951,15.8233003333333,1.79210163301093
"CLASP2",138.596133,204.55653,161.461837,168.204833333333,5072,5469,4905,"Clasp2",52.352458,33.115252,30.553885,4113,4331,4151,38.673865,4.26489411438319
"CLASRP",83.602043,43.880644,61.902313,63.1283333333333,528,289,323,"Clasrp",15.432057,10.038235,9.601582,324,362,404,11.6906246666667,5.05320541878238
"CLBA1",11.345983,8.275886,10.301446,9.97443833333333,165,151,148,"Clba1",5.913803,5.828993,5.588438,156,270,239,5.777078,1.61934661713106
"CLCA1",0,0.048637,0.054289,0.0343086666666667,0,2,2,"Clca1",0,0,0.138359,0,0,1,0.0461196666666667,0.988709704657753
"CLCA2",0.014011,0.250738,0.5472,0.270649666666667,1,5,9,"Clca2",0,0,0,0,0,0,0,1.27064966666667
"CLCA4",0.217248,0.06904,0.314646,0.200311333333333,3,3,1,"Clca4a",0,0,0.026034,0,0,2,0.008678,1.1899846465704
"CLCA4",0.217248,0.06904,0.314646,0.200311333333333,3,3,1,"Clca4b",0,0,0.012977,0,0,1,0.00432566666666667,1.19514154937127
"CLCC1",27.722445,32.631224,41.972867,34.1088453333333,878,627,668,"Clcc1",15.352454,17.466772,16.164874,268,467,465,16.3280333333333,2.02612983585366
"CLCF1",0.690399,0.63542,0.462706,0.596175,17,13,9,"Clcf1",0.31999,0.084911,0.08337,8,5,6,0.162757,1.37275028230318
"CLCN1",0.151623,0.066666,0.101994,0.106761,9,3,4,"Clcn1",1.873825,0.870752,0.711288,17,12,17,1.151955,0.514304899498363
"CLCN2",14.976762,13.56079,16.07106,14.8695373333333,198,154,151,"Clcn2",17.290017,15.131543,16.286687,533,872,836,16.2360823333333,0.920716032009362
"CLCN3",53.486785,67.184752,60.150856,60.274131,3365,3467,2938,"Clcn3",40.347432,23.579555,22.606931,3019,2985,2827,28.8446393333333,2.05310341718766
"CLCN4",17.592454,22.052557,15.530032,18.391681,1644,1605,1363,"Clcn4",43.455871,31.433159,34.865484,2932,3810,3641,36.584838,0.515944248582367
"CLCN5",10.277847,7.944096,6.054276,8.092073,1842,1075,774,"Clcn5",3.330249,1.094397,1.311276,295,217,299,1.911974,3.12230569366347
"CLCN6",23.800541,25.527855,23.703879,24.3440916666667,1874,1522,1276,"Clcn6",21.619153,8.877703,9.109677,1584,1201,1247,13.2021776666667,1.7845215192703
"CLCN7",33.910476,41.046828,39.600768,38.186024,1207,1000,1032,"Clcn7",17.740584,12.292608,10.021109,702,897,827,13.3514336666667,2.73046058743353
"CLCNKA",4.821677,4.35841,4.328351,4.50281266666667,70,41,49,"Clcnkb",0.307119,0,0,1,0,0,0.102373,4.99178832089199
"CLCNKA",4.821677,4.35841,4.328351,4.50281266666667,70,41,49,"Clcnka",0.113117,0,0,1,0,0,0.0377056666666667,5.30286462089282
"CLCNKB",0.274921,0.130379,0.117049,0.174116333333333,11,4,3,"Clcnka",0.113117,0,0,1,0,0,0.0377056666666667,1.13145410211052
"CLCNKB",0.274921,0.130379,0.117049,0.174116333333333,11,4,3,"Clcnkb",0.307119,0,0,1,0,0,0.102373,1.06508081505383
"CLDN1",4.154577,6.176199,6.942111,5.757629,228,290,296,"Cldn1",1.459277,1.307902,0.810244,70,109,66,1.19247433333333,3.08219298044234
"CLDN10",0.286166,0.308349,0.435462,0.343325666666667,12,10,13,"Cldn10",17.502266,21.764321,21.891763,343,769,779,20.3861166666667,0.0628129775781329
"CLDN11",1.019715,3.441517,4.483153,2.98146166666667,33,81,90,"Cldn11",78.681386,87.896866,78.587555,2035,4116,3682,81.7219356666667,0.0481306637058183
"CLDN12",17.608879,13.385556,16.006789,15.6670746666667,638,505,582,"Cldn12",12.874829,19.811824,18.227797,611,1108,1068,16.9714833333333,0.92741786292914
"CLDN14",1.789821,2.317974,3.067601,2.39179866666667,43,41,46,"Cldn14",0.475983,1.149653,0.976762,9,23,29,0.867466,1.81625725269786
"CLDN15",4.748843,5.19761,4.704645,4.88369933333333,141,113,99,"Cldn15",0.188489,0.092797,0.063605,5,1,3,0.114963666666667,5.27703234574759
"CLDN16",0.020255,0.026191,0,0.015482,1,1,0,"Cldn16",0,0,0,0,0,0,0,1.015482
"CLDN17",0,0,0,0,0,0,0,"Cldn17",0.067533,0,0,1,0,0,0.022511,0.977984588918848
"CLDN18",0.245555,0.193825,0.119764,0.186381333333333,15,9,5,"Cldn18",0,0,0.008879,0,0,1,0.00295966666666667,1.18288040163795
"CLDN19",0.193544,0.074864,0.057624,0.108677333333333,8,3,2,"Cldn19",0.280997,0.10506,0.147134,8,12,17,0.177730333333333,0.941367732454883
"CLDN2",0.092046,0,0.056052,0.049366,4,0,2,"Cldn2",7.249429,6.488465,3.487419,56,115,74,5.741771,0.155651385963718
"CLDN23",0.058112,0.116515,0.088897,0.0878413333333333,2,3,2,"Cldn23",0.320185,2.325034,0.204938,8,4,10,0.950052333333333,0.557852379004529
"CLDN3",0,0.071197,0.081606,0.0509343333333333,0,1,1,"Cldn3",0.323726,0.224967,0.341422,5,7,11,0.296705,0.810465243315429
"CLDN34",0,0,0,0,0,0,0,"Cldn34c1",4.959388,2.610689,2.670626,102,86,95,3.41356766666667,0.226574072388755
"CLDN34",0,0,0,0,0,0,0,"Gm2411",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34b2",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34b3",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34b1",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34b4",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34d",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34a",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34c4",0,0,0,0,0,0,0,1
"CLDN34",0,0,0,0,0,0,0,"Cldn34c2",0,0,0,0,0,0,0,1
"CLDN4",0.299153,1.423429,0.849211,0.857264333333333,18,28,14,"Cldn13",0,0,0,0,0,0,0,1.85726433333333
"CLDN5",0.188228,0,0.078175,0.088801,4,0,2,"Cldn5",12.368066,14.521697,19.96882,223,511,723,15.6195276666667,0.0655133540397648
"CLDN6",3.717939,18.070379,15.472867,12.420395,64,184,166,"Cldn6",0.075876,0.029132,0.028703,1,1,1,0.0445703333333333,12.8477657958886
"CLDN7",0.080075,0,0,0.0266916666666667,2,0,0,"Cldn7",0,0.281254,0,0,1,0,0.0937513333333333,0.93868837950369
"CLDN8",0,0,0,0,0,0,0,"Cldn8",0.0303,0.017625,0.018601,1,1,1,0.0221753333333333,0.978305744024345
"CLDN9",0.112403,0.149794,0.114404,0.125533666666667,3,3,2,"Cldn9",0.105162,0.141402,0.111288,2,5,4,0.119284,1.0055836290581
"CLDND1",83.273055,63.778747,101.217109,82.7563036666667,1321,882,976,"Cldnd1",43.637497,43.908759,54.109198,750,1420,1449,47.2184846666667,1.73701650405798
"CLDND2",1.971707,1.855427,4.455893,2.761009,8,7,12,"Cldnd2",0,0.083313,0,0,1,0,0.027771,3.65938424026364
"CLEC10A",0,0,0,0,0,0,0,"Clec10a",2.085408,0.662923,1.326387,8,10,16,1.35823933333333,0.42404517042234
"CLEC10A",0,0,0,0,0,0,0,"Mgl2",0.566774,0.317051,0.628905,7,11,12,0.504243333333333,0.664786060765878
"CLEC11A",1.99893,1.142297,0.662381,1.26786933333333,36,14,8,"Clec11a",0.791703,1.258078,0.772266,34,99,62,0.940682333333333,1.1685937952751
"CLEC12A",0.040733,0.618604,0.322139,0.327158666666667,1,8,5,"Clec12a",0.359113,0.19014,0.540376,8,8,6,0.363209666666667,0.973554324854406
"CLEC12B",0,0.119269,0.351391,0.156886666666667,0,3,4,"Clec12b",0,0,0.032503,0,0,1,0.0108343333333333,1.14448691394534
"CLEC14A",0.56088,0.296963,0.211817,0.356553333333333,20,8,5,"Clec14a",0.864228,0.740471,1.015137,59,89,119,0.873278666666667,0.724159922104488
"CLEC16A",15.487221,15.11244,16.048838,15.5494996666667,923,694,609,"Clec16a",26.135805,12.859017,14.018219,1348,1034,983,17.6710136666667,0.88637392495794
"CLEC18A",0.095966,0.179281,0.440529,0.238592,4,8,19,"Clec18a",0.839071,1.138855,0.734576,22,56,36,0.904167333333333,0.65046384228837
"CLEC18B",2.889466,0.585461,2.372661,1.949196,39,9,13,"Clec18a",0.839071,1.138855,0.734576,22,56,36,0.904167333333333,1.54881136146648
"CLEC18C",0.738605,0.322585,0.181638,0.414276,38,17,6,"Clec18a",0.839071,1.138855,0.734576,22,56,36,0.904167333333333,0.742726742152563
"CLEC1A",0.111277,0.281526,0.327237,0.240013333333333,3,2,4,"Clec1a",0.21958,0.278721,0.466019,17,22,24,0.32144,0.938380352746499
"CLEC1B",0.195176,0.128037,0.39122,0.238144333333333,2,1,3,"Clec1b",0,0.170124,0.337461,0,1,3,0.169195,1.05897162862767
"CLEC2D",19.695751,5.625498,4.990093,10.1037806666667,327,104,153,"Clec2e",0,0,0.021291,0,0,1,0.007097,11.0255324627783
"CLEC2D",19.695751,5.625498,4.990093,10.1037806666667,327,104,153,"Clec2i",0,0.052723,0,0,1,0,0.0175743333333333,10.9120093765468
"CLEC2D",19.695751,5.625498,4.990093,10.1037806666667,327,104,153,"Clec2g",0,0,0,0,0,0,0,11.1037806666667
"CLEC2D",19.695751,5.625498,4.990093,10.1037806666667,327,104,153,"Clec2h",0,0,0,0,0,0,0,11.1037806666667
"CLEC2D",19.695751,5.625498,4.990093,10.1037806666667,327,104,153,"Clec2d",3.239295,3.398942,4.938505,50,91,134,3.858914,2.28523918444876
"CLEC2L",7.281304,14.79834,23.843723,15.307789,70,75,115,"Clec2l",41.948238,39.470056,46.674802,414,799,868,42.6976986666667,0.373195602917182
"CLEC3A",0.282874,0.145033,0.356227,0.261378,5,2,5,"Clec3a",0,0.101713,0,0,1,0,0.0339043333333333,1.22001423084599
"CLEC3B",3.290639,0.397286,0,1.22930833333333,33,3,0,"Clec3b",1.981289,2.441647,3.675028,23,55,85,2.69932133333333,0.60262630154504
"CLEC4A",1.754447,1.426331,2.980465,2.05374766666667,15,14,19,"Clec4a1",0.14317,0.247454,0.108555,3,9,4,0.166393,2.6181121343035
"CLEC4C",0,0,0.140726,0.0469086666666667,0,0,2,"Clec4b2",0,0,0,0,0,0,0,1.04690866666667
"CLEC4C",0,0,0.140726,0.0469086666666667,0,0,2,"Clec4b1",0,0,0,0,0,0,0,1.04690866666667
"CLEC4C",0,0,0.140726,0.0469086666666667,0,0,2,"Clec4a4",0.117787,0,0,1,0,0,0.0392623333333333,1.00735746219995
"CLEC4C",0,0,0.140726,0.0469086666666667,0,0,2,"Clec4a3",1.484407,1.037962,1.441241,11,20,22,1.32120333333333,0.451019801510998
"CLEC4C",0,0,0.140726,0.0469086666666667,0,0,2,"Clec4a2",0.663245,0.61342,1.10393,6,13,17,0.793531666666667,0.583713511238069
"CLEC4D",0,0.039276,0,0.013092,0,1,0,"Clec4d",0,0,0,0,0,0,0,1.013092
"CLEC4E",0.160101,0.180443,0.079715,0.140086333333333,3,5,2,"Clec4e",0,0,0,0,0,0,0,1.14008633333333
"CLEC4F",0.057204,0.059288,0,0.0388306666666667,2,2,0,"Clec4f",0,0,0.015319,0,0,1,0.00510633333333333,1.0335530005283
"CLEC4G",0,0,0,0,0,0,0,"Clec4g",0.11438,0,0.119854,2,0,1,0.078078,0.927576668849564
"CLEC4M",0.09185,0.024305,0.027519,0.0478913333333333,5,1,1,"Cd209f",0.203444,0.458365,0.183602,3,12,5,0.281803666666667,0.817513134486795
"CLEC4M",0.09185,0.024305,0.027519,0.0478913333333333,5,1,1,"Cd209g",0,0.07251,0.04544,0,2,4,0.0393166666666667,1.00825029266024
"CLEC5A",0,0,0,0,0,0,0,"Clec5a",0.858857,0.496887,1.121966,17,21,33,0.825903333333333,0.547674119294377
"CLEC6A",0,0,0,0,0,0,0,"Clec4n",0.140029,0.308633,0.606838,2,4,2,0.351833333333333,0.739736160769326
"CLEC7A",0.572744,0.590935,0.883061,0.682246666666667,14,15,13,"Clec7a",0.152599,0.235218,0.231434,5,9,8,0.206417,1.39441558488207
"CLEC9A",0,0,0.140258,0.0467526666666667,0,0,1,"Clec9a",0.305369,0.093192,0.04601,5,5,2,0.148190333333333,0.911654310507753
"CLGN",6.089577,5.299217,5.697975,5.69558966666667,267,188,171,"Clgn",2.733012,1.976431,2.344051,161,197,226,2.35116466666667,1.99798885840087
"CLHC1",16.804439,8.362566,7.14778,10.771595,270,118,133,"Clhc1",0.151697,0,0.088159,1,0,3,0.079952,10.9001094493089
"CLIC1",116.930411,102.176759,129.819268,116.308812666667,2089,1388,1506,"Clic1",5.858844,8.235459,7.884509,85,231,256,7.32627066666667,14.088998227778
"CLIC3",0.103705,0,0,0.0345683333333333,1,0,0,"Clic3",0.860356,1.793823,1.044534,7,14,14,1.23290433333333,0.463328552813055
"CLIC4",32.157658,20.731868,27.014832,26.634786,2376,1213,1458,"Clic4",27.795309,25.381826,26.620555,1722,2786,2946,26.59923,1.00128829681118
"CLIC5",0.062371,0.122955,0.688795,0.291373666666667,7,7,10,"Clic5",1.864427,1.239177,0.966212,169,191,152,1.35660533333333,0.547980456634232
"CLIC6",0.081453,0.346253,0.321959,0.249888333333333,5,16,13,"Clic6",5.435307,3.59915,2.723605,287,351,248,3.919354,0.254075704520011
"CLINT1",35.238283,28.478066,30.101404,31.2725843333333,1019,621,621,"Clint1",14.02389,10.41437,8.934549,706,925,783,11.1242696666667,2.66181677087409
"CLIP1",21.102076,24.797703,28.082176,24.6606516666667,1215,1200,1083,"Clip1",44.516529,20.664018,17.778786,1827,1534,1322,27.653111,0.895562498140836
"CLIP2",32.278244,38.440167,46.480855,39.066422,2038,1820,1602,"Clip2",39.580077,22.690801,19.59078,1965,2462,2275,27.2872193333333,1.41641430102627
"CLIP3",105.477906,127.524227,107.355486,113.452539666667,3121,3345,3025,"Clip3",292.313474,103.500191,109.054126,5339,4080,4513,168.289263666667,0.676076776445939
"CLIP4",9.479903,3.905719,4.892584,6.09273533333333,350,214,205,"Clip4",29.448315,20.369352,21.001796,717,804,600,23.6064876666667,0.288246556331628
"CLK1",67.914444,57.76333,83.578779,69.7521843333333,1606,986,1047,"Clk1",30.886425,23.333264,18.080225,550,661,489,24.0999713333333,2.81881534419814
"CLK2",25.008838,21.273307,25.15331,23.8118183333333,707,436,466,"Clk2",20.860388,13.126375,11.420429,255,292,299,15.1357306666667,1.53769413024412
"CLK3",52.212404,37.925697,39.276955,43.138352,792,507,472,"Clk3",41.290704,40.758026,30.387447,541,844,811,37.4787256666667,1.14708455738273
"CLK4",12.354003,9.037705,9.656875,10.3495276666667,411,268,288,"Clk4",29.598235,17.732748,13.462546,391,438,375,20.2645096666667,0.533730983905907
"CLMN",3.100416,1.73811,2.190653,2.34305966666667,351,184,119,"Clmn",12.556639,5.050301,4.543103,2088,1146,1305,7.38334766666667,0.398773831122277
"CLMP",7.516912,42.152144,45.107062,31.5920393333333,363,1912,2189,"Clmp",7.170873,3.951248,3.249994,440,418,359,4.790705,5.62833702171555
"CLN3",12.500058,20.06264,23.131699,18.564799,219,211,224,"Cln3",12.277706,10.070843,13.065736,118,191,227,11.8047616666667,1.52793152339032
"CLN5",11.769106,9.888986,12.537051,11.398381,520,351,398,"Cln5",6.234509,6.27759,6.34014,185,336,391,6.28407966666667,1.70212045548285
"CLN6",10.737247,10.235533,8.69825,9.89034333333333,202,166,166,"Cln6",4.243141,5.128852,3.472025,117,180,167,4.28133933333333,2.06204196435525
"CLN8",13.829465,12.174634,16.517646,14.173915,1015,667,700,"Cln8",12.515722,10.651323,9.289544,404,686,632,10.818863,1.2838726534016
"CLNK",0.073536,0.017553,0.254884,0.115324333333333,1,1,3,"Clnk",0.085354,0.096658,0.071374,2,4,3,0.084462,1.02845865814877
"CLNS1A",235.023023,194.981653,212.784921,214.263199,864,481,556,"Clns1a",52.291129,58.894455,58.469981,661,1468,1403,56.551855,3.74033467730971
"CLOCK",2.288087,1.878867,2.512912,2.226622,442,279,284,"Clock",11.531861,4.742234,4.107923,1582,1111,987,6.794006,0.413987620743428
"CLP1",5.373264,7.472022,9.227958,7.357748,150,142,135,"Clp1",2.97118,3.178926,2.999352,74,140,146,3.04981933333333,2.06373354268149
"CLPB",9.889173,16.141405,16.07873,14.036436,604,646,633,"Clpb",21.441409,20.331655,17.058704,670,933,858,19.6105893333333,0.72954905640091
"CLPP",44.265127,37.071758,50.056313,43.7977326666667,317,199,236,"Clpp",26.751537,42.507442,40.959775,307,918,895,36.7395846666667,1.18702240796609
"CLPS",0,0,0,0,0,0,0,"Clps",0,0,0,0,0,0,0,1
"CLPSL2",0,0,0,0,0,0,0,"Clpsl2",0,0,0,0,0,0,0,1
"CLPTM1",66.492069,78.396022,92.039883,78.9759913333333,1426,1355,1445,"Clptm1",110.781723,128.213504,155.601933,1925,3678,3516,131.532386666667,0.603444888791459
"CLPTM1L",80.706374,81.825274,103.524604,88.6854173333333,880,785,816,"Clptm1l",77.037695,74.631843,70.102623,1181,2053,1870,73.9240536666667,1.19701768583343
"CLPX",27.71622,19.445331,25.002459,24.05467,716,474,574,"Clpx",12.717077,15.034093,10.276733,403,679,565,12.6759676666667,1.83202173408668
"CLRN1",0.024477,0.072338,0.034861,0.043892,1,2,1,"Clrn1",0.393934,0.147764,0.136734,9,10,11,0.226144,0.851361667145131
"CLRN2",0,0,0,0,0,0,0,"Clrn2",0.178035,0.150118,0.049269,2,3,1,0.125807333333333,0.88825145332742
"CLRN3",0.05663,0,0,0.0188766666666667,1,0,0,"Clrn3",0,0.011693,0,0,1,0,0.00389766666666667,1.01492084352555
"CLSPN",1.671085,0.92339,1.837884,1.477453,211,67,120,"Clspn",0.338786,0.252263,0.087094,17,19,12,0.226047666666667,2.0206824476373
"CLSTN1",62.570384,71.776161,80.428482,71.5916756666667,4988,4441,4240,"Clstn1",308.762954,182.962083,175.735943,15174,16457,15657,222.486993333333,0.324813872091408
"CLSTN2",19.885369,32.668753,19.144787,23.8996363333333,5390,6815,3559,"Clstn2",20.645187,5.928916,6.580539,1337,690,777,11.0515473333333,2.06609455571431
"CLSTN3",234.029252,254.470263,236.771228,241.756914333333,3390,2779,2405,"Clstn3",206.803851,99.660913,105.41036,5573,4802,4765,137.291708,1.75539746991434
"CLTA",104.041592,113.490031,145.894362,121.141995,1353,1139,1243,"Clta",102.583583,128.981225,131.838744,1341,3161,3311,121.134517333333,1.00006122484315
"CLTB",55.48219,53.929935,62.093307,57.1684773333333,635,541,518,"Cltb",101.975391,133.505294,134.275548,1317,2914,2964,123.252077666667,0.468148930993194
"CLTC",248.501873,264.922661,287.512659,266.979064333333,11930,9921,8814,"Cltc",231.905777,94.157271,93.590821,11659,7947,7695,139.884623,1.90211719793815
"CLTRN",0.352434,0.310737,0.608442,0.423871,7,5,9,"Cltrn",0.498761,0.671948,0.276719,7,7,6,0.482476,0.960468162722364
"CLU",436.424608,138.508601,134.04337,236.325526333333,2015,506,480,"Clu",417.308714,467.565427,432.533696,8454,17160,16581,439.135945666667,0.539209598011497
"CLUAP1",29.206585,32.828376,26.913469,29.6494766666667,398,327,290,"Cluap1",12.320014,16.508793,17.112776,256,527,553,15.313861,1.87873837264316
"CLUH",85.471317,88.979057,130.890096,101.780156666667,851,755,724,"Cluh",13.32033,9.6259,9.995454,1102,1403,1506,10.9805613333333,8.57890993644037
"CLVS1",4.179805,5.349197,5.427856,4.98561933333333,146,82,63,"Clvs1",17.8226,8.415016,7.008261,835,692,605,11.081959,0.495417947812381
"CLVS2",0.926137,0.700149,0.861581,0.829289,134,108,104,"Clvs2",15.143122,15.456524,14.867957,377,601,575,15.1558676666667,0.113227530563044
"CLYBL",7.872006,5.239255,4.676849,5.92937,79,39,36,"Clybl",10.267178,15.10463,15.225569,162,416,426,13.532459,0.476820199527141
"CMA1",0.390009,1.199752,1.746103,1.11195466666667,4,12,16,"Cma1",0,0.042411,0.041741,0,1,1,0.0280506666666667,2.05432935860489
"CMAS",49.343241,56.121198,54.761221,53.4085533333333,744,590,640,"Cmas",41.008918,43.957864,42.103224,891,1757,1744,42.3566686666667,1.2549062233456
"CMBL",8.395622,6.865728,6.619888,7.293746,267,128,124,"Cmbl",8.27397,11.602808,12.244104,112,255,289,10.7069606666667,0.708445704751948
"CMC1",14.559684,13.249243,13.581556,13.7968276666667,132,89,86,"Cmc1",13.812715,15.614169,18.474736,146,226,230,15.9672066666667,0.872083894382929
"CMC4",2.611059,1.563727,2.745532,2.30677266666667,33,15,23,"Cmc4",6.313409,6.780682,8.143004,45,89,92,7.07903166666667,0.409303095111027
"CMIP",126.150398,125.781399,135.449464,129.127087,3622,2862,2502,"Cmip",60.165428,17.380521,19.63697,2045,1079,1257,32.3943063333333,3.8966848330702
"CMKLR1",1.325922,0.117973,0,0.481298333333333,118,9,0,"Cmklr1",0.973254,0.491527,0.715482,37,37,30,0.726754333333333,0.857851232649771
"CMPK1",48.341621,49.560826,54.520958,50.8078016666667,1769,1379,1491,"Cmpk1",42.522967,44.189806,45.984247,1021,2024,1793,44.23234,1.14537080475312
"CMPK2",2.518954,2.520165,2.122175,2.387098,66,55,48,"Cmpk2",22.550274,17.653033,17.081371,301,537,575,19.0948926666667,0.168555167533614
"CMSS1",36.384682,28.627811,33.599743,32.8707453333333,317,232,265,"Cmss1",7.411359,8.102729,9.019676,83,149,181,8.17792133333333,3.69045932114476
"CMTM1",2.256993,3.331494,3.875856,3.154781,31,29,26,"Cmtm1",0,0,0,0,0,0,0,4.154781
"CMTM2",0.241245,0.100204,0.114777,0.152075333333333,2,1,1,"Cmtm2b",0,0,0,0,0,0,0,1.15207533333333
"CMTM2",0.241245,0.100204,0.114777,0.152075333333333,2,1,1,"Cmtm2a",0,0,0,0,0,0,0,1.15207533333333
"CMTM3",33.370328,29.507182,33.930806,32.2694386666667,633,372,477,"Cmtm3",7.462389,5.38586,5.649271,87,200,188,6.16584,4.64278279541082
"CMTM4",8.077863,5.331368,5.541455,6.31689533333333,642,344,338,"Cmtm4",21.701324,10.173648,9.413926,2576,2142,2008,13.762966,0.495625020970267
"CMTM5",23.800433,20.665168,21.718411,22.0613373333333,215,126,143,"Cmtm5",41.878941,65.753545,76.333554,358,1021,1225,61.3220133333333,0.370035178581094
"CMTM6",14.459838,12.435015,15.578114,14.1576556666667,799,490,590,"Cmtm6",10.493727,7.182656,5.731175,302,443,427,7.80251933333333,1.72196789267679
"CMTM7",8.619881,3.076142,5.469844,5.72195566666667,129,35,49,"Cmtm7",1.734336,3.17492,1.769024,21,65,37,2.22609333333333,2.08362095330989
"CMTM8",0.524904,0.258349,0.602553,0.461935333333333,8,3,6,"Cmtm8",1.32227,1.265023,1.496955,18,30,36,1.361416,0.61909266869257
"CMTR1",16.933718,17.667414,18.02532,17.5421506666667,916,669,647,"Cmtr1",228.651109,150.535431,153.974396,1626,1842,1884,177.720312,0.103749542842487
"CMTR2",8.023209,4.34129,5.275991,5.88016333333333,447,247,246,"Cmtr2",1.670119,1.781458,1.764289,82,164,162,1.738622,2.51227198690923
"CMYA5",0.736794,0.178489,0.776789,0.564024,80,15,15,"Cmya5",0.74187,0.133865,0.173837,138,44,58,0.349857333333333,1.15865874220782
"CNBD1",0,0,0,0,0,0,0,"Cnbd1",0,0,0,0,0,0,0,1
"CNBD2",2.520733,1.653025,1.840101,2.00461966666667,22,10,11,"Cnbd2",3.689452,2.31219,1.649494,52,89,90,2.55037866666667,0.846281467066048
"CNBP",75.937767,55.926696,71.581243,67.8152353333333,1970,1142,1326,"Cnbp",92.753479,93.61682,97.976851,1986,3514,3620,94.7823833333333,0.718453988494405
"CNDP1",0.397988,0.353899,1.141602,0.631163,6,5,4,"Cndp1",0.441618,0.207336,0.211503,8,14,16,0.286819,1.26759318909652
"CNDP2",89.677196,95.862489,96.693595,94.07776,1637,1261,1335,"Cndp2",53.895849,71.059377,57.158275,494,1110,1065,60.7045003333333,1.54085616910244
"CNEP1R1",10.250285,11.16183,13.066577,11.4928973333333,238,160,178,"Cnep1r1",15.115625,16.163218,14.688417,336,609,530,15.32242,0.76538266588737
"CNFN",1.048724,0.231563,0.7987,0.692995666666667,6,1,3,"Cnfn",0,0,0,0,0,0,0,1.69299566666667
"CNGA1",0.039207,0,0.027967,0.0223913333333333,2,0,1,"Cnga1",0,0.020505,0,0,1,0,0.006835,1.01545072761012
"CNGA3",0.921822,0.619727,0.995979,0.845842666666667,47,31,44,"Cnga3",0.093948,0.085213,0.13597,5,7,6,0.105043666666667,1.67037984320982
"CNGA4",0.02943,0.155061,0.267464,0.150651666666667,1,4,6,"Cnga4",0.250821,0.247474,0.228794,8,16,15,0.242363,0.92617992218592
"CNGB1",2.613635,6.419737,5.669937,4.901103,75,137,124,"Cngb1",0.477902,0.482656,0.298596,22,22,25,0.419718,4.15653179011607
"CNGB3",0.012555,0.016406,0.213469,0.08081,1,1,5,"Cngb3",0,0,0.00806,0,0,1,0.00268666666666667,1.07791400437491
"CNIH1",69.0047,79.009463,73.84012,73.9514276666667,1663,1504,1474,"Cnih1",48.495974,61.889641,63.60858,735,1685,1556,57.998065,1.27040484576344
"CNIH2",34.992079,50.597327,54.190276,46.5932273333333,538,583,532,"Cnih2",81.789587,101.310035,96.777257,1288,3073,3036,93.292293,0.504741435584065
"CNIH3",8.161458,5.495028,6.515426,6.72397066666667,146,91,75,"Cnih3",31.152632,24.968661,22.560768,706,1181,1043,26.2273536666667,0.283684222904219
"CNIH4",15.376717,13.977396,16.651017,15.3350433333333,470,372,379,"Cnih4",14.715567,16.422761,16.566925,446,795,782,15.901751,0.966470475948517
"CNKSR1",2.096453,2.880711,2.750313,2.57582566666667,34,40,47,"Cnksr1",0.088742,0.048212,0.047559,1,2,2,0.0615043333333333,3.36863972607429
"CNKSR2",10.408929,7.155525,6.477116,8.01385666666667,592,343,315,"Cnksr2",42.014858,13.865147,12.219049,3129,1761,1529,22.6996846666667,0.380336565378212
"CNKSR3",7.480466,2.524827,3.700557,4.56861666666667,360,117,118,"Cnksr3",2.386872,1.722063,1.426841,118,152,131,1.84525866666667,1.95715656080947
"CNMD",0.109522,0.056301,0.063039,0.0762873333333333,2,1,1,"Cnmd",0.593513,1.584852,1.707847,5,33,34,1.295404,0.468887974985377
"CNN1",4.661459,7.6353,5.043792,5.78018366666667,46,51,44,"Cnn1",1.122608,1.125864,1.988275,15,15,39,1.412249,2.81073125811915
"CNN2",59.688039,33.539601,23.224947,38.817529,811,225,331,"Cnn2",3.241828,3.239487,3.622785,81,163,184,3.36803333333333,9.11566509718332
