"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg__TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"EPN1",79.613743,101.689553,64.559218,81.9541713333333,1356,2088,2495,59.15245,41.235876,50.808297,50.3988743333333,963,712,836,1.61392972918739
"EPN2",35.312063,24.024226,33.079284,30.805191,859,1218,1152,32.213709,28.989394,28.400926,29.8680096666667,741,582,680,1.03036092522497
"EPN2.AS1",0.369396,0.272224,0.042631,0.228083666666667,6,6,1,0.323159,0.319816,0.229533,0.290836,5,4,3,0.95138628506384
"EPN3",0.552555,0.45612,0.087489,0.365388,6,10,4,0.369367,0.103476,0.56975,0.347531,4,2,4,1.0132516431904
"EPO",0.04698,0.03373,0.057582,0.0460973333333333,1,1,2,0.093925,0.121522,0.166838,0.127428333333333,2,2,3,0.927861490087323
"EPOP",0.238544,0.324039,0.604248,0.388943666666667,10,19,44,2.286928,2.846325,2.487148,2.54013366666667,98,92,88,0.392342153558985
"EPOR",1.720706,1.680508,2.615493,2.005569,59,59,122,1.371088,1.790987,1.359293,1.50712266666667,46,45,33,1.19881210439378
"EPPIN",0.246882,0.109321,0.142007,0.16607,8,4,6,0.15742,0.340363,0.043597,0.18046,4,8,1,0.987809836843264
"EPPIN.WFDC6",0.06476,0.143401,0,0.069387,1,3,0,0,0,0,0,0,0,0,1.069387
"EPPK1",1.862546,1.499005,1.984619,1.78205666666667,419,478,778,0.164382,0.160122,0.068438,0.130980666666667,37,28,13,2.45986226702372
"EPRS1",53.160024,62.436222,59.468756,58.3550006666667,2319,3818,3577,61.22417,57.7327,78.114538,65.6904693333333,2452,2257,2165,0.890007241814383
"EPS15",42.063759,24.625844,21.33137,29.3403243333333,1883,1638,1525,13.052402,14.678989,14.220789,13.98406,820,703,694,2.02484001888229
"EPS15L1",25.340439,20.676662,20.767623,22.2615746666667,713,941,930,18.122929,16.087425,17.548587,17.2529803333333,455,380,420,1.27439871417528
"EPS8",3.712932,2.14843,1.332537,2.39796633333333,62,35,44,20.977291,26.416239,20.814786,22.7361053333333,537,674,446,0.143156018462787
"EPS8L1",22.83914,24.911356,22.092266,23.2809206666667,106,180,185,12.187572,10.809701,9.638848,10.878707,62,47,51,2.04407101435086
"EPS8L2",25.893111,34.169584,37.215531,32.4260753333333,193,260,329,8.847111,12.953265,8.954904,10.25176,66,64,47,2.97074194022387
"EPS8L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EPSTI1",0.382537,0.060277,0.359941,0.267585,7,4,6,0.547026,1.471565,0.953094,0.990561666666667,5,24,10,0.636797654263411
"EPX",0.576121,0.4365,0.334557,0.449059333333333,25,26,21,0.505824,0.356592,0.301113,0.387843,21,12,11,1.04410897582315
"EPYC",0,0,0,0,0,0,0,0.148592,0,0,0.0495306666666667,1,0,0,0.95280684191537
"EQTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ERAL1",32.093874,33.26584,33.393303,32.9176723333333,481,678,726,29.276749,24.957853,32.517383,28.9173283333333,416,299,395,1.13371327664786
"ERAP1",7.028944,7.014935,5.907659,6.65051266666667,321,334,298,32.271113,21.801636,21.370642,25.147797,938,628,810,0.292587274815797
"ERAP2",0.292081,1.31042,0.609232,0.737244333333333,18,14,18,1.761685,2.616727,0.357997,1.578803,17,14,9,0.673663065124918
"ERAS",0.299047,0.288215,0.136167,0.241143,4,5,2,0.207384,0.12776,0.201606,0.178916666666667,3,1,3,1.05278263942885
"ERBB2",7.054675,3.400526,2.538491,4.33123066666667,188,175,169,39.712622,60.702183,28.489413,42.9680726666667,1193,1205,1016,0.121252316586267
"ERBB3",1.993275,0.701661,1.587966,1.427634,31,32,38,1020.943641,1244.1385,847.895641,1037.65926066667,5560,5282,4723,0.00233727661412446
"ERBB4",0.005155,0,0,0.00171833333333333,1,0,0,1.134953,1.903689,0.27447,1.10437066666667,24,66,18,0.476018008234291
"ERBIN",14.224313,17.522251,11.605402,14.4506553333333,355,432,378,20.26508,30.967999,18.870464,23.3678476666667,637,782,559,0.634059090679093
"ERC1",44.636508,30.375854,21.582598,32.19832,2755,3722,2980,19.320625,20.022133,10.318077,16.5536116666667,1189,947,843,1.89125295867413
"ERC2",21.88461,18.841838,13.125061,17.950503,919,970,887,3.70824,4.051639,4.489212,4.08303033333333,130,87,137,3.7281900278515
"ERC2.IT1",0.092266,0.134975,0.063202,0.0968143333333333,3,6,3,0,0.079195,0,0.0263983333333333,0,2,0,1.0686049438246
"ERCC1",62.220233,58.846712,47.517453,56.1947993333333,565,828,730,102.769557,90.753204,80.968927,91.4972293333333,898,688,782,0.61834067620793
"ERCC2",23.313345,24.44554,18.509433,22.0894393333333,747,1114,974,16.043685,16.662232,10.773379,14.4930986666667,527,398,437,1.49030480151851
"ERCC3",30.472611,24.608315,25.325877,26.8022676666667,602,804,676,35.091956,34.289412,34.6957,34.692356,705,554,656,0.778941789851773
"ERCC4",6.07062,5.154496,4.261286,5.162134,231,314,330,2.751573,4.209447,3.916943,3.62598766666667,139,158,161,1.3320688345977
"ERCC5",20.554072,22.856719,18.57574,20.662177,698,922,728,26.010392,24.376333,25.575363,25.320696,737,548,634,0.823009277566216
"ERCC6",8.842391,5.279207,3.614069,5.911889,297,312,265,11.288198,14.720408,7.86483,11.2911453333333,428,457,341,0.562347024020219
"ERCC6L",0.113236,0.104405,0.078623,0.0987546666666667,8,10,8,0.138549,0.536747,0.100182,0.258492666666667,9,29,6,0.873071965986823
"ERCC6L2",6.368419,3.181485,6.285533,5.278479,360,501,432,7.629554,5.896386,3.867508,5.797816,383,302,302,0.923602374645033
"ERCC8",11.020415,8.132767,8.556969,9.236717,274,357,352,5.385628,6.87263,3.366581,5.20827966666667,197,178,164,1.64888142120316
"ERCC8.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EREG",0.62858,0.295406,0.161766,0.361917333333333,23,16,8,0.400435,0.38109,0.256968,0.346164333333333,14,12,9,1.01170213740621
"ERF",72.952362,46.965443,39.757691,53.2251653333333,246,199,299,230.503425,259.603219,297.855912,262.654185333333,852,807,821,0.205667758563276
"ERFE",0.64565,0.186881,0.475015,0.435848666666667,7,5,11,0.438962,0.93413,0.937959,0.770350333333333,16,19,15,0.811053405437078
"ERFL",3.620074,3.740592,2.309951,3.223539,107,155,109,0.403655,0.173575,0.360737,0.312655666666667,12,4,9,3.21755286420633
"ERG",0.042897,0,0,0.014299,1,0,0,0.317067,0.068789,0,0.128618666666667,2,4,0,0.898708332545743
"ERG28",13.681601,10.154111,9.849092,11.228268,486,490,506,8.72224,9.507721,10.3698,9.53325366666667,296,260,312,1.16092029936556
"ERGIC1",47.626147,36.403551,29.94176,37.990486,1445,1707,1640,71.001407,64.054905,78.707705,71.2546723333333,2496,1599,2282,0.539625808835237
"ERGIC2",94.634143,90.312919,91.874677,92.273913,485,591,591,122.293933,110.811455,109.496786,114.200724666667,644,543,614,0.809664290479839
"ERGIC3",115.803416,111.555784,106.603755,111.320985,1120,1569,1614,398.154687,303.161181,414.799432,372.038433333333,3249,1880,2910,0.301097621487259
"ERH",294.790006,237.602727,259.486102,263.959611666667,762,1097,976,183.14243,358.685085,336.855331,292.894282,560,564,539,0.901547351869427
"ERI1",2.214494,2.236674,2.735207,2.39545833333333,108,139,184,2.892151,3.299067,2.771611,2.98760966666667,117,179,108,0.851502182301527
"ERI2",3.98431,1.965971,7.560586,4.50362233333333,86,94,124,10.685316,10.656792,7.65551,9.66587266666667,143,165,168,0.51600300372359
"ERI3",72.738065,67.466763,65.864386,68.689738,681,1021,1095,39.872211,63.921165,50.267258,51.3535446666667,394,322,375,1.33113695440705
"ERI3.IT1",0.459948,0,0,0.153316,3,0,0,0.809949,0.59839,0.18316,0.530499666666667,5,3,1,0.753555211489755
"ERICH1",31.670673,38.058216,30.468152,33.3990136666667,352,527,476,20.233662,30.097857,20.617782,23.649767,241,201,219,1.39551070266371
"ERICH2",2.633613,2.190788,2.854668,2.55968966666667,16,18,25,1.039705,1.721888,3.299441,2.02034466666667,6,8,17,1.17857067968181
"ERICH2.1",2.869343,4.084633,3.094701,3.349559,31,59,43,1.517398,2.321865,1.979811,1.93969133333333,19,21,20,1.47959717766287
"ERICH3",0.823283,0.563361,0.495297,0.627313666666667,88,63,72,0,0.041816,0.014268,0.0186946666666667,0,1,1,1.59744987376001
"ERICH3.AS1",0.012593,0,0.008785,0.007126,1,0,1,0,0,0.029761,0.00992033333333333,0,0,2,0.997233115087296
"ERICH4",0,0,0,0,0,0,0,0,0.108249,0.098926,0.0690583333333333,0,1,1,0.935402651866518
"ERICH5",1.83651,2.643788,4.755143,3.07848033333333,37,69,92,0.631357,0.337443,0.820798,0.596532666666667,13,3,15,2.55458620953157
"ERICH6",0.032578,0,0,0.0108593333333333,1,0,0,0.040454,0,0.070399,0.036951,1,0,1,0.974838091031624
"ERICH6.AS1",7.877172,9.726615,7.553756,8.38584766666667,35,66,59,2.322124,2.426905,4.813763,3.18759733333333,36,19,32,2.24134436039377
"ERICH6B",1.150451,0.844868,0.791858,0.929059,7,7,7,0.854236,1.340543,1.157551,1.11744333333333,5,7,6,0.911032172446961
"ERLEC1",23.01529,18.088187,20.340676,20.4813843333333,851,857,973,35.954162,36.825978,40.641229,37.807123,1202,1000,1206,0.553542305450815
"ERLIN1",2.756274,2.434819,2.981346,2.72414633333333,129,167,204,8.625488,8.092936,8.898341,8.53892166666667,359,294,347,0.390415862869196
"ERLIN2",11.721605,9.045254,9.848785,10.2052146666667,442,531,559,18.230629,14.244439,14.225744,15.5669373333333,787,542,722,0.676360056250188
"ERLNC1",0,0.206611,0.062107,0.0895726666666667,0,4,2,0.147116,0.363718,0.33284,0.281224666666667,2,4,4,0.850414993571255
"ERMAP",1.704611,2.156923,1.824714,1.895416,67,136,119,6.61839,6.561737,6.899732,6.69328633333333,226,172,205,0.376356198709879
"ERMARD",4.437669,8.461907,5.580103,6.159893,79,118,99,15.058915,13.93944,15.27628,14.7582116666667,192,130,181,0.454359488973315
"ERMN",0.243041,0,0.005827,0.082956,4,0,0,0.036201,0,0.069191,0.0351306666666667,2,0,2,1.04620221859269
"ERMP1",1.447967,1.127656,1.190595,1.255406,117,113,134,2.34124,2.331589,2.003628,2.22548566666667,163,134,138,0.699245395292926
"ERN1",2.275381,2.929902,1.674586,2.29328966666667,161,232,212,3.398974,3.917541,2.248632,3.18838233333333,161,134,128,0.786291557114294
"ERN2",0.792497,1.444144,0.85089,1.029177,10,44,25,0.029444,0.066253,0.111487,0.0690613333333333,1,3,5,1.89809222046506
"ERO1A",27.588245,25.981633,32.307259,28.6257123333333,1204,1386,1854,14.089574,19.250667,17.744662,17.028301,638,539,630,1.64328920031529
"ERO1B",3.195598,1.848917,1.777066,2.27386033333333,145,155,188,2.863827,2.991725,1.943746,2.599766,153,132,127,0.909464763357766
"ERP27",0.090564,0,0,0.030188,2,0,0,1.345986,0.751873,0.39829,0.832049666666667,6,9,5,0.562314449626457
"ERP29",116.489956,86.560259,76.175504,93.0752396666667,1494,1440,1586,187.753638,150.981021,164.754739,167.829799333333,2148,1391,1975,0.557219401066318
"ERP44",6.930393,6.917248,6.351615,6.73308533333333,537,727,700,15.316563,13.383311,15.678419,14.7927643333333,1121,790,1022,0.489660022154027
"ERRFI1",23.304878,12.243607,11.990347,15.8462773333333,1011,712,777,7.117576,10.068238,7.392388,8.192734,269,342,262,1.83256442896459
"ERV3.1",5.926292,2.76931,2.584594,3.76006533333333,132,139,98,4.114672,3.149978,4.425291,3.896647,121,106,99,0.972107103765767
"ERVFRD.1",0.079996,0.029425,0.013785,0.0410686666666667,4,2,1,0.020844,0.051739,0,0.0241943333333333,1,2,0,1.01647571440706
"ERVH48.1",0.618686,0.21776,0.299401,0.378615666666667,25,12,17,0.360892,0.443677,0.394051,0.39954,15,14,15,0.985049135192039
"ERVK3.1",37.161619,38.877227,36.231748,37.4235313333333,721,1031,973,21.903103,23.507961,29.529076,24.9800466666667,569,407,581,1.47896313760791
"ERVMER34.1",0.086378,0.063822,0.011984,0.0540613333333333,5,5,1,0.219619,0.425022,0.101692,0.248777666666667,9,18,5,0.844074458944253
"ERVV.1",0,0,0.029838,0.009946,0,0,1,0.039611,0.169305,0,0.0696386666666667,1,4,0,0.944193615538705
"ERVV.2",0.094942,0.096498,0.037236,0.0762253333333333,4,6,3,0.255664,0.045075,0.15956,0.153433,12,2,6,0.933062720880479
"ERVW.1",0.912041,0.925309,0.664771,0.834040333333333,42,49,41,0.921049,1.75597,0.860661,1.17922666666667,37,58,31,0.84160145495038
"ESAM",0.455867,0.764875,0.20851,0.476417333333333,15,21,11,0.553572,0.521676,0.625946,0.567064666666667,17,13,12,0.94215469516893
"ESCO1",11.941709,10.441508,10.263955,10.8823906666667,253,354,336,11.221635,13.64355,13.362701,12.7426286666667,327,318,331,0.864637396154632
"ESCO2",0.30844,0.314595,0.195997,0.273010666666667,7,4,5,0.645472,1.997424,1.050417,1.23110433333333,17,45,20,0.570574243278329
"ESD",56.172406,71.522275,56.976991,61.557224,894,1399,1179,42.895212,43.823086,40.698517,42.4722716666667,631,502,546,1.43901437862901
"ESF1",5.769352,5.722469,4.445685,5.312502,207,296,263,5.461001,4.965545,5.254607,5.227051,217,178,181,1.01372254699697
"ESM1",0.161568,0.11947,0.191239,0.157425666666667,2,2,3,0.136749,0.126629,0,0.0877926666666667,4,3,0,1.06401311769584
"ESPL1",0.195081,0.017492,0.03229,0.081621,9,2,3,0.747159,0.806014,0.576568,0.709913666666667,19,51,12,0.632558836791175
"ESPN",1.033706,0.729347,1.862013,1.20835533333333,4,11,24,5.77045,1.794425,2.619596,3.39482366666667,20,14,24,0.502490088529149
"ESPNL",0.057252,0.054617,0.046204,0.052691,3,5,5,0.432109,0.479729,0.388808,0.433548666666667,10,7,5,0.734325261832757
"ESR1",0.366593,0.128459,0.257793,0.250948333333333,18,16,22,0.279904,0.400949,0.345511,0.342121333333333,24,22,21,0.932067989878709
"ESR2",0.348026,0.131037,1.470633,0.649898666666667,24,8,21,0.074938,0.341798,0.111339,0.176025,4,14,6,1.40294523217335
"ESRG",8.707334,6.424954,5.267978,6.80008866666667,436,437,381,0.965487,2.304421,0.95522,1.408376,46,89,40,3.23873376360945
"ESRP1",0.226253,0.640761,1.028855,0.631956333333333,6,24,45,1.772243,0.597869,1.634048,1.33472,48,13,40,0.69899445472405
"ESRP2",1.395522,0.068357,0.266088,0.576655666666667,11,5,5,0.174909,0.049986,0.193623,0.139506,1,2,5,1.38363085992234
"ESRRA",7.97356,9.215296,7.629902,8.27291933333333,125,229,232,16.107535,12.935016,14.763556,14.6020356666667,248,187,217,0.594340349647109
"ESRRB",0.838651,0.271693,0.69729,0.602544666666667,31,18,42,0.248112,0.552653,0.315365,0.372043333333333,15,16,11,1.16799858119156
"ESRRG",2.541525,2.971371,2.065538,2.52614466666667,212,269,230,0.195345,0.212539,0.101824,0.169902666666667,11,10,7,3.01404960184722
"ESS2",5.65566,7.090381,5.619859,6.12196666666667,233,439,330,5.902134,5.489338,5.122115,5.504529,245,195,214,1.09492426994586
"ESX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ESYT1",59.89287,74.02533,57.708429,63.875543,1982,3086,2576,51.762954,51.171911,43.776093,48.9036526666667,1639,1264,1197,1.30001592134625
"ESYT2",10.8316,6.886005,6.924511,8.21403866666667,864,832,914,14.086762,13.570739,12.817841,13.4917806666667,1088,919,966,0.635811352559343
"ESYT3",2.892105,1.000914,1.92099,1.938003,76,67,114,0.058008,0.077837,0.05035,0.062065,4,4,3,2.76631185473582
"ETAA1",2.370844,2.272665,1.627419,2.09030933333333,178,244,179,1.630778,1.459419,1.597404,1.56253366666667,100,80,95,1.20595852984566
"ETDA",0.330037,0,0.211938,0.180658333333333,2,0,2,0,0.398767,0,0.132922333333333,0,2,0,1.04213528023545
"ETDB",0.087382,0,0,0.0291273333333333,0,0,0,0.142289,0,0.159689,0.100659333333333,1,0,1,0.935009863784677
"ETDC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ETF1",40.411113,49.742751,37.056926,42.4035966666667,1367,2011,1894,42.373588,53.080823,45.691694,47.0487016666667,1372,1391,1362,0.903325067298905
"ETFA",100.397089,127.586176,113.056484,113.679916333333,719,1182,1125,137.467712,132.61875,152.993441,141.026634333333,1037,770,980,0.80745359398
"ETFB",53.044803,63.514552,74.298746,63.619367,858,1236,1459,36.884297,29.371162,38.129951,34.7951366666667,457,326,406,1.8052554904805
"ETFBKMT",0.804213,1.122587,1.139503,1.022101,61,74,71,0.662642,1.032858,0.575754,0.757084666666667,45,43,33,1.15082729839996
"ETFDH",16.944992,15.660224,16.475748,16.3603213333333,271,331,372,6.951804,6.168639,8.341851,7.154098,114,104,119,2.12903025366305
"ETFRF1",57.403342,53.157009,45.590131,52.0501606666667,312,392,369,25.85567,9.162248,11.778899,15.598939,91,55,82,3.19599708551653
"ETHE1",7.812869,9.694424,11.068328,9.525207,79,137,155,11.767386,9.881152,9.831087,10.4932083333333,110,69,93,0.915776230164916
"ETNK1",14.708297,11.727336,9.012759,11.8161306666667,1571,1694,1276,8.263042,11.063537,8.975394,9.433991,734,778,639,1.22830570456373
"ETNK2",65.844521,75.84813,63.347602,68.346751,1031,1655,1664,15.566461,13.737246,15.449784,14.9178303333333,240,179,215,4.35654543036445
"ETNPPL",0.137956,0.13293,0,0.0902953333333333,1,1,0,0.144873,0.257099,0,0.133990666666667,1,1,0,0.961467642884774
"ETS1",2.344426,2.1449,0.752481,1.747269,66,19,19,19.911686,35.066442,19.928475,24.9688676666667,1167,1744,1175,0.105790866019405
"ETS1.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ETS2",13.292397,11.519659,10.698914,11.83699,558,691,692,4.555474,5.550863,4.240938,4.782425,194,154,189,2.22000112409586
"ETV1",1.81779,2.298416,4.843258,2.986488,105,188,378,11.950555,13.301177,8.641339,11.2976903333333,396,349,352,0.324165586540627
"ETV2",1.75354,1.126338,2.200223,1.693367,15,15,25,0.448885,1.232294,1.277721,0.9863,5,7,9,1.35597190756683
"ETV3",3.125251,2.683116,2.085791,2.631386,255,305,259,6.689595,10.193624,5.220312,7.36784366666667,497,635,364,0.433969149598915
"ETV3L",0,0.058751,0,0.0195836666666667,0,2,0,0.042088,0.101155,0,0.0477476666666667,1,2,0,0.973119482012685
"ETV4",6.934875,10.875512,11.895875,9.90208733333333,200,350,506,19.374126,17.78496,20.714869,19.2913183333333,442,288,381,0.53727841406066
"ETV5",24.889197,62.9094,43.994583,43.93106,316,485,406,198.089659,139.005604,172.447272,169.847511666667,1209,915,1086,0.262989256101447
"ETV6",5.591632,3.772896,2.585397,3.98330833333333,555,510,374,2.630034,13.472471,2.632184,6.24489633333333,250,379,221,0.687837079242312
"ETV7",0.452465,0.451791,0.425849,0.443368333333333,10,14,14,0,0,0.13253,0.0441766666666667,0,0,2,1.38230280316549
"EVA1A",4.014527,0.26949,0.955412,1.74647633333333,64,3,14,2.319455,3.882474,1.641579,2.61450266666667,26,42,20,0.759849026717184
"EVA1B",0.532223,0,0,0.177407666666667,6,0,0,3.582858,5.370314,3.324555,4.09257566666667,44,39,27,0.231200819336541
"EVA1C",4.47961,3.210094,6.664323,4.78467566666667,29,27,64,2.404669,3.105069,2.541384,2.68370733333333,11,9,5,1.57034073101356
"EVC",1.437505,1.023239,1.182256,1.21433333333333,107,81,95,2.524821,3.665129,1.801715,2.66388833333333,200,263,133,0.604367036295229
"EVC2",0.254916,0.20698,0.193515,0.218470333333333,18,20,20,0.574641,0.7244,0.382573,0.560538,39,40,23,0.780801450098193
"EVI2A",0.036556,0.080851,0.025992,0.0477996666666667,1,3,1,0.077816,0.094518,0.201136,0.12449,2,3,5,0.931799897434985
"EVI2B",0,0,0,0,0,0,0,0.037441,0.138972,0,0.0588043333333333,1,3,0,0.944461567182857
"EVI5",5.473353,6.772967,7.193105,6.47980833333333,354,448,425,23.099293,21.733498,20.378537,21.7371093333333,1412,1211,1329,0.328969185294267
"EVI5L",111.912406,86.543248,74.440511,90.9653883333333,1139,1630,1647,55.89477,44.075164,39.138114,46.3693493333333,581,361,499,1.94145348474564
"EVL",607.051088,776.680542,594.345874,659.359168,4361,6923,6497,202.014035,153.12498,152.417503,169.185506,1616,931,1386,3.88023153981162
"EVPL",0.359693,0.124259,0,0.161317333333333,2,1,0,0.358486,0.48514,0.223183,0.355603,2,2,2,0.856679524413367
"EVPLL",0,0.024224,0,0.00807466666666667,0,1,0,0,0.043174,0.039902,0.027692,0,1,1,0.980911271729922
"EVX1",0.148294,0.106372,0.064328,0.106331333333333,6,6,4,0,0,0,0,0,0,0,1.10633133333333
"EVX1.AS",0,0,0.170943,0.056981,0,0,1,0,0,0,0,0,0,0,1.056981
"EVX2",0.033221,0.01205,0.042814,0.0293616666666667,2,1,4,0,0,0,0,0,0,0,1.02936166666667
"EWSAT1",0.091581,0.147994,0.363421,0.200998666666667,2,1,2,1.213327,0.753724,1.402119,1.12305666666667,25,4,12,0.565693175091888
"EWSR1",94.251187,119.717211,80.876483,98.281627,2474,4108,3127,131.994609,130.074613,124.095421,128.721547666667,3664,3058,3170,0.765344145100047
"EXD1",0.403627,0.718244,0.271737,0.464536,9,10,13,0.095862,0.039895,0.034284,0.0566803333333333,3,1,1,1.38597828860889
"EXD2",14.989424,14.474458,10.863176,13.4423526666667,495,668,523,17.406427,14.102382,13.562457,15.0237553333333,568,366,452,0.901308860889996
"EXD3",10.842845,11.772062,8.163705,10.2595373333333,207,334,248,7.514981,5.284563,8.671038,7.15686066666667,156,103,142,1.38037632288435
"EXO1",0.643984,0.016232,0.227181,0.295799,7,1,5,1.36716,1.482342,0.232859,1.02745366666667,11,27,9,0.639126319532826
"EXO5",4.938437,5.748833,3.75781,4.81502666666667,86,125,103,5.752237,5.030912,6.387281,5.72347666666667,89,76,90,0.864883891915046
"EXOC1",35.892049,40.883272,32.639468,36.4715963333333,1211,1680,1550,20.272429,24.248715,28.114812,24.2119853333333,572,475,603,1.48626123004249
"EXOC1L",0.090124,0.198777,0.188468,0.159123,1,3,3,0,0.251555,0,0.0838516666666667,0,1,0,1.06944800257108
"EXOC2",13.423974,14.406776,11.767943,13.1995643333333,903,1395,1221,8.46388,9.682894,8.484881,8.87721833333333,567,481,504,1.43760761928417
"EXOC3",20.167149,19.360787,18.542992,19.356976,621,846,719,34.924054,26.400773,28.077389,29.8007386666667,897,641,717,0.660924928467084
"EXOC3.AS1",1.936895,2.141947,1.81787,1.96557066666667,45,69,62,0.943035,1.442776,1.790282,1.392031,21,26,35,1.23977100073815
"EXOC3L1",1.387779,1.300186,1.591273,1.42641266666667,21,37,44,0.769334,1.619232,0.51709,0.968552,17,14,6,1.23258753980929
"EXOC3L2",0.033015,0.076354,0.128461,0.0792766666666667,1,4,9,0.58065,1.045015,0.595316,0.740327,23,32,20,0.620157399538516
"EXOC3L4",0.38141,0.136326,0.095931,0.204555666666667,2,1,1,0,0,0,0,0,0,0,1.20455566666667
"EXOC4",67.687172,60.467262,47.876427,58.6769536666667,1275,1581,1351,44.773561,55.850788,44.822822,48.4823903333333,833,634,774,1.20602406764626
"EXOC5",30.934267,29.812695,24.395805,28.3809223333333,1313,1665,1513,12.122584,14.715133,14.611125,13.8162806666667,751,706,666,1.98301604797713
"EXOC5P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EXOC6",33.900524,38.325227,26.967474,33.0644083333333,200,328,218,12.787457,27.256329,3.105055,14.382947,145,120,117,2.21442668516854
"EXOC6B",17.311252,14.598836,15.307672,15.7392533333333,994,1372,1359,6.553145,5.739441,11.931257,8.07461433333333,432,361,405,1.84462421414934
"EXOC7",95.347154,115.8583,88.442445,99.882633,2634,4119,2898,99.554084,100.178663,105.433926,101.722224333333,2847,2154,2243,0.98209159366172
"EXOC8",4.701207,5.004949,3.945388,4.55051466666667,386,561,463,2.970408,3.602695,3.530722,3.36794166666667,232,226,243,1.270739192564
"EXOG",33.433254,36.216071,32.431404,34.0269096666667,363,560,460,31.744865,38.489561,9.474384,26.5696033333333,220,180,196,1.2704901569736
"EXOSC1",25.338536,20.022582,16.326311,20.5624763333333,161,218,173,30.992826,32.083739,32.592796,31.889787,226,181,187,0.655597931763235
"EXOSC10",40.934912,54.434802,43.841937,46.4038836666667,753,1304,934,61.906759,60.726632,70.02103,64.2181403333333,1193,886,998,0.726851201588744
"EXOSC10.AS1",0.303029,0.175894,0.956444,0.478455666666667,1,1,5,0.951316,1.177105,1.075545,1.06798866666667,3,3,3,0.714924453164315
"EXOSC2",14.062223,18.318767,13.887711,15.4229003333333,238,489,394,17.176274,16.133352,17.459643,16.9230896666667,320,244,305,0.916298508726239
"EXOSC3",53.29488,56.919368,64.111318,58.108522,128,180,169,40.247069,56.353568,75.123427,57.2413546666667,156,136,128,1.01488920266873
"EXOSC4",7.479222,7.838561,8.719774,8.012519,83,117,138,11.994829,10.831672,12.344164,11.723555,124,88,114,0.708333402103422
"EXOSC5",14.619675,9.24619,13.175538,12.3471343333333,69,101,120,8.692408,9.316551,9.478818,9.16259233333333,73,67,51,1.31335921933567
"EXOSC6",7.094475,6.398055,5.651929,6.38148633333333,537,662,645,4.845336,5.414654,5.308653,5.18954766666667,354,313,336,1.19257282290364
"EXOSC7",23.556923,35.087286,30.351351,29.6651866666667,240,356,318,24.41211,21.127497,25.500815,23.6801406666667,246,177,222,1.2425045335371
"EXOSC8",64.832827,34.511803,30.666636,43.3370886666667,143,130,144,118.643455,162.298687,65.594679,115.512273666667,244,246,194,0.380535777659888
"EXOSC9",8.578536,13.774357,10.266352,10.8730816666667,151,263,221,9.174124,12.183721,12.296795,11.2182133333333,173,183,174,0.971752689427587
"EXPH5",0.029654,0.040951,0.020581,0.0303953333333333,5,9,5,0.046018,0.102828,0.085642,0.0781626666666667,7,13,12,0.955695615503907
"EXT1",8.570187,6.225103,6.571599,7.12229633333333,345,396,330,28.784551,44.389968,29.718936,34.2978183333333,1228,1432,997,0.230107602023185
"EXT2",32.652663,23.632885,25.709206,27.3315846666667,1112,1338,1159,101.063022,63.593587,110.110705,91.5891046666667,2920,1533,2528,0.30599264102039
"EXTL1",1.635938,1.118063,1.286605,1.34686866666667,49,47,64,26.622068,19.791578,27.222101,24.545249,868,480,742,0.0918710428959477
"EXTL2",30.103129,29.720105,39.369947,33.0643936666667,1157,1757,2300,14.836913,16.899328,13.24257,14.992937,491,475,470,2.12996485052537
"EXTL3",40.403536,34.55427,28.696696,34.5515006666667,1428,1796,1662,70.710022,59.92896,53.991168,61.5433833333333,2224,1894,2013,0.568429444841354
"EXTL3.AS1",2.007989,2.136253,1.468104,1.870782,49,70,44,2.10627,1.786456,1.256359,1.71636166666667,52,35,34,1.05684822283729
"EYA1",0.290633,0.334905,0.295004,0.306847333333333,9,14,14,1.031671,0.787791,1.368576,1.06267933333333,47,32,46,0.633567861089411
"EYA2",0.263649,0.137422,0.230353,0.210474666666667,7,7,8,0.092262,0.170979,0.032334,0.098525,3,4,1,1.1019090750476
"EYA3",6.200115,3.669355,3.834657,4.56804233333333,430,465,431,6.221378,7.340927,5.733306,6.43187033333333,563,409,431,0.749211447939238
"EYA4",0.12431,0,0,0.0414366666666667,4,0,0,3.564204,2.730822,3.282507,3.192511,266,154,181,0.24840403917048
