"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg__TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"MSL2",7.467677,6.528217,4.67053,6.22214133333333,316,401,356,6.44458,8.031473,5.243355,6.573136,261,207,233,0.953652665597625
"MSL3",17.166844,21.329797,14.542393,17.679678,312,467,366,30.208096,32.577375,29.432801,30.739424,521,484,516,0.588532356478807
"MSL3P1",0.141019,0.346211,0.242085,0.243105,3,13,11,0,0.145954,0,0.0486513333333333,0,2,0,1.18543214554313
"MSLN",0.279259,0.139788,0.451557,0.290201333333333,4,3,6,0.242277,0.09038,0.166759,0.166472,1,1,2,1.10607141305864
"MSLNL",0,0.02365,0,0.00788333333333333,0,1,0,0,0.042611,0,0.0142036666666667,0,1,0,0.993768181341617
"MSMB",0.087482,0,0,0.0291606666666667,1,0,0,0,0,0,0,0,0,0,1.02916066666667
"MSMO1",128.744327,64.15686,68.310226,87.070471,3240,2400,2238,28.587974,44.897044,35.402684,36.2959006666667,674,797,716,2.36139815437446
"MSMP",0,0.156124,0.169078,0.108400666666667,0,1,1,0,0,0.260388,0.086796,0,0,1,1.01987922909789
"MSN",49.441574,34.846004,38.79188,41.026486,3150,3037,3592,75.753313,87.837595,80.338255,81.309721,4598,4345,4325,0.510589581514922
"MSR1",0.023983,0.426778,0.38944,0.280067,1,2,3,0.242278,0,0,0.0807593333333333,1,0,0,1.18441447648844
"MSRA",3.136669,2.452289,3.968211,3.185723,54,66,80,4.817709,5.044013,5.496536,5.11941933333333,85,59,82,0.684006565328802
"MSRB1",8.765293,11.755906,11.576698,10.699299,111,132,149,9.635188,10.082496,7.120264,8.94598266666667,90,75,82,1.17628387179976
"MSRB2",16.5067,16.051523,17.923598,16.8272736666667,178,262,241,12.565871,11.574473,13.062986,12.40111,122,73,106,1.33028336209961
"MSRB3",2.789879,1.042016,1.094271,1.64205533333333,82,49,41,6.81282,20.896648,8.214245,11.974571,298,504,280,0.20363334813408
"MSS51",2.003747,1.951259,1.833299,1.929435,73,92,96,2.621483,2.280549,2.38689,2.42964066666667,94,62,76,0.854152164823487
"MST1",27.231882,20.918958,19.812964,22.6546013333333,329,385,398,15.500564,9.926459,20.43546,15.2874943333333,228,135,186,1.45231678054511
"MST1L",2.071377,1.400333,2.469128,1.98027933333333,51,40,70,0.397468,0.541708,0.953597,0.630924333333333,17,12,21,1.82735597993203
"MST1R",1.562933,0.439927,1.546171,1.18301033333333,9,16,20,0.317185,1.075248,1.947249,1.11322733333333,7,6,12,1.03302200331184
"MSTN",0.167414,0.088718,0.051972,0.102701333333333,7,5,3,1.324868,0.943497,2.034614,1.43432633333333,52,30,70,0.452980078403621
"MSTO1",35.898354,32.023772,24.291391,30.737839,402,548,445,64.447174,53.983167,58.042622,58.824321,755,485,615,0.530517329231367
"MSX1",1.087799,1.946791,1.116729,1.383773,19,32,30,1.941231,2.270858,2.844056,2.35204833333333,49,43,49,0.711139208911566
"MSX2",0.32193,0,0,0.10731,8,0,0,0.657124,3.332138,0.382639,1.45730033333333,18,63,10,0.450620538718575
"MT1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1E",0,0,0,0,0,0,0,0,0.906435,0,0.302145,0,1,0,0.767963629242519
"MT1F",1.03072,0.503702,0.714674,0.749698666666667,3,3,4,1.366657,0.844855,2.70925,1.640254,4,2,7,0.662700886606617
"MT1G",0,0,0.256678,0.0855593333333333,0,0,1,0,0,0,0,0,0,0,1.08555933333333
"MT1H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1HL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1JP",0,0,0,0,0,0,0,0,0.11617,0,0.0387233333333333,0,1,0,0.962720262373362
"MT1L",0,0,0,0,0,0,0,0,0.456713,0,0.152237666666667,0,1,0,0.867876505801899
"MT1M",0,0,0,0,0,0,0,3.951911,0,0,1.31730366666667,1,0,0,0.431536019376543
"MT1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1X",1.141963,3.09332,5.549229,3.261504,3,11,22,2.480748,3.070779,4.201063,3.25086333333333,8,6,9,1.00250317778585
"MT2A",3.021993,0,0.521982,1.181325,8,0,2,13.030065,37.101114,11.217603,20.449594,33,77,25,0.101695398057418
"MT3",2.909152,4.236444,9.325354,5.49031666666667,8,16,37,0,0,0,0,0,0,0,6.49031666666667
"MT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTA1",89.293433,78.723156,63.891664,77.302751,821,1123,1071,88.792316,82.504316,76.413651,82.5700943333333,937,682,712,0.936970953839975
"MTA2",27.690658,27.314088,19.317644,24.77413,618,1005,775,40.744458,46.215679,38.315674,41.7586036666667,906,872,873,0.602782312559302
"MTA3",35.599457,28.694886,26.844658,30.379667,1135,1478,1246,30.226293,33.048871,24.169087,29.1480836666667,622,511,483,1.04085113159929
"MTA3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTAP",21.49592,15.265053,12.417931,16.392968,354,483,487,24.694082,27.729894,24.326544,25.5835066666667,535,498,396,0.654276661769729
"MTAPP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTARC1",7.268553,8.584098,7.80917,7.88727366666667,131,248,184,3.368038,3.693114,5.16272,4.074624,83,52,95,1.75131668211609
"MTARC2",32.014941,14.244013,20.31829,22.1924146666667,97,68,130,0.859584,11.017899,1.88858,4.58868766666667,16,22,15,4.14988563504742
"MTATP6P1",1095.124026,938.174284,870.721986,968.006765333333,7993,9298,9232,1025.447294,773.721983,1096.280509,965.149928666667,7186,4364,6827,1.00295692892159
"MTATP6P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P11",0,0.101384,0,0.0337946666666667,0,1,0,0,0,0,0,0,0,0,1.03379466666667
"MTATP6P13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P2",0,0,0,0,0,0,0,0,0.178175,0,0.0593916666666667,0,1,0,0.943937951811967
"MTATP6P20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P24",0,0,0,0,0,0,0,0.143936,0,0,0.0479786666666667,1,0,0,0.954217897565345
"MTATP6P25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P26",0.420842,0.41363,0.489385,0.441285666666667,3,4,5,0.742497,0.368818,0.165825,0.425713333333333,5,2,1,1.01092248558616
"MTATP6P27",0.622876,0.57417,0.325736,0.507594,4,5,3,0.659137,0,0.184041,0.281059333333333,4,0,1,1.17683385989408
"MTATP6P29",11.604248,0,0,3.86808266666667,1,0,0,0,0,0,0,0,0,0,4.86808266666667
"MTATP6P3",0,0,0,0,0,0,0,0,0,0.162099,0.054033,0,0,1,0.948736899129344
"MTATP6P30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP8P1",0,4.263368,0,1.42112266666667,0,1,0,0,7.532395,6.872904,4.80176633333333,0,1,1,0.417307855498489
"MTATP8P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTBP",0.872967,0.68831,1.25035,0.937209,38,43,44,3.427609,6.073228,3.905038,4.468625,90,90,94,0.354240599785138
"MTCH1",106.432357,102.148515,107.397748,105.326206666667,2748,3657,4262,83.462983,85.60722,84.131257,84.4004866666667,1893,1660,1731,1.24503045376869
"MTCH2",93.486358,106.004746,86.620996,95.3707,1538,2284,2211,76.592228,66.655279,67.264343,70.1706166666667,1006,735,955,1.3540798789388
"MTCL1",29.065648,14.922368,18.786193,20.9247363333333,1026,1059,1226,11.316951,11.807313,12.900319,12.0081943333333,469,369,417,1.68545578052685
"MTCO1P11",0,0,0.031294,0.0104313333333333,0,0,1,0,0.059008,0.053181,0.0373963333333333,0,1,1,0.974007041346139
"MTCO1P12",7.026379,7.67906,11.039035,8.58149133333333,154,228,351,7.675253,5.767463,8.475315,7.30601033333333,161,98,158,1.15356121035406
"MTCO1P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P15",0,0,0.031479,0.010493,0,0,1,0,0,0,0,0,0,0,1.010493
"MTCO1P17",0,0,0,0,0,0,0,0,0,0.2842,0.0947333333333333,0,0,1,0.913464466232264
"MTCO1P18",0,0,0.034314,0.011438,0,0,1,0,0,0,0,0,0,0,1.011438
"MTCO1P19",0.46417,0,0,0.154723333333333,2,0,0,0,0.300936,0.274469,0.191801666666667,0,1,1,0.968888839166472
"MTCO1P20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P22",0.262082,0.348547,0.374885,0.328504666666667,5,9,10,0.329441,0.273134,0.369983,0.324186,6,4,6,1.00326137466086
"MTCO1P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P24",0,0,0,0,0,0,0,0.093237,0.057918,0,0.050385,2,1,0,0.952031874027143
"MTCO1P25",0,0,0.03292,0.0109733333333333,0,0,1,0.03934,0.048882,0,0.0294073333333333,1,1,0,0.982092608627229
"MTCO1P27",8.926345,3.272631,6.150197,6.116391,2,1,2,9.318362,5.787237,0,5.03519966666667,2,1,0,1.17914756645168
"MTCO1P28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P30",0,0,0,0,0,0,0,0.184313,0,0,0.0614376666666667,1,0,0,0.942118441246197
"MTCO1P31",0.238205,0,0,0.0794016666666667,1,0,0,0,0,0,0,0,0,0,1.07940166666667
"MTCO1P39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P40",1.108759,1.166804,0.726481,1.00068133333333,7,10,7,1.320134,1.845805,1.485333,1.550424,8,9,8,0.7844504809135
"MTCO1P42",0.123515,0,0,0.0411716666666667,1,0,0,0,0,0,0,0,0,0,1.04117166666667
"MTCO1P43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P5",0,0,0.420803,0.140267666666667,0,0,1,0,0,0,0,0,0,0,1.14026766666667
"MTCO1P51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P53",0,0.291163,0,0.0970543333333333,0,3,0,0,0,0,0,0,0,0,1.09705433333333
"MTCO1P54",0,0,0,0,0,0,0,0,0.166061,0,0.0553536666666667,0,1,0,0.94754965239141
"MTCO1P55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P12",1.998433,3.089322,1.975127,2.354294,14,30,21,1.922079,1.729633,2.564859,2.07219033333333,13,10,16,1.09182493141972
"MTCO2P15",0.142217,0,0,0.0474056666666667,1,0,0,0,0.186803,0,0.0622676666666667,0,1,0,0.986009175967263
"MTCO2P16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P17",0,0,0,0,0,0,0,0,0.176843,0,0.0589476666666667,0,1,0,0.944333730058426
"MTCO2P18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P2",19.8434,25.187985,12.712765,19.24805,4,8,4,9.27302,19.342781,40.918091,23.177964,2,3,8,0.837458853028319
"MTCO2P20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P22",0.145627,0.200846,0.2819,0.209457666666667,1,2,3,0.142086,0,0.320007,0.154031,1,0,2,1.04802875023866
"MTCO2P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P27",0.324141,1.188385,0.893325,0.801950333333333,1,5,4,1.015129,0.840604,0,0.618577666666667,3,2,0,1.11329247304166
"MTCO2P29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P30",0,0,0,0,0,0,0,1.05338,0,0.596673,0.550017666666667,2,0,1,0.645153936955127
"MTCO2P31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P11",0,0,0,0,0,0,0,0,0.288024,0,0.096008,0,2,0,0.91240209925475
"MTCO3P12",5.1483,2.773756,4.877526,4.26652733333333,26,19,36,3.994981,3.542,6.043545,4.526842,19,14,26,0.952899926094021
"MTCO3P13",0,0,0.076727,0.0255756666666667,0,0,1,0,0,0,0,0,0,0,1.02557566666667
"MTCO3P15",0.177676,0,0,0.0592253333333333,1,0,0,0,0,0,0,0,0,0,1.05922533333333
"MTCO3P16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P21",0.22334,0.110797,0.21085,0.181662333333333,1,1,2,0,0,0,0,0,0,0,1.18166233333333
"MTCO3P22",0.110818,0.08138,0.152351,0.114849666666667,1,1,2,0,0,0,0,0,0,0,1.11484966666667
"MTCO3P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P29",0.110751,0,0,0.036917,1,0,0,0.116072,0.143966,0,0.0866793333333333,1,1,0,0.954206975501513
"MTCO3P30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P39",0,0,0,0,0,0,0,0,0.284308,0,0.0947693333333333,0,1,0,0.913434428196138
"MTCO3P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P43",0.444216,0.246572,0,0.230262666666667,4,3,0,0,0.57987,0.130754,0.236874666666667,0,4,1,0.994654268392594
"MTCO3P44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO3P9",0,0,0.07625,0.0254166666666667,0,0,1,0,0,0,0,0,0,0,1.02541666666667
"MTCP1",0.236486,0.614478,0.860539,0.570501,8,19,19,0.62789,0.924866,0.649096,0.733950666666667,14,8,13,0.905735687981896
"MTCYBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP11",0,0,0.186652,0.0622173333333333,0,0,4,0,0,0,0,0,0,0,1.06221733333333
"MTCYBP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP14",0.123887,0.183192,0,0.102359666666667,1,2,0,0,0,0,0,0,0,0,1.10235966666667
"MTCYBP15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP18",0.359776,0.517995,0.230819,0.36953,3,6,3,0.743975,0.308777,0.420703,0.491151666666667,6,2,3,0.918437762311234
"MTCYBP19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP21",1.230619,0.906242,0.753566,0.963475666666667,18,18,16,1.997126,0.885411,0.721622,1.20138633333333,28,10,9,0.891926890312605
"MTCYBP22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP28",0,0,0,0,0,0,0,0,0.085923,0,0.028641,0,1,0,0.972156466638993
"MTCYBP29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP3",0.065096,0,0,0.0216986666666667,1,0,0,0.068828,0,0,0.0229426666666667,1,0,0,0.998783900563994
"MTCYBP31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP33",0,0,0,0,0,0,0,0.069143,0,0,0.0230476666666667,1,0,0,0.977471561279484
"MTCYBP34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP35",0.067161,0.05403,0.055006,0.0587323333333333,1,1,1,0,0.433052,0,0.144350666666667,0,5,0,0.925181733338149
"MTCYBP36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP7",0,0,0,0,0,0,0,0.068399,0,0,0.0227996666666667,1,0,0,0.977708570495558
"MTCYBP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCYBP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTDH",40.480757,42.037555,37.042767,39.853693,1505,2210,2133,38.528531,48.56419,39.103714,42.0654783333333,1521,1416,1398,0.948641338284605
"MTDHP1",0.439855,0.721722,0.148642,0.436739666666667,4,9,2,0.113676,0.284046,0.389558,0.262426666666667,1,2,3,1.1380777233265
"MTDHP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTDHP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTDHP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTDHP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTERF1",5.761056,6.99212,5.219454,5.99087666666667,129,173,157,3.001777,6.452018,6.561457,5.33841733333333,87,104,108,1.10293726320324
"MTERF2",13.173951,14.968225,12.406742,13.516306,267,404,354,10.296473,6.2305,7.249182,7.925385,204,146,150,1.62640670402453
"MTERF3",8.733431,7.296681,7.969048,7.99972,126,161,181,10.737745,12.108956,9.762944,10.8698816666667,141,130,136,0.758197954514851
"MTERF4",23.761235,32.399928,16.965405,24.3755226666667,451,801,508,27.367466,22.262266,21.751072,23.7936013333333,428,329,394,1.02347062556624
"MTF1",1.449967,2.334743,1.179803,1.65483766666667,191,301,225,2.215952,1.82864,2.510391,2.18499433333333,208,186,154,0.833545491394385
"MTF2",11.846193,13.130572,11.396836,12.1245336666667,444,820,608,19.150976,23.287914,18.462702,20.3005306666667,731,668,644,0.616159938550514
"MTFMT",35.357244,43.378192,48.283813,42.3397496666667,147,214,202,12.325951,22.79394,6.763188,13.9610263333333,84,93,100,2.89684335158914
"MTFP1",1.767822,1.342208,3.262757,2.12426233333333,15,28,61,2.769516,2.961381,3.24881,2.99323566666667,37,29,25,0.782388667769587
"MTFR1",17.630764,14.239638,11.136342,14.3355813333333,167,190,157,11.894645,15.470694,12.239852,13.2017303333333,154,153,151,1.07983893324173
"MTFR1L",42.632234,41.512519,33.540809,39.2285206666667,948,1264,1163,40.583119,36.336202,35.726442,37.5485876666667,818,619,653,1.04357962513508
"MTFR2",0.301105,0.145655,0.485729,0.310829666666667,5,2,13,1.387203,2.461497,1.113055,1.65391833333333,21,31,10,0.493922382690751
"MTG1",21.641183,22.036846,16.849031,20.1756866666667,216,301,229,52.308115,55.467895,53.036741,53.6042503333333,692,527,615,0.387802900642332
"MTG2",13.723865,14.291294,11.177167,13.0641086666667,228,299,264,17.676526,18.080907,18.229732,17.9957216666667,244,210,228,0.740382961672159
"MTHFD1",46.545752,34.799405,31.58411,37.643089,661,1023,883,34.852749,33.518168,36.309228,34.8933816666667,560,439,534,1.07660764201237
"MTHFD1L",19.642028,15.643536,14.058465,16.4480096666667,565,727,699,17.567943,21.058521,19.344108,19.323524,477,433,430,0.858513005257684
"MTHFD1P1",0.048452,0.087939,0.016479,0.0509566666666667,2,5,1,0,0,0.027979,0.00932633333333333,0,0,1,1.04124566253597
"MTHFD2",48.39318,60.130067,51.40448,53.3092423333333,1270,2050,1973,34.037147,46.49793,39.1485,39.8945256666667,897,920,914,1.32803208859813
"MTHFD2L",8.488825,8.127917,5.224933,7.28055833333333,174,260,200,4.873594,5.013019,4.69686,4.86115766666667,87,78,78,1.41278546052876
"MTHFD2P1",0.242411,0.644505,0.745961,0.544292333333333,1,7,5,1.521399,0.972965,0.297291,0.930551666666667,6,3,1,0.799922819988414
"MTHFD2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTHFD2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTHFD2P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTHFR",26.974497,17.375091,12.20464,18.8514093333333,992,1227,1033,12.626417,7.492452,10.280193,10.1330206666667,580,359,524,1.78311079514748
"MTHFS",3.542873,3.079238,3.852652,3.49158766666667,42,50,57,2.152176,1.639863,3.718427,2.50348866666667,22,16,30,1.28203288036896
"MTHFSD",5.90728,5.573772,4.960013,5.480355,105,153,159,8.865086,8.724819,8.126659,8.572188,157,101,135,0.676998299657299
"MTIF2",18.782007,12.389565,12.987972,14.719848,343,380,401,13.82865,11.792081,9.000273,11.5403346666667,246,167,209,1.25354294106558
"MTIF2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTIF3",49.35789,44.367788,50.151889,47.959189,253,307,352,43.3111,59.519861,55.903142,52.9113676666667,248,201,249,0.908142217847525
"MTLN",21.757965,18.146631,23.132977,21.0125243333333,73,83,114,6.911543,9.730162,6.432877,7.69152733333333,23,25,18,2.53264167379558
"MTM1",2.208006,2.019884,1.557297,1.92839566666667,64,135,111,3.913322,3.656629,2.950158,3.506703,94,92,106,0.649786699204866
"MTMR1",7.69223,7.480265,6.269281,7.14725866666667,316,419,326,6.276552,7.179833,7.049929,6.835438,331,235,295,1.03979620113983
"MTMR10",1.090232,1.215204,1.071687,1.12570766666667,81,77,73,3.502055,4.51689,3.07774,3.698895,263,249,203,0.452384585453956
"MTMR11",5.684414,2.368324,2.283411,3.445383,125,59,79,3.111038,3.624707,1.931363,2.889036,61,58,43,1.14305524556728
"MTMR12",7.737581,4.014359,4.4823,5.41141333333333,219,289,262,11.209788,12.235979,7.030565,10.1587773333333,413,331,315,0.574562350498854
"MTMR14",9.2871,8.584233,6.54431,8.13854766666667,203,318,268,11.736253,10.638251,9.487783,10.6207623333333,307,221,251,0.78639829337645
