"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"A1BG",18.566797,13.425058,13.989052,182,164,192,9.26790433333333,6.574087,5.356817,5.122674,51,37,35,3.30626433333333,2.38441106688527
"A1BG.AS1",4.485336,3.910238,3.890783,109,146,152,0.0150216666666667,2.337322,2.003968,1.253341,87,70,50,0.0794916666666667,0.940277445402543
"A1CF",0.232084,0.063162,0.004811,1,5,1,16.220613,0.063683,0.066053,0,4,2,0,16.1244153333333,1.00561757378539
"A2M",20.514891,0.866071,0.291101,519,12,14,2.97925533333333,47.469149,41.973869,31.55372,2028,1448,1149,1.48072333333333,1.60407058693902
"A2M.AS1",1.875543,1.328968,1.240804,64,74,69,0.837580333333333,1.058558,0.498442,0.612746,47,23,23,0.915345333333333,0.959398966522312
"A2ML1",0.466725,0.673839,0.170052,5,14,11,0.0526876666666667,0.229587,0.095002,0,6,4,0,0.0162356666666667,1.03586963260162
"A2MP1",0.061885,0.170176,0.221341,2,2,6,0.389514666666667,0.062851,0.01158,0.048479,2,1,1,0.0559523333333333,1.31588768053608
"A3GALT2",0.438529,0.497281,0.204317,5,8,4,11.568825,0,0,0,0,0,0,14.8929526666667,0.790842662380882
"A4GALT",13.724676,11.545392,14.652328,285,366,484,13.5687636666667,33.003692,32.717969,29.75239,1208,1099,1075,12.358464,1.09060170889907
"A4GNT",0.153016,0.028124,0,4,1,0,8.37407766666667,0,0,0,0,0,0,2.25089866666667,2.88353425555354
"AA06",0,0,0,0,0,0,12.7766293333333,0,0,0,0,0,0,1.19543366666667,6.2751289380792
"AAAS",13.508489,16.738215,19.022055,343,455,490,30.1619223333333,17.868209,17.289999,16.874782,598,489,514,3.297399,7.25134490265701
"AACS",15.145339,10.858128,8.980095,461,652,560,16.2866656666667,6.792635,7.2732,5.012077,382,296,228,9.04946033333333,1.72015860486837
"AACSP1",0.721078,1.223639,1.219131,29,62,70,3.992751,0.016684,0.017346,0.035141,1,1,2,1.00310933333333,2.49250049256756
"AADAC",0,0,0,0,0,0,15.380365,0.114227,0.093886,0.189067,3,2,4,0.485872,11.0240754250703
"AADACL2",0,0,0,0,0,0,9.19627866666667,0,0,0,0,0,0,0.428366666666667,7.13841823994773
"AADACL3",0,0.011945,0,0,1,0,13.2169563333333,0,0,0,0,0,0,3.22497266666667,3.36498184840328
"AADACL4",0.043998,0,0,1,0,0,75.0999046666667,0,0,0,0,0,0,9.55361766666667,7.21078847749301
"AADACP1",0.056238,0,0,1,0,0,14.6130316666667,0.189514,0,0,2,0,0,7.256178,1.89107256004736
"AADAT",16.560745,15.539194,12.933418,429,514,491,16.745054,2.803781,1.273732,1.256284,72,50,52,8.58759633333333,1.85083449313625
"AAGAB",41.413864,42.849994,35.918127,993,1426,1315,96.488751,13.5382,8.893211,8.17232,443,347,312,55.846109,1.71495908365514
"AAK1",11.518232,13.289394,13.438405,2499,3549,3550,9.86786333333333,8.140723,4.98695,5.632312,1061,924,810,19.618997,0.527080116134327
"AAMDC",9.532266,5.352023,7.306193,48,40,51,19.3151253333333,43.508279,45.757314,41.928473,288,290,250,105.933304666667,0.189979402550588
"AAMP",72.348646,70.27047,54.966626,935,1376,1193,1.45578866666667,48.914554,44.434024,32.481351,986,865,668,0.0628246666666667,2.31062445546051
"AANAT",0.253842,0.182542,0.515652,1,1,6,0,0.384486,0.191591,0.957074,4,2,7,0.195217333333333,0.836667919809284
"AAR2",9.862522,12.742074,9.815474,384,679,543,0.0465643333333333,9.629091,8.985329,7.802869,494,440,373,0,1.04656433333333
"AARD",0.160926,0.129803,0.240983,5,6,12,10.131919,0.509473,0.537165,0.417107,11,13,17,0.182879666666667,9.41086343243142
"AARS1",61.137205,66.203897,57.698854,2513,3252,3240,33.9592853333333,22.672867,16.865167,16.478736,1180,877,706,15.8662736666667,2.07273319668852
"AARS2",4.02726,4.870429,3.692426,318,528,425,22.3376433333333,2.873718,2.217694,1.513002,289,218,155,5.08377433333333,3.83604684438492
"AARSD1",57.596898,71.665882,48.347544,392,756,544,10.569663,42.269472,45.211996,38.782538,410,412,304,4.02409666666667,2.30283447306282
"AASDH",5.317648,4.075445,5.487073,154,175,182,43.666992,1.51679,1.429238,0.686802,72,62,45,5.38488366666667,6.99574092997048
"AASDHPPT",104.747918,110.344793,89.985303,3116,4632,3686,139.696805,15.491333,11.332325,7.790263,438,436,306,121.357049,1.14988720429176
"AASS",2.628604,2.250706,1.439504,225,282,185,28.594794,10.663442,6.340196,5.078783,777,556,484,8.239964,3.20291226242873
"AATBC",0.101052,0.061185,0.102274,6,3,7,0.462397,0.16705,0.020132,0.02015,11,2,2,1.01422433333333,0.726034819358916
"AATF",16.465887,17.429714,15.691305,276,428,414,30.1587223333333,18.011852,16.629179,17.421425,333,266,229,87.4279296666667,0.352362906728537
"AATK",16.385879,16.887406,16.473264,581,867,1089,41.9430956666667,0.807211,1.215351,1.261386,81,68,60,7.41496433333333,5.10318213668008
"ABALON",1.878141,1.092098,1.292027,54,43,54,14.7507913333333,0.126228,0.106777,0.026797,5,4,1,8.11983866666667,1.72709100555726
"ABAT",59.088785,64.587057,41.158971,3015,4574,3152,0.356269333333333,3.072307,1.855792,1.672802,274,169,145,0.722117333333333,0.787559190701679
"ABCA1",4.587007,4.124422,3.096802,771,969,758,13.6558153333333,1.876267,0.885241,0.804978,396,171,159,25.6683846666667,0.549557669747126
"ABCA10",1.20466,0.95142,0.489229,24,31,27,2.854131,0.159011,0.678309,0.402902,12,6,3,1.07182866666667,1.86025565820597
"ABCA11P",1.784649,1.474793,0.919267,51,54,37,19.5815453333333,1.985955,1.111808,0.940415,66,38,32,10.3198766666667,1.81817752431343
"ABCA12",0.060479,0.006374,0,9,1,0,156.470874666667,0,0.006599,0,0,1,0,51.448996,3.0023620407656
"ABCA13",0.018797,0.084847,0.059631,1,8,6,14.4847353333333,0.174113,0.034944,0.058673,5,3,5,0.328574333333333,11.6551516500269
"ABCA17P",4.66571,1.657589,2.029971,35,13,40,0.368363333333333,0.02167,0.266152,1.014407,2,4,5,0.812543,0.75494117013132
"ABCA2",86.10463,86.558699,80.710993,2072,2678,2585,94.3114753333333,24.315816,17.365586,16.698512,805,444,402,52.444161,1.78338425657638
"ABCA3",55.59978,54.652489,44.714698,4782,6902,6185,33.0884343333333,2.864033,2.329955,1.427765,295,201,155,1.15103666666667,15.8474445654886
"ABCA4",0.709647,0.545438,0.159905,39,1,1,28.3998213333333,0.012157,0.012809,0,1,1,0,31.344221,0.908966746589239
"ABCA5",10.668791,9.107596,7.662206,513,604,633,3.178246,4.156998,3.19961,2.228167,168,152,100,13.4566326666667,0.289019310121504
"ABCA6",0.332708,0.201177,0.26943,9,14,15,116.877734,0.307074,0.113031,0.186072,11,7,9,214.166965,0.5478430854848
"ABCA7",42.45405,52.111696,39.796489,1395,2369,1835,0.296992,11.353326,7.85688,8.990523,435,267,221,0.009045,1.28536586574434
"ABCA8",0.244206,0.413915,0.141469,6,7,6,217.002767,3.234198,1.719767,1.436738,96,64,65,61.5321443333333,3.48625126043841
"ABCA9",4.035468,0.682386,0.739211,21,27,35,71.051303,0.287344,0.110486,0.190728,11,7,5,23.8153686666667,2.90349516736309
"ABCA9.AS1",0,0,0,0,0,0,95.338097,0,0,0.171932,0,0,1,45.8245276666667,2.05742805748751
"ABCB1",2.608253,0.395444,0.72192,71,28,37,5.47972433333333,0.03239,0.180298,0.191402,3,5,3,1.137784,3.03104725890611
"ABCB10",4.784184,6.526598,5.638334,213,397,298,3.46895066666667,4.005154,2.663769,2.895076,137,128,111,1.70077,1.65469501907481
"ABCB11",1.713152,2.345963,2.257067,8,17,14,37.9252723333333,0.266721,0.007328,0.0069,3,1,1,5.94528533333333,5.60456057096958
"ABCB4",2.613821,0.236469,0.112046,20,11,9,0.290904,11.373936,10.12465,10.942716,248,158,162,13.3101653333333,0.0902088808850473
"ABCB5",0.031732,0.170177,0.033162,3,5,1,251.873522,0.238192,0,0.073851,1,0,5,20.783434,11.6085242574701
"ABCB6",39.80428,30.533985,38.474452,602,671,937,98.0426783333333,8.326215,7.061364,8.704006,123,101,86,134.693941333333,0.72989757214019
"ABCB7",6.507055,5.040312,4.209266,171,274,200,0.332785333333333,13.831658,11.114692,9.446497,350,248,280,0.630597333333333,0.81736018211731
"ABCB8",21.51191,19.464312,14.629305,551,761,665,0.0443566666666667,11.02178,6.985446,5.674411,471,342,268,0.0341556666666667,1.00986408558093
"ABCB9",13.522164,13.523465,13.352624,392,512,531,2.804119,4.324097,2.790693,3.029996,187,127,124,0.289378,2.95035203020371
"ABCC1",11.500209,10.367327,9.302465,903,1271,1197,0.078357,4.111846,2.414281,2.166516,483,341,276,0.104014333333333,0.976759963563275
"ABCC10",36.128396,35.014973,37.78168,526,739,582,0.110797333333333,14.897475,9.350053,15.513101,250,167,160,0,1.11079733333333
"ABCC11",0.147705,0.168729,0.111362,9,7,7,34.807229,0.152197,0,0.378463,2,0,3,8.845367,3.63696233974823
"ABCC12",0,0,0,0,0,0,24.0371986666667,0.174113,0,0.046512,1,0,1,13.957216,1.67392104698272
"ABCC13",0.065046,0,0.010734,3,0,1,39.963668,0,0.021593,0,0,1,0,24.316599,1.61805572699556
"ABCC2",0.525342,0.194318,0.093136,8,4,5,0.258827333333333,0.206724,0.320286,0.182112,3,4,1,0.0342316666666667,1.21716185445234
"ABCC3",0.735677,0.386222,0.301105,6,5,4,0.037753,0.348225,0.325404,0.504307,2,3,3,0,1.037753
"ABCC4",7.050166,6.396275,5.373786,388,482,551,7.55772033333333,0.874694,0.850797,0.835235,82,50,37,19.8153023333333,0.41112640096652
"ABCC5",40.658816,35.616212,29.02946,2274,2699,2335,13.9901206666667,26.815209,20.139758,16.661965,1688,1220,1081,12.58667,1.10329614737582
"ABCC5.AS1",0,0.388532,0,0,2,0,0.238746666666667,0.393644,0.205992,0,2,1,0,0.0971743333333333,1.12903358111124
"ABCC6",1.563937,2.080382,1.038311,47,91,70,17.2320626666667,2.370812,3.482122,1.641663,98,80,51,8.88939033333333,1.84359824540583
"ABCC6P1",0.326616,0.114229,0.382804,8,7,15,38.71889,1.554418,1.274452,1.425343,38,40,29,0.576252,25.1983121988108
"ABCC6P2",0.427513,0.600883,0.259824,3,6,3,133.486197666667,2.969539,3.945743,2.768744,30,40,28,401.224228,0.33435628265204
"ABCC8",59.334917,46.332088,44.755074,729,907,811,1.30667233333333,0.18336,0.761856,0.182109,9,6,1,0.593260666666667,1.44776832918321
"ABCC9",2.011239,0.868414,0.975146,245,158,167,0,5.937915,4.245439,2.802442,581,434,370,0,1
"ABCD1",10.618352,6.729346,8.415782,351,364,475,10.3287653333333,9.855316,6.357848,6.647314,690,437,443,14.570826,0.727563543085854
"ABCD2",1.015291,0.95263,0.78988,101,128,108,3.89511266666667,0.210704,0.12733,0.165506,19,13,17,1.20856033333333,2.21642696048904
"ABCD3",11.715671,11.503515,12.736033,658,873,979,0.00792966666666667,10.323186,7.852999,5.423063,539,489,336,0,1.00792966666667
"ABCD4",58.610022,52.354869,50.095508,722,999,947,2.48702933333333,36.841234,32.142947,25.91358,577,476,396,0.035787,3.36655058745991
"ABCE1",47.293811,49.347163,47.386876,1200,1864,1735,92.46756,25.279482,10.850918,4.462396,450,444,265,18.7739536666667,4.72680181088722
"ABCF1",49.941811,50.936379,55.648464,769,1208,1106,18.3234196666667,30.647549,12.146954,19.277681,895,681,599,8.455803,2.0435514219857
"ABCF2",19.522918,29.608502,27.332976,499,751,734,2.73144,6.164294,6.22041,10.611419,480,500,342,1.52677933333333,1.47675736886667
"ABCF2.1",6.205134,7.639992,5.964636,207,347,288,3.944585,4.069336,1.886728,2.946105,184,81,125,4.60622233333333,0.88198161007647
"ABCF3",46.460597,40.982435,31.451225,710,879,744,116.286335333333,42.225453,35.384299,25.704264,787,609,496,90.6919753333333,1.27913413258854
"ABCG1",2.981022,2.516257,2.216058,133,150,148,38.8820083333333,4.885127,3.443918,3.219942,306,199,192,16.9057156666667,2.22733394608615
"ABCG2",0,0.032841,0.010415,0,3,1,20.899473,0.576877,0.198017,0.199392,10,14,4,7.015284,2.73221422971413
"ABCG4",12.913126,10.418173,10.808669,598,780,776,0.870650333333333,0.753032,0.371896,0.214828,40,26,15,63.5423413333333,0.0289833045205508
"ABCG5",0.106507,0.151389,0.042838,5,10,3,93.4300633333333,0,0.01593,0,0,1,0,10.5729776666667,8.15953042105297
"ABCG8",0.375379,0.464493,0.42013,27,45,55,17.679678,0.035989,0.06211,0.039485,4,5,3,7.553478,2.18386929854733
"ABHD1",0.400221,0.717874,0.22597,14,18,14,28.059534,0.548215,0.837679,0.573511,17,19,15,12.967623,2.08049243597139
"ABHD10",22.938499,24.352688,21.626771,576,818,829,45.387708,4.682414,3.63352,2.996599,164,141,99,6.34839,6.3126355569043
"ABHD11",6.937606,7.064101,6.864255,76,110,135,0.109443,16.413349,19.071503,13.597818,302,309,281,0,1.109443
"ABHD12",64.546737,62.306897,62.683147,766,1044,1187,0.054446,31.484105,29.04836,22.06709,638,567,468,0.107916333333333,0.951737932076098
"ABHD12B",1.904262,0.479376,0.66991,10,10,16,9.02921633333333,0.21345,0.366161,0.189974,7,7,3,6.00339566666667,1.43205050959327
"ABHD13",2.367033,2.196661,1.88721,196,246,214,20.067703,1.172633,1.326137,0.716184,82,109,59,8.10472266666667,2.31393132677517
"ABHD14A",22.540257,19.428712,18.954588,283,320,352,4.60419966666667,8.546513,7.684425,5.406513,139,127,86,2.20865933333333,1.74658606117737
"ABHD14A.ACY1",3.863768,4.694379,6.380052,22,47,62,0.987445333333333,2.555792,7.592045,3.544598,22,61,25,10.8137673333333,0.168231291277053
"ABHD14B",3.320588,2.072545,1.528819,54,55,44,41.663942,8.124944,8.387924,5.480449,292,279,180,11.920216,3.30210748798627
"ABHD15",0.626613,0.218831,0.501833,33,16,41,157.985373333333,1.644095,1.578787,1.43262,123,111,101,57.0980066666667,2.73650306533753
"ABHD16A",37.200716,47.134845,37.037113,666,1034,935,0.828383666666667,19.452254,20.109003,15.952975,486,433,358,0.04322,1.75263479099966
"ABHD16B",0,0,0,0,0,0,14.1934193333333,0,0,0,0,0,0,8.18705733333333,1.65378518736431
"ABHD17A",15.282057,19.663938,28.463204,503,831,1086,30.240615,21.413135,20.573032,17.57639,715,597,525,4.32983033333333,5.86146519610912
"ABHD17B",10.201998,14.689547,11.447473,457,762,669,48.3995476666667,2.046774,1.634046,1.489593,103,84,78,3.44931766666667,11.1027243653016
"ABHD17C",22.112876,26.685209,23.848278,525,820,771,9.06215266666667,1.848624,2.204347,1.707873,50,65,54,1.76255833333333,3.6423312931552
"ABHD18",4.011071,3.517854,4.147912,213,284,273,0.334188666666667,8.712244,6.827573,4.421348,367,326,288,0.113742,1.19793333345305
"ABHD2",13.588883,13.921576,10.695473,1685,2486,2111,13.6114336666667,3.332886,2.82704,2.375777,614,430,406,38.1171863333333,0.373529771342876
"ABHD3",1.597983,1.039653,1.180823,33,27,32,119.859511333333,2.331696,3.741765,1.156728,72,76,34,32.086452,3.65283987939636
"ABHD4",25.455379,4.883742,6.507743,182,133,112,2.82895033333333,15.0237,23.747182,16.357654,409,343,303,4.40507566666667,0.708399025187868
"ABHD5",10.403327,7.362645,6.909279,314,407,402,29.3573956666667,7.210165,4.691474,4.783658,177,215,128,10.395547,2.66397002852664
"ABHD6",11.668832,13.764524,17.829011,180,342,395,5.16011933333333,2.357982,2.891814,1.502824,64,48,45,0.079272,5.70766158422838
"ABHD8",9.661101,10.705984,15.55678,265,375,569,0.081767,4.748047,3.701303,3.322699,184,148,137,0.0717826666666667,1.00931563239811
"ABI1",25.555257,19.141618,16.288946,935,970,821,89.80118,10.258949,6.855637,7.216852,359,321,284,27.1435236666667,3.22636145620761
"ABI2",43.432644,40.900572,32.384224,3163,4154,3817,21.6859713333333,21.727203,10.892244,9.493522,933,760,670,22.248018,0.975823888872304
"ABI3",0.107534,0.068506,0,1,1,0,8.975152,0.029558,0.160231,0.222847,1,5,7,0.849044666666667,5.39475988861996
"ABI3BP",1.876574,1.343379,0.53984,21,26,23,15.1036916666667,0.659504,0.308934,0,5,4,0,4.14641166666667,3.12911067161035
"ABITRAM",8.026917,12.043578,11.681156,142,241,232,8.31248266666667,13.449005,10.517363,5.073883,184,198,136,15.4211246666667,0.567103828495385
"ABL1",18.289946,25.341736,17.462119,1256,2037,1573,6.67407733333333,7.760499,5.097737,3.86969,787,524,458,6.07615,1.08449896247724
"ABL2",4.651018,3.942953,3.604234,834,1003,998,0,1.446018,0.98648,1.194757,315,194,136,0,1
"ABLIM1",78.965193,95.017141,84.824801,7302,12899,12481,1.91552333333333,59.262507,38.678189,34.133185,7498,5439,4652,1.242575,1.30007840689089
"ABLIM2",29.024891,22.325349,27.889239,811,842,921,50.140693,6.864886,5.835002,6.004859,163,143,105,0.375775,37.1722796242118
"ABLIM3",59.162438,43.070208,35.850085,2210,2652,2304,5.862563,1.439051,0.939932,0.795889,79,55,65,0,6.862563
"ABO",0.94183,1.656334,1.424069,43,107,83,112.418891,0.108377,0.428422,0.100191,15,12,11,32.133593,3.42307853543079
"ABR",475.702567,515.55903,441.250144,3442,4631,4703,1236.327264,137.5781,52.298863,84.704982,1454,973,842,58.4552836666667,20.8110564392732
"ABRA",0.023562,0,0.016861,1,0,1,2872.900966,1.22541,0.904378,0.700678,55,43,33,0.143714666666667,2512.7779242142
"ABRACL",17.048097,16.217016,13.732567,152,196,170,8.861323,1.304502,3.067132,2.188819,11,29,19,2.930831,2.50871202552336
"ABRAXAS1",2.109371,2.159075,1.935205,56,86,86,6.40802166666667,1.870927,1.13124,1.242214,62,58,36,0.970076,3.76027202334665
"ABRAXAS2",10.186842,8.464947,8.190416,471,532,542,50.0583233333333,2.908321,2.115077,1.946772,158,120,108,19.409946,2.5016393151326
"ABT1",3.263841,4.270345,3.155402,152,271,212,0.763368333333333,3.32542,2.791458,2.174212,199,168,128,1.20228266666667,0.800700273413283
"ABTB1",3.761994,3.647191,4.428543,98,109,136,13.421852,4.435767,2.908722,2.928956,118,103,97,117.910354,0.121283399761807
"ABTB2",1.172037,1.371578,1.223632,92,149,130,0.025777,6.950399,6.045716,4.152189,790,633,438,0.0212173333333333,1.00446493270123
"ACAA1",39.895704,46.043135,40.381622,585,998,977,10.1953486666667,73.219918,69.137641,52.278734,1732,1479,1295,0.441026,7.76901226394712
"ACAA2",13.144815,9.897038,9.823666,271,275,335,67.633482,33.764452,29.686524,22.134757,1017,904,664,19.4534313333333,3.35559744873452
"ACACA",100.200507,77.444775,45.429501,3946,4127,3502,0.778626333333333,7.1497,4.870629,6.747958,693,417,430,0.974021333333333,0.901016773881539
"ACACB",5.011705,4.261474,2.549066,60,56,49,1.25951366666667,26.02878,14.841445,7.767875,1315,753,655,1.045542,1.1046038979726
"ACAD10",12.856185,11.636386,10.582543,221,279,250,2.986488,20.02537,13.653281,10.050915,659,558,399,14.3326123333333,0.260000573505228
"ACAD11",18.399625,10.629317,9.67092,358,253,310,18.472337,6.08628,6.516346,6.250521,364,279,315,9.801573,1.80273160214721
"ACAD8",23.137744,24.865645,22.47821,569,801,726,0.327960666666667,17.886304,13.41606,11.385466,633,534,433,0.348885333333333,0.984487438517136
"ACAD9",17.669058,19.626573,12.870046,447,569,481,0.0680793333333333,9.950716,8.300763,6.289277,369,346,279,0.00452933333333333,1.06326345870769
"ACADL",0.160831,0.314712,0.317482,8,12,13,15.6034853333333,0.430319,0.363646,0.199827,20,21,12,19.283423,0.818574129885934
"ACADM",31.655912,30.807253,30.544017,568,773,686,0.0485666666666667,55.824798,42.128201,34.763102,1043,919,796,0.271208333333333,0.824858238552558
"ACADS",3.004861,4.19166,2.473391,78,146,97,17.87264,15.466497,14.289382,12.849752,587,501,461,11.872711,1.46609676858278
"ACADSB",3.572105,3.466148,3.181139,336,406,350,0.225601,6.230585,3.533107,3.515221,558,395,389,0.199794666666667,1.02150895819951
"ACADVL",223.022625,188.605112,238.198574,1342,1537,1988,13.334388,539.418883,513.721339,438.661315,4271,3691,3049,17.5133453333333,0.774273246780035
"ACAN",0.292759,0.315011,0.284229,25,26,39,3.637669,0,0.022851,0,0,2,0,3.04950066666667,1.14524465650168
"ACAP1",11.286318,12.913279,6.490646,45,54,54,2.00352533333333,14.853065,11.82895,6.245988,42,44,28,0.534163333333333,1.95776112495627
"ACAP2",11.321554,4.989484,5.03907,561,490,425,44.8669356666667,2.720509,0.953916,0.841565,159,108,106,26.4081756666667,1.67347641902519
"ACAP3",201.068487,222.065102,155.227804,2075,3473,3111,0.140081666666667,32.135196,15.329502,11.519368,755,449,440,0.030983,1.1058200442361
"ACAT1",109.114332,109.952951,112.925312,760,1074,1157,4.86418666666667,106.632562,103.500411,97.170077,946,923,785,5.969076,0.841458274621581
"ACAT2",119.603573,70.690947,60.766009,2428,1983,1817,33.018719,7.765272,8.394048,3.664681,210,229,100,22.2122423333333,1.46555074307269
"ACBD3",65.899098,64.268898,51.033552,1039,1267,1242,98.9542496666667,26.857783,13.437707,11.62415,382,312,276,94.706676,1.04438116382463
"ACBD3.AS1",0.205463,0.151175,0,1,1,0,62.1753933333333,0.324008,0.319377,0,2,2,0,19.6104036666667,3.06521863205946
"ACBD4",3.64765,3.399864,4.113433,75,106,119,12.0986113333333,4.538466,2.387986,1.850638,119,81,68,2.57489266666667,3.66405723323348
"ACBD5",28.434973,21.567845,22.642447,1235,1449,1480,45.053605,7.618894,5.044549,4.657079,439,324,287,24.477655,1.80760768602919
"ACBD6",45.008644,45.056697,44.61445,636,975,991,0.246467,23.154423,24.794667,23.033485,532,463,433,0.176179,1.05975961141969
"ACBD7",1.034596,0.949647,0.691054,40,52,53,6.32523966666667,0.572654,0.568327,0.510339,37,38,33,6.53185033333333,0.972568405169672
"ACCS",5.273883,5.411674,5.203006,72,100,76,4.16365833333333,8.564602,4.575821,7.352098,163,107,122,12.768286,0.375040025558253
"ACCSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512366666666667,0.994902451472804
"ACD",12.408905,8.62736,10.509139,165,217,228,8.747789,6.047245,4.588355,4.00999,85,83,68,8.21773166666667,1.05750409672372
"ACE",5.405634,2.557996,4.848241,108,104,195,8.71978533333333,1.157448,0.481306,0.687591,31,27,17,3.13386766666667,2.35125701088803
"ACE2",0.05341,0,0.099057,1,0,1,0.112139,0.292,0.608641,1.089188,17,9,22,0.00736633333333333,1.10400651997172
"ACER1",0.145606,0.072291,0.066789,3,2,2,0,0,0,0,0,0,0,0,1
"ACER2",0.989215,1.238033,0.764366,43,73,48,97.1317866666667,0.086941,0.071304,0.036141,5,4,2,18.880558,4.93606802518655
"ACER3",5.100368,4.487993,5.453281,507,602,712,2.69759466666667,5.889447,3.785697,2.608854,373,369,276,0.568908666666667,2.35679408574028
"ACHE",150.826048,123.139185,143.64468,4252,4881,6215,40.6284346666667,0.074404,0.220625,0.154447,5,9,7,25.9771216666667,1.54310141686106
"ACIN1",80.771096,83.773455,54.064282,1809,2688,1954,6.59116366666667,48.187336,30.018075,26.134553,1665,1167,1053,0,7.59116366666667
"ACKR1",5.527193,8.511619,6.913666,150,313,243,202.534186,0,0,0,0,0,0,34.58212,5.72012533261087
"ACKR2",0.648149,0.227417,0.267559,15,14,12,0.24665,2.083034,1.740608,0.931254,43,37,20,0.056822,1.17962154459313
"ACKR3",1.953183,0.627658,0.254604,33,11,7,9.87020466666667,4.479841,2.665596,2.943872,125,78,87,0.0230306666666667,10.6254924909387
"ACKR4",0.058436,0.043248,0,2,2,0,65.848697,0,0,0,0,0,0,27.5920056666667,2.33802055649192
"ACLY",258.665498,200.768091,176.389823,8902,9754,9291,0,20.336467,13.559479,13.590368,1109,844,693,0.014085,0.986110631751776
"ACMSD",0.069346,0.050982,0.281347,2,2,7,1.74516333333333,0.044606,0.168465,0.027939,1,1,1,2.473935,0.790217241639044
"ACO1",12.481148,12.32891,11.425298,956,1358,1328,5.02109066666667,8.895559,7.661565,6.460032,708,594,504,23.015551,0.250716324046309
"ACO2",69.325062,71.569862,65.685688,2171,3126,3037,5.951061,146.738618,107.939366,96.620982,7447,5908,4897,0.216119666666667,5.71577056972738
"ACOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1",2.514575,1.663513,2.042674,51,52,55,0.020844,6.652744,7.561148,4.666439,192,191,127,0.0160763333333333,1.0046922327686
"ACOT11",1.059936,0.383645,0.558014,60,46,67,0.260889666666667,20.174206,15.320592,11.474642,1325,899,708,0.0559843333333333,1.19404202019411
"ACOT12",0.137311,0.78691,0.64326,4,17,11,25.126856,0.102651,0,0,1,0,0,10.6504483333333,2.24256228193793
"ACOT13",14.096614,5.754241,11.441671,306,262,371,0,28.624228,30.396445,27.420034,613,576,520,0.006508,0.993534080206019
"ACOT2",9.413227,10.383521,11.05022,97,146,165,0.319983333333333,88.207517,93.696934,77.668179,1144,999,964,0.306412,1.01038824913835
"ACOT4",0.689296,0.540441,0.531756,24,26,28,6.764273,0.124947,0.174781,0.261237,6,8,12,3.80938333333333,1.61440094537415
"ACOT6",0.172208,0.138878,0.065032,2,2,1,8.074458,0.188194,0,0.040322,5,0,1,12.6457773333333,0.665001177897964
"ACOT7",144.140782,166.680788,158.146086,2648,4286,4367,82.8537123333333,18.509861,18.078012,11.411107,521,479,300,33.1908626666667,2.45251818156328
"ACOT8",21.302306,21.395702,21.651743,347,511,489,14.0888376666667,14.918157,12.104523,11.463739,289,242,204,1.29594133333333,6.57196133350678
"ACOT9",15.355328,9.120068,8.944808,361,377,386,39.1634526666667,29.935853,23.797934,22.855973,918,759,709,2.03923233333333,13.2149991384886
"ACOX1",32.7541,26.088828,22.676301,735,866,739,23.4476393333333,26.743277,25.166,14.165662,569,533,438,18.3481623333333,1.26356389367349
"ACOX2",0.363302,0.170177,0,2,1,0,52.27467,17.904677,19.718667,13.035042,296,273,205,38.0836203333333,1.36309455330993
"ACOX3",12.315552,13.017171,11.277513,264,352,310,17.552448,11.241262,6.789727,5.371668,239,160,120,2.683347,5.03684502166101
"ACOXL",0.066887,0.263478,0.058643,2,6,3,2.92647966666667,0.725081,0.07677,0.356086,14,3,7,17.4300403333333,0.213047806496933
"ACOXL.AS1",0.276588,0.236611,0.059776,4,6,4,0,0.208242,0.234062,0.294801,10,13,16,0.110388,0.900586101434814
"ACP1",61.38661,54.776346,47.901782,891,1273,1150,28.7068843333333,30.223411,32.418039,30.824921,582,628,585,19.0402076666667,1.48236409659294
"ACP2",93.073029,93.19527,67.827959,600,764,662,0.362774666666667,43.214406,45.839884,42.704658,569,466,395,0,1.36277466666667
"ACP4",0.222704,0.198325,0.140824,4,5,4,1.58335133333333,0,0.080253,0,0,2,0,3.587013,0.563188142988331
"ACP5",5.678997,0.947109,4.648666,17,15,26,0.0758826666666667,0.224677,1.062225,0,1,4,0,0.19397,0.901096900815487
"ACP6",7.807588,6.333138,5.476793,192,222,243,0.0954383333333333,5.616296,6.558338,5.860511,182,148,113,0.334708,0.820732574715468
"ACP7",0.210181,0.206031,0.215597,10,13,14,68.932163,0.015824,0.016768,0.030042,1,1,2,93.1555226666667,0.74273033614371
"ACPP",0.058078,0.051093,0.026328,2,3,1,90.841285,0.862381,0.252187,0.58269,9,11,11,6.49879633333333,12.2474702495587
