"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"C1orf210",0.047395,0.039051,0.065422,1,1,2,32.4763933333333,0.034111,0.037369,0.079175,1,1,2,27.1979533333333,1.18719230922906
"C1orf216",45.60012,48.397636,43.382799,1859,2613,2483,59.148432,2.074114,2.377207,1.815599,114,101,88,115.570264333333,0.51598434938781
"C1orf220",1.957651,3.554838,1.508911,47,84,52,100.951165666667,0.610783,0.297988,0.398509,22,9,11,53.4709886666667,1.8716599085534
"C1orf226",0.697827,0.443833,0.427752,36,32,42,38.0428486666667,2.533031,2.512814,1.897851,232,219,163,47.3471303333333,0.807552555808018
"C1orf229",0.966046,0.549039,0.600495,26,20,28,106.952035,0.096528,0.202564,0.222966,4,8,9,73.3884696666667,1.45119311478958
"C1orf232",5.322771,2.819459,2.051983,36,24,29,16.392968,0,0,0,0,0,0,7.65655666666667,2.00922476103855
"C1orf35",4.4718,5.750343,8.005891,102,162,206,0.389233333333333,4.06206,4.070523,3.776859,144,139,125,0.0213823333333333,1.36015014945432
"C1orf43",153.628965,137.365439,143.971811,1743,2128,2320,24.4997213333333,99.86354,81.434505,94.021073,1417,1315,1144,1.970124,8.58540631075785
"C1orf50",10.016869,9.874131,8.568695,316,434,398,80.4248403333333,5.187615,4.81572,4.910386,142,108,104,72.8536946666667,1.10251546250785
"C1orf50.1",11.135433,9.969169,9.084636,98,119,122,26.569866,8.201731,6.037982,4.641492,107,71,58,35.631084,0.752635821533428
"C1orf52",26.248722,24.296073,19.407735,551,729,651,22.6307623333333,12.902035,12.147359,6.323779,145,165,118,1.24901033333333,10.5071826407793
"C1orf53",3.783994,3.237058,0.86905,8,9,5,0.572317,2.357115,4.903511,4.453819,19,22,32,0.342390333333333,1.17128152740472
"C1orf54",2.270398,0.755222,2.128914,21,8,14,4.518669,6.918802,3.45928,5.571115,39,23,32,1.58571833333333,2.13428853748571
"C1orf56",5.05935,4.433423,5.32473,35,38,44,15.718421,6.646022,6.133002,6.708791,68,46,37,4.37869433333333,3.10826753927827
"C1orf61",1.003526,1.236137,2.04838,19,27,34,24.734037,0.461865,0.346484,0.502578,12,9,11,105.137812,0.24245871019086
"C1orf68",0,0,0,0,0,0,122.684386333333,0,0,0,0,0,0,18.021955,6.50219109094377
"C1orf74",0.888569,0.61538,0.789468,68,64,87,0.588454333333333,0.422068,0.256503,0.261172,41,25,25,0.185908333333333,1.33944107540633
"C1orf87",0.033248,0,0,1,0,0,0,0,0,0,0,0,0,0.182267,0.84583262494851
"C1orf94",0.241764,0.046152,0.146639,8,3,10,11.2024303333333,0,0,0,0,0,0,17.8458706666667,0.647485624260183
"C2",1.318058,2.049051,2.391958,25,51,61,48.805846,0.236668,0.236583,0.200375,5,5,2,28.2108153333333,1.70504812795023
"C2.AS1",0.142136,0.169788,0.159191,1,2,2,26.1722386666667,0,0.178612,0.089631,0,2,1,24.6267526666667,1.06030752394197
"C20orf141",0.236315,0,0.047796,2,0,0,134.309906666667,0,0,0,0,0,0,53.3303513333333,2.49050306773279
"C20orf144",0.338233,0.177708,0.318849,11,8,16,19.6835493333333,0.357665,0.04539,0.097518,17,2,4,8.733457,2.12499519269806
"C20orf173",0,0.312198,0.053328,0,1,1,20.7495933333333,0,0,0,0,0,0,8.58817566666667,2.26837660149948
"C20orf194",13.696895,15.276627,9.92863,1539,2348,1623,37.17444,6.21412,4.68171,4.13206,930,662,588,17.3595743333333,2.07926607158267
"C20orf197",0.024183,0.035644,0.034576,1,2,2,0.034082,0,0.022271,0.045015,0,1,2,0.234268666666667,0.837809488263765
"C20orf202",0.343601,0.202919,0.341414,8,6,12,10.6685003333333,0,0,0,0,0,0,11.518877,0.932072448138386
"C20orf203",1.583749,0.693905,0.966414,121,80,118,10.8520553333333,0.123536,0.012541,0.375444,7,1,2,5.91405533333333,1.71419735045993
"C20orf204",1.035642,1.160775,0.658207,38,91,53,52.895771,0.051123,0.114307,0.066485,5,3,3,8.635092,5.59369552465093
"C20orf27",31.818414,29.497001,30.791947,478,651,749,25.2149996666667,2.846884,2.226883,1.794253,58,45,41,4.35300833333333,4.89724619022637
"C20orf78",0,0,0,0,0,0,1.301351,0,0.165797,0,0,1,0,0.914719,1.20192623565129
"C20orf85",0,0,0,0,0,0,308.025251,0,0,0,0,0,0,96.4209123333333,3.172062790201
"C20orf96",11.025685,14.435716,10.482394,237,423,330,1.08077533333333,4.727276,4.809026,4.146154,138,137,115,3.35020933333333,0.478316139269313
"C21orf58",0.901674,0.657878,1.108067,25,38,33,0.623580666666667,3.017531,3.631747,1.742393,165,133,98,5.659659,0.243793363393932
"C21orf59.TCP10L",7.693643,4.258034,7.299038,127,143,191,3.24200533333333,1.763316,3.371645,4.011441,50,66,72,0.102676666666667,3.84700743342714
"C21orf62",1.430877,0.497836,0.48575,73,32,45,12.830763,0,0.013391,0.012835,0,1,1,18.9834576666667,0.692110606217579
"C21orf91",1.258401,1.024154,0.919042,71,116,108,1.23327766666667,1.709219,0.864637,1.276361,73,74,47,2.197358,0.698475950039585
"C21orf91.OT1",0,0,0,0,0,0,72.8290713333333,0,0,0,0,0,0,196.463981666667,0.373886268828318
"C22orf15",0.128382,0.140463,0.216723,4,6,8,0,0.45632,0.024924,0.050668,8,1,2,0,1
"C22orf23",13.535476,12.975666,13.213831,94,132,135,0,2.708792,2.715039,1.314172,21,21,10,0,1
"C22orf24",1.094488,1.05242,0.500835,34,62,33,37.075489,0.119052,0.389172,0.217846,12,17,6,19.1908996666667,1.88577476133266
"C22orf31",0,0,0.053718,0,0,1,7.067082,0.114804,0.060549,0,2,1,0,2.89782166666667,2.06963855452597
"C22orf34",0.237494,0.021795,0.080028,8,1,2,0.713952666666667,0.021953,0.023043,0.069872,1,1,3,0.400403666666667,1.22389901387957
"C22orf39",17.376248,18.785613,16.851513,457,615,577,45.7500183333333,18.460857,18.285575,17.275318,407,387,337,17.5409976666667,2.52144027920252
"C22orf42",16.540323,6.742197,7.885334,309,145,199,0.269508,0,0,0,0,0,0,0.419753,0.894175254428059
"C22orf46",2.826332,2.765303,1.866158,221,292,220,20.407851,1.811606,1.260139,1.262242,197,107,113,7.96152933333333,2.38886134316062
"C2CD2",8.102124,6.157039,8.738404,372,513,640,6.94640866666667,0.829913,1.087299,1.16085,66,60,30,1.28456533333333,3.47830221824837
"C2CD2L",19.522412,23.603147,20.239432,688,1158,1279,0.0708603333333333,2.978881,2.750173,3.179147,195,179,132,0.0367803333333333,1.03287099388781
"C2CD3",10.836335,12.715229,9.04639,352,689,494,15.2689073333333,10.391898,5.307083,5.59719,406,298,219,4.66341633333333,2.87263135460816
"C2CD4A",0.893269,0.6247,0.903899,41,40,67,13.7896093333333,0.024047,0.022226,0,2,1,0,6.97351366666667,1.85484216264172
"C2CD4B",0.141588,0.444154,0.483716,2,9,14,0.237684666666667,0,0,0.042586,0,0,1,0.226037333333333,1.00949998259977
"C2CD4C",12.896423,14.459791,11.95869,561,887,867,5.85346033333333,0.127273,0.097386,0.046667,9,6,3,6.12215433333333,0.962273493745783
"C2CD4D",0.21693,0.189671,0.397033,4,5,14,37.8599236666667,0.030497,0,0,1,0,0,37.9139423333333,0.998611842865882
"C2CD5",29.913981,31.740818,21.526076,857,1237,923,22.2230883333333,9.595458,7.217279,6.120808,206,193,129,12.5442296666667,1.71461123333482
"C2CD6",5.834501,0.050733,8.041492,4,5,8,44.2570446666667,0.01124,0,0,1,0,0,18.3423886666667,2.33978571347082
"C2orf15",4.126219,5.039678,4.635979,75,125,119,1.42201166666667,0.295277,0.443025,0.057138,7,6,1,7.47471866666667,0.2857925745893
"C2orf16",0.587049,0.501082,0.552015,147,188,195,1.339603,0.241059,0.135519,0.091477,48,23,16,0.867284666666667,1.25294393606117
"C2orf27A",6.328422,4.445672,6.646197,184,179,286,17.4542,0.793583,0.875627,0.74777,19,30,22,4.17314933333333,3.56730471341507
"C2orf27B",0.951087,0,0.30402,12,0,5,2.614885,0.383418,0.104975,0,6,2,0,2.24104766666667,1.1153445958781
"C2orf42",4.154812,3.574188,3.898163,86,110,108,11.250667,2.326787,0.998207,1.631625,74,49,50,5.55234966666667,1.86966014074646
"C2orf49",5.230492,5.659076,5.410223,275,339,333,0.168723666666667,6.265539,3.026503,3.721282,223,155,164,0,1.16872366666667
"C2orf50",0.88125,1.729999,1.126076,116,166,161,0.176464,0.050522,0.03593,0.054555,9,6,9,0.0230966666666667,1.14990502689547
"C2orf66",0.94612,3.583879,2.40177,26,117,81,6.12196666666667,0.110431,0.15211,0.203221,2,5,4,2.82824766666667,1.86037249592786
"C2orf68",12.986318,10.373915,7.690573,329,416,343,14.2997703333333,13.058116,12.469846,9.394201,418,374,339,6.59183633333333,2.01529243539628
"C2orf69",5.142148,4.885297,4.665696,289,373,367,0.930624666666667,1.00587,1.0025,0.776448,53,59,46,0.524267666666667,1.2665916288106
"C2orf72",2.400238,2.27703,3.109198,121,90,211,3.89619966666667,0.211319,0.269207,0.159016,14,12,10,0.494083666666667,3.27705855830028
"C2orf73",0,0.184208,0.076166,0,2,2,3.309845,0,0,0,0,0,0,1.378546,1.81196621801723
"C2orf74",17.664416,14.305548,24.984591,135,142,228,44.3512456666667,15.89302,15.733467,12.405438,159,178,145,13.104183,3.21544648610038
"C2orf76",4.323936,4.490121,4.734462,35,49,54,10.059633,4.567126,4.9824,4.322575,39,44,38,0.533622666666667,7.21144336242639
"C2orf78",0,0,0,0,0,0,0.504694333333333,0.01573,0,0,1,0,0,0.0364376666666667,1.45179433527599
"C2orf80",38.155886,47.419355,38.262514,234,324,323,0.521862666666667,0.175788,0.08285,0.170245,2,1,2,0.043356,1.45862262417302
"C2orf81",0.426289,0.977516,1.055782,14,14,34,36.8169276666667,0.627029,0.740798,0.44592,20,9,17,12.9432283333333,2.71220744311127
"C2orf83",0.037134,0.054186,0.051629,1,2,2,17.685444,0.06224,0.031069,0,2,1,0,5.720509,2.78036142798112
"C2orf88",4.581836,3.526941,4.796418,117,146,206,6.742635,1.338522,0.617315,0.302498,22,23,22,2.57138933333333,2.16796161867165
"C2orf91",0.037548,0.025386,0.050848,2,2,4,49.4579453333333,0.594453,0.626288,0.015445,3,6,1,0,50.4579453333333
"C2orf92",6.326331,9.715725,4.123988,30,60,42,95.537412,17.465666,6.267483,8.316795,90,41,45,734.858818666667,0.131190127169938
"C3",1.508983,0.466936,0.831984,11,8,12,10.549988,0.53804,1.093395,0.832013,6,9,7,2.664052,3.1522445642147
"C3AR1",0.362432,0,0.025586,3,0,2,4.01668333333333,0,0,0.015084,0,0,1,5.24167866666667,0.803739442743929
"C3P1",0,0,0,0,0,0,27.7623733333333,0,0,0,0,0,0,9.88417933333333,2.64258539412771
"C3orf14",51.294502,55.551395,51.144386,646,1050,946,13.7541743333333,1.417195,1.896516,0.560616,12,23,7,3.33874666666667,3.40056137563536
"C3orf18",18.892271,21.093537,11.996004,369,536,441,12.472823,9.130399,6.520334,4.831784,304,269,217,24.6460293333333,0.525337580523186
"C3orf20",0,0.033155,0.015288,0,2,1,13.9819506666667,0.097505,0.034244,0.088863,6,2,5,5.60112566666667,2.26960543143727
"C3orf22",0.037085,0,0,1,0,0,5.35932666666667,0.027372,0,0,1,0,0,12.4332003333333,0.473403694493154
"C3orf33",4.004857,5.24178,6.019444,105,159,176,0.275695333333333,1.825529,1.871971,2.211906,40,56,56,0,1.27569533333333
"C3orf35",0.989565,0.927527,0.806367,34,32,36,0.415409666666667,0.411468,0.630865,0.465408,22,16,16,0,1.41540966666667
"C3orf38",6.467097,6.405315,5.098959,165,235,195,13.7044423333333,5.509292,3.829374,2.872312,144,124,94,10.7882843333333,1.2473776435604
"C3orf49",0.761926,1.433958,0.729689,8,18,10,327.739217333333,0.180894,0.144496,0,2,2,0,302.402451,1.08350877275323
"C3orf52",0.342079,0.059961,0.16831,10,3,4,129.555633,2.738099,1.998453,1.628873,108,100,65,115.453578666667,1.12109592933763
"C3orf56",0,0,0,0,0,0,32.8761386666667,0,0,0,0,0,0,6.86330033333333,4.30813236562544
"C3orf62",12.950923,10.674948,8.245731,206,343,276,32.8300213333333,9.231113,10.075962,9.30235,220,212,198,37.692625,0.874327377202589
"C3orf67",0.669272,0.525478,0.841022,23,31,32,0.360630666666667,0.54519,0.157809,0.364223,6,6,2,0.0869963333333333,1.25173436647594
"C3orf67.AS1",0.071636,0.023332,0.022192,2,1,1,2.119217,0.027583,0,0,1,0,0,1.22891233333333,1.3994345822185
"C3orf70",6.162137,7.400446,4.408303,726,1186,752,22.7950496666667,0.088414,0.063101,0.047188,13,9,7,12.5604956666667,1.75473303126801
"C3orf79",0.621481,0,0,6,0,0,38.2101273333333,0.080626,0.080228,0,1,1,0,12.1161836666667,2.98944634581334
"C3orf80",1.454923,1.12198,1.188023,53,53,68,6.15412466666667,0,0.046087,0,0,2,0,2.83315166666667,1.86638184157423
"C3orf84",0,0,0,0,0,0,1.88772333333333,0.103251,0,0,1,0,0,1.00225166666667,1.44223794711121
"C3orf85",0,0,0,0,0,0,1.51478766666667,0,0,0,0,0,0,9.161865,0.247473044236138
"C3orf86",0.077088,0.139966,0.208532,1,2,3,161.351258,0.837263,0.87666,0.706364,8,5,5,0.084761,149.66546363669
"C4A",17.811152,7.889752,6.106918,143,132,115,0.143805333333333,64.290934,63.22378,56.844402,728,583,503,4.73751166666667,0.199355644011762
"C4B",1.940677,2.615873,1.287382,37,42,16,1.07339833333333,21.957446,15.092024,10.497161,713,454,307,1.07882833333333,0.997387951706771
"C4BPA",0.29096,0.042815,0.135399,10,2,3,0.0689633333333333,0,0.022418,0,0,1,0,0,1.06896333333333
"C4BPB",0.085739,0.028287,0,3,1,0,1.61834366666667,0.025246,0.199534,0,1,8,0,7.037181,0.325778860357464
"C4orf17",0.10593,0.209555,0.041024,3,8,2,5.17204533333333,0,0,0,0,0,0,0.294220666666667,4.76892812199465
"C4orf19",0.204582,0.079259,0.220873,2,1,4,93.1457136666667,0.429795,0.368558,0.292247,20,18,16,55.448211,1.66782457758788
"C4orf3",35.734791,35.85792,42.25756,1478,2019,2491,0.649969,19.389798,19.465989,22.323568,901,969,1077,2.55091866666667,0.464659755653842
"C4orf33",8.288749,9.261323,8.974267,142,204,222,16.4770143333333,1.479855,1.506664,0.570343,33,40,45,1.58515266666667,6.76053470987787
"C4orf36",0.494117,1.089934,0.517057,4,22,15,8.671372,0.171599,0.204417,0.144494,1,1,1,6.39935933333333,1.30705532253738
"C4orf36.1",1.239896,0.920062,0.854454,44,44,43,19.9507203333333,0.491056,0.467603,0.365062,21,15,16,19.2608563333333,1.03404910378171
"C4orf45",0,0,0,0,0,0,22.2737986666667,0.172513,0.920659,0,3,2,0,32.2305883333333,0.700372753958163
"C4orf46",3.48536,3.561485,2.70199,141,216,177,3.35408766666667,2.588901,3.005096,1.949864,106,148,92,0.443148666666667,3.01707493291289
"C4orf47",0.640604,0.678724,1.15187,7,12,20,28.7160533333333,0.306665,0.403116,0.174728,5,6,2,22.6077203333333,1.25874302616908
"C4orf48",28.581673,30.664845,115.270759,94,140,547,46.7633876666667,6.38728,5.393862,5.825403,27,22,24,20.69703,2.20137906739617
"C4orf50",1.061585,0.843904,0.966915,234,255,312,31.9793483333333,0.003346,0.003769,0,1,1,0,5.820836,4.83508888548755
"C4orf51",0,0,0,0,0,0,30.937833,0,0,0,0,0,0,29.3522243333333,1.05224027897439
"C4orf54",0,0,0,0,0,0,30.4507156666667,0,0.009737,0,0,2,0,8.323001,3.37345406985011
"C5",0.653573,0.564094,0.577417,16,21,26,16.260919,0.275277,0.441291,0.24477,12,17,9,9.423922,1.65589487334997
"C5AR1",4.155155,2.4178,2.265877,48,38,35,2.655219,3.49941,1.583788,1.832544,45,28,44,0.230528333333333,2.97044684058473
"C5AR2",0.223502,0.1251,0.033498,25,19,5,0.459938,0.170467,0.089053,0.038419,17,13,5,19.4294683333333,0.0714623589894369
"C5orf15",24.431569,20.865859,15.289057,598,648,529,28.065106,19.14766,11.323283,14.407612,357,343,363,12.870974,2.09539041742851
"C5orf17",0.613441,0.026467,0.443198,9,1,10,76.9222326666667,0,0,0,0,0,0,21.2878973333333,3.49616796511925
"C5orf22",21.238397,17.846371,16.014428,538,717,618,43.143821,9.205567,6.90204,5.643574,295,295,206,8.009622,4.89963075032449
"C5orf24",92.207062,79.566128,78.567503,1479,1992,1745,91.1216926666667,63.692698,24.534457,23.741059,625,444,402,90.89592,1.00245683014726
"C5orf30",11.532947,8.427553,7.392126,528,506,474,9.17883466666667,1.83921,1.41214,1.335833,66,60,60,5.00959866666667,1.69376280035561
"C5orf34",0.620996,1.090804,1.288388,21,43,37,0.017906,1.185594,1.465061,1.162055,17,32,18,0.058451,0.961694022680313
"C5orf38",13.219199,11.251911,20.234752,59,82,150,0.53455,1.427464,0.225825,0,5,2,0,0.0581016666666667,1.45028596810955
"C5orf46",0.907607,0,0.146154,5,0,1,17.062249,5.561762,4.754124,4.023562,37,32,27,10.3672663333333,1.58897033555327
"C5orf47",0.181557,0.185783,0.438709,4,9,15,11.2635686666667,0.031533,0.251958,0.027458,1,3,1,11.5340103333333,0.978423372928978
"C5orf49",3.53009,3.418684,3.606278,59,89,92,17.2698763333333,0,0.176256,0,0,3,0,10.1099003333333,1.64446806768534
"C5orf51",11.269252,11.346548,8.417946,953,1299,1005,9.513754,4.376705,3.983003,2.729114,406,399,268,4.692608,1.84691340067681
"C5orf52",0.12425,0.181417,0.085188,1,2,1,1.524667,0,0,0,0,0,0,0.659054,1.52175094963756
"C5orf58",1.84781,0,0.542664,5,0,3,23.219301,0,0,0,0,0,0,12.3379696666667,1.81581617032217
"C5orf60",0.177109,0.016787,0.099714,1,1,2,6.205503,0.058054,0.046262,0,1,1,0,2.28592133333333,2.19284099315017
"C5orf63",0.321908,1.250028,1.095288,13,23,24,18.3012353333333,2.478005,1.145873,1.409929,38,32,22,11.9867026666667,1.48623063365225
"C5orf64",0.525166,0.572324,0.214834,20,19,8,72.3218106666667,0.175616,0.415538,0.362195,10,5,3,0.240562666666667,59.1036733869147
"C5orf64.AS1",0,0,0,0,0,0,35.5220586666667,0,0,0,0,0,0,27.1858056666667,1.29576067821466
"C5orf66",0.408838,0.280777,0.542996,5,4,9,0.855994333333333,0.144588,0.131674,0.060303,4,3,3,1.464546,0.753077578318008
"C5orf66.AS1",0,0,0,0,0,0,0.699089666666667,0,0,0,0,0,0,0.325298,1.28204348506273
"C5orf66.AS2",0,0,0,0,0,0,8.948942,0,0,0,0,0,0,5.36036566666667,1.56420912277738
"C5orf67",0.112734,1.197295,0.75411,1,3,3,29.4631656666667,0,0,0,0,0,0,24.5679503333333,1.19145904421409
"C6",0,0,0,0,0,0,1.220042,0.160195,0.165891,0.013514,3,3,1,18.762666,0.112335147494776
"C6orf118",0.341759,0.667075,0.237477,3,14,4,0,0,0,0,0,0,0,0.418650333333333,0.704895333616388
"C6orf120",5.502963,3.854141,3.857312,220,211,229,19.876736,3.587662,3.249868,2.971688,174,161,146,7.96414566666667,2.32891530061035
"C6orf132",0.543568,0.130757,0.3507,36,11,36,19.2680306666667,0.326173,0.331379,0.188437,22,24,13,8.83783066666667,2.06021341019219
"C6orf136",127.008009,118.499884,139.123362,225,274,326,0.833990333333333,136.15548,150.885733,142.925417,369,332,316,0.311854666666667,1.39801334700693
"C6orf141",0.897034,0.265349,0.27485,15,9,5,10.860525,0.070325,0.119361,0,2,1,0,3.596657,2.58025016876395
"C6orf15",0,0,0,0,0,0,1.76889133333333,0,0,0,0,0,0,2.06194566666667,0.904291465219773
"C6orf163",0.547144,0.784165,0.908332,14,16,17,2.85172533333333,0.978163,1.253942,0.590547,31,13,13,3.53931766666667,0.848525178490482
"C6orf201",1.099726,0.750148,2.054994,5,3,6,0.156421333333333,0.725469,0.021121,0.182112,3,1,1,0.025139,1.12806295861667
"C6orf223",0.032706,0.051591,0.129208,2,3,6,0.589353666666667,0.12651,0.117346,0.148783,11,10,9,0.059487,1.50011625122976
"C6orf226",6.288151,7.035464,6.0213,32,50,48,394.136407666667,4.529746,4.874512,4.904609,35,34,35,408.416939,0.965119832686421
"C6orf47",4.744911,5.939227,5.114989,185,317,289,10.8166813333333,6.568534,5.650052,5.342646,350,286,268,14.2829426666667,0.773194115234527
"C6orf52",4.447912,4.397129,6.065069,19,25,29,89.660107,0.358256,0.929507,0.936229,2,3,2,19.595737,4.40188700215001
"C6orf58",0.687422,1.881536,0.863567,3,9,4,39.2001023333333,0.845206,0.86838,0,2,2,0,11.8041676666667,3.13961074080489
"C6orf62",44.122691,55.087721,46.557633,1032,1867,1568,53.6920283333333,30.288575,28.004614,21.196432,582,690,460,30.76977,1.72151162357591
"C6orf89",14.535844,11.44207,9.461477,1262,1608,1443,94.945346,10.8202,7.712794,6.635294,1286,977,878,92.7228356666667,1.0237136479869
"C6orf99",0.277579,0.188954,0.416023,3,3,3,20.0031506666667,0.300638,0,0,2,0,0,5.61955866666667,3.17289289578016
"C7",5.24024,0.007891,0,35,1,0,12.6194953333333,29.748621,28.138186,23.235411,364,282,206,4.20939366666667,2.61441085178115
"C7orf25",0.302009,0.733176,1.661499,11,25,44,0.245358666666667,2.157013,0.118743,0,26,4,0,0.283617666666667,0.970194395890988
"C7orf26",19.647577,20.400582,16.015544,294,456,416,0.448906333333333,6.340188,7.232576,5.48867,150,164,146,0.0289696666666667,1.40811374744121
"C7orf31",2.725511,3.08454,1.870563,69,130,109,0.43948,1.569145,1.049277,0.567361,53,36,35,0.435130666666667,1.0030306183502
"C7orf33",0,0,0,0,0,0,6.88747566666667,0,0,0,0,0,0,0.27566,6.18305478471275
"C7orf50",38.383443,37.585656,40.81378,405,547,636,48.9519686666667,50.607402,46.128447,33.845958,792,669,548,34.7221336666667,1.39834784598206
"C7orf57",0,0.030625,0,0,1,0,6.046473,0.172288,0.07266,0,4,2,0,0,7.046473
"C7orf61",1.268328,1.282549,1.690533,11,16,21,179.121089333333,0.396604,0.356865,0.331251,7,6,6,81.5144026666667,2.18290484463625
"C7orf65",0,0.03167,0,0,2,0,46.340803,0,0,0,0,0,0,37.2779296666667,1.2367649821256
"C7orf66",0,0,0,0,0,0,11.3890133333333,0,0,0,0,0,0,4.50494,2.25052649680711
"C7orf69",0.298345,0,0,2,0,0,0.0432366666666667,0,0,0,0,0,0,0.00780133333333333,1.03516103041472
"C7orf77",0,0,0,0,0,0,34.8291676666667,0,0,0,0,0,0,45.330997,0.77333038325652
"C8A",0,0,0,0,0,0,4.61055133333333,0,0,0,0,0,0,2.32968766666667,1.68500829357068
"C8B",0,0,0,0,0,0,69.2522713333333,0,0,0,0,0,0,51.638549,1.33461641074744
"C8G",0.560592,1.346752,0.696315,2,8,6,39.462737,0.57919,0,1.810704,3,0,9,20.542179,1.87830288662999
"C8orf31",4.518437,6.695225,4.437246,50,96,73,0.0948136666666667,0.752788,0.435163,0.977095,15,11,14,0.268573666666667,0.863027268683122
"C8orf33",25.361189,27.777829,30.620861,1001,1364,1454,86.844501,8.376258,8.200377,7.055358,439,408,304,3.74332566666667,18.5196014723003
"C8orf34",1.497922,0.49614,0.68339,34,28,29,0,0.070369,0.137509,0.16062,3,6,7,0,1
"C8orf34.AS1",0.243984,0.396244,0.259453,8,10,13,0,0.12785,0.297611,0.131753,3,9,2,0.006546,0.993496571443332
"C8orf37",0.95664,0.822747,1.206507,49,57,87,17.574918,0.581939,0.479059,0.381023,34,29,23,6.802867,2.38052474814706
"C8orf37.AS1",0.281657,0.11904,0.165177,1,3,1,0.226131333333333,0.211302,0,0.050682,1,0,1,0.0524566666666667,1.16501835388314
"C8orf48",1.386702,2.265767,1.826278,28,62,53,15.9725476666667,0.198788,0.233314,0.237475,5,6,6,8.658784,1.75721370999358
"C8orf49",0.10217,0.070446,0.047002,3,3,2,27.290559,2.430216,2.658078,2.041581,96,101,76,16.865981,1.5834875789916
"C8orf58",5.647756,7.601873,5.989228,144,221,214,161.911955666667,2.068382,3.439541,2.175124,76,100,77,62.496793,2.56567218547032
"C8orf74",0,0,0.037733,0,0,2,0.182209333333333,0.020052,0.04767,0,1,2,0,0.13545,1.04118132311712
"C8orf76",16.22596,18.096898,18.805841,142,192,207,33.447382,11.233479,12.740584,6.879177,143,144,114,36.8405173333333,0.910330630433946
"C8orf82",7.606416,9.220054,7.916795,164,252,285,23.182363,6.592862,6.322981,4.852261,213,165,168,10.4297473333333,2.1157390705808
"C8orf86",0.099894,0.250121,0.084329,4,9,2,7.35238766666667,0,0,0.032757,0,0,0,4.528419,1.51080944962143
"C8orf87",0,0,0,0,0,0,1.23622,0,0,0,0,0,0,1.047409,1.09221948325909
"C8orf88",0.76639,0.54584,0.938067,10,10,18,86.6602223333333,2.836385,3.071804,2.462029,39,47,37,16.029643,5.14750792681522
"C8orf89",0.9027,0.500117,0.489506,4,3,4,28.8474823333333,0,0,0,0,0,0,6.267556,4.1069490669674
"C9",0,0,0,0,0,0,59.6832536666667,0,0.07675,0,0,1,0,39.0099906666667,1.51670251993394
"C9orf116",13.101571,9.535775,19.436861,55,80,97,68.860204,8.351821,4.365707,8.811855,54,38,61,117.099655333333,0.591536053198642
"C9orf129",7.865158,4.441266,7.311909,37,29,54,22.3769236666667,0,0,0,0,0,0,6.88732233333333,2.96386057000249
"C9orf131",0.115179,0.042541,0.309172,6,3,3,28.050973,0.100904,0.046509,0,7,3,0,35.8688223333333,0.787955002667249
"C9orf135",0.392759,0.192833,0.180771,3,2,2,26.1898133333333,0.098615,0.178349,0.085172,1,2,1,16.5719106666667,1.5473452972255
"C9orf135.DT",0.183735,0,0,1,0,0,56.272586,0.135829,0,0,1,0,0,37.44562,1.48970379460651
"C9orf139",1.789028,2.51356,2.278308,26,42,38,47.8697853333333,0.277524,0.295139,0.396147,6,6,5,10.3933763333333,4.28931546747527
"C9orf152",0.047296,0.051863,0.065181,2,3,4,14.5192716666667,0.035223,0.036441,0.0185,2,2,1,4.69863466666667,2.7233315652685
"C9orf153",0.566814,0,0.37361,6,0,3,5.36696133333333,0.034391,0.42161,0,1,1,0,1.30442866666667,2.76292402773442
"C9orf16",97.196364,121.396679,118.850431,631,1083,1334,0.0752583333333333,46.173105,48.377836,35.911933,459,427,369,0,1.07525833333333
"C9orf163",0.085975,0.163124,0.086403,3,8,5,34.5318633333333,0.054409,0.185201,0.139083,3,9,7,5.826506,5.2049852931109
"C9orf170",0.019583,0,0.013593,1,0,1,2.58187166666667,0,0,0,0,0,0,0,3.58187166666667
"C9orf24",9.231718,9.134315,9.551226,24,29,33,12.282288,9.443852,9.070325,10.167846,19,14,19,18.3761786666667,0.685495743433139
"C9orf40",7.682059,7.351097,7.944188,252,332,399,9.21691333333333,0.976977,0.890681,0.975777,38,35,39,4.59474766666667,1.82616159692159
"C9orf43",0.371436,0.149047,0.172071,11,6,8,99.1733196666667,0.125313,0.052183,0.026384,5,2,1,57.1047816666667,1.72401163541647
"C9orf50",1.480751,1.09736,1.210352,27,41,45,61.3028563333333,0.147621,0.239717,0.31518,4,5,5,60.418744,1.01439482926146
"C9orf57",0.055523,0.040986,0.038505,1,1,1,0,0,0,0,0,0,0,0,1
"C9orf62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C9orf64",0.336391,0.190916,0.182961,13,9,4,0.236578333333333,0.680011,0.132481,0.193627,15,6,9,0,1.23657833333333
