"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"PHF21A",42.725389,51.417561,29.449235,873,1335,1222,0.0375416666666667,38.493096,41.91526,39.116932,1076,657,634,0.217853333333333,0.851943036380954
"PHF21B",10.600234,18.444465,13.279914,501,1164,894,0.00666466666666667,5.22249,4.190483,6.482605,212,141,203,0.024015,0.98305656329904
"PHF23",25.640326,27.236952,22.011953,485,705,654,0.0788753333333333,27.820237,35.401593,31.168883,646,564,550,0.741019,0.619680390238897
"PHF24",18.205784,19.407134,27.243615,1009,1161,1816,0.684934,18.369181,31.659244,22.180836,1305,1426,1234,0.582632333333333,1.0646401975443
"PHF3",4.497709,3.621505,3.877589,530,588,566,0.240247333333333,8.988321,4.645093,6.833504,958,456,437,0.230509333333333,1.00791379612995
"PHF5A",69.625489,61.452734,47.971538,204,255,262,0.119873666666667,57.121668,41.223374,33.116283,216,136,131,0.172107,0.955436377964355
"PHF6",6.701313,6.43247,5.842334,485,641,612,34.4932416666667,11.127778,9.309209,11.119672,914,589,636,26.1427633333333,1.30765026503688
"PHF7",8.322526,6.749775,6.248585,67,83,81,0.979166,7.619675,6.56776,5.266254,70,53,41,1.293385,0.862988987893441
"PHF8",16.207915,14.282905,10.590027,542,747,653,0.0132176666666667,13.340397,10.659766,8.927559,610,382,403,0,1.01321766666667
"PHGDH",12.510156,14.481047,14.502098,156,255,233,8.10704933333333,79.909405,40.379927,53.383248,1185,473,538,11.871928,0.707512451385164
"PHGR1",0,0,0,0,0,0,0,0.157107,0,0,1,0,0,0.0240836666666667,0.97648271576769
"PHIP",3.092251,2.687091,2.341206,596,704,629,0,3.634122,2.39739,2.61885,773,401,397,0,1
"PHKA1",5.705718,6.194477,5.816393,565,834,831,0.040042,1.979207,2.746824,2.8275,224,234,213,0,1.040042
"PHKA1.AS1",0.166388,0,0,1,0,0,21.0922353333333,0.145842,0,0.209409,1,0,1,18.36397,1.1408939041598
"PHKA2",6.704372,10.48982,7.510918,204,301,290,0.177237333333333,11.028598,10.580023,9.032192,362,186,216,1.42070166666667,0.486320701779993
"PHKB",20.089198,19.360291,15.126902,795,1237,834,0.0187163333333333,26.813666,24.963423,25.216228,1224,837,902,0.0208526666666667,0.997907304939204
"PHKG1",0.974086,0.481884,0.35766,9,12,8,0.480276666666667,1.880845,0.791199,1.155874,26,6,9,0.0683126666666667,1.3856211883038
"PHKG2",19.396431,18.292965,17.87102,365,493,506,0.279572,20.037009,23.407204,27.575865,483,415,430,0.0376603333333333,1.2331318437215
"PHLDA1",9.380467,8.771008,8.100027,882,1129,1088,0,25.84599,14.456057,18.214952,2727,1164,1337,0,1
"PHLDA2",4.658365,3.741894,8.202803,49,55,139,0,9.160626,7.973297,9.696058,115,75,79,0,1
"PHLDA3",19.96162,17.010807,21.481391,366,355,477,0,27.986818,21.381288,23.782629,482,304,335,0,1
"PHLDB1",64.422196,43.342947,36.22705,2420,2509,2167,0.0327773333333333,90.129162,67.751021,68.809625,4214,2479,2309,0.0388253333333333,0.994178039554933
"PHLDB2",2.690987,0.770198,0.595651,123,24,36,0.00245733333333333,15.550196,3.868013,3.255468,510,93,125,0.08031,0.927934882888554
"PHLDB3",9.810179,7.72678,5.654383,95,106,98,0.314172666666667,3.541778,1.011021,2.42446,54,20,35,0.375095666666667,0.955695446159261
"PHLPP1",4.821251,3.461671,3.102001,197,224,211,0.00726733333333333,7.719438,4.165487,6.536467,328,183,298,0.139059666666667,0.884297252207157
"PHLPP2",2.597905,3.252694,3.083731,332,596,578,0,4.978406,5.659784,3.409914,579,464,341,0,1
"PHOSPHO1",0.259041,0.294607,0.231794,4,7,10,14.7701113333333,0.054741,0.461392,0,2,3,0,18.6848423333333,0.801129674614107
"PHOSPHO2",4.651197,3.800036,3.463606,41,74,68,0.148648,3.844307,4.004209,5.571846,56,37,45,0,1.148648
"PHOX2A",28.565137,124.461465,52.779213,317,1801,1043,28.3556203333333,0,0,0.11437,0,0,1,13.9082376666667,1.96908722477437
"PHOX2B",49.247796,48.91003,40.240634,1906,2570,2391,8.38369,0.176625,0,0,3,0,0,7.80577433333333,1.06562917067714
"PHPT1",80.924251,80.309033,86.501437,490,669,765,2.286669,77.396895,68.189115,85.613001,635,388,417,1.878453,1.14181784451579
"PHRF1",5.79128,5.598035,4.107897,466,640,533,0.0379273333333333,6.507446,6.008863,6.740268,662,462,446,0.170956666666667,0.886392607753774
"PHTF1",23.644457,19.186652,16.470712,723,765,771,0.800728333333333,21.782762,16.76745,19.966816,770,498,544,0.262138666666667,1.426727808038
"PHTF2",15.030551,13.561109,18.218796,649,654,851,8.46723933333333,23.370224,21.606081,17.024444,596,420,421,7.21527666666667,1.15239446186231
"PHYH",14.25552,15.378769,12.826239,308,426,376,0.042607,10.922275,10.039387,17.355792,244,185,282,0.0301783333333333,1.01206457781582
"PHYHD1",1.468768,0.603435,0.759423,10,5,9,0.102522,2.619395,1.836192,3.444554,25,18,21,0.187047333333333,0.928793628560726
"PHYHIP",6.330927,5.501417,5.889696,237,243,357,0.0344086666666667,2.367217,1.112161,1.291772,88,32,30,0.059093,0.976692950162702
"PHYHIPL",94.725333,77.306512,88.201638,1156,1391,1508,0.031254,127.956622,165.008887,184.392707,1500,1833,1750,0.156654,0.891583827142776
"PHYKPL",19.702737,18.301314,15.282129,301,366,336,0.957307,27.677392,20.703307,27.252816,489,274,261,0.538018666666667,1.27261589369527
"PI15",0.047378,0.035052,0.02081,5,5,3,0,4.865304,0.5338,1.383582,548,48,113,0,1
"PI16",0.069867,0,0.182414,2,0,1,0.823732666666667,0.060102,0,0,2,0,0,1.73811466666667,0.666054160867867
"PI3",0,0.421488,0,0,3,0,14.768386,0,0,0,0,0,0,15.537555,0.953489557555515
"PI4K2A",8.368103,8.025323,7.085913,551,722,693,8.387623,10.55876,13.566006,13.994583,808,786,708,8.07841866666667,1.0340592722903
"PI4K2B",1.077137,0.528671,0.443089,37,39,34,0.374786666666667,3.698701,3.125721,3.533166,167,112,140,0.0709373333333333,1.28372279486008
"PI4KA",109.303962,129.846242,95.17255,2658,4140,2986,50.774356,117.622502,159.677209,164.3506,3460,3631,3190,51.1300863333333,0.993176103122893
"PI4KAP1",16.92314,18.013276,11.447089,436,650,468,0,12.496753,11.423715,15.076578,473,260,319,0,1
"PI4KAP2",38.606251,51.500035,31.82146,886,1141,1063,0.115147666666667,39.017725,29.898572,27.372502,1071,654,708,1.06017766666667,0.54128713494451
"PI4KB",33.075559,39.597355,35.984845,826,1196,1123,1.574545,35.393953,35.375849,50.713323,931,746,764,0.265053666666667,2.03512710000972
"PIANP",64.767898,71.2368,65.910379,1197,1501,1578,0,33.99169,50.853582,32.923747,698,659,624,0,1
"PIAS1",9.561049,9.405614,10.068493,810,1186,1080,3.32225166666667,13.456221,10.990453,9.775812,1034,628,674,4.32729433333333,0.811340878918961
"PIAS2",6.894234,7.032631,6.562016,437,594,629,3.24961166666667,13.212572,8.814468,7.01791,845,469,420,4.29284333333333,0.802897686372731
"PIAS3",13.06643,15.355151,14.342763,495,826,728,0.506690666666667,16.03134,10.012407,13.335577,650,349,422,0.667938,0.903325343428033
"PIAS4",52.044009,43.678634,43.480408,283,476,469,0.0367576666666667,56.210609,39.735912,54.248276,305,231,236,0.647362,0.629344167624764
"PIBF1",13.218928,10.089658,9.882363,174,237,250,3.89049166666667,25.729663,15.980133,22.853146,353,210,244,11.702939,0.384988990867914
"PICALM",141.336265,127.035057,129.792635,2871,3867,3953,16.1789646666667,126.184968,109.23941,108.238274,3163,2056,2046,12.3602956666667,1.28582219250787
"PICART1",0.200827,0.147914,0.191522,8,8,11,0,0.30501,0.086163,0.229202,14,3,7,0.0538013333333333,0.948945468532336
"PICK1",42.960775,39.388317,32.28129,686,995,912,0.0121616666666667,17.579773,31.001478,29.62274,366,456,410,0.034681,0.978235481918259
"PICSAR",0.119114,0,0,1,0,0,1.919679,0,0,0,0,0,0,4.84787966666667,0.499271388336251
"PID1",9.224004,6.066069,5.816427,343,299,288,17.327075,19.198625,25.685803,22.709382,771,835,669,21.2595806666667,0.823334243103891
"PIDD1",6.71355,7.251492,5.030632,178,222,213,9.67704966666667,8.667129,6.772385,7.977316,296,132,187,7.66020933333333,1.23288586403685
"PIEZO1",83.065889,68.681562,51.481585,2423,2356,2088,9.12088533333333,29.568362,27.800099,24.693103,1118,579,541,4.808137,1.74253557265149
"PIEZO2",4.839046,3.637945,3.834125,181,221,255,1.36860033333333,95.42857,133.400884,133.897378,6498,5907,4489,1.510183,0.943596675355276
"PIF1",5.558183,10.828273,4.225779,34,58,47,0,24.009157,3.787819,10.637796,116,31,71,5.243699,0.160161468385968
"PIFO",1.521904,1.009693,2.153917,22,22,56,0.0780196666666667,1.362911,0.887129,0.768648,40,13,12,0.409198666666667,0.764987714057824
"PIGA",23.390103,18.198685,13.80754,86,126,151,0.129864,51.334783,43.038067,13.612958,202,92,107,0,1.129864
"PIGB",7.634225,8.067581,6.976845,80,103,99,36.0588076666667,8.858723,9.020781,10.133757,120,74,89,44.0707266666667,0.82223674671912
"PIGBOS1",6.926901,5.808886,7.350566,44,61,52,1.10043233333333,4.893666,4.239608,6.625779,56,35,35,2.10651733333333,0.67613732934802
"PIGC",19.235176,18.052418,17.605694,358,503,507,9.14622166666667,14.725342,13.991752,19.75999,325,239,275,8.725288,1.04328238574186
"PIGF",11.115893,7.485191,7.833779,113,107,126,50.386543,10.409745,10.933523,9.920919,130,101,91,57.1109183333333,0.884283788207213
"PIGG",27.742208,22.177246,20.253039,559,647,566,0,53.956584,35.798389,41.745246,1033,660,596,0,1
"PIGH",16.581401,19.325477,18.090032,208,313,332,0,20.276342,27.998559,28.96647,300,270,274,0,1
"PIGK",11.128782,10.466076,9.346195,448,566,568,0,14.772604,14.347101,15.056594,536,383,389,0,1
"PIGL",37.483744,24.011936,23.729681,313,327,343,0,37.63523,26.595275,25.552454,375,225,224,0,1
"PIGM",6.662453,3.465233,3.719703,766,541,605,0.088587,3.336259,3.624286,3.758891,432,361,340,0.077969,1.00985000496304
"PIGN",1.196046,0.417878,0.499947,57,38,31,34.191378,6.962524,6.150354,5.460546,475,320,291,29.2380326666667,1.1638117594467
"PIGO",3.188268,3.549831,3.724638,193,228,226,85.5689003333333,7.975178,7.576272,6.816385,342,267,258,106.054005666667,0.808646998253221
"PIGP",19.747017,16.630607,16.466853,211,260,267,88.8783693333333,18.099426,20.202273,23.788266,230,241,255,83.491812,1.06375241820276
"PIGQ",76.631542,35.177552,45.014916,605,754,763,52.688639,33.47941,83.959292,68.331962,739,601,572,45.0158996666667,1.16674104796198
"PIGR",0.082447,0.052398,0.02003,6,5,2,0,0.062302,0.066094,0.043961,5,4,2,0,1
"PIGS",40.183407,38.363688,36.059886,756,1110,955,0.0692456666666667,43.713829,51.398747,51.005785,1238,889,934,0.642327,0.651055281114338
"PIGT",41.156327,42.075994,45.184707,837,1042,995,0,83.170179,75.333495,93.323226,1434,1151,1189,0,1
"PIGU",27.293245,19.89071,18.943585,296,335,367,35.9311763333333,25.563209,30.549604,30.551434,362,281,280,15.743376,2.20571862767302
"PIGV",2.820793,2.317685,2.345527,108,117,115,0,3.440677,3.869923,4.213571,133,99,103,0,1
"PIGW",2.967445,3.358811,2.311802,96,136,110,0,4.868818,6.999758,8.665155,130,173,188,0,1
"PIGX",25.462038,25.650751,21.750632,529,763,691,1.93424233333333,15.371553,23.439251,26.483409,402,465,484,0.890832333333333,1.55182576561962
"PIGY",419.08483,446.715271,325.658779,87,126,98,0,291.90748,423.499809,589.200427,69,77,95,0,1
"PIGY.DT",3.626328,0,0,1,0,0,0.0679573333333333,9.269071,0,0,3,0,0,2.88558133333333,0.274851365012391
"PIGZ",4.862314,4.594616,4.400684,179,220,242,0,5.895343,9.766644,10.783622,207,317,299,0,1
"PIH1D1",55.497573,55.62242,36.987738,276,364,307,11.9924563333333,79.886235,64.202652,71.383047,503,296,290,11.4928973333333,1.03998744139737
"PIH1D2",1.710409,2.9233,2.032124,27,39,33,0.013728,2.320922,2.206064,1.816824,28,17,22,0.003516,1.01017622040904
"PIH1D3",0,0,0.090554,0,0,3,0.204555666666667,0.151367,0.049817,0.219134,4,1,4,0.238662666666667,0.972464658120532
"PIK3AP1",9.940237,2.778998,3.911357,720,242,334,0,0.066768,0.62504,0.430086,6,18,20,0,1
"PIK3C2A",3.858808,3.2498,2.812881,522,600,542,0,9.680075,5.316156,5.248002,1292,616,563,0.589373,0.629178927791022
"PIK3C2B",16.052261,13.874496,8.369634,990,1661,1270,0.0217183333333333,11.968132,14.892041,16.024367,690,785,767,0,1.02171833333333
"PIK3C2G",0,0,0,0,0,0,0,0.022792,0.029747,0,1,1,0,0,1
"PIK3C3",15.586354,13.782479,13.079363,532,582,576,0,35.525978,20.772846,23.417939,753,448,430,0,1
"PIK3CA",4.895104,4.60671,3.893363,695,887,772,0,7.15193,5.54657,5.481209,808,537,480,0,1
"PIK3CB",17.468648,15.000873,12.315125,710,777,821,2.36570633333333,13.699164,18.694244,16.893088,597,633,569,2.62057733333333,0.929604873329594
"PIK3CD",10.82346,12.083823,7.464311,495,1108,798,5.57128866666667,5.358951,7.162179,6.526575,449,335,340,4.39171666666667,1.21877484907404
"PIK3CD.AS1",0.036795,0,0,1,0,0,4.299036,0,0,0,0,0,0,9.80328166666667,0.490502438379449
"PIK3CD.AS2",0.988276,1.151126,1.315004,12,19,23,0,1.001345,0.943148,1.298769,14,10,12,0,1
"PIK3CG",0.017669,0.018237,0.008136,2,3,1,0,0.020324,0.013304,0.023027,2,1,2,0,1
"PIK3IP1",4.403146,3.529741,4.117163,155,180,211,0,6.746521,6.610668,8.299484,294,206,228,0,1
"PIK3IP1.AS1",1.341532,0,0.269778,4,0,2,0.330073,0.978374,0.766055,0.861406,4,2,2,0.252406333333333,1.06201395234081
"PIK3R1",19.347798,19.314136,14.565847,1277,1410,1376,0.356486,39.740979,28.672518,15.334801,1898,1264,1101,0.380351666666667,0.982710444560625
"PIK3R2",67.425806,58.818485,51.749318,1748,2346,2664,6.581177,43.895436,46.415115,42.523045,1352,1036,1004,0.517349333333333,4.99632934450603
"PIK3R3",24.360714,29.993585,18.359884,1765,2951,2125,154.012887,21.683529,37.231658,33.231299,1821,2104,2098,163.870072333333,0.940212403659264
"PIK3R4",17.951387,10.456597,11.081947,376,418,441,1705.04468,12.643575,11.202639,15.177486,445,263,292,1833.091458,0.930185172914098
"PIK3R5",0.242677,0.170177,0.159906,5,2,5,28.5912053333333,0.343987,1.227942,1.036338,18,24,13,36.9341213333333,0.780068294539119
"PIK3R6",0,0,0,0,0,0,0,0.017634,0,0,1,0,0,0.200799333333333,0.832778610247952
"PIKFYVE",5.802125,2.95834,3.056141,555,650,603,4.00497,8.427657,5.192119,4.462676,1224,610,541,6.87987266666667,0.635158740720768
"PILRA",2.770182,2.640202,2.894547,24,44,43,35.981478,1.965306,2.464325,2.874553,22,22,21,44.786294,0.807697561195933
"PILRB",19.733126,19.577616,14.238141,465,618,525,235.373161333333,15.555406,22.335498,23.818254,498,459,409,271.515095666667,0.867376395260169
"PIM1",13.454865,14.19014,16.061001,357,495,631,86.506801,5.431374,5.93635,7.173165,180,113,138,68.636832,1.25661662782132
"PIM2",5.639193,4.291699,6.90548,142,163,249,82.16141,6.702225,6.087645,7.358831,214,148,150,115.409822666667,0.714384818179204
"PIM3",7.477732,7.904298,8.921618,216,320,418,0.250002333333333,6.698868,4.965441,8.04416,231,119,179,0.850867666666667,0.675360186924943
"PIMREG",0.612126,0.334284,0.259307,9,8,7,19.238412,15.6259,4.29994,12.119488,290,59,150,14.0507676666667,1.34467639446874
"PIN1",83.871252,98.814527,85.734643,789,1336,1361,4.86891033333333,80.078276,74.438998,107.575635,947,708,856,3.96890633333333,1.18112718164205
"PIN1P1",0.076875,0,0,1,0,0,2.17149533333333,0,0,0,0,0,0,1.06982933333333,1.53224967984478
"PIN4",16.054442,14.343163,12.342749,228,289,291,0.386056333333333,15.082987,12.621725,12.168287,239,186,159,0.553252333333333,0.892357477010067
"PINCR",0.058672,0,0,2,0,0,290.627876,0.02583,0,0.036759,1,0,1,289.953286333333,1.00231854974098
"PINK1",60.656484,54.902641,53.61316,2091,2557,2682,0.535258,41.009942,47.66054,52.370836,1593,1357,1330,0.166223,1.31643605039516
"PINK1.AS",0.998533,1.558381,0.885741,73,155,93,0.003535,1.765294,2.043656,2.224205,148,130,125,0,1.003535
"PINLYP",5.592923,5.014407,6.022902,61,69,73,0,4.269949,4.229166,2.822384,53,43,28,0,1
"PINX1",5.94101,4.641609,6.841648,80,101,122,1.443898,8.874608,10.59341,10.66206,133,100,90,2.84673833333333,0.635316933003415
"PINX1.1",0,0.023135,0,0,1,0,0.0677786666666667,0.224035,0,0.171572,7,0,3,0.465995666666667,0.728364135682984
"PIP",0,0,0,0,0,0,2.49688633333333,0,0,0,0,0,0,2.99809733333333,0.874637619294244
"PIP4K2A",29.823691,28.296907,19.432849,507,744,453,0.818473333333333,26.846191,21.100466,22.582677,472,335,365,0.298596666666667,1.4003372871741
"PIP4K2B",126.993916,139.96518,97.739951,6646,9649,8446,16.3220936666667,97.047445,108.266184,102.610839,5485,4452,4348,8.04752633333333,1.91456681400835
"PIP4K2C",15.727374,10.49265,13.913528,357,449,457,0.008611,16.598599,13.262485,13.162861,448,344,337,0.039505,0.970280085232875
"PIP4P1",93.45198,75.594915,81.768387,495,622,614,0.125372666666667,86.940078,77.190423,95.272286,644,428,432,0.151415333333333,0.97738203937994
"PIP4P2",58.021241,57.178079,79.461018,592,914,755,10.389323,79.202313,66.263757,44.428692,758,704,674,9.20386566666667,1.11617727752002
"PIP5K1A",39.638336,29.389939,23.664643,642,822,767,0.0378693333333333,59.390642,40.828662,49.152346,1112,636,757,2.375789,0.307444965705301
"PIP5K1B",0.830937,0.720748,0.503275,37,29,32,1.88451433333333,0.997651,1.611698,0.838616,47,29,27,3.16355666666667,0.692800546327779
"PIP5K1C",23.60047,24.549601,35.770853,1436,2248,2197,0.137818333333333,39.23592,21.441325,27.121218,1537,1220,1281,0.239021333333333,0.91832021186614
"PIP5KL1",23.357073,15.914599,19.886965,177,208,256,0.198009,9.599685,5.461217,9.878039,111,51,78,0,1.198009
"PIPOX",2.782694,1.887201,1.976994,77,70,86,7.004558,2.444145,0.662596,1.506862,72,13,30,4.512775,1.45200157815256
"PIPSL",0.108675,0.234311,0.075033,6,14,5,11.2722483333333,0.329289,0.245095,0.283038,16,11,10,8.761821,1.25716793345559
"PIR",3.139362,1.603646,2.330929,29,27,25,52.0501606666667,3.470417,5.663778,3.914011,69,48,53,27.889129,1.83633645260356
"PIRT",18.074817,2.82765,8.376145,1008,214,674,0.690234333333333,1.120298,2.994726,4.134872,72,146,177,0.328061666666667,1.2727077181406
"PISD",30.638579,33.654131,23.289623,712,1066,876,0,15.747203,26.320844,25.032268,531,496,458,0,1
"PISRT1",0,0,0,0,0,0,33.1945963333333,0,0,0,0,0,0,69.5526976666667,0.484667453750517
"PITHD1",61.683742,57.981043,60.746638,1232,1543,1835,2.75279266666667,42.022224,57.88528,67.09776,913,977,1003,3.74180366666667,0.791427256477862
"PITPNA",95.968718,89.206384,87.640799,2753,3937,4081,2.33481966666667,63.165188,74.523193,70.975925,2238,1929,1907,0.225972,2.72014341817486
"PITPNA.AS1",6.467828,4.393694,4.649895,33,30,34,0,6.665638,6.689199,4.614025,39,30,18,0,1
"PITPNB",29.029242,29.26312,27.506829,1128,1602,1498,0.766033,32.124557,38.520776,38.136101,1271,1158,1189,6.76368133333333,0.22747365897381
"PITPNC1",29.106921,22.206735,31.086566,2845,3036,4424,47.71728,20.176605,32.56294,28.288875,2238,2719,2211,47.6144143333333,1.00211594993126
"PITPNM1",209.048551,229.069251,201.298883,2566,3736,3616,14.494682,83.075011,85.413241,101.665054,985,978,969,11.8851893333333,1.2025187678008
"PITPNM2",30.467834,17.454335,16.182935,2848,2530,2593,10.344582,4.385369,9.371681,9.609014,520,823,704,13.5209806666667,0.781254535104631
"PITPNM2.AS1",0.129201,0.021586,0.145925,3,1,4,1.22888133333333,0,0.079957,0.091725,0,1,1,1.39962033333333,0.928847494068853
"PITPNM3",4.911039,3.583609,3.597908,549,546,590,0.0120186666666667,1.085734,1.30063,1.042481,104,110,71,0.0119163333333333,1.00010112825533
"PITRM1",52.408077,59.020415,46.954458,1466,2302,1967,0.0606913333333333,50.206828,53.953435,61.546232,1571,1437,1380,0.033777,1.02603495080016
"PITRM1.AS1",3.310919,1.804216,2.121051,28,24,30,0.177526,3.520529,3.139318,1.204579,39,28,15,0.217492333333333,0.967173236135368
"PITX1",0.217678,0.024144,0,4,1,0,0.077365,0.054429,0,0.044644,1,0,1,0.163682666666667,0.925823706806667
"PITX2",0.068042,0,0,1,0,0,0.965886333333333,16.991804,22.938408,24.409452,310,406,378,1.21098033333333,0.889146910849953
"PITX3",0.11732,0,0.033553,2,0,1,0.0968006666666667,1.203998,0.081983,0.09629,25,1,1,0.0637316666666667,1.03108772732472
"PIWIL1",0.282363,0.442435,0.597735,6,21,21,0.250456333333333,0.014518,0,0,1,0,0,0.248205666666667,1.00180312165436
"PIWIL2",0.239552,0.336903,0.349983,11,18,28,6.87175733333333,0.686007,0.082446,0.248351,31,4,7,6.01894333333333,1.12150176451061
"PIWIL3",0,0.03112,0.01433,0,2,1,0,0.018047,0.047289,0.026743,1,2,1,0.229334,0.813448582728534
"PIWIL4",0.74969,0.455188,0.631001,15,8,17,0.0503576666666667,0.592023,0.231624,0.658326,14,4,10,0.523367333333333,0.689497302248396
"PJA1",48.551929,53.281706,42.865975,1215,1699,1552,0.337760333333333,50.220904,48.545897,51.782767,1260,1047,1132,0.20147,1.11343631828788
"PJA2",111.043989,107.834329,105.525083,8110,10206,10934,0.129070333333333,151.033552,133.626257,138.497654,11401,7735,7525,0.283011,0.880016097549696
"PJVK",3.99126,2.204472,3.45607,36,51,42,0.729123666666667,7.723583,6.000594,5.294512,96,43,50,0.0973316666666667,1.57575300083992
"PKD1",188.190878,197.711064,192.342025,5017,7644,7672,1.92438133333333,121.051353,102.89806,117.031292,4064,2664,2569,2.08943333333333,0.946575315861593
"PKD1L1",0.088043,0.147252,0.108229,9,9,6,0.0302296666666667,0.152712,3.014533,3.435939,9,10,13,0,1.03022966666667
"PKD1L2",0.270517,0.645453,0.60035,17,37,30,0.0149036666666667,0.320426,0.440834,0.232412,23,13,13,0,1.01490366666667
"PKD1L3",0.023663,0.02612,0.02448,2,3,3,3.77685966666667,0.081817,0.040446,0.045649,8,3,3,1.156393,2.21520829768352
