"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"FAM50B",15.40865,15.40865,0.217318,0.217877,0.100662,0.178619,5,4,2,13.9219289694125
"FAM53A",0.12651,0.12651,0.386067,1.198088,0.682099,0.755418,7,10,10,0.641733194031279
"FAM53B",5.40188,5.40188,3.270115,2.600144,2.178157,2.68280533333333,298,190,173,1.73831615319336
"FAM53C",17.58458,17.58458,29.172557,30.62193,25.552513,28.449,1557,1299,1294,0.631076776800571
"FAM66C",2.35304,2.35304,2.258024,1.819619,1.881676,1.98643966666667,26,30,27,1.12275497724771
"FAM66E",0.08856,0.08856,0.052311,0,0.132119,0.0614766666666667,2,0,3,1.02551477030426
"FAM71A",0,0,0,0,0,0,0,0,0,1
"FAM71B",0,0,0,0,0,0,0,0,0,1
"FAM71C",0,0,0,0,0,0,0,0,0,1
"FAM71D",0.37952,0.37952,0.96911,0.335738,0.067546,0.457464666666667,2,3,1,0.946520373049638
"FAM71E1",0.39217,0.39217,1.493454,0.381723,0.707395,0.860857333333333,7,3,4,0.74813365595643
"FAM71E2",0,0,0,0,0,0,0,0,0,1
"FAM71F1",0,0,0.097575,0.458123,0.212886,0.256194666666667,1,4,3,0.796054963880333
"FAM71F2",6.71756,6.71756,3.243484,3.081229,2.692372,3.005695,105,98,92,1.92664693642427
"FAM72A",0.40482,0.40482,19.202049,13.398389,15.530715,16.0437176666667,157,74,138,0.082424505467342
"FAM72B",0.31627,0.31627,10.927781,11.82877,15.500143,12.7522313333333,111,113,117,0.0957131950514503
"FAM72C",0.0759,0.0759,0.558215,1.080416,0.653626,0.764085666666667,18,29,19,0.609891016252612
"FAM72D",0.03795,0.03795,2.955531,1.630653,2.527422,2.371202,104,46,78,0.307887216488362
"FAM74A1",0,0,0,0,0,0,0,0,0,1
"FAM74A4",0,0,0,0,0,0,0,0,0,1
"FAM76A",14.01706,14.01706,0.969109,0.964615,1.956684,1.29680266666667,38,42,50,6.53824563073769
"FAM76B",12.58752,12.58752,23.199769,23.774588,16.734046,21.2361343333333,340,304,223,0.611055851539423
"FAM78A",9.28567,9.28567,0.83962,0.2773,1.415973,0.844297666666667,32,14,32,5.57701188148768
"FAM78B",4.0356,4.0356,4.841916,3.752593,5.222872,4.60579366666667,321,196,301,0.898284935091855
"FAM81A",4.0862,4.0862,1.288034,0.675236,2.205063,1.38944433333333,12,3,9,2.12861204969133
"FAM81B",1.39159,1.39159,0.602617,0,0,0.200872333333333,3,0,0,1.99154392487461
"FAM83A",0,0,0.048515,0.030788,0.027676,0.0356596666666667,4,2,2,0.965568161226709
"FAM83B",0.11386,0.11386,0.043679,0.039935,0.069897,0.0511703333333333,4,3,6,1.05963797177178
"FAM83C",0,0,0.041754,0,0,0.013918,2,0,0,0.9862730516669
"FAM83D",0.40482,0.40482,0.882764,1.414818,0.540821,0.946134333333333,30,38,16,0.721851506310887
"FAM83E",0,0,0.716408,0.462424,0.429728,0.536186666666667,5,3,5,0.650962556633742
"FAM83F",0.12651,0.12651,0.194646,0.178121,0.220171,0.197646,24,22,22,0.940603483834121
"FAM83G",0.35422,0.35422,0.449444,0.421302,0.387669,0.419471666666667,36,24,25,0.954031018583205
"FAM83H",0.11386,0.11386,1.506305,0.872359,1.343555,1.24073966666667,125,55,92,0.497094783731384
"FAM86B1",2.22654,2.22654,5.76169,4.559088,5.922529,5.41443566666667,102,56,83,0.503012294092694
"FAM86B2",0,0,0.24068,0.133433,0.201608,0.191907,4,2,3,0.838991632736447
"FAM86C2P",0.8223,0.8223,2.757842,2.145739,2.37666,2.426747,81,57,58,0.531787143900615
"FAM86DP",2.3657,2.3657,7.051265,9.644437,9.790609,8.82877033333333,159,160,187,0.342433477012435
"FAM86EP",3.70668,3.70668,3.117581,4.728536,3.041351,3.629156,48,47,45,1.01674689727458
"FAM86JP",0.43013,0.43013,0.785218,0.340064,0.792724,0.639335333333333,17,7,15,0.872384051585134
"FAM86KP",0,0,0.186724,0,0.094649,0.093791,2,0,1,0.91425144291734
"FAM87A",0,0,0.200456,0.111851,0.248479,0.186928666666667,1,2,3,0.842510614229555
"FAM87B",0.0506,0.0506,0.041821,0.088433,0,0.043418,1,2,0,1.00688314750177
"FAM89A",5.6549,5.6549,5.677946,9.209548,6.368885,7.08545966666667,109,142,108,0.823070088078687
"FAM89B",0.46808,0.46808,8.523553,13.718936,13.347966,11.863485,132,167,172,0.114127703340114
"FAM8A1",28.62871,28.62871,10.377053,11.362413,11.258664,10.9993766666667,718,622,680,2.4691874272358
"FAM90A1",0.0759,0.0759,0.778629,0.824846,0.406883,0.670119333333333,7,6,3,0.644205463960859
"FAM90A11P",0.8223,0.8223,0.10954,0.046831,0.192278,0.116216333333333,4,1,6,1.63256883596937
"FAM90A12P",0,0,0,0.042608,0,0.0142026666666667,0,1,0,0.985996224291792
"FAM90A24P",0,0,0.204253,0,0.214704,0.139652333333333,7,0,7,0.877460582276993
"FAM90A27P",0,0,0,0,0,0,0,0,0,1
"FAM91A1",11.3604,11.3604,9.695409,14.296227,7.457335,10.4829903333333,550,686,500,1.07640951017086
"FAM95B1",4.16211,4.16211,51.443452,37.68936,47.270722,45.4678446666667,1495,1017,1315,0.111089938365551
"FAM96AP1",0,0,0,0,0,0,0,0,0,1
"FAM98A",92.7302,92.7302,185.649575,171.857639,154.581679,170.696297666667,1333,1267,1327,0.545906937271117
"FAM98B",32.08237,32.08237,24.876699,34.399076,26.956819,28.744198,289,288,240,1.11222934973738
"FAM98C",3.60547,3.60547,6.598134,5.340126,7.713666,6.550642,96,60,65,0.609944161039551
"FAM99A",0,0,0,0,0,0,0,0,0,1
"FAM9A",0,0,0,0,0,0,0,0,0,1
"FAM9B",0,0,0.052857,0,0.021265,0.0247073333333333,2,0,1,0.975888400004944
"FAM9C",2.23919,2.23919,0.04537,0.024545,0,0.023305,4,1,0,3.16541988947577
"FAN1",15.99058,15.99058,9.303358,8.739707,10.014858,9.352641,724,530,672,1.64118315316836
"FANCA",5.94587,5.94587,21.51129,24.330377,17.357657,21.0664413333333,199,232,158,0.314770736933809
"FANCB",0.12651,0.12651,0.405397,1.432569,0.678142,0.838702666666667,12,31,11,0.612665669345125
"FANCC",4.92115,4.92115,5.562223,5.752857,5.240593,5.51855766666667,235,177,218,0.908352783358568
"FANCD2",1.22713,1.22713,20.838529,9.604622,5.873607,12.105586,98,180,77,0.169937460255497
"FANCE",1.82171,1.82171,0.818421,0.959227,1.694652,1.15743333333333,30,28,54,1.30790136427545
"FANCF",7.56516,7.56516,2.522268,2.49344,2.365933,2.460547,123,98,102,2.47508847589702
"FANCG",4.89585,4.89585,18.026627,15.711212,19.062641,17.60016,187,136,166,0.316978456099302
"FANCI",1.6952,1.6952,16.46423,37.83909,13.057154,22.4534913333333,261,404,179,0.114916792629908
"FANCL",28.41365,28.41365,11.383843,10.923563,10.939376,11.0822606666667,202,165,194,2.43444921538138
"FANCM",8.1724,8.1724,6.666772,9.111668,6.002619,7.260353,92,105,78,1.11041259374751
"FANK1",0.8729,0.8729,1.836087,3.562476,2.028842,2.47580166666667,18,32,22,0.53883972090851
"FAP",2.92233,2.92233,3.052454,18.433454,1.690082,7.72533,55,276,27,0.449533713911107
"FAR1",35.73845,35.73845,11.132239,15.478471,12.181215,12.9306416666667,872,869,773,2.63724032812559
"FAR2",6.4519,6.4519,12.987161,15.799305,16.184499,14.9903216666667,264,261,254,0.46602564697208
"FARP1",9.00735,9.00735,90.174061,97.928621,81.657925,89.9202023333333,2133,1889,1928,0.110067396939031
"FARP2",8.46337,8.46337,32.41881,35.210137,23.520094,30.3830136666667,687,689,608,0.301544335433008
"FARS2",20.82318,20.82318,4.583627,6.93572,4.966811,5.495386,113,71,70,3.35979724684568
"FARSA",5.6802,5.6802,30.594354,27.390618,29.944194,29.309722,547,447,495,0.22039793040662
"FARSB",71.38834,71.38834,5.183816,4.837909,5.554219,5.19198133333333,548,403,524,11.6906586281699
"FAS",8.03324,8.03324,3.176199,3.871725,3.737457,3.595127,47,68,52,1.96583032416732
"FASLG",0.20241,0.20241,0,0,0,0,0,0,0,1.20241
"FASN",0.12651,0.12651,227.224294,176.92207,156.698784,186.948382666667,5233,3993,3853,0.00599372010557764
"FASTK",8.13445,8.13445,41.749123,37.070981,35.609465,38.1431896666667,566,441,487,0.233359878890469
"FASTKD1",167.05352,167.05352,16.672894,18.637006,14.244598,16.518166,245,239,234,9.59310009963372
"FASTKD2",62.98822,62.98822,8.904081,8.168933,8.754567,8.60919366666667,510,366,443,6.65906237502203
"FASTKD3",19.11532,19.11532,5.767048,6.5633,9.409382,7.24657666666667,98,82,95,2.43923276446428
"FASTKD5",31.55104,31.55104,5.385567,6.409955,6.848814,6.21477866666667,227,218,257,4.51171706075899
"FAT1",39.0656,39.0656,131.003966,264.784374,128.484483,174.757607666667,3063,5319,2243,0.227959406889439
"FAT1P1",0,0,0,0,0,0,0,0,0,1
"FAT2",0,0,0.17381,0.144948,0.217603,0.178787,35,27,23,0.848329681274055
"FAT3",0.03795,0.03795,6.081274,4.534044,4.425563,5.013627,533,378,472,0.172599664062969
"FAT4",2.42895,2.42895,0.575983,0.703554,0.613619,0.631052,150,124,141,2.1022934891101
"FATE1",0,0,0,0,0,0,0,0,0,1
"FAU",373.4636,373.4636,239.50477,261.117288,283.206904,261.276320666667,923,772,960,1.42774459794224
"FAXC",0.7464,0.7464,9.132894,7.483924,9.949522,8.85544666666667,279,184,260,0.177201506848666
"FBF1",0.64519,0.64519,2.804911,2.506192,3.219881,2.84366133333333,80,56,62,0.428026784184247
"FBL",36.86437,36.86437,53.766084,60.738571,53.573861,56.026172,357,319,323,0.663982320258144
"FBLIM1",23.15092,23.15092,27.380314,48.589095,26.051925,34.0071113333333,439,489,366,0.689886113996609
"FBLL1",0,0,5.952584,5.95486,8.188718,6.69872066666667,81,62,92,0.129891711012418
"FBLN1",42.41806,42.41806,41.193502,114.137962,39.231146,64.8542033333333,680,1797,627,0.659305827150188
"FBLN2",9.23507,9.23507,6.148679,14.221771,5.941554,8.770668,196,334,163,1.04753022004227
"FBLN5",95.74108,95.74108,12.351962,12.64109,17.035011,14.0093543333333,401,252,357,6.44538584748804
"FBLN7",0.15181,0.15181,0.104713,0.206246,0.102795,0.137918,5,5,4,1.0122082610522
"FBN1",36.94027,36.94027,67.116182,127.816214,52.691696,82.541364,4191,7606,3067,0.454149515681836
"FBN2",9.58929,9.58929,6.630835,28.388812,5.275895,13.4318473333333,1155,3944,804,0.733744596614589
"FBN3",0,0,11.04489,5.880755,7.515995,8.14721333333333,353,143,225,0.109322912187464
"FBP1",0.8729,0.8729,0.194267,0.069893,0.767461,0.343873666666667,4,1,7,1.39365778678105
"FBP2",0.21506,0.21506,0.2215,0.41146,0.563632,0.398864,4,6,9,0.868604810760731
"FBRS",9.22242,9.22242,37.214257,32.041967,28.702609,32.6529443333333,865,644,682,0.303760048414981
"FBRSL1",3.83319,3.83319,440.420586,330.38837,267.265921,346.024959,978,571,747,0.0139274996643685
"FBXL12",10.23448,10.23448,12.990411,15.663181,15.091219,14.5816036666667,254,229,239,0.721009226029388
"FBXL13",0.80965,0.80965,0.334,0.037699,1.21391,0.528536333333333,3,1,7,1.18391035956184
"FBXL14",0.41748,0.41748,10.457059,7.134062,7.879276,8.49013233333333,97,65,69,0.149363565249898
"FBXL15",0.15181,0.15181,6.406,4.420423,6.397339,5.741254,125,51,108,0.170859902326778
"FBXL16",0,0,60.569352,32.243175,78.419838,57.077455,385,128,273,0.0172183853441925
"FBXL17",56.58693,56.58693,8.019889,6.622658,7.880632,7.50772633333333,288,231,291,6.768780252648
"FBXL18",0.50603,0.50603,3.597836,3.690508,2.933889,3.407411,428,354,312,0.341704007182448
"FBXL19",0.75905,0.75905,47.363422,21.271071,27.248848,31.9611136666667,806,540,591,0.0533674322351224
"FBXL2",4.09885,4.09885,15.742417,12.976288,17.872345,15.53035,353,252,350,0.308453843989994
"FBXL20",4.66814,4.66814,3.446622,3.976779,3.061237,3.49487933333333,469,370,429,1.2610216158565
"FBXL22",6.5784,6.5784,0.928194,0.693169,0.112654,0.578005666666667,7,4,2,4.80251760819617
"FBXL3",53.6393,53.6393,7.648023,8.858205,6.544224,7.683484,353,340,288,6.29232460150787
"FBXL4",8.65313,8.65313,1.917342,2.051466,1.817988,1.928932,178,164,156,3.29578494823369
"FBXL5",150.06352,150.06352,12.813758,20.32016,16.047514,16.3938106666667,452,439,453,8.68490078999749
"FBXL6",0.40482,0.40482,17.265553,10.961886,13.953748,14.0603956666667,232,114,191,0.093279089812315
"FBXL7",29.89379,29.89379,3.21136,3.498646,2.767342,3.159116,202,178,155,7.42797027060558
"FBXL8",2.07473,2.07473,5.228245,5.255628,3.480435,4.65476933333333,47,35,30,0.543741012011807
"FBXO10",3.46631,3.46631,15.984313,16.411913,17.025039,16.473755,508,405,418,0.255601042821077
"FBXO11",60.92614,60.92614,38.182317,43.923893,53.459512,45.188574,1343,1104,1222,1.34072422326786
"FBXO15",0.30362,0.30362,1.370212,0.945765,0.76271,1.026229,40,36,30,0.643372491460738
"FBXO16",6.71756,6.71756,15.262234,9.723783,16.993418,13.993145,75,54,71,0.514739235830775
"FBXO17",2.60606,2.60606,2.98356,3.233694,1.856852,2.69136866666667,45,66,41,0.976889692043764
"FBXO2",0.11386,0.11386,7.812923,1.806699,3.405945,4.34185566666667,55,28,43,0.208515555175052
"FBXO21",41.38069,41.38069,19.05477,24.391867,20.139047,21.195228,757,569,685,1.90945053594403
"FBXO22",27.50279,27.50279,39.82228,40.115205,45.084615,41.6740333333333,569,501,500,0.667918820266188
"FBXO24",0.11386,0.11386,0.517956,0.645399,0.263043,0.475466,6,7,5,0.754920818236408
"FBXO25",61.52073,61.52073,17.999003,11.149872,18.753,15.9672916666667,359,271,278,3.68477958817824
"FBXO27",7.66637,7.66637,7.025638,3.466618,5.873704,5.45532,48,43,26,1.34251594034068
"FBXO28",16.62312,16.62312,6.186869,9.172039,7.315475,7.55812766666667,462,450,445,2.05922611655361
"FBXO3",111.11178,111.11178,13.226565,19.854619,22.048087,18.3764236666667,310,270,335,5.78598929960777
"FBXO30",22.30332,22.30332,1.526666,2.076448,1.775169,1.792761,210,231,215,8.34418698914802
"FBXO31",16.69903,16.69903,13.033723,17.408863,14.409983,14.9508563333333,366,249,288,1.10959748054488
"FBXO32",108.88524,108.88524,3.143255,7.823678,2.820202,4.59571166666667,124,186,97,19.6374020939249
"FBXO33",6.75552,6.75552,4.071388,4.680028,3.363406,4.038274,169,146,139,1.53932080708592
"FBXO34",18.87496,18.87496,7.434994,5.812179,6.822512,6.689895,336,224,297,2.58455544581558
"FBXO36",1.34098,1.34098,0.740262,0.877879,0.696726,0.771622333333333,30,29,26,1.32137643331432
"FBXO38",49.41394,49.41394,41.250636,34.66524,31.955467,35.9571143333333,618,463,501,1.36412003235137
"FBXO39",0.37952,0.37952,0,0,0,0,0,0,0,1.37952
"FBXO4",11.39835,11.39835,3.179088,2.278415,3.421748,2.95975033333333,35,24,37,3.131093871154
"FBXO40",216.89758,216.89758,0.033826,0.013985,0,0.015937,3,1,0,214.479421460189
"FBXO41",0.0506,0.0506,3.947269,3.278999,3.824442,3.68357,353,228,316,0.224316066590229
"FBXO42",12.80259,12.80259,9.0289,9.170558,8.815388,9.00494866666667,537,415,458,1.37957629367814
"FBXO43",0,0,0.051334,0.145616,0.050018,0.0823226666666667,2,5,2,0.923938886986259
"FBXO44",3.60547,3.60547,15.940269,17.357828,18.497023,17.26504,422,288,390,0.252146724014839
"FBXO45",8.85554,8.85554,3.598208,4.363103,3.241501,3.73427066666667,226,219,176,2.08174409405687
"FBXO46",7.18564,7.18564,5.101911,6.139699,3.769081,5.00356366666667,126,116,96,1.36346351175532
"FBXO47",0.03795,0.03795,0,0,0,0,0,0,0,1.03795
"FBXO48",1.37893,1.37893,0.244211,0.338042,0.406335,0.329529333333333,21,24,31,1.78930237968925
"FBXO5",2.80847,2.80847,1.914024,2.64565,1.833892,2.13118866666667,61,67,51,1.2163016686102
"FBXO6",1.6699,1.6699,1.257804,1.5161,1.727894,1.50059933333333,25,16,27,1.0677040357525
"FBXO7",65.58163,65.58163,53.648521,56.63784,52.732839,54.3397333333333,1586,1377,1386,1.2031433111351
"FBXO8",34.44807,34.44807,3.506525,4.198827,5.089218,4.26485666666667,84,63,100,6.73296012490369
"FBXO9",104.48277,104.48277,58.26061,47.293592,46.843358,50.7991866666667,640,486,581,2.03637888522831
"FBXW10",0.0506,0.0506,0.490889,0.34901,0.296551,0.378816666666667,7,5,4,0.761957717366341
"FBXW11",59.69902,59.69902,39.713162,33.331042,33.31539,35.453198,1337,1033,1327,1.66512194622815
"FBXW11P1",0.63254,0.63254,0.100707,0.374262,0.341047,0.272005333333333,2,6,6,1.28343801493495
"FBXW12",0.12651,0.12651,0.768078,0.598837,0.275062,0.547325666666667,24,15,7,0.728036782603619
"FBXW2",31.22212,31.22212,12.873502,18.034797,13.127456,14.678585,1183,995,1013,2.05516760600526
"FBXW4",66.02441,66.02441,13.988249,11.447123,13.976088,13.1371533333333,189,115,169,4.74101174541032
"FBXW4P1",0,0,0.090581,0.113063,0.069275,0.090973,3,3,2,0.9166129684236
"FBXW5",3.45366,3.45366,23.983785,21.979814,21.495094,22.486231,651,469,519,0.18962855300197
"FBXW7",48.74345,48.74345,63.994091,46.8183,61.178158,57.330183,1664,956,1480,0.852790912725235
"FBXW8",5.99647,5.99647,6.971612,7.83766,6.446117,7.08512966666667,505,404,414,0.865350376363785
"FBXW9",0,0,3.83594,4.096141,4.133068,4.02171633333333,94,80,88,0.19913510314435
"FCAMR",0,0,0,0,0,0,0,0,0,1
"FCAR",0,0,0.391009,0.342753,0.170188,0.301316666666667,12,10,6,0.768452464811281
"FCER1A",2.98558,2.98558,0.119738,0,0,0.0399126666666667,1,0,0,3.83261030253182
"FCER1G",66.08766,66.08766,0.990399,1.353915,1.434835,1.25971633333333,5,6,7,29.6885317021355
"FCER2",0.22771,0.22771,0,0,0.055304,0.0184346666666667,0,0,1,1.20548724447715
"FCF1",61.58398,61.58398,16.761834,16.21715,12.436843,15.138609,302,264,232,3.87790422334415
"FCGBP",0.18976,0.18976,0.732719,0.301468,0.552644,0.528943666666667,35,21,18,0.778158166280816
"FCGR1A",0.12651,0.12651,0.346946,0.152167,0.47697,0.325361,1,1,4,0.849964651140331
"FCGR1B",0,0,1.634334,1.740474,0.321188,1.23199866666667,14,6,5,0.448028941474875
"FCGR2A",13.70079,13.70079,4.965556,9.40426,2.225807,5.53187433333333,26,8,11,2.25062351934409
"FCGR2B",8.45072,8.45072,0.120833,0.057552,0.274645,0.15101,2,2,6,8.21080616154508
"FCGR3A",16.68638,16.68638,0,0,0,0,0,0,0,17.68638
"FCGR3B",1.22713,1.22713,0,0,0,0,0,0,0,2.22713
"FCGRT",12.92909,12.92909,130.633879,105.690506,137.820546,124.714977,1021,681,887,0.110798970277026
"FCHO1",0.0506,0.0506,8.50356,4.934599,7.764899,7.067686,99,69,87,0.130223213942635
"FCHO2",13.0556,13.0556,4.420806,7.161746,2.039905,4.540819,193,174,128,2.53673689755973
"FCHSD1",3.65607,3.65607,62.64196,47.364829,54.376108,54.794299,1120,683,823,0.083450640718687
"FCHSD2",36.82641,36.82641,18.923995,13.916766,11.676527,14.839096,340,238,319,2.38816722873578
"FCN1",1.03736,1.03736,0.318092,0.032374,0.732287,0.360917666666667,3,3,6,1.49704868259236
"FCN2",0.27832,0.27832,0,0,0,0,0,0,0,1.27832
"FCN3",36.52279,36.52279,0,0,0,0,0,0,0,37.52279
"FCRL1",0,0,0.070684,0.043543,0,0.0380756666666667,2,1,0,0.963320913986039
"FCRL2",0,0,0.14341,0.100055,0.264813,0.169426,2,1,4,0.85512037529523
"FCRL3",0.37952,0.37952,0,1.367892,0.415863,0.594585,0,3,1,0.865127917295096
"FCRL4",0,0,0,0,0,0,0,0,0,1
"FCRL5",0.06325,0.06325,0.204142,0.300935,0.184329,0.229802,14,11,11,0.864570069002978
"FCRL6",0.26567,0.26567,0,0,0,0,0,0,0,1.26567
"FCRLA",0.44278,0.44278,55.733743,10.908693,51.114814,39.2524166666667,1367,205,1034,0.0358433137554888
"FCRLB",0.20241,0.20241,0.705945,0.435858,0.20804,0.449947666666667,20,8,5,0.829278206132957
"FDCSP",0,0,0,0,0,0,0,0,0,1
"FDFT1",90.17474,90.17474,76.731169,100.73123,88.28463,88.582343,931,918,1008,1.01777579092791
"FDPS",78.25771,78.25771,94.293864,111.035315,103.299525,102.876234666667,809,824,744,0.76300137615051
"FDPSP1",0,0,0,0,0,0,0,0,0,1
"FDPSP4",0,0,0,0,0.08487,0.02829,0,0,1,0.972488305828123
"FDPSP6",0,0,0,0,0,0,0,0,0,1
"FDPSP7",0,0,0,0,0,0,0,0,0,1
"FDPSP8",0,0,0,0,0,0,0,0,0,1
"FDX1",44.25242,44.25242,2.337541,2.496296,2.638142,2.49065966666667,104,89,103,12.9638590757296
"FDXACB1",2.23919,2.23919,1.271688,0.704032,1.362052,1.11259066666667,49,23,46,1.53327857171258
"FDXR",0.16446,0.16446,4.463668,4.156331,3.385215,4.001738,65,53,53,0.232811074870375
"FECH",36.29508,36.29508,8.076711,5.591204,7.713994,7.127303,224,161,170,4.58886299674074
"FEM1A",35.57399,35.57399,2.676025,2.626213,2.842431,2.71488966666667,410,323,382,9.84524259984751
"FEM1AP1",0.0506,0.0506,0,0,0,0,0,0,0,1.0506
"FEM1AP2",0,0,0,0.04548,0,0.01516,0,1,0,0.98506639347492
"FEM1AP3",0,0,0,0,0,0,0,0,0,1
"FEM1B",30.42512,30.42512,7.834691,18.565164,7.049936,11.1499303333333,711,784,679,2.58644445999704
"FEM1C",41.17828,41.17828,2.524967,3.458814,2.965208,2.98299633333333,219,242,228,10.5895854452624
"FEN1",5.7561,5.7561,12.104705,11.703011,12.158085,11.9886003333333,271,258,232,0.520156123571026
"FER",3.99765,3.99765,2.316322,3.275103,2.153712,2.58171233333333,346,328,270,1.39532422899773
"FER1L4",0.8476,0.8476,11.108072,2.033306,2.147692,5.09635666666667,69,40,54,0.303066257606319
"FER1L5",0.06325,0.06325,0.325275,0.460838,0.495668,0.427260333333333,21,23,30,0.744958698261308
"FER1L6",0.22771,0.22771,0,0.039145,0.011879,0.017008,0,3,1,1.20717831128172
"FERD3L",0,0,0.153211,0,0,0.0510703333333333,1,0,0,0.951411117112049
"FERMT1",0.27832,0.27832,0.178718,0.365395,0.282404,0.275505666666667,9,6,18,1.00220644518239
"FERMT2",125.30595,125.30595,36.969496,70.510409,39.029585,48.8364966666667,1208,1766,1182,2.53440667880012
"FERMT3",1.08797,1.08797,3.238081,1.814901,2.721634,2.59153866666667,19,8,19,0.581358073457096
"FERP1",8.61518,8.61518,0.452879,0.420675,0.38026,0.417938,4,3,3,6.78110044303771
"FES",0.37952,0.37952,1.034154,1.148344,0.595228,0.925908666666667,12,14,7,0.716295649880247
"FETUB",0.16446,0.16446,0,0.222249,0,0.074083,0,1,0,1.08414340418757
"FEV",0,0,0,0,0.476109,0.158703,0,0,2,0.863033926726694
"FEZ1",39.12885,39.12885,170.70983,99.272797,184.744126,151.575584333333,1377,647,1313,0.263009643222667
"FEZ2",109.97321,109.97321,26.790405,25.234284,26.374411,26.1330333333333,404,329,369,4.08996696523672
"FEZF1",0,0,0,0.067731,0,0.022577,0,1,0,0.977921467038668
"FEZF2",0,0,0,0,0,0,0,0,0,1
"FFAR1",0,0,0.031359,0.03732,0.037762,0.0354803333333333,1,1,1,0.965735386572608
"FFAR2",0.12651,0.12651,0,1.059635,0.116853,0.392162666666667,0,1,3,0.809179865954362
"FFAR3",0,0,0,0,0.043445,0.0144816666666667,0,0,1,0.985725058280994
"FGA",2.22654,2.22654,0,0,0,0,0,0,0,3.22654
"FGB",4.89585,4.89585,0.066981,0,0,0.022327,1,0,0,5.76708822128341
"FGD1",1.6446,1.6446,4.448307,5.836526,4.191385,4.825406,283,292,228,0.453976941692991
"FGD2",3.42836,3.42836,0.213278,0.114086,0.126507,0.151290333333333,7,4,5,3.84643201787212
