"Hs_symbol","Heart","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"NPRL3",6.41394,6.41394,8.456506,7.110117,7.022663,7.529762,340,331,308,0.869184861195424
"NPS",0,0,0,0,0,0,0,0,0,1
"NPSR1",0,0,0,0,0,0,0,0,0,1
"NPTN",265.52717,265.52717,105.796108,109.153082,76.742357,97.2305156666667,1935,1697,1387,2.71328281431839
"NPTX1",0,0,0.178233,0,0.036067,0.0714333333333333,5,0,3,0.933329185203621
"NPTX2",3.50427,3.50427,0,0.038529,0.01898,0.0191696666666667,0,2,1,4.41954872414112
"NPTXR",9.96881,9.96881,7.962779,6.359003,6.300634,6.87413866666667,1026,757,755,1.39301712407402
"NPVF",0,0,0,0,0,0,0,0,0,1
"NPW",0,0,0.176931,0.415851,1.175526,0.589436,2,2,5,0.629153989213784
"NPY",0,0,0.138237,0.146084,0,0.0947736666666667,1,1,0,0.913430812639812
"NPY1R",3.60547,3.60547,0.153561,0.13784,0.364223,0.218541333333333,7,3,2,3.77949428059341
"NPY2R",0,0,0,0,0,0,0,0,0,1
"NPY5R",0.72109,0.72109,0,0,0,0,0,0,0,1.72109
"NPY6R",345.64454,345.64454,14.830922,10.571306,8.385776,11.262668,725,570,479,28.2682806058192
"NQO1",17.74904,17.74904,7.573341,7.436287,5.917092,6.97557333333333,139,141,126,2.35080779981544
"NQO2",33.80288,33.80288,30.90179,30.092196,25.713443,28.9024763333333,541,474,425,1.16387952663318
"NR0B1",0,0,0,0.029509,0,0.00983633333333333,0,1,0,0.990259477690939
"NR0B2",1.25243,1.25243,0.269883,0.190602,0.2875,0.249328333333333,6,4,6,1.80291276512579
"NR1D1",3.85849,3.85849,2.49896,2.899252,2.576706,2.658306,143,158,139,1.32807097055304
"NR1D2",32.98058,32.98058,3.466133,2.635421,1.374094,2.49188266666667,205,185,127,9.73130635928202
"NR1H2",3.47896,3.47896,10.843043,8.724749,6.707418,8.75840333333333,392,305,248,0.458984922738385
"NR1H3",12.27125,12.27125,3.525124,4.249537,3.092761,3.622474,36,43,32,2.87102750604979
"NR1H4",0.18976,0.18976,0.036502,0,0,0.0121673333333333,1,0,0,1.17545781297032
"NR1H5P",0,0,0,0,0,0,0,0,0,1
"NR1I2",0.41748,0.41748,0.034624,0.018098,0,0.017574,2,1,0,1.39299942805142
"NR1I3",16.3448,16.3448,0.593297,0.524705,0.761242,0.626414666666667,9,9,7,10.6644389991564
"NR2C1",100.0297,100.0297,21.751435,18.879023,10.736314,17.1222573333333,249,230,168,5.57489600449333
"NR2C2",8.60253,8.60253,4.590059,3.26989,2.308366,3.38943833333333,548,414,285,2.18764435692797
"NR2C2AP",4.46572,4.46572,2.972675,2.896638,2.114457,2.66125666666667,49,46,43,1.492853546642
"NR2E1",0,0,0,0,0,0,0,0,0,1
"NR2E3",0.40482,0.40482,0.168901,0.074883,0.128436,0.124073333333333,7,3,5,1.24975831944535
"NR2F1",0.11386,0.11386,0.077063,0.578006,0.30714,0.320736333333333,4,12,3,0.843362881665253
"NR2F2",44.70785,44.70785,1.233868,1.303852,0.519404,1.01904133333333,24,21,25,22.6383924119764
"NR2F6",6.79347,6.79347,14.388234,16.612146,13.876822,14.9590673333333,629,593,543,0.488341194207631
"NR3C1",23.16357,23.16357,2.808266,1.963875,1.483146,2.08509566666667,303,210,175,7.83235679239336
"NR3C2",13.57428,13.57428,2.736041,0.591023,0.608361,1.31180833333333,105,69,71,6.30427695490904
"NR4A1",5.27537,5.27537,31.028347,21.229456,16.369159,22.875654,1167,752,529,0.262835522746309
"NR4A2",0.97411,0.97411,0.440888,0.257861,0.455279,0.384676,25,16,24,1.42568369784701
"NR4A3",1.70785,1.70785,0.26195,0.134646,0.115503,0.170699666666667,24,13,12,2.31301851115245
"NR5A1",0,0,0,0,0,0,0,0,0,1
"NR5A2",1.29038,1.29038,0.260134,0.077348,0.160222,0.165901333333333,12,3,9,1.96447155047997
"NR6A1",1.17652,1.17652,0.832634,0.550426,0.417293,0.600117666666667,117,83,62,1.3602249667889
"NRAP",710.2779,710.2779,6.151983,3.68123,3.406208,4.41314033333333,743,425,390,131.398385447363
"NRARP",3.02354,3.02354,0.334552,0.453514,0.503724,0.430596666666667,17,21,24,2.81249082550637
"NRAS",13.42247,13.42247,5.11975,3.8361,4.101171,4.35234033333333,369,305,317,2.69461004005662
"NRBF2",14.82671,14.82671,4.811729,4.42126,2.901706,4.04489833333333,155,145,94,3.13717124791745
"NRBP1",70.86966,70.86966,28.27941,24.479968,18.841813,23.8670636666667,1211,1012,817,2.89015466254419
"NRBP2",23.83406,23.83406,15.524511,12.515582,10.835973,12.9586886666667,974,801,719,1.77911124698294
"NRCAM",0.51868,0.51868,0.381317,0.57647,0.407606,0.455131,12,13,10,1.04367235664693
"NREP",69.55397,69.55397,518.732665,443.477182,402.786692,454.998846333333,14071,15303,11108,0.154724009868274
"NRF1",13.0303,13.0303,4.948022,3.004569,3.699889,3.88416,184,129,125,2.87261269082094
"NRG1",0.10121,0.10121,0.579826,0.437336,0.295926,0.437696,26,30,14,0.765954694177351
"NRG2",1.29038,1.29038,2.723331,1.549259,1.030299,1.76762966666667,64,42,43,0.827560142018037
"NRG3",0.08856,0.08856,0.047345,0.147221,0.019435,0.0713336666666667,2,5,1,1.01607933538291
"NRG4",1.73316,1.73316,0.864933,1.307941,0.955251,1.04270833333333,8,14,11,1.33800795512494
"NRGN",1.23978,1.23978,0.425152,0.204207,0.289221,0.306193333333333,9,4,6,1.71473850221254
"NRIP1",7.21094,7.21094,1.59069,0.82452,0.665793,1.027001,189,119,96,4.05078241204617
"NRIP2",6.09767,6.09767,0.649673,0.500654,0.181045,0.443790666666667,38,28,10,4.91599659415077
"NRIP3",0.60724,0.60724,0.421784,0.317878,0.895841,0.545167666666667,30,21,25,1.04017190798927
"NRK",3.15004,3.15004,0.108562,0.082401,0.1044,0.0984543333333333,10,5,4,3.77807240052158
"NRL",0.48073,0.48073,1.025653,0.305559,0.519513,0.616908333333333,30,16,20,0.915778569182957
"NRM",3.64342,3.64342,3.461772,3.471785,3.670579,3.534712,84,79,80,1.02397241544777
"NRN1",15.67431,15.67431,0.323259,0.069918,0.142222,0.178466333333333,8,2,4,14.1491610989311
"NRN1L",0,0,0,0.299652,0,0.099884,0,1,0,0.909186786970262
"NRP1",134.55367,134.55367,56.369372,41.79443,26.700471,41.6214243333333,1682,1349,998,3.18041154466971
"NRP2",2.71992,2.71992,18.969032,22.828033,4.225179,15.340748,157,133,107,0.22764686169813
"NRSN1",0,0,0,0,0,0,0,0,0,1
"NRSN2",8.65313,8.65313,21.588164,23.751701,22.387837,22.5759006666667,705,639,587,0.409449044449373
"NRTN",1.22713,1.22713,8.885803,8.964914,7.793214,8.547977,168,136,130,0.233256741192401
"NRXN1",5.23742,5.23742,0.093961,0.035283,0.089356,0.0728666666666667,4,2,4,5.81378860374076
"NRXN2",0.29097,0.29097,0,0.014904,0.014678,0.00986066666666667,0,1,1,1.27836447404295
"NRXN3",1.32833,1.32833,0.358221,0.725681,0.182112,0.422004666666667,23,16,8,1.63735749577943
"NSA2",191.74783,191.74783,40.662384,39.526896,38.699277,39.629519,422,424,350,4.744034257457
"NSD1",13.33392,13.33392,5.032629,3.400537,3.565276,3.99948066666667,1133,678,622,2.86708179422903
"NSDHL",18.40688,18.40688,18.432496,18.200056,15.863229,17.4985936666667,590,569,484,1.04910029106537
"NSF",18.7864,18.7864,7.544566,5.147907,5.389393,6.02728866666667,407,354,273,2.81565208696422
"NSFL1C",57.94056,57.94056,28.083828,19.297092,18.053052,21.811324,861,743,685,2.58382897897553
"NSG1",9.75375,9.75375,0.295088,1.579563,4.002252,1.95896766666667,8,11,14,3.63429114861343
"NSL1",38.63547,38.63547,8.975914,8.532486,8.049474,8.51929133333333,213,191,181,4.16369965075131
"NSMAF",30.93115,30.93115,12.840547,10.618702,8.168456,10.5425683333333,255,181,170,2.76638171660524
"NSMCE1",34.51132,34.51132,56.283079,38.553821,32.327227,42.3880423333333,131,118,91,0.818458683320636
"NSMCE2",44.58134,44.58134,17.742691,14.434297,10.226274,14.1344206666667,220,230,170,3.01176642330236
"NSMCE4A",103.73638,103.73638,16.938337,20.786564,13.664208,17.129703,256,270,208,5.77705988895681
"NSRP1",63.15268,63.15268,9.033827,9.356964,6.716764,8.369185,320,304,267,6.84719962301951
"NSRP1P1",0.0506,0.0506,0,0.064075,0,0.0213583333333333,0,2,0,1.02863017386976
"NSUN2",52.65254,52.65254,17.585339,9.810806,12.696468,13.3642043333333,488,351,335,3.73515572146901
"NSUN3",5.98382,5.98382,2.969252,2.794634,2.175574,2.64648666666667,104,114,68,1.91521884992495
"NSUN4",10.10797,10.10797,5.719852,3.323015,2.853154,3.96534033333333,256,215,189,2.23710143802832
"NSUN5",2.22654,2.22654,18.630837,15.745456,12.13304,15.503111,295,270,228,0.195511016074484
"NSUN5P1",23.79611,23.79611,17.295474,13.319735,11.39563,14.003613,1009,788,556,1.65267592545875
"NSUN5P2",1.31568,1.31568,9.329698,9.468275,8.986033,9.26133533333333,286,270,233,0.225670434185856
"NSUN6",16.3195,16.3195,8.444088,5.104137,8.693711,7.41397866666667,106,105,87,2.05841976621761
"NSUN7",0.32892,0.32892,0.913254,0.269903,0.273245,0.485467333333333,15,6,14,0.894614085533576
"NT5C",4.99706,4.99706,39.123434,30.900251,30.370507,33.4647306666667,329,257,296,0.174005712042317
"NT5C1A",1.84701,1.84701,0.09705,0.050946,0.051511,0.0665023333333333,2,1,1,2.6694831422466
"NT5C1B",0.46808,0.46808,0.753812,0.600347,0.08867,0.480943,17,5,3,0.991314317971725
"NT5C2",68.87083,68.87083,52.587093,33.826174,21.868474,36.0939136666667,1800,1372,1190,1.88361979347537
"NT5DC1",39.34392,39.34392,17.863387,18.0183,17.681052,17.8542463333333,331,363,271,2.13977898064661
"NT5DC2",79.56074,79.56074,74.192491,83.301046,56.648802,71.3807796666667,593,602,445,1.11301287953797
"NT5DC3",1.60665,1.60665,1.751606,0.622513,2.52514,1.63308633333333,82,87,65,0.989959944344147
"NT5DC4",0,0,0.028843,0,0.030264,0.0197023333333333,1,0,1,0.980678348289223
"NT5E",3.93439,3.93439,1.098708,1.521094,0.762176,1.127326,63,73,53,2.31952695543607
"NT5M",2.65666,2.65666,15.195347,15.227862,14.684147,15.0357853333333,298,267,240,0.22803123913108
"NTAN1",72.19799,72.19799,41.540742,37.342413,29.157583,36.0135793333333,282,257,214,1.97759825767729
"NTF3",1.11327,1.11327,0,0,0.174733,0.0582443333333333,0,0,3,1.99695848438278
"NTF4",0.10121,0.10121,5.29445,9.679915,12.804373,9.25957933333333,59,63,71,0.107334810153685
"NTHL1",0.8476,0.8476,10.75356,9.052337,10.447647,10.0845146666667,156,135,140,0.16668298572928
"NTM",1.89762,1.89762,1.543833,0.532522,0.397734,0.824696333333333,22,18,19,1.58800121810223
"NTMT1",16.2689,16.2689,32.206488,26.844657,26.582164,28.5444363333333,447,379,346,0.584505989728985
"NTN1",3.88379,3.88379,0.23441,0.289056,0.205457,0.242974333333333,32,36,26,3.92911572590799
"NTN3",0,0,0.137026,0.027828,0.102761,0.089205,6,1,4,0.918100816650676
"NTN4",67.4666,67.4666,0.219796,0.313361,0.203266,0.245474333333333,13,19,10,54.9723090774251
"NTN5",0,0,0.058264,0.042077,0.097193,0.0658446666666667,3,2,1,0.938223018113334
"NTNG1",0.12651,0.12651,0,0,0.024967,0.00832233333333333,0,0,2,1.11721218776932
"NTNG2",0.96146,0.96146,0.39934,0.020767,0.051681,0.157262666666667,5,2,5,1.69491339909004
"NTPCR",51.3242,51.3242,18.612044,17.268866,12.793385,16.224765,339,288,199,3.03773084857761
"NTRK1",0.12651,0.12651,0.069942,0,0,0.023314,3,0,0,1.1008449019558
"NTRK2",3.51692,3.51692,0.022513,0,0.015104,0.012539,3,0,2,4.46098372507133
"NTRK3",2.17593,2.17593,0.17649,0.367417,0.182113,0.242006666666667,2,4,2,2.55709577511661
"NTS",0,0,0.082292,0.592202,0.117804,0.264099333333333,1,6,2,0.791077072529638
"NTSR1",0,0,0.060628,0.016228,0,0.0256186666666667,5,1,0,0.975021255463369
"NTSR2",0,0,0,0,0,0,0,0,0,1
"NUAK1",26.70579,26.70579,5.40846,4.529431,3.434282,4.457391,786,572,468,5.07674637935966
"NUAK2",0.12651,0.12651,0.378306,0.343967,0.167271,0.296514666666667,29,24,12,0.868875631693587
"NUB1",112.50336,112.50336,17.928081,8.639234,10.962098,12.5098043333333,355,280,264,8.40155469313113
"NUBP1",26.36422,26.36422,24.038525,25.494407,24.083056,24.5386626666667,311,291,286,1.07148210370922
"NUBP2",0.44278,0.44278,18.640858,21.346997,15.51464,18.5008316666667,419,437,275,0.0739855624960953
"NUBPL",54.96763,54.96763,8.435665,4.342428,3.623311,5.46713466666667,196,189,152,8.65416183282406
"NUCB1",77.72638,77.72638,78.198283,69.643656,64.975785,70.9392413333333,2310,2119,1878,1.09434543012788
"NUCB2",161.00645,161.00645,52.192268,65.67681,44.70127,54.190116,419,451,348,2.93542506777844
"NUCKS1",169.48247,169.48247,369.989121,244.895356,295.931479,303.605318666667,1990,1903,1457,0.559683168850249
"NUDC",57.29537,57.29537,28.598709,30.945796,30.697255,30.0805866666667,978,977,954,1.87562000116686
"NUDCD1",13.44778,13.44778,2.904329,2.768938,2.131749,2.601672,133,120,84,4.01140914553019
"NUDCD2",26.55398,26.55398,13.927123,17.881803,12.118365,14.6424303333333,164,196,134,1.76148970542536
"NUDCD3",47.20005,47.20005,27.282924,17.412365,25.122966,23.2727516666667,967,755,747,1.98576785450297
"NUDT1",3.70668,3.70668,14.452844,22.049911,13.799878,16.7675443333333,92,110,82,0.264903236581202
"NUDT10",0.18976,0.18976,0.098701,0.205218,0.028407,0.110775333333333,3,7,1,1.07110768874354
"NUDT11",0.18976,0.18976,0.583806,0.864272,0.357021,0.601699666666667,24,37,15,0.742810918151738
"NUDT12",19.17858,19.17858,3.17984,2.071669,1.344501,2.19867,101,64,58,6.30842819046666
"NUDT13",14.44719,14.44719,2.575716,1.44255,2.390613,2.136293,60,44,48,4.9253019408582
"NUDT14",0.53133,0.53133,12.704331,15.232882,14.100478,14.0125636666667,166,156,146,0.102003231027097
"NUDT15",30.81729,30.81729,4.688857,4.864006,3.9739,4.508921,158,172,137,5.77559380503006
"NUDT16",76.10708,76.10708,6.07268,4.625926,3.542879,4.74716166666667,648,503,406,13.4165496765505
"NUDT16L1",9.91821,9.91821,19.258683,18.970447,16.582678,18.2706026666667,527,477,423,0.566573354702901
"NUDT17",10.18388,10.18388,4.575256,2.575584,2.601596,3.250812,59,40,34,2.63099850099228
"NUDT18",0.61989,0.61989,1.66288,1.692296,0.949498,1.43489133333333,57,52,27,0.665282256264961
"NUDT19",20.65872,20.65872,2.552087,2.566164,2.719328,2.61252633333333,146,143,153,5.99544972175059
"NUDT19P5",0,0,0,0,0,0,0,0,0,1
"NUDT2",19.20388,19.20388,8.445837,6.949875,6.223457,7.20638966666667,136,99,88,2.46196937029028
"NUDT21",41.10238,41.10238,29.891494,17.621545,20.540748,22.6845956666667,490,442,364,1.77762713759367
"NUDT22",9.57664,9.57664,48.854072,43.876097,41.305013,44.678394,597,459,461,0.231545793838549
"NUDT3",73.76668,73.76668,4.187981,3.519449,3.080529,3.59598633333333,891,742,640,16.2678203496253
"NUDT4",259.84697,259.84697,44.759426,48.504559,41.111623,44.7918693333333,3067,3592,2922,5.69635993894928
"NUDT5",19.17858,19.17858,45.24791,41.513249,31.658723,39.473294,600,603,470,0.498565300862341
"NUDT6",43.67048,43.67048,5.58794,4.514261,5.396386,5.16619566666667,105,73,87,7.24441493828691
"NUDT7",39.17946,39.17946,11.729337,9.698437,8.833775,10.087183,73,87,69,3.62395569731283
"NUDT8",0.99941,0.99941,3.939147,4.716288,2.910278,3.85523766666667,56,55,35,0.411804763694026
"NUDT9",54.70196,54.70196,19.886852,18.978155,19.560803,19.47527,334,289,292,2.72045057281296
"NUF2",0.48073,0.48073,5.935655,10.252796,2.240312,6.142921,77,109,72,0.2073003467349
"NUFIP1",4.84525,4.84525,0.839713,0.751373,0.586398,0.725828,48,47,36,3.38692500063738
"NUFIP2",19.43159,19.43159,7.719843,3.325803,2.039152,4.36159933333333,699,468,416,3.81072674956813
"NUGGC",0.06325,0.06325,0.140679,0.056053,0.014517,0.0704163333333333,12,5,1,0.993305097175585
"NUMA1",44.21447,44.21447,22.996745,27.872401,13.94338,21.6041753333333,1550,1050,872,2.0002707169469
"NUMB",37.25654,37.25654,12.125574,8.123919,8.844814,9.69810233333333,500,434,362,3.57601178302432
"NUMBL",1.23978,1.23978,5.328334,2.591056,3.290705,3.73669833333333,174,149,132,0.47285679652388
"NUP107",27.98352,27.98352,26.322581,12.353011,14.368503,17.681365,360,288,202,1.55146692974523
"NUP133",53.51279,53.51279,11.874019,10.526851,10.185626,10.8621653333333,562,430,335,4.59551763680245
"NUP153",19.5328,19.5328,2.938904,2.349318,1.696432,2.328218,362,283,205,6.16930741916545
"NUP155",10.6393,10.6393,4.41337,2.616542,2.943011,3.32430766666667,262,217,172,2.6915984932617
"NUP160",17.0153,17.0153,5.208562,3.378815,1.960672,3.51601633333333,360,233,167,3.98920169243557
"NUP188",12.03089,12.03089,14.61088,8.107153,8.417327,10.3784533333333,766,539,398,1.1452250686678
"NUP205",20.98764,20.98764,5.452601,7.705001,7.021405,6.72633566666667,294,259,180,2.84580439533065
"NUP210",0.64519,0.64519,5.719772,3.854018,3.895573,4.48978766666667,894,595,526,0.299681900265359
"NUP210L",0.12651,0.12651,0,0,0,0,0,0,0,1.12651
"NUP210P1",0,0,0,0,0,0,0,0,0,1
"NUP214",27.38893,27.38893,39.806581,27.93293,22.733622,30.157711,553,393,328,0.911136572259753
"NUP35",16.11709,16.11709,4.718293,2.910471,2.06945,3.232738,68,60,41,4.04397579061118
"NUP37",30.0456,30.0456,8.489132,9.315172,9.364319,9.05620766666667,171,190,139,3.08720752684005
"NUP43",29.08414,29.08414,5.494138,4.325696,4.610778,4.810204,351,324,321,5.17781131264926
"NUP50",11.81583,11.81583,3.063163,2.124611,2.059923,2.415899,237,157,177,3.75181760350643
"NUP54",30.9691,30.9691,16.257726,10.835382,8.784559,11.9592223333333,186,154,142,2.46689956987388
"NUP62",9.47543,9.47543,11.600481,8.172874,5.907071,8.560142,559,418,367,1.09574000051464
"NUP62CL",1.35363,1.35363,3.009304,2.042937,0.850836,1.96769233333333,48,29,16,0.793084233686848
"NUP85",49.78081,49.78081,67.337282,57.600249,53.989026,59.6421856666667,364,309,239,0.83738423082453
"NUP88",90.09884,90.09884,34.558953,42.046439,25.101267,33.9022196666667,314,323,241,2.61011594305573
"NUP93",25.25095,25.25095,71.744148,68.257679,58.037328,66.0130516666667,790,665,547,0.391728914698234
"NUP98",31.23477,31.23477,29.551144,20.309529,21.305413,23.7220286666667,772,556,408,1.30388854550043
"NUPR1",14.6243,14.6243,0.246882,0.221585,0.143236,0.203901,11,12,6,12.9780604883624
"NUS1",20.29185,20.29185,2.397482,2.459867,1.159961,2.00577,176,199,94,7.08365909567266
"NUSAP1",0.96146,0.96146,37.315577,24.965403,21.147471,27.8094836666667,469,469,337,0.0680838304044116
"NUTF2",74.61429,74.61429,60.826915,58.28583,45.822014,54.978253,1108,1099,936,1.35077973941059
"NVL",19.92497,19.92497,19.946293,10.73055,10.406954,13.694599,246,185,166,1.42399054237547
"NWD1",0.01265,0.01265,0.22787,0.117117,0.020154,0.121713666666667,2,3,3,0.902770493123468
"NXF1",67.85877,67.85877,73.835403,71.432504,66.800014,70.689307,1174,949,858,0.960516608146317
"NXF2",0,0,0,0,0,0,0,0,0,1
"NXF2B",0,0,0,0,0,0,0,0,0,1
"NXF3",0.08856,0.08856,0.025448,0.289534,0,0.104994,1,4,0,0.985127521054413
"NXF5",0,0,0,0,0,0,0,0,0,1
"NXN",5.6549,5.6549,24.251648,20.806257,13.55487,19.5375916666667,839,660,536,0.324035072271944
"NXNL1",0,0,0.119715,0.06659,0.064869,0.0837246666666667,2,1,1,0.922743599696602
"NXNL2",0,0,0.264179,0.36663,0.369105,0.333304666666667,8,10,10,0.750016125346695
"NXPE1",0,0,0,0.025378,0,0.00845933333333333,0,1,0,0.991611626712431
"NXPE2",0.10121,0.10121,0.117781,0,0.029377,0.0490526666666667,4,0,1,1.04971850793637
"NXPE2P1",0,0,0,0,0,0,0,0,0,1
"NXPE3",31.12091,31.12091,4.449095,3.148193,2.423741,3.340343,421,319,296,7.40054645450832
"NXPE4",0.0506,0.0506,0,0,0,0,0,0,0,1.0506
"NXPH1",0,0,0,0,0,0,0,0,0,1
"NXPH2",0,0,0.506368,0.405917,0.375394,0.429226333333333,23,20,18,0.699679243712041
"NXPH3",1.23978,1.23978,0.354474,0.24654,0.315156,0.30539,44,27,38,1.71579374746244
"NXPH4",0.20241,0.20241,1.155285,1.436295,1.140212,1.24393066666667,44,49,40,0.53584988959849
"NXT1",6.13563,6.13563,3.813344,3.086714,2.250742,3.05026666666667,74,56,41,1.76176794943543
"NXT2",2.92233,2.92233,0.546452,0.335052,0.667392,0.516298666666667,9,8,15,2.58677929765816
"NYAP1",0.0506,0.0506,0.308013,0.179805,0.151062,0.21296,24,12,8,0.86614562722596
"NYAP2",0,0,0.011799,0.01152,0.013464,0.012261,1,1,1,0.987887511224872
"NYNRIN",4.9085,4.9085,0.492493,0.2448,0.108428,0.281907,45,41,18,4.60914871359623
"NYX",0,0,0,0.065279,0.06204,0.0424396666666667,0,3,3,0.959288131463404
"OAF",9.7158,9.7158,0.943969,0.47055,0.603556,0.672691666666667,24,20,26,6.4063211490462
"OAS1",7.62842,7.62842,0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,8.33667527003342
"OAS2",12.72668,12.72668,0.02407,0,0,0.00802333333333333,1,0,0,13.6174228771159
"OAS3",5.95852,5.95852,0.174113,0.18045,0.0071,0.120554333333333,1,3,1,6.20989075942472
"OASL",0.12651,0.12651,0,0,0,0,0,0,0,1.12651
"OAT",77.81493,77.81493,9.905326,8.010785,6.458402,8.12483766666667,260,237,214,8.63740626180272
"OAZ1",162.32213,162.32213,210.363479,194.942833,163.687494,189.664602,2909,2526,2162,0.856593873675618
"OAZ2",102.11708,102.11708,122.757074,113.548132,94.571267,110.292157666667,1449,1430,1179,0.926543991615726
"OAZ3",0.70844,0.70844,0.943743,0.626233,0.387921,0.652632333333333,9,5,5,1.0337689548613
"OBP2A",0,0,0,0,0,0,0,0,0,1
"OBP2B",0,0,0,0,0,0,0,0,0,1
"OBSCN",13.28332,13.28332,69.327149,61.367859,50.058904,60.251304,5480,3416,2963,0.233192096612343
"OBSL1",22.7461,22.7461,188.384334,153.580035,128.492009,156.818792666667,5924,4081,3508,0.150464336970026
"OC90",0,0,0,0,0,0,0,0,0,1
"OCA2",0.0253,0.0253,0,0,0,0,0,0,0,1.0253
"OCEL1",6.08502,6.08502,22.245859,16.918453,15.925188,18.3631666666667,123,114,116,0.365901927198547
"OCIAD1",338.90168,338.90168,112.911431,140.242576,129.849293,127.667766666667,1178,1416,988,2.64170031706983
"OCIAD2",19.96293,19.96293,97.690412,95.862467,116.139717,103.230865333333,206,204,164,0.20112017618735
"OCLN",1.35363,1.35363,0.24313,0.200223,0.392324,0.278559,18,20,23,1.84084582721642
"OCM",0,0,0,0,0,0,0,0,0,1
"OCM2",0,0,0,0,0,0,0,0,0,1
"OCRL",18.6346,18.6346,2.801253,2.620335,2.169538,2.53037533333333,287,241,199,5.56161828307963
"OCSTAMP",0,0,0,0,0,0,0,0,0,1
"ODAM",0,0,1.572753,1.873726,1.642374,1.69628433333333,15,15,15,0.370880766407796
"ODC1",64.11414,64.11414,30.835714,28.269869,22.757473,27.2876853333333,1285,1176,925,2.30185464921273
"ODF1",0,0,0,0,0,0,0,0,0,1
"ODF2",19.12798,19.12798,8.442885,7.151561,5.093757,6.89606766666667,389,337,269,2.54911442628215
"ODF2L",22.05031,22.05031,18.755344,14.242769,13.356821,15.4516446666667,253,270,177,1.40109456938996
"ODF3",0,0,0,0,0,0,0,0,0,1
"ODF3B",0.31627,0.31627,0.455827,0.227306,1.296747,0.65996,7,2,7,0.792952842237162
"ODF3L1",0.16446,0.16446,0.141135,0.148162,0.049928,0.113075,3,3,1,1.04616490353301
"ODF3L2",0,0,0.034191,0,0,0.011397,1,0,0,0.988731427916041
"ODF4",0,0,0,0.09458,0,0.0315266666666667,0,1,0,0.969436886427237
"OFD1",19.57075,19.57075,6.854001,6.347906,6.534367,6.578758,223,188,175,2.71426399945743
"OFD1P10Y",0,0,0,0,0,0,0,0,0,1
"OFD1P11Y",0,0,0,0,0,0,0,0,0,1
"OFD1P13Y",0,0,0,0,0,0,0,0,0,1
"OFD1P1Y",0,0,0,0,0,0,0,0,0,1
"OFD1P2Y",0,0,0,0,0,0,0,0,0,1
"OFD1P4Y",0,0,0,0,0,0,0,0,0,1
"OFD1P5Y",0,0,0,0,0,0,0,0,0,1
"OFD1P7Y",0,0,0,0,0,0,0,0,0,1
"OFD1P8Y",0,0,0,0,0,0,0,0,0,1
"OFD1P9Y",0,0,0,0,0,0,0,0,0,1
"OGDH",217.49217,217.49217,41.373705,29.077159,25.73248,32.0611146666667,3591,2544,2186,6.6087357369197
"OGDHL",0.32892,0.32892,11.943503,7.983009,5.342105,8.42287233333333,702,512,364,0.141031306908293
"OGFOD1",43.03795,43.03795,8.303737,6.26873,5.311621,6.62802933333333,391,323,281,5.77317522988026
"OGFOD2",2.04943,2.04943,12.560498,9.630441,4.974675,9.05520466666667,216,158,151,0.303268814617863
"OGFR",11.411,11.411,6.49609,5.0135,4.602657,5.370749,339,236,215,1.94812258338855
"OGFRL1",8.00794,8.00794,1.001733,0.808442,0.46569,0.758621666666667,109,95,62,5.12215911514036
"OGG1",9.48808,9.48808,7.512631,7.083615,5.890754,6.829,219,174,160,1.33964490995019
"OGN",20.15269,20.15269,0.023955,0,0,0.007985,1,0,0,20.9851237865643
"OGT",115.34979,115.34979,23.856665,10.84309,10.485354,15.061703,1478,954,700,7.243926126638
"OIP5",0.69579,0.69579,3.111352,3.212755,2.019039,2.78104866666667,50,66,41,0.448497268747136
"OIT3",0,0,0.241416,0.114329,0.069563,0.141769333333333,11,5,3,0.875833647660298
"OLA1",154.02322,154.02322,47.261813,45.898139,38.584094,43.914682,705,729,605,3.45150434327911
"OLAH",0.21506,0.21506,0.353604,0.066644,0,0.140082666666667,2,2,0,1.06576482173223
"OLFM1",13.33392,13.33392,0.875013,1.118436,0.542162,0.845203666666667,29,21,21,7.76820481063427
"OLFM2",1.21447,1.21447,0.418001,0.308813,0.278835,0.335216333333333,10,10,8,1.65851026887278
"OLFM3",0,0,0.079738,0,0,0.0265793333333333,3,0,0,0.9741088365309
"OLFM4",1.26508,1.26508,0,0,0,0,0,0,0,2.26508
"OLFML1",11.98029,11.98029,0.156898,0.139091,0.104873,0.133620666666667,5,5,3,11.4502940725028
"OLFML2A",14.29538,14.29538,3.726856,3.197034,3.100304,3.341398,525,419,400,3.52314623077635
"OLFML2B",2.71992,2.71992,0.379425,1.631915,0.648086,0.886475333333333,26,27,18,1.97188902196088
"OLFML3",18.39423,18.39423,1.929208,2.865302,2.566711,2.45374033333333,68,99,86,5.61542795004566
"OLIG1",0.0759,0.0759,0.286944,0,0.070316,0.119086666666667,1,0,3,0.961409006153828
"OLIG2",0,0,0.554049,0.643522,0.32073,0.506100333333333,39,41,21,0.663966389136093
"OLIG3",0,0,0,0,0,0,0,0,0,1
