"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"SLC52A1",0,0,0.061898,0.047841,0.141882,0.0838736666666667,0.922616750230116
"SLC52A2",0.45543,0.45543,12.868086,15.646716,21.361896,16.625566,0.0825749368842964
"SLC52A3",1.88497,1.88497,0,0.288645,0.114132,0.134259,2.54348433646989
"SLC5A1",153.34007,153.34007,0.626077,0.339924,0.409677,0.458559333333333,105.816792277677
"SLC5A10",0.03795,0.03795,0,0,0,0,1.03795
"SLC5A11",0,0,0.059079,0,0.060804,0.039961,0.961574520582983
"SLC5A12",0.0506,0.0506,0.095277,0.235389,0.17483,0.168498666666667,0.899102438000214
"SLC5A2",0,0,0.122582,0.060835,0.035097,0.072838,0.932107177411688
"SLC5A3",2.84642,2.84642,3.78648,3.058877,3.030779,3.29204533333333,0.896174131742628
"SLC5A4",0.03795,0.03795,2.573403,1.942217,2.651832,2.38915066666667,0.306256670796184
"SLC5A5",0,0,0.100463,0.040228,0.023034,0.054575,0.948249294739587
"SLC5A6",7.85613,7.85613,17.685796,27.16246,33.242863,26.030373,0.327636248304824
"SLC5A7",0.06325,0.06325,0.021649,0.028132,0.030931,0.026904,1.0353937661164
"SLC5A8",0,0,0.028171,0.036838,0.020444,0.0284843333333333,0.97230455301053
"SLC5A9",0.67049,0.67049,3.028018,1.954328,1.074458,2.01893466666667,0.553337579128355
"SLC6A1",2.12533,2.12533,2.664414,0.776093,0.968625,1.46971066666667,1.26546402466578
"SLC6A10P",0.03795,0.03795,0.097455,0.146715,0.228771,0.157647,0.896603195965609
"SLC6A11",0,0,2.242602,2.506727,1.707249,2.15219266666667,0.317239491917689
"SLC6A12",0.22771,0.22771,1.321695,0.601568,1.453154,1.12547233333333,0.577617492707895
"SLC6A13",2.79582,2.79582,2.336783,0.446216,1.147662,1.31022033333333,1.64305540265207
"SLC6A14",0,0,0.012431,0,0,0.00414366666666667,0.995873432453723
"SLC6A15",0,0,44.527703,63.898349,55.077956,54.501336,0.0180175842974302
"SLC6A16",1.17652,1.17652,7.75055,1.591596,1.507254,3.61646666666667,0.471468800092423
"SLC6A17",0.0253,0.0253,12.468454,19.689296,16.63726,16.2650033333333,0.0593860296580694
"SLC6A18",0,0,0,0.035795,0.041238,0.0256776666666667,0.974965169369324
"SLC6A19",0.01265,0.01265,0.030212,0.084546,0.09119,0.0686493333333333,0.947598027167003
"SLC6A2",0,0,0,0,0,0,1
"SLC6A20",0.01265,0.01265,0.540086,0.172129,0.235926,0.316047,0.76946340062323
"SLC6A3",0,0,0.053474,0,0.020238,0.0245706666666667,0.976018572982765
"SLC6A4",0.73375,0.73375,0.251981,0.091312,0.091027,0.144773333333333,1.51449195182744
"SLC6A5",0,0,0.283677,0.041303,0.298046,0.207675333333333,0.828037115935685
"SLC6A6",23.70756,23.70756,31.623817,26.579592,41.349292,33.1842336666667,0.72277647762783
"SLC6A7",0,0,0.395829,0.499165,0.379422,0.424805333333333,0.70185026445718
"SLC6A8",41.94998,41.94998,166.410126,84.934339,138.017231,129.787232,0.328395817720188
"SLC6A9",0.22771,0.22771,3.627042,2.788314,5.132118,3.849158,0.253180036616666
"SLC7A1",6.09767,6.09767,11.554156,17.742766,17.420418,15.5724466666667,0.4282813601854
"SLC7A10",0.36687,0.36687,0.094219,0.201888,0.164249,0.153452,1.18502547136769
"SLC7A11",0.0506,0.0506,0.519342,0.130315,0.346794,0.332150333333333,0.788649729472474
"SLC7A13",0,0,0,0,0,0,1
"SLC7A14",0,0,5.238965,6.969733,6.642515,6.28373766666667,0.137292149410653
"SLC7A2",14.72551,14.72551,0.514548,0.255569,0.196628,0.322248333333333,11.8930079952203
"SLC7A3",0,0,0.626238,0.066045,0.075611,0.255964666666667,0.796200742377572
"SLC7A4",0,0,0.891975,2.207761,2.613039,1.90425833333333,0.344321986967413
"SLC7A5",0.18976,0.18976,14.041602,25.309875,23.69054,21.0140056666667,0.0540455934288015
"SLC7A6",64.2786,64.2786,23.822818,32.378919,24.019254,26.7403303333333,2.35320197040191
"SLC7A6OS",75.51249,75.51249,13.985915,10.172712,7.782721,10.647116,6.56922194301147
"SLC7A7",4.52898,4.52898,3.004601,0.251653,0.631124,1.29579266666667,2.40830980962567
"SLC7A8",9.67784,9.67784,2.731194,5.494579,5.027051,4.417608,1.97095101749702
"SLC7A9",0.10121,0.10121,0.077794,0.254919,0.289468,0.207393666666667,0.912055471551532
"SLC8A1",284.45273,284.45273,6.041548,9.314016,6.770887,7.37548366666667,34.0819397852884
"SLC8A2",0.06325,0.06325,11.821673,17.344275,14.923456,14.696468,0.0677381688670343
"SLC8A3",0.16446,0.16446,6.776293,7.20634,8.357872,7.446835,0.137857552562587
"SLC9A1",14.14357,14.14357,13.550231,8.729536,13.963571,12.0811126666667,1.15766681213509
"SLC9A2",0.06325,0.06325,0.606773,1.824571,1.618094,1.34981266666667,0.452482878777003
"SLC9A3",0,0,1.583105,1.289572,1.549357,1.47401133333333,0.404201867035371
"SLC9A3R1",4.57958,4.57958,6.967443,9.886112,18.713321,11.8556253333333,0.434018560383268
"SLC9A3R2",29.05884,29.05884,23.032577,19.012437,23.750936,21.9319833333333,1.31078239344031
"SLC9A4",3.15004,3.15004,0.305075,0.174399,0.254663,0.244712333333333,3.33413583915106
"SLC9A5",0.25302,0.25302,4.731717,3.790432,4.31085,4.27766633333333,0.237419329086044
"SLC9A6",18.91291,18.91291,22.085995,22.621817,28.236211,24.3146743333333,0.786615294267463
"SLC9A7",0.8729,0.8729,14.840288,13.317549,10.692324,12.9500536666667,0.134257548017557
"SLC9A7P1",1.46749,1.46749,1.012124,1.264639,1.069523,1.11542866666667,1.16642552825385
"SLC9A8",5.27537,5.27537,3.372592,3.966375,4.891291,4.07675266666667,1.23609921775455
"SLC9A9",4.45307,4.45307,5.327458,8.025811,5.318129,6.22379933333333,0.754875619930011
"SLC9B1",0.48073,0.48073,2.352622,5.657032,5.534762,4.51480533333333,0.268500864581742
"SLC9B2",2.4416,2.4416,28.307927,56.696235,55.963956,46.9893726666667,0.0717158780946209
"SLC9C1",0.26567,0.26567,0.12528,0.108676,0,0.0779853333333333,1.17410688333422
"SLC9C2",0.50603,0.50603,0.024721,0,0.017942,0.014221,1.48491305149469
"SLCO1A2",0.0759,0.0759,1.422753,0.426894,0.363233,0.737626666666667,0.619177882475714
"SLCO1B1",0,0,0,0,0,0,1
"SLCO1B3",0,0,0,0,0,0,1
"SLCO1B7",0,0,0,0,0,0,1
"SLCO1C1",2.30244,2.30244,0.510451,29.522781,0.780904,10.2713786666667,0.292993439193596
"SLCO2A1",10.68991,10.68991,0.147875,0.15024,0.630346,0.309487,8.92709129605716
"SLCO2B1",8.18505,8.18505,3.360828,4.82173,4.528246,4.23693466666667,1.75389814550548
"SLCO3A1",27.69255,27.69255,7.711243,6.301475,9.70789,7.90686933333333,3.22139563590769
"SLCO4A1",12.68873,12.68873,5.405466,7.751632,9.138568,7.43188866666667,1.62344766886154
"SLCO4C1",0.01265,0.01265,0.409416,0.286794,0.426741,0.374317,0.736838735168087
"SLCO5A1",2.28979,2.28979,3.386283,3.49507,4.470698,3.784017,0.687662690161845
"SLCO6A1",0,0,0.368515,0.479814,1.078652,0.642327,0.608892139019818
"SLFN11",21.86054,21.86054,6.99072,10.228369,13.815141,10.3447433333333,2.01507776141843
"SLFN12",5.6802,5.6802,6.345722,1.501644,2.811052,3.552806,1.46727095334174
"SLFN12L",1.23978,1.23978,0.623443,0.283076,0.218768,0.375095666666667,1.62881758287363
"SLFN13",4.35187,4.35187,2.625048,3.508667,2.976821,3.03684533333333,1.32575552395038
"SLFN14",0.0253,0.0253,0.060951,0.009809,0.056836,0.042532,0.983471010961774
"SLFN5",6.78082,6.78082,6.038472,4.677965,4.301271,5.00590266666667,1.29552882086889
"SLFNL1",0.06325,0.06325,0.159781,0.112423,0.252681,0.174961666666667,0.904923139336461
"SLIRP",529.42239,529.42239,223.178335,214.856299,292.642263,243.558965666667,2.16889365946601
"SLIT1",0,0,30.97459,31.990807,31.014765,31.3267206666667,0.03093416156595
"SLIT2",6.69226,6.69226,8.492418,12.654187,18.815554,13.3207196666667,0.53714199977706
"SLIT3",4.31392,4.31392,2.54473,3.208487,2.051927,2.60171466666667,1.4753861679215
"SLITRK1",0,0,7.349155,7.036178,8.009839,7.46505733333333,0.118132690733498
"SLITRK2",0.92351,0.92351,0.907878,1.700854,2.056958,1.55523,0.752773722913397
"SLITRK3",0,0,9.82577,12.597103,14.834841,12.419238,0.0745198795937593
"SLITRK4",0.22771,0.22771,0.807095,0.303124,0.292869,0.467696,0.836487937556551
"SLITRK5",0.11386,0.11386,2.633481,2.30709,2.424271,2.45494733333333,0.322395652533825
"SLITRK6",0.7464,0.7464,31.813522,13.9791,17.137168,20.9765966666667,0.07946635352547
"SLK",33.49926,33.49926,45.039613,15.50854,8.812015,23.120056,1.43031425797685
"SLMAP",403.85077,403.85077,25.858763,26.748237,20.174354,24.2604513333333,16.0270600337914
"SLN",14.95322,14.95322,10.700617,0,0,3.56687233333333,3.49324851574203
"SLPI",0.18976,0.18976,0,0,0.216185,0.0720616666666667,1.10978690591493
"SLTM",91.33861,91.33861,74.843704,78.308759,87.334073,80.1621786666666,1.13770492016035
"SLU7",53.48749,53.48749,36.280436,36.053213,37.164308,36.499319,1.45302612028768
"SLURP1",0,0,0,0,0,0,1
"SLX1A",0,0,30.807041,23.775625,29.757969,28.113545,0.0343482732865407
"SLX1B",0,0,4.463627,4.928991,5.928093,5.10690366666667,0.16374910340543
"SLX4",1.27773,1.27773,2.822165,3.149501,3.581647,3.18443766666667,0.544333595442096
"SMAD1",8.77964,8.77964,61.451048,56.171169,86.54029,68.054169,0.141622730989638
"SMAD2",65.35392,65.35392,36.864128,30.134695,34.85453,33.9511176666667,1.89847777209375
"SMAD3",11.03148,11.03148,12.251464,3.060268,2.887787,6.06650633333333,1.7026065544223
"SMAD4",76.67636,76.67636,41.421222,26.203555,30.582569,32.735782,2.30249175786113
"SMAD5",18.91291,18.91291,7.710029,4.098088,4.605431,5.47118266666667,3.07716703819415
"SMAD6",4.94645,4.94645,0.530744,0.014495,0.241322,0.262187,4.71122741717353
"SMAD7",6.24948,6.24948,4.882999,3.644091,3.921665,4.149585,1.40777946184013
"SMAD9",3.66873,3.66873,5.60905,6.729361,6.780734,6.37304833333333,0.633215705218262
"SMAGP",7.81818,7.81818,0.742892,0.611269,1.470559,0.941573333333333,4.5417702481836
"SMAP1",20.01353,20.01353,23.946336,27.238536,31.036261,27.4070443333333,0.739729545721951
"SMAP2",37.76257,37.76257,43.169993,41.842908,53.748859,46.25392,0.820303797018321
"SMARCA1",47.08619,47.08619,33.981718,28.201625,28.840748,30.3413636666667,1.53427242386209
"SMARCA2",153.21357,153.21357,64.531707,73.447699,50.056067,62.678491,2.42175289612312
"SMARCA4",32.29743,32.29743,94.815576,116.322513,142.722827,117.953638666667,0.279919390219802
"SMARCA5",36.87702,36.87702,66.199195,57.178286,70.727539,64.7016733333333,0.576500081022797
"SMARCAD1",14.05501,14.05501,17.063022,19.369407,17.48581,17.9727463333333,0.793507156818397
"SMARCAL1",7.23624,7.23624,11.501741,7.730482,8.250204,9.160809,0.810588999360189
"SMARCB1",20.72197,20.72197,295.003489,223.673735,348.699213,289.125479,0.0748709492005699
"SMARCC1",14.45984,14.45984,36.106192,33.803102,28.029686,32.6463266666667,0.459480767489428
"SMARCC2",51.77963,51.77963,92.738381,77.954365,89.072132,86.5882926666667,0.602587724832845
"SMARCD1",24.93468,24.93468,80.572463,90.888816,118.67507,96.7121163333333,0.265419284457282
"SMARCD2",19.5328,19.5328,21.400045,13.574258,16.768957,17.2477533333333,1.12522345216562
"SMARCD3",71.654,71.654,106.804033,77.565886,104.288388,96.2194356666667,0.747319705178156
"SMARCE1",106.88642,106.88642,58.202574,50.934868,56.680852,55.2727646666667,1.91720489723703
"SMC1A",25.60517,25.60517,28.268198,27.571213,26.315652,27.385021,0.937296118258993
"SMC1B",0.0253,0.0253,0.051425,0.067259,0.036714,0.0517993333333333,0.974805713890926
"SMC2",12.1574,12.1574,10.081599,7.190926,7.676463,8.31632933333333,1.41229442726155
"SMC3",38.14209,38.14209,11.952298,8.500164,11.871626,10.774696,3.32425482577215
"SMC4",23.92262,23.92262,62.842125,15.420782,24.630496,34.297801,0.706067213648805
"SMC5",24.66902,24.66902,72.265731,28.864214,33.538994,44.8896463333333,0.559364084297911
"SMC6",16.45866,16.45866,6.821738,6.201357,6.599509,6.540868,2.3152056235436
"SMCHD1",23.70756,23.70756,18.142042,12.133529,14.960329,15.0786333333333,1.53667040523759
"SMCP",0,0,0,0,0,0,1
"SMCR2",0,0,0.784745,0.413194,1.901169,1.033036,0.491875205357898
"SMCR8",3.15004,3.15004,3.113732,3.521462,3.764537,3.466577,0.929132084815733
"SMG1",21.29126,21.29126,12.100245,10.134756,9.174958,10.4699863333333,1.94344259462791
"SMG1P1",0.54398,0.54398,3.200846,10.152624,3.446852,5.60010733333333,0.233932559278581
"SMG5",50.83082,50.83082,39.262649,32.290826,38.861341,36.8049386666667,1.37100658876879
"SMG6",18.33098,18.33098,17.736167,14.033489,25.956342,19.2419993333333,0.954993609162257
"SMG7",36.6746,36.6746,57.354536,65.10153,41.674709,54.7102583333333,0.676259653555726
"SMG8",15.43395,15.43395,7.565227,7.700233,10.576857,8.61410566666667,1.70935816286882
"SMG9",3.76993,3.76993,41.616029,35.790941,46.855988,41.420986,0.112442695226367
"SMIM1",0,0,1.663662,0.524834,1.070103,1.08619966666667,0.479340504160756
"SMIM2",0.12651,0.12651,0,0,0,0,1.12651
"SMN1",14.19417,14.19417,16.326713,16.22419,22.16471,18.2385376666667,0.789777802411975
"SMNDC1",32.09502,32.09502,13.691364,9.258434,10.999318,11.316372,2.68707538226354
"SMO",1.85966,1.85966,16.289573,5.649856,8.085384,10.008271,0.259773764653868
"SMOC1",2.10003,2.10003,7.141263,8.120173,11.743488,9.00164133333333,0.3099521265243
"SMOC2",16.97734,16.97734,5.939866,0.163652,1.133064,2.412194,5.26855741496527
"SMOX",0.60724,0.60724,82.643207,60.23978,35.56676,59.483249,0.0265733079253067
"SMPD1",40.55839,40.55839,26.565462,29.742554,28.58146,28.296492,1.41854492339902
"SMPD2",2.27714,2.27714,2.062034,2.630569,1.759783,2.15079533333333,1.04009929344824
"SMPD3",0.35422,0.35422,15.038865,26.736307,26.167665,22.6476123333333,0.0572666695018131
"SMPD4",15.85142,15.85142,38.242662,42.847259,44.673592,41.921171,0.392613239745952
"SMPDL3A",13.52368,13.52368,5.723707,6.103884,7.778271,6.53528733333333,1.92742218810325
"SMPDL3B",0,0,0.038068,0.272118,0.213259,0.174481666666667,0.851439429308532
"SMPX",1873.88377,1873.88377,20.203159,0.475877,0.116162,6.93173266666667,236.377579627621
"SMR3A",0,0,0,0,0,0,1
"SMR3B",0,0,0,0,0,0,1
"SMS",93.89407,93.89407,50.598895,56.256599,76.53272,61.1294046666667,1.52736164959443
"SMTN",62.07737,62.07737,39.765274,26.392359,34.495082,33.550905,1.8256358263264
"SMTNL1",0.10121,0.10121,0.808014,0.655068,0.521556,0.661546,0.662762270800808
"SMTNL2",11.76522,11.76522,6.638894,2.142082,1.379845,3.38694033333333,2.90982302699809
"SMU1",71.12267,71.12267,7.962971,8.797558,10.524623,9.09505066666667,7.14435938772901
"SMUG1",17.62253,17.62253,19.661287,16.171507,19.389886,18.40756,0.959550298955665
"SMURF1",7.47661,7.47661,7.205903,7.127399,7.960969,7.43142366666667,1.00535927681015
"SMURF2",9.817,9.817,11.25737,12.029919,12.192402,11.8265636666667,0.843327977867598
"SMYD1",672.28762,672.28762,7.167521,0.265055,0.095643,2.50940633333333,191.852283847819
"SMYD2",630.85632,630.85632,38.596245,31.786821,48.340396,39.5744873333333,15.5727493192726
"SMYD3",14.39658,14.39658,49.096527,49.401113,54.569791,51.022477,0.29596014814904
"SMYD4",13.23271,13.23271,4.948919,5.324439,5.435687,5.23634833333333,2.28221857395714
"SMYD5",17.23036,17.23036,35.442209,46.460478,57.266027,46.3895713333333,0.384691388570906
"SNAI1",0.0506,0.0506,2.669593,1.114054,1.537202,1.77361633333333,0.378783463081712
"SNAI2",19.11532,19.11532,6.19891,1.225389,0.884495,2.769598,5.33619765290623
"SNAI3",0.10121,0.10121,1.044552,0.670655,0.876283,0.86383,0.590831781868518
"SNAP23",121.71313,121.71313,67.943893,70.01425,26.789553,54.9158986666667,2.19460176669133
"SNAP25",0.03795,0.03795,120.76936,379.03144,346.293912,282.031570666667,0.00366725873567801
"SNAP29",41.70961,41.70961,14.905767,14.169737,16.897263,15.3242556666667,2.61632817275773
"SNAP47",38.1674,38.1674,17.047141,15.623223,20.201534,17.623966,2.10306440636758
"SNAP91",1.55605,1.55605,219.598657,268.691568,271.635707,253.308644,0.0100509756955017
"SNAPC1",12.00559,12.00559,3.404054,2.371757,2.473626,2.74981233333333,3.46833090402657
"SNAPC2",0.53133,0.53133,56.701657,41.414848,27.941864,42.0194563333333,0.03559621925797
"SNAPC3",46.76992,46.76992,21.781043,20.344994,19.995125,20.707054,2.20066343410764
"SNAPC4",0.69579,0.69579,5.082377,5.62348,5.420197,5.37535133333333,0.265991615416332
"SNAPC5",85.82287,85.82287,13.572529,10.127676,12.552269,12.084158,6.63572466795341
"SNAPIN",112.12384,112.12384,20.987656,16.938927,20.350904,19.425829,5.53827411362349
"SNCA",20.44366,20.44366,219.392193,288.480514,205.344348,237.739018333333,0.0898205083932272
"SNCAIP",1.594,1.594,1.704751,1.02055,1.468448,1.39791633333333,1.08177252222728
"SNCB",0,0,40.728149,32.578919,30.571842,34.6263033333333,0.0280691485345425
"SNCG",1.88497,1.88497,323.11282,403.787407,392.274847,373.058358,0.00771262007197283
"SND1",88.6693,88.6693,143.534162,130.279325,134.353095,136.055527333333,0.654255262408461
"SNED1",2.59341,2.59341,1.165752,0.692076,1.050291,0.969373,1.82464672766408
"SNF8",71.16062,71.16062,65.1454,63.175082,78.809534,69.0433386666667,1.03022816121615
"SNHG1",77.72638,77.72638,129.805806,97.382574,70.131186,99.106522,0.786426083207646
"SNHG11",7.43866,7.43866,9.838103,11.697724,9.817637,10.4511546666667,0.736926558556074
"SNHG12",17.29361,17.29361,12.474361,16.038052,14.385869,14.2994273333333,1.19570553860818
"SNHG15",4.21271,4.21271,28.093091,42.684977,51.023089,40.6003856666667,0.12530436717025
"SNHG16",68.40275,68.40275,28.843238,20.439518,31.394964,26.8925733333333,2.48821609862219
"SNHG3",7.96999,7.96999,7.018595,6.972445,8.792283,7.594441,1.04369673373754
"SNHG5",198.55395,198.55395,494.565508,254.341583,280.867305,343.258132,0.579663721640132
"SNHG6",329.74252,329.74252,232.90204,210.309129,257.204847,233.472005333333,1.4105842594292
"SNHG7",20.98764,20.98764,20.567018,18.976438,24.162484,21.2353133333333,0.988861261830655
"SNHG9",0.78435,0.78435,41.574421,58.231787,29.622321,43.142843,0.0404221812355856
"SNIP1",8.57723,8.57723,3.49442,3.476672,3.432591,3.46789433333333,2.14356680921206
"SNN",17.9641,17.9641,24.257446,28.338582,31.71728,28.104436,0.651587957244731
"SNPH",1.41689,1.41689,9.045045,12.805918,14.995265,12.282076,0.181966282981666
"SNRK",20.57016,20.57016,9.36991,12.585359,12.539973,11.498414,1.72583177353543
"SNRNP200",42.44336,42.44336,69.611059,65.321272,65.160311,66.6975473333333,0.641727236971982
"SNRNP25",49.6796,49.6796,33.923062,38.33086,29.64948,33.9678006666667,1.44932191998883
"SNRNP27",56.83994,56.83994,28.567605,20.494479,26.10961,25.0572313333333,2.21972700246204
"SNRNP35",50.74227,50.74227,11.521072,11.228562,15.238026,12.6625533333333,3.78715959876704
"SNRNP40",38.2939,38.2939,24.105127,23.248522,33.798639,27.0507626666667,1.40081396242013
"SNRNP48",22.24007,22.24007,8.002637,5.206149,4.775471,5.99475233333333,3.3225007680758
"SNRNP70",52.13385,52.13385,126.412269,136.832546,143.220568,135.488461,0.389291883069881
"SNRPA",10.15857,10.15857,58.168208,31.336146,55.947817,48.484057,0.225498285235586
"SNRPA1",45.80847,45.80847,77.008649,48.75313,62.432765,62.7315146666667,0.734463479250747
"SNRPB",15.93998,15.93998,50.064215,30.562441,45.869625,42.165427,0.392443239354495
"SNRPB2",58.69961,58.69961,49.909044,48.072766,45.277446,47.7530853333333,1.22452988547952
"SNRPC",203.3739,203.3739,60.703547,53.866943,60.417439,58.3293096666667,3.44473753610561
"SNRPD1",34.14445,34.14445,83.727326,86.480831,80.029929,83.4126953333333,0.416340810599872
"SNRPD2",124.16738,124.16738,270.107379,192.407261,224.660623,229.058421,0.544067804412167
"SNRPD3",152.21415,152.21415,53.572279,46.294437,34.514849,44.793855,3.34573601632795
"SNRPE",166.8005,166.8005,110.090393,59.309272,99.186432,89.528699,1.85356137726004
"SNRPF",39.71079,39.71079,21.547966,18.405388,19.223739,19.7256976666667,1.96426632554211
"SNRPG",195.92259,195.92259,62.032876,50.195878,68.820901,60.349885,3.20982818468201
"SNRPN",123.76256,123.76256,167.391156,197.418576,223.182874,195.997535333333,0.633320410780232
"SNTA1",27.59135,27.59135,4.397278,1.771437,3.15642,3.10837833333333,6.95927874218011
"SNTB1",4.99706,4.99706,11.681831,4.498237,6.419654,7.53324066666667,0.70278810058953
"SNTB2",6.26213,6.26213,3.511405,3.559359,1.774294,2.94835266666667,1.83928098959076
"SNTG1",0,0,4.851526,4.190482,2.987708,4.00990533333333,0.19960457003978
"SNTG2",0.11386,0.11386,0.268934,2.706151,1.136411,1.37049866666667,0.469884255014697
"SNTN",0,0,0.130317,0.3448,0.205439,0.226852,0.815094241196167
"SNUPN",17.64783,17.64783,12.942253,17.00252,14.531871,14.825548,1.17833707875392
"SNURF",375.20941,375.20941,332.641332,338.871188,262.04362,311.18538,1.20508337065624
"SNW1",82.48307,82.48307,36.749667,29.592926,34.899504,33.7473656666667,2.40257263819242
"SNX1",68.44071,68.44071,172.72489,87.779189,82.260139,114.254739333333,0.602497653473212
"SNX10",1.594,1.594,23.612114,31.016674,33.71054,29.4464426666667,0.0851987875365144
"SNX11",11.4363,11.4363,10.686111,8.84422,12.041832,10.5240543333333,1.07916013238744
"SNX12",39.10355,39.10355,35.322635,43.438763,54.06613,44.2758426666667,0.885760432892513
"SNX13",37.23124,37.23124,16.343503,7.195716,6.822654,10.1206243333333,3.43786813168433
"SNX14",74.41187,74.41187,201.040839,144.576023,165.090389,170.235750333333,0.440397930065425
"SNX15",6.80612,6.80612,27.516154,32.236926,28.924913,29.559331,0.255441455835535
"SNX16",11.05678,11.05678,7.874803,7.733885,6.764478,7.457722,1.42553515000848
"SNX17",53.36098,53.36098,36.949473,38.14417,45.111446,40.068363,1.32367048572158
"SNX18",15.01647,15.01647,10.487893,4.715243,5.149363,6.78416633333333,2.05757036966365
"SNX19",42.2536,42.2536,20.694981,29.334763,24.911468,24.980404,1.66485478824733
"SNX2",61.04,61.04,38.592656,46.928758,46.690766,44.0707266666667,1.37650321147104
"SNX20",0.61989,0.61989,0,0.053344,0,0.0177813333333333,1.59158941802823
"SNX21",3.75728,3.75728,9.674528,5.961699,7.321405,7.652544,0.549812864285926
"SNX22",1.20182,1.20182,33.646093,6.041418,7.466049,15.7178533333333,0.131704708499257
"SNX24",33.71432,33.71432,15.225773,21.750518,22.610753,19.862348,1.66396994240533
"SNX25",11.55016,11.55016,11.489228,6.597178,7.720985,8.60246366666667,1.30697292233094
"SNX27",19.97558,19.97558,8.167348,10.687364,11.581761,10.145491,1.88197899939985
"SNX29",5.11091,5.11091,3.474348,4.693268,3.502285,3.889967,1.24968328007122
"SNX3",571.42297,571.42297,62.078346,37.295943,47.709922,49.0280703333333,11.4420357648414
"SNX30",2.68196,2.68196,11.327381,13.272894,7.241013,10.6137626666667,0.317034203787185
"SNX31",1.87232,1.87232,0.539315,0,0,0.179771666666667,2.4346406013593
"SNX32",0.67049,0.67049,7.846825,10.709819,9.039646,9.19876333333333,0.163793388021881
"SNX33",5.6296,5.6296,4.144537,2.05531,2.401659,2.86716866666667,1.71432915692152
"SNX4",34.37216,34.37216,36.387539,45.003037,45.803125,42.3979003333333,0.815066160535677
"SNX5",122.72519,122.72519,51.04872,29.726056,31.064706,37.2798273333333,3.23212508046666
"SNX6",99.92849,99.92849,48.468192,40.215179,45.995951,44.8931073333333,2.19920802631495
"SNX7",45.5934,45.5934,29.621166,19.745729,43.825087,31.063994,1.45313774696939
"SNX8",2.03678,2.03678,12.97976,16.201797,16.679087,15.2868813333333,0.186455585808488
"SNX9",39.74874,39.74874,8.561971,6.817636,7.731684,7.70376366666667,4.68173787347397
"SOAT1",6.93263,6.93263,4.799082,5.217801,5.89757,5.30481766666667,1.25818547329917
"SOAT2",0.0506,0.0506,0.05403,0,0,0.01801,1.03201343798195
"SOBP",16.98999,16.98999,7.290062,14.834245,14.450384,12.1915636666667,1.36374962472859
"SOCS1",0.39217,0.39217,2.6639,5.835804,7.766934,5.42221266666667,0.21677419796853
"SOCS2",55.73933,55.73933,31.635973,37.349032,46.836456,38.6071536666667,1.43255257566644
"SOCS3",1.98617,1.98617,2.712247,2.522257,3.878329,3.037611,0.739588335775784
"SOCS4",7.26155,7.26155,24.544262,27.747097,22.377761,24.8897066666667,0.3191055853343
"SOCS5",17.0153,17.0153,5.112264,4.623168,5.547956,5.09446266666667,2.95601121630192
"SOCS6",16.43336,16.43336,3.111412,2.655589,2.146776,2.63792566666667,4.79211550684974
"SOCS7",4.65549,4.65549,7.905646,8.461757,9.049181,8.47219466666667,0.597062264767644
"SOD1",734.30173,734.30173,151.057554,186.273472,174.63691,170.655978666667,4.28357774492585
"SOD2",444.25735,444.25735,72.004992,69.161886,68.606233,69.9243703333333,6.27791756073915
"SOD3",2.4922,2.4922,7.572019,1.998661,0.907766,3.49281533333333,0.77728545264046
"SOGA1",8.84289,8.84289,7.242728,10.139889,10.503853,9.29549,0.956039003485993
"SOGA3",0,0,4.86692,4.443542,1.139657,3.483373,0.223046353716276
"SOHLH1",0,0,0.122196,2.713257,4.546333,2.46059533333333,0.2889676207928
"SOHLH2",0.39217,0.39217,3.828907,2.196131,2.722462,2.91583333333333,0.35552330283039
"SON",220.98378,220.98378,176.435437,114.492489,86.249434,125.725786666667,1.75168594994715
"SORBS1",961.24403,961.24403,74.667059,55.071518,55.353789,61.6974553333333,15.3474176086445
"SORBS2",986.8492,986.8492,46.771021,50.367908,53.320634,50.1531876666667,19.311586336265
"SORBS3",12.63813,12.63813,43.394168,21.852027,18.920967,28.0557206666667,0.469378479937204
"SORCS1",3.88379,3.88379,11.756006,12.179497,9.810732,11.248745,0.398717582903391
"SORCS2",0.67049,0.67049,15.654515,12.157644,13.622522,13.8115603333333,0.112782850854719
"SORCS3",0.26567,0.26567,4.807564,6.888408,7.522808,6.40626,0.170891921158587
"SORD",7.02118,7.02118,11.118645,10.856345,9.036383,10.3371243333333,0.707514512866035
"SORL1",2.82112,2.82112,1.007173,0.606129,0.908182,0.840494666666667,2.07613750216427
"SORT1",76.30949,76.30949,28.736482,50.309022,39.522347,39.522617,1.90781088990378
"SOS1",18.98882,18.98882,15.345044,19.516128,12.196284,15.6858186666667,1.19795260869829
"SOS2",42.16504,42.16504,8.74073,7.637156,8.184235,8.18737366666667,4.69830025055038
"SOST",0,0,0,0,0.03847,0.0128233333333333,0.98733902260019
"SOSTDC1",0.72109,0.72109,1.754015,0.185014,0.465434,0.801487666666667,0.955371514246651
"SOWAHA",0.0253,0.0253,0.03894,0.155137,0.537724,0.243933666666667,0.82424009211638
