"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"CNOT4",20.10209,20.10209,9.755076,9.01595,11.954077,10.241701,1.87712606837702
"CNOT6",10.84172,10.84172,12.430456,9.745599,12.265122,11.4803923333333,0.9488259410221
"CNOT6L",9.48808,9.48808,3.360261,1.681651,1.632116,2.224676,3.25244458668096
"CNOT7",81.21799,81.21799,53.388892,39.017438,44.051607,45.485979,1.76866211637707
"CNOT8",39.97646,39.97646,25.363284,23.906236,30.829273,26.6995976666667,1.47931607141394
"CNP",12.68873,12.68873,109.907908,115.843406,115.403532,113.718282,0.119324747209865
"CNPPD1",28.4769,28.4769,17.427289,22.652849,25.059521,21.7132196666667,1.2977860661146
"CNPY1",0,0,4.599868,0.057894,2.331263,2.329675,0.300329611748894
"CNPY2",78.64988,78.64988,141.338091,131.420331,152.982317,141.913579666667,0.557328982912445
"CNPY3",7.78023,7.78023,24.908577,24.154866,28.939605,26.001016,0.325181467245529
"CNPY4",10.22183,10.22183,15.760897,15.694762,14.991539,15.4823993333333,0.680837162906582
"CNR1",0.46808,0.46808,46.688826,101.840855,78.194746,75.574809,0.0191718401804959
"CNR2",0.01265,0.01265,0.051797,0.061623,0,0.0378066666666667,0.97575977542381
"CNRIP1",18.72315,18.72315,19.434267,36.788189,39.586105,31.936187,0.598829184446882
"CNST",14.15622,14.15622,22.907123,32.706863,29.385025,28.3330036666667,0.51669512513044
"CNTD1",1.32833,1.32833,0.367983,0.536928,0.337965,0.414292,1.64628662256451
"CNTD2",0,0,0.542148,0.433697,0.509382,0.495075666666667,0.668862467830502
"CNTF",0.7717,0.7717,0.343812,0.55713,0.309041,0.403327666666667,1.26249915973532
"CNTFR",0.65784,0.65784,26.686519,31.105539,34.059471,30.6171763333333,0.0524347899547302
"CNTLN",2.79582,2.79582,3.348539,2.383661,3.460411,3.06420366666667,0.933964021324063
"CNTN1",0.51868,0.51868,165.469906,219.461258,146.079222,177.003462,0.00853174417472847
"CNTN2",0.20241,0.20241,12.779956,21.035947,18.59131,17.469071,0.0651039784296676
"CNTN3",3.25125,3.25125,1.948581,0.4259,0.196925,0.857135333333333,2.28914388935217
"CNTN4",1.6952,1.6952,5.172495,6.118768,6.28294,5.85806766666667,0.39299699725914
"CNTN5",0.0759,0.0759,4.087483,1.98264,1.545686,2.538603,0.304046540400265
"CNTN6",0,0,0.922457,1.049636,2.329836,1.43397633333333,0.410850338314711
"CNTNAP1",2.64401,2.64401,37.349157,50.495381,50.391555,46.0786976666667,0.0774025234470342
"CNTNAP2",0.0759,0.0759,36.626271,98.716183,105.974084,80.438846,0.0132111400497988
"CNTNAP3",2.10003,2.10003,10.277818,1.75152,1.790835,4.60672433333333,0.552912862430131
"CNTNAP3B",1.84701,1.84701,6.18972,4.31338,7.071024,5.85804133333333,0.415134564173911
"CNTNAP4",0,0,5.251721,3.384935,2.817145,3.81793366666667,0.207557859693793
"CNTNAP5",0,0,6.629198,2.691453,5.170938,4.83052966666667,0.171511004517657
"CNTRL",5.46514,5.46514,6.148649,3.463683,5.646221,5.08618433333333,1.06226490127668
"CNTROB",10.91762,10.91762,29.81009,23.900501,26.60329,26.7712936666667,0.4291344920062
"COA1",122.86435,122.86435,36.945824,39.369467,35.94839,37.421227,3.22385201284696
"COA3",93.17298,93.17298,29.336053,35.582017,47.384225,37.4340983333333,2.4502455913822
"COA5",57.49778,57.49778,27.585366,22.337004,27.814707,25.912359,2.17363999937724
"COASY",11.86643,11.86643,51.017113,42.81175,42.687514,45.505459,0.276664939485921
"COBL",72.38775,72.38775,13.751208,4.820361,4.991036,7.85420166666667,8.28846605971063
"COBLL1",13.59959,13.59959,4.261616,1.106649,2.610179,2.65948133333333,3.98952438068637
"COCH",0.99941,0.99941,23.042161,30.018227,29.755928,27.6054386666667,0.0698961488861862
"COG1",55.71402,55.71402,19.243332,21.93092,34.471655,25.2153023333333,2.1633937033748
"COG2",30.27331,30.27331,10.143353,7.686261,13.298595,10.3760696666667,2.74904346723849
"COG3",21.9997,21.9997,8.966653,8.759163,7.652598,8.45947133333333,2.43139380516473
"COG4",27.99617,27.99617,28.132331,29.137931,26.249814,27.8400253333333,1.00541416537822
"COG5",58.28213,58.28213,33.379032,53.111019,18.804282,35.098111,1.64225019974037
"COG6",31.53839,31.53839,51.231479,26.360713,13.476959,30.3563836666667,1.0376958754523
"COG7",16.06649,16.06649,13.068158,7.552169,9.607421,10.075916,1.54086488196552
"COG8",8.1471,8.1471,7.580173,7.724417,8.71067,8.00508666666667,1.01577034609328
"COIL",14.48514,14.48514,6.02341,6.237576,8.237325,6.83277033333333,1.97696847232978
"COL10A1",0.29097,0.29097,0.016868,0.044066,0,0.0203113333333333,1.26527066575104
"COL11A1",0,0,237.310639,168.202791,216.512794,207.342074666667,0.00479979860813008
"COL11A2",0.58194,0.58194,5.29881,3.019513,3.636043,3.98478866666667,0.317353473895182
"COL12A1",13.24536,13.24536,210.061446,85.899265,85.233797,127.064836,0.111235530727576
"COL13A1",0.96146,0.96146,16.712292,1.745986,5.978573,8.145617,0.21446994773562
"COL14A1",3.15004,3.15004,45.830441,39.011524,57.083759,47.3085746666667,0.0859069022142681
"COL15A1",48.52838,48.52838,74.077774,72.659954,79.172971,75.3035663333333,0.64909652824921
"COL16A1",10.5128,10.5128,130.403551,43.189037,67.78751,80.4600326666667,0.141330657785398
"COL17A1",0,0,17.271532,5.100833,8.885501,10.4192886666667,0.0875711289197056
"COL18A1",1.10062,1.10062,195.098358,90.298939,108.485276,131.294191,0.0158783993773393
"COL19A1",0.51868,0.51868,7.429015,15.67173,13.99002,12.3635883333333,0.113643129533697
"COL1A1",9.32362,9.32362,687.731789,137.529411,136.56065,320.607283333333,0.0321000814813636
"COL1A2",171.46864,171.46864,800.50032,411.311739,474.132868,561.981642333333,0.306348603633303
"COL20A1",0,0,291.649256,113.295738,145.534413,183.493135666667,0.00542025586147959
"COL21A1",70.50278,70.50278,46.375287,1.948934,1.065496,16.463239,4.09447411216212
"COL22A1",0.0253,0.0253,15.927227,17.279236,21.817056,18.341173,0.0530112625537241
"COL23A1",2.87173,2.87173,1.154788,1.533713,1.652103,1.446868,1.5823207463582
"COL24A1",0.56928,0.56928,0.918375,0.112527,0.636851,0.555917666666667,1.00858807224804
"COL25A1",0.08856,0.08856,6.033635,0.084307,1.087989,2.401977,0.319978647709846
"COL27A1",9.20977,9.20977,22.259864,17.426699,20.87567,20.187411,0.481879074323899
"COL28A1",6.42659,6.42659,19.701465,15.535956,15.734049,16.99049,0.41280643273196
"COL2A1",0,0,128.690639,63.872904,98.781067,97.11487,0.0101921349944203
"COL3A1",94.71637,94.71637,1060.083384,89.554196,50.987164,400.208248,0.238570294796133
"COL4A1",57.48513,57.48513,199.116029,100.636417,127.212576,142.321674,0.408068984737089
"COL4A2",18.21712,18.21712,536.433455,208.278526,300.870008,348.527329666667,0.054980307314815
"COL4A3",5.21212,5.21212,0.019624,0.116256,0.009682,0.0485206666666667,5.92465193819101
"COL4A4",4.98441,4.98441,0,0.013616,0.030594,0.0147366666666667,5.89750050095099
"COL4A5",13.32127,13.32127,20.149798,8.149065,8.819079,12.3726473333333,1.07093753712491
"COL4A6",4.66814,4.66814,1.153462,0.586012,0.657523,0.798999,3.15071881640846
"COL5A1",6.70491,6.70491,64.613078,19.014554,23.638438,35.7553566666667,0.209626859830952
"COL5A2",9.82965,9.82965,124.73147,63.346959,71.888807,86.6557453333333,0.123547520574008
"COL5A3",6.4772,6.4772,50.905724,67.17817,86.115448,68.0664473333333,0.10826096156232
"COL6A1",31.27272,31.27272,186.542864,112.434393,128.558066,142.511774333333,0.224878551951009
"COL6A2",9.29832,9.29832,280.949044,55.336306,70.116645,135.467331666667,0.0754636283587236
"COL6A3",57.86466,57.86466,124.314681,7.488615,2.837813,44.8803696666667,1.28300317603515
"COL6A4P1",0,0,0.91683,0.265055,0.071843,0.417909333333333,0.705263712207269
"COL6A5",0,0,0,0,0,0,1
"COL6A6",4.41512,4.41512,0.803355,0.127054,0.053867,0.328092,4.07736813413529
"COL7A1",2.11268,2.11268,21.346269,25.907483,25.419853,24.224535,0.123398905073969
"COL8A1",14.78876,14.78876,26.920564,43.371964,53.235506,41.1760113333333,0.374354034458482
"COL8A2",0.26567,0.26567,0.931054,0.04942,0.291645,0.424039666666667,0.888788444329383
"COL9A1",0.45543,0.45543,25.688709,78.304934,110.591633,71.5284253333333,0.0200670288002392
"COL9A2",0.17711,0.17711,25.889898,22.941015,28.839432,25.890115,0.0437748220861086
"COL9A3",2.22654,2.22654,131.647546,54.934492,73.960226,86.8474213333333,0.0367289096370516
"COLEC10",1.12592,1.12592,0.053565,0.252317,0.025658,0.110513333333333,1.91435792456342
"COLEC11",3.40306,3.40306,0.419058,0.320322,0.084512,0.274630666666667,3.45438103377397
"COLEC12",11.03148,11.03148,3.061248,0.896502,0.80383,1.58719333333333,4.65039850133607
"COLQ",4.92115,4.92115,6.046804,4.029224,5.627774,5.23460066666667,0.949724018678128
"COMMD1",152.64428,152.64428,22.091435,28.26611,26.779668,25.7124043333333,5.75179523650267
"COMMD10",66.84671,66.84671,11.003779,9.623519,12.92194,11.1830793333333,5.56892950818838
"COMMD2",22.88526,22.88526,16.478941,17.835772,19.886373,18.0670286666667,1.25269964280049
"COMMD3",181.69047,181.69047,155.429451,143.510741,152.035646,150.325279333333,1.20727000012719
"COMMD4",8.31156,8.31156,21.853779,24.861697,27.823516,24.8463306666667,0.360266225797725
"COMMD5",7.00853,7.00853,10.070886,10.229502,12.68245,10.9942793333333,0.667695805428132
"COMMD6",253.8758,253.8758,99.020671,59.445895,89.483453,82.6500063333333,3.04693103051728
"COMMD7",47.51632,47.51632,23.870864,26.327124,30.904012,27.034,1.73062424199187
"COMMD8",43.77169,43.77169,4.219339,5.64513,5.760927,5.20846533333333,7.21139405572907
"COMMD9",41.40599,41.40599,48.357606,66.241913,77.335861,63.97846,0.652616113093477
"COMP",0,0,0.431702,0,0.450592,0.294098,0.772739004310338
"COMT",12.03089,12.03089,25.186999,17.94984,11.533046,18.223295,0.67786974085348
"COMTD1",1.74581,1.74581,10.84023,11.965098,13.320973,12.0421003333333,0.210534341081719
"COPA",83.57104,83.57104,175.480977,157.118018,163.222915,165.27397,0.508624651230737
"COPB1",73.9691,73.9691,53.511137,48.430441,51.303122,51.0815666666667,1.43945554633213
"COPB2",97.19592,97.19592,133.154763,115.415381,111.780058,120.116734,0.810754358683417
"COPE",4.8832,4.8832,255.504076,268.788821,354.509184,292.934027,0.0200153757632151
"COPG1",88.56809,88.56809,95.328347,97.878046,113.789858,102.332083666667,0.866798450410937
"COPG2",60.33156,60.33156,14.943942,13.439071,17.512557,15.2985233333333,3.76301329547851
"COPS2",112.75638,112.75638,54.44346,46.955638,50.051309,50.483469,2.20957099841116
"COPS3",134.35126,134.35126,149.74881,193.453325,240.056855,194.419663333333,0.692618427906752
"COPS4",123.99027,123.99027,39.033228,70.468751,73.029244,60.843741,2.02106580195399
"COPS5",174.61868,174.61868,43.601413,48.292324,59.875406,50.5897143333333,3.40414135393901
"COPS6",116.21004,116.21004,187.960613,169.744407,159.453632,172.386217333333,0.676005519946634
"COPS7A",63.73462,63.73462,33.119371,41.589773,38.931926,37.8803566666667,1.66496980866173
"COPS7B",31.32333,31.32333,163.071171,107.544207,119.102382,129.90592,0.246920307347445
"COPS8",180.95672,180.95672,62.33836,61.801078,69.527631,64.5556896666667,2.77560530482101
"COPZ1",201.53954,201.53954,98.321669,78.393335,64.347592,80.3541986666667,2.48960156106837
"COPZ2",48.66754,48.66754,49.928134,6.70448,8.215035,21.615883,2.19613534435069
"COQ10A",463.00581,463.00581,6.95818,5.511922,9.365756,7.27861933333333,56.0486949957598
"COQ10B",49.03441,49.03441,10.821163,16.130254,17.623714,14.858377,3.1550775971589
"COQ2",30.03295,30.03295,4.932868,7.204064,7.792179,6.643037,4.06029043167003
"COQ3",88.23917,88.23917,5.43853,5.683591,7.882626,6.33491566666667,12.1663525601999
"COQ4",14.24478,14.24478,24.39063,22.146559,31.557272,26.031487,0.56396379525847
"COQ5",70.79375,70.79375,22.6663,16.174919,19.01329,19.2848363333333,3.5392816989124
"COQ6",48.50308,48.50308,15.597951,17.821679,20.736629,18.0520863333333,2.59830231366262
"COQ7",35.97881,35.97881,14.959359,18.249545,30.201731,21.1368783333333,1.67046181684605
"COQ9",294.96553,294.96553,32.534299,26.576278,31.853139,30.3212386666667,9.44935585561559
"CORIN",42.06384,42.06384,0.299518,0.487162,0.127172,0.304617333333333,33.0087903170585
"CORO1A",0.69579,0.69579,26.947704,39.691305,33.025583,33.2215306666667,0.0495533065577273
"CORO1B",0.24036,0.24036,137.46478,131.349484,187.419689,152.077984333333,0.00810279809602841
"CORO1C",40.11562,40.11562,143.689332,115.545479,133.605118,130.946643,0.311607927759102
"CORO2A",0.31627,0.31627,7.222267,6.982619,8.709943,7.63827633333333,0.152376463684171
"CORO2B",4.56693,4.56693,30.84836,33.974334,37.722303,34.1816656666667,0.158233838407329
"CORO6",18.39423,18.39423,19.091981,9.019246,13.298259,13.803162,1.31014103608405
"CORO7",0,0,43.233552,36.447635,45.703414,41.794867,0.0233672884180245
"CORT",0.30362,0.30362,1.722306,0.579229,2.501094,1.60087633333333,0.501223369712952
"COTL1",4.1368,4.1368,133.380345,124.263383,160.401613,139.348447,0.0366003337393537
"COX10",51.48866,51.48866,4.584243,5.374023,7.209454,5.72257333333333,7.80782259967909
"COX11",78.54868,78.54868,45.003685,53.073224,62.356024,53.4776443333333,1.46020777831846
"COX14",135.31272,135.31272,32.863989,38.482466,35.398816,35.581757,3.72624857794556
"COX15",60.58457,60.58457,23.335227,24.062736,17.502622,21.6335283333333,2.7209443040881
"COX16",82.02764,82.02764,150.405295,130.486329,185.390932,155.427518666667,0.530773873469953
"COX17",247.85403,247.85403,34.684493,33.605041,46.191324,38.160286,6.35475517211493
"COX18",25.70638,25.70638,8.122571,5.594223,8.562836,7.42654333333333,3.16931616483311
"COX19",4.9338,4.9338,5.003974,7.225447,5.140352,5.78992433333333,0.873912536973289
"COX20",57.47248,57.47248,53.212902,65.461723,73.198767,63.9577973333333,0.900161064574685
"COX4I1",911.109,911.109,416.107828,414.605109,482.478829,437.730588666667,2.07897289033793
"COX4I2",5.36393,5.36393,0.116957,0,0,0.0389856666666667,6.12513743372141
"COX5A",2555.43175,2555.43175,169.463702,175.901734,212.24538,185.870272,13.6802484559984
"COX5B",511.43298,511.43298,90.770905,80.959765,96.302123,89.3442643333333,5.67200346121954
"COX6A1",195.85934,195.85934,269.704256,351.668713,383.521191,334.96472,0.585952417861018
"COX6A2",10.15857,10.15857,0.819536,0,0,0.273178666666667,8.76433943808881
"COX6B1",1003.62413,1003.62413,549.668203,513.926661,633.590012,565.728292,1.77267333249705
"COX6B2",0.55663,0.55663,0.712152,0.447399,1.587195,0.915582,0.812614651839493
"COX6C",1784.9994,1784.9994,343.120544,342.921594,351.990593,346.010910333333,5.14681050888111
"COX7A1",510.95225,510.95225,0.936224,0.822176,0.818809,0.859069666666667,275.380884955181
"COX7A2",1403.18629,1403.18629,546.569219,575.341728,601.615015,574.508654,2.43990473512497
"COX7A2L",181.86758,181.86758,66.186742,61.501895,75.98915,67.8925956666667,2.65438655969352
"COX7B",1211.4258,1211.4258,138.462752,116.851696,119.365862,124.893436666667,9.63057195118273
"COX7B2",0,0,0,0,0,0,1
"COX7C",2567.48794,2567.48794,857.05726,778.194371,731.554727,788.935452666667,3.25151622367282
"COX8A",212.00173,212.00173,191.700721,200.107901,213.457517,201.755379666667,1.05053552882384
"COX8C",0.68314,0.68314,0,0.226596,0.253808,0.160134666666667,1.45081433075011
"CP",5.6296,5.6296,5.613457,0,1.502759,2.372072,1.96603156753474
"CPA1",0,0,0.32388,0,0.230179,0.184686333333333,0.844105289191879
"CPA2",0,0,0.046949,0.124023,0,0.0569906666666667,0.946082147682162
"CPA3",6.88202,6.88202,0,0,0,0,7.88202
"CPA4",0.03795,0.03795,1.231999,4.361968,1.07059,2.221519,0.32219272957881
"CPA5",0,0,0.083302,0,0,0.0277673333333333,0.972982860582583
"CPA6",0,0,0,0.107035,0,0.0356783333333333,0.965550758198733
"CPAMD8",2.4669,2.4669,12.944839,9.474488,7.730309,10.0498786666667,0.313750051433446
"CPB1",0,0,4.11719,0.631281,0.148278,1.63224966666667,0.379903172812002
"CPB2",0.17711,0.17711,0.141533,0.205615,0.16039,0.169179333333333,1.00678310541468
"CPD",12.03089,12.03089,25.993548,15.889279,8.309982,16.7309363333333,0.734923963124414
"CPE",49.59105,49.59105,200.347075,322.3191,316.422016,279.696063666667,0.180234269548141
"CPEB1",1.25243,1.25243,7.807006,11.254785,10.880908,9.98089966666667,0.205122537166733
"CPEB2",10.84172,10.84172,8.722426,7.198955,5.67993,7.200437,1.44403523860984
"CPEB3",10.81641,10.81641,2.838172,4.480898,3.404128,3.57439933333333,2.58316100955477
"CPEB4",51.09649,51.09649,18.533783,21.832497,14.493134,18.2864713333333,2.70119344796683
"CPED1",15.19358,15.19358,0.56002,2.548605,0.375006,1.16121033333333,7.49282924953626
"CPLX1",0.35422,0.35422,42.248481,36.300581,57.558429,45.3691636666667,0.0292051849314139
"CPLX2",0,0,26.016624,30.092902,35.240021,30.449849,0.0317966550491228
"CPLX3",0.43013,0.43013,0.191624,0.114934,0.100766,0.135774666666667,1.25916701787092
"CPLX4",0.0506,0.0506,0,0,0.043229,0.0144096666666667,1.03567625045634
"CPM",14.66225,14.66225,7.568941,23.329321,14.565122,15.1544613333333,0.969530934942554
"CPN1",0,0,0,0.629358,0.540286,0.389881333333333,0.71948588416661
"CPN2",1.17652,1.17652,0.143336,0.118136,0.080808,0.114093333333333,1.95362447191737
"CPNE1",52.76639,52.76639,95.888482,80.667822,86.197063,87.5844556666667,0.606950616734801
"CPNE2",8.53927,8.53927,24.362798,15.147023,25.004485,21.5047686666667,0.423877718597892
"CPNE3",109.55573,109.55573,34.774801,28.175838,18.947302,27.2993136666667,3.90665764202691
"CPNE4",18.21712,18.21712,6.215586,0.16417,0.531466,2.30374066666667,5.81677617553113
"CPNE5",1.34098,1.34098,5.346563,1.883426,1.814057,3.014682,0.583104714146724
"CPNE6",0,0,0.696499,0.265056,0.467212,0.476255666666667,0.677389440446969
"CPNE7",0,0,38.90423,62.205017,64.08186,55.0637023333333,0.0178368526940012
"CPNE8",8.77964,8.77964,9.989304,3.823307,6.102481,6.638364,1.28033175690501
"CPNE9",0,0,15.274106,10.80577,13.785212,13.2883626666667,0.0699870253386626
"CPO",1.02471,1.02471,0.102128,0.134154,0.149771,0.128684333333333,1.79386737301513
"CPOX",20.01353,20.01353,11.899705,12.730159,13.828675,12.819513,1.52056950197883
"CPPED1",12.90379,12.90379,4.159824,4.11931,3.811674,4.03026933333333,2.76402496142022
"CPQ",38.92644,38.92644,9.6841,10.514845,13.215673,11.138206,3.28931969024088
"CPS1",2.4669,2.4669,4.322291,1.852961,2.813912,2.996388,0.867508360049124
"CPSF1",0.58194,0.58194,70.553534,57.82448,87.775474,72.0511626666667,0.0216552337054293
"CPSF2",32.29743,32.29743,22.32007,22.045982,23.227163,22.5310716666667,1.415040949757
"CPSF3",35.10591,35.10591,22.882609,18.189889,28.197609,23.0900356666667,1.49879022595054
"CPSF4",6.37599,6.37599,36.224986,30.169195,41.073272,35.8224843333333,0.200312122702784
"CPSF4L",0,0,0.124835,0,0,0.0416116666666667,0.960050690676468
"CPSF6",29.65342,29.65342,101.459108,85.860918,119.218619,102.179548333333,0.297088139027035
"CPSF7",53.36098,53.36098,62.959597,60.162882,59.099877,60.7407853333333,0.880471145718501
"CPT1A",51.96939,51.96939,4.44285,2.35976,2.581972,3.128194,12.8311290603106
"CPT1B",236.00025,236.00025,40.561136,40.745628,53.052118,44.786294,5.17622697307627
"CPT1C",0.37952,0.37952,84.965071,101.888365,119.904897,102.252777666667,0.0133606090913461
"CPT2",40.88731,40.88731,7.060636,6.563556,6.755248,6.79314666666667,5.37489050208217
"CPVL",298.53305,298.53305,17.571139,30.819378,41.458414,29.9496436666667,9.67807749989066
"CPXCR1",0,0,0,0,0,0,1
"CPXM1",0.15181,0.15181,49.662751,24.919262,30.204077,34.9286966666667,0.0320582182728773
"CPXM2",2.69462,2.69462,16.770421,16.945924,20.369674,18.028673,0.194160675313512
"CPZ",0,0,1.724264,3.153364,2.379747,2.419125,0.292472489306475
"CR1",0.31627,0.31627,0.030725,0.265056,0.475574,0.257118333333333,1.04705338001859
"CR1L",0.06325,0.06325,0,0,0,0,1.06325
"CR2",0,0,0.881256,0.582366,0.130103,0.531241666666667,0.653064778583829
"CRABP1",0,0,55.048023,13.47125,23.724057,30.7477766666667,0.031498268697661
"CRABP2",0.54398,0.54398,35.687091,3.451443,4.628661,14.589065,0.0990425019075871
"CRADD",63.96233,63.96233,5.241271,6.987325,8.216431,6.815009,8.31250866121843
"CRAT",20.82318,20.82318,32.811728,35.341486,44.761342,37.6381853333333,0.564808616443305
"CRB1",0.03795,0.03795,3.027085,0.093761,0.109033,1.07662633333333,0.499825116988628
"CRB2",0,0,2.800869,0.097194,2.595592,1.83121833333333,0.353204833490411
"CRB3",0,0,0.357521,0.136485,0.236514,0.243506666666667,0.804177433708973
"CRBN",57.58634,57.58634,50.110064,38.273816,51.664268,46.682716,1.22867036349188
"CRCP",32.85407,32.85407,8.88197,12.665963,17.093872,12.8806016666667,2.43894831167861
"CRCT1",0,0,0,0,0,0,1
"CREB1",15.82612,15.82612,36.550822,23.065803,26.865653,28.827426,0.564115723562603
"CREB3",19.00147,19.00147,18.308123,19.177979,21.301189,19.5957636666667,0.971144858899867
"CREB3L1",19.52015,19.52015,8.241809,5.307367,3.464812,5.67132933333333,3.07587123565778
"CREB3L2",14.15622,14.15622,10.330995,7.056155,8.410116,8.59908866666667,1.57892280468569
"CREB3L3",0,0,0.084502,0.083724,0,0.0560753333333333,0.946902146500913
"CREB3L4",5.18682,5.18682,7.435009,2.999462,3.67974,4.704737,1.08450573619783
"CREB5",7.76758,7.76758,7.622956,5.883248,6.629244,6.711816,1.13690212525818
"CREBBP",25.37746,25.37746,38.21702,32.673124,26.697896,32.5293466666667,0.786697702828288
"CREBL2",27.76846,27.76846,10.04289,11.609101,13.095351,11.5824473333333,2.28639621830856
"CREBRF",9.86761,9.86761,2.354613,1.449663,1.508187,1.770821,3.92216242045228
"CREBZF",42.08914,42.08914,30.649109,21.822603,27.558549,26.6767536666667,1.55687117495632
"CREG1",152.1003,152.1003,4.513535,6.001527,7.478881,5.997981,21.877781605866
"CREG2",0.22771,0.22771,6.141132,4.140979,4.884499,5.05553666666667,0.202741733322838
"CRELD1",18.6599,18.6599,78.734544,88.392698,75.361708,80.82965,0.240253991065586
"CRELD2",7.61577,7.61577,14.236354,22.136032,21.847431,19.4066056666667,0.422204953667209
"CREM",69.36421,69.36421,20.463681,19.121859,22.658404,20.7479813333333,3.23543638011828
"CRH",0,0,0.309275,2.532897,4.177891,2.340021,0.299399315154007
"CRHBP",1.89762,1.89762,0.890054,0.646476,3.889999,1.808843,1.03160625211163
"CRHR1",0,0,12.264198,17.893174,11.322166,13.8265126666667,0.0674467437139298
"CRHR2",0.91086,0.91086,0.941094,0.916709,0.971401,0.943068,0.983424151908219
"CRIM1",42.36745,42.36745,23.582511,15.284497,16.899547,18.5888516666667,2.21388424078968
"CRIP1",1.58135,1.58135,7.702865,2.169522,1.605384,3.82592366666667,0.534892422321088
"CRIP2",2.75787,2.75787,75.657562,62.418447,86.911564,74.9958576666667,0.0494483530468567
"CRIP3",119.22093,119.22093,2.923643,2.660364,2.434623,2.67287666666667,32.7320901055757
"CRIPT",29.2233,29.2233,4.605769,5.831679,5.967025,5.46815766666667,4.67262883150704
"CRISP1",0,0,0,0,0,0,1
"CRISP2",0,0,0.091448,0,0.065892,0.0524466666666667,0.950166912654323
"CRISP3",0,0,0,0.072195,0,0.024065,0.976500515104022
"CRISPLD1",0.64519,0.64519,21.617732,13.04703,16.604007,17.0895896666667,0.0909467837753976
"CRISPLD2",21.27861,21.27861,2.540678,3.465594,4.235537,3.41393633333333,5.04733378951471
"CRK",37.74992,37.74992,20.370865,24.560295,28.674642,24.5352673333333,1.51750594556793
"CRKL",34.43542,34.43542,13.656442,9.987075,13.627793,12.42377,2.63975172399408
"CRLF1",1.06267,1.06267,91.635655,56.073337,54.177936,67.2956426666667,0.0302020732137679
"CRLF2",0,0,4.849674,6.543299,8.898071,6.76368133333333,0.12880487452602
"CRLF3",8.21035,8.21035,9.436295,9.985085,9.838942,9.75344066666667,0.856502610234331
"CRLS1",178.78079,178.78079,19.884225,17.881547,24.849801,20.8718576666667,8.21973116046704
"CRMP1",3.61812,3.61812,117.726449,169.052296,196.910811,161.229852,0.0284665241511778
"CRNDE",107.63281,107.63281,14.219165,2.603916,8.811697,8.544926,11.3812102891107
"CRNKL1",25.70638,25.70638,8.423102,7.567439,7.930884,7.97380833333333,2.97603637251743
"CRNN",0,0,0,0,0,0,1
"CROCC",0.69579,0.69579,21.078265,12.046355,19.023952,17.3828573333333,0.092248444801073
"CROCCP3",2.13798,2.13798,26.313253,46.326234,7.468667,26.702718,0.113273361841246
"CROT",17.25566,17.25566,5.827167,8.327184,7.700554,7.28496833333333,2.20346768575458
"CRP",0.64519,0.64519,0,0,0,0,1.64519
"CRTAC1",1.15122,1.15122,5.429106,6.247632,8.228435,6.63505766666667,0.281755566744682
"CRTAM",0,0,0.094082,0.38642,0.424617,0.301706333333333,0.768222428048927
"CRTAP",82.97645,82.97645,69.2336,51.868671,59.44698,60.1830836666667,1.37254360139012
"CRTC1",0.44278,0.44278,7.534469,7.982537,9.895589,8.470865,0.152338777925776
"CRTC2",10.34834,10.34834,47.00743,92.891157,72.638181,70.8455893333333,0.157954581558911
"CRTC3",17.10385,17.10385,9.911554,10.830859,7.133144,9.29185233333333,1.7590468084511
"CRX",0,0,0.116522,0.147554,0.273903,0.179326333333333,0.847941720400262
"CRY1",15.75022,15.75022,12.367451,9.105475,10.419655,10.6308603333333,1.44015313742483
"CRY2",26.22506,26.22506,10.549206,10.52176,12.438525,11.1698303333333,2.23709445853408
"CRYAA",0,0,0,0,0,0,1
"CRYAB",14941.32728,14941.32728,43.29557,29.659914,38.855613,37.2703656666667,390.441194373397
"CRYBA1",0.17711,0.17711,0,0.176879,0.200469,0.125782666666667,1.04559257737136
"CRYBA2",0,0,0,0.962721,0,0.320907,0.757055568635793
"CRYBA4",0,0,0.250019,0.115427,0,0.121815333333333,0.891412312067999
"CRYBB1",0,0,0,0.970341,0,0.323447,0.755602604411057
"CRYBB2",0,0,0.216319,0,0,0.0721063333333333,0.932743300648972
"CRYBB2P1",6.42659,6.42659,15.758867,19.243393,18.765707,17.9226556666667,0.392470810166586
"CRYBB3",0,0,0,0,0,0,1
"CRYBG3",37.91438,37.91438,4.987088,2.423526,3.840053,3.75022233333333,8.19211760403917
"CRYGA",0,0,0,0,0,0,1
"CRYGB",0,0,0,0,0,0,1
"CRYGC",0,0,0,0,0.197053,0.0656843333333333,0.938364174757191
"CRYGD",0,0,0.251419,0,0,0.0838063333333333,0.922674069383245
"CRYGN",0.03795,0.03795,0.683853,0.037804,0,0.240552333333333,0.836683767472392
"CRYGS",4.20006,4.20006,1.976152,2.066197,2.739748,2.260699,1.59476848369015
"CRYL1",10.89232,10.89232,11.04693,6.595036,9.356063,8.999343,1.18931013767605
"CRYM",158.47629,158.47629,1.260192,1.070295,1.638826,1.32310433333333,68.6479241210719
"CRYZ",52.27301,52.27301,13.273636,6.694686,10.287296,10.085206,4.80577537305125
