"Hs_symbol","Heart","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"ADAM8",0.0253,0.0253,5.609723,5.136056,1.568834,4.104871,53,76,60,0.200847386741017
"ADAM9",112.00998,112.00998,16.019604,9.068817,10.587437,11.8919526666667,874,597,761,8.76593196717187
"ADAMDEC1",0.08856,0.08856,0,0,0,0,0,0,0,1.08856
"ADAMTS1",36.80111,36.80111,55.689489,22.602635,30.236182,36.176102,2055,1298,1715,1.01681209073506
"ADAMTS10",0.27832,0.27832,48.620767,43.508264,28.643638,40.2575563333333,697,851,775,0.0309839000078442
"ADAMTS12",1.32833,1.32833,2.080716,0.450845,0.431766,0.987775666666667,207,17,20,1.17132432952276
"ADAMTS13",2.06208,2.06208,10.04404,9.219637,9.619661,9.62777933333333,335,425,492,0.288120396929581
"ADAMTS14",0.11386,0.11386,3.928993,0.380792,1.570922,1.96023566666667,344,46,203,0.376274096195269
"ADAMTS15",5.11091,5.11091,1.427798,0.893566,0.827734,1.04969933333333,132,114,114,2.98136897476671
"ADAMTS16",0,0,1.432414,0.115256,0.125197,0.557622333333333,108,7,10,0.642004148630808
"ADAMTS17",1.13857,1.13857,1.976097,1.195484,3.145809,2.10579666666667,91,71,185,0.68857373148489
"ADAMTS18",0,0,1.366388,1.547924,0.38092,1.09841066666667,88,131,52,0.476551142197778
"ADAMTS19",0.17711,0.17711,0.03761,0.181964,0.167547,0.129040333333333,3,14,11,1.04257568595867
"ADAMTS2",2.34039,2.34039,3.004416,1.513027,3.126211,2.54788466666667,98,158,214,0.941515949315902
"ADAMTS20",0,0,0.066632,0.128782,0.303561,0.166325,4,9,23,0.857393951085675
"ADAMTS3",0.45543,0.45543,0.622413,0.414049,0.789348,0.608603333333333,63,57,58,0.904778679641345
"ADAMTS4",2.37835,2.37835,0.689029,0.211108,0.171046,0.357061,34,47,41,2.48946068010207
"ADAMTS5",4.52898,4.52898,1.658729,0.507028,0.635813,0.933856666666667,259,108,142,2.85904332792675
"ADAMTS6",1.05001,1.05001,0.575044,0.43741,0.797161,0.603205,53,69,78,1.27869486434985
"ADAMTS7",0.97411,0.97411,5.225607,7.926553,5.892613,6.34825766666667,332,721,451,0.268650078637689
"ADAMTS8",0.35422,0.35422,0.259596,0.126229,0.215574,0.200466333333333,11,8,14,1.12807828291172
"ADAMTS9",29.72933,29.72933,6.259008,1.208773,3.446049,3.63794333333333,369,89,262,6.62563722569559
"ADAMTSL1",1.82171,1.82171,0.534643,0.391798,0.357426,0.427955666666667,32,44,21,1.97604874287647
"ADAMTSL2",0.0506,0.0506,1.503801,0.858924,1.307203,1.22330933333333,88,71,118,0.472538834002406
"ADAMTSL3",8.1724,8.1724,1.141787,0.488298,0.557855,0.729313333333333,39,30,28,5.30407059449415
"ADAMTSL4",11.84113,11.84113,0.717708,0.666369,0.399532,0.594536333333333,29,32,22,8.05320627166643
"ADAMTSL5",17.72374,17.72374,2.484078,1.829524,1.172891,1.828831,13,13,16,6.61889663963666
"ADAP1",2.4163,2.4163,53.265804,60.189014,55.280346,56.2450546666667,693,1149,1327,0.0596785175574177
"ADAP2",3.88379,3.88379,4.717453,6.427834,6.170847,5.77204466666667,45,56,89,0.721169194887177
"ADAR",42.98734,42.98734,93.089729,94.857624,66.868309,84.938554,4291,5755,4863,0.511846405979789
"ADARB1",10.68991,10.68991,34.100105,17.143214,24.363699,25.2023393333333,847,781,869,0.446139936258617
"ADARB2",0.10121,0.10121,0.753625,0.498108,0.982045,0.744592666666667,57,72,104,0.631213245957318
"ADAT1",23.21418,23.21418,56.120434,59.301982,46.931663,54.1180263333333,592,751,637,0.439315077313575
"ADAT2",4.28861,4.28861,1.034206,0.933793,1.210028,1.05934233333333,88,111,154,2.56810629024444
"ADAT3",0,0,0.640923,0.544088,0.678522,0.621177666666667,10,12,22,0.616835539102953
"ADCK1",9.7917,9.7917,5.533056,5.09672,4.52841,5.05272866666667,112,153,134,1.78294792222087
"ADCK2",7.2742,7.2742,18.274489,18.137657,20.53215,18.981432,419,534,646,0.414094445283001
"ADCK5",0.24036,0.24036,4.64823,6.892405,2.963806,4.83481366666667,75,109,110,0.212579196330805
"ADCY1",1.29038,1.29038,7.782219,24.050607,11.111329,14.3147183333333,1642,6944,3355,0.149554170710072
"ADCY10",0.50603,0.50603,0.05134,0.113811,0.077332,0.0808276666666667,4,3,9,1.39340437559734
"ADCY10P1",1.44219,1.44219,0.720345,1.193713,1.246195,1.05341766666667,47,64,80,1.18932939929578
"ADCY2",0.13916,0.13916,72.342279,68.200436,73.510891,71.351202,1798,2338,2855,0.0157448662705009
"ADCY3",11.71462,11.71462,32.320064,33.406767,28.267331,31.3313873333333,529,729,649,0.393259338639371
"ADCY4",34.05589,34.05589,0.230327,0.319736,0.365302,0.305121666666667,2,11,8,26.8602467458334
"ADCY5",55.96704,55.96704,26.717633,28.211033,23.810448,26.2463713333333,1319,1647,1608,2.09081199485475
"ADCY6",57.8267,57.8267,34.684876,31.848539,24.33093,30.288115,1468,2087,1784,1.88016120498151
"ADCY7",0.27832,0.27832,12.07316,11.612199,12.140766,11.9420416666667,1038,1272,1488,0.0987726691757161
"ADCY8",0,0,18.344465,20.437146,13.60388,17.4618303333333,987,1474,1224,0.0541658103202516
"ADCY9",12.91644,12.91644,5.484777,5.057732,4.294656,4.94572166666667,500,681,550,2.34058046780416
"ADCYAP1",0.36687,0.36687,23.761483,14.864341,12.375151,17.000325,871,688,393,0.075935851158243
"ADCYAP1R1",5.16152,5.16152,9.448235,5.412402,8.491945,7.784194,738,700,1206,0.7014325958648
"ADD1",128.91142,128.91142,154.741787,190.237059,146.304246,163.761030666667,4090,5785,4997,0.788483899829614
"ADD2",1.17652,1.17652,44.498774,62.72364,41.285624,49.5026793333333,5346,8854,7243,0.043097119375277
"ADD3",173.44216,173.44216,60.690166,38.499272,41.292527,46.8273216666667,654,511,502,3.64733281984255
"ADGB",0,0,0.232085,0.088882,0.281014,0.200660333333333,13,13,13,0.832875020717766
"ADH1A",0.25302,0.25302,0.048538,0,0.037548,0.0286953333333333,1,0,1,1.21806715691008
"ADH1B",134.288,134.288,0.232085,0.170176,0.023622,0.141961,3,2,2,118.469895206579
"ADH1C",12.208,12.208,0,0,0.064375,0.0214583333333333,0,0,1,12.9305323271466
"ADH4",0.16446,0.16446,0,0.051433,0.024651,0.0253613333333333,0,2,1,1.1356581939895
"ADH5",226.60073,226.60073,56.244363,55.367877,49.923375,53.845205,1413,2058,1912,4.14987472469106
"ADH5P2",0,0,0,0,0,0,0,0,0,1
"ADH5P3",0,0,0.066584,0.049123,0,0.038569,1,1,0,0.962863324439686
"ADH6",0.29097,0.29097,0,0.175753,0.028185,0.0679793333333333,0,3,1,1.20879679943869
"ADH7",0,0,0.099383,0.093506,0,0.0642963333333333,1,1,0,0.9395879405767
"ADHFE1",136.10972,136.10972,3.003773,1.243849,0.874102,1.70724133333333,25,25,24,50.6455476694357
"ADI1",300.50657,300.50657,6.858608,6.264982,6.978803,6.70079766666667,268,298,335,39.1526414601293
"ADIG",0,0,0,0,0,0,0,0,0,1
"ADIPOQ",0.80965,0.80965,0.15226,0.12497,0.084781,0.120670333333333,11,12,9,1.61479245606276
"ADIPOR1",121.2071,121.2071,31.78277,26.72532,28.250066,28.9193853333333,977,1140,1209,4.08454580996517
"ADIPOR2",53.12061,53.12061,11.18115,7.714247,7.34797,8.747789,654,615,611,5.55209083824034
"ADK",79.81376,79.81376,30.339727,25.239164,30.063732,28.547541,530,578,732,2.73504180940133
"ADM",6.5531,6.5531,0.806759,0.033778,1.559399,0.799978666666667,18,1,49,4.19621639960177
"ADM2",0,0,1.63029,1.379053,1.593968,1.534437,107,126,160,0.394564946771216
"ADNP",34.11915,34.11915,33.858758,35.043235,30.558725,33.1535726666667,2318,3012,2736,1.02827163479374
"ADNP2",6.79347,6.79347,5.183089,4.936313,13.259561,7.79298766666667,409,562,508,0.886327866641308
"ADO",30.9691,30.9691,7.75919,7.95103,7.86824,7.85948666666667,435,614,672,3.6084596323489
"ADORA1",4.0609,4.0609,10.860279,8.484353,12.001668,10.4487666666667,263,442,458,0.442047615026946
"ADORA2A",1.79641,1.79641,7.640783,3.475551,1.752122,4.28948533333333,133,71,75,0.528673363054351
"ADORA2B",0.91086,0.91086,0.306423,0.254042,0.611888,0.390784333333333,8,9,23,1.37394415093833
"ADORA3",8.70373,8.70373,0,0.084615,0,0.028205,0,1,0,9.43754406951921
"ADPGK",21.91115,21.91115,26.947752,26.670719,23.01729,25.5452536666667,486,637,650,0.863097798487792
"ADPRH",15.21889,15.21889,0.984898,1.851182,1.629344,1.48847466666667,54,72,97,6.51760301893101
"ADPRHL1",185.67546,185.67546,1.926065,2.027873,1.851695,1.935211,54,85,75,63.598650999877
"ADPRM",7.91939,7.91939,2.868696,2.60802,2.022865,2.49986033333333,51,59,49,2.54849884009657
"ADRA1A",11.61341,11.61341,22.276093,16.967466,13.93555,17.7263696666667,641,673,589,0.673564082335304
"ADRA1B",1.15122,1.15122,1.452421,0.693065,0.76846,0.971315333333333,30,33,43,1.09126123234808
"ADRA1D",0.03795,0.03795,0.232085,0.170177,0.152845,0.185035666666667,4,9,10,0.875880810338479
"ADRA2A",0.32892,0.32892,0.42209,1.055473,1.037228,0.838263666666667,23,80,92,0.72292132195037
"ADRA2B",3.99765,3.99765,0,0,0,0,0,0,0,4.99765
"ADRA2C",0.25302,0.25302,0.898031,0.716881,1.520762,1.04522466666667,22,22,65,0.612656409059543
"ADRB1",20.94969,20.94969,0.050389,0.036076,0.090154,0.058873,2,2,6,20.7292942590849
"ADRB2",4.92115,4.92115,0.018232,0,0.04964,0.022624,1,0,4,5.79015356572895
"ADRB3",0.0253,0.0253,0,0,0.101063,0.0336876666666667,0,0,6,0.991885685650372
"ADRM1",6.62901,6.62901,29.212525,35.34107,31.458058,32.0038843333333,547,921,915,0.231154912644474
"ADSL",61.87495,61.87495,116.097362,114.708771,92.735536,107.847223,572,1020,875,0.577644043339535
"ADTRP",0.32892,0.32892,0,0.074177,0,0.0247256666666667,0,3,0,1.29685441013969
"AEBP1",5.7308,5.7308,34.367461,8.816019,13.119066,18.7675153333333,927,366,654,0.34049802853321
"AEBP2",24.13768,24.13768,8.67834,6.212587,7.216268,7.369065,226,227,232,3.00364258133973
"AEN",2.06208,2.06208,5.274571,3.757056,3.993626,4.341751,271,255,273,0.573235255630598
"AFAP1",2.26449,2.26449,16.760669,20.689242,12.125061,16.5249906666667,1595,3306,2183,0.186276276095782
"AFAP1L1",41.81082,41.81082,0.332563,0.101833,0.920664,0.451686666666667,10,9,13,29.490399673024
"AFAP1L2",4.8579,4.8579,4.148444,4.675051,3.663669,4.162388,189,311,272,1.13472679697845
"AFF1",90.81993,90.81993,2.261001,1.52797,2.147089,1.97868666666667,213,217,188,30.8256423972086
"AFF2",0.18976,0.18976,7.007388,7.400754,8.585772,7.664638,1166,1576,1844,0.137312141603608
"AFF3",2.391,2.391,19.131307,21.881709,27.122887,22.7119676666667,1378,2496,2685,0.143007954787613
"AFF4",19.40629,19.40629,13.085485,10.195596,8.591431,10.6241706666667,2000,2114,1875,1.75550502355552
"AFG3L1P",12.76463,12.76463,7.209824,7.376848,6.113134,6.89993533333333,172,272,226,1.74237249030646
"AFG3L2",129.68312,129.68312,30.778426,27.741084,26.67959,28.3997,967,1212,1172,4.44504943927999
"AFG3L2P1",0,0,0,0,0,0,0,0,0,1
"AFM",0,0,0,0,0,0,0,0,0,1
"AFMID",26.0606,26.0606,2.949376,0.879355,1.419559,1.74943,27,17,19,9.84225821352062
"AFP",0,0,0.371259,0,0,0.123753,3,0,0,0.889875266183939
"AFTPH",16.06649,16.06649,15.737277,17.475871,16.581096,16.5980813333333,642,937,827,0.969792653911286
"AGA",13.28332,13.28332,3.387908,5.470358,3.635728,4.16466466666667,40,61,48,2.7655851680335
"AGAP1",5.25007,5.25007,29.530421,24.317193,19.856331,24.5679816666667,3232,3938,3588,0.244449095805959
"AGAP11",14.94057,14.94057,0,0,0.066208,0.0220693333333333,0,0,5,15.596368543817
"AGAP2",12.42306,12.42306,43.843446,40.505109,33.787852,39.3788023333333,1939,2764,3202,0.332428383813629
"AGAP3",8.36216,8.36216,128.202177,122.252345,137.783553,129.412691666667,1461,1980,2337,0.0717887184165294
"AGAP4",1.48014,1.48014,27.843413,21.852458,18.175607,22.623826,270,407,332,0.104984687916343
"AGAP5",2.68196,2.68196,3.460592,3.577851,3.123861,3.38743466666667,74,91,97,0.839205658826905
"AGAP6",8.69108,8.69108,3.935043,5.78844,4.400673,4.708052,161,298,266,1.69779112033317
"AGAP9",0.27832,0.27832,5.941288,7.030856,3.954355,5.64216633333333,221,356,213,0.192455282787006
"AGBL1",0,0,0.037175,0.059313,0.047196,0.0478946666666667,6,13,11,0.954294388367279
"AGBL2",0.21506,0.21506,1.295583,1.166729,0.373818,0.945376666666667,7,7,6,0.624588554401633
"AGBL3",2.77052,2.77052,1.048557,1.86071,0.770714,1.22666033333333,18,44,28,1.69335212180993
"AGBL4",0.17711,0.17711,1.004833,0.360195,0.827599,0.730875666666667,32,23,41,0.680066178448789
"AGBL5",10.13327,10.13327,24.10194,26.226313,20.697361,23.6752046666667,662,1112,973,0.451192610168691
"AGER",2.50485,2.50485,8.025194,8.823719,5.87265,7.57385433333333,66,93,74,0.408783478671183
"AGFG1",53.28507,53.28507,23.974925,21.046462,25.090132,23.3705063333333,865,1114,1135,2.2274904451103
"AGFG2",5.80671,5.80671,3.848569,2.383593,3.168277,3.13347966666667,88,80,108,1.64672637799355
"AGGF1",22.46778,22.46778,5.881217,6.182197,5.342473,5.80196233333333,414,603,551,3.45014847921093
"AGGF1P4",0,0,0,0,0,0,0,0,0,1
"AGK",47.02294,47.02294,20.012943,18.287087,17.116981,18.472337,483,669,674,2.4662134801796
"AGKP1",0,0,0.058287,0,0.040137,0.032808,1,0,1,0.968234173244204
"AGL",54.47425,54.47425,3.903981,3.992103,3.430956,3.77568,436,602,538,11.6159897648084
"AGMAT",0.10121,0.10121,1.225052,0.936929,1.132525,1.09816866666667,58,61,80,0.524843411063553
"AGMO",0.60724,0.60724,0.040441,0.064125,0.038644,0.0477366666666667,2,3,2,1.53401140871911
"AGPAT1",36.49749,36.49749,58.83521,61.681637,57.17614,59.2309956666667,1924,2763,2687,0.622561350430274
"AGPAT2",6.46455,6.46455,1.783677,1.564374,2.073516,1.807189,37,36,62,2.65908351735491
"AGPAT3",23.619,23.619,10.588609,7.9215,7.87362,8.79457633333333,658,820,830,2.51353393573702
"AGPAT4",1.80906,1.80906,21.527923,20.410552,15.274779,19.0710846666667,1590,2431,1765,0.139955565264751
"AGPAT5",5.40188,5.40188,17.241999,19.60473,19.996513,18.9477473333333,741,1114,1224,0.320932478892103
"AGPAT5P1",0,0,0,0,0,0,0,0,0,1
"AGPS",13.37187,13.37187,10.382141,9.159291,8.214193,9.251875,1180,1494,1377,1.40187721758215
"AGR2",0,0,0,0.059227,0.120465,0.0598973333333333,0,2,1,0.943487608233754
"AGR3",0.37952,0.37952,0,0,0,0,0,0,0,1.37952
"AGRN",1.27773,1.27773,162.945449,176.888768,142.322924,160.719047,4377,6604,6550,0.0140844881431932
"AGRP",0,0,0.694691,0.501961,0.158183,0.451611666666667,3,3,1,0.688889475720665
"AGT",61.35627,61.35627,5.633898,0.670519,1.229702,2.511373,184,30,58,17.7583725796149
"AGTPBP1",30.1468,30.1468,30.129918,30.599386,30.825373,30.5182256666667,1622,2104,2215,0.988215527403261
"AGTR1",8.62783,8.62783,0.139434,0.047242,0.062509,0.0830616666666667,5,2,2,8.8894568945751
"AGTR2",0.45543,0.45543,0,0,0,0,0,0,0,1.45543
"AGTRAP",3.188,3.188,2.465264,0.928159,1.783107,1.72551,32,17,29,1.5365931513735
"AGXT",0,0,0.04896,0.285381,0.018155,0.117498666666667,2,2,1,0.894855653817335
"AGXT2",0,0,0.036899,0.03289,0.068412,0.046067,1,1,2,0.955961711821518
"AHCTF1",17.74904,17.74904,15.662044,11.463155,10.44057,12.521923,431,489,488,1.38656609714461
"AHCY",49.11032,49.11032,47.283023,47.246171,40.999429,45.1762076666667,1462,2107,1896,1.085197822258
"AHCYL1",76.15768,76.15768,34.453846,37.842959,34.586887,35.6278973333333,1689,2446,2610,2.10652769111544
"AHCYL2",9.34892,9.34892,14.728664,19.508266,16.817431,17.0181203333333,1017,1615,1519,0.574361798486527
"AHDC1",4.69344,4.69344,12.867342,7.991258,7.313444,9.39068133333333,524,586,589,0.547937119554945
"AHI1",17.36952,17.36952,84.522257,71.376832,63.669188,73.1894256666667,1588,2016,1876,0.247602941186448
"AHNAK",146.4201,146.4201,1.878492,0.097552,0.194957,0.723667,594,42,67,85.5270188499287
"AHNAK2",2.16328,2.16328,20.194682,17.942875,23.699237,20.6122646666667,2416,2727,3323,0.146365040813091
"AHR",20.73462,20.73462,4.577701,1.247988,4.428636,3.41810833333333,341,164,293,4.91944025817988
"AHRR",0.60724,0.60724,1.908543,1.268876,1.241317,1.472912,177,162,169,0.649938210498392
"AHSA1",285.64191,285.64191,277.124196,311.151036,280.516116,289.597116,1297,2004,1904,0.986389383162357
"AHSG",0.0759,0.0759,0.235321,0.096357,0.201673,0.177783666666667,5,3,6,0.913495432522837
"AHSP",0,0,0,0,0,0,0,0,0,1
"AICDA",0.20241,0.20241,0.181159,0.169868,0.080989,0.144005333333333,5,10,5,1.05105279229467
"AIDA",85.73432,85.73432,25.205773,19.953325,22.282,22.480366,989,1130,1210,3.69390834878809
"AIF1",32.94262,32.94262,0.43497,0,0.149111,0.194693666666667,2,0,1,28.4111491899876
"AIF1L",40.44454,40.44454,1.716606,0.503481,0.236546,0.818877666666667,30,13,4,22.7857765035691
"AIFM1",293.48539,293.48539,21.039907,18.208613,17.534991,18.927837,413,468,406,14.7775892586837
"AIFM2",4.99706,4.99706,2.282364,1.115188,1.672719,1.69009033333333,98,74,116,2.22931547156223
"AIFM3",0.13916,0.13916,6.316495,7.731285,7.258318,7.10203266666667,118,224,265,0.140601753518808
"AIG1",138.3236,138.3236,21.233993,21.668577,21.18811,21.36356,537,655,705,6.22993834613094
"AIG1P1",0,0,0,0,0,0,0,0,0,1
"AIM2",0.24036,0.24036,1.018228,2.62495,1.662442,1.76854,14,43,24,0.448019533761477
"AIMP1",68.37745,68.37745,17.446402,16.328115,14.793329,16.189282,500,651,624,4.03608772024335
"AIMP1P1",0,0,0.083961,0,0,0.027987,1,0,0,0.972774947543111
"AIMP2",22.822,22.822,6.917308,11.998885,10.883419,9.933204,99,249,213,2.17886723781976
"AIP",8.77964,8.77964,19.462283,23.757352,18.840247,20.6866273333333,244,435,383,0.450952554755633
"AIPL1",0,0,0.068738,0.046376,0.064618,0.0599106666666667,3,2,3,0.943475739464835
"AIRE",0,0,0.714368,1.240173,1.270757,1.07509933333333,37,112,95,0.481904641352109
"AJAP1",0,0,1.457831,2.834388,3.612312,2.63484366666667,262,321,330,0.275114995775609
"AJUBA",9.07061,9.07061,2.367609,0.125818,0.118792,0.870739666666667,59,7,10,5.38322364113018
"AK1",105.84906,105.84906,93.595984,97.369438,90.643006,93.869476,702,1031,964,1.12627437722962
"AK2",173.40421,173.40421,95.937181,120.038368,134.657653,116.877734,757,1061,1037,1.4795348034091
"AK3",285.74311,285.74311,32.478148,30.119869,30.262132,30.953383,1119,1351,1395,8.97379504386124
"AK3P3",9.03266,9.03266,1.439394,1.26957,1.087478,1.26548066666667,10,12,11,4.42849067203104
"AK3P4",0,0,0,0,0,0,0,0,0,1
"AK4",71.76786,71.76786,8.865101,9.355829,11.219302,9.81341066666667,934,1434,1805,6.72940871692903
"AK4P5",0,0,0,0,0,0,0,0,0,1
"AK5",1.23978,1.23978,57.100748,43.276419,52.067958,50.8150416666667,421,418,446,0.0432264440586348
"AK7",0.55663,0.55663,2.395174,1.444117,1.048345,1.629212,55,37,30,0.592051915174585
"AK8",0.12651,0.12651,1.434482,2.70398,0.869411,1.669291,24,21,30,0.422025923737802
"AKAP1",180.51394,180.51394,23.989552,28.051562,29.91368,27.3182646666667,524,870,798,6.40978330192879
"AKAP10",13.06825,13.06825,42.076641,26.394084,28.625182,32.3653023333333,350,380,396,0.421643114737948
"AKAP11",12.99235,12.99235,8.980511,8.720741,7.778526,8.49325933333333,1476,1942,1805,1.47392476163262
"AKAP12",10.50015,10.50015,160.087397,64.833409,91.125694,105.348833333333,19957,11144,16910,0.108136118089369
"AKAP13",97.52484,97.52484,17.934445,13.820077,14.250019,15.334847,1120,767,960,6.0315740943273
"AKAP14",0.10121,0.10121,5.217335,0.522015,0.490507,2.076619,14,2,2,0.357928622296098
"AKAP17A",0,0,7.710864,6.043514,5.678378,6.47758533333333,330,373,386,0.133733010781199
"AKAP3",3.45366,3.45366,4.849001,2.631835,2.202518,3.22778466666667,119,97,121,1.05342640440376
"AKAP4",0,0,0,0,0,0,0,0,0,1
"AKAP5",0.27832,0.27832,2.271579,1.96854,2.115683,2.11860066666667,235,273,305,0.409901791423119
"AKAP6",66.02441,66.02441,34.535349,33.530448,37.140884,35.0688936666667,5331,7659,7407,1.85823304200597
"AKAP7",17.63518,17.63518,8.6666,7.968248,4.781091,7.13864633333333,155,226,181,2.28971492761347
"AKAP8",13.56163,13.56163,6.569836,7.488703,4.656495,6.23834466666667,273,388,350,2.01173481929616
"AKAP8L",26.81965,26.81965,134.78382,110.618594,100.028383,115.143599,1776,2009,2062,0.239528051821435
"AKAP9",60.43276,60.43276,45.31721,50.838382,38.075564,44.7437186666667,1187,1696,1345,1.34297695488334
"AKIP1",32.39864,32.39864,19.163132,20.003829,17.585234,18.9173983333333,165,250,231,1.67685756146699
"AKIRIN1",92.35068,92.35068,65.085504,68.764935,61.988874,65.279771,1791,2459,2351,1.40843395490911
"AKIRIN2",50.4513,50.4513,36.645394,45.325405,34.212893,38.7278973333333,748,1258,1116,1.29509245274932
"AKNA",0.88555,0.88555,3.025118,15.302098,2.64289,6.99003533333333,213,264,232,0.235987692336446
"AKNAD1",0,0,0.049712,0.172434,0.167094,0.129746666666667,2,4,4,0.88515419386057
"AKR1A1",51.66578,51.66578,118.382718,129.668023,115.561371,121.204037333333,701,1019,1002,0.430965957829566
"AKR1B1",278.2159,278.2159,50.427908,67.201867,52.754036,56.7946036666667,919,1515,1375,4.83117596255858
"AKR1B10",1.72051,1.72051,0.094612,0,0.088538,0.06105,1,0,3,2.56397907732906
"AKR1B15",0.0506,0.0506,0.706735,0.733778,0.507853,0.649455333333333,20,29,21,0.636937526448125
"AKR1B1P1",0,0,0,0,0,0,0,0,0,1
"AKR1C1",20.96234,20.96234,59.394895,84.51218,58.529171,67.4787486666667,722,1442,1084,0.320717601118938
"AKR1C2",4.25066,4.25066,69.289936,80.415586,70.066517,73.2573463333333,1083,1708,1585,0.0707089636145944
"AKR1C3",15.5225,15.5225,1.125634,0,0.490846,0.538826666666667,9,0,6,10.7370767337885
"AKR1C4",0,0,0.134368,0.049314,0.046624,0.0767686666666667,2,1,1,0.92870458711961
"AKR1D1",0.03795,0.03795,0.072684,0.089534,0.067981,0.076733,3,4,4,0.963980856906958
"AKR1E2",1.72051,1.72051,3.455446,1.68365,1.738302,2.292466,29,27,35,0.826283399737461
"AKR7A2",16.53457,16.53457,9.193711,13.444353,9.966715,10.8682596666667,137,208,209,1.47743397031056
"AKR7A3",0.16446,0.16446,0.325357,0.401165,0.519581,0.415367666666667,5,9,13,0.822726156195457
"AKT1",47.36451,47.36451,97.9487,100.452783,86.300468,94.9006503333333,1657,2364,2136,0.504318894938603
"AKT1S1",11.82848,11.82848,8.273782,10.921988,10.088467,9.76141233333333,233,406,418,1.19208144829317
"AKT2",30.34922,30.34922,84.945702,108.563999,95.438754,96.3161516666667,1286,1855,1662,0.322137892457763
