"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"DTX3L","Dtx3l",0.88894,0.591056,0.607868,68,84,88,0.695954666666667,3.41256,3.73049,3.05878,3.40061,0.385390813243315
"DTX4","Dtx4",7.821792,4.272677,4.377487,611,600,625,5.490652,11.9771,16.71813,11.25193,13.31572,0.453393332644114
"DTYMK","Dtymk",14.403099,16.368235,17.589123,162,341,364,16.1201523333333,30.13327,28.46227,32.16085,30.25213,0.547807536105006
"DUOXA1","Duoxa1",0.037985,0,0,1,0,0,0.0126616666666667,1.49093,1.27113,1.52939,1.43048333333333,0.416650323323893
"DUOXA2","Duoxa2",0,0.02557,0,0,1,0,0.00852333333333333,0,0.27633,0,0.09211,0.92346314321207
"DUS1L","Dus1l",12.893356,17.7115,17.364697,241,526,521,15.989851,108.30747,84.77888,91.15154,94.7459633333333,0.1774471780168
"DUS3L","Dus3l",15.073075,15.981821,15.98752,471,931,918,15.6808053333333,31.82298,33.96129,28.94914,31.5778033333333,0.512029775692877
"DUS4L","Dus4l",2.51426,3.55634,2.270805,40,80,69,2.78046833333333,4.90349,7.79258,3.88902,5.52836333333333,0.579083629434432
"DUSP1","Dusp1",12.926414,11.145047,16.070525,279,436,661,13.380662,41.96128,39.32214,97.00691,59.43011,0.237971799157738
"DUSP10","Dusp10",1.932727,1.712413,2.00553,79,124,145,1.88355666666667,3.94267,4.06209,8.69566,5.56680666666667,0.439110942812387
"DUSP11","Dusp11",17.437338,7.017329,6.99684,611,431,449,10.4838356666667,10.63527,9.83744,8.67382,9.71551,1.0717022023839
"DUSP12","Dusp12",25.242197,31.646474,24.756802,145,201,228,27.2151576666667,10.85063,8.84265,12.47544,10.7229066666667,2.40683974281691
"DUSP13","Dusp13",0.190693,0.246095,0.063663,2,4,1,0.166817,0.43071,0.30397,0.41512,0.383266666666667,0.843522820376886
"DUSP14","Dusp14",30.279708,28.859054,21.394584,541,908,678,26.8444486666667,31.16035,29.42943,23.44334,28.01104,0.959788020928125
"DUSP15","Dusp15",7.600318,5.462311,7.676101,168,223,265,6.91291,17.9905,19.01169,12.06032,16.35417,0.455965914820473
"DUSP18","Dusp18",5.406054,2.349338,2.186581,382,289,270,3.313991,4.92005,10.88751,7.90912,7.90556,0.484415466292967
"DUSP19","Dusp19",9.946534,5.96158,7.831046,213,233,242,7.91305333333333,4.00893,3.23309,2.14114,3.12772,2.15931636189793
"DUSP2","Dusp2",0.488918,0.169321,0.35427,7,6,13,0.337503,7.90191,9.14661,13.06535,10.0379566666667,0.121173061318414
"DUSP21","Dusp21",0,0,0,0,0,0,0,0,0,0,0,1
"DUSP22","Dusp22",8.396168,8.738142,7.997194,290,398,429,8.377168,36.32889,38.18918,38.78092,37.76633,0.241889495342995
"DUSP23","Dusp23",2.318986,2.297379,2.301701,42,77,79,2.306022,64.22577,73.72557,31.76758,56.5729733333333,0.05742315896834
"DUSP26","Dusp26",46.709847,54.03342,55.630055,745,1512,1585,52.1244406666667,66.26337,44.0198,74.02239,61.4351866666667,0.850873417745848
"DUSP28","Dusp28",10.399167,16.434505,16.212934,162,493,503,14.3488686666667,21.91661,17.87873,19.37953,19.7249566666667,0.740598347853401
"DUSP3","Dusp3",66.350261,59.523103,54.999938,2767,3906,3722,60.2911006666667,63.19869,78.67192,142.25496,94.7085233333333,0.640393337312313
"DUSP4","Dusp4",5.60082,2.720041,2.174291,215,198,162,3.498384,0.99395,0.9948,1.26721,1.08532,2.15716724531487
"DUSP6","Dusp6",27.622305,20.849337,19.388787,805,1061,901,22.620143,26.95262,22.32768,28.62141,25.9672366666667,0.875882957232919
"DUSP7","Dusp7",50.690771,37.235936,29.080134,780,714,736,39.0022803333333,23.05965,21.05655,33.42806,25.8480866666667,1.48994901685111
"DUSP8","Dusp8",30.646173,14.928247,15.63195,1792,1820,1822,20.4021233333333,71.82949,78.20216,77.05932,75.69699,0.27904776097906
"DVL1","Dvl1",21.363442,20.969069,22.127417,839,1617,1607,21.4866426666667,86.53996,89.89103,120.12252,98.85117,0.225201594199314
"DVL2","Dvl2",4.974321,2.213117,2.350862,135,162,167,3.17943333333333,48.8361,32.80069,42.88842,41.5084033333333,0.0983201674398341
"DVL3","Dvl3",11.709688,3.547254,3.923878,635,354,400,6.39360666666667,47.41144,45.70543,62.48643,51.8677666666667,0.139850936266774
"DYDC1","Dydc1",0,0.192957,0.094267,0,4,2,0.0957413333333333,1.02708,0.7461,0,0.59106,0.688686368416862
"DYM","Dym",17.48757,13.842501,12.617013,618,840,790,14.649028,67.91995,44.683,80.31473,64.3058933333333,0.239626581939925
"DYNC1H1","Dync1h1",196.936751,45.148095,49.159192,10326,3031,3885,97.081346,405.05139,361.52609,344.78966,370.455713333333,0.264045867325198
"DYNC1I1","Dync1i1",40.026082,34.284096,33.42913,1525,2225,2180,35.9131026666667,148.44651,81.87738,128.5997,119.641196666667,0.305974274846246
"DYNC1I2","Dync1i2",50.726647,38.176353,34.804963,1616,2246,1919,41.2359876666667,56.90367,76.18493,68.4292,67.1726,0.619544914916941
"DYNC1LI1","Dync1li1",27.99106,26.309267,23.405668,1045,1745,1575,25.9019983333333,21.00549,19.12222,25.14751,21.7584066666667,1.1820686187463
"DYNC1LI2","Dync1li2",531.480079,204.058312,203.918018,3600,2676,2538,313.152136333333,167.34813,254.25373,105.96476,175.85554,1.7763205853395
"DYNC2H1","Dync2h1",4.747836,0.721746,0.733878,805,237,256,2.06782,13.21954,21.13945,29.71383,21.3576066666667,0.137215939332803
"DYNC2LI1","Dync2li1",10.359196,12.750001,13.071375,180,396,412,12.0601906666667,44.19766,29.42943,29.97601,34.5343666666667,0.367536891516288
"DYNLL1","Dynll1",350.407199,420.621902,381.9055,2061,4227,3977,384.311533666667,692.43561,638.8536,593.00938,641.432863333333,0.599769338802868
"DYNLL2","Dynll2",326.759267,159.426194,161.107484,9082,7758,7817,215.764315,270.88464,240.54763,192.3752,234.60249,0.92004254708853
"DYNLRB1","Dynlrb1",111.329365,161.631472,175.669913,753,1897,2142,149.543583333333,485.24663,390.12652,414.39867,429.92394,0.349350707536308
"DYNLRB2","Dynlrb2",1.873104,5.861309,5.658891,8,44,43,4.46443466666667,3.74388,30.1479,11.33932,15.0770333333333,0.339890734401662
"DYNLT3","Dynlt3",92.388332,73.620257,64.612225,1427,1931,1783,76.8736046666667,32.18743,37.69178,46.01274,38.63065,1.96498429035776
"DYRK1A","Dyrk1a",18.796912,9.278828,8.827316,1234,1196,1073,12.3010186666667,95.25359,46.14756,64.29985,68.567,0.191197243903958
"DYRK1B","Dyrk1b",5.357929,3.822824,3.382179,162,230,213,4.187644,28.27789,29.45707,31.85497,29.86331,0.168084499037854
"DYRK2","Dyrk2",11.061228,2.847215,2.683974,795,449,416,5.53080566666667,4.35682,2.70806,1.76972,2.94486666666667,1.65552000067598
"DYRK3","Dyrk3",1.984467,3.762992,3.191087,92,228,183,2.97951533333333,1.80568,3.26073,2.05375,2.37338666666667,1.17967957028347
"DYRK4","Dyrk4",0.033186,0.060726,0.074231,1,2,4,0.0560476666666667,37.17375,24.06858,25.60633,28.9495533333333,0.035260882020945
"DYSF","Dysf",1.200206,1.125818,0.875015,68,48,52,1.067013,29.4872,17.29843,21.04001,22.6085466666667,0.0875535893498456
"DYTN","Dytn",0,0,0.01597,0,0,2,0.00532333333333333,0.24849,0.05527,0,0.101253333333333,0.912890161512943
"DZANK1","Dzank1",130.634057,37.366611,41.785839,4690,3062,3337,69.9288356666667,10.40335,7.76495,9.74439,9.30423,6.8834678250259
"DZIP1","Dzip1",22.597221,15.753364,14.312228,879,1242,1123,17.554271,47.79245,35.97852,31.92052,38.56383,0.468970547088085
"DZIP1L","Dzip1l",6.533216,2.2342,2.68156,200,223,194,3.81632533333333,2.07073,4.28316,3.67053,3.34147333333333,1.10937577258719
"DZIP3","Dzip3",26.073174,18.804585,15.887031,1458,1551,1193,20.25493,18.70283,13.67847,14.13592,15.50574,1.28772960194454
"E2F1","E2f1",2.532857,1.498748,1.498911,94,103,106,1.84350533333333,8.18353,7.26755,6.35789,7.26965666666667,0.343848051732901
"E2F2","E2f2",0.073101,0.194005,1.357515,5,15,22,0.541540333333333,0.13253,0.22107,0.15294,0.168846666666667,1.31885590924387
"E2F3","E2f3",6.414264,2.789615,2.937956,442,340,362,4.04727833333333,10.53588,7.10175,5.26547,7.63436666666667,0.584556867710814
"E2F4","E2f4",11.55377,7.055185,7.354235,256,359,353,8.65439666666667,42.85583,42.63814,32.02976,39.1745766666667,0.240311098901436
"E2F5","E2f5",4.031987,4.345262,3.412479,92,176,138,3.92990933333333,4.655,4.97399,1.55124,3.72674333333333,1.04298223653636
"E2F6","E2f6",13.543771,10.737835,11.278766,427,649,676,11.8534573333333,8.15039,8.81501,5.54949,7.50496333333333,1.51128897675044
"E2F7","E2f7",0.169413,0.075625,0.165019,8,3,6,0.136685666666667,0.01657,0.46977,0.06555,0.183963333333333,0.960068301664748
"E2F8","E2f8",0.179304,0.022027,0.101875,8,2,4,0.101068666666667,0.03313,0.05527,0,0.0294666666666667,1.06955251910374
"E4F1","E4f1",8.799395,5.098398,6.444965,167,207,196,6.78091933333333,26.40595,22.85272,32.83815,27.3656066666667,0.274308229144168
"EAF1","Eaf1",6.671456,2.750213,2.847627,293,361,340,4.08976533333333,18.0402,13.5403,11.44856,14.34302,0.331731649527494
"EAF2","Eaf2",0.448567,0.518442,0.677168,9,11,19,0.548059,9.19404,6.57672,5.06883,6.94653,0.194809432544771
"EAPP","Eapp",18.665118,14.404246,17.839595,464,618,648,16.969653,25.5114,18.59719,25.2786,23.1290633333333,0.744730649165964
"EARS2","Ears2",2.288962,1.760438,1.911843,101,132,142,1.987081,20.26002,22.30005,31.15582,24.5719633333333,0.116810780660956
"EBAG9","Ebag9",18.696844,11.850898,14.944128,280,387,410,15.1639566666667,20.62447,18.37613,21.58622,20.1956066666667,0.762608823652449
"EBF1","Ebf1",3.720433,1.822428,3.721318,111,135,114,3.08805966666667,5.16854,10.14141,5.4184,6.90945,0.516857640754625
"EBF2","Ebf2",0.439748,0.320383,0.212994,33,39,29,0.324375,1.3584,1.4093,0.0437,0.937133333333333,0.683677771277145
"EBF3","Ebf3",1.450188,1.058528,1.580695,102,110,147,1.363137,0.26505,0.4145,0.39327,0.357606666666667,1.74066396256157
"EBF4","Ebf4",2.077068,1.577186,1.598303,74,110,115,1.75085233333333,31.3757,37.16675,33.5373,34.0265833333333,0.0785361308910613
"EBI3","Ebi3",0.490837,0.628356,0.542477,7,17,15,0.55389,4.45621,1.21586,0.80839,2.16015333333333,0.49171348225719
"EBNA1BP2","Ebna1bp2",22.651835,21.300795,19.633897,477,739,671,21.195509,62.58575,58.69307,54.14034,58.4730533333333,0.373202782705624
"EBP","Ebp",20.920701,21.073513,20.45195,179,345,350,20.815388,35.94788,24.56598,35.5255,32.01312,0.660809641742435
"EBPL","Ebpl",1.507697,1.6288,2.033341,99,175,223,1.72327933333333,16.86403,18.56956,15.7964,17.0766633333333,0.150651659718174
"ECD","Ecd",13.500719,12.480213,13.597205,497,769,704,13.1927123333333,25.5114,27.38457,21.67362,24.85653,0.548902437153529
"ECE1","Ece1",41.945519,16.962978,18.881084,709,520,551,25.9298603333333,28.84113,30.3137,36.3339,31.8295766666667,0.820292646681504
"ECE2","Ece2",12.212611,13.003758,13.494381,374,677,780,12.9035833333333,63.97728,39.62611,20.77783,41.4604066666667,0.327448190557446
"ECEL1","Ecel1",20.440363,14.153876,8.895433,193,356,326,14.4965573333333,6.1128,1.43693,0.6336,2.72777666666667,4.15705089628939
"ECH1","Ech1",56.413152,82.413209,86.120428,328,896,964,74.982263,128.93194,142.33898,159.23117,143.500696666667,0.525826274563059
"ECHDC1","Echdc1",17.628433,14.113927,15.177449,527,697,689,15.6399363333333,30.72964,48.99379,31.63649,37.1199733333333,0.436514899625673
"ECHDC2","Echdc2",7.481377,8.75261,8.628635,73,132,146,8.28754066666667,239.69116,226.37176,173.25784,213.10692,0.0433780499325602
"ECHDC3","Echdc3",0.3102,0.455548,0.458592,8,21,14,0.408113333333333,6.14593,5.00162,3.71423,4.95392666666667,0.236501625257953
"ECHS1","Echs1",25.532296,32.84777,41.317276,482,1065,1231,33.2324473333333,99.14656,107.76976,98.62369,101.84667,0.332849350721159
"ECI1","Eci1",25.271634,30.571081,35.844464,153,350,408,30.562393,35.89818,53.74671,56.28149,48.6421266666667,0.635798567050378
"ECI2","Eci2",37.216839,42.486786,45.741634,356,705,843,41.8150863333333,57.79822,57.36667,25.10382,46.7562366666667,0.896533925656202
"ECM1","Ecm1",5.438254,2.372965,4.892074,55,50,87,4.234431,6.67603,6.99122,12.75947,8.80890666666667,0.533640616419363
"ECM2","Ecm2",1.651266,1.31631,1.42355,90,131,136,1.46370866666667,2.02103,6.90832,2.14114,3.69016333333333,0.525292722570429
"ECSCR","Ecscr",1.839618,2.409419,3.083375,19,56,64,2.44413733333333,88.82604,265.4452,73.67282,142.64802,0.0239762255917856
"ECSIT","Ecsit",15.094672,18.860478,19.077512,332,754,770,17.677554,121.8252,90.25026,129.58288,113.886113333333,0.162574513647341
"ECT2","Ect2",0.573447,0.244895,0.405644,13,12,11,0.407995333333333,13.3852,10.25194,13.98298,12.54004,0.103987531302222
"EDA","Eda",0.857695,0.7894,0.744993,64,106,101,0.797362666666667,2.38548,1.93433,3.27726,2.53235666666667,0.508828194963325
"EDA2R","Eda2r",0.109143,0.102093,0.088191,8,13,6,0.099809,0.76203,0.2487,0.56806,0.526263333333333,0.720589282321312
"EDAR","Edar",0.036545,0.051179,0.050544,2,5,5,0.0460893333333333,0,0.02763,0,0.00921,1.03654277438128
"EDARADD","Edaradd",0.125909,0.043851,0.043262,13,8,8,0.0710073333333333,0.34788,0.0829,0,0.143593333333333,0.936528136458764
"EDC3","Edc3",4.202481,4.150044,3.868233,321,553,504,4.073586,21.3865,20.53152,22.85343,21.5904833333333,0.224589528481389
"EDC4","Edc4",8.955732,7.694714,5.495266,606,698,608,7.381904,105.97169,76.68233,69.04096,83.8983266666667,0.0987287303424669
"EDEM1","Edem1",8.269516,7.314225,7.9347,288,295,288,7.83948033333333,7.4215,6.49382,6.2268,6.71404,1.1458950606081
"EDEM2","Edem2",8.347139,9.257348,7.827272,190,465,442,8.477253,12.49064,9.78218,5.76798,9.34693333333333,0.915948010360558
"EDEM3","Edem3",10.363164,3.425216,2.965757,973,556,475,5.58471233333333,8.38232,10.47301,10.13766,9.66433,0.617452041837915
"EDF1","Edf1",146.83308,253.003981,245.594664,627,1880,1947,215.143908333333,447.74156,400.37847,355.1895,401.103176666667,0.537533451302503
"EDIL3","Edil3",39.608013,28.114339,24.417982,2956,3550,2821,30.7134446666667,53.92181,32.55199,60.9789,49.1509,0.632360429556931
"EDN1","Edn1",0.856536,0.768497,0.788887,26,41,42,0.80464,24.63341,12.68367,11.6015,16.3061933333333,0.104277120059909
"EDN2","Edn2",0.053262,0.083918,0,1,3,0,0.0457266666666667,0,0.55267,0.32773,0.293466666666667,0.808468199154726
"EDN3","Edn3",2.084129,2.347251,1.990947,95,193,166,2.14077566666667,4.32368,3.75812,4.30414,4.12864666666667,0.612398527486783
"EDNRA","Ednra",1.042961,0.751777,0.722727,56,72,70,0.839155,1.85537,4.31079,1.3546,2.50692,0.524435972306183
"EDNRB","Ednrb",13.259211,13.349523,12.476935,772,1343,1240,13.0285563333333,34.44038,56.51004,21.60807,37.5194966666667,0.364193656389937
"EEA1","Eea1",7.15613,2.444289,2.163899,859,504,441,3.92143933333333,3.14751,3.03966,3.21172,3.13296333333333,1.19077740023502
"EED","Eed",14.209347,10.077884,9.357839,140,179,177,11.2150233333333,14.72703,14.09297,12.65023,13.82341,0.824035989919548
"EEF1A1","Eef1a1",2025.83523,2773.446869,2904.778207,22841,54519,55742,2568.020102,1201.42108,1037.98856,435.8975,891.769046666667,2.87758643917142
"EEF1A2","Eef1a2",333.569553,303.694304,281.624601,9040,15748,15023,306.296152666667,508.02466,435.14112,942.16872,628.444833333333,0.488201882664327
"EEF1D","Eef1d",75.631556,86.808903,89.498825,609,1327,1378,83.9797613333333,627.08336,645.81718,591.32705,621.409196666667,0.136533588816562
"EEF1E1","Eef1e1",9.416204,12.533547,12.74663,201,411,357,11.5654603333333,28.14536,28.7386,17.19469,24.6928833333333,0.489063845825011
"EEF1G","Eef1g",233.652765,324.827185,312.953972,2839,7020,6899,290.477974,609.35791,536.74866,298.82062,481.642396666667,0.603921197170142
"EEF2","Eef2",322.13385,310.726776,317.549191,13863,24638,24302,316.803272333333,604.18937,556.89331,537.16486,566.082513333333,0.560418042985091
"EEF2K","Eef2k",11.397055,9.230424,10.299831,378,475,500,10.3091033333333,12.09306,11.24674,8.95785,10.7658833333333,0.961177585476654
"EEFSEC","Eefsec",7.678607,6.393509,6.009045,172,260,282,6.69372033333333,44.7609,38.76948,65.89479,49.80839,0.151426178497948
"EEPD1","Eepd1",4.739749,5.322486,4.426301,187,358,283,4.829512,16.7315,13.23634,14.92246,14.9634333333333,0.365179086370309
"EFCAB1","Efcab1",2.283233,3.994228,3.466738,83,202,207,3.24806633333333,8.58111,16.08256,4.93774,9.86713666666667,0.390909442260319
"EFCAB10","Efcab10",2.364348,1.997052,2.710211,16,24,33,2.35720366666667,7.85221,8.37288,9.5259,8.58366333333333,0.350304841676756
"EFCAB11","Efcab11",0.09034,0.306618,0.340241,3,8,9,0.245733,24.45118,49.32539,41.35903,38.3785333333333,0.0316348247268393
"EFCAB2","Efcab2",4.588104,3.73601,3.254295,211,209,206,3.85946966666667,52.41432,180.58343,75.20221,102.73332,0.0468457932963745
"EFCAB3","Efcab3",0.159358,0,0,2,0,0,0.0531193333333333,0.34788,0.30397,0.30588,0.319243333333333,0.798275273957546
"EFCAB5","Efcab5",12.622601,0.144506,0.087425,44,17,11,4.284844,1.50749,0.80136,2.22854,1.51246333333333,2.1034511946443
"EFCAB6","Efcab6",3.050072,2.11632,1.17165,57,72,68,2.11268066666667,3.42913,2.45936,3.36465,3.08438,0.762093797997901
"EFCAB7","Efcab7",3.884564,8.12978,4.228531,10,18,17,5.41429166666667,8.69707,5.41612,10.64017,8.25112,0.693352985007941
"EFCAB8","Efcab8",0,0,0,0,0,0,0,0.54667,0.77373,0,0.440133333333333,0.694380149986112
"EFCAB9","Efcab9",0.416899,0.097483,0.803882,3,1,10,0.439421333333333,0.19879,0,0,0.0662633333333333,1.3499679566336
"EFEMP1","Efemp1",6.597569,5.53142,5.859462,132,217,203,5.99615033333333,97.68877,120.14946,53.50674,90.4483233333333,0.0765038666464342
"EFEMP2","Efemp2",16.747614,18.86459,24.327369,90,247,271,19.9798576666667,78.82027,66.12642,77.40889,74.1185266666667,0.279290057960846
"EFHB","Efhb",0.140569,0.214073,0.136031,7,17,11,0.163557666666667,5.56612,13.81664,11.12084,10.1678666666667,0.104187997707709
"EFHC1","Efhc1",1.154539,0.617365,0.828695,14,33,45,0.866866333333333,13.12015,14.618,11.86368,13.20061,0.131463812704759
"EFHC2","Efhc2",0.727563,0.79557,0.582675,27,51,37,0.701936,3.08125,8.04128,6.99149,6.03800666666667,0.241820742805018
"EFHD1","Efhd1",15.058221,15.257497,15.889733,363,698,715,15.401817,125.45312,106.16703,82.41218,104.677443333333,0.155206413806441
"EFHD2","Efhd2",75.278096,70.082524,67.118744,2483,4280,4165,70.8264546666667,21.4362,19.31566,124.86363,55.2051633333333,1.2779333855982
"EFNA1","Efna1",2.366124,2.73715,3.509851,47,98,128,2.87104166666667,25.32917,17.0221,12.75947,18.3702466666667,0.199844727497877
"EFNA2","Efna2",3.168674,2.610829,2.711029,85,132,140,2.83017733333333,2.20326,3.09493,2.62181,2.64,1.05224652014652
"EFNA3","Efna3",17.869351,24.332103,18.579161,492,991,867,20.260205,34.92079,31.50193,23.81476,30.07916,0.684066268200299
"EFNA4","Efna4",0.046472,0.252217,0.173739,1,10,7,0.157476,0.5798,1.79616,1.42015,1.26537,0.510943466188746
"EFNA5","Efna5",6.111522,2.073532,2.590421,331,185,190,3.591825,5.35077,6.88068,8.78306,7.00483666666667,0.573631317066224
"EFNB1","Efnb1",5.321913,2.45865,2.66538,187,181,171,3.481981,8.21666,7.73732,8.36794,8.10730666666667,0.492130238284864
"EFNB2","Efnb2",12.454807,6.183881,4.477567,575,488,466,7.70541833333333,10.12173,9.61638,11.79814,10.5120833333333,0.756198342321474
"EFNB3","Efnb3",30.992744,30.860693,29.945494,1398,2629,2615,30.5996436666667,61.22735,47.25289,28.64326,45.7078333333333,0.676538417895642
"EFR3A","Efr3a",59.001412,40.616491,41.69724,2692,2904,2907,47.1050476666667,12.7557,14.59037,19.00811,15.4513933333333,2.92407133499128
"EFR3B","Efr3b",33.754791,15.301039,15.40991,2989,2178,2285,21.48858,24.41805,21.77502,10.31245,18.8351733333333,1.13377279956549
"EFS","Efs",2.549813,1.908995,2.573882,92,133,166,2.34423,30.7959,32.57963,24.71054,29.3620233333333,0.110145162701607
"EFTUD2","Eftud2",99.549806,85.047594,76.817427,1096,1861,1703,87.1382756666667,64.2589,58.77597,87.10959,70.0481533333333,1.24054280838451
"EGF","Egf",0.271007,0.391283,0.690354,10,9,19,0.450881333333333,2.26952,3.01203,1.90081,2.39412,0.427469073967135
"EGFEM1P","Egfem1",4.440509,6.661717,3.938598,66,128,105,5.013608,10.53588,5.58192,7.73433,7.95071,0.671858210130816
"EGFL6","Egfl6",1.315696,0.749366,0.872022,52,52,61,0.979028,0.36445,0.22107,0.43697,0.34083,1.4759723454875
"EGFL7","Egfl7",37.225775,59.676269,58.931709,187,452,556,51.9445843333333,84.68458,74.1677,166.15711,108.336463333333,0.484235384237018
"EGFL8","Egfl8",0.896792,1.23709,2.195431,6,23,28,1.44310433333333,26.33969,42.30654,32.00791,33.55138,0.0707093127201673
"EGFLAM","Egflam",2.840355,1.239231,0.866091,77,101,106,1.648559,5.06915,4.33842,0,3.13585666666667,0.640389455791908
"EGFR","Egfr",2.614281,1.302382,1.793219,257,143,179,1.903294,11.01628,10.63881,8.32424,9.99311,0.264101241595872
"EGLN1","Egln1",27.232496,21.440298,17.704276,1234,1774,1500,22.12569,25.01442,30.3137,19.70726,25.0117933333333,0.889046353077284
"EGLN2","Egln2",22.423106,25.044485,21.605587,610,1337,1204,23.0243926666667,81.53707,75.4941,61.37217,72.8011133333333,0.325528865102035
"EGLN3","Egln3",2.30973,1.911647,2.310275,88,132,163,2.17721733333333,33.33047,38.82475,47.47658,39.8772666666667,0.0777257774900148
"EGR1","Egr1",82.494201,30.832895,29.343413,3660,2506,2406,47.5568363333333,34.83796,31.2256,171.94694,79.3368333333333,0.604415612597791
"EGR2","Egr2",7.567067,1.61427,3.814815,91,85,84,4.33205066666667,4.32368,3.75812,3.03693,3.70624333333333,1.1329738581303
"EGR3","Egr3",60.794047,16.497719,12.384448,2411,1332,877,29.8920713333333,26.7207,18.79062,17.21654,20.9092866666667,1.40999895630255
"EGR4","Egr4",8.869218,4.688421,4.839745,167,203,229,6.13246133333333,15.75412,13.09817,6.57637,11.8095533333333,0.556807965721417
"EHBP1","Ehbp1",10.364119,6.154231,5.247777,773,701,626,7.25537566666667,43.05462,59.52207,86.9348,63.1704966666667,0.128647526441149
"EHBP1L1","Ehbp1l1",7.501189,6.905937,6.314106,214,316,332,6.90707733333333,35.96444,27.4951,71.02916,44.8295666666667,0.172532229921441
"EHD1","Ehd1",23.649065,36.385848,33.727664,489,941,942,31.2541923333333,29.3878,38.54841,24.77609,30.9041,1.01097327093801
"EHD2","Ehd2",2.968813,1.914171,3.777432,125,167,192,2.88680533333333,18.83536,25.33971,23.00637,22.3938133333333,0.16614671913258
"EHD3","Ehd3",28.108051,16.610022,16.017574,1546,1633,1599,20.2452156666667,26.95262,21.60922,46.79928,31.78704,0.647976019386522
"EHD4","Ehd4",7.3549,8.532076,6.853377,196,322,313,7.58011766666667,2.48488,2.84623,3.16802,2.83304333333333,2.23846090965143
"EHF","Ehf",0.029444,0.203963,0.010315,2,2,1,0.0812406666666667,0.48041,1.38166,0.96133,0.941133333333333,0.557015145791119
"EHHADH","Ehhadh",0.771629,0.735327,0.781985,34,57,61,0.762980333333333,3.03155,3.84102,7.99652,4.95636333333333,0.29598267175329
"EHMT1","Ehmt1",12.054147,6.651673,6.409881,376,348,291,8.37190033333333,36.04727,34.37579,27.24496,32.5560066666667,0.27929128833566
"EHMT2","Ehmt2",50.900561,34.149808,34.62044,1729,2567,2524,39.8902696666667,136.90011,108.62639,94.16662,113.23104,0.357961108177485
"EI24","Ei24",56.86937,56.494388,55.717282,1162,2083,2055,56.3603466666667,62.68514,74.8309,67.05275,68.1895966666667,0.829031377983174
"EID1","Eid1",110.666781,130.327442,104.521513,2405,5112,3998,115.171912,243.53443,221.0938,218.94285,227.857026666667,0.507617850725667
"EID2","Eid2",23.474324,24.085212,22.805499,306,591,582,23.4550116666667,14.26319,10.94278,15.88379,13.6965866666667,1.66399261415803
"EID3","Eid3",0.05902,0,0,1,0,0,0.0196733333333333,2.21982,2.21066,1.33275,1.92107666666667,0.349074485092825
"EIF1","Eif1",625.345202,727.300799,725.06605,3004,6446,6672,692.570683666667,856.58653,779.56221,534.30271,723.483816666667,0.957330816384235
"EIF1AD","Eif1ad",10.762642,18.580769,16.413089,223,440,483,15.2521666666667,21.88348,17.07736,11.36117,16.7740033333333,0.914378508987189
"EIF1AX","Eif1a",19.636889,20.005056,18.572374,563,974,884,19.404773,34.83796,36.64172,34.76081,35.4134966666667,0.560362911224583
"EIF1AY","Eif1ax",35.119772,29.780503,27.067847,2772,4054,3381,30.6560406666667,0,0,0,0,31.6560406666667
"EIF1B","Eif1b",74.378525,96.364121,99.196918,746,1757,1759,89.9798546666667,102.45973,89.89103,116.03687,102.795876666667,0.87652667512836
"EIF2A","Eif2a",20.165924,21.738898,19.300022,436,819,742,20.4016146666667,106.05452,95.83218,77.53999,93.14223,0.227332777932567
"EIF2AK1","Eif2ak1",16.290764,12.143067,11.507474,1066,1402,1351,13.3137683333333,97.68877,66.09878,126.43671,96.74142,0.146445266841154
"EIF2AK2","Eif2ak2",1.522537,0.900007,1.181208,100,102,135,1.20125066666667,11.3476,10.30721,10.2469,10.6339033333333,0.189209984267247
"EIF2AK3","Eif2ak3",11.319639,4.626342,4.010386,389,437,365,6.65212233333333,5.01945,3.95156,2.05375,3.67492,1.63684562160065
"EIF2AK4","Eif2ak4",5.652687,2.623574,2.887359,289,324,310,3.72120666666667,31.4254,30.03737,29.40795,30.29024,0.150884322608796
"EIF2B1","Eif2b1",13.576919,15.513192,15.709454,256,559,530,14.9331883333333,38.05174,42.03021,44.24302,41.4416566666667,0.375413911348261
"EIF2B2","Eif2b2",35.105285,45.682978,43.409247,245,612,618,41.39917,23.57319,20.03412,21.49883,21.7020466666667,1.86763645685984
"EIF2B4","Eif2b4",89.744659,156.613157,136.64044,250,692,562,127.666085333333,38.10144,36.36538,40.33215,38.2663233333333,3.27675408367323
"EIF2B5","Eif2b5",22.964722,27.740723,25.489963,653,1373,1353,25.3984693333333,107.57857,72.89657,86.58522,89.02012,0.293250768087549
"EIF2D","Eif2d",9.475016,10.438639,10.364901,253,499,524,10.092852,34.98706,41.97494,18.98626,31.9827533333333,0.336322801431779
"EIF2S1","Eif2s1",24.734735,24.36245,31.955119,504,848,960,27.0174346666667,53.50767,37.00095,33.07848,41.1957,0.663987910300497
