"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"MFSD6","Mfsd6",25.261177,8.72819,9.258912,1585,1001,1033,14.416093,28.59264,18.29323,29.10207,25.3293133333333,0.585510636180662
"MFSD6L","Mfsd6l",0,0,0.018524,0,0,1,0.00617466666666667,0.0994,0.2487,0,0.116033333333333,0.901563274693109
"MFSD8","Mfsd8",7.063444,4.550063,21.882434,226,285,293,11.1653136666667,16.16826,5.66482,14.07037,11.9678166666667,0.938115796928036
"MFSD9","Mfsd9",1.397159,1.248076,1.591821,66,105,134,1.412352,7.12331,7.48862,9.80993,8.14062,0.263915576842709
"MGA","Mga",12.735487,4.199672,3.726843,1100,514,497,6.887334,5.46673,5.13979,5.06883,5.22511666666667,1.26701786044171
"MGARP","Mgarp",0,0.199643,0.30875,0,5,8,0.169464333333333,1.80568,1.5751,0.96133,1.44737,0.477845333289749
"MGAT1","Mgat1",39.89664,43.71789,37.881543,624,1128,1111,40.498691,46.73224,53.58091,47.65137,49.3215066666667,0.824671075031405
"MGAT2","Mgat2",9.580808,11.446928,9.732565,321,700,585,10.2534336666667,0.76203,0.77373,0.56806,0.701273333333333,6.61471231352203
"MGAT3","Mgat3",37.595072,18.740514,17.099453,2660,2409,2232,24.4783463333333,40.40409,38.43788,37.53556,38.79251,0.640279950506599
"MGAT4A","Mgat4a",7.228416,4.296257,4.261059,609,464,430,5.26191066666667,14.72703,11.38491,9.80993,11.9739566666667,0.482652349437476
"MGAT4B","Mgat4b",16.74123,22.839389,25.453628,455,974,931,21.6780823333333,93.81236,78.00872,102.77489,91.53199,0.245083698441299
"MGAT4C","Mgat4c",4.652356,3.518871,3.789612,121,155,155,3.98694633333333,16.41675,14.9496,12.65023,14.6721933333333,0.318203472051774
"MGAT5","Mgat5",13.069713,4.874377,4.765449,1707,1136,1119,7.56984633333333,17.22848,17.21553,11.44856,15.2975233333333,0.525837340929307
"MGAT5B","Mgat5b",24.772693,15.851978,13.670502,837,979,896,18.098391,79.64857,59.66023,148.28512,95.86464,0.197165766579012
"MGLL","Mgll",56.989578,71.762232,65.048959,2175,4431,4166,64.6002563333333,806.97183,1652.55251,1396.48443,1285.33625666667,0.0509977511660332
"MGMT","Mgmt",0.330818,0.31368,0.257253,14,24,20,0.300583666666667,61.85685,99.12054,128.38122,96.45287,0.0133457707984041
"MGP","Mgp",32.035549,41.154273,54.717054,190,436,589,42.6356253333333,32.36965,36.58645,39.69855,36.2182166666667,1.17242654918537
"MGRN1","Mgrn1",105.960038,88.07017,83.00634,2331,3668,3446,92.345516,71.89575,49.13196,68.93171,63.3198066666667,1.45127171298504
"MGST1","Mgst1",18.733276,25.701301,22.344345,89,256,223,22.2596406666667,483.7557,537.99216,139.08694,386.944933333333,0.0599560367158638
"MGST2","Mgst2",0.024332,0.11371,0.887481,1,1,6,0.341841,15.3234,29.42943,16.56109,20.4379733333333,0.0625917841736284
"MGST3","Mgst3",42.230126,68.989757,68.22509,575,1672,1677,59.814991,239.54207,205.34284,215.81853,220.23448,0.274889298449319
"MIA","Mia",10.390848,11.625168,14.412407,9,30,35,12.1428076666667,4.655,3.26073,0,2.63857666666667,3.61207386038314
"MIA2","Mia2",100.700672,103.685352,69.663641,516,773,714,91.3498883333333,0,0,0,0,92.3498883333333
"MIA3","Mia3",44.744075,17.930838,17.55627,1766,1331,1302,26.7437276666667,105.27592,94.75449,90.38685,96.8057533333333,0.28366150989209
"MIB1","Mib1",32.234205,9.925486,8.501417,2962,1421,1277,16.887036,5.93057,6.88068,5.17807,5.99644,2.55659106631373
"MIB2","Mib2",37.120002,21.543805,19.287873,847,1163,1093,25.9838933333333,91.6588,120.23236,229.16791,147.01969,0.182299350399486
"MICAL1","Mical1",4.475513,2.891284,4.169285,104,160,194,3.84536066666667,48.47165,41.94731,78.6761,56.36502,0.0844654227727397
"MICAL2","Mical2",144.463504,54.66491,50.133246,4296,2904,2570,83.08722,93.91176,47.03183,279.20075,140.048113333333,0.596159835199497
"MICAL3","Mical3",24.271775,11.570003,5.344657,1237,595,655,13.7288116666667,45.30758,32.74543,40.85652,39.63651,0.36245267289604
"MICALL1","Micall1",11.890041,3.917585,7.674035,833,588,733,7.82722033333333,8.051,8.56631,4.39153,7.00294666666667,1.10299627137338
"MICALL2","Micall2",0.517228,0.329463,0.757613,25,28,46,0.534768,68.3341,93.23466,137.75419,99.7743166666667,0.0152297534805082
"MICU1","Micu1",71.509717,112.500884,85.1578,901,2026,1958,89.7228003333333,140.39551,104.3156,303.01551,182.57554,0.494198738749908
"MID1","Mid1",9.181365,4.058301,3.434697,178,187,154,5.558121,9.54192,11.16384,4.19489,8.30021666666667,0.705157872666049
"MID1IP1","Mid1ip1",77.246248,79.384165,86.616395,912,2070,2366,81.0822693333333,93.0172,143.33378,107.4286,114.593193333333,0.710096044294188
"MID2","Mid2",7.040138,3.833134,3.710111,553,593,542,4.86112766666667,6.90796,5.05689,2.16299,4.70928,1.02659664032359
"MIDN","Midn",13.642574,7.227362,6.69281,649,532,549,9.187582,26.07463,32.93886,60.65117,39.88822,0.249156896534014
"MIEN1","Mien1",47.044806,60.95416,66.941928,376,875,977,58.3136313333333,150.6332,151.34743,94.82207,132.267566666667,0.4450717666489
"MIER1","Mier1",12.266006,17.950162,13.666269,585,650,602,14.627479,7.22271,7.84785,9.5696,8.21338666666667,1.69617097006674
"MIER2","Mier2",24.727225,27.270782,14.006494,247,473,425,22.0015003333333,14.95895,16.82866,22.30722,18.03161,1.20859456101367
"MIER3","Mier3",5.784482,2.788145,2.574479,296,271,214,3.715702,3.23034,3.31599,13.30568,6.61733666666667,0.619074908509142
"MIF","Mif",155.297325,241.487905,241.152285,719,2145,2182,212.645838333333,322.38784,272.82329,451.67205,348.96106,0.610484601724927
"MIF4GD","Mif4gd",8.480648,10.245446,13.10325,89,222,226,10.6097813333333,25.67705,22.46585,25.2786,24.4738333333333,0.455753210811094
"MIIP","Miip",6.486884,6.886663,6.308047,82,170,193,6.56053133333333,41.14955,25.06338,28.20629,31.4730733333333,0.232824631525483
"MINK1","Mink1",91.32198,48.049469,40.890526,3700,3799,3446,60.087325,184.46064,151.34743,108.12775,147.978606666667,0.410040920416717
"MINPP1","Minpp1",17.427754,19.960276,17.701116,584,1247,1140,18.3630486666667,4.53904,3.89629,7.05703,5.16412,3.14125108963918
"MIOS","Mios",5.461183,3.325322,3.733119,302,320,359,4.173208,8.51484,8.45578,12.51914,9.82992,0.477677397432299
"MIOX","Miox",0,0,0,0,0,0,0,0.5798,0.829,1.07057,0.826456666666667,0.547508198935279
"MIP","Mip",0.065718,0.054853,0.126342,2,3,7,0.0823043333333333,0.6792,0.4974,0.41512,0.530573333333333,0.707123474427883
"MIPEP","Mipep",7.326118,8.14971,8.159966,320,631,642,7.878598,16.08543,17.04973,15.44682,16.1939933333333,0.516377890108135
"MIPOL1","Mipol1",5.556832,4.623652,2.037473,42,86,89,4.07265233333333,10.23769,8.95318,6.53267,8.57451333333333,0.529807850982156
"MIS12","Mis12",20.697129,10.690059,12.124748,315,413,325,14.5039786666667,11.08255,25.25681,10.2032,15.5141866666667,0.93882786840244
"MIS18A","Mis18a",2.027541,2.488763,2.971244,35,75,66,2.49584933333333,7.45463,7.07412,5.76798,6.76557666666667,0.450172534943745
"MIS18BP1","Mis18bp1",0.573909,0.084908,0.138078,11,9,5,0.265631666666667,9.59162,5.11216,9.43851,8.04743,0.139888528197142
"MITD1","Mitd1",5.584069,4.881957,4.899075,59,102,107,5.12170033333333,18.83536,26.80427,21.49883,22.3794866666667,0.261840664879155
"MITF","Mitf",2.165533,1.319485,1.271689,126,139,132,1.585569,7.22271,11.21911,6.29234,8.24472,0.279680617693126
"MIXL1","Mixl1",0.096183,0.035751,0.03574,3,2,2,0.0558913333333333,0.16566,0.22107,0.93948,0.44207,0.732205325215373
"MKI67","Mki67",0.140002,0.043773,0.03235,22,12,9,0.0720416666666667,0.24849,0.05527,0.06555,0.123103333333333,0.954535201569461
"MKKS","Mkks",9.944237,11.184066,9.88729,259,486,397,10.338531,28.1785,27.27404,21.12741,25.52665,0.427439235636615
"MKLN1","Mkln1",56.688426,41.717072,37.190037,1885,1394,1220,45.1985116666667,13.41833,15.80623,23.15931,17.46129,2.50245306079189
"MKNK1","Mknk1",16.111104,18.611263,15.867434,253,377,382,16.863267,43.94918,35.45349,38.43134,39.2780033333333,0.443499317783131
"MKNK2","Mknk2",16.126746,11.063607,12.012759,403,603,564,13.067704,91.74163,107.52106,151.2128,116.825163333333,0.119394733705582
"MKRN1","Mkrn1",44.78019,40.624861,36.109879,1297,2005,1912,40.5049766666667,75.07639,58.6378,48.28497,60.6663866666667,0.673056731717052
"MKRN2","Mkrn2",11.628653,12.844398,10.450481,464,818,754,11.6411773333333,17.72545,15.30883,18.17787,17.0707166666667,0.699539346806943
"MKRN3","Mkrn3",0.194687,0.22928,0.2927,7,15,19,0.238889,6.84169,1.68563,5.35286,4.62672666666667,0.22017934642877
"MKS1","Mks1",2.124271,2.298854,1.997281,43,86,98,2.14013533333333,10.85063,15.1154,12.65023,12.8720866666667,0.226363589616174
"MKX","Mkx",4.285294,3.603927,2.766333,138,168,167,3.55185133333333,0.54667,0.85663,3.69238,1.69856,1.68677047511759
"MLC1","Mlc1",48.708731,64.050922,65.334941,1990,4701,4870,59.3648646666667,246.91387,345.71986,168.29825,253.643993333333,0.237055914323681
"MLEC","Mlec",30.119382,19.324869,19.170986,1950,2163,2009,22.8717456666667,57.23498,53.74671,28.42477,46.46882,0.502893176334838
"MLF1","Mlf1",1.308387,2.174153,2.034042,15,52,47,1.83886066666667,34.97049,43.46714,11.27378,29.9038033333333,0.0918612067274136
"MLF2","Mlf2",216.013392,245.048163,234.164155,3462,6997,6881,231.741903333333,538.63833,479.90702,516.43072,511.65869,0.453989970078013
"MLH1","Mlh1",3.918891,5.2421,6.283301,87,160,162,5.14809733333333,29.5369,44.8488,17.60981,30.66517,0.194159618701979
"MLIP","Mlip",25.715474,13.758383,13.465983,429,343,315,17.6466133333333,0.6792,5.02926,25.80296,10.5038066666667,1.62090809361075
"MLKL","Mlkl",0.216658,0.289025,0.101172,6,3,5,0.202285,6.12936,3.34363,11.6015,7.02483,0.149820619252994
"MLLT10","Mllt10",27.13626,27.660027,24.036489,328,375,380,26.277592,18.75253,21.63685,59.99572,33.4617,0.791533557543592
"MLLT11","Mllt11",119.316378,131.370674,128.444641,2732,5313,5135,126.377231,29.85165,23.15668,55.14537,36.0512333333333,3.43786750238633
"MLLT3","Mllt3",14.311621,10.027109,8.395934,463,509,379,10.9115546666667,24.11987,19.89596,24.20803,22.7412866666667,0.501723214664299
"MLPH","Mlph",0.693297,0.185633,0.255005,34,20,32,0.377978333333333,2.7665,2.10013,3.51759,2.79474,0.363128523517641
"MLST8","Mlst8",12.770086,10.039619,11.885965,405,700,736,11.5652233333333,72.2105,63.16966,84.50963,73.2965966666667,0.169122461822948
"MLX","Mlx",24.327396,28.871923,29.482378,258,514,527,27.5605656666667,20.27659,22.07898,12.97795,18.4445066666667,1.46882439119052
"MLXIP","Mlxip",7.170974,0.9389,1.132966,409,177,222,3.08094666666667,19.87901,17.29843,21.19295,19.4567966666667,0.199490992317305
"MLXIPL","Mlxipl",1.65294,0.562701,0.690255,33,24,29,0.968632,24.21926,7.93075,37.40447,23.1848266666667,0.0813994669936302
"MLYCD","Mlycd",9.179508,11.26669,11.764131,238,561,603,10.7367763333333,7.38837,9.34005,4.80665,7.17835666666667,1.43510203965181
"MMAA","Mmaa",6.443265,5.88151,6.089919,241,347,335,6.13823133333333,1.95477,1.7409,1.3109,1.66885666666667,2.67464020173433
"MMAB","Mmab",8.218923,5.333096,6.061005,285,422,463,6.53767466666667,35.53373,28.0754,27.50714,30.37209,0.240266895405013
"MMACHC","Mmachc",5.696779,7.605433,6.144774,150,279,266,6.48232866666667,7.22271,8.26235,12.82501,9.43669,0.716925449224483
"MMADHC","Mmadhc",26.530134,28.188022,29.133017,352,748,809,27.950391,37.40567,32.88359,22.24168,30.8436466666667,0.909141823580926
"MMD","Mmd",76.721887,65.126807,52.461454,2969,4425,3520,64.7700493333333,117.56778,91.85299,33.07848,80.8330833333333,0.803709779154111
"MMD2","Mmd2",35.445257,45.055461,46.576856,1755,3926,4166,42.3591913333333,26.50535,32.77306,16.95436,25.4109233333333,1.64171433107791
"MME","Mme",1.885022,1.771018,1.087708,169,237,158,1.58124933333333,14.14723,9.00845,3.40835,8.85467666666667,0.261931407862866
"MMEL1","Mmel1",0.360903,0.536608,0.583937,11,34,39,0.493816,39.55923,50.78995,51.25636,47.2018466666667,0.0309908458555599
"MMGT1","Mmgt1",11.678169,9.470752,8.375702,748,1050,912,9.841541,10.70153,10.50064,6.42343,9.20853333333333,1.06200769944099
"MMP1","Mmp1b",0,0,0,0,0,0,0,0.18222,0,0,0.06074,0.942738088504252
"MMP10","Mmp10",0,0,0,0,0,0,0,0,0,0,0,1
"MMP11","Mmp11",0.884723,0.408614,2.181034,11,22,34,1.15812366666667,1.65658,1.9896,2.16299,1.93639,0.734958117507098
"MMP12","Mmp12",0.017887,0,0.018483,1,0,2,0.0121233333333333,0,0,0,0,1.01212333333333
"MMP13","Mmp13",0,0.014872,0,0,1,0,0.00495733333333333,0,0,0,0,1.00495733333333
"MMP14","Mmp14",4.434283,2.876433,4.642246,129,171,224,3.98432066666667,5.73178,5.41612,3.67053,4.93947666666667,0.839185158288357
"MMP15","Mmp15",4.283282,2.977355,3.163924,312,412,356,3.47485366666667,5.53299,6.30039,7.82173,6.55170333333333,0.592562163679629
"MMP16","Mmp16",6.586217,2.237502,2.078241,338,223,198,3.63398666666667,1.45779,2.65279,3.25541,2.45533,1.34111261924814
"MMP17","Mmp17",29.65308,26.778493,20.340793,1966,2864,2440,25.5907886666667,139.50095,93.20702,170.37385,134.360606666667,0.19644407129578
"MMP19","Mmp19",1.240916,0.158649,0.275543,10,12,17,0.558369333333333,9.04495,8.09655,9.74439,8.96196333333333,0.156431948320763
"MMP2","Mmp2",0.797561,0.903566,1.503273,36,41,48,1.06813333333333,10.10516,9.28478,10.59648,9.99547333333333,0.188089522900636
"MMP20","Mmp20",0,0,0,0,0,0,0,0,0,0,0,1
"MMP21","Mmp21",0,0,0,0,0,0,0,0.24849,0.30397,0,0.184153333333333,0.844485229953328
"MMP23B","Mmp23",0.98538,0.676691,1.019255,12,14,17,0.893775333333333,1.39153,2.04486,1.57309,1.66982666666667,0.709325199638429
"MMP24","Mmp24",8.657771,5.845582,5.30883,494,680,629,6.604061,18.1396,16.46943,15.27203,16.62702,0.431386643913719
"MMP25","Mmp25",0.041731,0.057788,0.055971,2,7,5,0.05183,1.07678,1.3264,3.23356,1.87891333333333,0.365356604459553
"MMP3","Mmp3",0,0,0,0,0,0,0,0.28162,1.68563,0.30588,0.75771,0.568922063366539
"MMP7","Mmp7",0,0,0,0,0,0,0,0.0994,0,0.721,0.273466666666667,0.785258088158308
"MMP8","Mmp8",0,0,0.016583,0,0,1,0.00552766666666667,0.31475,0,0.30588,0.206876666666667,0.833165222627001
"MMP9","Mmp9",0.918149,1.272584,0.792169,20,36,30,0.994300666666666,2.18669,0.63557,2.73105,1.85110333333333,0.699483825559929
"MMRN1","Mmrn1",0.015045,0.008724,0.035391,1,1,4,0.01972,1.17617,1.7409,0.34957,1.08888,0.488165907088966
"MMRN2","Mmrn2",1.439177,1.546873,1.523296,86,88,102,1.50311533333333,10.12173,12.65604,8.215,10.3309233333333,0.220910093528712
"MMS19","Mms19",73.098393,56.30588,27.249638,393,453,443,52.2179703333333,57.71539,48.93852,56.63106,54.4283233333333,0.960122318932372
"MMS22L","Mms22l",1.372401,0.64746,1.041775,11,14,23,1.02054533333333,2.43518,1.4093,1.74787,1.86411666666667,0.705468934575524
"MN1","Mn1",4.045635,1.393721,1.725743,383,260,296,2.38836633333333,41.21581,35.12189,6.16125,27.49965,0.118891506854763
"MNAT1","Mnat1",6.695295,7.207303,6.73901,141,235,233,6.880536,175.8961,148.39067,340.57292,221.619896666667,0.0353990641357618
"MND1","Mnd1",0.394385,0.384874,0.39235,4,7,7,0.390536333333333,1.55719,3.28836,1.3983,2.08128333333333,0.451284800164434
"MNS1","Mns1",0.372699,0.547274,0.636465,30,58,34,0.518812666666667,5.76491,4.89109,12.78132,7.81244,0.172348710081052
"MNT","Mnt",8.694513,2.951248,4.397948,474,330,411,5.347903,16.93029,15.64043,24.44836,19.00636,0.317294250428364
"MNX1","Mnx1",0,0,0,0,0,0,0,0.16566,0,0,0.05522,0.94766968025625
"MOAP1","Moap1",11.60978,15.704095,14.831625,193,464,444,14.0485,91.52627,68.64105,85.62389,81.9304033333333,0.181459385160754
"MOB1A","Mob1a",6.941249,5.242128,5.096932,434,595,572,5.760103,18.98445,14.4522,14.81322,16.08329,0.395714350104693
"MOB1B","Mob1b",5.15373,2.580016,1.966919,516,467,308,3.233555,7.20614,5.69245,7.5814,6.82666333333333,0.540914412655201
"MOB2","Mob2",15.036704,18.784471,19.900533,288,621,669,17.907236,48.02437,42.8592,67.29308,52.72555,0.35192261410074
"MOB3A","Mob3a",5.17835,3.909082,4.780918,139,277,305,4.62278333333333,12.78883,14.7838,13.28383,13.61882,0.38462634695094
"MOB3B","Mob3b",1.162903,0.438654,0.663523,108,71,107,0.755026666666667,19.74648,16.46943,8.43348,14.88313,0.110496272879884
"MOB3C","Mob3c",2.242629,0.740545,0.974118,38,55,63,1.31909733333333,15.65472,11.57834,8.69566,11.97624,0.178718745440384
"MOB4","Mob4",37.20524,42.996084,37.804867,813,1354,1226,39.335397,11.82801,15.1983,15.64346,14.2232566666667,2.6495905497225
"MOBP","Mobp",444.241835,514.381323,581.037306,12629,23446,27006,513.220154666667,424.49969,670.63186,198.07763,431.069726666667,1.19013233959661
"MOCOS","Mocos",0.381539,0.379231,0.500325,16,29,39,0.420365,0.33132,0.3316,0.52436,0.39576,1.01762838883476
"MOCS1","Mocs1",4.231639,3.2802,2.912194,78,83,92,3.47467766666667,32.17086,63.77759,41.46827,45.8055733333333,0.0956013856469514
"MOCS2","Mocs2",28.94867,34.129942,41.056155,435,793,844,34.711589,81.22232,65.51849,63.70995,70.1502533333333,0.50191794585318
"MOCS3","Mocs3",4.310901,4.181612,3.609537,84,164,151,4.03401666666667,4.73783,6.02405,5.37471,5.37886333333333,0.789171425003096
"MOG","Mog",48.716359,84.870211,95.107967,867,2578,3047,76.2315123333333,140.47834,78.64429,99.36654,106.163056666667,0.720691577262152
"MOGAT1","Mogat1",0.22878,1.305274,1.86827,2,7,12,1.134108,0,0,0.39327,0.13109,1.88677116763476
"MOGAT2","Mogat2",0,0,0,0,0,0,0,0,0.1658,0.10924,0.09168,0.916019346328594
"MOGS","Mogs",8.411245,8.590743,7.39253,270,430,428,8.131506,26.7704,25.89238,30.45667,27.7064833333333,0.318099082146948
"MOK","Mok",2.220507,3.665728,3.070813,50,134,112,2.98568266666667,33.24764,47.63976,53.41935,44.7689166666667,0.0870827399235653
"MON1A","Mon1a",6.425212,7.048098,7.668931,190,403,438,7.04741366666667,23.70572,21.85792,30.71886,25.4275,0.304509078295967
"MON1B","Mon1b",6.470584,3.639919,3.862087,476,501,526,4.65753,21.93317,22.99088,14.00483,19.64296,0.274065831644299
"MON2","Mon2",42.192877,18.912056,16.448304,1384,936,949,25.851079,8.86273,20.89075,10.59648,13.4499866666667,1.85820787377889
"MORC1","Morc1",0.016583,0.012786,0,1,1,0,0.00978966666666667,0.03313,0,0.06555,0.0328933333333333,0.977632088502201
"MORC2","Morc2a",8.366725,4.488401,4.724979,590,539,524,5.860035,16.86403,14.64563,16.03673,15.8487966666667,0.407152815463181
"MORC3","Morc3",75.618113,60.271804,42.826986,301,500,457,59.572301,12.77226,12.7113,16.10227,13.8619433333333,4.07566491416668
"MORC4","Morc4",2.848807,0.724512,1.317024,42,55,59,1.63011433333333,3.85984,5.77535,3.4302,4.35513,0.49113921292916
"MORF4L1","Morf4l1",211.249635,224.504525,254.325517,4079,7734,7728,230.026559,359.67755,377.47048,356.95922,364.702416666667,0.631733749822545
"MORF4L2","Morf4l2",227.254407,222.447858,201.142444,2794,5002,4626,216.948236333333,195.01309,143.58248,260.82624,199.80727,1.08536028766953
"MORN2","Morn2",13.537394,13.930499,15.736173,86,156,178,14.4013553333333,50.45955,52.14398,35.80953,46.1376866666667,0.326731250989124
"MORN3","Morn3",2.395529,1.920364,2.490392,5,6,9,2.26876166666667,1.92164,2.90149,5.22177,3.3483,0.751733244409693
"MORN4","Morn4",21.499133,21.460909,19.52233,539,970,898,20.8274573333333,30.08357,35.31532,28.92729,31.44206,0.672813543077515
"MORN5","Morn5",0.529543,0.884087,1.233989,4,12,17,0.882539666666667,9.87324,20.11702,6.92594,12.3054,0.141486890034623
"MOS","Mos",0,0.056934,0.0561,0,2,2,0.037678,0.23192,0.13817,0,0.123363333333333,0.923724292229585
"MOSPD1","Mospd1",5.940239,7.315111,6.199894,143,301,245,6.48508133333333,3.46226,4.00682,3.21172,3.56026666666667,1.64136921817438
"MOSPD2","Mospd2",5.985129,6.972026,4.927833,156,291,272,5.96166266666667,6.27845,6.43855,5.24362,5.98687333333333,0.99639170978721
"MOSPD3","Mospd3",6.651352,11.994979,11.194494,82,160,187,9.94694166666667,31.95551,38.79711,61.10999,43.9542033333333,0.243513194650467
"MOV10","Mov10",1.347239,0.761341,1.390345,66,51,56,1.16630833333333,43.86635,50.12675,34.45493,42.81601,0.0494410224329722
"MOV10L1","Mov10l1",0.122605,0,0,2,0,0,0.0408683333333333,1.82224,1.79616,3.58314,2.40051333333333,0.306091531278611
"MOXD1","Moxd1",3.259548,1.911852,1.005538,146,152,81,2.05897933333333,8.87929,17.29843,7.38476,11.1874933333333,0.250993313363864
"MOXD2P","Moxd2",0,0,0,0,0,0,0,0,0,0,0,1
"MPC1","Mpc1",102.755821,134.153288,186.556151,915,2122,2049,141.155086666667,132.24511,137.89002,138.75921,136.298113333333,1.0353753829198
"MPC2","Mpc2",96.73275,105.101854,114.886295,526,1045,1183,105.573633,69.39431,76.68233,69.45608,71.84424,1.46303445543532
"MPDU1","Mpdu1",32.596107,39.481243,44.010204,306,763,822,38.6958513333333,70.20604,47.80556,49.37739,55.79633,0.698915780884669
"MPDZ","Mpdz",27.017812,6.771163,4.356731,1199,484,440,12.7152353333333,31.04439,34.84555,25.40969,30.43321,0.436329453254482
"MPEG1","Mpeg1",5.628266,5.108715,4.260964,370,585,495,4.999315,2.41861,1.21586,0.54621,1.39356,2.50644019786427
"MPG","Mpg",5.965346,6.561565,8.161848,132,262,335,6.896253,38.44932,40.86961,37.38262,38.9005166666667,0.197898515098593
"MPHOSPH10","Mphosph10",7.681805,6.621681,7.649104,208,308,325,7.31753,23.70572,17.96163,30.1071,23.9248166666667,0.333704761452609
"MPHOSPH6","Mphosph6",7.477867,6.977212,6.16916,99,158,142,6.87474633333333,37.65416,31.1427,37.90698,35.5679466666667,0.215345597747536
"MPHOSPH8","Mphosph8",20.742887,15.557817,10.515454,739,879,722,15.605386,74.31436,78.89299,110.09411,87.7671533333333,0.187066785138917
"MPHOSPH9","Mphosph9",8.867698,2.137758,4.611632,311,165,180,5.205696,23.98734,25.69894,16.77957,22.1552833333333,0.268003457814163
"MPI","Mpi",17.937449,20.786522,19.206797,422,900,820,19.310256,61.32674,56.84164,45.94719,54.70519,0.364602580118657
"MPL","Mpl",0.204327,0.055754,0.03774,6,4,3,0.0992736666666667,0.31475,0.22107,0.32773,0.28785,0.853572750449716
"MPLKIP","Mplkip",5.468076,4.984802,6.9037,110,169,198,5.785526,17.54323,18.92879,18.13418,18.2020666666667,0.35337477563179
"MPND","Mpnd",84.656261,115.104023,120.92115,489,1211,1328,106.893811333333,20.82326,21.27762,31.61464,24.57184,4.2192431726983
"MPO","Mpo",0.140763,0,0.087413,2,0,5,0.0760586666666667,2.13699,0.96716,3.18987,2.09800666666667,0.347339041663349
"MPP1","Mpp1",58.552512,76.745294,73.917673,390,887,830,69.738493,47.61023,32.44146,46.62449,42.2253933333333,1.63650316503771
"MPP2","Mpp2",41.767625,19.081394,15.467577,1794,1516,1415,25.4388653333333,25.62736,24.01331,34.30199,27.9808866666667,0.912286281556143
"MPP3","Mpp3",14.262819,10.191021,11.491026,506,740,728,11.981622,16.74807,4.36606,4.47892,8.53101666666667,1.36203958654288
"MPP4","Mpp4",0.52952,0.211994,0.096781,9,17,8,0.279431666666667,2.31922,2.92913,3.62684,2.95839666666667,0.323219670590534
"MPP5","Mpp5",14.725294,10.591089,11.837733,857,1150,980,12.3847053333333,12.24216,12.46261,6.9041,10.53629,1.16022615011701
"MPP6","Mpp6",26.812569,25.016682,26.452194,531,771,838,26.093815,6.0631,5.36085,7.95282,6.45892333333333,3.63240293393551
"MPP7","Mpp7",2.842498,1.663334,2.183404,125,179,160,2.22974533333333,4.30712,4.72529,5.72428,4.91889666666667,0.545666788123237
"MPPE1","Mppe1",7.454303,7.566455,8.192868,96,217,222,7.73787533333333,250.16077,193.37763,34.9356,159.491333333333,0.0544445307534779
"MPPED1","Mpped1",54.79119,39.107335,38.495668,2188,3364,2886,44.1313976666667,5.51643,3.45416,45.48838,18.15299,2.35636303609341
"MPPED2","Mpped2",14.89934,12.899183,11.960951,351,563,489,13.253158,69.85815,62.53409,49.15891,60.51705,0.231694432681671
"MPRIP","Mprip",74.436289,52.072907,56.281393,5052,4611,4621,60.9301963333333,371.02515,601.65921,666.39816,546.36084,0.113143271874059
"MPST","Mpst",10.666208,15.907856,19.767895,175,464,564,15.4473196666667,30.82903,46.1752,39.41452,38.80625,0.413184353378343
"MPV17","Mpv17",24.68675,34.374187,33.897921,460,996,1049,30.986286,123.58118,108.29479,111.77643,114.5508,0.276815790111362
"MPV17L","Mpv17l",22.18814,21.198827,18.099669,697,1255,1013,20.4955453333333,6.27845,5.91352,7.5814,6.59112333333333,2.83166856727836
"MPV17L2","Mpv17l2",12.591903,19.516146,27.589273,93,311,350,19.8991073333333,8.76333,8.42815,12.23511,9.80886333333333,1.93351573508038
"MPZ","Mpz",0.071602,0.117513,0.097646,2,6,5,0.095587,4.22429,3.97919,4.63186,4.27844666666667,0.20755859994165
"MPZL1","Mpzl1",14.968256,15.486871,17.040971,214,473,524,15.8320326666667,26.48878,30.92163,28.40292,28.6044433333333,0.568564403564195
"MPZL2","Mpzl2",0.902418,0.637494,0.633406,38,52,51,0.724439333333333,2.74993,0.85663,0.83024,1.47893333333333,0.695637639845095
"MPZL3","Mpzl3",1.39233,1.076833,1.255835,53,96,90,1.241666,1.83881,0.88426,0.61176,1.11161,1.06159091877762
"MR1","Mr1",2.080897,2.10586,2.198713,82,145,148,2.12849,4.0255,3.50943,1.85711,3.13068,0.757378930345609
"MRAP","Mrap",0.316701,0.354674,0.490854,3,7,10,0.387409666666667,0,0,0,0,1.38740966666667
"MRAP2","Mrap2",3.478241,3.220581,4.69545,99,158,238,3.79809066666667,7.10675,5.52665,11.6889,8.10743333333333,0.526832367699645
"MRAS","Mras",100.584264,73.457849,56.502942,2478,3344,2760,76.8483516666667,116.4413,96.60592,88.9667,100.671306666667,0.765686546371392
"MRC1","Mrc1",0.901844,0.519043,0.368023,74,55,40,0.596303333333333,0.01657,0,0.06555,0.0273733333333333,1.55377143005464
"MRC2","Mrc2",1.87713,0.555873,0.814367,123,91,118,1.08245666666667,33.09855,53.52565,7.77803,31.46741,0.0641399072690635
