"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"ST3GAL6","St3gal6",12.73736,12.50345,16.473387,182,368,354,13.9047323333333,13.9201,13.9201,0.998970002435194
"ST6GAL1","St6gal1",8.827623,8.981595,9.277022,358,524,516,9.02874666666667,48.04613,48.04613,0.20447579995948
"ST6GAL2","St6gal2",4.903201,2.903425,2.062579,447,431,319,3.289735,2.67614,2.67614,1.16691284880336
"ST6GALNAC1","St6galnac1",0,0,0,0,0,0,0,6.26508,6.26508,0.137644733437209
"ST6GALNAC2","St6galnac2",2.732437,2.512661,1.108824,78,96,74,2.117974,9.60508,9.60508,0.294007588815926
"ST6GALNAC3","St6galnac3",7.56373,5.483672,8.315876,192,199,271,7.12109266666667,29.83175,29.83175,0.263400315151319
"ST6GALNAC4","St6galnac4",15.608067,12.571287,12.655269,341,463,481,13.611541,18.15214,18.15214,0.762919496202513
"ST6GALNAC5","St6galnac5",13.779077,8.181951,8.345769,1135,1068,1016,10.1022656666667,22.32195,22.32195,0.476043626998028
"ST6GALNAC6","St6galnac6",45.53048,56.466888,59.338354,1271,2892,2777,53.778574,160.90061,160.90061,0.338346927784892
"ST7","St7",11.423206,9.697376,9.080007,210,314,299,10.066863,22.88207,22.88207,0.463396305261646
"ST7L","St7l",16.686194,18.639457,19.107014,314,498,478,18.1442216666667,14.77066,14.77066,1.21391379096795
"ST8SIA1","St8sia1",6.90004,2.27652,2.428606,954,551,602,3.86838866666667,26.42952,26.42952,0.1774871987066
"ST8SIA2","St8sia2",0.826296,0.424759,0.488604,68,62,69,0.579886333333333,1.36919,1.36919,0.666846615650637
"ST8SIA3","St8sia3",44.000569,25.706357,17.982602,2325,1877,1536,29.2298426666667,29.60355,29.60355,0.987788758711544
"ST8SIA4","St8sia4",3.34824,2.788678,3.4654,275,388,361,3.20077266666667,1.18248,1.18248,1.92477029190035
"ST8SIA5","St8sia5",18.705129,13.273709,12.571514,746,821,772,14.8501173333333,8.3811,8.3811,1.68957982894685
"ST8SIA6","St8sia6",0.777268,0.522732,0.755823,83,104,89,0.685274333333333,4.06608,4.06608,0.332658452557665
"STAB1","Stab1",58.866959,17.017149,21.555831,221,110,146,32.4799796666667,32.83982,32.83982,0.989366363847877
"STAB2","Stab2",0.321456,0.273813,0.132431,14,11,16,0.242566666666667,0.08298,0.08298,1.14735883088023
"STAC","Stac",0.846873,0.622777,0.680301,30,36,42,0.716650333333333,13.23551,13.23551,0.120589310346685
"STAC2","Stac2",23.682595,19.307143,22.923783,905,1460,1630,21.9711736666667,34.58243,34.58243,0.64557630456005
"STAC3","Stac3",0.59737,0.302398,0.247541,10,9,7,0.382436333333333,8.87899,8.87899,0.139937011104711
"STAG1","Stag1",8.579161,5.383131,4.899427,521,575,517,6.28723966666667,11.43066,11.43066,0.586231114572088
"STAG2","Stag2",34.488771,22.452175,19.870724,1236,1331,1162,25.60389,99.97164,99.97164,0.263478834254846
"STAG3","Stag3",0.583522,0.844929,0.367554,9,14,7,0.598668333333333,28.33809,28.33809,0.0544912205713914
"STAM","Stam",51.400784,40.316518,37.669181,937,1520,1287,43.1288276666667,20.84903,20.84903,2.01971564260137
"STAM2","Stam2",6.472361,4.084349,4.457804,377,455,441,5.004838,7.07415,7.07415,0.743711474272834
"STAMBP","Stambp",13.507981,13.518225,11.072662,363,646,596,12.6996226666667,35.91013,35.91013,0.371161593488472
"STAMBPL1","Stambpl1",8.716747,6.855385,10.637445,179,290,286,8.73652566666667,4.25279,4.25279,1.85359126610176
"STAP1","Stap1",0.532108,0.129702,0.131745,24,11,10,0.264518333333333,0,0,1.26451833333333
"STAP2","Stap2",0.542917,0.669221,0.746633,11,25,28,0.652923666666667,3.46447,3.46447,0.370239617841909
"STAR","Star",1.890946,0.745598,0.526096,105,80,57,1.05421333333333,4.04533,4.04533,0.407151431786094
"STARD10","Stard10",54.780716,68.391811,64.862998,374,924,889,62.6785083333333,113.68429,113.68429,0.555250491007385
"STARD13","Stard13",10.125183,8.30277,4.97524,291,193,193,7.80106433333333,21.45065,21.45065,0.392018241491152
"STARD3","Stard3",14.095641,14.25801,12.505262,309,624,551,13.6196376666667,61.26089,61.26089,0.234812539086201
"STARD3NL","Stard3nl",27.356834,28.570136,29.907159,370,768,792,28.6113763333333,28.98119,28.98119,0.987665143822955
"STARD4","Stard4",10.250538,5.451317,5.553516,522,649,554,7.08512366666667,10.35191,10.35191,0.712225842758326
"STARD5","Stard5",3.459021,3.196921,3.153465,79,120,135,3.26980233333333,3.38149,3.38149,0.974509204250913
"STARD6","Stard6",1.345893,2.924843,1.723062,14,46,34,1.99793266666667,1.53515,1.53515,1.18254646339138
"STARD7","Stard7",59.275849,55.8933,50.224623,1365,2199,2055,55.1312573333333,57.77568,57.77568,0.955008216550337
"STARD8","Stard8",7.159257,3.560638,2.721962,352,323,261,4.480619,6.16136,6.16136,0.76530421595898
"STARD9","Stard9",2.645189,0.629028,0.630736,294,117,145,1.301651,21.90704,21.90704,0.100477888020451
"STAT1","Stat1",8.797641,8.314209,8.559288,310,529,564,8.557046,46.92589,46.92589,0.19941301037915
"STAT2","Stat2",5.149993,2.559977,3.412992,250,298,306,3.707654,97.39922,97.39922,0.0478423914335906
"STAT3","Stat3",24.45787,12.729124,12.381336,659,625,697,16.5227766666667,37.90168,37.90168,0.450437530375723
"STAT4","Stat4",0.527102,0.203348,0.259846,13,9,18,0.330098666666667,8.50558,8.50558,0.139928196561037
"STAT5A","Stat5a",0.356792,0.394983,0.779235,20,38,53,0.510336666666667,5.37303,5.37303,0.236988789738424
"STAT5B","Stat5b",5.368821,4.77379,4.394739,404,593,616,4.84578333333333,22.90282,22.90282,0.244564588334487
"STAT6","Stat6",5.889753,2.994301,2.555717,151,213,233,3.813257,23.98158,23.98158,0.1926722409071
"STAU1","Stau1",30.812942,18.393043,16.938277,835,1184,1077,22.0480873333333,34.31274,34.31274,0.65268476287406
"STAU2","Stau2",86.89957,67.339559,59.341235,1981,3296,3001,71.1934546666667,125.63358,125.63358,0.570097241716349
"STBD1","Stbd1",0.54605,0.731018,0.591354,15,36,29,0.622807333333333,1.5559,1.5559,0.634925988236368
"STC1","Stc1",0.837158,0.427244,0.434696,53,47,47,0.566366,0.76758,0.76758,0.886164134013736
"STC2","Stc2",0.675015,0.319288,0.324961,40,34,35,0.439754666666667,1.14099,1.14099,0.672471457908102
"STEAP1","Steap1",0.760862,1.197323,1.551247,12,33,32,1.16981066666667,1.95006,1.95006,0.735514079939617
"STEAP2","Steap2",3.524016,2.478913,2.986088,329,353,349,2.996339,3.44372,3.44372,0.899322864626934
"STEAP3","Steap3",1.691224,2.05258,1.685245,71,144,128,1.809683,3.25701,3.25701,0.660013248735615
"STEAP4","Steap4",0.08623,0.186294,0.136394,4,15,11,0.136306,2.71764,2.71764,0.305652510732615
"STIL","Stil",0.148689,0.035672,0.096905,12,5,7,0.0937553333333333,0.82981,0.82981,0.597742570722279
"STIM1","Stim1",22.310666,18.502734,17.577495,1112,1620,1493,19.4636316666667,107.8756,107.8756,0.187954249314508
"STIM2","Stim2",42.058503,26.814678,24.255953,1008,1053,860,31.0430446666667,28.71151,28.71151,1.07847243935655
"STIP1","Stip1",72.785972,71.270082,68.930455,2185,3795,3728,70.995503,82.08918,82.08918,0.8664846975262
"STK10","Stk10",1.365617,0.983241,0.816441,81,71,74,1.05509966666667,24.39648,24.39648,0.0809206498958386
"STK11","Stk11",42.839901,32.826222,29.94219,610,837,783,35.202771,56.07457,56.07457,0.634306504630696
"STK11IP","Stk11ip",14.524884,9.743161,7.068373,355,406,362,10.4454726666667,28.15138,28.15138,0.39262198450525
"STK16","Stk16",28.26987,38.089304,35.948307,355,791,834,34.1024936666667,24.0853,24.0853,1.39932524891736
"STK17B","Stk17b",2.577354,2.22319,2.410313,107,169,144,2.403619,1.57664,1.57664,1.32095248075012
"STK19","Stk19",25.795247,28.236427,32.311202,173,360,341,28.7809586666667,32.03075,32.03075,0.901613153399988
"STK24","Stk24",31.181306,19.013059,17.360102,621,794,647,22.5181556666667,23.60816,23.60816,0.955705573544168
"STK25","Stk25",127.244837,143.376016,147.597758,2180,4474,4456,139.406203666667,302.86074,302.86074,0.462074184597413
"STK3","Stk3",8.204291,5.795888,4.503946,221,278,230,6.16804166666667,26.9689,26.9689,0.256286148781921
"STK31","Stk31",0,0.03529,0.071041,0,1,3,0.0354436666666667,1.12025,1.12025,0.488359234367016
"STK32A","Stk32a",1.249331,1.026408,2.366482,79,124,121,1.547407,3.96235,3.96235,0.513346902173365
"STK32B","Stk32b",1.085076,0.769445,0.629559,56,71,59,0.828026666666667,16.07761,16.07761,0.107042300805948
"STK32C","Stk32c",45.648983,50.992056,38.175908,1240,2530,1953,44.9389823333333,57.73419,57.73419,0.782150606543367
"STK33","Stk33",0.470848,1.178849,0.722417,11,34,27,0.790704666666667,4.2113,4.2113,0.343619570292761
"STK35","Stk35",5.9774,2.500021,2.278296,402,308,291,3.585239,7.55129,7.55129,0.536204362148869
"STK36","Stk36",1.990901,1.06047,0.955291,59,40,46,1.335554,20.86978,20.86978,0.106793666877307
"STK38","Stk38",16.294829,8.274912,8.850399,290,333,356,11.1400466666667,5.24856,5.24856,1.94285510048182
"STK38L","Stk38l",7.121107,5.112917,5.25531,444,500,515,5.829778,13.77488,13.77488,0.462256072468947
"STK39","Stk39",37.047711,27.581277,34.150406,1065,1640,1639,32.9264646666667,121.13185,121.13185,0.277785562624874
"STK4","Stk4",10.527089,6.388007,7.136372,707,665,587,8.017156,9.58433,9.58433,0.851934510734265
"STK40","Stk40",11.041724,6.167144,6.186768,445,487,415,7.79854533333333,14.43873,14.43873,0.569900848925613
"STMN1","Stmn1",344.121672,434.294549,415.094725,4487,9857,9618,397.836982,666.62971,666.62971,0.597392500702223
"STMN2","Stmn2",377.688198,387.979417,346.119176,3581,6552,6169,370.595597,179.46766,179.46766,2.0590702899345
"STMN3","Stmn3",206.568514,297.866292,324.090042,2908,7806,8650,276.174949333333,212.28673,212.28673,1.29954146389385
"STMN4","Stmn4",175.258506,188.276386,187.567188,2046,4186,4108,183.700693333333,207.86798,207.86798,0.884293960871041
"STOM","Stom",5.243909,5.879003,5.951534,146,301,309,5.691482,38.10913,38.10913,0.171097695090635
"STOML1","Stoml1",22.759771,37.097237,33.939603,512,1207,1164,31.265537,28.58703,28.58703,1.09052976929418
"STOML2","Stoml2",41.689681,55.012446,62.777913,359,792,895,53.1600133333333,54.89208,54.89208,0.969010516934301
"STOML3","Stoml3",0.283359,0.525382,0.226391,7,19,10,0.345044,0,0,1.345044
"STON1","Ston1",4.157077,2.26045,3.202757,75,74,68,3.20676133333333,2.34422,2.34422,1.25792003317166
"STON2","Ston2",3.26022,1.000244,0.997727,422,274,275,1.75273033333333,10.76681,10.76681,0.233940238121745
"STOX1","Stox1",1.300542,0.562007,0.91215,46,48,42,0.924899666666667,7.26086,7.26086,0.233014439981632
"STOX2","Stox2",14.646618,5.383045,5.54567,2255,1483,1545,8.525111,15.14407,15.14407,0.590006795064689
"STPG1","Stpg1",1.221387,1.037864,0.540426,32,50,34,0.933225666666667,11.07799,11.07799,0.160061870118014
"STPG2","Stpg2",0.03447,0,0.039018,1,0,2,0.024496,0.76758,0.76758,0.579603752022539
"STRA6","Stra6",1.669962,1.663447,1.176812,57,93,89,1.503407,1.01652,1.01652,1.24144913018467
"STRA8","Stra8",0.252684,0,0,1,0,0,0.084228,0.29043,0.29043,0.84020675278783
"STRADA","Strada",7.495032,8.104854,7.246196,205,369,348,7.61536066666667,43.91782,43.91782,0.191802733673777
"STRADB","Stradb",19.604751,24.070654,17.792775,394,632,563,20.4893933333333,32.21746,32.21746,0.646930660361549
"STRAP","Strap",83.572355,95.346162,83.099832,1493,2839,2429,87.3394496666667,87.75265,87.75265,0.995344360609702
"STRBP","Strbp",24.681825,17.350839,16.168885,2646,1432,1368,19.4005163333333,8.98272,8.98272,2.04358294466171
"STRC","Strc",0.180027,0.061583,0.0364,12,10,6,0.09267,3.44372,3.44372,0.245890830205323
"STRN","Strn",13.907423,4.627183,4.396783,1587,747,717,7.64379633333333,12.1775,12.1775,0.655951154113704
"STRN3","Strn3",21.598739,18.219363,16.970096,852,1244,1174,18.9293993333333,11.88706,11.88706,1.54646593818399
"STRN4","Strn4",189.832755,178.387198,140.33668,2173,3422,3107,169.518877666667,50.95048,50.95048,3.28233497874643
"STT3A","Stt3a",43.655358,17.083629,23.834414,669,605,637,28.1911336666667,43.04651,43.04651,0.662734315764556
"STT3B","Stt3b",21.82215,13.260517,11.392638,1309,1420,1245,15.4917683333333,23.40071,23.40071,0.67587247802762
"STUB1","Stub1",57.262904,69.332413,70.560372,991,2260,2336,65.718563,127.83259,127.83259,0.517870229885156
"STX11","Stx11",0.116061,0.018638,0.090205,7,2,10,0.074968,0.91279,0.91279,0.561989554525065
"STX12","Stx12",43.637652,39.531083,31.926744,1834,2892,2322,38.3651596666667,46.78067,46.78067,0.823872073511457
"STX16","Stx16",50.655383,26.156627,13.871548,1007,765,742,30.2278526666667,80.47105,80.47105,0.383299990201018
"STX17","Stx17",3.795485,3.598551,4.815725,334,441,490,4.06992033333333,14.35575,14.35575,0.33016429242032
"STX18","Stx18",18.31327,18.387132,24.344239,245,491,561,20.3482136666667,47.67272,47.67272,0.438607369110801
"STX19","Stx19",0.052915,0.014043,0.01443,2,1,1,0.0271293333333333,0,0,1.02712933333333
"STX1A","Stx1a",91.665956,101.903196,77.130811,1928,3684,3220,90.233321,70.47181,70.47181,1.27649378125446
"STX1B","Stx1b",107.882535,35.37242,37.57725,6835,4124,4471,60.2774016666667,77.25553,77.25553,0.78304244654233
"STX2","Stx2",10.164274,7.320849,6.907271,140,185,189,8.130798,10.76681,10.76681,0.775979046147597
"STX3","Stx3",40.927111,22.838074,36.335534,297,424,436,33.3669063333333,7.84173,7.84173,3.88689841618477
"STX6","Stx6",29.730856,34.864172,36.538422,828,1481,1373,33.71115,13.5052,13.5052,2.39301422937981
"STX7","Stx7",57.761968,60.850792,60.561843,1319,2205,1965,59.7248676666667,39.02192,39.02192,1.51729021662795
"STX8","Stx8",19.906197,31.006218,30.046743,218,535,544,26.986386,596.13716,596.13716,0.0468676007368223
"STXBP1","Stxbp1",208.665127,114.715538,118.638649,11527,11311,11951,147.339771333333,102.77225,102.77225,1.42947436654147
"STXBP2","Stxbp2",58.855023,50.345254,51.082267,212,309,284,53.4275146666667,6.61775,6.61775,7.1448281535449
"STXBP3","Stxbp3",10.09937,9.2321,8.721406,288,458,511,9.35095866666667,42.85981,42.85981,0.236000991948362
"STXBP4","Stxbp4",3.378442,2.062967,1.611972,302,312,255,2.351127,2.07453,2.07453,1.08996399449672
"STXBP5","Stxbp5",92.283334,33.578088,36.860163,1869,943,924,54.2405283333333,2.8836,2.8836,14.2240519964294
"STXBP5L","Stxbp5l",17.019607,3.214372,3.523895,827,338,349,7.91929133333333,8.33961,8.33961,0.954996122250644
"STXBP6","Stxbp6",30.916371,15.199341,17.285992,1067,1050,890,21.1339013333333,62.92052,62.92052,0.346272235165379
"STYK1","Styk1",0.705786,0.556317,0.105805,3,9,7,0.455969333333333,3.13254,3.13254,0.352318267538447
"STYX","Styx",9.703799,6.470059,3.571113,189,157,138,6.581657,6.34806,6.34806,1.03179029566988
"SUB1","Sub1",168.089661,173.413815,164.922531,2307,3833,3327,168.808669,136.00624,136.00624,1.2394228832205
"SUCLA2","Sucla2",71.585869,71.136317,68.729664,1805,3188,3053,70.48395,33.64889,33.64889,2.06309495051645
"SUCLG1","Suclg1",71.736613,111.135565,98.256601,992,2238,2344,93.709593,58.89593,58.89593,1.58123587028367
"SUCLG2","Suclg2",18.968758,20.177,22.333862,299,591,601,20.4932066666667,32.59088,32.59088,0.639852444076091
"SUCNR1","Sucnr1",0,0,0.027992,0,0,1,0.00933066666666667,0.37342,0.37342,0.734903137180663
"SUCO","Suco",86.374758,57.049035,43.909231,683,754,690,62.4443413333333,6.05763,6.05763,8.98946832482481
"SUDS3","Suds3",351.637429,412.426038,531.471682,1044,2190,2234,431.845049666667,11.36843,11.36843,34.9959574227826
"SUFU","Sufu",8.60879,2.901629,2.344172,207,210,201,4.618197,5.74645,5.74645,0.832763453371773
"SUGP1","Sugp1",11.203592,9.763878,9.585444,435,690,689,10.1843046666667,72.11069,72.11069,0.152977692683063
"SUGP2","Sugp2",27.252119,16.237831,17.374675,1146,1232,1146,20.2882083333333,43.02577,43.02577,0.483539716246492
"SUGT1","Sugt1",59.559349,58.998918,62.675861,1707,2155,2007,60.411376,20.39264,20.39264,2.87067776581104
"SULF1","Sulf1",6.999315,4.104673,3.725009,360,341,339,4.942999,8.58856,8.58856,0.619800992015485
"SULF2","Sulf2",26.198073,15.328608,13.898818,1310,1262,1311,18.4751663333333,127.08575,127.08575,0.152047876780464
"SULT1A1","Sult1a1",6.749934,6.825987,4.353318,100,197,124,5.976413,24.0853,24.0853,0.278107616811439
"SULT1B1","Sult1b1",0,0,0,0,0,0,0,0,0,1
"SULT1C2","Sult1c2",0.077914,0.201655,0.088847,2,9,4,0.122805333333333,0.33192,0.33192,0.842997577432078
"SULT1C4","Sult1c1",0,0.082386,0.027278,0,3,1,0.0365546666666667,5.539,5.539,0.158518835703726
"SULT1D1P","Sult1d1",0,0,0,0,0,0,0,0,0,1
"SULT1E1","Sult1e1",0,0,0,0,0,0,0,0.29043,0.29043,0.774935486620739
"SULT2A1","Sult2a2",0,0,0,0,0,0,0,0,0,1
"SULT2B1","Sult2b1",7.923761,7.508781,8.318833,102,184,145,7.917125,1.88782,1.88782,3.08783961604255
"SULT4A1","Sult4a1",122.386461,141.909452,138.753998,4063,8683,8621,134.349970333333,109.4315,109.4315,1.22564639920071
"SULT6B1","Sult6b1",0.034254,0.150784,0.123436,1,3,2,0.102824666666667,0,0,1.10282466666667
"SUMF1","Sumf1",11.431722,10.323199,7.116424,262,458,393,9.62378166666667,18.06916,18.06916,0.557118492197174
"SUMF2","Sumf2",16.390225,15.526043,18.34911,105,256,280,16.755126,86.48719,86.48719,0.202945436926252
"SUMO1","Sumo1",61.280726,53.232897,55.54451,751,1216,1270,56.6860443333333,49.45681,49.45681,1.14327569129585
"SUMO2","Sumo2",133.260789,139.798131,110.861307,1392,2533,1985,127.973409,200.08849,200.08849,0.641376386087538
"SUMO3","Sumo3",107.095567,145.055156,142.162545,1059,2551,2516,131.437756,55.28624,55.28624,2.35293307920373
"SUN1","Sun1",31.095338,25.001107,19.367994,982,1375,1259,25.154813,57.87941,57.87941,0.444209834983061
"SUN2","Sun2",124.909674,73.051987,83.639512,582,937,868,93.8670576666667,211.64363,211.64363,0.446131669529281
"SUN3","Sun3",0.201944,0,0,3,0,0,0.0673146666666667,0,0,1.06731466666667
"SUN5","Sun5",0,0,0,0,0,0,0,0,0,1
"SUOX","Suox",3.843795,3.991871,4.062872,139,259,268,3.96617933333333,22.1145,22.1145,0.214851254984245
"SUPT7L","Supt7l",4.0721,3.471854,3.691537,153,240,235,3.74516366666667,23.25549,23.25549,0.195632562634961
"SUPV3L1","Supv3l1",8.977585,13.280698,9.933996,213,366,367,10.7307596666667,17.675,17.675,0.628153128067827
"SURF1","Surf1",76.603299,102.529117,104.592426,452,1194,1210,94.5749473333333,66.59244,66.59244,1.41398871431973
"SURF2","Surf2",18.932966,29.051688,23.208479,179,437,386,23.7310443333333,49.27011,49.27011,0.491963203051144
"SURF4","Surf4",36.204577,36.426485,27.292324,825,1558,1349,33.3077953333333,29.1679,29.1679,1.137228489001
"SURF6","Surf6",8.11074,8.746715,7.704582,228,376,370,8.18734566666667,30.05995,30.05995,0.295793961891976
"SUSD2","Susd2",2.66539,2.110895,1.883306,120,181,163,2.21986366666667,1.07876,1.07876,1.54893478163264
"SUSD3","Susd3",0.742204,2.262757,1.214473,8,31,36,1.406478,6.8667,6.8667,0.305906924123203
"SUSD4","Susd4",37.070729,29.825742,27.320905,1562,2304,2125,31.405792,61.80027,61.80027,0.516013577648631
"SUV39H1","Suv39h1",6.950977,8.042017,8.091601,277,580,572,7.694865,4.58471,4.58471,1.55690537198888
"SUV39H2","Suv39h2",1.331245,1.268356,1.144937,55,80,69,1.24817933333333,0.95428,0.95428,1.15038752549959
"SUZ12","Suz12",18.065684,12.082366,11.378072,605,668,533,13.8420406666667,9.19017,9.19017,1.45650569781139
"SV2A","Sv2a",175.257332,109.599512,109.527941,6466,6630,6745,131.461595,63.56362,63.56362,2.05164448647706
"SV2B","Sv2b",114.986021,70.109357,58.935107,6843,7254,5912,81.343495,18.31811,18.31811,4.26250264648043
"SV2C","Sv2c",6.353211,1.572914,1.598635,900,261,357,3.17492,0.33192,0.33192,3.13451258333834
"SVEP1","Svep1",0.498761,0.055792,0.042175,43,11,14,0.198909333333333,3.13254,3.13254,0.290114392923803
"SVIL","Svil",2.076304,1.443103,1.479548,155,126,117,1.66631833333333,18.62929,18.62929,0.135833661499389
"SVIP","Svip",19.064309,18.096905,18.292368,846,1283,1200,18.4845273333333,53.4814,53.4814,0.357636318694698
"SVOP","Svop",43.06057,40.816315,34.625405,1877,3464,3025,39.5007633333333,478.30381,478.30381,0.0844991474892164
"SVOPL","Svopl",0,0.225651,0.016298,0,6,1,0.0806496666666667,0.56012,0.56012,0.692670862925074
"SWAP70","Swap70",2.094192,1.755064,1.668973,124,188,180,1.83940966666667,12.38495,12.38495,0.212134499319509
"SWI5","Swi5",172.060906,183.268565,204.201347,900,1688,1827,186.510272666667,39.47832,39.47832,4.63236301967736
"SWSAP1","Swsap1",4.370042,5.698945,4.99548,111,261,233,5.021489,1.20323,1.20323,2.73302787271415
"SWT1","Swt1",9.330356,9.37636,9.568299,107,209,184,9.425005,2.34422,2.34422,3.11732033179635
"SYAP1","Syap1",13.354665,13.389079,11.3252,374,659,543,12.689648,11.99079,11.99079,1.05379642038706
"SYBU","Sybu",24.443818,24.367412,21.796885,969,1685,1504,23.5360383333333,15.66271,15.66271,1.47251187431896
"SYCE1","Syce1",0,0.144997,0.171336,0,5,6,0.105444333333333,7.17788,7.17788,0.135174927161237
"SYCE1L","Syce1l",0,0.137169,0.110248,0,2,2,0.0824723333333333,14.6047,14.6047,0.0693683526971575
"SYCE2","Syce2",2.149326,3.076442,3.404079,24,44,51,2.87661566666667,9.937,9.937,0.354449635792874
"SYCE3","Syce3",0,0.173826,0,0,1,0,0.057942,3.50596,3.50596,0.234787259540697
"SYCN","Sycn",0,0,0,0,0,0,0,0,0,1
"SYCP1","Sycp1",0,0,0,0,0,0,0,1.24472,1.24472,0.445489860650772
"SYCP2","Sycp2",0.314972,0.045862,0.097077,15,5,10,0.152637,1.82559,1.82559,0.407927901783344
"SYCP2L","Sycp2l",0,0.01491,0.083897,0,1,1,0.0329356666666667,4.25279,4.25279,0.196645147943601
"SYCP3","Sycp3",0.28256,0.428928,0.624219,3,9,14,0.445235666666667,8.00769,8.00769,0.160444649701163
"SYDE1","Syde1",2.893034,2.135038,2.071049,139,192,190,2.36637366666667,4.66769,4.66769,0.593958679226751
