"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"CDKN2B","Cdkn2b",0.299026,0.554816,0.297961,5,18,10,0.383934333333333,1.13857,1.13857,0.647130715072845
"CDKN2C","Cdkn2c",1.537614,1.301018,1.495468,21,40,38,1.4447,15.30744,15.30744,0.14991316846789
"CDKN2D","Cdkn2d",25.044922,25.775931,24.818638,364,736,724,25.2131636666667,4.9338,4.9338,4.41760148078241
"CDKN3","Cdkn3",0.234805,0.185742,0.667198,3,3,8,0.362581666666667,10.84172,10.84172,0.11506619533874
"CDNF","Cdnf",0.716611,0.256409,1.037694,20,20,18,0.670238,4.0609,4.0609,0.330027860657195
"CDO1","Cdo1",20.931101,23.671421,22.077613,281,558,429,22.2267116666667,10.39894,10.39894,2.0376203108944
"CDON","Cdon",1.516106,0.940893,0.688485,147,78,100,1.04849466666667,3.27655,3.27655,0.47900636416426
"CDPF1","Cdpf1",5.690152,9.539361,10.067258,68,137,162,8.432257,4.8832,4.8832,1.60325282159369
"CDR2","Cdr2",8.57765,9.047013,8.972562,303,573,579,8.86574166666667,6.79347,6.79347,1.26589845943677
"CDR2L","Cdr2l",6.032358,3.003615,3.456038,310,291,344,4.16400366666667,2.63136,2.63136,1.42205775981083
"CDRT4","Cdrt4",0,0.073646,0,0,1,0,0.0245486666666667,4.25066,4.25066,0.19512759665769
"CDS1","Cds1",51.858785,27.600108,25.205323,1532,1680,1581,34.888072,1.39159,1.39159,15.0059466714612
"CDS2","Cds2",96.368026,44.610807,58.952009,9811,8268,8422,66.643614,69.14915,69.14915,0.964282731864891
"CDSN","Cdsn",0.257618,0.431494,0.164472,10,31,12,0.284528,3.99765,3.99765,0.257026402409132
"CDT1","Cdt1",1.115388,0.711575,1.202302,14,26,31,1.009755,0.0253,0.0253,1.96016287915732
"CDV3","Cdv3",24.311172,17.878782,17.688179,1270,1528,1517,19.9593776666667,163.68841,163.68841,0.127266865146531
"CDX1","Cdx1",0.049892,0,0,1,0,0,0.0166306666666667,0,0,1.01663066666667
"CDX2","Cdx2",0,0,0,0,0,0,0,0,0,1
"CDX4","Cdx4",0,0,0.020884,0,0,1,0.00696133333333333,0,0,1.00696133333333
"CDYL","Cdyl",2.371058,1.985393,1.654785,116,175,146,2.00374533333333,14.85201,14.85201,0.189486717036725
"CDYL2","Cdyl2",2.139837,0.599772,0.685421,74,38,44,1.14167666666667,0.21506,0.21506,1.76260980253376
"CEACAM1","Ceacam2",0.373631,0.139837,0.1924,15,11,16,0.235289333333333,7.21094,7.21094,0.150444325903409
"CEACAM16","Ceacam16",0.091744,0.192521,0.212173,2,8,9,0.165479333333333,0,0,1.16547933333333
"CEACAM18","Ceacam18",0,0.020308,0,0,1,0,0.00676933333333333,0,0,1.00676933333333
"CEACAM20","Ceacam20",0.095065,0.032507,0.065469,4,2,5,0.064347,0.06325,0.06325,1.00103174229955
"CEBPA","Cebpa",3.488122,3.073699,3.096253,100,172,173,3.219358,0,0,4.219358
"CEBPB","Cebpb",2.606333,2.807038,2.11708,26,64,53,2.51015033333333,8.43807,8.43807,0.371913996540959
"CEBPD","Cebpd",0.402011,0.590918,0.619509,21,56,60,0.537479333333333,10.81641,10.81641,0.130113912206274
"CEBPE","Cebpe",0,0.033496,0,0,1,0,0.0111653333333333,0,0,1.01116533333333
"CEBPG","Cebpg",9.800852,4.635323,4.408702,604,546,487,6.28162566666667,22.29067,22.29067,0.312641313739221
"CEBPZ","Cebpz",11.294266,9.198737,9.197152,505,772,716,9.89671833333333,45.37834,45.37834,0.234952745901068
"CECR2","Cecr2",0.636704,0.596766,0.629546,73,51,56,0.621005333333333,4.46572,4.46572,0.296576724262006
"CEL","Cel",0,0.018913,0,0,1,0,0.00630433333333333,0.0759,0.0759,0.9353140006816
"CELA1","Cela1",2.745027,4.735327,5.50667,16,43,65,4.329008,0,0,5.329008
"CELA2A","Cela2a",0.129063,0.074016,0.073169,1,1,1,0.0920826666666667,0,0,1.09208266666667
"CELA3B","Cela3b",0,0,0,0,0,0,0,0,0,1
"CELF1","Celf1",26.634198,9.826455,10.90163,2703,1673,1496,15.7874276666667,38.2686,38.2686,0.427502576273834
"CELF2","Celf2",68.363059,21.510798,17.502958,5171,2167,1948,35.7922716666667,41.40599,41.40599,0.867619684546137
"CELF3","Celf3",53.196688,45.125299,40.14702,975,1305,1238,46.1563356666667,0,0,47.1563356666667
"CELF4","Celf4",212.02107,121.814469,117.137228,5021,4990,4316,150.324255666667,0.20241,0.20241,125.850796040175
"CELF6","Celf6",9.10051,11.239337,13.295883,270,472,409,11.21191,1.83436,1.83436,4.30852467576455
"CELSR1","Celsr1",1.242855,0.664945,0.810046,114,62,52,0.905948666666667,6.43925,6.43925,0.256201722843925
"CELSR2","Celsr2",51.963531,8.942047,9.815256,3460,873,1283,23.5736113333333,2.47955,2.47955,7.06229579495433
"CELSR3","Celsr3",10.729393,1.758799,1.981082,957,349,448,4.82309133333333,0.10121,0.10121,5.28790270096833
"CEND1","Cend1",110.730647,120.566918,118.174508,2326,4590,4606,116.490691,0,0,117.490691
"CENPA","Cenpa",1.179841,1.728456,1.017096,14,26,22,1.30846433333333,0.63254,0.63254,1.41403232590524
"CENPB","Cenpb",21.285715,21.743267,22.319505,1500,2848,2994,21.782829,7.53986,7.53986,2.66782230622048
"CENPE","Cenpe",0.479775,0.157449,0.141851,20,10,15,0.259691666666667,0.83495,0.83495,0.686499177997584
"CENPH","Cenph",0.270832,0.337237,0.188717,3,6,4,0.265595333333333,8.81759,8.81759,0.128910998863604
"CENPI","Cenpi",0.625768,0.350761,0.232146,9,14,6,0.402891666666667,0.58194,0.58194,0.886817241277587
"CENPJ","Cenpj",2.484915,0.382831,0.603097,53,44,34,1.15694766666667,12.63813,12.63813,0.158155675790352
"CENPK","Cenpk",0.991336,0.341916,0.808565,6,9,13,0.713939,0.48073,0.48073,1.15749596482816
"CENPL","Cenpl",0.706634,1.086713,0.969932,19,29,43,0.921093,4.33922,4.33922,0.359807799641146
"CENPM","Cenpm",3.117254,3.458832,7.676794,5,32,31,4.75096,0,0,5.75096
"CENPN","Cenpn",0.586041,0.490792,0.680964,16,23,23,0.585932333333333,8.55193,8.55193,0.166032658670377
"CENPO","Cenpo",1.16075,0.956573,1.134517,33,52,59,1.08394666666667,1.72051,1.72051,0.766013235263486
"CENPP","Cenpp",0.535033,0.511148,0.605451,9,14,15,0.550544,0.70844,0.70844,0.907578843857554
"CENPQ","Cenpq",1.563718,1.84496,2.074553,43,84,95,1.82774366666667,13.40982,13.40982,0.196237265050269
"CENPT","Cenpt",5.339677,4.581712,5.327308,101,196,192,5.082899,14.56104,14.56104,0.390905684967072
"CENPV","Cenpv",19.728739,36.915695,37.847903,122,292,288,31.4974456666667,12.03089,12.03089,2.49387767578935
"CENPW","Cenpw",1.805775,1.58371,1.160517,82,104,74,1.51666733333333,0.91086,0.91086,1.31703386607775
"CEP104","Cep104",13.007036,4.936844,8.40571,579,654,557,8.78319666666667,14.53574,14.53574,0.629721961532998
"CEP112","Cep112",3.100866,2.070755,2.399937,30,31,38,2.52385266666667,25.52927,25.52927,0.132828859092869
"CEP120","Cep120",10.215343,6.918428,6.830932,707,843,835,7.98823433333333,11.73992,11.73992,0.705517329255862
"CEP128","Cep128",4.787115,1.874857,1.73149,65,80,49,2.79782066666667,1.75846,1.75846,1.37679018969522
"CEP135","Cep135",1.457351,0.710965,0.608871,120,101,85,0.925729,3.15004,3.15004,0.464026611791694
"CEP152","Cep152",0.561636,0.170848,0.230634,50,27,37,0.321039333333333,1.55605,1.55605,0.516828439714925
"CEP164","Cep164",2.848005,2.062852,1.765169,174,131,119,2.225342,3.74463,3.74463,0.679787886515914
"CEP170","Cep170",22.77732,9.997607,8.257064,1324,781,809,13.6773303333333,23.10032,23.10032,0.609009769718134
"CEP19","Cep19",28.487447,28.534242,26.062702,587,1023,932,27.694797,2.30244,2.30244,8.68896845968436
"CEP250","Cep250",3.712485,0.669355,1.421043,436,148,153,1.93429433333333,8.81759,8.81759,0.298881327630644
"CEP290","Cep290",4.891385,1.845885,1.661265,310,150,143,2.79951166666667,8.40012,8.40012,0.404198208817192
"CEP350","Cep350",8.644118,1.883578,1.461915,1097,362,414,3.996537,14.54839,14.54839,0.321353979415232
"CEP41","Cep41",4.309483,2.355177,2.377963,112,129,131,3.01420766666667,3.64342,3.64342,0.864493771114107
"CEP44","Cep44",5.067266,6.417089,6.49172,84,139,185,5.992025,12.43571,12.43571,0.520406067115173
"CEP55","Cep55",0.157263,0.034312,0.07232,4,2,5,0.087965,0.10121,0.10121,0.9879723213556
"CEP57","Cep57",8.198213,7.492297,7.623158,199,334,284,7.77122266666667,35.20711,35.20711,0.242251388378323
"CEP57L1","Cep57l1",1.43606,1.264078,1.60695,41,66,72,1.435696,12.60017,12.60017,0.179093055454454
"CEP63","Cep63",14.93016,10.292703,13.298159,249,333,316,12.8403406666667,66.7455,66.7455,0.204299040772696
"CEP68","Cep68",5.918117,5.164149,4.749119,373,528,502,5.27712833333333,23.21418,23.21418,0.25923357030192
"CEP70","Cep70",8.517623,5.723284,6.112299,134,159,176,6.784402,38.90114,38.90114,0.195092220422775
"CEP72","Cep72",0.730988,2.021576,1.295648,24,39,25,1.349404,0.60724,0.60724,1.46176302232398
"CEP76","Cep76",9.521154,4.964923,6.544012,109,163,145,7.01002966666667,6.42659,6.42659,1.07856090974009
"CEP78","Cep78",2.712083,2.152673,2.423741,98,138,160,2.429499,5.43983,5.43983,0.532544958484929
"CEP85","Cep85",27.394131,21.324715,17.135465,436,480,472,21.951437,68.75698,68.75698,0.329019934635932
"CEP89","Cep89",14.440613,5.67854,12.364423,106,179,184,10.8278586666667,7.88143,7.88143,1.33175160606644
"CEP95","Cep95",9.058322,4.291609,4.335723,79,101,96,5.895218,49.7049,49.7049,0.135987212281259
"CEP97","Cep97",2.377017,1.266635,2.109798,281,190,207,1.91781666666667,4.09885,4.09885,0.572249951786514
"CEPT1","Cept1",32.408813,33.653623,23.419819,536,985,852,29.8274183333333,20.03883,20.03883,1.46526296059873
"CER1","Cer1",0.125752,0.023578,0.023413,3,1,1,0.057581,0,0,1.057581
"CERCAM","Cercam",4.512931,3.576274,4.097148,60,117,107,4.06211766666667,3.15004,3.15004,1.21977563268466
"CERK","Cerk",19.290397,15.009437,14.704146,1033,1464,1487,16.33466,30.0709,30.0709,0.557906594273098
"CERS2","Cers2",25.247438,33.896651,37.144763,697,1633,1832,32.096284,74.71549,74.71549,0.437113779492149
"CERS3","Cers3",0.136463,0.047689,0.116749,6,4,8,0.100300333333333,0.0253,0.0253,1.07314964725771
"CERS4","Cers4",15.543483,9.405339,10.03372,667,667,614,11.6608473333333,9.66519,9.66519,1.187118779256
"CERS5","Cers5",13.70216,17.996657,18.567494,344,716,674,16.755437,39.82465,39.82465,0.434919515537794
"CERS6","Cers6",10.734915,2.784057,2.740593,759,479,477,5.419855,27.18652,27.18652,0.227763306715409
"CES1","Ces1f",0.515751,0,0,2,0,0,0.171917,12.05619,12.05619,0.0897594933897255
"CES2","Ces2e",0.035386,0.019957,0.039298,1,1,2,0.031547,100.33332,100.33332,0.0101797414710186
"CES3","Ces3b",0,0,0,0,0,0,0,0.8223,0.8223,0.548757065247215
"CES4A","Ces4a",0,0,0,0,0,0,0,9.03266,9.03266,0.0996744632031784
"CES5A","Ces5a",0.21518,0.501712,0.494124,4,12,9,0.403672,0.18976,0.18976,1.17979424421732
"CETN1","Cetn1",0,0,0,0,0,0,0,0,0,1
"CETN2","Cetn2",22.39166,23.714218,23.958099,292,536,513,23.354659,53.13327,53.13327,0.449901862569913
"CETN3","Cetn3",77.786224,66.895604,77.900035,345,537,592,74.1939543333333,66.7708,66.7708,1.1095332257157
"CETN4P","Cetn4",8.151909,7.059625,7.150133,81,149,137,7.453889,0.83495,0.83495,4.60714951361073
"CFB","Cfb",2.872044,1.664778,0.682271,37,39,16,1.73969766666667,6.5531,6.5531,0.362724929719806
"CFC1B","Cfc1",0,0,0,0,0,0,0,0,0,1
"CFD","Cfd",0,0,0,0,0,0,0,21.0762,21.0762,0.0452976508638262
"CFDP1","Cfdp1",46.357122,49.447555,50.974186,693,1289,1350,48.9262876666667,81.07883,81.07883,0.608272409178672
"CFH","Cfh",8.620655,7.852137,6.69742,536,829,734,7.723404,60.39481,60.39481,0.142086993998353
"CFI","Cfi",0.033924,0,0.019114,1,0,1,0.0176793333333333,18.64725,18.64725,0.0517975458821633
"CFL1","Cfl1",560.542315,641.934014,609.010125,7175,14990,14204,603.828818,224.29829,224.29829,2.68456905731508
"CFL2","Cfl2",65.876199,74.719627,74.658133,985,1895,1767,71.7513196666667,1695.68491,1695.68491,0.0428785092847125
"CFLAR","Cflar",6.022872,5.189499,4.117003,292,253,224,5.10979133333333,256.15294,256.15294,0.0237593679984111
"CFP","Cfp",2.594248,3.465639,1.353175,27,53,36,2.47102066666667,0.97411,0.97411,1.75827115341428
"CFTR","Cftr",0.212036,0.157351,0.077911,20,26,13,0.149099333333333,0.01265,0.01265,1.13474481146826
"CGA","Cga",0,0.199956,0,0,2,0,0.066652,0,0,1.066652
"CGGBP1","Cggbp1",15.381342,16.005764,15.680067,965,1661,1376,15.6890576666667,59.66107,59.66107,0.275119737694483
"CGN","Cgn",1.260796,0.411998,0.480767,84,51,68,0.717853666666667,0.17711,0.17711,1.45938244230927
"CGNL1","Cgnl1",4.757276,1.674813,1.47596,390,224,252,2.63601633333333,22.29067,22.29067,0.156114716035792
"CGREF1","Cgref1",8.168963,11.50138,11.986946,147,387,415,10.5524296666667,0.32892,0.32892,8.69309639908096
"CGRRF1","Cgrrf1",13.063965,14.524491,16.471974,185,449,435,14.68681,33.17034,33.17034,0.459076789988042
"CH25H","Ch25h",0.274815,0.302259,0.21158,5,10,7,0.262884666666667,0.06325,0.06325,1.18775891527549
"CHAC1","Chac1",3.560083,4.190941,3.800741,78,171,158,3.85058833333333,0.10121,0.10121,4.40478049902683
"CHAC2","Chac2",7.11552,8.078093,8.67765,107,201,197,7.95708766666667,7.00853,7.00853,1.11844341803885
"CHAD","Chad",0.04361,0.047557,0.117231,1,2,5,0.069466,0.39217,0.39217,0.768200722612899
"CHADL","Chadl",4.493331,6.821969,7.76561,78,217,250,6.36030333333333,0.06325,0.06325,6.92245787287405
"CHAF1A","Chaf1a",0.406166,0.789406,0.495223,35,42,42,0.563598333333333,8.93145,8.93145,0.157439078214494
"CHAF1B","Chaf1b",0.171382,0.418506,0.555398,2,13,7,0.381762,0.50603,0.50603,0.917486371453424
"CHAMP1","Champ1",9.239814,4.540421,4.179498,558,486,449,5.98657766666667,10.614,10.614,0.601565151254233
"CHAT","Chat",0.4698,0.837012,0.606414,12,52,38,0.637742,0,0,1.637742
"CHCHD1","Chchd1",26.561819,27.092727,30.636502,149,263,307,28.097016,49.76816,49.76816,0.573135130365174
"CHCHD2","Chchd2",150.370735,201.292228,233.979117,1506,3862,4620,195.214026666667,357.20735,357.20735,0.54776661245691
"CHCHD3","Chchd3",44.255565,48.371104,52.598841,533,1113,1098,48.4085033333333,342.76017,342.76017,0.143729575573963
"CHCHD4","Chchd4",6.726524,6.930104,6.313138,349,634,580,6.65658866666667,58.80081,58.80081,0.128034865525512
"CHCHD5","Chchd5",4.917123,7.156618,6.195384,66,171,155,6.08970833333333,1.36628,1.36628,2.996140918798
"CHCHD6","Chchd6",22.021152,35.420409,35.608982,304,903,921,31.0168476666667,2.97293,2.97293,8.05874950393454
"CHCHD7","Chchd7",65.23335,51.718446,73.377566,145,196,230,63.4431206666667,113.37627,113.37627,0.563430864345084
"CHD1","Chd1",3.87723,1.414263,1.578198,360,200,177,2.289897,24.90938,24.90938,0.126977063905041
"CHD1L","Chd1l",2.493804,2.024772,2.328368,102,161,188,2.28231466666667,16.81288,16.81288,0.184266366060214
"CHD2","Chd2",30.441817,5.857943,4.982572,855,296,316,13.7607773333333,106.59545,106.59545,0.137187746631789
"CHD4","Chd4",38.24529,13.253722,13.989095,2545,1441,1586,21.829369,89.47895,89.47895,0.252316909071115
"CHD5","Chd5",88.63383,19.46687,27.436055,4044,1544,1811,45.1789183333333,0,0,46.1789183333333
"CHD6","Chd6",21.623577,4.866258,6.963431,1337,613,671,11.1510886666667,10.37364,10.37364,1.06835530812182
"CHD7","Chd7",3.256733,0.992237,1.398309,250,101,129,1.88242633333333,6.74286,6.74286,0.372268946272222
"CHD8","Chd8",57.368233,19.48484,19.838892,1483,894,978,32.230655,26.74374,26.74374,1.19777128101691
"CHD9","Chd9",182.870197,78.551154,82.386178,2159,1490,1544,114.602509666667,19.00147,19.00147,5.7797006753337
"CHDH","Chdh",0.916936,0.721494,0.655869,80,114,105,0.764766333333333,2.08738,2.08738,0.571606453800094
"CHEK1","Chek1",0.3703,0.172077,0.117596,10,10,7,0.219991,1.13857,1.13857,0.570470454556082
"CHEK2","Chek2",2.4177,0.672382,1.684934,16,38,47,1.591672,3.27655,3.27655,0.606019338017795
"CHERP","Cherp",49.184413,26.91439,32.642622,583,444,469,36.2471416666667,2.97293,2.97293,9.37523230126548
"CHFR","Chfr",13.559606,10.669053,8.624389,270,483,385,10.951016,8.67843,8.67843,1.23480936474201
"CHGA","Chga",67.31918,47.272938,49.129671,1717,2282,2413,54.5739296666667,0,0,55.5739296666667
"CHGB","Chgb",144.602729,67.293386,62.107043,5526,4713,4453,91.334386,3.70668,3.70668,19.6177318194566
"CHIC1","Chic1",6.434048,3.898005,2.952032,722,746,528,4.42802833333333,8.50132,8.50132,0.571292023985439
"CHIC2","Chic2",6.426866,6.316672,4.657678,176,228,216,5.80040533333333,10.28508,10.28508,0.602601428907312
"CHID1","Chid1",22.203763,25.556589,29.287734,592,1197,1224,25.6826953333333,15.15563,15.15563,1.65160351737031
"CHIT1","Chit1",0.093578,0.118655,0.025298,2,5,1,0.079177,0.11386,0.11386,0.968862334584239
"CHKA","Chka",34.832899,37.431603,31.681403,614,732,723,34.648635,56.94115,56.94115,0.615255910523005
"CHKB","Chkb",24.051448,24.61524,22.542211,194,420,435,23.7362996666667,81.18004,81.18004,0.301001309644856
"CHL1","Chl1",27.355665,11.392985,9.621513,3009,1899,1698,16.1233876666667,5.21212,5.21212,2.75644830857528
"CHM","Chm",23.406673,21.151715,17.46393,875,1205,964,20.674106,14.99117,14.99117,1.35537962513062
"CHML","Chml",3.320721,1.673973,1.384348,345,301,240,2.12634733333333,5.6296,5.6296,0.471574051727605
"CHMP1A","Chmp1a",125.765708,286.763375,304.774389,973,2232,2130,239.101157333333,3.2386,3.2386,56.646335425219
"CHMP2A","Chmp2a",63.561787,80.82072,87.610445,589,1325,1442,77.330984,97.77786,97.77786,0.793001427647856
"CHMP2B","Chmp2b",26.618248,27.301542,24.421821,649,1175,1047,26.1138703333333,55.92909,55.92909,0.476274437784502
"CHMP3","Chmp3",140.373561,139.82192,141.755941,1228,2009,1929,140.650474,252.77519,252.77519,0.558173058603562
"CHMP4B","Chmp4b",94.061451,93.359577,93.917675,1702,3022,3098,93.7795676666667,138.84228,138.84228,0.677760457471565
"CHMP4C","Chmp4c",0.268201,0.045175,0.0754,19,6,10,0.129592,1.40424,1.40424,0.469833294513027
"CHMP5","Chmp5",37.497457,46.342597,43.579801,768,1656,1539,42.473285,115.28654,115.28654,0.373846233622567
"CHMP6","Chmp6",17.654849,17.875121,16.143942,222,525,542,17.2246373333333,13.18211,13.18211,1.28504413894218
"CHMP7","Chmp7",24.64883,28.78043,27.301473,948,2011,1950,26.9102443333333,34.39746,34.39746,0.788481555832914
"CHN1","Chn1",544.624961,442.838205,386.433263,10339,15077,13125,457.965476333333,36.85171,36.85171,12.1253564590169
"CHN2","Chn2",22.489671,22.244823,19.030293,608,874,808,21.254929,62.95027,62.95027,0.348003675355866
"CHODL","Chodl",0.858363,0.789529,0.807083,25,44,39,0.818325,0.50603,0.50603,1.20736306713678
"CHORDC1","Chordc1",38.092922,28.779206,23.848809,1112,1370,941,30.2403123333333,37.80052,37.80052,0.805151898307892
"CHP1","Chp1",64.543297,55.589479,51.860616,2053,3011,2899,57.3311306666667,97.03146,97.03146,0.595024604006374
"CHP2","Chp2",0.257727,0.288642,0.831179,5,10,16,0.459182666666667,0.11386,0.11386,1.3100234021032
"CHPF","Chpf",19.896705,18.47928,15.924412,735,1347,1213,18.1001323333333,1.53074,1.53074,7.54725192367977
"CHPT1","Chpt1",21.844233,18.482659,18.365012,1127,1508,1298,19.563968,234.06469,234.06469,0.0874821650159367
"CHRAC1","Chrac1",6.812884,10.684103,11.94118,72,196,223,9.81272233333333,25.47867,25.47867,0.408355945873918
"CHRD","Chrd",7.083614,4.357873,3.313131,290,343,287,4.918206,2.15063,2.15063,1.87841987158124
"CHRDL1","Chrdl1",5.002664,2.669867,1.984258,200,183,123,3.21892966666667,0.797,0.797,2.34776275273604
"CHRDL2","Chrdl2",0.126097,0.070319,0.056852,1,2,3,0.0844226666666667,2.07473,2.07473,0.352688745570072
"CHRM1","Chrm1",27.446,18.889923,14.472891,1911,2269,1771,20.2696046666667,0,0,21.2696046666667
"CHRM2","Chrm2",4.262784,2.559699,2.754538,373,389,412,3.19234033333333,58.99058,58.99058,0.0698833105686482
"CHRM3","Chrm3",13.499341,8.863082,8.354858,789,785,818,10.2390936666667,0.25302,0.25302,8.9696043691774
"CHRM4","Chrm4",8.364515,6.366825,4.841879,159,224,173,6.52440633333333,0,0,7.52440633333333
"CHRM5","Chrm5",1.05501,0.642361,0.581981,23,25,23,0.759784,0.03795,0.03795,1.69544197697384
"CHRNA1","Chrna1",0.090279,0.075304,0.131522,6,9,15,0.099035,0.63254,0.63254,0.673205556984821
"CHRNA2","Chrna2",0.243599,0.217315,0.293562,9,17,23,0.251492,0,0,1.251492
"CHRNA3","Chrna3",0.628672,0.762304,0.984357,36,65,87,0.791777666666667,0.20241,0.20241,1.49015532694062
"CHRNA4","Chrna4",17.449843,6.662143,6.149823,741,614,684,10.0872696666667,0.01265,0.01265,10.9487677545713
"CHRNA5","Chrna5",1.012768,0.893608,0.997844,33,50,54,0.968073333333333,5.41453,5.41453,0.30681489264737
"CHRNA6","Chrna6",1.753313,1.713304,1.883346,75,128,143,1.783321,0,0,2.783321
"CHRNA7","Chrna7",4.674569,1.726276,1.564648,137,91,85,2.65516433333333,0.54398,0.54398,2.36736507813141
"CHRNB1","Chrnb1",0.909364,0.309306,0.563586,28,17,22,0.594085333333333,10.5128,10.5128,0.138462001714034
"CHRNB2","Chrnb2",9.715888,5.244045,5.357454,922,900,936,6.77246233333333,0,0,7.77246233333333
"CHRNB3","Chrnb3",1.020801,0.533248,0.717951,70,53,81,0.757333333333333,0,0,1.75733333333333
"CHRNB4","Chrnb4",0.089514,0.209265,0.255321,5,21,26,0.1847,0,0,1.1847
"CHRND","Chrnd",0,0,0,0,0,0,0,0.0253,0.0253,0.975324295328197
"CHRNE","Chrne",0,0,0.025292,0,0,1,0.00843066666666667,0.29097,0.29097,0.781141828754089
"CHRNG","Chrng",0,0,0,0,0,0,0,0.03795,0.03795,0.963437545161135
"CHST1","Chst1",60.341783,42.298989,37.416116,2282,2997,2705,46.6856293333333,2.89703,2.89703,12.236402935911
"CHST10","Chst10",20.563518,21.417124,19.830444,913,1656,1578,20.6036953333333,9.7664,9.7664,2.00658486897508
"CHST11","Chst11",10.606032,5.942703,5.723441,885,885,866,7.42405866666667,2.88438,2.88438,2.16870096815107
"CHST12","Chst12",7.530139,6.689232,6.408823,203,326,363,6.87606466666667,2.03678,2.03678,2.59355786940992
"CHST14","Chst14",0.74838,0.781398,0.547372,21,40,28,0.692383333333333,6.62901,6.62901,0.221835249047168
"CHST15","Chst15",11.788725,3.072432,3.357507,494,387,429,6.072888,1.78376,1.78376,2.5407678822887
"CHST2","Chst2",13.222341,8.602654,7.883303,1416,1646,1513,9.902766,1.25243,1.25243,4.8404460959941
"CHST3","Chst3",0.738122,0.349312,0.35084,68,59,60,0.479424666666667,8.9694,8.9694,0.148396560140697
"CHST4","Chst4",0,0,0,0,0,0,0,0,0,1
"CHST6","Chst5",0.308478,0.319144,0.447543,9,18,26,0.358388333333333,0.12651,0.12651,1.20583779401278
