UniqueCount	AmbigCount
1	26
0	8
10	907
7	2
0	63
0	10
0	0
0	17
0	7
0	0
0	0
0	0
0	0
0	0
23	189
0	15
5	15
0	32
0	17
0	118
74	88
17	636
15	173
0	86
334	155
0	131
14	436
15	63
7	35
11	78
1	0
1	2
0	8
19	1028
0	379
5	432
0	334
0	335
0	229
196	177
0	55
0	131
0	7
0	3
0	7
0	4
0	6
1	5
0	20
10	65
13	77
0	21
0	32
24	108
0	485
0	396
0	475
0	288
0	275
4	239
2	171
1	289
0	254
17	117
0	143
2	97
17	84
1	157
0	94
8	114
0	0
0	1
0	69
29	985
1	10
0	1
0	27
0	50
1	103
2	5
0	9
0	4
0	134
0	20
0	0
0	21
0	102
0	28
0	32
0	2
0	2
97	8458
891	14172
208	164785
0	2542
17	13357
0	17
6023	22278
26	15796
0	0
3	59
179	3617
0	123
0	0
2	2
0	52
0	42
0	43
0	33
0	42
0	35
0	32
0	43
0	41
0	37
0	40
0	41
0	41
0	34
1	37
0	36
27	29
0	3
2	3
0	7
1	0
4	1
0	6
0	7
0	9
0	7
0	7
0	7
1	6
4	23
0	40
19	40
0	5
1	21
0	20
1	1
1	19
0	36
244	984
5	37
0	955
7	26
2	991
0	86
0	994
1	142
0	234
0	35
0	76
0	7
0	73
2	293
0	551
0	26
0	77
0	289
0	10
0	275
1	9
0	40
0	15
0	8
6	40
12	10
1	13
57	16
2	40
0	19
0	28
0	3
0	0
22	0
172	26
2	21
470	298
0	222
0	84
233	517
4	265
8	2494
0	2342
3	1871
0	2272
0	2330
4	2364
0	2088
0	2491
0	2131
0	2274
22	1484
0	89
6	469
4	160
10	190
39	1253
8	798
23	1220
0	3
0	207
8	44
41	298
0	275
7	70
9	107
20	15
0	6
0	3
0	3
1	2
0	1
0	5
0	5
0	5
54	0
21	384
5	347
42	334
3	258
6	65
2	46
5	58
2	1
10	0
0	5871
0	6111
0	6061
0	5821
0	110
7	284
32	229
1	95
8	201
409	2300
0	262
4	186
7	181
0	176
30	3
7	127
0	114
30	3
3	0
0	140
0	133
0	140
0	141
22	122
0	136
5	142
0	33
0	110
0	51
0	35
0	36
0	21
2	21
0	14
0	17
0	12
1	9
5	6
5	8
0	0
0	0
0	0
0	0
0	0
0	11
0	2
0	2
0	11
0	0
2	2
0	0
0	0
0	0
0	4
0	7
0	4
0	4
0	1
0	1
0	1
1	741
0	704
0	700
0	684
37	457
0	426
0	303
0	159
696	0
1	19
2	13
6	24
1	9
2	10
6	3
0	486
0	494
0	488
1	281
0	286
0	237
0	257
7	84
0	225
1	161
0	78
0	99
0	120
0	96
0	88
1	27
0	31
0	30
8	44
1	11
2	0
7	0
1	136
0	90
8	123
0	122
0	20
3	130
0	5
0	38
148	2434
1	2526
33	1767
0	1492
15	157
32	267
1	377
27	107
82	500
14	261
62	210
0	155
11	20
0	0
4	196
3	90
0	53
0	122
2	142
0	633
0	535
0	643
0	772
0	773
0	249
0	742
0	776
0	646
79	623
5	608
0	638
0	768
0	660
0	602
0	640
0	679
0	306
0	210
5	191
0	528
0	210
0	285
0	232
0	195
0	185
0	260
0	54
6	85
0	222
0	146
0	156
0	179
0	157
0	157
1	56
1	32
0	123
2	168
0	191
8	180
0	129
0	102
0	85
1	66
0	78
0	59
0	26
0	16
2	1
0	0
46	0
2	125
244	158
1	67
3	0
0	1137
1	1185
0	858
23	310
0	302
3	217
1	104
5	100
0	0
0	74
4	101
0	103
0	79
13	102
0	47
0	41
3	36
1	4
3	2
0	474
11	449
2	449
0	475
1	108
0	39
2	0
0	1152
3	1427
4	1189
20	761
0	2282
0	1383
3	953
0	1665
0	1678
0	777
0	968
0	345
0	351
6	279
0	462
0	668
11	164
1	245
2	96
0	155
0	220
0	209
0	214
0	224
0	25
0	22
0	207
1	229
0	106
0	445
0	317
13	396
15	74
14	136
1	78
0	7
56	161
0	90
3	92
0	92
0	40
1	25
6	2
8	0
0	5
1	2
0	4
0	5
2	119
5	601
84	700
5	50
16	82
0	2
1	5
0	318
0	242
24	297
2	50
14	225
53	203
0	4
0	4
0	593
5	524
0	590
0	546
1	568
1	30
0	85
1	198
19	102
0	102
9	8
16	970
81	789
0	276
269	121
2	11
19	72
0	0
675	0
50	0
218	16
2	760
0	782
0	691
0	784
41	800
0	743
0	758
20	42
0	71
0	747
0	77
0	628
0	42
0	23
0	86
0	772
5	556
0	61
0	715
0	684
5	35
9	34
0	659
2	140
7	73
0	93
6	134
0	241
0	211
1	186
0	82
0	71
0	2
0	6
3	5
1	6
0	4
0	5
0	2
0	4
1	1
1	0
3	750
0	691
0	594
0	593
2	596
0	635
0	642
3	606
0	142
0	213
12	403
13	3703
0	3650
29	1108
27	362
22	20
5	6
0	6
14	561
0	488
0	182
0	410
0	448
0	436
0	455
0	472
0	483
0	467
6	67
0	114
0	66
0	28
0	126
0	42
0	44
0	132
0	95
2	76
5	17
1	19
4	19
47	550
2	1
0	385
6	2
0	11
1	411
0	414
287	2348
0	129
0	365
0	267
0	766
0	760
6	717
5	344
0	31
1	152
0	90
0	60
0	132
0	76
0	57
0	107
1	127
0	95
0	91
6	45
0	0
0	12300
6	13230
0	13334
43	2452
1	3805
7	1715
1	2162
0	1426
0	115
0	228
16	0
1	3
0	3
4	4
0	1
0	17
0	15
0	5
1	7
1	4
0	0
0	6
0	19
1	0
0	0
0	0
13	29
0	15
0	2
10	20
2	2
1	1
0	0
0	2
0	3
0	1
0	2
0	3
0	2
0	1
0	2
0	3
0	2
0	0
0	2
0	0
0	0
0	21
0	6
0	1
0	0
0	2
0	0
0	0
0	623
0	57
0	0
0	1
0	1
0	6
8	632
0	65
1	537
0	87
0	144
0	109
0	138
0	109
0	167
0	155
2	123
3	67
0	53
0	139
0	77
0	568
0	134
0	439
4	412
2	68
2	26
41	0
9	0
0	441
3	464
0	535
0	548
0	297
95	291
0	182
