"Hs_symbol","DRG","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"ZNF10",2.98982,2.98982,5.61582,4.78056,6.1394,5.51192666666667,0.612694246147326
"ZNF100",0.72132,0.72132,1.4081,1.3264,2.31593,1.68347666666667,0.641451450419419
"ZNF101",4.16066,4.16066,7.53746,6.77015,12.14771,8.81844,0.525608956208929
"ZNF107",0.66905,0.66905,2.31922,2.04486,1.96636,2.11014666666667,0.536646717625321
"ZNF114",0.19862,0.19862,1.22587,1.38166,0.93948,1.18233666666667,0.549236979934352
"ZNF114P1",0,0,0,0,0,0,1
"ZNF117",5.3106,5.3106,4.04207,4.39369,3.64868,4.02814666666667,1.25505487774157
"ZNF12",4.96562,4.96562,5.9637,6.57672,4.98144,5.84062,0.872087617789031
"ZNF121",8.54086,8.54086,13.02075,11.21911,10.68387,11.6412433333333,0.754740633371243
"ZNF123P",0,0,0,0,0,0,1
"ZNF124",1.88171,1.88171,4.88692,6.99122,6.1831,6.02041333333333,0.410475831432527
"ZNF131",15.00139,15.00139,35.33494,45.89886,62.2898,47.8412,0.3276207382292
"ZNF132",1.52627,1.52627,3.4457,4.06209,1.66048,3.05609,0.622833812859182
"ZNF133",12.37745,12.37745,21.36994,13.48504,22.78789,19.21429,0.661781838491483
"ZNF134",3.67978,3.67978,5.11885,5.08452,4.50077,4.90138,0.792997570059884
"ZNF135",3.18845,3.18845,13.31894,11.30201,14.13592,12.9189566666667,0.300916950911311
"ZNF136",2.85392,2.85392,3.36287,2.62516,2.57811,2.85538,0.999621308405397
"ZNF137P",0.87813,0.87813,4.32368,3.89629,1.57309,3.26435333333333,0.440425511957264
"ZNF138",8.36314,8.36314,8.99525,7.01885,8.91415,8.30941666666667,1.00577085925541
"ZNF14",2.32077,2.32077,3.90954,3.12256,2.14114,3.05774666666667,0.818377851746947
"ZNF140",8.81266,8.81266,14.62764,10.16904,6.72931,10.5086633333333,0.852632466150862
"ZNF141",2.23714,2.23714,20.7073,18.21033,19.1392,19.3522766666667,0.159055424266212
"ZNF142",6.57552,6.57552,11.74518,8.89791,10.35614,10.3330766666667,0.668443373570519
"ZNF143",10.66301,10.66301,15.19088,30.17553,10.15951,18.50864,0.597838188617966
"ZNF146",13.40194,13.40194,23.10935,23.65408,14.37625,20.3798933333333,0.673620760190883
"ZNF148",2.7912,2.7912,8.23322,9.61638,12.30065,10.0500833333333,0.343092435200338
"ZNF154",0.08363,0.08363,1.04365,1.2435,0.69915,0.995433333333333,0.543054975527454
"ZNF155",0.7945,0.7945,1.68972,1.02243,1.44199,1.38471333333333,0.752501348869326
"ZNF157",0.15681,0.15681,0.54667,0.30397,1.04872,0.63312,0.708343538747918
"ZNF16",4.05612,4.05612,5.99683,5.16742,3.99826,5.05417,0.835146684021096
"ZNF160",4.73563,4.73563,10.32052,7.98602,5.74613,8.01755666666667,0.636051450744048
"ZNF165",1.18129,1.18129,0.69577,1.54746,1.04872,1.09731666666667,1.0400384618441
"ZNF167",0.96176,0.96176,2.38548,2.43173,2.38148,2.39956333333333,0.577062348203544
"ZNF169",2.02806,2.02806,11.92741,7.51625,16.36445,11.9360366666667,0.234079423089658
"ZNF17",1.89216,1.89216,4.47278,3.15019,3.01508,3.54601666666667,0.63619652369657
"ZNF174",9.60716,9.60716,9.26031,8.45578,5.92092,7.87900333333333,1.19463408242892
"ZNF175",2.17442,2.17442,5.10228,4.28316,8.936,6.10714666666667,0.446651820890146
"ZNF177",4.57882,4.57882,8.6805,13.8719,11.23008,11.2608266666667,0.455011733847201
"ZNF18",6.00056,6.00056,6.0631,9.09135,4.93774,6.69739666666667,0.90947112421992
"ZNF180",2.16396,2.16396,4.24086,3.23309,1.46384,2.97926333333333,0.795111993090849
"ZNF181",6.96232,6.96232,6.75886,7.07412,4.28229,6.03842333333333,1.13126471979757
"ZNF182",1.93398,1.93398,6.27845,8.04128,7.84358,7.38777,0.34979261472358
"ZNF184",2.00715,2.00715,3.3463,2.65279,4.47892,3.49267,0.669345845566222
"ZNF185",5.24787,5.24787,4.95319,4.91872,3.12432,4.33207666666667,1.17175171899879
"ZNF189",5.8542,5.8542,15.25714,12.54551,9.70069,12.5011133333333,0.507676650863855
"ZNF19",1.34856,1.34856,7.83564,7.07412,3.67053,6.19343,0.326486808101281
"ZNF192",0.48088,0.48088,2.88246,2.51463,2.73105,2.70938,0.399225746620729
"ZNF192P1",0.70041,0.70041,3.57822,2.81859,3.53944,3.31208333333333,0.394336071117982
"ZNF192P2",0,0,0.28162,0.11053,0,0.130716666666667,0.884394852821957
"ZNF193",7.75682,7.75682,4.92005,2.95676,6.48898,4.78859666666667,1.5127707982188
"ZNF195",11.44705,11.44705,27.78092,19.26039,33.10033,26.71388,0.449126935672667
"ZNF197",5.76012,5.76012,6.80856,6.05169,6.57637,6.47887333333333,0.903895506542429
"ZNF2",1.67263,1.67263,3.87641,3.97919,3.86717,3.90759,0.544591133326134
"ZNF20",0.99312,0.99312,1.39153,1.38166,1.11427,1.29582,0.868151684365499
"ZNF200",2.11169,2.11169,3.3463,3.15019,2.29408,2.93019,0.791740348430992
"ZNF202",2.81211,2.81211,4.68813,4.58712,3.05878,4.11134333333333,0.74581372281129
"ZNF204P",8.56177,8.56177,18.40465,12.7942,21.38959,17.52948,0.516030131444595
"ZNF205",21.89053,21.89053,17.80828,23.29485,23.50888,21.5373366666667,1.01567147611793
"ZNF207",59.48286,59.48286,56.65518,56.26134,59.68984,57.5354533333333,1.03326884060463
"ZNF208",0.56451,0.56451,0.49698,1.21586,0.43697,0.716603333333333,0.91139867296075
"ZNF211",5.77057,5.77057,12.72257,17.10499,17.151,15.65952,0.406408467951057
"ZNF212",4.58928,4.58928,9.4094,5.72009,6.24864,7.12604333333333,0.687823061079746
"ZNF213",9.45035,9.45035,25.64392,21.94082,33.10033,26.8950233333333,0.374631341050441
"ZNF214",1.04539,1.04539,1.44123,1.96196,1.3546,1.58593,0.790968819728299
"ZNF215",0.63769,0.63769,1.01052,0.30397,0.61176,0.642083333333333,0.997324536919564
"ZNF217",1.90262,1.90262,1.75598,2.10013,1.3109,1.72233666666667,1.06622374651188
"ZNF219",64.18713,64.18713,34.25816,57.4772,99.2136,63.6496533333333,1.00831368211513
"ZNF22",8.47814,8.47814,10.70153,12.49024,10.77126,11.32101,0.769266480588848
"ZNF221",0.34498,0.34498,2.6671,2.34883,2.18484,2.40025666666667,0.39555249260595
"ZNF222",4.43247,4.43247,3.32973,3.81339,3.03693,3.39335,1.23652110576212
"ZNF223",2.19533,2.19533,6.6926,2.90149,4.47892,4.69100333333333,0.56147041441433
"ZNF224",1.3172,1.3172,7.90191,4.28316,5.44025,5.87510666666667,0.337042043468901
"ZNF225",0.83631,0.83631,2.73336,1.38166,1.9882,2.03440666666667,0.605162788551743
"ZNF226",47.24131,47.24131,15.88664,22.43822,22.28537,20.20341,2.2751675320149
"ZNF227",4.25475,4.25475,13.48459,15.64043,16.05858,15.0612,0.327170448036261
"ZNF229",1.09766,1.09766,3.26347,3.89629,2.01005,3.05660333333333,0.517097637514472
"ZNF23",8.92766,8.92766,15.67129,15.25357,14.85691,15.26059,0.610535042086419
"ZNF230",1.05585,1.05585,2.88246,2.48699,1.28906,2.21950333333333,0.638561227352873
"ZNF232",4.11885,4.11885,6.52694,7.95838,4.17305,6.21945666666667,0.70903535215254
"ZNF233",3.07346,3.07346,4.82066,2.95676,5.52765,4.43502333333333,0.749483442880037
"ZNF234",1.36946,1.36946,3.71075,3.09493,1.68233,2.82933666666667,0.618765129905005
"ZNF235",5.18515,5.18515,16.93029,15.17067,10.66202,14.2543266666667,0.405468568698979
"ZNF236",0.75268,0.75268,5.16854,6.30039,5.37471,5.61454666666667,0.26497356331802
"ZNF238",6.52325,6.52325,40.27156,41.17357,73.95685,51.80066,0.142484014404365
"ZNF239",3.26163,3.26163,6.47724,3.61996,5.15622,5.08447333333333,0.70041066276895
"ZNF24",9.87896,9.87896,12.73913,15.00487,9.91918,12.5543933333333,0.802615043879992
"ZNF248",5.54058,5.54058,11.82801,13.65084,13.21828,12.8990433333333,0.47057771122377
"ZNF25",16.0886,16.0886,20.77357,14.81143,22.50386,19.3629533333333,0.83920046961099
"ZNF250",3.14663,3.14663,6.82513,6.46619,10.59648,7.9626,0.462659272978823
"ZNF251",6.83687,6.83687,21.46933,13.07054,22.00134,18.84707,0.394862818541981
"ZNF252P",8.08089,8.08089,8.01787,10.16904,7.05703,8.41464666666667,0.964549209494143
"ZNF253",1.57854,1.57854,4.58874,5.44375,5.65874,5.23041,0.413863614112073
"ZNF254",2.47758,2.47758,9.79041,13.9548,27.11387,16.9530266666667,0.193704385592921
"ZNF256",1.67263,1.67263,1.9382,1.51983,1.70418,1.72073666666667,0.982318514225927
"ZNF257",0.16726,0.16726,0.18222,0.27633,0.28403,0.247526666666667,0.935659357982996
"ZNF259",27.02341,27.02341,23.68915,15.47463,8.06206,15.7419466666667,1.67384418060504
"ZNF259P1",0.02091,0.02091,0.19879,0.27633,0.58991,0.35501,0.753433553995911
"ZNF26",2.68666,2.68666,6.14593,4.64239,4.80665,5.19832333333333,0.594783427991548
"ZNF260",2.4044,2.4044,5.91401,4.72529,4.63186,5.09038666666667,0.558979287576706
"ZNF263",18.54527,18.54527,17.79171,17.85109,12.58468,16.0758266666667,1.14461632701823
"ZNF264",1.16039,1.16039,4.62187,4.53186,5.57134,4.90835666666667,0.365649895881934
"ZNF266",9.49217,9.49217,10.51931,8.78738,10.72757,10.01142,0.952844410620973
"ZNF267",2.15351,2.15351,2.20326,1.87906,2.97138,2.35123333333333,0.940999830908024
"ZNF268",2.78075,2.78075,4.20772,5.49902,2.73105,4.14593,0.734706845992853
"ZNF271",23.145,23.145,17.80828,18.98406,14.17961,16.99065,1.34208602802011
"ZNF273",3.43934,3.43934,28.79143,23.51591,26.10884,26.1387266666667,0.163579524364813
"ZNF274",6.56507,6.56507,10.41991,9.97561,5.63689,8.67747,0.781719808999666
"ZNF275",2.71802,2.71802,7.43806,7.07412,6.75116,7.08778,0.459708350128218
"ZNF276",15.06411,15.06411,38.20083,39.84718,43.45648,40.5014966666667,0.387073028450621
"ZNF277",13.25558,13.25558,35.78222,25.86474,29.32056,30.3225066666667,0.455122578525005
"ZNF28",7.37002,7.37002,9.06152,3.23309,17.34763,9.88074666666667,0.769250517121374
"ZNF280A",0.03136,0.03136,0,0,0,0,1.03136
"ZNF280B",1.07675,1.07675,2.83276,2.34883,5.44025,3.54061333333333,0.457372131811855
"ZNF280C",0.57497,0.57497,0.96082,0.96716,1.74787,1.22528333333333,0.707761558453231
"ZNF280D",6.9205,6.9205,17.4107,19.73016,15.90564,17.6821666666667,0.423960461402585
"ZNF281",0.89904,0.89904,4.88692,2.76333,1.87896,3.17640333333333,0.454707040587555
"ZNF282",7.49547,7.49547,9.19404,9.64401,22.94082,13.92629,0.569161526407433
"ZNF283",2.31032,2.31032,16.30079,11.57834,17.32578,15.0683033333333,0.206015528293695
"ZNF284",0.7945,0.7945,4.57217,2.73569,2.77475,3.36087,0.411500457477522
"ZNF285",1.3381,1.3381,7.63685,6.27275,4.19489,6.03483,0.332360554554979
"ZNF285B",0.03136,0.03136,1.54062,2.98439,1.17981,1.90160666666667,0.355444454911187
"ZNF286A",7.12958,7.12958,3.56166,12.18627,4.85035,6.86609333333333,1.03349650906761
"ZNF286B",0.48088,0.48088,1.60689,2.12776,1.59493,1.77652666666667,0.533357024003611
"ZNF287",8.56177,8.56177,4.78753,4.78056,5.4184,4.99549666666667,1.59482533835117
"ZNF292",2.12215,2.12215,6.21219,10.52828,3.88902,6.87649666666667,0.396388157340679
"ZNF295",1.10812,1.10812,3.32973,3.45416,4.12935,3.63774666666667,0.454556954383019
"ZNF295-AS1",0.33453,0.33453,0.84486,0.22107,0.37142,0.479116666666667,0.902247963311436
"ZNF296",2.60303,2.60303,4.09176,4.47659,2.64366,3.73733666666667,0.760560258541895
"ZNF299P",0,0,0,0,0,0,1
"ZNF29P",0,0,0,10.19668,0,3.39889333333333,0.227329904188023
"ZNF3",13.06741,13.06741,17.57636,21.47105,22.54755,20.5316533333333,0.65333626648271
"ZNF30",2.89574,2.89574,6.02997,4.17262,4.7411,4.98123,0.65132756974736
"ZNF300",2.44622,2.44622,2.55114,1.71326,1.13612,1.80017333333333,1.23071666992043
"ZNF300P1",1.44264,1.44264,1.78911,2.68043,1.50754,1.99236,0.816292157360745
"ZNF302",20.19699,20.19699,29.15588,32.85596,24.55761,28.8564833333333,0.709962716082325
"ZNF304",1.81898,1.81898,5.63239,4.78056,4.47892,4.96395666666667,0.472669430305496
"ZNF311",0.83631,0.83631,1.10991,1.29876,0.28403,0.897566666666667,0.967718305900539
"ZNF316",6.45008,6.45008,12.82196,14.42457,15.0317,14.0927433333333,0.493620002372001
"ZNF317",18.77526,18.77526,11.66235,12.82184,10.79311,11.7591,1.54989458504126
"ZNF317P1",0,0,0,0.13817,0,0.0460566666666667,0.955971155163678
"ZNF318",2.70757,2.70757,4.20772,3.59233,4.1512,3.98375,0.743931778279408
"ZNF319",3.56479,3.56479,5.63239,5.88589,4.47892,5.3324,0.720862548164993
"ZNF32",52.64599,52.64599,44.74434,41.11831,36.22465,40.6957666666667,1.28660519493186
"ZNF320",2.56121,2.56121,7.65342,7.93075,7.23182,7.60533,0.413837702912032
"ZNF321P",0,0,0,0,0.02185,0.00728333333333333,0.992769330046164
"ZNF322",1.65172,1.65172,4.73783,2.54226,4.39153,3.89054,0.542214152220409
"ZNF322P1",0.05227,0.05227,0.0994,0.05527,0.30588,0.153516666666667,0.912227825056711
"ZNF323",9.31445,9.31445,10.68497,7.93075,11.07714,9.89762,0.946486480534282
"ZNF324",4.2652,4.2652,5.03602,5.38849,7.16628,5.86359666666667,0.767119668550842
"ZNF324B",1.41128,1.41128,2.28609,2.10013,2.64366,2.34329333333333,0.721228967844082
"ZNF326",6.93096,6.93096,14.92582,22.79745,16.16782,17.9636966666667,0.418218037306017
"ZNF329",9.28309,9.28309,11.59609,9.20188,8.19315,9.66370666666667,0.964307282770969
"ZNF330",17.37443,17.37443,17.9905,13.9548,14.81322,15.5861733333333,1.10781610867847
"ZNF331",5.92738,5.92738,21.65155,14.64563,35.39441,23.8971966666667,0.278239357335946
"ZNF333",3.41844,3.41844,4.22429,4.97399,7.82173,5.67333666666667,0.662103565382835
"ZNF334",1.83989,1.83989,8.34918,7.12938,7.20997,7.56284333333333,0.331652687016345
"ZNF335",11.25888,11.25888,14.72703,11.85467,13.56786,13.3831866666667,0.852306257584087
"ZNF337",7.69409,7.69409,22.28106,17.35369,15.7527,18.4624833333333,0.446710209128845
"ZNF33A",6.88914,6.88914,8.31605,9.53348,7.55955,8.46969333333333,0.833093503907905
"ZNF33AP1",0,0,0.0994,0.05527,0,0.0515566666666667,0.950971099988271
"ZNF33B",10.17167,10.17167,14.37915,7.87548,10.66202,10.9722166666667,0.933132962010655
"ZNF34",6.87869,6.87869,7.47119,10.00324,10.35614,9.27685666666667,0.766643951117349
"ZNF341",2.01761,2.01761,8.36575,6.27275,7.29737,7.31195666666667,0.363044481704468
"ZNF343",4.30702,4.30702,9.92294,6.05169,9.30742,8.42735,0.562938683723422
"ZNF345",4.7879,4.7879,16.0026,20.25519,11.71074,15.98951,0.340674922349144
"ZNF346",6.43962,6.43962,13.21954,12.29681,12.34435,12.6202333333333,0.546218248830784
"ZNF347",0.75268,0.75268,2.12043,1.76853,1.72602,1.87166,0.61033687832125
"ZNF35",2.54031,2.54031,3.06468,3.03966,1.90081,2.66838333333333,0.965087254603527
"ZNF350",3.97249,3.97249,3.94267,3.97919,3.05878,3.66021333333333,1.06700909257373
"ZNF354A",4.33838,4.33838,6.07966,6.52145,8.73936,7.11349,0.657963465783528
"ZNF354B",3.48116,3.48116,9.37627,7.95838,9.24187,8.85884,0.454532176199228
"ZNF354C",0.61678,0.61678,1.87194,1.7409,0.89578,1.50287333333333,0.645969565645884
"ZNF355P",0.01045,0.01045,0.03313,0,0,0.0110433333333333,0.999413147474721
"ZNF358",78.40448,78.40448,105.044,142.42188,287.21912,178.228333333333,0.443035308777444
"ZNF362",12.04293,12.04293,29.20558,27.08061,31.39616,29.22745,0.431492898011576
"ZNF365",5.26878,5.26878,27.28394,17.90636,37.18598,27.45876,0.220275936126521
"ZNF366",0.25089,0.25089,3.18064,1.0777,0.85209,1.70347666666667,0.462696799059976
"ZNF367",1.24402,1.24402,1.90507,1.10533,0.37142,1.12727333333333,1.05488089604533
"ZNF37A",4.31747,4.31747,13.48459,14.7838,17.36948,15.2126233333333,0.327983318348439
"ZNF37BP",6.69052,6.69052,10.0886,10.61118,7.23182,9.31053333333333,0.745889640367779
"ZNF382",1.36946,1.36946,8.79646,5.47139,6.33604,6.86796333333333,0.30115290318672
"ZNF383",2.44622,2.44622,4.77096,3.23309,4.65371,4.21925333333333,0.660289849889128
"ZNF384",12.52381,12.52381,38.13457,29.6505,36.81456,34.8665433333333,0.377059196207273
"ZNF385A",20.80332,20.80332,97.15866,136.28729,170.83267,134.75954,0.16060248878274
"ZNF385B",1.21266,1.21266,26.88636,23.68171,47.8917,32.8199233333333,0.0654247491394865
"ZNF385C",5.07016,5.07016,5.06915,3.45416,3.49574,4.00635,1.21249213498856
"ZNF385D",7.50592,7.50592,32.08803,30.61766,34.06166,32.2557833333333,0.255772655082048
"ZNF391",1.07675,1.07675,3.41256,5.80299,2.81844,4.01133,0.414410944799085
"ZNF394",15.25228,15.25228,13.21954,12.82184,10.05027,12.03055,1.24724436036852
"ZNF395",5.7183,5.7183,25.92554,41.80914,30.34743,32.6940366666667,0.199391366088421
"ZNF396",2.11169,2.11169,3.14751,3.26073,1.52939,2.64587666666667,0.85348197004287
"ZNF397",6.31417,6.31417,18.35495,19.39856,21.30219,19.6852333333333,0.353593787516699
"ZNF398",1.83989,1.83989,3.66105,5.52665,2.73105,3.97291666666667,0.571071302890658
"ZNF402P",0,0,0,0,0,0,1
"ZNF404",5.78102,5.78102,7.58716,17.46423,11.62335,12.2249133333333,0.512745893230806
"ZNF407",3.25117,3.25117,14.41228,23.81988,21.32404,19.8520666666667,0.20387283754448
"ZNF408",7.88226,7.88226,6.29502,7.37808,10.13766,7.93692,0.993883798892683
"ZNF41",1.83989,1.83989,4.22429,5.22269,3.03693,4.16130333333333,0.55022730046868
"ZNF410",17.08172,17.08172,26.07463,17.40896,16.86697,20.1168533333333,0.856269620978883
"ZNF414",29.67871,29.67871,25.26291,23.48828,37.05489,28.6020266666667,1.03637194660546
"ZNF415",10.28667,10.28667,15.19088,12.29681,13.48047,13.6560533333333,0.77010295632112
"ZNF416",1.81898,1.81898,3.69418,1.8238,2.49072,2.66956666666667,0.76820514683841
"ZNF417",0.53315,0.53315,2.84932,3.73049,2.40332,2.99437666666667,0.383827096927097
"ZNF418",1.27538,1.27538,4.55561,3.45416,4.95959,4.32312,0.427452321195089
"ZNF419",4.49519,4.49519,14.6939,10.77698,11.53596,12.3356133333333,0.412068786237553
"ZNF420",6.83687,6.83687,13.45146,7.04648,9.46036,9.9861,0.713344134861325
"ZNF423",5.12243,5.12243,20.50851,32.22039,40.41955,31.0494833333333,0.191030536633716
"ZNF425",2.31032,2.31032,4.09176,3.89629,7.45031,5.14612,0.538603216338112
"ZNF426",1.44264,1.44264,2.7168,3.70286,0.93948,2.45304666666667,0.707386906635107
"ZNF428",82.80558,82.80558,93.18286,98.78894,153.57243,115.18141,0.721333817518655
"ZNF429",1.3381,1.3381,7.48776,5.16742,6.05201,6.23573,0.323132565753559
"ZNF43",1.91307,1.91307,2.98185,1.43693,1.76972,2.06283333333333,0.951103009196278
"ZNF430",1.03494,1.03494,5.13541,4.47659,3.03693,4.21631,0.390111017174976
"ZNF431",0.84677,0.84677,3.06468,2.26593,2.7966,2.70907,0.497906483296352
"ZNF432",1.02449,1.02449,3.52852,2.51463,1.83527,2.62614,0.558304422884941
"ZNF433",2.63439,2.63439,7.20614,6.07932,6.07386,6.45310666666667,0.487634239323915
"ZNF434",8.89629,8.89629,17.59292,11.88231,11.31747,13.5975666666667,0.677941072370509
"ZNF436",5.70785,5.70785,8.01787,6.43855,4.41338,6.28993333333333,0.92015244766756
"ZNF438",5.64512,5.64512,5.30107,6.65962,7.34106,6.43391666666667,0.89389218334884
"ZNF439",5.39423,5.39423,8.7302,6.43855,9.26372,8.14415666666667,0.699269515286082
"ZNF44",3.07346,3.07346,5.79804,5.30559,6.40158,5.83507,0.595964635329265
"ZNF440",1.7249,1.7249,10.45305,6.52145,8.28055,8.41835,0.289318192677061
"ZNF441",2.97937,2.97937,7.10675,4.58712,2.92769,4.87385333333333,0.677471801588509
"ZNF442",0.64814,0.64814,0.61294,0.4974,2.53441,1.21491666666667,0.744109259189586
"ZNF443",0.66905,0.66905,3.01498,4.33842,2.57811,3.31050333333333,0.387205361168185
"ZNF444",26.8666,26.8666,48.09064,52.14398,69.63086,56.6218266666667,0.483611881331079
"ZNF445",1.17084,1.17084,5.06915,4.42132,4.21674,4.56907,0.389802965306595
"ZNF446",11.45751,11.45751,10.63527,11.24674,14.48549,12.1225,0.949324442751
"ZNF449",1.87125,1.87125,3.04811,2.21066,2.38148,2.54675,0.809543948685416
"ZNF45",2.54031,2.54031,5.30107,6.13459,2.94953,4.79506333333333,0.610918258586763
"ZNF451",5.5824,5.5824,10.46961,13.65084,9.91918,11.3465433333333,0.533137075073374
"ZNF454",0.44952,0.44952,2.00447,2.32119,3.23356,2.51974,0.41182587350202
"ZNF460",0.36589,0.36589,0.44728,1.02243,0.39327,0.620993333333333,0.842625303826049
"ZNF461",3.05255,3.05255,11.77831,14.7009,16.49554,14.3249166666667,0.264441894735697
"ZNF462",2.34168,2.34168,13.66682,13.15344,12.49729,13.10585,0.236900293140789
"ZNF467",10.68392,10.68392,16.18483,16.46943,5.83352,12.82926,0.844869501332682
"ZNF468",2.59257,2.59257,1.92164,1.60273,1.37645,1.63360666666667,1.36412549583461
"ZNF469",0.31362,0.31362,1.75598,2.68043,2.31593,2.25078,0.404093786721956
"ZNF470",2.36259,2.36259,3.14751,4.03446,2.97138,3.38445,0.766935419493893
"ZNF471",3.67978,3.67978,15.14118,11.57834,8.52088,11.7468,0.36713371199046
"ZNF473",1.9967,1.9967,2.78306,3.03966,1.02687,2.28319666666667,0.912738499775117
"ZNF474",0.09409,0.09409,0.7289,0.4145,0,0.381133333333333,0.792168267606314
"ZNF479",0,0,0,0,0,0,1
"ZNF48",4.73563,4.73563,8.56454,6.85305,6.75116,7.38958333333333,0.683660888999255
"ZNF480",3.03164,3.03164,1.62345,1.7409,0.61176,1.32537,1.73376279903843
"ZNF483",1.19175,1.19175,3.06468,3.59233,2.55626,3.07109,0.538369331063671
"ZNF484",1.36946,1.36946,3.37943,2.62516,1.74787,2.58415333333333,0.661093368401278
"ZNF485",1.23356,1.23356,2.79963,1.02243,1.00503,1.60903,0.856088278019034
"ZNF486",0.42861,0.42861,0.33132,0.19343,0.74285,0.422533333333333,1.00427172181085
"ZNF487P",3.79478,3.79478,12.92136,25.75421,8.36794,15.68117,0.287436672607497
"ZNF488",0.64814,0.64814,8.21666,12.04811,7.36291,9.20922666666667,0.161436321654138
"ZNF490",0.6586,0.6586,3.03155,2.1554,2.33778,2.50824333333333,0.472772223135415
"ZNF491",0.61678,0.61678,3.19721,2.18303,3.88902,3.08975333333333,0.395324575402265
"ZNF492",0.04182,0.04182,0.54667,2.18303,1.94451,1.55807,0.407267979375076
"ZNF493",1.34856,1.34856,10.85063,6.85305,8.34609,8.68325666666667,0.242538236963666
"ZNF496",6.68006,6.68006,10.50274,8.59395,9.37297,9.48988666666667,0.73213946385185
"ZNF497",7.08776,7.08776,6.07966,6.74252,5.09068,5.97095333333333,1.16020859891952
"ZNF498",2.52985,2.52985,4.98632,3.84102,4.30414,4.37716,0.656452476772125
"ZNF500",4.52655,4.52655,7.90191,8.20708,12.34435,9.48444666666667,0.52711890056827
"ZNF501",0.94085,0.94085,1.49093,2.56989,1.00503,1.68861666666667,0.721876801577019
"ZNF502",1.55764,1.55764,3.52852,4.22789,2.92769,3.56136666666667,0.56071791349084
"ZNF503",10.93481,10.93481,16.89716,20.36572,6.27049,14.5111233333333,0.769435568496329
"ZNF503-AS2",4.71472,4.71472,15.3234,16.7734,2.7529,11.6165666666667,0.452953656171647
"ZNF506",6.53371,6.53371,32.23713,27.71617,27.63823,29.1971766666667,0.249483919743932
"ZNF507",2.03852,2.03852,4.48934,5.11216,3.18987,4.26379,0.577249472338372
"ZNF510",3.9934,3.9934,9.07808,8.75975,5.85537,7.89773333333333,0.561199106888646
"ZNF511",40.63443,40.63443,51.95048,42.47234,47.86985,47.43089,0.859666836599534
"ZNF512",12.94197,12.94197,21.36994,16.96683,14.85691,17.7312266666667,0.744316976571031
"ZNF512B",6.84732,6.84732,20.27659,17.79583,16.99806,18.3568266666667,0.405403227250748
"ZNF513",17.40579,17.40579,27.16798,36.53118,32.68521,32.1281233333333,0.555594103982346
"ZNF514",5.63467,5.63467,16.41675,12.15864,9.13263,12.56934,0.488945667217418
"ZNF516",6.43962,6.43962,15.73755,23.01851,7.79988,15.5186466666667,0.450377089002852
"ZNF517",13.48557,13.48557,22.39702,23.40538,25.51894,23.77378,0.584713757852052
"ZNF518A",3.48116,3.48116,9.21061,8.75975,12.62838,10.19958,0.400118575875167
"ZNF518B",2.90619,2.90619,5.68208,5.66482,4.39153,5.24614333333333,0.625376298868155
"ZNF519",0.74223,0.74223,3.95924,4.78056,11.44856,6.72945333333333,0.225401451417867
"ZNF521",7.1714,7.1714,46.8979,82.18135,60.30159,63.1269466666667,0.127425371466306
"ZNF524",36.88147,36.88147,29.86821,23.73698,42.86657,32.1572533333333,1.14247913176564
"ZNF525",3.51252,3.51252,3.59479,3.92392,5.19992,4.23954333333333,0.861242996368004
"ZNF526",2.75984,2.75984,2.93215,3.09493,3.23356,3.08688,0.919978076185256
"ZNF527",1.62036,1.62036,4.05863,2.34883,6.11755,4.17500333333333,0.506349432303103
"ZNF528",6.36644,6.36644,14.29632,12.18627,8.28055,11.5877133333333,0.58520875117906
"ZNF529",5.40468,5.40468,23.34127,18.76299,15.7527,19.2856533333333,0.315724610627938
"ZNF530",0.94085,0.94085,1.52406,1.54746,1.13612,1.40254666666667,0.807830302290347
"ZNF532",8.87539,8.87539,128.02082,136.50836,129.91061,131.47993,0.0745425363675841
"ZNF534",0.10454,0.10454,3.32973,2.43173,1.55124,2.43756666666667,0.321314495718871
"ZNF536",3.59615,3.59615,41.66309,30.17553,54.92689,42.25517,0.106256662498379
"ZNF540",2.88528,2.88528,16.0026,10.33484,8.65197,11.6631366666667,0.306818136949218
"ZNF541",0.34498,0.34498,0.54667,0.71847,1.09242,0.785853333333333,0.753130156265166
"ZNF542",3.4707,3.4707,28.69204,80.02595,19.31399,42.6773266666667,0.102357455027391
"ZNF543",0.5227,0.5227,3.41256,3.81339,1.76972,2.99855666666667,0.380812409811207
"ZNF544",7.82999,7.82999,10.68497,8.78738,11.51411,10.32882,0.779427160110232
"ZNF546",0.58542,0.58542,3.46226,2.21066,1.72602,2.46631333333333,0.45737930981427
"ZNF547",1.21266,1.21266,2.91559,2.04486,3.14617,2.70220666666667,0.597659774080683
"ZNF548",1.64127,1.64127,3.49539,3.09493,4.0638,3.55137333333333,0.580323741112573
"ZNF549",1.34856,1.34856,3.08125,2.84623,2.29408,2.74052,0.62786992182905
"ZNF550",1.74581,1.74581,3.66105,2.32119,2.64366,2.8753,0.708541274223931
"ZNF551",0.05227,0.05227,0.28162,0.1658,0.26218,0.236533333333333,0.850983933577744
"ZNF552",1.4531,1.4531,0.92769,1.13296,0.65545,0.905366666666667,1.28746872867864
